geo,time,age,stack,zaf_population
zaf,1996,77,Grade 12/Std 10,4263.12429
zaf,1996,77,Higher,2375.94248
zaf,1996,77,Unspecified,3577.14557
zaf,1996,77,Not applicable,0
zaf,1996,77,Total,64197.97921
zaf,1996,78,No schooling,52587.34405
zaf,1996,78,Some primary,12058.42537
zaf,1996,78,Complete primary,2520.57102
zaf,1996,78,Some secondary,12918.69641
zaf,1996,78,Grade 12/Std 10,4324.77481
zaf,1996,78,Higher,2331.41755
zaf,1996,78,Unspecified,4439.95912
zaf,1996,78,Not applicable,0
zaf,1996,78,Total,91181.18833
zaf,1996,79,No schooling,15758.86939
zaf,1996,79,Some primary,4041.85714
zaf,1996,79,Complete primary,1222.50524
zaf,1996,79,Some secondary,9060.42552
zaf,1996,79,Grade 12/Std 10,3446.20763
zaf,1996,79,Higher,1881.05802
zaf,1996,79,Unspecified,2628.548
zaf,1996,79,Not applicable,0
zaf,1996,79,Total,38039.47094
zaf,1996,80,No schooling,21029.40179
zaf,1996,80,Some primary,4737.90555
zaf,1996,80,Complete primary,1185.35526
zaf,1996,80,Some secondary,8756.51061
zaf,1996,80,Grade 12/Std 10,3485.20668
zaf,1996,80,Higher,1802.68522
zaf,1996,80,Unspecified,3089.17986
zaf,1996,80,Not applicable,0
zaf,1996,80,Total,44086.24497
zaf,1996,81,No schooling,14264.39702
zaf,1996,81,Some primary,3435.19779
zaf,1996,81,Complete primary,967.11221
zaf,1996,81,Some secondary,7101.10574
zaf,1996,81,Grade 12/Std 10,2936.01274
zaf,1996,81,Higher,1512.935
zaf,1996,81,Unspecified,2556.3283
zaf,1996,81,Not applicable,0
zaf,1996,81,Total,32773.0888
zaf,1996,82,No schooling,25227.88865
zaf,1996,82,Some primary,5734.41633
zaf,1996,82,Complete primary,1367.41886
zaf,1996,82,Some secondary,7723.05465
zaf,1996,82,Grade 12/Std 10,2806.23395
zaf,1996,82,Higher,1519.81156
zaf,1996,82,Unspecified,3221.56648
zaf,1996,82,Not applicable,0
zaf,1996,82,Total,47600.39048
zaf,1996,83,No schooling,9802.00332
zaf,1996,83,Some primary,2792.96362
zaf,1996,83,Complete primary,772.25511
zaf,1996,83,Some secondary,6014.15368
zaf,1996,83,Grade 12/Std 10,2426.39789
zaf,1996,83,Higher,1252.7407
zaf,1996,83,Unspecified,2341.03384
zaf,1996,83,Not applicable,0
zaf,1996,83,Total,25401.54816
zaf,1996,84,No schooling,13496.7456
zaf,1996,84,Some primary,3387.87145
zaf,1996,84,Complete primary,854.84714
zaf,1996,84,Some secondary,5690.60245
zaf,1996,84,Grade 12/Std 10,2055.12679
zaf,1996,84,Higher,1129.1923
zaf,1996,84,Unspecified,2426.76558
zaf,1996,84,Not applicable,0
zaf,1996,84,Total,29041.15131
zaf,1996,85,No schooling,11255.24931
zaf,1996,85,Some primary,2510.11132
zaf,1996,85,Complete primary,651.46523
zaf,1996,85,Some secondary,4433.93472
zaf,1996,85,Grade 12/Std 10,1660.79957
zaf,1996,85,Higher,898.95627
zaf,1996,85,Unspecified,2133.47922
zaf,1996,85,Not applicable,0
zaf,1996,85,Total,23543.99564
zaf,1996,86,No schooling,17389.33701
zaf,1996,86,Some primary,3425.52097
zaf,1996,86,Complete primary,835.79654
zaf,1996,86,Some secondary,4140.19888
zaf,1996,86,Grade 12/Std 10,1412.81414
zaf,1996,86,Higher,856.46301
zaf,1996,86,Unspecified,2322.84727
zaf,1996,86,Not applicable,0
zaf,1996,86,Total,30382.97782
zaf,1996,87,No schooling,6767.19795
zaf,1996,87,Some primary,1418.74025
zaf,1996,87,Complete primary,347.68985
zaf,1996,87,Some secondary,2828.09574
zaf,1996,87,Grade 12/Std 10,1064.49928
zaf,1996,87,Higher,629.11883
zaf,1996,87,Unspecified,1578.25915
zaf,1996,87,Not applicable,0
zaf,1996,87,Total,14633.60105
zaf,1996,88,No schooling,4906.33325
zaf,1996,88,Some primary,1144.44902
zaf,1996,88,Complete primary,369.06662
zaf,1996,88,Some secondary,2399.99685
zaf,1996,88,Grade 12/Std 10,927.07869
zaf,1996,88,Higher,581.99459
zaf,1996,88,Unspecified,1375.39545
zaf,1996,88,Not applicable,0
zaf,1996,88,Total,11704.31447
zaf,1996,89,No schooling,4770.68521
zaf,1996,89,Some primary,1122.35144
zaf,1996,89,Complete primary,315.92589
zaf,1996,89,Some secondary,1958.73235
zaf,1996,89,Grade 12/Std 10,777.06228
zaf,1996,89,Higher,469.87226
zaf,1996,89,Unspecified,1180.03248
zaf,1996,89,Not applicable,0
zaf,1996,89,Total,10594.66191
zaf,1996,90,No schooling,5708.32015
zaf,1996,90,Some primary,1011.69285
zaf,1996,90,Complete primary,245.12458
zaf,1996,90,Some secondary,1514.49748
zaf,1996,90,Grade 12/Std 10,591.74613
zaf,1996,90,Higher,419.7288
zaf,1996,90,Unspecified,1072.33394
zaf,1996,90,Not applicable,0
zaf,1996,90,Total,10563.44393
zaf,1996,91,No schooling,2881.93745
zaf,1996,91,Some primary,670.53293
zaf,1996,91,Complete primary,173.32063
zaf,1996,91,Some secondary,1051.97632
zaf,1996,91,Grade 12/Std 10,471.54334
zaf,1996,91,Higher,308.79716
zaf,1996,91,Unspecified,845.06005
zaf,1996,91,Not applicable,0
zaf,1996,91,Total,6403.16788
zaf,1996,92,No schooling,3324.57389
zaf,1996,92,Some primary,657.66595
zaf,1996,92,Complete primary,155.57687
zaf,1996,92,Some secondary,846.35817
zaf,1996,92,Grade 12/Std 10,305.46108
zaf,1996,92,Higher,254.12522
zaf,1996,92,Unspecified,724.1527
zaf,1996,92,Not applicable,0
zaf,1996,92,Total,6267.91388
zaf,1996,93,No schooling,2377.74365
zaf,1996,93,Some primary,451.01599
zaf,1996,93,Complete primary,105.41839
zaf,1996,93,Some secondary,606.85651
zaf,1996,93,Grade 12/Std 10,262.77516
zaf,1996,93,Higher,157.16841
zaf,1996,93,Unspecified,509.07788
zaf,1996,93,Not applicable,0
zaf,1996,93,Total,4470.05599
zaf,1996,94,No schooling,3512.14342
zaf,1996,94,Some primary,524.90748
zaf,1996,94,Complete primary,117.51628
zaf,1996,94,Some secondary,495.71511
zaf,1996,94,Grade 12/Std 10,173.91596
zaf,1996,94,Higher,138.10204
zaf,1996,94,Unspecified,438.62299
zaf,1996,94,Not applicable,0
zaf,1996,94,Total,5400.92328
zaf,1996,95,No schooling,3628.08853
zaf,1996,95,Some primary,434.40782
zaf,1996,95,Complete primary,118.78094
zaf,1996,95,Some secondary,331.42854
zaf,1996,95,Grade 12/Std 10,130.43153
zaf,1996,95,Higher,81.27333
zaf,1996,95,Unspecified,496.85873
zaf,1996,95,Not applicable,0
zaf,1996,95,Total,5221.26942
zaf,1996,96,No schooling,2125.77079
zaf,1996,96,Some primary,212.3554
zaf,1996,96,Complete primary,43.3296
zaf,1996,96,Some secondary,154.76644
zaf,1996,96,Grade 12/Std 10,60.62254
zaf,1996,96,Higher,52.0665
zaf,1996,96,Unspecified,249.18491
zaf,1996,96,Not applicable,0
zaf,1996,96,Total,2898.09618
zaf,1996,97,No schooling,498.0998
zaf,1996,97,Some primary,64.2913
zaf,1996,97,Complete primary,20.76104
zaf,1996,97,Some secondary,61.98007
zaf,1996,97,Grade 12/Std 10,15.8068
zaf,1996,97,Higher,21.5534
zaf,1996,97,Unspecified,63.00834
zaf,1996,97,Not applicable,0
zaf,1996,97,Total,745.50075
zaf,1996,98,No schooling,490.3458
zaf,1996,98,Some primary,66.9328
zaf,1996,98,Complete primary,16.0532
zaf,1996,98,Some secondary,59.81174
zaf,1996,98,Grade 12/Std 10,6.3146
zaf,1996,98,Higher,17.1568
zaf,1996,98,Unspecified,38.7602
zaf,1996,98,Not applicable,0
zaf,1996,98,Total,695.37514
zaf,1996,99,No schooling,558.46665
zaf,1996,99,Some primary,186.96879
zaf,1996,99,Complete primary,49.77517
zaf,1996,99,Some secondary,141.57218
zaf,1996,99,Grade 12/Std 10,66.39787
zaf,1996,99,Higher,52.82684
zaf,1996,99,Unspecified,640.78079
zaf,1996,99,Not applicable,0
zaf,1996,99,Total,1696.78829
zaf,1996,100,No schooling,525.62126
zaf,1996,100,Some primary,68.5462
zaf,1996,100,Complete primary,5.3461
zaf,1996,100,Some secondary,25.2907
zaf,1996,100,Grade 12/Std 10,4.2293
zaf,1996,100,Higher,3.2587
zaf,1996,100,Unspecified,28.5277
zaf,1996,100,Not applicable,0
zaf,1996,100,Total,660.81996
zaf,1996,101,No schooling,134.719
zaf,1996,101,Some primary,53.9686
zaf,1996,101,Complete primary,2.2098
zaf,1996,101,Some secondary,11.0009
zaf,1996,101,Grade 12/Std 10,1.0638
zaf,1996,101,Higher,5.2917
zaf,1996,101,Unspecified,19.8065
zaf,1996,101,Not applicable,0
zaf,1996,101,Total,228.0603
zaf,1996,102,No schooling,159.37651
zaf,1996,102,Some primary,26.712
zaf,1996,102,Complete primary,6.49009
zaf,1996,102,Some secondary,4.3083
zaf,1996,102,Grade 12/Std 10,1.05
zaf,1996,102,Higher,2.311
zaf,1996,102,Unspecified,15.2586
zaf,1996,102,Not applicable,0
zaf,1996,102,Total,215.5065
zaf,1996,103,No schooling,79.3413
zaf,1996,103,Some primary,11.9182
zaf,1996,103,Complete primary,1.0655
zaf,1996,103,Some secondary,7.4352
zaf,1996,103,Grade 12/Std 10,0
zaf,1996,103,Higher,2.129
zaf,1996,103,Unspecified,5.2902
zaf,1996,103,Not applicable,0
zaf,1996,103,Total,107.1794
zaf,1996,104,No schooling,100.1287
zaf,1996,104,Some primary,6.3609
zaf,1996,104,Complete primary,2.2679
zaf,1996,104,Some secondary,0
zaf,1996,104,Grade 12/Std 10,0
zaf,1996,104,Higher,2.17064
zaf,1996,104,Unspecified,10.8121
zaf,1996,104,Not applicable,0
zaf,1996,104,Total,121.74024
zaf,1996,105,No schooling,109.24126
zaf,1996,105,Some primary,9.833
zaf,1996,105,Complete primary,3.2279
zaf,1996,105,Some secondary,4.6435
zaf,1996,105,Grade 12/Std 10,1.0638
zaf,1996,105,Higher,2.11777
zaf,1996,105,Unspecified,7.5414
zaf,1996,105,Not applicable,0
zaf,1996,105,Total,137.66863
zaf,1996,106,No schooling,139.801
zaf,1996,106,Some primary,4.2973
zaf,1996,106,Complete primary,3.34659
zaf,1996,106,Some secondary,0
zaf,1996,106,Grade 12/Std 10,1.1685
zaf,1996,106,Higher,2.311
zaf,1996,106,Unspecified,5.3909
zaf,1996,106,Not applicable,0
zaf,1996,106,Total,156.31529
zaf,1996,107,No schooling,77.7445
zaf,1996,107,Some primary,9.9758
zaf,1996,107,Complete primary,0
zaf,1996,107,Some secondary,3.2839
zaf,1996,107,Grade 12/Std 10,0
zaf,1996,107,Higher,1.0174
zaf,1996,107,Unspecified,0
zaf,1996,107,Not applicable,0
zaf,1996,107,Total,92.0216
zaf,1996,108,No schooling,66.1194
zaf,1996,108,Some primary,7.9842
zaf,1996,108,Complete primary,1.0638
zaf,1996,108,Some secondary,2.3371
zaf,1996,108,Grade 12/Std 10,0
zaf,1996,108,Higher,0
zaf,1996,108,Unspecified,3.86028
zaf,1996,108,Not applicable,0
zaf,1996,108,Total,81.36478
zaf,1996,109,No schooling,36.8669
zaf,1996,109,Some primary,6.4932
zaf,1996,109,Complete primary,1.0655
zaf,1996,109,Some secondary,1.0174
zaf,1996,109,Grade 12/Std 10,0
zaf,1996,109,Higher,1.3252
zaf,1996,109,Unspecified,4.2752
zaf,1996,109,Not applicable,0
zaf,1996,109,Total,51.0434
zaf,1996,110,No schooling,76.3983
zaf,1996,110,Some primary,3.2941
zaf,1996,110,Complete primary,1.0958
zaf,1996,110,Some secondary,2.0935
zaf,1996,110,Grade 12/Std 10,2.0984
zaf,1996,110,Higher,0
zaf,1996,110,Unspecified,4.2649
zaf,1996,110,Not applicable,0
zaf,1996,110,Total,89.245
zaf,1996,111,No schooling,11.7521
zaf,1996,111,Some primary,7.4839
zaf,1996,111,Complete primary,0
zaf,1996,111,Some secondary,0
zaf,1996,111,Grade 12/Std 10,0
zaf,1996,111,Higher,1.05
zaf,1996,111,Unspecified,2.1204
zaf,1996,111,Not applicable,0
zaf,1996,111,Total,22.4064
zaf,1996,112,No schooling,16.1077
zaf,1996,112,Some primary,6.4077
zaf,1996,112,Complete primary,0
zaf,1996,112,Some secondary,0
zaf,1996,112,Grade 12/Std 10,0
zaf,1996,112,Higher,0
zaf,1996,112,Unspecified,3.2262
zaf,1996,112,Not applicable,0
zaf,1996,112,Total,25.7416
zaf,1996,113,No schooling,3.2778
zaf,1996,113,Some primary,0
zaf,1996,113,Complete primary,0
zaf,1996,113,Some secondary,0
zaf,1996,113,Grade 12/Std 10,0
zaf,1996,113,Higher,0
zaf,1996,113,Unspecified,0
zaf,1996,113,Not applicable,0
zaf,1996,113,Total,3.2778
zaf,1996,114,No schooling,11.0978
zaf,1996,114,Some primary,1.1237
zaf,1996,114,Complete primary,0
zaf,1996,114,Some secondary,0
zaf,1996,114,Grade 12/Std 10,0
zaf,1996,114,Higher,1.3252
zaf,1996,114,Unspecified,2.106
zaf,1996,114,Not applicable,0
zaf,1996,114,Total,15.6527
zaf,1996,115,No schooling,12.8203
zaf,1996,115,Some primary,0
zaf,1996,115,Complete primary,0
zaf,1996,115,Some secondary,0
zaf,1996,115,Grade 12/Std 10,0
zaf,1996,115,Higher,0
zaf,1996,115,Unspecified,1.0655
zaf,1996,115,Not applicable,0
zaf,1996,115,Total,13.8858
zaf,1996,116,No schooling,8.8465
zaf,1996,116,Some primary,2.3463
zaf,1996,116,Complete primary,0
zaf,1996,116,Some secondary,2.107
zaf,1996,116,Grade 12/Std 10,0
zaf,1996,116,Higher,0
zaf,1996,116,Unspecified,0
zaf,1996,116,Not applicable,0
zaf,1996,116,Total,13.2998
zaf,1996,117,No schooling,9.657
zaf,1996,117,Some primary,0
zaf,1996,117,Complete primary,0
zaf,1996,117,Some secondary,0
zaf,1996,117,Grade 12/Std 10,0
zaf,1996,117,Higher,1.0532
zaf,1996,117,Unspecified,0
zaf,1996,117,Not applicable,0
zaf,1996,117,Total,10.7102
zaf,1996,118,No schooling,5.3258
zaf,1996,118,Some primary,0
zaf,1996,118,Complete primary,0
zaf,1996,118,Some secondary,1.0174
zaf,1996,118,Grade 12/Std 10,0
zaf,1996,118,Higher,1.0532
zaf,1996,118,Unspecified,0
zaf,1996,118,Not applicable,0
zaf,1996,118,Total,7.3964
zaf,1996,119,No schooling,5.3092
zaf,1996,119,Some primary,0
zaf,1996,119,Complete primary,0
zaf,1996,119,Some secondary,1.05
zaf,1996,119,Grade 12/Std 10,2.0804
zaf,1996,119,Higher,0
zaf,1996,119,Unspecified,0
zaf,1996,119,Not applicable,0
zaf,1996,119,Total,8.4396
zaf,1996,120,No schooling,0
zaf,1996,120,Some primary,0
zaf,1996,120,Complete primary,0
zaf,1996,120,Some secondary,0
zaf,1996,120,Grade 12/Std 10,0
zaf,1996,120,Higher,0
zaf,1996,120,Unspecified,0
zaf,1996,120,Not applicable,0
zaf,1996,120,Total,0
zaf,2001,0,No schooling,0
zaf,2001,0,Some primary,0
zaf,2001,0,Complete primary,0
zaf,2001,0,Some secondary,0
zaf,2001,0,Grade 12/Std 10,0
zaf,2001,0,Higher,0
zaf,2001,0,Unspecified,0
zaf,2001,0,Not applicable,908406.3085
zaf,2001,0,Total,908406.3085
zaf,2001,1,No schooling,0
zaf,2001,1,Some primary,0
zaf,2001,1,Complete primary,0
zaf,2001,1,Some secondary,0
zaf,2001,1,Grade 12/Std 10,0
zaf,2001,1,Higher,0
zaf,2001,1,Unspecified,0
zaf,2001,1,Not applicable,870638.1059
zaf,2001,1,Total,870638.1059
zaf,2001,2,No schooling,0
zaf,2001,2,Some primary,0
zaf,2001,2,Complete primary,0
zaf,2001,2,Some secondary,0
zaf,2001,2,Grade 12/Std 10,0
zaf,2001,2,Higher,0
zaf,2001,2,Unspecified,0
zaf,2001,2,Not applicable,877409.0157
zaf,2001,2,Total,877409.0157
zaf,2001,3,No schooling,0
zaf,2001,3,Some primary,0
zaf,2001,3,Complete primary,0
zaf,2001,3,Some secondary,0
zaf,2001,3,Grade 12/Std 10,0
zaf,2001,3,Higher,0
zaf,2001,3,Unspecified,0
zaf,2001,3,Not applicable,875410.3643
zaf,2001,3,Total,875410.3643
zaf,2001,4,No schooling,0
zaf,2001,4,Some primary,0
zaf,2001,4,Complete primary,0
zaf,2001,4,Some secondary,0
zaf,2001,4,Grade 12/Std 10,0
zaf,2001,4,Higher,0
zaf,2001,4,Unspecified,0
zaf,2001,4,Not applicable,917951.9681
zaf,2001,4,Total,917951.9681
zaf,2001,5,No schooling,821327.535
zaf,2001,5,Some primary,147067.9801
zaf,2001,5,Complete primary,0
zaf,2001,5,Some secondary,0
zaf,2001,5,Grade 12/Std 10,0
zaf,2001,5,Higher,0
zaf,2001,5,Unspecified,0
zaf,2001,5,Not applicable,0
zaf,2001,5,Total,968395.515
zaf,2001,6,No schooling,521948.9132
zaf,2001,6,Some primary,428645.9771
zaf,2001,6,Complete primary,0
zaf,2001,6,Some secondary,0
zaf,2001,6,Grade 12/Std 10,0
zaf,2001,6,Higher,0
zaf,2001,6,Unspecified,0
zaf,2001,6,Not applicable,0
zaf,2001,6,Total,950594.8903
zaf,2001,7,No schooling,127194.2877
zaf,2001,7,Some primary,846997.022
zaf,2001,7,Complete primary,0
zaf,2001,7,Some secondary,0
zaf,2001,7,Grade 12/Std 10,0
zaf,2001,7,Higher,0
zaf,2001,7,Unspecified,0
zaf,2001,7,Not applicable,0
zaf,2001,7,Total,974191.3097
zaf,2001,8,No schooling,46975.88314
zaf,2001,8,Some primary,900492.5288
zaf,2001,8,Complete primary,0
zaf,2001,8,Some secondary,0
zaf,2001,8,Grade 12/Std 10,0
zaf,2001,8,Higher,0
zaf,2001,8,Unspecified,0
zaf,2001,8,Not applicable,0
zaf,2001,8,Total,947468.412
zaf,2001,9,No schooling,34288.53506
zaf,2001,9,Some primary,978615.8641
zaf,2001,9,Complete primary,0
zaf,2001,9,Some secondary,0
zaf,2001,9,Grade 12/Std 10,0
zaf,2001,9,Higher,0
zaf,2001,9,Unspecified,0
zaf,2001,9,Not applicable,0
zaf,2001,9,Total,1012904.399
zaf,2001,10,No schooling,35652.82486
zaf,2001,10,Some primary,1023516.196
zaf,2001,10,Complete primary,0
zaf,2001,10,Some secondary,0
zaf,2001,10,Grade 12/Std 10,0
zaf,2001,10,Higher,0
zaf,2001,10,Unspecified,0
zaf,2001,10,Not applicable,0
zaf,2001,10,Total,1059169.021
zaf,2001,11,No schooling,28956.89353
zaf,2001,11,Some primary,993174.9613
zaf,2001,11,Complete primary,22366.92392
zaf,2001,11,Some secondary,0
zaf,2001,11,Grade 12/Std 10,0
zaf,2001,11,Higher,0
zaf,2001,11,Unspecified,0
zaf,2001,11,Not applicable,0
zaf,2001,11,Total,1044498.779
zaf,2001,12,No schooling,17734.67148
zaf,2001,12,Some primary,844828.2667
zaf,2001,12,Complete primary,105576.3232
zaf,2001,12,Some secondary,21851.48016
zaf,2001,12,Grade 12/Std 10,0
zaf,2001,12,Higher,0
zaf,2001,12,Unspecified,0
zaf,2001,12,Not applicable,0
zaf,2001,12,Total,989990.7415
zaf,2001,13,No schooling,17716.53602
zaf,2001,13,Some primary,631316.4653
zaf,2001,13,Complete primary,226876.6671
zaf,2001,13,Some secondary,115503.4831
zaf,2001,13,Grade 12/Std 10,0
zaf,2001,13,Higher,0
zaf,2001,13,Unspecified,0
zaf,2001,13,Not applicable,0
zaf,2001,13,Total,991413.1516
zaf,2001,14,No schooling,17266.24541
zaf,2001,14,Some primary,409455.3399
zaf,2001,14,Complete primary,239248.0895
zaf,2001,14,Some secondary,310876.0316
zaf,2001,14,Grade 12/Std 10,0
zaf,2001,14,Higher,0
zaf,2001,14,Unspecified,0
zaf,2001,14,Not applicable,0
zaf,2001,14,Total,976845.7065
zaf,2001,15,No schooling,20722.64102
zaf,2001,15,Some primary,279906.4128
zaf,2001,15,Complete primary,191286.0075
zaf,2001,15,Some secondary,515887.2026
zaf,2001,15,Grade 12/Std 10,0
zaf,2001,15,Higher,0
zaf,2001,15,Unspecified,0
zaf,2001,15,Not applicable,0
zaf,2001,15,Total,1007802.264
zaf,2001,16,No schooling,24429.72779
zaf,2001,16,Some primary,191180.7075
zaf,2001,16,Complete primary,150788.4483
zaf,2001,16,Some secondary,648561.1254
zaf,2001,16,Grade 12/Std 10,11679.5651
zaf,2001,16,Higher,1117.050453
zaf,2001,16,Unspecified,0
zaf,2001,16,Not applicable,0
zaf,2001,16,Total,1027756.625
zaf,2001,17,No schooling,27998.99982
zaf,2001,17,Some primary,129660.0145
zaf,2001,17,Complete primary,105607.8076
zaf,2001,17,Some secondary,667004.0446
zaf,2001,17,Grade 12/Std 10,49460.44245
zaf,2001,17,Higher,2301.408704
zaf,2001,17,Unspecified,0
zaf,2001,17,Not applicable,0
zaf,2001,17,Total,982032.7177
zaf,2001,18,No schooling,36451.90494
zaf,2001,18,Some primary,104994.461
zaf,2001,18,Complete primary,80551.41099
zaf,2001,18,Some secondary,618696.9955
zaf,2001,18,Grade 12/Std 10,140000.7442
zaf,2001,18,Higher,10360.73031
zaf,2001,18,Unspecified,0
zaf,2001,18,Not applicable,0
zaf,2001,18,Total,991056.2469
zaf,2001,19,No schooling,43483.67198
zaf,2001,19,Some primary,90755.12752
zaf,2001,19,Complete primary,64063.0437
zaf,2001,19,Some secondary,531581.0783
zaf,2001,19,Grade 12/Std 10,219849.1888
zaf,2001,19,Higher,23340.95846
zaf,2001,19,Unspecified,0
zaf,2001,19,Not applicable,0
zaf,2001,19,Total,973073.0688
zaf,2001,20,No schooling,47731.77056
zaf,2001,20,Some primary,82343.65042
zaf,2001,20,Complete primary,49741.6961
zaf,2001,20,Some secondary,439018.5653
zaf,2001,20,Grade 12/Std 10,259384.6858
zaf,2001,20,Higher,35490.02924
zaf,2001,20,Unspecified,0
zaf,2001,20,Not applicable,0
zaf,2001,20,Total,913710.3974
zaf,2001,21,No schooling,56917.45515
zaf,2001,21,Some primary,84530.6864
zaf,2001,21,Complete primary,47684.0386
zaf,2001,21,Some secondary,406746.0397
zaf,2001,21,Grade 12/Std 10,283595.1244
zaf,2001,21,Higher,46946.58411
zaf,2001,21,Unspecified,0
zaf,2001,21,Not applicable,0
zaf,2001,21,Total,926419.9284
zaf,2001,22,No schooling,58928.57235
zaf,2001,22,Some primary,67750.08415
zaf,2001,22,Complete primary,39419.15554
zaf,2001,22,Some secondary,345995.7047
zaf,2001,22,Grade 12/Std 10,280410.4571
zaf,2001,22,Higher,55615.06995
zaf,2001,22,Unspecified,0
zaf,2001,22,Not applicable,0
zaf,2001,22,Total,848119.0438
zaf,2001,23,No schooling,58209.78802
zaf,2001,23,Some primary,64925.21817
zaf,2001,23,Complete primary,36141.82273
zaf,2001,23,Some secondary,300105.824
zaf,2001,23,Grade 12/Std 10,271607.2662
zaf,2001,23,Higher,62221.07771
zaf,2001,23,Unspecified,0
zaf,2001,23,Not applicable,0
zaf,2001,23,Total,793210.9969
zaf,2001,24,No schooling,64498.79525
zaf,2001,24,Some primary,72080.91616
zaf,2001,24,Complete primary,38319.4258
zaf,2001,24,Some secondary,294635.0882
zaf,2001,24,Grade 12/Std 10,274601.5708
zaf,2001,24,Higher,68927.20965
zaf,2001,24,Unspecified,0
zaf,2001,24,Not applicable,0
zaf,2001,24,Total,813063.0059
zaf,2001,25,No schooling,67143.41681
zaf,2001,25,Some primary,74937.7941
zaf,2001,25,Complete primary,39543.52923
zaf,2001,25,Some secondary,283095.4647
zaf,2001,25,Grade 12/Std 10,274187.5831
zaf,2001,25,Higher,76664.77705
zaf,2001,25,Unspecified,0
zaf,2001,25,Not applicable,0
zaf,2001,25,Total,815572.565
zaf,2001,26,No schooling,69631.6294
zaf,2001,26,Some primary,81365.92726
zaf,2001,26,Complete primary,42422.24861
zaf,2001,26,Some secondary,277618.6198
zaf,2001,26,Grade 12/Std 10,264530.7572
zaf,2001,26,Higher,77121.33724
zaf,2001,26,Unspecified,0
zaf,2001,26,Not applicable,0
zaf,2001,26,Total,812690.5196
zaf,2001,27,No schooling,67210.24588
zaf,2001,27,Some primary,82090.2864
zaf,2001,27,Complete primary,41008.17737
zaf,2001,27,Some secondary,262080.3337
zaf,2001,27,Grade 12/Std 10,248018.7171
zaf,2001,27,Higher,78570.83928
zaf,2001,27,Unspecified,0
zaf,2001,27,Not applicable,0
zaf,2001,27,Total,778978.5998
zaf,2001,28,No schooling,67291.01939
zaf,2001,28,Some primary,85226.38065
zaf,2001,28,Complete primary,41726.3614
zaf,2001,28,Some secondary,249616.9714
zaf,2001,28,Grade 12/Std 10,229014.1402
zaf,2001,28,Higher,78194.04392
zaf,2001,28,Unspecified,0
zaf,2001,28,Not applicable,0
zaf,2001,28,Total,751068.9169
zaf,2001,29,No schooling,73425.63732
zaf,2001,29,Some primary,94625.83132
zaf,2001,29,Complete primary,44696.92535
zaf,2001,29,Some secondary,255657.5298
zaf,2001,29,Grade 12/Std 10,226537.1809
zaf,2001,29,Higher,81684.93918
zaf,2001,29,Unspecified,0
zaf,2001,29,Not applicable,0
zaf,2001,29,Total,776628.0439
zaf,2001,30,No schooling,65996.73307
zaf,2001,30,Some primary,83223.32747
zaf,2001,30,Complete primary,38584.19358
zaf,2001,30,Some secondary,212898.8797
zaf,2001,30,Grade 12/Std 10,191081.4472
zaf,2001,30,Higher,77472.27633
zaf,2001,30,Unspecified,0
zaf,2001,30,Not applicable,0
zaf,2001,30,Total,669256.8573
zaf,2001,31,No schooling,79440.83886
zaf,2001,31,Some primary,101742.1213
zaf,2001,31,Complete primary,47448.95217
zaf,2001,31,Some secondary,240305.5729
zaf,2001,31,Grade 12/Std 10,191474.1123
zaf,2001,31,Higher,78847.36941
zaf,2001,31,Unspecified,0
zaf,2001,31,Not applicable,0
zaf,2001,31,Total,739258.967
zaf,2001,32,No schooling,76112.62653
zaf,2001,32,Some primary,97747.78174
zaf,2001,32,Complete primary,45801.84078
zaf,2001,32,Some secondary,220301.6767
zaf,2001,32,Grade 12/Std 10,166771.9388
zaf,2001,32,Higher,73738.97003
zaf,2001,32,Unspecified,0
zaf,2001,32,Not applicable,0
zaf,2001,32,Total,680474.8346
zaf,2001,33,No schooling,76972.315
zaf,2001,33,Some primary,101006.0528
zaf,2001,33,Complete primary,47750.33657
zaf,2001,33,Some secondary,217341.8839
zaf,2001,33,Grade 12/Std 10,154460.2426
zaf,2001,33,Higher,72179.11102
zaf,2001,33,Unspecified,0
zaf,2001,33,Not applicable,0
zaf,2001,33,Total,669709.9418
zaf,2001,34,No schooling,66133.54531
zaf,2001,34,Some primary,86861.85053
zaf,2001,34,Complete primary,41170.81752
zaf,2001,34,Some secondary,188669.7467
zaf,2001,34,Grade 12/Std 10,131806.1199
zaf,2001,34,Higher,67558.15119
zaf,2001,34,Unspecified,0
zaf,2001,34,Not applicable,0
zaf,2001,34,Total,582200.2311
zaf,2001,35,No schooling,81883.5722
zaf,2001,35,Some primary,101692.2543
zaf,2001,35,Complete primary,46219.99718
zaf,2001,35,Some secondary,195484.7409
zaf,2001,35,Grade 12/Std 10,124065.6709
zaf,2001,35,Higher,66116.80121
zaf,2001,35,Unspecified,0
zaf,2001,35,Not applicable,0
zaf,2001,35,Total,615463.0367
zaf,2001,36,No schooling,89238.4718
zaf,2001,36,Some primary,110977.835
zaf,2001,36,Complete primary,50400.35763
zaf,2001,36,Some secondary,201029.8494
zaf,2001,36,Grade 12/Std 10,116384.4436
zaf,2001,36,Higher,63354.19741
zaf,2001,36,Unspecified,0
zaf,2001,36,Not applicable,0
zaf,2001,36,Total,631385.1549
zaf,2001,37,No schooling,88386.81796
zaf,2001,37,Some primary,110699.6721
zaf,2001,37,Complete primary,48509.19398
