geo,time,age,education,sex,zaf_population
zaf,1996,72,No schooling,Female,26948.24107
zaf,1996,72,Some primary,Male,5603.88183
zaf,1996,72,Some primary,Female,8572.27328
zaf,1996,72,Complete primary,Male,1412.80486
zaf,1996,72,Complete primary,Female,2405.9472
zaf,1996,72,Some secondary,Male,8029.12891
zaf,1996,72,Some secondary,Female,11695.61609
zaf,1996,72,Grade 12/Std 10,Male,3209.65411
zaf,1996,72,Grade 12/Std 10,Female,4295.04767
zaf,1996,72,Higher,Male,2433.15887
zaf,1996,72,Higher,Female,1793.85383
zaf,1996,72,Unspecified,Male,2124.84914
zaf,1996,72,Unspecified,Female,2834.31773
zaf,1996,72,Not applicable,Male,0
zaf,1996,72,Not applicable,Female,0
zaf,1996,72,Total,Male,39161.16279
zaf,1996,72,Total,Female,58545.29687
zaf,1996,73,No schooling,Male,10887.10457
zaf,1996,73,No schooling,Female,17541.82737
zaf,1996,73,Some primary,Male,4191.45425
zaf,1996,73,Some primary,Female,6286.81118
zaf,1996,73,Complete primary,Male,1054.24634
zaf,1996,73,Complete primary,Female,1888.6719
zaf,1996,73,Some secondary,Male,6513.06695
zaf,1996,73,Some secondary,Female,9983.60063
zaf,1996,73,Grade 12/Std 10,Male,2818.17888
zaf,1996,73,Grade 12/Std 10,Female,4029.80962
zaf,1996,73,Higher,Male,2100.57995
zaf,1996,73,Higher,Female,1666.75817
zaf,1996,73,Unspecified,Male,1726.33757
zaf,1996,73,Unspecified,Female,2316.35303
zaf,1996,73,Not applicable,Male,0
zaf,1996,73,Not applicable,Female,0
zaf,1996,73,Total,Male,29290.96851
zaf,1996,73,Total,Female,43713.8319
zaf,1996,74,No schooling,Male,12988.21993
zaf,1996,74,No schooling,Female,18972.51919
zaf,1996,74,Some primary,Male,4795.07682
zaf,1996,74,Some primary,Female,6833.83199
zaf,1996,74,Complete primary,Male,1116.81593
zaf,1996,74,Complete primary,Female,1896.43558
zaf,1996,74,Some secondary,Male,6462.8123
zaf,1996,74,Some secondary,Female,9822.40677
zaf,1996,74,Grade 12/Std 10,Male,2752.41733
zaf,1996,74,Grade 12/Std 10,Female,3896.53168
zaf,1996,74,Higher,Male,1973.71666
zaf,1996,74,Higher,Female,1623.69936
zaf,1996,74,Unspecified,Male,1876.79606
zaf,1996,74,Unspecified,Female,2451.9707
zaf,1996,74,Not applicable,Male,0
zaf,1996,74,Not applicable,Female,0
zaf,1996,74,Total,Male,31965.85503
zaf,1996,74,Total,Female,45497.39527
zaf,1996,75,No schooling,Male,15702.01653
zaf,1996,75,No schooling,Female,25678.42602
zaf,1996,75,Some primary,Male,4366.86444
zaf,1996,75,Some primary,Female,6777.1811
zaf,1996,75,Complete primary,Male,1030.39721
zaf,1996,75,Complete primary,Female,1754.52784
zaf,1996,75,Some secondary,Male,6182.49596
zaf,1996,75,Some secondary,Female,9489.52333
zaf,1996,75,Grade 12/Std 10,Male,2589.68873
zaf,1996,75,Grade 12/Std 10,Female,3567.52702
zaf,1996,75,Higher,Male,1863.60544
zaf,1996,75,Higher,Female,1625.83204
zaf,1996,75,Unspecified,Male,1872.38628
zaf,1996,75,Unspecified,Female,2628.93723
zaf,1996,75,Not applicable,Male,0
zaf,1996,75,Not applicable,Female,0
zaf,1996,75,Total,Male,33607.45459
zaf,1996,75,Total,Female,51521.95458
zaf,1996,76,No schooling,Male,19746.12158
zaf,1996,76,No schooling,Female,34857.27285
zaf,1996,76,Some primary,Male,4857.71336
zaf,1996,76,Some primary,Female,7214.64341
zaf,1996,76,Complete primary,Male,1044.1565
zaf,1996,76,Complete primary,Female,1783.28371
zaf,1996,76,Some secondary,Male,5968.75631
zaf,1996,76,Some secondary,Female,9334.97227
zaf,1996,76,Grade 12/Std 10,Male,2456.8654
zaf,1996,76,Grade 12/Std 10,Female,3373.35502
zaf,1996,76,Higher,Male,1739.0864
zaf,1996,76,Higher,Female,1421.30148
zaf,1996,76,Unspecified,Male,1983.9518
zaf,1996,76,Unspecified,Female,3098.20649
zaf,1996,76,Not applicable,Male,0
zaf,1996,76,Not applicable,Female,0
zaf,1996,76,Total,Male,37796.65135
zaf,1996,76,Total,Female,61083.03523
zaf,1996,77,No schooling,Male,11847.59039
zaf,1996,77,No schooling,Female,21099.41024
zaf,1996,77,Some primary,Male,2939.07209
zaf,1996,77,Some primary,Female,4751.97839
zaf,1996,77,Complete primary,Male,685.46633
zaf,1996,77,Complete primary,Female,1237.22816
zaf,1996,77,Some secondary,Male,4157.36217
zaf,1996,77,Some secondary,Female,7263.6591
zaf,1996,77,Grade 12/Std 10,Male,1726.35119
zaf,1996,77,Grade 12/Std 10,Female,2536.7731
zaf,1996,77,Higher,Male,1278.79774
zaf,1996,77,Higher,Female,1097.14474
zaf,1996,77,Unspecified,Male,1372.89871
zaf,1996,77,Unspecified,Female,2204.24686
zaf,1996,77,Not applicable,Male,0
zaf,1996,77,Not applicable,Female,0
zaf,1996,77,Total,Male,24007.53862
zaf,1996,77,Total,Female,40190.44059
zaf,1996,78,No schooling,Male,18269.2417
zaf,1996,78,No schooling,Female,34318.10235
zaf,1996,78,Some primary,Male,4214.66365
zaf,1996,78,Some primary,Female,7843.76172
zaf,1996,78,Complete primary,Male,845.27941
zaf,1996,78,Complete primary,Female,1675.29161
zaf,1996,78,Some secondary,Male,4627.76794
zaf,1996,78,Some secondary,Female,8290.92847
zaf,1996,78,Grade 12/Std 10,Male,1777.41526
zaf,1996,78,Grade 12/Std 10,Female,2547.35955
zaf,1996,78,Higher,Male,1182.00683
zaf,1996,78,Higher,Female,1149.41072
zaf,1996,78,Unspecified,Male,1667.88658
zaf,1996,78,Unspecified,Female,2772.07254
zaf,1996,78,Not applicable,Male,0
zaf,1996,78,Not applicable,Female,0
zaf,1996,78,Total,Male,32584.26137
zaf,1996,78,Total,Female,58596.92696
zaf,1996,79,No schooling,Male,5527.47172
zaf,1996,79,No schooling,Female,10231.39767
zaf,1996,79,Some primary,Male,1509.33312
zaf,1996,79,Some primary,Female,2532.52402
zaf,1996,79,Complete primary,Male,435.17678
zaf,1996,79,Complete primary,Female,787.32846
zaf,1996,79,Some secondary,Male,3169.21914
zaf,1996,79,Some secondary,Female,5891.20638
zaf,1996,79,Grade 12/Std 10,Male,1377.89555
zaf,1996,79,Grade 12/Std 10,Female,2068.31208
zaf,1996,79,Higher,Male,926.48369
zaf,1996,79,Higher,Female,954.57433
zaf,1996,79,Unspecified,Male,902.77667
zaf,1996,79,Unspecified,Female,1725.77133
zaf,1996,79,Not applicable,Male,0
zaf,1996,79,Not applicable,Female,0
zaf,1996,79,Total,Male,13848.35667
zaf,1996,79,Total,Female,24191.11427
zaf,1996,80,No schooling,Male,7155.99522
zaf,1996,80,No schooling,Female,13873.40657
zaf,1996,80,Some primary,Male,1606.43964
zaf,1996,80,Some primary,Female,3131.46591
zaf,1996,80,Complete primary,Male,363.2572
zaf,1996,80,Complete primary,Female,822.09806
zaf,1996,80,Some secondary,Male,3000.80613
zaf,1996,80,Some secondary,Female,5755.70448
zaf,1996,80,Grade 12/Std 10,Male,1294.614
zaf,1996,80,Grade 12/Std 10,Female,2190.59268
zaf,1996,80,Higher,Male,884.39931
zaf,1996,80,Higher,Female,918.28591
zaf,1996,80,Unspecified,Male,1044.20389
zaf,1996,80,Unspecified,Female,2044.97597
zaf,1996,80,Not applicable,Male,0
zaf,1996,80,Not applicable,Female,0
zaf,1996,80,Total,Male,15349.71539
zaf,1996,80,Total,Female,28736.52958
zaf,1996,81,No schooling,Male,4981.71571
zaf,1996,81,No schooling,Female,9282.68131
zaf,1996,81,Some primary,Male,1098.39349
zaf,1996,81,Some primary,Female,2336.8043
zaf,1996,81,Complete primary,Male,276.54571
zaf,1996,81,Complete primary,Female,690.5665
zaf,1996,81,Some secondary,Male,2406.73372
zaf,1996,81,Some secondary,Female,4694.37202
zaf,1996,81,Grade 12/Std 10,Male,1139.14326
zaf,1996,81,Grade 12/Std 10,Female,1796.86948
zaf,1996,81,Higher,Male,698.58271
zaf,1996,81,Higher,Female,814.35229
zaf,1996,81,Unspecified,Male,825.73714
zaf,1996,81,Unspecified,Female,1730.59116
zaf,1996,81,Not applicable,Male,0
zaf,1996,81,Not applicable,Female,0
zaf,1996,81,Total,Male,11426.85174
zaf,1996,81,Total,Female,21346.23706
zaf,1996,82,No schooling,Male,9457.75461
zaf,1996,82,No schooling,Female,15770.13404
zaf,1996,82,Some primary,Male,2034.12991
zaf,1996,82,Some primary,Female,3700.28642
zaf,1996,82,Complete primary,Male,414.839
zaf,1996,82,Complete primary,Female,952.57986
zaf,1996,82,Some secondary,Male,2555.78263
zaf,1996,82,Some secondary,Female,5167.27202
zaf,1996,82,Grade 12/Std 10,Male,1018.8582
zaf,1996,82,Grade 12/Std 10,Female,1787.37575
zaf,1996,82,Higher,Male,731.17301
zaf,1996,82,Higher,Female,788.63855
zaf,1996,82,Unspecified,Male,1085.66267
zaf,1996,82,Unspecified,Female,2135.90381
zaf,1996,82,Not applicable,Male,0
zaf,1996,82,Not applicable,Female,0
zaf,1996,82,Total,Male,17298.20003
zaf,1996,82,Total,Female,30302.19045
zaf,1996,83,No schooling,Male,3288.83377
zaf,1996,83,No schooling,Female,6513.16955
zaf,1996,83,Some primary,Male,994.33979
zaf,1996,83,Some primary,Female,1798.62383
zaf,1996,83,Complete primary,Male,248.64203
zaf,1996,83,Complete primary,Female,523.61308
zaf,1996,83,Some secondary,Male,1868.02572
zaf,1996,83,Some secondary,Female,4146.12796
zaf,1996,83,Grade 12/Std 10,Male,845.71486
zaf,1996,83,Grade 12/Std 10,Female,1580.68303
zaf,1996,83,Higher,Male,592.30361
zaf,1996,83,Higher,Female,660.43709
zaf,1996,83,Unspecified,Male,652.15812
zaf,1996,83,Unspecified,Female,1688.87572
zaf,1996,83,Not applicable,Male,0
zaf,1996,83,Not applicable,Female,0
zaf,1996,83,Total,Male,8490.0179
zaf,1996,83,Total,Female,16911.53026
zaf,1996,84,No schooling,Male,4383.15415
zaf,1996,84,No schooling,Female,9113.59145
zaf,1996,84,Some primary,Male,1116.11974
zaf,1996,84,Some primary,Female,2271.75171
zaf,1996,84,Complete primary,Male,285.37781
zaf,1996,84,Complete primary,Female,569.46933
zaf,1996,84,Some secondary,Male,1745.60324
zaf,1996,84,Some secondary,Female,3944.99921
zaf,1996,84,Grade 12/Std 10,Male,772.87205
zaf,1996,84,Grade 12/Std 10,Female,1282.25474
zaf,1996,84,Higher,Male,502.79548
zaf,1996,84,Higher,Female,626.39682
zaf,1996,84,Unspecified,Male,701.15994
zaf,1996,84,Unspecified,Female,1725.60564
zaf,1996,84,Not applicable,Male,0
zaf,1996,84,Not applicable,Female,0
zaf,1996,84,Total,Male,9507.08241
zaf,1996,84,Total,Female,19534.0689
zaf,1996,85,No schooling,Male,3723.56212
zaf,1996,85,No schooling,Female,7531.68719
zaf,1996,85,Some primary,Male,874.35841
zaf,1996,85,Some primary,Female,1635.75291
zaf,1996,85,Complete primary,Male,208.20331
zaf,1996,85,Complete primary,Female,443.26192
zaf,1996,85,Some secondary,Male,1355.03524
zaf,1996,85,Some secondary,Female,3078.89948
zaf,1996,85,Grade 12/Std 10,Male,575.20455
zaf,1996,85,Grade 12/Std 10,Female,1085.59502
zaf,1996,85,Higher,Male,415.37542
zaf,1996,85,Higher,Female,483.58085
zaf,1996,85,Unspecified,Male,638.47356
zaf,1996,85,Unspecified,Female,1495.00566
zaf,1996,85,Not applicable,Male,0
zaf,1996,85,Not applicable,Female,0
zaf,1996,85,Total,Male,7790.21261
zaf,1996,85,Total,Female,15753.78303
zaf,1996,86,No schooling,Male,5318.54684
zaf,1996,86,No schooling,Female,12070.79017
zaf,1996,86,Some primary,Male,1193.75359
zaf,1996,86,Some primary,Female,2231.76738
zaf,1996,86,Complete primary,Male,255.44604
zaf,1996,86,Complete primary,Female,580.3505
zaf,1996,86,Some secondary,Male,1339.56483
zaf,1996,86,Some secondary,Female,2800.63405
zaf,1996,86,Grade 12/Std 10,Male,530.2984
zaf,1996,86,Grade 12/Std 10,Female,882.51574
zaf,1996,86,Higher,Male,377.52895
zaf,1996,86,Higher,Female,478.93406
zaf,1996,86,Unspecified,Male,668.07064
zaf,1996,86,Unspecified,Female,1654.77663
zaf,1996,86,Not applicable,Male,0
zaf,1996,86,Not applicable,Female,0
zaf,1996,86,Total,Male,9683.20929
zaf,1996,86,Total,Female,20699.76853
zaf,1996,87,No schooling,Male,1990.92581
zaf,1996,87,No schooling,Female,4776.27214
zaf,1996,87,Some primary,Male,471.72227
zaf,1996,87,Some primary,Female,947.01798
zaf,1996,87,Complete primary,Male,118.72931
zaf,1996,87,Complete primary,Female,228.96054
zaf,1996,87,Some secondary,Male,865.42471
zaf,1996,87,Some secondary,Female,1962.67103
zaf,1996,87,Grade 12/Std 10,Male,389.50818
zaf,1996,87,Grade 12/Std 10,Female,674.9911
zaf,1996,87,Higher,Male,261.60739
zaf,1996,87,Higher,Female,367.51144
zaf,1996,87,Unspecified,Male,413.4556
zaf,1996,87,Unspecified,Female,1164.80355
zaf,1996,87,Not applicable,Male,0
zaf,1996,87,Not applicable,Female,0
zaf,1996,87,Total,Male,4511.37327
zaf,1996,87,Total,Female,10122.22778
zaf,1996,88,No schooling,Male,1499.99169
zaf,1996,88,No schooling,Female,3406.34156
zaf,1996,88,Some primary,Male,387.21825
zaf,1996,88,Some primary,Female,757.23077
zaf,1996,88,Complete primary,Male,107.12614
zaf,1996,88,Complete primary,Female,261.94048
zaf,1996,88,Some secondary,Male,690.47691
zaf,1996,88,Some secondary,Female,1709.51994
zaf,1996,88,Grade 12/Std 10,Male,304.74601
zaf,1996,88,Grade 12/Std 10,Female,622.33268
zaf,1996,88,Higher,Male,226.33325
zaf,1996,88,Higher,Female,355.66134
zaf,1996,88,Unspecified,Male,341.25612
zaf,1996,88,Unspecified,Female,1034.13933
zaf,1996,88,Not applicable,Male,0
zaf,1996,88,Not applicable,Female,0
zaf,1996,88,Total,Male,3557.14837
zaf,1996,88,Total,Female,8147.1661
zaf,1996,89,No schooling,Male,1523.11689
zaf,1996,89,No schooling,Female,3247.56832
zaf,1996,89,Some primary,Male,379.86726
zaf,1996,89,Some primary,Female,742.48418
zaf,1996,89,Complete primary,Male,89.80843
zaf,1996,89,Complete primary,Female,226.11746
zaf,1996,89,Some secondary,Male,603.74409
zaf,1996,89,Some secondary,Female,1354.98826
zaf,1996,89,Grade 12/Std 10,Male,265.41332
zaf,1996,89,Grade 12/Std 10,Female,511.64896
zaf,1996,89,Higher,Male,171.16277
zaf,1996,89,Higher,Female,298.70949
zaf,1996,89,Unspecified,Male,288.98519
zaf,1996,89,Unspecified,Female,891.04729
zaf,1996,89,Not applicable,Male,0
zaf,1996,89,Not applicable,Female,0
zaf,1996,89,Total,Male,3322.09795
zaf,1996,89,Total,Female,7272.56396
zaf,1996,90,No schooling,Male,1774.62237
zaf,1996,90,No schooling,Female,3933.69778
zaf,1996,90,Some primary,Male,321.13903
zaf,1996,90,Some primary,Female,690.55382
zaf,1996,90,Complete primary,Male,66.49044
zaf,1996,90,Complete primary,Female,178.63414
zaf,1996,90,Some secondary,Male,419.32758
zaf,1996,90,Some secondary,Female,1095.1699
zaf,1996,90,Grade 12/Std 10,Male,195.66146
zaf,1996,90,Grade 12/Std 10,Female,396.08467
zaf,1996,90,Higher,Male,148.0058
zaf,1996,90,Higher,Female,271.723
zaf,1996,90,Unspecified,Male,275.55846
zaf,1996,90,Unspecified,Female,796.77548
zaf,1996,90,Not applicable,Male,0
zaf,1996,90,Not applicable,Female,0
zaf,1996,90,Total,Male,3200.80514
zaf,1996,90,Total,Female,7362.63879
zaf,1996,91,No schooling,Male,921.73117
zaf,1996,91,No schooling,Female,1960.20628
zaf,1996,91,Some primary,Male,234.22536
zaf,1996,91,Some primary,Female,436.30757
zaf,1996,91,Complete primary,Male,53.78209
zaf,1996,91,Complete primary,Female,119.53854
zaf,1996,91,Some secondary,Male,290.24718
zaf,1996,91,Some secondary,Female,761.72914
zaf,1996,91,Grade 12/Std 10,Male,140.70844
zaf,1996,91,Grade 12/Std 10,Female,330.8349
zaf,1996,91,Higher,Male,108.615
zaf,1996,91,Higher,Female,200.18216
zaf,1996,91,Unspecified,Male,182.8268
zaf,1996,91,Unspecified,Female,662.23325
zaf,1996,91,Not applicable,Male,0
zaf,1996,91,Not applicable,Female,0
zaf,1996,91,Total,Male,1932.13604
zaf,1996,91,Total,Female,4471.03184
zaf,1996,92,No schooling,Male,974.28244
zaf,1996,92,No schooling,Female,2350.29145
zaf,1996,92,Some primary,Male,212.34625
zaf,1996,92,Some primary,Female,445.3197
zaf,1996,92,Complete primary,Male,39.67117
zaf,1996,92,Complete primary,Female,115.9057
zaf,1996,92,Some secondary,Male,237.66359
zaf,1996,92,Some secondary,Female,608.69458
zaf,1996,92,Grade 12/Std 10,Male,85.8853
zaf,1996,92,Grade 12/Std 10,Female,219.57578
zaf,1996,92,Higher,Male,88.51
zaf,1996,92,Higher,Female,165.61522
zaf,1996,92,Unspecified,Male,189.71581
zaf,1996,92,Unspecified,Female,534.43689
zaf,1996,92,Not applicable,Male,0
zaf,1996,92,Not applicable,Female,0
zaf,1996,92,Total,Male,1828.07456
zaf,1996,92,Total,Female,4439.83932
zaf,1996,93,No schooling,Male,705.85741
zaf,1996,93,No schooling,Female,1671.88624
zaf,1996,93,Some primary,Male,144.88195
zaf,1996,93,Some primary,Female,306.13404
zaf,1996,93,Complete primary,Male,32.99748
zaf,1996,93,Complete primary,Female,72.42091
zaf,1996,93,Some secondary,Male,160.97691
zaf,1996,93,Some secondary,Female,445.8796
zaf,1996,93,Grade 12/Std 10,Male,90.52764
zaf,1996,93,Grade 12/Std 10,Female,172.24752
zaf,1996,93,Higher,Male,48.94725
zaf,1996,93,Higher,Female,108.22116
zaf,1996,93,Unspecified,Male,123.73905
zaf,1996,93,Unspecified,Female,385.33883
zaf,1996,93,Not applicable,Male,0
zaf,1996,93,Not applicable,Female,0
zaf,1996,93,Total,Male,1307.92769
zaf,1996,93,Total,Female,3162.1283
zaf,1996,94,No schooling,Male,1068.9958
zaf,1996,94,No schooling,Female,2443.14762
zaf,1996,94,Some primary,Male,167.36158
zaf,1996,94,Some primary,Female,357.5459
zaf,1996,94,Complete primary,Male,35.3752
zaf,1996,94,Complete primary,Female,82.14108
zaf,1996,94,Some secondary,Male,166.37311
zaf,1996,94,Some secondary,Female,329.342
zaf,1996,94,Grade 12/Std 10,Male,67.2788
zaf,1996,94,Grade 12/Std 10,Female,106.63716
zaf,1996,94,Higher,Male,41.8586
zaf,1996,94,Higher,Female,96.24344
zaf,1996,94,Unspecified,Male,114.34966
zaf,1996,94,Unspecified,Female,324.27333
zaf,1996,94,Not applicable,Male,0
zaf,1996,94,Not applicable,Female,0
zaf,1996,94,Total,Male,1661.59275
zaf,1996,94,Total,Female,3739.33053
zaf,1996,95,No schooling,Male,1266.43565
zaf,1996,95,No schooling,Female,2361.65288
zaf,1996,95,Some primary,Male,155.42586
zaf,1996,95,Some primary,Female,278.98196
zaf,1996,95,Complete primary,Male,48.08004
zaf,1996,95,Complete primary,Female,70.7009
zaf,1996,95,Some secondary,Male,123.9397
zaf,1996,95,Some secondary,Female,207.48884
zaf,1996,95,Grade 12/Std 10,Male,45.2109
zaf,1996,95,Grade 12/Std 10,Female,85.22063
zaf,1996,95,Higher,Male,28.20894
zaf,1996,95,Higher,Female,53.06439
zaf,1996,95,Unspecified,Male,174.78542
zaf,1996,95,Unspecified,Female,322.07331
zaf,1996,95,Not applicable,Male,0
zaf,1996,95,Not applicable,Female,0
zaf,1996,95,Total,Male,1842.08651
zaf,1996,95,Total,Female,3379.18291
zaf,1996,96,No schooling,Male,604.40566
zaf,1996,96,No schooling,Female,1521.36513
zaf,1996,96,Some primary,Male,69.2854
zaf,1996,96,Some primary,Female,143.07
zaf,1996,96,Complete primary,Male,11.7638
zaf,1996,96,Complete primary,Female,31.5658
zaf,1996,96,Some secondary,Male,53.3802
zaf,1996,96,Some secondary,Female,101.38624
zaf,1996,96,Grade 12/Std 10,Male,14.4949
zaf,1996,96,Grade 12/Std 10,Female,46.12764
zaf,1996,96,Higher,Male,14.18249
zaf,1996,96,Higher,Female,37.88401
zaf,1996,96,Unspecified,Male,69.47282
zaf,1996,96,Unspecified,Female,179.71209
zaf,1996,96,Not applicable,Male,0
zaf,1996,96,Not applicable,Female,0
zaf,1996,96,Total,Male,836.98527
zaf,1996,96,Total,Female,2061.11091
zaf,1996,97,No schooling,Male,133.4462
zaf,1996,97,No schooling,Female,364.6536
zaf,1996,97,Some primary,Male,17.2697
zaf,1996,97,Some primary,Female,47.0216
zaf,1996,97,Complete primary,Male,5.416
zaf,1996,97,Complete primary,Female,15.34504
zaf,1996,97,Some secondary,Male,24.46729
zaf,1996,97,Some secondary,Female,37.51278
zaf,1996,97,Grade 12/Std 10,Male,2.1276
zaf,1996,97,Grade 12/Std 10,Female,13.6792
zaf,1996,97,Higher,Male,9.8094
zaf,1996,97,Higher,Female,11.744
zaf,1996,97,Unspecified,Male,15.9709
zaf,1996,97,Unspecified,Female,47.03744
zaf,1996,97,Not applicable,Male,0
zaf,1996,97,Not applicable,Female,0
zaf,1996,97,Total,Male,208.50709
zaf,1996,97,Total,Female,536.99366
zaf,1996,98,No schooling,Male,122.6814
zaf,1996,98,No schooling,Female,367.6644
zaf,1996,98,Some primary,Male,21.5977
zaf,1996,98,Some primary,Female,45.3351
zaf,1996,98,Complete primary,Male,6.4667
zaf,1996,98,Complete primary,Female,9.5865
zaf,1996,98,Some secondary,Male,14.409
zaf,1996,98,Some secondary,Female,45.40274
zaf,1996,98,Grade 12/Std 10,Male,0
zaf,1996,98,Grade 12/Std 10,Female,6.3146
zaf,1996,98,Higher,Male,3.1702
zaf,1996,98,Higher,Female,13.9866
zaf,1996,98,Unspecified,Male,11.87
zaf,1996,98,Unspecified,Female,26.8902
zaf,1996,98,Not applicable,Male,0
zaf,1996,98,Not applicable,Female,0
zaf,1996,98,Total,Male,180.195
zaf,1996,98,Total,Female,515.18014
zaf,1996,99,No schooling,Male,207.30029
zaf,1996,99,No schooling,Female,351.16636
zaf,1996,99,Some primary,Male,89.56433
zaf,1996,99,Some primary,Female,97.40446
zaf,1996,99,Complete primary,Male,24.63927
zaf,1996,99,Complete primary,Female,25.1359
zaf,1996,99,Some secondary,Male,67.99465
zaf,1996,99,Some secondary,Female,73.57753
zaf,1996,99,Grade 12/Std 10,Male,24.52577
zaf,1996,99,Grade 12/Std 10,Female,41.8721
zaf,1996,99,Higher,Male,32.13594
zaf,1996,99,Higher,Female,20.6909
zaf,1996,99,Unspecified,Male,429.47273
zaf,1996,99,Unspecified,Female,211.30806
zaf,1996,99,Not applicable,Male,0
zaf,1996,99,Not applicable,Female,0
zaf,1996,99,Total,Male,875.63298
zaf,1996,99,Total,Female,821.15531
zaf,1996,100,No schooling,Male,119.1679
zaf,1996,100,No schooling,Female,406.45336
zaf,1996,100,Some primary,Male,17.4098
zaf,1996,100,Some primary,Female,51.1364
zaf,1996,100,Complete primary,Male,2.1863
zaf,1996,100,Complete primary,Female,3.1598
zaf,1996,100,Some secondary,Male,6.4096
zaf,1996,100,Some secondary,Female,18.8811
zaf,1996,100,Grade 12/Std 10,Male,1.0761
zaf,1996,100,Grade 12/Std 10,Female,3.1532
zaf,1996,100,Higher,Male,1.0638
zaf,1996,100,Higher,Female,2.1949
zaf,1996,100,Unspecified,Male,6.7262
zaf,1996,100,Unspecified,Female,21.8015
zaf,1996,100,Not applicable,Male,0
zaf,1996,100,Not applicable,Female,0
zaf,1996,100,Total,Male,154.0397
zaf,1996,100,Total,Female,506.78026
zaf,1996,101,No schooling,Male,37.2048
zaf,1996,101,No schooling,Female,97.5142
zaf,1996,101,Some primary,Male,20.4693
zaf,1996,101,Some primary,Female,33.4993
zaf,1996,101,Complete primary,Male,1.1443
zaf,1996,101,Complete primary,Female,1.0655
zaf,1996,101,Some secondary,Male,2.1396
zaf,1996,101,Some secondary,Female,8.8613
zaf,1996,101,Grade 12/Std 10,Male,0
zaf,1996,101,Grade 12/Std 10,Female,1.0638
zaf,1996,101,Higher,Male,1.0532
zaf,1996,101,Higher,Female,4.2385
zaf,1996,101,Unspecified,Male,9.7329
zaf,1996,101,Unspecified,Female,10.0736
zaf,1996,101,Not applicable,Male,0
zaf,1996,101,Not applicable,Female,0
zaf,1996,101,Total,Male,71.7441
zaf,1996,101,Total,Female,156.3162
zaf,1996,102,No schooling,Male,33.49891
zaf,1996,102,No schooling,Female,125.8776
zaf,1996,102,Some primary,Male,2.2784
zaf,1996,102,Some primary,Female,24.4336
zaf,1996,102,Complete primary,Male,3.20779
zaf,1996,102,Complete primary,Female,3.2823
zaf,1996,102,Some secondary,Male,3.2325
zaf,1996,102,Some secondary,Female,1.0758
zaf,1996,102,Grade 12/Std 10,Male,0
zaf,1996,102,Grade 12/Std 10,Female,1.05
zaf,1996,102,Higher,Male,0
zaf,1996,102,Higher,Female,2.311
zaf,1996,102,Unspecified,Male,0
zaf,1996,102,Unspecified,Female,15.2586
zaf,1996,102,Not applicable,Male,0
zaf,1996,102,Not applicable,Female,0
zaf,1996,102,Total,Male,42.2176
zaf,1996,102,Total,Female,173.2889
zaf,1996,103,No schooling,Male,15.0241
zaf,1996,103,No schooling,Female,64.3172
zaf,1996,103,Some primary,Male,3.2902
zaf,1996,103,Some primary,Female,8.628
zaf,1996,103,Complete primary,Male,0
zaf,1996,103,Complete primary,Female,1.0655
zaf,1996,103,Some secondary,Male,2.1342
zaf,1996,103,Some secondary,Female,5.301
zaf,1996,103,Grade 12/Std 10,Male,0
zaf,1996,103,Grade 12/Std 10,Female,0
zaf,1996,103,Higher,Male,1.0758
zaf,1996,103,Higher,Female,1.0532
zaf,1996,103,Unspecified,Male,2.1204
zaf,1996,103,Unspecified,Female,3.1698
zaf,1996,103,Not applicable,Male,0
zaf,1996,103,Not applicable,Female,0
zaf,1996,103,Total,Male,23.6447
zaf,1996,103,Total,Female,83.5347
zaf,1996,104,No schooling,Male,31.0058
zaf,1996,104,No schooling,Female,69.1229
zaf,1996,104,Some primary,Male,2.1345
zaf,1996,104,Some primary,Female,4.2264
zaf,1996,104,Complete primary,Male,2.2679
zaf,1996,104,Complete primary,Female,0
zaf,1996,104,Some secondary,Male,0
zaf,1996,104,Some secondary,Female,0
zaf,1996,104,Grade 12/Std 10,Male,0
zaf,1996,104,Grade 12/Std 10,Female,0
zaf,1996,104,Higher,Male,0
zaf,1996,104,Higher,Female,2.17064
zaf,1996,104,Unspecified,Male,4.3432
zaf,1996,104,Unspecified,Female,6.4689
zaf,1996,104,Not applicable,Male,0
zaf,1996,104,Not applicable,Female,0
zaf,1996,104,Total,Male,39.7514
zaf,1996,104,Total,Female,81.98884
zaf,1996,105,No schooling,Male,22.58976
zaf,1996,105,No schooling,Female,86.6515
zaf,1996,105,Some primary,Male,3.2286
zaf,1996,105,Some primary,Female,6.6044
zaf,1996,105,Complete primary,Male,0
zaf,1996,105,Complete primary,Female,3.2279
zaf,1996,105,Some secondary,Male,2.34
zaf,1996,105,Some secondary,Female,2.3035
zaf,1996,105,Grade 12/Std 10,Male,1.0638
zaf,1996,105,Grade 12/Std 10,Female,0
zaf,1996,105,Higher,Male,2.11777
zaf,1996,105,Higher,Female,0
zaf,1996,105,Unspecified,Male,1.0814
zaf,1996,105,Unspecified,Female,6.46
zaf,1996,105,Not applicable,Male,0
zaf,1996,105,Not applicable,Female,0
zaf,1996,105,Total,Male,32.42133
zaf,1996,105,Total,Female,105.2473
zaf,1996,106,No schooling,Male,21.677
zaf,1996,106,No schooling,Female,118.124
zaf,1996,106,Some primary,Male,2.1465
zaf,1996,106,Some primary,Female,2.1508
