geo,time,age,zaf_population
zaf,2001,81,72284.26466
zaf,2001,82,47714.08172
zaf,2001,83,60122.97383
zaf,2001,84,25774.61289
zaf,2001,85,21490.1413
zaf,2001,86,19557.96726
zaf,2001,87,25831.83195
zaf,2001,88,13114.65608
zaf,2001,89,14228.21572
zaf,2001,90,11779.7267
zaf,2001,91,14309.12971
zaf,2001,92,6887.15673
zaf,2001,93,4844.866379
zaf,2001,94,3894.537756
zaf,2001,95,3821.714494
zaf,2001,96,2936.644738
zaf,2001,97,2719.724157
zaf,2001,98,2269.275184
zaf,2001,99,3689.743707
zaf,2001,100,2380.62616
zaf,2001,101,1496.189188
zaf,2001,102,489.168143
zaf,2001,103,227.151654
zaf,2001,104,200.523584
zaf,2001,105,227.091726
zaf,2001,106,124.471029
zaf,2001,107,73.968275
zaf,2001,108,54.443324
zaf,2001,109,77.194267
zaf,2001,110,97.718782
zaf,2001,111,132.292582
zaf,2001,112,55.990543
zaf,2001,113,51.97271
zaf,2001,114,35.122404
zaf,2001,115,36.138803
zaf,2001,116,23.640447
zaf,2001,117,32.366071
zaf,2001,118,42.621429
zaf,2001,119,28.590731
zaf,2001,120,70.228389
zaf,2011,0,1159124.929
zaf,2011,1,1134381.686
zaf,2011,2,1150531.73
zaf,2011,3,1135910.17
zaf,2011,4,1105503.267
zaf,2011,5,1055976.343
zaf,2011,6,1036036.016
zaf,2011,7,954661.9527
zaf,2011,8,898066.6798
zaf,2011,9,875010.2617
zaf,2011,10,914225.213
zaf,2011,11,940205.2406
zaf,2011,12,897266.3146
zaf,2011,13,905278.5943
zaf,2011,14,937910.7306
zaf,2011,15,981235.8319
zaf,2011,16,981488.3599
zaf,2011,17,1005158.257
zaf,2011,18,1001010.553
zaf,2011,19,1034584.447
zaf,2011,20,1099486.086
zaf,2011,21,1131254.4
zaf,2011,22,1060066.341
zaf,2011,23,1056778.954
zaf,2011,24,1026956.364
zaf,2011,25,1049789.909
zaf,2011,26,1055021.528
zaf,2011,27,998846.6858
zaf,2011,28,991380.5334
zaf,2011,29,964278.1511
zaf,2011,30,868933.5374
zaf,2011,31,875379.9009
zaf,2011,32,809907.8826
zaf,2011,33,731549.2732
zaf,2011,34,743239.4608
zaf,2011,35,732352.4726
zaf,2011,36,723521.3151
zaf,2011,37,674538.92
zaf,2011,38,665919.2268
zaf,2011,39,671434.9205
zaf,2011,40,598204.5755
zaf,2011,41,642872.8524
zaf,2011,42,609983.2804
zaf,2011,43,594202.939
zaf,2011,44,503354.5263
zaf,2011,45,524753.5618
zaf,2011,46,529424.715
zaf,2011,47,532008.7695
zaf,2011,48,530299.1561
zaf,2011,49,503797.0219
zaf,2011,50,451479.6799
zaf,2011,51,485283.6065
zaf,2011,52,439559.8462
zaf,2011,53,444911.816
zaf,2011,54,397054.1425
zaf,2011,55,383829.4
zaf,2011,56,367285.6096
zaf,2011,57,350968.6839
zaf,2011,58,346990.9452
zaf,2011,59,348333.7048
zaf,2011,60,291377.4218
zaf,2011,61,311948.3802
zaf,2011,62,274616.2175
zaf,2011,63,266102.8117
zaf,2011,64,241723.1418
zaf,2011,65,218233.0771
zaf,2011,66,194698.7772
zaf,2011,67,184499.186
zaf,2011,68,177198.066
zaf,2011,69,183175.5502
zaf,2011,70,157404.9763
zaf,2011,71,192502.1966
zaf,2011,72,146655.6074
zaf,2011,73,133745.9816
zaf,2011,74,118021.7879
zaf,2011,75,120465.3832
zaf,2011,76,99351.73919
zaf,2011,77,91355.04851
zaf,2011,78,88326.37095
zaf,2011,79,81768.24969
zaf,2011,80,70478.2775
zaf,2011,81,90716.68631
zaf,2011,82,63621.97734
zaf,2011,83,53554.68551
zaf,2011,84,44544.25958
zaf,2011,85,39757.17227
zaf,2011,86,35293.60212
zaf,2011,87,29890.76376
zaf,2011,88,21559.45992
zaf,2011,89,20232.50987
zaf,2011,90,19559.95957
zaf,2011,91,21893.68845
zaf,2011,92,12508.33797
zaf,2011,93,14578.12
zaf,2011,94,5218.18323
zaf,2011,95,4695.45061
zaf,2011,96,4164.24071
zaf,2011,97,5175.37863
zaf,2011,98,2837.38078
zaf,2011,99,2704.72567
zaf,2011,100,1904.48498
zaf,2011,101,2400.04928
zaf,2011,102,1509.18349
zaf,2011,103,1099.83725
zaf,2011,104,1016.6397
zaf,2011,105,971.2786
zaf,2011,106,936.80106
zaf,2011,107,972.44372
zaf,2011,108,922.05401
zaf,2011,109,1055.75685
zaf,2011,110,1103.38664
zaf,2011,111,1123.79619
zaf,2011,112,98.35659
zaf,2011,113,59.94247
zaf,2011,114,62.53965
zaf,2011,115,94.04608
zaf,2011,116,56.19827
zaf,2011,117,65.02423
zaf,2011,118,36.52456
zaf,2011,119,58.36953
zaf,2011,120,57.40855
