side,time,age,sg_population,stack
swe,2061,1,25466,1
swe,2061,2,25568,1
swe,2061,3,25662,1
swe,2061,4,25751.8,1
swe,2061,5,25833.8,1
swe,2061,6,25907.8,1
swe,2061,7,25974,1
swe,2061,8,26027.8,1
swe,2061,9,26068,1
swe,2061,10,26092,1
swe,2061,11,26106,1
swe,2061,12,26112,1
swe,2061,13,26094,1
swe,2061,14,26056,1
swe,2061,15,25998,1
swe,2061,16,25933.8,1
swe,2061,17,25864,1
swe,2061,18,25770,1
swe,2061,19,25644,1
swe,2061,20,25498,1
swe,2061,21,25358,1
swe,2061,22,25230,1
swe,2061,23,25104,1
swe,2061,24,24982,1
swe,2061,25,24874,1
swe,2061,26,24782,1
swe,2061,27,24696,1
swe,2061,28,24684,1
swe,2061,29,24780,1
swe,2061,30,24950,1
swe,2061,31,25120,1
swe,2061,32,25294,1
swe,2061,33,25500,1
swe,2061,34,25733.8,1
swe,2061,35,25983.8,1
swe,2061,36,26228,1
swe,2061,37,26474,1
swe,2061,38,26652,1
swe,2061,39,26726,1
swe,2061,40,26722,1
swe,2061,41,26716,1
swe,2061,42,26702,1
swe,2061,43,26642,1
swe,2061,44,26526,1
swe,2061,45,26374,1
swe,2061,46,26198,1
swe,2061,47,25972,1
swe,2061,48,25827.8,1
swe,2061,49,25826,1
swe,2061,50,25898,1
swe,2061,51,25933.8,1
swe,2061,52,25983.8,1
swe,2061,53,25857.8,1
swe,2061,54,25458,1
swe,2061,55,24888,1
swe,2061,56,24382,1
swe,2061,57,23946,1
swe,2061,58,23464,1
swe,2061,59,22918,1
swe,2061,60,22392,1
swe,2061,61,21874,1
swe,2061,62,21246,1
swe,2061,63,21244,1
swe,2061,64,22194,1
swe,2061,65,23706,1
swe,2061,66,25106,1
swe,2061,67,26570,1
swe,2061,68,27448,1
swe,2061,69,27366,1
swe,2061,70,26632,1
swe,2061,71,25968,1
swe,2061,72,25270,1
swe,2061,73,24456,1
swe,2061,74,23574,1
swe,2061,75,22646,1
swe,2061,76,21626,1
swe,2061,77,20502,1
swe,2061,78,19560,1
swe,2061,79,18934,1
swe,2061,80,18502,1
swe,2061,81,18010,1
swe,2061,82,17500,1
swe,2061,83,16934,1
swe,2061,84,16264,1
swe,2061,85,15514,1
swe,2061,86,14768,1
swe,2061,87,14030,1
swe,2061,88,13180,1
swe,2061,89,12172,1
swe,2061,90,11064,1
swe,2061,91,9968,1
swe,2061,92,8880,1
swe,2061,93,7796,1
swe,2061,94,6730,1
swe,2061,95,5696,1
swe,2061,96,4440,1
swe,2061,97,3504,1
swe,2061,98,2762,1
swe,2061,99,2176,1
swe,2061,100,0,1
swe,2061,101,0,1
swe,2061,102,0,1
swe,2061,103,0,1
swe,2061,104,0,1
swe,2061,105,0,1
swe,2061,106,0,1
swe,2061,107,0,1
swe,2061,108,0,1
swe,2061,109,0,1
swe,2061,110,0,1
swe,2061,111,0,1
swe,2061,112,0,1
swe,2061,113,0,1
swe,2061,114,0,1
swe,2061,115,0,1
swe,2061,116,0,1
swe,2061,117,0,1
swe,2061,118,0,1
swe,2061,119,0,1
swe,2061,120,0,1
swe,2061,121,0,1
swe,2061,122,0,1
swe,2061,123,0,1
swe,2061,124,0,1
swe,2061,125,0,1
swe,2061,126,0,1
swe,2061,127,0,1
swe,2061,128,0,1
swe,2061,129,0,1
swe,2061,130,0,1
swe,2062,0,25374,1
swe,2062,1,25454,1
swe,2062,2,25504,1
swe,2062,3,25600,1
swe,2062,4,25692,1
swe,2062,5,25780,1
swe,2062,6,25862,1
swe,2062,7,25938,1
swe,2062,8,26007.8,1
swe,2062,9,26066,1
swe,2062,10,26106,1
swe,2062,11,26132,1
swe,2062,12,26148,1
swe,2062,13,26154,1
swe,2062,14,26139.8,1
swe,2062,15,26101.8,1
swe,2062,16,26045.8,1
swe,2062,17,25982,1
swe,2062,18,25912,1
swe,2062,19,25820,1
swe,2062,20,25694,1
swe,2062,21,25550,1
swe,2062,22,25412,1
swe,2062,23,25282,1
swe,2062,24,25156,1
swe,2062,25,25034,1
swe,2062,26,24926,1
swe,2062,27,24830,1
swe,2062,28,24744,1
swe,2062,29,24730,1
swe,2062,30,24824,1
swe,2062,31,24992,1
swe,2062,32,25160,1
swe,2062,33,25332,1
swe,2062,34,25534,1
swe,2062,35,25766,1
swe,2062,36,26010,1
swe,2062,37,26252,1
swe,2062,38,26496,1
swe,2062,39,26670,1
swe,2062,40,26740,1
swe,2062,41,26734,1
swe,2062,42,26726,1
swe,2062,43,26706,1
swe,2062,44,26642,1
swe,2062,45,26524,1
swe,2062,46,26370,1
swe,2062,47,26189.8,1
swe,2062,48,25960,1
swe,2062,49,25814,1
swe,2062,50,25807.8,1
swe,2062,51,25876,1
swe,2062,52,25910,1
swe,2062,53,25956,1
swe,2062,54,25826,1
swe,2062,55,25424,1
swe,2062,56,24850,1
swe,2062,57,24342,1
swe,2062,58,23900,1
swe,2062,59,23414,1
swe,2062,60,22864,1
swe,2062,61,22332,1
swe,2062,62,21808,1
swe,2062,63,21174,1
swe,2062,64,21160,1
swe,2062,65,22092,1
swe,2062,66,23584,1
swe,2062,67,24960,1
swe,2062,68,26398,1
swe,2062,69,27252,1
swe,2062,70,27146,1
swe,2062,71,26390,1
swe,2062,72,25700,1
swe,2062,73,24972,1
swe,2062,74,24130,1
swe,2062,75,23222,1
swe,2062,76,22264,1
swe,2062,77,21214,1
swe,2062,78,20060,1
swe,2062,79,19078,1
swe,2062,80,18400,1
swe,2062,81,17908,1
swe,2062,82,17356,1
swe,2062,83,16792,1
swe,2062,84,16168,1
swe,2062,85,15434,1
swe,2062,86,14618,1
swe,2062,87,13816,1
swe,2062,88,13025.8,1
swe,2062,89,12140,1
swe,2062,90,11124,1
swe,2062,91,10026,1
swe,2062,92,8948,1
swe,2062,93,7884,1
swe,2062,94,6844,1
swe,2062,95,5850,1
swe,2062,96,4910,1
swe,2062,97,3638,1
swe,2062,98,2884,1
swe,2062,99,2276,1
swe,2062,100,0,1
swe,2062,101,0,1
swe,2062,102,0,1
swe,2062,103,0,1
swe,2062,104,0,1
swe,2062,105,0,1
swe,2062,106,0,1
swe,2062,107,0,1
swe,2062,108,0,1
swe,2062,109,0,1
swe,2062,110,0,1
swe,2062,111,0,1
swe,2062,112,0,1
swe,2062,113,0,1
swe,2062,114,0,1
swe,2062,115,0,1
swe,2062,116,0,1
swe,2062,117,0,1
swe,2062,118,0,1
swe,2062,119,0,1
swe,2062,120,0,1
swe,2062,121,0,1
swe,2062,122,0,1
swe,2062,123,0,1
swe,2062,124,0,1
swe,2062,125,0,1
swe,2062,126,0,1
swe,2062,127,0,1
swe,2062,128,0,1
swe,2062,129,0,1
swe,2062,130,0,1
swe,2063,0,25362,1
swe,2063,1,25420,1
swe,2063,2,25486,1
swe,2063,3,25534,1
swe,2063,4,25622,1
swe,2063,5,25712,1
swe,2063,6,25798,1
swe,2063,7,25882,1
swe,2063,8,25960,1
swe,2063,9,26033.8,1
swe,2063,10,26094,1
swe,2063,11,26136,1
swe,2063,12,26164,1
swe,2063,13,26180,1
swe,2063,14,26188,1
swe,2063,15,26174,1
swe,2063,16,26139.8,1
swe,2063,17,26083.8,1
swe,2063,18,26020,1
swe,2063,19,25951.8,1
swe,2063,20,25860,1
swe,2063,21,25736,1
swe,2063,22,25592,1
swe,2063,23,25454,1
swe,2063,24,25326,1
swe,2063,25,25200,1
swe,2063,26,25078,1
swe,2063,27,24968,1
swe,2063,28,24872,1
swe,2063,29,24784,1
swe,2063,30,24770,1
swe,2063,31,24860,1
swe,2063,32,25024,1
swe,2063,33,25190,1
swe,2063,34,25360,1
swe,2063,35,25558,1
swe,2063,36,25788,1
swe,2063,37,26030,1
swe,2063,38,26268,1
swe,2063,39,26508,1
swe,2063,40,26680,1
swe,2063,41,26746,1
swe,2063,42,26738,1
swe,2063,43,26724,1
swe,2063,44,26702,1
swe,2063,45,26636,1
swe,2063,46,26514,1
swe,2063,47,26356,1
swe,2063,48,26172,1
swe,2063,49,25939.8,1
swe,2063,50,25789.8,1
swe,2063,51,25782,1
swe,2063,52,25848,1
swe,2063,53,25876,1
swe,2063,54,25920,1
swe,2063,55,25786,1
swe,2063,56,25382,1
swe,2063,57,24806,1
swe,2063,58,24294,1
swe,2063,59,23848,1
swe,2063,60,23356,1
swe,2063,61,22802,1
swe,2063,62,22264,1
swe,2063,63,21736,1
swe,2063,64,21094,1
swe,2063,65,21070,1
swe,2063,66,21982,1
swe,2063,67,23452,1
swe,2063,68,24804,1
swe,2063,69,26218,1
swe,2063,70,27046,1
swe,2063,71,26918,1
swe,2063,72,26138,1
swe,2063,73,25422,1
swe,2063,74,24666,1
swe,2063,75,23796,1
swe,2063,76,22860,1
swe,2063,77,21874,1
swe,2063,78,20796,1
swe,2063,79,19610,1
swe,2063,80,18590,1
swe,2063,81,17860,1
swe,2063,82,17306,1
swe,2063,83,16698,1
swe,2063,84,16078,1
swe,2063,85,15396,1
swe,2063,86,14598,1
swe,2063,87,13718,1
swe,2063,88,12858,1
swe,2063,89,12016,1
swe,2063,90,11096,1
swe,2063,91,10072,1
swe,2063,92,8988,1
swe,2063,93,7926,1
swe,2063,94,6884,1
swe,2063,95,5890,1
swe,2063,96,4970,1
swe,2063,97,4122,1
swe,2063,98,3002,1
swe,2063,99,2374,1
swe,2063,100,0,1
swe,2063,101,0,1
swe,2063,102,0,1
swe,2063,103,0,1
swe,2063,104,0,1
swe,2063,105,0,1
swe,2063,106,0,1
swe,2063,107,0,1
swe,2063,108,0,1
swe,2063,109,0,1
swe,2063,110,0,1
swe,2063,111,0,1
swe,2063,112,0,1
swe,2063,113,0,1
swe,2063,114,0,1
swe,2063,115,0,1
swe,2063,116,0,1
swe,2063,117,0,1
swe,2063,118,0,1
swe,2063,119,0,1
swe,2063,120,0,1
swe,2063,121,0,1
swe,2063,122,0,1
swe,2063,123,0,1
swe,2063,124,0,1
swe,2063,125,0,1
swe,2063,126,0,1
swe,2063,127,0,1
swe,2063,128,0,1
swe,2063,129,0,1
swe,2063,130,0,1
swe,2064,0,25364,1
swe,2064,1,25396,1
swe,2064,2,25442,1
swe,2064,3,25500,1
swe,2064,4,25556,1
swe,2064,5,25638,1
swe,2064,6,25724,1
swe,2064,7,25810,1
swe,2064,8,25894,1
swe,2064,9,25974,1
swe,2064,10,26051.8,1
swe,2064,11,26116,1
swe,2064,12,26160,1
swe,2064,13,26188,1
swe,2064,14,26206,1
swe,2064,15,26214,1
swe,2064,16,26204,1
swe,2064,17,26170,1
swe,2064,18,26114,1
swe,2064,19,26051.8,1
swe,2064,20,25986,1
swe,2064,21,25894,1
swe,2064,22,25772,1
swe,2064,23,25627.8,1
swe,2064,24,25492,1
swe,2064,25,25364,1
swe,2064,26,25238,1
swe,2064,27,25114,1
swe,2064,28,25004,1
swe,2064,29,24908,1
swe,2064,30,24818,1
swe,2064,31,24800,1
swe,2064,32,24890,1
swe,2064,33,25052,1
swe,2064,34,25214,1
swe,2064,35,25380,1
swe,2064,36,25576,1
swe,2064,37,25801.8,1
swe,2064,38,26042,1
swe,2064,39,26276,1
swe,2064,40,26514,1
swe,2064,41,26682,1
swe,2064,42,26746,1
swe,2064,43,26732,1
swe,2064,44,26716,1
swe,2064,45,26692,1
swe,2064,46,26620,1
swe,2064,47,26496,1
swe,2064,48,26336,1
swe,2064,49,26150,1
swe,2064,50,25914,1
swe,2064,51,25760,1
swe,2064,52,25750,1
swe,2064,53,25810,1
swe,2064,54,25838,1
swe,2064,55,25876,1
swe,2064,56,25739.8,1
swe,2064,57,25332,1
swe,2064,58,24754,1
swe,2064,59,24238,1
swe,2064,60,23788,1
swe,2064,61,23290,1
swe,2064,62,22734,1
swe,2064,63,22192,1
swe,2064,64,21658,1
swe,2064,65,21010,1
swe,2064,66,20972,1
swe,2064,67,21868,1
swe,2064,68,23314,1
swe,2064,69,24642,1
swe,2064,70,26030,1
swe,2064,71,26834,1
swe,2064,72,26682,1
swe,2064,73,25877.8,1
swe,2064,74,25138,1
swe,2064,75,24354,1
swe,2064,76,23456,1
swe,2064,77,22492,1
swe,2064,78,21480,1
swe,2064,79,20372,1
swe,2064,80,19156,1
swe,2064,81,18098,1
swe,2064,82,17316,1
swe,2064,83,16702,1
swe,2064,84,16034,1
swe,2064,85,15360,1
swe,2064,86,14620,1
swe,2064,87,13758,1
swe,2064,88,12816,1
swe,2064,89,11898,1
swe,2064,90,11004,1
swe,2064,91,10050,1
swe,2064,92,9018,1
swe,2064,93,7946,1
swe,2064,94,6902,1
swe,2064,95,5882,1
swe,2064,96,4934,1
swe,2064,97,4088,1
swe,2064,98,3334,1
swe,2064,99,2464,1
swe,2064,100,0,1
swe,2064,101,0,1
swe,2064,102,0,1
swe,2064,103,0,1
swe,2064,104,0,1
swe,2064,105,0,1
swe,2064,106,0,1
swe,2064,107,0,1
swe,2064,108,0,1
swe,2064,109,0,1
swe,2064,110,0,1
swe,2064,111,0,1
swe,2064,112,0,1
swe,2064,113,0,1
swe,2064,114,0,1
swe,2064,115,0,1
swe,2064,116,0,1
swe,2064,117,0,1
swe,2064,118,0,1
swe,2064,119,0,1
swe,2064,120,0,1
swe,2064,121,0,1
swe,2064,122,0,1
swe,2064,123,0,1
swe,2064,124,0,1
swe,2064,125,0,1
swe,2064,126,0,1
swe,2064,127,0,1
swe,2064,128,0,1
swe,2064,129,0,1
swe,2064,130,0,1
swe,2065,0,25382,1
swe,2065,1,25386,1
swe,2065,2,25410,1
swe,2065,3,25450,1
swe,2065,4,25506,1
swe,2065,5,25574,1
swe,2065,6,25650,1
swe,2065,7,25730,1
swe,2065,8,25816,1
swe,2065,9,25900,1
swe,2065,10,25983.8,1
swe,2065,11,26064,1
swe,2065,12,26132,1
swe,2065,13,26177.8,1
swe,2065,14,26206,1
swe,2065,15,26226,1
swe,2065,16,26236,1
swe,2065,17,26226,1
swe,2065,18,26194,1
swe,2065,19,26139.8,1
swe,2065,20,26080,1
swe,2065,21,26014,1
swe,2065,22,25924,1
swe,2065,23,25800,1
swe,2065,24,25657.8,1
swe,2065,25,25522,1
swe,2065,26,25396,1
swe,2065,27,25270,1
swe,2065,28,25146,1
swe,2065,29,25034,1
swe,2065,30,24936,1
swe,2065,31,24846,1
swe,2065,32,24828,1
swe,2065,33,24914,1
swe,2065,34,25072,1
swe,2065,35,25232,1
swe,2065,36,25396,1
swe,2065,37,25588,1
swe,2065,38,25812,1
swe,2065,39,26048,1
swe,2065,40,26280,1
swe,2065,41,26514,1
swe,2065,42,26678,1
swe,2065,43,26738,1
swe,2065,44,26722,1
swe,2065,45,26702,1
swe,2065,46,26674,1
swe,2065,47,26600,1
swe,2065,48,26472,1
swe,2065,49,26310,1
swe,2065,50,26120,1
swe,2065,51,25882,1
swe,2065,52,25726,1
swe,2065,53,25710,1
swe,2065,54,25768,1
swe,2065,55,25792,1
swe,2065,56,25826,1
swe,2065,57,25688,1
swe,2065,58,25278,1
swe,2065,59,24696,1
swe,2065,60,24178,1
swe,2065,61,23722,1
swe,2065,62,23222,1
swe,2065,63,22660,1
swe,2065,64,22114,1
swe,2065,65,21574,1
swe,2065,66,20920,1
swe,2065,67,20872,1
swe,2065,68,21748,1
swe,2065,69,23172,1
swe,2065,70,24476,1
swe,2065,71,25838,1
swe,2065,72,26616,1
swe,2065,73,26440,1
swe,2065,74,25614,1
swe,2065,75,24850,1
swe,2065,76,24038,1
swe,2065,77,23112,1
swe,2065,78,22120,1
swe,2065,79,21080,1
swe,2065,80,19942,1
swe,2065,81,18700,1
swe,2065,82,17602,1
swe,2065,83,16768,1
swe,2065,84,16092,1
swe,2065,85,15368,1
swe,2065,86,14640,1
swe,2065,87,13840,1
swe,2065,88,12916,1
swe,2065,89,11910,1
swe,2065,90,10936,1
swe,2065,91,9990,1
swe,2065,92,9002,1
swe,2065,93,7962,1
swe,2065,94,6902,1
swe,2065,95,5878,1
swe,2065,96,4882,1
swe,2065,97,3978,1
swe,2065,98,3206,1
swe,2065,99,2546,1
swe,2065,100,0,1
swe,2065,101,0,1
swe,2065,102,0,1
swe,2065,103,0,1
swe,2065,104,0,1
swe,2065,105,0,1
swe,2065,106,0,1
swe,2065,107,0,1
swe,2065,108,0,1
swe,2065,109,0,1
swe,2065,110,0,1
swe,2065,111,0,1
swe,2065,112,0,1
swe,2065,113,0,1
swe,2065,114,0,1
swe,2065,115,0,1
swe,2065,116,0,1
swe,2065,117,0,1
swe,2065,118,0,1
swe,2065,119,0,1
swe,2065,120,0,1
swe,2065,121,0,1
swe,2065,122,0,1
swe,2065,123,0,1
swe,2065,124,0,1
swe,2065,125,0,1
swe,2065,126,0,1
swe,2065,127,0,1
swe,2065,128,0,1
swe,2065,129,0,1
swe,2065,130,0,1
swe,2066,0,25456,1
swe,2066,1,25418,1
swe,2066,2,25422,1
swe,2066,3,25448,1
swe,2066,4,25490,1
swe,2066,5,25546,1
swe,2066,6,25614,1
swe,2066,7,25692,1
swe,2066,8,25774,1
swe,2066,9,25860,1
swe,2066,10,25945.8,1
swe,2066,11,26030,1
swe,2066,12,26114,1
swe,2066,13,26182,1
swe,2066,14,26230,1
swe,2066,15,26258,1
swe,2066,16,26278,1
swe,2066,17,26290,1
swe,2066,18,26282,1
swe,2066,19,26248,1
swe,2066,20,26195.8,1
swe,2066,21,26136,1
swe,2066,22,26070,1
swe,2066,23,25980,1
swe,2066,24,25857.8,1
swe,2066,25,25714,1
swe,2066,26,25576,1
swe,2066,27,25448,1
swe,2066,28,25320,1
swe,2066,29,25196,1
swe,2066,30,25082,1
swe,2066,31,24982,1
swe,2066,32,24888,1
swe,2066,33,24866,1
swe,2066,34,24952,1
swe,2066,35,25108,1
swe,2066,36,25266,1
swe,2066,37,25426,1
swe,2066,38,25616,1
swe,2066,39,25836,1
swe,2066,40,26070,1
swe,2066,41,26298,1
swe,2066,42,26528,1
swe,2066,43,26690,1
swe,2066,44,26748,1
swe,2066,45,26730,1
swe,2066,46,26706,1
swe,2066,47,26676,1
swe,2066,48,26598,1
swe,2066,49,26466,1
swe,2066,50,26302,1
swe,2066,51,26107.8,1
swe,2066,52,25868,1
swe,2066,53,25707.8,1
swe,2066,54,25689.8,1
swe,2066,55,25744,1
swe,2066,56,25764,1
swe,2066,57,25794,1
swe,2066,58,25648,1
swe,2066,59,25232,1
swe,2066,60,24646,1
swe,2066,61,24118,1
swe,2066,62,23654,1
swe,2066,63,23144,1
swe,2066,64,22576,1
swe,2066,65,22022,1
swe,2066,66,21472,1
swe,2066,67,20808,1
swe,2066,68,20742,1
swe,2066,69,21592,1
swe,2066,70,22978,1
swe,2066,71,24246,1
swe,2066,72,25570,1
swe,2066,73,26308,1
swe,2066,74,26089.8,1
swe,2066,75,25224,1
swe,2066,76,24416,1
swe,2066,77,23560,1
swe,2066,78,22590,1
swe,2066,79,21556,1
swe,2066,80,20472,1
swe,2066,81,19294,1
swe,2066,82,18012,1
swe,2066,83,16872,1
swe,2066,84,15986,1
swe,2066,85,15254,1
swe,2066,86,14480,1
swe,2066,87,13706,1
swe,2066,88,12875.8,1
swe,2066,89,11934,1
swe,2066,90,10928,1
swe,2066,91,9958,1
swe,2066,92,9020,1
swe,2066,93,8062,1
swe,2066,94,7078,1
swe,2066,95,6094,1
swe,2066,96,4956,1
swe,2066,97,4064,1
swe,2066,98,3294,1
swe,2066,99,2624,1
swe,2066,100,0,1
swe,2066,101,0,1
swe,2066,102,0,1
swe,2066,103,0,1
swe,2066,104,0,1
swe,2066,105,0,1
swe,2066,106,0,1
swe,2066,107,0,1
swe,2066,108,0,1
swe,2066,109,0,1
swe,2066,110,0,1
swe,2066,111,0,1
swe,2066,112,0,1
swe,2066,113,0,1
swe,2066,114,0,1
swe,2066,115,0,1
swe,2066,116,0,1
swe,2066,117,0,1
swe,2066,118,0,1
swe,2066,119,0,1
swe,2066,120,0,1
swe,2066,121,0,1
swe,2066,122,0,1
swe,2066,123,0,1
swe,2066,124,0,1
swe,2066,125,0,1
swe,2066,126,0,1
swe,2066,127,0,1
swe,2066,128,0,1
swe,2066,129,0,1
swe,2066,130,0,1
swe,2067,0,25542,1
swe,2067,1,25484,1
swe,2067,2,25444,1
swe,2067,3,25450,1
swe,2067,4,25476,1
swe,2067,5,25518,1
swe,2067,6,25576,1
swe,2067,7,25644,1
swe,2067,8,25722,1
swe,2067,9,25806,1
swe,2067,10,25892,1
swe,2067,11,25980,1
swe,2067,12,26068,1
swe,2067,13,26151.8,1
swe,2067,14,26222,1
swe,2067,15,26270,1
swe,2067,16,26300,1
swe,2067,17,26322,1
swe,2067,18,26332,1
swe,2067,19,26326,1
swe,2067,20,26294,1
swe,2067,21,26242,1
swe,2067,22,26182,1
swe,2067,23,26116,1
swe,2067,24,26026,1
swe,2067,25,25901.8,1
swe,2067,26,25757.8,1
swe,2067,27,25620,1
swe,2067,28,25492,1
swe,2067,29,25362,1
swe,2067,30,25234,1
swe,2067,31,25118,1
swe,2067,32,25016,1
swe,2067,33,24920,1
swe,2067,34,24896,1
swe,2067,35,24978,1
swe,2067,36,25132,1
swe,2067,37,25288,1
swe,2067,38,25444,1
swe,2067,39,25632,1
swe,2067,40,25850,1
swe,2067,41,26080,1
swe,2067,42,26306,1
swe,2067,43,26534,1
swe,2067,44,26692,1
swe,2067,45,26748,1
swe,2067,46,26726,1
swe,2067,47,26700,1
swe,2067,48,26666,1
swe,2067,49,26584,1
swe,2067,50,26452,1
swe,2067,51,26282,1
swe,2067,52,26088,1
swe,2067,53,25844,1
swe,2067,54,25680,1
swe,2067,55,25657.8,1
swe,2067,56,25710,1
swe,2067,57,25724,1
swe,2067,58,25750,1
swe,2067,59,25600,1
swe,2067,60,25178,1
swe,2067,61,24584,1
swe,2067,62,24050,1
swe,2067,63,23574,1
swe,2067,64,23056,1
swe,2067,65,22480,1
swe,2067,66,21922,1
swe,2067,67,21362,1
swe,2067,68,20688,1
swe,2067,69,20606,1
swe,2067,70,21426,1
swe,2067,71,22776,1
swe,2067,72,24006,1
swe,2067,73,25290,1
swe,2067,74,25988,1
swe,2067,75,25727.8,1
swe,2067,76,24822,1
swe,2067,77,23972,1
swe,2067,78,23070,1
swe,2067,79,22058,1
swe,2067,80,20980,1
swe,2067,81,19856,1
swe,2067,82,18636,1
swe,2067,83,17318,1
swe,2067,84,16136,1
swe,2067,85,15196,1
swe,2067,86,14410,1
swe,2067,87,13586,1
swe,2067,88,12768,1
swe,2067,89,11904,1
swe,2067,90,10948,1
swe,2067,91,9940,1
swe,2067,92,8974,1
swe,2067,93,8044,1
swe,2067,94,7116,1
swe,2067,95,6190,1
swe,2067,96,5282,1
swe,2067,97,4134,1
swe,2067,98,3364,1
swe,2067,99,2690,1
swe,2067,100,0,1
swe,2067,101,0,1
swe,2067,102,0,1
swe,2067,103,0,1
swe,2067,104,0,1
swe,2067,105,0,1
swe,2067,106,0,1
swe,2067,107,0,1
swe,2067,108,0,1
swe,2067,109,0,1
swe,2067,110,0,1
swe,2067,111,0,1
swe,2067,112,0,1
swe,2067,113,0,1
swe,2067,114,0,1
swe,2067,115,0,1
swe,2067,116,0,1
swe,2067,117,0,1
swe,2067,118,0,1
swe,2067,119,0,1
swe,2067,120,0,1
swe,2067,121,0,1
swe,2067,122,0,1
swe,2067,123,0,1
swe,2067,124,0,1
swe,2067,125,0,1
swe,2067,126,0,1
swe,2067,127,0,1
swe,2067,128,0,1
swe,2067,129,0,1
swe,2067,130,0,1
swe,2068,0,25636,1
swe,2068,1,25548,1
swe,2068,2,25492,1
swe,2068,3,25460,1
swe,2068,4,25466,1
swe,2068,5,25494,1
swe,2068,6,25538,1
swe,2068,7,25596,1
swe,2068,8,25666,1
swe,2068,9,25744,1
swe,2068,10,25830,1
swe,2068,11,25918,1
swe,2068,12,26007.8,1
swe,2068,13,26094,1
swe,2068,14,26182,1
swe,2068,15,26252,1
swe,2068,16,26302,1
swe,2068,17,26332,1
swe,2068,18,26354,1
swe,2068,19,26368,1
swe,2068,20,26360,1
swe,2068,21,26328,1
swe,2068,22,26278,1
swe,2068,23,26218,1
swe,2068,24,26154,1
swe,2068,25,26064,1
swe,2068,26,25939.8,1
swe,2068,27,25794,1
swe,2068,28,25656,1
swe,2068,29,25524,1
swe,2068,30,25394,1
swe,2068,31,25266,1
swe,2068,32,25146,1
swe,2068,33,25042,1
swe,2068,34,24944,1
swe,2068,35,24918,1
swe,2068,36,24996,1
swe,2068,37,25148,1
swe,2068,38,25300,1
swe,2068,39,25456,1
swe,2068,40,25639.8,1
swe,2068,41,25854,1
swe,2068,42,26082,1
swe,2068,43,26304,1
swe,2068,44,26530,1
swe,2068,45,26686,1
swe,2068,46,26736,1
swe,2068,47,26712,1
swe,2068,48,26684,1
swe,2068,49,26646,1
swe,2068,50,26562,1
swe,2068,51,26426,1
swe,2068,52,26254,1
swe,2068,53,26056,1
swe,2068,54,25810,1
swe,2068,55,25644,1
swe,2068,56,25618,1
swe,2068,57,25666,1
swe,2068,58,25676,1
swe,2068,59,25695.8,1
swe,2068,60,25542,1
swe,2068,61,25114,1
swe,2068,62,24514,1
swe,2068,63,23972,1
swe,2068,64,23486,1
swe,2068,65,22960,1
swe,2068,66,22378,1
swe,2068,67,21812,1
swe,2068,68,21246,1
swe,2068,69,20562,1
swe,2068,70,20462,1
swe,2068,71,21252,1
swe,2068,72,22566,1
swe,2068,73,23758,1
swe,2068,74,25000,1
swe,2068,75,25657.8,1
swe,2068,76,25358,1
swe,2068,77,24412,1
swe,2068,78,23518,1
swe,2068,79,22574,1
swe,2068,80,21518,1
swe,2068,81,20398,1
swe,2068,82,19232,1
swe,2068,83,17972,1
swe,2068,84,16618,1
swe,2068,85,15392,1
swe,2068,86,14400,1
swe,2068,87,13558,1
swe,2068,88,12686,1
swe,2068,89,11824,1
swe,2068,90,10928,1
swe,2068,91,9958,1
swe,2068,92,8948,1
swe,2068,93,7988,1
swe,2068,94,7066,1
swe,2068,95,6168,1
swe,2068,96,5298,1
swe,2068,97,4468,1
swe,2068,98,3422,1
swe,2068,99,2746,1
swe,2068,100,0,1
swe,2068,101,0,1
swe,2068,102,0,1
swe,2068,103,0,1
swe,2068,104,0,1
swe,2068,105,0,1
swe,2068,106,0,1
swe,2068,107,0,1
swe,2068,108,0,1
swe,2068,109,0,1
swe,2068,110,0,1
swe,2068,111,0,1
swe,2068,112,0,1
swe,2068,113,0,1
swe,2068,114,0,1
swe,2068,115,0,1
swe,2068,116,0,1
swe,2068,117,0,1
swe,2068,118,0,1
swe,2068,119,0,1
swe,2068,120,0,1
swe,2068,121,0,1
swe,2068,122,0,1
swe,2068,123,0,1
swe,2068,124,0,1
swe,2068,125,0,1
swe,2068,126,0,1
swe,2068,127,0,1
swe,2068,128,0,1
swe,2068,129,0,1
swe,2068,130,0,1
swe,2069,0,25732,1
swe,2069,1,25618,1
swe,2069,2,25538,1
swe,2069,3,25490,1
swe,2069,4,25470,1
swe,2069,5,25478,1
swe,2069,6,25504,1
swe,2069,7,25550,1
swe,2069,8,25610,1
swe,2069,9,25680,1
swe,2069,10,25760,1
swe,2069,11,25844,1
swe,2069,12,25933.8,1
swe,2069,13,26026,1
swe,2069,14,26114,1
swe,2069,15,26201.8,1
swe,2069,16,26276,1
swe,2069,17,26326,1
swe,2069,18,26356,1
swe,2069,19,26380,1
swe,2069,20,26394,1
swe,2069,21,26388,1
swe,2069,22,26356,1
swe,2069,23,26306,1
swe,2069,24,26248,1
swe,2069,25,26183.8,1
swe,2069,26,26092,1
swe,2069,27,25968,1
swe,2069,28,25824,1
swe,2069,29,25683.8,1
swe,2069,30,25552,1
swe,2069,31,25420,1
swe,2069,32,25288,1
swe,2069,33,25168,1
swe,2069,34,25060,1
swe,2069,35,24960,1
swe,2069,36,24932,1
swe,2069,37,25008,1
swe,2069,38,25158,1
