time,geo,piped_water_percentage,electricity_lighting_total
1996,367,0.924760043,0.629074208
1996,368,0.932432418,0.774396449
1996,369,0.89565889,0.66573402
1996,370,0.956980247,0.752219549
1996,371,0.944715893,0.626977825
1996,372,0.916761309,0.667205078
1996,373,0.936231712,0.676061748
1996,374,0.885957508,0.643579301
1996,375,0.937894974,0.769541942
1996,376,0.848665075,0.561253493
1996,377,0.723702305,0.193343578
1996,378,0.799738018,0.590756914
1996,379,0.910116709,0.708363282
1996,380,0.844726528,0.582264344
1996,381,0.943356137,0.728980243
1996,382,0.870974432,0.634199053
1996,383,0.98773535,0.821678122
1996,384,0.836111816,0.586843494
1996,385,0.909441746,0.752657271
1996,386,0.896327993,0.692039734
1996,360,0.632591731,0.144337254
1996,361,0.846945418,0.493862295
1996,362,0.964899466,0.847607293
1996,160,0.954941635,0.761148158
1996,161,0.949523766,0.757040453
1996,162,0.955104736,0.80996064
1996,163,0.982449879,0.860733374
1996,164,0.967834293,0.8641054
1996,165,0.962400915,0.777794647
1996,166,0.95810028,0.833930139
1996,167,0.966076834,0.902231631
1996,168,0.969888617,0.889981434
1996,169,0.936491475,0.801873176
1996,170,0.850973957,0.750265113
1996,171,0.975540213,0.836479714
1996,172,0.940112425,0.82753567
1996,173,0.972899748,0.841088893
1996,174,0.823979048,0.708702842
1996,175,0.895990416,0.738376835
1996,176,0.947048915,0.879283731
1996,177,0.939317726,0.812983422
1996,178,0.947684377,0.806614151
1996,179,0.883149552,0.739074786
1996,180,0.889175024,0.670065243
1996,181,0.923861797,0.667304946
1996,182,0.940324104,0.712408313
1996,183,0.975875156,0.826091634
1996,199,0.978276765,0.868183386
2001,261,0.992489077,0.842507078
2001,262,0.902222488,0.651549644
2001,263,0.987025234,0.717238913
2001,264,0.94755727,0.725070143
2001,265,0.897839465,0.665214667
2001,266,0.808299569,0.631356058
2001,267,0.958533294,0.640514281
2001,268,0.973762145,0.760344979
2001,269,0.891386309,0.755158764
2001,270,0.114692005,0.15116662
2001,271,0.375993911,0.337545894
2001,272,0.839101064,0.71415867
2001,273,0.661904475,0.671769859
2001,274,0.746343467,0.691024166
2001,276,0.717256811,0.749943039
2001,277,0.938461959,0.797377137
2001,278,0.969684926,0.825555176
2001,279,0.858518323,0.861596853
2001,280,0.980152169,0.727971117
2001,281,0.934507845,0.735242939
2001,282,0.371579827,0.358317479
2001,283,0.522394555,0.449661452
2001,284,0.231362055,0.182951736
2001,285,0.659030758,0.508973763
2001,286,0.32849914,0.112574364
2001,287,0.626406847,0.620596848
2001,288,0.917248468,0.567712455
2001,289,0.968052062,0.756170922
2001,290,0.210240245,0.132106908
2001,291,0.188004948,0.170951634
2001,292,0.224910477,0.33255394
2001,293,0.321924825,0.291875224
2001,294,0.425709036,0.416793958
2001,295,0.484429826,0.184986728
2001,296,0.401695646,0.2412272
2001,297,0.173727903,0.245610459
2001,298,0.196753276,0.150202791
2001,260,0.937566644,0.629529389
2001,299,0.986542995,0.750073275
2001,460,0.946776572,0.714858791
2001,461,0.975273413,0.812436805
2001,462,0.979239118,0.726202846
2001,463,0.974613978,0.777952114
2001,464,0.968929184,0.713640545
2001,465,0.956030245,0.730153513
2001,466,0.976186444,0.670656537
2001,467,0.950672941,0.680559365
2001,468,0.963026352,0.793137979
2001,469,0.952181978,0.725796474
2001,470,0.940170023,0.668339921
2001,471,0.972962779,0.761537768
2001,472,0.929061415,0.565791313
2001,473,0.914621653,0.638442297
2001,474,0.959435169,0.74842024
2001,475,0.981103231,0.831975677
2001,477,0.978201692,0.837842285
2001,478,0.987647239,0.770224482
2001,479,0.975601707,0.726128676
2001,499,0.957300076,0.849777705
2001,760,0.989291831,0.897678361
2001,761,0.953772327,0.633248318
2001,762,0.964013287,0.733214273
2001,763,0.976969189,0.798161774
2001,764,0.986156777,0.756463762
2001,765,0.955108049,0.43041536
2001,766,0.968837575,0.65054981
2001,797,0.982933294,0.748357733
2001,798,0.970296158,0.848590863
2001,799,0.952420297,0.798608348
2001,503,0.223711486,0.290269804
2001,504,0.468671183,0.266309189
2001,505,0.382802017,0.372792715
2001,506,0.658895893,0.757531167
2001,560,0.281028256,0.196404148
2001,561,0.853703626,0.660940713
2001,562,0.643582114,0.53194312
2001,563,0.923220966,0.739673021
2001,564,0.759865316,0.534139655
2001,565,0.735325869,0.54857178
2001,566,0.937557466,0.856298871
2001,567,0.586556844,0.424629134
2001,568,0.488976944,0.538794046
2001,514,0.802105535,0.675594794
2001,569,0.621753845,0.468331978
2001,570,0.759085226,0.625757506
2001,571,0.518639613,0.389433852
2001,573,0.561600314,0.641916514
2001,582,0.317904995,0.063516073
2001,583,0.485856581,0.104577168
2001,584,0.318320928,0.186745826
2001,585,0.410944614,0.285199258
2001,586,0.489532301,0.443435723
2001,538,0.885388318,0.860276737
2001,542,0.337242026,0.053183476
2001,587,0.300134868,0.501921782
2001,588,0.271174154,0.277962738
2001,589,0.348356289,0.389980036
2001,590,0.437901539,0.299380321
2001,594,0.498469932,0.269261581
2001,595,0.827976024,0.456920992
2001,596,0.957729013,0.500278792
2001,597,0.304363254,0.261181413
2001,598,0.355084233,0.309654605
2001,574,0.926476853,0.663368716
2001,575,0.566433453,0.16411682
2001,576,0.147596759,0.082621524
2001,577,0.424126928,0.342504586
2001,524,0.872091288,0.841494189
2001,525,0.50113796,0.291016433
2001,526,0.543012849,0.434745515
2001,529,0.635564089,0.431534559
2001,578,0.628546085,0.312652717
2001,579,0.606314169,0.535178067
2001,580,0.304303627,0.245926192
2001,581,0.459308621,0.403411082
2001,546,0.115800011,0.169811383
2001,591,0.650773075,0.627202214
2001,592,0.760909419,0.747178339
2001,593,0.295404987,0.18212976
2001,599,0.948848504,0.797340555
2001,960,0.866919806,0.673250956
2001,961,0.866981702,0.653580942
2001,962,0.77177762,0.691050016
2001,963,0.952833616,0.759967234
2001,964,0.845415957,0.587542015
2001,965,0.767156414,0.389404482
2001,966,0.852766311,0.593031069
2001,967,0.923321104,0.622333593
2001,968,0.885950486,0.671456499
2001,969,0.777466154,0.416192742
2001,970,0.82093949,0.388815118
2001,973,0.741003479,0.747954405
2001,974,0.815097902,0.636328634
2001,976,0.600231635,0.612121283
2001,977,0.988093294,0.48415962
2001,978,0.950766941,0.724436677
2001,979,0.957958565,0.618374979
2001,980,0.934247386,0.529555002
2001,981,0.966646989,0.719941322
2001,982,0.721895275,0.706024723
2001,983,0.663213721,0.82426637
2001,984,0.587919697,0.855494763
2001,985,0.456997369,0.620706524
2001,986,0.585775474,0.390438608
2001,987,0.620637738,0.466402648
2001,860,0.759005723,0.504056859
2001,861,0.896450465,0.530209851
2001,862,0.668046492,0.344063305
2001,863,0.824971618,0.669375435
2001,864,0.968398877,0.593409286
2001,865,0.9365997,0.673358222
2001,866,0.967260765,0.689562404
2001,867,0.935293422,0.649238301
2001,868,0.932509598,0.687873597
2001,869,0.958824075,0.746891461
2001,870,0.90522592,0.718314301
2001,871,0.927740451,0.88705072
2001,872,0.720824023,0.920226102
2001,873,0.943555595,0.760681222
2001,874,0.864602358,0.72320558
2001,875,0.859419982,0.568695034
2001,876,0.863425698,0.473309995
2001,877,0.740566432,0.78901931
2001,660,0.770958198,0.714933196
2001,661,0.84129174,0.709708074
2001,662,0.82921681,0.716415075
2001,663,0.923228163,0.634555405
2001,664,0.898435923,0.912912109
2001,665,0.679520265,0.763598982
2001,666,0.902110546,0.694864318
2001,667,0.661286909,0.719787108
2001,668,0.823729876,0.670391951
2001,669,0.935678397,0.698886185
2001,670,0.985591261,0.650312505
2001,671,0.969381899,0.710892853
2001,672,0.888616564,0.492659837
2001,673,0.969891003,0.702720207
2001,674,0.725101372,0.643788139
2001,675,0.962529648,0.612184174
2001,676,0.979024242,0.779041825
2001,677,0.986166291,0.810558603
2001,678,0.931787109,0.62855697
2001,363,0.989452546,0.940224798
2001,364,0.970133201,0.844098231
2001,365,0.861303177,0.481988523
2001,366,0.977743068,0.72412576
2001,367,0.98281186,0.652472489
2001,368,0.924693514,0.704139964
2001,369,0.958396582,0.751712019
2001,370,0.983662583,0.805195182
2001,371,0.991661476,0.830929887
2001,372,0.975166138,0.737007963
2001,373,0.991512157,0.720562659
2001,374,0.976343889,0.669306876
2001,375,0.978326249,0.810218995
2001,376,0.942271821,0.662132203
2001,377,0.880614898,0.557804593
2001,378,0.91306427,0.702093385
2001,379,0.978946757,0.737193684
2001,380,0.893011727,0.588892096
2001,381,0.9721497,0.745533056
2001,382,0.990933926,0.834012469
2001,383,0.993660806,0.822224819
2001,384,0.922535745,0.604119867
2001,385,0.942866124,0.803053096
2001,386,0.944186097,0.746752682
2001,360,0.723176465,0.368692845
2001,361,0.905859012,0.745399781
2001,362,0.983280426,0.926788713
2001,160,0.962320601,0.807151254
2001,161,0.98431292,0.839119375
2001,162,0.978876228,0.906028946
2001,163,0.987476721,0.915782415
2001,164,0.985168749,0.905642765
2001,165,0.988919707,0.838026386
2001,166,0.97866979,0.868034853
2001,167,0.981316525,0.910145624
2001,168,0.976398248,0.895594951
2001,169,0.969630359,0.881173579
2001,170,0.967317817,0.876070211
2001,171,0.991245533,0.804181918
2001,172,0.991501588,0.834240626
2001,173,0.990333384,0.903264733
2001,174,0.938943887,0.811911395
2001,175,0.967993712,0.862501798
2001,176,0.972909118,0.908922856
2001,177,0.945270684,0.865785117
2001,178,0.956302572,0.849025072
2001,179,0.958493652,0.806926454
2001,180,0.963987906,0.802392771
2001,181,0.978923876,0.733765633
2001,182,0.984044298,0.799766855
2001,183,0.991805427,0.867417283
2001,199,0.987572909,0.887748339
2011,261,0.99050613,0.940868258
2011,262,0.965185314,0.869415063
2011,263,0.978140109,0.885412441
2011,264,0.957043243,0.895028346
2011,265,0.956641518,0.86269067
2011,266,0.893150996,0.797603969
2011,267,0.972173602,0.891572273
2011,268,0.988808092,0.869108894
2011,269,0.954277399,0.87065882
2011,270,0.420843102,0.496684399
2011,271,0.609068581,0.613708822
2011,272,0.909470942,0.801563475
2011,273,0.851211525,0.824307918
2011,274,0.968782022,0.913999102
2011,276,0.940218894,0.884288193
2011,277,0.967878578,0.921882953
2011,278,0.9923296,0.9564344
2011,279,0.951372441,0.880061716
2011,280,0.982201333,0.916994455
2011,281,0.974035292,0.909475909
2011,282,0.749540639,0.642519706
2011,283,0.926161569,0.785059668
2011,284,0.668373198,0.508692292
2011,285,0.906164648,0.791222321
2011,286,0.530740786,0.463182187
2011,287,0.811293874,0.811272798
2011,288,0.981295693,0.841847448
2011,289,0.980988054,0.905171904
2011,290,0.308361101,0.628264647
2011,291,0.347293269,0.678040999
2011,292,0.447127414,0.709850638
2011,293,0.614992408,0.726143883
2011,294,0.606407261,0.733385247
2011,295,0.740435333,0.448709139
2011,296,0.613817253,0.452070958
2011,297,0.150966041,0.599813194
2011,298,0.49971816,0.232685899
2011,260,0.97479047,0.809211284
2011,299,0.990185256,0.904841031
2011,460,0.978347195,0.927726294
2011,461,0.986522414,0.926227366
2011,462,0.988348648,0.897457947
2011,463,0.9787892,0.93789348
2011,464,0.975561278,0.932458532
2011,465,0.977123652,0.842243781
2011,466,0.972080623,0.918964086
2011,467,0.979871969,0.911010235
2011,468,0.987934019,0.903413405
2011,469,0.981281017,0.88607365
2011,470,0.977879822,0.847912182
2011,471,0.945373104,0.846564119
2011,472,0.960815449,0.890407635
2011,473,0.959934737,0.749266849
2011,474,0.988368757,0.910042438
2011,475,0.989544579,0.933176464
2011,477,0.990262925,0.920137556
2011,478,0.990676614,0.864308911
2011,479,0.976393885,0.844320024
2011,499,0.978701041,0.91400376
2011,760,0.994276854,0.921719931
2011,761,0.957747023,0.793254499
2011,762,0.988135187,0.899261159
2011,763,0.970574947,0.858691951
2011,764,0.982132039,0.844997261
2011,765,0.992152311,0.642625207
2011,766,0.989838911,0.828441549
2011,797,0.988861393,0.821735806
2011,798,0.98616338,0.90813728
2011,799,0.965886973,0.885515557
2011,503,0.54164006,0.490203999
2011,504,0.846300124,0.802995518
2011,505,0.855046247,0.799303714
2011,506,0.962274552,0.856272882
2011,560,0.658000367,0.368840824
2011,561,0.979039561,0.762979541
2011,562,0.802016737,0.72697724
2011,563,0.950728666,0.854718839
2011,564,0.82709928,0.71936043
2011,565,0.855679266,0.835477444
2011,566,0.96095625,0.919019612
2011,567,0.663253412,0.652104815
2011,568,0.830519992,0.814767082
2011,514,0.9156622,0.821218112
2011,569,0.680311366,0.581690534
2011,570,0.798816799,0.732163393
2011,571,0.676652821,0.753757148
2011,573,0.745416747,0.6921099
2011,582,0.572554425,0.142173356
2011,583,0.582644251,0.290910387
2011,584,0.959955186,0.425756551
2011,585,0.437896731,0.554408872
2011,586,0.689774212,0.650610929
2011,538,0.97076535,0.934713761
2011,542,0.670289474,0.446160655
2011,587,0.831625763,0.837153961
2011,588,0.677914909,0.620336821
2011,589,0.744041633,0.582259591
2011,590,0.716847286,0.689275385
2011,594,0.58345848,0.498903436
2011,595,0.835747936,0.753919754
2011,596,0.976415996,0.806873821
2011,597,0.656262384,0.538540535
2011,598,0.525378386,0.644623841
2011,574,0.924031905,0.791344399
2011,575,0.785430853,0.530415082
2011,576,0.45603693,0.251259258
2011,577,0.627902087,0.583083142
2011,524,0.960964942,0.871576475
2011,525,0.587103716,0.484926629
2011,526,0.869400308,0.80678435
2011,529,0.83450859,0.72109389
2011,578,0.781447129,0.627546697
2011,579,0.733620101,0.730024713
2011,580,0.46098407,0.636302787
2011,581,0.673765812,0.734413922
2011,546,0.46396768,0.337405974
2011,591,0.826651293,0.824706732
2011,592,0.941896787,0.902177653
2011,593,0.69998731,0.373025187
2011,599,0.971972376,0.898641843
2011,960,0.849791931,0.89045591
2011,961,0.906920506,0.907600566
2011,962,0.75787808,0.8621994
2011,963,0.970188183,0.908291858
2011,964,0.821500227,0.905861292
2011,965,0.881622482,0.832885861
2011,966,0.888915969,0.872107311
2011,967,0.932138295,0.764454462
2011,968,0.869015874,0.894001273
2011,969,0.826748235,0.879642528
2011,970,0.943741771,0.946292492
2011,973,0.783611342,0.957399691
2011,974,0.960969561,0.829827293
2011,976,0.757023833,0.919407346
2011,977,0.938211176,0.768312783
2011,978,0.973249412,0.850003536
2011,979,0.974066965,0.85354318
2011,980,0.96334887,0.833189262
2011,981,0.967565506,0.849661186
2011,982,0.918470035,0.918224174
2011,983,0.839501374,0.896016484
2011,984,0.66713017,0.911214457
2011,985,0.732951718,0.903917197
2011,986,0.884564768,0.915219232
2011,987,0.756740699,0.757031055
2011,860,0.817841272,0.874835367
2011,861,0.906160923,0.74662308
2011,862,0.78523864,0.667784062
2011,863,0.928904268,0.852244563
2011,864,0.976468719,0.886283629
2011,865,0.945534185,0.831386199
2011,866,0.989444033,0.903057979
2011,867,0.957068242,0.848593038
2011,868,0.947674027,0.734366682
2011,869,0.981630198,0.908496015
2011,870,0.953226333,0.836191994
2011,871,0.954263126,0.923020648
2011,872,0.778798655,0.96668717
2011,873,0.948133384,0.84304361
2011,874,0.779181206,0.902013084
2011,875,0.94396181,0.780830614
2011,876,0.8124557,0.833178127
2011,877,0.79042633,0.939269744
2011,660,0.885350557,0.922320828
2011,661,0.851034037,0.809863763
2011,662,0.937051566,0.829936355
2011,663,0.937743153,0.780386762
2011,664,0.928295874,0.8994438
2011,665,0.875657896,0.83670197
2011,666,0.901390938,0.736817823
2011,667,0.797477119,0.845409971
2011,668,0.891280469,0.740074832
2011,669,0.916997815,0.819366791
2011,670,0.979499555,0.767433659
2011,671,0.957698472,0.807746057
2011,672,0.975956656,0.885477371
2011,673,0.986642062,0.86112515
2011,674,0.891830467,0.737758637
2011,675,0.97232062,0.760826684
2011,676,0.979560836,0.905282247
2011,677,0.988680297,0.902747042
2011,678,0.978601134,0.828014862
2011,363,0.967410423,0.959821958
2011,364,0.970409939,0.937014416
2011,365,0.958283969,0.874309981
2011,366,0.989914527,0.768699756
2011,367,0.993908536,0.648938218
2011,368,0.973587053,0.896219434
2011,369,0.990378759,0.848181209
2011,370,0.987975627,0.867417562
2011,371,0.992741169,0.926016337
2011,372,0.988717996,0.735529682
2011,373,0.993429413,0.880608742
2011,374,0.995957635,0.751634349
2011,375,0.988624936,0.86159444
2011,376,0.965994739,0.82184997
2011,377,0.935893588,0.743172799
2011,378,0.932438717,0.874168045
2011,379,0.975887023,0.911426617
2011,380,0.882238278,0.640366261
2011,381,0.96685691,0.834566398
2011,382,0.993584705,0.916479727
2011,383,0.995974002,0.848664623
2011,384,0.97234668,0.758689924
2011,385,0.954933408,0.849735249
2011,386,0.967953272,0.822680985
2011,360,0.918114847,0.817636907
2011,361,0.98566294,0.911749345
2011,362,0.995276114,0.878783197
2011,160,0.972559554,0.887353791
2011,161,0.990659167,0.888363411
2011,162,0.99349568,0.949275873
2011,163,0.993946556,0.969931799
2011,164,0.994953179,0.977881885
2011,165,0.995357236,0.933706981
2011,166,0.993890661,0.950233969
2011,167,0.990679444,0.929346989
2011,168,0.985537196,0.88313931
2011,169,0.99404318,0.941911198
2011,170,0.985096867,0.939898588
2011,171,0.991842801,0.890272053
2011,172,0.995346259,0.903739152
2011,173,0.993170118,0.966741702
2011,174,0.957674852,0.896847075
2011,175,0.979895872,0.949001245
2011,176,0.982901495,0.93817327
2011,177,0.975694718,0.910100047
2011,178,0.971299071,0.852503276
2011,179,0.984718604,0.940371932
2011,180,0.984425106,0.887956224
2011,181,0.993671692,0.793680742
2011,182,0.993272106,0.864041442
2011,183,0.994415105,0.92021837
2011,199,0.993244707,0.939878298
