geo,under_five_mortality_from_ihme_per_1000_born,time
col,28.9,1993
col,27.7,1994
col,26.6,1995
col,25.5,1996
col,24.4,1997
col,23.4,1998
col,22.5,1999
col,21.6,2000
col,20.7,2001
col,19.9,2002
col,19.1,2003
col,18.3,2004
col,17.6,2005
col,16.8,2006
col,16.1,2007
col,15.4,2008
col,14.8,2009
col,14.2,2010
col,13.6,2011
col,13.0,2012
col,12.5,2013
col,11.9,2014
col,11.4,2015
com,184.8,1970
com,182.0,1971
com,179.1,1972
com,176.7,1973
com,173.1,1974
com,170.0,1975
com,166.9,1976
com,163.7,1977
com,160.4,1978
com,157.0,1979
com,152.5,1980
com,148.2,1981
com,144.1,1982
com,140.0,1983
com,134.8,1984
com,129.8,1985
com,121.8,1986
com,116.8,1987
com,112.6,1988
com,108.6,1989
com,104.3,1990
com,100.5,1991
com,96.7,1992
com,92.7,1993
com,87.6,1994
com,83.9,1995
com,80.8,1996
com,78.0,1997
com,75.1,1998
com,72.3,1999
com,69.7,2000
com,67.1,2001
com,64.5,2002
com,62.0,2003
com,59.6,2004
com,57.3,2005
com,55.1,2006
com,53.0,2007
com,50.9,2008
com,48.9,2009
com,47.1,2010
com,45.2,2011
com,43.5,2012
com,41.8,2013
com,40.2,2014
com,38.6,2015
cod,231.5,1970
cod,229.8,1971
cod,228.1,1972
cod,226.5,1973
cod,224.8,1974
cod,223.2,1975
cod,221.4,1976
cod,219.6,1977
cod,218.1,1978
cod,216.7,1979
cod,215.4,1980
cod,213.9,1981
cod,212.4,1982
cod,210.9,1983
cod,209.5,1984
cod,208.1,1985
cod,206.8,1986
cod,206.2,1987
cod,206.4,1988
cod,206.8,1989
cod,207.4,1990
cod,208.0,1991
cod,208.7,1992
cod,209.3,1993
cod,209.6,1994
cod,210.3,1995
cod,211.4,1996
cod,212.2,1997
cod,212.9,1998
cod,213.7,1999
cod,214.5,2000
cod,215.3,2001
cod,216.1,2002
cod,216.9,2003
cod,217.4,2004
cod,218.2,2005
cod,218.9,2006
cod,219.5,2007
cod,220.4,2008
cod,221.1,2009
cod,221.9,2010
cod,222.8,2011
cod,223.7,2012
cod,224.5,2013
cod,224.9,2014
cod,225.7,2015
cog,87.6,1970
cog,88.3,1971
cog,89.0,1972
cog,89.7,1973
cog,90.4,1974
cog,91.1,1975
cog,91.8,1976
cog,92.5,1977
cog,93.2,1978
cog,94.0,1979
cog,94.8,1980
cog,95.5,1981
cog,96.2,1982
cog,96.9,1983
cog,97.7,1984
cog,98.6,1985
cog,99.5,1986
cog,100.4,1987
cog,101.4,1988
cog,102.3,1989
cog,103.3,1990
cog,104.3,1991
cog,105.2,1992
cog,106.2,1993
cog,107.3,1994
cog,108.5,1995
cog,109.7,1996
cog,110.9,1997
cog,112.2,1998
cog,113.6,1999
cog,114.9,2000
cog,116.3,2001
cog,117.7,2002
cog,119.1,2003
cog,120.5,2004
cog,121.7,2005
cog,123.0,2006
cog,124.3,2007
cog,125.5,2008
cog,126.8,2009
cog,128.1,2010
cog,129.5,2011
cog,130.7,2012
cog,132.0,2013
cog,133.3,2014
cog,134.7,2015
cri,77.6,1970
cri,73.1,1971
cri,68.8,1972
cri,64.8,1973
cri,61.1,1974
cri,57.6,1975
cri,54.2,1976
cri,51.1,1977
cri,48.2,1978
cri,45.4,1979
cri,42.8,1980
cri,40.5,1981
cri,38.4,1982
cri,36.4,1983
cri,34.5,1984
cri,32.7,1985
cri,31.0,1986
cri,29.3,1987
cri,27.8,1988
cri,26.3,1989
cri,25.0,1990
cri,23.8,1991
cri,22.6,1992
cri,21.4,1993
cri,20.3,1994
cri,19.3,1995
cri,18.3,1996
cri,17.4,1997
cri,16.6,1998
cri,15.7,1999
cri,15.0,2000
cri,14.2,2001
cri,13.5,2002
cri,12.9,2003
cri,12.2,2004
cri,11.6,2005
cri,11.0,2006
cri,10.4,2007
cri,9.9,2008
cri,9.4,2009
cri,8.9,2010
cri,8.4,2011
cri,8.0,2012
cri,7.5,2013
cri,7.2,2014
cri,6.8,2015
civ,228.9,1970
civ,222.7,1971
civ,216.8,1972
civ,211.0,1973
civ,205.4,1974
civ,199.6,1975
civ,194.8,1976
civ,189.7,1977
civ,184.8,1978
civ,180.0,1979
civ,175.3,1980
civ,171.0,1981
civ,167.3,1982
civ,163.7,1983
civ,160.7,1984
civ,157.3,1985
civ,154.7,1986
civ,152.3,1987
civ,149.9,1988
civ,147.6,1989
civ,146.0,1990
civ,143.4,1991
civ,141.1,1992
civ,139.1,1993
civ,137.2,1994
civ,135.3,1995
civ,133.4,1996
civ,130.9,1997
civ,128.7,1998
civ,126.6,1999
civ,124.4,2000
civ,122.2,2001
civ,120.0,2002
civ,117.9,2003
civ,115.9,2004
civ,114.3,2005
civ,112.4,2006
civ,110.4,2007
civ,108.6,2008
civ,106.8,2009
civ,104.9,2010
civ,103.2,2011
civ,101.4,2012
civ,99.6,2013
civ,97.9,2014
civ,96.4,2015
hrv,43.8,1970
hrv,41.3,1971
hrv,39.0,1972
hrv,36.7,1973
hrv,34.6,1974
hrv,32.7,1975
hrv,30.8,1976
hrv,29.0,1977
hrv,27.4,1978
hrv,25.8,1979
hrv,24.3,1980
hrv,22.9,1981
hrv,21.7,1982
hrv,20.4,1983
hrv,19.1,1984
hrv,18.0,1985
hrv,16.9,1986
hrv,15.9,1987
hrv,15.0,1988
hrv,14.1,1989
hrv,13.3,1990
hrv,12.5,1991
hrv,11.7,1992
hrv,11.1,1993
hrv,10.6,1994
hrv,10.2,1995
hrv,9.8,1996
hrv,9.4,1997
hrv,9.0,1998
hrv,8.7,1999
hrv,8.4,2000
hrv,8.0,2001
hrv,7.7,2002
hrv,7.4,2003
hrv,7.2,2004
hrv,6.9,2005
hrv,6.6,2006
hrv,6.3,2007
hrv,6.1,2008
hrv,5.8,2009
hrv,5.6,2010
hrv,5.3,2011
hrv,5.1,2012
hrv,4.9,2013
hrv,4.7,2014
hrv,4.5,2015
cub,36.1,1970
cub,34.4,1971
cub,32.7,1972
cub,31.2,1973
cub,29.7,1974
cub,28.3,1975
cub,26.9,1976
cub,25.7,1977
cub,24.5,1978
cub,23.4,1979
cub,22.3,1980
cub,21.4,1981
cub,20.5,1982
cub,19.6,1983
cub,18.7,1984
cub,17.9,1985
cub,17.1,1986
cub,16.3,1987
cub,15.6,1988
cub,14.9,1989
cub,14.2,1990
cub,13.5,1991
cub,12.9,1992
cub,12.3,1993
cub,11.7,1994
cub,11.2,1995
cub,10.7,1996
cub,10.2,1997
cub,9.7,1998
cub,9.3,1999
cub,8.8,2000
cub,8.4,2001
cub,8.0,2002
cub,7.7,2003
cub,7.3,2004
cub,7.0,2005
cub,6.6,2006
cub,6.3,2007
cub,6.0,2008
cub,5.7,2009
cub,5.5,2010
cub,5.2,2011
cub,5.0,2012
cub,4.7,2013
cub,4.5,2014
cub,4.3,2015
cyp,31.8,1970
cyp,30.2,1971
cyp,28.6,1972
cyp,27.1,1973
cyp,25.6,1974
cyp,24.3,1975
cyp,23.0,1976
cyp,21.8,1977
cyp,20.6,1978
cyp,19.5,1979
cyp,18.5,1980
cyp,17.6,1981
cyp,16.7,1982
cyp,15.8,1983
cyp,15.0,1984
cyp,14.2,1985
cyp,13.5,1986
cyp,12.9,1987
cyp,12.2,1988
cyp,11.6,1989
cyp,11.0,1990
cyp,10.5,1991
cyp,9.9,1992
cyp,9.5,1993
cyp,9.0,1994
cyp,8.5,1995
cyp,8.1,1996
cyp,7.7,1997
cyp,7.3,1998
cyp,7.0,1999
cyp,6.6,2000
cyp,6.3,2001
cyp,5.9,2002
cyp,5.6,2003
cyp,5.3,2004
cyp,5.0,2005
cyp,4.8,2006
cyp,4.5,2007
cyp,4.3,2008
cyp,4.1,2009
cyp,3.8,2010
cyp,3.6,2011
cyp,3.4,2012
cyp,3.3,2013
cyp,3.1,2014
cyp,2.9,2015
cze,29.3,1970
cze,27.9,1971
cze,26.6,1972
cze,25.4,1973
cze,24.2,1974
cze,23.1,1975
cze,22.0,1976
cze,21.0,1977
cze,20.0,1978
cze,19.0,1979
cze,18.1,1980
cze,17.3,1981
cze,16.4,1982
cze,15.7,1983
cze,14.9,1984
cze,14.2,1985
cze,13.5,1986
cze,12.9,1987
cze,12.2,1988
cze,11.6,1989
cze,11.0,1990
cze,10.5,1991
cze,9.9,1992
cze,9.4,1993
cze,8.8,1994
cze,8.2,1995
cze,7.6,1996
cze,7.1,1997
cze,6.6,1998
cze,6.2,1999
cze,5.7,2000
cze,5.3,2001
cze,5.0,2002
cze,4.6,2003
cze,4.3,2004
cze,4.0,2005
cze,3.8,2006
cze,3.5,2007
cze,3.3,2008
cze,3.1,2009
cze,2.9,2010
cze,2.7,2011
cze,2.5,2012
cze,2.3,2013
cze,2.2,2014
cze,2.0,2015
dnk,16.4,1970
dnk,15.7,1971
dnk,15.0,1972
dnk,14.4,1973
dnk,13.9,1974
dnk,13.4,1975
dnk,12.9,1976
dnk,12.4,1977
dnk,12.0,1978
dnk,11.6,1979
dnk,11.1,1980
dnk,10.7,1981
dnk,10.4,1982
dnk,10.0,1983
dnk,9.7,1984
dnk,9.5,1985
dnk,9.2,1986
dnk,8.9,1987
dnk,8.6,1988
dnk,8.3,1989
dnk,8.0,1990
dnk,7.7,1991
dnk,7.5,1992
dnk,7.2,1993
dnk,7.0,1994
dnk,6.7,1995
dnk,6.5,1996
dnk,6.3,1997
dnk,6.1,1998
dnk,5.9,1999
dnk,5.7,2000
dnk,5.5,2001
dnk,5.3,2002
dnk,5.1,2003
dnk,5.0,2004
dnk,4.8,2005
dnk,4.6,2006
dnk,4.5,2007
dnk,4.3,2008
dnk,4.2,2009
dnk,4.0,2010
dnk,3.9,2011
dnk,3.8,2012
dnk,3.6,2013
dnk,3.5,2014
dnk,3.4,2015
dom,124.4,1970
dom,120.2,1971
dom,115.8,1972
dom,111.6,1973
dom,107.7,1974
dom,103.6,1975
dom,99.8,1976
dom,96.1,1977
dom,92.5,1978
dom,89.0,1979
dom,85.7,1980
dom,82.7,1981
dom,80.1,1982
dom,77.3,1983
dom,74.0,1984
dom,70.8,1985
dom,67.6,1986
dom,64.5,1987
dom,61.6,1988
dom,58.9,1989
dom,56.2,1990
dom,53.7,1991
dom,51.2,1992
dom,48.9,1993
dom,46.7,1994
dom,44.6,1995
dom,42.5,1996
dom,40.5,1997
dom,38.7,1998
dom,36.9,1999
dom,35.2,2000
dom,33.5,2001
dom,32.0,2002
dom,30.4,2003
dom,28.9,2004
dom,27.5,2005
dom,26.2,2006
dom,25.0,2007
dom,23.8,2008
dom,22.7,2009
dom,21.6,2010
dom,20.6,2011
dom,19.7,2012
dom,18.7,2013
dom,17.9,2014
dom,17.0,2015
ecu,144.9,1970
ecu,139.1,1971
ecu,133.1,1972
ecu,127.0,1973
ecu,121.3,1974
ecu,116.4,1975
ecu,111.6,1976
ecu,107.1,1977
ecu,102.6,1978
ecu,98.2,1979
ecu,93.5,1980
ecu,89.1,1981
ecu,84.4,1982
ecu,80.0,1983
ecu,75.8,1984
ecu,71.4,1985
ecu,68.0,1986
ecu,64.8,1987
ecu,61.4,1988
ecu,58.3,1989
ecu,55.5,1990
ecu,52.6,1991
ecu,49.8,1992
ecu,47.4,1993
ecu,44.9,1994
ecu,42.7,1995
ecu,40.5,1996
ecu,38.5,1997
ecu,36.5,1998
ecu,34.6,1999
ecu,32.9,2000
ecu,31.2,2001
ecu,29.6,2002
ecu,28.1,2003
ecu,26.7,2004
ecu,25.4,2005
ecu,24.1,2006
ecu,22.9,2007
ecu,21.8,2008
ecu,20.7,2009
ecu,19.6,2010
ecu,18.6,2011
ecu,17.7,2012
ecu,16.8,2013
ecu,16.0,2014
ecu,15.2,2015
egy,256.4,1970
egy,245.3,1971
egy,234.6,1972
egy,224.4,1973
egy,216.1,1974
egy,207.5,1975
egy,197.5,1976
egy,187.5,1977
egy,179.1,1978
egy,170.8,1979
egy,162.8,1980
egy,154.9,1981
egy,147.1,1982
egy,139.3,1983
egy,131.7,1984
egy,124.5,1985
egy,117.2,1986
egy,110.2,1987
egy,103.8,1988
egy,97.3,1989
egy,91.6,1990
egy,86.0,1991
egy,81.1,1992
egy,76.5,1993
egy,72.0,1994
egy,67.5,1995
egy,62.9,1996
egy,58.9,1997
egy,55.3,1998
egy,51.9,1999
egy,48.8,2000
egy,45.8,2001
egy,43.0,2002
egy,40.3,2003
egy,37.9,2004
egy,35.7,2005
egy,33.6,2006
egy,31.6,2007
egy,29.7,2008
egy,28.0,2009
egy,26.4,2010
egy,24.8,2011
egy,23.4,2012
egy,22.0,2013
egy,20.7,2014
egy,19.5,2015
slv,163.0,1970
slv,156.5,1971
slv,151.7,1972
slv,146.3,1973
slv,139.6,1974
slv,133.9,1975
slv,128.9,1976
slv,124.1,1977
slv,119.0,1978
slv,113.6,1979
slv,108.3,1980
slv,102.8,1981
slv,97.3,1982
slv,91.8,1983
slv,86.0,1984
slv,80.7,1985
slv,76.0,1986
slv,71.5,1987
slv,67.3,1988
slv,63.3,1989
slv,59.7,1990
slv,56.3,1991
slv,52.9,1992
slv,49.7,1993
slv,46.6,1994
slv,43.5,1995
slv,40.6,1996
slv,37.6,1997
slv,35.2,1998
slv,33.0,1999
slv,30.9,2000
slv,29.0,2001
slv,27.1,2002
slv,25.4,2003
slv,23.8,2004
slv,22.4,2005
slv,21.0,2006
slv,19.7,2007
slv,18.5,2008
slv,17.4,2009
slv,16.3,2010
slv,15.3,2011
slv,14.4,2012
slv,13.5,2013
slv,12.6,2014
slv,11.9,2015
gnq,133.5,1970
gnq,135.1,1971
gnq,136.8,1972
gnq,138.5,1973
gnq,140.2,1974
gnq,141.9,1975
gnq,143.6,1976
gnq,145.3,1977
gnq,147.1,1978
gnq,148.9,1979
gnq,150.7,1980
gnq,152.4,1981
gnq,154.3,1982
gnq,156.1,1983
gnq,158.0,1984
gnq,160.0,1985
gnq,161.6,1986
gnq,163.9,1987
gnq,166.3,1988
gnq,168.7,1989
gnq,171.2,1990
gnq,173.7,1991
gnq,176.4,1992
gnq,179.1,1993
gnq,181.9,1994
gnq,184.8,1995
gnq,187.0,1996
gnq,189.1,1997
gnq,191.3,1998
gnq,193.5,1999
gnq,195.6,2000
gnq,197.9,2001
gnq,200.1,2002
gnq,202.4,2003
gnq,204.7,2004
gnq,207.0,2005
gnq,209.4,2006
gnq,211.8,2007
gnq,214.2,2008
gnq,216.6,2009
gnq,219.1,2010
gnq,221.6,2011
gnq,224.1,2012
gnq,226.6,2013
gnq,229.2,2014
gnq,231.8,2015
eri,281.3,1970
eri,272.0,1971
eri,263.2,1972
eri,254.5,1973
eri,246.2,1974
eri,238.2,1975
eri,230.3,1976
eri,222.9,1977
eri,215.4,1978
eri,208.4,1979
eri,201.6,1980
eri,194.8,1981
eri,188.3,1982
eri,182.3,1983
eri,176.5,1984
eri,171.0,1985
eri,165.6,1986
eri,160.2,1987
eri,155.1,1988
eri,150.0,1989
eri,144.0,1990
eri,137.4,1991
eri,131.2,1992
eri,125.2,1993
eri,119.6,1994
eri,114.0,1995
eri,108.7,1996
eri,103.7,1997
eri,98.8,1998
eri,94.1,1999
eri,89.6,2000
eri,85.5,2001
eri,81.5,2002
eri,77.6,2003
eri,74.0,2004
eri,70.5,2005
eri,67.2,2006
eri,64.1,2007
eri,61.1,2008
eri,58.3,2009
eri,55.6,2010
eri,53.0,2011
eri,50.5,2012
eri,48.2,2013
eri,45.9,2014
eri,43.8,2015
est,29.0,1970
est,28.2,1971
est,27.5,1972
est,26.7,1973
est,26.0,1974
est,25.4,1975
est,24.7,1976
est,24.0,1977
est,23.4,1978
est,22.8,1979
est,22.1,1980
est,21.5,1981
est,20.9,1982
est,20.3,1983
est,19.9,1984
est,19.4,1985
est,19.0,1986
est,18.5,1987
est,18.0,1988
est,17.6,1989
est,17.2,1990
est,16.7,1991
est,16.3,1992
est,15.8,1993
est,15.0,1994
est,14.2,1995
est,13.5,1996
est,12.8,1997
est,12.1,1998
est,11.6,1999
est,10.9,2000
est,10.3,2001
est,9.7,2002
est,9.2,2003
est,8.7,2004
est,8.2,2005
est,7.7,2006
est,7.3,2007
est,6.9,2008
est,6.6,2009
est,6.2,2010
est,5.8,2011
est,5.5,2012
est,5.3,2013
est,5.0,2014
est,4.7,2015
eth,239.8,1970
eth,237.3,1971
eth,234.8,1972
eth,231.6,1973
eth,228.0,1974
eth,224.3,1975
eth,220.9,1976
eth,216.9,1977
eth,213.2,1978
eth,209.6,1979
eth,206.2,1980
eth,203.0,1981
eth,200.2,1982
eth,196.3,1983
eth,192.5,1984
eth,188.6,1985
eth,184.6,1986
eth,180.4,1987
eth,175.7,1988
eth,172.0,1989
eth,167.9,1990
eth,163.9,1991
eth,160.0,1992
eth,156.1,1993
eth,152.0,1994
eth,148.2,1995
eth,144.5,1996
eth,142.4,1997
eth,139.8,1998
eth,137.0,1999
eth,134.1,2000
eth,131.4,2001
eth,128.4,2002
eth,125.5,2003
eth,122.6,2004
eth,120.0,2005
eth,117.3,2006
eth,114.6,2007
eth,112.0,2008
eth,109.7,2009
eth,107.2,2010
eth,104.8,2011
eth,102.3,2012
eth,100.0,2013
eth,97.9,2014
eth,95.7,2015
fji,64.8,1970
fji,61.1,1971
fji,57.6,1972
fji,54.4,1973
fji,51.2,1974
fji,48.2,1975
fji,45.4,1976
fji,42.8,1977
fji,40.4,1978
fji,38.1,1979
fji,35.9,1980
fji,33.9,1981
fji,32.0,1982
fji,30.2,1983
fji,28.5,1984
fji,26.9,1985
fji,25.4,1986
fji,24.0,1987
fji,23.1,1988
fji,22.3,1989
fji,21.5,1990
fji,20.7,1991
fji,20.0,1992
fji,19.6,1993
fji,19.2,1994
fji,18.8,1995
fji,18.4,1996
fji,18.0,1997
fji,17.6,1998
fji,17.3,1999
fji,17.0,2000
fji,16.6,2001
fji,16.3,2002
fji,16.0,2003
fji,15.7,2004
fji,15.3,2005
fji,15.0,2006
fji,14.8,2007
fji,14.5,2008
fji,14.2,2009
fji,13.9,2010
fji,13.6,2011
fji,13.3,2012
fji,13.1,2013
fji,12.8,2014
fji,12.6,2015
fin,16.0,1970
fin,15.2,1971
fin,14.5,1972
fin,13.7,1973
fin,13.0,1974
fin,12.3,1975
fin,11.6,1976
fin,11.1,1977
fin,10.6,1978
fin,10.1,1979
fin,9.7,1980
fin,9.2,1981
fin,8.8,1982
fin,8.5,1983
fin,8.1,1984
fin,7.8,1985
fin,7.5,1986
fin,7.2,1987
fin,6.9,1988
fin,6.6,1989
fin,6.3,1990
fin,6.1,1991
fin,5.8,1992
fin,5.6,1993
fin,5.4,1994
fin,5.1,1995
fin,4.9,1996
fin,4.7,1997
fin,4.5,1998
fin,4.4,1999
fin,4.2,2000
fin,4.0,2001
fin,3.9,2002
fin,3.7,2003
fin,3.6,2004
fin,3.4,2005
fin,3.3,2006
fin,3.1,2007
fin,3.0,2008
fin,2.9,2009
fin,2.8,2010
fin,2.6,2011
fin,2.5,2012
fin,2.4,2013
fin,2.3,2014
fin,2.2,2015
fra,18.9,1970
fra,18.1,1971
fra,17.3,1972
fra,16.5,1973
fra,15.8,1974
fra,15.2,1975
fra,14.6,1976
fra,14.0,1977
fra,13.5,1978
fra,13.0,1979
fra,12.5,1980
fra,12.0,1981
fra,11.5,1982
fra,11.1,1983
fra,10.6,1984
fra,10.2,1985
fra,9.8,1986
fra,9.4,1987
fra,9.0,1988
fra,8.6,1989
fra,8.3,1990
fra,8.0,1991
fra,7.6,1992
fra,7.3,1993
fra,7.0,1994
fra,6.7,1995
fra,6.5,1996
fra,6.2,1997
fra,5.9,1998
fra,5.7,1999
fra,5.4,2000
fra,5.2,2001
fra,5.0,2002
fra,4.8,2003
fra,4.6,2004
fra,4.4,2005
fra,4.2,2006
fra,4.1,2007
fra,3.9,2008
fra,3.7,2009
fra,3.6,2010
fra,3.4,2011
fra,3.3,2012
fra,3.2,2013
fra,3.0,2014
fra,2.9,2015
gab,160.9,1970
gab,156.3,1971
gab,151.8,1972
gab,147.2,1973
gab,143.1,1974
gab,138.8,1975
gab,135.0,1976
gab,131.1,1977
gab,127.4,1978
gab,123.8,1979
gab,120.4,1980
gab,117.0,1981
gab,113.7,1982
gab,110.7,1983
gab,107.7,1984
gab,104.7,1985
gab,101.8,1986
gab,99.0,1987
gab,96.9,1988
gab,95.0,1989
gab,93.5,1990
gab,92.3,1991
gab,91.1,1992
gab,89.8,1993
gab,88.7,1994
gab,87.5,1995
gab,86.4,1996
gab,85.3,1997
gab,84.0,1998
gab,82.7,1999
gab,81.5,2000
gab,80.4,2001
gab,79.3,2002
gab,78.2,2003
gab,77.1,2004
gab,75.9,2005
gab,74.9,2006
gab,73.8,2007
gab,72.7,2008
gab,71.6,2009
gab,70.6,2010
gab,69.6,2011
gab,68.6,2012
gab,67.6,2013
gab,66.7,2014
gab,65.7,2015
gmb,291.2,1970
gmb,284.0,1971
gmb,277.0,1972
gmb,269.5,1973
gmb,261.7,1974
gmb,254.0,1975
gmb,246.3,1976
gmb,238.6,1977
gmb,230.9,1978
gmb,223.4,1979
gmb,216.1,1980
gmb,209.2,1981
gmb,202.5,1982
gmb,196.2,1983
gmb,190.2,1984
gmb,184.4,1985
gmb,178.8,1986
gmb,173.3,1987
gmb,168.0,1988
gmb,162.9,1989
gmb,158.0,1990
gmb,153.8,1991
gmb,149.5,1992
gmb,145.2,1993
gmb,140.9,1994
gmb,136.7,1995
gmb,132.8,1996
gmb,128.9,1997
gmb,125.2,1998
gmb,121.7,1999
gmb,118.2,2000
gmb,114.8,2001
gmb,111.6,2002
gmb,108.4,2003
gmb,105.3,2004
gmb,102.3,2005
gmb,99.4,2006
gmb,96.5,2007
gmb,93.8,2008
gmb,91.1,2009
gmb,88.4,2010
gmb,85.9,2011
gmb,83.5,2012
gmb,81.1,2013
gmb,78.7,2014
gmb,76.5,2015
geo,118.0,1970
geo,113.2,1971
geo,108.6,1972
geo,104.3,1973
geo,99.8,1974
geo,95.7,1975
geo,91.6,1976
geo,87.8,1977
geo,84.2,1978
geo,80.9,1979
geo,77.7,1980
geo,74.5,1981
geo,71.6,1982
geo,68.7,1983
geo,65.8,1984
geo,63.1,1985
geo,60.6,1986
geo,58.2,1987
geo,55.9,1988
geo,53.8,1989
geo,51.8,1990
geo,49.8,1991
geo,48.0,1992
geo,46.8,1993
geo,45.5,1994
geo,44.5,1995
geo,43.6,1996
geo,42.8,1997
geo,42.1,1998
geo,41.5,1999
geo,40.8,2000
geo,40.2,2001
geo,39.7,2002
geo,39.1,2003
geo,38.3,2004
geo,37.7,2005
geo,37.0,2006
geo,36.5,2007
geo,35.8,2008
geo,35.2,2009
geo,34.5,2010
geo,33.8,2011
geo,33.2,2012
geo,32.6,2013
geo,32.1,2014
geo,31.5,2015
deu,26.3,1970
deu,24.9,1971
deu,23.7,1972
deu,22.4,1973
deu,21.2,1974
deu,20.0,1975
deu,18.9,1976
deu,17.9,1977
deu,16.9,1978
deu,16.0,1979
deu,15.1,1980
deu,14.3,1981
deu,13.5,1982
deu,12.7,1983
deu,12.0,1984
deu,11.3,1985
deu,10.7,1986
deu,10.1,1987
deu,9.6,1988
deu,9.1,1989
deu,8.6,1990
deu,8.2,1991
deu,7.8,1992
deu,7.4,1993
deu,7.1,1994
deu,6.8,1995
deu,6.5,1996
deu,6.2,1997
deu,5.9,1998
deu,5.6,1999
deu,5.4,2000
deu,5.2,2001
deu,4.9,2002
deu,4.7,2003
deu,4.5,2004
deu,4.3,2005
deu,4.1,2006
deu,3.9,2007
deu,3.7,2008
deu,3.6,2009
deu,3.4,2010
deu,3.3,2011
deu,3.1,2012
deu,3.0,2013
deu,2.8,2014
deu,2.7,2015
gha,177.2,1970
gha,174.7,1971
gha,172.0,1972
gha,169.0,1973
gha,166.1,1974
gha,163.4,1975
gha,160.8,1976
gha,157.8,1977
gha,154.9,1978
gha,152.2,1979
gha,149.5,1980
gha,147.5,1981
gha,144.7,1982
gha,141.7,1983
gha,138.7,1984
gha,135.8,1985
gha,133.0,1986
gha,130.5,1987
gha,127.8,1988
gha,125.3,1989
gha,122.8,1990
gha,120.4,1991
gha,118.0,1992
gha,115.6,1993
gha,113.3,1994
gha,111.0,1995
gha,108.7,1996
gha,107.3,1997
gha,105.6,1998
gha,103.6,1999
gha,101.7,2000
gha,99.8,2001
gha,97.9,2002
gha,96.1,2003
gha,94.2,2004
gha,92.4,2005
gha,90.7,2006
gha,89.0,2007
gha,87.3,2008
gha,85.6,2009
gha,84.1,2010
gha,82.5,2011
gha,81.0,2012
gha,79.5,2013
gha,78.0,2014
gha,76.6,2015
grc,30.6,1970
grc,29.3,1971
grc,28.0,1972
grc,26.8,1973
grc,25.6,1974
grc,24.5,1975
grc,23.4,1976
grc,22.2,1977
grc,21.1,1978
grc,20.0,1979
grc,19.0,1980
grc,18.0,1981
grc,17.0,1982
grc,16.1,1983
grc,15.3,1984
grc,14.4,1985
grc,13.6,1986
grc,12.9,1987
grc,12.2,1988
grc,11.6,1989
grc,11.0,1990
grc,10.4,1991
grc,9.8,1992
grc,9.3,1993
grc,8.8,1994
grc,8.4,1995
grc,7.9,1996
grc,7.5,1997
grc,7.1,1998
grc,6.7,1999
grc,6.4,2000
grc,6.0,2001
grc,5.7,2002
grc,5.4,2003
grc,5.1,2004
grc,4.9,2005
grc,4.6,2006
grc,4.4,2007
grc,4.1,2008
grc,3.9,2009
grc,3.7,2010
grc,3.5,2011
grc,3.3,2012
grc,3.1,2013
grc,3.0,2014
grc,2.8,2015
gtm,170.9,1970
gtm,164.9,1971
gtm,158.9,1972
gtm,153.6,1973
gtm,148.4,1974
gtm,143.4,1975
gtm,138.4,1976
gtm,133.6,1977
gtm,128.7,1978
gtm,123.7,1979
gtm,118.7,1980
gtm,113.9,1981
gtm,109.3,1982
gtm,104.7,1983
gtm,100.1,1984
gtm,95.8,1985
gtm,91.6,1986
gtm,87.9,1987
gtm,84.1,1988
gtm,80.2,1989
gtm,76.5,1990
gtm,73.1,1991
gtm,69.8,1992
gtm,66.7,1993
gtm,63.7,1994
gtm,60.8,1995
gtm,58.1,1996
gtm,55.4,1997
gtm,52.9,1998
gtm,50.5,1999
gtm,48.2,2000
gtm,46.0,2001
gtm,43.9,2002
gtm,41.9,2003
gtm,40.0,2004
gtm,38.1,2005
gtm,36.4,2006
gtm,34.7,2007
gtm,33.1,2008
gtm,31.6,2009
gtm,30.2,2010
gtm,28.9,2011
gtm,27.6,2012
gtm,26.3,2013
gtm,25.1,2014
gtm,24.0,2015
gin,320.0,1970
gin,316.2,1971
gin,312.1,1972
gin,308.0,1973
gin,304.1,1974
gin,300.9,1975
gin,298.5,1976
gin,294.7,1977
gin,290.0,1978
gin,285.0,1979
gin,280.7,1980
gin,276.6,1981
gin,271.8,1982
gin,265.5,1983
gin,260.0,1984
gin,255.8,1985
gin,251.1,1986
gin,244.6,1987
gin,238.5,1988
gin,231.0,1989
gin,223.6,1990
gin,216.5,1991
gin,210.7,1992
gin,202.9,1993
gin,196.0,1994
gin,189.4,1995
gin,183.1,1996
gin,176.8,1997
gin,170.8,1998
gin,165.3,1999
gin,159.8,2000
gin,154.6,2001
gin,149.6,2002
gin,144.9,2003
gin,140.2,2004
gin,135.6,2005
gin,131.1,2006
gin,126.7,2007
gin,122.5,2008
gin,118.5,2009
gin,114.6,2010
gin,110.9,2011
gin,107.3,2012
gin,103.8,2013
gin,100.3,2014
gin,97.0,2015
gnb,249.8,1970
gnb,250.1,1971
gnb,250.5,1972
gnb,250.9,1973
gnb,251.4,1974
gnb,251.7,1975
gnb,252.0,1976
gnb,252.4,1977
gnb,252.6,1978
gnb,252.9,1979
gnb,253.2,1980
gnb,253.7,1981
gnb,254.1,1982
gnb,254.4,1983
gnb,254.7,1984
gnb,255.0,1985
gnb,255.3,1986
