geo,under_five_mortality_from_ihme_per_1000_born,time
arg,11.5,2015
arm,101.0,1970
arm,96.4,1971
arm,92.5,1972
arm,89.5,1973
arm,86.5,1974
arm,83.6,1975
arm,80.8,1976
arm,78.1,1977
arm,75.7,1978
arm,73.3,1979
arm,71.2,1980
arm,69.4,1981
arm,67.7,1982
arm,65.7,1983
arm,63.5,1984
arm,61.4,1985
arm,59.5,1986
arm,57.4,1987
arm,55.3,1988
arm,53.3,1989
arm,51.4,1990
arm,49.5,1991
arm,47.6,1992
arm,45.8,1993
arm,44.2,1994
arm,42.6,1995
arm,41.0,1996
arm,39.5,1997
arm,37.7,1998
arm,35.9,1999
arm,34.2,2000
arm,32.9,2001
arm,31.5,2002
arm,30.2,2003
arm,29.0,2004
arm,27.7,2005
arm,26.5,2006
arm,25.5,2007
arm,24.4,2008
arm,23.5,2009
arm,22.5,2010
arm,21.6,2011
arm,20.7,2012
arm,19.9,2013
arm,19.1,2014
arm,18.3,2015
aus,19.2,1970
aus,18.6,1971
aus,18.1,1972
aus,17.5,1973
aus,16.9,1974
aus,16.4,1975
aus,15.8,1976
aus,15.2,1977
aus,14.5,1978
aus,13.9,1979
aus,13.4,1980
aus,12.9,1981
aus,12.4,1982
aus,11.9,1983
aus,11.5,1984
aus,11.1,1985
aus,10.6,1986
aus,10.2,1987
aus,9.8,1988
aus,9.5,1989
aus,9.1,1990
aus,8.7,1991
aus,8.4,1992
aus,8.1,1993
aus,7.7,1994
aus,7.4,1995
aus,7.2,1996
aus,6.9,1997
aus,6.6,1998
aus,6.4,1999
aus,6.2,2000
aus,5.9,2001
aus,5.7,2002
aus,5.5,2003
aus,5.3,2004
aus,5.1,2005
aus,4.9,2006
aus,4.8,2007
aus,4.6,2008
aus,4.4,2009
aus,4.2,2010
aus,4.1,2011
aus,3.9,2012
aus,3.8,2013
aus,3.7,2014
aus,3.5,2015
aut,27.2,1970
aut,25.9,1971
aut,24.7,1972
aut,23.6,1973
aut,22.5,1974
aut,21.4,1975
aut,20.4,1976
aut,19.4,1977
aut,18.3,1978
aut,17.3,1979
aut,16.3,1980
aut,15.5,1981
aut,14.7,1982
aut,13.9,1983
aut,13.2,1984
aut,12.5,1985
aut,11.8,1986
aut,11.1,1987
aut,10.5,1988
aut,10.0,1989
aut,9.5,1990
aut,9.0,1991
aut,8.5,1992
aut,8.0,1993
aut,7.6,1994
aut,7.2,1995
aut,6.8,1996
aut,6.5,1997
aut,6.1,1998
aut,5.8,1999
aut,5.5,2000
aut,5.3,2001
aut,5.0,2002
aut,4.7,2003
aut,4.5,2004
aut,4.3,2005
aut,4.0,2006
aut,3.8,2007
aut,3.6,2008
aut,3.4,2009
aut,3.3,2010
aut,3.1,2011
aut,2.9,2012
aut,2.8,2013
aut,2.6,2014
aut,2.5,2015
aze,148.2,1970
aze,146.1,1971
aze,144.0,1972
aze,141.9,1973
aze,139.9,1974
aze,137.9,1975
aze,136.1,1976
aze,134.3,1977
aze,132.6,1978
aze,131.2,1979
aze,130.0,1980
aze,129.7,1981
aze,129.9,1982
aze,129.2,1983
aze,127.3,1984
aze,124.3,1985
aze,121.2,1986
aze,118.0,1987
aze,114.9,1988
aze,111.6,1989
aze,108.3,1990
aze,105.4,1991
aze,101.9,1992
aze,98.7,1993
aze,95.4,1994
aze,92.2,1995
aze,88.7,1996
aze,85.3,1997
aze,82.2,1998
aze,79.2,1999
aze,76.3,2000
aze,73.5,2001
aze,70.8,2002
aze,68.3,2003
aze,66.0,2004
aze,63.7,2005
aze,61.3,2006
aze,59.1,2007
aze,57.0,2008
aze,55.0,2009
aze,53.0,2010
aze,51.1,2011
aze,49.3,2012
aze,47.5,2013
aze,45.8,2014
aze,44.2,2015
bhs,31.5,1970
bhs,31.2,1971
bhs,30.8,1972
bhs,30.5,1973
bhs,30.2,1974
bhs,30.0,1975
bhs,29.7,1976
bhs,29.3,1977
bhs,28.8,1978
bhs,28.4,1979
bhs,28.1,1980
bhs,27.7,1981
bhs,27.4,1982
bhs,27.0,1983
bhs,26.4,1984
bhs,25.8,1985
bhs,25.1,1986
bhs,24.2,1987
bhs,23.2,1988
bhs,22.1,1989
bhs,21.1,1990
bhs,20.2,1991
bhs,19.3,1992
bhs,18.5,1993
bhs,17.7,1994
bhs,16.8,1995
bhs,15.9,1996
bhs,15.1,1997
bhs,14.4,1998
bhs,13.7,1999
bhs,13.0,2000
bhs,12.4,2001
bhs,11.8,2002
bhs,11.3,2003
bhs,10.7,2004
bhs,10.2,2005
bhs,9.8,2006
bhs,9.3,2007
bhs,8.9,2008
bhs,8.4,2009
bhs,8.1,2010
bhs,7.7,2011
bhs,7.3,2012
bhs,7.0,2013
bhs,6.7,2014
bhs,6.4,2015
bhr,67.2,1970
bhr,62.5,1971
bhr,58.2,1972
bhr,54.2,1973
bhr,50.4,1974
bhr,47.0,1975
bhr,43.8,1976
bhr,40.8,1977
bhr,38.0,1978
bhr,35.4,1979
bhr,33.0,1980
bhr,30.8,1981
bhr,28.7,1982
bhr,26.8,1983
bhr,24.9,1984
bhr,23.3,1985
bhr,22.0,1986
bhr,20.7,1987
bhr,19.5,1988
bhr,18.4,1989
bhr,17.4,1990
bhr,16.3,1991
bhr,15.4,1992
bhr,14.5,1993
bhr,13.6,1994
bhr,12.8,1995
bhr,12.1,1996
bhr,11.4,1997
bhr,10.7,1998
bhr,10.0,1999
bhr,9.4,2000
bhr,8.9,2001
bhr,8.4,2002
bhr,7.9,2003
bhr,7.4,2004
bhr,7.0,2005
bhr,6.5,2006
bhr,6.1,2007
bhr,5.8,2008
bhr,5.4,2009
bhr,5.1,2010
bhr,4.8,2011
bhr,4.5,2012
bhr,4.2,2013
bhr,4.0,2014
bhr,3.7,2015
bgd,231.0,1970
bgd,227.3,1971
bgd,222.9,1972
bgd,218.3,1973
bgd,214.9,1974
bgd,211.5,1975
bgd,208.0,1976
bgd,204.2,1977
bgd,200.3,1978
bgd,196.5,1979
bgd,192.2,1980
bgd,187.4,1981
bgd,182.7,1982
bgd,177.9,1983
bgd,173.0,1984
bgd,167.3,1985
bgd,161.6,1986
bgd,155.7,1987
bgd,150.0,1988
bgd,144.3,1989
bgd,138.9,1990
bgd,134.8,1991
bgd,130.5,1992
bgd,125.9,1993
bgd,119.5,1994
bgd,114.2,1995
bgd,109.8,1996
bgd,105.5,1997
bgd,101.3,1998
bgd,97.3,1999
bgd,93.4,2000
bgd,89.6,2001
bgd,86.0,2002
bgd,82.5,2003
bgd,79.2,2004
bgd,76.0,2005
bgd,72.9,2006
bgd,69.9,2007
bgd,67.1,2008
bgd,64.5,2009
bgd,62.0,2010
bgd,59.6,2011
bgd,57.3,2012
bgd,55.0,2013
bgd,52.8,2014
bgd,50.7,2015
brb,48.6,1970
brb,45.9,1971
brb,43.4,1972
brb,41.1,1973
brb,38.9,1974
brb,36.8,1975
brb,34.8,1976
brb,33.0,1977
brb,31.3,1978
brb,30.0,1979
brb,28.7,1980
brb,27.5,1981
brb,26.4,1982
brb,25.3,1983
brb,24.3,1984
brb,23.4,1985
brb,22.4,1986
brb,21.6,1987
brb,20.7,1988
brb,19.9,1989
brb,19.1,1990
brb,18.3,1991
brb,17.6,1992
brb,17.0,1993
brb,16.3,1994
brb,15.8,1995
brb,15.2,1996
brb,14.6,1997
brb,14.1,1998
brb,13.5,1999
brb,13.0,2000
brb,12.6,2001
brb,12.1,2002
brb,11.7,2003
brb,11.2,2004
brb,10.8,2005
brb,10.4,2006
brb,10.0,2007
brb,9.7,2008
brb,9.3,2009
brb,8.9,2010
brb,8.6,2011
brb,8.3,2012
brb,7.9,2013
brb,7.6,2014
brb,7.3,2015
blr,25.0,1970
blr,24.5,1971
blr,23.9,1972
blr,23.4,1973
blr,22.8,1974
blr,22.3,1975
blr,21.8,1976
blr,21.3,1977
blr,20.9,1978
blr,20.4,1979
blr,19.9,1980
blr,19.5,1981
blr,19.1,1982
blr,18.6,1983
blr,18.2,1984
blr,17.7,1985
blr,17.3,1986
blr,17.0,1987
blr,16.7,1988
blr,16.4,1989
blr,16.0,1990
blr,15.7,1991
blr,15.4,1992
blr,15.2,1993
blr,14.9,1994
blr,14.5,1995
blr,14.0,1996
blr,13.6,1997
blr,13.1,1998
blr,12.7,1999
blr,12.3,2000
blr,11.9,2001
blr,11.5,2002
blr,11.1,2003
blr,10.6,2004
blr,10.3,2005
blr,9.9,2006
blr,9.6,2007
blr,9.3,2008
blr,8.9,2009
blr,8.6,2010
blr,8.3,2011
blr,8.0,2012
blr,7.7,2013
blr,7.5,2014
blr,7.2,2015
bel,22.9,1970
bel,21.9,1971
bel,21.0,1972
bel,20.1,1973
bel,19.2,1974
bel,18.4,1975
bel,17.7,1976
bel,16.9,1977
bel,16.2,1978
bel,15.5,1979
bel,14.8,1980
bel,14.2,1981
bel,13.5,1982
bel,12.9,1983
bel,12.4,1984
bel,11.9,1985
bel,11.4,1986
bel,10.9,1987
bel,10.4,1988
bel,9.9,1989
bel,9.5,1990
bel,9.1,1991
bel,8.7,1992
bel,8.3,1993
bel,7.9,1994
bel,7.6,1995
bel,7.2,1996
bel,6.9,1997
bel,6.6,1998
bel,6.3,1999
bel,6.0,2000
bel,5.7,2001
bel,5.5,2002
bel,5.2,2003
bel,5.0,2004
bel,4.8,2005
bel,4.6,2006
bel,4.4,2007
bel,4.2,2008
bel,4.0,2009
bel,3.8,2010
bel,3.7,2011
bel,3.5,2012
bel,3.4,2013
bel,3.2,2014
bel,3.1,2015
blz,62.1,1970
blz,59.5,1971
blz,57.0,1972
blz,54.4,1973
blz,51.9,1974
blz,49.5,1975
blz,47.2,1976
blz,45.1,1977
blz,43.1,1978
blz,41.2,1979
blz,39.4,1980
blz,37.7,1981
blz,35.9,1982
blz,34.3,1983
blz,32.9,1984
blz,31.4,1985
blz,30.3,1986
blz,29.2,1987
blz,28.2,1988
blz,27.2,1989
blz,26.3,1990
blz,25.4,1991
blz,24.5,1992
blz,23.7,1993
blz,22.8,1994
blz,22.0,1995
blz,21.3,1996
blz,20.6,1997
blz,19.9,1998
blz,19.2,1999
blz,18.6,2000
blz,18.1,2001
blz,17.4,2002
blz,16.9,2003
blz,16.3,2004
blz,15.7,2005
blz,15.2,2006
blz,14.7,2007
blz,14.2,2008
blz,13.7,2009
blz,13.3,2010
blz,12.9,2011
blz,12.4,2012
blz,12.0,2013
blz,11.6,2014
blz,11.2,2015
ben,253.7,1970
ben,250.4,1971
ben,246.3,1972
ben,242.4,1973
ben,238.5,1974
ben,234.7,1975
ben,230.9,1976
ben,227.2,1977
ben,223.7,1978
ben,220.1,1979
ben,216.5,1980
ben,212.9,1981
ben,209.5,1982
ben,207.0,1983
ben,204.0,1984
ben,200.2,1985
ben,196.4,1986
ben,192.5,1987
ben,188.6,1988
ben,184.9,1989
ben,181.3,1990
ben,177.8,1991
ben,174.3,1992
ben,170.8,1993
ben,167.4,1994
ben,164.0,1995
ben,160.6,1996
ben,157.3,1997
ben,154.0,1998
ben,150.7,1999
ben,147.5,2000
ben,144.8,2001
ben,141.9,2002
ben,139.1,2003
ben,136.4,2004
ben,133.6,2005
ben,130.8,2006
ben,128.3,2007
ben,125.7,2008
ben,123.3,2009
ben,120.8,2010
ben,118.4,2011
ben,116.0,2012
ben,113.7,2013
ben,111.4,2014
ben,109.3,2015
btn,273.5,1970
btn,265.2,1971
btn,257.0,1972
btn,249.0,1973
btn,241.6,1974
btn,233.6,1975
btn,226.0,1976
btn,218.7,1977
btn,211.6,1978
btn,204.6,1979
btn,197.6,1980
btn,190.7,1981
btn,184.0,1982
btn,177.5,1983
btn,169.7,1984
btn,162.2,1985
btn,155.1,1986
btn,148.2,1987
btn,141.7,1988
btn,135.3,1989
btn,129.4,1990
btn,123.8,1991
btn,118.4,1992
btn,113.1,1993
btn,108.1,1994
btn,103.4,1995
btn,98.8,1996
btn,94.4,1997
btn,90.3,1998
btn,86.3,1999
btn,82.4,2000
btn,78.8,2001
btn,75.3,2002
btn,72.0,2003
btn,68.9,2004
btn,65.8,2005
btn,62.9,2006
btn,60.1,2007
btn,57.5,2008
btn,55.0,2009
btn,52.6,2010
btn,50.2,2011
btn,48.0,2012
btn,45.9,2013
btn,43.9,2014
btn,42.0,2015
bol,223.7,1970
bol,216.8,1971
bol,210.9,1972
bol,205.2,1973
bol,199.6,1974
bol,194.0,1975
bol,186.2,1976
bol,180.4,1977
bol,174.6,1978
bol,169.1,1979
bol,164.0,1980
bol,159.3,1981
bol,154.1,1982
bol,148.8,1983
bol,143.6,1984
bol,138.6,1985
bol,133.8,1986
bol,129.1,1987
bol,124.8,1988
bol,120.3,1989
bol,116.1,1990
bol,111.9,1991
bol,107.9,1992
bol,104.1,1993
bol,100.3,1994
bol,96.8,1995
bol,93.3,1996
bol,90.0,1997
bol,86.7,1998
bol,83.6,1999
bol,80.6,2000
bol,77.7,2001
bol,74.9,2002
bol,72.3,2003
bol,69.8,2004
bol,67.3,2005
bol,65.0,2006
bol,62.7,2007
bol,60.6,2008
bol,58.4,2009
bol,56.4,2010
bol,54.5,2011
bol,52.6,2012
bol,50.7,2013
bol,48.9,2014
bol,47.2,2015
bih,81.3,1970
bih,75.4,1971
bih,70.0,1972
bih,65.0,1973
bih,60.4,1974
bih,56.1,1975
bih,52.0,1976
bih,48.3,1977
bih,44.9,1978
bih,41.6,1979
bih,38.6,1980
bih,35.9,1981
bih,33.3,1982
bih,30.9,1983
bih,28.7,1984
bih,26.6,1985
bih,24.8,1986
bih,23.0,1987
bih,21.3,1988
bih,19.7,1989
bih,18.2,1990
bih,16.9,1991
bih,16.1,1992
bih,15.4,1993
bih,14.7,1994
bih,14.0,1995
bih,13.3,1996
bih,12.7,1997
bih,12.1,1998
bih,11.6,1999
bih,10.9,2000
bih,10.4,2001
bih,9.9,2002
bih,9.4,2003
bih,8.9,2004
bih,8.4,2005
bih,8.0,2006
bih,7.6,2007
bih,7.2,2008
bih,6.8,2009
bih,6.5,2010
bih,6.2,2011
bih,5.9,2012
bih,5.6,2013
bih,5.3,2014
bih,5.0,2015
bwa,120.6,1970
bwa,115.6,1971
bwa,110.8,1972
bwa,106.1,1973
bwa,101.4,1974
bwa,96.7,1975
bwa,92.6,1976
bwa,88.7,1977
bwa,84.9,1978
bwa,81.0,1979
bwa,76.4,1980
bwa,73.5,1981
bwa,71.1,1982
bwa,69.1,1983
bwa,67.2,1984
bwa,65.5,1985
bwa,63.8,1986
bwa,62.2,1987
bwa,60.5,1988
bwa,58.4,1989
bwa,56.8,1990
bwa,56.0,1991
bwa,54.7,1992
bwa,53.3,1993
bwa,52.0,1994
bwa,50.8,1995
bwa,49.6,1996
bwa,48.5,1997
bwa,47.5,1998
bwa,46.3,1999
bwa,45.2,2000
bwa,44.1,2001
bwa,43.0,2002
bwa,41.8,2003
bwa,40.8,2004
bwa,39.8,2005
bwa,38.8,2006
bwa,37.7,2007
bwa,36.6,2008
bwa,35.6,2009
bwa,34.6,2010
bwa,33.7,2011
bwa,32.8,2012
bwa,32.0,2013
bwa,31.2,2014
bwa,30.4,2015
bra,128.2,1970
bra,123.8,1971
bra,119.0,1972
bra,114.4,1973
bra,110.1,1974
bra,106.0,1975
bra,102.0,1976
bra,98.1,1977
bra,94.4,1978
bra,90.7,1979
bra,87.2,1980
bra,83.4,1981
bra,79.6,1982
bra,76.0,1983
bra,72.5,1984
bra,69.1,1985
bra,65.9,1986
bra,62.9,1987
bra,60.1,1988
bra,57.4,1989
bra,54.7,1990
bra,52.0,1991
bra,49.5,1992
bra,47.0,1993
bra,44.8,1994
bra,42.5,1995
bra,40.3,1996
bra,38.3,1997
bra,36.5,1998
bra,34.7,1999
bra,33.0,2000
bra,31.3,2001
bra,29.8,2002
bra,28.3,2003
bra,26.9,2004
bra,25.5,2005
bra,24.3,2006
bra,23.1,2007
bra,21.9,2008
bra,20.8,2009
bra,19.8,2010
bra,18.8,2011
bra,17.9,2012
bra,17.0,2013
bra,16.2,2014
bra,15.4,2015
brn,26.0,1970
brn,25.1,1971
brn,24.1,1972
brn,23.2,1973
brn,22.3,1974
brn,21.5,1975
brn,20.7,1976
brn,19.9,1977
brn,19.2,1978
brn,18.5,1979
brn,17.8,1980
brn,17.1,1981
brn,16.4,1982
brn,15.8,1983
brn,15.3,1984
brn,14.7,1985
brn,14.2,1986
brn,13.7,1987
brn,13.2,1988
brn,12.7,1989
brn,12.3,1990
brn,11.8,1991
brn,11.4,1992
brn,11.0,1993
brn,10.6,1994
brn,10.2,1995
brn,9.9,1996
brn,9.5,1997
brn,9.2,1998
brn,8.9,1999
brn,8.6,2000
brn,8.3,2001
brn,8.0,2002
brn,7.7,2003
brn,7.4,2004
brn,7.2,2005
brn,6.9,2006
brn,6.7,2007
brn,6.4,2008
brn,6.2,2009
brn,6.0,2010
brn,5.8,2011
brn,5.6,2012
brn,5.4,2013
brn,5.2,2014
brn,5.0,2015
bgr,32.5,1970
bgr,31.6,1971
bgr,30.6,1972
bgr,29.7,1973
bgr,28.8,1974
bgr,28.1,1975
bgr,27.3,1976
bgr,26.6,1977
bgr,25.8,1978
bgr,24.9,1979
bgr,24.2,1980
bgr,23.5,1981
bgr,22.8,1982
bgr,22.3,1983
bgr,21.8,1984
bgr,21.4,1985
bgr,20.9,1986
bgr,20.6,1987
bgr,20.3,1988
bgr,20.0,1989
bgr,19.7,1990
bgr,19.3,1991
bgr,19.0,1992
bgr,18.8,1993
bgr,18.4,1994
bgr,18.1,1995
bgr,17.9,1996
bgr,17.6,1997
bgr,17.3,1998
bgr,17.1,1999
bgr,16.8,2000
bgr,16.6,2001
bgr,16.1,2002
bgr,15.8,2003
bgr,15.5,2004
bgr,15.2,2005
bgr,14.9,2006
bgr,14.6,2007
bgr,14.4,2008
bgr,14.1,2009
bgr,13.9,2010
bgr,13.6,2011
bgr,13.4,2012
bgr,13.1,2013
bgr,12.9,2014
bgr,12.7,2015
bfa,286.3,1970
bfa,282.2,1971
bfa,278.0,1972
bfa,273.9,1973
bfa,269.8,1974
bfa,265.9,1975
bfa,261.9,1976
bfa,257.9,1977
bfa,252.6,1978
bfa,248.1,1979
bfa,244.3,1980
bfa,240.0,1981
bfa,235.5,1982
bfa,232.0,1983
bfa,229.4,1984
bfa,224.0,1985
bfa,220.9,1986
bfa,218.0,1987
bfa,215.3,1988
bfa,212.6,1989
bfa,209.7,1990
bfa,206.5,1991
bfa,204.2,1992
bfa,201.5,1993
bfa,198.8,1994
bfa,196.2,1995
bfa,193.6,1996
bfa,191.2,1997
bfa,188.7,1998
bfa,185.5,1999
bfa,180.9,2000
bfa,178.3,2001
bfa,175.5,2002
bfa,173.0,2003
bfa,170.6,2004
bfa,168.2,2005
bfa,165.8,2006
bfa,163.4,2007
bfa,161.1,2008
bfa,158.8,2009
bfa,156.5,2010
bfa,154.3,2011
bfa,152.1,2012
bfa,150.0,2013
bfa,147.8,2014
bfa,145.6,2015
bdi,224.6,1970
bdi,221.6,1971
bdi,218.8,1972
bdi,216.5,1973
bdi,214.1,1974
bdi,211.8,1975
bdi,209.3,1976
bdi,206.6,1977
bdi,203.4,1978
bdi,200.0,1979
bdi,197.7,1980
bdi,195.6,1981
bdi,193.8,1982
bdi,193.4,1983
bdi,193.1,1984
bdi,193.0,1985
bdi,192.9,1986
bdi,192.8,1987
bdi,192.6,1988
bdi,192.2,1989
bdi,191.4,1990
bdi,191.5,1991
bdi,192.2,1992
bdi,192.2,1993
bdi,192.2,1994
bdi,192.3,1995
bdi,192.4,1996
bdi,192.6,1997
bdi,192.9,1998
bdi,192.4,1999
bdi,192.0,2000
bdi,191.5,2001
bdi,191.1,2002
bdi,190.9,2003
bdi,190.4,2004
bdi,190.3,2005
bdi,189.8,2006
bdi,189.6,2007
bdi,189.2,2008
bdi,188.8,2009
bdi,188.2,2010
bdi,187.9,2011
bdi,187.5,2012
bdi,187.1,2013
bdi,186.8,2014
bdi,186.7,2015
khm,211.3,1970
khm,204.3,1971
khm,197.7,1972
khm,191.7,1973
khm,185.8,1974
khm,180.2,1975
khm,174.7,1976
khm,168.4,1977
khm,162.6,1978
khm,157.1,1979
khm,152.0,1980
khm,147.2,1981
khm,140.9,1982
khm,137.7,1983
khm,133.8,1984
khm,129.6,1985
khm,125.6,1986
khm,122.2,1987
khm,120.0,1988
khm,118.7,1989
khm,118.1,1990
khm,117.9,1991
khm,116.5,1992
khm,115.9,1993
khm,115.4,1994
khm,113.6,1995
khm,111.7,1996
khm,109.9,1997
khm,108.1,1998
khm,105.7,1999
khm,102.8,2000
khm,100.9,2001
khm,99.0,2002
khm,97.5,2003
khm,95.9,2004
khm,94.3,2005
khm,92.6,2006
khm,90.9,2007
khm,89.2,2008
khm,87.6,2009
khm,85.9,2010
khm,84.3,2011
khm,82.7,2012
khm,81.2,2013
khm,79.7,2014
khm,78.2,2015
cmr,212.5,1970
cmr,207.9,1971
cmr,203.4,1972
cmr,199.0,1973
cmr,194.8,1974
cmr,190.6,1975
cmr,186.6,1976
cmr,182.6,1977
cmr,178.8,1978
cmr,175.0,1979
cmr,171.3,1980
cmr,167.7,1981
cmr,164.2,1982
cmr,160.9,1983
cmr,158.5,1984
cmr,156.4,1985
cmr,154.5,1986
cmr,152.7,1987
cmr,150.9,1988
cmr,149.2,1989
cmr,147.6,1990
cmr,146.0,1991
cmr,144.1,1992
cmr,142.9,1993
cmr,141.5,1994
cmr,140.1,1995
cmr,138.7,1996
cmr,137.5,1997
cmr,136.3,1998
cmr,135.1,1999
cmr,134.0,2000
cmr,132.9,2001
cmr,131.9,2002
cmr,130.4,2003
cmr,129.1,2004
cmr,127.8,2005
cmr,126.5,2006
cmr,125.4,2007
cmr,124.3,2008
cmr,123.1,2009
cmr,122.0,2010
cmr,120.9,2011
cmr,119.8,2012
cmr,118.7,2013
cmr,117.7,2014
cmr,116.7,2015
can,20.9,1970
can,20.0,1971
can,19.1,1972
can,18.2,1973
can,17.4,1974
can,16.6,1975
can,15.8,1976
can,15.1,1977
can,14.3,1978
can,13.7,1979
can,13.1,1980
can,12.5,1981
can,11.9,1982
can,11.4,1983
can,11.0,1984
can,10.5,1985
can,10.1,1986
can,9.7,1987
can,9.4,1988
can,9.0,1989
can,8.6,1990
can,8.3,1991
can,8.0,1992
can,7.7,1993
can,7.4,1994
can,7.1,1995
can,6.8,1996
can,6.5,1997
can,6.3,1998
can,6.1,1999
can,5.9,2000
can,5.7,2001
can,5.5,2002
can,5.3,2003
can,5.1,2004
can,4.9,2005
can,4.7,2006
can,4.5,2007
can,4.3,2008
can,4.2,2009
can,4.0,2010
can,3.9,2011
can,3.7,2012
can,3.6,2013
can,3.4,2014
can,3.3,2015
cpv,120.9,1970
cpv,117.4,1971
cpv,114.1,1972
cpv,110.8,1973
cpv,107.5,1974
cpv,104.2,1975
cpv,101.1,1976
cpv,97.9,1977
cpv,94.9,1978
cpv,92.0,1979
cpv,89.2,1980
cpv,86.8,1981
cpv,84.3,1982
cpv,82.0,1983
cpv,79.6,1984
cpv,77.7,1985
cpv,75.8,1986
cpv,73.6,1987
cpv,71.4,1988
cpv,69.2,1989
cpv,67.1,1990
cpv,64.6,1991
cpv,62.0,1992
cpv,59.3,1993
cpv,56.6,1994
cpv,54.1,1995
cpv,51.7,1996
cpv,49.5,1997
cpv,47.3,1998
cpv,45.3,1999
cpv,43.3,2000
cpv,41.3,2001
cpv,39.5,2002
cpv,37.7,2003
cpv,36.0,2004
cpv,34.3,2005
cpv,32.8,2006
cpv,31.3,2007
cpv,29.9,2008
cpv,28.6,2009
cpv,27.3,2010
cpv,26.0,2011
cpv,24.9,2012
cpv,23.7,2013
cpv,22.7,2014
cpv,21.6,2015
caf,231.2,1970
caf,225.4,1971
caf,218.7,1972
caf,212.1,1973
caf,205.6,1974
caf,199.2,1975
caf,193.9,1976
caf,189.6,1977
caf,185.4,1978
caf,181.7,1979
caf,179.0,1980
caf,176.9,1981
caf,175.2,1982
caf,173.7,1983
caf,172.4,1984
caf,171.6,1985
caf,171.0,1986
caf,169.5,1987
caf,167.5,1988
caf,166.0,1989
caf,164.7,1990
caf,163.8,1991
caf,164.6,1992
caf,164.5,1993
caf,163.7,1994
caf,162.9,1995
caf,161.9,1996
caf,160.7,1997
caf,159.3,1998
caf,157.8,1999
caf,156.3,2000
caf,154.7,2001
caf,153.4,2002
caf,152.0,2003
caf,150.5,2004
caf,149.4,2005
caf,148.2,2006
caf,147.1,2007
caf,146.2,2008
caf,144.9,2009
caf,144.0,2010
caf,142.8,2011
caf,141.5,2012
caf,140.4,2013
caf,139.5,2014
caf,138.4,2015
tcd,247.9,1970
tcd,245.6,1971
tcd,243.4,1972
tcd,241.1,1973
tcd,238.9,1974
tcd,236.8,1975
tcd,234.7,1976
tcd,232.8,1977
tcd,231.0,1978
tcd,229.0,1979
tcd,226.8,1980
tcd,224.5,1981
tcd,222.3,1982
tcd,220.1,1983
tcd,217.3,1984
tcd,215.3,1985
tcd,213.0,1986
tcd,210.9,1987
tcd,209.1,1988
tcd,206.9,1989
tcd,204.9,1990
tcd,203.6,1991
tcd,202.0,1992
tcd,200.2,1993
tcd,198.5,1994
tcd,197.2,1995
tcd,195.5,1996
tcd,193.9,1997
tcd,192.3,1998
tcd,190.8,1999
tcd,189.1,2000
tcd,186.6,2001
tcd,185.0,2002
tcd,183.2,2003
tcd,181.6,2004
tcd,180.1,2005
tcd,178.4,2006
tcd,176.8,2007
tcd,175.2,2008
tcd,173.7,2009
tcd,172.1,2010
tcd,170.5,2011
tcd,168.9,2012
tcd,167.4,2013
tcd,165.9,2014
tcd,164.4,2015
chl,78.1,1970
chl,72.9,1971
chl,68.1,1972
chl,63.5,1973
chl,59.2,1974
chl,55.1,1975
chl,51.3,1976
chl,47.7,1977
chl,44.4,1978
chl,41.3,1979
chl,38.8,1980
chl,36.4,1981
chl,34.2,1982
chl,32.1,1983
chl,30.1,1984
chl,28.2,1985
chl,26.4,1986
chl,24.7,1987
chl,23.1,1988
chl,21.7,1989
chl,20.3,1990
chl,19.0,1991
chl,17.8,1992
chl,16.7,1993
chl,15.7,1994
chl,14.7,1995
chl,13.8,1996
chl,12.9,1997
chl,12.1,1998
chl,11.3,1999
chl,10.6,2000
chl,9.9,2001
chl,9.3,2002
chl,8.7,2003
chl,8.2,2004
chl,7.6,2005
chl,7.1,2006
chl,6.7,2007
chl,6.2,2008
chl,5.8,2009
chl,5.5,2010
chl,5.1,2011
chl,4.8,2012
chl,4.5,2013
chl,4.2,2014
chl,3.9,2015
chn,101.2,1970
chn,95.8,1971
chn,90.6,1972
chn,85.7,1973
chn,81.2,1974
chn,76.9,1975
chn,72.9,1976
chn,69.1,1977
chn,65.5,1978
chn,62.3,1979
chn,59.2,1980
chn,56.3,1981
chn,53.5,1982
chn,50.9,1983
chn,48.6,1984
chn,46.8,1985
chn,45.5,1986
chn,44.4,1987
chn,43.3,1988
chn,42.2,1989
chn,41.0,1990
chn,39.9,1991
chn,38.9,1992
chn,37.9,1993
chn,37.0,1994
chn,36.0,1995
chn,35.2,1996
chn,34.3,1997
chn,33.5,1998
chn,32.7,1999
chn,31.9,2000
chn,31.1,2001
chn,30.3,2002
chn,29.4,2003
chn,28.6,2004
chn,27.8,2005
chn,27.0,2006
chn,26.3,2007
chn,25.5,2008
chn,24.8,2009
chn,24.1,2010
chn,23.4,2011
chn,22.8,2012
chn,22.1,2013
chn,21.5,2014
chn,20.9,2015
col,89.3,1970
col,84.6,1971
col,80.1,1972
col,76.3,1973
col,72.3,1974
col,68.7,1975
col,65.3,1976
col,61.8,1977
col,58.6,1978
col,55.5,1979
col,52.4,1980
col,49.7,1981
col,47.2,1982
col,45.0,1983
col,43.0,1984
col,41.1,1985
col,39.2,1986
col,37.2,1987
col,35.4,1988
col,33.8,1989
col,32.3,1990
col,31.2,1991
col,30.2,1992
