blood_pressure_sbp_women_mmhg,geo,time
128.2,cyp,1991
128.0,cyp,1992
127.7,cyp,1993
127.4,cyp,1994
127.1,cyp,1995
126.7,cyp,1996
126.4,cyp,1997
126.0,cyp,1998
125.7,cyp,1999
125.3,cyp,2000
124.9,cyp,2001
124.6,cyp,2002
124.1,cyp,2003
123.8,cyp,2004
123.5,cyp,2005
123.2,cyp,2006
122.9,cyp,2007
122.6,cyp,2008
136.0,cze,1980
135.7,cze,1981
135.4,cze,1982
135.1,cze,1983
134.7,cze,1984
134.4,cze,1985
134.0,cze,1986
133.7,cze,1987
133.3,cze,1988
132.9,cze,1989
132.5,cze,1990
132.0,cze,1991
131.4,cze,1992
130.9,cze,1993
130.4,cze,1994
129.9,cze,1995
129.5,cze,1996
129.0,cze,1997
128.6,cze,1998
128.2,cze,1999
127.9,cze,2000
127.5,cze,2001
127.2,cze,2002
126.9,cze,2003
126.7,cze,2004
126.4,cze,2005
126.2,cze,2006
125.9,cze,2007
125.7,cze,2008
130.0,dnk,1980
129.5,dnk,1981
129.0,dnk,1982
128.6,dnk,1983
128.2,dnk,1984
127.7,dnk,1985
127.4,dnk,1986
127.1,dnk,1987
126.8,dnk,1988
126.5,dnk,1989
126.2,dnk,1990
126.0,dnk,1991
125.8,dnk,1992
125.5,dnk,1993
125.2,dnk,1994
124.8,dnk,1995
124.5,dnk,1996
124.1,dnk,1997
123.7,dnk,1998
123.3,dnk,1999
122.9,dnk,2000
122.5,dnk,2001
122.1,dnk,2002
121.7,dnk,2003
121.3,dnk,2004
120.9,dnk,2005
120.4,dnk,2006
120.0,dnk,2007
119.6,dnk,2008
130.6,dji,1980
130.5,dji,1981
130.4,dji,1982
130.3,dji,1983
130.2,dji,1984
130.1,dji,1985
130.0,dji,1986
130.0,dji,1987
129.9,dji,1988
129.8,dji,1989
129.8,dji,1990
129.7,dji,1991
129.6,dji,1992
129.4,dji,1993
129.3,dji,1994
129.2,dji,1995
129.1,dji,1996
129.0,dji,1997
128.9,dji,1998
128.8,dji,1999
128.7,dji,2000
128.7,dji,2001
128.7,dji,2002
128.7,dji,2003
128.8,dji,2004
128.9,dji,2005
129.1,dji,2006
129.2,dji,2007
129.3,dji,2008
130.8,dma,1980
130.8,dma,1981
130.8,dma,1982
130.7,dma,1983
130.6,dma,1984
130.5,dma,1985
130.4,dma,1986
130.4,dma,1987
130.6,dma,1988
130.6,dma,1989
130.6,dma,1990
130.5,dma,1991
130.4,dma,1992
130.3,dma,1993
130.2,dma,1994
130.0,dma,1995
130.0,dma,1996
130.0,dma,1997
130.0,dma,1998
130.0,dma,1999
130.1,dma,2000
130.1,dma,2001
130.2,dma,2002
130.3,dma,2003
130.4,dma,2004
130.6,dma,2005
130.7,dma,2006
130.9,dma,2007
131.1,dma,2008
128.0,dom,1980
128.1,dom,1981
128.1,dom,1982
128.1,dom,1983
128.1,dom,1984
128.0,dom,1985
128.0,dom,1986
128.0,dom,1987
128.0,dom,1988
128.0,dom,1989
128.0,dom,1990
127.9,dom,1991
127.8,dom,1992
127.7,dom,1993
127.5,dom,1994
127.4,dom,1995
127.2,dom,1996
127.0,dom,1997
126.9,dom,1998
126.7,dom,1999
126.5,dom,2000
126.5,dom,2001
126.4,dom,2002
126.4,dom,2003
126.4,dom,2004
126.4,dom,2005
126.4,dom,2006
126.4,dom,2007
126.4,dom,2008
127.1,ecu,1980
127.0,ecu,1981
127.0,ecu,1982
126.8,ecu,1983
126.6,ecu,1984
126.4,ecu,1985
126.3,ecu,1986
126.1,ecu,1987
126.0,ecu,1988
126.0,ecu,1989
125.9,ecu,1990
125.7,ecu,1991
125.6,ecu,1992
125.4,ecu,1993
125.4,ecu,1994
125.1,ecu,1995
124.9,ecu,1996
124.7,ecu,1997
124.5,ecu,1998
124.3,ecu,1999
124.1,ecu,2000
123.9,ecu,2001
123.8,ecu,2002
123.6,ecu,2003
123.5,ecu,2004
123.4,ecu,2005
123.3,ecu,2006
123.1,ecu,2007
123.0,ecu,2008
124.6,egy,1980
124.6,egy,1981
124.7,egy,1982
124.8,egy,1983
124.9,egy,1984
124.9,egy,1985
124.9,egy,1986
124.9,egy,1987
125.0,egy,1988
125.0,egy,1989
125.0,egy,1990
125.1,egy,1991
125.1,egy,1992
125.1,egy,1993
125.2,egy,1994
125.2,egy,1995
125.3,egy,1996
125.3,egy,1997
125.3,egy,1998
125.4,egy,1999
125.4,egy,2000
125.5,egy,2001
125.5,egy,2002
125.5,egy,2003
125.4,egy,2004
125.4,egy,2005
125.3,egy,2006
125.2,egy,2007
125.1,egy,2008
122.9,slv,1980
122.7,slv,1981
122.5,slv,1982
122.2,slv,1983
122.0,slv,1984
121.8,slv,1985
121.6,slv,1986
121.4,slv,1987
121.2,slv,1988
121.1,slv,1989
121.0,slv,1990
120.9,slv,1991
120.8,slv,1992
120.7,slv,1993
120.6,slv,1994
120.5,slv,1995
120.3,slv,1996
120.2,slv,1997
120.1,slv,1998
120.0,slv,1999
119.9,slv,2000
119.9,slv,2001
119.8,slv,2002
119.8,slv,2003
119.8,slv,2004
119.8,slv,2005
119.8,slv,2006
119.9,slv,2007
119.9,slv,2008
130.4,gnq,1980
130.5,gnq,1981
130.5,gnq,1982
130.5,gnq,1983
130.5,gnq,1984
130.5,gnq,1985
130.5,gnq,1986
130.5,gnq,1987
130.5,gnq,1988
130.6,gnq,1989
130.6,gnq,1990
130.7,gnq,1991
130.7,gnq,1992
130.8,gnq,1993
130.8,gnq,1994
130.8,gnq,1995
130.9,gnq,1996
131.1,gnq,1997
131.3,gnq,1998
131.5,gnq,1999
131.7,gnq,2000
131.9,gnq,2001
132.0,gnq,2002
132.1,gnq,2003
132.2,gnq,2004
132.2,gnq,2005
132.2,gnq,2006
132.1,gnq,2007
132.0,gnq,2008
117.5,eri,1980
117.8,eri,1981
118.2,eri,1982
118.5,eri,1983
118.8,eri,1984
119.0,eri,1985
119.3,eri,1986
119.6,eri,1987
119.9,eri,1988
120.2,eri,1989
120.5,eri,1990
120.8,eri,1991
121.2,eri,1992
121.5,eri,1993
121.9,eri,1994
122.2,eri,1995
122.5,eri,1996
122.8,eri,1997
123.0,eri,1998
123.2,eri,1999
123.4,eri,2000
123.7,eri,2001
123.9,eri,2002
124.2,eri,2003
124.5,eri,2004
124.8,eri,2005
125.1,eri,2006
125.4,eri,2007
125.8,eri,2008
137.7,est,1980
137.4,est,1981
137.1,est,1982
136.8,est,1983
136.5,est,1984
136.1,est,1985
135.8,est,1986
135.4,est,1987
134.9,est,1988
134.4,est,1989
133.9,est,1990
133.3,est,1991
132.6,est,1992
132.1,est,1993
131.5,est,1994
131.2,est,1995
130.9,est,1996
130.7,est,1997
130.5,est,1998
130.3,est,1999
130.2,est,2000
130.1,est,2001
130.0,est,2002
129.9,est,2003
129.8,est,2004
129.7,est,2005
129.6,est,2006
129.6,est,2007
129.5,est,2008
116.6,eth,1980
117.0,eth,1981
117.4,eth,1982
117.8,eth,1983
118.2,eth,1984
118.4,eth,1985
118.7,eth,1986
119.0,eth,1987
119.4,eth,1988
119.7,eth,1989
120.1,eth,1990
120.4,eth,1991
120.8,eth,1992
121.1,eth,1993
121.4,eth,1994
121.7,eth,1995
122.1,eth,1996
122.4,eth,1997
122.7,eth,1998
123.0,eth,1999
123.3,eth,2000
123.6,eth,2001
124.0,eth,2002
124.4,eth,2003
124.8,eth,2004
125.3,eth,2005
125.7,eth,2006
126.2,eth,2007
126.6,eth,2008
124.4,fji,1980
124.5,fji,1981
124.5,fji,1982
124.6,fji,1983
124.7,fji,1984
124.8,fji,1985
124.9,fji,1986
125.0,fji,1987
125.1,fji,1988
125.2,fji,1989
125.4,fji,1990
125.6,fji,1991
125.7,fji,1992
125.8,fji,1993
126.0,fji,1994
126.1,fji,1995
126.3,fji,1996
126.4,fji,1997
126.6,fji,1998
126.7,fji,1999
126.8,fji,2000
126.9,fji,2001
127.1,fji,2002
127.2,fji,2003
127.3,fji,2004
127.4,fji,2005
127.4,fji,2006
127.4,fji,2007
127.5,fji,2008
138.4,fin,1980
137.9,fin,1981
137.4,fin,1982
136.9,fin,1983
136.4,fin,1984
135.9,fin,1985
135.5,fin,1986
135.1,fin,1987
134.7,fin,1988
134.4,fin,1989
134.1,fin,1990
133.7,fin,1991
133.3,fin,1992
132.9,fin,1993
132.4,fin,1994
131.9,fin,1995
131.4,fin,1996
130.9,fin,1997
130.4,fin,1998
129.9,fin,1999
129.5,fin,2000
129.1,fin,2001
128.7,fin,2002
128.3,fin,2003
128.0,fin,2004
127.6,fin,2005
127.3,fin,2006
126.9,fin,2007
126.6,fin,2008
132.1,fra,1980
131.6,fra,1981
131.1,fra,1982
130.6,fra,1983
130.2,fra,1984
129.7,fra,1985
129.3,fra,1986
128.9,fra,1987
128.6,fra,1988
128.2,fra,1989
127.9,fra,1990
127.6,fra,1991
127.3,fra,1992
126.9,fra,1993
126.6,fra,1994
126.2,fra,1995
125.8,fra,1996
125.3,fra,1997
124.8,fra,1998
124.3,fra,1999
123.8,fra,2000
123.3,fra,2001
122.8,fra,2002
122.3,fra,2003
121.9,fra,2004
121.4,fra,2005
120.9,fra,2006
120.5,fra,2007
120.0,fra,2008
128.7,pyf,1980
128.4,pyf,1981
128.2,pyf,1982
128.0,pyf,1983
127.7,pyf,1984
127.5,pyf,1985
127.4,pyf,1986
127.3,pyf,1987
127.1,pyf,1988
126.9,pyf,1989
126.7,pyf,1990
126.6,pyf,1991
126.4,pyf,1992
126.2,pyf,1993
126.0,pyf,1994
125.8,pyf,1995
125.6,pyf,1996
125.5,pyf,1997
125.3,pyf,1998
125.2,pyf,1999
125.1,pyf,2000
124.9,pyf,2001
124.8,pyf,2002
124.6,pyf,2003
124.5,pyf,2004
124.3,pyf,2005
124.2,pyf,2006
124.1,pyf,2007
123.9,pyf,2008
138.8,gab,1980
138.5,gab,1981
138.1,gab,1982
137.9,gab,1983
137.6,gab,1984
137.3,gab,1985
137.0,gab,1986
136.7,gab,1987
136.4,gab,1988
136.2,gab,1989
136.0,gab,1990
135.8,gab,1991
135.6,gab,1992
135.3,gab,1993
135.0,gab,1994
134.6,gab,1995
134.3,gab,1996
134.0,gab,1997
133.7,gab,1998
133.3,gab,1999
133.0,gab,2000
132.6,gab,2001
132.3,gab,2002
132.0,gab,2003
131.6,gab,2004
131.3,gab,2005
131.0,gab,2006
130.7,gab,2007
130.4,gab,2008
126.4,gmb,1980
126.6,gmb,1981
126.8,gmb,1982
126.9,gmb,1983
127.0,gmb,1984
127.1,gmb,1985
127.3,gmb,1986
127.4,gmb,1987
127.6,gmb,1988
127.8,gmb,1989
128.0,gmb,1990
128.2,gmb,1991
128.3,gmb,1992
128.5,gmb,1993
128.7,gmb,1994
128.8,gmb,1995
128.9,gmb,1996
129.0,gmb,1997
129.1,gmb,1998
129.2,gmb,1999
129.3,gmb,2000
129.5,gmb,2001
129.6,gmb,2002
129.7,gmb,2003
129.8,gmb,2004
130.0,gmb,2005
130.0,gmb,2006
130.1,gmb,2007
130.2,gmb,2008
135.1,geo,1980
135.1,geo,1981
135.0,geo,1982
134.9,geo,1983
134.7,geo,1984
134.6,geo,1985
134.5,geo,1986
134.4,geo,1987
134.3,geo,1988
134.1,geo,1989
134.0,geo,1990
133.8,geo,1991
133.4,geo,1992
132.9,geo,1993
132.5,geo,1994
132.1,geo,1995
131.8,geo,1996
131.6,geo,1997
131.4,geo,1998
131.3,geo,1999
131.2,geo,2000
131.1,geo,2001
131.0,geo,2002
130.9,geo,2003
130.8,geo,2004
130.8,geo,2005
130.7,geo,2006
130.6,geo,2007
130.6,geo,2008
135.3,deu,1980
135.0,deu,1981
134.6,deu,1982
134.2,deu,1983
133.9,deu,1984
133.5,deu,1985
133.3,deu,1986
133.0,deu,1987
132.8,deu,1988
132.6,deu,1989
132.5,deu,1990
132.3,deu,1991
132.1,deu,1992
131.9,deu,1993
131.6,deu,1994
131.3,deu,1995
130.9,deu,1996
130.5,deu,1997
130.0,deu,1998
129.5,deu,1999
129.1,deu,2000
128.5,deu,2001
128.0,deu,2002
127.5,deu,2003
126.9,deu,2004
126.4,deu,2005
125.9,deu,2006
125.4,deu,2007
124.9,deu,2008
125.7,gha,1980
125.8,gha,1981
125.9,gha,1982
125.9,gha,1983
126.1,gha,1984
126.4,gha,1985
126.6,gha,1986
126.9,gha,1987
127.2,gha,1988
127.5,gha,1989
127.6,gha,1990
127.8,gha,1991
128.0,gha,1992
128.2,gha,1993
128.4,gha,1994
128.6,gha,1995
128.8,gha,1996
128.9,gha,1997
129.0,gha,1998
129.0,gha,1999
129.0,gha,2000
129.0,gha,2001
128.9,gha,2002
128.8,gha,2003
128.7,gha,2004
128.6,gha,2005
128.5,gha,2006
128.4,gha,2007
128.3,gha,2008
131.7,grc,1980
131.3,grc,1981
130.9,grc,1982
130.4,grc,1983
130.0,grc,1984
129.5,grc,1985
129.1,grc,1986
128.7,grc,1987
128.4,grc,1988
128.2,grc,1989
127.9,grc,1990
127.6,grc,1991
127.4,grc,1992
127.1,grc,1993
126.9,grc,1994
126.5,grc,1995
126.2,grc,1996
125.8,grc,1997
125.5,grc,1998
125.2,grc,1999
124.8,grc,2000
124.6,grc,2001
124.4,grc,2002
124.1,grc,2003
123.9,grc,2004
123.7,grc,2005
123.4,grc,2006
123.2,grc,2007
122.9,grc,2008
137.3,grl,1980
136.8,grl,1981
136.2,grl,1982
135.6,grl,1983
135.0,grl,1984
134.4,grl,1985
133.8,grl,1986
133.4,grl,1987
132.9,grl,1988
132.5,grl,1989
132.0,grl,1990
131.6,grl,1991
131.1,grl,1992
130.6,grl,1993
130.2,grl,1994
129.7,grl,1995
129.2,grl,1996
128.8,grl,1997
128.3,grl,1998
127.9,grl,1999
127.5,grl,2000
127.1,grl,2001
126.8,grl,2002
126.5,grl,2003
126.2,grl,2004
125.9,grl,2005
125.6,grl,2006
125.3,grl,2007
125.0,grl,2008
125.1,grd,1980
125.1,grd,1981
125.1,grd,1982
125.0,grd,1983
125.0,grd,1984
125.0,grd,1985
124.9,grd,1986
124.9,grd,1987
124.9,grd,1988
125.0,grd,1989
125.0,grd,1990
125.0,grd,1991
125.0,grd,1992
125.0,grd,1993
125.0,grd,1994
125.0,grd,1995
125.0,grd,1996
125.0,grd,1997
125.0,grd,1998
125.0,grd,1999
125.0,grd,2000
125.0,grd,2001
125.1,grd,2002
125.2,grd,2003
125.2,grd,2004
125.3,grd,2005
125.4,grd,2006
125.5,grd,2007
125.6,grd,2008
123.0,gtm,1980
122.9,gtm,1981
122.8,gtm,1982
122.6,gtm,1983
122.4,gtm,1984
122.2,gtm,1985
122.0,gtm,1986
121.8,gtm,1987
121.7,gtm,1988
121.5,gtm,1989
121.4,gtm,1990
121.3,gtm,1991
121.1,gtm,1992
121.0,gtm,1993
120.9,gtm,1994
120.8,gtm,1995
120.6,gtm,1996
120.5,gtm,1997
120.4,gtm,1998
120.4,gtm,1999
120.4,gtm,2000
120.4,gtm,2001
120.4,gtm,2002
120.4,gtm,2003
120.5,gtm,2004
120.6,gtm,2005
120.7,gtm,2006
120.8,gtm,2007
121.0,gtm,2008
128.7,gin,1980
128.8,gin,1981
129.0,gin,1982
129.0,gin,1983
129.1,gin,1984
129.2,gin,1985
129.3,gin,1986
129.4,gin,1987
129.5,gin,1988
129.7,gin,1989
129.8,gin,1990
129.9,gin,1991
130.1,gin,1992
130.2,gin,1993
130.3,gin,1994
130.4,gin,1995
130.6,gin,1996
130.7,gin,1997
130.8,gin,1998
130.9,gin,1999
131.0,gin,2000
131.1,gin,2001
131.3,gin,2002
131.4,gin,2003
131.6,gin,2004
131.8,gin,2005
131.9,gin,2006
132.1,gin,2007
132.3,gin,2008
125.9,gnb,1980
126.0,gnb,1981
126.2,gnb,1982
126.4,gnb,1983
126.6,gnb,1984
126.9,gnb,1985
127.2,gnb,1986
127.5,gnb,1987
127.7,gnb,1988
128.0,gnb,1989
128.3,gnb,1990
128.5,gnb,1991
128.7,gnb,1992
128.8,gnb,1993
128.9,gnb,1994
129.0,gnb,1995
129.1,gnb,1996
129.2,gnb,1997
129.3,gnb,1998
129.3,gnb,1999
129.4,gnb,2000
129.5,gnb,2001
129.6,gnb,2002
129.8,gnb,2003
129.9,gnb,2004
130.1,gnb,2005
130.3,gnb,2006
130.5,gnb,2007
130.8,gnb,2008
122.5,guy,1980
122.4,guy,1981
122.4,guy,1982
122.3,guy,1983
122.3,guy,1984
122.3,guy,1985
122.3,guy,1986
122.3,guy,1987
122.4,guy,1988
122.4,guy,1989
122.4,guy,1990
122.5,guy,1991
122.5,guy,1992
122.6,guy,1993
122.8,guy,1994
122.9,guy,1995
123.0,guy,1996
123.2,guy,1997
123.3,guy,1998
123.4,guy,1999
123.6,guy,2000
123.9,guy,2001
124.0,guy,2002
124.2,guy,2003
124.3,guy,2004
124.6,guy,2005
124.8,guy,2006
125.0,guy,2007
125.2,guy,2008
123.5,hti,1980
123.6,hti,1981
123.7,hti,1982
123.7,hti,1983
123.8,hti,1984
123.8,hti,1985
123.8,hti,1986
123.8,hti,1987
123.8,hti,1988
123.8,hti,1989
123.9,hti,1990
123.9,hti,1991
123.9,hti,1992
123.9,hti,1993
123.8,hti,1994
123.8,hti,1995
123.8,hti,1996
123.8,hti,1997
123.9,hti,1998
124.0,hti,1999
124.1,hti,2000
124.2,hti,2001
124.3,hti,2002
124.5,hti,2003
124.6,hti,2004
124.8,hti,2005
124.9,hti,2006
125.2,hti,2007
125.3,hti,2008
123.2,hnd,1980
123.2,hnd,1981
123.2,hnd,1982
123.1,hnd,1983
123.0,hnd,1984
123.0,hnd,1985
122.9,hnd,1986
122.8,hnd,1987
122.8,hnd,1988
122.7,hnd,1989
122.7,hnd,1990
122.6,hnd,1991
122.5,hnd,1992
122.5,hnd,1993
122.4,hnd,1994
122.3,hnd,1995
122.3,hnd,1996
122.2,hnd,1997
122.2,hnd,1998
122.2,hnd,1999
122.1,hnd,2000
122.1,hnd,2001
122.2,hnd,2002
122.3,hnd,2003
122.4,hnd,2004
122.5,hnd,2005
122.7,hnd,2006
122.8,hnd,2007
123.0,hnd,2008
131.1,hkg,1980
130.6,hkg,1981
130.0,hkg,1982
129.5,hkg,1983
128.9,hkg,1984
128.3,hkg,1985
127.8,hkg,1986
127.3,hkg,1987
126.8,hkg,1988
126.3,hkg,1989
125.8,hkg,1990
125.3,hkg,1991
124.8,hkg,1992
124.3,hkg,1993
123.8,hkg,1994
123.3,hkg,1995
122.9,hkg,1996
122.4,hkg,1997
122.0,hkg,1998
121.6,hkg,1999
121.3,hkg,2000
121.0,hkg,2001
120.7,hkg,2002
120.5,hkg,2003
120.2,hkg,2004
120.0,hkg,2005
119.8,hkg,2006
119.6,hkg,2007
119.3,hkg,2008
135.2,hun,1980
135.1,hun,1981
134.9,hun,1982
134.7,hun,1983
134.4,hun,1984
134.2,hun,1985
134.0,hun,1986
133.7,hun,1987
133.5,hun,1988
133.2,hun,1989
132.9,hun,1990
132.5,hun,1991
132.2,hun,1992
131.9,hun,1993
131.6,hun,1994
131.3,hun,1995
131.0,hun,1996
130.8,hun,1997
130.6,hun,1998
130.3,hun,1999
130.2,hun,2000
130.0,hun,2001
129.8,hun,2002
129.6,hun,2003
129.5,hun,2004
129.2,hun,2005
129.1,hun,2006
128.9,hun,2007
128.7,hun,2008
131.4,isl,1980
130.6,isl,1981
129.9,isl,1982
129.1,isl,1983
128.3,isl,1984
127.6,isl,1985
127.0,isl,1986
126.5,isl,1987
126.0,isl,1988
125.7,isl,1989
125.3,isl,1990
124.9,isl,1991
124.5,isl,1992
124.2,isl,1993
123.8,isl,1994
123.4,isl,1995
123.0,isl,1996
122.6,isl,1997
122.2,isl,1998
121.8,isl,1999
121.4,isl,2000
121.1,isl,2001
120.7,isl,2002
120.3,isl,2003
120.0,isl,2004
119.7,isl,2005
119.3,isl,2006
119.0,isl,2007
118.7,isl,2008
120.9,ind,1980
121.2,ind,1981
121.5,ind,1982
121.8,ind,1983
122.2,ind,1984
122.5,ind,1985
122.8,ind,1986
123.1,ind,1987
123.4,ind,1988
123.7,ind,1989
123.9,ind,1990
124.1,ind,1991
124.3,ind,1992
124.4,ind,1993
124.5,ind,1994
124.5,ind,1995
124.6,ind,1996
124.6,ind,1997
124.6,ind,1998
124.5,ind,1999
124.5,ind,2000
124.4,ind,2001
124.3,ind,2002
124.2,ind,2003
124.0,ind,2004
123.8,ind,2005
123.6,ind,2006
123.4,ind,2007
123.1,ind,2008
122.5,idn,1980
122.7,idn,1981
122.9,idn,1982
123.1,idn,1983
123.3,idn,1984
123.5,idn,1985
123.7,idn,1986
124.0,idn,1987
124.2,idn,1988
124.4,idn,1989
124.7,idn,1990
124.9,idn,1991
125.2,idn,1992
125.4,idn,1993
125.6,idn,1994
125.9,idn,1995
126.0,idn,1996
126.2,idn,1997
126.3,idn,1998
126.3,idn,1999
126.4,idn,2000
126.4,idn,2001
126.5,idn,2002
126.5,idn,2003
126.5,idn,2004
126.5,idn,2005
126.5,idn,2006
126.5,idn,2007
126.4,idn,2008
128.0,irn,1980
127.8,irn,1981
127.6,irn,1982
127.4,irn,1983
127.3,irn,1984
127.1,irn,1985
126.9,irn,1986
126.7,irn,1987
126.5,irn,1988
126.3,irn,1989
126.2,irn,1990
126.1,irn,1991
126.0,irn,1992
125.9,irn,1993
125.9,irn,1994
125.8,irn,1995
125.8,irn,1996
125.8,irn,1997
125.7,irn,1998
125.7,irn,1999
125.6,irn,2000
125.6,irn,2001
125.5,irn,2002
125.5,irn,2003
125.4,irn,2004
125.4,irn,2005
125.3,irn,2006
125.3,irn,2007
125.2,irn,2008
130.4,irq,1980
130.3,irq,1981
130.2,irq,1982
130.0,irq,1983
129.9,irq,1984
129.6,irq,1985
129.4,irq,1986
129.2,irq,1987
129.0,irq,1988
128.8,irq,1989
128.5,irq,1990
128.0,irq,1991
127.6,irq,1992
127.3,irq,1993
127.1,irq,1994
126.8,irq,1995
126.6,irq,1996
126.4,irq,1997
126.4,irq,1998
126.3,irq,1999
126.3,irq,2000
126.3,irq,2001
126.3,irq,2002
126.2,irq,2003
126.1,irq,2004
126.1,irq,2005
126.0,irq,2006
126.0,irq,2007
126.0,irq,2008
130.4,irl,1980
130.2,irl,1981
129.9,irl,1982
129.6,irl,1983
129.3,irl,1984
129.0,irl,1985
128.8,irl,1986
128.6,irl,1987
128.5,irl,1988
128.4,irl,1989
128.4,irl,1990
128.3,irl,1991
128.2,irl,1992
128.0,irl,1993
127.9,irl,1994
127.7,irl,1995
127.6,irl,1996
127.3,irl,1997
127.0,irl,1998
126.8,irl,1999
126.6,irl,2000
126.3,irl,2001
126.1,irl,2002
125.9,irl,2003
125.7,irl,2004
125.4,irl,2005
125.2,irl,2006
125.0,irl,2007
124.8,irl,2008
130.4,isr,1980
130.1,isr,1981
129.8,isr,1982
129.5,isr,1983
129.2,isr,1984
128.9,isr,1985
128.6,isr,1986
128.5,isr,1987
128.3,isr,1988
128.1,isr,1989
127.9,isr,1990
127.7,isr,1991
127.5,isr,1992
127.2,isr,1993
126.9,isr,1994
126.5,isr,1995
126.2,isr,1996
125.9,isr,1997
125.4,isr,1998
125.0,isr,1999
124.5,isr,2000
124.1,isr,2001
123.6,isr,2002
123.2,isr,2003
122.7,isr,2004
122.3,isr,2005
121.9,isr,2006
121.5,isr,2007
121.1,isr,2008
135.4,ita,1980
134.9,ita,1981
134.3,ita,1982
133.7,ita,1983
133.1,ita,1984
132.5,ita,1985
132.0,ita,1986
131.6,ita,1987
131.3,ita,1988
130.9,ita,1989
130.6,ita,1990
130.2,ita,1991
129.9,ita,1992
129.5,ita,1993
129.1,ita,1994
128.7,ita,1995
128.2,ita,1996
127.7,ita,1997
127.2,ita,1998
126.7,ita,1999
126.3,ita,2000
125.9,ita,2001
125.5,ita,2002
125.2,ita,2003
124.9,ita,2004
124.6,ita,2005
124.3,ita,2006
124.0,ita,2007
123.7,ita,2008
127.0,jam,1980
126.8,jam,1981
126.7,jam,1982
126.6,jam,1983
126.5,jam,1984
126.4,jam,1985
126.2,jam,1986
126.1,jam,1987
126.0,jam,1988
125.9,jam,1989
125.8,jam,1990
125.7,jam,1991
125.6,jam,1992
125.5,jam,1993
125.5,jam,1994
125.4,jam,1995
125.3,jam,1996
125.2,jam,1997
125.1,jam,1998
125.0,jam,1999
124.9,jam,2000
124.9,jam,2001
124.9,jam,2002
124.9,jam,2003
125.0,jam,2004
125.1,jam,2005
125.2,jam,2006
125.3,jam,2007
125.4,jam,2008
131.2,jpn,1980
130.7,jpn,1981
130.3,jpn,1982
129.8,jpn,1983
129.3,jpn,1984
128.9,jpn,1985
128.5,jpn,1986
128.3,jpn,1987
128.0,jpn,1988
127.8,jpn,1989
127.7,jpn,1990
127.5,jpn,1991
127.3,jpn,1992
127.0,jpn,1993
126.8,jpn,1994
126.4,jpn,1995
126.1,jpn,1996
125.7,jpn,1997
125.3,jpn,1998
125.0,jpn,1999
124.6,jpn,2000
124.3,jpn,2001
124.0,jpn,2002
123.7,jpn,2003
123.3,jpn,2004
123.0,jpn,2005
122.7,jpn,2006
122.3,jpn,2007
122.0,jpn,2008
126.0,jor,1980
126.0,jor,1981
126.1,jor,1982
126.2,jor,1983
126.2,jor,1984
126.2,jor,1985
126.2,jor,1986
126.2,jor,1987
126.2,jor,1988
126.0,jor,1989
125.9,jor,1990
125.7,jor,1991
125.5,jor,1992
125.3,jor,1993
125.1,jor,1994
124.9,jor,1995
124.6,jor,1996
124.4,jor,1997
124.1,jor,1998
123.9,jor,1999
123.6,jor,2000
123.4,jor,2001
123.2,jor,2002
122.9,jor,2003
122.6,jor,2004
122.3,jor,2005
122.1,jor,2006
121.7,jor,2007
121.4,jor,2008
134.3,kaz,1980
134.1,kaz,1981
134.0,kaz,1982
133.8,kaz,1983
133.7,kaz,1984
133.5,kaz,1985
133.3,kaz,1986
133.1,kaz,1987
132.9,kaz,1988
132.7,kaz,1989
132.4,kaz,1990
132.1,kaz,1991
131.7,kaz,1992
131.4,kaz,1993
131.0,kaz,1994
130.6,kaz,1995
130.3,kaz,1996
130.0,kaz,1997
129.7,kaz,1998
129.5,kaz,1999
129.4,kaz,2000
129.3,kaz,2001
129.3,kaz,2002
129.2,kaz,2003
129.2,kaz,2004
129.1,kaz,2005
129.1,kaz,2006
129.0,kaz,2007
128.9,kaz,2008
123.7,ken,1980
123.8,ken,1981
123.8,ken,1982
123.9,ken,1983
123.9,ken,1984
124.0,ken,1985
124.1,ken,1986
124.3,ken,1987
124.4,ken,1988
124.7,ken,1989
124.9,ken,1990
125.1,ken,1991
125.3,ken,1992
125.5,ken,1993
125.7,ken,1994
126.0,ken,1995
126.2,ken,1996
126.5,ken,1997
126.7,ken,1998
127.0,ken,1999
127.3,ken,2000
127.6,ken,2001
127.9,ken,2002
128.1,ken,2003
128.5,ken,2004
128.8,ken,2005
129.2,ken,2006
129.6,ken,2007
129.9,ken,2008
120.4,kir,1980
120.0,kir,1981
119.8,kir,1982
119.6,kir,1983
119.4,kir,1984
119.2,kir,1985
119.1,kir,1986
119.1,kir,1987
119.1,kir,1988
119.1,kir,1989
119.2,kir,1990
119.3,kir,1991
119.4,kir,1992
119.5,kir,1993
119.7,kir,1994
119.8,kir,1995
120.0,kir,1996
120.2,kir,1997
120.4,kir,1998
120.6,kir,1999
120.8,kir,2000
121.0,kir,2001
121.1,kir,2002
121.3,kir,2003
121.4,kir,2004
121.6,kir,2005
121.7,kir,2006
121.8,kir,2007
122.0,kir,2008
126.1,prk,1980
125.8,prk,1981
125.5,prk,1982
125.1,prk,1983
124.8,prk,1984
124.5,prk,1985
124.2,prk,1986
124.0,prk,1987
123.8,prk,1988
123.5,prk,1989
123.4,prk,1990
123.2,prk,1991
123.0,prk,1992
122.7,prk,1993
