blood_pressure_sbp_women_mmhg,geo,time
129.9,ben,2005
130.0,ben,2006
130.2,ben,2007
130.3,ben,2008
136.1,bmu,1980
135.6,bmu,1981
135.1,bmu,1982
134.6,bmu,1983
134.1,bmu,1984
133.6,bmu,1985
133.2,bmu,1986
132.7,bmu,1987
132.3,bmu,1988
131.9,bmu,1989
131.4,bmu,1990
131.0,bmu,1991
130.6,bmu,1992
130.2,bmu,1993
129.8,bmu,1994
129.5,bmu,1995
