alternative_gdp_per_capita_ppp_wb,geo,time
1303.0,ken,1997
1312.0,ken,1998
1309.0,ken,1999
1283.0,ken,2000
1298.0,ken,2001
1271.0,ken,2002
1274.0,ken,2003
1305.0,ken,2004
1346.0,ken,2005
1395.0,ken,2006
1455.0,ken,2007
1440.0,ken,2008
1441.0,ken,2009
1481.0,ken,2010
1507.0,ken,2011
2088.0,kir,1980
1973.0,kir,1981
2060.0,kir,1982
2194.0,kir,1983
2118.0,kir,1984
1976.0,kir,1985
1963.0,kir,1986
1862.0,kir,1987
2155.0,kir,1988
1930.0,kir,1989
1943.0,kir,1990
1826.0,kir,1991
1856.0,kir,1992
1881.0,kir,1993
1948.0,kir,1994
1898.0,kir,1995
1982.0,kir,1996
2057.0,kir,1997
2244.0,kir,1998
2236.0,kir,1999
2355.0,kir,2000
2242.0,kir,2001
2337.0,kir,2002
2397.0,kir,2003
2376.0,kir,2004
2342.0,kir,2005
2347.0,kir,2006
2319.0,kir,2007
2258.0,kir,2008
2209.0,kir,2009
2214.0,kir,2010
2220.0,kir,2011
5544.0,kor,1980
5794.0,kor,1981
6123.0,kor,1982
6684.0,kor,1983
7137.0,kor,1984
7547.0,kor,1985
8272.0,kor,1986
9104.0,kor,1987
9977.0,kor,1988
10550.0,kor,1989
11380.0,kor,1990
12340.0,kor,1991
12940.0,kor,1992
13620.0,kor,1993
14650.0,kor,1994
15760.0,kor,1995
16700.0,kor,1996
17320.0,kor,1997
16010.0,kor,1998
17410.0,kor,1999
18730.0,kor,2000
19330.0,kor,2001
20600.0,kor,2002
21070.0,kor,2003
21960.0,kor,2004
22780.0,kor,2005
23850.0,kor,2006
24950.0,kor,2007
25340.0,kor,2008
25300.0,kor,2009
26770.0,kor,2010
27540.0,kor,2011
39980.0,kwt,1980
30830.0,kwt,1981
25820.0,kwt,1982
27240.0,kwt,1983
27360.0,kwt,1984
24960.0,kwt,1985
25720.0,kwt,1986
26350.0,kwt,1987
22640.0,kwt,1988
27750.0,kwt,1989
41620.0,kwt,1995
41860.0,kwt,1996
41600.0,kwt,1997
41050.0,kwt,1998
38290.0,kwt,1999
38360.0,kwt,2000
37320.0,kwt,2001
37320.0,kwt,2002
42610.0,kwt,2003
45610.0,kwt,2004
48780.0,kwt,2005
49410.0,kwt,2006
49540.0,kwt,2007
49950.0,kwt,2008
45630.0,kwt,2009
45620.0,kwt,2010
47940.0,kwt,2011
2145.0,kgz,1986
2174.0,kgz,1987
2418.0,kgz,1988
2434.0,kgz,1989
2523.0,kgz,1990
2288.0,kgz,1991
1947.0,kgz,1992
1646.0,kgz,1993
1316.0,kgz,1994
1232.0,kgz,1995
1300.0,kgz,1996
1408.0,kgz,1997
1416.0,kgz,1998
1446.0,kgz,1999
1507.0,kgz,2000
1572.0,kgz,2001
1557.0,kgz,2002
1649.0,kgz,2003
1744.0,kgz,2004
1721.0,kgz,2005
1756.0,kgz,2006
1888.0,kgz,2007
2027.0,kgz,2008
2060.0,kgz,2009
2008.0,kgz,2010
2126.0,kgz,2011
859.5,lao,1984
879.0,lao,1985
897.2,lao,1986
860.3,lao,1987
819.8,lao,1988
910.1,lao,1989
944.1,lao,1990
957.3,lao,1991
982.7,lao,1992
1013.0,lao,1993
1067.0,lao,1994
1114.0,lao,1995
1164.0,lao,1996
1217.0,lao,1997
1240.0,lao,1998
1305.0,lao,1999
1355.0,lao,2000
1409.0,lao,2001
1469.0,lao,2002
1534.0,lao,2003
1607.0,lao,2004
1695.0,lao,2005
1814.0,lao,2006
1922.0,lao,2007
2041.0,lao,2008
2162.0,lao,2009
2313.0,lao,2010
2464.0,lao,2011
8272.0,lva,1980
8595.0,lva,1981
8757.0,lva,1982
9160.0,lva,1983
9626.0,lva,1984
9528.0,lva,1985
9896.0,lva,1986
10020.0,lva,1987
10430.0,lva,1988
10970.0,lva,1989
10110.0,lva,1990
8877.0,lva,1991
6110.0,lva,1992
5921.0,lva,1993
6153.0,lva,1994
6182.0,lva,1995
6489.0,lva,1996
7097.0,lva,1997
7502.0,lva,1998
7919.0,lva,1999
8529.0,lva,2000
9286.0,lva,2001
9956.0,lva,2002
10730.0,lva,2003
11730.0,lva,2004
13040.0,lva,2005
14720.0,lva,2006
16270.0,lva,2007
15650.0,lva,2008
12900.0,lva,2009
12950.0,lva,2010
13770.0,lva,2011
8052.0,lbn,1988
4605.0,lbn,1989
5737.0,lbn,1990
7725.0,lbn,1991
7802.0,lbn,1992
8043.0,lbn,1993
8389.0,lbn,1994
8684.0,lbn,1995
8934.0,lbn,1996
8588.0,lbn,1997
8782.0,lbn,1998
8634.0,lbn,1999
8628.0,lbn,2000
8826.0,lbn,2001
8969.0,lbn,2002
9102.0,lbn,2003
9630.0,lbn,2004
9595.0,lbn,2005
9547.0,lbn,2006
10170.0,lbn,2007
11030.0,lbn,2008
11880.0,lbn,2009
12620.0,lbn,2010
12900.0,lbn,2011
833.2,lso,1980
816.9,lso,1981
815.8,lso,1982
769.6,lso,1983
829.0,lso,1984
850.5,lso,1985
837.1,lso,1986
761.8,lso,1987
813.5,lso,1988
852.9,lso,1989
891.6,lso,1990
896.2,lso,1991
945.1,lso,1992
959.0,lso,1993
995.1,lso,1994
994.2,lso,1995
1021.0,lso,1996
1036.0,lso,1997
1072.0,lso,1998
1057.0,lso,1999
1100.0,lso,2000
1132.0,lso,2001
1132.0,lso,2002
1170.0,lso,2003
1186.0,lso,2004
1207.0,lso,2005
1247.0,lso,2006
1293.0,lso,2007
1349.0,lso,2008
1374.0,lso,2009
1436.0,lso,2010
1504.0,lso,2011
1263.0,lbr,1980
1195.0,lbr,1981
1126.0,lbr,1982
1070.0,lbr,1983
1022.0,lbr,1984
998.4,lbr,1985
977.3,lbr,1986
971.3,lbr,1987
961.4,lbr,1988
715.0,lbr,1989
355.4,lbr,1990
310.1,lbr,1991
204.9,lbr,1992
138.9,lbr,1993
108.2,lbr,1994
100.9,lbr,1995
107.5,lbr,1996
207.0,lbr,1997
249.5,lbr,1998
287.4,lbr,1999
343.9,lbr,2000
406.8,lbr,2001
526.3,lbr,2002
348.7,lbr,2003
325.0,lbr,2004
345.8,lbr,2005
364.5,lbr,2006
401.9,lbr,2007
422.2,lbr,2008
455.3,lbr,2009
482.3,lbr,2010
506.1,lbr,2011
12400.0,lby,1999
12620.0,lby,2000
11850.0,lby,2001
11480.0,lby,2002
12720.0,lby,2003
13020.0,lby,2004
14020.0,lby,2005
14530.0,lby,2006
15070.0,lby,2007
15320.0,lby,2008
15360.0,lby,2009
12500.0,ltu,1990
11770.0,ltu,1991
9278.0,ltu,1992
7809.0,ltu,1993
7096.0,ltu,1994
7386.0,ltu,1995
7828.0,ltu,1996
8475.0,ltu,1997
9188.0,ltu,1998
9154.0,ltu,1999
9518.0,ltu,2000
10210.0,ltu,2001
10950.0,ltu,2002
12130.0,ltu,2003
13090.0,ltu,2004
14200.0,ltu,2005
15400.0,ltu,2006
17010.0,ltu,2007
17600.0,ltu,2008
15090.0,ltu,2009
15530.0,ltu,2010
16880.0,ltu,2011
27610.0,lux,1980
27380.0,lux,1981
27660.0,lux,1982
28480.0,lux,1983
30210.0,lux,1984
31000.0,lux,1985
33940.0,lux,1986
35050.0,lux,1987
37740.0,lux,1988
41040.0,lux,1989
42690.0,lux,1990
45760.0,lux,1991
45980.0,lux,1992
47270.0,lux,1993
48410.0,lux,1994
48420.0,lux,1995
48490.0,lux,1996
50730.0,lux,1997
53350.0,lux,1998
57070.0,lux,1999
61060.0,lux,2000
61860.0,lux,2001
63730.0,lux,2002
63930.0,lux,2003
65800.0,lux,2004
68320.0,lux,2005
70580.0,lux,2006
74110.0,lux,2007
73350.0,lux,2008
68190.0,lux,2009
68750.0,lux,2010
68460.0,lux,2011
16960.0,mac,1982
17910.0,mac,1983
18610.0,mac,1984
17950.0,mac,1985
18350.0,mac,1986
20100.0,mac,1987
20810.0,mac,1988
21060.0,mac,1989
22040.0,mac,1990
22250.0,mac,1991
24650.0,mac,1992
25440.0,mac,1993
26070.0,mac,1994
26490.0,mac,1995
25970.0,mac,1996
25500.0,mac,1997
23960.0,mac,1998
23000.0,mac,1999
23890.0,mac,2000
24110.0,mac,2001
25720.0,mac,2002
28330.0,mac,2003
35130.0,mac,2004
37240.0,mac,2005
41580.0,mac,2006
46390.0,mac,2007
46760.0,mac,2008
46430.0,mac,2009
57630.0,mac,2010
68070.0,mac,2011
8523.0,mkd,1990
7941.0,mkd,1991
7376.0,mkd,1992
6789.0,mkd,1993
6637.0,mkd,1994
6531.0,mkd,1995
6576.0,mkd,1996
6638.0,mkd,1997
6830.0,mkd,1998
7095.0,mkd,1999
7388.0,mkd,2000
7030.0,mkd,2001
7068.0,mkd,2002
7247.0,mkd,2003
7563.0,mkd,2004
7872.0,mkd,2005
8248.0,mkd,2006
8735.0,mkd,2007
9147.0,mkd,2008
9044.0,mkd,2009
9187.0,mkd,2010
9451.0,mkd,2011
1289.0,mdg,1980
1134.0,mdg,1981
1086.0,mdg,1982
1068.0,mdg,1983
1059.0,mdg,1984
1044.0,mdg,1985
1036.0,mdg,1986
1019.0,mdg,1987
1024.0,mdg,1988
1035.0,mdg,1989
1037.0,mdg,1990
942.7,mdg,1991
925.7,mdg,1992
916.9,mdg,1993
888.5,mdg,1994
876.1,mdg,1995
867.3,mdg,1996
871.4,mdg,1997
877.5,mdg,1998
889.9,mdg,1999
903.6,mdg,2000
928.9,mdg,2001
786.7,mdg,2002
837.9,mdg,2003
855.7,mdg,2004
868.7,mdg,2005
885.5,mdg,2006
913.4,mdg,2007
950.1,mdg,2008
880.6,mdg,2009
868.9,mdg,2010
852.8,mdg,2011
688.5,mwi,1980
634.9,mwi,1981
635.1,mwi,1982
641.7,mwi,1983
654.2,mwi,1984
655.8,mwi,1985
620.8,mwi,1986
594.6,mwi,1987
578.7,mwi,1988
558.4,mwi,1989
569.4,mwi,1990
606.0,mwi,1991
555.9,mwi,1992
607.3,mwi,1993
542.3,mwi,1994
625.9,mwi,1995
659.2,mwi,1996
667.7,mwi,1997
674.5,mwi,1998
675.3,mwi,1999
667.2,mwi,2000
617.5,mwi,2001
611.9,mwi,2002
629.0,mwi,2003
646.1,mwi,2004
644.8,mwi,2005
674.9,mwi,2006
693.3,mwi,2007
728.8,mwi,2008
770.6,mwi,2009
795.5,mwi,2010
805.4,mwi,2011
4867.0,mys,1980
5078.0,mys,1981
5245.0,mys,1982
5430.0,mys,1983
5696.0,mys,1984
5478.0,mys,1985
5385.0,mys,1986
5512.0,mys,1987
5884.0,mys,1988
6234.0,mys,1989
6607.0,mys,1990
7045.0,mys,1991
7473.0,mys,1992
8005.0,mys,1993
8524.0,mys,1994
9129.0,mys,1995
9793.0,mys,1996
10250.0,mys,1997
9268.0,mys,1998
9602.0,mys,1999
10210.0,mys,2000
10030.0,mys,2001
10330.0,mys,2002
10690.0,mys,2003
11180.0,mys,2004
11540.0,mys,2005
12000.0,mys,2006
12550.0,mys,2007
12940.0,mys,2008
12530.0,mys,2009
13210.0,mys,2010
13670.0,mys,2011
3230.0,mdv,1995
3451.0,mdv,1996
3736.0,mdv,1997
4026.0,mdv,1998
4241.0,mdv,1999
4368.0,mdv,2000
4444.0,mdv,2001
4638.0,mdv,2002
5304.0,mdv,2003
5761.0,mdv,2004
5290.0,mdv,2005
6238.0,mdv,2006
6803.0,mdv,2007
7531.0,mdv,2008
7080.0,mdv,2009
7387.0,mdv,2010
7834.0,mdv,2011
750.1,mli,1980
702.5,mli,1981
656.0,mli,1982
673.2,mli,1983
688.8,mli,1984
599.7,mli,1985
639.9,mli,1986
627.4,mli,1987
627.6,mli,1988
690.3,mli,1989
665.1,mli,1990
661.4,mli,1991
699.6,mli,1992
667.2,mli,1993
655.6,mli,1994
677.9,mli,1995
681.1,mli,1996
707.6,mli,1997
729.8,mli,1998
757.1,mli,1999
758.9,mli,2000
825.5,mli,2001
833.8,mli,2002
868.5,mli,2003
860.3,mli,2004
884.6,mli,2005
902.9,mli,2006
913.0,mli,2007
929.5,mli,2008
942.1,mli,2009
966.9,mli,2010
963.5,mli,2011
10430.0,mlt,1980
10700.0,mlt,1981
10710.0,mlt,1982
10490.0,mlt,1983
10590.0,mlt,1984
10680.0,mlt,1985
10910.0,mlt,1986
11280.0,mlt,1987
12130.0,mlt,1988
12990.0,mlt,1989
13670.0,mlt,1990
14390.0,mlt,1991
14910.0,mlt,1992
15430.0,mlt,1993
16160.0,mlt,1994
17070.0,mlt,1995
17610.0,mlt,1996
18410.0,mlt,1997
19240.0,mlt,1998
20050.0,mlt,1999
21290.0,mlt,2000
20340.0,mlt,2001
20760.0,mlt,2002
20650.0,mlt,2003
20410.0,mlt,2004
21020.0,mlt,2005
21350.0,mlt,2006
22120.0,mlt,2007
22920.0,mlt,2008
22200.0,mlt,2009
22700.0,mlt,2010
23010.0,mlt,2011
1967.0,mrt,1980
1977.0,mrt,1981
1877.0,mrt,1982
1892.0,mrt,1983
1781.0,mrt,1984
1785.0,mrt,1985
1837.0,mrt,1986
1823.0,mrt,1987
1806.0,mrt,1988
1843.0,mrt,1989
1763.0,mrt,1990
1746.0,mrt,1991
1731.0,mrt,1992
1782.0,mrt,1993
1680.0,mrt,1994
1794.0,mrt,1995
1845.0,mrt,1996
1721.0,mrt,1997
1749.0,mrt,1998
1830.0,mrt,1999
1771.0,mrt,2000
1755.0,mrt,2001
1716.0,mrt,2002
1767.0,mrt,2003
1817.0,mrt,2004
1926.0,mrt,2005
2229.0,mrt,2006
2206.0,mrt,2007
2227.0,mrt,2008
2146.0,mrt,2009
2204.0,mrt,2010
2255.0,mrt,2011
3729.0,mus,1980
3895.0,mus,1981
4061.0,mus,1982
4036.0,mus,1983
4190.0,mus,1984
4452.0,mus,1985
4844.0,mus,1986
5233.0,mus,1987
5546.0,mus,1988
5749.0,mus,1989
6104.0,mus,1990
6307.0,mus,1991
6630.0,mus,1992
6884.0,mus,1993
7069.0,mus,1994
7309.0,mus,1995
7639.0,mus,1996
7973.0,mus,1997
8369.0,mus,1998
8479.0,mus,1999
9154.0,mus,2000
9288.0,mus,2001
9403.0,mus,2002
9646.0,mus,2003
10110.0,mus,2004
10160.0,mus,2005
10480.0,mus,2006
11030.0,mus,2007
11560.0,mus,2008
11850.0,mus,2009
12280.0,mus,2010
12740.0,mus,2011
10240.0,mex,1980
10890.0,mex,1981
10600.0,mex,1982
9958.0,mex,1983
10120.0,mex,1984
10180.0,mex,1985
9596.0,mex,1986
9575.0,mex,1987
9497.0,mex,1988
9697.0,mex,1989
9990.0,mex,1990
10220.0,mex,1991
10390.0,mex,1992
10410.0,mex,1993
10680.0,mex,1994
9846.0,mex,1995
10180.0,mex,1996
10690.0,mex,1997
11030.0,mex,1998
11280.0,mex,1999
11850.0,mex,2000
11670.0,mex,2001
11620.0,mex,2002
11630.0,mex,2003
11960.0,mex,2004
12190.0,mex,2005
12660.0,mex,2006
12910.0,mex,2007
12890.0,mex,2008
11940.0,mex,2009
12440.0,mex,2010
12780.0,mex,2011
2588.0,fsm,1986
2558.0,fsm,1987
2566.0,fsm,1988
2598.0,fsm,1989
2634.0,fsm,1990
2760.0,fsm,1991
2798.0,fsm,1992
2953.0,fsm,1993
2881.0,fsm,1994
3053.0,fsm,1995
2940.0,fsm,1996
2764.0,fsm,1997
2848.0,fsm,1998
2904.0,fsm,1999
3038.0,fsm,2000
3083.0,fsm,2001
3086.0,fsm,2002
3123.0,fsm,2003
3005.0,fsm,2004
3054.0,fsm,2005
3048.0,fsm,2006
2975.0,fsm,2007
2896.0,fsm,2008
2908.0,fsm,2009
2988.0,fsm,2010
3017.0,fsm,2011
3865.0,mda,1980
3802.0,mda,1981
4205.0,mda,1982
4343.0,mda,1983
4443.0,mda,1984
4168.0,mda,1985
4458.0,mda,1986
4474.0,mda,1987
4516.0,mda,1988
4715.0,mda,1989
4583.0,mda,1990
3839.0,mda,1991
2720.0,mda,1992
2690.0,mda,1993
1864.0,mda,1994
1848.0,mda,1995
1755.0,mda,1996
1787.0,mda,1997
1674.0,mda,1998
1620.0,mda,1999
1657.0,mda,2000
1762.0,mda,2001
1904.0,mda,2002
2036.0,mda,2003
2192.0,mda,2004
2362.0,mda,2005
2482.0,mda,2006
2564.0,mda,2007
2768.0,mda,2008
2606.0,mda,2009
2794.0,mda,2010
2975.0,mda,2011
1995.0,mng,1981
2108.0,mng,1982
2175.0,mng,1983
2245.0,mng,1984
2311.0,mng,1985
2457.0,mng,1986
2469.0,mng,1987
2524.0,mng,1988
2566.0,mng,1989
2435.0,mng,1990
2189.0,mng,1991
1964.0,mng,1992
1886.0,mng,1993
1912.0,mng,1994
2018.0,mng,1995
2046.0,mng,1996
2107.0,mng,1997
2158.0,mng,1998
2204.0,mng,1999
2208.0,mng,2000
2252.0,mng,2001
2335.0,mng,2002
2472.0,mng,2003
2703.0,mng,2004
2862.0,mng,2005
3062.0,mng,2006
3324.0,mng,2007
3562.0,mng,2008
3459.0,mng,2009
3620.0,mng,2010
4178.0,mng,2011
7139.0,mne,1997
7527.0,mne,1998
6858.0,mne,1999
7105.0,mne,2000
7210.0,mne,2001
7367.0,mne,2002
7564.0,mne,2003
7904.0,mne,2004
8238.0,mne,2005
8942.0,mne,2006
9885.0,mne,2007
10550.0,mne,2008
9926.0,mne,2009
10160.0,mne,2010
10400.0,mne,2011
2335.0,mar,1980
2210.0,mar,1981
2359.0,mar,1982
2284.0,mar,1983
2322.0,mar,1984
2408.0,mar,1985
2548.0,mar,1986
2428.0,mar,1987
2625.0,mar,1988
2633.0,mar,1989
2687.0,mar,1990
2820.0,mar,1991
2659.0,mar,1992
2589.0,mar,1993
2812.0,mar,1994
2587.0,mar,1995
2860.0,mar,1996
2757.0,mar,1997
2928.0,mar,1998
2905.0,mar,1999
2915.0,mar,2000
3097.0,mar,2001
3162.0,mar,2002
3323.0,mar,2003
3444.0,mar,2004
3508.0,mar,2005
3740.0,mar,2006
3802.0,mar,2007
3973.0,mar,2008
4119.0,mar,2009
4227.0,mar,2010
4373.0,mar,2011
434.8,moz,1980
445.7,moz,1981
405.5,moz,1982
334.9,moz,1983
308.3,moz,1984
308.2,moz,1985
300.0,moz,1986
344.6,moz,1987
373.6,moz,1988
396.7,moz,1989
395.6,moz,1990
405.4,moz,1991
372.6,moz,1992
390.3,moz,1993
401.7,moz,1994
399.0,moz,1995
416.0,moz,1996
446.3,moz,1997
482.1,moz,1998
508.3,moz,1999
500.7,moz,2000
545.5,moz,2001
577.9,moz,2002
596.5,moz,2003
626.9,moz,2004
669.5,moz,2005
694.4,moz,2006
727.2,moz,2007
758.7,moz,2008
788.3,moz,2009
822.7,moz,2010
861.3,moz,2011
4928.0,nam,1980
4868.0,nam,1981
4747.0,nam,1982
4554.0,nam,1983
4419.0,nam,1984
4298.0,nam,1985
4330.0,nam,1986
4295.0,nam,1987
4144.0,nam,1988
4045.0,nam,1989
3987.0,nam,1990
4165.0,nam,1991
4324.0,nam,1992
4114.0,nam,1993
4289.0,nam,1994
4337.0,nam,1995
4345.0,nam,1996
4396.0,nam,1997
4413.0,nam,1998
4443.0,nam,1999
4489.0,nam,2000
4447.0,nam,2001
4572.0,nam,2002
4683.0,nam,2003
5168.0,nam,2004
5205.0,nam,2005
5472.0,nam,2006
5658.0,nam,2007
5739.0,nam,2008
5608.0,nam,2009
5870.0,nam,2010
5986.0,nam,2011
566.5,npl,1980
599.4,npl,1981
607.5,npl,1982
575.6,npl,1983
616.6,npl,1984
639.2,npl,1985
652.7,npl,1986
648.3,npl,1987
681.8,npl,1988
694.5,npl,1989
709.3,npl,1990
736.2,npl,1991
747.7,npl,1992
757.5,npl,1993
799.6,npl,1994
807.0,npl,1995
829.1,npl,1996
849.7,npl,1997
854.1,npl,1998
870.5,npl,1999
902.7,npl,2000
924.0,npl,2001
904.1,npl,2002
918.9,npl,2003
941.2,npl,2004
953.8,npl,2005
966.4,npl,2006
980.3,npl,2007
1021.0,npl,2008
1048.0,npl,2009
1079.0,npl,2010
1102.0,npl,2011
22270.0,nld,1980
21950.0,nld,1981
21570.0,nld,1982
21940.0,nld,1983
22520.0,nld,1984
22990.0,nld,1985
23500.0,nld,1986
23810.0,nld,1987
24470.0,nld,1988
25400.0,nld,1989
26280.0,nld,1990
26710.0,nld,1991
26960.0,nld,1992
27110.0,nld,1993
27740.0,nld,1994
28460.0,nld,1995
29300.0,nld,1996
30390.0,nld,1997
31390.0,nld,1998
32650.0,nld,1999
33690.0,nld,2000
34080.0,nld,2001
33890.0,nld,2002
33840.0,nld,2003
34480.0,nld,2004
35100.0,nld,2005
36240.0,nld,2006
37580.0,nld,2007
38110.0,nld,2008
36570.0,nld,2009
37000.0,nld,2010
37250.0,nld,2011
17390.0,nzl,1980
17990.0,nzl,1981
17890.0,nzl,1982
18160.0,nzl,1983
18890.0,nzl,1984
18930.0,nzl,1985
19330.0,nzl,1986
19460.0,nzl,1987
19170.0,nzl,1988
19000.0,nzl,1989
18730.0,nzl,1990
18240.0,nzl,1991
18250.0,nzl,1992
19190.0,nzl,1993
19940.0,nzl,1994
20500.0,nzl,1995
20910.0,nzl,1996
21000.0,nzl,1997
20900.0,nzl,1998
21870.0,nzl,1999
22310.0,nzl,2000
22970.0,nzl,2001
23690.0,nzl,2002
24230.0,nzl,2003
24770.0,nzl,2004
25300.0,nzl,2005
25190.0,nzl,2006
25670.0,nzl,2007
25040.0,nzl,2008
24650.0,nzl,2009
24820.0,nzl,2010
2748.0,nic,1980
2816.0,nic,1981
2717.0,nic,1982
2768.0,nic,1983
2657.0,nic,1984
2488.0,nic,1985
2408.0,nic,1986
2340.0,nic,1987
2006.0,nic,1988
1931.0,nic,1989
1886.0,nic,1990
1839.0,nic,1991
1801.0,nic,1992
1751.0,nic,1993
1767.0,nic,1994
1831.0,nic,1995
1907.0,nic,1996
1945.0,nic,1997
1982.0,nic,1998
2086.0,nic,1999
2138.0,nic,2000
2169.0,nic,2001
2156.0,nic,2002
2181.0,nic,2003
2268.0,nic,2004
2336.0,nic,2005
2402.0,nic,2006
2458.0,nic,2007
2494.0,nic,2008
2425.0,nic,2009
2499.0,nic,2010
2579.0,nic,2011
941.0,ner,1980
920.5,ner,1981
909.8,ner,1982
843.0,ner,1983
682.2,ner,1984
714.8,ner,1985
739.4,ner,1986
719.5,ner,1987
747.5,ner,1988
732.7,ner,1989
701.7,ner,1990
697.0,ner,1991
630.9,ner,1992
619.3,ner,1993
622.8,ner,1994
617.7,ner,1995
617.2,ner,1996
612.5,ner,1997
653.1,ner,1998
627.1,ner,1999
597.1,ner,2000
617.7,ner,2001
614.6,ner,2002
625.1,ner,2003
604.4,ner,2004
609.8,ner,2005
622.9,ner,2006
621.6,ner,2007
652.1,ner,2008
623.7,ner,2009
650.2,ner,2010
642.1,ner,2011
1645.0,nga,1980
1391.0,nga,1981
1353.0,nga,1982
1250.0,nga,1983
1160.0,nga,1984
1241.0,nga,1985
1240.0,nga,1986
1200.0,nga,1987
1285.0,nga,1988
1343.0,nga,1989
1417.0,nga,1990
1448.0,nga,1991
1455.0,nga,1992
1452.0,nga,1993
1419.0,nga,1994
1420.0,nga,1995
1447.0,nga,1996
1452.0,nga,1997
1445.0,nga,1998
1427.0,nga,1999
1469.0,nga,2000
1479.0,nga,2001
1465.0,nga,2002
1577.0,nga,2003
1702.0,nga,2004
1750.0,nga,2005
1813.0,nga,2006
1882.0,nga,2007
1946.0,nga,2008
2030.0,nga,2009
2135.0,nga,2010
2221.0,nga,2011
26200.0,nor,1980
26520.0,nor,1981
26450.0,nor,1982
27390.0,nor,1983
28920.0,nor,1984
30380.0,nor,1985
31490.0,nor,1986
31900.0,nor,1987
31680.0,nor,1988
31860.0,nor,1989
32360.0,nor,1990
33210.0,nor,1991
34180.0,nor,1992
34920.0,nor,1993
36480.0,nor,1994
37810.0,nor,1995
39540.0,nor,1996
41440.0,nor,1997
42300.0,nor,1998
42870.0,nor,1999
43970.0,nor,2000
44620.0,nor,2001
45050.0,nor,2002
45230.0,nor,2003
46740.0,nor,2004
47630.0,nor,2005
48400.0,nor,2006
49180.0,nor,2007
48580.0,nor,2008
47170.0,nor,2009
46910.0,nor,2010
46980.0,nor,2011
9818.0,omn,1980
10860.0,omn,1981
11460.0,omn,1982
12670.0,omn,1983
14050.0,omn,1984
15280.0,omn,1985
14940.0,omn,1986
13880.0,omn,1987
14180.0,omn,1988
15260.0,omn,1989
14660.0,omn,1990
14920.0,omn,1991
15510.0,omn,1992
15800.0,omn,1993
15900.0,omn,1994
16320.0,omn,1995
16620.0,omn,1996
17560.0,omn,1997
18050.0,omn,1998
18060.0,omn,1999
18990.0,omn,2000
20280.0,omn,2001
20590.0,omn,2002
20360.0,omn,2003
20670.0,omn,2004
21050.0,omn,2005
21660.0,omn,2006
22500.0,omn,2007
24650.0,omn,2008
24230.0,omn,2009
24560.0,omn,2010
25330.0,omn,2011
1224.0,pak,1980
1277.0,pak,1981
1314.0,pak,1982
1356.0,pak,1983
1377.0,pak,1984
1432.0,pak,1985
1461.0,pak,1986
1505.0,pak,1987
1569.0,pak,1988
1597.0,pak,1989
1620.0,pak,1990
1656.0,pak,1991
1738.0,pak,1992
1724.0,pak,1993
1744.0,pak,1994
1784.0,pak,1995
1822.0,pak,1996
1792.0,pak,1997
1791.0,pak,1998
1811.0,pak,1999
1845.0,pak,2000
1843.0,pak,2001
1867.0,pak,2002
1922.0,pak,2003
2028.0,pak,2004
2145.0,pak,2005
2237.0,pak,2006
2322.0,pak,2007
2317.0,pak,2008
2357.0,pak,2009
2411.0,pak,2010
2424.0,pak,2011
14570.0,plw,1991
13280.0,plw,1992
11320.0,plw,1993
11820.0,plw,1994
12760.0,plw,1995
13740.0,plw,1996
13720.0,plw,1997
13700.0,plw,1998
12710.0,plw,1999
12550.0,plw,2000
12570.0,plw,2001
12020.0,plw,2002
11790.0,plw,2003
12300.0,plw,2004
12910.0,plw,2005
13230.0,plw,2006
13430.0,plw,2007
12710.0,plw,2008
12370.0,plw,2009
12540.0,plw,2010
13180.0,plw,2011
6558.0,pan,1980
7000.0,pan,1981
7212.0,pan,1982
6739.0,pan,1983
6774.0,pan,1984
6960.0,pan,1985
7059.0,pan,1986
6790.0,pan,1987
5762.0,pan,1988
5734.0,pan,1989
6073.0,pan,1990
6509.0,pan,1991
6900.0,pan,1992
7128.0,pan,1993
7182.0,pan,1994
7161.0,pan,1995
7214.0,pan,1996
7528.0,pan,1997
7921.0,pan,1998
8071.0,pan,1999
8132.0,pan,2000
8025.0,pan,2001
8053.0,pan,2002
8240.0,pan,2003
8703.0,pan,2004
9167.0,pan,2005
9778.0,pan,2006
10780.0,pan,2007
11680.0,pan,2008
11860.0,pan,2009
12640.0,pan,2010
13770.0,pan,2011
1927.0,png,1980
1870.0,png,1981
1826.0,png,1982
1834.0,png,1983
1780.0,png,1984
1804.0,png,1985
1841.0,png,1986
1846.0,png,1987
1855.0,png,1988
1785.0,png,1989
1689.0,png,1990
1805.0,png,1991
2005.0,png,1992
2311.0,png,1993
2386.0,png,1994
2249.0,png,1995
2360.0,png,1996
2209.0,png,1997
2070.0,png,1998
2053.0,png,1999
1951.0,png,2000
1899.0,png,2001
1848.0,png,2002
1842.0,png,2003
1846.0,png,2004
1866.0,png,2005
1868.0,png,2006
1956.0,png,2007
2038.0,png,2008
2101.0,png,2009
2217.0,png,2010
2363.0,png,2011
4047.0,pry,1980
4269.0,pry,1981
3991.0,pry,1982
3757.0,pry,1983
3760.0,pry,1984
3797.0,pry,1985
3690.0,pry,1986
3743.0,pry,1987
3873.0,pry,1988
3989.0,pry,1989
4005.0,pry,1990
4000.0,pry,1991
4034.0,pry,1992
4091.0,pry,1993
4144.0,pry,1994
4269.0,pry,1995
4191.0,pry,1996
4222.0,pry,1997
4156.0,pry,1998
