geo,female_population_with_projections,time
esp,16670000,1966
esp,16820000,1967
esp,16970000,1968
esp,17120000,1969
esp,17290000,1970
esp,17470000,1971
esp,17650000,1972
esp,17850000,1973
esp,18040000,1974
esp,18240000,1975
esp,18430000,1976
esp,18620000,1977
esp,18810000,1978
esp,18970000,1979
esp,19120000,1980
esp,19250000,1981
esp,19350000,1982
esp,19440000,1983
esp,19510000,1984
esp,19570000,1985
esp,19630000,1986
esp,19680000,1987
esp,19730000,1988
esp,19770000,1989
esp,19810000,1990
esp,19860000,1991
esp,19920000,1992
esp,19980000,1993
esp,20040000,1994
esp,20100000,1995
esp,20160000,1996
esp,20210000,1997
esp,20280000,1998
esp,20390000,1999
esp,20550000,2000
esp,20760000,2001
esp,21020000,2002
esp,21310000,2003
esp,21600000,2004
esp,21870000,2005
esp,22120000,2006
esp,22350000,2007
esp,22560000,2008
esp,22760000,2009
esp,22960000,2010
esp,23140000,2011
esp,23320000,2012
esp,23480000,2013
esp,23630000,2014
esp,23780000,2015
esp,23920000,2016
esp,24050000,2017
esp,24180000,2018
esp,24290000,2019
esp,24380000,2020
esp,24460000,2021
esp,24530000,2022
esp,24580000,2023
esp,24630000,2024
esp,24680000,2025
esp,24720000,2026
esp,24770000,2027
esp,24820000,2028
esp,24860000,2029
esp,24900000,2030
esp,24950000,2031
esp,24990000,2032
esp,25030000,2033
esp,25080000,2034
esp,25120000,2035
esp,25170000,2036
esp,25220000,2037
esp,25270000,2038
esp,25310000,2039
esp,25360000,2040
esp,25400000,2041
esp,25440000,2042
esp,25470000,2043
esp,25500000,2044
esp,25530000,2045
esp,25550000,2046
esp,25570000,2047
esp,25580000,2048
esp,25580000,2049
esp,25580000,2050
lka,3741000,1950
lka,3819000,1951
lka,3902000,1952
lka,3991000,1953
lka,4085000,1954
lka,4185000,1955
lka,4291000,1956
lka,4401000,1957
lka,4516000,1958
lka,4634000,1959
lka,4753000,1960
lka,4874000,1961
lka,4997000,1962
lka,5122000,1963
lka,5249000,1964
lka,5380000,1965
lka,5515000,1966
lka,5652000,1967
lka,5791000,1968
lka,5930000,1969
lka,6067000,1970
lka,6202000,1971
lka,6334000,1972
lka,6465000,1973
lka,6596000,1974
lka,6727000,1975
lka,6860000,1976
lka,6992000,1977
lka,7124000,1978
lka,7253000,1979
lka,7378000,1980
lka,7498000,1981
lka,7615000,1982
lka,7729000,1983
lka,7843000,1984
lka,7961000,1985
lka,8081000,1986
lka,8203000,1987
lka,8326000,1988
lka,8447000,1989
lka,8565000,1990
lka,8679000,1991
lka,8789000,1992
lka,8894000,1993
lka,8990000,1994
lka,9077000,1995
lka,9152000,1996
lka,9218000,1997
lka,9279000,1998
lka,9342000,1999
lka,9414000,2000
lka,9494000,2001
lka,9583000,2002
lka,9679000,2003
lka,9777000,2004
lka,9876000,2005
lka,9975000,2006
lka,10070000,2007
lka,10170000,2008
lka,10270000,2009
lka,10370000,2010
lka,10460000,2011
lka,10550000,2012
lka,10640000,2013
lka,10720000,2014
lka,10800000,2015
lka,10870000,2016
lka,10940000,2017
lka,11000000,2018
lka,11060000,2019
lka,11120000,2020
lka,11170000,2021
lka,11210000,2022
lka,11250000,2023
lka,11290000,2024
lka,11320000,2025
lka,11350000,2026
lka,11380000,2027
lka,11400000,2028
lka,11430000,2029
lka,11440000,2030
lka,11460000,2031
lka,11480000,2032
lka,11490000,2033
lka,11500000,2034
lka,11500000,2035
lka,11510000,2036
lka,11510000,2037
lka,11510000,2038
lka,11500000,2039
lka,11490000,2040
lka,11480000,2041
lka,11470000,2042
lka,11450000,2043
lka,11430000,2044
lka,11410000,2045
lka,11380000,2046
lka,11350000,2047
lka,11320000,2048
lka,11290000,2049
lka,11250000,2050
sdn,4608000,1950
sdn,4710000,1951
sdn,4819000,1952
sdn,4935000,1953
sdn,5055000,1954
sdn,5180000,1955
sdn,5308000,1956
sdn,5440000,1957
sdn,5575000,1958
sdn,5712000,1959
sdn,5854000,1960
sdn,5998000,1961
sdn,6147000,1962
sdn,6299000,1963
sdn,6455000,1964
sdn,6615000,1965
sdn,6780000,1966
sdn,6951000,1967
sdn,7129000,1968
sdn,7318000,1969
sdn,7520000,1970
sdn,7737000,1971
sdn,7969000,1972
sdn,8213000,1973
sdn,8469000,1974
sdn,8736000,1975
sdn,9012000,1976
sdn,9297000,1977
sdn,9592000,1978
sdn,9902000,1979
sdn,10230000,1980
sdn,10570000,1981
sdn,10930000,1982
sdn,11290000,1983
sdn,11640000,1984
sdn,11980000,1985
sdn,12290000,1986
sdn,12580000,1987
sdn,12870000,1988
sdn,13160000,1989
sdn,13480000,1990
sdn,13820000,1991
sdn,14180000,1992
sdn,14550000,1993
sdn,14940000,1994
sdn,15330000,1995
sdn,15730000,1996
sdn,16140000,1997
sdn,16550000,1998
sdn,16950000,1999
sdn,17340000,2000
sdn,17720000,2001
sdn,18090000,2002
sdn,18450000,2003
sdn,18820000,2004
sdn,19220000,2005
sdn,19640000,2006
sdn,20080000,2007
sdn,20530000,2008
sdn,20990000,2009
sdn,21440000,2010
sdn,21890000,2011
sdn,22340000,2012
sdn,22790000,2013
sdn,23240000,2014
sdn,23690000,2015
sdn,24140000,2016
sdn,24600000,2017
sdn,25050000,2018
sdn,25510000,2019
sdn,25960000,2020
sdn,26400000,2021
sdn,26830000,2022
sdn,27270000,2023
sdn,27700000,2024
sdn,28130000,2025
sdn,28560000,2026
sdn,28990000,2027
sdn,29420000,2028
sdn,29850000,2029
sdn,30270000,2030
sdn,30690000,2031
sdn,31100000,2032
sdn,31520000,2033
sdn,31930000,2034
sdn,32330000,2035
sdn,32730000,2036
sdn,33120000,2037
sdn,33510000,2038
sdn,33900000,2039
sdn,34270000,2040
sdn,34650000,2041
sdn,35010000,2042
sdn,35380000,2043
sdn,35730000,2044
sdn,36080000,2045
sdn,36420000,2046
sdn,36760000,2047
sdn,37090000,2048
sdn,37410000,2049
sdn,37730000,2050
sur,108000,1950
sur,111200,1951
sur,114200,1952
sur,117200,1953
sur,120500,1954
sur,124000,1955
sur,127800,1956
sur,131900,1957
sur,136200,1958
sur,140600,1959
sur,145000,1960
sur,149300,1961
sur,153600,1962
sur,157800,1963
sur,162200,1964
sur,166700,1965
sur,171400,1966
sur,176300,1967
sur,180800,1968
sur,184300,1969
sur,186500,1970
sur,187100,1971
sur,186400,1972
sur,184800,1973
sur,183100,1974
sur,181700,1975
sur,180900,1976
sur,180600,1977
sur,180600,1978
sur,180800,1979
sur,181000,1980
sur,181200,1981
sur,181500,1982
sur,182000,1983
sur,183100,1984
sur,184700,1985
sur,187100,1986
sur,190000,1987
sur,193400,1988
sur,196800,1989
sur,200100,1990
sur,203300,1991
sur,206300,1992
sur,209200,1993
sur,212100,1994
sur,215100,1995
sur,218100,1996
sur,221200,1997
sur,224400,1998
sur,227600,1999
sur,231000,2000
sur,234600,2001
sur,238300,2002
sur,242000,2003
sur,245600,2004
sur,248900,2005
sur,251800,2006
sur,254500,2007
sur,256900,2008
sur,259300,2009
sur,261600,2010
sur,264000,2011
sur,266400,2012
sur,268800,2013
sur,271100,2014
sur,273400,2015
sur,275700,2016
sur,277900,2017
sur,280100,2018
sur,282200,2019
sur,284300,2020
sur,286400,2021
sur,288400,2022
sur,290400,2023
sur,292300,2024
sur,294200,2025
sur,296000,2026
sur,297800,2027
sur,299400,2028
sur,301000,2029
sur,302600,2030
sur,304000,2031
sur,305300,2032
sur,306500,2033
sur,307600,2034
sur,308600,2035
sur,309500,2036
sur,310200,2037
sur,310900,2038
sur,311400,2039
sur,311800,2040
sur,312200,2041
sur,312400,2042
sur,312600,2043
sur,312700,2044
sur,312700,2045
sur,312600,2046
sur,312400,2047
sur,312300,2048
sur,312000,2049
sur,311800,2050
swz,140300,1950
swz,143600,1951
swz,147000,1952
swz,150700,1953
swz,154500,1954
swz,158400,1955
swz,162500,1956
swz,166800,1957
swz,171100,1958
swz,175600,1959
swz,180100,1960
swz,184700,1961
swz,189400,1962
swz,194300,1963
swz,199300,1964
swz,204500,1965
swz,209900,1966
swz,215600,1967
swz,221400,1968
swz,227600,1969
swz,234100,1970
swz,240900,1971
swz,248000,1972
swz,255500,1973
swz,263300,1974
swz,271400,1975
swz,279800,1976
swz,288600,1977
swz,297700,1978
swz,307100,1979
swz,316800,1980
swz,326500,1981
swz,336300,1982
swz,346800,1983
swz,358700,1984
swz,372500,1985
swz,388500,1986
swz,406400,1987
swz,424800,1988
swz,442100,1989
swz,457100,1990
swz,469100,1991
swz,478700,1992
swz,486800,1993
swz,494900,1994
swz,504300,1995
swz,515300,1996
swz,527500,1997
swz,539800,1998
swz,550700,1999
swz,559400,2000
swz,565300,2001
swz,569000,2002
swz,571400,2003
swz,574100,2004
swz,578000,2005
swz,583400,2006
swz,590100,2007
swz,597700,2008
swz,605600,2009
swz,613400,2010
swz,621000,2011
swz,628600,2012
swz,636200,2013
swz,643900,2014
swz,651900,2015
swz,660000,2016
swz,668300,2017
swz,676600,2018
swz,684800,2019
swz,692600,2020
swz,700200,2021
swz,707400,2022
swz,714300,2023
swz,721100,2024
swz,727700,2025
swz,734200,2026
swz,740500,2027
swz,746700,2028
swz,752700,2029
swz,758600,2030
swz,764400,2031
swz,770100,2032
swz,775700,2033
swz,781200,2034
swz,786600,2035
swz,792100,2036
swz,797500,2037
swz,802900,2038
swz,808200,2039
swz,813500,2040
swz,818800,2041
swz,824000,2042
swz,829300,2043
swz,834500,2044
swz,839700,2045
swz,845000,2046
swz,850200,2047
swz,855500,2048
swz,860800,2049
swz,866000,2050
swe,3521000,1950
swe,3551000,1951
swe,3578000,1952
swe,3601000,1953
swe,3622000,1954
swe,3643000,1955
swe,3664000,1956
swe,3684000,1957
swe,3706000,1958
swe,3727000,1959
swe,3749000,1960
swe,3771000,1961
swe,3794000,1962
swe,3818000,1963
swe,3844000,1964
swe,3872000,1965
swe,3903000,1966
swe,3935000,1967
swe,3968000,1968
swe,3999000,1969
swe,4027000,1970
swe,4050000,1971
swe,4069000,1972
swe,4086000,1973
swe,4102000,1974
swe,4118000,1975
swe,4135000,1976
swe,4152000,1977
swe,4168000,1978
swe,4182000,1979
swe,4193000,1980
swe,4200000,1981
swe,4205000,1982
swe,4210000,1983
swe,4216000,1984
swe,4226000,1985
swe,4241000,1986
swe,4259000,1987
swe,4280000,1988
swe,4304000,1989
swe,4331000,1990
swe,4360000,1991
swe,4391000,1992
swe,4421000,1993
swe,4447000,1994
swe,4466000,1995
swe,4476000,1996
swe,4478000,1997
swe,4476000,1998
swe,4476000,1999
swe,4482000,2000
swe,4493000,2001
swe,4510000,2002
swe,4531000,2003
swe,4553000,2004
swe,4575000,2005
swe,4596000,2006
swe,4618000,2007
swe,4639000,2008
swe,4659000,2009
swe,4679000,2010
swe,4699000,2011
swe,4718000,2012
swe,4736000,2013
swe,4755000,2014
swe,4774000,2015
swe,4794000,2016
swe,4814000,2017
swe,4835000,2018
swe,4856000,2019
swe,4876000,2020
swe,4897000,2021
swe,4918000,2022
swe,4938000,2023
swe,4957000,2024
swe,4976000,2025
swe,4994000,2026
swe,5012000,2027
swe,5028000,2028
swe,5044000,2029
swe,5058000,2030
swe,5072000,2031
swe,5086000,2032
swe,5098000,2033
swe,5111000,2034
swe,5123000,2035
swe,5134000,2036
swe,5146000,2037
swe,5158000,2038
swe,5169000,2039
swe,5181000,2040
swe,5193000,2041
swe,5204000,2042
swe,5216000,2043
swe,5228000,2044
swe,5241000,2045
swe,5253000,2046
swe,5266000,2047
swe,5278000,2048
swe,5291000,2049
swe,5303000,2050
che,2431000,1950
che,2461000,1951
che,2493000,1952
che,2525000,1953
che,2556000,1954
che,2585000,1955
che,2614000,1956
che,2642000,1957
che,2672000,1958
che,2706000,1959
che,2747000,1960
che,2794000,1961
che,2847000,1962
che,2903000,1963
che,2956000,1964
che,3004000,1965
che,3045000,1966
che,3080000,1967
che,3110000,1968
che,3137000,1969
che,3161000,1970
che,3185000,1971
che,3207000,1972
che,3226000,1973
che,3240000,1974
che,3249000,1975
che,3252000,1976
che,3250000,1977
che,3246000,1978
che,3243000,1979
che,3245000,1980
che,3252000,1981
che,3264000,1982
che,3280000,1983
che,3298000,1984
che,3317000,1985
che,3337000,1986
che,3359000,1987
che,3382000,1988
che,3408000,1989
che,3438000,1990
che,3470000,1991
che,3506000,1992
che,3542000,1993
che,3575000,1994
che,3602000,1995
che,3622000,1996
che,3636000,1997
che,3647000,1998
che,3659000,1999
che,3675000,2000
che,3697000,2001
che,3722000,2002
che,3749000,2003
che,3776000,2004
che,3800000,2005
che,3821000,2006
che,3839000,2007
che,3856000,2008
che,3871000,2009
che,3887000,2010
che,3904000,2011
che,3920000,2012
che,3936000,2013
che,3953000,2014
che,3969000,2015
che,3985000,2016
che,4002000,2017
che,4019000,2018
che,4036000,2019
che,4052000,2020
che,4069000,2021
che,4086000,2022
che,4103000,2023
che,4120000,2024
che,4137000,2025
che,4153000,2026
che,4169000,2027
che,4185000,2028
che,4201000,2029
che,4216000,2030
che,4231000,2031
che,4245000,2032
che,4259000,2033
che,4272000,2034
che,4285000,2035
che,4298000,2036
che,4310000,2037
che,4322000,2038
che,4334000,2039
che,4346000,2040
che,4357000,2041
che,4368000,2042
che,4379000,2043
che,4389000,2044
che,4400000,2045
che,4411000,2046
che,4421000,2047
che,4432000,2048
che,4443000,2049
che,4454000,2050
syr,1699000,1950
syr,1741000,1951
syr,1785000,1952
syr,1833000,1953
syr,1884000,1954
syr,1939000,1955
syr,1997000,1956
syr,2058000,1957
syr,2123000,1958
syr,2190000,1959
syr,2260000,1960
syr,2332000,1961
syr,2407000,1962
syr,2486000,1963
syr,2567000,1964
syr,2653000,1965
syr,2743000,1966
syr,2837000,1967
syr,2934000,1968
syr,3036000,1969
syr,3141000,1970
syr,3249000,1971
syr,3361000,1972
syr,3477000,1973
syr,3598000,1974
syr,3725000,1975
syr,3857000,1976
syr,3995000,1977
syr,4139000,1978
syr,4292000,1979
syr,4453000,1980
syr,4624000,1981
syr,4803000,1982
syr,4988000,1983
syr,5176000,1984
syr,5365000,1985
syr,5554000,1986
syr,5744000,1987
syr,5932000,1988
syr,6121000,1989
syr,6309000,1990
syr,6498000,1991
syr,6686000,1992
syr,6873000,1993
syr,7058000,1994
syr,7241000,1995
syr,7419000,1996
syr,7597000,1997
syr,7779000,1998
syr,7970000,1999
syr,8178000,2000
syr,8400000,2001
syr,8635000,2002
syr,8888000,2003
syr,9165000,2004
syr,9467000,2005
syr,9799000,2006
syr,10160000,2007
syr,10510000,2008
syr,10850000,2009
syr,11140000,2010
syr,11380000,2011
syr,11580000,2012
syr,11740000,2013
syr,11900000,2014
syr,12070000,2015
syr,12240000,2016
syr,12420000,2017
syr,12610000,2018
syr,12800000,2019
syr,13000000,2020
syr,13200000,2021
syr,13420000,2022
syr,13630000,2023
syr,13840000,2024
syr,14050000,2025
syr,14260000,2026
syr,14460000,2027
syr,14650000,2028
syr,14850000,2029
syr,15040000,2030
syr,15230000,2031
syr,15420000,2032
syr,15610000,2033
syr,15790000,2034
syr,15970000,2035
syr,16150000,2036
syr,16330000,2037
syr,16500000,2038
syr,16670000,2039
syr,16830000,2040
syr,17000000,2041
syr,17160000,2042
syr,17310000,2043
syr,17470000,2044
syr,17610000,2045
syr,17760000,2046
syr,17900000,2047
syr,18030000,2048
syr,18160000,2049
syr,18280000,2050
tjk,790300,1950
tjk,815000,1951
tjk,841000,1952
tjk,867400,1953
tjk,893800,1954
tjk,919900,1955
tjk,946100,1956
tjk,972900,1957
tjk,1001000,1958
tjk,1032000,1959
tjk,1066000,1960
tjk,1105000,1961
tjk,1147000,1962
tjk,1191000,1963
tjk,1236000,1964
tjk,1279000,1965
tjk,1322000,1966
tjk,1364000,1967
tjk,1405000,1968
tjk,1448000,1969
tjk,1493000,1970
tjk,1541000,1971
tjk,1590000,1972
tjk,1641000,1973
tjk,1692000,1974
tjk,1743000,1975
tjk,1793000,1976
tjk,1843000,1977
tjk,1893000,1978
tjk,1944000,1979
tjk,1998000,1980
tjk,2053000,1981
tjk,2109000,1982
tjk,2168000,1983
tjk,2231000,1984
tjk,2299000,1985
tjk,2372000,1986
tjk,2451000,1987
tjk,2529000,1988
tjk,2603000,1989
tjk,2669000,1990
tjk,2725000,1991
tjk,2772000,1992
tjk,2812000,1993
tjk,2850000,1994
tjk,2887000,1995
tjk,2925000,1996
tjk,2963000,1997
tjk,3002000,1998
tjk,3040000,1999
tjk,3079000,2000
tjk,3120000,2001
tjk,3161000,2002
tjk,3204000,2003
tjk,3250000,2004
tjk,3298000,2005
tjk,3349000,2006
tjk,3403000,2007
tjk,3460000,2008
tjk,3520000,2009
tjk,3583000,2010
tjk,3649000,2011
tjk,3718000,2012
tjk,3789000,2013
tjk,3860000,2014
tjk,3932000,2015
tjk,4003000,2016
tjk,4074000,2017
tjk,4144000,2018
tjk,4213000,2019
tjk,4281000,2020
tjk,4348000,2021
tjk,4414000,2022
tjk,4478000,2023
tjk,4541000,2024
tjk,4602000,2025
tjk,4662000,2026
tjk,4719000,2027
tjk,4775000,2028
tjk,4829000,2029
tjk,4882000,2030
tjk,4933000,2031
tjk,4982000,2032
tjk,5030000,2033
tjk,5077000,2034
tjk,5122000,2035
tjk,5166000,2036
tjk,5209000,2037
tjk,5251000,2038
tjk,5291000,2039
tjk,5330000,2040
tjk,5367000,2041
tjk,5403000,2042
tjk,5438000,2043
tjk,5472000,2044
tjk,5505000,2045
tjk,5537000,2046
tjk,5569000,2047
tjk,5599000,2048
tjk,5628000,2049
tjk,5657000,2050
mkd,613400,1950
mkd,631300,1951
mkd,646000,1952
mkd,657600,1953
mkd,666200,1954
mkd,672300,1955
mkd,676400,1956
mkd,679200,1957
mkd,681600,1958
mkd,684600,1959
mkd,689000,1960
mkd,695200,1961
mkd,703200,1962
mkd,712500,1963
mkd,722000,1964
mkd,731100,1965
mkd,739600,1966
mkd,747800,1967
mkd,755900,1968
mkd,764300,1969
mkd,773400,1970
mkd,783000,1971
mkd,793100,1972
mkd,803600,1973
mkd,814800,1974
mkd,826500,1975
mkd,839000,1976
mkd,852100,1977
mkd,865000,1978
mkd,876400,1979
mkd,885700,1980
mkd,892300,1981
mkd,896600,1982
mkd,899800,1983
mkd,903400,1984
mkd,908600,1985
mkd,915600,1986
mkd,924100,1987
mkd,933500,1988
mkd,942700,1989
mkd,950900,1990
mkd,958100,1991
mkd,964400,1992
mkd,970100,1993
mkd,975400,1994
mkd,980700,1995
mkd,986000,1996
mkd,991100,1997
mkd,996000,1998
mkd,1001000,1999
mkd,1005000,2000
mkd,1008000,2001
mkd,1011000,2002
mkd,1014000,2003
mkd,1016000,2004
mkd,1018000,2005
mkd,1020000,2006
mkd,1021000,2007
mkd,1022000,2008
mkd,1023000,2009
mkd,1023000,2010
mkd,1024000,2011
mkd,1024000,2012
mkd,1024000,2013
mkd,1024000,2014
mkd,1025000,2015
mkd,1025000,2016
mkd,1025000,2017
mkd,1025000,2018
mkd,1025000,2019
mkd,1025000,2020
mkd,1024000,2021
mkd,1024000,2022
mkd,1023000,2023
mkd,1022000,2024
mkd,1021000,2025
mkd,1019000,2026
mkd,1017000,2027
mkd,1015000,2028
mkd,1013000,2029
mkd,1011000,2030
mkd,1008000,2031
mkd,1005000,2032
mkd,1002000,2033
mkd,999100,2034
mkd,995700,2035
mkd,992200,2036
mkd,988400,2037
mkd,984600,2038
mkd,980700,2039
mkd,976600,2040
mkd,972400,2041
mkd,968200,2042
mkd,963900,2043
mkd,959500,2044
mkd,955000,2045
mkd,950500,2046
mkd,945900,2047
mkd,941300,2048
mkd,936600,2049
mkd,931900,2050
tha,10270000,1950
tha,10570000,1951
tha,10870000,1952
tha,11190000,1953
tha,11520000,1954
tha,11860000,1955
tha,12210000,1956
tha,12580000,1957
tha,12960000,1958
tha,13360000,1959
tha,13770000,1960
tha,14200000,1961
tha,14640000,1962
tha,15100000,1963
tha,15560000,1964
tha,16040000,1965
tha,16530000,1966
tha,17020000,1967
tha,17520000,1968
tha,18030000,1969
tha,18530000,1970
tha,19040000,1971
tha,19550000,1972
tha,20060000,1973
tha,20560000,1974
tha,21070000,1975
tha,21560000,1976
tha,22050000,1977
tha,22540000,1978
tha,23050000,1979
tha,23590000,1980
tha,24170000,1981
tha,24780000,1982
tha,25390000,1983
tha,25970000,1984
tha,26500000,1985
tha,26960000,1986
tha,27360000,1987
tha,27720000,1988
tha,28080000,1989
tha,28450000,1990
tha,28840000,1991
tha,29250000,1992
tha,29660000,1993
tha,30040000,1994
tha,30380000,1995
tha,30670000,1996
tha,30920000,1997
tha,31160000,1998
tha,31410000,1999
tha,31700000,2000
tha,32030000,2001
tha,32400000,2002
tha,32790000,2003
tha,33160000,2004
tha,33480000,2005
tha,33770000,2006
tha,34010000,2007
tha,34230000,2008
tha,34440000,2009
tha,34640000,2010
tha,34840000,2011
tha,35040000,2012
tha,35240000,2013
tha,35430000,2014
tha,35610000,2015
tha,35780000,2016
tha,35950000,2017
tha,36120000,2018
tha,36270000,2019
tha,36420000,2020
tha,36570000,2021
tha,36710000,2022
tha,36840000,2023
tha,36960000,2024
tha,37080000,2025
tha,37190000,2026
tha,37290000,2027
tha,37390000,2028
tha,37480000,2029
tha,37560000,2030
tha,37630000,2031
tha,37690000,2032
tha,37750000,2033
tha,37800000,2034
tha,37830000,2035
tha,37860000,2036
tha,37880000,2037
tha,37900000,2038
tha,37900000,2039
tha,37900000,2040
tha,37890000,2041
tha,37870000,2042
tha,37840000,2043
tha,37810000,2044
tha,37770000,2045
tha,37730000,2046
tha,37680000,2047
tha,37620000,2048
tha,37560000,2049
tha,37500000,2050
tls,214000,1950
tls,216100,1951
tls,218600,1952
tls,221300,1953
tls,224300,1954
tls,227500,1955
tls,230900,1956
tls,234500,1957
tls,238300,1958
tls,242200,1959
tls,246400,1960
tls,250700,1961
tls,255300,1962
tls,260000,1963
tls,264800,1964
tls,269700,1965
tls,274500,1966
tls,279100,1967
tls,284000,1968
tls,289700,1969
tls,296600,1970
tls,305200,1971
tls,315000,1972
tls,324200,1973
tls,329900,1974
tls,330400,1975
tls,324700,1976
tls,313900,1977
tls,301100,1978
tls,290500,1979
tls,285100,1980
tls,286300,1981
tls,292800,1982
tls,303000,1983
tls,313900,1984
tls,323600,1985
tls,331200,1986
tls,337600,1987
tls,343400,1988
tls,350400,1989
tls,359200,1990
tls,370700,1991
tls,384200,1992
tls,397400,1993
tls,407700,1994
tls,413100,1995
tls,412500,1996
tls,407200,1997
tls,400400,1998
tls,396600,1999
tls,399000,2000
tls,408800,2001
tls,424800,2002
tls,445100,2003
tls,466500,2004
tls,486700,2005
tls,505100,2006
tls,522400,2007
tls,539300,2008
tls,556600,2009
tls,575000,2010
tls,594700,2011
tls,615200,2012
tls,636500,2013
tls,658200,2014
tls,680200,2015
tls,702400,2016
tls,724800,2017
tls,747600,2018
tls,770800,2019
tls,794400,2020
tls,818500,2021
tls,843000,2022
tls,867900,2023
tls,892900,2024
tls,918000,2025
tls,943100,2026
tls,968300,2027
tls,993600,2028
tls,1019000,2029
tls,1044000,2030
tls,1069000,2031
tls,1095000,2032
tls,1120000,2033
tls,1146000,2034
tls,1172000,2035
tls,1197000,2036
tls,1224000,2037
tls,1250000,2038
tls,1277000,2039
tls,1303000,2040
tls,1331000,2041
tls,1358000,2042
tls,1386000,2043
tls,1414000,2044
tls,1442000,2045
tls,1471000,2046
tls,1499000,2047
tls,1528000,2048
tls,1557000,2049
tls,1586000,2050
tgo,674000,1950
tgo,693100,1951
tgo,705000,1952
tgo,713600,1953
tgo,721500,1954
tgo,730600,1955
tgo,741900,1956
tgo,755200,1957
tgo,769600,1958
tgo,783800,1959
tgo,796300,1960
tgo,806700,1961
tgo,816100,1962
tgo,827300,1963
tgo,844100,1964
tgo,869200,1965
tgo,903800,1966
tgo,946500,1967
tgo,993800,1968
tgo,1041000,1969
tgo,1083000,1970
tgo,1120000,1971
tgo,1153000,1972
tgo,1183000,1973
tgo,1212000,1974
tgo,1242000,1975
tgo,1271000,1976
tgo,1301000,1977
tgo,1333000,1978
tgo,1369000,1979
tgo,1411000,1980
tgo,1459000,1981
tgo,1513000,1982
tgo,1572000,1983
tgo,1632000,1984
tgo,1693000,1985
tgo,1753000,1986
tgo,1814000,1987
tgo,1874000,1988
tgo,1931000,1989
tgo,1986000,1990
tgo,2035000,1991
tgo,2081000,1992
tgo,2128000,1993
tgo,2180000,1994
tgo,2241000,1995
tgo,2313000,1996
tgo,2395000,1997
tgo,2482000,1998
tgo,2569000,1999
tgo,2653000,2000
tgo,2732000,2001
tgo,2807000,2002
tgo,2880000,2003
tgo,2953000,2004
tgo,3028000,2005
tgo,3105000,2006
tgo,3183000,2007
tgo,3262000,2008
tgo,3342000,2009
tgo,3423000,2010
tgo,3505000,2011
tgo,3587000,2012
tgo,3670000,2013
tgo,3753000,2014
tgo,3837000,2015
tgo,3920000,2016
tgo,4004000,2017
tgo,4088000,2018
tgo,4172000,2019
tgo,4256000,2020
tgo,4339000,2021
tgo,4423000,2022
tgo,4507000,2023
tgo,4590000,2024
tgo,4674000,2025
tgo,4758000,2026
tgo,4841000,2027
tgo,4924000,2028
tgo,5007000,2029
tgo,5090000,2030
tgo,5173000,2031
tgo,5255000,2032
tgo,5337000,2033
tgo,5419000,2034
tgo,5500000,2035
tgo,5581000,2036
tgo,5662000,2037
tgo,5742000,2038
tgo,5821000,2039
tgo,5900000,2040
tgo,5978000,2041
tgo,6056000,2042
tgo,6132000,2043
tgo,6208000,2044
tgo,6282000,2045
tgo,6356000,2046
tgo,6429000,2047
tgo,6500000,2048
tgo,6571000,2049
tgo,6640000,2050
ton,23230,1950
ton,24350,1951
ton,25260,1952
ton,26090,1953
ton,26910,1954
ton,27780,1955
ton,28740,1956
ton,29800,1957
ton,30940,1958
ton,32160,1959
ton,33400,1960
ton,34670,1961
ton,35960,1962
ton,37310,1963
ton,38760,1964
ton,40340,1965
ton,42080,1966
ton,43940,1967
ton,45710,1968
ton,47080,1969
ton,47880,1970
ton,48000,1971
ton,47530,1972
ton,46750,1973
ton,46030,1974
ton,45650,1975
ton,45730,1976
ton,46160,1977
ton,46780,1978
ton,47310,1979
ton,47560,1980
ton,47470,1981
ton,47140,1982
ton,46680,1983
ton,46270,1984
ton,46030,1985
ton,46000,1986
ton,46120,1987
ton,46360,1988
ton,46650,1989
ton,46930,1990
ton,47190,1991
ton,47460,1992
ton,47710,1993
ton,47930,1994
ton,48100,1995
ton,48210,1996
ton,48270,1997
ton,48320,1998
ton,48400,1999
ton,48560,2000
ton,48810,2001
ton,49140,2002
ton,49510,2003
ton,49880,2004
ton,50230,2005
ton,50550,2006
ton,50840,2007
ton,51110,2008
ton,51320,2009
ton,51470,2010
ton,51560,2011
ton,51590,2012
ton,51600,2013
ton,51660,2014
ton,51800,2015
ton,52040,2016
ton,52370,2017
ton,52750,2018
ton,53150,2019
ton,53540,2020
ton,53890,2021
ton,54230,2022
ton,54560,2023
ton,54890,2024
ton,55230,2025
ton,55580,2026
ton,55940,2027
ton,56300,2028
ton,56660,2029
ton,57030,2030
ton,57390,2031
ton,57740,2032
ton,58090,2033
ton,58430,2034
ton,58740,2035
ton,59040,2036
ton,59330,2037
ton,59580,2038
ton,59820,2039
ton,60030,2040
ton,60210,2041
ton,60360,2042
ton,60480,2043
ton,60590,2044
ton,60660,2045
ton,60720,2046
ton,60750,2047
ton,60770,2048
ton,60770,2049
ton,60750,2050
tto,319000,1950
tto,325000,1951
tto,331700,1952
tto,339700,1953
tto,349500,1954
tto,361000,1955
tto,374000,1956
tto,387800,1957
tto,401400,1958
tto,413800,1959
tto,424000,1960
tto,431400,1961
tto,436400,1962
tto,440000,1963
tto,444000,1964
tto,449500,1965
tto,457000,1966
tto,466100,1967
tto,475800,1968
