geo,population_aged_20_39_years_female_percent,time
deu,19.04,2050
gha,27.6,1950
gha,27.82,1955
gha,27.75,1960
gha,27.44,1965
gha,27.26,1970
gha,26.53,1975
gha,26.34,1980
gha,26.7,1985
gha,27.4,1990
gha,28.54,1995
gha,29.53,2000
gha,30.24,2005
gha,30.9,2010
gha,31.37,2015
gha,31.49,2020
gha,31.45,2025
gha,31.45,2030
gha,31.49,2035
gha,31.47,2040
gha,31.27,2045
gha,30.79,2050
grc,31.06,1950
grc,31.79,1955
grc,32.37,1960
grc,31.23,1965
grc,27.16,1970
grc,26.23,1975
grc,26.21,1980
grc,26.91,1985
grc,28.08,1990
grc,29.16,1995
grc,29.69,2000
grc,28.99,2005
grc,26.92,2010
grc,24.73,2015
grc,22.52,2020
grc,21.04,2025
grc,20.75,2030
grc,20.65,2035
grc,20.52,2040
grc,20.26,2045
grc,19.85,2050
grd,23.26,1950
grd,22.22,1955
grd,24.49,1960
grd,19.61,1965
grd,19.15,1970
grd,23.4,1975
grd,23.91,1980
grd,29.41,1985
grd,26.53,1990
grd,28.0,1995
grd,29.41,2000
grd,27.45,2005
grd,35.29,2010
grd,33.96,2015
grd,32.73,2020
grd,30.91,2025
grd,25.93,2030
grd,26.42,2035
grd,26.92,2040
grd,25.0,2045
grd,25.0,2050
glp,28.44,1950
glp,28.33,1955
glp,25.71,1960
glp,24.03,1965
glp,24.39,1970
glp,23.08,1975
glp,27.71,1980
glp,30.0,1985
glp,33.85,1990
glp,32.85,1995
glp,31.67,2000
glp,27.54,2005
glp,25.41,2010
glp,24.3,2015
glp,24.61,2020
glp,24.22,2025
glp,22.61,2030
glp,21.84,2035
glp,21.92,2040
glp,20.46,2045
glp,20.0,2050
gum,36.84,1950
gum,31.82,1955
gum,28.57,1960
gum,31.25,1965
gum,31.58,1970
gum,31.82,1975
gum,34.69,1980
gum,36.84,1985
gum,35.48,1990
gum,33.33,1995
gum,32.0,2000
gum,29.27,2005
gum,28.74,2010
gum,28.72,2015
gum,28.71,2020
gum,28.97,2025
gum,29.09,2030
gum,27.83,2035
gum,27.12,2040
gum,26.67,2045
gum,26.23,2050
gtm,27.54,1950
gtm,27.85,1955
gtm,27.75,1960
gtm,27.16,1965
gtm,27.08,1970
gtm,27.01,1975
gtm,26.39,1980
gtm,26.22,1985
gtm,25.98,1990
gtm,26.46,1995
gtm,27.46,2000
gtm,28.53,2005
gtm,29.38,2010
gtm,30.35,2015
gtm,31.15,2020
gtm,31.87,2025
gtm,32.49,2030
gtm,32.66,2035
gtm,32.52,2040
gtm,31.93,2045
gtm,31.02,2050
gin,28.41,1950
gin,27.77,1955
gin,27.28,1960
gin,27.44,1965
gin,27.3,1970
gin,27.46,1975
gin,27.43,1980
gin,26.95,1985
gin,26.73,1990
gin,26.69,1995
gin,26.91,2000
gin,27.36,2005
gin,27.98,2010
gin,28.69,2015
gin,29.38,2020
gin,30.19,2025
gin,31.09,2030
gin,31.86,2035
gin,32.37,2040
gin,32.43,2045
gin,32.02,2050
gnb,30.19,1950
gnb,27.97,1955
gnb,27.06,1960
gnb,27.39,1965
gnb,28.2,1970
gnb,28.98,1975
gnb,28.67,1980
gnb,28.02,1985
gnb,26.6,1990
gnb,27.63,1995
gnb,28.27,2000
gnb,27.9,2005
gnb,28.49,2010
gnb,27.52,2015
gnb,28.1,2020
gnb,29.15,2025
gnb,30.23,2030
gnb,31.12,2035
gnb,31.72,2040
gnb,32.09,2045
gnb,32.05,2050
guy,27.52,1950
guy,26.1,1955
guy,24.14,1960
guy,24.15,1965
guy,23.25,1970
guy,26.01,1975
guy,28.5,1980
guy,30.87,1985
guy,33.25,1990
guy,34.79,1995
guy,35.31,2000
guy,31.64,2005
guy,29.0,2010
guy,28.46,2015
guy,29.23,2020
guy,29.97,2025
guy,29.31,2030
guy,27.73,2035
guy,25.08,2040
guy,23.67,2045
guy,22.94,2050
hti,29.56,1950
hti,28.82,1955
hti,28.27,1960
hti,27.87,1965
hti,27.41,1970
hti,27.78,1975
hti,27.92,1980
hti,27.8,1985
hti,28.08,1990
hti,27.85,1995
hti,28.5,2000
hti,30.27,2005
hti,31.85,2010
hti,33.21,2015
hti,33.81,2020
hti,33.06,2025
hti,32.37,2030
hti,31.64,2035
hti,30.91,2040
hti,30.24,2045
hti,29.42,2050
hnd,27.26,1950
hnd,27.0,1955
hnd,26.69,1960
hnd,25.77,1965
hnd,24.44,1970
hnd,24.79,1975
hnd,25.83,1980
hnd,26.94,1985
hnd,28.05,1990
hnd,28.36,1995
hnd,29.03,2000
hnd,30.25,2005
hnd,31.65,2010
hnd,33.09,2015
hnd,33.63,2020
hnd,33.31,2025
hnd,32.7,2030
hnd,31.78,2035
hnd,30.9,2040
hnd,29.94,2045
hnd,28.69,2050
hkg,37.98,1950
hkg,34.52,1955
hkg,29.01,1960
hkg,23.67,1965
hkg,24.37,1970
hkg,26.7,1975
hkg,32.13,1980
hkg,37.39,1985
hkg,38.41,1990
hkg,38.0,1995
hkg,35.72,2000
hkg,32.15,2005
hkg,29.6,2010
hkg,27.69,2015
hkg,25.39,2020
hkg,22.18,2025
hkg,20.18,2030
hkg,18.66,2035
hkg,18.21,2040
hkg,19.16,2045
hkg,19.51,2050
hun,30.21,1950
hun,28.35,1955
hun,28.95,1960
hun,27.97,1965
hun,27.51,1970
hun,28.59,1975
hun,28.46,1980
hun,27.61,1985
hun,26.77,1990
hun,25.92,1995
hun,26.76,2000
hun,27.61,2005
hun,27.67,2010
hun,26.62,2015
hun,24.02,2020
hun,22.58,2025
hun,21.63,2030
hun,21.01,2035
hun,21.15,2040
hun,21.34,2045
hun,21.13,2050
isl,29.17,1950
isl,28.21,1955
isl,26.44,1960
isl,25.26,1965
isl,25.74,1970
isl,27.36,1975
isl,29.73,1980
isl,31.67,1985
isl,32.26,1990
isl,31.3,1995
isl,30.22,2000
isl,28.19,2005
isl,28.3,2010
isl,28.74,2015
isl,26.7,2020
isl,25.68,2025
isl,25.0,2030
isl,23.96,2035
isl,24.35,2040
isl,24.23,2045
isl,23.47,2050
ind,30.1,1950
ind,29.46,1955
ind,28.92,1960
ind,28.08,1965
ind,27.54,1970
ind,28.25,1975
ind,28.82,1980
ind,29.62,1985
ind,30.3,1990
ind,30.29,1995
ind,30.68,2000
ind,31.23,2005
ind,31.9,2010
ind,32.51,2015
ind,32.57,2020
ind,32.33,2025
ind,31.71,2030
ind,30.82,2035
ind,29.8,2040
ind,28.57,2045
ind,27.24,2050
idn,28.17,1950
idn,29.13,1955
idn,29.91,1960
idn,29.83,1965
idn,28.55,1970
idn,27.73,1975
idn,27.99,1980
idn,29.07,1985
idn,31.0,1990
idn,32.77,1995
idn,33.79,2000
idn,34.17,2005
idn,33.63,2010
idn,32.58,2015
idn,31.29,2020
idn,30.05,2025
idn,28.94,2030
idn,27.78,2035
idn,26.47,2040
idn,25.13,2045
idn,24.15,2050
irn,26.96,1950
irn,26.31,1955
irn,25.6,1960
irn,25.18,1965
irn,25.76,1970
irn,25.8,1975
irn,26.7,1980
irn,27.87,1985
irn,27.67,1990
irn,29.23,1995
irn,32.97,2000
irn,36.85,2005
irn,40.2,2010
irn,40.22,2015
irn,36.19,2020
irn,30.67,2025
irn,26.83,2030
irn,25.57,2035
irn,26.15,2040
irn,25.5,2045
irn,24.05,2050
irq,29.67,1950
irq,26.66,1955
irq,25.44,1960
irq,24.71,1965
irq,23.31,1970
irq,25.31,1975
irq,25.54,1980
irq,25.98,1985
irq,27.08,1990
irq,27.58,1995
irq,29.1,2000
irq,29.91,2005
irq,29.7,2010
irq,30.72,2015
irq,31.97,2020
irq,32.75,2025
irq,32.83,2030
irq,32.31,2035
irq,31.33,2040
irq,30.61,2045
irq,29.98,2050
irl,26.75,1950
irl,24.83,1955
irl,22.41,1960
irl,22.04,1965
irl,22.91,1970
irl,24.18,1975
irl,26.39,1980
irl,28.26,1985
irl,27.7,1990
irl,29.06,1995
irl,30.54,2000
irl,32.08,2005
irl,31.63,2010
irl,29.01,2015
irl,26.07,2020
irl,24.46,2025
irl,24.3,2030
irl,24.79,2035
irl,24.8,2040
irl,23.98,2045
irl,22.71,2050
isr,33.83,1950
isr,28.89,1955
isr,27.46,1960
isr,25.39,1965
isr,26.56,1970
isr,28.22,1975
isr,29.42,1980
isr,29.82,1985
isr,29.19,1990
isr,28.61,1995
isr,28.58,2000
isr,28.42,2005
isr,28.12,2010
isr,27.31,2015
isr,27.14,2020
isr,27.39,2025
isr,27.66,2030
isr,27.68,2035
isr,27.08,2040
isr,26.21,2045
isr,25.38,2050
ita,30.1,1950
ita,29.35,1955
ita,30.27,1960
ita,28.27,1965
ita,27.39,1970
ita,26.46,1975
ita,26.25,1980
ita,27.77,1985
ita,28.62,1990
ita,29.42,1995
ita,28.83,2000
ita,26.96,2005
ita,24.36,2010
ita,21.86,2015
ita,20.18,2020
ita,19.76,2025
ita,19.95,2030
ita,19.87,2035
ita,19.64,2040
ita,19.1,2045
ita,18.55,2050
jam,31.39,1950
jam,29.51,1955
jam,27.15,1960
jam,23.86,1965
jam,21.4,1970
jam,21.01,1975
jam,25.88,1980
jam,28.67,1985
jam,31.17,1990
jam,32.88,1995
jam,32.18,2000
jam,30.54,2005
jam,29.27,2010
jam,29.47,2015
jam,30.29,2020
jam,29.85,2025
jam,28.96,2030
jam,27.22,2035
jam,25.88,2040
jam,25.41,2045
jam,24.78,2050
jpn,30.1,1950
jpn,31.12,1955
jpn,32.25,1960
jpn,33.18,1965
jpn,34.44,1970
jpn,33.05,1975
jpn,30.96,1980
jpn,28.96,1985
jpn,26.53,1990
jpn,26.7,1995
jpn,26.77,2000
jpn,26.04,2005
jpn,24.42,2010
jpn,21.76,2015
jpn,20.21,2020
jpn,19.25,2025
jpn,18.71,2030
jpn,18.24,2035
jpn,17.56,2040
jpn,16.94,2045
jpn,16.62,2050
jor,24.56,1950
jor,25.86,1955
jor,27.31,1960
jor,27.43,1965
jor,27.32,1970
jor,26.24,1975
jor,23.04,1980
jor,24.83,1985
jor,24.98,1990
jor,30.49,1995
jor,31.8,2000
jor,33.26,2005
jor,34.83,2010
jor,33.8,2015
jor,33.28,2020
jor,32.2,2025
jor,32.06,2030
jor,31.77,2035
jor,30.86,2040
jor,29.73,2045
jor,28.11,2050
kaz,30.28,1950
kaz,27.78,1955
kaz,31.09,1960
kaz,28.8,1965
kaz,26.39,1970
kaz,27.83,1975
kaz,28.16,1980
kaz,31.31,1985
kaz,31.46,1990
kaz,30.75,1995
kaz,30.63,2000
kaz,30.76,2005
kaz,32.03,2010
kaz,31.56,2015
kaz,29.36,2020
kaz,27.52,2025
kaz,26.48,2030
kaz,26.47,2035
kaz,27.48,2040
kaz,27.34,2045
kaz,25.54,2050
ken,26.45,1950
ken,26.33,1955
ken,25.35,1960
ken,23.67,1965
ken,23.18,1970
ken,23.49,1975
ken,24.33,1980
ken,25.51,1985
ken,26.41,1990
ken,27.85,1995
ken,28.69,2000
ken,29.55,2005
ken,30.52,2010
ken,30.7,2015
ken,30.59,2020
ken,30.9,2025
ken,31.85,2030
ken,32.99,2035
ken,33.58,2040
ken,33.45,2045
ken,32.73,2050
prk,32.2,1950
prk,35.97,1955
prk,37.83,1960
prk,37.71,1965
prk,34.9,1970
prk,29.78,1975
prk,29.26,1980
prk,28.55,1985
prk,31.03,1990
prk,34.11,1995
prk,31.85,2000
prk,31.5,2005
prk,29.37,2010
prk,28.56,2015
prk,29.57,2020
prk,28.33,2025
prk,26.85,2030
prk,24.89,2035
prk,23.93,2040
prk,24.0,2045
prk,24.18,2050
kor,28.09,1950
kor,28.69,1955
kor,29.26,1960
kor,28.05,1965
kor,27.77,1970
kor,28.59,1975
kor,31.38,1980
kor,34.09,1985
kor,36.39,1990
kor,37.11,1995
kor,34.77,2000
kor,32.59,2005
kor,29.48,2010
kor,27.21,2015
kor,25.67,2020
kor,23.14,2025
kor,21.57,2030
kor,19.41,2035
kor,17.71,2040
kor,17.48,2045
kor,17.57,2050
kwt,29.03,1950
kwt,30.77,1955
kwt,31.43,1960
kwt,30.6,1965
kwt,30.77,1970
kwt,30.26,1975
kwt,31.45,1980
kwt,34.77,1985
kwt,35.24,1990
kwt,40.47,1995
kwt,40.73,2000
kwt,42.03,2005
kwt,40.26,2010
kwt,36.91,2015
kwt,33.94,2020
kwt,32.22,2025
kwt,31.72,2030
kwt,31.25,2035
kwt,30.3,2040
kwt,29.11,2045
kwt,27.84,2050
kgz,29.45,1950
kgz,28.87,1955
kgz,30.0,1960
kgz,26.35,1965
kgz,23.43,1970
kgz,23.42,1975
kgz,25.23,1980
kgz,29.31,1985
kgz,29.92,1990
kgz,30.36,1995
kgz,30.55,2000
kgz,31.08,2005
kgz,32.95,2010
kgz,33.4,2015
kgz,32.86,2020
kgz,31.14,2025
kgz,29.81,2030
kgz,29.0,2035
kgz,28.49,2040
kgz,27.99,2045
kgz,26.23,2050
lao,30.65,1950
lao,29.0,1955
lao,27.69,1960
lao,27.09,1965
lao,27.22,1970
lao,27.92,1975
lao,25.72,1980
lao,26.49,1985
lao,27.44,1990
lao,28.25,1995
lao,28.32,2000
lao,29.34,2005
lao,31.0,2010
lao,32.66,2015
lao,34.09,2020
lao,33.43,2025
lao,32.36,2030
lao,31.21,2035
lao,30.19,2040
lao,30.19,2045
lao,29.72,2050
lva,27.92,1950
lva,28.17,1955
lva,30.92,1960
lva,30.16,1965
lva,28.18,1970
lva,27.28,1975
lva,27.01,1980
lva,27.21,1985
lva,27.19,1990
lva,26.3,1995
lva,25.78,2000
lva,26.09,2005
lva,27.67,2010
lva,26.97,2015
lva,24.7,2020
lva,22.13,2025
lva,19.41,2030
lva,19.35,2035
lva,20.9,2040
lva,21.82,2045
lva,21.36,2050
lbn,27.48,1950
lbn,27.4,1955
lbn,27.67,1960
lbn,26.15,1965
lbn,25.58,1970
lbn,26.38,1975
lbn,27.58,1980
lbn,29.91,1985
lbn,32.11,1990
lbn,32.77,1995
lbn,32.42,2000
lbn,33.25,2005
lbn,33.06,2010
lbn,32.57,2015
lbn,31.78,2020
lbn,29.63,2025
lbn,27.62,2030
lbn,25.9,2035
lbn,24.43,2040
lbn,24.23,2045
lbn,24.17,2050
lso,27.25,1950
lso,26.9,1955
lso,26.59,1960
lso,26.64,1965
lso,26.85,1970
lso,27.14,1975
lso,27.4,1980
lso,27.63,1985
lso,26.74,1990
lso,26.49,1995
lso,27.44,2000
lso,28.61,2005
lso,30.94,2010
lso,33.13,2015
lso,34.48,2020
lso,34.68,2025
lso,34.76,2030
lso,34.93,2035
lso,34.75,2040
lso,34.47,2045
lso,33.96,2050
lbr,28.54,1950
lbr,28.42,1955
lbr,27.43,1960
lbr,26.4,1965
lbr,25.66,1970
lbr,25.48,1975
lbr,26.42,1980
lbr,27.43,1985
lbr,28.08,1990
lbr,27.77,1995
lbr,27.7,2000
lbr,27.8,2005
lbr,28.16,2010
lbr,29.22,2015
lbr,30.07,2020
lbr,30.82,2025
lbr,31.54,2030
lbr,32.14,2035
lbr,32.36,2040
lbr,32.28,2045
lbr,31.85,2050
lby,28.11,1950
lby,28.31,1955
lby,28.16,1960
lby,27.47,1965
lby,26.66,1970
lby,26.66,1975
lby,25.65,1980
lby,24.39,1985
lby,27.21,1990
lby,31.29,1995
lby,35.14,2000
lby,38.21,2005
lby,37.31,2010
lby,34.41,2015
lby,31.76,2020
lby,29.48,2025
lby,29.6,2030
lby,30.33,2035
lby,29.94,2040
lby,28.22,2045
lby,25.83,2050
ltu,28.05,1950
ltu,29.11,1955
ltu,32.09,1960
ltu,30.75,1965
ltu,28.65,1970
ltu,27.32,1975
ltu,27.41,1980
ltu,28.43,1985
ltu,28.56,1990
ltu,28.52,1995
ltu,27.28,2000
ltu,26.59,2005
ltu,26.14,2010
ltu,25.87,2015
ltu,25.26,2020
ltu,23.35,2025
ltu,20.87,2030
ltu,19.61,2035
ltu,19.82,2040
ltu,20.74,2045
ltu,21.1,2050
lux,30.41,1950
lux,28.95,1955
lux,28.3,1960
lux,26.35,1965
lux,26.16,1970
lux,28.33,1975
lux,28.34,1980
lux,30.37,1985
lux,31.44,1990
lux,30.77,1995
lux,29.15,2000
lux,28.09,2005
lux,26.72,2010
lux,26.72,2015
lux,26.45,2020
lux,26.21,2025
lux,25.73,2030
lux,24.77,2035
lux,24.04,2040
lux,24.29,2045
lux,24.32,2050
mac,35.23,1950
mac,31.03,1955
mac,25.0,1960
mac,20.95,1965
mac,22.58,1970
mac,28.0,1975
mac,35.25,1980
mac,40.52,1985
mac,43.46,1990
mac,40.48,1995
mac,35.22,2000
mac,34.51,2005
mac,34.62,2010
mac,31.77,2015
mac,28.48,2020
mac,24.76,2025
mac,20.49,2030
mac,18.24,2035
mac,17.63,2040
mac,18.65,2045
mac,18.63,2050
mkd,27.24,1950
mkd,29.38,1955
mkd,30.96,1960
mkd,30.25,1965
mkd,30.23,1970
mkd,30.88,1975
mkd,31.72,1980
mkd,31.76,1985
mkd,31.72,1990
mkd,30.28,1995
mkd,30.02,2000
mkd,30.06,2005
mkd,29.92,2010
mkd,29.66,2015
mkd,28.1,2020
mkd,26.05,2025
mkd,23.76,2030
mkd,22.09,2035
mkd,21.15,2040
mkd,21.05,2045
mkd,20.97,2050
mdg,25.83,1950
mdg,26.27,1955
mdg,26.75,1960
mdg,26.18,1965
mdg,25.36,1970
mdg,25.43,1975
mdg,25.81,1980
mdg,26.95,1985
mdg,27.74,1990
mdg,28.01,1995
mdg,28.19,2000
mdg,27.81,2005
mdg,28.37,2010
mdg,29.34,2015
mdg,30.52,2020
mdg,31.85,2025
mdg,32.44,2030
mdg,32.53,2035
mdg,32.28,2040
mdg,31.93,2045
mdg,31.47,2050
mwi,27.21,1950
mwi,27.49,1955
mwi,27.24,1960
mwi,27.26,1965
mwi,27.21,1970
mwi,26.58,1975
mwi,26.49,1980
mwi,26.19,1985
mwi,28.14,1990
mwi,27.88,1995
mwi,27.79,2000
mwi,26.77,2005
mwi,26.66,2010
mwi,28.11,2015
mwi,29.53,2020
mwi,30.81,2025
mwi,32.01,2030
mwi,32.74,2035
mwi,33.26,2040
mwi,33.58,2045
mwi,33.61,2050
mys,27.78,1950
mys,27.11,1955
mys,26.6,1960
mys,25.49,1965
mys,25.83,1970
mys,27.85,1975
mys,30.0,1980
mys,31.66,1985
mys,32.38,1990
mys,32.34,1995
mys,32.27,2000
mys,32.07,2005
mys,32.17,2010
mys,32.32,2015
mys,32.06,2020
mys,31.25,2025
mys,30.35,2030
mys,29.28,2035
mys,28.3,2040
mys,27.1,2045
mys,25.86,2050
mdv,29.73,1950
mdv,26.83,1955
mdv,26.09,1960
mdv,26.53,1965
mdv,25.0,1970
mdv,24.62,1975
mdv,26.32,1980
mdv,27.27,1985
mdv,26.67,1990
mdv,28.93,1995
mdv,31.11,2000
mdv,35.42,2005
mdv,38.22,2010
mdv,40.12,2015
mdv,38.89,2020
mdv,34.2,2025
mdv,30.35,2030
mdv,27.01,2035
mdv,26.15,2040
mdv,26.11,2045
mdv,25.76,2050
mli,28.4,1950
mli,28.19,1955
mli,27.98,1960
mli,28.03,1965
mli,27.83,1970
mli,27.55,1975
mli,27.5,1980
mli,27.15,1985
mli,27.21,1990
mli,27.57,1995
mli,27.61,2000
mli,28.64,2005
mli,29.15,2010
mli,29.54,2015
mli,29.94,2020
mli,30.4,2025
mli,31.27,2030
mli,32.17,2035
mli,32.86,2040
mli,33.03,2045
mli,32.55,2050
mlt,27.22,1950
mlt,24.69,1955
mlt,25.77,1960
mlt,26.99,1965
mlt,29.75,1970
mlt,32.28,1975
mlt,34.34,1980
mlt,32.0,1985
mlt,29.12,1990
mlt,27.23,1995
mlt,26.15,2000
mlt,27.59,2005
mlt,28.64,2010
mlt,28.99,2015
mlt,27.01,2020
mlt,24.53,2025
mlt,22.43,2030
mlt,20.56,2035
mlt,20.28,2040
mlt,20.48,2045
mlt,20.67,2050
mtq,29.57,1950
mtq,26.77,1955
mtq,26.53,1960
mtq,23.9,1965
mtq,24.85,1970
mtq,22.35,1975
mtq,27.98,1980
mtq,30.29,1985
mtq,32.8,1990
mtq,32.12,1995
mtq,29.7,2000
mtq,26.44,2005
mtq,24.3,2010
mtq,22.94,2015
mtq,23.29,2020
mtq,22.94,2025
mtq,22.17,2030
mtq,20.74,2035
mtq,19.82,2040
mtq,19.34,2045
mtq,19.42,2050
mrt,29.31,1950
mrt,29.52,1955
mrt,28.84,1960
mrt,28.46,1965
mrt,28.0,1970
mrt,26.89,1975
mrt,26.94,1980
mrt,27.1,1985
mrt,27.3,1990
mrt,28.22,1995
mrt,29.37,2000
mrt,30.44,2005
mrt,31.02,2010
mrt,31.18,2015
mrt,31.36,2020
mrt,31.81,2025
mrt,32.39,2030
mrt,32.68,2035
mrt,32.45,2040
mrt,31.74,2045
mrt,30.87,2050
mus,27.24,1950
mus,27.18,1955
mus,26.89,1960
mus,26.79,1965
mus,27.78,1970
mus,29.87,1975
mus,31.98,1980
mus,33.27,1985
mus,34.41,1990
mus,34.45,1995
mus,34.16,2000
mus,33.02,2005
mus,30.88,2010
mus,29.79,2015
mus,28.59,2020
mus,27.69,2025
mus,26.66,2030
mus,25.03,2035
mus,24.29,2040
mus,23.74,2045
mus,23.88,2050
myt,0.0,1950
myt,16.67,1955
myt,25.0,1960
myt,33.33,1965
myt,25.0,1970
myt,23.81,1975
myt,23.08,1980
myt,23.53,1985
myt,27.27,1990
myt,29.51,1995
myt,29.73,2000
myt,29.89,2005
myt,31.0,2010
myt,33.63,2015
myt,35.71,2020
myt,35.0,2025
myt,33.99,2030
myt,32.32,2035
myt,31.03,2040
myt,29.57,2045
myt,28.72,2050
mex,28.25,1950
mex,27.56,1955
mex,26.4,1960
mex,25.32,1965
mex,24.35,1970
mex,24.74,1975
mex,26.3,1980
mex,27.68,1985
mex,29.85,1990
mex,31.97,1995
mex,33.41,2000
mex,33.55,2005
mex,32.81,2010
mex,31.57,2015
mex,30.43,2020
mex,29.67,2025
mex,28.62,2030
mex,26.96,2035
mex,25.2,2040
mex,23.65,2045
mex,22.52,2050
fsm,26.67,1950
fsm,27.78,1955
fsm,25.0,1960
fsm,24.0,1965
fsm,25.0,1970
fsm,22.58,1975
fsm,25.0,1980
fsm,28.57,1985
fsm,28.26,1990
fsm,27.45,1995
fsm,29.63,2000
fsm,29.63,2005
fsm,29.09,2010
fsm,33.33,2015
fsm,33.93,2020
fsm,34.43,2025
fsm,32.26,2030
fsm,32.26,2035
fsm,31.75,2040
fsm,30.51,2045
fsm,29.51,2050
mda,31.63,1950
mda,30.5,1955
mda,32.23,1960
mda,29.85,1965
mda,27.76,1970
mda,28.7,1975
mda,29.27,1980
mda,30.76,1985
mda,30.23,1990
mda,28.97,1995
mda,27.43,2000
mda,27.36,2005
mda,30.21,2010
mda,31.15,2015
mda,29.58,2020
mda,26.17,2025
mda,22.47,2030
mda,20.87,2035
mda,21.66,2040
mda,22.51,2045
mda,21.57,2050
mng,27.91,1950
mng,27.55,1955
mng,27.69,1960
mng,27.69,1965
mng,27.58,1970
mng,27.76,1975
mng,27.99,1980
mng,28.53,1985
mng,29.92,1990
mng,32.51,1995
mng,34.49,2000
mng,35.77,2005
mng,37.99,2010
mng,37.53,2015
mng,35.2,2020
mng,31.9,2025
mng,28.27,2030
mng,26.56,2035
mng,26.26,2040
mng,26.46,2045
mng,25.66,2050
mne,25.48,1950
mne,28.25,1955
mne,29.46,1960
mne,29.5,1965
mne,28.68,1970
mne,29.5,1975
mne,29.66,1980
mne,31.14,1985
mne,29.39,1990
mne,30.0,1995
mne,29.94,2000
mne,28.3,2005
mne,28.93,2010
mne,28.3,2015
mne,27.19,2020
mne,25.86,2025
mne,23.91,2030
mne,23.51,2035
mne,23.03,2040
mne,22.86,2045
mne,22.76,2050
mar,27.49,1950
mar,27.44,1955
mar,27.38,1960
mar,27.66,1965
mar,25.88,1970
mar,25.0,1975
mar,27.22,1980
mar,29.1,1985
mar,30.39,1990
mar,31.56,1995
mar,32.26,2000
mar,33.73,2005
mar,34.56,2010
mar,34.07,2015
mar,32.64,2020
mar,30.25,2025
mar,28.59,2030
mar,27.71,2035
mar,27.31,2040
mar,26.91,2045
mar,25.93,2050
moz,28.69,1950
moz,28.64,1955
moz,28.36,1960
moz,28.03,1965
moz,27.62,1970
moz,27.26,1975
moz,27.57,1980
moz,26.86,1985
moz,25.19,1990
moz,28.82,1995
moz,29.58,2000
moz,28.81,2005
moz,28.09,2010
moz,28.06,2015
moz,29.25,2020
moz,31.34,2025
moz,32.86,2030
moz,33.75,2035
moz,34.13,2040
moz,33.89,2045
moz,33.58,2050
mmr,32.1,1950
mmr,30.52,1955
mmr,28.13,1960
mmr,25.88,1965
mmr,24.48,1970
mmr,25.68,1975
mmr,27.46,1980
mmr,29.34,1985
mmr,31.31,1990
mmr,32.69,1995
mmr,34.03,2000
mmr,34.79,2005
mmr,34.56,2010
mmr,33.23,2015
mmr,31.45,2020
mmr,29.68,2025
mmr,28.52,2030
mmr,27.83,2035
mmr,27.38,2040
mmr,26.58,2045
mmr,25.58,2050
nam,29.8,1950
nam,28.21,1955
nam,26.97,1960
nam,26.38,1965
nam,25.57,1970
nam,25.82,1975
nam,25.1,1980
nam,25.38,1985
nam,28.59,1990
nam,29.35,1995
nam,30.15,2000
nam,30.14,2005
nam,31.34,2010
nam,33.03,2015
nam,33.79,2020
nam,33.76,2025
nam,33.58,2030
nam,33.01,2035
nam,32.79,2040
nam,32.65,2045
nam,32.0,2050
npl,28.93,1950
npl,29.06,1955
npl,29.21,1960
npl,29.27,1965
npl,28.62,1970
npl,28.04,1975
npl,27.59,1980
npl,27.43,1985
npl,27.97,1990
npl,28.95,1995
npl,29.44,2000
npl,30.21,2005
npl,31.25,2010
npl,32.57,2015
npl,33.64,2020
npl,33.75,2025
npl,32.88,2030
npl,31.59,2035
npl,30.32,2040
npl,29.43,2045
npl,28.9,2050
nld,29.42,1950
nld,27.95,1955
nld,26.84,1960
nld,25.86,1965
nld,27.33,1970
nld,28.72,1975
nld,30.58,1980
nld,32.24,1985
nld,31.96,1990
nld,31.08,1995
nld,29.0,2000
nld,26.58,2005
nld,24.49,2010
nld,23.53,2015
nld,23.49,2020
nld,23.62,2025
nld,23.17,2030
nld,22.54,2035
nld,22.16,2040
nld,21.98,2045
nld,22.27,2050
ant,28.07,1950
ant,26.98,1955
ant,25.71,1960
ant,25.68,1965
ant,27.5,1970
ant,30.12,1975
ant,33.33,1980
ant,33.33,1985
ant,35.35,1990
ant,32.67,1995
ant,28.42,2000
ant,26.0,2005
ant,25.47,2010
ant,23.89,2015
ant,22.12,2020
ant,19.64,2025
ant,18.1,2030
ant,18.02,2035
ant,18.35,2040
ant,18.1,2045
ant,18.45,2050
ncl,30.0,1950
ncl,28.12,1955
ncl,27.78,1960
ncl,27.91,1965
ncl,27.45,1970
ncl,29.51,1975
ncl,28.99,1980
ncl,31.58,1985
ncl,31.33,1990
ncl,33.68,1995
ncl,33.02,2000
ncl,31.36,2005
ncl,31.75,2010
ncl,30.88,2015
ncl,29.86,2020
ncl,29.8,2025
ncl,27.95,2030
ncl,26.79,2035
ncl,25.43,2040
ncl,24.44,2045
ncl,23.78,2050
nzl,29.19,1950
nzl,26.96,1955
nzl,25.28,1960
nzl,24.58,1965
nzl,25.34,1970
nzl,27.55,1975
nzl,29.31,1980
nzl,31.63,1985
nzl,31.68,1990
nzl,31.55,1995
nzl,29.62,2000
nzl,27.76,2005
nzl,26.62,2010
nzl,26.32,2015
nzl,26.07,2020
nzl,25.49,2025
nzl,24.75,2030
nzl,24.03,2035
nzl,23.85,2040
nzl,23.7,2045
nzl,23.37,2050
nic,29.8,1950
nic,28.63,1955
nic,27.03,1960
nic,25.8,1965
nic,24.25,1970
nic,25.02,1975
