geo,children_per_woman_total_fertility,time
isl,2.76,1938
isl,2.68,1939
isl,2.79,1940
isl,2.91,1941
isl,3.24,1942
isl,3.33,1943
isl,3.36,1944
isl,3.53,1945
isl,3.46,1946
isl,3.63,1947
isl,3.75,1948
isl,3.76,1949
isl,3.62,1950
isl,3.69,1951
isl,3.82,1952
isl,3.93,1953
isl,4.02,1954
isl,4.1,1955
isl,4.15,1956
isl,4.18,1957
isl,4.19,1958
isl,4.17,1959
isl,4.13,1960
isl,4.07,1961
isl,3.98,1962
isl,3.86,1963
isl,3.74,1964
isl,3.6,1965
isl,3.46,1966
isl,3.34,1967
isl,3.22,1968
isl,3.12,1969
isl,3.03,1970
isl,2.95,1971
isl,2.88,1972
isl,2.8,1973
isl,2.73,1974
isl,2.65,1975
isl,2.57,1976
isl,2.49,1977
isl,2.42,1978
isl,2.36,1979
isl,2.31,1980
isl,2.27,1981
isl,2.23,1982
isl,2.2,1983
isl,2.17,1984
isl,2.15,1985
isl,2.14,1986
isl,2.13,1987
isl,2.14,1988
isl,2.15,1989
isl,2.16,1990
isl,2.17,1991
isl,2.17,1992
isl,2.17,1993
isl,2.15,1994
isl,2.13,1995
isl,2.1,1996
isl,2.07,1997
isl,2.05,1998
isl,2.02,1999
isl,2.01,2000
isl,2.0,2001
isl,2.0,2002
isl,2.02,2003
isl,2.04,2004
isl,2.06,2005
isl,2.09,2006
isl,2.11,2007
isl,2.12,2008
isl,2.12,2009
isl,2.12,2010
isl,2.11,2011
isl,2.1,2012
isl,2.08,2013
isl,2.07,2014
isl,2.06,2015
ind,5.95,1800
ind,5.95,1801
ind,5.95,1802
ind,5.95,1803
ind,5.95,1804
ind,5.95,1805
ind,5.95,1806
ind,5.95,1807
ind,5.95,1808
ind,5.95,1809
ind,5.95,1810
ind,5.95,1811
ind,5.95,1812
ind,5.95,1813
ind,5.95,1814
ind,5.95,1815
ind,5.95,1816
ind,5.95,1817
ind,5.95,1818
ind,5.95,1819
ind,5.95,1820
ind,5.95,1821
ind,5.95,1822
ind,5.95,1823
ind,5.95,1824
ind,5.95,1825
ind,5.95,1826
ind,5.95,1827
ind,5.95,1828
ind,5.95,1829
ind,5.95,1830
ind,5.95,1831
ind,5.95,1832
ind,5.95,1833
ind,5.95,1834
ind,5.95,1835
ind,5.95,1836
ind,5.95,1837
ind,5.95,1838
ind,5.95,1839
ind,5.95,1840
ind,5.95,1841
ind,5.95,1842
ind,5.95,1843
ind,5.95,1844
ind,5.95,1845
ind,5.95,1846
ind,5.95,1847
ind,5.95,1848
ind,5.95,1849
ind,5.95,1850
ind,5.95,1851
ind,5.95,1852
ind,5.95,1853
ind,5.95,1854
ind,5.95,1855
ind,5.95,1856
ind,5.95,1857
ind,5.95,1858
ind,5.95,1859
ind,5.95,1860
ind,5.95,1861
ind,5.95,1862
ind,5.95,1863
ind,5.95,1864
ind,5.95,1865
ind,5.95,1866
ind,5.95,1867
ind,5.95,1868
ind,5.95,1869
ind,5.95,1870
ind,5.95,1871
ind,5.95,1872
ind,5.95,1873
ind,5.95,1874
ind,5.95,1875
ind,5.95,1876
ind,5.95,1877
ind,5.95,1878
ind,5.95,1879
ind,5.95,1880
ind,5.92,1881
ind,5.89,1882
ind,5.86,1883
ind,5.82,1884
ind,5.79,1885
ind,5.76,1886
ind,5.76,1887
ind,5.75,1888
ind,5.75,1889
ind,5.75,1890
ind,5.75,1891
ind,5.74,1892
ind,5.74,1893
ind,5.74,1894
ind,5.73,1895
ind,5.73,1896
ind,5.73,1897
ind,5.73,1898
ind,5.73,1899
ind,5.73,1900
ind,5.73,1901
ind,5.72,1902
ind,5.72,1903
ind,5.72,1904
ind,5.72,1905
ind,5.72,1906
ind,5.72,1907
ind,5.72,1908
ind,5.71,1909
ind,5.71,1910
ind,5.71,1911
ind,5.71,1912
ind,5.71,1913
ind,5.7,1914
ind,5.7,1915
ind,5.7,1916
ind,5.71,1917
ind,5.72,1918
ind,5.73,1919
ind,5.74,1920
ind,5.76,1921
ind,5.77,1922
ind,5.78,1923
ind,5.79,1924
ind,5.8,1925
ind,5.81,1926
ind,5.82,1927
ind,5.83,1928
ind,5.85,1929
ind,5.86,1930
ind,5.87,1931
ind,5.88,1932
ind,5.89,1933
ind,5.91,1934
ind,5.92,1935
ind,5.93,1936
ind,5.93,1937
ind,5.93,1938
ind,5.92,1939
ind,5.92,1940
ind,5.92,1941
ind,5.92,1942
ind,5.92,1943
ind,5.91,1944
ind,5.91,1945
ind,5.91,1946
ind,5.9,1947
ind,5.9,1948
ind,5.89,1949
ind,5.89,1950
ind,5.89,1951
ind,5.9,1952
ind,5.91,1953
ind,5.91,1954
ind,5.91,1955
ind,5.91,1956
ind,5.9,1957
ind,5.89,1958
ind,5.88,1959
ind,5.87,1960
ind,5.86,1961
ind,5.84,1962
ind,5.83,1963
ind,5.81,1964
ind,5.78,1965
ind,5.75,1966
ind,5.7,1967
ind,5.64,1968
ind,5.57,1969
ind,5.49,1970
ind,5.41,1971
ind,5.32,1972
ind,5.24,1973
ind,5.16,1974
ind,5.08,1975
ind,5.0,1976
ind,4.92,1977
ind,4.84,1978
ind,4.76,1979
ind,4.68,1980
ind,4.6,1981
ind,4.52,1982
ind,4.44,1983
ind,4.36,1984
ind,4.28,1985
ind,4.2,1986
ind,4.13,1987
ind,4.04,1988
ind,3.96,1989
ind,3.88,1990
ind,3.79,1991
ind,3.71,1992
ind,3.63,1993
ind,3.55,1994
ind,3.47,1995
ind,3.4,1996
ind,3.33,1997
ind,3.27,1998
ind,3.21,1999
ind,3.15,2000
ind,3.08,2001
ind,3.02,2002
ind,2.95,2003
ind,2.88,2004
ind,2.82,2005
ind,2.75,2006
ind,2.69,2007
ind,2.64,2008
ind,2.6,2009
ind,2.56,2010
ind,2.53,2011
ind,2.51,2012
ind,2.48,2013
ind,2.45,2014
ind,2.43,2015
idn,6.07,1800
idn,6.07,1801
idn,6.07,1802
idn,6.07,1803
idn,6.07,1804
idn,6.07,1805
idn,6.07,1806
idn,6.07,1807
idn,6.07,1808
idn,6.07,1809
idn,6.07,1810
idn,6.07,1811
idn,6.07,1812
idn,6.07,1813
idn,6.07,1814
idn,6.07,1815
idn,6.07,1816
idn,6.07,1817
idn,6.07,1818
idn,6.07,1819
idn,6.07,1820
idn,6.07,1821
idn,6.07,1822
idn,6.07,1823
idn,6.07,1824
idn,6.07,1825
idn,6.07,1826
idn,6.07,1827
idn,6.07,1828
idn,6.07,1829
idn,6.07,1830
idn,6.07,1831
idn,6.07,1832
idn,6.07,1833
idn,6.07,1834
idn,6.07,1835
idn,6.07,1836
idn,6.07,1837
idn,6.07,1838
idn,6.07,1839
idn,6.07,1840
idn,6.07,1841
idn,6.07,1842
idn,6.07,1843
idn,6.07,1844
idn,6.07,1845
idn,6.07,1846
idn,6.07,1847
idn,6.07,1848
idn,6.07,1849
idn,6.07,1850
idn,6.07,1851
idn,6.07,1852
idn,6.07,1853
idn,6.07,1854
idn,6.07,1855
idn,6.07,1856
idn,6.07,1857
idn,6.07,1858
idn,6.07,1859
idn,6.07,1860
idn,6.07,1861
idn,6.07,1862
idn,6.07,1863
idn,6.07,1864
idn,6.07,1865
idn,6.07,1866
idn,6.07,1867
idn,6.07,1868
idn,6.07,1869
idn,6.07,1870
idn,6.07,1871
idn,6.07,1872
idn,6.07,1873
idn,6.07,1874
idn,6.07,1875
idn,6.07,1876
idn,6.07,1877
idn,6.07,1878
idn,6.07,1879
idn,6.07,1880
idn,6.07,1881
idn,6.07,1882
idn,6.07,1883
idn,6.07,1884
idn,6.07,1885
idn,6.07,1886
idn,6.07,1887
idn,6.07,1888
idn,6.07,1889
idn,6.07,1890
idn,6.07,1891
idn,6.07,1892
idn,6.07,1893
idn,6.07,1894
idn,6.07,1895
idn,6.07,1896
idn,6.06,1897
idn,6.06,1898
idn,6.05,1899
idn,6.05,1900
idn,6.04,1901
idn,6.04,1902
idn,6.03,1903
idn,5.99,1904
idn,5.95,1905
idn,6.06,1906
idn,6.26,1907
idn,6.23,1908
idn,6.2,1909
idn,6.17,1910
idn,6.14,1911
idn,6.11,1912
idn,6.08,1913
idn,5.84,1914
idn,5.72,1915
idn,5.59,1916
idn,5.46,1917
idn,5.34,1918
idn,5.21,1919
idn,5.48,1920
idn,5.48,1921
idn,5.47,1922
idn,5.47,1923
idn,5.46,1924
idn,5.46,1925
idn,5.45,1926
idn,5.45,1927
idn,5.44,1928
idn,5.44,1929
idn,5.44,1930
idn,5.43,1931
idn,5.43,1932
idn,5.42,1933
idn,5.42,1934
idn,5.41,1935
idn,5.41,1936
idn,5.4,1937
idn,5.4,1938
idn,5.4,1939
idn,5.39,1940
idn,5.39,1941
idn,5.38,1942
idn,5.38,1943
idn,5.37,1944
idn,5.37,1945
idn,5.36,1946
idn,5.36,1947
idn,5.35,1948
idn,5.35,1949
idn,5.35,1950
idn,5.39,1951
idn,5.46,1952
idn,5.53,1953
idn,5.58,1954
idn,5.62,1955
idn,5.65,1956
idn,5.67,1957
idn,5.67,1958
idn,5.67,1959
idn,5.67,1960
idn,5.66,1961
idn,5.65,1962
idn,5.63,1963
idn,5.62,1964
idn,5.61,1965
idn,5.6,1966
idn,5.58,1967
idn,5.56,1968
idn,5.52,1969
idn,5.47,1970
idn,5.41,1971
idn,5.34,1972
idn,5.25,1973
idn,5.15,1974
idn,5.04,1975
idn,4.93,1976
idn,4.81,1977
idn,4.68,1978
idn,4.56,1979
idn,4.43,1980
idn,4.3,1981
idn,4.17,1982
idn,4.03,1983
idn,3.89,1984
idn,3.75,1985
idn,3.61,1986
idn,3.47,1987
idn,3.35,1988
idn,3.23,1989
idn,3.12,1990
idn,3.02,1991
idn,2.93,1992
idn,2.84,1993
idn,2.76,1994
idn,2.69,1995
idn,2.63,1996
idn,2.58,1997
idn,2.53,1998
idn,2.5,1999
idn,2.48,2000
idn,2.48,2001
idn,2.47,2002
idn,2.48,2003
idn,2.49,2004
idn,2.49,2005
idn,2.5,2006
idn,2.49,2007
idn,2.48,2008
idn,2.46,2009
idn,2.43,2010
idn,2.4,2011
idn,2.37,2012
idn,2.34,2013
idn,2.31,2014
idn,2.28,2015
irn,7.08,1800
irn,7.08,1801
irn,7.08,1802
irn,7.08,1803
irn,7.08,1804
irn,7.08,1805
irn,7.08,1806
irn,7.08,1807
irn,7.08,1808
irn,7.08,1809
irn,7.08,1810
irn,7.08,1811
irn,7.08,1812
irn,7.08,1813
irn,7.08,1814
irn,7.08,1815
irn,7.08,1816
irn,7.08,1817
irn,7.08,1818
irn,7.08,1819
irn,7.08,1820
irn,7.08,1821
irn,7.08,1822
irn,7.08,1823
irn,7.08,1824
irn,7.08,1825
irn,7.08,1826
irn,7.08,1827
irn,7.08,1828
irn,7.08,1829
irn,7.08,1830
irn,7.08,1831
irn,7.08,1832
irn,7.08,1833
irn,7.08,1834
irn,7.08,1835
irn,7.08,1836
irn,7.08,1837
irn,7.08,1838
irn,7.08,1839
irn,7.08,1840
irn,7.08,1841
irn,7.08,1842
irn,7.08,1843
irn,7.08,1844
irn,7.08,1845
irn,7.08,1846
irn,7.08,1847
irn,7.08,1848
irn,7.08,1849
irn,7.08,1850
irn,7.08,1851
irn,7.08,1852
irn,7.08,1853
irn,7.08,1854
irn,7.08,1855
irn,7.08,1856
irn,7.08,1857
irn,7.08,1858
irn,7.08,1859
irn,7.08,1860
irn,7.08,1861
irn,7.08,1862
irn,7.08,1863
irn,7.08,1864
irn,7.08,1865
irn,7.08,1866
irn,7.08,1867
irn,7.08,1868
irn,7.08,1869
irn,7.08,1870
irn,7.08,1871
irn,7.08,1872
irn,7.08,1873
irn,7.08,1874
irn,7.08,1875
irn,7.08,1876
irn,7.08,1877
irn,7.08,1878
irn,7.08,1879
irn,7.08,1880
irn,7.08,1881
irn,7.08,1882
irn,7.08,1883
irn,7.08,1884
irn,7.08,1885
irn,7.08,1886
irn,7.08,1887
irn,7.08,1888
irn,7.08,1889
irn,7.08,1890
irn,7.08,1891
irn,7.08,1892
irn,7.08,1893
irn,7.08,1894
irn,7.08,1895
irn,7.08,1896
irn,7.08,1897
irn,7.08,1898
irn,7.08,1899
irn,7.08,1900
irn,7.08,1901
irn,7.08,1902
irn,7.08,1903
irn,7.08,1904
irn,7.08,1905
irn,7.08,1906
irn,7.08,1907
irn,7.08,1908
irn,7.08,1909
irn,7.08,1910
irn,7.08,1911
irn,7.08,1912
irn,7.08,1913
irn,7.08,1914
irn,7.08,1915
irn,7.08,1916
irn,7.08,1917
irn,7.08,1918
irn,7.08,1919
irn,7.08,1920
irn,7.08,1921
irn,7.08,1922
irn,7.08,1923
irn,7.08,1924
irn,7.08,1925
irn,7.07,1926
irn,7.07,1927
irn,7.06,1928
irn,7.05,1929
irn,7.05,1930
irn,7.04,1931
irn,7.03,1932
irn,7.03,1933
irn,7.02,1934
irn,7.01,1935
irn,7.01,1936
irn,7.0,1937
irn,6.99,1938
irn,6.99,1939
irn,6.98,1940
irn,6.97,1941
irn,6.97,1942
irn,6.96,1943
irn,6.95,1944
irn,6.95,1945
irn,6.94,1946
irn,6.93,1947
irn,6.93,1948
irn,6.92,1949
irn,6.92,1950
irn,6.91,1951
irn,6.91,1952
irn,6.91,1953
irn,6.91,1954
irn,6.91,1955
irn,6.91,1956
irn,6.92,1957
irn,6.92,1958
irn,6.93,1959
irn,6.93,1960
irn,6.92,1961
irn,6.91,1962
irn,6.9,1963
irn,6.87,1964
irn,6.83,1965
irn,6.77,1966
irn,6.7,1967
irn,6.62,1968
irn,6.53,1969
irn,6.44,1970
irn,6.36,1971
irn,6.29,1972
irn,6.24,1973
irn,6.21,1974
irn,6.21,1975
irn,6.24,1976
irn,6.29,1977
irn,6.35,1978
irn,6.42,1979
irn,6.48,1980
irn,6.52,1981
irn,6.52,1982
irn,6.47,1983
irn,6.37,1984
irn,6.22,1985
irn,6.02,1986
irn,5.76,1987
irn,5.47,1988
irn,5.15,1989
irn,4.82,1990
irn,4.48,1991
irn,4.14,1992
irn,3.81,1993
irn,3.49,1994
irn,3.2,1995
irn,2.95,1996
irn,2.72,1997
irn,2.51,1998
irn,2.34,1999
irn,2.19,2000
irn,2.08,2001
irn,1.99,2002
irn,1.93,2003
irn,1.9,2004
irn,1.87,2005
irn,1.87,2006
irn,1.87,2007
irn,1.88,2008
irn,1.89,2009
irn,1.9,2010
irn,1.91,2011
irn,1.92,2012
irn,1.92,2013
irn,1.92,2014
irn,1.91,2015
irq,7.13,1800
irq,7.13,1801
irq,7.13,1802
irq,7.13,1803
irq,7.13,1804
irq,7.13,1805
irq,7.13,1806
irq,7.13,1807
irq,7.13,1808
irq,7.13,1809
irq,7.13,1810
irq,7.13,1811
irq,7.13,1812
irq,7.13,1813
irq,7.13,1814
irq,7.13,1815
irq,7.13,1816
irq,7.13,1817
irq,7.13,1818
irq,7.13,1819
irq,7.13,1820
irq,7.13,1821
irq,7.13,1822
irq,7.13,1823
irq,7.13,1824
irq,7.13,1825
irq,7.13,1826
irq,7.13,1827
irq,7.13,1828
irq,7.13,1829
irq,7.13,1830
irq,7.13,1831
irq,7.13,1832
irq,7.13,1833
irq,7.13,1834
irq,7.13,1835
irq,7.13,1836
irq,7.13,1837
irq,7.13,1838
irq,7.13,1839
irq,7.13,1840
irq,7.13,1841
irq,7.13,1842
irq,7.13,1843
irq,7.13,1844
irq,7.13,1845
irq,7.13,1846
irq,7.13,1847
irq,7.13,1848
irq,7.13,1849
irq,7.13,1850
irq,7.13,1851
irq,7.13,1852
irq,7.13,1853
irq,7.13,1854
irq,7.13,1855
irq,7.13,1856
irq,7.13,1857
irq,7.13,1858
irq,7.13,1859
irq,7.13,1860
irq,7.13,1861
irq,7.13,1862
irq,7.13,1863
irq,7.13,1864
irq,7.13,1865
irq,7.13,1866
irq,7.13,1867
irq,7.13,1868
irq,7.13,1869
irq,7.13,1870
irq,7.13,1871
irq,7.13,1872
irq,7.13,1873
irq,7.13,1874
irq,7.13,1875
irq,7.13,1876
irq,7.13,1877
irq,7.13,1878
irq,7.13,1879
irq,7.13,1880
irq,7.13,1881
irq,7.13,1882
irq,7.13,1883
irq,7.13,1884
irq,7.13,1885
irq,7.13,1886
irq,7.13,1887
irq,7.13,1888
irq,7.13,1889
irq,7.13,1890
irq,7.13,1891
irq,7.13,1892
irq,7.13,1893
irq,7.13,1894
irq,7.13,1895
irq,7.13,1896
irq,7.13,1897
irq,7.13,1898
irq,7.13,1899
irq,7.13,1900
irq,7.13,1901
irq,7.13,1902
irq,7.13,1903
irq,7.13,1904
irq,7.13,1905
irq,7.13,1906
irq,7.13,1907
irq,7.13,1908
irq,7.13,1909
irq,7.13,1910
irq,7.13,1911
irq,7.13,1912
irq,7.13,1913
irq,7.13,1914
irq,7.13,1915
irq,7.13,1916
irq,7.13,1917
irq,7.13,1918
irq,7.13,1919
irq,7.13,1920
irq,7.13,1921
irq,7.13,1922
irq,7.13,1923
irq,7.13,1924
irq,7.13,1925
irq,7.17,1926
irq,7.21,1927
irq,7.25,1928
irq,7.29,1929
irq,7.33,1930
irq,7.37,1931
irq,7.41,1932
irq,7.45,1933
irq,7.48,1934
irq,7.52,1935
irq,7.56,1936
irq,7.6,1937
irq,7.64,1938
irq,7.68,1939
irq,7.72,1940
irq,7.76,1941
irq,7.8,1942
irq,7.84,1943
irq,7.88,1944
irq,7.91,1945
irq,7.95,1946
irq,7.99,1947
irq,8.03,1948
irq,8.07,1949
irq,8.11,1950
irq,7.88,1951
irq,7.44,1952
irq,7.07,1953
irq,6.76,1954
irq,6.52,1955
irq,6.34,1956
irq,6.23,1957
irq,6.18,1958
irq,6.19,1959
irq,6.25,1960
irq,6.36,1961
irq,6.51,1962
irq,6.69,1963
irq,6.87,1964
irq,7.04,1965
irq,7.19,1966
irq,7.3,1967
irq,7.36,1968
irq,7.38,1969
irq,7.36,1970
irq,7.31,1971
irq,7.23,1972
irq,7.15,1973
irq,7.07,1974
irq,6.99,1975
irq,6.92,1976
irq,6.83,1977
irq,6.75,1978
irq,6.66,1979
irq,6.57,1980
irq,6.49,1981
irq,6.41,1982
irq,6.34,1983
irq,6.28,1984
irq,6.22,1985
irq,6.16,1986
irq,6.11,1987
irq,6.04,1988
irq,5.97,1989
irq,5.88,1990
irq,5.79,1991
irq,5.7,1992
irq,5.61,1993
irq,5.51,1994
irq,5.42,1995
irq,5.32,1996
irq,5.23,1997
irq,5.14,1998
irq,5.05,1999
irq,4.97,2000
irq,4.88,2001
irq,4.8,2002
irq,4.71,2003
irq,4.63,2004
irq,4.56,2005
irq,4.48,2006
irq,4.41,2007
irq,4.34,2008
irq,4.28,2009
irq,4.21,2010
irq,4.15,2011
irq,4.09,2012
irq,4.03,2013
irq,3.97,2014
irq,3.91,2015
irl,4.2,1800
irl,4.2,1801
irl,4.2,1802
irl,4.2,1803
irl,4.2,1804
irl,4.2,1805
irl,4.2,1806
irl,4.2,1807
irl,4.2,1808
irl,4.2,1809
irl,4.2,1810
irl,4.2,1811
irl,4.2,1812
irl,4.2,1813
irl,4.2,1814
irl,4.2,1815
irl,4.2,1816
irl,4.2,1817
irl,4.2,1818
irl,4.2,1819
irl,4.2,1820
irl,4.2,1821
irl,4.2,1822
irl,4.2,1823
irl,4.2,1824
irl,4.2,1825
irl,4.2,1826
irl,4.2,1827
irl,4.2,1828
irl,4.2,1829
irl,4.2,1830
irl,4.2,1831
irl,4.2,1832
irl,4.2,1833
irl,4.2,1834
irl,4.2,1835
irl,4.2,1836
irl,4.2,1837
irl,4.2,1838
irl,4.2,1839
irl,4.2,1840
irl,4.2,1841
irl,4.2,1842
irl,4.2,1843
irl,4.2,1844
irl,4.2,1845
irl,4.2,1846
irl,4.2,1847
irl,4.2,1848
irl,4.2,1849
irl,4.2,1850
irl,4.13,1851
irl,4.06,1852
irl,3.99,1853
irl,3.93,1854
irl,3.86,1855
irl,3.79,1856
irl,3.72,1857
irl,3.65,1858
irl,3.58,1859
irl,3.51,1860
irl,3.45,1861
irl,3.38,1862
irl,3.31,1863
irl,3.24,1864
irl,3.47,1865
irl,3.54,1866
irl,3.53,1867
irl,3.58,1868
irl,3.58,1869
irl,3.71,1870
irl,3.67,1871
irl,3.72,1872
irl,3.63,1873
irl,3.57,1874
irl,3.51,1875
irl,3.57,1876
irl,3.54,1877
irl,3.4,1878
irl,3.44,1879
irl,3.31,1880
irl,3.33,1881
irl,3.22,1882
irl,3.15,1883
irl,3.2,1884
irl,3.15,1885
irl,3.11,1886
irl,3.1,1887
irl,3.06,1888
irl,3.04,1889
irl,2.99,1890
irl,3.05,1891
irl,3.01,1892
irl,3.09,1893
irl,3.08,1894
irl,3.12,1895
irl,3.17,1896
irl,3.16,1897
irl,3.13,1898
irl,3.09,1899
irl,3.04,1900
irl,2.92,1901
irl,3.08,1902
irl,3.09,1903
irl,3.16,1904
irl,3.13,1905
irl,3.15,1906
irl,3.11,1907
irl,3.12,1908
irl,3.14,1909
irl,3.12,1910
irl,3.07,1911
irl,3.1,1912
irl,3.09,1913
irl,3.05,1914
irl,2.99,1915
irl,2.87,1916
irl,2.71,1917
irl,2.73,1918
irl,2.75,1919
irl,3.2,1920
irl,2.79,1921
irl,2.61,1922
irl,2.74,1923
irl,2.83,1924
irl,2.79,1925
irl,2.76,1926
irl,2.72,1927
irl,2.69,1928
irl,2.66,1929
irl,2.67,1930
irl,2.61,1931
irl,2.56,1932
irl,2.6,1933
irl,2.61,1934
irl,2.63,1935
irl,2.92,1936
irl,2.57,1937
irl,2.6,1938
irl,2.56,1939
irl,2.56,1940
irl,2.9,1941
irl,2.99,1942
irl,2.93,1943
irl,2.98,1944
irl,3.04,1945
irl,3.33,1946
irl,3.46,1947
irl,3.58,1948
irl,3.53,1949
irl,3.48,1950
irl,3.45,1951
irl,3.41,1952
irl,3.39,1953
irl,3.4,1954
irl,3.44,1955
irl,3.5,1956
irl,3.57,1957
irl,3.67,1958
irl,3.76,1959
irl,3.86,1960
irl,3.93,1961
irl,3.98,1962
irl,4.0,1963
irl,3.99,1964
irl,3.95,1965
irl,3.9,1966
irl,3.86,1967
irl,3.83,1968
irl,3.82,1969
irl,3.81,1970
irl,3.81,1971
irl,3.79,1972
irl,3.74,1973
irl,3.67,1974
irl,3.57,1975
irl,3.46,1976
irl,3.34,1977
irl,3.22,1978
irl,3.11,1979
irl,3.0,1980
irl,2.9,1981
irl,2.79,1982
irl,2.68,1983
irl,2.56,1984
irl,2.45,1985
irl,2.34,1986
irl,2.23,1987
irl,2.14,1988
irl,2.06,1989
irl,2.0,1990
irl,1.95,1991
irl,1.92,1992
irl,1.9,1993
irl,1.9,1994
irl,1.9,1995
irl,1.91,1996
irl,1.92,1997
irl,1.93,1998
irl,1.94,1999
irl,1.95,2000
irl,1.96,2001
irl,1.97,2002
irl,1.97,2003
irl,1.98,2004
irl,1.99,2005
irl,1.99,2006
irl,2.0,2007
irl,2.0,2008
irl,2.0,2009
irl,2.0,2010
irl,2.0,2011
irl,2.0,2012
irl,2.0,2013
irl,2.0,2014
irl,1.99,2015
isr,6.0,1800
isr,5.99,1801
isr,5.97,1802
isr,5.96,1803
isr,5.95,1804
isr,5.94,1805
isr,5.92,1806
isr,5.91,1807
isr,5.9,1808
isr,5.88,1809
isr,5.87,1810
isr,5.86,1811
isr,5.84,1812
isr,5.83,1813
isr,5.82,1814
isr,5.81,1815
isr,5.79,1816
isr,5.78,1817
isr,5.77,1818
isr,5.75,1819
isr,5.74,1820
isr,5.73,1821
isr,5.72,1822
isr,5.7,1823
isr,5.69,1824
isr,5.68,1825
isr,5.66,1826
isr,5.65,1827
isr,5.64,1828
isr,5.62,1829
isr,5.61,1830
isr,5.6,1831
isr,5.59,1832
isr,5.57,1833
isr,5.56,1834
isr,5.55,1835
isr,5.53,1836
isr,5.52,1837
isr,5.51,1838
isr,5.5,1839
isr,5.48,1840
isr,5.47,1841
isr,5.46,1842
isr,5.44,1843
isr,5.43,1844
isr,5.42,1845
isr,5.4,1846
isr,5.39,1847
isr,5.38,1848
isr,5.37,1849
isr,5.35,1850
isr,5.34,1851
isr,5.33,1852
isr,5.31,1853
isr,5.3,1854
isr,5.29,1855
isr,5.28,1856
isr,5.26,1857
isr,5.25,1858
isr,5.24,1859
isr,5.22,1860
isr,5.21,1861
isr,5.2,1862
isr,5.18,1863
isr,5.17,1864
isr,5.16,1865
isr,5.15,1866
isr,5.13,1867
isr,5.12,1868
isr,5.11,1869
isr,5.09,1870
isr,5.08,1871
isr,5.07,1872
isr,5.05,1873
isr,5.04,1874
isr,5.03,1875
isr,5.02,1876
isr,5.0,1877
isr,4.99,1878
isr,4.98,1879
isr,4.96,1880
isr,4.95,1881
isr,4.94,1882
isr,4.93,1883
isr,4.91,1884
isr,4.9,1885
isr,4.89,1886
isr,4.87,1887
isr,4.86,1888
isr,4.85,1889
isr,4.83,1890
isr,4.82,1891
isr,4.81,1892
isr,4.8,1893
isr,4.78,1894
isr,4.77,1895
isr,4.76,1896
isr,4.74,1897
isr,4.73,1898
isr,4.72,1899
isr,4.71,1900
isr,4.69,1901
isr,4.68,1902
isr,4.67,1903
isr,4.65,1904
isr,4.64,1905
isr,4.63,1906
isr,4.61,1907
isr,4.6,1908
isr,4.59,1909
isr,4.58,1910
isr,4.56,1911
isr,4.55,1912
isr,4.54,1913
isr,4.52,1914
isr,4.51,1915
isr,4.5,1916
isr,4.49,1917
isr,4.47,1918
isr,4.46,1919
isr,4.45,1920
isr,4.43,1921
isr,4.42,1922
isr,4.41,1923
isr,4.39,1924
isr,4.38,1925
isr,4.39,1926
isr,4.4,1927
isr,4.41,1928
isr,4.41,1929
isr,4.42,1930
isr,4.36,1931
isr,4.3,1932
isr,4.25,1933
isr,4.19,1934
isr,4.13,1935
isr,3.93,1936
isr,3.74,1937
isr,3.54,1938
isr,3.34,1939
isr,3.15,1940
isr,3.32,1941
isr,3.49,1942
isr,3.66,1943
isr,3.84,1944
isr,4.01,1945
isr,4.11,1946
isr,4.21,1947
isr,4.32,1948
isr,4.42,1949
isr,4.52,1950
isr,4.45,1951
isr,4.32,1952
isr,4.21,1953
isr,4.11,1954
isr,4.03,1955
isr,3.96,1956
isr,3.92,1957
isr,3.88,1958
isr,3.86,1959
isr,3.84,1960
isr,3.84,1961
isr,3.83,1962
isr,3.82,1963
isr,3.82,1964
isr,3.81,1965
isr,3.8,1966
isr,3.8,1967
isr,3.81,1968
isr,3.81,1969
isr,3.82,1970
isr,3.81,1971
isr,3.8,1972
isr,3.77,1973
isr,3.72,1974
isr,3.66,1975
isr,3.59,1976
isr,3.51,1977
isr,3.43,1978
isr,3.35,1979
isr,3.28,1980
isr,3.22,1981
isr,3.17,1982
isr,3.13,1983
isr,3.11,1984
isr,3.09,1985
isr,3.07,1986
isr,3.06,1987
isr,3.04,1988
isr,3.02,1989
isr,3.0,1990
isr,2.97,1991
isr,2.95,1992
isr,2.94,1993
isr,2.93,1994
isr,2.92,1995
isr,2.92,1996
isr,2.93,1997
isr,2.93,1998
isr,2.92,1999
isr,2.92,2000
isr,2.92,2001
isr,2.91,2002
isr,2.91,2003
isr,2.91,2004
isr,2.91,2005
isr,2.91,2006
isr,2.91,2007
isr,2.92,2008
isr,2.92,2009
isr,2.92,2010
isr,2.92,2011
isr,2.91,2012
isr,2.9,2013
isr,2.88,2014
isr,2.86,2015
ita,5.47,1800
ita,5.47,1801
ita,5.47,1802
ita,5.47,1803
ita,5.47,1804
ita,5.47,1805
ita,5.47,1806
ita,5.47,1807
ita,5.47,1808
ita,5.47,1809
ita,5.47,1810
ita,5.47,1811
ita,5.47,1812
ita,5.47,1813
ita,5.47,1814
ita,5.47,1815
ita,5.47,1816
ita,5.47,1817
ita,5.47,1818
ita,5.47,1819
ita,5.47,1820
ita,5.47,1821
ita,5.47,1822
ita,5.47,1823
