child_mortality_0_5_year_olds_dying_per_1000_born,geo,time
307.2,est,1888
305.1,est,1889
303.0,est,1890
301.9,est,1891
299.8,est,1892
297.7,est,1893
295.6,est,1894
294.5,est,1895
292.4,est,1896
290.2,est,1897
290.1,est,1898
288.9,est,1899
288.7,est,1900
284.4,est,1901
280.0,est,1902
275.6,est,1903
271.2,est,1904
266.8,est,1905
263.4,est,1906
259.0,est,1907
254.6,est,1908
250.2,est,1909
245.8,est,1910
241.5,est,1911
237.2,est,1912
232.9,est,1913
228.7,est,1914
224.5,est,1915
220.3,est,1916
217.1,est,1917
213.1,est,1918
209.1,est,1919
205.1,est,1920
201.1,est,1921
197.2,est,1922
193.4,est,1923
190.4,est,1924
186.6,est,1925
183.6,est,1926
179.9,est,1927
177.0,est,1928
173.4,est,1929
170.6,est,1930
167.0,est,1931
164.3,est,1932
160.8,est,1933
158.1,est,1934
154.6,est,1935
150.5,est,1936
145.7,est,1937
141.6,est,1938
137.7,est,1939
133.0,est,1940
129.2,est,1941
125.4,est,1942
121.0,est,1943
117.3,est,1944
113.0,est,1945
109.5,est,1946
106.0,est,1947
101.9,est,1948
98.5,est,1949
91.06,est,1950
84.17,est,1951
77.81,est,1952
71.93,est,1953
66.5,est,1954
61.47,est,1955
56.82,est,1956
52.53,est,1957
48.56,est,1958
44.89,est,1959
45.06,est,1960
39.87,est,1961
35.88,est,1962
35.58,est,1963
36.22,est,1964
29.98,est,1965
28.76,est,1966
27.82,est,1967
28.0,est,1968
25.93,est,1969
27.16,est,1970
26.31,est,1971
24.14,est,1972
24.33,est,1973
26.68,est,1974
26.22,est,1975
26.44,est,1976
27.2,est,1977
25.52,est,1978
27.69,est,1979
27.1,est,1980
26.2,est,1981
25.3,est,1982
24.5,est,1983
23.8,est,1984
23.1,est,1985
22.6,est,1986
22.0,est,1987
21.5,est,1988
20.9,est,1989
20.2,est,1990
19.5,est,1991
18.7,est,1992
17.8,est,1993
16.8,est,1994
15.8,est,1995
14.8,est,1996
13.8,est,1997
12.8,est,1998
11.9,est,1999
11.0,est,2000
10.2,est,2001
9.4,est,2002
8.6,est,2003
7.9,est,2004
7.3,est,2005
6.7,est,2006
6.1,est,2007
5.5,est,2008
5.0,est,2009
4.5,est,2010
4.1,est,2011
3.7,est,2012
3.4,est,2013
3.2,est,2014
3.0,est,2015
447.9,eth,1800
447.9,eth,1801
447.9,eth,1802
447.9,eth,1803
447.9,eth,1804
447.9,eth,1805
447.9,eth,1806
447.9,eth,1807
447.9,eth,1808
447.9,eth,1809
447.9,eth,1810
447.9,eth,1811
447.9,eth,1812
447.9,eth,1813
447.9,eth,1814
447.9,eth,1815
447.9,eth,1816
447.9,eth,1817
447.9,eth,1818
447.9,eth,1819
447.9,eth,1820
447.9,eth,1821
447.9,eth,1822
447.9,eth,1823
447.9,eth,1824
447.9,eth,1825
447.9,eth,1826
447.9,eth,1827
447.9,eth,1828
447.9,eth,1829
447.9,eth,1830
447.9,eth,1831
447.9,eth,1832
447.9,eth,1833
447.9,eth,1834
447.9,eth,1835
447.9,eth,1836
447.9,eth,1837
447.9,eth,1838
447.9,eth,1839
447.9,eth,1840
447.9,eth,1841
447.9,eth,1842
447.9,eth,1843
447.9,eth,1844
447.9,eth,1845
447.9,eth,1846
447.9,eth,1847
447.9,eth,1848
447.9,eth,1849
447.9,eth,1850
447.9,eth,1851
447.9,eth,1852
447.9,eth,1853
447.9,eth,1854
447.9,eth,1855
447.9,eth,1856
447.9,eth,1857
447.9,eth,1858
447.9,eth,1859
447.9,eth,1860
447.9,eth,1861
447.9,eth,1862
447.9,eth,1863
447.9,eth,1864
447.9,eth,1865
447.9,eth,1866
447.9,eth,1867
447.9,eth,1868
447.9,eth,1869
447.9,eth,1870
447.9,eth,1871
447.9,eth,1872
447.9,eth,1873
447.9,eth,1874
447.9,eth,1875
447.9,eth,1876
447.9,eth,1877
447.9,eth,1878
447.9,eth,1879
447.9,eth,1880
447.9,eth,1881
447.9,eth,1882
447.9,eth,1883
447.9,eth,1884
447.9,eth,1885
447.9,eth,1886
447.9,eth,1887
447.9,eth,1888
447.9,eth,1889
447.9,eth,1890
447.9,eth,1891
447.9,eth,1892
447.9,eth,1893
447.9,eth,1894
447.8,eth,1895
447.8,eth,1896
447.6,eth,1897
447.5,eth,1898
447.2,eth,1899
446.9,eth,1900
446.5,eth,1901
446.1,eth,1902
445.5,eth,1903
444.9,eth,1904
444.3,eth,1905
443.5,eth,1906
442.7,eth,1907
441.9,eth,1908
440.9,eth,1909
439.9,eth,1910
438.9,eth,1911
437.9,eth,1912
436.8,eth,1913
435.8,eth,1914
434.7,eth,1915
433.7,eth,1916
432.6,eth,1917
431.6,eth,1918
430.5,eth,1919
429.5,eth,1920
428.4,eth,1921
427.4,eth,1922
426.3,eth,1923
425.3,eth,1924
424.2,eth,1925
423.2,eth,1926
422.2,eth,1927
421.2,eth,1928
420.1,eth,1929
419.1,eth,1930
418.1,eth,1931
417.1,eth,1932
416.1,eth,1933
415.1,eth,1934
414.1,eth,1935
413.1,eth,1936
412.0,eth,1937
411.0,eth,1938
410.0,eth,1939
409.0,eth,1940
408.0,eth,1941
407.0,eth,1942
405.9,eth,1943
404.9,eth,1944
403.9,eth,1945
394.4,eth,1946
385.1,eth,1947
374.8,eth,1948
365.9,eth,1949
357.1,eth,1950
353.9,eth,1951
349.7,eth,1952
344.0,eth,1953
336.9,eth,1954
329.4,eth,1955
320.5,eth,1956
311.6,eth,1957
303.0,eth,1958
294.6,eth,1959
286.4,eth,1960
278.5,eth,1961
270.8,eth,1962
263.3,eth,1963
256.0,eth,1964
248.9,eth,1965
242.0,eth,1966
241.5,eth,1967
241.0,eth,1968
241.2,eth,1969
241.1,eth,1970
241.2,eth,1971
241.1,eth,1972
241.0,eth,1973
241.0,eth,1974
241.5,eth,1975
242.1,eth,1976
242.7,eth,1977
243.0,eth,1978
242.8,eth,1979
241.6,eth,1980
239.3,eth,1981
236.0,eth,1982
232.0,eth,1983
227.6,eth,1984
223.4,eth,1985
219.3,eth,1986
215.5,eth,1987
212.0,eth,1988
208.4,eth,1989
204.6,eth,1990
200.2,eth,1991
195.0,eth,1992
188.9,eth,1993
182.0,eth,1994
175.0,eth,1995
168.3,eth,1996
162.0,eth,1997
156.2,eth,1998
150.8,eth,1999
145.1,eth,2000
139.0,eth,2001
132.2,eth,2002
124.8,eth,2003
117.0,eth,2004
109.1,eth,2005
101.3,eth,2006
93.8,eth,2007
86.9,eth,2008
80.8,eth,2009
75.7,eth,2010
71.3,eth,2011
67.7,eth,2012
64.6,eth,2013
61.8,eth,2014
59.2,eth,2015
498.9,fji,1800
498.9,fji,1801
498.9,fji,1802
498.9,fji,1803
498.9,fji,1804
498.9,fji,1805
498.9,fji,1806
498.9,fji,1807
498.9,fji,1808
498.9,fji,1809
498.9,fji,1810
498.9,fji,1811
498.9,fji,1812
498.9,fji,1813
498.9,fji,1814
498.9,fji,1815
498.9,fji,1816
498.9,fji,1817
498.9,fji,1818
498.9,fji,1819
498.9,fji,1820
498.9,fji,1821
498.9,fji,1822
498.9,fji,1823
498.9,fji,1824
498.9,fji,1825
498.9,fji,1826
498.9,fji,1827
498.9,fji,1828
498.9,fji,1829
498.9,fji,1830
498.9,fji,1831
498.9,fji,1832
498.9,fji,1833
498.9,fji,1834
498.9,fji,1835
498.9,fji,1836
498.9,fji,1837
498.9,fji,1838
498.9,fji,1839
498.9,fji,1840
498.9,fji,1841
498.9,fji,1842
498.9,fji,1843
498.9,fji,1844
498.9,fji,1845
498.9,fji,1846
498.9,fji,1847
498.9,fji,1848
498.9,fji,1849
498.9,fji,1850
498.9,fji,1851
498.9,fji,1852
498.9,fji,1853
498.9,fji,1854
498.9,fji,1855
498.9,fji,1856
498.9,fji,1857
498.9,fji,1858
498.9,fji,1859
498.9,fji,1860
498.9,fji,1861
498.9,fji,1862
498.9,fji,1863
498.9,fji,1864
498.9,fji,1865
498.9,fji,1866
498.9,fji,1867
498.9,fji,1868
498.9,fji,1869
498.9,fji,1870
498.9,fji,1871
498.9,fji,1872
498.9,fji,1873
498.9,fji,1874
498.9,fji,1875
498.9,fji,1876
498.9,fji,1877
498.9,fji,1878
498.9,fji,1879
498.9,fji,1880
498.9,fji,1881
498.9,fji,1882
498.9,fji,1883
498.9,fji,1884
498.9,fji,1885
498.9,fji,1886
498.9,fji,1887
498.9,fji,1888
498.9,fji,1889
498.9,fji,1890
498.9,fji,1891
498.9,fji,1892
498.9,fji,1893
498.9,fji,1894
498.8,fji,1895
498.8,fji,1896
498.6,fji,1897
498.4,fji,1898
498.1,fji,1899
497.8,fji,1900
497.4,fji,1901
496.9,fji,1902
496.3,fji,1903
495.6,fji,1904
494.9,fji,1905
494.1,fji,1906
493.2,fji,1907
492.2,fji,1908
491.1,fji,1909
490.1,fji,1910
490.5,fji,1911
490.9,fji,1912
491.4,fji,1913
491.8,fji,1914
492.2,fji,1915
492.6,fji,1916
492.9,fji,1917
493.3,fji,1918
493.7,fji,1919
494.0,fji,1920
494.4,fji,1921
494.7,fji,1922
495.1,fji,1923
495.4,fji,1924
495.7,fji,1925
481.5,fji,1926
467.6,fji,1927
454.0,fji,1928
440.7,fji,1929
427.7,fji,1930
415.0,fji,1931
402.5,fji,1932
390.3,fji,1933
378.3,fji,1934
366.6,fji,1935
355.0,fji,1936
343.7,fji,1937
332.6,fji,1938
321.7,fji,1939
310.9,fji,1940
286.2,fji,1941
263.4,fji,1942
242.5,fji,1943
223.2,fji,1944
205.4,fji,1945
189.1,fji,1946
174.0,fji,1947
160.2,fji,1948
147.4,fji,1949
135.7,fji,1950
125.9,fji,1951
116.9,fji,1952
108.7,fji,1953
101.3,fji,1954
94.8,fji,1955
89.0,fji,1956
83.7,fji,1957
79.2,fji,1958
75.2,fji,1959
71.8,fji,1960
68.7,fji,1961
66.0,fji,1962
63.8,fji,1963
61.7,fji,1964
60.0,fji,1965
58.5,fji,1966
57.3,fji,1967
56.4,fji,1968
55.8,fji,1969
55.3,fji,1970
54.9,fji,1971
54.6,fji,1972
54.2,fji,1973
53.6,fji,1974
52.8,fji,1975
51.6,fji,1976
50.0,fji,1977
48.2,fji,1978
46.1,fji,1979
44.0,fji,1980
42.0,fji,1981
40.0,fji,1982
38.3,fji,1983
36.8,fji,1984
35.4,fji,1985
34.1,fji,1986
33.0,fji,1987
31.8,fji,1988
30.8,fji,1989
29.8,fji,1990
28.8,fji,1991
28.0,fji,1992
27.2,fji,1993
26.6,fji,1994
26.2,fji,1995
25.8,fji,1996
25.4,fji,1997
25.1,fji,1998
24.8,fji,1999
24.5,fji,2000
24.2,fji,2001
23.9,fji,2002
23.7,fji,2003
23.7,fji,2004
23.7,fji,2005
23.8,fji,2006
23.9,fji,2007
24.0,fji,2008
24.0,fji,2009
23.9,fji,2010
23.7,fji,2011
23.5,fji,2012
23.2,fji,2013
22.9,fji,2014
22.4,fji,2015
420.0,fin,1800
420.0,fin,1801
420.0,fin,1802
420.0,fin,1803
420.0,fin,1804
420.0,fin,1805
414.9,fin,1806
409.8,fin,1807
404.7,fin,1808
399.7,fin,1809
394.7,fin,1810
389.8,fin,1811
384.9,fin,1812
380.0,fin,1813
375.2,fin,1814
370.4,fin,1815
368.0,fin,1816
364.5,fin,1817
362.1,fin,1818
358.6,fin,1819
355.1,fin,1820
352.8,fin,1821
349.4,fin,1822
347.1,fin,1823
343.6,fin,1824
340.2,fin,1825
344.8,fin,1826
349.4,fin,1827
354.0,fin,1828
357.4,fin,1829
362.1,fin,1830
366.8,fin,1831
371.6,fin,1832
375.2,fin,1833
380.0,fin,1834
384.9,fin,1835
377.6,fin,1836
370.4,fin,1837
364.5,fin,1838
357.4,fin,1839
350.5,fin,1840
343.6,fin,1841
336.9,fin,1842
331.3,fin,1843
324.6,fin,1844
318.0,fin,1845
323.5,fin,1846
330.1,fin,1847
335.7,fin,1848
341.4,fin,1849
348.2,fin,1850
354.0,fin,1851
359.8,fin,1852
366.8,fin,1853
372.8,fin,1854
378.8,fin,1855
382.4,fin,1856
379.5,fin,1857
376.7,fin,1858
373.8,fin,1859
371.0,fin,1860
368.2,fin,1861
365.4,fin,1862
362.6,fin,1863
359.9,fin,1864
357.1,fin,1865
354.4,fin,1866
362.5,fin,1867
636.6,fin,1868
225.9,fin,1869
218.5,fin,1870
225.9,fin,1871
281.1,fin,1872
299.1,fin,1873
294.2,fin,1874
277.8,fin,1875
265.2,fin,1876
261.9,fin,1877
311.1,fin,1878
240.9,fin,1879
288.1,fin,1880
319.2,fin,1881
298.7,fin,1882
263.0,fin,1883
264.8,fin,1884
288.1,fin,1885
287.7,fin,1886
225.9,fin,1887
231.8,fin,1888
234.5,fin,1889
238.4,fin,1890
269.4,fin,1891
293.8,fin,1892
241.3,fin,1893
228.8,fin,1894
202.5,fin,1895
216.0,fin,1896
199.6,fin,1897
208.0,fin,1898
241.0,fin,1899
269.6,fin,1900
256.3,fin,1901
214.8,fin,1902
212.3,fin,1903
201.3,fin,1904
216.2,fin,1905
205.0,fin,1906
194.6,fin,1907
207.3,fin,1908
185.0,fin,1909
191.2,fin,1910
182.9,fin,1911
173.5,fin,1912
175.2,fin,1913
166.8,fin,1914
167.9,fin,1915
176.7,fin,1916
191.8,fin,1917
214.5,fin,1918
225.0,fin,1919
180.4,fin,1920
140.2,fin,1921
145.4,fin,1922
144.8,fin,1923
157.3,fin,1924
121.7,fin,1925
120.1,fin,1926
139.5,fin,1927
122.2,fin,1928
138.6,fin,1929
106.4,fin,1930
102.8,fin,1931
100.1,fin,1932
106.6,fin,1933
107.7,fin,1934
94.3,fin,1935
93.77,fin,1936
95.45,fin,1937
93.4,fin,1938
99.49,fin,1939
114.5,fin,1940
91.25,fin,1941
75.67,fin,1942
79.01,fin,1943
103.5,fin,1944
98.66,fin,1945
75.67,fin,1946
75.48,fin,1947
64.35,fin,1948
57.57,fin,1949
50.96,fin,1950
42.0,fin,1951
40.5,fin,1952
38.9,fin,1953
37.3,fin,1954
35.7,fin,1955
34.0,fin,1956
32.3,fin,1957
30.4,fin,1958
28.6,fin,1959
26.8,fin,1960
25.2,fin,1961
23.8,fin,1962
22.5,fin,1963
21.3,fin,1964
20.2,fin,1965
19.3,fin,1966
18.4,fin,1967
17.6,fin,1968
16.9,fin,1969
16.1,fin,1970
15.4,fin,1971
14.6,fin,1972
13.8,fin,1973
13.1,fin,1974
12.2,fin,1975
11.4,fin,1976
10.6,fin,1977
9.9,fin,1978
9.2,fin,1979
8.7,fin,1980
8.2,fin,1981
7.9,fin,1982
7.6,fin,1983
7.4,fin,1984
7.3,fin,1985
7.3,fin,1986
7.2,fin,1987
7.1,fin,1988
6.9,fin,1989
6.7,fin,1990
6.4,fin,1991
6.1,fin,1992
5.8,fin,1993
5.5,fin,1994
5.2,fin,1995
4.9,fin,1996
4.7,fin,1997
4.6,fin,1998
4.4,fin,1999
4.3,fin,2000
4.2,fin,2001
4.1,fin,2002
4.0,fin,2003
3.9,fin,2004
3.8,fin,2005
3.6,fin,2006
3.5,fin,2007
3.3,fin,2008
3.2,fin,2009
3.0,fin,2010
2.9,fin,2011
2.7,fin,2012
2.6,fin,2013
2.4,fin,2014
2.3,fin,2015
412.3,fra,1800
407.2,fra,1801
400.9,fra,1802
395.9,fra,1803
391.0,fra,1804
384.9,fra,1805
380.0,fra,1806
367.7,fra,1807
355.7,fra,1808
344.2,fra,1809
333.0,fra,1810
322.2,fra,1811
311.8,fra,1812
301.6,fra,1813
291.8,fra,1814
282.4,fra,1815
273.2,fra,1816
283.5,fra,1817
293.7,fra,1818
312.2,fra,1819
284.8,fra,1820
287.3,fra,1821
309.4,fra,1822
289.2,fra,1823
305.6,fra,1824
305.7,fra,1825
303.7,fra,1826
284.5,fra,1827
312.8,fra,1828
284.3,fra,1829
282.9,fra,1830
283.5,fra,1831
297.9,fra,1832
286.5,fra,1833
338.0,fra,1834
277.3,fra,1835
259.1,fra,1836
274.1,fra,1837
286.5,fra,1838
268.0,fra,1839
260.7,fra,1840
262.5,fra,1841
270.1,fra,1842
268.9,fra,1843
251.9,fra,1844
236.9,fra,1845
271.6,fra,1846
258.1,fra,1847
264.8,fra,1848
301.1,fra,1849
238.1,fra,1850
262.1,fra,1851
265.1,fra,1852
244.4,fra,1853
298.0,fra,1854
278.7,fra,1855
268.6,fra,1856
285.4,fra,1857
282.4,fra,1858
347.3,fra,1859
243.3,fra,1860
291.1,fra,1861
258.3,fra,1862
275.2,fra,1863
264.9,fra,1864
283.2,fra,1865
253.3,fra,1866
263.4,fra,1867
288.4,fra,1868
273.6,fra,1869
300.3,fra,1870
343.9,fra,1871
254.9,fra,1872
267.0,fra,1873
241.7,fra,1874
245.7,fra,1875
240.4,fra,1876
237.1,fra,1877
249.5,fra,1878
235.4,fra,1879
257.0,fra,1880
244.1,fra,1881
248.4,fra,1882
247.9,fra,1883
260.0,fra,1884
240.2,fra,1885
250.0,fra,1886
242.6,fra,1887
241.8,fra,1888
229.5,fra,1889
250.6,fra,1890
235.5,fra,1891
250.2,fra,1892
249.0,fra,1893
226.3,fra,1894
228.2,fra,1895
203.2,fra,1896
207.0,fra,1897
228.5,fra,1898
234.2,fra,1899
224.0,fra,1900
206.6,fra,1901
196.6,fra,1902
194.4,fra,1903
201.7,fra,1904
190.7,fra,1905
200.0,fra,1906
184.0,fra,1907
181.6,fra,1908
167.5,fra,1909
159.6,fra,1910
203.0,fra,1911
155.4,fra,1912
160.9,fra,1913
152.5,fra,1914
162.7,fra,1915
160.5,fra,1916
176.3,fra,1917
215.1,fra,1918
172.0,fra,1919
161.8,fra,1920
149.2,fra,1921
114.1,fra,1922
127.9,fra,1923
113.0,fra,1924
120.8,fra,1925
126.8,fra,1926
111.0,fra,1927
118.8,fra,1928
121.7,fra,1929
101.9,fra,1930
97.17,fra,1931
98.26,fra,1932
92.51,fra,1933
89.76,fra,1934
84.06,fra,1935
84.24,fra,1936
81.6,fra,1937
81.05,fra,1938
77.27,fra,1939
103.7,fra,1940
84.32,fra,1941
86.15,fra,1942
89.92,fra,1943
93.0,fra,1944
120.3,fra,1945
85.57,fra,1946
72.49,fra,1947
56.81,fra,1948
61.0,fra,1949
57.1,fra,1950
53.4,fra,1951
49.7,fra,1952
46.3,fra,1953
43.1,fra,1954
40.2,fra,1955
37.4,fra,1956
34.8,fra,1957
32.4,fra,1958
30.3,fra,1959
28.5,fra,1960
27.0,fra,1961
25.7,fra,1962
24.5,fra,1963
23.4,fra,1964
22.3,fra,1965
21.4,fra,1966
20.6,fra,1967
19.9,fra,1968
19.1,fra,1969
18.2,fra,1970
17.4,fra,1971
16.6,fra,1972
15.9,fra,1973
15.4,fra,1974
15.0,fra,1975
14.5,fra,1976
13.9,fra,1977
13.3,fra,1978
12.8,fra,1979
12.4,fra,1980
11.9,fra,1981
11.5,fra,1982
11.1,fra,1983
10.7,fra,1984
10.3,fra,1985
10.0,fra,1986
9.8,fra,1987
9.6,fra,1988
9.3,fra,1989
9.0,fra,1990
8.6,fra,1991
8.1,fra,1992
7.6,fra,1993
7.0,fra,1994
6.5,fra,1995
6.1,fra,1996
5.8,fra,1997
5.6,fra,1998
5.5,fra,1999
5.4,fra,2000
5.3,fra,2001
5.1,fra,2002
4.9,fra,2003
4.7,fra,2004
4.6,fra,2005
4.5,fra,2006
4.4,fra,2007
4.3,fra,2008
4.3,fra,2009
4.3,fra,2010
4.3,fra,2011
4.3,fra,2012
4.4,fra,2013
4.4,fra,2014
4.3,fra,2015
46.99,guf,1980
44.07,guf,1981
41.21,guf,1982
38.58,guf,1983
36.24,guf,1984
34.25,guf,1985
32.57,guf,1986
31.08,guf,1987
29.71,guf,1988
28.41,guf,1989
27.17,guf,1990
25.99,guf,1991
24.88,guf,1992
23.83,guf,1993
22.85,guf,1994
21.92,guf,1995
21.03,guf,1996
20.17,guf,1997
19.33,guf,1998
18.52,guf,1999
17.71,guf,2000
16.9,guf,2001
16.1,guf,2002
15.31,guf,2003
14.55,guf,2004
13.83,guf,2005
13.17,guf,2006
12.6,guf,2007
12.11,guf,2008
11.72,guf,2009
11.41,guf,2010
11.2,guf,2011
11.05,guf,2012
10.95,guf,2013
10.86,guf,2014
10.78,guf,2015
49.95,pyf,1980
44.96,pyf,1981
40.04,pyf,1982
35.41,pyf,1983
31.24,pyf,1984
27.71,pyf,1985
24.94,pyf,1986
22.9,pyf,1987
21.47,pyf,1988
20.56,pyf,1989
19.97,pyf,1990
19.47,pyf,1991
18.85,pyf,1992
17.99,pyf,1993
16.83,pyf,1994
15.44,pyf,1995
13.97,pyf,1996
12.61,pyf,1997
11.51,pyf,1998
10.74,pyf,1999
10.27,pyf,2000
10.08,pyf,2001
10.03,pyf,2002
10.03,pyf,2003
10.02,pyf,2004
9.96,pyf,2005
9.82,pyf,2006
9.61,pyf,2007
9.34,pyf,2008
9.01,pyf,2009
8.64,pyf,2010
8.24,pyf,2011
7.84,pyf,2012
7.46,pyf,2013
7.11,pyf,2014
6.8,pyf,2015
435.8,gab,1800
435.8,gab,1801
435.8,gab,1802
435.8,gab,1803
435.8,gab,1804
435.8,gab,1805
435.8,gab,1806
435.8,gab,1807
435.8,gab,1808
435.8,gab,1809
435.8,gab,1810
435.8,gab,1811
435.8,gab,1812
435.8,gab,1813
435.8,gab,1814
435.8,gab,1815
435.8,gab,1816
435.8,gab,1817
435.8,gab,1818
435.8,gab,1819
435.8,gab,1820
435.8,gab,1821
435.8,gab,1822
435.8,gab,1823
435.8,gab,1824
435.8,gab,1825
435.8,gab,1826
435.8,gab,1827
435.8,gab,1828
435.8,gab,1829
435.8,gab,1830
435.8,gab,1831
435.8,gab,1832
435.8,gab,1833
435.8,gab,1834
435.8,gab,1835
435.8,gab,1836
435.8,gab,1837
435.8,gab,1838
435.8,gab,1839
435.8,gab,1840
435.8,gab,1841
435.8,gab,1842
435.8,gab,1843
435.8,gab,1844
435.8,gab,1845
435.8,gab,1846
435.8,gab,1847
435.8,gab,1848
435.8,gab,1849
435.8,gab,1850
435.8,gab,1851
435.8,gab,1852
435.8,gab,1853
435.8,gab,1854
435.8,gab,1855
435.8,gab,1856
435.8,gab,1857
435.8,gab,1858
435.8,gab,1859
435.8,gab,1860
435.8,gab,1861
435.8,gab,1862
435.8,gab,1863
435.8,gab,1864
435.8,gab,1865
435.8,gab,1866
435.8,gab,1867
435.8,gab,1868
435.8,gab,1869
435.8,gab,1870
435.8,gab,1871
435.8,gab,1872
435.8,gab,1873
435.8,gab,1874
435.8,gab,1875
435.8,gab,1876
435.8,gab,1877
435.8,gab,1878
435.8,gab,1879
435.8,gab,1880
435.8,gab,1881
435.8,gab,1882
435.8,gab,1883
435.8,gab,1884
435.8,gab,1885
435.8,gab,1886
435.8,gab,1887
435.8,gab,1888
435.8,gab,1889
435.8,gab,1890
435.8,gab,1891
435.8,gab,1892
435.8,gab,1893
435.8,gab,1894
435.8,gab,1895
435.7,gab,1896
435.6,gab,1897
435.4,gab,1898
435.2,gab,1899
434.9,gab,1900
434.5,gab,1901
434.0,gab,1902
433.5,gab,1903
432.9,gab,1904
432.3,gab,1905
431.6,gab,1906
430.8,gab,1907
429.9,gab,1908
429.0,gab,1909
428.1,gab,1910
427.1,gab,1911
426.1,gab,1912
425.1,gab,1913
424.0,gab,1914
423.0,gab,1915
422.0,gab,1916
421.0,gab,1917
419.9,gab,1918
418.9,gab,1919
417.9,gab,1920
416.9,gab,1921
415.9,gab,1922
414.8,gab,1923
413.8,gab,1924
412.8,gab,1925
411.8,gab,1926
410.7,gab,1927
409.7,gab,1928
408.7,gab,1929
407.7,gab,1930
406.6,gab,1931
405.6,gab,1932
404.6,gab,1933
403.6,gab,1934
402.6,gab,1935
401.5,gab,1936
400.5,gab,1937
399.5,gab,1938
398.6,gab,1939
397.6,gab,1940
396.7,gab,1941
395.7,gab,1942
394.8,gab,1943
393.8,gab,1944
392.9,gab,1945
378.9,gab,1946
366.5,gab,1947
353.3,gab,1948
340.4,gab,1949
327.8,gab,1950
324.9,gab,1951
317.9,gab,1952
311.6,gab,1953
305.9,gab,1954
299.9,gab,1955
294.7,gab,1956
289.1,gab,1957
283.1,gab,1958
277.3,gab,1959
271.5,gab,1960
265.7,gab,1961
258.3,gab,1962
250.9,gab,1963
241.9,gab,1964
233.1,gab,1965
222.8,gab,1966
212.7,gab,1967
203.9,gab,1968
194.2,gab,1969
185.0,gab,1970
176.2,gab,1971
167.9,gab,1972
159.9,gab,1973
152.3,gab,1974
145.1,gab,1975
138.2,gab,1976
131.7,gab,1977
125.4,gab,1978
121.1,gab,1979
116.8,gab,1980
112.7,gab,1981
108.8,gab,1982
105.4,gab,1983
102.3,gab,1984
99.6,gab,1985
97.4,gab,1986
95.7,gab,1987
94.2,gab,1988
93.1,gab,1989
92.2,gab,1990
91.3,gab,1991
90.4,gab,1992
89.5,gab,1993
88.6,gab,1994
87.8,gab,1995
87.0,gab,1996
86.2,gab,1997
85.4,gab,1998
84.6,gab,1999
83.6,gab,2000
82.3,gab,2001
80.8,gab,2002
79.2,gab,2003
77.3,gab,2004
75.3,gab,2005
73.2,gab,2006
70.7,gab,2007
68.0,gab,2008
65.5,gab,2009
63.0,gab,2010
60.5,gab,2011
57.9,gab,2012
56.1,gab,2013
53.9,gab,2014
52.2,gab,2015
460.2,gmb,1800
460.2,gmb,1801
460.2,gmb,1802
460.2,gmb,1803
460.2,gmb,1804
460.2,gmb,1805
460.2,gmb,1806
460.2,gmb,1807
460.2,gmb,1808
460.2,gmb,1809
460.2,gmb,1810
460.2,gmb,1811
460.2,gmb,1812
460.2,gmb,1813
460.2,gmb,1814
460.2,gmb,1815
460.2,gmb,1816
460.2,gmb,1817
460.2,gmb,1818
460.2,gmb,1819
460.2,gmb,1820
460.2,gmb,1821
460.2,gmb,1822
460.2,gmb,1823
460.2,gmb,1824
460.2,gmb,1825
460.2,gmb,1826
460.2,gmb,1827
460.2,gmb,1828
460.2,gmb,1829
460.2,gmb,1830
460.2,gmb,1831
460.2,gmb,1832
460.2,gmb,1833
460.2,gmb,1834
460.2,gmb,1835
460.2,gmb,1836
460.2,gmb,1837
460.2,gmb,1838
460.2,gmb,1839
460.2,gmb,1840
460.2,gmb,1841
460.2,gmb,1842
460.2,gmb,1843
460.2,gmb,1844
460.2,gmb,1845
460.2,gmb,1846
460.2,gmb,1847
460.2,gmb,1848
460.2,gmb,1849
460.2,gmb,1850
460.2,gmb,1851
460.2,gmb,1852
460.2,gmb,1853
460.2,gmb,1854
460.2,gmb,1855
460.2,gmb,1856
460.2,gmb,1857
460.2,gmb,1858
460.2,gmb,1859
460.2,gmb,1860
460.2,gmb,1861
460.2,gmb,1862
460.2,gmb,1863
460.2,gmb,1864
460.2,gmb,1865
460.2,gmb,1866
460.2,gmb,1867
460.2,gmb,1868
460.2,gmb,1869
460.2,gmb,1870
460.2,gmb,1871
460.2,gmb,1872
460.2,gmb,1873
460.2,gmb,1874
460.2,gmb,1875
460.2,gmb,1876
460.2,gmb,1877
460.2,gmb,1878
460.2,gmb,1879
460.2,gmb,1880
460.2,gmb,1881
460.2,gmb,1882
460.2,gmb,1883
460.2,gmb,1884
460.2,gmb,1885
460.2,gmb,1886
460.2,gmb,1887
460.2,gmb,1888
460.2,gmb,1889
460.2,gmb,1890
460.2,gmb,1891
460.2,gmb,1892
460.2,gmb,1893
460.2,gmb,1894
460.2,gmb,1895
460.1,gmb,1896
460.0,gmb,1897
459.8,gmb,1898
459.5,gmb,1899
459.2,gmb,1900
458.8,gmb,1901
458.4,gmb,1902
457.8,gmb,1903
457.2,gmb,1904
456.5,gmb,1905
455.8,gmb,1906
454.9,gmb,1907
454.0,gmb,1908
453.1,gmb,1909
452.1,gmb,1910
451.0,gmb,1911
449.9,gmb,1912
448.9,gmb,1913
