child_mortality_0_5_year_olds_dying_per_1000_born,geo,time
407.7,jor,1916
406.6,jor,1917
405.6,jor,1918
404.5,jor,1919
403.5,jor,1920
402.4,jor,1921
401.4,jor,1922
400.4,jor,1923
399.3,jor,1924
398.3,jor,1925
397.2,jor,1926
396.2,jor,1927
395.2,jor,1928
394.1,jor,1929
393.1,jor,1930
392.0,jor,1931
391.0,jor,1932
390.0,jor,1933
388.9,jor,1934
387.9,jor,1935
376.2,jor,1936
366.0,jor,1937
354.8,jor,1938
343.9,jor,1939
333.2,jor,1940
326.9,jor,1941
320.7,jor,1942
314.6,jor,1943
308.6,jor,1944
357.4,jor,1945
338.9,jor,1946
321.7,jor,1947
305.5,jor,1948
289.8,jor,1949
275.1,jor,1950
260.9,jor,1951
247.3,jor,1952
234.3,jor,1953
221.7,jor,1954
209.7,jor,1955
198.0,jor,1956
186.6,jor,1957
176.0,jor,1958
165.9,jor,1959
156.4,jor,1960
147.3,jor,1961
138.8,jor,1962
131.0,jor,1963
123.8,jor,1964
117.1,jor,1965
110.9,jor,1966
105.1,jor,1967
99.7,jor,1968
94.7,jor,1969
90.1,jor,1970
85.7,jor,1971
81.6,jor,1972
77.7,jor,1973
74.1,jor,1974
70.6,jor,1975
67.3,jor,1976
64.2,jor,1977
61.3,jor,1978
58.5,jor,1979
55.9,jor,1980
53.4,jor,1981
51.0,jor,1982
48.7,jor,1983
46.6,jor,1984
44.6,jor,1985
42.7,jor,1986
40.9,jor,1987
39.3,jor,1988
37.9,jor,1989
36.6,jor,1990
35.4,jor,1991
34.3,jor,1992
33.3,jor,1993
32.4,jor,1994
31.5,jor,1995
30.7,jor,1996
29.9,jor,1997
29.1,jor,1998
28.4,jor,1999
27.7,jor,2000
26.9,jor,2001
26.2,jor,2002
25.5,jor,2003
24.8,jor,2004
24.1,jor,2005
23.4,jor,2006
22.7,jor,2007
22.1,jor,2008
21.5,jor,2009
20.8,jor,2010
20.2,jor,2011
19.6,jor,2012
19.0,jor,2013
18.5,jor,2014
17.9,jor,2015
497.4,kaz,1800
497.4,kaz,1801
497.4,kaz,1802
497.4,kaz,1803
497.4,kaz,1804
497.4,kaz,1805
497.4,kaz,1806
497.4,kaz,1807
497.4,kaz,1808
497.4,kaz,1809
497.4,kaz,1810
497.4,kaz,1811
497.4,kaz,1812
497.4,kaz,1813
497.4,kaz,1814
497.4,kaz,1815
497.4,kaz,1816
497.4,kaz,1817
497.4,kaz,1818
497.4,kaz,1819
497.4,kaz,1820
497.4,kaz,1821
497.4,kaz,1822
497.4,kaz,1823
497.4,kaz,1824
497.4,kaz,1825
497.4,kaz,1826
497.4,kaz,1827
497.4,kaz,1828
497.4,kaz,1829
497.4,kaz,1830
497.4,kaz,1831
497.4,kaz,1832
497.4,kaz,1833
497.4,kaz,1834
497.4,kaz,1835
497.4,kaz,1836
497.4,kaz,1837
497.4,kaz,1838
497.4,kaz,1839
497.4,kaz,1840
497.4,kaz,1841
497.4,kaz,1842
497.4,kaz,1843
497.4,kaz,1844
497.4,kaz,1845
497.4,kaz,1846
497.4,kaz,1847
497.4,kaz,1848
497.4,kaz,1849
497.4,kaz,1850
497.4,kaz,1851
497.4,kaz,1852
497.4,kaz,1853
497.4,kaz,1854
497.4,kaz,1855
497.4,kaz,1856
497.4,kaz,1857
497.4,kaz,1858
497.4,kaz,1859
497.4,kaz,1860
497.4,kaz,1861
497.4,kaz,1862
497.4,kaz,1863
504.9,kaz,1864
512.4,kaz,1865
521.6,kaz,1866
529.3,kaz,1867
537.2,kaz,1868
537.2,kaz,1869
535.7,kaz,1870
535.7,kaz,1871
534.1,kaz,1872
534.1,kaz,1873
530.9,kaz,1874
527.8,kaz,1875
524.7,kaz,1876
521.6,kaz,1877
518.5,kaz,1878
515.4,kaz,1879
512.4,kaz,1880
509.4,kaz,1881
506.4,kaz,1882
503.4,kaz,1883
500.4,kaz,1884
497.4,kaz,1885
494.5,kaz,1886
491.6,kaz,1887
488.6,kaz,1888
485.7,kaz,1889
482.8,kaz,1890
480.0,kaz,1891
477.1,kaz,1892
474.2,kaz,1893
471.4,kaz,1894
468.5,kaz,1895
465.7,kaz,1896
462.8,kaz,1897
465.4,kaz,1898
466.5,kaz,1899
469.0,kaz,1900
464.4,kaz,1901
461.1,kaz,1902
456.4,kaz,1903
453.1,kaz,1904
448.3,kaz,1905
444.9,kaz,1906
440.1,kaz,1907
436.5,kaz,1908
431.7,kaz,1909
428.1,kaz,1910
421.9,kaz,1911
415.8,kaz,1912
409.7,kaz,1913
403.7,kaz,1914
397.8,kaz,1915
391.9,kaz,1916
387.3,kaz,1917
381.6,kaz,1918
375.9,kaz,1919
370.2,kaz,1920
364.7,kaz,1921
359.2,kaz,1922
353.7,kaz,1923
348.3,kaz,1924
343.0,kaz,1925
337.7,kaz,1926
330.4,kaz,1927
324.1,kaz,1928
317.0,kaz,1929
309.9,kaz,1930
302.9,kaz,1931
296.0,kaz,1932
289.2,kaz,1933
283.6,kaz,1934
277.0,kaz,1935
270.5,kaz,1936
264.1,kaz,1937
257.7,kaz,1938
251.5,kaz,1939
242.6,kaz,1940
234.8,kaz,1941
226.3,kaz,1942
217.9,kaz,1943
209.7,kaz,1944
201.6,kaz,1945
194.6,kaz,1946
186.8,kaz,1947
179.2,kaz,1948
171.7,kaz,1949
164.4,kaz,1950
162.5,kaz,1951
158.3,kaz,1952
154.7,kaz,1953
150.3,kaz,1954
146.4,kaz,1955
141.7,kaz,1956
137.7,kaz,1957
133.5,kaz,1958
128.7,kaz,1959
124.6,kaz,1960
120.0,kaz,1961
115.9,kaz,1962
111.9,kaz,1963
108.0,kaz,1964
104.3,kaz,1965
100.7,kaz,1966
97.23,kaz,1967
93.88,kaz,1968
90.64,kaz,1969
87.52,kaz,1970
84.5,kaz,1971
82.6,kaz,1972
80.8,kaz,1973
79.3,kaz,1974
77.8,kaz,1975
76.4,kaz,1976
75.0,kaz,1977
73.6,kaz,1978
72.0,kaz,1979
70.2,kaz,1980
68.1,kaz,1981
65.9,kaz,1982
63.6,kaz,1983
61.5,kaz,1984
59.4,kaz,1985
57.5,kaz,1986
55.8,kaz,1987
54.4,kaz,1988
53.3,kaz,1989
52.6,kaz,1990
52.4,kaz,1991
52.7,kaz,1992
52.9,kaz,1993
53.1,kaz,1994
52.7,kaz,1995
51.8,kaz,1996
50.1,kaz,1997
48.1,kaz,1998
45.9,kaz,1999
43.6,kaz,2000
41.2,kaz,2001
39.0,kaz,2002
36.8,kaz,2003
34.7,kaz,2004
32.5,kaz,2005
30.3,kaz,2006
28.1,kaz,2007
25.9,kaz,2008
23.7,kaz,2009
21.6,kaz,2010
19.6,kaz,2011
17.9,kaz,2012
16.4,kaz,2013
15.1,kaz,2014
14.1,kaz,2015
507.9,ken,1800
507.9,ken,1801
507.9,ken,1802
507.9,ken,1803
507.9,ken,1804
507.9,ken,1805
507.9,ken,1806
507.9,ken,1807
507.9,ken,1808
507.9,ken,1809
507.9,ken,1810
507.9,ken,1811
507.9,ken,1812
507.9,ken,1813
507.9,ken,1814
507.9,ken,1815
507.9,ken,1816
507.9,ken,1817
507.9,ken,1818
507.9,ken,1819
507.9,ken,1820
507.9,ken,1821
507.9,ken,1822
507.9,ken,1823
507.9,ken,1824
507.9,ken,1825
507.9,ken,1826
507.9,ken,1827
507.9,ken,1828
507.9,ken,1829
507.9,ken,1830
507.9,ken,1831
507.9,ken,1832
507.9,ken,1833
507.9,ken,1834
507.9,ken,1835
507.9,ken,1836
507.9,ken,1837
507.9,ken,1838
507.9,ken,1839
507.9,ken,1840
507.9,ken,1841
507.9,ken,1842
507.9,ken,1843
507.9,ken,1844
507.9,ken,1845
507.9,ken,1846
507.9,ken,1847
507.9,ken,1848
507.9,ken,1849
507.9,ken,1850
507.9,ken,1851
507.9,ken,1852
507.9,ken,1853
507.9,ken,1854
507.9,ken,1855
507.9,ken,1856
507.9,ken,1857
507.9,ken,1858
507.9,ken,1859
507.9,ken,1860
507.9,ken,1861
507.9,ken,1862
507.9,ken,1863
507.9,ken,1864
507.9,ken,1865
507.9,ken,1866
507.9,ken,1867
507.9,ken,1868
507.9,ken,1869
507.9,ken,1870
507.9,ken,1871
507.9,ken,1872
507.9,ken,1873
507.9,ken,1874
507.9,ken,1875
507.9,ken,1876
507.9,ken,1877
507.9,ken,1878
507.9,ken,1879
507.9,ken,1880
507.9,ken,1881
507.9,ken,1882
507.9,ken,1883
507.9,ken,1884
507.9,ken,1885
507.9,ken,1886
507.9,ken,1887
507.9,ken,1888
507.9,ken,1889
507.9,ken,1890
507.9,ken,1891
507.9,ken,1892
507.9,ken,1893
507.9,ken,1894
507.8,ken,1895
507.8,ken,1896
507.6,ken,1897
507.4,ken,1898
507.1,ken,1899
506.8,ken,1900
506.4,ken,1901
505.8,ken,1902
505.2,ken,1903
504.6,ken,1904
503.8,ken,1905
503.0,ken,1906
502.1,ken,1907
501.1,ken,1908
500.0,ken,1909
498.9,ken,1910
497.7,ken,1911
496.6,ken,1912
495.9,ken,1913
495.2,ken,1914
494.5,ken,1915
493.8,ken,1916
493.1,ken,1917
492.4,ken,1918
491.7,ken,1919
491.0,ken,1920
490.3,ken,1921
489.6,ken,1922
493.2,ken,1923
496.9,ken,1924
500.6,ken,1925
505.8,ken,1926
509.5,ken,1927
504.3,ken,1928
500.6,ken,1929
495.4,ken,1930
491.7,ken,1931
488.1,ken,1932
483.1,ken,1933
479.5,ken,1934
474.5,ken,1935
470.9,ken,1936
466.0,ken,1937
461.2,ken,1938
456.3,ken,1939
451.6,ken,1940
437.9,ken,1941
424.7,ken,1942
411.8,ken,1943
399.4,ken,1944
387.3,ken,1945
375.6,ken,1946
364.2,ken,1947
353.2,ken,1948
342.6,ken,1949
332.2,ken,1950
317.6,ken,1951
303.5,ken,1952
286.9,ken,1953
270.8,ken,1954
256.1,ken,1955
242.3,ken,1956
229.9,ken,1957
218.3,ken,1958
208.0,ken,1959
198.6,ken,1960
190.1,ken,1961
182.5,ken,1962
176.1,ken,1963
170.6,ken,1964
165.8,ken,1965
161.8,ken,1966
158.3,ken,1967
154.7,ken,1968
151.1,ken,1969
147.4,ken,1970
143.8,ken,1971
140.1,ken,1972
136.3,ken,1973
132.3,ken,1974
128.1,ken,1975
123.8,ken,1976
119.6,ken,1977
115.2,ken,1978
110.9,ken,1979
107.3,ken,1980
103.7,ken,1981
100.4,ken,1982
97.5,ken,1983
95.4,ken,1984
94.1,ken,1985
93.4,ken,1986
93.5,ken,1987
94.4,ken,1988
95.8,ken,1989
97.7,ken,1990
99.8,ken,1991
102.1,ken,1992
104.1,ken,1993
105.8,ken,1994
106.9,ken,1995
107.4,ken,1996
107.1,ken,1997
106.2,ken,1998
104.7,ken,1999
102.5,ken,2000
99.7,ken,2001
96.4,ken,2002
92.7,ken,2003
88.8,ken,2004
84.5,ken,2005
80.4,ken,2006
76.4,ken,2007
71.0,ken,2008
67.2,ken,2009
63.6,ken,2010
59.8,ken,2011
57.1,ken,2012
54.5,ken,2013
52.3,ken,2014
50.6,ken,2015
453.1,kir,1800
451.5,kir,1801
449.8,kir,1802
448.2,kir,1803
446.5,kir,1804
444.9,kir,1805
443.3,kir,1806
441.7,kir,1807
440.1,kir,1808
438.4,kir,1809
436.8,kir,1810
435.2,kir,1811
433.6,kir,1812
432.1,kir,1813
430.5,kir,1814
428.9,kir,1815
427.4,kir,1816
425.8,kir,1817
424.2,kir,1818
422.7,kir,1819
421.1,kir,1820
419.6,kir,1821
418.1,kir,1822
416.6,kir,1823
415.0,kir,1824
413.5,kir,1825
412.0,kir,1826
410.5,kir,1827
409.0,kir,1828
407.5,kir,1829
406.0,kir,1830
404.5,kir,1831
403.1,kir,1832
401.6,kir,1833
400.1,kir,1834
398.6,kir,1835
397.2,kir,1836
395.7,kir,1837
394.3,kir,1838
392.9,kir,1839
391.4,kir,1840
390.0,kir,1841
388.6,kir,1842
387.1,kir,1843
385.7,kir,1844
384.3,kir,1845
382.9,kir,1846
381.5,kir,1847
380.1,kir,1848
378.7,kir,1849
377.4,kir,1850
376.0,kir,1851
374.6,kir,1852
373.2,kir,1853
371.9,kir,1854
370.5,kir,1855
369.2,kir,1856
367.8,kir,1857
366.5,kir,1858
365.1,kir,1859
363.8,kir,1860
362.5,kir,1861
361.1,kir,1862
359.8,kir,1863
358.5,kir,1864
357.2,kir,1865
355.9,kir,1866
354.6,kir,1867
353.3,kir,1868
352.0,kir,1869
350.7,kir,1870
349.4,kir,1871
348.2,kir,1872
346.9,kir,1873
345.6,kir,1874
344.4,kir,1875
343.1,kir,1876
341.9,kir,1877
340.6,kir,1878
339.4,kir,1879
338.1,kir,1880
336.9,kir,1881
335.7,kir,1882
334.4,kir,1883
333.2,kir,1884
332.0,kir,1885
330.8,kir,1886
329.6,kir,1887
328.4,kir,1888
327.2,kir,1889
326.0,kir,1890
324.8,kir,1891
323.6,kir,1892
322.4,kir,1893
321.2,kir,1894
320.1,kir,1895
318.9,kir,1896
317.7,kir,1897
316.6,kir,1898
315.4,kir,1899
314.3,kir,1900
313.1,kir,1901
312.0,kir,1902
310.8,kir,1903
309.7,kir,1904
308.6,kir,1905
307.4,kir,1906
306.3,kir,1907
305.2,kir,1908
304.1,kir,1909
303.0,kir,1910
301.9,kir,1911
300.8,kir,1912
299.7,kir,1913
298.6,kir,1914
297.5,kir,1915
296.4,kir,1916
295.3,kir,1917
294.2,kir,1918
293.2,kir,1919
292.1,kir,1920
291.0,kir,1921
290.0,kir,1922
288.9,kir,1923
287.8,kir,1924
286.8,kir,1925
285.7,kir,1926
284.6,kir,1927
283.6,kir,1928
282.5,kir,1929
281.5,kir,1930
280.4,kir,1931
279.4,kir,1932
278.4,kir,1933
277.3,kir,1934
276.3,kir,1935
275.3,kir,1936
274.3,kir,1937
273.2,kir,1938
272.2,kir,1939
271.2,kir,1940
270.2,kir,1941
269.2,kir,1942
268.2,kir,1943
267.2,kir,1944
266.2,kir,1945
265.2,kir,1946
264.3,kir,1947
263.3,kir,1948
262.3,kir,1949
261.3,kir,1950
258.8,kir,1951
253.5,kir,1952
248.9,kir,1953
241.0,kir,1954
233.4,kir,1955
226.0,kir,1956
218.9,kir,1957
211.9,kir,1958
205.2,kir,1959
198.8,kir,1960
192.5,kir,1961
186.4,kir,1962
180.5,kir,1963
173.5,kir,1964
167.0,kir,1965
160.7,kir,1966
154.8,kir,1967
149.5,kir,1968
144.4,kir,1969
140.0,kir,1970
136.0,kir,1971
132.5,kir,1972
129.8,kir,1973
127.7,kir,1974
126.0,kir,1975
124.8,kir,1976
124.0,kir,1977
123.3,kir,1978
122.9,kir,1979
122.3,kir,1980
121.7,kir,1981
120.7,kir,1982
119.3,kir,1983
117.4,kir,1984
114.9,kir,1985
111.9,kir,1986
108.3,kir,1987
104.3,kir,1988
100.1,kir,1989
96.0,kir,1990
92.2,kir,1991
89.0,kir,1992
86.2,kir,1993
83.8,kir,1994
81.6,kir,1995
79.4,kir,1996
77.3,kir,1997
75.1,kir,1998
72.8,kir,1999
70.6,kir,2000
68.5,kir,2001
66.9,kir,2002
65.7,kir,2003
65.1,kir,2004
64.8,kir,2005
64.8,kir,2006
64.8,kir,2007
64.5,kir,2008
63.9,kir,2009
62.9,kir,2010
61.7,kir,2011
60.4,kir,2012
58.9,kir,2013
57.4,kir,2014
55.9,kir,2015
500.4,prk,1800
500.4,prk,1801
500.4,prk,1802
500.4,prk,1803
500.4,prk,1804
500.4,prk,1805
500.4,prk,1806
500.4,prk,1807
500.4,prk,1808
500.4,prk,1809
500.4,prk,1810
500.4,prk,1811
500.4,prk,1812
500.4,prk,1813
500.4,prk,1814
500.4,prk,1815
500.4,prk,1816
500.4,prk,1817
500.4,prk,1818
500.4,prk,1819
500.4,prk,1820
500.4,prk,1821
500.4,prk,1822
500.4,prk,1823
500.4,prk,1824
500.4,prk,1825
500.4,prk,1826
500.4,prk,1827
500.4,prk,1828
500.4,prk,1829
500.4,prk,1830
500.4,prk,1831
500.4,prk,1832
500.4,prk,1833
500.4,prk,1834
500.4,prk,1835
500.4,prk,1836
500.4,prk,1837
500.4,prk,1838
500.4,prk,1839
500.4,prk,1840
500.4,prk,1841
500.4,prk,1842
500.4,prk,1843
500.4,prk,1844
500.4,prk,1845
500.4,prk,1846
500.4,prk,1847
500.4,prk,1848
500.4,prk,1849
500.4,prk,1850
500.4,prk,1851
500.4,prk,1852
500.4,prk,1853
500.4,prk,1854
500.4,prk,1855
500.4,prk,1856
500.4,prk,1857
500.4,prk,1858
500.4,prk,1859
500.4,prk,1860
500.4,prk,1861
500.4,prk,1862
500.4,prk,1863
500.4,prk,1864
500.4,prk,1865
500.4,prk,1866
500.4,prk,1867
500.4,prk,1868
500.4,prk,1869
500.4,prk,1870
500.4,prk,1871
500.4,prk,1872
500.4,prk,1873
500.4,prk,1874
500.4,prk,1875
500.4,prk,1876
500.4,prk,1877
500.4,prk,1878
500.4,prk,1879
500.4,prk,1880
500.4,prk,1881
500.4,prk,1882
500.4,prk,1883
500.4,prk,1884
500.4,prk,1885
500.4,prk,1886
500.4,prk,1887
500.4,prk,1888
500.4,prk,1889
500.4,prk,1890
500.4,prk,1891
500.4,prk,1892
500.4,prk,1893
500.3,prk,1894
500.3,prk,1895
500.2,prk,1896
500.1,prk,1897
499.9,prk,1898
499.6,prk,1899
499.3,prk,1900
498.8,prk,1901
498.3,prk,1902
497.7,prk,1903
504.6,prk,1904
511.3,prk,1905
518.1,prk,1906
524.8,prk,1907
531.6,prk,1908
525.8,prk,1909
520.0,prk,1910
514.2,prk,1911
508.5,prk,1912
502.7,prk,1913
495.6,prk,1914
488.6,prk,1915
481.7,prk,1916
474.8,prk,1917
468.0,prk,1918
460.0,prk,1919
452.0,prk,1920
444.2,prk,1921
436.5,prk,1922
428.9,prk,1923
417.6,prk,1924
405.3,prk,1925
394.4,prk,1926
383.8,prk,1927
373.4,prk,1928
363.2,prk,1929
354.4,prk,1930
344.5,prk,1931
336.0,prk,1932
326.5,prk,1933
315.1,prk,1934
302.9,prk,1935
292.0,prk,1936
281.4,prk,1937
270.0,prk,1938
263.6,prk,1939
258.2,prk,1940
252.5,prk,1941
246.8,prk,1942
264.4,prk,1943
282.5,prk,1944
301.2,prk,1945
320.6,prk,1946
340.8,prk,1947
361.6,prk,1948
383.3,prk,1949
406.0,prk,1950
361.5,prk,1951
321.9,prk,1952
286.7,prk,1953
255.3,prk,1954
227.3,prk,1955
202.4,prk,1956
180.3,prk,1957
160.5,prk,1958
142.9,prk,1959
127.3,prk,1960
121.7,prk,1961
115.8,prk,1962
110.2,prk,1963
104.7,prk,1964
99.3,prk,1965
93.72,prk,1966
88.67,prk,1967
83.6,prk,1968
78.16,prk,1969
72.98,prk,1970
69.89,prk,1971
66.82,prk,1972
63.78,prk,1973
60.76,prk,1974
57.76,prk,1975
54.79,prk,1976
51.85,prk,1977
48.97,prk,1978
46.09,prk,1979
43.28,prk,1980
41.55,prk,1981
39.78,prk,1982
38.02,prk,1983
36.41,prk,1984
35.1,prk,1985
34.7,prk,1986
35.2,prk,1987
36.8,prk,1988
39.5,prk,1989
43.4,prk,1990
48.6,prk,1991
54.8,prk,1992
61.3,prk,1993
67.7,prk,1994
72.8,prk,1995
75.7,prk,1996
75.7,prk,1997
72.9,prk,1998
67.4,prk,1999
60.0,prk,2000
52.0,prk,2001
44.6,prk,2002
38.7,prk,2003
34.7,prk,2004
32.7,prk,2005
32.2,prk,2006
32.4,prk,2007
32.4,prk,2008
32.1,prk,2009
31.3,prk,2010
30.1,prk,2011
28.7,prk,2012
27.4,prk,2013
26.1,prk,2014
24.9,prk,2015
503.4,kor,1800
503.4,kor,1801
503.4,kor,1802
503.4,kor,1803
503.4,kor,1804
503.4,kor,1805
503.4,kor,1806
503.4,kor,1807
503.4,kor,1808
503.4,kor,1809
503.4,kor,1810
503.4,kor,1811
503.4,kor,1812
503.4,kor,1813
503.4,kor,1814
503.4,kor,1815
503.4,kor,1816
503.4,kor,1817
503.4,kor,1818
503.4,kor,1819
503.4,kor,1820
503.4,kor,1821
503.4,kor,1822
503.4,kor,1823
503.4,kor,1824
503.4,kor,1825
503.4,kor,1826
503.4,kor,1827
503.4,kor,1828
503.4,kor,1829
503.4,kor,1830
503.4,kor,1831
503.4,kor,1832
503.4,kor,1833
503.4,kor,1834
503.4,kor,1835
503.4,kor,1836
503.4,kor,1837
503.4,kor,1838
503.4,kor,1839
503.4,kor,1840
503.4,kor,1841
503.4,kor,1842
503.4,kor,1843
503.4,kor,1844
503.4,kor,1845
503.4,kor,1846
503.4,kor,1847
503.4,kor,1848
503.4,kor,1849
503.4,kor,1850
503.4,kor,1851
503.4,kor,1852
503.4,kor,1853
503.4,kor,1854
503.4,kor,1855
503.4,kor,1856
503.4,kor,1857
503.4,kor,1858
503.4,kor,1859
503.4,kor,1860
503.4,kor,1861
503.4,kor,1862
503.4,kor,1863
503.4,kor,1864
503.4,kor,1865
503.4,kor,1866
503.4,kor,1867
503.4,kor,1868
503.4,kor,1869
503.4,kor,1870
503.4,kor,1871
503.4,kor,1872
503.4,kor,1873
503.4,kor,1874
503.4,kor,1875
503.4,kor,1876
503.4,kor,1877
503.4,kor,1878
503.4,kor,1879
503.4,kor,1880
503.4,kor,1881
503.4,kor,1882
503.4,kor,1883
503.4,kor,1884
503.4,kor,1885
503.4,kor,1886
503.4,kor,1887
503.4,kor,1888
503.4,kor,1889
503.4,kor,1890
503.4,kor,1891
503.4,kor,1892
503.4,kor,1893
503.4,kor,1894
503.3,kor,1895
503.2,kor,1896
503.1,kor,1897
502.9,kor,1898
502.6,kor,1899
502.3,kor,1900
501.8,kor,1901
501.3,kor,1902
500.7,kor,1903
507.6,kor,1904
512.8,kor,1905
519.6,kor,1906
524.8,kor,1907
531.6,kor,1908
525.8,kor,1909
520.0,kor,1910
515.8,kor,1911
511.5,kor,1912
507.3,kor,1913
501.6,kor,1914
496.0,kor,1915
490.4,kor,1916
484.9,kor,1917
479.3,kor,1918
472.5,kor,1919
465.7,kor,1920
459.0,kor,1921
452.3,kor,1922
445.8,kor,1923
435.2,kor,1924
423.6,kor,1925
413.5,kor,1926
403.5,kor,1927
393.7,kor,1928
384.1,kor,1929
375.8,kor,1930
366.4,kor,1931
358.3,kor,1932
349.2,kor,1933
337.9,kor,1934
325.8,kor,1935
315.0,kor,1936
304.3,kor,1937
292.9,kor,1938
286.7,kor,1939
281.6,kor,1940
291.0,kor,1941
300.7,kor,1942
310.7,kor,1943
321.1,kor,1944
331.7,kor,1945
342.8,kor,1946
354.2,kor,1947
366.0,kor,1948
378.1,kor,1949
390.7,kor,1950
330.0,kor,1951
279.5,kor,1952
238.3,kor,1953
205.2,kor,1954
179.0,kor,1955
158.5,kor,1956
142.7,kor,1957
130.4,kor,1958
120.8,kor,1959
113.0,kor,1960
106.5,kor,1961
100.6,kor,1962
95.1,kor,1963
89.5,kor,1964
83.7,kor,1965
77.7,kor,1966
71.6,kor,1967
65.3,kor,1968
59.0,kor,1969
52.8,kor,1970
46.7,kor,1971
41.0,kor,1972
35.8,kor,1973
31.1,kor,1974
27.0,kor,1975
23.5,kor,1976
20.4,kor,1977
17.9,kor,1978
15.9,kor,1979
14.3,kor,1980
13.1,kor,1981
12.2,kor,1982
11.4,kor,1983
10.6,kor,1984
9.9,kor,1985
9.3,kor,1986
8.6,kor,1987
8.0,kor,1988
7.5,kor,1989
7.1,kor,1990
6.8,kor,1991
6.4,kor,1992
6.1,kor,1993
5.8,kor,1994
5.5,kor,1995
5.3,kor,1996
5.3,kor,1997
5.4,kor,1998
5.7,kor,1999
6.1,kor,2000
6.4,kor,2001
6.5,kor,2002
6.4,kor,2003
6.0,kor,2004
5.6,kor,2005
5.2,kor,2006
4.8,kor,2007
4.5,kor,2008
4.3,kor,2009
4.1,kor,2010
4.0,kor,2011
3.9,kor,2012
3.7,kor,2013
3.6,kor,2014
3.5,kor,2015
500.4,kwt,1800
500.4,kwt,1801
500.4,kwt,1802
500.4,kwt,1803
500.4,kwt,1804
500.4,kwt,1805
500.4,kwt,1806
500.4,kwt,1807
500.4,kwt,1808
500.4,kwt,1809
500.4,kwt,1810
500.4,kwt,1811
500.4,kwt,1812
500.4,kwt,1813
500.4,kwt,1814
500.4,kwt,1815
500.4,kwt,1816
500.4,kwt,1817
500.4,kwt,1818
500.4,kwt,1819
500.4,kwt,1820
500.4,kwt,1821
500.4,kwt,1822
500.4,kwt,1823
500.4,kwt,1824
500.4,kwt,1825
500.4,kwt,1826
500.4,kwt,1827
500.4,kwt,1828
500.4,kwt,1829
500.4,kwt,1830
500.4,kwt,1831
500.4,kwt,1832
500.4,kwt,1833
500.4,kwt,1834
500.4,kwt,1835
500.4,kwt,1836
500.4,kwt,1837
500.4,kwt,1838
500.4,kwt,1839
500.4,kwt,1840
500.4,kwt,1841
500.4,kwt,1842
500.4,kwt,1843
500.4,kwt,1844
500.4,kwt,1845
500.4,kwt,1846
500.4,kwt,1847
500.4,kwt,1848
500.4,kwt,1849
500.4,kwt,1850
500.4,kwt,1851
500.4,kwt,1852
500.4,kwt,1853
500.4,kwt,1854
500.4,kwt,1855
500.4,kwt,1856
500.4,kwt,1857
500.4,kwt,1858
500.4,kwt,1859
500.4,kwt,1860
500.4,kwt,1861
500.4,kwt,1862
500.4,kwt,1863
500.4,kwt,1864
500.4,kwt,1865
500.4,kwt,1866
500.4,kwt,1867
500.4,kwt,1868
500.4,kwt,1869
500.4,kwt,1870
500.4,kwt,1871
500.4,kwt,1872
500.4,kwt,1873
500.4,kwt,1874
500.4,kwt,1875
500.4,kwt,1876
500.4,kwt,1877
500.4,kwt,1878
500.4,kwt,1879
500.4,kwt,1880
500.4,kwt,1881
500.4,kwt,1882
500.4,kwt,1883
500.4,kwt,1884
500.4,kwt,1885
500.4,kwt,1886
500.4,kwt,1887
500.4,kwt,1888
500.4,kwt,1889
500.4,kwt,1890
500.4,kwt,1891
500.4,kwt,1892
500.4,kwt,1893
500.3,kwt,1894
500.3,kwt,1895
500.2,kwt,1896
500.1,kwt,1897
499.9,kwt,1898
499.6,kwt,1899
499.3,kwt,1900
498.8,kwt,1901
498.3,kwt,1902
497.7,kwt,1903
497.1,kwt,1904
496.3,kwt,1905
495.5,kwt,1906
494.6,kwt,1907
493.6,kwt,1908
492.6,kwt,1909
491.5,kwt,1910
490.4,kwt,1911
489.2,kwt,1912
488.0,kwt,1913
486.9,kwt,1914
485.7,kwt,1915
484.5,kwt,1916
483.3,kwt,1917
482.1,kwt,1918
481.0,kwt,1919
480.0,kwt,1920
479.0,kwt,1921
478.1,kwt,1922
477.1,kwt,1923
476.1,kwt,1924
475.1,kwt,1925
474.1,kwt,1926
473.2,kwt,1927
472.2,kwt,1928
471.2,kwt,1929
470.2,kwt,1930
469.2,kwt,1931
468.2,kwt,1932
467.3,kwt,1933
466.3,kwt,1934
465.3,kwt,1935
464.3,kwt,1936
463.3,kwt,1937
462.3,kwt,1938
461.3,kwt,1939
429.8,kwt,1940
400.1,kwt,1941
371.9,kwt,1942
345.1,kwt,1943
319.7,kwt,1944
295.4,kwt,1945
272.2,kwt,1946
250.1,kwt,1947
228.9,kwt,1948
208.6,kwt,1949
202.9,kwt,1950
197.3,kwt,1951
191.9,kwt,1952
186.6,kwt,1953
181.4,kwt,1954
176.4,kwt,1955
171.6,kwt,1956
166.9,kwt,1957
162.3,kwt,1958
157.8,kwt,1959
146.9,kwt,1960
136.6,kwt,1961
126.9,kwt,1962
117.9,kwt,1963
109.1,kwt,1964
101.1,kwt,1965
93.7,kwt,1966
87.0,kwt,1967
81.1,kwt,1968
75.8,kwt,1969
70.9,kwt,1970
66.5,kwt,1971
62.3,kwt,1972
58.4,kwt,1973
54.8,kwt,1974
51.4,kwt,1975
48.2,kwt,1976
