suicide_age_15_29_per_100000_people,geo,time
2.202,aze,1991
2.389,aze,1992
2.032,aze,1993
0.611,aze,1994
0.7243,aze,1995
0.8386,aze,1996
1.175,aze,1997
0.4421,aze,1998
0.5416,aze,1999
1.069,aze,2000
2.316,bhr,1985
1.27,bhr,1987
4.087,bhr,1988
3.169,bhr,1999
4.364,bhr,2000
3.037,bhr,2001
16.13,blr,1981
18.3,blr,1982
15.44,blr,1985
11.85,blr,1986
13.25,blr,1987
13.03,blr,1988
13.88,blr,1989
14.69,blr,1990
15.38,blr,1991
18.5,blr,1992
19.85,blr,1993
20.71,blr,1994
21.62,blr,1995
24.66,blr,1997
25.7,blr,1998
29.23,blr,1999
27.41,blr,2000
26.84,blr,2001
28.89,blr,2002
27.52,blr,2003
23.42,blr,2007
4.524,bel,1954
4.429,bel,1955
5.566,bel,1956
5.1,bel,1957
5.535,bel,1958
4.899,bel,1959
6.295,bel,1960
6.314,bel,1961
5.599,bel,1962
5.893,bel,1963
6.146,bel,1964
7.522,bel,1965
6.226,bel,1966
6.205,bel,1967
7.308,bel,1968
5.982,bel,1969
6.117,bel,1970
6.603,bel,1971
8.103,bel,1972
8.157,bel,1973
8.617,bel,1974
9.762,bel,1975
9.058,bel,1976
11.26,bel,1977
11.53,bel,1978
11.91,bel,1979
12.67,bel,1980
14.48,bel,1981
14.57,bel,1982
13.02,bel,1983
14.6,bel,1984
12.19,bel,1985
12.13,bel,1986
13.29,bel,1987
12.48,bel,1988
12.2,bel,1989
12.82,bel,1990
11.49,bel,1991
11.93,bel,1992
15.32,bel,1993
14.76,bel,1994
14.97,bel,1995
15.71,bel,1996
15.78,bel,1997
14.94,bel,1998
12.99,bel,1999
13.87,bel,2004
10.81,bih,1985
11.38,bih,1986
10.31,bih,1987
8.14,bih,1988
9.142,bih,1989
11.42,bih,1990
15.25,bih,1991
4.311,bra,1982
4.711,bra,1983
4.218,bra,1984
3.872,bra,1985
4.275,bra,1986
4.004,bra,1987
3.801,bra,1988
3.762,bra,1989
3.978,bra,1990
4.072,bra,1991
4.15,bra,1992
4.679,bra,1993
4.91,bra,1994
5.175,bra,1995
5.177,bra,1996
4.86,bra,1997
4.906,bra,1998
4.483,bra,1999
4.424,bra,2000
5.157,bra,2001
5.034,bra,2002
5.166,bra,2003
5.049,bra,2004
5.03,bra,2005
5.146,bgr,1964
6.124,bgr,1965
6.331,bgr,1966
6.23,bgr,1967
5.79,bgr,1968
7.568,bgr,1969
7.433,bgr,1970
7.178,bgr,1971
7.023,bgr,1972
6.171,bgr,1973
6.915,bgr,1974
7.625,bgr,1975
8.772,bgr,1976
9.176,bgr,1977
8.515,bgr,1978
9.364,bgr,1979
9.579,bgr,1980
8.192,bgr,1981
10.2,bgr,1982
6.181,bgr,1983
9.305,bgr,1984
9.893,bgr,1985
9.173,bgr,1986
9.044,bgr,1987
10.08,bgr,1988
9.148,bgr,1989
9.581,bgr,1990
8.776,bgr,1991
11.03,bgr,1992
11.86,bgr,1993
9.465,bgr,1994
10.15,bgr,1995
10.1,bgr,1996
9.607,bgr,1997
10.45,bgr,1998
8.246,bgr,1999
7.086,bgr,2000
8.76,bgr,2001
7.809,bgr,2002
6.316,bgr,2003
5.777,bgr,2004
6.145,bgr,2005
6.554,bgr,2006
4.93,bgr,2007
5.897,bgr,2008
4.95,can,1950
4.394,can,1951
4.112,can,1952
4.668,can,1953
4.556,can,1954
4.326,can,1955
4.941,can,1956
4.959,can,1957
5.412,can,1958
5.002,can,1959
6.694,can,1960
4.974,can,1961
6.021,can,1962
6.761,can,1963
6.757,can,1964
7.189,can,1965
7.796,can,1966
8.811,can,1967
9.158,can,1968
10.69,can,1969
11.48,can,1970
12.07,can,1971
14.32,can,1972
13.66,can,1973
15.76,can,1974
15.27,can,1975
15.85,can,1976
17.86,can,1977
18.65,can,1978
17.78,can,1979
16.9,can,1980
16.1,can,1981
17.13,can,1982
17.84,can,1983
16.1,can,1984
15.18,can,1985
17.18,can,1986
16.44,can,1987
16.73,can,1988
16.26,can,1989
15.61,can,1990
16.73,can,1991
16.16,can,1992
14.94,can,1993
15.0,can,1994
15.73,can,1995
14.94,can,1996
13.51,can,1997
14.2,can,1998
13.9,can,1999
13.05,can,2000
12.52,can,2001
11.85,can,2002
11.88,can,2003
11.54,can,2004
8.622,chl,1955
12.2,chl,1956
13.52,chl,1957
11.74,chl,1958
9.837,chl,1959
11.45,chl,1960
13.56,chl,1961
9.471,chl,1962
4.962,chl,1963
5.074,chl,1964
3.295,chl,1965
11.03,chl,1966
3.109,chl,1967
13.65,chl,1968
11.67,chl,1969
10.35,chl,1970
9.898,chl,1971
10.02,chl,1972
6.602,chl,1973
7.304,chl,1974
7.921,chl,1975
7.651,chl,1976
7.428,chl,1977
7.116,chl,1978
7.516,chl,1979
7.197,chl,1980
7.55,chl,1981
6.763,chl,1982
7.186,chl,1983
8.117,chl,1984
6.654,chl,1985
6.355,chl,1986
6.503,chl,1987
6.683,chl,1988
7.208,chl,1989
6.657,chl,1990
7.317,chl,1991
5.903,chl,1992
6.387,chl,1993
7.334,chl,1994
7.851,chl,1995
8.047,chl,1996
8.469,chl,1997
8.351,chl,1998
8.193,chl,1999
12.01,chl,2000
13.54,chl,2001
12.76,chl,2002
12.53,chl,2003
13.83,chl,2004
12.35,chl,2005
1.841,col,1953
3.002,col,1954
2.79,col,1955
1.392,col,1956
0.8224,col,1957
5.489,col,1958
5.395,col,1959
5.671,col,1960
7.776,col,1961
9.612,col,1962
10.02,col,1963
11.07,col,1964
14.42,col,1965
14.36,col,1966
14.79,col,1967
9.271,col,1968
5.507,col,1969
7.807,col,1972
8.554,col,1974
7.352,col,1975
7.055,col,1976
5.882,col,1977
6.583,col,1984
6.083,col,1985
6.018,col,1986
5.638,col,1987
4.797,col,1988
4.051,col,1989
4.343,col,1990
5.449,col,1991
5.763,col,1992
5.471,col,1993
6.213,col,1994
5.308,col,1995
5.222,col,1996
5.718,col,1997
9.599,col,1998
9.281,col,1999
10.63,col,2000
10.53,col,2001
10.29,col,2002
8.764,col,2004
8.269,col,2005
8.221,col,2006
4.481,cri,1962
7.409,cri,1963
5.528,cri,1964
3.349,cri,1965
5.522,cri,1966
5.901,cri,1967
4.128,cri,1968
5.31,cri,1969
4.82,cri,1970
4.945,cri,1971
6.272,cri,1972
4.167,cri,1973
8.102,cri,1974
6.643,cri,1975
11.08,cri,1976
6.937,cri,1977
5.659,cri,1978
4.253,cri,1979
8.935,cri,1980
7.635,cri,1981
5.208,cri,1982
8.015,cri,1983
6.048,cri,1984
6.744,cri,1985
5.007,cri,1986
6.299,cri,1987
5.37,cri,1988
7.115,cri,1989
6.684,cri,1990
5.084,cri,1991
6.502,cri,1992
5.647,cri,1993
7.831,cri,1994
8.648,cri,1995
9.814,cri,1996
7.461,cri,1997
9.117,cri,1998
8.514,cri,1999
9.319,cri,2000
6.751,cri,2001
9.308,cri,2002
10.73,cri,2003
8.935,cri,2004
7.075,cri,2005
9.917,cri,2006
12.1,hrv,1985
12.24,hrv,1986
13.73,hrv,1987
14.2,hrv,1988
12.41,hrv,1989
11.94,hrv,1990
15.41,hrv,1991
17.42,hrv,1992
16.97,hrv,1993
14.28,hrv,1994
14.29,hrv,1995
16.57,hrv,1996
13.75,hrv,1997
13.39,hrv,1998
13.65,hrv,1999
12.24,hrv,2000
11.69,hrv,2001
12.64,hrv,2002
10.8,hrv,2003
9.297,hrv,2004
9.608,hrv,2005
10.4,hrv,2006
7.984,hrv,2007
8.408,hrv,2008
14.5,cub,1964
17.54,cub,1968
16.54,cub,1969
15.13,cub,1970
15.82,cub,1971
17.24,cub,1972
19.06,cub,1973
21.77,cub,1974
22.04,cub,1975
21.7,cub,1976
23.87,cub,1977
18.51,cub,1992
16.57,cub,1993
15.91,cub,1994
17.2,cub,1995
14.09,cub,1996
13.11,cub,1997
13.8,cub,1998
13.47,cub,1999
12.85,cub,2000
11.46,cub,2001
9.163,cub,2002
8.338,cub,2003
6.77,cub,2004
7.24,cub,2005
5.721,cub,2006
4.505,cub,2007
0.0,cyp,1999
2.695,cyp,2000
0.0,cyp,2004
2.19,cyp,2005
1.518,cyp,2006
4.042,cyp,2007
13.1,cze,1986
11.87,cze,1987
12.12,cze,1988
10.43,cze,1989
10.38,cze,1990
11.45,cze,1991
11.57,cze,1992
12.01,cze,1993
12.46,cze,1994
11.9,cze,1995
10.4,cze,1996
10.73,cze,1997
10.76,cze,1998
10.69,cze,1999
10.58,cze,2000
10.9,cze,2001
9.22,cze,2002
10.54,cze,2003
9.954,cze,2004
9.055,cze,2005
8.587,cze,2006
9.008,cze,2007
8.749,cze,2008
14.22,dnk,1951
13.67,dnk,1952
15.53,dnk,1953
14.08,dnk,1954
13.49,dnk,1955
13.48,dnk,1956
13.5,dnk,1957
12.92,dnk,1958
12.81,dnk,1959
12.41,dnk,1960
10.14,dnk,1961
11.76,dnk,1962
12.52,dnk,1963
12.97,dnk,1964
9.542,dnk,1965
10.14,dnk,1966
8.58,dnk,1967
11.44,dnk,1968
9.539,dnk,1969
10.8,dnk,1970
12.0,dnk,1971
11.26,dnk,1972
11.32,dnk,1973
13.13,dnk,1974
13.37,dnk,1975
13.54,dnk,1976
12.76,dnk,1977
12.58,dnk,1978
14.62,dnk,1979
17.59,dnk,1980
16.5,dnk,1981
18.28,dnk,1982
14.16,dnk,1983
14.01,dnk,1984
17.11,dnk,1985
13.49,dnk,1986
15.22,dnk,1987
14.35,dnk,1988
11.54,dnk,1989
10.57,dnk,1990
11.42,dnk,1991
9.791,dnk,1992
9.687,dnk,1993
8.497,dnk,1994
10.31,dnk,1995
8.463,dnk,1996
10.14,dnk,1997
7.988,dnk,1998
9.95,dnk,1999
8.191,dnk,2000
7.634,dnk,2001
7.93,dnk,2002
5.626,dnk,2003
8.051,dnk,2004
6.23,dnk,2005
6.369,dnk,2006
0.1365,egy,1973
0.1219,egy,1974
0.206,egy,1975
0.1584,egy,1976
0.2739,egy,1977
0.2286,egy,1978
0.1761,egy,1979
0.06188,egy,1980
0.03755,egy,1987
0.1402,egy,2000
0.08624,egy,2008
12.52,slv,2005
11.37,slv,2006
32.93,est,1981
27.48,est,1982
20.57,est,1985
18.26,est,1986
17.68,est,1987
21.58,est,1988
23.69,est,1989
23.39,est,1990
18.73,est,1991
24.47,est,1992
26.22,est,1993
29.06,est,1994
23.4,est,1995
23.43,est,1996
25.01,est,1997
24.74,est,1998
28.55,est,1999
22.51,est,2000
21.19,est,2001
22.09,est,2002
20.2,est,2003
18.93,est,2004
17.16,est,2005
13.75,est,2006
15.9,est,2007
15.89,est,2008
17.32,fin,1952
16.07,fin,1953
16.79,fin,1954
15.55,fin,1955
17.11,fin,1956
18.48,fin,1957
15.93,fin,1958
19.33,fin,1959
15.31,fin,1960
16.04,fin,1961
18.99,fin,1962
13.26,fin,1963
15.84,fin,1964
14.35,fin,1965
15.08,fin,1966
16.07,fin,1967
18.25,fin,1968
19.32,fin,1969
17.75,fin,1970
18.98,fin,1971
22.59,fin,1972
23.15,fin,1973
26.23,fin,1974
27.21,fin,1975
28.0,fin,1976
25.79,fin,1977
24.1,fin,1978
24.81,fin,1979
26.36,fin,1980
23.02,fin,1981
23.7,fin,1982
24.89,fin,1983
25.32,fin,1984
24.3,fin,1985
25.66,fin,1986
25.06,fin,1987
27.29,fin,1988
29.13,fin,1989
32.84,fin,1990
29.36,fin,1991
27.7,fin,1992
24.9,fin,1993
30.36,fin,1994
25.08,fin,1995
23.9,fin,1996
26.02,fin,1997
22.03,fin,1998
24.06,fin,1999
21.66,fin,2000
20.79,fin,2001
19.61,fin,2002
19.69,fin,2003
22.2,fin,2004
16.55,fin,2005
19.74,fin,2006
18.48,fin,2007
17.48,fin,2008
5.633,fra,1950
5.492,fra,1952
5.161,fra,1953
5.896,fra,1954
5.786,fra,1955
5.99,fra,1956
6.23,fra,1957
6.661,fra,1958
7.01,fra,1959
6.26,fra,1960
6.524,fra,1961
6.283,fra,1962
7.27,fra,1963
7.163,fra,1964
7.401,fra,1965
7.553,fra,1966
7.794,fra,1967
8.103,fra,1968
8.047,fra,1969
8.368,fra,1970
7.995,fra,1971
8.512,fra,1972
8.886,fra,1973
9.359,fra,1974
9.928,fra,1975
10.58,fra,1976
11.36,fra,1977
11.54,fra,1978
12.85,fra,1979
13.1,fra,1980
12.79,fra,1981
13.44,fra,1982
13.91,fra,1983
14.02,fra,1984
14.4,fra,1985
13.71,fra,1986
12.42,fra,1987
12.03,fra,1988
13.09,fra,1989
11.68,fra,1990
12.17,fra,1991
11.95,fra,1992
13.93,fra,1993
12.97,fra,1994
12.41,fra,1995
11.61,fra,1996
11.15,fra,1997
10.61,fra,1998
10.23,fra,1999
9.904,fra,2000
9.551,fra,2001
9.596,fra,2002
9.787,fra,2003
9.252,fra,2004
8.536,fra,2005
8.364,fra,2006
8.178,fra,2007
5.141,geo,1981
4.513,geo,1982
3.133,geo,1985
2.624,geo,1986
3.138,geo,1987
3.699,geo,1988
3.884,geo,1989
3.524,geo,1990
2.35,geo,1991
4.257,geo,1992
3.04,geo,1994
3.743,geo,1995
3.436,geo,1996
4.085,geo,1997
3.215,geo,1998
3.605,geo,1999
1.609,geo,2000
1.081,geo,2001
10.33,deu,1990
10.28,deu,1991
9.544,deu,1992
9.073,deu,1993
9.995,deu,1994
9.484,deu,1995
9.555,deu,1996
9.237,deu,1997
9.16,deu,1998
9.041,deu,1999
8.423,deu,2000
8.34,deu,2001
8.209,deu,2002
8.204,deu,2003
7.738,deu,2004
6.845,deu,2005
6.584,deu,2006
4.914,grc,1961
3.865,grc,1962
3.814,grc,1963
3.157,grc,1964
3.418,grc,1965
2.893,grc,1966
2.755,grc,1967
2.829,grc,1968
2.299,grc,1969
2.435,grc,1970
3.196,grc,1971
1.881,grc,1972
2.486,grc,1973
2.715,grc,1974
2.83,grc,1975
2.555,grc,1976
2.651,grc,1977
2.78,grc,1978
2.083,grc,1979
2.241,grc,1980
2.907,grc,1981
2.871,grc,1982
3.901,grc,1983
3.928,grc,1984
3.291,grc,1985
4.145,grc,1986
3.103,grc,1987
3.446,grc,1988
3.455,grc,1989
3.386,grc,1990
2.485,grc,1991
2.119,grc,1992
2.768,grc,1993
2.701,grc,1994
3.119,grc,1995
2.383,grc,1996
3.898,grc,1997
2.87,grc,1998
2.821,grc,1999
3.218,grc,2000
2.247,grc,2001
2.256,grc,2002
2.134,grc,2003
2.039,grc,2004
2.534,grc,2005
2.344,grc,2006
2.658,grc,2007
1.976,grc,2008
5.286,gtm,1963
5.231,gtm,1964
4.147,gtm,1965
3.632,gtm,1966
5.482,gtm,1967
8.608,gtm,1968
5.298,gtm,1969
5.907,gtm,1970
6.689,gtm,1971
0.0,gtm,1974
0.0,gtm,1977
2.104,gtm,1979
2.185,gtm,1980
0.5906,gtm,1981
0.1858,gtm,1984
5.82,gtm,1986
5.556,gtm,1987
3.895,gtm,1988
3.077,gtm,1989
3.361,gtm,1990
2.745,gtm,1991
2.838,gtm,1992
3.165,gtm,1993
2.639,gtm,1994
3.766,gtm,1995
2.552,gtm,1996
3.247,gtm,1997
3.751,gtm,1998
3.703,gtm,1999
3.341,gtm,2000
3.503,gtm,2001
3.677,gtm,2002
3.894,gtm,2003
3.817,gtm,2004
3.95,gtm,2005
4.376,gtm,2006
17.28,hun,1955
15.92,hun,1956
18.38,hun,1957
19.86,hun,1958
21.03,hun,1959
23.64,hun,1960
22.42,hun,1961
21.17,hun,1962
22.78,hun,1963
22.99,hun,1964
22.85,hun,1965
22.87,hun,1966
23.82,hun,1967
23.43,hun,1968
21.69,hun,1969
21.43,hun,1970
22.48,hun,1971
21.17,hun,1972
19.58,hun,1973
22.09,hun,1974
19.32,hun,1975
19.61,hun,1976
19.56,hun,1977
22.37,hun,1978
23.46,hun,1979
24.23,hun,1980
24.53,hun,1981
21.91,hun,1982
22.87,hun,1983
22.63,hun,1984
22.25,hun,1985
22.3,hun,1986
23.57,hun,1987
21.54,hun,1988
21.26,hun,1989
19.22,hun,1990
18.41,hun,1991
19.09,hun,1992
16.96,hun,1993
15.76,hun,1994
13.23,hun,1995
13.93,hun,1996
12.69,hun,1997
13.59,hun,1998
14.47,hun,1999
13.08,hun,2000
12.16,hun,2001
11.86,hun,2002
10.45,hun,2003
11.85,hun,2004
9.815,hun,2005
8.635,hun,2006
7.938,hun,2007
8.878,hun,2008
1.281,irl,1950
1.388,irl,1951
0.7879,irl,1952
1.32,irl,1953
1.173,irl,1954
1.642,irl,1955
1.652,irl,1956
0.7765,irl,1957
1.394,irl,1958
1.435,irl,1959
0.7156,irl,1960
1.824,irl,1961
1.579,irl,1962
2.899,irl,1963
2.148,irl,1964
0.8035,irl,1965
1.92,irl,1966
1.382,irl,1967
2.584,irl,1968
0.5625,irl,1969
1.606,irl,1970
1.591,irl,1971
2.437,irl,1972
3.659,irl,1973
4.85,irl,1974
6.109,irl,1975
5.931,irl,1976
6.553,irl,1977
5.694,irl,1978
8.011,irl,1979
5.706,irl,1980
7.421,irl,1981
6.641,irl,1982
9.851,irl,1983
6.449,irl,1984
8.549,irl,1985
9.045,irl,1986
6.705,irl,1987
10.68,irl,1988
8.874,irl,1989
13.1,irl,1990
12.39,irl,1991
15.57,irl,1992
11.21,irl,1993
13.42,irl,1994
15.07,irl,1995
17.95,irl,1996
19.32,irl,1997
20.98,irl,1998
18.0,irl,1999
18.48,irl,2000
17.78,irl,2001
17.26,irl,2002
15.71,irl,2003
15.16,irl,2004
15.0,irl,2005
15.48,irl,2006
13.37,irl,2007
14.67,irl,2008
7.629,isr,1975
6.04,isr,1976
6.614,isr,1977
5.626,isr,1978
6.785,isr,1979
6.245,isr,1980
5.218,isr,1981
3.926,isr,1982
4.505,isr,1983
4.951,isr,1984
4.274,isr,1985
6.028,isr,1986
5.362,isr,1987
6.472,isr,1988
6.403,isr,1989
6.106,isr,1990
6.604,isr,1991
7.078,isr,1992
7.178,isr,1993
7.419,isr,1994
7.223,isr,1995
5.536,isr,1996
7.336,isr,1997
6.197,isr,1998
6.81,isr,1999
7.604,isr,2000
8.071,isr,2001
6.986,isr,2002
6.724,isr,2003
7.505,isr,2004
6.926,isr,2005
6.998,isr,2006
4.97,ita,1951
4.782,ita,1952
4.7,ita,1953
4.458,ita,1954
4.618,ita,1955
3.945,ita,1956
4.157,ita,1957
4.044,ita,1958
4.366,ita,1959
3.926,ita,1960
3.796,ita,1961
3.586,ita,1962
3.186,ita,1963
2.992,ita,1964
3.003,ita,1965
2.983,ita,1966
3.598,ita,1967
2.896,ita,1968
3.621,ita,1969
3.341,ita,1970
4.025,ita,1971
3.586,ita,1972
2.967,ita,1973
3.094,ita,1974
3.616,ita,1975
3.273,ita,1976
3.65,ita,1977
4.001,ita,1978
4.346,ita,1979
4.539,ita,1980
4.194,ita,1981
4.402,ita,1982
4.237,ita,1983
3.834,ita,1984
4.054,ita,1985
4.129,ita,1986
4.187,ita,1987
4.045,ita,1988
4.245,ita,1989
4.676,ita,1990
4.452,ita,1991
4.874,ita,1992
5.166,ita,1993
5.331,ita,1994
4.973,ita,1995
5.417,ita,1996
5.654,ita,1997
5.198,ita,1998
4.854,ita,1999
4.726,ita,2000
4.527,ita,2001
4.572,ita,2002
4.431,ita,2003
3.598,ita,2006
3.945,ita,2007
26.14,jpn,1950
26.07,jpn,1951
27.57,jpn,1952
33.41,jpn,1953
41.12,jpn,1954
46.07,jpn,1955
42.88,jpn,1956
42.1,jpn,1957
45.61,jpn,1958
37.21,jpn,1959
36.51,jpn,1960
31.22,jpn,1961
25.65,jpn,1962
20.94,jpn,1963
17.92,jpn,1964
15.93,jpn,1965
16.88,jpn,1966
15.21,jpn,1967
14.76,jpn,1968
14.02,jpn,1969
14.66,jpn,1970
15.43,jpn,1971
16.29,jpn,1972
16.75,jpn,1973
17.18,jpn,1974
17.25,jpn,1975
16.66,jpn,1976
16.57,jpn,1977
16.4,jpn,1978
16.63,jpn,1979
14.76,jpn,1980
12.99,jpn,1981
13.12,jpn,1982
14.66,jpn,1983
12.92,jpn,1984
12.03,jpn,1985
13.98,jpn,1986
12.09,jpn,1987
11.09,jpn,1988
10.2,jpn,1989
9.208,jpn,1990
9.142,jpn,1991
9.452,jpn,1992
8.876,jpn,1993
10.36,jpn,1994
10.11,jpn,1995
9.916,jpn,1996
10.21,jpn,1997
14.24,jpn,1998
14.13,jpn,1999
13.48,jpn,2000
13.08,jpn,2001
12.69,jpn,2002
14.64,jpn,2003
14.96,jpn,2004
16.27,jpn,2005
16.68,jpn,2006
16.19,jpn,2007
17.63,jpn,2008
21.36,kaz,1981
20.72,kaz,1982
21.56,kaz,1985
16.45,kaz,1986
16.51,kaz,1987
17.31,kaz,1988
20.15,kaz,1989
21.35,kaz,1990
21.27,kaz,1991
23.44,kaz,1992
28.22,kaz,1993
27.4,kaz,1994
30.91,kaz,1995
32.54,kaz,1996
31.41,kaz,1997
31.52,kaz,1998
30.07,kaz,1999
34.72,kaz,2000
35.0,kaz,2001
33.86,kaz,2002
34.13,kaz,2003
36.36,kaz,2004
31.36,kaz,2005
33.57,kaz,2006
32.77,kaz,2007
32.87,kaz,2008
12.02,kor,1985
10.83,kor,1986
9.649,kor,1987
8.95,kor,1988
8.549,kor,1989
8.775,kor,1990
8.238,kor,1991
8.769,kor,1992
9.798,kor,1993
9.34,kor,1994
10.52,kor,1995
12.69,kor,1996
11.6,kor,1997
14.5,kor,1998
11.23,kor,1999
9.442,kor,2000
9.124,kor,2001
10.18,kor,2002
12.78,kor,2003
11.29,kor,2004
14.2,kor,2005
11.13,kor,2006
0.4256,kwt,1972
1.486,kwt,1975
0.334,kwt,1976
0.6162,kwt,1977
0.9052,kwt,1978
0.5588,kwt,1979
0.7347,kwt,1980
1.018,kwt,1981
0.2322,kwt,1982
0.1869,kwt,1983
0.941,kwt,1984
1.128,kwt,1985
1.853,kwt,1986
1.196,kwt,1987
1.218,kwt,1993
1.398,kwt,1994
2.328,kwt,1995
1.673,kwt,1996
2.94,kwt,1997
1.692,kwt,1998
1.934,kwt,1999
2.437,kwt,2000
1.174,kwt,2001
2.791,kwt,2002
1.967,kwt,2008
12.64,kgz,1981
12.89,kgz,1982
9.227,kgz,1985
9.572,kgz,1986
11.42,kgz,1987
11.16,kgz,1988
13.16,kgz,1989
11.95,kgz,1990
12.8,kgz,1991
13.74,kgz,1992
12.29,kgz,1993
13.56,kgz,1994
15.73,kgz,1995
12.01,kgz,1996
13.63,kgz,1997
14.31,kgz,1998
13.18,kgz,1999
11.92,kgz,2000
14.44,kgz,2001
13.18,kgz,2002
11.2,kgz,2003
9.086,kgz,2004
11.56,kgz,2005
11.81,kgz,2006
12.59,kgz,2007
22.72,lva,1980
23.57,lva,1981
20.43,lva,1982
21.49,lva,1983
22.14,lva,1984
18.73,lva,1985
18.22,lva,1986
15.88,lva,1987
18.94,lva,1988
14.21,lva,1989
19.12,lva,1990
20.59,lva,1991
25.76,lva,1992
27.83,lva,1993
26.3,lva,1994
30.0,lva,1995
25.51,lva,1996
26.15,lva,1997
24.12,lva,1998
20.14,lva,1999
21.29,lva,2000
18.46,lva,2001
20.7,lva,2002
19.6,lva,2003
14.83,lva,2004
17.31,lva,2005
14.38,lva,2006
12.95,lva,2007
17.31,lva,2008
27.21,ltu,1981
28.67,ltu,1982
25.42,ltu,1985
17.1,ltu,1986
18.68,ltu,1987
18.58,ltu,1988
17.35,ltu,1989
16.39,ltu,1990
23.25,ltu,1991
22.16,ltu,1992
28.91,ltu,1993
33.71,ltu,1994
33.24,ltu,1995
34.3,ltu,1996
35.87,ltu,1997
32.4,ltu,1998
35.97,ltu,1999
35.9,ltu,2000
31.0,ltu,2001
36.83,ltu,2002
31.83,ltu,2003
30.99,ltu,2004
27.74,ltu,2005
21.32,ltu,2006
25.28,ltu,2007
28.49,ltu,2008
6.104,mkd,1991
3.26,mkd,1992
4.716,mkd,1993
4.058,mkd,1994
4.268,mkd,1995
4.219,mkd,1996
3.967,mkd,1997
4.768,mkd,1998
5.368,mkd,1999
4.921,mkd,2000
3.465,mkd,2001
4.168,mkd,2002
4.333,mkd,2003
5.984,mus,1961
4.574,mus,1962
3.523,mus,1963
5.358,mus,1964
2.906,mus,1965
3.7,mus,1966
4.59,mus,1967
3.945,mus,1968
0.9499,mus,1969
1.886,mus,1970
6.4,mus,1971
3.222,mus,1972
8.299,mus,1973
8.712,mus,1974
14.03,mus,1975
12.76,mus,1976
12.48,mus,1977
11.8,mus,1978
11.78,mus,1979
2.469,mus,1980
3.026,mus,1981
1.316,mus,1982
2.592,mus,1983
20.11,mus,1984
14.87,mus,1985
5.152,mus,1986
21.58,mus,1987
22.3,mus,1988
