total_gdp_ppp_inflation_adjusted,geo,time
8711000,lie,1823
8871000,lie,1824
9036000,lie,1825
9203000,lie,1826
9372000,lie,1827
9546000,lie,1828
9721000,lie,1829
9901000,lie,1830
10090000,lie,1831
10270000,lie,1832
10460000,lie,1833
10650000,lie,1834
10850000,lie,1835
11050000,lie,1836
11260000,lie,1837
11460000,lie,1838
11680000,lie,1839
11890000,lie,1840
12110000,lie,1841
12340000,lie,1842
12560000,lie,1843
12800000,lie,1844
13030000,lie,1845
13270000,lie,1846
13520000,lie,1847
13770000,lie,1848
14020000,lie,1849
14280000,lie,1850
14540000,lie,1851
14810000,lie,1852
15090000,lie,1853
15370000,lie,1854
15650000,lie,1855
15940000,lie,1856
16230000,lie,1857
16540000,lie,1858
16840000,lie,1859
17150000,lie,1860
17470000,lie,1861
17790000,lie,1862
18120000,lie,1863
18450000,lie,1864
18800000,lie,1865
19140000,lie,1866
19500000,lie,1867
19860000,lie,1868
20220000,lie,1869
20600000,lie,1870
20980000,lie,1871
21370000,lie,1872
21760000,lie,1873
22160000,lie,1874
22570000,lie,1875
22990000,lie,1876
23420000,lie,1877
23850000,lie,1878
24290000,lie,1879
24740000,lie,1880
25190000,lie,1881
25660000,lie,1882
26130000,lie,1883
26620000,lie,1884
27110000,lie,1885
27610000,lie,1886
28120000,lie,1887
28640000,lie,1888
29170000,lie,1889
29710000,lie,1890
30260000,lie,1891
30820000,lie,1892
31390000,lie,1893
31960000,lie,1894
32560000,lie,1895
33160000,lie,1896
33770000,lie,1897
34400000,lie,1898
35030000,lie,1899
35680000,lie,1900
36340000,lie,1901
37010000,lie,1902
37690000,lie,1903
38390000,lie,1904
39100000,lie,1905
39820000,lie,1906
40560000,lie,1907
41310000,lie,1908
42070000,lie,1909
42850000,lie,1910
43640000,lie,1911
44450000,lie,1912
45270000,lie,1913
47310000,lie,1914
49450000,lie,1915
51680000,lie,1916
54020000,lie,1917
56450000,lie,1918
59000000,lie,1919
61670000,lie,1920
64450000,lie,1921
67370000,lie,1922
70410000,lie,1923
73590000,lie,1924
76910000,lie,1925
80380000,lie,1926
84010000,lie,1927
87810000,lie,1928
91770000,lie,1929
95920000,lie,1930
100300000,lie,1931
104800000,lie,1932
109500000,lie,1933
114500000,lie,1934
119600000,lie,1935
125000000,lie,1936
130700000,lie,1937
136600000,lie,1938
142700000,lie,1939
149200000,lie,1940
155900000,lie,1941
163000000,lie,1942
170300000,lie,1943
178000000,lie,1944
186100000,lie,1945
194500000,lie,1946
203300000,lie,1947
212400000,lie,1948
222000000,lie,1949
232000000,lie,1950
244200000,lie,1951
257000000,lie,1952
270700000,lie,1953
285600000,lie,1954
301800000,lie,1955
319600000,lie,1956
339000000,lie,1957
359900000,lie,1958
382500000,lie,1959
406600000,lie,1960
432200000,lie,1961
459500000,lie,1962
488700000,lie,1963
520200000,lie,1964
554300000,lie,1965
591500000,lie,1966
631600000,lie,1967
674000000,lie,1968
718100000,lie,1969
763100000,lie,1970
775900000,lie,1971
788900000,lie,1972
801900000,lie,1973
815200000,lie,1974
829000000,lie,1975
1096000000,lie,1976
1149000000,lie,1977
1130000000,lie,1978
1136000000,lie,1979
1046000000,lie,1980
1096000000,lie,1981
1079000000,lie,1982
1084000000,lie,1983
1131000000,lie,1984
1210000000,lie,1985
1258000000,lie,1986
1374000000,lie,1987
1452000000,lie,1988
1517000000,lie,1989
1551000000,lie,1990
1579000000,lie,1991
1636000000,lie,1992
1707000000,lie,1993
1824000000,lie,1994
1931000000,lie,1995
2064000000,lie,1996
2213000000,lie,1997
2384000000,lie,1998
2633000000,lie,1999
2719000000,lie,2000
2701000000,lie,2001
2676000000,lie,2002
2627000000,lie,2003
2708000000,lie,2004
2839000000,lie,2005
3093000000,lie,2006
3381000000,lie,2007
3290000000,lie,2008
2947000000,lie,2009
3207000000,lie,2010
3269000000,lie,2011
1045000000,ltu,1800
1046000000,ltu,1801
1047000000,ltu,1802
1048000000,ltu,1803
1049000000,ltu,1804
1050000000,ltu,1805
1051000000,ltu,1806
1053000000,ltu,1807
1054000000,ltu,1808
1055000000,ltu,1809
1056000000,ltu,1810
1057000000,ltu,1811
1058000000,ltu,1812
1059000000,ltu,1813
1060000000,ltu,1814
1061000000,ltu,1815
1062000000,ltu,1816
1064000000,ltu,1817
1065000000,ltu,1818
1066000000,ltu,1819
1067000000,ltu,1820
1084000000,ltu,1821
1101000000,ltu,1822
1118000000,ltu,1823
1135000000,ltu,1824
1153000000,ltu,1825
1171000000,ltu,1826
1189000000,ltu,1827
1208000000,ltu,1828
1227000000,ltu,1829
1246000000,ltu,1830
1265000000,ltu,1831
1285000000,ltu,1832
1305000000,ltu,1833
1325000000,ltu,1834
1346000000,ltu,1835
1367000000,ltu,1836
1388000000,ltu,1837
1410000000,ltu,1838
1432000000,ltu,1839
1454000000,ltu,1840
1477000000,ltu,1841
1500000000,ltu,1842
1524000000,ltu,1843
1547000000,ltu,1844
1572000000,ltu,1845
1596000000,ltu,1846
1621000000,ltu,1847
1646000000,ltu,1848
1672000000,ltu,1849
1698000000,ltu,1850
1725000000,ltu,1851
1751000000,ltu,1852
1779000000,ltu,1853
1807000000,ltu,1854
1835000000,ltu,1855
1863000000,ltu,1856
1893000000,ltu,1857
1922000000,ltu,1858
1952000000,ltu,1859
1983000000,ltu,1860
2014000000,ltu,1861
2045000000,ltu,1862
2077000000,ltu,1863
2109000000,ltu,1864
2142000000,ltu,1865
2176000000,ltu,1866
2210000000,ltu,1867
2244000000,ltu,1868
2279000000,ltu,1869
2315000000,ltu,1870
2351000000,ltu,1871
2388000000,ltu,1872
2425000000,ltu,1873
2463000000,ltu,1874
2501000000,ltu,1875
2540000000,ltu,1876
2580000000,ltu,1877
2620000000,ltu,1878
2661000000,ltu,1879
2703000000,ltu,1880
2745000000,ltu,1881
2788000000,ltu,1882
2831000000,ltu,1883
2875000000,ltu,1884
2920000000,ltu,1885
2833000000,ltu,1886
3343000000,ltu,1887
3246000000,ltu,1888
3046000000,ltu,1889
3062000000,ltu,1890
2830000000,ltu,1891
3127000000,ltu,1892
3576000000,ltu,1893
4103000000,ltu,1894
3832000000,ltu,1895
4260000000,ltu,1896
4227000000,ltu,1897
4379000000,ltu,1898
4690000000,ltu,1899
4632000000,ltu,1900
4791000000,ltu,1901
5254000000,ltu,1902
4937000000,ltu,1903
5510000000,ltu,1904
4922000000,ltu,1905
4747000000,ltu,1906
4604000000,ltu,1907
5074000000,ltu,1908
5316000000,ltu,1909
5725000000,ltu,1910
5338000000,ltu,1911
5821000000,ltu,1912
6172000000,ltu,1913
5948000000,ltu,1914
6178000000,ltu,1915
5543000000,ltu,1916
4912000000,ltu,1917
3966000000,ltu,1918
3682000000,ltu,1919
4831000000,ltu,1920
5606000000,ltu,1921
6507000000,ltu,1922
7027000000,ltu,1923
7212000000,ltu,1924
7619000000,ltu,1925
7900000000,ltu,1926
8524000000,ltu,1927
9107000000,ltu,1928
9224000000,ltu,1929
9133000000,ltu,1930
8924000000,ltu,1931
8898000000,ltu,1932
9515000000,ltu,1933
10620000000,ltu,1934
11090000000,ltu,1935
11870000000,ltu,1936
12570000000,ltu,1937
13240000000,ltu,1938
12680000000,ltu,1939
12090000000,ltu,1940
11980000000,ltu,1941
11860000000,ltu,1942
11750000000,ltu,1943
11630000000,ltu,1944
11520000000,ltu,1945
11410000000,ltu,1946
12790000000,ltu,1947
14580000000,ltu,1948
16080000000,ltu,1949
17570000000,ltu,1950
17370000000,ltu,1951
18240000000,ltu,1952
18810000000,ltu,1953
19520000000,ltu,1954
20980000000,ltu,1955
22780000000,ltu,1956
23060000000,ltu,1957
24610000000,ltu,1958
24180000000,ltu,1959
26320000000,ltu,1960
27710000000,ltu,1961
28390000000,ltu,1962
27720000000,ltu,1963
31300000000,ltu,1964
33110000000,ltu,1965
34750000000,ltu,1966
36320000000,ltu,1967
38480000000,ltu,1968
39070000000,ltu,1969
42130000000,ltu,1970
43280000000,ltu,1971
43550000000,ltu,1972
47250000000,ltu,1973
48640000000,ltu,1974
48770000000,ltu,1975
51020000000,ltu,1976
52180000000,ltu,1977
53430000000,ltu,1978
53130000000,ltu,1979
53170000000,ltu,1980
53610000000,ltu,1981
54880000000,ltu,1982
56570000000,ltu,1983
57200000000,ltu,1984
57670000000,ltu,1985
60050000000,ltu,1986
60870000000,ltu,1987
62210000000,ltu,1988
63250000000,ltu,1989
61550000000,ltu,1990
57960000000,ltu,1991
45540000000,ltu,1992
38110000000,ltu,1993
34260000000,ltu,1994
35870000000,ltu,1995
37350000000,ltu,1996
39710000000,ltu,1997
42320000000,ltu,1998
41330000000,ltu,1999
42700000000,ltu,2000
45270000000,ltu,2001
48280000000,ltu,2002
52920000000,ltu,2003
56730000000,ltu,2004
60940000000,ltu,2005
65740000000,ltu,2006
72180000000,ltu,2007
74240000000,ltu,2008
63220000000,ltu,2009
64860000000,ltu,2010
74120000000,ltu,2011
77520000000,ltu,2012
80120000000,ltu,2013
184900000,lux,1800
185200000,lux,1801
185500000,lux,1802
185800000,lux,1803
186100000,lux,1804
186400000,lux,1805
186700000,lux,1806
187000000,lux,1807
187400000,lux,1808
187700000,lux,1809
188000000,lux,1810
188300000,lux,1811
188600000,lux,1812
188900000,lux,1813
189200000,lux,1814
189500000,lux,1815
189900000,lux,1816
190200000,lux,1817
190500000,lux,1818
190800000,lux,1819
191100000,lux,1820
194600000,lux,1821
198200000,lux,1822
201800000,lux,1823
205500000,lux,1824
209300000,lux,1825
213200000,lux,1826
217100000,lux,1827
221000000,lux,1828
225100000,lux,1829
229200000,lux,1830
233400000,lux,1831
237700000,lux,1832
242100000,lux,1833
246500000,lux,1834
251000000,lux,1835
255600000,lux,1836
260300000,lux,1837
265100000,lux,1838
270000000,lux,1839
274900000,lux,1840
280000000,lux,1841
285100000,lux,1842
290300000,lux,1843
295700000,lux,1844
301100000,lux,1845
306600000,lux,1846
312200000,lux,1847
318000000,lux,1848
323800000,lux,1849
329700000,lux,1850
335800000,lux,1851
341900000,lux,1852
348200000,lux,1853
354600000,lux,1854
361100000,lux,1855
367700000,lux,1856
374500000,lux,1857
381300000,lux,1858
388300000,lux,1859
395500000,lux,1860
402700000,lux,1861
410100000,lux,1862
417600000,lux,1863
425300000,lux,1864
433100000,lux,1865
441000000,lux,1866
449100000,lux,1867
457400000,lux,1868
465700000,lux,1869
474300000,lux,1870
483000000,lux,1871
491900000,lux,1872
500900000,lux,1873
510100000,lux,1874
519400000,lux,1875
529000000,lux,1876
538700000,lux,1877
548500000,lux,1878
558600000,lux,1879
568800000,lux,1880
579300000,lux,1881
589900000,lux,1882
600700000,lux,1883
611700000,lux,1884
623000000,lux,1885
634400000,lux,1886
646000000,lux,1887
657900000,lux,1888
670000000,lux,1889
682200000,lux,1890
694800000,lux,1891
707500000,lux,1892
720500000,lux,1893
733700000,lux,1894
747200000,lux,1895
760900000,lux,1896
774800000,lux,1897
789000000,lux,1898
803500000,lux,1899
818300000,lux,1900
833300000,lux,1901
848500000,lux,1902
864100000,lux,1903
880000000,lux,1904
896100000,lux,1905
912500000,lux,1906
929300000,lux,1907
946300000,lux,1908
963700000,lux,1909
981400000,lux,1910
999400000,lux,1911
1018000000,lux,1912
1036000000,lux,1913
1084000000,lux,1914
1134000000,lux,1915
1186000000,lux,1916
1241000000,lux,1917
1298000000,lux,1918
1357000000,lux,1919
1420000000,lux,1920
1485000000,lux,1921
1554000000,lux,1922
1625000000,lux,1923
1700000000,lux,1924
1778000000,lux,1925
1860000000,lux,1926
1945000000,lux,1927
2035000000,lux,1928
2128000000,lux,1929
2226000000,lux,1930
2329000000,lux,1931
2436000000,lux,1932
2548000000,lux,1933
2665000000,lux,1934
2788000000,lux,1935
2916000000,lux,1936
3050000000,lux,1937
3191000000,lux,1938
3337000000,lux,1939
3491000000,lux,1940
3652000000,lux,1941
3820000000,lux,1942
3995000000,lux,1943
4179000000,lux,1944
4371000000,lux,1945
4573000000,lux,1946
4783000000,lux,1947
5003000000,lux,1948
5233000000,lux,1949
5474000000,lux,1950
5114000000,lux,1951
5443000000,lux,1952
5637000000,lux,1953
5573000000,lux,1954
5823000000,lux,1955
6115000000,lux,1956
6476000000,lux,1957
6525000000,lux,1958
6548000000,lux,1959
6817000000,lux,1960
7102000000,lux,1961
7224000000,lux,1962
7345000000,lux,1963
8047000000,lux,1964
8150000000,lux,1965
8194000000,lux,1966
8148000000,lux,1967
8523000000,lux,1968
9463000000,lux,1969
9610000000,lux,1970
9866000000,lux,1971
10520000000,lux,1972
11420000000,lux,1973
11950000000,lux,1974
11150000000,lux,1975
11440000000,lux,1976
11650000000,lux,1977
12100000000,lux,1978
12430000000,lux,1979
12500000000,lux,1980
12420000000,lux,1981
12540000000,lux,1982
12920000000,lux,1983
13750000000,lux,1984
14180000000,lux,1985
15620000000,lux,1986
16260000000,lux,1987
17750000000,lux,1988
19520000000,lux,1989
20570000000,lux,1990
22420000000,lux,1991
22770000000,lux,1992
23690000000,lux,1993
24650000000,lux,1994
24940000000,lux,1995
25740000000,lux,1996
28040000000,lux,1997
30140000000,lux,1998
32470000000,lux,1999
35370000000,lux,2000
35700000000,lux,2001
36250000000,lux,2002
37040000000,lux,2003
38540000000,lux,2004
40670000000,lux,2005
42800000000,lux,2006
45850000000,lux,2007
45770000000,lux,2008
44070000000,lux,2009
45390000000,lux,2010
45840000000,lux,2011
45360000000,lux,2012
45940000000,lux,2013
18160000,mac,1800
18530000,mac,1801
18910000,mac,1802
19290000,mac,1803
19680000,mac,1804
20080000,mac,1805
20490000,mac,1806
20910000,mac,1807
21330000,mac,1808
21770000,mac,1809
22210000,mac,1810
22660000,mac,1811
23120000,mac,1812
23590000,mac,1813
24070000,mac,1814
24560000,mac,1815
25060000,mac,1816
25570000,mac,1817
26080000,mac,1818
26610000,mac,1819
27160000,mac,1820
27800000,mac,1821
28450000,mac,1822
29130000,mac,1823
29820000,mac,1824
30520000,mac,1825
31240000,mac,1826
31980000,mac,1827
32740000,mac,1828
33510000,mac,1829
34300000,mac,1830
35110000,mac,1831
35940000,mac,1832
36790000,mac,1833
37660000,mac,1834
38550000,mac,1835
30190000,mac,1836
23650000,mac,1837
18520000,mac,1838
14510000,mac,1839
15910000,mac,1840
17460000,mac,1841
19150000,mac,1842
21010000,mac,1843
23050000,mac,1844
25290000,mac,1845
27750000,mac,1846
30440000,mac,1847
33400000,mac,1848
36640000,mac,1849
40190000,mac,1850
44100000,mac,1851
48380000,mac,1852
53080000,mac,1853
58230000,mac,1854
63880000,mac,1855
70080000,mac,1856
76890000,mac,1857
84350000,mac,1858
92540000,mac,1859
101500000,mac,1860
101100000,mac,1861
100700000,mac,1862
100400000,mac,1863
99970000,mac,1864
99590000,mac,1865
99210000,mac,1866
98820000,mac,1867
98440000,mac,1868
98070000,mac,1869
97690000,mac,1870
97310000,mac,1871
96940000,mac,1872
96570000,mac,1873
96200000,mac,1874
95830000,mac,1875
95460000,mac,1876
95090000,mac,1877
94720000,mac,1878
94360000,mac,1879
94000000,mac,1880
93640000,mac,1881
93280000,mac,1882
92920000,mac,1883
92560000,mac,1884
92200000,mac,1885
91850000,mac,1886
91500000,mac,1887
91150000,mac,1888
90790000,mac,1889
90450000,mac,1890
90100000,mac,1891
89750000,mac,1892
89410000,mac,1893
89060000,mac,1894
88720000,mac,1895
88380000,mac,1896
88040000,mac,1897
87700000,mac,1898
87360000,mac,1899
87030000,mac,1900
88820000,mac,1901
90660000,mac,1902
92530000,mac,1903
94440000,mac,1904
96390000,mac,1905
98380000,mac,1906
100400000,mac,1907
102500000,mac,1908
104600000,mac,1909
106800000,mac,1910
108200000,mac,1911
109600000,mac,1912
111100000,mac,1913
115200000,mac,1914
119400000,mac,1915
123900000,mac,1916
128400000,mac,1917
133200000,mac,1918
138100000,mac,1919
143200000,mac,1920
160800000,mac,1921
180500000,mac,1922
202600000,mac,1923
227400000,mac,1924
255300000,mac,1925
286600000,mac,1926
321700000,mac,1927
332900000,mac,1928
344500000,mac,1929
356500000,mac,1930
368900000,mac,1931
381800000,mac,1932
395100000,mac,1933
408900000,mac,1934
423100000,mac,1935
437800000,mac,1936
453100000,mac,1937
605500000,mac,1938
809200000,mac,1939
1081000000,mac,1940
1041000000,mac,1941
1002000000,mac,1942
963900000,mac,1943
927600000,mac,1944
892700000,mac,1945
859100000,mac,1946
826800000,mac,1947
795700000,mac,1948
765800000,mac,1949
736900000,mac,1950
786600000,mac,1951
832500000,mac,1952
875200000,mac,1953
915800000,mac,1954
956100000,mac,1955
998500000,mac,1956
1046000000,mac,1957
1104000000,mac,1958
1176000000,mac,1959
1269000000,mac,1960
1388000000,mac,1961
1535000000,mac,1962
1713000000,mac,1963
1919000000,mac,1964
2152000000,mac,1965
2414000000,mac,1966
2708000000,mac,1967
3024000000,mac,1968
3349000000,mac,1969
3667000000,mac,1970
3881000000,mac,1971
4107000000,mac,1972
4344000000,mac,1973
4595000000,mac,1974
4866000000,mac,1975
5146000000,mac,1976
5451000000,mac,1977
5786000000,mac,1978
6097000000,mac,1979
6476000000,mac,1980
6906000000,mac,1981
7151000000,mac,1982
7851000000,mac,1983
8514000000,mac,1984
8559000000,mac,1985
9117000000,mac,1986
10430000000,mac,1987
11240000000,mac,1988
11800000000,mac,1989
12740000000,mac,1990
13210000000,mac,1991
14970000000,mac,1992
15750000000,mac,1993
16420000000,mac,1994
16980000000,mac,1995
16920000000,mac,1996
16900000000,mac,1997
16160000000,mac,1998
15830000000,mac,1999
16800000000,mac,2000
17370000000,mac,2001
19230000000,mac,2002
22110000000,mac,2003
28650000000,mac,2004
31000000000,mac,2005
35470000000,mac,2006
40570000000,mac,2007
41920000000,mac,2008
42650000000,mac,2009
54180000000,mac,2010
65410000000,mac,2011
71710000000,mac,2012
411300000,mkd,1800
411800000,mkd,1801
412200000,mkd,1802
412600000,mkd,1803
413000000,mkd,1804
413500000,mkd,1805
413900000,mkd,1806
414300000,mkd,1807
414800000,mkd,1808
415200000,mkd,1809
415600000,mkd,1810
416100000,mkd,1811
416500000,mkd,1812
416900000,mkd,1813
417400000,mkd,1814
417800000,mkd,1815
418200000,mkd,1816
418700000,mkd,1817
419100000,mkd,1818
419500000,mkd,1819
420000000,mkd,1820
423400000,mkd,1821
426800000,mkd,1822
430300000,mkd,1823
433700000,mkd,1824
437300000,mkd,1825
440800000,mkd,1826
444400000,mkd,1827
448000000,mkd,1828
451600000,mkd,1829
455200000,mkd,1830
458900000,mkd,1831
462600000,mkd,1832
466400000,mkd,1833
470200000,mkd,1834
474000000,mkd,1835
477800000,mkd,1836
481700000,mkd,1837
485600000,mkd,1838
489500000,mkd,1839
493500000,mkd,1840
497500000,mkd,1841
501500000,mkd,1842
505600000,mkd,1843
509700000,mkd,1844
513800000,mkd,1845
518000000,mkd,1846
522200000,mkd,1847
526400000,mkd,1848
530600000,mkd,1849
534900000,mkd,1850
539300000,mkd,1851
543600000,mkd,1852
548100000,mkd,1853
552500000,mkd,1854
557000000,mkd,1855
561500000,mkd,1856
566000000,mkd,1857
570600000,mkd,1858
575200000,mkd,1859
579900000,mkd,1860
584600000,mkd,1861
589300000,mkd,1862
594100000,mkd,1863
598900000,mkd,1864
603800000,mkd,1865
608600000,mkd,1866
613600000,mkd,1867
618500000,mkd,1868
623600000,mkd,1869
628600000,mkd,1870
645100000,mkd,1871
662000000,mkd,1872
679400000,mkd,1873
697200000,mkd,1874
715500000,mkd,1875
734200000,mkd,1876
753500000,mkd,1877
773200000,mkd,1878
793500000,mkd,1879
814300000,mkd,1880
835700000,mkd,1881
857600000,mkd,1882
880100000,mkd,1883
903100000,mkd,1884
926800000,mkd,1885
951100000,mkd,1886
976100000,mkd,1887
1002000000,mkd,1888
1028000000,mkd,1889
1055000000,mkd,1890
1071000000,mkd,1891
1088000000,mkd,1892
1105000000,mkd,1893
1123000000,mkd,1894
1140000000,mkd,1895
1158000000,mkd,1896
1176000000,mkd,1897
1195000000,mkd,1898
1213000000,mkd,1899
1232000000,mkd,1900
1263000000,mkd,1901
1295000000,mkd,1902
1327000000,mkd,1903
1360000000,mkd,1904
1394000000,mkd,1905
1429000000,mkd,1906
1465000000,mkd,1907
1501000000,mkd,1908
1539000000,mkd,1909
1577000000,mkd,1910
1591000000,mkd,1911
1605000000,mkd,1912
1619000000,mkd,1913
1628000000,mkd,1914
1636000000,mkd,1915
1645000000,mkd,1916
1654000000,mkd,1917
1662000000,mkd,1918
1671000000,mkd,1919
1680000000,mkd,1920
1712000000,mkd,1921
1752000000,mkd,1922
1833000000,mkd,1923
1954000000,mkd,1924
2039000000,mkd,1925
2170000000,mkd,1926
2123000000,mkd,1927
2297000000,mkd,1928
2406000000,mkd,1929
2346000000,mkd,1930
2263000000,mkd,1931
2042000000,mkd,1932
2095000000,mkd,1933
2162000000,mkd,1934
2119000000,mkd,1935
2382000000,mkd,1936
2409000000,mkd,1937
2589000000,mkd,1938
2718000000,mkd,1939
2718000000,mkd,1940
2718000000,mkd,1941
2718000000,mkd,1942
2718000000,mkd,1943
2718000000,mkd,1944
2718000000,mkd,1945
2718000000,mkd,1946
2718000000,mkd,1947
3227000000,mkd,1948
3529000000,mkd,1949
3290000000,mkd,1950
3477000000,mkd,1951
3242000000,mkd,1952
3746000000,mkd,1953
3959000000,mkd,1954
4197000000,mkd,1955
4095000000,mkd,1956
4759000000,mkd,1957
4935000000,mkd,1958
5517000000,mkd,1959
5852000000,mkd,1960
6113000000,mkd,1961
6242000000,mkd,1962
6920000000,mkd,1963
7616000000,mkd,1964
7846000000,mkd,1965
8287000000,mkd,1966
8451000000,mkd,1967
8650000000,mkd,1968
9649000000,mkd,1969
10150000000,mkd,1970
11370000000,mkd,1971
11800000000,mkd,1972
12250000000,mkd,1973
13900000000,mkd,1974
13980000000,mkd,1975
14490000000,mkd,1976
15650000000,mkd,1977
16620000000,mkd,1978
17840000000,mkd,1979
18770000000,mkd,1980
19110000000,mkd,1981
19190000000,mkd,1982
19290000000,mkd,1983
19710000000,mkd,1984
19860000000,mkd,1985
20710000000,mkd,1986
20560000000,mkd,1987
20380000000,mkd,1988
20230000000,mkd,1989
18840000000,mkd,1990
18900000000,mkd,1991
17660000000,mkd,1992
16340000000,mkd,1993
16050000000,mkd,1994
15870000000,mkd,1995
16060000000,mkd,1996
16290000000,mkd,1997
16840000000,mkd,1998
17570000000,mkd,1999
18370000000,mkd,2000
17540000000,mkd,2001
17700000000,mkd,2002
18200000000,mkd,2003
18960000000,mkd,2004
19750000000,mkd,2005
20750000000,mkd,2006
22030000000,mkd,2007
23140000000,mkd,2008
22930000000,mkd,2009
23590000000,mkd,2010
24250000000,mkd,2011
24130000000,mkd,2012
24860000000,mkd,2013
932100000,mdg,1800
936200000,mdg,1801
940300000,mdg,1802
944400000,mdg,1803
948500000,mdg,1804
952600000,mdg,1805
956700000,mdg,1806
960900000,mdg,1807
965100000,mdg,1808
969300000,mdg,1809
973500000,mdg,1810
977700000,mdg,1811
982000000,mdg,1812
986200000,mdg,1813
990500000,mdg,1814
994800000,mdg,1815
999100000,mdg,1816
1003000000,mdg,1817
1008000000,mdg,1818
1012000000,mdg,1819
1017000000,mdg,1820
1028000000,mdg,1821
1040000000,mdg,1822
1052000000,mdg,1823
1064000000,mdg,1824
1077000000,mdg,1825
1089000000,mdg,1826
1102000000,mdg,1827
1115000000,mdg,1828
1127000000,mdg,1829
1140000000,mdg,1830
1154000000,mdg,1831
1167000000,mdg,1832
1181000000,mdg,1833
1194000000,mdg,1834
1208000000,mdg,1835
1222000000,mdg,1836
1236000000,mdg,1837
1250000000,mdg,1838
1265000000,mdg,1839
1279000000,mdg,1840
1294000000,mdg,1841
1309000000,mdg,1842
1324000000,mdg,1843
1340000000,mdg,1844
1355000000,mdg,1845
1371000000,mdg,1846
1387000000,mdg,1847
1403000000,mdg,1848
1419000000,mdg,1849
1435000000,mdg,1850
1452000000,mdg,1851
1469000000,mdg,1852
1486000000,mdg,1853
1503000000,mdg,1854
1520000000,mdg,1855
1538000000,mdg,1856
1556000000,mdg,1857
1574000000,mdg,1858
1592000000,mdg,1859
1610000000,mdg,1860
1629000000,mdg,1861
1648000000,mdg,1862
1667000000,mdg,1863
1686000000,mdg,1864
1705000000,mdg,1865
1725000000,mdg,1866
1745000000,mdg,1867
1765000000,mdg,1868
1786000000,mdg,1869
1806000000,mdg,1870
1827000000,mdg,1871
1848000000,mdg,1872
1870000000,mdg,1873
1891000000,mdg,1874
1913000000,mdg,1875
1935000000,mdg,1876
1958000000,mdg,1877
1980000000,mdg,1878
2003000000,mdg,1879
2026000000,mdg,1880
2050000000,mdg,1881
2074000000,mdg,1882
2098000000,mdg,1883
2122000000,mdg,1884
2146000000,mdg,1885
2171000000,mdg,1886
2196000000,mdg,1887
2222000000,mdg,1888
2247000000,mdg,1889
2273000000,mdg,1890
2300000000,mdg,1891
2326000000,mdg,1892
2353000000,mdg,1893
2380000000,mdg,1894
2408000000,mdg,1895
2436000000,mdg,1896
2464000000,mdg,1897
2492000000,mdg,1898
2521000000,mdg,1899
2550000000,mdg,1900
2580000000,mdg,1901
2610000000,mdg,1902
2640000000,mdg,1903
2670000000,mdg,1904
2701000000,mdg,1905
2732000000,mdg,1906
2764000000,mdg,1907
2796000000,mdg,1908
2828000000,mdg,1909
2861000000,mdg,1910
2894000000,mdg,1911
2928000000,mdg,1912
2961000000,mdg,1913
3041000000,mdg,1914
3122000000,mdg,1915
3205000000,mdg,1916
3291000000,mdg,1917
3379000000,mdg,1918
3469000000,mdg,1919
3562000000,mdg,1920
3658000000,mdg,1921
3755000000,mdg,1922
3856000000,mdg,1923
3959000000,mdg,1924
4065000000,mdg,1925
4173000000,mdg,1926
4285000000,mdg,1927
4400000000,mdg,1928
4517000000,mdg,1929
4638000000,mdg,1930
4762000000,mdg,1931
4889000000,mdg,1932
5020000000,mdg,1933
5154000000,mdg,1934
5292000000,mdg,1935
5434000000,mdg,1936
5579000000,mdg,1937
5728000000,mdg,1938
5881000000,mdg,1939
6039000000,mdg,1940
6200000000,mdg,1941
6366000000,mdg,1942
6536000000,mdg,1943
6711000000,mdg,1944
6890000000,mdg,1945
7075000000,mdg,1946
7264000000,mdg,1947
7458000000,mdg,1948
7657000000,mdg,1949
7862000000,mdg,1950
8200000000,mdg,1951
8550000000,mdg,1952
8910000000,mdg,1953
9290000000,mdg,1954
9688000000,mdg,1955
10100000000,mdg,1956
10520000000,mdg,1957
10970000000,mdg,1958
11420000000,mdg,1959
11630000000,mdg,1960
11920000000,mdg,1961
12240000000,mdg,1962
12170000000,mdg,1963
12710000000,mdg,1964
12700000000,mdg,1965
13010000000,mdg,1966
13780000000,mdg,1967
14770000000,mdg,1968
15390000000,mdg,1969
16260000000,mdg,1970
16960000000,mdg,1971
16810000000,mdg,1972
16440000000,mdg,1973
16830000000,mdg,1974
17110000000,mdg,1975
16610000000,mdg,1976
17050000000,mdg,1977
16630000000,mdg,1978
18270000000,mdg,1979
18390000000,mdg,1980
16770000000,mdg,1981
16420000000,mdg,1982
16510000000,mdg,1983
15860000000,mdg,1984
16190000000,mdg,1985
16280000000,mdg,1986
16620000000,mdg,1987
16880000000,mdg,1988
17570000000,mdg,1989
18250000000,mdg,1990
17120000000,mdg,1991
17340000000,mdg,1992
17720000000,mdg,1993
17740000000,mdg,1994
18070000000,mdg,1995
18470000000,mdg,1996
19190000000,mdg,1997
19960000000,mdg,1998
20930000000,mdg,1999
21960000000,mdg,2000
23290000000,mdg,2001
20340000000,mdg,2002
22330000000,mdg,2003
23510000000,mdg,2004
24590000000,mdg,2005
25890000000,mdg,2006
27570000000,mdg,2007
29620000000,mdg,2008
28480000000,mdg,2009
28680000000,mdg,2010
29290000000,mdg,2011
30120000000,mdg,2012
30940000000,mdg,2013
271100000,mwi,1800
