murdered_children_0_14_per_100000_people,geo,time
5.846,lva,1997
0.513,lva,1998
1.773,lva,1999
2.012,lva,2000
2.133,lva,2001
1.786,lva,2002
1.027,lva,2003
0.8939,lva,2004
1.335,lva,2005
1.228,lva,2006
0.8985,lva,2007
0.3257,lva,2008
0.7692,ltu,1981
1.409,ltu,1982
1.457,ltu,1985
1.694,ltu,1986
0.7019,ltu,1987
0.4763,ltu,1988
1.101,ltu,1989
0.3612,ltu,1990
0.6187,ltu,1991
1.345,ltu,1992
0.7384,ltu,1993
1.489,ltu,1994
1.647,ltu,1995
1.384,ltu,1996
1.807,ltu,1997
2.066,ltu,1998
2.045,ltu,1999
1.221,ltu,2000
0.4577,ltu,2001
1.703,ltu,2002
0.2313,ltu,2003
1.029,ltu,2004
0.7374,ltu,2005
0.8336,ltu,2006
0.3567,ltu,2007
0.1696,ltu,2008
0.2057,mkd,1991
0.2086,mkd,1992
0.6056,mkd,1993
0.1959,mkd,1994
0.0,mkd,1995
0.4037,mkd,1996
0.1981,mkd,1997
0.1987,mkd,1998
0.4169,mkd,1999
0.2171,mkd,2000
0.4092,mkd,2001
0.0,mkd,2002
0.4811,mkd,2003
0.0,mus,1961
0.3573,mus,1962
0.3426,mus,1963
0.0,mus,1964
0.0,mus,1965
0.5723,mus,1966
0.0,mus,1967
0.2903,mus,1968
0.6235,mus,1969
0.0,mus,1970
0.0,mus,1971
0.0,mus,1972
1.314,mus,1973
0.3367,mus,1974
0.6332,mus,1975
0.0,mus,1976
0.0,mus,1977
0.2848,mus,1978
0.0,mus,1979
0.3094,mus,1980
0.0,mus,1981
0.3168,mus,1982
0.0,mus,1983
0.0,mus,1984
0.301,mus,1985
0.0,mus,1986
1.081,mus,1987
0.616,mus,1988
2.061,mus,1989
0.3367,mus,1990
1.384,mus,1991
1.279,mus,1992
0.9128,mus,1993
0.6527,mus,1994
0.34,mus,1995
1.398,mus,1996
0.0,mus,1997
1.042,mus,1998
1.753,mus,1999
0.7079,mus,2000
0.0,mus,2001
1.004,mus,2002
1.066,mus,2003
0.0,mus,2004
2.134,mus,2005
1.509,mus,2006
1.24,mus,2007
1.541,mus,2008
2.67,mex,1955
2.206,mex,1956
2.386,mex,1957
2.439,mex,1958
2.299,mex,1959
2.263,mex,1960
2.316,mex,1961
2.362,mex,1962
1.687,mex,1963
1.98,mex,1964
1.731,mex,1965
1.526,mex,1966
1.792,mex,1967
1.758,mex,1968
0.5767,mex,1969
1.26,mex,1970
1.212,mex,1971
1.174,mex,1972
0.935,mex,1973
1.843,mex,1974
1.763,mex,1975
2.013,mex,1976
1.807,mex,1977
1.588,mex,1978
1.693,mex,1979
1.747,mex,1980
1.764,mex,1981
1.748,mex,1982
1.612,mex,1983
1.791,mex,1984
1.863,mex,1985
1.793,mex,1986
2.0,mex,1987
2.395,mex,1988
2.597,mex,1989
2.45,mex,1990
2.552,mex,1991
2.325,mex,1992
2.222,mex,1993
2.204,mex,1994
2.068,mex,1995
1.967,mex,1996
1.707,mex,1997
1.809,mex,1998
1.78,mex,1999
1.494,mex,2000
1.555,mex,2001
1.362,mex,2002
1.27,mex,2003
1.156,mex,2004
1.397,mex,2005
1.294,mex,2006
0.9471,mex,2007
1.261,mda,1981
1.497,mda,1982
1.792,mda,1985
1.152,mda,1986
0.8457,mda,1987
1.527,mda,1988
1.076,mda,1989
1.144,mda,1990
1.003,mda,1991
1.958,mda,1992
1.934,mda,1993
1.809,mda,1994
2.237,mda,1995
2.606,mda,1996
1.47,mda,1997
2.281,mda,1998
2.481,mda,1999
2.352,mda,2000
1.734,mda,2001
0.8173,mda,2002
1.081,mda,2003
0.7448,mda,2004
0.8615,mda,2005
0.7406,mda,2006
0.6604,mda,2007
0.496,mda,2008
0.1549,nld,1950
0.225,nld,1951
0.2538,nld,1952
0.247,nld,1953
0.2453,nld,1954
0.2179,nld,1955
0.02825,nld,1956
0.2746,nld,1957
0.2395,nld,1958
0.2948,nld,1959
0.3232,nld,1960
0.2349,nld,1961
0.1146,nld,1962
0.1711,nld,1963
0.3723,nld,1964
0.1983,nld,1965
0.3421,nld,1966
0.1743,nld,1967
0.3148,nld,1968
0.4287,nld,1969
0.2287,nld,1970
0.3196,nld,1971
0.343,nld,1972
0.223,nld,1973
0.382,nld,1974
0.3263,nld,1975
0.3843,nld,1976
0.7239,nld,1977
0.4188,nld,1978
0.5564,nld,1979
0.3365,nld,1980
0.327,nld,1981
0.1862,nld,1982
0.4851,nld,1983
0.4832,nld,1984
0.5381,nld,1985
0.3006,nld,1986
0.3011,nld,1987
0.6333,nld,1988
0.184,nld,1989
0.471,nld,1990
0.433,nld,1991
0.5712,nld,1992
0.4267,nld,1993
0.316,nld,1994
0.2838,nld,1995
0.6663,nld,1996
0.7654,nld,1997
0.3815,nld,1998
0.4431,nld,1999
0.2369,nld,2000
0.3377,nld,2001
0.6386,nld,2002
0.5044,nld,2003
0.4047,nld,2004
0.716,nld,2005
0.5967,nld,2006
0.57,nld,2007
0.4691,nld,2008
0.808,nzl,1950
0.143,nzl,1951
0.2846,nzl,1952
0.5728,nzl,1953
0.1343,nzl,1954
0.5369,nzl,1955
0.6495,nzl,1956
0.7657,nzl,1957
0.9129,nzl,1958
1.018,nzl,1959
1.106,nzl,1960
0.7243,nzl,1961
0.4486,nzl,1962
0.3307,nzl,1963
1.428,nzl,1964
1.201,nzl,1965
0.806,nzl,1966
0.9967,nzl,1967
0.9057,nzl,1968
1.133,nzl,1969
1.585,nzl,1970
0.2259,nzl,1971
0.9829,nzl,1972
0.7808,nzl,1973
0.8813,nzl,1974
0.6438,nzl,1975
1.358,nzl,1976
2.319,nzl,1977
1.516,nzl,1978
1.116,nzl,1979
0.8794,nzl,1980
0.7951,nzl,1981
0.8061,nzl,1982
0.6806,nzl,1983
0.9331,nzl,1984
0.2398,nzl,1985
1.859,nzl,1986
1.04,nzl,1987
1.256,nzl,1988
1.135,nzl,1989
1.038,nzl,1990
0.8425,nzl,1991
1.701,nzl,1992
0.956,nzl,1993
1.577,nzl,1994
0.9645,nzl,1995
0.8347,nzl,1996
1.418,nzl,1997
1.168,nzl,1998
1.291,nzl,1999
1.164,nzl,2000
0.9324,nzl,2001
0.9437,nzl,2002
0.2335,nzl,2003
1.057,nzl,2004
1.142,nzl,2005
0.9332,nzl,2006
0.4683,nor,1951
0.2579,nor,1952
0.1109,nor,1953
0.1128,nor,1954
0.1113,nor,1955
0.4426,nor,1956
0.7761,nor,1957
0.1089,nor,1958
0.3183,nor,1959
0.44,nor,1960
0.2196,nor,1961
0.2212,nor,1962
0.4348,nor,1963
0.3298,nor,1964
0.7566,nor,1965
0.0,nor,1966
0.4235,nor,1967
0.6408,nor,1968
0.3226,nor,1969
0.5195,nor,1970
0.3122,nor,1971
0.2056,nor,1972
0.3308,nor,1973
0.1066,nor,1974
0.2264,nor,1975
0.4598,nor,1976
0.2027,nor,1977
0.1364,nor,1978
0.4995,nor,1979
0.3258,nor,1980
0.8048,nor,1981
0.5363,nor,1982
0.5119,nor,1983
0.2629,nor,1984
0.6607,nor,1985
0.8919,nor,1986
0.3571,nor,1987
0.1173,nor,1988
0.12,nor,1989
0.3733,nor,1990
0.5943,nor,1991
0.4824,nor,1992
0.3747,nor,1993
0.1207,nor,1994
0.0,nor,1995
0.5905,nor,1996
0.4561,nor,1997
0.1105,nor,1998
0.4735,nor,1999
0.7768,nor,2000
0.4478,nor,2001
0.4307,nor,2002
0.7069,nor,2003
0.1226,nor,2004
0.0,nor,2005
0.6727,nor,2006
0.4304,nor,2007
0.3669,pan,1984
0.2495,pan,1985
0.9573,pan,1986
0.8323,pan,1987
0.9349,pan,1988
0.5717,pan,1989
0.552,pan,1996
1.427,pan,1997
1.088,pan,1998
0.3195,pan,1999
0.9478,pan,2000
0.5291,pan,2001
0.6287,pan,2002
1.848,pan,2003
1.14,pan,2004
0.6956,pan,2006
0.4804,pry,1994
0.5927,pry,1995
0.7106,pry,1996
0.6177,pry,1997
0.6484,pry,1998
0.5467,pry,1999
0.4855,pry,2000
0.6311,pry,2001
0.3841,pry,2002
0.8146,pry,2003
0.7682,pry,2004
0.9174,pry,2005
1.443,pry,2006
0.06156,phl,1992
0.4813,phl,1993
0.7476,phl,1997
0.7977,phl,1998
0.7107,phl,1999
0.6911,phl,2000
0.7001,phl,2001
0.8765,phl,2002
0.6857,phl,2003
0.4139,pol,1959
0.3593,pol,1960
0.3725,pol,1961
0.4465,pol,1962
0.2562,pol,1963
0.2917,pol,1964
0.341,pol,1965
0.4016,pol,1966
0.2469,pol,1967
0.3394,pol,1968
0.3524,pol,1969
0.437,pol,1970
0.562,pol,1971
0.321,pol,1972
0.3944,pol,1973
0.5367,pol,1974
0.4375,pol,1975
0.3496,pol,1976
0.3406,pol,1977
0.3075,pol,1978
0.32,pol,1979
0.3419,pol,1983
0.443,pol,1984
0.3498,pol,1985
0.47,pol,1986
0.3554,pol,1987
0.4376,pol,1988
0.4212,pol,1989
0.7377,pol,1990
0.4766,pol,1991
0.4976,pol,1992
0.4259,pol,1993
0.4811,pol,1994
0.5399,pol,1995
0.5754,pol,1996
0.6021,pol,1999
0.4389,pol,2000
0.4244,pol,2001
0.4389,pol,2002
0.4512,pol,2003
0.3033,pol,2004
0.3456,pol,2005
0.2745,pol,2006
0.3068,pol,2007
0.2569,pol,2008
0.3581,prt,1955
0.4211,prt,1956
0.2588,prt,1957
0.3262,prt,1958
0.1099,prt,1959
0.2673,prt,1960
0.3124,prt,1961
0.2421,prt,1962
0.3625,prt,1963
0.1933,prt,1964
0.2571,prt,1965
0.2516,prt,1966
0.3313,prt,1967
0.2707,prt,1968
0.1941,prt,1969
0.2667,prt,1970
0.32,prt,1971
0.3463,prt,1972
0.1655,prt,1973
0.2468,prt,1974
0.194,prt,1975
0.2952,prt,1976
0.4003,prt,1977
0.3426,prt,1978
0.3677,prt,1979
0.2511,prt,1980
0.1156,prt,1981
0.1324,prt,1982
0.219,prt,1983
0.4525,prt,1984
0.2277,prt,1985
0.4414,prt,1986
0.3446,prt,1987
0.3695,prt,1988
0.5805,prt,1989
0.7065,prt,1990
0.5288,prt,1991
0.6727,prt,1992
0.4127,prt,1993
0.2302,prt,1994
0.7502,prt,1995
0.277,prt,1996
0.2405,prt,1997
0.4419,prt,1998
0.4952,prt,1999
0.2503,prt,2000
0.2515,prt,2001
0.0,prt,2002
0.4225,prt,2003
0.8356,rou,1989
1.025,rou,1990
0.5005,rou,1991
0.6278,rou,1992
0.6467,rou,1993
0.8165,rou,1994
0.861,rou,1995
0.7315,rou,1996
1.028,rou,1997
0.8665,rou,1998
0.9914,rou,1999
0.958,rou,2000
0.9013,rou,2001
0.8427,rou,2002
0.9792,rou,2003
0.6456,rou,2004
0.7749,rou,2005
0.3019,rou,2006
0.3432,rou,2007
0.6254,rou,2008
1.328,rus,1980
1.503,rus,1981
1.342,rus,1982
1.098,rus,1985
1.014,rus,1986
0.9194,rus,1987
1.04,rus,1988
1.122,rus,1989
1.156,rus,1990
1.148,rus,1991
1.463,rus,1992
2.102,rus,1993
2.038,rus,1994
2.049,rus,1995
1.825,rus,1996
2.032,rus,1997
1.857,rus,1998
2.478,rus,1999
2.464,rus,2000
2.477,rus,2001
2.084,rus,2002
2.154,rus,2003
1.994,rus,2004
1.756,rus,2005
1.528,rus,2006
0.3008,srb,1998
0.6111,srb,1999
0.07197,srb,2000
0.7885,srb,2001
0.5912,srb,2002
0.7262,srb,2003
0.1782,srb,2004
0.5782,srb,2005
0.2915,srb,2006
0.4726,srb,2007
0.3602,srb,2008
0.0,sgp,1963
0.0,sgp,1964
0.1142,sgp,1965
0.242,sgp,1966
0.4182,sgp,1967
0.1201,sgp,1968
0.8415,sgp,1969
0.5949,sgp,1970
0.8287,sgp,1971
0.2642,sgp,1972
0.4066,sgp,1973
0.2634,sgp,1974
0.2961,sgp,1975
0.3177,sgp,1976
0.611,sgp,1977
0.1658,sgp,1978
1.375,sgp,1979
0.6586,sgp,1980
1.559,sgp,1981
0.6443,sgp,1982
1.158,sgp,1983
1.332,sgp,1984
0.5212,sgp,1985
1.209,sgp,1986
0.8138,sgp,1987
0.9946,sgp,1988
1.885,sgp,1989
0.2992,sgp,1990
1.354,sgp,1991
0.4697,sgp,1992
0.7045,sgp,1993
0.4308,sgp,1994
1.295,sgp,1995
0.1355,sgp,1996
0.1362,sgp,1997
0.0,sgp,1998
0.541,sgp,1999
0.5821,sgp,2000
0.1668,sgp,2001
0.4474,sgp,2002
0.469,sgp,2003
0.7675,sgp,2004
0.2865,sgp,2005
0.399,svk,1992
0.6882,svk,1993
0.3709,svk,1994
0.7954,svk,1995
0.4016,svk,1996
0.5303,svk,1997
0.3142,svk,1998
0.07895,svk,1999
0.3806,svk,2000
0.5118,svk,2001
0.8512,svk,2002
0.7979,svk,2003
0.879,svk,2004
0.363,svk,2005
0.5152,svn,1985
0.8059,svn,1986
0.0,svn,1987
1.027,svn,1988
0.828,svn,1989
1.209,svn,1990
0.2797,svn,1991
0.2928,svn,1992
0.712,svn,1993
1.674,svn,1994
1.405,svn,1995
1.338,svn,1996
0.3768,svn,1997
0.3983,svn,1998
0.3983,svn,1999
0.3275,svn,2000
0.0,svn,2001
0.5692,svn,2002
1.021,svn,2003
0.3962,svn,2004
0.3194,svn,2005
0.0,svn,2006
0.0,svn,2007
0.0,svn,2008
0.06633,esp,1951
0.07942,esp,1952
0.02639,esp,1953
0.08647,esp,1954
0.08987,esp,1955
0.1473,esp,1956
0.224,esp,1957
0.04695,esp,1958
0.02249,esp,1959
0.01254,esp,1960
0.0,esp,1961
0.0,esp,1962
0.0,esp,1963
0.0,esp,1964
0.06536,esp,1965
0.0,esp,1966
0.0,esp,1967
0.01138,esp,1968
0.09886,esp,1969
0.1217,esp,1970
0.1366,esp,1971
0.09517,esp,1972
0.03214,esp,1973
0.1144,esp,1974
0.2801,esp,1975
0.08252,esp,1976
0.1237,esp,1977
0.1239,esp,1978
0.1915,esp,1979
0.1261,esp,1980
0.1312,esp,1981
0.1425,esp,1982
0.1395,esp,1983
0.1602,esp,1984
0.1814,esp,1985
0.1993,esp,1986
0.2876,esp,1987
0.08755,esp,1988
0.1763,esp,1989
0.2331,esp,1990
0.1848,esp,1991
0.1494,esp,1992
0.1951,esp,1993
0.08409,esp,1994
0.03349,esp,1995
0.1842,esp,1996
0.1216,esp,1997
0.1007,esp,1998
0.1538,esp,1999
0.1414,esp,2000
0.1553,esp,2001
0.2203,esp,2002
0.08206,esp,2003
0.2905,esp,2004
0.1582,esp,2005
0.801,lka,1950
0.7863,lka,1951
0.8309,lka,1952
0.7755,lka,1953
0.7548,lka,1954
0.8364,lka,1955
0.7181,lka,1956
0.5213,lka,1957
0.7266,lka,1958
0.6109,lka,1959
0.6125,lka,1960
0.1469,lka,1961
0.3866,lka,1962
0.6134,lka,1963
0.3935,lka,1964
0.2748,lka,1965
0.3991,lka,1966
0.4001,lka,1967
0.277,lka,1968
0.9093,lka,1977
0.468,lka,1980
0.642,lka,1981
0.3648,lka,1982
0.8128,lka,1983
0.4895,lka,1984
0.7764,lka,1985
0.4683,lka,1986
0.7635,swe,1951
0.6515,swe,1952
0.9258,swe,1953
0.9279,swe,1954
1.243,swe,1955
1.395,swe,1956
0.9085,swe,1957
0.7241,swe,1958
0.6269,swe,1959
0.7076,swe,1960
0.5105,swe,1961
0.6414,swe,1962
1.266,swe,1963
0.8031,swe,1964
0.6704,swe,1965
0.7855,swe,1966
0.6565,swe,1967
0.6661,swe,1968
0.8087,swe,1969
0.8272,swe,1970
0.822,swe,1971
0.7792,swe,1972
0.586,swe,1973
0.4714,swe,1974
0.5343,swe,1975
0.362,swe,1976
0.4147,swe,1977
0.178,swe,1978
0.7388,swe,1979
0.5636,swe,1980
0.8957,swe,1981
0.6166,swe,1982
0.47,swe,1983
0.1891,swe,1984
0.6121,swe,1985
0.402,swe,1986
0.4753,swe,1987
0.6014,swe,1988
0.1915,swe,1989
0.9081,swe,1990
0.5538,swe,1991
0.6631,swe,1992
0.5898,swe,1993
0.2426,swe,1994
0.5312,swe,1995
0.3543,swe,1996
0.07527,swe,1997
0.3279,swe,1998
0.1878,swe,1999
0.2993,swe,2000
0.4131,swe,2001
0.41,swe,2002
0.1292,swe,2003
0.5689,swe,2004
0.1379,swe,2005
0.1236,swe,2006
0.1357,swe,2007
2.849,che,1951
1.513,che,1952
1.826,che,1953
1.573,che,1954
2.529,che,1955
1.044,che,1956
1.1,che,1957
1.0,che,1958
1.48,che,1959
0.9129,che,1960
0.7484,che,1961
1.15,che,1962
1.332,che,1963
1.052,che,1964
0.8901,che,1965
1.257,che,1966
0.8782,che,1967
0.8244,che,1968
0.346,che,1969
0.9155,che,1970
0.633,che,1971
1.319,che,1972
0.5816,che,1973
0.8865,che,1974
0.7038,che,1975
0.9793,che,1976
1.094,che,1977
0.5789,che,1978
0.7393,che,1979
1.048,che,1980
0.6726,che,1981
0.7657,che,1982
1.249,che,1983
0.9059,che,1984
1.919,che,1985
0.8722,che,1986
1.355,che,1987
1.078,che,1988
0.4393,che,1989
1.216,che,1990
0.9382,che,1991
0.9929,che,1992
1.321,che,1993
0.4855,che,1994
0.3242,che,1995
0.8776,che,1996
0.4036,che,1997
0.2648,che,1998
0.3286,che,1999
0.693,che,2000
0.5801,che,2001
0.5042,che,2002
0.5401,che,2003
0.6102,che,2004
1.392,che,2005
0.6297,che,2006
0.3526,che,2007
0.0,tto,1951
2.262,tto,1952
1.339,tto,1953
2.077,tto,1954
0.8445,tto,1955
0.6669,tto,1956
1.582,tto,1957
0.3533,tto,1958
0.5703,tto,1960
0.4843,tto,1961
0.7168,tto,1962
1.33,tto,1963
1.193,tto,1967
1.129,tto,1968
0.9491,tto,1970
0.314,tto,1971
0.7154,tto,1972
1.288,tto,1973
0.0,tto,1974
0.9203,tto,1975
1.375,tto,1976
0.9726,tto,1977
1.842,tto,1978
0.5135,tto,1979
0.3136,tto,1980
0.2812,tto,1981
0.3037,tto,1982
0.808,tto,1983
0.539,tto,1984
0.727,tto,1985
0.975,tto,1986
2.164,tto,1987
0.0,tto,1988
2.069,tto,1989
1.168,tto,1990
2.025,tto,1991
1.605,tto,1992
2.781,tto,1993
1.064,tto,1994
3.136,tto,1995
1.209,tto,1996
2.806,tto,1997
2.151,tto,1998
0.3534,tto,1999
3.051,tto,2000
3.911,tto,2001
0.3715,tto,2002
0.5499,tkm,1981
0.5338,tkm,1982
0.3104,tkm,1985
0.3519,tkm,1986
0.2733,tkm,1987
1.056,tkm,1988
0.3483,tkm,1989
0.3362,tkm,1990
0.144,tkm,1991
0.2485,tkm,1992
0.6238,tkm,1993
0.2857,tkm,1994
0.1595,tkm,1995
0.4245,tkm,1996
0.4337,tkm,1997
0.2749,tkm,1998
0.7138,ukr,1981
0.7654,ukr,1982
0.6228,ukr,1985
0.808,ukr,1986
0.9293,ukr,1987
0.919,ukr,1988
0.9419,ukr,1989
0.8406,ukr,1990
0.9376,ukr,1991
0.8504,ukr,1992
1.413,ukr,1993
1.123,ukr,1994
1.482,ukr,1995
1.663,ukr,1996
1.639,ukr,1997
1.238,ukr,1998
1.568,ukr,1999
1.532,ukr,2000
1.43,ukr,2001
1.397,ukr,2002
1.263,ukr,2003
1.09,ukr,2004
0.9374,ukr,2005
1.213,ukr,2006
0.617,gbr,1950
0.5183,gbr,1951
0.512,gbr,1952
0.7036,gbr,1953
0.7888,gbr,1954
0.7316,gbr,1955
0.5808,gbr,1956
0.8574,gbr,1957
0.5444,gbr,1958
0.6919,gbr,1959
0.7095,gbr,1960
0.554,gbr,1961
0.7093,gbr,1962
0.6484,gbr,1963
0.7253,gbr,1964
0.6734,gbr,1965
0.7517,gbr,1966
0.7336,gbr,1967
0.8863,gbr,1968
0.7903,gbr,1969
0.7596,gbr,1970
0.8003,gbr,1971
0.9697,gbr,1972
0.9826,gbr,1973
0.9816,gbr,1974
0.845,gbr,1975
0.93,gbr,1976
0.8435,gbr,1977
0.9703,gbr,1978
0.8841,gbr,1979
0.5001,gbr,1980
0.3711,gbr,1981
0.5719,gbr,1982
0.5478,gbr,1983
0.5674,gbr,1984
0.578,gbr,1985
0.4565,gbr,1986
0.4254,gbr,1987
0.6014,gbr,1988
0.4998,gbr,1989
0.3899,gbr,1990
0.4519,gbr,1991
0.3164,gbr,1992
0.5674,gbr,1993
0.4599,gbr,1994
0.4079,gbr,1995
0.6568,gbr,1996
0.3251,gbr,1997
0.2697,gbr,1998
0.3932,gbr,1999
0.4597,gbr,2000
0.3085,gbr,2001
0.1941,gbr,2002
0.1958,gbr,2003
0.1579,gbr,2004
0.152,gbr,2005
0.1047,gbr,2006
0.1118,gbr,2007
0.8291,usa,1950
0.7479,usa,1951
0.738,usa,1952
0.7062,usa,1953
0.78,usa,1954
0.6741,usa,1955
0.7229,usa,1956
0.6551,usa,1957
0.7448,usa,1958
0.8462,usa,1959
0.857,usa,1960
0.9524,usa,1961
0.9717,usa,1962
1.038,usa,1963
1.107,usa,1964
1.112,usa,1965
1.132,usa,1966
1.212,usa,1967
1.198,usa,1968
1.224,usa,1969
1.358,usa,1970
1.583,usa,1971
1.436,usa,1972
1.748,usa,1973
1.662,usa,1974
1.708,usa,1975
1.719,usa,1976
1.877,usa,1977
1.843,usa,1978
1.753,usa,1979
1.863,usa,1980
1.949,usa,1981
1.989,usa,1982
1.673,usa,1983
1.933,usa,1984
1.845,usa,1985
1.986,usa,1986
1.929,usa,1987
2.162,usa,1988
2.28,usa,1989
2.255,usa,1990
2.384,usa,1991
2.38,usa,1992
2.579,usa,1993
2.371,usa,1994
2.316,usa,1995
2.235,usa,1996
2.025,usa,1997
2.082,usa,1998
2.003,usa,1999
1.863,usa,2000
1.828,usa,2001
1.828,usa,2002
1.758,usa,2003
1.722,usa,2004
1.697,usa,2005
0.7815,ury,1955
1.269,ury,1956
0.3176,ury,1957
1.195,ury,1958
0.3011,ury,1959
0.859,ury,1960
0.5639,ury,1963
0.9468,ury,1964
0.5442,ury,1965
0.5424,ury,1966
1.176,ury,1967
0.4888,ury,1968
0.5508,ury,1969
1.049,ury,1970
0.7612,ury,1971
0.4842,ury,1972
0.7213,ury,1973
1.201,ury,1974
0.7808,ury,1975
1.565,ury,1976
1.042,ury,1977
0.1279,ury,1978
0.7659,ury,1980
1.005,ury,1981
0.3671,ury,1982
0.3787,ury,1983
0.2486,ury,1984
0.7578,ury,1985
0.6488,ury,1986
0.4924,ury,1987
0.8573,ury,1988
0.7319,ury,1989
0.637,ury,1990
0.8848,ury,1993
0.7547,ury,1994
0.4916,ury,1995
1.139,ury,1996
1.497,ury,1997
0.6359,ury,1998
0.7674,ury,1999
1.43,ury,2000
1.253,ury,2001
1.437,ury,2004
0.4646,uzb,1981
1.358,uzb,1982
0.4472,uzb,1985
0.5588,uzb,1986
0.3105,uzb,1987
0.4511,uzb,1988
0.3912,uzb,1989
0.4647,uzb,1990
0.3694,uzb,1991
0.3723,uzb,1992
0.2967,uzb,1993
0.2543,uzb,1994
0.293,uzb,1995
0.5355,uzb,1996
0.3633,uzb,1997
0.3167,uzb,1998
0.226,uzb,1999
0.2254,uzb,2000
0.426,uzb,2001
0.4288,uzb,2002
0.2659,uzb,2003
0.3273,uzb,2004
0.2903,uzb,2005
0.7032,ven,1955
0.4504,ven,1956
0.5784,ven,1957
0.5542,ven,1958
0.6805,ven,1959
0.8034,ven,1960
0.7607,ven,1961
0.8467,ven,1962
1.063,ven,1963
0.8777,ven,1964
0.4897,ven,1965
0.6082,ven,1966
0.5192,ven,1967
0.5772,ven,1968
0.6558,ven,1969
0.7136,ven,1970
0.7593,ven,1971
0.7897,ven,1972
0.7242,ven,1973
0.6106,ven,1974
0.6849,ven,1975
0.6251,ven,1976
0.5662,ven,1977
0.5191,ven,1978
0.458,ven,1979
0.6483,ven,1980
0.5153,ven,1981
0.8189,ven,1982
0.67,ven,1983
0.7548,ven,1985
0.6334,ven,1986
0.4437,ven,1987
0.8784,ven,1988
0.9912,ven,1989
1.305,ven,1990
1.087,ven,1992
1.378,ven,1993
1.423,ven,1994
1.344,ven,1996
1.264,ven,1997
1.074,ven,1998
1.24,ven,1999
1.619,ven,2000
1.792,ven,2001
1.759,ven,2002
1.838,ven,2003
1.943,ven,2004
1.574,ven,2005
1.806,ven,2007
0.9003,cheslo,1953
1.069,cheslo,1954
1.494,cheslo,1955
1.496,cheslo,1956
1.004,cheslo,1957
0.8742,cheslo,1958
1.003,cheslo,1959
0.943,cheslo,1960
0.9228,cheslo,1961
1.296,cheslo,1962
1.292,cheslo,1963
1.118,cheslo,1964
1.087,cheslo,1965
1.191,cheslo,1966
1.404,cheslo,1967
1.019,cheslo,1968
1.21,cheslo,1969
1.428,cheslo,1970
1.234,cheslo,1971
1.132,cheslo,1972
0.9662,cheslo,1973
1.001,cheslo,1974
1.013,cheslo,1975
0.595,cheslo,1976
1.026,cheslo,1977
0.7441,cheslo,1978
0.8506,cheslo,1979
0.6775,cheslo,1980
0.8278,cheslo,1981
0.9198,cheslo,1982
0.9911,cheslo,1983
0.8128,cheslo,1984
0.6675,cheslo,1985
0.6864,cheslo,1986
0.6801,cheslo,1987
0.6607,cheslo,1988
0.4746,cheslo,1989
0.7781,cheslo,1990
0.8226,cheslo,1991
0.3258,deu_east,1973
0.5322,deu_east,1974
0.7485,deu_east,1989
0.6604,deu_east,1990
1.372,deu_west,1952
1.53,deu_west,1953
1.551,deu_west,1954
1.537,deu_west,1955
1.402,deu_west,1956
1.514,deu_west,1957
1.351,deu_west,1958
1.149,deu_west,1959
1.084,deu_west,1960
1.351,deu_west,1961
1.216,deu_west,1962
1.084,deu_west,1963
1.311,deu_west,1964
1.111,deu_west,1965
1.108,deu_west,1966
1.298,deu_west,1967
1.227,deu_west,1968
1.072,deu_west,1969
1.197,deu_west,1970
1.006,deu_west,1971
1.042,deu_west,1972
1.123,deu_west,1973
1.0,deu_west,1974
0.9151,deu_west,1975
1.127,deu_west,1976
0.9414,deu_west,1977
1.113,deu_west,1978
0.8468,deu_west,1979
0.8637,deu_west,1980
0.8102,deu_west,1981
0.9177,deu_west,1982
1.009,deu_west,1983
0.9451,deu_west,1984
0.8253,deu_west,1985
0.9117,deu_west,1986
0.7876,deu_west,1987
0.8113,deu_west,1988
0.5816,deu_west,1989
0.5766,deu_west,1990
1.049,ussr,1982
0.9732,ussr,1983
0.8707,ussr,1984
0.8258,ussr,1985
0.8134,ussr,1986
0.766,ussr,1987
0.862,ussr,1988
0.8482,ussr,1989
0.8666,ussr,1990
1.387,yug,1968
1.066,yug,1969
0.6698,yug,1978
0.5583,yug,1979
0.6545,yug,1980
0.7758,yug,1981
0.9887,yug,1982
0.597,yug,1983
0.4106,yug,1984
0.5157,yug,1985
0.5941,yug,1986
0.3574,yug,1987
0.4174,yug,1988
0.4349,yug,1989
0.3725,yug,1990
0.5006,scg,1997
0.1798,scg,1998
0.3513,scg,1999
0.04255,scg,2000
0.9843,scg,2001
0.5705,scg,2002
