geo,population_aged_15_19_years_male_percent,time
arm,11.19,2005
arm,9.438,2010
arm,6.831,2015
arm,7.34,2020
arm,7.971,2025
arm,8.193,2030
arm,7.557,2035
arm,6.649,2040
arm,6.177,2045
arm,6.137,2050
abw,12.5,1950
abw,10.53,1955
abw,8.696,1960
abw,11.11,1965
abw,11.11,1970
abw,13.33,1975
abw,12.9,1980
abw,10.0,1985
abw,6.25,1990
abw,7.5,1995
abw,6.818,2000
abw,6.122,2005
abw,8.0,2010
abw,7.692,2015
abw,5.66,2020
abw,5.882,2025
abw,5.66,2030
abw,5.882,2035
abw,5.66,2040
abw,5.66,2045
abw,6.0,2050
aus,6.877,1950
aus,6.763,1955
aus,7.601,1960
aus,9.111,1965
aus,8.983,1970
aus,9.168,1975
aus,9.09,1980
aus,8.497,1985
aus,8.393,1990
aus,7.224,1995
aus,7.129,2000
aus,7.067,2005
aus,6.957,2010
aus,6.493,2015
aus,6.18,2020
aus,6.216,2025
aus,6.145,2030
aus,6.085,2035
aus,6.029,2040
aus,5.921,2045
aus,5.825,2050
aut,7.238,1950
aut,7.745,1955
aut,8.542,1960
aut,7.557,1965
aut,7.165,1970
aut,8.294,1975
aut,9.305,1980
aut,8.837,1985
aut,7.135,1990
aut,6.141,1995
aut,6.429,2000
aut,6.298,2005
aut,6.307,2010
aut,5.526,2015
aut,5.227,2020
aut,4.987,2025
aut,4.916,2030
aut,5.033,2035
aut,5.097,2040
aut,5.077,2045
aut,5.011,2050
aze,12.84,1950
aze,12.82,1955
aze,6.065,1960
aze,6.652,1965
aze,9.63,1970
aze,12.65,1975
aze,13.68,1980
aze,11.29,1985
aze,10.4,1990
aze,9.122,1995
aze,10.31,2000
aze,11.54,2005
aze,10.27,2010
aze,7.666,2015
aze,7.289,2020
aze,8.295,2025
aze,8.507,2030
aze,7.826,2035
aze,6.809,2040
aze,6.149,2045
aze,6.085,2050
bhs,8.333,1950
bhs,9.756,1955
bhs,9.615,1960
bhs,8.696,1965
bhs,8.333,1970
bhs,10.87,1975
bhs,12.5,1980
bhs,11.21,1985
bhs,11.29,1990
bhs,9.353,1995
bhs,9.934,2000
bhs,8.75,2005
bhs,9.581,2010
bhs,8.475,2015
bhs,7.568,2020
bhs,7.179,2025
bhs,6.931,2030
bhs,6.731,2035
bhs,6.542,2040
bhs,6.481,2045
bhs,6.422,2050
bhr,9.677,1950
bhr,9.859,1955
bhr,9.639,1960
bhr,8.421,1965
bhr,10.08,1970
bhr,13.61,1975
bhr,8.458,1980
bhr,6.173,1985
bhr,6.272,1990
bhr,6.866,1995
bhr,7.2,2000
bhr,7.656,2005
bhr,7.974,2010
bhr,6.972,2015
bhr,6.679,2020
bhr,6.228,2025
bhr,5.911,2030
bhr,5.495,2035
bhr,5.263,2040
bhr,5.294,2045
bhr,5.187,2050
bgd,9.81,1950
bgd,9.823,1955
bgd,9.049,1960
bgd,9.206,1965
bgd,10.35,1970
bgd,10.38,1975
bgd,10.45,1980
bgd,10.58,1985
bgd,11.01,1990
bgd,11.56,1995
bgd,11.59,2000
bgd,10.93,2005
bgd,10.26,2010
bgd,9.771,2015
bgd,9.148,2020
bgd,8.141,2025
bgd,7.788,2030
bgd,7.521,2035
bgd,7.178,2040
bgd,6.758,2045
bgd,6.352,2050
brb,10.31,1950
brb,8.824,1955
brb,8.654,1960
brb,11.11,1965
brb,11.71,1970
brb,11.21,1975
brb,11.86,1980
brb,10.74,1985
brb,10.32,1990
brb,8.13,1995
brb,8.13,2000
brb,8.264,2005
brb,7.143,2010
brb,6.25,2015
brb,5.512,2020
brb,5.469,2025
brb,5.512,2030
brb,5.691,2035
brb,4.878,2040
brb,4.959,2045
brb,5.128,2050
blr,11.18,1950
blr,10.82,1955
blr,6.981,1960
blr,7.671,1965
blr,9.59,1970
blr,10.75,1975
blr,9.746,1980
blr,7.829,1985
blr,7.612,1990
blr,7.818,1995
blr,8.753,2000
blr,8.98,2005
blr,7.005,2010
blr,5.577,2015
blr,5.519,2020
blr,5.95,2025
blr,5.958,2030
blr,5.713,2035
blr,5.342,2040
blr,5.023,2045
blr,5.003,2050
bel,7.361,1950
bel,6.589,1955
bel,6.125,1960
bel,7.803,1965
bel,7.805,1970
bel,8.408,1975
bel,8.5,1980
bel,7.807,1985
bel,6.99,1990
bel,6.367,1995
bel,6.236,2000
bel,6.24,2005
bel,6.221,2010
bel,5.821,2015
bel,5.654,2020
bel,5.853,2025
bel,5.799,2030
bel,5.837,2035
bel,5.778,2040
bel,5.699,2045
bel,5.658,2050
blz,9.091,1950
blz,10.26,1955
blz,8.696,1960
blz,9.091,1965
blz,11.67,1970
blz,12.12,1975
blz,12.5,1980
blz,12.35,1985
blz,11.83,1990
blz,10.0,1995
blz,11.11,2000
blz,11.27,2005
blz,10.76,2010
blz,10.34,2015
blz,9.626,2020
blz,8.824,2025
blz,8.796,2030
blz,8.333,2035
blz,7.563,2040
blz,6.939,2045
blz,6.773,2050
ben,8.586,1950
ben,9.137,1955
ben,9.804,1960
ben,9.16,1965
ben,9.795,1970
ben,10.11,1975
ben,10.51,1980
ben,10.7,1985
ben,10.62,1990
ben,10.64,1995
ben,10.63,2000
ben,10.64,2005
ben,10.64,2010
ben,10.59,2015
ben,10.6,2020
ben,10.82,2025
ben,10.77,2030
ben,10.4,2035
ben,9.945,2040
ben,9.519,2045
ben,9.161,2050
btn,10.34,1950
btn,9.901,1955
btn,9.735,1960
btn,10.08,1965
btn,9.272,1970
btn,9.29,1975
btn,9.091,1980
btn,9.388,1985
btn,9.643,1990
btn,10.12,1995
btn,11.23,2000
btn,11.14,2005
btn,10.43,2010
btn,8.802,2015
btn,8.372,2020
btn,7.572,2025
btn,7.725,2030
btn,7.66,2035
btn,7.085,2040
btn,6.324,2045
btn,6.031,2050
bol,10.27,1950
bol,10.18,1955
bol,9.88,1960
bol,10.32,1965
bol,10.34,1970
bol,10.45,1975
bol,10.45,1980
bol,10.59,1985
bol,10.9,1990
bol,10.41,1995
bol,10.42,2000
bol,10.62,2005
bol,10.95,2010
bol,10.47,2015
bol,10.2,2020
bol,9.681,2025
bol,9.168,2030
bol,8.652,2035
bol,8.161,2040
bol,7.68,2045
bol,7.227,2050
bih,12.45,1950
bih,11.75,1955
bih,8.188,1960
bih,10.24,1965
bih,11.45,1970
bih,11.41,1975
bih,10.97,1980
bih,9.533,1985
bih,8.775,1990
bih,8.292,1995
bih,8.207,2000
bih,8.191,2005
bih,6.468,2010
bih,6.299,2015
bih,5.263,2020
bih,5.02,2025
bih,5.021,2030
bih,5.0,2035
bih,4.801,2040
bih,4.617,2045
bih,4.467,2050
bwa,11.62,1950
bwa,11.11,1955
bwa,10.32,1960
bwa,9.894,1965
bwa,11.75,1970
bwa,11.65,1975
bwa,11.02,1980
bwa,10.92,1985
bwa,11.14,1990
bwa,11.76,1995
bwa,12.18,2000
bwa,11.9,2005
bwa,11.03,2010
bwa,10.08,2015
bwa,9.244,2020
bwa,9.512,2025
bwa,9.42,2030
bwa,9.154,2035
bwa,8.709,2040
bwa,8.23,2045
bwa,7.867,2050
bra,10.13,1950
bra,10.26,1955
bra,9.533,1960
bra,10.05,1965
bra,10.71,1970
bra,11.05,1975
bra,11.39,1980
bra,10.46,1985
bra,10.04,1990
bra,10.45,1995
bra,10.69,2000
bra,9.603,2005
bra,8.709,2010
bra,8.789,2015
bra,8.502,2020
bra,7.337,2025
bra,6.572,2030
bra,6.179,2035
bra,5.809,2040
bra,5.527,2045
bra,5.406,2050
brn,8.333,1950
brn,9.091,1955
brn,7.317,1960
brn,7.273,1965
brn,10.61,1970
brn,10.59,1975
brn,10.58,1980
brn,9.322,1985
brn,8.889,1990
brn,9.15,1995
brn,8.671,2000
brn,8.854,2005
brn,8.654,2010
brn,8.261,2015
brn,7.317,2020
brn,7.308,2025
brn,6.835,2030
brn,6.552,2035
brn,6.579,2040
brn,6.349,2045
brn,6.135,2050
bgr,9.492,1950
bgr,7.81,1955
bgr,7.641,1960
bgr,8.683,1965
bgr,8.176,1970
bgr,7.627,1975
bgr,7.224,1980
bgr,7.01,1985
bgr,7.545,1990
bgr,7.694,1995
bgr,7.148,2000
bgr,6.981,2005
bgr,5.66,2010
bgr,4.71,2015
bgr,4.944,2020
bgr,5.544,2025
bgr,5.659,2030
bgr,5.417,2035
bgr,5.063,2040
bgr,4.842,2045
bgr,4.994,2050
bfa,10.14,1950
bfa,10.31,1955
bfa,10.59,1960
bfa,10.14,1965
bfa,9.947,1970
bfa,10.6,1975
bfa,10.99,1980
bfa,11.26,1985
bfa,11.31,1990
bfa,11.38,1995
bfa,11.43,2000
bfa,11.16,2005
bfa,10.76,2010
bfa,10.57,2015
bfa,10.71,2020
bfa,12.07,2025
bfa,11.65,2030
bfa,11.05,2035
bfa,10.51,2040
bfa,10.17,2045
bfa,9.902,2050
bdi,10.28,1950
bdi,10.1,1955
bdi,10.07,1960
bdi,10.16,1965
bdi,11.71,1970
bdi,11.8,1975
bdi,11.71,1980
bdi,10.99,1985
bdi,10.15,1990
bdi,10.43,1995
bdi,12.13,2000
bdi,12.94,2005
bdi,11.63,2010
bdi,10.39,2015
bdi,9.782,2020
bdi,10.06,2025
bdi,10.34,2030
bdi,10.04,2035
bdi,9.293,2040
bdi,8.556,2045
bdi,8.163,2050
khm,10.49,1950
khm,10.5,1955
khm,10.41,1960
khm,10.32,1965
khm,10.25,1970
khm,10.68,1975
khm,11.81,1980
khm,11.08,1985
khm,9.859,1990
khm,8.423,1995
khm,12.96,2000
khm,12.81,2005
khm,12.72,2010
khm,10.59,2015
khm,8.879,2020
khm,8.816,2025
khm,9.044,2030
khm,8.991,2035
khm,8.389,2040
khm,7.642,2045
khm,7.168,2050
cmr,10.05,1950
cmr,9.933,1955
cmr,9.823,1960
cmr,9.704,1965
cmr,9.896,1970
cmr,9.765,1975
cmr,9.978,1980
cmr,10.14,1985
cmr,10.41,1990
cmr,10.77,1995
cmr,11.31,2000
cmr,11.3,2005
cmr,11.02,2010
cmr,10.38,2015
cmr,10.69,2020
cmr,10.95,2025
cmr,10.6,2030
cmr,9.981,2035
cmr,9.437,2040
cmr,9.075,2045
cmr,8.829,2050
can,7.807,1950
can,7.221,1955
can,7.768,1960
can,9.044,1965
can,9.879,1970
can,10.33,1975
can,10.11,1980
can,8.081,1985
can,7.246,1990
can,7.02,1995
can,6.981,2000
can,6.912,2005
can,6.833,2010
can,5.902,2015
can,5.404,2020
can,5.332,2025
can,5.405,2030
can,5.543,2035
can,5.58,2040
can,5.488,2045
can,5.372,2050
cpv,13.43,1950
cpv,10.26,1955
cpv,7.609,1960
cpv,9.259,1965
cpv,11.81,1970
cpv,13.28,1975
cpv,14.29,1980
cpv,13.51,1985
cpv,10.91,1990
cpv,11.64,1995
cpv,13.04,2000
cpv,13.04,2005
cpv,12.2,2010
cpv,11.36,2015
cpv,10.32,2020
cpv,9.153,2025
cpv,8.974,2030
cpv,8.696,2035
cpv,8.157,2040
cpv,7.715,2045
cpv,7.059,2050
caf,9.48,1950
caf,9.593,1955
caf,9.472,1960
caf,9.125,1965
caf,9.354,1970
caf,9.798,1975
caf,10.04,1980
caf,10.1,1985
caf,10.15,1990
caf,10.38,1995
caf,10.72,2000
caf,10.92,2005
caf,10.85,2010
caf,11.06,2015
caf,10.9,2020
caf,10.5,2025
caf,10.23,2030
caf,9.926,2035
caf,9.556,2040
caf,9.25,2045
caf,8.866,2050
tcd,9.583,1950
tcd,9.636,1955
tcd,9.671,1960
tcd,9.471,1965
tcd,10.11,1970
tcd,10.02,1975
tcd,9.912,1980
tcd,9.903,1985
tcd,10.15,1990
tcd,10.55,1995
tcd,10.73,2000
tcd,10.78,2005
tcd,10.84,2010
tcd,10.96,2015
tcd,11.13,2020
tcd,11.03,2025
tcd,10.99,2030
tcd,10.91,2035
tcd,10.73,2040
tcd,10.4,2045
tcd,9.956,2050
chanisl,6.25,1950
chanisl,6.0,1955
chanisl,5.556,1960
chanisl,5.455,1965
chanisl,6.78,1970
chanisl,8.065,1975
chanisl,8.197,1980
chanisl,7.692,1985
chanisl,5.97,1990
chanisl,5.797,1995
chanisl,5.797,2000
chanisl,5.714,2005
chanisl,5.479,2010
chanisl,5.405,2015
chanisl,5.479,2020
chanisl,5.479,2025
chanisl,4.167,2030
chanisl,4.167,2035
chanisl,5.479,2040
chanisl,5.634,2045
chanisl,5.634,2050
chl,9.525,1950
chl,9.129,1955
chl,9.712,1960
chl,9.686,1965
chl,10.18,1970
chl,11.41,1975
chl,11.91,1980
chl,10.58,1985
chl,9.59,1990
chl,8.324,1995
chl,8.811,2000
chl,9.227,2005
chl,8.932,2010
chl,7.631,2015
chl,6.846,2020
chl,6.694,2025
chl,6.604,2030
chl,6.43,2035
chl,6.288,2040
chl,6.084,2045
chl,5.908,2050
chn,10.05,1950
chn,8.963,1955
chn,8.561,1960
chn,9.552,1965
chn,11.0,1970
chn,9.473,1975
chn,10.87,1980
chn,12.11,1985
chn,10.59,1990
chn,7.884,1995
chn,8.042,2000
chn,9.491,2005
chn,8.094,2010
chn,7.069,2015
chn,6.411,2020
chn,6.329,2025
chn,6.528,2030
chn,6.345,2035
chn,5.805,2040
chn,5.406,2045
chn,5.316,2050
col,9.995,1950
col,9.673,1955
col,9.748,1960
col,10.69,1965
col,11.42,1970
col,11.74,1975
col,12.16,1980
col,11.95,1985
col,10.61,1990
col,10.61,1995
col,10.32,2000
col,9.999,2005
col,9.735,2010
col,9.157,2015
col,8.683,2020
col,8.393,2025
col,7.972,2030
col,7.636,2035
col,7.315,2040
col,7.004,2045
col,6.71,2050
com,10.26,1950
com,10.34,1955
com,9.474,1960
com,8.571,1965
com,10.26,1970
com,11.03,1975
com,10.91,1980
com,10.42,1985
com,11.06,1990
com,11.74,1995
com,12.77,2000
com,10.97,2005
com,10.12,2010
com,9.661,2015
com,10.26,2020
com,10.6,2025
com,10.04,2030
com,9.143,2035
com,8.649,2040
com,8.376,2045
com,8.333,2050
cod,10.34,1950
cod,10.48,1955
cod,10.59,1960
cod,10.54,1965
cod,10.4,1970
cod,10.36,1975
cod,10.34,1980
cod,10.29,1985
cod,10.26,1990
cod,10.3,1995
cod,10.63,2000
cod,10.95,2005
cod,11.21,2010
cod,11.29,2015
cod,11.44,2020
cod,11.11,2025
cod,11.05,2030
cod,10.91,2035
cod,10.56,2040
cod,10.08,2045
cod,9.572,2050
cog,10.1,1950
cog,9.955,1955
cog,9.78,1960
cog,9.615,1965
cog,9.834,1970
cog,9.987,1975
cog,10.21,1980
cog,10.54,1985
cog,10.84,1990
cog,11.2,1995
cog,11.37,2000
cog,11.27,2005
cog,11.08,2010
cog,10.54,2015
cog,10.64,2020
cog,10.36,2025
cog,9.996,2030
cog,9.662,2035
cog,9.225,2040
cog,8.78,2045
cog,8.445,2050
cri,8.722,1950
cri,8.696,1955
cri,8.567,1960
cri,9.328,1965
cri,10.94,1970
cri,11.73,1975
cri,12.42,1980
cri,11.14,1985
cri,9.259,1990
cri,9.61,1995
cri,10.21,2000
cri,10.4,2005
cri,9.465,2010
cri,8.476,2015
cri,7.779,2020
cri,6.987,2025
cri,7.052,2030
cri,6.656,2035
cri,6.453,2040
cri,6.2,2045
cri,6.023,2050
civ,10.64,1950
civ,10.51,1955
civ,9.983,1960
civ,9.183,1965
civ,8.818,1970
civ,8.853,1975
civ,8.9,1980
civ,9.126,1985
civ,9.669,1990
civ,10.47,1995
civ,10.55,2000
civ,10.41,2005
civ,10.53,2010
civ,10.48,2015
civ,10.61,2020
civ,10.42,2025
civ,10.17,2030
civ,9.763,2035
civ,9.338,2040
civ,8.956,2045
civ,8.607,2050
hrv,10.13,1950
hrv,9.091,1955
hrv,7.45,1960
hrv,9.358,1965
hrv,9.384,1970
hrv,8.341,1975
hrv,7.692,1980
hrv,7.169,1985
hrv,7.136,1990
hrv,7.333,1995
hrv,7.281,2000
hrv,6.586,2005
hrv,6.209,2010
hrv,5.882,2015
hrv,5.125,2020
hrv,5.243,2025
hrv,5.435,2030
hrv,5.396,2035
hrv,5.301,2040
hrv,5.155,2045
hrv,5.102,2050
cub,9.418,1950
cub,9.827,1955
cub,9.729,1960
cub,9.071,1965
cub,9.431,1970
cub,8.737,1975
cub,11.97,1980
cub,11.67,1985
cub,10.08,1990
cub,6.919,1995
cub,7.425,2000
cub,7.732,2005
cub,6.962,2010
cub,6.358,2015
cub,5.821,2020
cub,5.191,2025
cub,5.08,2030
cub,5.001,2035
cub,4.839,2040
cub,4.661,2045
cub,4.524,2050
cyp,9.465,1950
cyp,9.339,1955
cyp,8.214,1960
cyp,10.49,1965
cyp,9.635,1970
cyp,11.15,1975
cyp,9.508,1980
cyp,8.438,1985
cyp,7.353,1990
cyp,7.923,1995
cyp,8.29,2000
cyp,8.108,2005
cyp,7.71,2010
cyp,6.222,2015
cyp,5.485,2020
cyp,5.455,2025
cyp,5.631,2030
cyp,5.838,2035
cyp,5.818,2040
cyp,5.664,2045
cyp,5.345,2050
cze,7.261,1950
cze,6.309,1955
cze,7.925,1960
cze,9.473,1965
cze,9.014,1970
cze,7.51,1975
cze,7.024,1980
cze,7.017,1985
cze,8.618,1990
cze,8.852,1995
cze,7.114,2000
cze,6.795,2005
cze,6.117,2010
cze,4.563,2015
cze,4.783,2020
cze,5.564,2025
cze,5.744,2030
cze,5.515,2035
cze,5.172,2040
cze,4.893,2045
cze,4.928,2050
dnk,6.991,1950
dnk,7.175,1955
dnk,8.583,1960
dnk,9.029,1965
dnk,7.812,1970
dnk,7.588,1975
dnk,7.984,1980
dnk,7.979,1985
dnk,7.419,1990
dnk,6.395,1995
dnk,5.383,2000
dnk,5.937,2005
dnk,6.728,2010
dnk,6.569,2015
dnk,6.302,2020
dnk,6.117,2025
dnk,5.766,2030
dnk,5.764,2035
dnk,5.994,2040
dnk,6.12,2045
dnk,6.069,2050
dji,9.677,1950
dji,11.43,1955
dji,11.63,1960
dji,12.28,1965
dji,10.0,1970
dji,10.62,1975
dji,10.78,1980
dji,11.0,1985
dji,10.75,1990
dji,10.68,1995
dji,11.02,2000
dji,11.5,2005
dji,11.42,2010
dji,10.53,2015
dji,9.922,2020
dji,9.498,2025
dji,9.213,2030
dji,8.976,2035
dji,8.767,2040
dji,8.369,2045
dji,8.005,2050
dom,10.37,1950
dom,9.903,1955
dom,9.742,1960
dom,9.557,1965
dom,10.26,1970
dom,11.11,1975
dom,11.53,1980
dom,11.31,1985
dom,10.74,1990
dom,10.23,1995
dom,10.23,2000
dom,10.07,2005
dom,9.875,2010
dom,9.233,2015
dom,9.046,2020
dom,8.784,2025
dom,8.364,2030
dom,7.93,2035
dom,7.561,2040
dom,7.247,2045
dom,6.957,2050
ecu,9.679,1950
ecu,9.605,1955
ecu,9.423,1960
ecu,9.535,1965
ecu,10.7,1970
ecu,10.68,1975
ecu,10.79,1980
ecu,10.93,1985
ecu,10.93,1990
ecu,10.95,1995
ecu,10.65,2000
ecu,10.26,2005
ecu,9.89,2010
ecu,9.808,2015
ecu,9.171,2020
ecu,8.485,2025
ecu,8.024,2030
ecu,7.723,2035
ecu,7.396,2040
ecu,7.072,2045
ecu,6.726,2050
egy,10.03,1950
egy,9.247,1955
egy,8.587,1960
egy,10.69,1965
egy,10.81,1970
egy,11.13,1975
egy,10.86,1980
egy,10.7,1985
egy,9.937,1990
egy,10.96,1995
egy,11.48,2000
egy,11.99,2005
egy,9.707,2010
egy,9.268,2015
egy,9.196,2020
egy,9.227,2025
egy,8.991,2030
egy,8.386,2035
egy,7.813,2040
egy,7.487,2045
egy,7.318,2050
slv,10.41,1950
slv,10.08,1955
slv,9.423,1960
slv,9.882,1965
slv,10.48,1970
slv,10.69,1975
slv,10.52,1980
slv,10.24,1985
slv,11.19,1990
slv,10.57,1995
slv,10.16,2000
slv,10.69,2005
slv,11.96,2010
slv,11.61,2015
slv,9.329,2020
slv,8.839,2025
slv,8.876,2030
slv,8.678,2035
slv,8.448,2040
slv,7.745,2045
slv,7.178,2050
gnq,9.174,1950
gnq,9.483,1955
gnq,9.016,1960
gnq,9.091,1965
gnq,9.859,1970
gnq,11.4,1975
gnq,14.15,1980
gnq,12.34,1985
gnq,8.602,1990
gnq,6.726,1995
gnq,8.494,2000
gnq,10.93,2005
gnq,11.05,2010
gnq,10.54,2015
gnq,10.09,2020
gnq,10.35,2025
gnq,10.75,2030
gnq,10.73,2035
gnq,10.22,2040
gnq,9.821,2045
gnq,9.458,2050
eri,10.44,1950
eri,10.53,1955
eri,10.59,1960
eri,10.46,1965
eri,9.783,1970
eri,10.17,1975
eri,8.128,1980
eri,9.811,1985
eri,12.32,1990
eri,14.08,1995
eri,12.19,2000
eri,11.53,2005
eri,10.54,2010
eri,10.05,2015
eri,10.88,2020
eri,11.44,2025
eri,11.0,2030
eri,10.11,2035
eri,9.247,2040
eri,8.762,2045
eri,8.624,2050
est,10.23,1950
est,10.34,1955
est,8.286,1960
est,8.406,1965
est,8.507,1970
est,8.321,1975
est,7.806,1980
est,7.454,1985
est,7.755,1990
est,7.646,1995
est,8.36,2000
est,8.871,2005
est,6.331,2010
est,5.161,2015
est,5.357,2020
est,6.472,2025
est,7.038,2030
est,6.988,2035
est,6.387,2040
est,5.584,2045
est,5.442,2050
eth,10.31,1950
eth,10.42,1955
eth,10.6,1960
eth,10.66,1965
eth,10.04,1970
eth,9.99,1975
eth,10.34,1980
eth,10.49,1985
eth,10.35,1990
eth,10.11,1995
eth,10.31,2000
eth,10.92,2005
eth,11.38,2010
eth,11.2,2015
eth,10.89,2020
eth,10.92,2025
eth,10.7,2030
eth,10.37,2035
eth,9.937,2040
eth,9.439,2045
eth,8.944,2050
fji,9.934,1950
fji,10.53,1955
fji,9.852,1960
fji,10.59,1965
fji,11.74,1970
fji,12.63,1975
fji,11.46,1980
fji,10.31,1985
fji,9.863,1990
fji,10.77,1995
fji,11.06,2000
fji,10.0,2005
fji,10.34,2010
fji,10.2,2015
fji,9.534,2020
fji,8.972,2025
fji,8.351,2030
fji,8.085,2035
fji,7.676,2040
fji,7.495,2045
fji,7.127,2050
fin,8.194,1950
fin,8.177,1955
fin,8.529,1960
fin,11.21,1965
fin,9.793,1970
fin,8.963,1975
fin,8.434,1980
fin,7.54,1985
fin,6.402,1990
fin,6.718,1995
fin,6.725,2000
fin,6.35,2005
fin,6.486,2010
fin,5.849,2015
fin,5.588,2020
fin,5.703,2025
fin,5.813,2030
fin,5.865,2035
fin,5.815,2040
fin,5.703,2045
fin,5.57,2050
fra,7.916,1950
fra,6.83,1955
fra,6.438,1960
fra,8.999,1965
fra,8.518,1970
fra,8.336,1975
fra,8.417,1980
fra,8.078,1985
fra,7.868,1990
fra,6.779,1995
fra,6.965,2000
fra,6.716,2005
fra,6.267,2010
fra,6.226,2015
fra,6.483,2020
fra,6.358,2025
fra,6.012,2030
fra,5.852,2035
fra,5.734,2040
fra,5.715,2045
fra,5.798,2050
guf,8.333,1950
guf,7.143,1955
guf,6.25,1960
guf,10.0,1965
guf,8.333,1970
guf,10.71,1975
guf,8.824,1980
guf,8.696,1985
guf,8.197,1990
guf,8.219,1995
guf,9.302,2000
guf,8.824,2005
guf,9.649,2010
guf,9.16,2015
guf,9.722,2020
guf,8.75,2025
guf,8.475,2030
guf,8.377,2035
guf,7.767,2040
guf,7.798,2045
guf,7.456,2050
pyf,10.0,1950
pyf,8.824,1955
pyf,9.756,1960
pyf,10.87,1965
pyf,10.53,1970
pyf,10.45,1975
pyf,11.39,1980
pyf,10.99,1985
pyf,10.58,1990
pyf,8.929,1995
pyf,9.756,2000
pyf,10.53,2005
pyf,8.696,2010
pyf,8.108,2015
pyf,7.792,2020
pyf,7.547,2025
pyf,7.186,2030
pyf,7.018,2035
pyf,6.936,2040
pyf,6.215,2045
pyf,6.18,2050
gab,8.658,1950
gab,8.621,1955
gab,8.403,1960
gab,8.097,1965
gab,8.949,1970
gab,8.621,1975
gab,8.683,1980
gab,8.696,1985
gab,9.389,1990
gab,9.907,1995
gab,10.46,2000
gab,11.0,2005
gab,11.48,2010
gab,10.58,2015
gab,9.854,2020
gab,9.346,2025
gab,9.126,2030
gab,8.891,2035
gab,8.529,2040
gab,8.083,2045
gab,7.772,2050
gmb,10.57,1950
gmb,10.22,1955
gmb,10.39,1960
gmb,9.836,1965
gmb,8.057,1970
gmb,8.268,1975
gmb,8.94,1980
gmb,9.141,1985
gmb,9.481,1990
gmb,9.647,1995
gmb,9.752,2000
gmb,9.908,2005
gmb,10.5,2010
gmb,10.95,2015
gmb,10.98,2020
gmb,10.82,2025
gmb,10.54,2030
gmb,10.22,2035
gmb,9.857,2040
gmb,9.535,2045
gmb,9.12,2050
geo,10.44,1950
geo,11.07,1955
geo,6.708,1960
geo,7.01,1965
geo,9.263,1970
geo,10.5,1975
geo,10.2,1980
geo,8.61,1985
geo,8.211,1990
geo,7.935,1995
geo,8.363,2000
geo,9.388,2005
geo,8.312,2010
geo,6.208,2015
geo,6.146,2020
geo,6.772,2025
geo,6.723,2030
geo,6.532,2035
geo,6.033,2040
geo,5.744,2045
geo,5.773,2050
deu,7.939,1950
deu,9.649,1955
deu,7.993,1960
deu,6.604,1965
deu,7.394,1970
deu,8.039,1975
deu,9.172,1980
deu,8.492,1985
deu,5.993,1990
deu,5.599,1995
deu,5.935,2000
deu,6.144,2005
deu,5.423,2010
deu,5.115,2015
deu,4.789,2020
deu,4.491,2025
deu,4.441,2030
deu,4.589,2035
deu,4.649,2040
deu,4.629,2045
deu,4.593,2050
gha,10.45,1950
gha,10.53,1955
gha,10.59,1960
gha,10.72,1965
gha,9.726,1970
gha,10.1,1975
gha,10.5,1980
gha,10.81,1985
gha,10.92,1990
gha,10.91,1995
gha,10.93,2000
gha,10.95,2005
gha,10.81,2010
gha,10.41,2015
gha,10.13,2020
gha,10.05,2025
gha,9.92,2030
gha,9.576,2035
gha,9.213,2040
gha,8.825,2045
gha,8.554,2050
grc,10.55,1950
grc,10.01,1955
grc,7.751,1960
grc,8.85,1965
grc,7.848,1970
grc,8.149,1975
grc,7.904,1980
grc,8.226,1985
grc,7.809,1990
grc,7.948,1995
grc,7.143,2000
grc,5.751,2005
grc,5.156,2010
grc,4.942,2015
grc,4.929,2020
grc,5.126,2025
grc,4.925,2030
grc,4.708,2035
grc,4.55,2040
grc,4.541,2045
grc,4.66,2050
grd,8.824,1950
grd,10.53,1955
grd,9.524,1960
grd,9.302,1965
grd,11.36,1970
grd,13.64,1975
grd,13.95,1980
grd,12.24,1985
grd,10.2,1990
grd,10.42,1995
grd,12.0,2000
grd,13.46,2005
grd,11.54,2010
grd,9.091,2015
grd,7.547,2020
grd,9.259,2025
grd,8.929,2030
grd,9.091,2035
grd,7.547,2040
grd,5.769,2045
grd,6.122,2050
glp,8.911,1950
glp,8.696,1955
glp,8.209,1960
glp,10.74,1965
glp,11.32,1970
glp,11.73,1975
glp,12.5,1980
glp,12.28,1985
glp,11.52,1990
glp,9.744,1995
glp,8.293,2000
glp,8.219,2005
glp,7.556,2010
glp,7.08,2015
glp,7.424,2020
glp,6.987,2025
glp,6.522,2030
glp,6.522,2035
glp,6.114,2040
glp,5.778,2045
glp,5.83,2050
gum,15.0,1950
gum,10.26,1955
gum,7.5,1960
gum,9.302,1965
gum,8.511,1970
gum,10.0,1975
gum,10.91,1980
gum,9.677,1985
gum,9.859,1990
gum,7.895,1995
gum,7.595,2000
gum,8.333,2005
gum,8.889,2010
gum,9.375,2015
gum,7.921,2020
gum,7.619,2025
gum,7.407,2030
gum,7.018,2035
gum,6.897,2040
gum,6.78,2045
gum,6.78,2050
gtm,10.76,1950
gtm,10.0,1955
gtm,9.814,1960
gtm,10.75,1965
gtm,10.86,1970
gtm,10.42,1975
gtm,10.46,1980
gtm,10.55,1985
gtm,10.94,1990
gtm,11.23,1995
gtm,11.37,2000
