geo,imports_unit_value_index_2000100,time
pan,91.34,2003
pan,106.4,2004
pan,123.7,2005
pan,143.0,2006
pan,203.4,2007
pan,267.9,2008
png,102.2,1980
png,109.6,1981
png,98.99,1982
png,96.51,1983
png,98.94,1984
png,87.54,1985
png,94.84,1986
png,101.3,1987
png,105.8,1988
png,131.9,1989
png,97.1,1990
png,140.1,1991
png,125.9,1992
png,112.3,1993
png,131.9,1994
png,126.1,1995
png,151.3,1996
png,147.5,1997
png,107.0,1998
png,103.2,1999
png,100.0,2000
png,93.09,2001
png,107.3,2002
png,118.8,2003
png,146.1,2004
png,150.1,2005
png,198.9,2006
png,256.3,2007
png,304.1,2008
pry,28.03,1980
pry,27.34,1981
pry,30.64,1982
pry,24.89,1983
pry,26.72,1984
pry,22.87,1985
pry,26.36,1986
pry,27.15,1987
pry,26.17,1988
pry,34.64,1989
pry,61.65,1990
pry,66.59,1991
pry,64.83,1992
pry,77.01,1993
pry,97.6,1994
pry,143.0,1995
pry,141.7,1996
pry,155.2,1997
pry,132.1,1998
pry,86.91,1999
pry,100.0,2000
pry,99.5,2001
pry,76.25,2002
pry,101.6,2003
pry,141.2,2004
pry,169.4,2005
pry,268.1,2006
pry,329.2,2007
pry,464.2,2008
per,28.12,1980
per,39.17,1981
per,40.51,1982
per,28.67,1983
per,24.89,1984
per,20.65,1985
per,32.73,1986
per,40.08,1987
per,37.67,1988
per,30.93,1989
per,39.04,1990
per,47.2,1991
per,54.7,1992
per,55.66,1993
per,75.4,1994
per,104.6,1995
per,106.2,1996
per,115.7,1997
per,111.6,1998
per,91.72,1999
per,100.0,2000
per,82.31,2001
per,84.31,2002
per,94.67,2003
per,113.6,2004
per,140.7,2005
per,172.3,2006
per,230.6,2007
per,320.0,2008
phl,22.39,1980
phl,22.9,1981
phl,22.34,1982
phl,21.54,1983
phl,17.37,1984
phl,14.73,1985
phl,14.21,1986
phl,19.41,1987
phl,23.58,1988
phl,30.17,1989
phl,35.12,1990
phl,34.74,1991
phl,41.85,1992
phl,50.47,1993
phl,61.15,1994
phl,76.54,1995
phl,92.16,1996
phl,104.3,1997
phl,85.06,1998
phl,87.96,1999
phl,100.0,2000
phl,94.31,2001
phl,100.4,2002
phl,106.7,2003
phl,114.4,2004
phl,126.8,2005
phl,146.1,2006
phl,155.9,2007
phl,162.8,2008
pol,165.5,1980
pol,129.5,1981
pol,108.8,1982
pol,111.6,1983
pol,112.4,1984
pol,113.9,1985
pol,117.4,1986
pol,114.3,1987
pol,127.5,1988
pol,107.4,1989
pol,20.45,1990
pol,32.93,1991
pol,35.28,1992
pol,37.76,1993
pol,43.14,1994
pol,58.73,1995
pol,74.96,1996
pol,85.43,1997
pol,95.99,1998
pol,92.66,1999
pol,100.0,2000
pol,103.8,2001
pol,111.8,2002
pol,138.0,2003
pol,182.1,2004
pol,207.9,2005
pol,259.4,2006
pol,339.1,2007
pol,425.8,2008
prt,42.58,1983
prt,40.96,1984
prt,45.31,1985
prt,67.14,1986
prt,71.79,1987
prt,91.98,1988
prt,98.17,1989
prt,128.3,1990
prt,134.4,1991
prt,152.7,1992
prt,112.4,1993
prt,126.8,1994
prt,134.4,1995
prt,132.0,1996
prt,121.6,1997
prt,113.6,1998
prt,106.6,1999
prt,100.0,2000
prt,85.79,2001
prt,85.18,2002
prt,104.2,2003
qat,44.5,1980
qat,46.68,1981
qat,59.87,1982
qat,44.77,1983
qat,35.73,1984
qat,35.02,1985
qat,33.79,1986
qat,34.87,1987
qat,38.96,1988
qat,40.77,1989
qat,52.12,1990
qat,52.89,1991
qat,61.96,1992
qat,58.15,1993
qat,59.26,1994
qat,104.5,1995
qat,88.19,1996
qat,102.2,1997
qat,104.8,1998
qat,76.85,1999
qat,100.0,2000
qat,115.5,2001
qat,124.6,2002
qat,150.6,2003
qat,184.6,2004
qat,309.8,2005
qat,506.2,2006
qat,677.5,2007
qat,723.0,2008
rwa,124.3,1980
rwa,129.8,1981
rwa,131.0,1982
rwa,125.5,1983
rwa,131.8,1984
rwa,141.5,1985
rwa,165.3,1986
rwa,167.4,1987
rwa,175.2,1988
rwa,157.4,1989
rwa,135.9,1990
rwa,145.1,1991
rwa,135.7,1992
rwa,157.5,1993
rwa,57.36,1994
rwa,111.5,1995
rwa,120.5,1996
rwa,139.4,1997
rwa,133.8,1998
rwa,118.6,1999
rwa,100.0,2000
rwa,131.8,2001
rwa,116.3,2002
rwa,121.5,2003
rwa,133.2,2004
rwa,201.9,2005
rwa,257.1,2006
rwa,345.8,2007
rwa,537.3,2008
kna,26.0,1980
kna,27.67,1981
kna,25.38,1982
kna,29.79,1983
kna,30.1,1984
kna,29.76,1985
kna,36.47,1986
kna,46.1,1987
kna,54.02,1988
kna,59.43,1989
kna,64.0,1990
kna,63.76,1991
kna,55.28,1992
kna,68.49,1993
kna,74.01,1994
kna,77.18,1995
kna,76.38,1996
kna,75.82,1997
kna,75.84,1998
kna,78.36,1999
kna,100.0,2000
kna,96.43,2001
kna,102.6,2002
kna,101.7,2003
kna,93.24,2004
kna,107.4,2005
kna,127.3,2006
kna,141.6,2007
kna,149.2,2008
lca,34.86,1980
lca,36.39,1981
lca,33.24,1982
lca,40.51,1983
lca,33.38,1984
lca,35.21,1985
lca,43.59,1986
lca,50.46,1987
lca,62.24,1988
lca,77.37,1989
lca,76.4,1990
lca,83.18,1991
lca,86.28,1992
lca,84.55,1993
lca,85.23,1994
lca,86.48,1995
lca,88.17,1996
lca,93.52,1997
lca,92.39,1998
lca,100.0,1999
lca,100.0,2000
lca,100.0,2001
lca,87.04,2002
lca,113.5,2003
lca,123.1,2004
lca,134.9,2005
lca,166.8,2006
lca,178.9,2007
lca,178.6,2008
vct,35.11,1980
vct,35.77,1981
vct,40.02,1982
vct,43.26,1983
vct,47.08,1984
vct,48.7,1985
vct,53.66,1986
vct,60.65,1987
vct,75.15,1988
vct,78.36,1989
vct,83.65,1990
vct,85.86,1991
vct,81.19,1992
vct,82.39,1993
vct,79.91,1994
vct,83.48,1995
vct,81.05,1996
vct,115.4,1997
vct,118.4,1998
vct,123.4,1999
vct,100.0,2000
vct,114.3,2001
vct,107.0,2002
vct,123.6,2003
vct,138.7,2004
vct,147.8,2005
vct,166.8,2006
vct,190.6,2007
vct,211.2,2008
wsm,59.21,1980
wsm,53.66,1981
wsm,47.12,1982
wsm,45.62,1983
wsm,47.65,1984
wsm,48.6,1985
wsm,44.54,1986
wsm,58.66,1987
wsm,71.56,1988
wsm,71.38,1989
wsm,76.4,1990
wsm,88.97,1991
wsm,104.2,1992
wsm,99.14,1993
wsm,77.15,1994
wsm,89.58,1995
wsm,94.68,1996
wsm,91.33,1997
wsm,91.18,1998
wsm,108.9,1999
wsm,100.0,2000
wsm,128.2,2001
wsm,124.9,2002
wsm,143.0,2003
wsm,197.9,2004
wsm,225.3,2005
wsm,259.4,2006
wsm,250.3,2007
wsm,272.0,2008
sau,99.89,1980
sau,116.8,1981
sau,134.6,1982
sau,129.8,1983
sau,111.6,1984
sau,78.22,1985
sau,63.29,1986
sau,66.6,1987
sau,72.14,1988
sau,70.05,1989
sau,79.83,1990
sau,96.33,1991
sau,110.2,1992
sau,93.39,1993
sau,77.33,1994
sau,93.02,1995
sau,91.94,1996
sau,95.18,1997
sau,99.39,1998
sau,92.7,1999
sau,100.0,2000
sau,103.3,2001
sau,106.9,2002
sau,122.3,2003
sau,156.9,2004
sau,196.9,2005
sau,230.8,2006
sau,298.6,2007
sau,389.7,2008
sen,69.25,1980
sen,70.83,1981
sen,65.3,1982
sen,67.5,1983
sen,64.57,1984
sen,54.36,1985
sen,63.29,1986
sen,67.38,1987
sen,71.08,1988
sen,80.39,1989
sen,80.31,1990
sen,77.23,1991
sen,68.08,1992
sen,71.54,1993
sen,67.28,1994
sen,90.95,1995
sen,92.48,1996
sen,85.95,1997
sen,93.72,1998
sen,103.3,1999
sen,100.0,2000
sen,111.1,2001
sen,130.8,2002
sen,154.5,2003
sen,182.8,2004
sen,205.9,2005
sen,221.2,2006
sen,285.4,2007
sen,364.5,2008
syc,28.88,1980
syc,27.32,1981
syc,28.65,1982
syc,25.72,1983
syc,25.61,1984
syc,29.03,1985
syc,30.84,1986
syc,33.22,1987
syc,46.49,1988
syc,48.13,1989
syc,54.63,1990
syc,50.43,1991
syc,55.95,1992
syc,69.69,1993
syc,60.38,1994
syc,67.88,1995
syc,110.4,1996
syc,99.24,1997
syc,112.1,1998
syc,126.6,1999
syc,100.0,2000
syc,139.5,2001
syc,123.1,2002
syc,120.2,2003
syc,144.8,2004
syc,197.0,2005
syc,220.9,2006
syc,250.5,2007
syc,265.9,2008
sgp,17.84,1980
sgp,20.49,1981
sgp,20.94,1982
sgp,20.93,1983
sgp,21.31,1984
sgp,19.54,1985
sgp,18.96,1986
sgp,24.2,1987
sgp,32.6,1988
sgp,36.91,1989
sgp,45.17,1990
sgp,49.12,1991
sgp,53.64,1992
sgp,63.35,1993
sgp,76.31,1994
sgp,92.54,1995
sgp,97.62,1996
sgp,98.43,1997
sgp,77.83,1998
sgp,82.54,1999
sgp,100.0,2000
sgp,86.22,2001
sgp,86.55,2002
sgp,95.09,2003
sgp,121.8,2004
sgp,148.7,2005
sgp,177.4,2006
sgp,195.6,2007
sgp,237.7,2008
slb,97.07,1980
slb,98.48,1981
slb,77.08,1982
slb,79.94,1983
slb,85.44,1984
slb,90.33,1985
slb,78.38,1986
slb,87.85,1987
slb,106.2,1988
slb,123.0,1989
slb,99.42,1990
slb,122.1,1991
slb,121.3,1992
slb,148.8,1993
slb,151.6,1994
slb,166.8,1995
slb,163.5,1996
slb,171.1,1997
slb,138.6,1998
slb,119.2,1999
slb,100.0,2000
slb,92.42,2001
slb,74.87,2002
slb,101.6,2003
slb,131.6,2004
slb,200.4,2005
slb,234.8,2006
slb,311.0,2007
slb,356.3,2008
zaf,66.34,1980
zaf,77.18,1981
zaf,62.3,1982
zaf,53.09,1983
zaf,54.7,1984
zaf,38.52,1985
zaf,43.69,1986
zaf,51.51,1987
zaf,62.87,1988
zaf,62.27,1989
zaf,61.96,1990
zaf,63.41,1991
zaf,66.47,1992
zaf,67.32,1993
zaf,78.68,1994
zaf,102.9,1995
zaf,101.6,1996
zaf,111.1,1997
zaf,98.47,1998
zaf,89.9,1999
zaf,100.0,2000
zaf,95.87,2001
zaf,100.0,2002
zaf,138.6,2003
zaf,180.4,2004
zaf,211.7,2005
zaf,271.8,2006
zaf,298.1,2007
zaf,327.8,2008
esp,29.26,1980
esp,21.82,1981
esp,20.68,1982
esp,19.31,1983
esp,19.01,1984
esp,19.8,1985
esp,19.39,1986
esp,28.31,1987
esp,37.55,1988
esp,45.2,1989
esp,56.55,1990
esp,60.34,1991
esp,65.16,1992
esp,52.46,1993
esp,60.75,1994
esp,75.96,1995
esp,80.13,1996
esp,80.02,1997
esp,87.33,1998
esp,94.21,1999
esp,100.0,2000
esp,100.5,2001
esp,106.6,2002
esp,135.7,2003
esp,168.0,2004
esp,188.2,2005
esp,212.4,2006
esp,251.3,2007
esp,270.7,2008
lka,32.43,1980
lka,29.43,1981
lka,29.15,1982
lka,28.97,1983
lka,29.72,1984
lka,29.35,1985
lka,29.56,1986
lka,32.76,1987
lka,36.01,1988
lka,34.83,1989
lka,42.75,1990
lka,48.62,1991
lka,54.84,1992
lka,63.54,1993
lka,76.03,1994
lka,82.55,1995
lka,86.23,1996
lka,92.95,1997
lka,94.46,1998
lka,93.46,1999
lka,100.0,2000
lka,95.09,2001
lka,97.19,2002
lka,106.2,2003
lka,126.9,2004
lka,140.6,2005
lka,163.3,2006
lka,179.9,2007
lka,217.0,2008
sdn,101.5,1980
sdn,100.0,1981
sdn,82.59,1982
sdn,87.23,1983
sdn,73.86,1984
sdn,49.64,1985
sdn,61.89,1986
sdn,56.09,1987
sdn,68.3,1988
sdn,39.83,1990
sdn,57.34,1991
sdn,52.87,1992
sdn,60.86,1993
sdn,79.05,1994
sdn,78.5,1995
sdn,99.67,1996
sdn,101.7,1997
sdn,123.3,1998
sdn,91.13,1999
sdn,100.0,2000
sdn,148.2,2001
sdn,157.6,2002
sdn,185.6,2003
sdn,262.5,2004
sdn,435.2,2005
sdn,520.0,2006
sdn,565.2,2007
sdn,602.3,2008
sur,95.82,1980
sur,108.0,1981
sur,97.72,1982
sur,89.73,1983
sur,65.78,1984
sur,56.84,1985
sur,62.17,1986
sur,55.89,1987
sur,66.73,1988
sur,84.22,1989
sur,89.73,1990
sur,96.77,1991
sur,103.0,1992
sur,99.81,1993
sur,80.42,1994
sur,111.2,1995
sur,95.25,1996
sur,125.1,1997
sur,104.9,1998
sur,92.4,1999
sur,100.0,2000
sur,86.72,2001
sur,95.33,2002
sur,133.7,2003
sur,140.5,2004
sur,199.4,2005
sur,192.4,2006
sur,198.4,2007
sur,247.8,2008
swz,59.7,1980
swz,56.38,1981
swz,49.99,1982
swz,52.77,1983
swz,42.33,1984
swz,30.24,1985
swz,33.7,1986
swz,41.74,1987
swz,48.8,1988
swz,55.92,1989
swz,63.43,1990
swz,68.34,1991
swz,82.76,1992
swz,75.08,1993
swz,80.35,1994
swz,96.37,1995
swz,101.5,1996
swz,101.9,1997
swz,103.9,1998
swz,101.6,1999
swz,100.0,2000
swz,101.6,2001
swz,98.39,2002
swz,154.3,2003
swz,178.5,2004
swz,204.2,2005
swz,228.1,2006
swz,233.2,2007
swz,248.5,2008
swe,39.05,1980
swe,34.1,1981
swe,33.17,1982
swe,31.78,1983
swe,32.62,1984
swe,35.12,1985
swe,39.72,1986
swe,49.04,1987
swe,54.84,1988
swe,59.45,1989
swe,67.43,1990
swe,61.86,1991
swe,62.08,1992
swe,54.34,1993
swe,65.56,1994
swe,81.82,1995
swe,86.37,1996
swe,85.38,1997
swe,89.01,1998
swe,91.15,1999
swe,100.0,2000
swe,88.04,2001
swe,93.14,2002
swe,116.7,2003
swe,141.5,2004
che,60.0,1988
che,68.54,1989
che,69.85,1990
che,68.95,1991
che,67.44,1992
che,65.13,1993
che,67.86,1994
che,70.58,1995
che,71.51,1996
che,80.15,1997
che,83.09,1998
che,88.18,1999
che,100.0,2000
che,101.1,2001
che,99.68,2002
che,99.98,2003
che,106.5,2004
che,115.9,2005
che,128.6,2006
che,142.7,2007
che,145.3,2008
syr,108.1,1980
syr,135.6,1981
syr,105.6,1982
syr,119.1,1983
syr,107.9,1984
syr,104.0,1985
syr,71.51,1986
syr,65.03,1987
syr,58.47,1988
syr,54.97,1989
syr,62.9,1990
syr,72.55,1991
syr,91.48,1992
syr,108.5,1993
syr,143.3,1994
syr,123.4,1995
syr,141.0,1996
syr,105.6,1997
syr,102.1,1998
syr,100.4,1999
syr,100.0,2000
syr,124.7,2001
syr,117.6,2002
syr,133.9,2003
syr,220.4,2004
syr,284.7,2005
syr,301.1,2006
syr,384.1,2007
syr,480.2,2008
tza,82.55,1980
tza,77.21,1981
tza,74.29,1982
tza,52.65,1983
tza,43.64,1984
tza,55.43,1985
tza,61.53,1986
tza,60.97,1987
tza,54.03,1988
tza,64.96,1989
tza,89.51,1990
tza,101.5,1991
tza,99.1,1992
tza,98.28,1993
tza,98.78,1994
tza,109.9,1995
tza,91.14,1996
tza,87.74,1997
tza,95.34,1998
tza,102.2,1999
tza,100.0,2000
tza,112.5,2001
tza,109.0,2002
tza,142.1,2003
tza,167.8,2004
tza,213.1,2005
tza,297.1,2006
tza,350.3,2007
tza,456.4,2008
tha,14.88,1980
tha,16.08,1981
tha,13.8,1982
tha,16.61,1983
tha,16.79,1984
tha,14.92,1985
tha,14.82,1986
tha,20.99,1987
tha,32.76,1988
tha,41.62,1989
tha,53.36,1990
tha,60.67,1991
tha,65.7,1992
tha,74.41,1993
tha,87.95,1994
tha,114.3,1995
tha,116.8,1996
tha,101.5,1997
tha,69.39,1998
tha,81.31,1999
tha,100.0,2000
tha,100.1,2001
tha,104.4,2002
tha,122.4,2003
tha,152.5,2004
tha,190.8,2005
tha,207.9,2006
tha,227.4,2007
tha,288.7,2008
tgo,98.01,1980
tgo,77.2,1981
tgo,69.97,1982
tgo,50.22,1983
tgo,48.2,1984
tgo,51.27,1985
tgo,55.5,1986
tgo,75.4,1987
tgo,86.75,1988
tgo,83.99,1989
tgo,103.5,1990
tgo,79.01,1991
tgo,70.25,1992
tgo,31.94,1993
tgo,39.52,1994
tgo,105.6,1995
tgo,118.3,1996
tgo,114.9,1997
tgo,104.6,1998
tgo,106.2,1999
tgo,100.0,2000
tgo,98.41,2001
tgo,105.2,2002
tgo,137.9,2003
tgo,157.1,2004
tgo,212.4,2005
tgo,236.7,2006
tgo,258.1,2007
tgo,292.2,2008
tto,96.05,1980
tto,94.44,1981
tto,111.8,1982
tto,78.04,1983
tto,58.01,1984
tto,46.38,1985
tto,40.81,1986
tto,36.84,1987
tto,34.06,1988
tto,36.91,1989
tto,33.51,1990
tto,50.39,1991
tto,33.38,1992
tto,44.22,1993
tto,34.17,1994
tto,51.82,1995
tto,64.86,1996
tto,90.32,1997
tto,90.66,1998
tto,82.86,1999
tto,100.0,2000
tto,108.1,2001
tto,110.1,2002
tto,117.6,2003
tto,146.9,2004
tto,173.1,2005
tto,196.0,2006
tto,225.4,2007
tto,289.9,2008
tun,41.15,1980
tun,44.26,1981
tun,39.92,1982
tun,36.26,1983
tun,37.6,1984
tun,32.18,1985
tun,33.74,1986
tun,35.47,1987
tun,43.06,1988
tun,51.21,1989
tun,64.35,1990
tun,60.58,1991
tun,75.07,1992
tun,71.82,1993
tun,76.82,1994
tun,92.25,1995
tun,89.9,1996
tun,92.77,1997
tun,97.47,1998
tun,98.92,1999
tun,100.0,2000
tun,111.2,2001
tun,111.2,2002
tun,127.3,2003
tun,149.6,2004
tun,153.8,2005
tun,173.5,2006
tun,221.6,2007
tun,287.3,2008
tur,14.51,1980
tur,16.39,1981
tur,16.22,1982
tur,16.94,1983
tur,19.74,1984
tur,20.81,1985
tur,20.37,1986
tur,25.98,1987
tur,26.3,1988
tur,28.97,1989
tur,40.92,1990
tur,38.62,1991
tur,41.96,1992
tur,53.99,1993
tur,42.7,1994
tur,65.52,1995
tur,80.04,1996
tur,89.09,1997
tur,84.26,1998
tur,74.62,1999
tur,100.0,2000
tur,75.96,2001
tur,94.59,2002
tur,127.2,2003
tur,179.0,2004
tur,214.3,2005
tur,256.1,2006
tur,311.5,2007
tur,370.3,2008
uga,19.09,1980
uga,22.47,1981
uga,24.56,1982
uga,24.56,1983
uga,22.4,1984
uga,21.31,1985
uga,19.99,1986
uga,55.21,1987
uga,57.72,1988
uga,27.56,1989
uga,18.73,1990
uga,12.76,1991
uga,32.88,1992
uga,39.89,1993
uga,56.92,1994
uga,68.66,1995
uga,77.46,1996
uga,85.59,1997
uga,91.67,1998
uga,87.15,1999
uga,100.0,2000
uga,103.6,2001
uga,68.46,2002
uga,89.4,2003
uga,112.2,2004
uga,133.5,2005
uga,166.2,2006
uga,225.3,2007
uga,322.9,2008
are,24.65,1980
are,28.01,1981
are,25.03,1982
are,22.4,1983
are,18.77,1984
are,18.67,1985
are,19.44,1986
are,20.22,1987
are,24.34,1988
are,28.59,1989
are,31.99,1990
are,39.26,1991
are,49.73,1992
are,55.76,1993
are,60.05,1994
are,59.94,1995
are,64.66,1996
are,85.56,1997
are,70.63,1998
are,94.92,1999
are,100.0,2000
are,120.1,2001
are,136.7,2002
are,164.7,2003
are,224.0,2004
are,268.1,2005
are,322.6,2006
are,424.1,2007
are,501.3,2008
gbr,28.56,1980
gbr,25.77,1981
gbr,25.61,1982
gbr,26.37,1983
gbr,28.07,1984
gbr,29.31,1985
gbr,34.3,1986
gbr,42.45,1987
gbr,51.87,1988
gbr,53.77,1989
gbr,59.79,1990
gbr,56.92,1991
gbr,60.86,1992
gbr,59.38,1993
gbr,65.4,1994
gbr,76.2,1995
gbr,82.32,1996
gbr,88.53,1997
gbr,92.29,1998
gbr,94.68,1999
gbr,100.0,2000
gbr,99.3,2001
gbr,105.5,2002
gbr,116.3,2003
gbr,138.6,2004
gbr,154.0,2005
gbr,178.1,2006
gbr,190.0,2007
gbr,193.3,2008
usa,20.41,1980
usa,21.71,1981
usa,20.24,1982
usa,21.43,1983
usa,27.5,1984
usa,27.99,1985
usa,30.36,1986
usa,33.7,1987
usa,36.49,1988
usa,39.14,1989
usa,41.05,1990
usa,40.37,1991
usa,43.99,1992
usa,47.92,1993
usa,54.73,1994
usa,61.21,1995
usa,65.28,1996
usa,71.39,1997
usa,74.99,1998
usa,84.13,1999
usa,100.0,2000
usa,93.64,2001
usa,95.31,2002
usa,103.5,2003
usa,121.1,2004
usa,137.8,2005
usa,152.3,2006
usa,160.4,2007
usa,172.3,2008
ury,48.48,1980
ury,47.35,1981
ury,32.03,1982
ury,22.72,1983
ury,22.41,1984
ury,20.42,1985
ury,25.1,1986
ury,32.95,1987
ury,33.39,1988
ury,34.7,1989
ury,38.75,1990
ury,47.22,1991
ury,59.01,1992
ury,67.1,1993
ury,80.39,1994
ury,82.72,1995
ury,95.87,1996
ury,107.5,1997
ury,109.9,1998
ury,96.85,1999
ury,100.0,2000
ury,88.31,2001
ury,56.68,2002
ury,63.2,2003
ury,89.84,2004
ury,111.9,2005
ury,137.3,2006
ury,165.2,2007
ury,258.0,2008
ven,72.95,1980
ven,80.84,1981
ven,79.84,1982
ven,39.59,1983
ven,47.95,1984
ven,50.0,1985
ven,52.45,1986
ven,59.58,1987
ven,78.49,1988
ven,48.13,1989
ven,45.24,1990
ven,68.75,1991
ven,86.76,1992
ven,77.17,1993
ven,56.66,1994
ven,78.02,1995
ven,60.94,1996
ven,90.09,1997
ven,97.56,1998
ven,86.75,1999
ven,100.0,2000
ven,113.0,2001
ven,79.95,2002
ven,57.09,2003
ven,102.9,2004
ven,148.2,2005
ven,207.3,2006
ven,284.3,2007
ven,305.9,2008
vnm,8.404,1980
vnm,8.839,1981
vnm,9.414,1982
vnm,9.763,1983
vnm,11.16,1984
vnm,11.88,1985
vnm,13.78,1986
vnm,15.7,1987
vnm,17.63,1988
vnm,16.41,1989
vnm,17.6,1990
vnm,14.95,1991
vnm,16.25,1992
vnm,25.09,1993
vnm,37.26,1994
vnm,52.15,1995
vnm,71.26,1996
vnm,74.13,1997
vnm,73.54,1998
vnm,75.09,1999
vnm,100.0,2000
vnm,103.7,2001
vnm,126.3,2002
vnm,161.5,2003
vnm,204.4,2004
vnm,236.5,2005
vnm,287.1,2006
vnm,401.4,2007
vnm,514.2,2008
yem,67.61,1990
yem,87.12,1991
yem,111.4,1992
yem,121.4,1993
yem,89.83,1994
yem,68.07,1995
yem,87.7,1996
yem,86.67,1997
yem,93.28,1998
yem,86.42,1999
yem,100.0,2000
yem,106.1,2001
yem,125.7,2002
yem,158.2,2003
yem,171.6,2004
yem,231.4,2005
yem,261.4,2006
yem,366.4,2007
yem,431.9,2008
zmb,109.6,1980
zmb,107.1,1981
zmb,100.8,1982
zmb,55.38,1983
zmb,60.0,1984
zmb,72.65,1985
zmb,60.14,1986
zmb,74.07,1987
zmb,84.46,1988
zmb,91.23,1989
zmb,122.8,1990
zmb,82.33,1991
zmb,80.07,1992
zmb,81.44,1993
zmb,59.81,1994
zmb,77.89,1995
zmb,94.51,1996
zmb,92.24,1997
zmb,123.9,1998
zmb,92.59,1999
zmb,100.0,2000
zmb,121.8,2001
zmb,124.2,2002
zmb,177.2,2003
zmb,242.4,2004
zmb,288.1,2005
zmb,346.2,2006
zmb,447.6,2007
zmb,555.5,2008
zwe,80.05,1980
zwe,93.54,1981
zwe,90.84,1982
zwe,66.81,1983
zwe,60.95,1984
zwe,49.51,1985
zwe,54.43,1986
zwe,57.86,1987
zwe,62.51,1988
zwe,89.19,1989
zwe,101.6,1990
zwe,112.5,1991
zwe,121.6,1992
zwe,100.4,1993
zwe,123.8,1994
zwe,142.5,1995
zwe,205.0,1996
zwe,166.6,1997
zwe,145.1,1998
zwe,114.1,1999
zwe,100.0,2000
zwe,92.06,2001
zwe,93.99,2002
zwe,91.79,2003
zwe,118.3,2004
zwe,125.1,2005
zwe,120.8,2006
zwe,129.9,2007
zwe,125.9,2008
