geo,imports_unit_value_index_2000100,time
guy,65.44,1981
guy,42.97,1982
guy,37.66,1983
guy,32.23,1984
guy,34.51,1985
guy,36.89,1986
guy,40.63,1987
guy,32.99,1988
guy,39.51,1989
guy,47.57,1990
guy,46.91,1991
guy,67.72,1992
guy,74.11,1993
guy,77.46,1994
guy,80.74,1995
guy,91.46,1996
guy,97.86,1997
guy,97.98,1998
guy,94.89,1999
guy,100.0,2000
guy,89.26,2001
guy,88.18,2002
guy,88.16,2003
guy,99.67,2004
guy,120.6,2005
guy,136.1,2006
guy,162.1,2007
guy,199.0,2008
hti,36.23,1980
hti,44.46,1981
hti,37.38,1982
hti,42.51,1983
hti,43.39,1984
hti,42.62,1985
hti,34.74,1986
hti,38.52,1987
hti,33.22,1988
hti,28.08,1989
hti,32.06,1990
hti,38.61,1991
hti,26.86,1992
hti,34.29,1993
hti,24.28,1994
hti,63.02,1995
hti,64.22,1996
hti,62.54,1997
hti,76.94,1998
hti,98.95,1999
hti,100.0,2000
hti,97.76,2001
hti,109.1,2002
hti,114.6,2003
hti,126.0,2004
hti,140.3,2005
hti,158.5,2006
hti,178.7,2007
hti,207.3,2008
hnd,35.33,1980
hnd,33.25,1981
hnd,24.54,1982
hnd,28.11,1983
hnd,31.3,1984
hnd,31.11,1985
hnd,30.65,1986
hnd,28.98,1987
hnd,32.93,1988
hnd,33.93,1989
hnd,32.75,1990
hnd,33.46,1991
hnd,36.31,1992
hnd,39.58,1993
hnd,36.99,1994
hnd,57.54,1995
hnd,64.45,1996
hnd,75.26,1997
hnd,88.79,1998
hnd,93.74,1999
hnd,100.0,2000
hnd,103.0,2001
hnd,103.4,2002
hnd,115.7,2003
hnd,141.4,2004
hnd,162.9,2005
hnd,191.1,2006
hnd,242.5,2007
hnd,296.1,2008
hkg,10.55,1980
hkg,11.65,1981
hkg,11.08,1982
hkg,11.29,1983
hkg,13.42,1984
hkg,13.96,1985
hkg,16.62,1986
hkg,22.77,1987
hkg,30.03,1988
hkg,33.91,1989
hkg,38.76,1990
hkg,47.1,1991
hkg,57.99,1992
hkg,65.15,1993
hkg,76.05,1994
hkg,90.58,1995
hkg,93.3,1996
hkg,98.03,1997
hkg,86.71,1998
hkg,84.36,1999
hkg,100.0,2000
hkg,94.49,2001
hkg,97.57,2002
hkg,109.0,2003
hkg,127.4,2004
hkg,140.8,2005
hkg,157.3,2006
hkg,172.8,2007
hkg,182.6,2008
hun,31.41,1980
hun,31.21,1981
hun,29.01,1982
hun,27.18,1983
hun,26.06,1984
hun,27.89,1985
hun,32.86,1986
hun,33.47,1987
hun,32.4,1988
hun,31.37,1989
hun,30.45,1990
hun,39.64,1991
hun,38.54,1992
hun,43.41,1993
hun,50.82,1994
hun,53.68,1995
hun,56.33,1996
hun,66.01,1997
hun,80.01,1998
hun,87.22,1999
hun,100.0,2000
hun,105.0,2001
hun,115.9,2002
hun,146.9,2003
hun,185.8,2004
hun,203.1,2005
hun,237.8,2006
hun,291.8,2007
hun,332.2,2008
isl,36.93,1980
isl,38.28,1981
isl,34.33,1982
isl,30.13,1983
isl,31.26,1984
isl,34.04,1985
isl,41.96,1986
isl,60.25,1987
isl,60.79,1988
isl,53.54,1989
isl,63.1,1990
isl,69.24,1991
isl,65.1,1992
isl,52.12,1993
isl,57.22,1994
isl,68.55,1995
isl,79.79,1996
isl,79.95,1997
isl,96.18,1998
isl,97.78,1999
isl,100.0,2000
isl,86.31,2001
isl,86.86,2002
isl,113.0,2003
isl,146.2,2004
isl,194.7,2005
isl,226.8,2006
isl,254.1,2007
ind,67.36,1995
ind,73.64,1996
ind,80.41,1997
ind,83.42,1998
ind,91.18,1999
ind,100.0,2000
ind,97.81,2001
ind,109.7,2002
ind,140.8,2003
ind,193.7,2004
ind,277.2,2005
ind,340.1,2006
ind,417.8,2007
ind,568.1,2008
idn,32.33,1980
idn,39.6,1981
idn,50.3,1982
idn,48.79,1983
idn,41.42,1984
idn,30.61,1985
idn,31.98,1986
idn,36.91,1987
idn,39.53,1988
idn,48.81,1989
idn,65.16,1990
idn,77.19,1991
idn,81.4,1992
idn,84.52,1993
idn,95.43,1994
idn,100.7,1995
idn,106.4,1996
idn,103.3,1997
idn,67.72,1998
idn,59.46,1999
irn,88.29,1980
irn,105.3,1981
irn,94.33,1982
irn,118.5,1983
irn,96.86,1984
irn,78.95,1985
irn,69.61,1986
irn,78.94,1987
irn,69.76,1988
irn,88.43,1989
irn,120.5,1990
irn,165.6,1991
irn,153.0,1992
irn,126.8,1993
irn,82.97,1994
irn,84.0,1995
irn,98.57,1996
irn,92.87,1997
irn,93.94,1998
irn,88.33,1999
irn,100.0,2000
irn,119.6,2001
irn,146.5,2002
irn,174.9,2003
irn,232.7,2004
irn,269.4,2005
irn,328.9,2006
irn,372.1,2007
irn,442.2,2008
irl,21.76,1980
irl,20.59,1981
irl,18.85,1982
irl,17.81,1983
irl,18.82,1984
irl,19.43,1985
irl,22.62,1986
irl,26.53,1987
irl,30.32,1988
irl,33.91,1989
irl,40.06,1990
irl,40.22,1991
irl,43.53,1992
irl,42.55,1993
irl,50.59,1994
irl,64.41,1995
irl,69.64,1996
irl,76.16,1997
irl,86.43,1998
irl,91.66,1999
irl,100.0,2000
irl,99.41,2001
irl,98.4,2002
irl,99.99,2003
irl,117.0,2004
irl,135.4,2005
irl,146.3,2006
irl,161.9,2007
irl,161.7,2008
isr,22.4,1980
isr,22.1,1981
isr,22.41,1982
isr,23.46,1983
isr,23.33,1984
isr,23.26,1985
isr,26.97,1986
isr,33.32,1987
isr,36.18,1988
isr,36.9,1989
isr,42.77,1990
isr,47.19,1991
isr,52.51,1992
isr,57.26,1993
isr,66.36,1994
isr,79.03,1995
isr,83.66,1996
isr,80.96,1997
isr,76.75,1998
isr,85.38,1999
isr,100.0,2000
isr,91.28,2001
isr,91.92,2002
isr,95.82,2003
isr,114.9,2004
isr,126.3,2005
isr,134.2,2006
isr,157.8,2007
isr,183.2,2008
ita,42.48,1980
ita,39.7,1981
ita,36.79,1982
ita,33.63,1983
ita,35.89,1984
ita,36.94,1985
ita,41.9,1986
ita,52.83,1987
ita,58.31,1988
ita,64.5,1989
ita,76.6,1990
ita,76.69,1991
ita,79.36,1992
ita,62.38,1993
ita,71.17,1994
ita,86.9,1995
ita,87.41,1996
ita,88.22,1997
ita,91.64,1998
ita,92.48,1999
ita,100.0,2000
ita,99.19,2001
ita,103.2,2002
ita,124.2,2003
ita,148.3,2004
ita,161.3,2005
ita,185.4,2006
ita,215.2,2007
ita,232.3,2008
jam,35.48,1980
jam,44.61,1981
jam,41.83,1982
jam,45.25,1983
jam,34.71,1984
jam,33.66,1985
jam,29.43,1986
jam,37.49,1987
jam,44.06,1988
jam,56.09,1989
jam,58.39,1990
jam,55.22,1991
jam,50.75,1992
jam,64.59,1993
jam,67.37,1994
jam,85.35,1995
jam,89.81,1996
jam,94.84,1997
jam,91.93,1998
jam,87.82,1999
jam,100.0,2000
jam,101.8,2001
jam,107.0,2002
jam,110.2,2003
jam,114.3,2004
jam,135.1,2005
jam,160.9,2006
jam,194.3,2007
jam,234.1,2008
jpn,33.17,1980
jpn,33.89,1981
jpn,32.2,1982
jpn,31.52,1983
jpn,33.65,1984
jpn,33.02,1985
jpn,32.8,1986
jpn,38.27,1987
jpn,48.56,1988
jpn,52.32,1989
jpn,57.28,1990
jpn,58.78,1991
jpn,58.47,1992
jpn,61.4,1993
jpn,71.74,1994
jpn,87.54,1995
jpn,87.19,1996
jpn,85.66,1997
jpn,71.31,1998
jpn,81.51,1999
jpn,100.0,2000
jpn,89.66,2001
jpn,87.03,2002
jpn,99.99,2003
jpn,119.3,2004
jpn,136.1,2005
jpn,153.7,2006
jpn,157.6,2007
jpn,194.9,2008
jor,52.25,1980
jor,68.84,1981
jor,70.48,1982
jor,66.04,1983
jor,60.56,1984
jor,59.45,1985
jor,52.9,1986
jor,58.9,1987
jor,59.42,1988
jor,46.23,1989
jor,56.56,1990
jor,54.55,1991
jor,70.8,1992
jor,76.97,1993
jor,73.57,1994
jor,80.43,1995
jor,93.38,1996
jor,89.22,1997
jor,83.28,1998
jor,80.85,1999
jor,100.0,2000
jor,106.0,2001
jor,110.4,2002
jor,124.9,2003
jor,176.8,2004
jor,228.5,2005
jor,249.0,2006
jor,293.9,2007
jor,364.7,2008
ken,68.42,1980
ken,62.45,1981
ken,52.95,1982
ken,42.94,1983
ken,47.3,1984
ken,46.24,1985
ken,51.95,1986
ken,55.97,1987
ken,64.0,1988
ken,70.01,1989
ken,71.58,1990
ken,62.32,1991
ken,59.29,1992
ken,57.13,1993
ken,67.32,1994
ken,96.31,1995
ken,94.96,1996
ken,105.6,1997
ken,103.0,1998
ken,91.2,1999
ken,100.0,2000
ken,102.8,2001
ken,104.5,2002
ken,120.0,2003
ken,146.6,2004
ken,198.0,2005
ken,235.4,2006
ken,289.5,2007
ken,356.6,2008
kor,13.89,1980
kor,16.28,1981
kor,15.11,1982
kor,16.32,1983
kor,19.09,1984
kor,19.4,1985
kor,19.68,1986
kor,25.56,1987
kor,32.28,1988
kor,38.3,1989
kor,43.52,1990
kor,50.8,1991
kor,50.96,1992
kor,52.22,1993
kor,63.78,1994
kor,84.2,1995
kor,93.68,1996
kor,90.11,1997
kor,58.13,1998
kor,74.62,1999
kor,100.0,2000
kor,87.92,2001
kor,94.79,2002
kor,111.4,2003
kor,139.9,2004
kor,162.8,2005
kor,192.8,2006
kor,222.4,2007
kor,271.2,2008
kwt,91.28,1980
kwt,97.37,1981
kwt,115.8,1982
kwt,103.0,1983
kwt,96.35,1984
kwt,83.9,1985
kwt,79.88,1986
kwt,76.78,1987
kwt,85.86,1988
kwt,88.04,1989
kwt,55.5,1990
kwt,66.52,1991
kwt,101.4,1992
kwt,98.34,1993
kwt,93.57,1994
kwt,108.8,1995
kwt,117.0,1996
kwt,115.2,1997
kwt,120.4,1998
kwt,106.4,1999
kwt,100.0,2000
kwt,109.4,2001
kwt,125.8,2002
kwt,153.5,2003
kwt,176.5,2004
kwt,220.8,2005
kwt,222.9,2006
kwt,329.7,2007
kwt,364.2,2008
lao,17.19,1980
lao,20.55,1981
lao,24.66,1982
lao,28.02,1983
lao,30.26,1984
lao,36.06,1985
lao,34.75,1986
lao,40.35,1987
lao,27.84,1988
lao,36.24,1989
lao,34.56,1990
lao,31.76,1991
lao,50.44,1992
lao,80.71,1993
lao,105.4,1994
lao,110.0,1995
lao,128.8,1996
lao,131.9,1997
lao,103.3,1998
lao,98.04,1999
lao,100.0,2000
lao,95.33,2001
lao,83.49,2002
lao,86.33,2003
lao,133.1,2004
lao,164.8,2005
lao,197.9,2006
lao,199.3,2007
lao,259.7,2008
lbn,58.59,1980
lbn,56.17,1981
lbn,54.43,1982
lbn,58.77,1983
lbn,47.33,1984
lbn,35.36,1985
lbn,35.36,1986
lbn,30.17,1987
lbn,39.44,1988
lbn,35.88,1989
lbn,40.53,1990
lbn,60.08,1991
lbn,67.45,1992
lbn,77.38,1993
lbn,95.23,1994
lbn,116.8,1995
lbn,121.0,1996
lbn,119.9,1997
lbn,113.5,1998
lbn,99.63,1999
lbn,100.0,2000
lbn,118.5,2001
lbn,105.3,2002
lbn,117.4,2003
lbn,154.2,2004
lbn,154.6,2005
lbn,150.9,2006
lbn,189.7,2007
lbn,259.1,2008
lso,52.87,1980
lso,57.07,1981
lso,56.7,1982
lso,59.76,1983
lso,53.79,1984
lso,41.98,1985
lso,43.74,1986
lso,58.11,1987
lso,72.26,1988
lso,73.32,1989
lso,83.18,1990
lso,100.2,1991
lso,111.2,1992
lso,107.6,1993
lso,108.7,1994
lso,136.9,1995
lso,139.2,1996
lso,141.0,1997
lso,116.3,1998
lso,107.0,1999
lso,100.0,2000
lso,92.37,2001
lso,100.7,2002
lso,138.6,2003
lso,177.9,2004
lso,174.2,2005
lso,181.2,2006
lso,213.9,2007
lso,250.9,2008
lby,166.1,1980
lby,205.4,1981
lby,175.8,1982
lby,147.7,1983
lby,152.5,1984
lby,100.5,1985
lby,102.3,1986
lby,105.4,1987
lby,143.8,1988
lby,120.6,1989
lby,130.8,1990
lby,131.4,1991
lby,123.8,1992
lby,136.0,1993
lby,105.9,1994
lby,128.1,1995
lby,139.0,1996
lby,137.7,1997
lby,139.4,1998
lby,105.4,1999
lby,100.0,2000
lby,110.1,2001
lby,137.2,2002
lby,152.8,2003
lby,217.4,2004
lby,278.4,2005
lby,328.8,2006
lby,485.7,2007
lby,694.5,2008
mac,24.03,1980
mac,31.53,1981
mac,31.79,1982
mac,32.15,1983
mac,35.22,1984
mac,34.34,1985
mac,39.31,1986
mac,50.14,1987
mac,57.61,1988
mac,65.22,1989
mac,67.78,1990
mac,81.35,1991
mac,86.17,1992
mac,88.3,1993
mac,92.41,1994
mac,89.58,1995
mac,88.11,1996
mac,91.85,1997
mac,86.15,1998
mac,90.05,1999
mac,100.0,2000
mac,105.6,2001
mac,111.9,2002
mac,121.8,2003
mac,153.8,2004
mac,173.1,2005
mac,201.9,2006
mac,237.3,2007
mac,237.3,2008
mdg,76.64,1980
mdg,51.21,1981
mdg,45.27,1982
mdg,37.92,1983
mdg,36.1,1984
mdg,33.66,1985
mdg,33.19,1986
mdg,31.61,1987
mdg,31.95,1988
mdg,32.07,1989
mdg,56.79,1990
mdg,44.71,1991
mdg,47.2,1992
mdg,51.57,1993
mdg,54.72,1994
mdg,62.97,1995
mdg,63.06,1996
mdg,69.59,1997
mdg,69.44,1998
mdg,74.44,1999
mdg,100.0,2000
mdg,101.9,2001
mdg,57.12,2002
mdg,118.9,2003
mdg,153.1,2004
mdg,155.5,2005
mdg,164.4,2006
mdg,240.2,2007
mdg,350.6,2008
mwi,82.54,1980
mwi,67.54,1981
mwi,57.2,1982
mwi,58.53,1983
mwi,50.87,1984
mwi,55.29,1985
mwi,48.58,1986
mwi,55.56,1987
mwi,78.9,1988
mwi,95.34,1989
mwi,108.2,1990
mwi,132.2,1991
mwi,138.3,1992
mwi,102.7,1993
mwi,92.41,1994
mwi,89.18,1995
mwi,117.1,1996
mwi,146.8,1997
mwi,96.79,1998
mwi,126.5,1999
mwi,100.0,2000
mwi,108.8,2001
mwi,129.7,2002
mwi,147.5,2003
mwi,175.2,2004
mwi,218.6,2005
mwi,227.1,2006
mwi,259.2,2007
mwi,414.0,2008
mys,13.15,1980
mys,14.09,1981
mys,15.15,1982
mys,16.18,1983
mys,17.14,1984
mys,14.95,1985
mys,13.18,1986
mys,15.47,1987
mys,20.14,1988
mys,27.43,1989
mys,35.7,1990
mys,44.71,1991
mys,48.63,1992
mys,55.7,1993
mys,72.72,1994
mys,94.79,1995
mys,95.68,1996
mys,96.42,1997
mys,71.1,1998
mys,79.78,1999
mys,100.0,2000
mys,90.12,2001
mys,97.45,2002
mys,99.98,2003
mys,128.5,2004
mys,139.6,2005
mys,159.9,2006
mys,179.1,2007
mys,200.6,2008
mdv,7.368,1980
mdv,7.885,1981
mdv,11.12,1982
mdv,14.64,1983
mdv,13.72,1984
mdv,13.64,1985
mdv,11.58,1986
mdv,20.84,1987
mdv,23.16,1988
mdv,28.98,1989
mdv,35.36,1990
mdv,41.49,1991
mdv,48.71,1992
mdv,49.22,1993
mdv,57.04,1994
mdv,68.94,1995
mdv,77.64,1996
mdv,89.77,1997
mdv,91.09,1998
mdv,103.5,1999
mdv,100.0,2000
mdv,101.3,2001
mdv,100.8,2002
mdv,121.2,2003
mdv,165.2,2004
mdv,191.7,2005
mdv,238.4,2006
mdv,282.1,2007
mdv,357.1,2008
mli,54.42,1980
mli,47.17,1981
mli,41.23,1982
mli,43.82,1983
mli,34.55,1984
mli,37.15,1985
mli,55.07,1986
mli,46.42,1987
mli,62.58,1988
mli,42.19,1989
mli,74.74,1990
mli,57.13,1991
mli,75.38,1992
mli,78.62,1993
mli,73.12,1994
mli,95.8,1995
mli,95.84,1996
mli,91.66,1997
mli,94.38,1998
mli,102.2,1999
mli,100.0,2000
mli,122.5,2001
mli,115.0,2002
mli,157.6,2003
mli,169.2,2004
mli,191.4,2005
mli,225.7,2006
mli,270.9,2007
mli,414.1,2008
mrt,88.08,1980
mrt,81.67,1981
mrt,85.02,1982
mrt,69.91,1983
mrt,64.0,1984
mrt,72.0,1985
mrt,68.13,1986
mrt,72.57,1987
mrt,73.85,1988
mrt,68.53,1989
mrt,67.92,1990
mrt,123.0,1991
mrt,142.2,1992
mrt,123.4,1993
mrt,124.2,1994
mrt,94.96,1995
mrt,99.12,1996
mrt,95.35,1997
mrt,87.93,1998
mrt,84.85,1999
mrt,100.0,2000
mrt,102.4,2001
mrt,94.94,2002
mrt,119.4,2003
mrt,203.3,2004
mrt,295.8,2005
mrt,239.7,2006
mrt,314.8,2007
mrt,357.2,2008
mus,29.35,1980
mus,26.91,1981
mus,22.2,1982
mus,21.13,1983
mus,22.51,1984
mus,25.26,1985
mus,32.7,1986
mus,48.39,1987
mus,61.66,1988
mus,63.3,1989
mus,77.32,1990
mus,74.47,1991
mus,77.63,1992
mus,81.98,1993
mus,92.23,1994
mus,89.53,1995
mus,103.7,1996
mus,99.17,1997
mus,93.9,1998
mus,101.8,1999
mus,100.0,2000
mus,90.0,2001
mus,97.82,2002
mus,107.1,2003
mus,125.5,2004
mus,143.0,2005
mus,164.3,2006
mus,176.4,2007
mus,211.4,2008
mex,12.12,1980
mex,15.58,1981
mex,9.711,1982
mex,6.829,1983
mex,9.136,1984
mex,10.46,1985
mex,9.618,1986
mex,10.78,1987
mex,16.09,1988
mex,19.92,1989
mex,23.84,1990
mex,28.63,1991
mex,35.6,1992
mex,37.46,1993
mex,45.47,1994
mex,41.52,1995
mex,51.27,1996
mex,62.86,1997
mex,71.67,1998
mex,81.36,1999
mex,100.0,2000
mex,96.43,2001
mex,96.66,2002
mex,97.7,2003
mex,113.1,2004
mex,126.9,2005
mex,146.8,2006
mex,162.3,2007
mex,168.9,2008
fsm,93.23,1995
fsm,78.77,1996
fsm,70.46,1997
fsm,46.3,1998
fsm,38.4,1999
fsm,100.0,2000
fsm,106.6,2001
fsm,97.69,2002
fsm,110.5,2003
fsm,124.4,2004
fsm,122.0,2005
fsm,129.3,2006
fsm,131.1,2007
mng,89.15,1980
mng,114.5,1981
mng,128.7,1982
mng,151.0,1983
mng,158.7,1984
mng,178.3,1985
mng,299.4,1986
mng,179.8,1987
mng,181.2,1988
mng,156.7,1989
mng,150.4,1990
mng,58.73,1991
mng,68.09,1992
mng,62.88,1993
mng,54.24,1994
mng,67.58,1995
mng,71.36,1996
mng,76.21,1997
mng,81.9,1998
mng,83.45,1999
mng,100.0,2000
mng,103.8,2001
mng,112.4,2002
mng,130.3,2003
mng,166.2,2004
mng,192.7,2005
mng,241.8,2006
mng,344.6,2007
mng,588.4,2008
mar,36.89,1980
mar,38.15,1981
mar,37.41,1982
mar,31.14,1983
mar,33.91,1984
mar,33.38,1985
mar,32.97,1986
mar,36.67,1987
mar,41.38,1988
mar,47.62,1989
mar,60.01,1990
mar,59.59,1991
mar,63.71,1992
mar,58.37,1993
mar,71.72,1994
mar,86.9,1995
mar,84.14,1996
mar,82.59,1997
mar,89.22,1998
mar,86.05,1999
mar,100.0,2000
mar,95.7,2001
mar,102.9,2002
mar,123.6,2003
mar,154.8,2004
mar,180.4,2005
mar,207.9,2006
mar,261.4,2007
mar,351.7,2008
moz,69.08,1980
moz,69.17,1981
moz,72.19,1982
moz,54.92,1983
moz,46.63,1984
moz,36.61,1985
moz,46.89,1986
moz,55.44,1987
moz,63.56,1988
moz,69.78,1989
moz,75.82,1990
moz,77.63,1991
moz,73.83,1992
moz,82.47,1993
moz,88.0,1994
moz,60.61,1995
moz,65.34,1996
moz,63.62,1997
moz,68.01,1998
moz,98.06,1999
moz,100.0,2000
moz,91.47,2001
moz,132.8,2002
moz,150.8,2003
moz,175.1,2004
moz,207.2,2005
moz,246.9,2006
moz,276.2,2007
moz,327.3,2008
mmr,14.85,1980
mmr,15.67,1981
mmr,17.19,1982
mmr,11.25,1983
mmr,10.05,1984
mmr,11.89,1985
mmr,12.8,1986
mmr,11.3,1987
mmr,10.25,1988
mmr,8.034,1989
mmr,11.35,1990
mmr,27.16,1991
mmr,27.39,1992
mmr,34.25,1993
mmr,37.08,1994
mmr,56.13,1995
mmr,57.1,1996
mmr,85.63,1997
mmr,112.2,1998
mmr,96.74,1999
mmr,100.0,2000
mmr,119.8,2001
mmr,97.79,2002
mmr,87.06,2003
mmr,91.46,2004
mmr,80.24,2005
mmr,106.8,2006
mmr,136.6,2007
mmr,179.0,2008
nam,75.07,1990
nam,74.12,1991
nam,82.78,1992
nam,85.54,1993
nam,91.13,1994
nam,104.3,1995
nam,107.8,1996
nam,113.1,1997
nam,106.4,1998
nam,103.9,1999
nam,100.0,2000
nam,99.83,2001
nam,94.85,2002
nam,127.8,2003
nam,156.2,2004
nam,172.3,2005
nam,188.4,2006
nam,215.5,2007
nam,291.7,2008
npl,21.76,1980
npl,23.47,1981
npl,25.13,1982
npl,29.5,1983
npl,26.49,1984
npl,28.82,1985
npl,29.22,1986
npl,36.27,1987
npl,43.07,1988
npl,36.97,1989
npl,42.72,1990
npl,46.83,1991
npl,49.33,1992
npl,56.57,1993
npl,73.44,1994
npl,84.73,1995
npl,88.85,1996
npl,107.6,1997
npl,79.17,1998
npl,90.37,1999
npl,100.0,2000
npl,93.65,2001
npl,90.15,2002
npl,111.5,2003
npl,123.2,2004
npl,145.1,2005
npl,158.3,2006
npl,184.6,2007
npl,69.9,2008
nld,39.58,1980
nld,33.72,1981
nld,32.32,1982
nld,31.41,1983
nld,31.3,1984
nld,32.63,1985
nld,37.98,1986
nld,45.96,1987
nld,50.16,1988
nld,52.82,1989
nld,63.2,1990
nld,63.93,1991
nld,67.68,1992
nld,62.57,1993
nld,70.69,1994
nld,89.36,1995
nld,91.94,1996
nld,89.45,1997
nld,94.15,1998
nld,95.69,1999
nld,100.0,2000
nld,98.23,2001
nld,97.31,2002
nld,117.5,2003
nld,142.6,2004
nld,156.2,2005
nld,180.1,2006
nld,211.5,2007
nld,245.4,2008
ant,198.9,1980
ant,205.4,1981
ant,178.3,1982
ant,158.6,1983
ant,141.3,1984
ant,48.63,1985
ant,38.97,1986
ant,52.62,1987
ant,49.17,1988
ant,56.43,1989
ant,75.03,1990
ant,74.94,1991
ant,65.46,1992
ant,68.22,1993
ant,61.58,1994
ant,64.51,1995
ant,88.25,1996
ant,72.98,1997
ant,71.85,1998
ant,70.73,1999
ant,100.0,2000
ant,98.74,2001
ant,79.25,2002
ant,91.06,2003
ant,68.06,2004
ant,79.56,2005
ant,90.5,2006
ant,100.6,2007
ant,113.0,2008
ncl,49.26,1980
ncl,44.13,1981
ncl,39.69,1982
ncl,32.87,1983
ncl,33.66,1984
ncl,37.03,1985
ncl,54.05,1986
ncl,67.82,1987
ncl,65.29,1988
ncl,82.64,1989
ncl,95.46,1990
ncl,93.5,1991
ncl,99.31,1992
ncl,91.78,1993
ncl,93.51,1994
ncl,103.1,1995
ncl,107.3,1996
ncl,100.6,1997
ncl,100.9,1998
ncl,108.9,1999
ncl,100.0,2000
ncl,101.0,2001
ncl,109.8,2002
ncl,166.1,2003
ncl,178.0,2004
ncl,192.3,2005
ncl,228.5,2006
ncl,302.1,2007
ncl,348.9,2008
nzl,39.57,1980
nzl,41.51,1981
nzl,42.55,1982
nzl,38.23,1983
nzl,44.32,1984
nzl,42.75,1985
nzl,43.46,1986
nzl,51.66,1987
nzl,52.56,1988
nzl,62.92,1989
nzl,67.84,1990
nzl,59.95,1991
nzl,65.93,1992
nzl,68.83,1993
nzl,84.88,1994
nzl,99.98,1995
nzl,105.5,1996
nzl,104.0,1997
nzl,89.56,1998
nzl,102.8,1999
nzl,100.0,2000
nzl,95.35,2001
nzl,107.3,2002
nzl,132.4,2003
nzl,165.7,2004
nzl,187.6,2005
nzl,189.4,2006
nzl,222.6,2007
nzl,245.4,2008
nic,49.14,1980
nic,55.36,1981
nic,42.96,1982
nic,45.73,1983
nic,46.99,1984
nic,53.41,1985
nic,47.46,1986
nic,45.79,1987
nic,44.6,1988
nic,34.06,1989
nic,35.31,1990
nic,41.62,1991
nic,47.36,1992
nic,41.73,1993
nic,48.0,1994
nic,54.01,1995
nic,63.9,1996
nic,80.3,1997
nic,82.62,1998
nic,103.1,1999
nic,100.0,2000
nic,98.33,2001
nic,97.13,2002
nic,104.1,2003
nic,122.5,2004
nic,145.3,2005
nic,165.5,2006
nic,198.2,2007
nic,237.4,2008
ner,151.1,1980
ner,129.7,1981
ner,118.6,1982
ner,82.32,1983
ner,73.39,1984
ner,93.98,1985
ner,93.73,1986
ner,79.07,1987
ner,98.41,1988
ner,92.38,1989
ner,98.93,1990
ner,90.41,1991
ner,121.8,1992
ner,95.36,1993
ner,83.46,1994
ner,94.53,1995
ner,113.4,1996
ner,94.53,1997
ner,119.2,1998
ner,103.8,1999
ner,100.0,2000
ner,104.3,2001
ner,118.5,2002
ner,157.4,2003
ner,189.8,2004
ner,238.6,2005
ner,240.1,2006
ner,267.3,2007
ner,389.7,2008
nga,190.8,1980
nga,241.4,1981
nga,183.5,1982
nga,141.1,1983
nga,107.7,1984
nga,101.9,1985
nga,49.01,1986
nga,51.2,1987
nga,63.44,1988
nga,48.01,1989
nga,64.52,1990
nga,103.0,1991
nga,94.89,1992
nga,63.49,1993
nga,75.83,1994
nga,94.28,1995
nga,73.82,1996
nga,108.9,1997
nga,105.6,1998
nga,98.47,1999
nga,100.0,2000
nga,108.8,2001
nga,129.2,2002
nga,162.9,2003
nga,184.2,2004
nga,243.0,2005
nga,294.8,2006
nga,367.6,2007
nga,423.3,2008
nor,52.05,1980
nor,46.01,1981
nor,44.62,1982
nor,39.66,1983
nor,41.03,1984
nor,46.43,1985
nor,61.82,1986
nor,68.47,1987
nor,65.91,1988
nor,62.45,1989
nor,76.47,1990
nor,74.11,1991
nor,78.39,1992
nor,70.08,1993
nor,82.16,1994
nor,100.1,1995
nor,107.3,1996
nor,104.9,1997
nor,110.0,1998
nor,102.5,1999
nor,100.0,2000
nor,99.38,2001
nor,105.6,2002
nor,122.6,2003
nor,148.8,2004
nor,170.5,2005
nor,197.6,2006
nor,246.2,2007
nor,269.1,2008
omn,34.37,1980
omn,45.4,1981
omn,53.23,1982
omn,49.46,1983
omn,54.53,1984
omn,62.56,1985
omn,47.67,1986
omn,36.16,1987
omn,43.69,1988
omn,44.79,1989
omn,53.21,1990
omn,63.37,1991
omn,74.79,1992
omn,81.63,1993
omn,77.68,1994
omn,84.29,1995
omn,90.83,1996
omn,99.73,1997
omn,112.7,1998
omn,92.74,1999
omn,100.0,2000
omn,115.0,2001
omn,119.2,2002
omn,130.4,2003
omn,175.9,2004
omn,175.2,2005
omn,216.6,2006
omn,317.0,2007
omn,454.9,2008
pak,49.25,1980
pak,51.83,1981
pak,50.3,1982
pak,49.05,1983
pak,53.88,1984
pak,54.21,1985
pak,49.46,1986
pak,53.59,1987
pak,60.66,1988
pak,65.75,1989
pak,67.89,1990
pak,77.68,1991
pak,86.33,1992
pak,87.44,1993
pak,81.82,1994
pak,105.5,1995
pak,111.7,1996
pak,106.7,1997
pak,85.67,1998
pak,93.95,1999
pak,100.0,2000
pak,93.81,2001
pak,103.4,2002
pak,120.0,2003
pak,165.2,2004
pak,233.4,2005
pak,274.5,2006
pak,300.0,2007
pak,389.6,2008
pan,45.58,1981
pan,46.47,1982
pan,41.79,1983
pan,42.12,1984
pan,41.19,1985
pan,36.38,1986
pan,38.66,1987
pan,22.23,1988
pan,29.18,1989
pan,45.54,1990
pan,50.17,1991
pan,59.89,1992
pan,64.75,1993
pan,71.15,1994
pan,74.31,1995
pan,82.28,1996
pan,88.85,1997
pan,100.6,1998
pan,104.1,1999
pan,100.0,2000
pan,87.71,2001
pan,88.26,2002
