surviving_kids_per_woman,geo,time
2.091,prk,1828
2.091,prk,1829
2.091,prk,1830
2.091,prk,1831
2.091,prk,1832
2.091,prk,1833
2.091,prk,1834
2.091,prk,1835
2.091,prk,1836
2.091,prk,1837
2.091,prk,1838
2.091,prk,1839
2.091,prk,1840
2.091,prk,1841
2.091,prk,1842
2.091,prk,1843
2.091,prk,1844
2.091,prk,1845
2.091,prk,1846
2.091,prk,1847
2.091,prk,1848
2.091,prk,1849
2.091,prk,1850
2.091,prk,1851
2.091,prk,1852
2.091,prk,1853
2.091,prk,1854
2.091,prk,1855
2.091,prk,1856
2.091,prk,1857
2.091,prk,1858
2.091,prk,1859
2.091,prk,1860
2.091,prk,1861
2.091,prk,1862
2.091,prk,1863
2.091,prk,1864
2.091,prk,1865
2.091,prk,1866
2.091,prk,1867
2.091,prk,1868
2.091,prk,1869
2.091,prk,1870
2.091,prk,1871
2.091,prk,1872
2.091,prk,1873
2.091,prk,1874
2.091,prk,1875
2.091,prk,1876
2.091,prk,1877
2.091,prk,1878
2.091,prk,1879
2.091,prk,1880
2.091,prk,1881
2.091,prk,1882
2.091,prk,1883
2.091,prk,1884
2.091,prk,1885
2.091,prk,1886
2.091,prk,1887
2.091,prk,1888
2.091,prk,1889
2.091,prk,1890
2.091,prk,1891
2.091,prk,1892
2.091,prk,1893
2.091,prk,1894
2.091,prk,1895
2.091,prk,1896
2.091,prk,1897
2.091,prk,1898
2.091,prk,1899
2.091,prk,1900
2.092,prk,1901
2.093,prk,1902
2.093,prk,1903
2.094,prk,1904
1.994,prk,1905
1.994,prk,1906
1.893,prk,1907
1.894,prk,1908
1.895,prk,1909
1.895,prk,1910
1.896,prk,1911
1.999,prk,1912
1.999,prk,1913
2.0,prk,1914
2.103,prk,1915
2.103,prk,1916
2.205,prk,1917
2.206,prk,1918
2.206,prk,1919
2.307,prk,1920
2.407,prk,1921
2.407,prk,1922
2.507,prk,1923
2.484,prk,1924
2.559,prk,1925
2.631,prk,1926
2.7,prk,1927
2.767,prk,1928
2.79,prk,1929
2.906,prk,1930
3.022,prk,1931
3.139,prk,1932
3.164,prk,1933
3.268,prk,1934
3.371,prk,1935
3.474,prk,1936
3.667,prk,1937
3.769,prk,1938
3.744,prk,1939
3.807,prk,1940
3.783,prk,1941
3.843,prk,1942
3.817,prk,1943
3.512,prk,1944
3.123,prk,1945
2.734,prk,1946
2.394,prk,1947
1.997,prk,1948
1.632,prk,1949
1.226,prk,1950
1.437,prk,1951
1.809,prk,1952
2.13,prk,1953
2.352,prk,1954
2.562,prk,1955
2.71,prk,1956
2.815,prk,1957
2.815,prk,1958
2.837,prk,1959
2.791,prk,1960
2.796,prk,1961
2.78,prk,1962
2.838,prk,1963
2.885,prk,1964
3.015,prk,1965
3.154,prk,1966
3.236,prk,1967
3.337,prk,1968
3.405,prk,1969
3.414,prk,1970
3.321,prk,1971
3.215,prk,1972
3.079,prk,1973
2.912,prk,1974
2.711,prk,1975
2.571,prk,1976
2.448,prk,1977
2.401,prk,1978
2.392,prk,1979
2.442,prk,1980
2.487,prk,1981
2.546,prk,1982
2.555,prk,1983
2.528,prk,1984
2.495,prk,1985
2.412,prk,1986
2.339,prk,1987
2.293,prk,1988
2.247,prk,1989
2.228,prk,1990
2.192,prk,1991
2.183,prk,1992
2.146,prk,1993
2.109,prk,1994
2.062,prk,1995
2.006,prk,1996
1.941,prk,1997
1.906,prk,1998
1.871,prk,1999
1.845,prk,2000
1.838,prk,2001
1.848,prk,2002
1.847,prk,2003
1.847,prk,2004
1.838,prk,2005
1.855,prk,2006
1.855,prk,2007
1.855,prk,2008
1.846,prk,2009
1.837,prk,2010
1.761,prk,2020
1.751,prk,2030
1.792,prk,2050
1.942,prk,2099
2.057,kor,1800
2.057,kor,1801
2.057,kor,1802
2.057,kor,1803
2.057,kor,1804
2.057,kor,1805
2.057,kor,1806
2.057,kor,1807
2.057,kor,1808
2.057,kor,1809
2.057,kor,1810
2.057,kor,1811
2.057,kor,1812
2.057,kor,1813
2.057,kor,1814
2.057,kor,1815
2.057,kor,1816
2.057,kor,1817
2.057,kor,1818
2.057,kor,1819
2.057,kor,1820
2.057,kor,1821
2.057,kor,1822
2.057,kor,1823
2.057,kor,1824
2.057,kor,1825
2.057,kor,1826
2.057,kor,1827
2.057,kor,1828
2.057,kor,1829
2.057,kor,1830
2.057,kor,1831
2.057,kor,1832
2.057,kor,1833
2.057,kor,1834
2.057,kor,1835
2.057,kor,1836
2.057,kor,1837
2.057,kor,1838
2.057,kor,1839
2.057,kor,1840
2.057,kor,1841
2.057,kor,1842
2.057,kor,1843
2.057,kor,1844
2.057,kor,1845
2.057,kor,1846
2.057,kor,1847
2.057,kor,1848
2.057,kor,1849
2.057,kor,1850
2.057,kor,1851
2.057,kor,1852
2.057,kor,1853
2.057,kor,1854
2.057,kor,1855
2.057,kor,1856
2.057,kor,1857
2.057,kor,1858
2.057,kor,1859
2.057,kor,1860
2.057,kor,1861
2.057,kor,1862
2.057,kor,1863
2.057,kor,1864
2.057,kor,1865
2.057,kor,1866
2.057,kor,1867
2.057,kor,1868
2.057,kor,1869
2.057,kor,1870
2.057,kor,1871
2.057,kor,1872
2.057,kor,1873
2.057,kor,1874
2.057,kor,1875
2.057,kor,1876
2.057,kor,1877
2.057,kor,1878
2.057,kor,1879
2.057,kor,1880
2.057,kor,1881
2.057,kor,1882
2.057,kor,1883
2.057,kor,1884
2.057,kor,1885
2.057,kor,1886
2.057,kor,1887
2.057,kor,1888
2.057,kor,1889
2.057,kor,1890
2.057,kor,1891
2.057,kor,1892
2.057,kor,1893
2.057,kor,1894
2.057,kor,1895
2.057,kor,1896
2.057,kor,1897
2.057,kor,1898
2.057,kor,1899
2.057,kor,1900
2.055,kor,1901
2.054,kor,1902
2.052,kor,1903
1.952,kor,1904
1.95,kor,1905
1.849,kor,1906
1.848,kor,1907
1.846,kor,1908
1.845,kor,1909
1.844,kor,1910
1.842,kor,1911
1.94,kor,1912
1.938,kor,1913
1.937,kor,1914
2.034,kor,1915
2.032,kor,1916
2.129,kor,1917
2.127,kor,1918
2.131,kor,1919
2.232,kor,1920
2.333,kor,1921
2.337,kor,1922
2.438,kor,1923
2.43,kor,1924
2.517,kor,1925
2.603,kor,1926
2.688,kor,1927
2.772,kor,1928
2.786,kor,1929
2.893,kor,1930
3.0,kor,1931
3.107,kor,1932
3.123,kor,1933
3.232,kor,1934
3.34,kor,1935
3.449,kor,1936
3.648,kor,1937
3.756,kor,1938
3.744,kor,1939
3.82,kor,1940
3.807,kor,1941
3.881,kor,1942
3.868,kor,1943
3.806,kor,1944
3.826,kor,1945
3.762,kor,1946
3.698,kor,1947
3.634,kor,1948
3.124,kor,1949
2.669,kor,1950
2.875,kor,1951
3.313,kor,1952
3.625,kor,1953
3.959,kor,1954
4.231,kor,1955
4.365,kor,1956
4.524,kor,1957
4.62,kor,1958
4.576,kor,1959
4.573,kor,1960
4.521,kor,1961
4.37,kor,1962
4.271,kor,1963
4.174,kor,1964
4.079,kor,1965
4.001,kor,1966
3.943,kor,1967
3.846,kor,1968
3.807,kor,1969
3.781,kor,1970
3.726,kor,1971
3.651,kor,1972
3.497,kor,1973
3.347,kor,1974
3.131,kor,1975
2.938,kor,1976
2.719,kor,1977
2.518,kor,1978
2.377,kor,1979
2.227,kor,1980
2.124,kor,1981
1.999,kor,1982
1.901,kor,1983
1.784,kor,1984
1.691,kor,1985
1.605,kor,1986
1.532,kor,1987
1.507,kor,1988
1.488,kor,1989
1.5,kor,1990
1.518,kor,1991
1.547,kor,1992
1.557,kor,1993
1.547,kor,1994
1.538,kor,1995
1.5,kor,1996
1.461,kor,1997
1.395,kor,1998
1.344,kor,1999
1.287,kor,2000
1.245,kor,2001
1.207,kor,2002
1.183,kor,2003
1.173,kor,2004
1.177,kor,2005
1.196,kor,2006
1.22,kor,2007
1.249,kor,2008
1.268,kor,2009
1.301,kor,2010
1.48,kor,2020
1.62,kor,2030
1.814,kor,2050
2.018,kor,2099
5.457,kwt,1950
5.449,kwt,1951
5.529,kwt,1952
5.607,kwt,1953
5.691,kwt,1954
5.765,kwt,1955
5.773,kwt,1956
5.854,kwt,1957
5.941,kwt,1958
5.957,kwt,1959
6.051,kwt,1960
6.151,kwt,1961
6.177,kwt,1962
6.285,kwt,1963
6.383,kwt,1964
6.409,kwt,1965
6.488,kwt,1966
6.479,kwt,1967
6.521,kwt,1968
6.477,kwt,1969
6.462,kwt,1970
6.355,kwt,1971
6.23,kwt,1972
6.137,kwt,1973
5.965,kwt,1974
5.838,kwt,1975
5.665,kwt,1976
5.501,kwt,1977
5.393,kwt,1978
5.247,kwt,1979
5.091,kwt,1980
4.956,kwt,1981
4.752,kwt,1982
4.512,kwt,1983
4.234,kwt,1984
3.949,kwt,1985
3.614,kwt,1986
3.269,kwt,1987
2.943,kwt,1988
2.645,kwt,1989
2.413,kwt,1990
2.27,kwt,1991
2.195,kwt,1992
2.195,kwt,1993
2.26,kwt,1994
2.373,kwt,1995
2.476,kwt,1996
2.551,kwt,1997
2.579,kwt,1998
2.542,kwt,1999
2.481,kwt,2000
2.368,kwt,2001
2.255,kwt,2002
2.179,kwt,2003
2.123,kwt,2004
2.113,kwt,2005
2.123,kwt,2006
2.142,kwt,2007
2.16,kwt,2008
2.17,kwt,2009
2.17,kwt,2010
2.069,kwt,2020
2.03,kwt,2030
2.016,kwt,2050
2.045,kwt,2099
3.269,kgz,1950
3.262,kgz,1951
3.326,kgz,1952
3.348,kgz,1953
3.442,kgz,1954
3.494,kgz,1955
3.562,kgz,1956
3.696,kgz,1957
3.788,kgz,1958
3.94,kgz,1959
4.026,kgz,1960
4.158,kgz,1961
4.197,kgz,1962
4.282,kgz,1963
4.266,kgz,1964
4.226,kgz,1965
4.22,kgz,1966
4.154,kgz,1967
4.144,kgz,1968
4.087,kgz,1969
4.029,kgz,1970
4.023,kgz,1971
3.939,kgz,1972
3.856,kgz,1973
3.794,kgz,1974
3.693,kgz,1975
3.591,kgz,1976
3.507,kgz,1977
3.447,kgz,1978
3.455,kgz,1979
3.455,kgz,1980
3.463,kgz,1981
3.52,kgz,1982
3.537,kgz,1983
3.585,kgz,1984
3.576,kgz,1985
3.559,kgz,1986
3.57,kgz,1987
3.526,kgz,1988
3.473,kgz,1989
3.411,kgz,1990
3.331,kgz,1991
3.234,kgz,1992
3.137,kgz,1993
3.031,kgz,1994
2.916,kgz,1995
2.801,kgz,1996
2.686,kgz,1997
2.571,kgz,1998
2.465,kgz,1999
2.368,kgz,2000
2.297,kgz,2001
2.253,kgz,2002
2.244,kgz,2003
2.267,kgz,2004
2.294,kgz,2005
2.33,kgz,2006
2.356,kgz,2007
2.383,kgz,2008
2.392,kgz,2009
2.392,kgz,2010
2.311,kgz,2020
2.245,kgz,2030
2.154,kgz,2050
2.072,kgz,2099
2.7,lao,1800
2.7,lao,1801
2.7,lao,1802
2.7,lao,1803
2.7,lao,1804
2.7,lao,1805
2.7,lao,1806
2.7,lao,1807
2.7,lao,1808
2.7,lao,1809
2.7,lao,1810
2.7,lao,1811
2.7,lao,1812
2.7,lao,1813
2.7,lao,1814
2.7,lao,1815
2.7,lao,1816
2.7,lao,1817
2.7,lao,1818
2.7,lao,1819
2.7,lao,1820
2.7,lao,1821
2.7,lao,1822
2.7,lao,1823
2.7,lao,1824
2.7,lao,1825
2.7,lao,1826
2.7,lao,1827
2.7,lao,1828
2.7,lao,1829
2.7,lao,1830
2.7,lao,1831
2.7,lao,1832
2.7,lao,1833
2.7,lao,1834
2.7,lao,1835
2.7,lao,1836
2.7,lao,1837
2.7,lao,1838
2.7,lao,1839
2.7,lao,1840
2.7,lao,1841
2.7,lao,1842
2.7,lao,1843
2.7,lao,1844
2.7,lao,1845
2.7,lao,1846
2.7,lao,1847
2.7,lao,1848
2.7,lao,1849
2.7,lao,1850
2.7,lao,1851
2.7,lao,1852
2.7,lao,1853
2.7,lao,1854
2.7,lao,1855
2.7,lao,1856
2.7,lao,1857
2.7,lao,1858
2.7,lao,1859
2.7,lao,1860
2.7,lao,1861
2.7,lao,1862
2.7,lao,1863
2.7,lao,1864
2.7,lao,1865
2.7,lao,1866
2.7,lao,1867
2.7,lao,1868
2.7,lao,1869
2.7,lao,1870
2.7,lao,1871
2.7,lao,1872
2.7,lao,1873
2.7,lao,1874
2.7,lao,1875
2.7,lao,1876
2.7,lao,1877
2.7,lao,1878
2.7,lao,1879
2.7,lao,1880
2.7,lao,1881
2.7,lao,1882
2.7,lao,1883
2.7,lao,1884
2.7,lao,1885
2.7,lao,1886
2.7,lao,1887
2.7,lao,1888
2.7,lao,1889
2.7,lao,1890
2.7,lao,1891
2.7,lao,1892
2.7,lao,1893
2.7,lao,1894
2.7,lao,1895
2.7,lao,1896
2.7,lao,1897
2.7,lao,1898
2.7,lao,1899
2.7,lao,1900
2.7,lao,1901
2.7,lao,1902
2.7,lao,1903
2.7,lao,1904
2.7,lao,1905
2.7,lao,1906
2.7,lao,1907
2.7,lao,1908
2.7,lao,1909
2.7,lao,1910
2.7,lao,1911
2.7,lao,1912
2.7,lao,1913
2.7,lao,1914
2.7,lao,1915
2.7,lao,1916
2.7,lao,1917
2.7,lao,1918
2.7,lao,1919
2.7,lao,1920
2.7,lao,1921
2.7,lao,1922
2.7,lao,1923
2.7,lao,1924
2.7,lao,1925
2.697,lao,1926
2.694,lao,1927
2.69,lao,1928
2.687,lao,1929
2.683,lao,1930
2.68,lao,1931
2.677,lao,1932
2.673,lao,1933
2.67,lao,1934
2.667,lao,1935
2.663,lao,1936
2.66,lao,1937
2.657,lao,1938
2.653,lao,1939
2.65,lao,1940
2.742,lao,1941
2.833,lao,1942
2.924,lao,1943
3.013,lao,1944
3.101,lao,1945
3.188,lao,1946
3.274,lao,1947
3.359,lao,1948
3.442,lao,1949
3.525,lao,1950
3.525,lao,1951
3.525,lao,1952
3.525,lao,1953
3.617,lao,1954
3.617,lao,1955
3.617,lao,1956
3.617,lao,1957
3.708,lao,1958
3.708,lao,1959
3.708,lao,1960
3.708,lao,1961
3.714,lao,1962
3.798,lao,1963
3.798,lao,1964
3.798,lao,1965
3.798,lao,1966
3.798,lao,1967
3.882,lao,1968
3.882,lao,1969
3.882,lao,1970
3.888,lao,1971
3.977,lao,1972
3.99,lao,1973
4.003,lao,1974
4.023,lao,1975
4.133,lao,1976
4.16,lao,1977
4.194,lao,1978
4.221,lao,1979
4.339,lao,1980
4.366,lao,1981
4.471,lao,1982
4.478,lao,1983
4.485,lao,1984
4.56,lao,1985
4.627,lao,1986
4.605,lao,1987
4.655,lao,1988
4.694,lao,1989
4.642,lao,1990
4.647,lao,1991
4.618,lao,1992
4.569,lao,1993
4.426,lao,1994
4.33,lao,1995
4.211,lao,1996
4.07,lao,1997
3.872,lao,1998
3.722,lao,1999
3.53,lao,2000
3.388,lao,2001
3.258,lao,2002
3.104,lao,2003
2.993,lao,2004
2.894,lao,2005
2.781,lao,2006
2.704,lao,2007
2.607,lao,2008
2.535,lao,2009
2.454,lao,2010
1.954,lao,2020
1.697,lao,2030
1.532,lao,2050
1.869,lao,2099
2.373,lva,1800
2.37,lva,1801
2.366,lva,1802
2.362,lva,1803
2.359,lva,1804
2.355,lva,1805
2.351,lva,1806
2.348,lva,1807
2.344,lva,1808
2.34,lva,1809
2.337,lva,1810
2.333,lva,1811
2.329,lva,1812
2.326,lva,1813
2.322,lva,1814
2.318,lva,1815
2.315,lva,1816
2.311,lva,1817
2.308,lva,1818
2.304,lva,1819
2.3,lva,1820
2.297,lva,1821
2.293,lva,1822
2.289,lva,1823
2.286,lva,1824
2.282,lva,1825
2.278,lva,1826
2.275,lva,1827
2.271,lva,1828
2.267,lva,1829
2.264,lva,1830
2.26,lva,1831
2.256,lva,1832
2.253,lva,1833
2.249,lva,1834
2.245,lva,1835
2.242,lva,1836
2.238,lva,1837
2.235,lva,1838
2.231,lva,1839
2.227,lva,1840
2.224,lva,1841
2.22,lva,1842
2.216,lva,1843
2.213,lva,1844
2.209,lva,1845
2.205,lva,1846
2.202,lva,1847
2.198,lva,1848
2.194,lva,1849
2.191,lva,1850
2.179,lva,1851
2.167,lva,1852
2.155,lva,1853
2.142,lva,1854
2.13,lva,1855
2.118,lva,1856
2.106,lva,1857
2.094,lva,1858
2.082,lva,1859
2.07,lva,1860
2.058,lva,1861
2.117,lva,1862
2.104,lva,1863
2.092,lva,1864
2.148,lva,1865
2.135,lva,1866
2.122,lva,1867
2.177,lva,1868
2.163,lva,1869
2.15,lva,1870
2.202,lva,1871
2.188,lva,1872
2.175,lva,1873
2.224,lva,1874
2.21,lva,1875
2.196,lva,1876
2.244,lva,1877
2.229,lva,1878
2.215,lva,1879
2.26,lva,1880
2.245,lva,1881
2.23,lva,1882
2.273,lva,1883
2.258,lva,1884
2.243,lva,1885
2.284,lva,1886
2.268,lva,1887
2.252,lva,1888
2.291,lva,1889
2.275,lva,1890
2.259,lva,1891
2.296,lva,1892
2.279,lva,1893
2.263,lva,1894
2.297,lva,1895
2.28,lva,1896
2.264,lva,1897
2.3,lva,1898
2.286,lva,1899
2.273,lva,1900
2.307,lva,1901
2.293,lva,1902
2.279,lva,1903
2.265,lva,1904
2.298,lva,1905
2.283,lva,1906
2.269,lva,1907
2.3,lva,1908
2.285,lva,1909
2.271,lva,1910
2.3,lva,1911
2.285,lva,1912
2.27,lva,1913
2.297,lva,1914
2.282,lva,1915
2.267,lva,1916
2.293,lva,1917
2.277,lva,1918
2.262,lva,1919
2.247,lva,1920
2.27,lva,1921
2.255,lva,1922
2.239,lva,1923
2.261,lva,1924
2.245,lva,1925
2.197,lva,1926
2.183,lva,1927
2.133,lva,1928
2.116,lva,1929
2.066,lva,1930
2.02,lva,1931
2.004,lva,1932
1.957,lva,1933
1.938,lva,1934
1.891,lva,1935
1.938,lva,1936
1.96,lva,1937
1.981,lva,1938
2.029,lva,1939
2.05,lva,1940
2.037,lva,1941
1.997,lva,1942
1.981,lva,1943
1.941,lva,1944
1.9,lva,1945
1.882,lva,1946
1.841,lva,1947
1.821,lva,1948
1.78,lva,1949
1.758,lva,1950
1.758,lva,1951
1.767,lva,1952
1.767,lva,1953
1.776,lva,1954
1.784,lva,1955
1.775,lva,1956
1.782,lva,1957
1.764,lva,1958
1.761,lva,1959
1.743,lva,1960
1.738,lva,1961
1.706,lva,1962
1.688,lva,1963
1.695,lva,1964
1.673,lva,1965
1.673,lva,1966
1.683,lva,1967
1.688,lva,1968
1.715,lva,1969
1.743,lva,1970
1.794,lva,1971
1.807,lva,1972
1.825,lva,1973
1.844,lva,1974
1.828,lva,1975
1.828,lva,1976
1.828,lva,1977
1.819,lva,1978
1.819,lva,1979
1.819,lva,1980
1.819,lva,1981
1.853,lva,1982
1.855,lva,1983
1.889,lva,1984
1.908,lva,1985
1.932,lva,1986
1.914,lva,1987
1.886,lva,1988
1.816,lva,1989
1.743,lva,1990
1.637,lva,1991
1.537,lva,1992
1.401,lva,1993
1.29,lva,1994
1.202,lva,1995
1.164,lva,1996
1.119,lva,1997
1.073,lva,1998
1.064,lva,1999
1.072,lva,2000
1.082,lva,2001
1.128,lva,2002
1.156,lva,2003
1.202,lva,2004
1.23,lva,2005
1.257,lva,2006
1.285,lva,2007
1.332,lva,2008
1.35,lva,2009
1.379,lva,2010
1.537,lva,2020
1.666,lva,2030
1.839,lva,2050
2.006,lva,2099
2.344,lbn,1800
2.344,lbn,1801
2.344,lbn,1802
2.344,lbn,1803
2.344,lbn,1804
2.344,lbn,1805
2.344,lbn,1806
2.344,lbn,1807
2.344,lbn,1808
2.344,lbn,1809
2.344,lbn,1810
2.344,lbn,1811
2.344,lbn,1812
2.344,lbn,1813
2.344,lbn,1814
2.344,lbn,1815
2.344,lbn,1816
2.344,lbn,1817
2.344,lbn,1818
2.344,lbn,1819
2.344,lbn,1820
2.344,lbn,1821
2.344,lbn,1822
2.344,lbn,1823
2.344,lbn,1824
2.344,lbn,1825
2.344,lbn,1826
2.344,lbn,1827
2.344,lbn,1828
2.344,lbn,1829
2.344,lbn,1830
2.344,lbn,1831
2.344,lbn,1832
2.344,lbn,1833
2.344,lbn,1834
2.344,lbn,1835
2.344,lbn,1836
2.344,lbn,1837
2.344,lbn,1838
2.344,lbn,1839
2.344,lbn,1840
2.344,lbn,1841
2.344,lbn,1842
2.344,lbn,1843
2.344,lbn,1844
2.344,lbn,1845
2.344,lbn,1846
2.344,lbn,1847
2.344,lbn,1848
2.344,lbn,1849
2.344,lbn,1850
2.344,lbn,1851
2.344,lbn,1852
2.344,lbn,1853
2.344,lbn,1854
2.344,lbn,1855
2.344,lbn,1856
2.344,lbn,1857
2.344,lbn,1858
2.344,lbn,1859
2.344,lbn,1860
2.344,lbn,1861
2.344,lbn,1862
2.344,lbn,1863
2.344,lbn,1864
2.344,lbn,1865
2.344,lbn,1866
2.344,lbn,1867
2.344,lbn,1868
2.344,lbn,1869
2.344,lbn,1870
2.344,lbn,1871
2.344,lbn,1872
2.344,lbn,1873
2.344,lbn,1874
2.344,lbn,1875
2.344,lbn,1876
2.344,lbn,1877
2.344,lbn,1878
2.344,lbn,1879
2.344,lbn,1880
2.344,lbn,1881
2.344,lbn,1882
2.344,lbn,1883
2.344,lbn,1884
2.344,lbn,1885
2.344,lbn,1886
2.344,lbn,1887
2.344,lbn,1888
2.344,lbn,1889
2.344,lbn,1890
2.344,lbn,1891
2.344,lbn,1892
2.344,lbn,1893
2.344,lbn,1894
2.344,lbn,1895
2.344,lbn,1896
2.344,lbn,1897
2.344,lbn,1898
2.344,lbn,1899
2.344,lbn,1900
2.344,lbn,1901
2.344,lbn,1902
2.344,lbn,1903
2.344,lbn,1904
2.344,lbn,1905
2.344,lbn,1906
2.344,lbn,1907
2.344,lbn,1908
2.344,lbn,1909
2.344,lbn,1910
2.344,lbn,1911
2.344,lbn,1912
2.344,lbn,1913
2.344,lbn,1914
2.344,lbn,1915
2.344,lbn,1916
2.344,lbn,1917
2.344,lbn,1918
2.344,lbn,1919
2.344,lbn,1920
2.344,lbn,1921
2.344,lbn,1922
2.344,lbn,1923
2.344,lbn,1924
2.344,lbn,1925
2.344,lbn,1926
2.345,lbn,1927
2.345,lbn,1928
2.345,lbn,1929
2.345,lbn,1930
2.346,lbn,1931
2.346,lbn,1932
2.346,lbn,1933
2.347,lbn,1934
2.347,lbn,1935
2.347,lbn,1936
2.348,lbn,1937
2.348,lbn,1938
2.348,lbn,1939
2.349,lbn,1940
2.534,lbn,1941
2.807,lbn,1942
2.985,lbn,1943
3.246,lbn,1944
3.416,lbn,1945
3.581,lbn,1946
3.823,lbn,1947
3.978,lbn,1948
4.203,lbn,1949
4.347,lbn,1950
4.409,lbn,1951
4.47,lbn,1952
4.47,lbn,1953
4.529,lbn,1954
4.595,lbn,1955
4.659,lbn,1956
4.659,lbn,1957
4.729,lbn,1958
4.729,lbn,1959
4.782,lbn,1960
4.774,lbn,1961
4.816,lbn,1962
4.783,lbn,1963
4.806,lbn,1964
4.746,lbn,1965
4.686,lbn,1966
4.662,lbn,1967
4.575,lbn,1968
4.48,lbn,1969
4.433,lbn,1970
4.337,lbn,1971
4.241,lbn,1972
4.145,lbn,1973
4.091,lbn,1974
4.012,lbn,1975
3.932,lbn,1976
3.853,lbn,1977
3.782,lbn,1978
3.702,lbn,1979
3.668,lbn,1980
3.588,lbn,1981
3.499,lbn,1982
3.409,lbn,1983
3.311,lbn,1984
3.213,lbn,1985
3.145,lbn,1986
3.046,lbn,1987
2.965,lbn,1988
2.893,lbn,1989
2.855,lbn,1990
2.801,lbn,1991
2.755,lbn,1992
2.71,lbn,1993
2.687,lbn,1994
2.632,lbn,1995
2.568,lbn,1996
2.486,lbn,1997
2.394,lbn,1998
2.293,lbn,1999
2.21,lbn,2000
2.099,lbn,2001
2.006,lbn,2002
1.914,lbn,2003
1.849,lbn,2004
1.807,lbn,2005
1.77,lbn,2006
1.742,lbn,2007
1.714,lbn,2008
1.695,lbn,2009
1.677,lbn,2010
1.557,lbn,2020
1.516,lbn,2030
1.602,lbn,2050
1.908,lbn,2099
2.665,lso,1800
2.665,lso,1801
2.665,lso,1802
2.665,lso,1803
2.665,lso,1804
2.665,lso,1805
2.665,lso,1806
2.665,lso,1807
2.665,lso,1808
2.665,lso,1809
2.665,lso,1810
2.665,lso,1811
2.665,lso,1812
2.665,lso,1813
2.665,lso,1814
2.665,lso,1815
2.665,lso,1816
2.665,lso,1817
2.665,lso,1818
2.665,lso,1819
2.665,lso,1820
2.665,lso,1821
2.665,lso,1822
2.665,lso,1823
2.665,lso,1824
2.665,lso,1825
2.665,lso,1826
2.665,lso,1827
2.665,lso,1828
2.665,lso,1829
2.665,lso,1830
2.665,lso,1831
2.665,lso,1832
2.665,lso,1833
2.665,lso,1834
2.665,lso,1835
2.665,lso,1836
2.665,lso,1837
2.665,lso,1838
2.665,lso,1839
2.665,lso,1840
2.665,lso,1841
2.665,lso,1842
2.665,lso,1843
2.665,lso,1844
2.665,lso,1845
2.665,lso,1846
2.665,lso,1847
2.665,lso,1848
2.665,lso,1849
2.665,lso,1850
2.665,lso,1851
2.665,lso,1852
2.665,lso,1853
2.665,lso,1854
2.665,lso,1855
2.665,lso,1856
2.665,lso,1857
2.665,lso,1858
2.665,lso,1859
2.665,lso,1860
2.665,lso,1861
2.665,lso,1862
2.665,lso,1863
2.665,lso,1864
2.665,lso,1865
2.665,lso,1866
2.665,lso,1867
2.665,lso,1868
2.665,lso,1869
2.665,lso,1870
2.665,lso,1871
2.665,lso,1872
2.665,lso,1873
2.665,lso,1874
2.665,lso,1875
2.665,lso,1876
2.665,lso,1877
2.665,lso,1878
2.665,lso,1879
2.665,lso,1880
2.665,lso,1881
2.665,lso,1882
2.665,lso,1883
2.665,lso,1884
2.665,lso,1885
2.665,lso,1886
2.665,lso,1887
2.665,lso,1888
2.665,lso,1889
2.665,lso,1890
2.665,lso,1891
2.665,lso,1892
2.665,lso,1893
2.665,lso,1894
2.665,lso,1895
2.665,lso,1896
2.665,lso,1897
2.665,lso,1898
2.665,lso,1899
2.665,lso,1900
2.665,lso,1901
2.665,lso,1902
2.665,lso,1903
2.665,lso,1904
2.665,lso,1905
2.665,lso,1906
2.665,lso,1907
2.665,lso,1908
2.665,lso,1909
2.665,lso,1910
2.665,lso,1911
2.665,lso,1912
2.665,lso,1913
2.665,lso,1914
2.665,lso,1915
2.665,lso,1916
2.665,lso,1917
2.665,lso,1918
2.665,lso,1919
2.665,lso,1920
2.665,lso,1921
2.665,lso,1922
2.665,lso,1923
2.665,lso,1924
2.665,lso,1925
2.665,lso,1926
2.664,lso,1927
2.664,lso,1928
2.663,lso,1929
2.663,lso,1930
2.662,lso,1931
2.662,lso,1932
2.661,lso,1933
2.66,lso,1934
2.66,lso,1935
2.659,lso,1936
2.659,lso,1937
2.658,lso,1938
2.658,lso,1939
2.657,lso,1940
2.657,lso,1941
2.656,lso,1942
2.656,lso,1943
2.655,lso,1944
2.654,lso,1945
2.746,lso,1946
2.926,lso,1947
3.104,lso,1948
3.191,lso,1949
3.363,lso,1950
3.368,lso,1951
3.465,lso,1952
3.471,lso,1953
3.562,lso,1954
3.646,lso,1955
3.646,lso,1956
3.728,lso,1957
3.728,lso,1958
3.804,lso,1959
3.877,lso,1960
3.871,lso,1961
3.943,lso,1962
3.936,lso,1963
3.936,lso,1964
3.929,lso,1965
3.929,lso,1966
4.007,lso,1967
4.014,lso,1968
4.014,lso,1969
4.014,lso,1970
4.014,lso,1971
4.083,lso,1972
4.076,lso,1973
4.069,lso,1974
4.13,lso,1975
4.116,lso,1976
4.167,lso,1977
4.209,lso,1978
4.18,lso,1979
4.219,lso,1980
4.181,lso,1981
4.21,lso,1982
4.172,lso,1983
4.19,lso,1984
4.135,lso,1985
