geo,children_per_woman_total_fertility_with_projections,time
col,3.012,1992
col,2.966,1993
col,2.92,1994
col,2.872,1995
col,2.823,1996
col,2.775,1997
col,2.727,1998
col,2.682,1999
col,2.64,2000
col,2.603,2001
col,2.57,2002
col,2.542,2003
col,2.518,2004
col,2.496,2005
col,2.475,2006
col,2.454,2007
col,2.43,2008
col,2.405,2009
col,2.376,2010
col,2.346,2011
col,2.316,2012
col,2.286,2013
col,2.257,2014
col,2.229,2015
col,2.203,2016
col,2.178,2017
col,2.154,2018
col,2.131,2019
col,2.11,2020
col,2.089,2021
col,2.068,2022
col,2.049,2023
col,2.03,2024
col,1.934,2030
col,1.837,2040
col,1.8,2050
col,1.806,2070
col,1.821,2080
col,1.846,2099
com,6.01,1800
com,6.01,1801
com,6.01,1802
com,6.01,1803
com,6.01,1804
com,6.01,1805
com,6.01,1806
com,6.01,1807
com,6.01,1808
com,6.01,1809
com,6.01,1810
com,6.01,1811
com,6.01,1812
com,6.01,1813
com,6.01,1814
com,6.01,1815
com,6.01,1816
com,6.01,1817
com,6.01,1818
com,6.01,1819
com,6.01,1820
com,6.01,1821
com,6.01,1822
com,6.01,1823
com,6.01,1824
com,6.01,1825
com,6.01,1826
com,6.01,1827
com,6.01,1828
com,6.01,1829
com,6.01,1830
com,6.01,1831
com,6.01,1832
com,6.01,1833
com,6.01,1834
com,6.01,1835
com,6.01,1836
com,6.01,1837
com,6.01,1838
com,6.01,1839
com,6.01,1840
com,6.01,1841
com,6.01,1842
com,6.01,1843
com,6.01,1844
com,6.01,1845
com,6.01,1846
com,6.01,1847
com,6.01,1848
com,6.01,1849
com,6.01,1850
com,6.01,1851
com,6.01,1852
com,6.01,1853
com,6.01,1854
com,6.01,1855
com,6.01,1856
com,6.01,1857
com,6.01,1858
com,6.01,1859
com,6.01,1860
com,6.01,1861
com,6.01,1862
com,6.01,1863
com,6.01,1864
com,6.01,1865
com,6.01,1866
com,6.01,1867
com,6.01,1868
com,6.01,1869
com,6.01,1870
com,6.01,1871
com,6.01,1872
com,6.01,1873
com,6.01,1874
com,6.01,1875
com,6.01,1876
com,6.01,1877
com,6.01,1878
com,6.01,1879
com,6.01,1880
com,6.01,1881
com,6.01,1882
com,6.01,1883
com,6.01,1884
com,6.01,1885
com,6.01,1886
com,6.01,1887
com,6.01,1888
com,6.01,1889
com,6.01,1890
com,6.01,1891
com,6.01,1892
com,6.01,1893
com,6.01,1894
com,6.01,1895
com,6.01,1896
com,6.01,1897
com,6.01,1898
com,6.01,1899
com,6.01,1900
com,6.01,1901
com,6.01,1902
com,6.01,1903
com,6.01,1904
com,6.01,1905
com,6.01,1906
com,6.01,1907
com,6.01,1908
com,6.01,1909
com,6.01,1910
com,6.01,1911
com,6.01,1912
com,6.01,1913
com,6.01,1914
com,6.01,1915
com,6.01,1916
com,6.01,1917
com,6.01,1918
com,6.01,1919
com,6.01,1920
com,6.01,1921
com,6.01,1922
com,6.01,1923
com,6.01,1924
com,6.01,1925
com,5.997,1926
com,5.984,1927
com,5.971,1928
com,5.958,1929
com,5.945,1930
com,5.932,1931
com,5.919,1932
com,5.906,1933
com,5.893,1934
com,5.88,1935
com,5.867,1936
com,5.854,1937
com,5.842,1938
com,5.829,1939
com,5.816,1940
com,5.803,1941
com,5.79,1942
com,5.777,1943
com,5.764,1944
com,5.751,1945
com,5.738,1946
com,5.725,1947
com,5.712,1948
com,5.699,1949
com,5.686,1950
com,5.771,1951
com,5.934,1952
com,6.085,1953
com,6.223,1954
com,6.348,1955
com,6.46,1956
com,6.56,1957
com,6.648,1958
com,6.725,1959
com,6.792,1960
com,6.849,1961
com,6.897,1962
com,6.939,1963
com,6.975,1964
com,7.004,1965
com,7.027,1966
com,7.044,1967
com,7.055,1968
com,7.06,1969
com,7.061,1970
com,7.06,1971
com,7.058,1972
com,7.055,1973
com,7.052,1974
com,7.054,1975
com,7.065,1976
com,7.084,1977
com,7.106,1978
com,7.126,1979
com,7.129,1980
com,7.102,1981
com,7.033,1982
com,6.921,1983
com,6.766,1984
com,6.576,1985
com,6.362,1986
com,6.141,1987
com,5.928,1988
com,5.735,1989
com,5.573,1990
com,5.447,1991
com,5.355,1992
com,5.293,1993
com,5.257,1994
com,5.246,1995
com,5.253,1996
com,5.27,1997
com,5.289,1998
com,5.306,1999
com,5.315,2000
com,5.313,2001
com,5.303,2002
com,5.283,2003
com,5.254,2004
com,5.216,2005
com,5.168,2006
com,5.112,2007
com,5.051,2008
com,4.986,2009
com,4.919,2010
com,4.85,2011
com,4.782,2012
com,4.714,2013
com,4.648,2014
com,4.584,2015
com,4.522,2016
com,4.462,2017
com,4.403,2018
com,4.345,2019
com,4.288,2020
com,4.233,2021
com,4.178,2022
com,4.125,2023
com,4.073,2024
com,3.783,2030
com,3.376,2040
com,3.057,2050
com,2.599,2070
com,2.423,2080
com,2.154,2099
cod,5.99,1800
cod,5.99,1801
cod,5.99,1802
cod,5.99,1803
cod,5.99,1804
cod,5.99,1805
cod,5.99,1806
cod,5.99,1807
cod,5.99,1808
cod,5.99,1809
cod,5.99,1810
cod,5.99,1811
cod,5.99,1812
cod,5.99,1813
cod,5.99,1814
cod,5.99,1815
cod,5.99,1816
cod,5.99,1817
cod,5.99,1818
cod,5.99,1819
cod,5.99,1820
cod,5.99,1821
cod,5.99,1822
cod,5.99,1823
cod,5.99,1824
cod,5.99,1825
cod,5.99,1826
cod,5.99,1827
cod,5.99,1828
cod,5.99,1829
cod,5.99,1830
cod,5.99,1831
cod,5.99,1832
cod,5.99,1833
cod,5.99,1834
cod,5.99,1835
cod,5.99,1836
cod,5.99,1837
cod,5.99,1838
cod,5.99,1839
cod,5.99,1840
cod,5.99,1841
cod,5.99,1842
cod,5.99,1843
cod,5.99,1844
cod,5.99,1845
cod,5.99,1846
cod,5.99,1847
cod,5.99,1848
cod,5.99,1849
cod,5.99,1850
cod,5.99,1851
cod,5.99,1852
cod,5.99,1853
cod,5.99,1854
cod,5.99,1855
cod,5.99,1856
cod,5.99,1857
cod,5.99,1858
cod,5.99,1859
cod,5.99,1860
cod,5.99,1861
cod,5.99,1862
cod,5.99,1863
cod,5.99,1864
cod,5.99,1865
cod,5.99,1866
cod,5.99,1867
cod,5.99,1868
cod,5.99,1869
cod,5.99,1870
cod,5.99,1871
cod,5.99,1872
cod,5.99,1873
cod,5.99,1874
cod,5.99,1875
cod,5.99,1876
cod,5.99,1877
cod,5.99,1878
cod,5.99,1879
cod,5.99,1880
cod,5.99,1881
cod,5.99,1882
cod,5.99,1883
cod,5.99,1884
cod,5.99,1885
cod,5.99,1886
cod,5.99,1887
cod,5.99,1888
cod,5.99,1889
cod,5.99,1890
cod,5.99,1891
cod,5.99,1892
cod,5.99,1893
cod,5.99,1894
cod,5.99,1895
cod,5.99,1896
cod,5.99,1897
cod,5.99,1898
cod,5.99,1899
cod,5.99,1900
cod,5.99,1901
cod,5.99,1902
cod,5.99,1903
cod,5.99,1904
cod,5.99,1905
cod,5.99,1906
cod,5.99,1907
cod,5.99,1908
cod,5.99,1909
cod,5.99,1910
cod,5.99,1911
cod,5.99,1912
cod,5.99,1913
cod,5.99,1914
cod,5.99,1915
cod,5.99,1916
cod,5.99,1917
cod,5.99,1918
cod,5.99,1919
cod,5.99,1920
cod,5.99,1921
cod,5.99,1922
cod,5.99,1923
cod,5.99,1924
cod,5.99,1925
cod,5.99,1926
cod,5.99,1927
cod,5.99,1928
cod,5.991,1929
cod,5.991,1930
cod,5.991,1931
cod,5.991,1932
cod,5.991,1933
cod,5.991,1934
cod,5.992,1935
cod,5.992,1936
cod,5.992,1937
cod,5.992,1938
cod,5.992,1939
cod,5.992,1940
cod,5.993,1941
cod,5.993,1942
cod,5.993,1943
cod,5.993,1944
cod,5.993,1945
cod,5.993,1946
cod,5.994,1947
cod,5.994,1948
cod,5.994,1949
cod,5.994,1950
cod,5.99,1951
cod,5.981,1952
cod,5.975,1953
cod,5.972,1954
cod,5.97,1955
cod,5.972,1956
cod,5.976,1957
cod,5.982,1958
cod,5.99,1959
cod,6.001,1960
cod,6.015,1961
cod,6.03,1962
cod,6.048,1963
cod,6.067,1964
cod,6.089,1965
cod,6.111,1966
cod,6.135,1967
cod,6.161,1968
cod,6.187,1969
cod,6.214,1970
cod,6.242,1971
cod,6.271,1972
cod,6.301,1973
cod,6.333,1974
cod,6.366,1975
cod,6.403,1976
cod,6.443,1977
cod,6.487,1978
cod,6.535,1979
cod,6.585,1980
cod,6.636,1981
cod,6.689,1982
cod,6.742,1983
cod,6.794,1984
cod,6.847,1985
cod,6.902,1986
cod,6.96,1987
cod,7.019,1988
cod,7.077,1989
cod,7.133,1990
cod,7.183,1991
cod,7.223,1992
cod,7.251,1993
cod,7.267,1994
cod,7.267,1995
cod,7.253,1996
cod,7.227,1997
cod,7.19,1998
cod,7.143,1999
cod,7.089,2000
cod,7.027,2001
cod,6.96,2002
cod,6.887,2003
cod,6.809,2004
cod,6.728,2005
cod,6.642,2006
cod,6.55,2007
cod,6.454,2008
cod,6.354,2009
cod,6.251,2010
cod,6.146,2011
cod,6.039,2012
cod,5.933,2013
cod,5.827,2014
cod,5.723,2015
cod,5.62,2016
cod,5.519,2017
cod,5.419,2018
cod,5.32,2019
cod,5.223,2020
cod,5.127,2021
cod,5.033,2022
cod,4.94,2023
cod,4.849,2024
cod,4.335,2030
cod,3.63,2040
cod,3.114,2050
cod,2.474,2070
cod,2.27,2080
cod,2.025,2099
cog,5.67,1800
cog,5.67,1801
cog,5.67,1802
cog,5.67,1803
cog,5.67,1804
cog,5.67,1805
cog,5.67,1806
cog,5.67,1807
cog,5.67,1808
cog,5.67,1809
cog,5.67,1810
cog,5.67,1811
cog,5.67,1812
cog,5.67,1813
cog,5.67,1814
cog,5.67,1815
cog,5.67,1816
cog,5.67,1817
cog,5.67,1818
cog,5.67,1819
cog,5.67,1820
cog,5.67,1821
cog,5.67,1822
cog,5.67,1823
cog,5.67,1824
cog,5.67,1825
cog,5.67,1826
cog,5.67,1827
cog,5.67,1828
cog,5.67,1829
cog,5.67,1830
cog,5.67,1831
cog,5.67,1832
cog,5.67,1833
cog,5.67,1834
cog,5.67,1835
cog,5.67,1836
cog,5.67,1837
cog,5.67,1838
cog,5.67,1839
cog,5.67,1840
cog,5.67,1841
cog,5.67,1842
cog,5.67,1843
cog,5.67,1844
cog,5.67,1845
cog,5.67,1846
cog,5.67,1847
cog,5.67,1848
cog,5.67,1849
cog,5.67,1850
cog,5.67,1851
cog,5.67,1852
cog,5.67,1853
cog,5.67,1854
cog,5.67,1855
cog,5.67,1856
cog,5.67,1857
cog,5.67,1858
cog,5.67,1859
cog,5.67,1860
cog,5.67,1861
cog,5.67,1862
cog,5.67,1863
cog,5.67,1864
cog,5.67,1865
cog,5.67,1866
cog,5.67,1867
cog,5.67,1868
cog,5.67,1869
cog,5.67,1870
cog,5.67,1871
cog,5.67,1872
cog,5.67,1873
cog,5.67,1874
cog,5.67,1875
cog,5.67,1876
cog,5.67,1877
cog,5.67,1878
cog,5.67,1879
cog,5.67,1880
cog,5.67,1881
cog,5.67,1882
cog,5.67,1883
cog,5.67,1884
cog,5.67,1885
cog,5.67,1886
cog,5.67,1887
cog,5.67,1888
cog,5.67,1889
cog,5.67,1890
cog,5.67,1891
cog,5.67,1892
cog,5.67,1893
cog,5.67,1894
cog,5.67,1895
cog,5.67,1896
cog,5.67,1897
cog,5.67,1898
cog,5.67,1899
cog,5.67,1900
cog,5.67,1901
cog,5.67,1902
cog,5.67,1903
cog,5.67,1904
cog,5.67,1905
cog,5.67,1906
cog,5.67,1907
cog,5.67,1908
cog,5.67,1909
cog,5.67,1910
cog,5.67,1911
cog,5.67,1912
cog,5.67,1913
cog,5.67,1914
cog,5.67,1915
cog,5.67,1916
cog,5.67,1917
cog,5.67,1918
cog,5.67,1919
cog,5.67,1920
cog,5.67,1921
cog,5.67,1922
cog,5.67,1923
cog,5.67,1924
cog,5.67,1925
cog,5.67,1926
cog,5.67,1927
cog,5.67,1928
cog,5.67,1929
cog,5.67,1930
cog,5.67,1931
cog,5.67,1932
cog,5.67,1933
cog,5.67,1934
cog,5.67,1935
cog,5.67,1936
cog,5.67,1937
cog,5.669,1938
cog,5.669,1939
cog,5.669,1940
cog,5.669,1941
cog,5.669,1942
cog,5.669,1943
cog,5.669,1944
cog,5.669,1945
cog,5.669,1946
cog,5.669,1947
cog,5.669,1948
cog,5.669,1949
cog,5.669,1950
cog,5.67,1951
cog,5.676,1952
cog,5.685,1953
cog,5.7,1954
cog,5.719,1955
cog,5.743,1956
cog,5.771,1957
cog,5.804,1958
cog,5.84,1959
cog,5.88,1960
cog,5.922,1961
cog,5.967,1962
cog,6.012,1963
cog,6.056,1964
cog,6.098,1965
cog,6.138,1966
cog,6.174,1967
cog,6.207,1968
cog,6.235,1969
cog,6.259,1970
cog,6.28,1971
cog,6.297,1972
cog,6.312,1973
cog,6.321,1974
cog,6.325,1975
cog,6.318,1976
cog,6.301,1977
cog,6.273,1978
cog,6.231,1979
cog,6.178,1980
cog,6.112,1981
cog,6.036,1982
cog,5.952,1983
cog,5.864,1984
cog,5.774,1985
cog,5.682,1986
cog,5.591,1987
cog,5.503,1988
cog,5.421,1989
cog,5.347,1990
cog,5.286,1991
cog,5.236,1992
cog,5.198,1993
cog,5.171,1994
cog,5.154,1995
cog,5.145,1996
cog,5.141,1997
cog,5.139,1998
cog,5.137,1999
cog,5.134,2000
cog,5.131,2001
cog,5.128,2002
cog,5.125,2003
cog,5.122,2004
cog,5.119,2005
cog,5.114,2006
cog,5.109,2007
cog,5.101,2008
cog,5.089,2009
cog,5.072,2010
cog,5.046,2011
cog,5.012,2012
cog,4.969,2013
cog,4.918,2014
cog,4.86,2015
cog,4.798,2016
cog,4.733,2017
cog,4.668,2018
cog,4.605,2019
cog,4.543,2020
cog,4.485,2021
cog,4.427,2022
cog,4.37,2023
cog,4.314,2024
cog,3.994,2030
cog,3.54,2040
cog,3.178,2050
cog,2.674,2070
cog,2.487,2080
cog,2.209,2099
cri,6.93,1800
cri,6.93,1801
cri,6.93,1802
cri,6.93,1803
cri,6.93,1804
cri,6.93,1805
cri,6.93,1806
cri,6.93,1807
cri,6.93,1808
cri,6.93,1809
cri,6.93,1810
cri,6.93,1811
cri,6.93,1812
cri,6.93,1813
cri,6.93,1814
cri,6.93,1815
cri,6.93,1816
cri,6.93,1817
cri,6.93,1818
cri,6.93,1819
cri,6.93,1820
cri,6.93,1821
cri,6.93,1822
cri,6.93,1823
cri,6.93,1824
cri,6.93,1825
cri,6.93,1826
cri,6.93,1827
cri,6.93,1828
cri,6.93,1829
cri,6.93,1830
cri,6.93,1831
cri,6.93,1832
cri,6.93,1833
cri,6.93,1834
cri,6.93,1835
cri,6.93,1836
cri,6.93,1837
cri,6.93,1838
cri,6.93,1839
cri,6.93,1840
cri,6.93,1841
cri,6.93,1842
cri,6.93,1843
cri,6.93,1844
cri,6.93,1845
cri,6.93,1846
cri,6.93,1847
cri,6.93,1848
cri,6.93,1849
cri,6.93,1850
cri,6.93,1851
cri,6.93,1852
cri,6.93,1853
cri,6.93,1854
cri,6.93,1855
cri,6.93,1856
cri,6.93,1857
cri,6.93,1858
cri,6.93,1859
cri,6.93,1860
cri,6.93,1861
cri,6.93,1862
cri,6.93,1863
cri,6.93,1864
cri,6.93,1865
cri,6.93,1866
cri,6.93,1867
cri,6.93,1868
cri,6.93,1869
cri,6.93,1870
cri,6.93,1871
cri,6.93,1872
cri,6.93,1873
cri,6.93,1874
cri,6.93,1875
cri,6.93,1876
cri,6.93,1877
cri,6.93,1878
cri,6.93,1879
cri,6.93,1880
cri,6.928,1881
cri,6.925,1882
cri,6.923,1883
cri,6.92,1884
cri,6.918,1885
cri,6.915,1886
cri,6.912,1887
cri,6.91,1888
cri,6.907,1889
cri,6.905,1890
cri,6.902,1891
cri,6.9,1892
cri,6.921,1893
cri,6.942,1894
cri,6.963,1895
cri,6.984,1896
cri,7.005,1897
cri,7.011,1898
cri,7.017,1899
cri,7.023,1900
cri,7.029,1901
cri,7.035,1902
cri,7.074,1903
cri,7.113,1904
cri,7.152,1905
cri,7.191,1906
cri,7.23,1907
cri,7.251,1908
cri,7.272,1909
cri,7.293,1910
cri,7.314,1911
cri,7.335,1912
cri,7.209,1913
cri,7.083,1914
cri,6.957,1915
cri,6.831,1916
cri,6.705,1917
cri,6.711,1918
cri,6.717,1919
cri,6.723,1920
cri,6.729,1921
cri,6.735,1922
cri,6.774,1923
cri,6.813,1924
cri,6.852,1925
cri,6.891,1926
cri,6.93,1927
cri,6.882,1928
cri,6.834,1929
cri,6.786,1930
cri,6.738,1931
cri,6.69,1932
cri,6.651,1933
cri,6.612,1934
cri,6.573,1935
cri,6.534,1936
cri,6.495,1937
cri,6.595,1938
cri,6.695,1939
cri,6.795,1940
cri,6.84,1941
cri,6.885,1942
cri,6.93,1943
cri,6.975,1944
cri,7.02,1945
cri,6.926,1946
cri,6.832,1947
cri,6.738,1948
cri,6.644,1949
cri,6.55,1950
cri,6.592,1951
cri,6.677,1952
cri,6.766,1953
cri,6.858,1954
cri,6.952,1955
cri,7.047,1956
cri,7.138,1957
cri,7.22,1958
cri,7.282,1959
cri,7.311,1960
cri,7.295,1961
cri,7.221,1962
cri,7.085,1963
cri,6.886,1964
cri,6.631,1965
cri,6.328,1966
cri,5.997,1967
cri,5.657,1968
cri,5.324,1969
cri,5.012,1970
cri,4.733,1971
cri,4.488,1972
cri,4.278,1973
cri,4.105,1974
cri,3.968,1975
cri,3.864,1976
cri,3.784,1977
cri,3.719,1978
cri,3.665,1979
cri,3.618,1980
cri,3.577,1981
cri,3.544,1982
cri,3.517,1983
cri,3.491,1984
cri,3.463,1985
cri,3.427,1986
cri,3.38,1987
cri,3.323,1988
cri,3.254,1989
cri,3.175,1990
cri,3.09,1991
cri,3.002,1992
cri,2.917,1993
cri,2.835,1994
cri,2.758,1995
cri,2.686,1996
cri,2.616,1997
cri,2.548,1998
cri,2.481,1999
cri,2.414,2000
cri,2.345,2001
cri,2.275,2002
cri,2.204,2003
cri,2.134,2004
cri,2.067,2005
cri,2.006,2006
cri,1.953,2007
cri,1.909,2008
cri,1.874,2009
cri,1.847,2010
cri,1.827,2011
cri,1.81,2012
cri,1.795,2013
cri,1.78,2014
cri,1.765,2015
cri,1.75,2016
cri,1.736,2017
cri,1.723,2018
cri,1.712,2019
cri,1.703,2020
cri,1.695,2021
cri,1.689,2022
cri,1.684,2023
cri,1.68,2024
cri,1.671,2030
cri,1.69,2040
cri,1.723,2050
cri,1.784,2070
cri,1.809,2080
cri,1.844,2099
civ,6.78,1800
civ,6.78,1801
civ,6.78,1802
civ,6.78,1803
civ,6.78,1804
civ,6.78,1805
civ,6.78,1806
civ,6.78,1807
civ,6.78,1808
civ,6.78,1809
civ,6.78,1810
civ,6.78,1811
civ,6.78,1812
civ,6.78,1813
civ,6.78,1814
civ,6.78,1815
civ,6.78,1816
civ,6.78,1817
civ,6.78,1818
civ,6.78,1819
civ,6.78,1820
civ,6.78,1821
civ,6.78,1822
civ,6.78,1823
civ,6.78,1824
civ,6.78,1825
civ,6.78,1826
civ,6.78,1827
civ,6.78,1828
civ,6.78,1829
civ,6.78,1830
civ,6.78,1831
civ,6.78,1832
civ,6.78,1833
civ,6.78,1834
civ,6.78,1835
civ,6.78,1836
civ,6.78,1837
civ,6.78,1838
civ,6.78,1839
civ,6.78,1840
civ,6.78,1841
civ,6.78,1842
civ,6.78,1843
civ,6.78,1844
civ,6.78,1845
civ,6.78,1846
civ,6.78,1847
civ,6.78,1848
civ,6.78,1849
civ,6.78,1850
civ,6.78,1851
civ,6.78,1852
civ,6.78,1853
civ,6.78,1854
civ,6.78,1855
civ,6.78,1856
civ,6.78,1857
civ,6.78,1858
civ,6.78,1859
civ,6.78,1860
civ,6.78,1861
civ,6.78,1862
civ,6.78,1863
civ,6.78,1864
civ,6.78,1865
civ,6.78,1866
civ,6.78,1867
civ,6.78,1868
civ,6.78,1869
civ,6.78,1870
civ,6.78,1871
civ,6.78,1872
civ,6.78,1873
civ,6.78,1874
civ,6.78,1875
civ,6.78,1876
civ,6.78,1877
civ,6.78,1878
civ,6.78,1879
civ,6.78,1880
civ,6.78,1881
civ,6.78,1882
civ,6.78,1883
civ,6.78,1884
civ,6.78,1885
civ,6.78,1886
civ,6.78,1887
civ,6.78,1888
civ,6.78,1889
civ,6.78,1890
civ,6.78,1891
civ,6.78,1892
civ,6.78,1893
civ,6.78,1894
civ,6.78,1895
civ,6.78,1896
civ,6.78,1897
civ,6.78,1898
civ,6.78,1899
civ,6.78,1900
civ,6.78,1901
civ,6.78,1902
civ,6.78,1903
civ,6.78,1904
civ,6.78,1905
civ,6.78,1906
civ,6.78,1907
civ,6.78,1908
civ,6.78,1909
civ,6.78,1910
civ,6.78,1911
civ,6.78,1912
civ,6.78,1913
civ,6.78,1914
civ,6.78,1915
civ,6.78,1916
civ,6.78,1917
civ,6.78,1918
civ,6.78,1919
civ,6.78,1920
civ,6.78,1921
civ,6.78,1922
civ,6.78,1923
civ,6.78,1924
civ,6.78,1925
civ,6.774,1926
civ,6.767,1927
civ,6.761,1928
civ,6.755,1929
civ,6.748,1930
civ,6.742,1931
civ,6.736,1932
civ,6.729,1933
civ,6.723,1934
civ,6.717,1935
civ,6.71,1936
civ,6.704,1937
civ,6.698,1938
civ,6.692,1939
civ,6.685,1940
civ,6.679,1941
civ,6.673,1942
civ,6.666,1943
civ,6.66,1944
civ,6.654,1945
civ,6.647,1946
civ,6.641,1947
civ,6.635,1948
civ,6.628,1949
civ,6.622,1950
civ,6.66,1951
civ,6.736,1952
civ,6.812,1953
civ,6.888,1954
civ,6.965,1955
civ,7.042,1956
civ,7.119,1957
civ,7.197,1958
civ,7.274,1959
civ,7.351,1960
civ,7.427,1961
civ,7.501,1962
civ,7.572,1963
civ,7.639,1964
civ,7.701,1965
civ,7.757,1966
civ,7.806,1967
civ,7.849,1968
civ,7.883,1969
civ,7.908,1970
civ,7.927,1971
civ,7.937,1972
civ,7.94,1973
civ,7.934,1974
civ,7.916,1975
civ,7.884,1976
civ,7.837,1977
civ,7.774,1978
civ,7.695,1979
civ,7.602,1980
civ,7.497,1981
civ,7.383,1982
civ,7.263,1983
civ,7.139,1984
civ,7.013,1985
civ,6.884,1986
civ,6.752,1987
civ,6.619,1988
civ,6.486,1989
civ,6.356,1990
civ,6.232,1991
civ,6.114,1992
civ,6.005,1993
civ,5.904,1994
civ,5.81,1995
civ,5.72,1996
civ,5.633,1997
civ,5.547,1998
civ,5.46,1999
civ,5.375,2000
civ,5.289,2001
civ,5.207,2002
civ,5.13,2003
civ,5.06,2004
civ,5.0,2005
civ,4.956,2006
civ,4.928,2007
civ,4.913,2008
civ,4.909,2009
civ,4.91,2010
civ,4.907,2011
civ,4.894,2012
civ,4.866,2013
civ,4.822,2014
civ,4.763,2015
civ,4.692,2016
civ,4.616,2017
civ,4.54,2018
civ,4.468,2019
civ,4.401,2020
civ,4.338,2021
civ,4.278,2022
civ,4.22,2023
civ,4.163,2024
civ,3.85,2030
civ,3.424,2040
civ,3.088,2050
civ,2.587,2070
civ,2.389,2080
civ,2.103,2099
hrv,5.75,1800
hrv,5.75,1801
hrv,5.75,1802
hrv,5.75,1803
hrv,5.75,1804
hrv,5.75,1805
hrv,5.75,1806
hrv,5.75,1807
hrv,5.75,1808
hrv,5.75,1809
hrv,5.75,1810
hrv,5.75,1811
hrv,5.75,1812
hrv,5.75,1813
hrv,5.75,1814
hrv,5.75,1815
hrv,5.75,1816
hrv,5.75,1817
hrv,5.75,1818
hrv,5.75,1819
hrv,5.75,1820
hrv,5.75,1821
hrv,5.75,1822
hrv,5.75,1823
hrv,5.75,1824
hrv,5.75,1825
hrv,5.75,1826
hrv,5.75,1827
hrv,5.75,1828
hrv,5.749,1829
hrv,5.749,1830
hrv,5.749,1831
hrv,5.749,1832
hrv,5.749,1833
hrv,5.749,1834
hrv,5.749,1835
hrv,5.749,1836
hrv,5.749,1837
hrv,5.749,1838
hrv,5.749,1839
hrv,5.749,1840
hrv,5.749,1841
hrv,5.749,1842
hrv,5.749,1843
hrv,5.749,1844
hrv,5.749,1845
hrv,5.749,1846
hrv,5.749,1847
hrv,5.749,1848
hrv,5.749,1849
hrv,5.749,1850
hrv,5.749,1851
hrv,5.749,1852
hrv,5.749,1853
hrv,5.749,1854
hrv,5.749,1855
hrv,5.749,1856
hrv,5.749,1857
hrv,5.749,1858
hrv,5.749,1859
hrv,5.749,1860
hrv,5.749,1861
hrv,5.749,1862
hrv,5.749,1863
hrv,5.749,1864
hrv,5.749,1865
hrv,5.749,1866
hrv,5.749,1867
hrv,5.749,1868
hrv,5.749,1869
hrv,5.749,1870
hrv,5.749,1871
hrv,5.749,1872
hrv,5.749,1873
hrv,5.749,1874
hrv,5.749,1875
hrv,5.749,1876
hrv,5.749,1877
hrv,5.749,1878
hrv,5.749,1879
hrv,5.749,1880
hrv,5.749,1881
hrv,5.856,1882
hrv,5.963,1883
hrv,6.07,1884
hrv,6.177,1885
hrv,6.003,1886
hrv,5.829,1887
hrv,5.655,1888
hrv,5.481,1889
hrv,5.306,1890
hrv,5.419,1891
hrv,5.532,1892
hrv,5.644,1893
hrv,5.757,1894
hrv,5.869,1895
hrv,5.786,1896
hrv,5.703,1897
hrv,5.62,1898
hrv,5.537,1899
hrv,5.454,1900
hrv,5.415,1901
hrv,5.375,1902
hrv,5.336,1903
hrv,5.297,1904
hrv,5.258,1905
hrv,5.218,1906
hrv,5.179,1907
hrv,5.14,1908
hrv,5.101,1909
hrv,5.061,1910
hrv,5.022,1911
hrv,4.983,1912
hrv,4.944,1913
hrv,4.904,1914
hrv,4.998,1915
hrv,5.092,1916
hrv,5.186,1917
hrv,5.28,1918
hrv,5.373,1919
hrv,5.314,1920
hrv,5.255,1921
hrv,5.197,1922
hrv,5.138,1923
hrv,5.079,1924
hrv,4.977,1925
hrv,4.875,1926
hrv,4.773,1927
hrv,4.671,1928
hrv,4.569,1929
hrv,4.467,1930
hrv,4.365,1931
hrv,4.263,1932
hrv,4.161,1933
hrv,4.059,1934
hrv,3.957,1935
hrv,3.855,1936
hrv,3.753,1937
hrv,3.651,1938
hrv,3.549,1939
hrv,3.447,1940
hrv,3.345,1941
hrv,3.243,1942
hrv,3.141,1943
hrv,3.039,1944
hrv,2.937,1945
hrv,2.835,1946
hrv,2.733,1947
hrv,2.867,1948
hrv,3.099,1949
hrv,2.948,1950
hrv,2.896,1951
hrv,2.797,1952
hrv,2.708,1953
hrv,2.629,1954
hrv,2.559,1955
hrv,2.498,1956
hrv,2.446,1957
hrv,2.402,1958
hrv,2.365,1959
hrv,2.332,1960
hrv,2.302,1961
hrv,2.273,1962
hrv,2.243,1963
hrv,2.211,1964
hrv,2.177,1965
hrv,2.141,1966
hrv,2.104,1967
hrv,2.068,1968
hrv,2.035,1969
hrv,2.007,1970
hrv,1.987,1971
hrv,1.975,1972
hrv,1.972,1973
hrv,1.976,1974
hrv,1.985,1975
hrv,1.996,1976
hrv,2.005,1977
hrv,2.01,1978
hrv,2.01,1979
hrv,2.004,1980
hrv,1.993,1981
hrv,1.978,1982
hrv,1.962,1983
hrv,1.943,1984
hrv,1.919,1985
hrv,1.886,1986
hrv,1.843,1987
hrv,1.791,1988
hrv,1.731,1989
hrv,1.67,1990
hrv,1.615,1991
hrv,1.571,1992
hrv,1.54,1993
hrv,1.524,1994
hrv,1.517,1995
hrv,1.514,1996
hrv,1.508,1997
hrv,1.494,1998
hrv,1.472,1999
hrv,1.444,2000
hrv,1.415,2001
hrv,1.391,2002
hrv,1.377,2003
hrv,1.373,2004
hrv,1.38,2005
hrv,1.395,2006
hrv,1.413,2007
hrv,1.432,2008
