geo,children_per_woman_total_fertility_with_projections,time
lby,7.198,1860
lby,7.198,1861
lby,7.198,1862
lby,7.198,1863
lby,7.198,1864
lby,7.198,1865
lby,7.198,1866
lby,7.198,1867
lby,7.198,1868
lby,7.198,1869
lby,7.198,1870
lby,7.198,1871
lby,7.198,1872
lby,7.198,1873
lby,7.198,1874
lby,7.198,1875
lby,7.198,1876
lby,7.198,1877
lby,7.198,1878
lby,7.198,1879
lby,7.198,1880
lby,7.198,1881
lby,7.198,1882
lby,7.198,1883
lby,7.198,1884
lby,7.198,1885
lby,7.198,1886
lby,7.198,1887
lby,7.198,1888
lby,7.198,1889
lby,7.198,1890
lby,7.198,1891
lby,7.198,1892
lby,7.198,1893
lby,7.198,1894
lby,7.198,1895
lby,7.198,1896
lby,7.198,1897
lby,7.198,1898
lby,7.198,1899
lby,7.198,1900
lby,7.198,1901
lby,7.198,1902
lby,7.198,1903
lby,7.198,1904
lby,7.198,1905
lby,7.198,1906
lby,7.198,1907
lby,7.198,1908
lby,7.198,1909
lby,7.198,1910
lby,7.198,1911
lby,7.198,1912
lby,7.198,1913
lby,7.198,1914
lby,7.198,1915
lby,7.198,1916
lby,7.198,1917
lby,7.198,1918
lby,7.198,1919
lby,7.198,1920
lby,7.198,1921
lby,7.198,1922
lby,7.198,1923
lby,7.198,1924
lby,7.198,1925
lby,7.198,1926
lby,7.198,1927
lby,7.198,1928
lby,7.198,1929
lby,7.198,1930
lby,7.198,1931
lby,7.198,1932
lby,7.198,1933
lby,7.198,1934
lby,7.198,1935
lby,7.198,1936
lby,7.198,1937
lby,7.198,1938
lby,7.198,1939
lby,7.198,1940
lby,7.198,1941
lby,7.198,1942
lby,7.198,1943
lby,7.198,1944
lby,7.198,1945
lby,7.198,1946
lby,7.198,1947
lby,7.198,1948
lby,7.198,1949
lby,7.198,1950
lby,7.215,1951
lby,7.25,1952
lby,7.285,1953
lby,7.321,1954
lby,7.356,1955
lby,7.392,1956
lby,7.428,1957
lby,7.464,1958
lby,7.5,1959
lby,7.536,1960
lby,7.571,1961
lby,7.607,1962
lby,7.642,1963
lby,7.676,1964
lby,7.71,1965
lby,7.743,1966
lby,7.776,1967
lby,7.808,1968
lby,7.838,1969
lby,7.867,1970
lby,7.898,1971
lby,7.929,1972
lby,7.957,1973
lby,7.979,1974
lby,7.992,1975
lby,7.992,1976
lby,7.976,1977
lby,7.939,1978
lby,7.873,1979
lby,7.769,1980
lby,7.619,1981
lby,7.422,1982
lby,7.179,1983
lby,6.897,1984
lby,6.584,1985
lby,6.252,1986
lby,5.913,1987
lby,5.581,1988
lby,5.263,1989
lby,4.966,1990
lby,4.688,1991
lby,4.426,1992
lby,4.178,1993
lby,3.945,1994
lby,3.732,1995
lby,3.544,1996
lby,3.383,1997
lby,3.248,1998
lby,3.139,1999
lby,3.052,2000
lby,2.984,2001
lby,2.929,2002
lby,2.882,2003
lby,2.836,2004
lby,2.79,2005
lby,2.741,2006
lby,2.69,2007
lby,2.637,2008
lby,2.582,2009
lby,2.525,2010
lby,2.467,2011
lby,2.41,2012
lby,2.356,2013
lby,2.304,2014
lby,2.255,2015
lby,2.21,2016
lby,2.167,2017
lby,2.126,2018
lby,2.087,2019
lby,2.05,2020
lby,2.014,2021
lby,1.98,2022
lby,1.948,2023
lby,1.917,2024
lby,1.765,2030
lby,1.632,2040
lby,1.627,2050
lby,1.723,2070
lby,1.762,2080
lby,1.816,2099
ltu,5.762,1800
ltu,5.755,1801
ltu,5.749,1802
ltu,5.742,1803
ltu,5.735,1804
ltu,5.729,1805
ltu,5.722,1806
ltu,5.715,1807
ltu,5.708,1808
ltu,5.702,1809
ltu,5.695,1810
ltu,5.688,1811
ltu,5.682,1812
ltu,5.675,1813
ltu,5.668,1814
ltu,5.662,1815
ltu,5.655,1816
ltu,5.648,1817
ltu,5.642,1818
ltu,5.635,1819
ltu,5.628,1820
ltu,5.621,1821
ltu,5.615,1822
ltu,5.608,1823
ltu,5.601,1824
ltu,5.595,1825
ltu,5.588,1826
ltu,5.581,1827
ltu,5.575,1828
ltu,5.568,1829
ltu,5.561,1830
ltu,5.555,1831
ltu,5.548,1832
ltu,5.541,1833
ltu,5.534,1834
ltu,5.528,1835
ltu,5.521,1836
ltu,5.514,1837
ltu,5.508,1838
ltu,5.501,1839
ltu,5.494,1840
ltu,5.488,1841
ltu,5.481,1842
ltu,5.474,1843
ltu,5.468,1844
ltu,5.461,1845
ltu,5.454,1846
ltu,5.447,1847
ltu,5.441,1848
ltu,5.434,1849
ltu,5.427,1850
ltu,5.421,1851
ltu,5.414,1852
ltu,5.407,1853
ltu,5.401,1854
ltu,5.394,1855
ltu,5.387,1856
ltu,5.381,1857
ltu,5.374,1858
ltu,5.367,1859
ltu,5.36,1860
ltu,5.354,1861
ltu,5.347,1862
ltu,5.34,1863
ltu,5.334,1864
ltu,5.327,1865
ltu,5.32,1866
ltu,5.314,1867
ltu,5.307,1868
ltu,5.3,1869
ltu,5.294,1870
ltu,5.287,1871
ltu,5.28,1872
ltu,5.273,1873
ltu,5.267,1874
ltu,5.26,1875
ltu,5.253,1876
ltu,5.247,1877
ltu,5.24,1878
ltu,5.233,1879
ltu,5.227,1880
ltu,5.22,1881
ltu,5.213,1882
ltu,5.207,1883
ltu,5.2,1884
ltu,5.193,1885
ltu,5.186,1886
ltu,5.18,1887
ltu,5.173,1888
ltu,5.166,1889
ltu,5.16,1890
ltu,5.153,1891
ltu,5.146,1892
ltu,5.14,1893
ltu,5.133,1894
ltu,5.126,1895
ltu,5.12,1896
ltu,5.113,1897
ltu,5.062,1898
ltu,5.011,1899
ltu,4.96,1900
ltu,4.909,1901
ltu,4.858,1902
ltu,4.807,1903
ltu,4.756,1904
ltu,4.704,1905
ltu,4.653,1906
ltu,4.602,1907
ltu,4.551,1908
ltu,4.5,1909
ltu,4.449,1910
ltu,4.398,1911
ltu,4.347,1912
ltu,4.296,1913
ltu,4.245,1914
ltu,4.194,1915
ltu,4.143,1916
ltu,4.092,1917
ltu,4.041,1918
ltu,3.99,1919
ltu,3.939,1920
ltu,3.888,1921
ltu,3.837,1922
ltu,3.786,1923
ltu,3.735,1924
ltu,3.684,1925
ltu,3.632,1926
ltu,3.642,1927
ltu,3.652,1928
ltu,3.662,1929
ltu,3.672,1930
ltu,3.564,1931
ltu,3.457,1932
ltu,3.35,1933
ltu,3.243,1934
ltu,3.136,1935
ltu,3.125,1936
ltu,3.114,1937
ltu,3.103,1938
ltu,3.093,1939
ltu,3.082,1940
ltu,3.042,1941
ltu,3.001,1942
ltu,2.961,1943
ltu,2.921,1944
ltu,2.881,1945
ltu,2.84,1946
ltu,2.8,1947
ltu,2.76,1948
ltu,2.719,1949
ltu,2.679,1950
ltu,2.691,1951
ltu,2.712,1952
ltu,2.723,1953
ltu,2.724,1954
ltu,2.715,1955
ltu,2.697,1956
ltu,2.67,1957
ltu,2.635,1958
ltu,2.594,1959
ltu,2.549,1960
ltu,2.503,1961
ltu,2.457,1962
ltu,2.415,1963
ltu,2.378,1964
ltu,2.348,1965
ltu,2.328,1966
ltu,2.316,1967
ltu,2.311,1968
ltu,2.309,1969
ltu,2.308,1970
ltu,2.303,1971
ltu,2.291,1972
ltu,2.271,1973
ltu,2.243,1974
ltu,2.208,1975
ltu,2.17,1976
ltu,2.133,1977
ltu,2.1,1978
ltu,2.074,1979
ltu,2.056,1980
ltu,2.048,1981
ltu,2.047,1982
ltu,2.05,1983
ltu,2.056,1984
ltu,2.06,1985
ltu,2.06,1986
ltu,2.051,1987
ltu,2.033,1988
ltu,2.004,1989
ltu,1.963,1990
ltu,1.91,1991
ltu,1.848,1992
ltu,1.781,1993
ltu,1.711,1994
ltu,1.64,1995
ltu,1.57,1996
ltu,1.502,1997
ltu,1.439,1998
ltu,1.383,1999
ltu,1.338,2000
ltu,1.308,2001
ltu,1.293,2002
ltu,1.292,2003
ltu,1.303,2004
ltu,1.325,2005
ltu,1.354,2006
ltu,1.386,2007
ltu,1.417,2008
ltu,1.445,2009
ltu,1.468,2010
ltu,1.487,2011
ltu,1.504,2012
ltu,1.519,2013
ltu,1.534,2014
ltu,1.548,2015
ltu,1.561,2016
ltu,1.574,2017
ltu,1.586,2018
ltu,1.597,2019
ltu,1.609,2020
ltu,1.619,2021
ltu,1.629,2022
ltu,1.639,2023
ltu,1.649,2024
ltu,1.699,2030
ltu,1.76,2040
ltu,1.8,2050
ltu,1.851,2070
ltu,1.866,2080
ltu,1.885,2099
lux,4.78,1800
lux,4.777,1801
lux,4.775,1802
lux,4.772,1803
lux,4.769,1804
lux,4.767,1805
lux,4.764,1806
lux,4.761,1807
lux,4.759,1808
lux,4.756,1809
lux,4.753,1810
lux,4.751,1811
lux,4.748,1812
lux,4.745,1813
lux,4.743,1814
lux,4.74,1815
lux,4.737,1816
lux,4.735,1817
lux,4.732,1818
lux,4.729,1819
lux,4.727,1820
lux,4.724,1821
lux,4.721,1822
lux,4.719,1823
lux,4.716,1824
lux,4.713,1825
lux,4.711,1826
lux,4.708,1827
lux,4.705,1828
lux,4.703,1829
lux,4.7,1830
lux,4.694,1831
lux,4.687,1832
lux,4.681,1833
lux,4.674,1834
lux,4.668,1835
lux,4.661,1836
lux,4.655,1837
lux,4.648,1838
lux,4.642,1839
lux,4.635,1840
lux,4.629,1841
lux,4.622,1842
lux,4.616,1843
lux,4.609,1844
lux,4.603,1845
lux,4.597,1846
lux,4.59,1847
lux,4.584,1848
lux,4.577,1849
lux,4.571,1850
lux,4.7,1851
lux,4.336,1852
lux,4.243,1853
lux,4.369,1854
lux,4.105,1855
lux,4.328,1856
lux,4.328,1857
lux,4.495,1858
lux,4.762,1859
lux,4.533,1860
lux,4.465,1861
lux,4.349,1862
lux,4.556,1863
lux,4.433,1864
lux,4.36,1865
lux,4.253,1866
lux,4.316,1867
lux,4.254,1868
lux,4.326,1869
lux,4.426,1870
lux,4.248,1871
lux,4.273,1872
lux,4.358,1873
lux,4.445,1874
lux,4.155,1875
lux,4.623,1876
lux,4.484,1877
lux,4.327,1878
lux,4.445,1879
lux,4.261,1880
lux,4.287,1881
lux,4.176,1882
lux,4.025,1883
lux,4.317,1884
lux,4.005,1885
lux,4.118,1886
lux,3.992,1887
lux,3.886,1888
lux,3.892,1889
lux,3.776,1890
lux,3.94,1891
lux,3.76,1892
lux,3.91,1893
lux,3.817,1894
lux,3.859,1895
lux,3.839,1896
lux,3.971,1897
lux,3.888,1898
lux,4.07,1899
lux,4.043,1900
lux,4.221,1901
lux,4.181,1902
lux,4.141,1903
lux,4.1,1904
lux,4.06,1905
lux,4.032,1906
lux,4.004,1907
lux,3.976,1908
lux,3.948,1909
lux,3.92,1910
lux,3.746,1911
lux,3.572,1912
lux,3.398,1913
lux,3.224,1914
lux,3.05,1915
lux,3.006,1916
lux,2.962,1917
lux,2.918,1918
lux,2.874,1919
lux,2.83,1920
lux,2.778,1921
lux,2.726,1922
lux,2.674,1923
lux,2.622,1924
lux,2.57,1925
lux,2.598,1926
lux,2.626,1927
lux,2.654,1928
lux,2.682,1929
lux,2.71,1930
lux,2.538,1931
lux,2.366,1932
lux,2.194,1933
lux,2.022,1934
lux,1.85,1935
lux,1.824,1936
lux,1.798,1937
lux,1.772,1938
lux,1.746,1939
lux,1.72,1940
lux,1.728,1941
lux,1.736,1942
lux,1.744,1943
lux,1.752,1944
lux,1.76,1945
lux,2.325,1946
lux,2.89,1947
lux,2.549,1948
lux,2.209,1949
lux,1.868,1950
lux,1.896,1951
lux,1.953,1952
lux,2.008,1953
lux,2.063,1954
lux,2.117,1955
lux,2.17,1956
lux,2.221,1957
lux,2.269,1958
lux,2.312,1959
lux,2.349,1960
lux,2.375,1961
lux,2.39,1962
lux,2.39,1963
lux,2.374,1964
lux,2.342,1965
lux,2.291,1966
lux,2.223,1967
lux,2.143,1968
lux,2.054,1969
lux,1.96,1970
lux,1.867,1971
lux,1.778,1972
lux,1.697,1973
lux,1.627,1974
lux,1.57,1975
lux,1.528,1976
lux,1.497,1977
lux,1.476,1978
lux,1.463,1979
lux,1.456,1980
lux,1.452,1981
lux,1.45,1982
lux,1.448,1983
lux,1.448,1984
lux,1.45,1985
lux,1.458,1986
lux,1.473,1987
lux,1.496,1988
lux,1.526,1989
lux,1.562,1990
lux,1.6,1991
lux,1.637,1992
lux,1.669,1993
lux,1.694,1994
lux,1.711,1995
lux,1.72,1996
lux,1.721,1997
lux,1.716,1998
lux,1.707,1999
lux,1.695,2000
lux,1.68,2001
lux,1.665,2002
lux,1.65,2003
lux,1.638,2004
lux,1.629,2005
lux,1.624,2006
lux,1.623,2007
lux,1.626,2008
lux,1.631,2009
lux,1.64,2010
lux,1.65,2011
lux,1.661,2012
lux,1.671,2013
lux,1.681,2014
lux,1.69,2015
lux,1.698,2016
lux,1.705,2017
lux,1.712,2018
lux,1.718,2019
lux,1.724,2020
lux,1.73,2021
lux,1.736,2022
lux,1.742,2023
lux,1.747,2024
lux,1.775,2030
lux,1.809,2040
lux,1.831,2050
lux,1.859,2070
lux,1.868,2080
lux,1.876,2099
mac,5.51,1800
mac,5.51,1801
mac,5.51,1802
mac,5.51,1803
mac,5.51,1804
mac,5.51,1805
mac,5.51,1806
mac,5.51,1807
mac,5.51,1808
mac,5.51,1809
mac,5.51,1810
mac,5.51,1811
mac,5.51,1812
mac,5.51,1813
mac,5.51,1814
mac,5.51,1815
mac,5.51,1816
mac,5.51,1817
mac,5.51,1818
mac,5.51,1819
mac,5.51,1820
mac,5.51,1821
mac,5.51,1822
mac,5.51,1823
mac,5.51,1824
mac,5.51,1825
mac,5.51,1826
mac,5.51,1827
mac,5.51,1828
mac,5.51,1829
mac,5.51,1830
mac,5.51,1831
mac,5.51,1832
mac,5.51,1833
mac,5.51,1834
mac,5.51,1835
mac,5.51,1836
mac,5.51,1837
mac,5.51,1838
mac,5.51,1839
mac,5.51,1840
mac,5.51,1841
mac,5.51,1842
mac,5.51,1843
mac,5.51,1844
mac,5.51,1845
mac,5.51,1846
mac,5.51,1847
mac,5.51,1848
mac,5.51,1849
mac,5.51,1850
mac,5.51,1851
mac,5.51,1852
mac,5.51,1853
mac,5.51,1854
mac,5.51,1855
mac,5.51,1856
mac,5.51,1857
mac,5.51,1858
mac,5.51,1859
mac,5.51,1860
mac,5.51,1861
mac,5.51,1862
mac,5.51,1863
mac,5.51,1864
mac,5.51,1865
mac,5.51,1866
mac,5.51,1867
mac,5.51,1868
mac,5.51,1869
mac,5.51,1870
mac,5.51,1871
mac,5.51,1872
mac,5.51,1873
mac,5.51,1874
mac,5.51,1875
mac,5.51,1876
mac,5.51,1877
mac,5.51,1878
mac,5.51,1879
mac,5.51,1880
mac,5.51,1881
mac,5.51,1882
mac,5.51,1883
mac,5.51,1884
mac,5.51,1885
mac,5.51,1886
mac,5.51,1887
mac,5.51,1888
mac,5.51,1889
mac,5.51,1890
mac,5.51,1891
mac,5.51,1892
mac,5.51,1893
mac,5.51,1894
mac,5.51,1895
mac,5.51,1896
mac,5.51,1897
mac,5.51,1898
mac,5.51,1899
mac,5.51,1900
mac,5.51,1901
mac,5.51,1902
mac,5.51,1903
mac,5.51,1904
mac,5.51,1905
mac,5.51,1906
mac,5.51,1907
mac,5.51,1908
mac,5.51,1909
mac,5.51,1910
mac,5.51,1911
mac,5.51,1912
mac,5.51,1913
mac,5.51,1914
mac,5.51,1915
mac,5.51,1916
mac,5.51,1917
mac,5.51,1918
mac,5.51,1919
mac,5.51,1920
mac,5.51,1921
mac,5.51,1922
mac,5.51,1923
mac,5.51,1924
mac,5.51,1925
mac,5.44,1926
mac,5.37,1927
mac,5.3,1928
mac,5.23,1929
mac,5.16,1930
mac,5.09,1931
mac,5.021,1932
mac,4.951,1933
mac,4.881,1934
mac,4.811,1935
mac,4.741,1936
mac,4.671,1937
mac,4.601,1938
mac,4.531,1939
mac,4.461,1940
mac,4.391,1941
mac,4.321,1942
mac,4.251,1943
mac,4.182,1944
mac,4.112,1945
mac,4.042,1946
mac,3.972,1947
mac,3.902,1948
mac,3.832,1949
mac,3.762,1950
mac,3.946,1951
mac,4.286,1952
mac,4.57,1953
mac,4.797,1954
mac,4.968,1955
mac,5.08,1956
mac,5.135,1957
mac,5.132,1958
mac,5.069,1959
mac,4.945,1960
mac,4.763,1961
mac,4.525,1962
mac,4.242,1963
mac,3.926,1964
mac,3.594,1965
mac,3.261,1966
mac,2.942,1967
mac,2.647,1968
mac,2.388,1969
mac,2.166,1970
mac,1.98,1971
mac,1.821,1972
mac,1.683,1973
mac,1.568,1974
mac,1.484,1975
mac,1.44,1976
mac,1.441,1977
mac,1.485,1978
mac,1.563,1979
mac,1.665,1980
mac,1.777,1981
mac,1.882,1982
mac,1.966,1983
mac,2.021,1984
mac,2.04,1985
mac,2.019,1986
mac,1.966,1987
mac,1.891,1988
mac,1.798,1989
mac,1.694,1990
mac,1.589,1991
mac,1.487,1992
mac,1.394,1993
mac,1.312,1994
mac,1.242,1995
mac,1.179,1996
mac,1.119,1997
mac,1.057,1998
mac,0.996,1999
mac,0.939,2000
mac,0.891,2001
mac,0.856,2002
mac,0.838,2003
mac,0.836,2004
mac,0.849,2005
mac,0.874,2006
mac,0.906,2007
mac,0.939,2008
mac,0.973,2009
mac,1.003,2010
mac,1.031,2011
mac,1.058,2012
mac,1.083,2013
mac,1.108,2014
mac,1.132,2015
mac,1.155,2016
mac,1.177,2017
mac,1.199,2018
mac,1.219,2019
mac,1.239,2020
mac,1.259,2021
mac,1.278,2022
mac,1.296,2023
mac,1.314,2024
mac,1.411,2030
mac,1.537,2040
mac,1.626,2050
mac,1.738,2070
mac,1.772,2080
mac,1.817,2099
mkd,5.9,1800
mkd,5.9,1801
mkd,5.9,1802
mkd,5.9,1803
mkd,5.9,1804
mkd,5.9,1805
mkd,5.9,1806
mkd,5.9,1807
mkd,5.9,1808
mkd,5.9,1809
mkd,5.9,1810
mkd,5.9,1811
mkd,5.9,1812
mkd,5.9,1813
mkd,5.9,1814
mkd,5.9,1815
mkd,5.9,1816
mkd,5.9,1817
mkd,5.9,1818
mkd,5.9,1819
mkd,5.9,1820
mkd,5.9,1821
mkd,5.9,1822
mkd,5.9,1823
mkd,5.9,1824
mkd,5.9,1825
mkd,5.9,1826
mkd,5.9,1827
mkd,5.9,1828
mkd,5.9,1829
mkd,5.9,1830
mkd,5.9,1831
mkd,5.9,1832
mkd,5.9,1833
mkd,5.9,1834
mkd,5.9,1835
mkd,5.9,1836
mkd,5.9,1837
mkd,5.9,1838
mkd,5.9,1839
mkd,5.9,1840
mkd,5.9,1841
mkd,5.9,1842
mkd,5.9,1843
mkd,5.9,1844
mkd,5.9,1845
mkd,5.9,1846
mkd,5.9,1847
mkd,5.9,1848
mkd,5.9,1849
mkd,5.9,1850
mkd,5.861,1851
mkd,5.821,1852
mkd,5.782,1853
mkd,5.742,1854
mkd,5.703,1855
mkd,5.663,1856
mkd,5.624,1857
mkd,5.585,1858
mkd,5.545,1859
mkd,5.506,1860
mkd,5.466,1861
mkd,5.427,1862
mkd,5.695,1863
mkd,5.963,1864
mkd,5.97,1865
mkd,5.976,1866
mkd,5.983,1867
mkd,5.99,1868
mkd,5.997,1869
mkd,6.003,1870
mkd,5.948,1871
mkd,5.893,1872
mkd,5.838,1873
mkd,5.783,1874
mkd,5.729,1875
mkd,5.674,1876
mkd,5.619,1877
mkd,5.564,1878
mkd,5.509,1879
mkd,5.454,1880
mkd,5.448,1881
mkd,5.443,1882
mkd,5.438,1883
mkd,5.432,1884
mkd,5.427,1885
mkd,5.422,1886
mkd,5.416,1887
mkd,5.411,1888
mkd,5.406,1889
mkd,5.4,1890
mkd,5.428,1891
mkd,5.456,1892
mkd,5.485,1893
mkd,5.513,1894
mkd,5.541,1895
mkd,5.569,1896
mkd,5.597,1897
mkd,5.625,1898
mkd,5.653,1899
mkd,5.682,1900
mkd,5.545,1901
mkd,5.408,1902
mkd,5.272,1903
mkd,5.135,1904
mkd,4.998,1905
mkd,5.044,1906
mkd,5.089,1907
mkd,5.135,1908
mkd,5.18,1909
mkd,5.226,1910
mkd,5.198,1911
mkd,5.169,1912
mkd,5.141,1913
mkd,5.112,1914
mkd,5.084,1915
mkd,5.056,1916
mkd,5.027,1917
mkd,4.999,1918
mkd,4.971,1919
mkd,4.942,1920
mkd,4.914,1921
mkd,4.886,1922
mkd,4.857,1923
mkd,4.829,1924
mkd,4.8,1925
mkd,4.772,1926
mkd,4.744,1927
mkd,4.715,1928
mkd,4.687,1929
mkd,4.659,1930
mkd,4.63,1931
mkd,4.602,1932
mkd,4.573,1933
mkd,4.545,1934
mkd,4.517,1935
mkd,4.488,1936
mkd,4.46,1937
mkd,4.432,1938
mkd,4.403,1939
mkd,4.375,1940
mkd,4.346,1941
mkd,4.318,1942
mkd,4.29,1943
mkd,4.261,1944
mkd,4.233,1945
mkd,4.205,1946
mkd,4.176,1947
mkd,4.148,1948
mkd,4.119,1949
mkd,4.091,1950
mkd,4.071,1951
mkd,4.03,1952
mkd,3.99,1953
mkd,3.952,1954
mkd,3.916,1955
mkd,3.88,1956
mkd,3.844,1957
mkd,3.806,1958
mkd,3.766,1959
mkd,3.72,1960
mkd,3.666,1961
mkd,3.602,1962
mkd,3.528,1963
mkd,3.446,1964
mkd,3.358,1965
mkd,3.27,1966
mkd,3.185,1967
mkd,3.108,1968
mkd,3.039,1969
mkd,2.98,1970
mkd,2.928,1971
mkd,2.88,1972
mkd,2.834,1973
mkd,2.789,1974
mkd,2.745,1975
mkd,2.703,1976
mkd,2.665,1977
mkd,2.629,1978
mkd,2.597,1979
mkd,2.567,1980
mkd,2.537,1981
mkd,2.507,1982
mkd,2.474,1983
mkd,2.44,1984
mkd,2.404,1985
mkd,2.369,1986
mkd,2.336,1987
mkd,2.305,1988
mkd,2.275,1989
mkd,2.244,1990
mkd,2.208,1991
mkd,2.164,1992
mkd,2.113,1993
mkd,2.054,1994
mkd,1.989,1995
mkd,1.92,1996
mkd,1.852,1997
mkd,1.788,1998
mkd,1.729,1999
mkd,1.678,2000
mkd,1.635,2001
mkd,1.598,2002
mkd,1.567,2003
mkd,1.54,2004
mkd,1.519,2005
mkd,1.501,2006
mkd,1.486,2007
mkd,1.473,2008
mkd,1.462,2009
mkd,1.452,2010
mkd,1.443,2011
mkd,1.436,2012
mkd,1.431,2013
mkd,1.427,2014
mkd,1.425,2015
mkd,1.425,2016
mkd,1.427,2017
mkd,1.43,2018
mkd,1.435,2019
mkd,1.442,2020
mkd,1.449,2021
mkd,1.457,2022
mkd,1.466,2023
mkd,1.474,2024
mkd,1.523,2030
mkd,1.6,2040
mkd,1.664,2050
mkd,1.756,2070
mkd,1.787,2080
mkd,1.828,2099
mdg,6.89,1800
mdg,6.89,1801
mdg,6.89,1802
mdg,6.89,1803
mdg,6.89,1804
mdg,6.89,1805
mdg,6.89,1806
mdg,6.89,1807
mdg,6.89,1808
mdg,6.89,1809
mdg,6.89,1810
mdg,6.89,1811
mdg,6.89,1812
mdg,6.89,1813
mdg,6.89,1814
mdg,6.89,1815
mdg,6.89,1816
mdg,6.89,1817
mdg,6.89,1818
mdg,6.89,1819
mdg,6.89,1820
mdg,6.89,1821
mdg,6.89,1822
mdg,6.89,1823
mdg,6.89,1824
mdg,6.89,1825
mdg,6.89,1826
mdg,6.89,1827
mdg,6.89,1828
mdg,6.89,1829
mdg,6.89,1830
mdg,6.89,1831
mdg,6.89,1832
mdg,6.89,1833
mdg,6.89,1834
mdg,6.89,1835
mdg,6.89,1836
mdg,6.89,1837
mdg,6.89,1838
mdg,6.89,1839
mdg,6.89,1840
mdg,6.89,1841
mdg,6.89,1842
mdg,6.89,1843
mdg,6.89,1844
mdg,6.89,1845
mdg,6.89,1846
mdg,6.89,1847
mdg,6.89,1848
mdg,6.89,1849
mdg,6.89,1850
mdg,6.89,1851
mdg,6.89,1852
mdg,6.89,1853
mdg,6.89,1854
mdg,6.89,1855
mdg,6.89,1856
mdg,6.89,1857
mdg,6.89,1858
mdg,6.89,1859
mdg,6.89,1860
mdg,6.89,1861
mdg,6.89,1862
mdg,6.89,1863
mdg,6.89,1864
mdg,6.89,1865
mdg,6.89,1866
mdg,6.89,1867
mdg,6.89,1868
mdg,6.89,1869
mdg,6.89,1870
mdg,6.89,1871
mdg,6.89,1872
mdg,6.89,1873
mdg,6.89,1874
mdg,6.89,1875
mdg,6.89,1876
mdg,6.89,1877
mdg,6.89,1878
mdg,6.89,1879
mdg,6.89,1880
mdg,6.89,1881
mdg,6.89,1882
mdg,6.89,1883
mdg,6.89,1884
mdg,6.89,1885
mdg,6.89,1886
mdg,6.89,1887
mdg,6.89,1888
mdg,6.89,1889
mdg,6.89,1890
mdg,6.89,1891
mdg,6.89,1892
mdg,6.89,1893
mdg,6.89,1894
mdg,6.89,1895
mdg,6.89,1896
mdg,6.89,1897
mdg,6.89,1898
mdg,6.89,1899
mdg,6.89,1900
mdg,6.89,1901
mdg,6.89,1902
mdg,6.89,1903
mdg,6.89,1904
mdg,6.89,1905
mdg,6.89,1906
mdg,6.89,1907
mdg,6.89,1908
mdg,6.89,1909
mdg,6.89,1910
mdg,6.89,1911
mdg,6.89,1912
mdg,6.89,1913
mdg,6.89,1914
mdg,6.89,1915
mdg,6.89,1916
mdg,6.89,1917
mdg,6.89,1918
mdg,6.89,1919
mdg,6.89,1920
mdg,6.89,1921
mdg,6.89,1922
mdg,6.89,1923
mdg,6.89,1924
mdg,6.89,1925
mdg,6.906,1926
mdg,6.923,1927
mdg,6.939,1928
mdg,6.956,1929
mdg,6.972,1930
mdg,6.988,1931
mdg,7.005,1932
mdg,7.021,1933
mdg,7.038,1934
mdg,7.054,1935
mdg,7.07,1936
mdg,7.087,1937
mdg,7.103,1938
mdg,7.12,1939
mdg,7.136,1940
mdg,7.152,1941
mdg,7.169,1942
mdg,7.185,1943
mdg,7.202,1944
mdg,7.218,1945
mdg,7.234,1946
mdg,7.251,1947
mdg,7.267,1948
mdg,7.284,1949
mdg,7.3,1950
mdg,7.3,1951
mdg,7.3,1952
mdg,7.3,1953
mdg,7.3,1954
mdg,7.3,1955
mdg,7.3,1956
mdg,7.3,1957
mdg,7.3,1958
mdg,7.3,1959
mdg,7.3,1960
mdg,7.3,1961
mdg,7.3,1962
mdg,7.3,1963
mdg,7.3,1964
mdg,7.301,1965
mdg,7.304,1966
mdg,7.31,1967
mdg,7.316,1968
mdg,7.322,1969
mdg,7.325,1970
mdg,7.325,1971
mdg,7.318,1972
mdg,7.3,1973
mdg,7.269,1974
mdg,7.216,1975
mdg,7.129,1976
mdg,7.008,1977
mdg,6.857,1978
mdg,6.687,1979
mdg,6.514,1980
mdg,6.359,1981
mdg,6.24,1982
mdg,6.165,1983
mdg,6.135,1984
mdg,6.146,1985
mdg,6.182,1986
mdg,6.225,1987
mdg,6.256,1988
mdg,6.268,1989
mdg,6.258,1990
mdg,6.225,1991
mdg,6.179,1992
mdg,6.126,1993
mdg,6.066,1994
mdg,5.999,1995
mdg,5.924,1996
mdg,5.841,1997
mdg,5.749,1998
mdg,5.651,1999
mdg,5.548,2000
mdg,5.443,2001
mdg,5.337,2002
mdg,5.233,2003
mdg,5.133,2004
mdg,5.039,2005
mdg,4.952,2006
mdg,4.87,2007
mdg,4.794,2008
mdg,4.722,2009
mdg,4.654,2010
mdg,4.59,2011
mdg,4.528,2012
mdg,4.468,2013
mdg,4.409,2014
mdg,4.351,2015
mdg,4.293,2016
mdg,4.236,2017
mdg,4.18,2018
mdg,4.126,2019
mdg,4.072,2020
mdg,4.02,2021
mdg,3.969,2022
mdg,3.919,2023
mdg,3.871,2024
mdg,3.601,2030
mdg,3.233,2040
mdg,2.94,2050
mdg,2.505,2070
mdg,2.332,2080
mdg,2.091,2099
mwi,6.78,1800
mwi,6.78,1801
