geo,population_aged_40_59_years_total_number,time
glp,52000,1975
glp,54000,1980
glp,62000,1985
glp,72000,1990
glp,84000,1995
glp,99000,2000
glp,117000,2005
glp,128000,2010
glp,132000,2015
glp,126000,2020
glp,123000,2025
glp,121000,2030
glp,121000,2035
glp,125000,2040
glp,122000,2045
glp,119000,2050
gum,7000,1950
gum,7000,1955
gum,9000,1960
gum,10000,1965
gum,13000,1970
gum,14000,1975
gum,16000,1980
gum,18000,1985
gum,22000,1990
gum,28000,1995
gum,32000,2000
gum,39000,2005
gum,44000,2010
gum,47000,2015
gum,49000,2020
gum,49000,2025
gum,49000,2030
gum,53000,2035
gum,59000,2040
gum,61000,2045
gum,63000,2050
gtm,400000,1950
gtm,450000,1955
gtm,505000,1960
gtm,586000,1965
gtm,702000,1970
gtm,824000,1975
gtm,927000,1980
gtm,1014000,1985
gtm,1130000,1990
gtm,1256000,1995
gtm,1390000,2000
gtm,1581000,2005
gtm,1799000,2010
gtm,2110000,2015
gtm,2550000,2020
gtm,3105000,2025
gtm,3723000,2030
gtm,4440000,2035
gtm,5182000,2040
gtm,5930000,2045
gtm,6662000,2050
gin,402000,1950
gin,442000,1955
gin,487000,1960
gin,535000,1965
gin,578000,1970
gin,575000,1975
gin,626000,1980
gin,706000,1985
gin,807000,1990
gin,988000,1995
gin,1115000,2000
gin,1220000,2005
gin,1373000,2010
gin,1595000,2015
gin,1869000,2020
gin,2214000,2025
gin,2641000,2030
gin,3141000,2035
gin,3692000,2040
gin,4305000,2045
gin,4983000,2050
gnb,80000,1950
gnb,89000,1955
gnb,96000,1960
gnb,98000,1965
gnb,99000,1970
gnb,104000,1975
gnb,119000,1980
gnb,132000,1985
gnb,144000,1990
gnb,177000,1995
gnb,194000,2000
gnb,211000,2005
gnb,217000,2010
gnb,256000,2015
gnb,294000,2020
gnb,332000,2025
gnb,385000,2030
gnb,425000,2035
gnb,490000,2040
gnb,573000,2045
gnb,666000,2050
guy,60000,1950
guy,68000,1955
guy,77000,1960
guy,86000,1965
guy,91000,1970
guy,93000,1975
guy,97000,1980
guy,94000,1985
guy,96000,1990
guy,107000,1995
guy,124000,2000
guy,159000,2005
guy,175000,2010
guy,182000,2015
guy,175000,2020
guy,167000,2025
guy,152000,2030
guy,147000,2035
guy,156000,2040
guy,154000,2045
guy,148000,2050
hti,502000,1950
hti,574000,1955
hti,628000,1960
hti,664000,1965
hti,701000,1970
hti,746000,1975
hti,816000,1980
hti,896000,1985
hti,962000,1990
hti,1072000,1995
hti,1196000,2000
hti,1349000,2005
hti,1534000,2010
hti,1696000,2015
hti,1948000,2020
hti,2330000,2025
hti,2729000,2030
hti,3129000,2035
hti,3455000,2040
hti,3621000,2045
hti,3763000,2050
hnd,214000,1950
hnd,237000,1955
hnd,255000,1960
hnd,293000,1965
hnd,330000,1970
hnd,373000,1975
hnd,424000,1980
hnd,469000,1985
hnd,536000,1990
hnd,637000,1995
hnd,763000,2000
hnd,921000,2005
hnd,1100000,2010
hnd,1293000,2015
hnd,1543000,2020
hnd,1851000,2025
hnd,2196000,2030
hnd,2571000,2035
hnd,2890000,2040
hnd,3122000,2045
hnd,3294000,2050
hkg,299000,1950
hkg,431000,1955
hkg,573000,1960
hkg,700000,1965
hkg,791000,1970
hkg,910000,1975
hkg,995000,1980
hkg,1030000,1985
hkg,1152000,1990
hkg,1415000,1995
hkg,1830000,2000
hkg,2275000,2005
hkg,2458000,2010
hkg,2538000,2015
hkg,2469000,2020
hkg,2373000,2025
hkg,2367000,2030
hkg,2421000,2035
hkg,2403000,2040
hkg,2240000,2045
hkg,2126000,2050
hun,2360000,1950
hun,2554000,1955
hun,2404000,1960
hun,2520000,1965
hun,2567000,1970
hun,2556000,1975
hun,2698000,1980
hun,2618000,1985
hun,2603000,1990
hun,2770000,1995
hun,2853000,2000
hun,2762000,2005
hun,2719000,2010
hun,2686000,2015
hun,2817000,2020
hun,2912000,2025
hun,2904000,2030
hun,2782000,2035
hun,2505000,2040
hun,2342000,2045
hun,2226000,2050
isl,29000,1950
isl,31000,1955
isl,34000,1960
isl,37000,1965
isl,38000,1970
isl,41000,1975
isl,43000,1980
isl,44000,1985
isl,50000,1990
isl,58000,1995
isl,68000,2000
isl,78000,2005
isl,87000,2010
isl,94000,2015
isl,99000,2020
isl,102000,2025
isl,105000,2030
isl,105000,2035
isl,102000,2040
isl,97000,2045
isl,95000,2050
ind,60550000,1950
ind,65940000,1955
ind,71170000,1960
ind,78110000,1965
ind,86060000,1970
ind,96090000,1975
ind,107600000,1980
ind,118800000,1985
ind,132000000,1990
ind,154200000,1995
ind,179200000,2000
ind,207500000,2005
ind,237100000,2010
ind,263300000,2015
ind,293700000,2020
ind,327200000,2025
ind,362300000,2030
ind,397300000,2035
ind,424100000,2040
ind,443900000,2045
ind,454600000,2050
idn,11480000,1950
idn,12630000,1955
idn,13810000,1960
idn,15170000,1965
idn,17090000,1970
idn,19540000,1975
idn,22580000,1980
idn,25450000,1985
idn,27820000,1990
idn,31250000,1995
idn,36280000,2000
idn,42790000,2005
idn,50800000,2010
idn,58590000,2015
idn,65300000,2020
idn,70980000,2025
idn,74480000,2030
idn,76230000,2035
idn,76780000,2040
idn,76990000,2045
idn,76940000,2050
irn,2765000,1950
irn,2975000,1955
irn,3243000,1960
irn,3526000,1965
irn,3874000,1970
irn,5060000,1975
irn,5463000,1980
irn,5986000,1985
irn,6692000,1990
irn,7897000,1995
irn,10090000,2000
irn,12020000,2005
irn,14500000,2010
irn,16780000,2015
irn,19870000,2020
irn,24700000,2025
irn,28920000,2030
irn,30700000,2035
irn,29170000,2040
irn,26060000,2045
irn,23740000,2050
irq,1093000,1950
irq,1201000,1955
irq,1293000,1960
irq,1345000,1965
irq,1402000,1970
irq,1499000,1975
irq,1629000,1980
irq,1811000,1985
irq,1925000,1990
irq,2458000,1995
irq,2917000,2000
irq,3487000,2005
irq,4353000,2010
irq,5323000,2015
irq,6636000,2020
irq,8010000,2025
irq,9338000,2030
irq,10830000,2035
irq,12550000,2040
irq,14180000,2045
irq,15620000,2050
irl,634000,1950
irl,663000,1955
irl,641000,1960
irl,640000,1965
irl,629000,1970
irl,620000,1975
irl,621000,1980
irl,637000,1985
irl,705000,1990
irl,793000,1995
irl,910000,2000
irl,1032000,2005
irl,1144000,2010
irl,1286000,2015
irl,1447000,2020
irl,1562000,2025
irl,1608000,2030
irl,1571000,2035
irl,1500000,2040
irl,1480000,2045
irl,1533000,2050
isr,253000,1950
isr,385000,1955
isr,444000,1960
isr,533000,1965
isr,558000,1970
isr,595000,1975
isr,634000,1980
isr,663000,1985
isr,785000,1990
isr,1053000,1995
isr,1263000,2000
isr,1443000,2005
isr,1536000,2010
isr,1668000,2015
isr,1817000,2020
isr,1972000,2025
isr,2111000,2030
isr,2196000,2035
isr,2312000,2040
isr,2462000,2045
isr,2617000,2050
ita,10430000,1950
ita,11660000,1955
ita,11580000,1960
ita,12410000,1965
ita,12800000,1970
ita,13080000,1975
ita,14290000,1980
ita,14160000,1985
ita,14380000,1990
ita,14540000,1995
ita,14840000,2000
ita,16160000,2005
ita,17320000,2010
ita,18510000,2015
ita,18760000,2020
ita,17790000,2025
ita,16240000,2030
ita,14700000,2035
ita,13660000,2040
ita,13330000,2045
ita,13360000,2050
jam,242000,1950
jam,276000,1955
jam,275000,1960
jam,274000,1965
jam,278000,1970
jam,288000,1975
jam,283000,1980
jam,297000,1985
jam,317000,1990
jam,356000,1995
jam,413000,2000
jam,505000,2005
jam,577000,2010
jam,621000,2015
jam,617000,2020
jam,599000,2025
jam,597000,2030
jam,635000,2035
jam,684000,2040
jam,694000,2045
jam,680000,2050
jpn,14540000,1950
jpn,16310000,1955
jpn,17590000,1960
jpn,19410000,1965
jpn,22460000,1970
jpn,25900000,1975
jpn,29100000,1980
jpn,32150000,1985
jpn,35460000,1990
jpn,36550000,1995
jpn,35960000,2000
jpn,34940000,2005
jpn,33030000,2010
jpn,33920000,2015
jpn,34640000,2020
jpn,34180000,2025
jpn,32190000,2030
jpn,28600000,2035
jpn,26240000,2040
jpn,24530000,2045
jpn,23270000,2050
jor,65000,1950
jor,82000,1955
jor,105000,1960
jor,127000,1965
jor,187000,1970
jor,228000,1975
jor,263000,1980
jor,312000,1985
jor,356000,1990
jor,492000,1995
jor,591000,2000
jor,713000,2005
jor,967000,2010
jor,1234000,2015
jor,1531000,2020
jor,1844000,2025
jor,2076000,2030
jor,2264000,2035
jor,2433000,2040
jor,2543000,2045
jor,2702000,2050
kaz,1230000,1950
kaz,1473000,1955
kaz,1640000,1960
kaz,1797000,1965
kaz,2184000,1970
kaz,2337000,1975
kaz,2913000,1980
kaz,2874000,1985
kaz,2924000,1990
kaz,3126000,1995
kaz,3042000,2000
kaz,3542000,2005
kaz,3770000,2010
kaz,3887000,2015
kaz,3987000,2020
kaz,4187000,2025
kaz,4641000,2030
kaz,4829000,2035
kaz,4686000,2040
kaz,4524000,2045
kaz,4490000,2050
ken,973000,1950
ken,1044000,1955
ken,1118000,1960
ken,1217000,1965
ken,1359000,1970
ken,1554000,1975
ken,1741000,1980
ken,1923000,1985
ken,2259000,1990
ken,2817000,1995
ken,3468000,2000
ken,4129000,2005
ken,4730000,2010
ken,5549000,2015
ken,6776000,2020
ken,8360000,2025
ken,10170000,2030
ken,11730000,2035
ken,13210000,2040
ken,14910000,2045
ken,17090000,2050
prk,656000,1950
prk,856000,1955
prk,1196000,1960
prk,1687000,1965
prk,2202000,1970
prk,2764000,1975
prk,3526000,1980
prk,4193000,1985
prk,4670000,1990
prk,4635000,1995
prk,4954000,2000
prk,5259000,2005
prk,6156000,2010
prk,7267000,2015
prk,7143000,2020
prk,7286000,2025
prk,6959000,2030
prk,6927000,2035
prk,7295000,2040
prk,7091000,2045
prk,6785000,2050
kor,3013000,1950
kor,3297000,1955
kor,3771000,1960
kor,4125000,1965
kor,4627000,1970
kor,5335000,1975
kor,6365000,1980
kor,7240000,1985
kor,8321000,1990
kor,9514000,1995
kor,11300000,2000
kor,13210000,2005
kor,14930000,2010
kor,16100000,2015
kor,15810000,2020
kor,15350000,2025
kor,14270000,2030
kor,13550000,2035
kor,13040000,2040
kor,11780000,2045
kor,10920000,2050
kwt,20000,1950
kwt,24000,1955
kwt,31000,1960
kwt,51000,1965
kwt,79000,1970
kwt,119000,1975
kwt,183000,1980
kwt,246000,1985
kwt,309000,1990
kwt,276000,1995
kwt,441000,2000
kwt,537000,2005
kwt,704000,2010
kwt,927000,2015
kwt,1129000,2020
kwt,1267000,2025
kwt,1309000,2030
kwt,1294000,2035
kwt,1262000,2040
kwt,1266000,2045
kwt,1318000,2050
kgz,353000,1950
kgz,369000,1955
kgz,358000,1960
kgz,378000,1965
kgz,470000,1970
kgz,534000,1975
kgz,643000,1980
kgz,625000,1985
kgz,609000,1990
kgz,638000,1995
kgz,761000,2000
kgz,968000,2005
kgz,1100000,2010
kgz,1218000,2015
kgz,1309000,2020
kgz,1433000,2025
kgz,1637000,2030
kgz,1783000,2035
kgz,1853000,2040
kgz,1832000,2045
kgz,1817000,2050
lao,253000,1950
lao,289000,1955
lao,326000,1960
lao,362000,1965
lao,399000,1970
lao,434000,1975
lao,457000,1980
lao,479000,1985
lao,511000,1990
lao,583000,1995
lao,678000,2000
lao,805000,2005
lao,953000,2010
lao,1111000,2015
lao,1281000,2020
lao,1492000,2025
lao,1772000,2030
lao,2086000,2035
lao,2409000,2040
lao,2578000,2045
lao,2689000,2050
lva,452000,1950
lva,485000,1955
lva,506000,1960
lva,511000,1965
lva,557000,1970
lva,589000,1975
lva,666000,1980
lva,685000,1985
lva,669000,1990
lva,627000,1995
lva,610000,2000
lva,610000,2005
lva,617000,2010
lva,611000,2015
lva,597000,2020
lva,596000,2025
lva,631000,2030
lva,606000,2035
lva,548000,2040
lva,481000,2045
lva,414000,2050
lbn,255000,1950
lbn,278000,1955
lbn,291000,1960
lbn,324000,1965
lbn,361000,1970
lbn,410000,1975
lbn,434000,1980
lbn,430000,1985
lbn,424000,1990
lbn,564000,1995
lbn,693000,2000
lbn,821000,2005
lbn,952000,2010
lbn,1075000,2015
lbn,1175000,2020
lbn,1270000,2025
lbn,1338000,2030
lbn,1391000,2035
lbn,1426000,2040
lbn,1381000,2045
lbn,1322000,2050
lso,111000,1950
lso,121000,1955
lso,128000,1960
lso,136000,1965
lso,142000,1970
lso,155000,1975
lso,169000,1980
lso,190000,1985
lso,202000,1990
lso,212000,1995
lso,238000,2000
lso,250000,2005
lso,237000,2010
lso,227000,2015
lso,243000,2020
lso,287000,2025
lso,346000,2030
lso,403000,2035
lso,448000,2040
lso,474000,2045
lso,492000,2050
lbr,121000,1950
lbr,135000,1955
lbr,153000,1960
lbr,173000,1965
lbr,195000,1970
lbr,221000,1975
lbr,250000,1980
lbr,282000,1985
lbr,269000,1990
lbr,236000,1995
lbr,357000,2000
lbr,442000,2005
lbr,564000,2010
lbr,646000,2015
lbr,749000,2020
lbr,876000,2025
lbr,1033000,2030
lbr,1233000,2035
lbr,1443000,2040
lbr,1665000,2045
lbr,1899000,2050
lby,144000,1950
lby,149000,1955
lby,180000,1960
lby,222000,1965
lby,256000,1970
lby,302000,1975
lby,381000,1980
lby,465000,1985
lby,547000,1990
lby,652000,1995
lby,797000,2000
lby,965000,2005
lby,1185000,2010
lby,1475000,2015
lby,1797000,2020
lby,2168000,2025
lby,2351000,2030
lby,2392000,2035
lby,2393000,2040
lby,2373000,2045
lby,2510000,2050
ltu,587000,1950
ltu,595000,1955
ltu,579000,1960
ltu,600000,1965
ltu,655000,1970
ltu,741000,1975
ltu,846000,1980
ltu,874000,1985
ltu,870000,1990
ltu,844000,1995
ltu,855000,2000
ltu,907000,2005
ltu,920000,2010
ltu,913000,2015
ltu,857000,2020
ltu,820000,2025
ltu,831000,2030
ltu,827000,2035
ltu,795000,2040
ltu,717000,2045
ltu,628000,2050
lux,81000,1950
lux,88000,1955
lux,85000,1960
lux,84000,1965
lux,84000,1970
lux,88000,1975
lux,92000,1980
lux,94000,1985
lux,97000,1990
lux,104000,1995
lux,115000,2000
lux,131000,2005
lux,147000,2010
lux,157000,2015
lux,161000,2020
lux,162000,2025
lux,164000,2030
lux,171000,2035
lux,179000,2040
lux,186000,2045
lux,192000,2050
mac,36000,1950
mac,36000,1955
mac,33000,1960
mac,36000,1965
mac,43000,1970
mac,44000,1975
mac,42000,1980
mac,44000,1985
mac,60000,1990
mac,87000,1995
mac,123000,2000
mac,161000,2005
mac,191000,2010
mac,206000,2015
mac,199000,2020
mac,194000,2025
mac,195000,2030
mac,187000,2035
mac,178000,2040
mac,159000,2045
mac,138000,2050
mkd,192000,1950
mkd,223000,1955
mkd,220000,1960
mkd,241000,1965
mkd,279000,1970
mkd,320000,1975
mkd,372000,1980
mkd,390000,1985
mkd,419000,1990
mkd,453000,1995
mkd,491000,2000
mkd,530000,2005
mkd,558000,2010
mkd,566000,2015
mkd,579000,2020
mkd,593000,2025
mkd,599000,2030
mkd,599000,2035
mkd,571000,2040
mkd,526000,2045
mkd,478000,2050
mdg,725000,1950
mdg,770000,1955
mdg,803000,1960
mdg,849000,1965
mdg,898000,1970
mdg,997000,1975
mdg,1101000,1980
mdg,1197000,1985
mdg,1312000,1990
mdg,1542000,1995
mdg,1850000,2000
mdg,2243000,2005
mdg,2716000,2010
mdg,3240000,2015
mdg,3846000,2020
mdg,4418000,2025
mdg,5203000,2030
mdg,6154000,2035
mdg,7242000,2040
mdg,8458000,2045
mdg,9562000,2050
mwi,347000,1950
mwi,378000,1955
mwi,435000,1960
mwi,489000,1965
mwi,560000,1970
mwi,644000,1975
mwi,749000,1980
mwi,872000,1985
mwi,1097000,1990
mwi,1204000,1995
mwi,1384000,2000
mwi,1582000,2005
mwi,1738000,2010
mwi,1927000,2015
mwi,2298000,2020
mwi,2728000,2025
mwi,3265000,2030
mwi,4059000,2035
mwi,4942000,2040
mwi,5904000,2045
mwi,6926000,2050
mys,883000,1950
mys,1016000,1955
mys,1155000,1960
mys,1302000,1965
mys,1434000,1970
mys,1618000,1975
mys,1905000,1980
mys,2179000,1985
mys,2667000,1990
mys,3343000,1995
mys,4204000,2000
mys,5183000,2005
mys,5992000,2010
mys,6691000,2015
mys,7278000,2020
mys,7980000,2025
mys,8741000,2030
mys,9490000,2035
mys,10080000,2040
mys,10430000,2045
mys,10640000,2050
mdv,16000,1950
mdv,16000,1955
mdv,17000,1960
mdv,18000,1965
mdv,19000,1970
mdv,20000,1975
mdv,21000,1980
mdv,23000,1985
mdv,25000,1990
mdv,27000,1995
mdv,32000,2000
mdv,39000,2005
mdv,52000,2010
mdv,64000,2015
mdv,78000,2020
mdv,98000,2025
mdv,117000,2030
mdv,132000,2035
mdv,136000,2040
mdv,129000,2045
mdv,119000,2050
mli,647000,1950
mli,711000,1955
mli,780000,1960
mli,847000,1965
mli,907000,1970
mli,959000,1975
mli,1008000,1980
mli,1063000,1985
mli,1108000,1990
mli,1144000,1995
mli,1225000,2000
mli,1367000,2005
mli,1578000,2010
mli,1859000,2015
mli,2166000,2020
mli,2576000,2025
mli,3058000,2030
mli,3590000,2035
mli,4165000,2040
mli,4795000,2045
mli,5541000,2050
mlt,61000,1950
mlt,60000,1955
mlt,59000,1960
mlt,58000,1965
mlt,60000,1970
mlt,65000,1975
mlt,68000,1980
mlt,75000,1985
mlt,87000,1990
mlt,100000,1995
mlt,109000,2000
mlt,115000,2005
mlt,109000,2010
mlt,111000,2015
mlt,114000,2020
mlt,119000,2025
mlt,127000,2030
mlt,127000,2035
mlt,122000,2040
mlt,114000,2045
mlt,104000,2050
mtq,37000,1950
mtq,41000,1955
mtq,45000,1960
mtq,49000,1965
mtq,54000,1970
mtq,54000,1975
mtq,59000,1980
mtq,63000,1985
mtq,70000,1990
mtq,79000,1995
mtq,91000,2000
mtq,109000,2005
mtq,118000,2010
mtq,120000,2015
mtq,112000,2020
mtq,103000,2025
mtq,99000,2030
mtq,98000,2035
mtq,102000,2040
mtq,102000,2045
mtq,98000,2050
mrt,87000,1950
mrt,103000,1955
mrt,119000,1960
mrt,138000,1965
mrt,157000,1970
mrt,179000,1975
mrt,202000,1980
mrt,224000,1985
mrt,248000,1990
mrt,280000,1995
mrt,332000,2000
mrt,402000,2005
mrt,486000,2010
mrt,584000,2015
mrt,693000,2020
mrt,807000,2025
mrt,924000,2030
mrt,1041000,2035
mrt,1162000,2040
mrt,1296000,2045
mrt,1436000,2050
mus,63000,1950
mus,71000,1955
mus,82000,1960
mus,95000,1965
mus,110000,1970
mus,131000,1975
mus,145000,1980
mus,163000,1985
mus,191000,1990
mus,223000,1995
mus,260000,2000
mus,301000,2005
mus,342000,2010
mus,371000,2015
mus,387000,2020
mus,389000,2025
mus,375000,2030
mus,376000,2035
mus,377000,2040
mus,375000,2045
mus,369000,2050
myt,4000,1950
myt,4000,1955
myt,4000,1960
myt,4000,1965
myt,4000,1970
myt,5000,1975
myt,5000,1980
myt,8000,1985
myt,10000,1990
myt,14000,1995
myt,18000,2000
myt,21000,2005
myt,27000,2010
myt,34000,2015
myt,42000,2020
myt,52000,2025
myt,63000,2030
myt,75000,2035
myt,89000,2040
myt,98000,2045
myt,103000,2050
mex,3974000,1950
mex,4491000,1955
mex,4930000,1960
mex,5648000,1965
mex,6551000,1970
mex,7518000,1975
mex,8579000,1980
mex,9767000,1985
mex,11150000,1990
mex,13370000,1995
mex,16080000,2000
mex,19040000,2005
mex,22770000,2010
mex,26980000,2015
mex,30420000,2020
mex,32680000,2025
mex,33860000,2030
mex,34200000,2035
mex,34500000,2040
mex,34780000,2045
mex,34560000,2050
fsm,5000,1950
fsm,5000,1955
fsm,6000,1960
fsm,7000,1965
fsm,8000,1970
fsm,8000,1975
fsm,8000,1980
fsm,9000,1985
fsm,10000,1990
fsm,13000,1995
fsm,15000,2000
fsm,17000,2005
fsm,18000,2010
fsm,16000,2015
fsm,17000,2020
fsm,20000,2025
fsm,23000,2030
fsm,28000,2035
fsm,34000,2040
fsm,34000,2045
fsm,35000,2050
mda,457000,1950
mda,554000,1955
mda,590000,1960
mda,662000,1965
mda,752000,1970
mda,815000,1975
mda,926000,1980
mda,903000,1985
mda,896000,1990
mda,965000,1995
mda,1013000,2000
mda,1041000,2005
mda,1009000,2010
mda,925000,2015
mda,860000,2020
mda,862000,2025
mda,961000,2030
mda,998000,2035
mda,932000,2040
mda,802000,2045
mda,673000,2050
mng,111000,1950
mng,120000,1955
mng,133000,1960
mng,149000,1965
mng,169000,1970
mng,193000,1975
mng,225000,1980
mng,260000,1985
mng,256000,1990
mng,268000,1995
mng,339000,2000
mng,438000,2005
mng,542000,2010
mng,652000,2015
mng,744000,2020
mng,831000,2025
mng,947000,2030
mng,1000000,2035
mng,995000,2040
mng,947000,2045
mng,881000,2050
mne,68000,1950
mne,71000,1955
mne,71000,1960
mne,78000,1965
mne,87000,1970
mne,101000,1975
mne,125000,1980
mne,124000,1985
mne,130000,1990
mne,147000,1995
mne,166000,2000
mne,163000,2005
mne,167000,2010
mne,165000,2015
mne,166000,2020
mne,169000,2025
mne,176000,2030
mne,175000,2035
mne,173000,2040
mne,167000,2045
mne,156000,2050
mar,1176000,1950
mar,1328000,1955
mar,1508000,1960
mar,1705000,1965
mar,1924000,1970
mar,2248000,1975
mar,2643000,1980
mar,2934000,1985
mar,3220000,1990
mar,3788000,1995
mar,4678000,2000
mar,5664000,2005
mar,6545000,2010
mar,7382000,2015
mar,8080000,2020
mar,9157000,2025
mar,10170000,2030
mar,10860000,2035
mar,11160000,2040
mar,10950000,2045
mar,10830000,2050
moz,948000,1950
moz,1023000,1955
moz,1113000,1960
moz,1219000,1965
moz,1338000,1970
moz,1476000,1975
moz,1646000,1980
moz,1778000,1985
moz,1744000,1990
moz,2010000,1995
moz,2296000,2000
moz,2604000,2005
moz,2905000,2010
moz,3209000,2015
moz,3532000,2020
moz,3942000,2025
moz,4528000,2030
moz,5277000,2035
moz,6223000,2040
moz,7425000,2045
moz,8622000,2050
mmr,2995000,1950
mmr,3253000,1955
mmr,3605000,1960
mmr,3943000,1965
mmr,4363000,1970
mmr,4754000,1975
mmr,4988000,1980
mmr,5224000,1985
mmr,5618000,1990
mmr,6702000,1995
mmr,8086000,2000
mmr,9464000,2005
mmr,10940000,2010
mmr,12360000,2015
mmr,13730000,2020
mmr,15160000,2025
mmr,16170000,2030
mmr,16590000,2035
mmr,16610000,2040
mmr,16440000,2045
mmr,16430000,2050
nam,76000,1950
nam,82000,1955
nam,91000,1960
nam,102000,1965
nam,115000,1970
nam,126000,1975
nam,130000,1980
nam,139000,1985
nam,166000,1990
nam,194000,1995
nam,233000,2000
nam,275000,2005
nam,320000,2010
nam,364000,2015
nam,415000,2020
nam,477000,2025
nam,560000,2030
nam,653000,2035
nam,727000,2040
nam,784000,2045
nam,836000,2050
npl,1219000,1950
npl,1336000,1955
npl,1453000,1960
npl,1579000,1965
npl,1733000,1970
npl,1942000,1975
npl,2192000,1980
npl,2469000,1985
npl,2694000,1990
npl,3004000,1995
npl,3410000,2000
npl,3930000,2005
npl,4631000,2010
npl,5431000,2015
npl,6387000,2020
npl,7482000,2025
npl,8706000,2030
npl,10060000,2035
npl,11390000,2040
npl,12390000,2045
npl,12930000,2050
nld,2212000,1950
nld,2389000,1955
nld,2517000,1960
nld,2680000,1965
nld,2785000,1970
nld,2890000,1975
nld,3030000,1980
nld,3181000,1985
nld,3618000,1990
nld,3994000,1995
nld,4395000,2000
nld,4771000,2005
nld,4895000,2010
nld,4907000,2015
nld,4690000,2020
nld,4377000,2025
nld,4124000,2030
nld,4051000,2035
nld,4124000,2040
nld,4220000,2045
nld,4195000,2050
ant,19000,1950
ant,21000,1955
ant,23000,1960
ant,25000,1965
ant,26000,1970
ant,28000,1975
ant,30000,1980
ant,34000,1985
ant,39000,1990
ant,43000,1995
ant,49000,2000
ant,55000,2005
ant,65000,2010
ant,69000,2015
ant,71000,2020
ant,72000,2025
ant,69000,2030
ant,63000,2035
ant,55000,2040
ant,47000,2045
ant,44000,2050
ncl,12000,1950
ncl,14000,1955
ncl,14000,1960
ncl,16000,1965
ncl,18000,1970
ncl,20000,1975
ncl,23000,1980
ncl,27000,1985
ncl,32000,1990
ncl,36000,1995
ncl,44000,2000
ncl,53000,2005
ncl,61000,2010
ncl,70000,2015
ncl,76000,2020
ncl,79000,2025
ncl,84000,2030
ncl,87000,2035
ncl,92000,2040
ncl,95000,2045
ncl,95000,2050
nzl,414000,1950
nzl,466000,1955
nzl,509000,1960
nzl,556000,1965
nzl,586000,1970
nzl,603000,1975
nzl,615000,1980
nzl,648000,1985
nzl,714000,1990
nzl,835000,1995
nzl,968000,2000
nzl,1105000,2005
nzl,1178000,2010
nzl,1210000,2015
nzl,1195000,2020
nzl,1175000,2025
nzl,1197000,2030
nzl,1252000,2035
nzl,1297000,2040
nzl,1315000,2045
nzl,1318000,2050
nic,165000,1950
nic,187000,1955
nic,212000,1960
nic,248000,1965
nic,290000,1970
nic,332000,1975
nic,375000,1980
nic,411000,1985
nic,435000,1990
nic,524000,1995
nic,639000,2000
nic,760000,2005
nic,909000,2010
nic,1050000,2015
nic,1217000,2020
nic,1435000,2025
nic,1654000,2030
nic,1880000,2035
nic,2027000,2040
nic,2077000,2045
nic,2113000,2050
ner,268000,1950
ner,327000,1955
ner,388000,1960
ner,448000,1965
ner,510000,1970
ner,607000,1975
ner,750000,1980
ner,861000,1985
ner,976000,1990
ner,1126000,1995
ner,1351000,2000
ner,1621000,2005
ner,1860000,2010
ner,2193000,2015
ner,2590000,2020
ner,3028000,2025
ner,3651000,2030
ner,4416000,2035
ner,5380000,2040
ner,6618000,2045
ner,8363000,2050
nga,5444000,1950
nga,5835000,1955
nga,6368000,1960
nga,7075000,1965
nga,7872000,1970
nga,8791000,1975
nga,9982000,1980
nga,11180000,1985
nga,12470000,1990
nga,14120000,1995
nga,15960000,2000
nga,17920000,2005
nga,20150000,2010
nga,22950000,2015
nga,26880000,2020
nga,31760000,2025
nga,37280000,2030
nga,43130000,2035
nga,49230000,2040
nga,55900000,2045
nga,63280000,2050
nor,812000,1950
nor,876000,1955
nor,926000,1960
nor,964000,1965
nor,952000,1970
nor,904000,1975
nor,856000,1980
nor,854000,1985
nor,948000,1990
nor,1058000,1995
nor,1173000,2000
nor,1263000,2005
nor,1326000,2010
nor,1389000,2015
nor,1397000,2020
nor,1387000,2025
nor,1372000,2030
nor,1389000,2035
nor,1436000,2040
nor,1467000,2045
nor,1482000,2050
omn,65000,1950
omn,71000,1955
omn,74000,1960
omn,79000,1965
omn,85000,1970
omn,98000,1975
omn,127000,1980
omn,182000,1985
omn,243000,1990
omn,305000,1995
omn,321000,2000
omn,421000,2005
omn,502000,2010
omn,596000,2015
omn,724000,2020
omn,876000,2025
omn,1009000,2030
omn,1121000,2035
omn,1204000,2040
omn,1223000,2045
omn,1241000,2050
pak,8255000,1950
pak,8392000,1955
pak,8521000,1960
pak,8770000,1965
pak,9231000,1970
pak,10150000,1975
pak,11480000,1980
pak,13520000,1985
pak,15570000,1990
pak,17610000,1995
pak,20540000,2000
pak,23860000,2005
pak,28070000,2010
pak,33100000,2015
pak,38870000,2020
pak,45900000,2025
pak,54740000,2030
pak,62940000,2035
pak,70200000,2040
pak,76430000,2045
pak,81380000,2050
pan,135000,1950
pan,151000,1955
pan,164000,1960
pan,183000,1965
pan,205000,1970
pan,229000,1975
pan,262000,1980
pan,304000,1985
pan,359000,1990
pan,430000,1995
pan,520000,2000
pan,623000,2005
pan,740000,2010
pan,855000,2015
pan,942000,2020
pan,1012000,2025
pan,1069000,2030
pan,1115000,2035
pan,1180000,2040
pan,1243000,2045
pan,1288000,2050
png,264000,1950
png,281000,1955
png,296000,1960
png,300000,1965
png,348000,1970
png,383000,1975
png,403000,1980
