population_growth_annual_percent,geo,time
1.997,hti,1967
1.971,hti,1968
1.918,hti,1969
1.85,hti,1970
1.779,hti,1971
1.726,hti,1972
1.711,hti,1973
1.743,hti,1974
1.808,hti,1975
1.875,hti,1976
1.936,hti,1977
2.01,hti,1978
2.097,hti,1979
2.188,hti,1980
2.282,hti,1981
2.358,hti,1982
2.391,hti,1983
2.373,hti,1984
2.318,hti,1985
2.253,hti,1986
2.196,hti,1987
2.148,hti,1988
2.115,hti,1989
2.092,hti,1990
2.065,hti,1991
2.033,hti,1992
2.004,hti,1993
1.981,hti,1994
1.96,hti,1995
1.94,hti,1996
1.915,hti,1997
1.876,hti,1998
1.819,hti,1999
1.75,hti,2000
1.681,hti,2001
1.617,hti,2002
1.556,hti,2003
1.501,hti,2004
1.451,hti,2005
1.401,hti,2006
1.355,hti,2007
1.322,hti,2008
1.305,hti,2009
1.299,hti,2010
1.298,hti,2011
3.179,hnd,1960
3.275,hnd,1961
3.332,hnd,1962
3.309,hnd,1963
3.191,hnd,1964
3.02,hnd,1965
2.839,hnd,1966
2.699,hnd,1967
2.622,hnd,1968
2.625,hnd,1969
2.684,hnd,1970
2.749,hnd,1971
2.801,hnd,1972
2.862,hnd,1973
2.929,hnd,1974
2.997,hnd,1975
3.065,hnd,1976
3.123,hnd,1977
3.155,hnd,1978
3.155,hnd,1979
3.133,hnd,1980
3.102,hnd,1981
3.073,hnd,1982
3.047,hnd,1983
3.029,hnd,1984
3.014,hnd,1985
2.993,hnd,1986
2.962,hnd,1987
2.924,hnd,1988
2.878,hnd,1989
2.825,hnd,1990
2.774,hnd,1991
2.719,hnd,1992
2.644,hnd,1993
2.548,hnd,1994
2.44,hnd,1995
2.331,hnd,1996
2.235,hnd,1997
2.16,hnd,1998
2.11,hnd,1999
2.08,hnd,2000
2.055,hnd,2001
2.031,hnd,2002
2.014,hnd,2003
2.004,hnd,2004
1.998,hnd,2005
1.994,hnd,2006
1.99,hnd,2007
1.99,hnd,2008
1.995,hnd,2009
2.001,hnd,2010
2.008,hnd,2011
4.451,hkg,1960
2.963,hkg,1961
4.236,hkg,1962
3.441,hkg,1963
2.417,hkg,1964
2.627,hkg,1965
0.8855,hkg,1966
2.527,hkg,1967
2.124,hkg,1968
1.597,hkg,1969
2.431,hkg,1970
2.156,hkg,1971
1.917,hkg,1972
2.821,hkg,1973
2.16,hkg,1974
2.897,hkg,1975
1.256,hkg,1976
1.444,hkg,1977
1.812,hkg,1978
5.465,hkg,1979
2.67,hkg,1980
2.348,hkg,1981
1.552,hkg,1982
1.519,hkg,1983
0.983,hkg,1984
1.074,hkg,1985
1.246,hkg,1986
1.186,hkg,1987
0.6614,hkg,1988
1.036,hkg,1989
0.3213,hkg,1990
0.8292,hkg,1991
0.8397,hkg,1992
1.718,hkg,1993
2.252,hkg,1994
1.98,hkg,1995
4.439,hkg,1996
0.8325,hkg,1997
0.8348,hkg,1998
0.9551,hkg,1999
0.8816,hkg,2000
0.737,hkg,2001
0.4428,hkg,2002
-0.1974,hkg,2003
0.7799,hkg,2004
0.4369,hkg,2005
0.6423,hkg,2006
0.9983,hkg,2007
0.7451,hkg,2008
0.3719,hkg,2009
0.9111,hkg,2010
0.05375,hkg,2011
0.2675,hun,1960
0.4532,hun,1961
0.3227,hun,1962
0.2602,hun,1963
0.3156,hun,1964
0.2773,hun,1965
0.3022,hun,1966
0.3722,hun,1967
0.3831,hun,1968
0.4175,hun,1969
0.3798,hun,1970
0.2862,hun,1971
0.2981,hun,1972
0.3223,hun,1973
0.4463,hun,1974
0.5881,hun,1975
0.5502,hun,1976
0.4646,hun,1977
0.3449,hun,1978
0.1807,hun,1979
0.06509,hun,1980
0.006778,hun,1981
-0.05895,hun,1982
-0.1502,hun,1983
-0.2001,hun,1984
-0.1818,hun,1985
-0.1706,hun,1986
-0.1678,hun,1987
-0.1533,hun,1988
-1.089,hun,1989
-1.033,hun,1990
-0.005668,hun,1991
-0.03914,hun,1992
-0.114,hun,1993
-0.1369,hun,1994
-0.1392,hun,1995
-0.1718,hun,1996
-0.2015,hun,1997
-0.2327,hun,1998
-0.2833,hun,1999
-0.2598,hun,2000
-0.2294,hun,2001
-0.2848,hun,2002
-0.2864,hun,2003
-0.2214,hun,2004
-0.1989,hun,2005
-0.1557,hun,2006
-0.1549,hun,2007
-0.1751,hun,2008
-0.1549,hun,2009
-0.226,hun,2010
-0.2907,hun,2011
1.795,isl,1960
1.949,isl,1961
1.853,isl,1962
1.78,isl,1963
1.778,isl,1964
1.733,isl,1965
1.693,isl,1966
1.613,isl,1967
1.368,isl,1968
0.9292,isl,1969
0.5243,isl,1970
0.8087,isl,1971
1.464,isl,1972
1.509,isl,1973
1.353,isl,1974
1.279,isl,1975
0.9929,isl,1976
0.7444,isl,1977
0.7805,isl,1978
0.9785,isl,1979
1.059,isl,1980
1.141,isl,1981
1.337,isl,1982
1.324,isl,1983
1.064,isl,1984
0.7877,isl,1985
0.7326,isl,1986
1.096,isl,1987
1.566,isl,1988
1.238,isl,1989
0.7777,isl,1990
1.159,isl,1991
1.257,isl,1992
1.017,isl,1993
0.8668,isl,1994
0.5425,isl,1995
0.5399,isl,1996
0.8192,isl,1997
1.071,isl,1998
1.209,isl,1999
1.369,isl,2000
1.329,isl,2001
0.8926,isl,2002
0.6925,isl,2003
0.8779,isl,2004
1.583,isl,2005
2.347,isl,2006
2.53,isl,2007
1.86,isl,2008
0.3412,isl,2009
-0.1439,isl,2010
0.3011,isl,2011
1.992,ind,1960
2.013,ind,1961
2.034,ind,1962
2.056,ind,1963
2.082,ind,1964
2.109,ind,1965
2.136,ind,1966
2.161,ind,1967
2.189,ind,1968
2.219,ind,1969
2.251,ind,1970
2.281,ind,1971
2.306,ind,1972
2.328,ind,1973
2.345,ind,1974
2.357,ind,1975
2.366,ind,1976
2.371,ind,1977
2.369,ind,1978
2.358,ind,1979
2.341,ind,1980
2.32,ind,1981
2.298,ind,1982
2.277,ind,1983
2.256,ind,1984
2.236,ind,1985
2.214,ind,1986
2.189,ind,1987
2.16,ind,1988
2.127,ind,1989
2.091,ind,1990
2.053,ind,1991
2.015,ind,1992
1.976,ind,1993
1.936,ind,1994
1.896,ind,1995
1.856,ind,1996
1.816,ind,1997
1.774,ind,1998
1.731,ind,1999
1.688,ind,2000
1.645,ind,2001
1.604,ind,2002
1.567,ind,2003
1.535,ind,2004
1.507,ind,2005
1.48,ind,2006
1.453,ind,2007
1.429,ind,2008
1.407,ind,2009
1.387,ind,2010
1.369,ind,2011
2.421,idn,1960
2.449,idn,1961
2.47,idn,1962
2.491,idn,1963
2.514,idn,1964
2.536,idn,1965
2.553,idn,1966
2.562,idn,1967
2.565,idn,1968
2.562,idn,1969
2.552,idn,1970
2.539,idn,1971
2.523,idn,1972
2.502,idn,1973
2.477,idn,1974
2.448,idn,1975
2.414,idn,1976
2.378,idn,1977
2.345,idn,1978
2.318,idn,1979
2.291,idn,1980
2.265,idn,1981
2.233,idn,1982
2.186,idn,1983
2.124,idn,1984
2.051,idn,1985
1.975,idn,1986
1.903,idn,1987
1.837,idn,1988
1.777,idn,1989
1.722,idn,1990
1.671,idn,1991
1.62,idn,1992
1.569,idn,1993
1.519,idn,1994
1.471,idn,1995
1.422,idn,1996
1.378,idn,1997
1.345,idn,1998
1.325,idn,1999
1.314,idn,2000
1.307,idn,2001
1.297,idn,2002
1.276,idn,2003
1.24,idn,2004
1.193,idn,2005
1.144,idn,2006
1.1,idn,2007
1.065,idn,2008
1.043,idn,2009
1.029,idn,2010
1.018,idn,2011
2.501,irn,1960
2.621,irn,1961
2.667,irn,1962
2.703,irn,1963
2.728,irn,1964
2.747,irn,1965
2.77,irn,1966
2.792,irn,1967
2.828,irn,1968
2.882,irn,1969
2.947,irn,1970
3.194,irn,1971
3.077,irn,1972
3.037,irn,1973
3.067,irn,1974
3.157,irn,1975
3.194,irn,1976
3.182,irn,1977
3.229,irn,1978
3.327,irn,1979
3.468,irn,1980
3.555,irn,1981
3.594,irn,1982
3.675,irn,1983
3.792,irn,1984
3.938,irn,1985
3.586,irn,1986
3.234,irn,1987
2.882,irn,1988
2.53,irn,1989
2.178,irn,1990
1.608,irn,1991
1.608,irn,1992
1.608,irn,1993
1.608,irn,1994
1.608,irn,1995
1.557,irn,1996
1.857,irn,1997
1.882,irn,1998
1.798,irn,1999
1.642,irn,2000
1.475,irn,2001
1.347,irn,2002
1.255,irn,2003
1.214,irn,2004
1.21,irn,2005
1.212,irn,2006
1.202,irn,2007
1.188,irn,2008
1.166,irn,2009
1.137,irn,2010
1.109,irn,2011
2.487,irq,1960
2.577,irq,1961
2.683,irq,1962
2.81,irq,1963
2.955,irq,1964
3.103,irq,1965
3.253,irq,1966
3.377,irq,1967
3.448,irq,1968
3.454,irq,1969
3.417,irq,1970
3.357,irq,1971
3.302,irq,1972
3.268,irq,1973
3.263,irq,1974
3.271,irq,1975
3.171,irq,1976
3.171,irq,1977
3.171,irq,1978
3.171,irq,1979
3.171,irq,1980
2.634,irq,1981
2.634,irq,1982
2.634,irq,1983
2.634,irq,1984
2.634,irq,1985
3.01,irq,1986
3.01,irq,1987
3.01,irq,1988
3.01,irq,1989
3.01,irq,1990
2.816,irq,1991
2.816,irq,1992
2.816,irq,1993
2.816,irq,1994
2.816,irq,1995
3.068,irq,1996
3.068,irq,1997
3.068,irq,1998
3.068,irq,1999
3.068,irq,2000
2.567,irq,2001
2.567,irq,2002
2.567,irq,2003
2.567,irq,2004
2.567,irq,2005
3.024,irq,2006
3.024,irq,2007
3.024,irq,2008
3.024,irq,2009
3.024,irq,2010
2.866,irq,2011
-0.2803,irl,1960
-0.1485,irl,1961
0.4125,irl,1962
0.5853,irl,1963
0.4873,irl,1964
0.375,irl,1965
0.3997,irl,1966
0.4725,irl,1967
0.4513,irl,1968
0.5865,irl,1969
0.8388,irl,1970
1.177,irl,1971
1.497,irl,1972
1.617,irl,1973
1.67,irl,1974
1.659,irl,1975
1.521,irl,1976
1.363,irl,1977
1.429,irl,1978
1.341,irl,1979
1.157,irl,1980
1.178,irl,1981
0.9499,irl,1982
0.7115,irl,1983
0.6216,irl,1984
0.1602,irl,1985
0.04545,irl,1986
0.01037,irl,1987
-0.4268,irl,1988
-0.3955,irl,1989
0.08445,irl,1990
0.5766,irl,1991
0.6846,irl,1992
0.5011,irl,1993
0.395,irl,1994
0.514,irl,1995
0.7944,irl,1996
1.008,irl,1997
1.049,irl,1998
1.134,irl,1999
1.342,irl,2000
1.605,irl,2001
1.699,irl,2002
1.642,irl,2003
1.845,irl,2004
2.203,irl,2005
2.385,irl,2006
2.242,irl,2007
1.566,irl,2008
0.7487,irl,2009
0.3451,irl,2010
0.2822,irl,2011
-0.8182,gbm,1960
-0.1818,gbm,1961
0.4704,gbm,1962
1.042,gbm,1963
1.472,gbm,1964
1.78,gbm,1965
2.074,gbm,1966
2.327,gbm,1967
2.414,gbm,1968
2.303,gbm,1969
2.063,gbm,1970
1.748,gbm,1971
1.462,gbm,1972
1.296,gbm,1973
1.291,gbm,1974
1.393,gbm,1975
1.561,gbm,1976
1.657,gbm,1977
1.553,gbm,1978
1.183,gbm,1979
0.6595,gbm,1980
0.03071,gbm,1981
-0.4802,gbm,1982
-0.6392,gbm,1983
-0.3079,gbm,1984
0.3715,gbm,1985
1.2,gbm,1986
1.859,gbm,1987
2.165,gbm,1988
1.984,gbm,1989
1.502,gbm,1990
0.9202,gbm,1991
0.4808,gbm,1992
0.2507,gbm,1993
0.3352,gbm,1994
0.6379,gbm,1995
0.9994,gbm,1996
1.259,gbm,1997
1.396,gbm,1998
1.356,gbm,1999
1.193,gbm,2000
1.003,gbm,2001
0.8587,gbm,2002
0.7563,gbm,2003
0.7204,gbm,2004
0.7327,gbm,2005
0.7522,gbm,2006
0.7478,gbm,2007
0.7301,gbm,2008
0.6823,gbm,2009
0.6185,gbm,2010
0.5512,gbm,2011
3.747,isr,1960
3.302,isr,1961
4.825,isr,1962
3.682,isr,1963
3.956,isr,1964
3.494,isr,1965
2.543,isr,1966
4.318,isr,1967
2.091,isr,1968
2.606,isr,1969
3.316,isr,1970
3.144,isr,1971
2.542,isr,1972
4.047,isr,1973
2.975,isr,1974
2.283,isr,1975
2.232,isr,1976
2.239,isr,1977
2.109,isr,1978
2.568,isr,1979
2.401,isr,1980
1.991,isr,1981
1.878,isr,1982
1.819,isr,1983
1.307,isr,1984
1.764,isr,1985
1.547,isr,1986
1.615,isr,1987
1.657,isr,1988
1.696,isr,1989
3.095,isr,1990
6.017,isr,1991
3.455,isr,1992
2.658,isr,1993
2.589,isr,1994
2.668,isr,1995
2.617,isr,1996
2.498,isr,1997
2.287,isr,1998
2.546,isr,1999
2.642,isr,2000
2.357,isr,2001
2.014,isr,2002
1.806,isr,2003
1.768,isr,2004
1.763,isr,2005
1.768,isr,2006
1.776,isr,2007
1.777,isr,2008
2.39,isr,2009
1.827,isr,2010
1.847,isr,2011
1.994,ita,1960
0.6684,ita,1961
0.6766,ita,1962
0.7296,ita,1963
0.8226,ita,1964
0.8421,ita,1965
0.7773,ita,1966
0.7238,ita,1967
0.6317,ita,1968
0.5661,ita,1969
0.5289,ita,1970
0.4665,ita,1971
0.5677,ita,1972
0.6782,ita,1973
0.6544,ita,1974
0.5972,ita,1975
0.4989,ita,1976
0.4247,ita,1977
0.3563,ita,1978
0.2891,ita,1979
0.206,ita,1980
0.1201,ita,1981
0.07408,ita,1982
0.03629,ita,1983
0.02235,ita,1984
0.0289,ita,1985
0.005449,ita,1986
0.01021,ita,1987
0.04832,ita,1988
0.07501,ita,1989
0.08371,ita,1990
0.06923,ita,1991
0.06792,ita,1992
0.06114,ita,1993
0.02037,ita,1994
0.001589,ita,1995
0.0281,ita,1996
0.05291,ita,1997
0.02877,ita,1998
0.01682,ita,1999
0.0453,ita,2000
0.06164,ita,2001
0.3157,ita,2002
0.7794,ita,2003
0.9858,ita,2004
0.7394,ita,2005
0.5691,ita,2006
0.7333,ita,2007
0.7665,ita,2008
0.6007,ita,2009
0.4818,ita,2010
0.4728,ita,2011
1.225,jam,1960
1.397,jam,1961
1.595,jam,1962
1.687,jam,1963
1.612,jam,1964
1.444,jam,1965
1.305,jam,1966
1.158,jam,1967
1.092,jam,1968
1.157,jam,1969
1.296,jam,1970
1.415,jam,1971
1.546,jam,1972
1.593,jam,1973
1.511,jam,1974
1.358,jam,1975
1.22,jam,1976
1.058,jam,1977
1.01,jam,1978
1.139,jam,1979
1.362,jam,1980
1.364,jam,1981
1.733,jam,1982
1.833,jam,1983
1.73,jam,1984
1.359,jam,1985
1.063,jam,1986
0.6316,jam,1987
0.2464,jam,1988
0.782,jam,1989
0.6338,jam,1990
0.669,jam,1991
0.7041,jam,1992
0.7393,jam,1993
0.7745,jam,1994
0.8096,jam,1995
1.199,jam,1996
0.9574,jam,1997
0.8922,jam,1998
0.6825,jam,1999
0.5848,jam,2000
0.593,jam,2001
0.4866,jam,2002
0.313,jam,2003
0.4711,jam,2004
0.4652,jam,2005
0.478,jam,2006
0.4758,jam,2007
0.4251,jam,2008
0.3121,jam,2009
0.2482,jam,2010
0.2589,jam,2011
0.8896,jpn,1960
2.606,jpn,1961
0.932,jpn,1962
1.017,jpn,1963
1.042,jpn,1964
1.075,jpn,1965
0.9131,jpn,1966
0.9326,jpn,1967
0.333,jpn,1968
2.067,jpn,1969
1.131,jpn,1970
1.287,jpn,1971
1.401,jpn,1972
0.8278,jpn,1973
1.909,jpn,1974
1.601,jpn,1975
0.7396,jpn,1976
0.9637,jpn,1977
0.9049,jpn,1978
0.8424,jpn,1979
0.784,jpn,1980
0.7388,jpn,1981
0.6785,jpn,1982
0.6815,jpn,1983
0.6344,jpn,1984
0.6114,jpn,1985
0.6093,jpn,1986
0.4918,jpn,1987
0.4266,jpn,1988
0.4094,jpn,1989
0.3414,jpn,1990
0.3104,jpn,1991
0.2482,jpn,1992
0.2468,jpn,1993
0.3407,jpn,1994
0.3818,jpn,1995
0.2564,jpn,1996
0.2621,jpn,1997
0.2527,jpn,1998
0.1897,jpn,1999
0.1736,jpn,2000
0.2197,jpn,2001
0.2325,jpn,2002
0.214,jpn,2003
0.03366,jpn,2004
0.009392,jpn,2005
-0.01331,jpn,2006
0.01154,jpn,2007
-0.05222,jpn,2008
-0.1145,jpn,2009
-0.08431,jpn,2010
0.2874,jpn,2011
4.767,jor,1960
5.47,jor,1961
5.631,jor,1962
5.799,jor,1963
5.982,jor,1964
6.124,jor,1965
6.212,jor,1966
6.306,jor,1967
6.107,jor,1968
5.553,jor,1969
4.856,jor,1970
4.274,jor,1971
3.724,jor,1972
3.393,jor,1973
3.362,jor,1974
3.502,jor,1975
3.596,jor,1976
3.681,jor,1977
3.755,jor,1978
3.796,jor,1979
3.817,jor,1980
3.878,jor,1981
3.999,jor,1982
3.993,jor,1983
3.811,jor,1984
3.569,jor,1985
3.712,jor,1986
3.65,jor,1987
3.521,jor,1988
3.598,jor,1989
3.662,jor,1990
11.18,jor,1991
5.167,jor,1992
4.528,jor,1993
3.889,jor,1994
3.25,jor,1995
3.053,jor,1996
3.053,jor,1997
3.054,jor,1998
1.791,jor,1999
2.469,jor,2000
2.471,jor,2001
2.421,jor,2002
2.47,jor,2003
2.411,jor,2004
2.271,jor,2005
2.293,jor,2006
2.232,jor,2007
2.184,jor,2008
2.188,jor,2009
2.207,jor,2010
2.192,jor,2011
4.242,kaz,1960
4.068,kaz,1961
3.848,kaz,1962
3.563,kaz,1963
3.209,kaz,1964
2.823,kaz,1965
2.421,kaz,1966
2.064,kaz,1967
1.807,kaz,1968
1.678,kaz,1969
1.638,kaz,1970
1.629,kaz,1971
1.6,kaz,1972
1.544,kaz,1973
1.444,kaz,1974
1.317,kaz,1975
1.026,kaz,1976
1.026,kaz,1977
1.026,kaz,1978
1.026,kaz,1979
1.15,kaz,1980
1.15,kaz,1981
1.15,kaz,1982
1.15,kaz,1983
1.15,kaz,1984
1.15,kaz,1985
0.733,kaz,1986
0.733,kaz,1987
0.733,kaz,1988
0.733,kaz,1989
0.6043,kaz,1990
0.625,kaz,1991
-0.06935,kaz,1992
-0.6633,kaz,1993
-1.451,kaz,1994
-1.752,kaz,1995
-1.515,kaz,1996
-1.58,kaz,1997
-1.726,kaz,1998
-0.9525,kaz,1999
-0.3005,kaz,2000
-0.1701,kaz,2001
0.004126,kaz,2002
0.3364,kaz,2003
0.6949,kaz,2004
0.8889,kaz,2005
1.058,kaz,2006
1.144,kaz,2007
1.218,kaz,2008
2.641,kaz,2009
1.418,kaz,2010
1.43,kaz,2011
3.069,ken,1960
3.109,ken,1961
3.149,ken,1962
3.187,ken,1963
3.222,ken,1964
3.256,ken,1965
3.289,ken,1966
3.324,ken,1967
3.367,ken,1968
3.421,ken,1969
3.479,ken,1970
3.536,ken,1971
3.586,ken,1972
3.63,ken,1973
3.664,ken,1974
3.692,ken,1975
3.711,ken,1976
3.727,ken,1977
3.746,ken,1978
3.771,ken,1979
3.796,ken,1980
3.814,ken,1981
3.817,ken,1982
3.802,ken,1983
3.767,ken,1984
3.717,ken,1985
3.659,ken,1986
3.597,ken,1987
3.531,ken,1988
3.463,ken,1989
3.391,ken,1990
3.326,ken,1991
3.256,ken,1992
3.161,ken,1993
3.035,ken,1994
2.896,ken,1995
2.754,ken,1996
2.637,ken,1997
2.564,ken,1998
2.546,ken,1999
2.565,ken,2000
2.598,ken,2001
2.621,ken,2002
2.63,ken,2003
2.618,ken,2004
2.595,ken,2005
2.568,ken,2006
2.551,ken,2007
2.555,ken,2008
2.584,ken,2009
2.627,ken,2010
2.672,ken,2011
1.958,kir,1960
1.958,kir,1961
1.949,kir,1962
1.928,kir,1963
1.899,kir,1964
1.864,kir,1965
1.826,kir,1966
1.786,kir,1967
1.748,kir,1968
1.713,kir,1969
1.683,kir,1970
1.716,kir,1971
1.629,kir,1972
1.596,kir,1973
1.616,kir,1974
1.683,kir,1975
1.41,kir,1976
1.68,kir,1977
1.872,kir,1978
1.992,kir,1979
2.044,kir,1980
2.131,kir,1981
2.251,kir,1982
2.305,kir,1983
2.298,kir,1984
2.238,kir,1985
2.204,kir,1986
2.171,kir,1987
2.138,kir,1988
2.105,kir,1989
1.393,kir,1990
1.818,kir,1991
1.492,kir,1992
1.29,kir,1993
1.269,kir,1994
1.382,kir,1995
1.52,kir,1996
1.621,kir,1997
1.707,kir,1998
1.759,kir,1999
1.785,kir,2000
1.817,kir,2001
1.85,kir,2002
1.852,kir,2003
1.811,kir,2004
1.744,kir,2005
1.667,kir,2006
1.6,kir,2007
1.555,kir,2008
1.537,kir,2009
1.538,kir,2010
1.542,kir,2011
2.678,prk,1960
2.467,prk,1961
2.275,prk,1962
2.211,prk,1963
2.332,prk,1964
2.563,prk,1965
2.79,prk,1966
2.928,prk,1967
2.989,prk,1968
2.952,prk,1969
2.844,prk,1970
2.741,prk,1971
2.64,prk,1972
2.475,prk,1973
2.237,prk,1974
1.961,prk,1975
1.662,prk,1976
1.406,prk,1977
1.267,prk,1978
1.28,prk,1979
1.397,prk,1980
1.549,prk,1981
1.664,prk,1982
1.722,prk,1983
1.696,prk,1984
1.614,prk,1985
1.514,prk,1986
1.441,prk,1987
1.412,prk,1988
1.444,prk,1989
1.511,prk,1990
1.591,prk,1991
1.638,prk,1992
1.625,prk,1993
1.532,prk,1994
1.385,prk,1995
1.223,prk,1996
1.082,prk,1997
0.9693,prk,1998
0.8982,prk,1999
0.8573,prk,2000
0.8236,prk,2001
0.7817,prk,2002
0.7365,prk,2003
0.6839,prk,2004
0.6276,prk,2005
0.5733,prk,2006
0.5268,prk,2007
0.4891,prk,2008
0.4625,prk,2009
0.4448,prk,2010
0.4306,prk,2011
3.154,kor,1960
2.564,kor,1961
2.728,kor,1962
2.624,kor,1963
2.535,kor,1964
2.459,kor,1965
2.382,kor,1966
2.303,kor,1967
2.237,kor,1968
2.181,kor,1969
2.135,kor,1970
2.086,kor,1971
2.034,kor,1972
1.992,kor,1973
1.958,kor,1974
1.932,kor,1975
1.597,kor,1976
1.558,kor,1977
1.518,kor,1978
1.517,kor,1979
1.56,kor,1980
1.559,kor,1981
1.545,kor,1982
1.474,kor,1983
1.235,kor,1984
0.9851,kor,1985
0.9221,kor,1986
0.9449,kor,1987
0.9575,kor,1988
0.9602,kor,1989
1.147,kor,1990
0.9264,kor,1991
0.9088,kor,1992
0.896,kor,1993
0.8971,kor,1994
1.429,kor,1995
0.9535,kor,1996
0.9379,kor,1997
0.722,kor,1998
0.7104,kor,1999
0.8353,kor,2000
0.7397,kor,2001
0.558,kor,2002
0.4964,kor,2003
0.3754,kor,2004
0.2059,kor,2005
0.4849,kor,2006
0.4661,kor,2007
0.7197,kor,2008
0.4749,kor,2009
0.4625,kor,2010
0.744,kor,2011
2.027,kos,1960
1.986,kos,1961
2.857,kos,1962
2.778,kos,1963
2.703,kos,1964
2.632,kos,1965
2.564,kos,1966
2.588,kos,1967
2.437,kos,1968
2.379,kos,1969
2.324,kos,1970
2.271,kos,1971
2.456,kos,1972
2.32,kos,1973
2.342,kos,1974
2.216,kos,1975
2.239,kos,1976
2.12,kos,1977
2.076,kos,1978
2.101,kos,1979
1.992,kos,1980
2.018,kos,1981
1.915,kos,1982
2.003,kos,1983
2.024,kos,1984
2.103,kos,1985
2.06,kos,1986
2.075,kos,1987
2.145,kos,1988
1.99,kos,1989
1.898,kos,1990
1.915,kos,1991
1.776,kos,1992
1.694,kos,1993
1.615,kos,1994
1.59,kos,1995
1.468,kos,1996
1.303,kos,1997
-5.925,kos,1998
-10.96,kos,1999
-3.582,kos,2000
0.06786,kos,2001
0.06793,kos,2002
0.06788,kos,2003
0.06784,kos,2004
0.06791,kos,2005
0.8032,kos,2006
0.8033,kos,2007
0.8032,kos,2008
0.8032,kos,2009
0.8032,kos,2010
1.043,kos,2011
9.759,kwt,1960
11.7,kwt,1961
12.82,kwt,1962
12.94,kwt,1963
12.2,kwt,1964
11.11,kwt,1965
10.11,kwt,1966
9.345,kwt,1967
8.709,kwt,1968
8.211,kwt,1969
7.803,kwt,1970
7.424,kwt,1971
7.051,kwt,1972
6.698,kwt,1973
6.362,kwt,1974
6.051,kwt,1975
5.747,kwt,1976
5.478,kwt,1977
5.282,kwt,1978
5.162,kwt,1979
5.083,kwt,1980
4.871,kwt,1981
4.617,kwt,1982
4.539,kwt,1983
4.665,kwt,1984
4.829,kwt,1985
5.241,kwt,1986
5.381,kwt,1987
4.583,kwt,1988
2.694,kwt,1989
0.1984,kwt,1990
-2.753,kwt,1991
0.01284,kwt,1996
3.066,kwt,1997
4.932,kwt,1998
5.167,kwt,1999
4.401,kwt,2000
3.484,kwt,2001
2.953,kwt,2002
2.715,kwt,2003
2.905,kwt,2004
3.347,kwt,2005
3.789,kwt,2006
4.017,kwt,2007
4.025,kwt,2008
3.771,kwt,2009
3.361,kwt,2010
2.928,kwt,2011
3.071,kgz,1960
3.776,kgz,1961
3.378,kgz,1962
3.383,kgz,1963
3.325,kgz,1964
3.078,kgz,1965
3.137,kgz,1966
3.012,kgz,1967
2.945,kgz,1968
2.678,kgz,1969
2.224,kgz,1970
2.086,kgz,1971
2.157,kgz,1972
2.102,kgz,1973
2.198,kgz,1974
2.102,kgz,1975
1.994,kgz,1976
1.923,kgz,1977
1.829,kgz,1978
1.844,kgz,1979
1.824,kgz,1980
1.873,kgz,1981
1.975,kgz,1982
2.08,kgz,1983
2.014,kgz,1984
1.869,kgz,1985
1.892,kgz,1986
1.902,kgz,1987
1.765,kgz,1988
2.09,kgz,1989
1.924,kgz,1990
1.635,kgz,1991
1.154,kgz,1992
0.02879,kgz,1993
-0.03543,kgz,1994
0.9983,kgz,1995
1.48,kgz,1996
1.459,kgz,1997
1.534,kgz,1998
1.486,kgz,1999
1.191,kgz,2000
0.9489,kgz,2001
0.9179,kgz,2002
1.048,kgz,2003
1.21,kgz,2004
1.128,kgz,2005
1.075,kgz,2006
0.9536,kgz,2007
0.9502,kgz,2008
1.207,kgz,2009
1.193,kgz,2010
1.087,kgz,2011
2.308,lao,1960
2.306,lao,1961
2.306,lao,1962
2.309,lao,1963
2.316,lao,1964
2.326,lao,1965
2.313,lao,1966
2.298,lao,1967
2.323,lao,1968
2.399,lao,1969
2.493,lao,1970
2.632,lao,1971
2.72,lao,1972
2.636,lao,1973
2.338,lao,1974
1.921,lao,1975
1.458,lao,1976
1.1,lao,1977
0.9645,lao,1978
1.126,lao,1979
1.494,lao,1980
1.911,lao,1981
2.253,lao,1982
2.512,lao,1983
2.649,lao,1984
2.698,lao,1985
2.725,lao,1986
2.765,lao,1987
2.792,lao,1988
2.813,lao,1989
2.822,lao,1990
2.821,lao,1991
2.795,lao,1992
2.728,lao,1993
2.615,lao,1994
2.473,lao,1995
2.326,lao,1996
2.189,lao,1997
2.057,lao,1998
1.935,lao,1999
1.825,lao,2000
1.713,lao,2001
1.61,lao,2002
1.54,lao,2003
1.512,lao,2004
1.511,lao,2005
1.522,lao,2006
1.526,lao,2007
1.516,lao,2008
1.486,lao,2009
1.442,lao,2010
1.396,lao,2011
0.6901,lva,1960
1.484,lva,1961
1.334,lva,1962
1.336,lva,1963
1.335,lva,1964
1.123,lva,1965
0.7605,lva,1966
0.7854,lva,1967
0.9686,lva,1968
0.838,lva,1969
0.6801,lva,1970
0.7275,lva,1971
0.8083,lva,1972
0.8374,lva,1973
0.8806,lva,1974
0.7743,lva,1975
0.6032,lva,1976
0.5684,lva,1977
0.5157,lva,1978
0.321,lva,1979
0.2291,lva,1980
0.3069,lva,1981
0.4617,lva,1982
0.5882,lva,1983
0.6279,lva,1984
0.6546,lva,1985
0.8117,lva,1986
1.021,lva,1987
1.017,lva,1988
0.5083,lva,1989
-0.1427,lva,1990
-0.4731,lva,1991
-1.377,lva,1992
