geo,children_and_elderly_per_100_adults,time
nga,90.14,1980
nga,94.24,1985
nga,94.44,1990
nga,91.8,1995
nga,88.1,2000
nga,85.66,2005
nga,83.47,2010
nga,82.49,2015
nga,82.63,2020
nga,83.81,2025
nga,84.03,2030
nga,83.9,2035
nga,84.26,2040
nga,85.36,2045
nga,86.73,2050
nor,49.19,1950
nor,53.0,1955
nor,55.67,1960
nor,54.84,1965
nor,56.1,1970
nor,55.98,1975
nor,53.83,1980
nor,50.34,1985
nor,48.7,1990
nor,54.85,1995
nor,53.98,2000
nor,51.86,2005
nor,51.02,2010
nor,54.11,2015
nor,58.3,2020
nor,63.34,2025
nor,67.22,2030
nor,70.16,2035
nor,71.02,2040
nor,70.43,2045
nor,70.41,2050
pse,101.4,1950
pse,97.44,1955
pse,93.53,1960
pse,93.26,1965
pse,92.7,1970
pse,96.51,1975
pse,103.1,1980
pse,99.84,1985
pse,99.3,1990
pse,99.48,1995
pse,100.8,2000
pse,95.73,2005
pse,90.12,2010
pse,84.97,2015
pse,83.85,2020
pse,86.58,2025
pse,88.04,2030
pse,87.55,2035
pse,86.76,2040
pse,86.43,2045
pse,86.88,2050
omn,82.61,1950
omn,89.66,1955
omn,95.76,1960
omn,101.2,1965
omn,102.2,1970
omn,98.58,1975
omn,91.38,1980
omn,89.1,1985
omn,84.93,1990
omn,73.23,1995
omn,63.69,2000
omn,57.36,2005
omn,51.5,2010
omn,49.1,2015
omn,50.85,2020
omn,53.84,2025
omn,55.48,2030
omn,56.06,2035
omn,56.05,2040
omn,58.49,2045
omn,63.28,2050
pak,71.26,1950
pak,74.09,1955
pak,75.56,1960
pak,79.35,1965
pak,84.77,1970
pak,90.09,1975
pak,91.94,1980
pak,88.82,1985
pak,88.05,1990
pak,88.31,1995
pak,81.65,2000
pak,73.49,2005
pak,68.6,2010
pak,67.14,2015
pak,67.66,2020
pak,68.95,2025
pak,68.58,2030
pak,67.79,2035
pak,67.79,2040
pak,68.96,2045
pak,70.97,2050
pan,78.82,1950
pan,84.4,1955
pan,88.64,1960
pan,91.83,1965
pan,91.89,1970
pan,87.94,1975
pan,80.62,1980
pan,72.22,1985
pan,65.66,1990
pan,62.72,1995
pan,59.79,2000
pan,57.12,2005
pan,55.39,2010
pan,54.77,2015
pan,55.38,2020
pan,57.55,2025
pan,58.99,2030
pan,60.25,2035
pan,62.16,2040
pan,63.54,2045
pan,64.67,2050
png,76.25,1950
png,78.81,1955
png,81.22,1960
png,90.89,1965
png,83.79,1970
png,84.15,1975
png,87.58,1980
png,82.73,1985
png,78.02,1990
png,77.11,1995
png,77.03,2000
png,75.76,2005
png,72.26,2010
png,68.96,2015
png,68.25,2020
png,69.82,2025
png,71.36,2030
png,71.77,2035
png,71.67,2040
png,71.33,2045
png,71.62,2050
pry,98.94,1950
pry,101.6,1955
pry,103.5,1960
pry,102.7,1965
pry,97.55,1970
pry,90.49,1975
pry,85.33,1980
pry,82.75,1985
pry,82.24,1990
pry,80.72,1995
pry,74.18,2000
pry,68.33,2005
pry,63.16,2010
pry,61.19,2015
pry,61.69,2020
pry,63.37,2025
pry,63.46,2030
pry,62.75,2035
pry,62.04,2040
pry,62.75,2045
pry,64.9,2050
per,81.3,1950
per,83.6,1955
per,87.27,1960
per,90.44,1965
per,89.81,1970
per,87.3,1975
per,82.95,1980
per,77.37,1985
per,72.26,1990
per,68.02,1995
per,63.74,2000
per,59.58,2005
per,55.99,2010
per,54.33,2015
per,54.22,2020
per,55.12,2025
per,56.07,2030
per,57.09,2035
per,58.37,2040
per,60.27,2045
per,62.13,2050
phl,88.64,1950
phl,92.78,1955
phl,94.96,1960
phl,96.05,1965
phl,92.58,1970
phl,89.08,1975
phl,85.64,1980
phl,81.09,1985
phl,77.65,1990
phl,74.5,1995
phl,70.25,2000
phl,65.08,2005
phl,60.68,2010
phl,58.72,2015
phl,59.37,2020
phl,60.72,2025
phl,61.13,2030
phl,61.13,2035
phl,61.47,2040
phl,62.7,2045
phl,64.36,2050
pol,51.81,1950
pol,56.34,1955
pol,63.36,1960
pol,59.63,1965
pol,52.91,1970
pol,48.75,1975
pol,50.06,1980
pol,51.07,1985
pol,51.16,1990
pol,51.25,1995
pol,46.01,2000
pol,42.01,2005
pol,39.4,2010
pol,43.97,2015
pol,52.24,2020
pol,59.78,2025
pol,60.56,2030
pol,59.23,2035
pol,61.22,2040
pol,67.86,2045
pol,77.0,2050
prt,55.81,1950
prt,54.42,1955
prt,57.31,1960
prt,57.46,1965
prt,59.47,1970
prt,58.34,1975
prt,56.41,1980
prt,52.04,1985
prt,47.22,1990
prt,48.42,1995
prt,47.64,2000
prt,48.5,2005
prt,49.35,2010
prt,52.22,2015
prt,55.53,2020
prt,60.26,2025
prt,64.68,2030
prt,68.9,2035
prt,74.56,2040
prt,80.64,2045
prt,84.23,2050
pri,88.06,1950
pri,88.83,1955
pri,90.23,1960
pri,77.96,1965
pri,73.13,1970
pri,64.62,1975
pri,62.78,1980
pri,59.23,1985
pri,55.13,1990
pri,55.56,1995
pri,53.86,2000
pri,52.2,2005
pri,51.51,2010
pri,54.42,2015
pri,59.26,2020
pri,64.76,2025
pri,67.64,2030
pri,68.48,2035
pri,69.0,2040
pri,71.48,2045
pri,74.49,2050
qat,83.69,1950
qat,75.2,1955
qat,71.05,1960
qat,61.32,1965
qat,61.98,1970
qat,54.5,1975
qat,50.28,1980
qat,39.73,1985
qat,40.26,1990
qat,38.37,1995
qat,37.18,2000
qat,23.79,2005
qat,20.45,2010
qat,21.86,2015
qat,23.53,2020
qat,25.68,2025
qat,26.7,2030
qat,27.97,2035
qat,30.74,2040
qat,35.82,2045
qat,42.64,2050
kor,82.29,1950
kor,76.97,1955
kor,79.86,1960
kor,85.91,1965
kor,82.61,1970
kor,70.68,1975
kor,60.0,1980
kor,51.61,1985
kor,43.15,1990
kor,40.56,1995
kor,39.24,2000
kor,39.6,2005
kor,37.44,2010
kor,38.22,2015
kor,43.5,2020
kor,53.19,2025
kor,61.68,2030
kor,68.99,2035
kor,75.09,2040
kor,78.62,2045
kor,86.8,2050
mda,54.07,1950
mda,53.62,1955
mda,59.67,1960
mda,65.48,1965
mda,60.96,1970
mda,53.97,1975
mda,51.08,1980
mda,51.54,1985
mda,54.84,1990
mda,55.3,1995
mda,50.57,2000
mda,42.98,2005
mda,38.41,2010
mda,42.15,2015
mda,50.92,2020
mda,57.01,2025
mda,57.72,2030
mda,54.86,2035
mda,54.67,2040
mda,58.61,2045
mda,65.44,2050
rou,50.05,1950
rou,50.26,1955
rou,52.53,1960
rou,50.78,1965
rou,51.12,1970
rou,51.66,1975
rou,56.51,1980
rou,49.53,1985
rou,48.76,1990
rou,48.09,1995
rou,46.8,2000
rou,43.79,2005
rou,43.03,2010
rou,45.3,2015
rou,50.12,2020
rou,54.43,2025
rou,53.55,2030
rou,57.53,2035
rou,61.94,2040
rou,69.64,2045
rou,74.61,2050
rus,52.62,1950
rus,48.5,1955
rus,55.32,1960
rus,55.89,1965
rus,50.33,1970
rus,45.57,1975
rus,44.76,1980
rus,45.51,1985
rus,46.52,1990
rus,49.95,1995
rus,44.01,2000
rus,40.6,2005
rus,38.65,2010
rus,43.83,2015
rus,50.66,2020
rus,56.95,2025
rus,58.25,2030
rus,56.93,2035
rus,58.72,2040
rus,63.45,2045
rus,70.12,2050
rwa,94.33,1950
rwa,94.64,1955
rwa,96.52,1960
rwa,99.14,1965
rwa,101.7,1970
rwa,102.8,1975
rwa,94.5,1980
rwa,100.3,1985
rwa,107.1,1990
rwa,108.2,1995
rwa,94.0,2000
rwa,82.26,2005
rwa,81.23,2010
rwa,83.43,2015
rwa,85.1,2020
rwa,85.78,2025
rwa,83.87,2030
rwa,82.03,2035
rwa,81.91,2040
rwa,83.62,2045
rwa,86.74,2050
reu,76.36,1950
reu,88.32,1955
reu,93.27,1960
reu,95.34,1965
reu,95.33,1970
reu,82.92,1975
reu,69.9,1980
reu,61.13,1985
reu,56.33,1990
reu,55.43,1995
reu,52.9,2000
reu,51.86,2005
reu,50.78,2010
reu,51.93,2015
reu,54.11,2020
reu,57.41,2025
reu,61.59,2030
reu,64.15,2035
reu,64.48,2040
reu,63.97,2045
reu,64.09,2050
lca,73.97,1950
lca,76.51,1955
lca,94.61,1960
lca,106.2,1965
lca,119.8,1970
lca,105.1,1975
lca,94.61,1980
lca,84.66,1985
lca,76.72,1990
lca,74.41,1995
lca,66.14,2000
lca,55.08,2005
lca,48.36,2010
lca,46.64,2015
lca,48.54,2020
lca,51.49,2025
lca,53.71,2030
lca,54.71,2035
lca,55.83,2040
lca,58.06,2045
lca,62.19,2050
vct,112.6,1950
vct,117.8,1955
vct,113.9,1960
vct,119.3,1965
vct,118.9,1970
vct,111.1,1975
vct,96.31,1980
vct,81.9,1985
vct,76.88,1990
vct,69.75,1995
vct,62.28,2000
vct,55.52,2005
vct,49.79,2010
vct,47.85,2015
vct,49.43,2020
vct,53.36,2025
vct,56.57,2030
vct,56.87,2035
vct,56.88,2040
vct,58.26,2045
vct,59.91,2050
wsm,96.01,1950
wsm,100.2,1955
wsm,101.2,1960
wsm,105.3,1965
wsm,97.42,1970
wsm,88.72,1975
wsm,77.87,1980
wsm,73.93,1985
wsm,80.25,1990
wsm,77.21,1995
wsm,81.59,2000
wsm,84.33,2005
wsm,77.21,2010
wsm,66.99,2015
wsm,64.38,2020
wsm,72.37,2025
wsm,81.35,2030
wsm,82.03,2035
wsm,76.07,2040
wsm,69.09,2045
wsm,66.51,2050
stp,57.34,1950
stp,57.34,1955
stp,57.13,1960
stp,76.75,1965
stp,104.8,1970
stp,102.8,1975
stp,103.9,1980
stp,103.4,1985
stp,102.6,1990
stp,96.67,1995
stp,87.18,2000
stp,85.05,2005
stp,79.18,2010
stp,73.73,2015
stp,70.03,2020
stp,70.0,2025
stp,69.44,2030
stp,68.01,2035
stp,66.78,2040
stp,68.07,2045
stp,70.71,2050
sau,82.61,1950
sau,84.64,1955
sau,86.99,1960
sau,89.21,1965
sau,90.59,1970
sau,89.24,1975
sau,88.59,1980
sau,80.47,1985
sau,78.73,1990
sau,78.34,1995
sau,68.66,2000
sau,59.52,2005
sau,53.62,2010
sau,51.5,2015
sau,51.92,2020
sau,54.65,2025
sau,56.94,2030
sau,58.84,2035
sau,60.12,2040
sau,61.91,2045
sau,63.09,2050
sen,81.43,1950
sen,78.37,1955
sen,78.62,1960
sen,81.43,1965
sen,86.52,1970
sen,90.45,1975
sen,96.11,1980
sen,97.93,1985
sen,96.91,1990
sen,95.53,1995
sen,92.26,2000
sen,88.17,2005
sen,84.21,2010
sen,82.38,2015
sen,81.81,2020
sen,81.83,2025
sen,81.15,2030
sen,80.71,2035
sen,80.94,2040
sen,81.74,2045
sen,82.69,2050
srb,53.71,1950
srb,53.54,1955
srb,54.43,1960
srb,52.37,1965
srb,48.05,1970
srb,49.11,1975
srb,49.07,1980
srb,46.08,1985
srb,46.6,1990
srb,50.32,1995
srb,50.49,2000
srb,49.65,2005
srb,46.94,2010
srb,48.95,2015
srb,53.84,2020
srb,57.86,2025
srb,59.16,2030
srb,60.08,2035
srb,62.06,2040
srb,65.53,2045
srb,69.36,2050
sle,73.41,1950
sle,71.28,1955
sle,69.79,1960
sle,69.65,1965
sle,72.68,1970
sle,75.96,1975
sle,79.43,1980
sle,81.67,1985
sle,82.06,1990
sle,80.48,1995
sle,79.15,2000
sle,80.68,2005
sle,82.86,2010
sle,83.26,2015
sle,81.2,2020
sle,80.85,2025
sle,81.06,2030
sle,81.47,2035
sle,81.97,2040
sle,82.53,2045
sle,83.03,2050
sgp,74.3,1950
sgp,76.69,1955
sgp,82.25,1960
sgp,85.75,1965
sgp,72.25,1970
sgp,57.95,1975
sgp,45.82,1980
sgp,41.11,1985
sgp,35.82,1990
sgp,39.95,1995
sgp,40.75,2000
sgp,39.02,2005
sgp,34.73,2010
sgp,36.91,2015
sgp,45.6,2020
sgp,60.07,2025
sgp,73.98,2030
sgp,81.99,2035
sgp,82.1,2040
sgp,79.04,2045
sgp,79.38,2050
svk,53.94,1950
svk,59.61,1955
svk,63.04,1960
svk,62.61,1965
svk,55.52,1970
svk,53.7,1975
svk,55.18,1980
svk,52.61,1985
svk,52.06,1990
svk,50.39,1995
svk,44.92,2000
svk,39.88,2005
svk,37.81,2010
svk,41.44,2015
svk,48.64,2020
svk,54.68,2025
svk,56.35,2030
svk,56.32,2035
svk,59.63,2040
svk,67.2,2045
svk,74.77,2050
svn,51.16,1950
svn,52.02,1955
svn,52.67,1960
svn,52.03,1965
svn,49.71,1970
svn,51.12,1975
svn,50.18,1980
svn,45.8,1985
svn,43.72,1990
svn,44.36,1995
svn,42.7,2000
svn,42.3,2005
svn,43.33,2010
svn,48.51,2015
svn,56.49,2020
svn,63.12,2025
svn,66.5,2030
svn,68.35,2035
svn,71.41,2040
svn,77.25,2045
svn,82.45,2050
slb,80.07,1950
slb,80.78,1955
slb,82.88,1960
slb,92.56,1965
slb,93.81,1970
slb,104.3,1975
slb,103.0,1980
slb,101.9,1985
slb,92.65,1990
slb,87.36,1995
slb,81.6,2000
slb,76.97,2005
slb,71.77,2010
slb,68.25,2015
slb,66.8,2020
slb,67.31,2025
slb,67.27,2030
slb,67.15,2035
slb,68.0,2040
slb,69.1,2045
slb,70.43,2050
som,77.86,1950
som,82.54,1955
som,88.49,1960
som,92.76,1965
som,93.63,1970
som,94.82,1975
som,96.13,1980
som,92.0,1985
som,89.52,1990
som,85.43,1995
som,88.4,2000
som,90.13,2005
som,90.83,2010
som,90.43,2015
som,89.74,2020
som,90.91,2025
som,92.56,2030
som,94.17,2035
som,95.3,2040
som,96.26,2045
som,96.28,2050
zaf,72.44,1950
zaf,76.79,1955
zaf,80.39,1960
zaf,83.42,1965
zaf,82.73,1970
zaf,81.47,1975
zaf,80.04,1980
zaf,76.65,1985
zaf,72.06,1990
zaf,64.88,1995
zaf,59.4,2000
zaf,55.59,2005
zaf,53.64,2010
zaf,55.27,2015
zaf,57.47,2020
zaf,59.98,2025
zaf,59.31,2030
zaf,57.68,2035
zaf,56.57,2040
zaf,56.43,2045
zaf,57.09,2050
esp,50.82,1950
esp,52.25,1955
esp,53.57,1960
esp,54.07,1965
esp,58.07,1970
esp,58.06,1975
esp,55.98,1980
esp,50.85,1985
esp,45.87,1990
esp,46.94,1995
esp,46.2,2000
esp,45.53,2005
esp,47.29,2010
esp,51.52,2015
esp,55.18,2020
esp,59.31,2025
esp,62.78,2030
esp,67.91,2035
esp,75.61,2040
esp,84.68,2045
esp,89.07,2050
lka,88.31,1950
lka,83.71,1955
lka,83.66,1960
lka,79.14,1965
lka,75.38,1970
lka,69.44,1975
lka,66.25,1980
lka,63.12,1985
lka,58.59,1990
lka,55.14,1995
lka,49.21,2000
lka,45.81,2005
lka,47.1,2010
lka,53.12,2015
lka,57.11,2020
lka,60.25,2025
lka,61.71,2030
lka,63.06,2035
lka,62.39,2040
lka,64.16,2045
lka,68.43,2050
sdn,88.6,1950
sdn,88.79,1955
sdn,88.81,1960
sdn,88.14,1965
sdn,89.08,1970
sdn,90.19,1975
sdn,90.92,1980
sdn,90.32,1985
sdn,88.22,1990
sdn,86.19,1995
sdn,83.26,2000
sdn,79.03,2005
sdn,73.39,2010
sdn,70.05,2015
sdn,69.76,2020
sdn,71.79,2025
sdn,72.37,2030
sdn,71.98,2035
sdn,71.63,2040
sdn,72.09,2045
sdn,73.31,2050
sur,83.62,1950
sur,90.77,1955
sur,105.7,1960
sur,108.1,1965
sur,108.2,1970
sur,105.5,1975
sur,77.99,1980
sur,65.78,1985
sur,59.9,1990
sur,59.7,1995
sur,56.97,2000
sur,55.94,2005
sur,53.93,2010
sur,51.28,2015
sur,50.66,2020
sur,53.81,2025
sur,56.84,2030
sur,57.82,2035
sur,58.14,2040
sur,57.7,2045
sur,59.13,2050
swz,83.75,1950
swz,88.29,1955
swz,91.75,1960
swz,95.61,1965
swz,99.16,1970
swz,102.5,1975
swz,105.7,1980
swz,106.3,1985
swz,102.7,1990
swz,101.2,1995
swz,90.35,2000
swz,82.07,2005
swz,73.01,2010
swz,71.09,2015
swz,72.96,2020
swz,75.67,2025
swz,74.37,2030
swz,71.08,2035
swz,68.4,2040
swz,67.71,2045
swz,68.79,2050
swe,48.53,1950
swe,50.56,1955
swe,48.55,1960
swe,47.5,1965
swe,49.16,1970
swe,51.57,1975
swe,50.99,1980
swe,48.63,1985
swe,48.94,1990
swe,57.03,1995
swe,55.34,2000
swe,52.8,2005
swe,53.37,2010
swe,60.05,2015
swe,65.3,2020
swe,69.37,2025
swe,71.54,2030
swe,72.02,2035
swe,71.48,2040
swe,71.28,2045
swe,72.05,2050
che,47.75,1950
che,49.97,1955
che,49.79,1960
che,50.51,1965
che,51.43,1970
che,50.68,1975
che,46.64,1980
che,41.8,1985
che,40.82,1990
che,47.85,1995
che,48.58,2000
che,47.3,2005
che,47.98,2010
che,51.48,2015
che,56.48,2020
che,63.51,2025
che,70.21,2030
che,74.15,2035
che,74.35,2040
che,73.77,2045
che,74.59,2050
syr,82.13,1950
syr,90.74,1955
syr,97.79,1960
syr,103.2,1965
syr,102.9,1970
syr,104.2,1975
syr,106.8,1980
syr,107.7,1985
syr,103.7,1990
syr,91.65,1995
syr,77.42,2000
syr,66.71,2005
syr,61.24,2010
syr,62.47,2015
syr,62.33,2020
syr,60.97,2025
syr,59.22,2030
syr,59.46,2035
syr,61.34,2040
syr,64.19,2045
syr,67.26,2050
tjk,61.04,1950
tjk,62.19,1955
tjk,78.81,1960
tjk,100.6,1965
tjk,105.4,1970
tjk,98.75,1975
tjk,88.69,1980
tjk,85.33,1985
tjk,87.15,1990
tjk,90.46,1995
tjk,84.88,2000
tjk,76.44,2005
tjk,66.51,2010
tjk,62.47,2015
tjk,63.59,2020
tjk,66.55,2025
tjk,66.68,2030
tjk,64.22,2035
tjk,62.6,2040
tjk,62.77,2045
tjk,65.03,2050
mkd,76.13,1950
mkd,73.7,1955
mkd,71.96,1960
mkd,67.79,1965
mkd,60.59,1970
mkd,57.21,1975
mkd,53.85,1980
mkd,49.54,1985
mkd,48.84,1990
mkd,49.97,1995
mkd,47.73,2000
mkd,44.85,2005
mkd,41.89,2010
mkd,42.89,2015
mkd,47.72,2020
mkd,53.66,2025
mkd,56.67,2030
mkd,58.1,2035
mkd,59.74,2040
mkd,63.97,2045
mkd,69.81,2050
tha,82.33,1950
tha,82.36,1955
tha,87.3,1960
tha,91.82,1965
tha,90.75,1970
tha,85.0,1975
tha,75.44,1980
tha,61.5,1985
tha,51.84,1990
tha,48.63,1995
tha,45.96,2000
tha,42.94,2005
tha,41.19,2010
tha,43.15,2015
tha,47.6,2020
tha,53.46,2025
tha,57.5,2030
tha,60.26,2035
tha,62.02,2040
tha,63.38,2045
tha,64.74,2050
tls,77.8,1950
tls,78.44,1955
tls,78.39,1960
tls,79.53,1965
tls,80.25,1970
tls,80.55,1975
tls,72.43,1980
tls,72.59,1985
tls,71.91,1990
tls,78.41,1995
tls,107.7,2000
tls,95.93,2005
tls,91.2,2010
tls,88.74,2015
tls,95.64,2020
tls,101.2,2025
tls,101.5,2030
tls,98.76,2035
tls,96.88,2040
tls,96.65,2045
tls,98.99,2050
tgo,83.2,1950
tgo,84.96,1955
tgo,86.16,1960
tgo,87.8,1965
tgo,90.33,1970
tgo,94.04,1975
tgo,97.34,1980
tgo,98.21,1985
tgo,95.83,1990
tgo,91.24,1995
tgo,85.72,2000
tgo,80.68,2005
tgo,75.8,2010
tgo,73.41,2015
tgo,72.87,2020
tgo,74.06,2025
tgo,73.87,2030
tgo,73.17,2035
tgo,72.97,2040
tgo,73.78,2045
tgo,75.15,2050
ton,102.4,1950
ton,101.9,1955
ton,101.6,1960
ton,99.94,1965
ton,96.28,1970
ton,99.04,1975
ton,88.83,1980
ton,80.91,1985
ton,76.92,1990
ton,81.7,1995
ton,79.37,2000
ton,76.66,2005
ton,76.31,2010
ton,76.97,2015
ton,72.72,2020
ton,70.57,2025
ton,71.61,2030
ton,75.8,2035
ton,76.86,2040
ton,75.59,2045
ton,73.9,2050
tto,78.81,1950
tto,84.95,1955
tto,87.69,1960
tto,84.79,1965
tto,85.86,1970
tto,74.17,1975
tto,64.84,1980
tto,63.93,1985
tto,64.47,1990
tto,59.07,1995
tto,47.16,2000
tto,39.34,2005
tto,37.86,2010
tto,41.22,2015
tto,45.98,2020
tto,51.19,2025
tto,54.51,2030
tto,54.98,2035
tto,56.46,2040
tto,60.48,2045
tto,68.42,2050
tun,78.86,1950
tun,81.88,1955
tun,89.39,1960
tun,98.15,1965
tun,99.44,1970
tun,88.93,1975
tun,83.69,1980
tun,78.4,1985
tun,73.47,1990
tun,66.8,1995
tun,57.08,2000
tun,47.77,2005
tun,42.02,2010
tun,42.64,2015
tun,46.74,2020
tun,51.26,2025
tun,52.39,2030
tun,52.44,2035
tun,53.3,2040
tun,57.45,2045
tun,63.82,2050
tur,75.68,1950
tur,78.54,1955
tur,83.99,1960
tur,87.5,1965
tur,83.99,1970
tur,83.81,1975
tur,79.92,1980
tur,74.74,1985
tur,66.28,1990
tur,60.93,1995
tur,55.87,2000
tur,51.86,2005
tur,47.84,2010
tur,46.41,2015
tur,47.61,2020
tur,49.93,2025
tur,51.18,2030
tur,52.27,2035
tur,54.36,2040
tur,57.61,2045
tur,61.16,2050
tkm,62.1,1950
tkm,64.42,1955
tkm,79.66,1960
tkm,94.91,1965
tkm,97.19,1970
tkm,90.69,1975
tkm,82.62,1980
tkm,78.65,1985
tkm,78.24,1990
tkm,77.37,1995
tkm,68.35,2000
tkm,58.45,2005
tkm,49.61,2010
tkm,49.05,2015
tkm,49.98,2020
tkm,51.67,2025
tkm,51.81,2030
tkm,51.12,2035
tkm,51.68,2040
tkm,53.69,2045
tkm,56.53,2050
uga,84.78,1950
uga,91.33,1955
uga,93.8,1960
uga,96.17,1965
uga,97.4,1970
uga,99.43,1975
uga,100.6,1980
uga,101.1,1985
uga,102.6,1990
uga,107.0,1995
uga,109.4,2000
uga,108.1,2005
uga,105.1,2010
uga,103.9,2015
uga,103.8,2020
uga,104.1,2025
uga,103.2,2030
uga,102.7,2035
uga,103.2,2040
uga,104.3,2045
uga,105.4,2050
ukr,51.66,1950
ukr,45.09,1955
ukr,48.4,1960
ukr,51.16,1965
ukr,49.7,1970
ukr,47.92,1975
ukr,47.45,1980
ukr,46.23,1985
ukr,47.04,1990
ukr,51.4,1995
ukr,45.93,2000
ukr,44.38,2005
ukr,41.79,2010
ukr,45.58,2015
ukr,52.35,2020
ukr,58.57,2025
ukr,59.89,2030
ukr,58.61,2035
ukr,60.4,2040
ukr,65.69,2045
ukr,72.98,2050
are,83.68,1950
are,86.06,1955
are,88.33,1960
are,68.14,1965
are,60.13,1970
are,43.02,1975
are,42.23,1980
are,44.62,1985
are,45.02,1990
are,40.76,1995
are,33.13,2000
are,26.09,2005
are,25.23,2010
are,25.91,2015
are,26.17,2020
are,27.62,2025
are,27.84,2030
are,30.45,2035
are,35.27,2040
are,39.49,2045
are,41.57,2050
gbr,47.19,1950
gbr,49.3,1955
gbr,50.78,1960
gbr,51.28,1965
gbr,55.41,1970
gbr,55.82,1975
gbr,51.9,1980
gbr,47.57,1985
gbr,47.65,1990
gbr,54.63,1995
gbr,53.49,2000
gbr,51.66,2005
gbr,51.41,2010
gbr,55.31,2015
gbr,59.31,2020
gbr,63.72,2025
gbr,67.46,2030
gbr,68.97,2035
gbr,68.12,2040
gbr,67.19,2045
gbr,68.29,2050
tza,92.61,1950
tza,92.16,1955
tza,92.72,1960
tza,92.93,1965
tza,94.62,1970
tza,95.44,1975
tza,96.11,1980
tza,95.55,1985
tza,94.22,1990
tza,92.42,1995
tza,90.95,2000
tza,90.84,2005
tza,91.79,2010
tza,93.53,2015
tza,93.97,2020
tza,93.97,2025
tza,93.6,2030
tza,93.61,2035
tza,94.17,2040
tza,94.9,2045
tza,95.39,2050
usa,52.69,1950
usa,60.0,1955
usa,64.35,1960
usa,63.46,1965
usa,58.81,1970
usa,52.06,1975
usa,47.22,1980
usa,46.41,1985
usa,47.52,1990
usa,52.63,1995
usa,51.34,2000
usa,49.73,2005
usa,49.65,2010
usa,53.04,2015
usa,58.01,2020
usa,63.67,2025
usa,66.77,2030
usa,67.05,2035
usa,66.31,2040
usa,66.22,2045
usa,67.03,2050
vir,85.44,1950
vir,88.49,1955
vir,84.48,1960
vir,80.81,1965
vir,64.87,1970
vir,82.17,1975
vir,67.16,1980
vir,62.3,1985
vir,52.45,1990
vir,53.54,1995
vir,52.58,2000
vir,50.85,2005
vir,53.72,2010
vir,61.36,2015
vir,68.93,2020
vir,78.51,2025
vir,85.84,2030
vir,87.54,2035
vir,83.52,2040
vir,76.46,2045
vir,75.85,2050
ury,54.29,1950
ury,53.37,1955
ury,54.03,1960
ury,55.04,1965
ury,55.79,1970
ury,56.94,1975
ury,56.97,1980
ury,57.45,1985
ury,56.72,1990
ury,59.88,1995
ury,60.37,2000
ury,59.53,2005
ury,57.2,2010
ury,56.97,2015
ury,58.42,2020
ury,61.55,2025
ury,62.96,2030
ury,63.01,2035
ury,63.93,2040
ury,65.83,2045
ury,66.64,2050
uzb,58.48,1950
uzb,60.46,1955
uzb,78.03,1960
uzb,98.16,1965
uzb,102.7,1970
uzb,93.95,1975
uzb,83.55,1980
uzb,79.61,1985
uzb,79.91,1990
uzb,80.53,1995
uzb,71.43,2000
uzb,60.15,2005
uzb,49.34,2010
uzb,47.04,2015
uzb,49.44,2020
uzb,53.21,2025
uzb,53.23,2030
uzb,50.78,2035
uzb,49.74,2040
uzb,51.4,2045
uzb,55.51,2050
vut,95.58,1950
vut,95.82,1955
vut,95.76,1960
vut,95.38,1965
vut,93.82,1970
vut,93.11,1975
vut,92.26,1980
vut,91.09,1985
vut,89.55,1990
vut,88.3,1995
vut,83.4,2000
vut,76.57,2005
vut,71.17,2010
vut,69.59,2015
vut,69.41,2020
vut,70.79,2025
vut,70.83,2030
vut,70.8,2035
vut,70.86,2040
vut,70.98,2045
vut,72.18,2050
ven,82.75,1950
ven,88.34,1955
ven,92.7,1960
ven,95.82,1965
ven,93.83,1970
ven,85.98,1975
ven,77.64,1980
ven,73.02,1985
ven,70.72,1990
ven,67.16,1995
ven,62.06,2000
ven,56.99,2005
ven,54.08,2010
ven,54.19,2015
ven,55.47,2020
ven,57.24,2025
ven,57.9,2030
ven,58.01,2035
ven,58.94,2040
ven,60.69,2045
ven,62.59,2050
vnm,55.61,1950
vnm,64.14,1955
vnm,77.52,1960
vnm,91.84,1965
vnm,95.19,1970
vnm,91.24,1975
vnm,89.11,1980
vnm,81.83,1985
vnm,77.72,1990
vnm,73.44,1995
vnm,64.22,2000
vnm,54.67,2005
vnm,45.81,2010
vnm,43.74,2015
vnm,45.62,2020
vnm,50.32,2025
vnm,54.06,2030
vnm,56.75,2035
vnm,58.77,2040
vnm,61.02,2045
vnm,63.16,2050
esh,82.6,1950
esh,69.95,1955
esh,65.75,1960
esh,66.43,1965
esh,73.57,1970
esh,93.39,1975
esh,65.72,1980
esh,70.63,1985
esh,73.13,1990
esh,70.03,1995
esh,60.51,2000
esh,50.96,2005
esh,44.7,2010
esh,43.89,2015
esh,45.65,2020
esh,49.56,2025
esh,50.32,2030
esh,50.82,2035
esh,52.92,2040
esh,56.58,2045
esh,61.1,2050
yem,85.4,1950
yem,91.04,1955
yem,95.84,1960
yem,99.34,1965
yem,103.5,1970
yem,110.8,1975
yem,112.2,1980
yem,114.5,1985
yem,115.6,1990
yem,109.5,1995
yem,102.6,2000
yem,92.45,2005
yem,84.24,2010
yem,81.91,2015
yem,83.98,2020
yem,86.65,2025
yem,86.22,2030
yem,84.29,2035
yem,83.11,2040
yem,83.66,2045
yem,85.33,2050
zmb,90.6,1950
