newborn_mortality_rate_per_1000,geo,time
25.5,kgz,1991
25.6,kgz,1992
25.6,kgz,1993
25.5,kgz,1994
25.1,kgz,1995
24.4,kgz,1996
23.7,kgz,1997
23.1,kgz,1998
22.3,kgz,1999
21.8,kgz,2000
21.2,kgz,2001
20.7,kgz,2002
20.3,kgz,2003
20.0,kgz,2004
19.8,kgz,2005
19.5,kgz,2006
19.0,kgz,2007
18.4,kgz,2008
17.3,kgz,2009
16.1,kgz,2010
14.8,kgz,2011
13.7,kgz,2012
12.8,kgz,2013
12.1,kgz,2014
11.5,kgz,2015
57.2,lao,1988
56.1,lao,1989
54.7,lao,1990
53.5,lao,1991
52.2,lao,1992
51.0,lao,1993
49.8,lao,1994
48.6,lao,1995
47.4,lao,1996
46.4,lao,1997
45.3,lao,1998
44.4,lao,1999
43.3,lao,2000
42.3,lao,2001
41.4,lao,2002
40.3,lao,2003
39.3,lao,2004
38.3,lao,2005
37.2,lao,2006
36.3,lao,2007
35.3,lao,2008
34.5,lao,2009
33.6,lao,2010
32.7,lao,2011
32.0,lao,2012
31.3,lao,2013
30.7,lao,2014
30.1,lao,2015
10.7,lva,1980
10.5,lva,1981
10.4,lva,1982
10.1,lva,1983
9.8,lva,1984
9.6,lva,1985
9.3,lva,1986
9.3,lva,1987
9.6,lva,1988
10.6,lva,1989
12.0,lva,1990
13.7,lva,1991
15.0,lva,1992
15.9,lva,1993
16.2,lva,1994
15.9,lva,1995
15.2,lva,1996
14.0,lva,1997
12.7,lva,1998
11.5,lva,1999
10.4,lva,2000
9.7,lva,2001
9.1,lva,2002
8.6,lva,2003
8.2,lva,2004
7.9,lva,2005
7.5,lva,2006
7.2,lva,2007
6.9,lva,2008
6.6,lva,2009
6.3,lva,2010
6.0,lva,2011
5.8,lva,2012
5.6,lva,2013
5.4,lva,2014
5.2,lva,2015
34.6,lbn,1973
34.2,lbn,1974
33.8,lbn,1975
33.2,lbn,1976
32.6,lbn,1977
32.1,lbn,1978
31.4,lbn,1979
30.7,lbn,1980
29.9,lbn,1981
29.2,lbn,1982
28.2,lbn,1983
27.3,lbn,1984
26.2,lbn,1985
25.2,lbn,1986
24.2,lbn,1987
23.1,lbn,1988
22.0,lbn,1989
20.8,lbn,1990
19.6,lbn,1991
18.5,lbn,1992
17.5,lbn,1993
16.5,lbn,1994
15.6,lbn,1995
14.8,lbn,1996
14.0,lbn,1997
13.3,lbn,1998
12.6,lbn,1999
11.8,lbn,2000
11.2,lbn,2001
10.4,lbn,2002
9.7,lbn,2003
9.0,lbn,2004
8.3,lbn,2005
7.6,lbn,2006
7.1,lbn,2007
6.6,lbn,2008
6.2,lbn,2009
5.9,lbn,2010
5.6,lbn,2011
5.4,lbn,2012
5.2,lbn,2013
5.0,lbn,2014
4.8,lbn,2015
68.3,lso,1954
67.4,lso,1955
66.6,lso,1956
66.0,lso,1957
65.6,lso,1958
65.1,lso,1959
64.9,lso,1960
64.8,lso,1961
64.7,lso,1962
64.8,lso,1963
64.8,lso,1964
64.7,lso,1965
64.2,lso,1966
63.6,lso,1967
62.9,lso,1968
61.9,lso,1969
60.7,lso,1970
59.4,lso,1971
58.0,lso,1972
56.4,lso,1973
54.7,lso,1974
52.9,lso,1975
51.0,lso,1976
49.0,lso,1977
47.0,lso,1978
45.2,lso,1979
43.5,lso,1980
42.1,lso,1981
41.0,lso,1982
40.2,lso,1983
39.7,lso,1984
39.4,lso,1985
39.2,lso,1986
39.3,lso,1987
39.5,lso,1988
39.9,lso,1989
40.3,lso,1990
40.6,lso,1991
40.8,lso,1992
40.8,lso,1993
40.8,lso,1994
40.7,lso,1995
40.4,lso,1996
39.9,lso,1997
39.2,lso,1998
38.5,lso,1999
37.7,lso,2000
37.0,lso,2001
36.4,lso,2002
35.9,lso,2003
35.5,lso,2004
35.2,lso,2005
34.8,lso,2006
34.7,lso,2007
34.7,lso,2008
34.7,lso,2009
34.8,lso,2010
34.7,lso,2011
34.3,lso,2012
33.9,lso,2013
33.4,lso,2014
32.7,lso,2015
108.0,lbr,1963
106.3,lbr,1964
104.4,lbr,1965
102.1,lbr,1966
99.5,lbr,1967
96.7,lbr,1968
94.0,lbr,1969
91.4,lbr,1970
88.6,lbr,1971
86.1,lbr,1972
83.7,lbr,1973
81.6,lbr,1974
79.8,lbr,1975
78.1,lbr,1976
76.7,lbr,1977
75.0,lbr,1978
73.6,lbr,1979
72.1,lbr,1980
70.4,lbr,1981
68.9,lbr,1982
67.1,lbr,1983
65.4,lbr,1984
63.7,lbr,1985
62.2,lbr,1986
60.7,lbr,1987
59.6,lbr,1988
58.3,lbr,1989
57.0,lbr,1990
55.5,lbr,1991
54.3,lbr,1992
52.9,lbr,1993
52.0,lbr,1994
51.1,lbr,1995
50.3,lbr,1996
49.1,lbr,1997
47.4,lbr,1998
45.6,lbr,1999
43.7,lbr,2000
41.7,lbr,2001
39.7,lbr,2002
37.9,lbr,2003
36.2,lbr,2004
34.5,lbr,2005
32.9,lbr,2006
31.3,lbr,2007
29.9,lbr,2008
28.6,lbr,2009
27.6,lbr,2010
26.8,lbr,2011
26.0,lbr,2012
25.3,lbr,2013
24.7,lbr,2014
24.1,lbr,2015
38.0,lby,1972
36.6,lby,1973
35.0,lby,1974
33.8,lby,1975
32.5,lby,1976
31.5,lby,1977
30.4,lby,1978
29.3,lby,1979
28.4,lby,1980
27.5,lby,1981
26.6,lby,1982
25.8,lby,1983
25.1,lby,1984
24.4,lby,1985
23.6,lby,1986
22.9,lby,1987
22.2,lby,1988
21.6,lby,1989
20.9,lby,1990
20.3,lby,1991
19.6,lby,1992
19.1,lby,1993
18.5,lby,1994
17.9,lby,1995
17.2,lby,1996
16.6,lby,1997
16.1,lby,1998
15.6,lby,1999
15.1,lby,2000
14.7,lby,2001
14.2,lby,2002
13.7,lby,2003
13.1,lby,2004
12.4,lby,2005
11.7,lby,2006
10.8,lby,2007
10.1,lby,2008
9.5,lby,2009
8.9,lby,2010
8.5,lby,2011
8.1,lby,2012
7.8,lby,2013
7.5,lby,2014
7.2,lby,2015
8.7,ltu,1981
8.5,ltu,1982
8.4,ltu,1983
8.6,ltu,1984
8.6,ltu,1985
8.3,ltu,1986
7.9,ltu,1987
7.9,ltu,1988
8.4,ltu,1989
9.5,ltu,1990
11.1,ltu,1991
12.5,ltu,1992
12.8,ltu,1993
11.3,ltu,1994
9.3,ltu,1995
7.8,ltu,1996
6.8,ltu,1997
6.2,ltu,1998
5.8,ltu,1999
5.5,ltu,2000
5.3,ltu,2001
5.2,ltu,2002
5.2,ltu,2003
5.2,ltu,2004
5.1,ltu,2005
4.8,ltu,2006
4.4,ltu,2007
4.1,ltu,2008
3.7,ltu,2009
3.4,ltu,2010
3.2,ltu,2011
2.9,ltu,2012
2.7,ltu,2013
2.6,ltu,2014
2.5,ltu,2015
16.1,lux,1965
15.3,lux,1966
14.6,lux,1967
13.9,lux,1968
13.3,lux,1969
12.6,lux,1970
11.9,lux,1971
11.1,lux,1972
10.4,lux,1973
9.7,lux,1974
9.2,lux,1975
8.6,lux,1976
8.1,lux,1977
7.6,lux,1978
7.1,lux,1979
6.7,lux,1980
6.3,lux,1981
6.0,lux,1982
5.7,lux,1983
5.5,lux,1984
5.3,lux,1985
5.1,lux,1986
4.9,lux,1987
4.7,lux,1988
4.5,lux,1989
4.3,lux,1990
4.0,lux,1991
3.8,lux,1992
3.6,lux,1993
3.4,lux,1994
3.2,lux,1995
3.0,lux,1996
2.8,lux,1997
2.7,lux,1998
2.6,lux,1999
2.4,lux,2000
2.3,lux,2001
2.2,lux,2002
2.0,lux,2003
1.9,lux,2004
1.8,lux,2005
1.6,lux,2006
1.5,lux,2007
1.4,lux,2008
1.3,lux,2009
1.2,lux,2010
1.1,lux,2011
1.1,lux,2012
1.0,lux,2013
1.0,lux,2014
0.9,lux,2015
20.5,mkd,1982
20.2,mkd,1983
20.1,mkd,1984
20.0,mkd,1985
19.8,mkd,1986
19.5,mkd,1987
18.9,mkd,1988
18.1,mkd,1989
17.3,mkd,1990
16.4,mkd,1991
15.6,mkd,1992
14.6,mkd,1993
13.6,mkd,1994
12.6,mkd,1995
11.6,mkd,1996
10.9,mkd,1997
10.3,mkd,1998
9.7,mkd,1999
9.2,mkd,2000
8.7,mkd,2001
8.5,mkd,2002
8.5,mkd,2003
8.8,mkd,2004
8.9,mkd,2005
8.7,mkd,2006
8.4,mkd,2007
7.9,mkd,2008
7.3,mkd,2009
6.5,mkd,2010
5.6,mkd,2011
4.8,mkd,2012
4.2,mkd,2013
3.8,mkd,2014
3.5,mkd,2015
34.5,mdg,1969
34.6,mdg,1970
34.6,mdg,1971
34.8,mdg,1972
35.1,mdg,1973
35.5,mdg,1974
36.1,mdg,1975
36.8,mdg,1976
37.6,mdg,1977
38.4,mdg,1978
39.1,mdg,1979
39.7,mdg,1980
40.3,mdg,1981
40.9,mdg,1982
41.4,mdg,1983
41.7,mdg,1984
41.8,mdg,1985
41.7,mdg,1986
41.5,mdg,1987
41.1,mdg,1988
40.6,mdg,1989
40.2,mdg,1990
39.6,mdg,1991
39.1,mdg,1992
38.5,mdg,1993
37.9,mdg,1994
37.1,mdg,1995
36.2,mdg,1996
35.2,mdg,1997
34.1,mdg,1998
32.9,mdg,1999
31.7,mdg,2000
30.6,mdg,2001
29.5,mdg,2002
28.4,mdg,2003
27.4,mdg,2004
26.4,mdg,2005
25.5,mdg,2006
24.6,mdg,2007
23.7,mdg,2008
22.9,mdg,2009
22.3,mdg,2010
21.7,mdg,2011
21.1,mdg,2012
20.5,mdg,2013
20.1,mdg,2014
19.7,mdg,2015
72.9,mwi,1969
72.4,mwi,1970
71.3,mwi,1971
69.9,mwi,1972
68.2,mwi,1973
66.4,mwi,1974
64.5,mwi,1975
62.8,mwi,1976
61.2,mwi,1977
59.8,mwi,1978
58.5,mwi,1979
57.1,mwi,1980
55.7,mwi,1981
54.5,mwi,1982
53.6,mwi,1983
53.3,mwi,1984
53.0,mwi,1985
52.6,mwi,1986
51.9,mwi,1987
51.0,mwi,1988
49.9,mwi,1989
48.6,mwi,1990
47.1,mwi,1991
45.7,mwi,1992
44.4,mwi,1993
43.4,mwi,1994
42.6,mwi,1995
41.8,mwi,1996
40.8,mwi,1997
39.5,mwi,1998
37.8,mwi,1999
35.8,mwi,2000
33.7,mwi,2001
31.7,mwi,2002
30.0,mwi,2003
28.6,mwi,2004
27.7,mwi,2005
27.0,mwi,2006
26.7,mwi,2007
26.5,mwi,2008
26.2,mwi,2009
25.7,mwi,2010
24.9,mwi,2011
24.0,mwi,2012
23.2,mwi,2013
22.4,mwi,2014
21.8,mwi,2015
9.0,mys,1990
8.5,mys,1991
8.1,mys,1992
7.7,mys,1993
7.4,mys,1994
7.1,mys,1995
6.8,mys,1996
6.6,mys,1997
6.2,mys,1998
5.8,mys,1999
5.3,mys,2000
4.9,mys,2001
4.6,mys,2002
4.4,mys,2003
4.3,mys,2004
4.2,mys,2005
4.2,mys,2006
4.3,mys,2007
4.4,mys,2008
4.3,mys,2009
4.3,mys,2010
4.2,mys,2011
4.1,mys,2012
4.1,mys,2013
4.0,mys,2014
3.9,mys,2015
42.9,mdv,1990
41.7,mdv,1991
40.4,mdv,1992
39.0,mdv,1993
37.7,mdv,1994
36.1,mdv,1995
34.4,mdv,1996
32.4,mdv,1997
30.4,mdv,1998
28.1,mdv,1999
25.7,mdv,2000
23.2,mdv,2001
20.8,mdv,2002
18.1,mdv,2003
15.7,mdv,2004
13.6,mdv,2005
11.8,mdv,2006
10.4,mdv,2007
9.2,mdv,2008
8.2,mdv,2009
7.4,mdv,2010
6.7,mdv,2011
6.1,mdv,2012
5.6,mdv,2013
5.2,mdv,2014
4.9,mdv,2015
103.5,mli,1964
103.0,mli,1965
102.7,mli,1966
102.7,mli,1967
103.0,mli,1968
103.4,mli,1969
104.0,mli,1970
104.3,mli,1971
104.1,mli,1972
103.4,mli,1973
102.2,mli,1974
101.4,mli,1975
100.3,mli,1976
99.0,mli,1977
96.8,mli,1978
94.3,mli,1979
90.8,mli,1980
87.2,mli,1981
83.7,mli,1982
80.6,mli,1983
78.6,mli,1984
77.7,mli,1985
77.7,mli,1986
77.4,mli,1987
76.4,mli,1988
74.8,mli,1989
73.1,mli,1990
71.4,mli,1991
69.8,mli,1992
68.9,mli,1993
67.8,mli,1994
66.5,mli,1995
64.8,mli,1996
63.0,mli,1997
61.1,mli,1998
59.1,mli,1999
56.8,mli,2000
54.4,mli,2001
52.3,mli,2002
50.6,mli,2003
49.2,mli,2004
47.7,mli,2005
46.4,mli,2006
45.1,mli,2007
43.9,mli,2008
43.0,mli,2009
42.1,mli,2010
41.1,mli,2011
40.2,mli,2012
39.4,mli,2013
38.6,mli,2014
37.8,mli,2015
19.1,mlt,1970
18.0,mlt,1971
17.0,mlt,1972
16.0,mlt,1973
15.1,mlt,1974
14.2,mlt,1975
13.5,mlt,1976
12.8,mlt,1977
12.3,mlt,1978
11.8,mlt,1979
11.4,mlt,1980
11.1,mlt,1981
10.7,mlt,1982
10.3,mlt,1983
9.8,mlt,1984
9.3,mlt,1985
8.9,mlt,1986
8.4,mlt,1987
8.1,mlt,1988
7.8,mlt,1989
7.5,mlt,1990
7.3,mlt,1991
7.1,mlt,1992
6.8,mlt,1993
6.6,mlt,1994
6.4,mlt,1995
6.1,mlt,1996
5.8,mlt,1997
5.6,mlt,1998
5.4,mlt,1999
5.2,mlt,2000
5.0,mlt,2001
4.9,mlt,2002
4.8,mlt,2003
4.7,mlt,2004
4.7,mlt,2005
4.6,mlt,2006
4.6,mlt,2007
4.6,mlt,2008
4.6,mlt,2009
4.6,mlt,2010
4.5,mlt,2011
4.5,mlt,2012
4.5,mlt,2013
4.4,mlt,2014
4.4,mlt,2015
19.7,mhl,1990
19.2,mhl,1991
18.7,mhl,1992
18.2,mhl,1993
17.9,mhl,1994
17.7,mhl,1995
17.7,mhl,1996
17.9,mhl,1997
18.2,mhl,1998
18.4,mhl,1999
18.5,mhl,2000
18.5,mhl,2001
18.4,mhl,2002
18.2,mhl,2003
18.1,mhl,2004
18.1,mhl,2005
18.0,mhl,2006
17.9,mhl,2007
17.9,mhl,2008
17.8,mhl,2009
17.7,mhl,2010
17.6,mhl,2011
17.5,mhl,2012
17.2,mhl,2013
17.0,mhl,2014
16.7,mhl,2015
62.2,mrt,1958
61.8,mrt,1959
61.6,mrt,1960
61.3,mrt,1961
61.3,mrt,1962
61.2,mrt,1963
61.4,mrt,1964
61.4,mrt,1965
61.1,mrt,1966
60.6,mrt,1967
60.1,mrt,1968
59.7,mrt,1969
59.5,mrt,1970
59.4,mrt,1971
59.5,mrt,1972
59.6,mrt,1973
59.6,mrt,1974
59.3,mrt,1975
58.8,mrt,1976
58.1,mrt,1977
57.3,mrt,1978
56.8,mrt,1979
56.3,mrt,1980
56.1,mrt,1981
55.8,mrt,1982
55.1,mrt,1983
54.2,mrt,1984
52.8,mrt,1985
51.4,mrt,1986
49.8,mrt,1987
48.3,mrt,1988
47.0,mrt,1989
45.9,mrt,1990
45.2,mrt,1991
44.7,mrt,1992
44.3,mrt,1993
44.3,mrt,1994
44.3,mrt,1995
44.2,mrt,1996
44.0,mrt,1997
43.7,mrt,1998
43.3,mrt,1999
43.0,mrt,2000
42.7,mrt,2001
42.6,mrt,2002
42.5,mrt,2003
42.4,mrt,2004
42.1,mrt,2005
41.8,mrt,2006
41.1,mrt,2007
40.5,mrt,2008
39.9,mrt,2009
39.1,mrt,2010
38.3,mrt,2011
37.7,mrt,2012
36.9,mrt,2013
36.3,mrt,2014
35.7,mrt,2015
29.8,mus,1969
30.1,mus,1970
30.0,mus,1971
29.2,mus,1972
27.9,mus,1973
26.5,mus,1974
25.2,mus,1975
23.9,mus,1976
22.5,mus,1977
21.2,mus,1978
20.1,mus,1979
19.5,mus,1980
19.1,mus,1981
18.6,mus,1982
17.4,mus,1983
16.5,mus,1984
16.6,mus,1985
17.3,mus,1986
17.5,mus,1987
16.7,mus,1988
15.5,mus,1989
14.6,mus,1990
14.1,mus,1991
13.9,mus,1992
14.0,mus,1993
14.4,mus,1994
15.0,mus,1995
15.5,mus,1996
15.5,mus,1997
14.8,mus,1998
13.6,mus,1999
12.3,mus,2000
11.0,mus,2001
10.2,mus,2002
9.9,mus,2003
9.8,mus,2004
9.9,mus,2005
10.0,mus,2006
9.9,mus,2007
9.6,mus,2008
9.3,mus,2009
9.1,mus,2010
9.1,mus,2011
9.0,mus,2012
8.9,mus,2013
8.7,mus,2014
8.4,mus,2015
40.0,mex,1963
40.3,mex,1964
40.9,mex,1965
41.4,mex,1966
41.8,mex,1967
42.0,mex,1968
41.9,mex,1969
41.4,mex,1970
40.8,mex,1971
39.9,mex,1972
38.9,mex,1973
37.8,mex,1974
36.6,mex,1975
35.4,mex,1976
34.3,mex,1977
33.2,mex,1978
32.0,mex,1979
30.9,mex,1980
29.8,mex,1981
28.7,mex,1982
27.7,mex,1983
26.7,mex,1984
25.8,mex,1985
24.9,mex,1986
23.9,mex,1987
22.8,mex,1988
21.7,mex,1989
20.6,mex,1990
19.4,mex,1991
18.3,mex,1992
17.2,mex,1993
16.2,mex,1994
15.3,mex,1995
14.2,mex,1996
13.1,mex,1997
12.0,mex,1998
11.0,mex,1999
10.1,mex,2000
9.3,mex,2001
8.6,mex,2002
8.1,mex,2003
7.9,mex,2004
7.8,mex,2005
7.5,mex,2006
6.9,mex,2007
6.6,mex,2008
6.9,mex,2009
7.7,mex,2010
8.2,mex,2011
8.1,mex,2012
7.7,mex,2013
7.4,mex,2014
7.0,mex,2015
26.2,fsm,1990
26.0,fsm,1991
25.9,fsm,1992
26.0,fsm,1993
26.0,fsm,1994
26.1,fsm,1995
26.3,fsm,1996
26.3,fsm,1997
26.2,fsm,1998
26.0,fsm,1999
25.7,fsm,2000
25.3,fsm,2001
25.0,fsm,2002
24.5,fsm,2003
24.0,fsm,2004
23.5,fsm,2005
23.0,fsm,2006
22.6,fsm,2007
22.1,fsm,2008
21.7,fsm,2009
21.2,fsm,2010
20.7,fsm,2011
20.2,fsm,2012
19.7,fsm,2013
19.2,fsm,2014
18.8,fsm,2015
22.0,mda,1982
21.5,mda,1983
21.0,mda,1984
20.4,mda,1985
19.8,mda,1986
19.4,mda,1987
19.1,mda,1988
18.8,mda,1989
18.6,mda,1990
18.9,mda,1991
19.6,mda,1992
20.4,mda,1993
21.4,mda,1994
22.3,mda,1995
23.0,mda,1996
23.3,mda,1997
23.1,mda,1998
22.3,mda,1999
20.7,mda,2000
18.9,mda,2001
17.1,mda,2002
15.6,mda,2003
14.5,mda,2004
13.8,mda,2005
13.3,mda,2006
13.2,mda,2007
13.1,mda,2008
13.0,mda,2009
12.9,mda,2010
12.8,mda,2011
12.6,mda,2012
12.4,mda,2013
12.1,mda,2014
11.9,mda,2015
4.2,mco,1990
4.0,mco,1991
3.8,mco,1992
3.7,mco,1993
3.5,mco,1994
3.4,mco,1995
3.2,mco,1996
3.1,mco,1997
3.0,mco,1998
2.9,mco,1999
2.8,mco,2000
2.7,mco,2001
2.6,mco,2002
2.5,mco,2003
2.5,mco,2004
2.4,mco,2005
2.4,mco,2006
2.3,mco,2007
2.3,mco,2008
2.2,mco,2009
2.2,mco,2010
2.1,mco,2011
2.1,mco,2012
2.0,mco,2013
2.0,mco,2014
1.9,mco,2015
31.4,mng,1986
31.4,mng,1987
31.5,mng,1988
31.7,mng,1989
31.8,mng,1990
31.9,mng,1991
31.8,mng,1992
31.7,mng,1993
31.4,mng,1994
30.9,mng,1995
30.0,mng,1996
29.0,mng,1997
27.9,mng,1998
26.8,mng,1999
25.7,mng,2000
24.6,mng,2001
23.5,mng,2002
22.3,mng,2003
21.2,mng,2004
20.1,mng,2005
19.2,mng,2006
18.2,mng,2007
17.2,mng,2008
16.0,mng,2009
14.9,mng,2010
13.9,mng,2011
13.0,mng,2012
12.3,mng,2013
11.7,mng,2014
11.1,mng,2015
10.9,mne,1990
10.4,mne,1991
10.1,mne,1992
10.0,mne,1993
9.9,mne,1994
9.8,mne,1995
9.8,mne,1996
9.7,mne,1997
9.5,mne,1998
9.3,mne,1999
9.0,mne,2000
8.7,mne,2001
8.3,mne,2002
7.8,mne,2003
7.4,mne,2004
6.8,mne,2005
6.4,mne,2006
5.9,mne,2007
5.4,mne,2008
5.0,mne,2009
4.5,mne,2010
4.1,mne,2011
3.8,mne,2012
3.5,mne,2013
3.3,mne,2014
3.1,mne,2015
67.4,mar,1957
66.7,mar,1958
65.9,mar,1959
65.2,mar,1960
64.5,mar,1961
63.7,mar,1962
62.7,mar,1963
61.5,mar,1964
60.3,mar,1965
59.1,mar,1966
57.9,mar,1967
56.6,mar,1968
55.4,mar,1969
54.4,mar,1970
53.6,mar,1971
52.9,mar,1972
52.1,mar,1973
51.4,mar,1974
50.7,mar,1975
50.2,mar,1976
49.7,mar,1977
49.2,mar,1978
48.6,mar,1979
47.8,mar,1980
46.9,mar,1981
45.8,mar,1982
44.5,mar,1983
43.2,mar,1984
42.0,mar,1985
40.8,mar,1986
39.7,mar,1987
38.5,mar,1988
37.5,mar,1989
36.5,mar,1990
35.6,mar,1991
34.7,mar,1992
33.9,mar,1993
33.0,mar,1994
32.1,mar,1995
31.1,mar,1996
30.1,mar,1997
29.2,mar,1998
28.3,mar,1999
27.5,mar,2000
26.9,mar,2001
26.2,mar,2002
25.5,mar,2003
24.9,mar,2004
24.3,mar,2005
23.8,mar,2006
23.2,mar,2007
22.6,mar,2008
21.9,mar,2009
21.1,mar,2010
20.3,mar,2011
19.6,mar,2012
18.9,mar,2013
18.2,mar,2014
17.6,mar,2015
64.2,moz,1980
64.4,moz,1981
64.4,moz,1982
64.4,moz,1983
64.4,moz,1984
64.4,moz,1985
64.1,moz,1986
63.7,moz,1987
63.0,moz,1988
62.4,moz,1989
61.5,moz,1990
60.5,moz,1991
59.6,moz,1992
58.4,moz,1993
57.1,moz,1994
55.5,moz,1995
53.8,moz,1996
51.6,moz,1997
49.1,moz,1998
46.6,moz,1999
44.1,moz,2000
41.9,moz,2001
39.8,moz,2002
38.1,moz,2003
36.6,moz,2004
35.2,moz,2005
34.1,moz,2006
33.1,moz,2007
32.3,moz,2008
31.4,moz,2009
30.6,moz,2010
29.8,moz,2011
29.1,moz,2012
28.4,moz,2013
27.8,moz,2014
27.1,moz,2015
46.6,mmr,1990
46.0,mmr,1991
45.2,mmr,1992
44.3,mmr,1993
43.4,mmr,1994
42.3,mmr,1995
41.2,mmr,1996
40.2,mmr,1997
39.3,mmr,1998
38.3,mmr,1999
37.3,mmr,2000
36.5,mmr,2001
35.6,mmr,2002
34.9,mmr,2003
34.2,mmr,2004
33.5,mmr,2005
32.8,mmr,2006
32.1,mmr,2007
31.7,mmr,2008
30.5,mmr,2009
29.7,mmr,2010
29.0,mmr,2011
28.4,mmr,2012
27.7,mmr,2013
27.0,mmr,2014
26.4,mmr,2015
31.4,nam,1969
31.6,nam,1970
31.9,nam,1971
32.3,nam,1972
32.6,nam,1973
32.8,nam,1974
33.0,nam,1975
33.0,nam,1976
32.8,nam,1977
32.4,nam,1978
32.1,nam,1979
32.0,nam,1980
31.9,nam,1981
31.9,nam,1982
31.8,nam,1983
31.4,nam,1984
30.9,nam,1985
30.3,nam,1986
29.7,nam,1987
29.1,nam,1988
28.4,nam,1989
27.7,nam,1990
27.0,nam,1991
26.1,nam,1992
25.2,nam,1993
24.3,nam,1994
23.3,nam,1995
22.5,nam,1996
21.7,nam,1997
21.0,nam,1998
20.3,nam,1999
19.6,nam,2000
18.9,nam,2001
18.3,nam,2002
17.8,nam,2003
17.4,nam,2004
17.1,nam,2005
17.0,nam,2006
17.1,nam,2007
17.1,nam,2008
17.1,nam,2009
17.1,nam,2010
16.9,nam,2011
16.7,nam,2012
16.4,nam,2013
16.1,nam,2014
15.9,nam,2015
28.8,nru,1990
28.3,nru,1991
27.7,nru,1992
27.3,nru,1993
26.9,nru,1994
26.7,nru,1995
26.4,nru,1996
25.9,nru,1997
25.5,nru,1998
25.1,nru,1999
24.8,nru,2000
24.6,nru,2001
24.5,nru,2002
24.5,nru,2003
24.5,nru,2004
24.5,nru,2005
24.5,nru,2006
24.6,nru,2007
24.7,nru,2008
24.6,nru,2009
24.6,nru,2010
24.2,nru,2011
23.8,nru,2012
23.5,nru,2013
23.1,nru,2014
22.7,nru,2015
100.2,npl,1953
100.3,npl,1954
100.1,npl,1955
99.9,npl,1956
99.7,npl,1957
99.4,npl,1958
99.1,npl,1959
98.7,npl,1960
98.0,npl,1961
97.4,npl,1962
96.6,npl,1963
95.6,npl,1964
94.5,npl,1965
93.3,npl,1966
92.2,npl,1967
91.1,npl,1968
89.9,npl,1969
88.8,npl,1970
87.8,npl,1971
86.8,npl,1972
85.7,npl,1973
84.6,npl,1974
83.5,npl,1975
82.4,npl,1976
81.1,npl,1977
79.8,npl,1978
78.3,npl,1979
76.7,npl,1980
75.0,npl,1981
73.3,npl,1982
71.7,npl,1983
70.1,npl,1984
68.4,npl,1985
66.8,npl,1986
65.0,npl,1987
62.9,npl,1988
60.7,npl,1989
58.5,npl,1990
56.2,npl,1991
54.0,npl,1992
51.9,npl,1993
49.8,npl,1994
47.7,npl,1995
45.8,npl,1996
44.0,npl,1997
42.4,npl,1998
40.8,npl,1999
39.3,npl,2000
37.8,npl,2001
36.5,npl,2002
35.1,npl,2003
33.8,npl,2004
32.5,npl,2005
31.3,npl,2006
30.1,npl,2007
29.0,npl,2008
27.8,npl,2009
26.7,npl,2010
25.6,npl,2011
24.7,npl,2012
23.8,npl,2013
23.0,npl,2014
22.2,npl,2015
13.5,nld,1960
13.1,nld,1961
12.6,nld,1962
12.1,nld,1963
11.7,nld,1964
11.4,nld,1965
11.0,nld,1966
10.6,nld,1967
10.2,nld,1968
9.8,nld,1969
9.5,nld,1970
9.1,nld,1971
8.8,nld,1972
8.4,nld,1973
8.1,nld,1974
7.7,nld,1975
7.2,nld,1976
6.8,nld,1977
6.4,nld,1978
6.1,nld,1979
5.8,nld,1980
5.5,nld,1981
5.3,nld,1982
5.2,nld,1983
5.0,nld,1984
4.9,nld,1985
4.8,nld,1986
4.8,nld,1987
4.7,nld,1988
4.7,nld,1989
4.6,nld,1990
4.5,nld,1991
4.4,nld,1992
4.3,nld,1993
4.2,nld,1994
4.1,nld,1995
4.0,nld,1996
3.9,nld,1997
3.9,nld,1998
3.9,nld,1999
3.8,nld,2000
3.8,nld,2001
3.7,nld,2002
3.6,nld,2003
3.5,nld,2004
3.4,nld,2005
3.3,nld,2006
3.2,nld,2007
3.0,nld,2008
2.9,nld,2009
2.8,nld,2010
2.7,nld,2011
2.6,nld,2012
2.5,nld,2013
2.4,nld,2014
2.4,nld,2015
11.1,nzl,1968
10.8,nzl,1969
10.6,nzl,1970
10.4,nzl,1971
10.1,nzl,1972
9.8,nzl,1973
9.4,nzl,1974
8.9,nzl,1975
8.4,nzl,1976
7.9,nzl,1977
7.3,nzl,1978
6.8,nzl,1979
6.3,nzl,1980
5.9,nzl,1981
5.6,nzl,1982
5.3,nzl,1983
5.1,nzl,1984
4.9,nzl,1985
4.7,nzl,1986
4.6,nzl,1987
4.5,nzl,1988
4.4,nzl,1989
4.3,nzl,1990
4.2,nzl,1991
4.0,nzl,1992
3.8,nzl,1993
3.6,nzl,1994
3.5,nzl,1995
3.5,nzl,1996
3.5,nzl,1997
3.5,nzl,1998
3.5,nzl,1999
3.5,nzl,2000
3.4,nzl,2001
3.4,nzl,2002
3.3,nzl,2003
3.2,nzl,2004
3.1,nzl,2005
3.0,nzl,2006
3.0,nzl,2007
3.1,nzl,2008
3.2,nzl,2009
3.3,nzl,2010
3.4,nzl,2011
3.3,nzl,2012
3.3,nzl,2013
3.2,nzl,2014
3.1,nzl,2015
42.2,nic,1968
