suicide_age_0_14_per_100000_people,geo,time
0.6743,blr,1988
0.8452,blr,1989
0.4878,blr,1990
0.6971,blr,1991
1.447,blr,1992
0.906,blr,1993
0.7314,blr,1994
0.602,blr,1995
0.3909,blr,1997
0.6634,blr,1998
1.044,blr,1999
1.067,blr,2000
0.8133,blr,2001
1.127,blr,2002
0.6707,blr,2003
0.759,blr,2007
0.2351,bel,1954
0.1087,bel,1955
0.1712,bel,1956
0.1057,bel,1957
0.2509,bel,1958
0.09723,bel,1959
0.0,bel,1960
0.0,bel,1961
0.09393,bel,1962
0.1875,bel,1963
0.0,bel,1964
0.3654,bel,1965
0.3169,bel,1966
0.0,bel,1967
0.2182,bel,1968
0.0433,bel,1969
0.0,bel,1970
0.0,bel,1971
0.0,bel,1972
0.0,bel,1973
0.0,bel,1974
0.0,bel,1975
0.2497,bel,1976
0.2954,bel,1977
0.4255,bel,1978
0.5798,bel,1979
0.2294,bel,1980
0.3209,bel,1981
0.6147,bel,1982
0.33,bel,1983
0.3841,bel,1984
0.6617,bel,1985
0.2105,bel,1986
0.5855,bel,1987
0.4865,bel,1988
0.3257,bel,1989
0.108,bel,1990
0.2675,bel,1991
0.2663,bel,1992
0.2667,bel,1993
0.5911,bel,1994
0.7071,bel,1995
0.2748,bel,1996
0.331,bel,1997
0.3858,bel,1998
0.5988,bel,1999
0.4673,bel,2004
2.052,bih,1985
2.33,bih,1986
2.682,bih,1987
2.342,bih,1988
1.254,bih,1989
2.056,bih,1990
1.694,bih,1991
0.1597,bra,1982
0.1802,bra,1983
0.1582,bra,1984
0.1679,bra,1985
0.1335,bra,1986
0.1413,bra,1987
0.1236,bra,1988
0.1269,bra,1989
0.1304,bra,1990
0.1465,bra,1991
0.1415,bra,1992
0.1519,bra,1993
0.1717,bra,1994
0.1343,bra,1995
0.2179,bra,1996
0.1994,bra,1997
0.1833,bra,1998
0.1645,bra,1999
0.1603,bra,2000
0.2126,bra,2001
0.2151,bra,2002
0.2058,bra,2003
0.2114,bra,2004
0.2102,bra,2005
0.3262,bgr,1964
0.4879,bgr,1965
0.8736,bgr,1966
0.5892,bgr,1967
0.4883,bgr,1968
0.2962,bgr,1969
0.5987,bgr,1970
0.4046,bgr,1971
0.3577,bgr,1972
0.4641,bgr,1973
0.469,bgr,1974
0.586,bgr,1975
0.7947,bgr,1976
0.6476,bgr,1977
0.5977,bgr,1978
0.3217,bgr,1979
0.5792,bgr,1980
0.5688,bgr,1981
0.865,bgr,1982
0.5572,bgr,1983
0.8106,bgr,1984
0.645,bgr,1985
0.7443,bgr,1986
1.063,bgr,1987
1.249,bgr,1988
1.019,bgr,1989
0.792,bgr,1990
0.9125,bgr,1991
0.5467,bgr,1992
0.7323,bgr,1993
0.7484,bgr,1994
0.7631,bgr,1995
0.8342,bgr,1996
1.026,bgr,1997
0.7339,bgr,1998
0.6199,bgr,1999
0.3153,bgr,2000
0.5238,bgr,2001
0.6135,bgr,2002
0.8592,bgr,2003
0.6083,bgr,2004
0.489,bgr,2005
0.3483,bgr,2006
0.4632,bgr,2007
0.1968,bgr,2008
0.08822,can,1950
0.02925,can,1951
0.1119,can,1952
0.1342,can,1953
0.1023,can,1954
0.04865,can,1955
0.1376,can,1956
0.04336,can,1957
0.2267,can,1958
0.09883,can,1959
0.1139,can,1960
0.1418,can,1961
0.206,can,1962
0.218,can,1963
0.2135,can,1964
0.258,can,1965
0.2989,can,1966
0.1837,can,1967
0.2536,can,1968
0.2189,can,1969
0.244,can,1970
0.2565,can,1971
0.3255,can,1972
0.3392,can,1973
0.2383,can,1974
0.3629,can,1975
0.3067,can,1976
0.4984,can,1977
0.49,can,1978
0.3791,can,1979
0.3562,can,1980
0.6014,can,1981
0.4636,can,1982
0.4043,can,1983
0.5016,can,1984
0.3271,can,1985
0.4603,can,1986
0.5521,can,1987
0.5138,can,1988
0.4545,can,1989
0.5398,can,1990
0.5078,can,1991
0.5776,can,1992
0.7538,can,1993
0.8119,can,1994
0.7062,can,1995
0.6713,can,1996
0.831,can,1997
0.7492,can,1998
0.519,can,1999
0.7377,can,2000
0.4272,can,2001
0.5468,can,2002
0.4186,can,2003
0.434,can,2004
0.3809,chl,1955
0.2926,chl,1956
0.4504,chl,1957
0.4387,chl,1958
0.313,chl,1959
0.3452,chl,1960
0.628,chl,1961
1.005,chl,1962
0.03037,chl,1963
0.2338,chl,1964
0.1043,chl,1965
0.4341,chl,1966
0.2709,chl,1967
0.472,chl,1968
0.722,chl,1969
0.574,chl,1970
0.4631,chl,1971
0.5405,chl,1972
0.4191,chl,1973
0.357,chl,1974
0.5166,chl,1975
0.552,chl,1976
0.5244,chl,1977
0.2505,chl,1978
0.3321,chl,1979
0.1407,chl,1980
0.3091,chl,1981
0.31,chl,1982
0.2842,chl,1983
0.3667,chl,1984
0.2753,chl,1985
0.2913,chl,1986
0.1806,chl,1987
0.3017,chl,1988
0.3561,chl,1989
0.3246,chl,1990
0.3235,chl,1991
0.2401,chl,1992
0.3146,chl,1993
0.1561,chl,1994
0.3485,chl,1995
0.2632,chl,1996
0.237,chl,1997
0.1857,chl,1998
0.09123,chl,1999
0.3146,chl,2000
0.4884,chl,2001
0.4853,chl,2002
0.5294,chl,2003
0.4385,chl,2004
0.8868,chl,2005
0.0,col,1953
0.06634,col,1954
0.0,col,1955
0.0,col,1956
0.0,col,1957
0.0,col,1958
0.259,col,1959
0.01658,col,1960
0.2265,col,1961
0.1554,col,1962
0.3302,col,1963
0.16,col,1964
0.0,col,1965
0.0,col,1966
0.3343,col,1967
0.3101,col,1968
0.2686,col,1969
0.3038,col,1972
0.3081,col,1974
0.2604,col,1975
0.2131,col,1976
0.1889,col,1977
0.2933,col,1984
0.2252,col,1985
0.2029,col,1986
0.2195,col,1987
0.1985,col,1988
0.2107,col,1989
0.1584,col,1990
0.2936,col,1991
0.3021,col,1992
0.2585,col,1993
0.2396,col,1994
0.2006,col,1995
0.3008,col,1996
0.2814,col,1997
0.6534,col,1998
0.6272,col,1999
0.7278,col,2000
0.599,col,2001
0.869,col,2002
0.7063,col,2004
0.5795,col,2005
0.6191,col,2006
0.0,cri,1962
0.1525,cri,1963
0.0,cri,1964
0.0,cri,1965
0.0,cri,1966
0.1596,cri,1967
0.0,cri,1968
0.2933,cri,1969
0.2823,cri,1970
0.0,cri,1971
0.1315,cri,1972
0.0,cri,1973
0.2308,cri,1974
0.1095,cri,1975
0.1102,cri,1976
0.0,cri,1977
0.0,cri,1978
0.2392,cri,1979
0.3414,cri,1980
0.3368,cri,1981
0.0,cri,1982
0.1165,cri,1983
0.2368,cri,1984
0.3638,cri,1985
0.2352,cri,1986
0.2247,cri,1987
0.0,cri,1988
0.4118,cri,1989
0.4995,cri,1990
0.1007,cri,1991
0.1938,cri,1992
0.0,cri,1993
0.2755,cri,1994
0.5064,cri,1995
0.2549,cri,1996
0.5759,cri,1997
0.4759,cri,1998
0.07751,cri,1999
0.1535,cri,2000
0.3929,cri,2001
0.3855,cri,2002
0.304,cri,2003
0.3823,cri,2004
0.3087,cri,2005
0.8588,cri,2006
0.808,hrv,1985
1.006,hrv,1986
0.2987,hrv,1987
0.8935,hrv,1988
0.3951,hrv,1989
0.6884,hrv,1990
0.5874,hrv,1991
0.7817,hrv,1992
0.9928,hrv,1993
0.979,hrv,1994
0.6943,hrv,1995
0.832,hrv,1996
0.5126,hrv,1997
0.5188,hrv,1998
0.6146,hrv,1999
0.3202,hrv,2000
0.4995,hrv,2001
0.0,hrv,2002
0.505,hrv,2003
0.5103,hrv,2004
0.2593,hrv,2005
0.3915,hrv,2006
0.5158,hrv,2007
0.5169,hrv,2008
0.5886,cub,1964
0.8509,cub,1968
0.3625,cub,1969
0.6069,cub,1970
0.0,cub,1971
0.8118,cub,1972
0.8912,cub,1973
0.9357,cub,1974
0.9771,cub,1975
1.078,cub,1976
0.6703,cub,1977
0.9358,cub,1992
0.4379,cub,1993
0.2179,cub,1994
0.4688,cub,1995
0.3737,cub,1996
0.4436,cub,1997
0.2365,cub,1998
0.3492,cub,1999
0.2775,cub,2000
0.3096,cub,2001
0.157,cub,2002
0.2007,cub,2003
0.2882,cub,2004
0.4223,cub,2005
0.1295,cub,2006
0.08824,cub,2007
0.0,cyp,1999
0.0,cyp,2000
0.0,cyp,2004
0.0,cyp,2005
0.0,cyp,2006
0.0,cyp,2007
0.4026,cze,1986
0.3259,cze,1987
0.7538,cze,1988
0.3272,cze,1989
0.2253,cze,1990
0.5937,cze,1991
0.3826,cze,1992
0.5248,cze,1993
0.6078,cze,1994
0.5282,cze,1995
0.4444,cze,1996
0.2965,cze,1997
0.3997,cze,1998
0.1513,cze,1999
0.6115,cze,2000
0.3037,cze,2001
0.3082,cze,2002
0.4847,cze,2003
0.4265,cze,2004
0.3341,cze,2005
0.1778,cze,2006
0.1264,cze,2007
0.2733,cze,2008
0.103,dnk,1951
0.1002,dnk,1952
0.2883,dnk,1953
0.3643,dnk,1954
0.1712,dnk,1955
0.3224,dnk,1956
0.07733,dnk,1957
0.3045,dnk,1958
0.2304,dnk,1959
0.2368,dnk,1960
0.08192,dnk,1961
0.0,dnk,1962
0.1741,dnk,1963
0.08803,dnk,1964
0.0886,dnk,1965
0.1774,dnk,1966
0.08863,dnk,1967
0.08896,dnk,1968
0.08933,dnk,1969
0.1787,dnk,1970
0.0892,dnk,1971
0.2673,dnk,1972
0.08848,dnk,1973
0.1712,dnk,1974
0.3385,dnk,1975
0.333,dnk,1976
0.3193,dnk,1977
0.2402,dnk,1978
0.2454,dnk,1979
0.1686,dnk,1980
0.3488,dnk,1981
0.3573,dnk,1982
0.3611,dnk,1983
0.09055,dnk,1984
0.09033,dnk,1985
0.4563,dnk,1986
0.188,dnk,1987
0.4847,dnk,1988
0.09988,dnk,1989
0.3114,dnk,1990
0.4496,dnk,1991
0.3349,dnk,1992
0.3466,dnk,1993
0.119,dnk,1994
0.1211,dnk,1995
0.1199,dnk,1996
0.3548,dnk,1997
0.2312,dnk,1998
0.3361,dnk,1999
0.1083,dnk,2000
0.2098,dnk,2001
0.0,dnk,2002
0.0,dnk,2003
0.3847,dnk,2004
0.2829,dnk,2005
0.1872,dnk,2006
0.0345,egy,1973
0.01468,egy,1974
0.05973,egy,1975
0.0,egy,1976
0.0403,egy,1977
0.05701,egy,1978
0.06806,egy,1979
0.0,egy,1980
0.0,egy,1987
0.02097,egy,2000
0.004131,egy,2008
0.8136,slv,2005
0.4033,slv,2006
0.3159,est,1981
0.0,est,1982
1.481,est,1985
0.5964,est,1986
0.5926,est,1987
0.5948,est,1988
1.482,est,1989
0.8854,est,1990
0.8976,est,1991
2.71,est,1992
2.468,est,1993
1.533,est,1994
1.534,est,1995
1.246,est,1996
1.545,est,1997
1.901,est,1998
0.6136,est,1999
0.3078,est,2000
1.258,est,2001
1.807,est,2002
1.405,est,2003
0.3837,est,2004
0.4213,est,2005
0.4562,est,2006
0.0,est,2007
1.031,est,2008
0.1911,fin,1952
0.1931,fin,1953
0.384,fin,1954
0.4577,fin,1955
0.08578,fin,1956
0.4765,fin,1957
0.07139,fin,1958
0.1376,fin,1959
0.134,fin,1960
0.406,fin,1961
0.0,fin,1962
0.3555,fin,1963
0.3654,fin,1964
0.07473,fin,1965
0.2275,fin,1966
0.1537,fin,1967
0.157,fin,1968
0.08016,fin,1969
0.4909,fin,1970
0.5837,fin,1971
0.3382,fin,1972
0.3393,fin,1973
0.2547,fin,1974
0.4369,fin,1975
0.432,fin,1976
0.3642,fin,1977
0.3538,fin,1978
0.545,fin,1979
0.2813,fin,1980
0.3884,fin,1981
0.4045,fin,1982
0.4226,fin,1983
0.4284,fin,1984
0.5438,fin,1985
0.4299,fin,1986
0.4193,fin,1987
0.3087,fin,1988
0.3039,fin,1989
0.4044,fin,1990
0.3044,fin,1991
0.4059,fin,1992
0.4026,fin,1993
0.2994,fin,1994
0.3982,fin,1995
0.6,fin,1996
0.3043,fin,1997
0.5146,fin,1998
0.2075,fin,1999
0.2073,fin,2000
0.5126,fin,2001
0.3025,fin,2002
0.6981,fin,2003
0.4971,fin,2004
0.1993,fin,2005
0.4033,fin,2006
0.3081,fin,2007
0.4203,fin,2008
0.09394,fra,1950
0.1476,fra,1952
0.1276,fra,1953
0.1317,fra,1954
0.08428,fra,1955
0.1315,fra,1956
0.07921,fra,1957
0.1308,fra,1958
0.1393,fra,1959
0.08174,fra,1960
0.1345,fra,1961
0.1258,fra,1962
0.07859,fra,1963
0.1267,fra,1964
0.167,fra,1965
0.1518,fra,1966
0.1119,fra,1967
0.1834,fra,1968
0.2861,fra,1969
0.2222,fra,1970
0.2365,fra,1971
0.307,fra,1972
0.195,fra,1973
0.2943,fra,1974
0.2447,fra,1975
0.2991,fra,1976
0.2236,fra,1977
0.2567,fra,1978
0.2202,fra,1979
0.2765,fra,1980
0.2754,fra,1981
0.2761,fra,1982
0.2674,fra,1983
0.2162,fra,1984
0.2773,fra,1985
0.3311,fra,1986
0.3582,fra,1987
0.2464,fra,1988
0.2759,fra,1989
0.1653,fra,1990
0.1107,fra,1991
0.1849,fra,1992
0.2602,fra,1993
0.1763,fra,1994
0.2372,fra,1995
0.1619,fra,1996
0.1973,fra,1997
0.1623,fra,1998
0.2573,fra,1999
0.3689,fra,2000
0.3005,fra,2001
0.3194,fra,2002
0.278,fra,2003
0.1759,fra,2004
0.258,fra,2005
0.2651,fra,2006
0.1948,fra,2007
0.07771,geo,1981
0.0,geo,1982
0.0,geo,1985
0.227,geo,1986
0.2277,geo,1987
0.07615,geo,1988
0.0,geo,1989
0.0,geo,1990
0.08178,geo,1991
0.0,geo,1992
0.0,geo,1994
0.1203,geo,1995
0.1152,geo,1996
0.2126,geo,1997
0.0,geo,1998
0.0,geo,1999
0.0,geo,2000
0.08738,geo,2001
0.2475,deu,1990
0.2496,deu,1991
0.289,deu,1992
0.4468,deu,1993
0.3457,deu,1994
0.3803,deu,1995
0.3563,deu,1996
0.2601,deu,1997
0.3574,deu,1998
0.2467,deu,1999
0.2295,deu,2000
0.336,deu,2001
0.1695,deu,2002
0.167,deu,2003
0.173,deu,2004
0.204,deu,2005
0.2349,deu,2006
0.1811,grc,1961
0.0459,grc,1962
0.0,grc,1963
0.1404,grc,1964
0.04615,grc,1965
0.2297,grc,1966
0.1371,grc,1967
0.0,grc,1968
0.09054,grc,1969
0.04601,grc,1970
0.1382,grc,1971
0.0,grc,1972
0.0,grc,1973
0.04629,grc,1974
0.04625,grc,1975
0.2271,grc,1976
0.08833,grc,1977
0.2156,grc,1978
0.1276,grc,1979
0.2543,grc,1980
0.1714,grc,1981
0.1319,grc,1982
0.3623,grc,1983
0.1383,grc,1984
0.0,grc,1985
0.0,grc,1986
0.1757,grc,1987
0.0,grc,1988
0.1765,grc,1989
0.1322,grc,1990
0.1755,grc,1991
0.08923,grc,1992
0.1365,grc,1993
0.09287,grc,1994
0.0,grc,1995
0.0,grc,1996
0.09986,grc,1997
0.05137,grc,1998
0.0,grc,1999
0.1094,grc,2000
0.1687,grc,2001
0.0,grc,2002
0.1159,grc,2003
0.1171,grc,2004
0.1179,grc,2005
0.05959,grc,2006
0.06022,grc,2007
0.0,grc,2008
0.0,gtm,1963
0.0609,gtm,1964
0.0,gtm,1965
0.2312,gtm,1966
0.2818,gtm,1967
0.5811,gtm,1968
0.2129,gtm,1969
0.1496,gtm,1970
0.1941,gtm,1971
0.0,gtm,1974
0.0,gtm,1977
0.0,gtm,1979
0.0,gtm,1980
0.0,gtm,1981
0.0,gtm,1984
0.1262,gtm,1986
0.2407,gtm,1987
0.1453,gtm,1988
0.1702,gtm,1989
0.09805,gtm,1990
0.1064,gtm,1991
0.0,gtm,1992
0.2332,gtm,1993
0.1474,gtm,1994
0.1728,gtm,1995
0.07175,gtm,1996
0.1455,gtm,1997
0.2095,gtm,1998
0.2323,gtm,1999
0.1785,gtm,2000
0.1329,gtm,2001
0.1736,gtm,2002
0.2713,gtm,2003
0.2917,gtm,2004
0.2275,gtm,2005
0.1741,gtm,2006
0.7225,hun,1955
0.386,hun,1956
0.432,hun,1957
0.8142,hun,1958
0.5887,hun,1959
0.9366,hun,1960
0.8661,hun,1961
0.5395,hun,1962
0.9866,hun,1963
0.6982,hun,1964
0.6784,hun,1965
0.3883,hun,1966
0.389,hun,1967
0.6909,hun,1968
0.7835,hun,1969
0.7025,hun,1970
0.6267,hun,1971
0.5231,hun,1972
0.7293,hun,1973
0.7017,hun,1974
1.229,hun,1975
0.5179,hun,1976
1.066,hun,1977
1.183,hun,1978
0.8098,hun,1979
1.558,hun,1980
1.043,hun,1981
0.5699,hun,1982
0.966,hun,1983
1.044,hun,1984
0.457,hun,1985
0.5176,hun,1986
0.46,hun,1987
0.6381,hun,1988
0.5765,hun,1989
0.9974,hun,1990
0.3737,hun,1991
0.4801,hun,1992
0.3672,hun,1993
0.3846,hun,1994
0.3978,hun,1995
0.152,hun,1996
0.3602,hun,1997
0.2589,hun,1998
0.6435,hun,1999
0.5892,hun,2000
0.2118,hun,2001
0.3734,hun,2002
0.4304,hun,2003
0.3816,hun,2004
0.2783,hun,2005
0.1719,hun,2006
0.1189,hun,2007
0.2466,hun,2008
0.0,irl,1950
0.0,irl,1951
0.0,irl,1952
0.0,irl,1953
0.1209,irl,1954
0.0,irl,1955
0.1189,irl,1956
0.0,irl,1957
0.0,irl,1958
0.0,irl,1959
0.1149,irl,1960
0.0,irl,1961
0.0,irl,1962
0.0,irl,1963
0.0,irl,1964
0.0,irl,1965
0.0,irl,1966
0.0,irl,1967
0.0,irl,1968
0.0,irl,1969
0.0,irl,1970
0.0,irl,1971
0.0,irl,1972
0.0,irl,1973
0.0,irl,1974
0.0,irl,1975
0.0,irl,1976
0.1006,irl,1977
0.09933,irl,1978
0.0978,irl,1979
0.2917,irl,1980
0.0,irl,1981
0.09589,irl,1982
0.1908,irl,1983
0.1884,irl,1984
0.09394,irl,1985
0.09397,irl,1986
0.09484,irl,1987
0.0,irl,1988
0.0,irl,1989
0.3829,irl,1990
0.0,irl,1991
0.2814,irl,1992
0.7524,irl,1993
0.1907,irl,1994
0.6065,irl,1995
0.4034,irl,1996
0.4137,irl,1997
0.2133,irl,1998
0.3286,irl,1999
0.1114,irl,2000
0.2264,irl,2001
0.3453,irl,2002
0.4683,irl,2003
0.1185,irl,2004
0.3592,irl,2005
0.4755,irl,2006
0.4774,irl,2007
0.5853,irl,2008
0.09942,isr,1975
0.09786,isr,1976
0.09617,isr,1977
0.1884,isr,1978
0.184,isr,1979
0.0,isr,1980
0.0,isr,1981
0.0,isr,1982
0.08073,isr,1983
0.1555,isr,1984
0.0,isr,1985
0.07379,isr,1986
0.0,isr,1987
0.07136,isr,1988
0.2128,isr,1989
0.1404,isr,1990
0.2042,isr,1991
0.3352,isr,1992
0.06567,isr,1993
0.3203,isr,1994
0.2501,isr,1995
0.1845,isr,1996
0.1211,isr,1997
0.1798,isr,1998
0.3558,isr,1999
0.05851,isr,2000
0.1736,isr,2001
0.1144,isr,2002
0.1694,isr,2003
0.1673,isr,2004
0.1648,isr,2005
0.05395,isr,2006
0.1201,ita,1951
0.1516,ita,1952
0.153,ita,1953
0.1244,ita,1954
0.2146,ita,1955
0.1561,ita,1956
0.08411,ita,1957
0.1303,ita,1958
0.1662,ita,1959
0.0925,ita,1960
0.1464,ita,1961
0.103,ita,1962
0.1628,ita,1963
0.1659,ita,1964
0.1004,ita,1965
0.1258,ita,1966
0.125,ita,1967
0.1402,ita,1968
0.23,ita,1969
0.1792,ita,1970
0.1047,ita,1971
0.1654,ita,1972
0.2035,ita,1973
0.1542,ita,1974
0.1367,ita,1975
0.2065,ita,1976
0.1337,ita,1977
0.113,ita,1978
0.1495,ita,1979
0.1239,ita,1980
0.06597,ita,1981
0.1164,ita,1982
0.1392,ita,1983
0.1479,ita,1984
0.1124,ita,1985
0.1418,ita,1986
0.125,ita,1987
0.1149,ita,1988
0.1483,ita,1989
0.154,ita,1990
0.09724,ita,1991
0.1489,ita,1992
0.311,ita,1993
0.3417,ita,1994
0.1755,ita,1995
0.2017,ita,1996
0.1261,ita,1997
0.1644,ita,1998
0.0945,ita,1999
0.1304,ita,2000
0.1654,ita,2001
0.1277,ita,2002
0.1155,ita,2003
0.04687,ita,2006
0.1063,ita,2007
0.007597,jpn,1950
0.2043,jpn,1951
0.1929,jpn,1952
0.2244,jpn,1953
0.2588,jpn,1954
0.3137,jpn,1955
0.2682,jpn,1956
0.2723,jpn,1957
0.3183,jpn,1958
0.2252,jpn,1959
0.1888,jpn,1960
0.25,jpn,1961
0.3003,jpn,1962
0.2671,jpn,1963
0.2223,jpn,1964
0.1648,jpn,1965
0.1809,jpn,1966
0.1915,jpn,1967
0.2115,jpn,1968
0.2348,jpn,1969
0.2341,jpn,1970
0.2612,jpn,1971
0.3574,jpn,1972
0.3928,jpn,1973
0.2813,jpn,1974
0.3591,jpn,1975
0.3432,jpn,1976
0.3667,jpn,1977
0.3469,jpn,1978
0.3512,jpn,1979
0.2025,jpn,1980
0.3032,jpn,1981
0.2604,jpn,1982
0.31,jpn,1983
0.2227,jpn,1984
0.2844,jpn,1985
0.4261,jpn,1986
0.2414,jpn,1987
0.2853,jpn,1988
0.2365,jpn,1989
0.1827,jpn,1990
0.1454,jpn,1991
0.3505,jpn,1992
0.2141,jpn,1993
0.3334,jpn,1994
0.2948,jpn,1995
0.2912,jpn,1996
0.25,jpn,1997
0.4509,jpn,1998
0.3615,jpn,1999
0.3776,jpn,2000
0.3198,jpn,2001
0.1979,jpn,2002
0.3543,jpn,2003
0.2696,jpn,2004
0.2486,jpn,2005
0.4272,jpn,2006
0.2618,jpn,2007
0.329,jpn,2008
0.5227,kaz,1981
0.6869,kaz,1982
0.8336,kaz,1985
0.9705,kaz,1986
1.088,kaz,1987
1.479,kaz,1988
1.407,kaz,1989
1.224,kaz,1990
1.564,kaz,1991
1.555,kaz,1992
1.923,kaz,1993
1.288,kaz,1994
1.525,kaz,1995
1.369,kaz,1996
1.391,kaz,1997
1.341,kaz,1998
1.213,kaz,1999
1.356,kaz,2000
1.784,kaz,2001
1.897,kaz,2002
1.853,kaz,2003
1.659,kaz,2004
2.465,kaz,2005
2.284,kaz,2006
3.15,kaz,2007
2.345,kaz,2008
0.2425,kor,1985
0.1966,kor,1986
0.3294,kor,1987
0.2113,kor,1988
0.2906,kor,1989
0.3321,kor,1990
0.3426,kor,1991
0.3962,kor,1992
0.3874,kor,1993
0.4649,kor,1994
0.4971,kor,1995
0.714,kor,1996
0.6265,kor,1997
0.7344,kor,1998
0.6253,kor,1999
0.3053,kor,2000
0.3468,kor,2001
0.311,kor,2002
0.3215,kor,2003
0.3998,kor,2004
0.3825,kor,2005
0.334,kor,2006
0.0,kwt,1972
0.0,kwt,1975
0.0,kwt,1976
0.0,kwt,1977
0.0,kwt,1978
0.0,kwt,1979
0.2185,kwt,1980
0.0,kwt,1981
0.0,kwt,1982
0.0,kwt,1983
0.1713,kwt,1984
0.0,kwt,1985
0.0,kwt,1986
0.0,kwt,1987
0.0,kwt,1993
0.0,kwt,1994
0.0,kwt,1995
0.0,kwt,1996
0.0,kwt,1997
0.0,kwt,1998
0.2013,kwt,1999
0.0,kwt,2000
0.0,kwt,2001
0.0,kwt,2002
0.0,kwt,2008
0.24,kgz,1981
0.23,kgz,1982
0.4469,kgz,1985
0.5872,kgz,1986
1.089,kgz,1987
1.081,kgz,1988
1.849,kgz,1989
1.402,kgz,1990
1.309,kgz,1991
1.018,kgz,1992
0.9444,kgz,1993
1.053,kgz,1994
0.5087,kgz,1995
0.5505,kgz,1996
0.8806,kgz,1997
1.208,kgz,1998
0.7922,kgz,1999
0.9476,kgz,2000
1.333,kgz,2001
1.057,kgz,2002
0.7265,kgz,2003
0.8424,kgz,2004
1.352,kgz,2005
1.101,kgz,2006
1.79,kgz,2007
0.3982,lva,1980
0.9731,lva,1981
0.5707,lva,1982
1.122,lva,1983
1.114,lva,1984
1.299,lva,1985
1.109,lva,1986
