annual_hiv_deaths_number_all_ages,geo,time
60,brb,2000
60,brb,2001
60,brb,2002
60,brb,2003
60,brb,2004
60,brb,2005
60,brb,2006
60,brb,2007
60,brb,2008
60,brb,2009
60,brb,2010
60,brb,2011
60,blr,1990
60,blr,1991
60,blr,1992
60,blr,1993
60,blr,1994
60,blr,1995
60,blr,1996
60,blr,1997
60,blr,1998
60,blr,1999
60,blr,2000
60,blr,2001
150,blr,2002
300,blr,2003
300,blr,2004
300,blr,2005
300,blr,2006
600,blr,2007
600,blr,2008
1000,blr,2009
60,bel,1990
60,bel,1991
60,bel,1992
60,bel,1993
60,bel,1994
60,bel,1995
150,bel,1996
150,bel,1997
60,bel,1998
60,bel,1999
60,bel,2000
60,bel,2001
60,bel,2002
60,bel,2003
60,bel,2004
60,bel,2005
60,bel,2006
60,bel,2007
60,bel,2008
60,bel,2009
60,bel,2010
60,bel,2011
60,blz,1990
60,blz,1991
60,blz,1992
60,blz,1993
60,blz,1994
150,blz,1995
150,blz,1996
150,blz,1997
150,blz,1998
150,blz,1999
350,blz,2000
350,blz,2001
350,blz,2002
350,blz,2003
350,blz,2004
350,blz,2005
350,blz,2006
350,blz,2007
350,blz,2008
350,blz,2009
350,blz,2010
350,blz,2011
120,ben,1990
300,ben,1991
300,ben,1992
300,ben,1993
600,ben,1994
600,ben,1995
1300,ben,1996
1700,ben,1997
2200,ben,1998
2600,ben,1999
3000,ben,2000
3100,ben,2001
3300,ben,2002
3500,ben,2003
3600,ben,2004
3700,ben,2005
3500,ben,2006
3200,ben,2007
3100,ben,2008
2700,ben,2009
60,btn,1990
60,btn,1991
60,btn,1992
60,btn,1993
60,btn,1994
60,btn,1995
60,btn,1996
60,btn,1997
60,btn,1998
60,btn,1999
60,btn,2000
60,btn,2001
60,btn,2002
60,btn,2003
60,btn,2004
60,btn,2005
60,btn,2006
60,btn,2007
60,btn,2008
60,btn,2009
60,btn,2010
60,btn,2011
1500,bol,1990
1700,bol,1991
1800,bol,1992
2000,bol,1993
2100,bol,1994
2100,bol,1995
2100,bol,1996
2100,bol,1997
2100,bol,1998
2100,bol,1999
2200,bol,2000
2200,bol,2001
2200,bol,2002
2200,bol,2003
2200,bol,2004
2200,bol,2005
2100,bol,2006
2100,bol,2007
2000,bol,2008
1900,bol,2009
1700,bol,2010
1600,bol,2011
600,bwa,1990
600,bwa,1991
1300,bwa,1992
2000,bwa,1993
2900,bwa,1994
4100,bwa,1995
5500,bwa,1996
7100,bwa,1997
9000,bwa,1998
11000,bwa,1999
13000,bwa,2000
15000,bwa,2001
16000,bwa,2002
17000,bwa,2003
15000,bwa,2004
12000,bwa,2005
10000,bwa,2006
9200,bwa,2007
7900,bwa,2008
5800,bwa,2009
4600,bra,1990
5700,bra,1991
7000,bra,1992
8400,bra,1993
10000,bra,1994
12000,bra,1995
13000,bra,1996
13000,bra,1997
11000,bra,1998
10000,bra,1999
10000,bra,2000
11000,bra,2001
12000,bra,2002
12000,bra,2003
13000,bra,2004
13000,bra,2005
12000,bra,2006
14000,bra,2007
14000,bra,2008
14000,bra,2009
15000,bra,2010
15000,bra,2011
60,bgr,1990
60,bgr,1991
60,bgr,1992
60,bgr,1993
60,bgr,1994
60,bgr,1995
60,bgr,1996
60,bgr,1997
60,bgr,1998
60,bgr,1999
60,bgr,2000
60,bgr,2001
60,bgr,2002
150,bgr,2003
150,bgr,2004
150,bgr,2005
150,bgr,2006
150,bgr,2007
150,bgr,2008
350,bgr,2009
350,bgr,2010
350,bgr,2011
6700,bfa,1990
8500,bfa,1991
10000,bfa,1992
12000,bfa,1993
13000,bfa,1994
14000,bfa,1995
15000,bfa,1996
15000,bfa,1997
15000,bfa,1998
15000,bfa,1999
15000,bfa,2000
15000,bfa,2001
14000,bfa,2002
14000,bfa,2003
13000,bfa,2004
12000,bfa,2005
10000,bfa,2006
9300,bfa,2007
8300,bfa,2008
7100,bfa,2009
3900,bdi,1990
4900,bdi,1991
6000,bdi,1992
7300,bdi,1993
8600,bdi,1994
9800,bdi,1995
11000,bdi,1996
12000,bdi,1997
12000,bdi,1998
13000,bdi,1999
14000,bdi,2000
14000,bdi,2001
15000,bdi,2002
15000,bdi,2003
15000,bdi,2004
15000,bdi,2005
15000,bdi,2006
15000,bdi,2007
15000,bdi,2008
15000,bdi,2009
350,khm,1990
600,khm,1991
1100,khm,1992
1700,khm,1993
2400,khm,1994
3200,khm,1995
4100,khm,1996
4900,khm,1997
5700,khm,1998
6400,khm,1999
6900,khm,2000
7300,khm,2001
7600,khm,2002
7600,khm,2003
7200,khm,2004
6200,khm,2005
4800,khm,2006
3000,khm,2007
2300,khm,2008
1800,khm,2009
1500,khm,2010
1400,khm,2011
600,cmr,1990
1300,cmr,1991
2100,cmr,1992
3500,cmr,1993
5600,cmr,1994
8400,cmr,1995
12000,cmr,1996
16000,cmr,1997
20000,cmr,1998
24000,cmr,1999
27000,cmr,2000
31000,cmr,2001
33000,cmr,2002
35000,cmr,2003
36000,cmr,2004
38000,cmr,2005
39000,cmr,2006
38000,cmr,2007
37000,cmr,2008
37000,cmr,2009
1300,can,1990
1600,can,1991
1900,can,1992
2100,can,1993
2300,can,1994
2500,can,1995
2300,can,1996
600,can,1997
350,can,1998
350,can,1999
350,can,2000
350,can,2001
350,can,2002
350,can,2003
350,can,2004
350,can,2005
350,can,2006
350,can,2007
600,can,2008
350,can,2009
350,can,2010
350,can,2011
1000,caf,1990
1600,caf,1991
2500,caf,1992
3700,caf,1993
5200,caf,1994
6900,caf,1995
8600,caf,1996
10000,caf,1997
12000,caf,1998
13000,caf,1999
14000,caf,2000
15000,caf,2001
15000,caf,2002
16000,caf,2003
16000,caf,2004
15000,caf,2005
15000,caf,2006
14000,caf,2007
12000,caf,2008
11000,caf,2009
1400,tcd,1990
1700,tcd,1991
2100,tcd,1992
2600,tcd,1993
3200,tcd,1994
3800,tcd,1995
4500,tcd,1996
5200,tcd,1997
6100,tcd,1998
7000,tcd,1999
7900,tcd,2000
8900,tcd,2001
10000,tcd,2002
11000,tcd,2003
12000,tcd,2004
13000,tcd,2005
13000,tcd,2006
13000,tcd,2007
13000,tcd,2008
11000,tcd,2009
26000,chn,2009
1100,col,1990
1500,col,1991
2100,col,1992
2900,col,1993
3700,col,1994
4700,col,1995
5600,col,1996
6500,col,1997
7400,col,1998
8200,col,1999
8900,col,2000
9300,col,2001
7800,col,2002
8000,col,2003
8700,col,2004
9300,col,2005
9900,col,2006
9200,col,2007
9800,col,2008
11000,col,2009
11000,col,2010
9700,col,2011
60,com,1990
60,com,1991
60,com,1992
60,com,1993
60,com,1994
60,com,1995
60,com,1996
60,com,1997
60,com,1998
60,com,1999
60,com,2000
60,com,2001
60,com,2002
60,com,2003
60,com,2004
60,com,2005
60,com,2006
60,com,2007
60,com,2008
60,com,2009
3000,cog,1990
3600,cog,1991
4200,cog,1992
4700,cog,1993
5000,cog,1994
5300,cog,1995
5500,cog,1996
5600,cog,1997
5600,cog,1998
5700,cog,1999
5700,cog,2000
5800,cog,2001
5800,cog,2002
5900,cog,2003
5900,cog,2004
5700,cog,2005
5100,cog,2006
4800,cog,2007
5000,cog,2008
5100,cog,2009
60,cri,1990
60,cri,1991
60,cri,1992
60,cri,1993
150,cri,1994
150,cri,1995
150,cri,1996
150,cri,1997
350,cri,1998
350,cri,1999
350,cri,2000
150,cri,2001
60,cri,2002
60,cri,2003
150,cri,2004
150,cri,2005
150,cri,2006
350,cri,2007
350,cri,2008
350,cri,2009
350,cri,2010
350,cri,2011
3900,civ,1990
5800,civ,1991
8700,civ,1992
12000,civ,1993
17000,civ,1994
22000,civ,1995
28000,civ,1996
34000,civ,1997
39000,civ,1998
44000,civ,1999
48000,civ,2000
51000,civ,2001
52000,civ,2002
53000,civ,2003
53000,civ,2004
50000,civ,2005
47000,civ,2006
45000,civ,2007
41000,civ,2008
36000,civ,2009
60,hrv,1990
60,hrv,1991
60,hrv,1992
60,hrv,1993
60,hrv,1994
60,hrv,1995
60,hrv,1996
60,hrv,1997
60,hrv,1998
60,hrv,1999
60,hrv,2000
60,hrv,2001
60,hrv,2002
60,hrv,2003
60,hrv,2004
60,hrv,2005
60,hrv,2006
60,hrv,2007
60,hrv,2008
60,hrv,2009
60,hrv,2010
60,hrv,2011
60,cub,1990
60,cub,1991
60,cub,1992
150,cub,1993
150,cub,1994
150,cub,1995
150,cub,1996
