geo,earthquake_affected_annual_number,time
gbr,0,1998
gbr,0,1999
gbr,0,2000
gbr,0,2001
gbr,0,2002
gbr,0,2003
gbr,0,2004
gbr,0,2005
gbr,0,2006
gbr,0,2007
gbr,0,2008
usa,0,1970
usa,1065,1971
usa,0,1972
usa,0,1973
usa,0,1974
usa,0,1975
usa,0,1976
usa,0,1977
usa,0,1978
usa,0,1979
usa,2,1980
usa,0,1981
usa,0,1982
usa,1555,1983
usa,0,1984
usa,0,1985
usa,179,1986
usa,2302,1987
usa,0,1988
usa,4139,1989
usa,150,1990
usa,102,1991
usa,395,1992
usa,3002,1993
usa,27280,1994
usa,0,1995
usa,0,1996
usa,0,1997
usa,0,1998
usa,0,1999
usa,25170,2000
usa,401,2001
usa,0,2002
usa,162,2003
usa,0,2004
usa,0,2005
usa,3529,2006
usa,0,2007
usa,2103,2008
ussr,0,1970
ussr,0,1971
ussr,0,1972
ussr,0,1973
ussr,0,1974
ussr,0,1975
ussr,0,1976
ussr,0,1977
ussr,0,1978
ussr,0,1979
ussr,87,1980
ussr,0,1981
ussr,0,1982
ussr,14000,1983
ussr,20100,1984
ussr,8109,1985
ussr,230100,1986
ussr,0,1987
ussr,1667000,1988
ussr,12320,1989
ussr,24510,1990
ussr,256800,1991
ussr,0,1992
ussr,0,1993
ussr,0,1994
ussr,0,1995
ussr,0,1996
ussr,0,1997
ussr,0,1998
ussr,0,1999
ussr,0,2000
ussr,0,2001
ussr,0,2002
ussr,0,2003
ussr,0,2004
ussr,0,2005
ussr,0,2006
ussr,0,2007
ussr,0,2008
uzb,0,1970
uzb,0,1971
uzb,0,1972
uzb,0,1973
uzb,0,1974
uzb,0,1975
uzb,0,1976
uzb,0,1977
uzb,0,1978
uzb,0,1979
uzb,0,1980
uzb,0,1981
uzb,0,1982
uzb,0,1983
uzb,0,1984
uzb,0,1985
uzb,0,1986
uzb,0,1987
uzb,0,1988
uzb,0,1989
uzb,0,1990
uzb,0,1991
uzb,50010,1992
uzb,0,1993
uzb,0,1994
uzb,0,1995
uzb,0,1996
uzb,0,1997
uzb,0,1998
uzb,0,1999
uzb,0,2000
uzb,0,2001
uzb,0,2002
uzb,0,2003
uzb,0,2004
uzb,0,2005
uzb,0,2006
uzb,0,2007
uzb,0,2008
vut,0,1970
vut,0,1971
vut,0,1972
vut,0,1973
vut,0,1974
vut,0,1975
vut,0,1976
vut,0,1977
vut,0,1978
vut,0,1979
vut,0,1980
vut,0,1981
vut,0,1982
vut,0,1983
vut,0,1984
vut,0,1985
vut,0,1986
vut,0,1987
vut,0,1988
vut,0,1989
vut,2,1990
vut,0,1991
vut,0,1992
vut,0,1993
vut,0,1994
vut,0,1995
vut,0,1996
vut,0,1997
vut,0,1998
vut,14110,1999
vut,0,2000
vut,0,2001
vut,1003,2002
vut,0,2003
vut,0,2004
vut,0,2005
vut,0,2006
vut,0,2007
vut,0,2008
ven,0,1970
ven,0,1971
ven,0,1972
ven,0,1973
ven,0,1974
ven,0,1975
ven,0,1976
ven,0,1977
ven,0,1978
ven,0,1979
ven,186,1980
ven,15,1981
ven,0,1982
ven,0,1983
ven,0,1984
ven,0,1985
ven,1003,1986
ven,0,1987
ven,0,1988
ven,2000,1989
ven,0,1990
ven,0,1991
ven,0,1992
ven,0,1993
ven,0,1994
ven,0,1995
ven,0,1996
ven,4263,1997
ven,0,1998
ven,0,1999
ven,0,2000
ven,0,2001
ven,0,2002
ven,0,2003
ven,0,2004
ven,0,2005
ven,0,2006
ven,0,2007
ven,0,2008
deu_west,0,1970
deu_west,0,1971
deu_west,0,1972
deu_west,0,1973
deu_west,0,1974
deu_west,0,1975
deu_west,0,1976
deu_west,0,1977
deu_west,235,1978
deu_west,0,1979
deu_west,0,1980
deu_west,0,1981
deu_west,0,1982
deu_west,0,1983
deu_west,0,1984
deu_west,0,1985
deu_west,0,1986
deu_west,0,1987
deu_west,0,1988
deu_west,0,1989
deu_west,0,1990
deu_west,0,1991
deu_west,0,1992
deu_west,0,1993
deu_west,0,1994
deu_west,0,1995
deu_west,0,1996
deu_west,0,1997
deu_west,0,1998
deu_west,0,1999
deu_west,0,2000
deu_west,0,2001
deu_west,0,2002
deu_west,0,2003
deu_west,0,2004
deu_west,0,2005
deu_west,0,2006
deu_west,0,2007
deu_west,0,2008
yem_north,0,1970
yem_north,0,1971
yem_north,0,1972
yem_north,0,1973
yem_north,0,1974
yem_north,0,1975
yem_north,0,1976
yem_north,0,1977
yem_north,0,1978
yem_north,0,1979
yem_north,0,1980
yem_north,0,1981
yem_north,403000,1982
yem_north,0,1983
yem_north,0,1984
yem_north,0,1985
yem_north,0,1986
yem_north,0,1987
yem_north,0,1988
yem_north,0,1989
yem_north,0,1990
yem_north,0,1991
yem_north,0,1992
yem_north,0,1993
yem_north,0,1994
yem_north,0,1995
yem_north,0,1996
yem_north,0,1997
yem_north,0,1998
yem_north,0,1999
yem_north,0,2000
yem_north,0,2001
yem_north,0,2002
yem_north,0,2003
yem_north,0,2004
yem_north,0,2005
yem_north,0,2006
yem_north,0,2007
yem_north,0,2008
yem,0,1970
yem,0,1971
yem,0,1972
yem,0,1973
yem,0,1974
yem,0,1975
yem,0,1976
yem,0,1977
yem,0,1978
yem,0,1979
yem,0,1980
yem,0,1981
yem,0,1982
yem,0,1983
yem,0,1984
yem,0,1985
yem,0,1986
yem,0,1987
yem,0,1988
yem,0,1989
yem,0,1990
yem,40050,1991
yem,0,1992
yem,0,1993
yem,0,1994
yem,0,1995
yem,0,1996
yem,0,1997
yem,0,1998
yem,0,1999
yem,0,2000
yem,0,2001
yem,0,2002
yem,0,2003
yem,0,2004
yem,0,2005
yem,0,2006
yem,0,2007
yem,0,2008
yug,0,1970
yug,0,1971
yug,0,1972
yug,0,1973
yug,0,1974
yug,0,1975
yug,0,1976
yug,0,1977
yug,0,1978
yug,310300,1979
yug,5100,1980
yug,44,1981
yug,0,1982
yug,12,1983
yug,0,1984
yug,1516,1985
yug,0,1986
yug,0,1987
yug,0,1988
yug,0,1989
yug,128,1990
yug,0,1991
yug,0,1992
yug,0,1993
yug,0,1994
yug,0,1995
yug,0,1996
yug,0,1997
yug,0,1998
yug,0,1999
yug,0,2000
yug,0,2001
yug,0,2002
yug,0,2003
yug,0,2004
yug,0,2005
yug,0,2006
yug,0,2007
yug,0,2008
