geo,improved_sanitation_urban_access_percent,time
lux,100,1993
lux,100,1994
lux,100,1995
lux,100,1996
lux,100,1997
lux,100,1998
lux,100,1999
lux,100,2000
lux,100,2001
lux,100,2002
lux,100,2003
lux,100,2004
lux,100,2005
lux,100,2006
lux,100,2007
lux,100,2008
lux,100,2009
lux,100,2010
mkd,92,1990
mkd,92,1991
mkd,92,1992
mkd,92,1993
mkd,92,1994
mkd,92,1995
mkd,92,1996
mkd,92,1997
mkd,92,1998
mkd,92,1999
mkd,92,2000
mkd,92,2001
mkd,92,2002
mkd,92,2003
mkd,92,2004
mkd,92,2005
mkd,92,2006
mkd,92,2007
mkd,92,2008
mkd,92,2009
mkd,92,2010
mdg,15,1990
mdg,16,1991
mdg,16,1992
mdg,16,1993
mdg,16,1994
mdg,17,1995
mdg,17,1996
mdg,17,1997
mdg,18,1998
mdg,18,1999
mdg,18,2000
mdg,18,2001
mdg,19,2002
mdg,19,2003
mdg,19,2004
mdg,20,2005
mdg,20,2006
mdg,20,2007
mdg,20,2008
mdg,21,2009
mdg,21,2010
mwi,48,1990
mwi,48,1991
mwi,48,1992
mwi,48,1993
mwi,48,1994
mwi,48,1995
mwi,48,1996
mwi,48,1997
mwi,49,1998
mwi,49,1999
mwi,49,2000
mwi,49,2001
mwi,49,2002
mwi,49,2003
mwi,49,2004
mwi,49,2005
mwi,49,2006
mwi,49,2007
mwi,49,2008
mwi,49,2009
mwi,49,2010
mys,88,1990
mys,89,1991
mys,89,1992
mys,90,1993
mys,91,1994
mys,91,1995
mys,92,1996
mys,92,1997
mys,93,1998
mys,93,1999
mys,94,2000
mys,94,2001
mys,95,2002
mys,95,2003
mys,96,2004
mys,96,2005
mys,96,2006
mys,96,2007
mys,96,2008
mys,96,2009
mys,96,2010
mdv,98,1990
mdv,98,1991
mdv,98,1992
mdv,98,1993
mdv,98,1994
mdv,98,1995
mdv,98,1996
mdv,98,1997
mdv,98,1998
mdv,98,1999
mdv,98,2000
mdv,98,2001
mdv,98,2002
mdv,98,2003
mdv,98,2004
mdv,98,2005
mdv,98,2006
mdv,98,2007
mdv,98,2008
mdv,98,2009
mdv,98,2010
mli,33,1990
mli,33,1991
mli,33,1992
mli,33,1993
mli,33,1994
mli,33,1995
mli,33,1996
mli,34,1997
mli,34,1998
mli,34,1999
mli,34,2000
mli,34,2001
mli,34,2002
mli,34,2003
mli,34,2004
mli,34,2005
mli,35,2006
mli,35,2007
mli,35,2008
mli,35,2009
mli,35,2010
mlt,100,1990
mlt,100,1991
mlt,100,1992
mlt,100,1993
mlt,100,1994
mlt,100,1995
mlt,100,1996
mlt,100,1997
mlt,100,1998
mlt,100,1999
mlt,100,2000
mlt,100,2001
mlt,100,2002
mlt,100,2003
mlt,100,2004
mlt,100,2005
mlt,100,2006
mlt,100,2007
mlt,100,2008
mlt,100,2009
mlt,100,2010
mhl,77,1990
mhl,77,1991
mhl,78,1992
mhl,78,1993
mhl,78,1994
mhl,79,1995
mhl,79,1996
mhl,79,1997
mhl,80,1998
mhl,80,1999
mhl,80,2000
mhl,81,2001
mhl,81,2002
mhl,81,2003
mhl,82,2004
mhl,82,2005
mhl,82,2006
mhl,83,2007
mhl,83,2008
mhl,83,2009
mhl,83,2010
mrt,29,1990
mrt,29,1991
mrt,29,1992
mrt,29,1993
mrt,30,1994
mrt,31,1995
mrt,33,1996
mrt,34,1997
mrt,36,1998
mrt,37,1999
mrt,38,2000
mrt,40,2001
mrt,41,2002
mrt,43,2003
mrt,44,2004
mrt,45,2005
mrt,47,2006
mrt,48,2007
mrt,50,2008
mrt,51,2009
mrt,51,2010
mus,91,1990
mus,91,1991
mus,91,1992
mus,91,1993
mus,91,1994
mus,91,1995
mus,91,1996
mus,91,1997
mus,91,1998
mus,91,1999
mus,91,2000
mus,91,2001
mus,91,2002
mus,91,2003
mus,91,2004
mus,91,2005
mus,91,2006
mus,91,2007
mus,91,2008
mus,91,2009
mus,91,2010
mex,76,1990
mex,76,1991
mex,77,1992
mex,77,1993
mex,78,1994
mex,79,1995
mex,79,1996
mex,80,1997
mex,80,1998
mex,81,1999
mex,81,2000
mex,82,2001
mex,82,2002
mex,83,2003
mex,84,2004
mex,84,2005
mex,85,2006
mex,85,2007
mex,86,2008
mex,86,2009
mex,87,2010
fsm,55,1990
fsm,55,1991
fsm,55,1992
fsm,55,1993
fsm,56,1994
fsm,56,1995
fsm,57,1996
fsm,58,1997
fsm,58,1998
fsm,59,1999
fsm,59,2000
fsm,60,2001
fsm,61,2002
fsm,61,2003
fsm,61,2004
fsm,61,2005
fsm,61,2006
mda,86,1992
mda,86,1993
mda,86,1994
mda,86,1995
mda,86,1996
mda,87,1997
mda,87,1998
mda,87,1999
mda,87,2000
mda,87,2001
mda,87,2002
mda,88,2003
mda,88,2004
mda,88,2005
mda,88,2006
mda,88,2007
mda,88,2008
mda,89,2009
mda,89,2010
mco,100,1990
mco,100,1991
mco,100,1992
mco,100,1993
mco,100,1994
mco,100,1995
mco,100,1996
mco,100,1997
mco,100,1998
mco,100,1999
mco,100,2000
mco,100,2001
mco,100,2002
mco,100,2003
mco,100,2004
mco,100,2005
mco,100,2006
mco,100,2007
mco,100,2008
mco,100,2009
mco,100,2010
mng,66,1992
mng,66,1993
mng,66,1994
mng,66,1995
mng,66,1996
mng,66,1997
mng,66,1998
mng,66,1999
mng,65,2000
mng,65,2001
mng,65,2002
mng,65,2003
mng,65,2004
mng,65,2005
mng,64,2006
mng,64,2007
mng,64,2008
mng,64,2009
mng,64,2010
mne,92,1998
mne,92,1999
mne,92,2000
mne,92,2001
mne,92,2002
mne,92,2003
mne,92,2004
mne,92,2005
mne,92,2006
mne,92,2007
mne,92,2008
mne,92,2009
mne,92,2010
mar,81,1990
mar,81,1991
mar,81,1992
mar,81,1993
mar,81,1994
mar,81,1995
mar,82,1996
mar,82,1997
mar,82,1998
mar,82,1999
mar,82,2000
mar,82,2001
mar,83,2002
mar,83,2003
mar,83,2004
mar,83,2005
mar,83,2006
mar,83,2007
mar,83,2008
mar,83,2009
mar,83,2010
moz,36,1990
moz,36,1991
moz,36,1992
moz,36,1993
moz,36,1994
moz,36,1995
moz,37,1996
moz,37,1997
moz,37,1998
moz,37,1999
moz,37,2000
moz,37,2001
moz,37,2002
moz,37,2003
moz,38,2004
moz,38,2005
moz,38,2006
moz,38,2007
moz,38,2008
moz,38,2009
moz,38,2010
mmr,77,1991
mmr,77,1992
mmr,77,1993
mmr,77,1994
mmr,77,1995
mmr,77,1996
mmr,78,1997
mmr,78,1998
mmr,78,1999
mmr,79,2000
mmr,79,2001
mmr,80,2002
mmr,80,2003
mmr,81,2004
mmr,81,2005
mmr,82,2006
mmr,82,2007
mmr,82,2008
mmr,83,2009
mmr,83,2010
nam,62,1990
nam,62,1991
nam,62,1992
nam,62,1993
nam,61,1994
nam,61,1995
nam,61,1996
nam,60,1997
nam,60,1998
nam,60,1999
nam,60,2000
nam,59,2001
nam,59,2002
nam,59,2003
nam,58,2004
nam,58,2005
nam,58,2006
nam,58,2007
nam,57,2008
nam,57,2009
nam,57,2010
npl,37,1990
npl,38,1991
npl,38,1992
npl,39,1993
npl,39,1994
npl,40,1995
npl,40,1996
npl,41,1997
npl,41,1998
npl,42,1999
npl,42,2000
npl,43,2001
npl,43,2002
npl,44,2003
npl,44,2004
npl,45,2005
npl,45,2006
npl,46,2007
npl,46,2008
npl,47,2009
npl,48,2010
nld,100,1990
nld,100,1991
nld,100,1992
nld,100,1993
nld,100,1994
nld,100,1995
nld,100,1996
nld,100,1997
nld,100,1998
nld,100,1999
nld,100,2000
nld,100,2001
nld,100,2002
nld,100,2003
nld,100,2004
nld,100,2005
nld,100,2006
nld,100,2007
nld,100,2008
nld,100,2009
nld,100,2010
nic,59,1990
nic,59,1991
nic,59,1992
nic,60,1993
nic,60,1994
nic,60,1995
nic,60,1996
nic,61,1997
nic,61,1998
nic,61,1999
nic,61,2000
nic,62,2001
nic,62,2002
nic,62,2003
nic,62,2004
nic,62,2005
nic,63,2006
nic,63,2007
nic,63,2008
nic,63,2009
nic,63,2010
ner,19,1990
ner,20,1991
ner,21,1992
ner,22,1993
ner,23,1994
ner,23,1995
ner,24,1996
ner,25,1997
ner,26,1998
ner,27,1999
ner,27,2000
ner,28,2001
ner,29,2002
ner,30,2003
ner,31,2004
ner,32,2005
ner,32,2006
ner,33,2007
ner,34,2008
ner,34,2009
ner,34,2010
nga,39,1990
nga,39,1991
nga,39,1992
nga,39,1993
nga,38,1994
nga,38,1995
nga,38,1996
nga,38,1997
nga,38,1998
nga,37,1999
nga,37,2000
nga,37,2001
nga,37,2002
nga,37,2003
nga,36,2004
nga,36,2005
nga,36,2006
nga,36,2007
nga,36,2008
nga,35,2009
nga,35,2010
mnp,85,1990
mnp,86,1991
mnp,87,1992
mnp,87,1993
mnp,88,1994
mnp,89,1995
mnp,89,1996
mnp,90,1997
mnp,91,1998
mnp,92,1999
mnp,92,2000
mnp,93,2001
mnp,94,2002
mnp,94,2003
mnp,94,2004
mnp,94,2005
mnp,94,2006
nor,100,1990
nor,100,1991
nor,100,1992
nor,100,1993
nor,100,1994
nor,100,1995
nor,100,1996
nor,100,1997
nor,100,1998
nor,100,1999
nor,100,2000
nor,100,2001
nor,100,2002
nor,100,2003
nor,100,2004
nor,100,2005
nor,100,2006
nor,100,2007
nor,100,2008
nor,100,2009
nor,100,2010
omn,96,1990
omn,96,1991
omn,96,1992
omn,96,1993
omn,96,1994
omn,97,1995
omn,97,1996
omn,97,1997
omn,97,1998
omn,98,1999
omn,98,2000
omn,98,2001
omn,98,2002
omn,98,2003
omn,99,2004
omn,99,2005
omn,99,2006
omn,99,2007
omn,100,2008
omn,100,2009
omn,100,2010
pak,72,1990
pak,72,1991
pak,72,1992
pak,72,1993
pak,72,1994
pak,72,1995
pak,72,1996
pak,72,1997
pak,72,1998
pak,72,1999
pak,72,2000
pak,72,2001
pak,72,2002
pak,72,2003
pak,72,2004
pak,72,2005
pak,72,2006
pak,72,2007
pak,72,2008
pak,72,2009
pak,72,2010
plw,78,1990
plw,78,1991
plw,78,1992
plw,78,1993
plw,79,1994
plw,81,1995
plw,83,1996
plw,85,1997
plw,87,1998
plw,89,1999
plw,91,2000
plw,93,2001
plw,95,2002
plw,97,2003
plw,98,2004
plw,100,2005
plw,100,2006
plw,100,2007
plw,100,2008
plw,100,2009
plw,100,2010
pan,73,1990
pan,74,1991
pan,74,1992
pan,74,1993
pan,74,1994
pan,74,1995
pan,74,1996
pan,74,1997
pan,74,1998
pan,74,1999
pan,74,2000
pan,75,2001
pan,75,2002
pan,75,2003
pan,75,2004
pan,75,2005
pan,75,2006
pan,75,2007
pan,75,2008
pan,75,2009
png,78,1990
png,78,1991
png,78,1992
png,78,1993
png,78,1994
png,78,1995
png,77,1996
png,77,1997
png,76,1998
png,76,1999
png,75,2000
png,75,2001
png,74,2002
png,74,2003
png,73,2004
png,73,2005
png,72,2006
png,72,2007
png,71,2008
png,71,2009
png,71,2010
pry,61,1990
pry,63,1991
pry,65,1992
pry,67,1993
pry,68,1994
pry,70,1995
pry,72,1996
pry,74,1997
pry,76,1998
pry,77,1999
pry,79,2000
pry,81,2001
pry,83,2002
pry,85,2003
pry,86,2004
pry,88,2005
pry,90,2006
pry,90,2007
pry,90,2008
pry,90,2009
pry,90,2010
per,71,1990
per,72,1991
per,72,1992
per,73,1993
per,73,1994
per,74,1995
per,74,1996
per,75,1997
per,75,1998
per,76,1999
per,76,2000
per,77,2001
per,77,2002
per,78,2003
per,78,2004
per,78,2005
per,79,2006
per,79,2007
per,80,2008
per,80,2009
per,81,2010
phl,69,1990
phl,70,1991
phl,70,1992
phl,71,1993
phl,71,1994
phl,72,1995
phl,72,1996
phl,73,1997
phl,73,1998
phl,74,1999
phl,74,2000
phl,75,2001
phl,75,2002
phl,76,2003
phl,76,2004
phl,77,2005
phl,77,2006
phl,78,2007
phl,78,2008
phl,79,2009
phl,79,2010
pol,96,1990
pol,96,1991
pol,96,1992
pol,96,1993
pol,96,1994
pol,96,1995
pol,96,1996
pol,96,1997
pol,96,1998
pol,96,1999
pol,96,2000
pol,96,2001
pol,96,2002
pol,96,2003
pol,96,2004
pol,96,2005
pol,96,2006
pol,96,2007
pol,96,2008
pol,96,2009
pol,96,2010
prt,97,1990
prt,97,1991
prt,98,1992
prt,98,1993
prt,98,1994
prt,98,1995
prt,98,1996
prt,99,1997
prt,99,1998
prt,99,1999
prt,99,2000
prt,99,2001
prt,100,2002
prt,100,2003
prt,100,2004
prt,100,2005
prt,100,2006
prt,100,2007
prt,100,2008
prt,100,2009
prt,100,2010
qat,100,1990
qat,100,1991
qat,100,1992
qat,100,1993
qat,100,1994
qat,100,1995
qat,100,1996
qat,100,1997
qat,100,1998
qat,100,1999
qat,100,2000
qat,100,2001
qat,100,2002
qat,100,2003
qat,100,2004
qat,100,2005
qat,100,2006
qat,100,2007
qat,100,2008
qat,100,2009
qat,100,2010
rou,88,1990
rou,88,1991
rou,88,1992
rou,88,1993
rou,88,1994
rou,88,1995
rou,88,1996
rou,88,1997
rou,88,1998
rou,88,1999
rou,88,2000
rou,88,2001
rou,88,2002
rou,88,2003
rou,88,2004
rou,88,2005
rou,88,2006
rou,88,2007
rou,88,2008
rus,80,1990
rus,79,1991
rus,79,1992
rus,79,1993
rus,79,1994
rus,78,1995
rus,78,1996
rus,78,1997
rus,77,1998
rus,77,1999
rus,77,2000
rus,77,2001
rus,76,2002
rus,76,2003
rus,76,2004
rus,76,2005
rus,75,2006
rus,75,2007
rus,75,2008
rus,75,2009
rus,74,2010
rwa,69,1990
rwa,68,1991
rwa,67,1992
rwa,66,1993
rwa,65,1994
rwa,64,1995
rwa,64,1996
rwa,63,1997
rwa,62,1998
rwa,61,1999
rwa,60,2000
rwa,59,2001
rwa,59,2002
rwa,58,2003
rwa,57,2004
rwa,56,2005
rwa,55,2006
rwa,54,2007
rwa,54,2008
rwa,53,2009
rwa,52,2010
kna,96,1990
kna,96,1991
kna,96,1992
kna,96,1993
kna,96,1994
kna,96,1995
kna,96,1996
kna,96,1997
kna,96,1998
kna,96,1999
kna,96,2000
kna,96,2001
kna,96,2002
kna,96,2003
kna,96,2004
kna,96,2005
kna,96,2006
kna,96,2007
kna,96,2008
kna,96,2009
kna,96,2010
lca,67,1990
lca,67,1991
lca,68,1992
lca,68,1993
lca,68,1994
lca,68,1995
lca,69,1996
lca,69,1997
lca,69,1998
lca,69,1999
lca,69,2000
lca,70,2001
lca,70,2002
lca,70,2003
lca,70,2004
lca,71,2005
lca,71,2006
lca,71,2007
lca,71,2008
lca,71,2009
lca,71,2010
wsm,100,1990
wsm,100,1991
wsm,100,1992
wsm,100,1993
wsm,100,1994
wsm,100,1995
wsm,100,1996
wsm,99,1997
wsm,99,1998
wsm,99,1999
wsm,99,2000
wsm,99,2001
wsm,99,2002
wsm,99,2003
wsm,99,2004
wsm,99,2005
wsm,99,2006
wsm,99,2007
wsm,99,2008
wsm,99,2009
wsm,98,2010
stp,27,1994
stp,27,1995
stp,27,1996
stp,27,1997
stp,27,1998
stp,27,1999
stp,27,2000
stp,28,2001
stp,28,2002
stp,28,2003
stp,29,2004
stp,29,2005
stp,29,2006
stp,30,2007
stp,30,2008
stp,30,2009
stp,30,2010
sau,100,1990
sau,100,1991
sau,100,1992
sau,100,1993
sau,100,1994
sau,100,1995
sau,100,1996
sau,100,1997
sau,100,1998
sau,100,1999
sau,100,2000
sau,100,2001
sau,100,2002
sau,100,2003
sau,100,2004
sau,100,2005
sau,100,2006
sau,100,2007
sau,100,2008
sau,100,2009
sau,100,2010
sen,62,1990
sen,63,1991
sen,63,1992
sen,63,1993
sen,64,1994
sen,64,1995
sen,65,1996
sen,65,1997
sen,65,1998
sen,66,1999
sen,66,2000
sen,67,2001
sen,67,2002
sen,67,2003
sen,68,2004
sen,68,2005
sen,68,2006
sen,69,2007
sen,69,2008
sen,70,2009
sen,70,2010
srb,96,1990
srb,96,1991
srb,96,1992
srb,96,1993
srb,96,1994
srb,96,1995
srb,96,1996
srb,96,1997
srb,96,1998
srb,96,1999
srb,96,2000
srb,96,2001
srb,96,2002
srb,96,2003
srb,96,2004
srb,96,2005
srb,96,2006
srb,96,2007
srb,96,2008
srb,96,2009
srb,96,2010
syc,94,1996
syc,94,1997
syc,94,1998
syc,94,1999
syc,94,2000
syc,95,2001
syc,95,2002
syc,95,2003
syc,96,2004
syc,96,2005
syc,97,2006
syc,97,2007
syc,97,2008
syc,98,2009
syc,98,2010
sle,22,1990
sle,22,1991
sle,22,1992
sle,22,1993
sle,22,1994
sle,22,1995
sle,22,1996
sle,22,1997
sle,22,1998
sle,22,1999
sle,22,2000
sle,22,2001
sle,22,2002
sle,23,2003
sle,23,2004
sle,23,2005
sle,23,2006
sle,23,2007
sle,23,2008
sle,23,2009
sle,23,2010
sgp,99,1990
sgp,99,1991
sgp,99,1992
sgp,99,1993
sgp,99,1994
sgp,99,1995
sgp,99,1996
sgp,100,1997
sgp,100,1998
sgp,100,1999
sgp,100,2000
sgp,100,2001
sgp,100,2002
sgp,100,2003
sgp,100,2004
sgp,100,2005
sgp,100,2006
sgp,100,2007
sgp,100,2008
sgp,100,2009
sgp,100,2010
svk,100,1990
svk,100,1991
svk,100,1992
svk,100,1993
svk,100,1994
svk,100,1995
svk,100,1996
svk,100,1997
svk,100,1998
svk,100,1999
svk,100,2000
svk,100,2001
svk,100,2002
svk,100,2003
svk,100,2004
svk,100,2005
svk,100,2006
svk,100,2007
svk,100,2008
svk,100,2009
svk,100,2010
svn,100,1990
svn,100,1991
svn,100,1992
svn,100,1993
svn,100,1994
svn,100,1995
svn,100,1996
svn,100,1997
svn,100,1998
svn,100,1999
svn,100,2000
svn,100,2001
svn,100,2002
svn,100,2003
svn,100,2004
svn,100,2005
svn,100,2006
svn,100,2007
svn,100,2008
svn,100,2009
svn,100,2010
slb,98,1990
slb,98,1991
slb,98,1992
slb,98,1993
slb,98,1994
slb,98,1995
slb,98,1996
slb,98,1997
slb,98,1998
slb,98,1999
slb,98,2000
slb,98,2001
slb,98,2002
slb,98,2003
slb,98,2004
slb,98,2005
slb,98,2006
slb,98,2007
slb,98,2008
slb,98,2009
slb,98,2010
som,42,1993
som,42,1994
som,42,1995
som,42,1996
som,42,1997
som,43,1998
som,44,1999
som,45,2000
som,46,2001
som,47,2002
som,48,2003
som,49,2004
som,50,2005
som,51,2006
som,52,2007
som,52,2008
som,52,2009
som,52,2010
zaf,82,1990
zaf,82,1991
zaf,82,1992
zaf,82,1993
zaf,82,1994
zaf,82,1995
zaf,83,1996
zaf,83,1997
zaf,83,1998
zaf,83,1999
zaf,84,2000
zaf,84,2001
zaf,84,2002
zaf,84,2003
zaf,85,2004
zaf,85,2005
zaf,85,2006
zaf,85,2007
zaf,85,2008
zaf,86,2009
zaf,86,2010
esp,100,1990
esp,100,1991
esp,100,1992
esp,100,1993
esp,100,1994
esp,100,1995
esp,100,1996
esp,100,1997
esp,100,1998
esp,100,1999
esp,100,2000
esp,100,2001
esp,100,2002
esp,100,2003
esp,100,2004
esp,100,2005
esp,100,2006
esp,100,2007
esp,100,2008
esp,100,2009
esp,100,2010
lka,85,1990
lka,85,1991
lka,86,1992
lka,86,1993
lka,86,1994
lka,86,1995
lka,86,1996
lka,86,1997
lka,86,1998
lka,86,1999
lka,87,2000
lka,87,2001
lka,87,2002
lka,87,2003
lka,87,2004
lka,87,2005
lka,87,2006
lka,88,2007
lka,88,2008
lka,88,2009
lka,88,2010
sdn,51,1990
sdn,50,1991
sdn,50,1992
sdn,50,1993
sdn,49,1994
sdn,49,1995
sdn,49,1996
sdn,48,1997
sdn,48,1998
sdn,48,1999
sdn,48,2000
sdn,47,2001
sdn,47,2002
sdn,47,2003
sdn,46,2004
sdn,46,2005
sdn,46,2006
sdn,45,2007
sdn,45,2008
sdn,45,2009
sdn,44,2010
sur,90,1990
sur,90,1991
sur,90,1992
sur,90,1993
sur,90,1994
sur,90,1995
sur,90,1996
sur,90,1997
sur,90,1998
sur,90,1999
sur,90,2000
sur,90,2001
sur,90,2002
sur,90,2003
sur,90,2004
sur,90,2005
sur,90,2006
sur,90,2007
sur,90,2008
sur,90,2009
sur,90,2010
swz,62,1990
swz,62,1991
swz,62,1992
swz,62,1993
swz,62,1994
swz,62,1995
swz,62,1996
swz,63,1997
swz,63,1998
swz,63,1999
swz,63,2000
swz,63,2001
swz,63,2002
swz,63,2003
swz,63,2004
swz,64,2005
swz,64,2006
swz,64,2007
swz,64,2008
swz,64,2009
swz,64,2010
swe,100,1990
swe,100,1991
swe,100,1992
swe,100,1993
swe,100,1994
swe,100,1995
swe,100,1996
swe,100,1997
swe,100,1998
swe,100,1999
swe,100,2000
swe,100,2001
swe,100,2002
swe,100,2003
swe,100,2004
swe,100,2005
swe,100,2006
swe,100,2007
swe,100,2008
swe,100,2009
swe,100,2010
che,100,1990
che,100,1991
che,100,1992
che,100,1993
che,100,1994
che,100,1995
che,100,1996
che,100,1997
che,100,1998
che,100,1999
che,100,2000
che,100,2001
che,100,2002
che,100,2003
che,100,2004
che,100,2005
che,100,2006
che,100,2007
che,100,2008
che,100,2009
che,100,2010
syr,95,1990
syr,95,1991
syr,95,1992
syr,95,1993
syr,95,1994
syr,95,1995
syr,95,1996
syr,95,1997
syr,95,1998
syr,95,1999
syr,95,2000
syr,95,2001
syr,95,2002
syr,95,2003
syr,96,2004
syr,96,2005
syr,96,2006
syr,96,2007
syr,96,2008
syr,96,2009
syr,96,2010
tjk,93,1990
tjk,93,1991
tjk,93,1992
tjk,93,1993
tjk,93,1994
tjk,93,1995
tjk,93,1996
tjk,93,1997
tjk,93,1998
tjk,93,1999
tjk,93,2000
tjk,94,2001
tjk,94,2002
tjk,94,2003
tjk,94,2004
tjk,95,2005
tjk,95,2006
tjk,95,2007
tjk,95,2008
tjk,95,2009
tjk,95,2010
tza,10,1990
tza,11,1991
tza,11,1992
tza,12,1993
tza,12,1994
tza,13,1995
tza,13,1996
tza,14,1997
tza,14,1998
tza,15,1999
tza,15,2000
tza,16,2001
tza,16,2002
tza,17,2003
tza,17,2004
tza,18,2005
tza,18,2006
tza,19,2007
tza,19,2008
tza,20,2009
tza,20,2010
tha,94,1990
tha,94,1991
tha,94,1992
tha,94,1993
tha,94,1994
tha,94,1995
tha,94,1996
tha,94,1997
tha,95,1998
tha,95,1999
tha,95,2000
tha,95,2001
tha,95,2002
tha,95,2003
tha,95,2004
tha,95,2005
tha,95,2006
tha,95,2007
tha,95,2008
tha,95,2009
tha,95,2010
tls,55,1995
tls,55,1996
tls,55,1997
tls,55,1998
tls,55,1999
tls,56,2000
tls,58,2001
tls,60,2002
tls,61,2003
tls,63,2004
tls,65,2005
tls,66,2006
tls,68,2007
tls,69,2008
tls,71,2009
tls,73,2010
tgo,26,1990
tgo,26,1991
tgo,26,1992
tgo,26,1993
tgo,26,1994
tgo,26,1995
tgo,26,1996
tgo,26,1997
tgo,26,1998
tgo,26,1999
tgo,26,2000
tgo,26,2001
tgo,26,2002
tgo,26,2003
tgo,26,2004
tgo,26,2005
tgo,26,2006
tgo,26,2007
tgo,26,2008
tgo,26,2009
tgo,26,2010
ton,98,1990
ton,98,1991
ton,98,1992
ton,98,1993
ton,98,1994
ton,98,1995
ton,98,1996
ton,98,1997
ton,98,1998
ton,98,1999
ton,98,2000
ton,98,2001
ton,98,2002
ton,98,2003
ton,98,2004
ton,98,2005
ton,98,2006
ton,98,2007
ton,98,2008
ton,98,2009
ton,98,2010
tto,93,1990
tto,93,1991
tto,93,1992
tto,93,1993
tto,93,1994
tto,92,1995
tto,92,1996
tto,92,1997
tto,92,1998
tto,92,1999
tto,92,2000
tto,92,2001
tto,92,2002
tto,92,2003
tto,92,2004
tto,92,2005
tto,92,2006
tto,92,2007
tto,92,2008
tto,92,2009
tto,92,2010
tun,95,1990
tun,95,1991
tun,95,1992
tun,95,1993
tun,95,1994
tun,95,1995
tun,95,1996
tun,95,1997
tun,95,1998
tun,95,1999
tun,95,2000
tun,95,2001
tun,95,2002
tun,96,2003
tun,96,2004
tun,96,2005
tun,96,2006
tun,96,2007
tun,96,2008
tun,96,2009
tun,96,2010
tur,96,1990
tur,96,1991
tur,96,1992
tur,96,1993
tur,96,1994
tur,96,1995
tur,96,1996
tur,96,1997
tur,96,1998
tur,96,1999
tur,96,2000
tur,96,2001
tur,96,2002
tur,97,2003
tur,97,2004
tur,97,2005
tur,97,2006
tur,97,2007
tur,97,2008
tur,97,2009
tur,97,2010
tkm,99,1990
tkm,99,1991
tkm,99,1992
tkm,99,1993
tkm,99,1994
tkm,99,1995
tkm,99,1996
tkm,99,1997
tkm,99,1998
tkm,99,1999
tkm,99,2000
tkm,99,2001
tkm,99,2002
tkm,99,2003
tkm,99,2004
tkm,99,2005
tkm,99,2006
tkm,99,2007
tkm,99,2008
tkm,99,2009
tkm,99,2010
tca,98,1990
tca,98,1991
tca,98,1992
tca,98,1993
tca,98,1994
tca,98,1995
tca,98,1996
tca,98,1997
tca,98,1998
tca,98,1999
tca,98,2000
tca,98,2001
tca,98,2002
tca,98,2003
tca,98,2004
tca,98,2005
tca,98,2006
tca,98,2007
tca,98,2008
tca,98,2009
tca,98,2010
tuv,86,1990
tuv,86,1991
tuv,86,1992
tuv,86,1993
tuv,86,1994
tuv,86,1995
tuv,86,1996
tuv,86,1997
tuv,87,1998
tuv,87,1999
tuv,87,2000
tuv,87,2001
tuv,87,2002
tuv,87,2003
tuv,87,2004
tuv,87,2005
tuv,87,2006
tuv,88,2007
tuv,88,2008
tuv,88,2009
tuv,88,2010
uga,32,1990
uga,32,1991
uga,32,1992
uga,33,1993
uga,33,1994
uga,33,1995
uga,33,1996
uga,33,1997
uga,33,1998
uga,33,1999
uga,33,2000
uga,33,2001
uga,33,2002
uga,34,2003
uga,34,2004
uga,34,2005
uga,34,2006
uga,34,2007
uga,34,2008
uga,34,2009
uga,34,2010
ukr,97,1990
ukr,97,1991
ukr,97,1992
ukr,97,1993
ukr,97,1994
ukr,97,1995
ukr,97,1996
ukr,97,1997
ukr,97,1998
ukr,97,1999
ukr,97,2000
ukr,97,2001
ukr,97,2002
ukr,97,2003
ukr,97,2004
ukr,97,2005
ukr,97,2006
ukr,97,2007
ukr,97,2008
ukr,96,2009
ukr,96,2010
are,98,1990
are,98,1991
are,98,1992
are,98,1993
are,98,1994
are,98,1995
are,98,1996
are,98,1997
are,98,1998
are,98,1999
are,98,2000
are,98,2001
are,98,2002
are,98,2003
are,98,2004
are,98,2005
are,98,2006
are,98,2007
are,98,2008
are,98,2009
are,98,2010
gbr,100,1990
gbr,100,1991
gbr,100,1992
gbr,100,1993
gbr,100,1994
gbr,100,1995
gbr,100,1996
gbr,100,1997
gbr,100,1998
gbr,100,1999
gbr,100,2000
gbr,100,2001
gbr,100,2002
gbr,100,2003
gbr,100,2004
gbr,100,2005
gbr,100,2006
gbr,100,2007
gbr,100,2008
gbr,100,2009
gbr,100,2010
usa,100,1990
usa,100,1991
usa,100,1992
usa,100,1993
usa,100,1994
usa,100,1995
usa,100,1996
usa,100,1997
usa,100,1998
usa,100,1999
usa,100,2000
usa,100,2001
usa,100,2002
usa,100,2003
usa,100,2004
usa,100,2005
usa,100,2006
usa,100,2007
usa,100,2008
usa,100,2009
usa,100,2010
ury,95,1990
ury,95,1991
ury,95,1992
ury,95,1993
ury,95,1994
ury,95,1995
ury,96,1996
ury,96,1997
ury,97,1998
ury,97,1999
ury,97,2000
ury,98,2001
ury,98,2002
ury,99,2003
ury,99,2004
ury,99,2005
ury,100,2006
ury,100,2007
ury,100,2008
ury,100,2009
ury,100,2010
uzb,95,1990
uzb,95,1991
uzb,95,1992
uzb,95,1993
uzb,95,1994
uzb,96,1995
uzb,96,1996
