geo,population_aged_40_59_years_male_percent,time
aze,14.88,1975
aze,18.21,1980
aze,17.13,1985
aze,15.39,1990
aze,15.06,1995
aze,17.31,2000
aze,21.74,2005
aze,23.79,2010
aze,23.69,2015
aze,22.49,2020
aze,22.58,2025
aze,25.34,2030
aze,27.66,2035
aze,28.04,2040
aze,27.08,2045
aze,26.23,2050
bhs,13.89,1950
bhs,14.63,1955
bhs,13.46,1960
bhs,14.49,1965
bhs,14.29,1970
bhs,13.04,1975
bhs,13.46,1980
bhs,15.52,1985
bhs,14.52,1990
bhs,16.55,1995
bhs,18.54,2000
bhs,21.25,2005
bhs,23.95,2010
bhs,25.99,2015
bhs,25.95,2020
bhs,26.15,2025
bhs,26.24,2030
bhs,26.44,2035
bhs,27.1,2040
bhs,26.39,2045
bhs,26.61,2050
bhr,12.9,1950
bhr,12.68,1955
bhr,13.25,1960
bhr,11.58,1965
bhr,14.29,1970
bhr,12.24,1975
bhr,14.43,1980
bhr,15.23,1985
bhr,15.33,1990
bhr,17.61,1995
bhr,21.33,2000
bhr,22.49,2005
bhr,24.14,2010
bhr,29.28,2015
bhr,31.35,2020
bhr,31.49,2025
bhr,30.38,2030
bhr,28.73,2035
bhr,27.67,2040
bhr,27.5,2045
bhr,26.95,2050
bgd,17.03,1950
bgd,16.23,1955
bgd,15.5,1960
bgd,15.09,1965
bgd,14.71,1970
bgd,14.11,1975
bgd,13.65,1980
bgd,12.91,1985
bgd,12.64,1990
bgd,13.4,1995
bgd,14.39,2000
bgd,15.87,2005
bgd,17.71,2010
bgd,19.68,2015
bgd,22.08,2020
bgd,24.56,2025
bgd,26.56,2030
bgd,27.86,2035
bgd,28.5,2040
bgd,28.53,2045
bgd,28.04,2050
brb,17.53,1950
brb,19.61,1955
brb,20.19,1960
brb,18.52,1965
brb,17.12,1970
brb,15.52,1975
brb,14.41,1980
brb,14.05,1985
brb,15.87,1990
brb,19.51,1995
brb,25.2,2000
brb,28.93,2005
brb,30.95,2010
brb,32.03,2015
brb,30.71,2020
brb,28.91,2025
brb,28.35,2030
brb,27.64,2035
brb,26.83,2040
brb,25.62,2045
brb,24.79,2050
blr,20.73,1950
blr,19.87,1955
blr,17.23,1960
blr,16.41,1965
blr,18.46,1970
blr,21.24,1975
blr,25.11,1980
blr,24.13,1985
blr,22.82,1990
blr,23.48,1995
blr,25.41,2000
blr,28.69,2005
blr,29.25,2010
blr,29.52,2015
blr,29.42,2020
blr,30.87,2025
blr,33.91,2030
blr,34.33,2035
blr,32.65,2040
blr,29.88,2045
blr,27.35,2050
bel,27.28,1950
bel,27.59,1955
bel,25.32,1960
bel,24.34,1965
bel,24.01,1970
bel,23.8,1975
bel,25.0,1980
bel,23.44,1985
bel,24.52,1990
bel,25.49,1995
bel,27.27,2000
bel,29.12,2005
bel,29.26,2010
bel,28.86,2015
bel,27.55,2020
bel,25.98,2025
bel,24.93,2030
bel,24.44,2035
bel,24.17,2040
bel,23.87,2045
bel,23.88,2050
blz,15.15,1950
blz,15.38,1955
blz,15.22,1960
blz,14.55,1965
blz,13.33,1970
blz,10.61,1975
blz,12.5,1980
blz,9.877,1985
blz,9.677,1990
blz,10.0,1995
blz,11.9,2000
blz,14.79,2005
blz,17.09,2010
blz,18.39,2015
blz,19.79,2020
blz,21.08,2025
blz,22.69,2030
blz,24.12,2035
blz,26.47,2040
blz,26.94,2045
blz,27.09,2050
ben,18.74,1950
ben,18.17,1955
ben,16.99,1960
ben,15.61,1965
ben,13.97,1970
ben,12.66,1975
ben,11.85,1980
ben,11.64,1985
ben,11.22,1990
ben,11.51,1995
ben,11.8,2000
ben,12.34,2005
ben,13.12,2010
ben,13.71,2015
ben,14.34,2020
ben,15.03,2025
ben,15.79,2030
ben,16.72,2035
ben,17.8,2040
ben,19.04,2045
ben,20.55,2050
btn,13.79,1950
btn,13.86,1955
btn,14.16,1960
btn,14.73,1965
btn,15.23,1970
btn,15.85,1975
btn,16.36,1980
btn,16.33,1985
btn,16.43,1990
btn,14.79,1995
btn,14.39,2000
btn,14.96,2005
btn,17.11,2010
btn,18.83,2015
btn,21.4,2020
btn,25.61,2025
btn,28.11,2030
btn,30.02,2035
btn,29.55,2040
btn,27.67,2045
btn,26.07,2050
bol,14.86,1950
bol,14.74,1955
bol,14.22,1960
bol,13.78,1965
bol,13.9,1970
bol,13.65,1975
bol,13.63,1980
bol,13.65,1985
bol,13.68,1990
bol,13.83,1995
bol,14.23,2000
bol,14.82,2005
bol,15.57,2010
bol,16.71,2015
bol,17.79,2020
bol,19.1,2025
bol,20.68,2030
bol,22.47,2035
bol,24.14,2040
bol,25.67,2045
bol,26.65,2050
bih,17.12,1950
bih,16.15,1955
bih,13.6,1960
bih,12.63,1965
bih,15.23,1970
bih,18.03,1975
bih,21.0,1980
bih,21.33,1985
bih,22.38,1990
bih,23.82,1995
bih,25.63,2000
bih,28.37,2005
bih,29.46,2010
bih,28.93,2015
bih,28.69,2020
bih,29.31,2025
bih,30.95,2030
bih,31.34,2035
bih,31.27,2040
bih,29.16,2045
bih,26.53,2050
bwa,12.63,1950
bwa,12.0,1955
bwa,11.11,1960
bwa,10.6,1965
bwa,10.54,1970
bwa,10.38,1975
bwa,10.19,1980
bwa,10.04,1985
bwa,10.69,1990
bwa,12.29,1995
bwa,13.35,2000
bwa,13.76,2005
bwa,14.07,2010
bwa,14.7,2015
bwa,16.53,2020
bwa,19.36,2025
bwa,22.14,2030
bwa,23.89,2035
bwa,24.25,2040
bwa,23.74,2045
bwa,23.81,2050
bra,14.1,1950
bra,14.25,1955
bra,13.91,1960
bra,13.8,1965
bra,14.06,1970
bra,14.14,1975
bra,14.51,1980
bra,14.53,1985
bra,15.2,1990
bra,16.71,1995
bra,18.36,2000
bra,20.45,2005
bra,22.07,2010
bra,23.37,2015
bra,24.93,2020
bra,26.63,2025
bra,27.97,2030
bra,28.76,2035
bra,29.34,2040
bra,29.35,2045
bra,28.86,2050
brn,16.67,1950
brn,15.15,1955
brn,14.63,1960
brn,14.55,1965
brn,16.67,1970
brn,16.47,1975
brn,11.54,1980
brn,13.56,1985
brn,14.07,1990
brn,16.34,1995
brn,19.65,2000
brn,21.35,2005
brn,23.08,2010
brn,22.61,2015
brn,23.17,2020
brn,24.23,2025
brn,24.82,2030
brn,25.86,2035
brn,26.32,2040
brn,26.67,2045
brn,26.07,2050
bgr,21.63,1950
bgr,23.48,1955
bgr,22.8,1960
bgr,24.22,1965
bgr,25.16,1970
bgr,25.98,1975
bgr,26.72,1980
bgr,26.02,1985
bgr,25.76,1990
bgr,26.18,1995
bgr,27.39,2000
bgr,28.32,2005
bgr,28.33,2010
bgr,29.09,2015
bgr,30.58,2020
bgr,31.66,2025
bgr,32.44,2030
bgr,31.02,2035
bgr,27.78,2040
bgr,25.2,2045
bgr,23.59,2050
bfa,15.47,1950
bfa,15.85,1955
bfa,15.84,1960
bfa,15.3,1965
bfa,14.32,1970
bfa,13.07,1975
bfa,11.81,1980
bfa,10.89,1985
bfa,10.09,1990
bfa,9.578,1995
bfa,9.626,2000
bfa,10.2,2005
bfa,10.81,2010
bfa,11.63,2015
bfa,12.43,2020
bfa,13.23,2025
bfa,13.92,2030
bfa,14.67,2035
bfa,15.53,2040
bfa,16.7,2045
bfa,18.86,2050
bdi,14.1,1950
bdi,14.06,1955
bdi,13.69,1960
bdi,13.07,1965
bdi,12.3,1970
bdi,11.17,1975
bdi,10.36,1980
bdi,9.975,1985
bdi,9.967,1990
bdi,10.83,1995
bdi,11.46,2000
bdi,12.22,2005
bdi,12.83,2010
bdi,13.24,2015
bdi,14.43,2020
bdi,16.82,2025
bdi,19.62,2030
bdi,21.57,2035
bdi,22.45,2040
bdi,22.39,2045
bdi,22.54,2050
khm,13.81,1950
khm,13.81,1955
khm,13.79,1960
khm,13.74,1965
khm,13.7,1970
khm,13.83,1975
khm,10.43,1980
khm,10.43,1985
khm,10.96,1990
khm,11.79,1995
khm,13.01,2000
khm,14.15,2005
khm,15.16,2010
khm,15.87,2015
khm,16.12,2020
khm,19.3,2025
khm,22.46,2030
khm,25.76,2035
khm,27.94,2040
khm,26.96,2045
khm,26.1,2050
cmr,15.44,1950
cmr,15.34,1955
cmr,15.21,1960
cmr,14.94,1965
cmr,14.55,1970
cmr,14.13,1975
cmr,13.58,1980
cmr,13.02,1985
cmr,12.57,1990
cmr,12.39,1995
cmr,12.37,2000
cmr,12.38,2005
cmr,12.48,2010
cmr,13.01,2015
cmr,14.11,2020
cmr,15.63,2025
cmr,17.23,2030
cmr,18.64,2035
cmr,19.6,2040
cmr,20.68,2045
cmr,21.99,2050
can,20.72,1950
can,20.62,1955
can,20.53,1960
can,20.61,1965
can,20.74,1970
can,20.52,1975
can,20.52,1980
can,20.99,1985
can,22.66,1990
can,24.89,1995
can,27.95,2000
can,30.29,2005
can,30.09,2010
can,29.29,2015
can,28.11,2020
can,27.04,2025
can,27.03,2030
can,27.29,2035
can,26.77,2040
can,25.85,2045
can,24.97,2050
cpv,16.42,1950
cpv,15.38,1955
cpv,16.3,1960
cpv,13.89,1965
cpv,12.6,1970
cpv,12.5,1975
cpv,11.28,1980
cpv,10.14,1985
cpv,8.485,1990
cpv,7.937,1995
cpv,8.213,2000
cpv,11.74,2005
cpv,15.04,2010
cpv,16.67,2015
cpv,18.51,2020
cpv,20.68,2025
cpv,22.76,2030
cpv,25.78,2035
cpv,27.19,2040
cpv,27.6,2045
cpv,26.76,2050
caf,17.43,1950
caf,17.3,1955
caf,16.51,1960
caf,16.15,1965
caf,15.81,1970
caf,15.45,1975
caf,14.87,1980
caf,14.3,1985
caf,13.62,1990
caf,13.25,1995
caf,13.06,2000
caf,12.96,2005
caf,13.07,2010
caf,13.54,2015
caf,14.36,2020
caf,15.57,2025
caf,16.97,2030
caf,18.37,2035
caf,19.81,2040
caf,21.17,2045
caf,22.17,2050
tcd,16.17,1950
tcd,16.16,1955
tcd,15.91,1960
tcd,15.5,1965
tcd,14.97,1970
tcd,14.23,1975
tcd,13.61,1980
tcd,13.01,1985
tcd,12.47,1990
tcd,12.22,1995
tcd,11.98,2000
tcd,11.68,2005
tcd,11.5,2010
tcd,11.53,2015
tcd,11.94,2020
tcd,12.62,2025
tcd,13.51,2030
tcd,14.54,2035
tcd,15.68,2040
tcd,17.01,2045
tcd,18.37,2050
chanisl,27.08,1950
chanisl,28.0,1955
chanisl,25.93,1960
chanisl,27.27,1965
chanisl,25.42,1970
chanisl,24.19,1975
chanisl,24.59,1980
chanisl,23.08,1985
chanisl,25.37,1990
chanisl,26.09,1995
chanisl,28.99,2000
chanisl,31.43,2005
chanisl,31.51,2010
chanisl,31.08,2015
chanisl,30.14,2020
chanisl,28.77,2025
chanisl,27.78,2030
chanisl,27.78,2035
chanisl,27.4,2040
chanisl,28.17,2045
chanisl,26.76,2050
chl,17.86,1950
chl,17.09,1955
chl,16.14,1960
chl,15.33,1965
chl,15.07,1970
chl,15.18,1975
chl,15.54,1980
chl,16.38,1985
chl,17.26,1990
chl,18.7,1995
chl,21.24,2000
chl,23.9,2005
chl,25.56,2010
chl,26.35,2015
chl,25.71,2020
chl,25.26,2025
chl,25.86,2030
chl,26.73,2035
chl,27.24,2040
chl,26.72,2045
chl,25.73,2050
chn,19.1,1950
chn,17.33,1955
chn,17.15,1960
chn,16.68,1965
chn,16.38,1970
chn,16.62,1975
chn,17.2,1980
chn,17.31,1985
chn,17.8,1990
chn,19.79,1995
chn,21.38,2000
chn,24.24,2005
chn,27.52,2010
chn,28.82,2015
chn,28.65,2020
chn,28.02,2025
chn,28.0,2030
chn,27.59,2035
chn,28.1,2040
chn,27.83,2045
chn,26.25,2050
col,13.95,1950
col,13.9,1955
col,13.49,1960
col,13.02,1965
col,12.4,1970
col,12.0,1975
col,11.79,1980
col,11.93,1985
col,13.03,1990
col,14.81,1995
col,16.85,2000
col,19.09,2005
col,20.86,2010
col,21.63,2015
col,22.47,2020
col,23.06,2025
col,23.59,2030
col,24.57,2035
col,25.13,2040
col,25.48,2045
col,25.75,2050
com,15.38,1950
com,16.09,1955
com,14.74,1960
com,15.24,1965
com,13.68,1970
com,13.24,1975
com,12.12,1980
com,11.46,1985
com,10.6,1990
com,11.34,1995
com,12.77,2000
com,13.55,2005
com,14.45,2010
com,15.4,2015
com,16.95,2020
com,19.43,2025
com,20.49,2030
com,21.14,2035
com,21.44,2040
com,21.88,2045
com,23.53,2050
cod,12.29,1950
cod,12.27,1955
cod,12.32,1960
cod,12.34,1965
cod,12.37,1970
cod,12.35,1975
cod,12.28,1980
cod,12.17,1985
cod,11.93,1990
cod,11.53,1995
cod,11.16,2000
cod,10.9,2005
cod,10.98,2010
cod,11.28,2015
cod,11.8,2020
cod,12.65,2025
cod,13.82,2030
cod,15.27,2035
cod,16.88,2040
cod,18.62,2045
cod,20.19,2050
cog,15.15,1950
cog,14.93,1955
cog,14.97,1960
cog,14.69,1965
cog,14.07,1970
cog,13.62,1975
cog,13.1,1980
cog,12.63,1985
cog,12.4,1990
cog,12.28,1995
cog,12.1,2000
cog,11.91,2005
cog,12.25,2010
cog,13.38,2015
cog,14.98,2020
cog,16.88,2025
cog,18.72,2030
cog,20.31,2035
cog,21.34,2040
cog,22.32,2045
cog,23.12,2050
cri,17.44,1950
cri,16.7,1955
cri,15.81,1960
cri,14.43,1965
cri,13.65,1970
cri,13.17,1975
cri,12.83,1980
cri,13.03,1985
cri,13.73,1990
cri,15.49,1995
cri,17.92,2000
cri,20.72,2005
cri,22.79,2010
cri,23.48,2015
cri,24.13,2020
cri,24.97,2025
cri,26.35,2030
cri,27.65,2035
cri,27.92,2040
cri,27.38,2045
cri,26.07,2050
civ,13.4,1950
civ,13.69,1955
civ,13.92,1960
civ,14.17,1965
civ,14.45,1970
civ,14.74,1975
civ,14.9,1980
civ,15.1,1985
civ,15.21,1990
civ,15.17,1995
civ,14.99,2000
civ,14.45,2005
civ,14.01,2010
civ,14.12,2015
civ,14.92,2020
civ,16.04,2025
civ,17.36,2030
civ,18.77,2035
civ,20.03,2040
civ,21.42,2045
civ,22.72,2050
hrv,23.46,1950
hrv,23.36,1955
hrv,20.8,1960
hrv,19.98,1965
hrv,21.7,1970
hrv,24.01,1975
hrv,26.47,1980
hrv,26.41,1985
hrv,26.67,1990
hrv,26.89,1995
hrv,27.65,2000
hrv,29.33,2005
hrv,29.4,2010
hrv,28.7,2015
hrv,28.59,2020
hrv,28.83,2025
hrv,29.0,2030
hrv,28.85,2035
hrv,27.95,2040
hrv,26.14,2045
hrv,25.24,2050
cub,18.31,1950
cub,18.91,1955
cub,18.83,1960
cub,17.33,1965
cub,16.36,1970
cub,16.01,1975
cub,16.95,1980
cub,18.86,1985
cub,20.24,1990
cub,21.81,1995
cub,23.54,2000
cub,25.65,2005
cub,29.31,2010
cub,31.84,2015
cub,31.86,2020
cub,29.69,2025
cub,28.08,2030
cub,26.86,2035
cub,27.37,2040
cub,27.71,2045
cub,26.19,2050
cyp,18.11,1950
cyp,18.68,1955
cyp,18.57,1960
cyp,18.53,1965
cyp,17.94,1970
cyp,17.7,1975
cyp,19.34,1980
cyp,19.38,1985
cyp,21.18,1990
cyp,22.68,1995
cyp,25.13,2000
cyp,26.04,2005
cyp,26.4,2010
cyp,26.0,2015
cyp,25.53,2020
cyp,26.67,2025
cyp,28.16,2030
cyp,29.38,2035
cyp,28.91,2040
cyp,27.43,2045
cyp,25.69,2050
cze,26.81,1950
cze,27.61,1955
cze,25.05,1960
cze,24.81,1965
cze,23.8,1970
cze,22.49,1975
cze,22.88,1980
cze,22.99,1985
cze,25.01,1990
cze,27.21,1995
cze,28.9,2000
cze,28.97,2005
cze,27.71,2010
cze,28.5,2015
cze,30.6,2020
cze,31.39,2025
cze,32.0,2030
cze,30.37,2035
cze,26.87,2040
cze,24.88,2045
cze,23.82,2050
dnk,24.19,1950
dnk,24.84,1955
dnk,25.0,1960
dnk,24.71,1965
dnk,23.52,1970
dnk,22.28,1975
dnk,22.17,1980
dnk,23.62,1985
dnk,26.09,1990
dnk,27.52,1995
dnk,28.43,2000
dnk,28.64,2005
dnk,28.27,2010
dnk,28.18,2015
dnk,27.27,2020
dnk,24.97,2025
dnk,23.46,2030
dnk,23.38,2035
dnk,24.12,2040
dnk,25.41,2045
dnk,25.94,2050
dji,12.9,1950
dji,11.43,1955
dji,11.63,1960
dji,10.53,1965
dji,12.5,1970
dji,12.39,1975
dji,11.98,1980
dji,12.5,1985
dji,12.9,1990
dji,12.94,1995
dji,13.22,2000
dji,14.0,2005
dji,15.07,2010
dji,16.21,2015
dji,17.7,2020
dji,19.18,2025
dji,20.94,2030
dji,22.83,2035
dji,24.07,2040
dji,24.82,2045
dji,24.97,2050
dom,12.72,1950
dom,12.53,1955
dom,12.5,1960
dom,12.69,1965
dom,13.09,1970
dom,13.47,1975
dom,13.8,1980
dom,13.93,1985
dom,14.12,1990
dom,14.72,1995
dom,16.03,2000
dom,17.64,2005
dom,19.17,2010
dom,20.32,2015
dom,21.01,2020
dom,21.72,2025
dom,22.51,2030
dom,23.49,2035
dom,24.25,2040
dom,24.91,2045
dom,25.46,2050
ecu,15.62,1950
ecu,14.8,1955
ecu,13.98,1960
ecu,13.45,1965
ecu,13.1,1970
ecu,12.78,1975
ecu,12.81,1980
ecu,12.94,1985
ecu,13.35,1990
ecu,14.58,1995
ecu,15.99,2000
ecu,17.6,2005
ecu,19.14,2010
ecu,20.03,2015
ecu,20.9,2020
ecu,21.74,2025
ecu,22.67,2030
ecu,23.74,2035
ecu,24.96,2040
ecu,25.79,2045
ecu,26.07,2050
egy,15.48,1950
egy,15.15,1955
egy,14.78,1960
egy,14.53,1965
egy,14.38,1970
egy,14.61,1975
egy,14.53,1980
egy,13.75,1985
egy,14.26,1990
egy,15.12,1995
egy,16.13,2000
egy,17.22,2005
egy,17.61,2010
egy,18.23,2015
egy,19.59,2020
egy,21.63,2025
egy,24.21,2030
egy,25.23,2035
egy,25.55,2040
egy,25.51,2045
egy,25.28,2050
slv,13.73,1950
slv,13.58,1955
slv,13.37,1960
slv,12.93,1965
slv,12.47,1970
slv,12.55,1975
slv,12.79,1980
slv,13.23,1985
slv,13.81,1990
slv,14.43,1995
slv,14.76,2000
slv,15.41,2005
slv,16.24,2010
slv,17.06,2015
slv,17.56,2020
slv,17.96,2025
slv,19.16,2030
slv,21.67,2035
slv,24.39,2040
slv,25.74,2045
slv,26.25,2050
gnq,18.35,1950
gnq,17.24,1955
gnq,18.03,1960
gnq,16.67,1965
gnq,16.9,1970
gnq,16.67,1975
gnq,14.15,1980
gnq,12.34,1985
gnq,10.75,1990
gnq,11.66,1995
gnq,13.9,2000
gnq,16.56,2005
gnq,17.73,2010
gnq,16.71,2015
gnq,14.68,2020
gnq,13.46,2025
gnq,13.96,2030
gnq,15.4,2035
gnq,17.41,2040
gnq,18.6,2045
gnq,19.61,2050
eri,11.86,1950
eri,11.8,1955
eri,11.86,1960
eri,12.2,1965
eri,12.61,1970
eri,12.74,1975
eri,13.71,1980
eri,13.08,1985
eri,12.52,1990
eri,11.01,1995
eri,9.899,2000
eri,9.207,2005
eri,9.565,2010
eri,11.87,2015
eri,15.24,2020
eri,17.6,2025
eri,19.32,2030
eri,19.8,2035
eri,19.64,2040
eri,20.73,2045
eri,22.49,2050
est,20.26,1950
est,21.27,1955
est,21.66,1960
est,20.14,1965
est,21.51,1970
est,22.54,1975
est,25.04,1980
est,25.18,1985
est,24.35,1990
est,25.34,1995
est,26.03,2000
est,27.1,2005
est,26.95,2010
est,26.77,2015
est,26.79,2020
est,27.83,2025
est,30.11,2030
est,29.62,2035
est,27.56,2040
est,25.04,2045
est,23.13,2050
eth,12.74,1950
eth,13.17,1955
eth,13.53,1960
eth,13.42,1965
eth,13.29,1970
eth,13.2,1975
eth,13.14,1980
eth,13.08,1985
eth,12.97,1990
eth,12.58,1995
eth,12.3,2000
eth,12.21,2005
eth,12.28,2010
eth,12.7,2015
eth,13.3,2020
eth,14.16,2025
eth,15.48,2030
eth,17.2,2035
eth,18.96,2040
eth,20.59,2045
eth,22.16,2050
fji,11.26,1950
fji,11.11,1955
fji,12.32,1960
fji,12.71,1965
fji,12.88,1970
fji,13.65,1975
fji,13.93,1980
fji,14.21,1985
fji,15.34,1990
fji,16.67,1995
fji,18.18,2000
fji,19.76,2005
fji,20.0,2010
fji,19.73,2015
fji,20.4,2020
fji,21.66,2025
fji,22.91,2030
fji,25.11,2035
fji,26.44,2040
fji,26.98,2045
fji,27.65,2050
fin,21.76,1950
fin,22.41,1955
fin,21.79,1960
fin,21.65,1965
fin,22.1,1970
fin,21.97,1975
fin,22.97,1980
fin,23.63,1985
fin,26.56,1990
fin,28.72,1995
fin,30.06,2000
fin,30.7,2005
fin,28.65,2010
fin,26.62,2015
fin,25.65,2020
fin,25.09,2025
fin,24.83,2030
fin,25.67,2035
fin,25.44,2040
fin,24.9,2045
fin,24.64,2050
fra,26.08,1950
fra,26.34,1955
fra,23.33,1960
fra,22.68,1965
fra,22.45,1970
fra,22.39,1975
fra,23.51,1980
fra,22.34,1985
fra,23.61,1990
fra,24.97,1995
fra,26.48,2000
fra,27.89,2005
fra,27.22,2010
fra,26.78,2015
fra,25.79,2020
fra,25.07,2025
fra,24.52,2030
fra,23.79,2035
fra,23.84,2040
fra,24.01,2045
fra,24.19,2050
guf,25.0,1950
guf,28.57,1955
guf,25.0,1960
guf,20.0,1965
guf,16.67,1970
guf,17.86,1975
guf,14.71,1980
guf,17.39,1985
guf,18.03,1990
guf,19.18,1995
guf,20.93,2000
guf,20.59,2005
guf,21.05,2010
guf,21.37,2015
guf,20.83,2020
guf,20.0,2025
guf,20.34,2030
guf,21.47,2035
guf,22.82,2040
guf,24.77,2045
guf,25.88,2050
pyf,13.33,1950
pyf,14.71,1955
pyf,14.63,1960
pyf,13.04,1965
pyf,14.04,1970
pyf,13.43,1975
pyf,15.19,1980
pyf,15.38,1985
pyf,17.31,1990
pyf,17.86,1995
pyf,19.51,2000
pyf,22.56,2005
pyf,24.64,2010
pyf,25.0,2015
pyf,25.32,2020
pyf,25.16,2025
pyf,25.75,2030
pyf,26.9,2035
pyf,26.59,2040
pyf,27.12,2045
pyf,25.84,2050
gab,21.65,1950
gab,21.55,1955
gab,21.01,1960
gab,21.05,1965
gab,20.23,1970
gab,17.93,1975
gab,15.57,1980
gab,13.81,1985
gab,13.1,1990
gab,13.27,1995
gab,13.73,2000
gab,14.66,2005
gab,15.49,2010
gab,15.94,2015
gab,16.8,2020
gab,18.28,2025
gab,19.9,2030
gab,22.27,2035
gab,23.76,2040
gab,24.67,2045
gab,25.08,2050
gmb,14.63,1950
gmb,16.06,1955
gmb,15.58,1960
gmb,15.85,1965
gmb,16.11,1970
gmb,16.14,1975
gmb,16.56,1980
gmb,16.07,1985
gmb,15.8,1990
gmb,15.03,1995
gmb,14.24,2000
gmb,14.13,2005
gmb,14.19,2010
gmb,14.6,2015
gmb,14.97,2020
gmb,15.38,2025
gmb,15.99,2030
gmb,17.15,2035
gmb,18.6,2040
gmb,20.22,2045
gmb,21.89,2050
geo,19.66,1950
geo,18.83,1955
geo,16.82,1960
geo,15.98,1965
geo,18.84,1970
geo,20.96,1975
geo,25.1,1980
geo,23.95,1985
geo,21.97,1990
geo,21.98,1995
geo,22.51,2000
geo,25.84,2005
geo,26.95,2010
geo,26.76,2015
geo,25.49,2020
geo,24.9,2025
geo,27.17,2030
geo,28.79,2035
geo,28.55,2040
geo,27.61,2045
geo,26.04,2050
deu,27.55,1950
deu,27.38,1955
deu,24.09,1960
deu,21.43,1965
deu,20.76,1970
deu,21.57,1975
deu,25.99,1980
deu,27.69,1985
deu,27.63,1990
deu,27.74,1995
deu,27.65,2000
deu,29.7,2005
deu,32.32,2010
deu,31.99,2015
deu,30.52,2020
deu,28.31,2025
deu,26.66,2030
deu,26.47,2035
deu,26.43,2040
deu,25.76,2045
