geo,lung_cancer_deaths_per_100000_women,time
kaz,7.93,1987
kaz,9.35,1988
kaz,9.48,1989
kaz,9.63,1990
kaz,9.75,1991
kaz,8.97,1992
kaz,8.97,1993
kaz,8.79,1994
kaz,8.56,1995
kaz,8.64,1996
kaz,8.36,1997
kaz,7.93,1998
kaz,8.17,1999
kaz,7.67,2000
kaz,7.47,2001
kaz,7.42,2002
ken,2.1,2002
prk,10.3,2002
kor,4.5,1985
kor,4.87,1986
kor,5.0,1987
kor,5.65,1988
kor,5.93,1989
kor,6.48,1990
kor,6.47,1991
kor,8.09,1992
kor,8.6,1993
kor,9.2,1994
kor,9.28,1995
kor,9.44,1996
kor,9.87,1997
kor,9.09,1998
kor,9.5,1999
kor,10.17,2000
kor,10.08,2001
kor,10.37,2002
kwt,3.79,1972
kwt,5.25,1975
kwt,3.16,1976
kwt,2.63,1977
kwt,3.21,1978
kwt,7.24,1979
kwt,9.11,1980
kwt,7.58,1981
kwt,8.85,1982
kwt,7.0,1983
kwt,10.02,1984
kwt,6.49,1985
kwt,7.14,1986
kwt,4.92,1987
kwt,8.01,1993
kwt,5.65,1994
kwt,5.91,1995
kwt,5.55,1996
kwt,9.61,1997
kwt,9.33,1998
kwt,2.79,1999
kwt,5.26,2000
kwt,4.74,2001
kwt,3.08,2002
kgz,4.3,1981
kgz,4.04,1982
kgz,3.5,1985
kgz,4.54,1986
kgz,5.24,1987
kgz,5.68,1988
kgz,4.73,1989
kgz,6.07,1990
kgz,5.41,1991
kgz,5.66,1992
kgz,4.21,1993
kgz,5.01,1994
kgz,3.76,1995
kgz,4.02,1996
kgz,4.65,1997
kgz,4.27,1998
kgz,3.55,1999
kgz,4.78,2000
kgz,4.55,2001
kgz,4.08,2002
lao,6.0,2002
lva,5.63,1980
lva,5.66,1981
lva,6.01,1982
lva,5.97,1983
lva,6.28,1984
lva,6.55,1985
lva,7.47,1986
lva,7.15,1987
lva,6.41,1988
lva,7.46,1989
lva,6.84,1990
lva,6.77,1991
lva,6.34,1992
lva,6.64,1993
lva,5.73,1994
lva,6.24,1995
lva,6.42,1996
lva,6.11,1997
lva,6.23,1998
lva,6.11,1999
lva,5.78,2000
lva,6.2,2001
lva,6.04,2002
lbn,4.6,2002
lso,1.6,2002
lbr,0.6,2002
lby,2.1,2002
ltu,4.97,1981
ltu,5.34,1982
ltu,5.88,1985
ltu,5.45,1986
ltu,5.12,1987
ltu,5.5,1988
ltu,5.75,1989
ltu,6.06,1990
ltu,6.1,1991
ltu,5.03,1992
ltu,6.26,1993
ltu,5.08,1994
ltu,5.71,1995
ltu,5.21,1996
ltu,5.46,1997
ltu,4.64,1998
ltu,5.84,1999
ltu,4.96,2000
ltu,5.66,2001
ltu,4.71,2002
lux,4.69,1967
lux,3.41,1968
lux,3.81,1969
lux,3.49,1970
lux,3.95,1971
lux,8.14,1972
lux,3.61,1973
lux,3.72,1974
lux,5.11,1975
lux,5.45,1976
lux,4.56,1977
lux,5.56,1978
lux,7.01,1979
lux,7.77,1980
lux,5.0,1981
lux,3.9,1982
lux,6.65,1983
lux,10.58,1984
lux,9.72,1985
lux,6.23,1986
lux,8.48,1987
lux,7.62,1988
lux,9.75,1989
lux,8.71,1990
lux,9.14,1991
lux,9.95,1992
lux,8.5,1993
lux,11.32,1994
lux,9.14,1995
lux,9.75,1996
lux,14.66,1997
lux,11.89,1998
lux,13.24,1999
lux,11.04,2000
lux,10.17,2001
lux,7.97,2002
mkd,5.13,1991
mkd,4.72,1992
mkd,5.21,1993
mkd,7.16,1994
mkd,6.01,1995
mkd,7.04,1996
mkd,6.6,1997
mkd,7.01,1998
mkd,7.38,1999
mkd,7.64,2000
mkd,6.94,2001
mkd,5.48,2002
mdg,2.1,2002
mwi,0.4,2002
mys,10.1,2002
mli,0.1,2002
mlt,2.23,1965
mlt,2.71,1967
mlt,3.07,1968
mlt,4.92,1969
mlt,1.91,1970
mlt,3.34,1971
mlt,0.61,1972
mlt,1.1,1973
mlt,2.76,1974
mlt,1.24,1975
mlt,5.26,1976
mlt,3.63,1977
mlt,1.86,1978
mlt,3.16,1979
mlt,4.45,1980
mlt,5.35,1981
mlt,4.81,1982
mlt,6.85,1983
mlt,4.58,1984
mlt,2.45,1985
mlt,5.36,1986
mlt,2.22,1987
mlt,4.78,1988
mlt,4.28,1989
mlt,2.9,1990
mlt,2.48,1991
mlt,4.56,1992
mlt,5.12,1993
mlt,5.88,1994
mlt,2.32,1995
mlt,6.5,1996
mlt,4.21,1997
mlt,5.96,1998
mlt,4.8,1999
mlt,7.75,2000
mlt,5.9,2001
mlt,4.53,2002
mrt,0.6,2002
mus,1.73,1961
mus,1.24,1962
mus,1.68,1963
mus,2.01,1964
mus,0.62,1965
mus,3.26,1966
mus,2.4,1967
mus,2.43,1968
mus,1.01,1969
mus,4.67,1970
mus,3.7,1971
mus,2.63,1972
mus,3.45,1973
mus,4.33,1974
mus,3.36,1975
mus,2.47,1976
mus,4.77,1977
mus,3.38,1978
mus,5.76,1979
mus,2.22,1980
mus,4.7,1981
mus,3.89,1982
mus,3.18,1983
mus,4.39,1984
mus,4.14,1985
mus,3.78,1986
mus,4.08,1987
mus,6.18,1988
mus,4.65,1989
mus,4.21,1990
mus,4.85,1991
mus,3.25,1992
mus,3.42,1993
mus,4.38,1994
mus,4.13,1995
mus,3.48,1996
mus,3.22,1997
mus,5.01,1998
mus,4.34,1999
mus,4.04,2000
mus,4.21,2001
mus,4.95,2002
mex,2.39,1955
mex,2.59,1956
mex,2.88,1957
mex,2.83,1958
mex,3.3,1959
mex,3.21,1960
mex,3.32,1961
mex,3.0,1962
mex,3.26,1963
mex,3.19,1964
mex,3.35,1965
mex,3.72,1966
mex,3.72,1967
mex,3.58,1968
mex,3.35,1969
mex,3.65,1970
mex,3.81,1971
mex,3.86,1972
mex,3.98,1973
mex,3.6,1974
mex,3.73,1975
mex,4.03,1976
mex,4.22,1977
mex,4.05,1978
mex,4.53,1979
mex,4.49,1980
mex,4.66,1981
mex,4.39,1982
mex,5.0,1983
mex,5.13,1984
mex,5.35,1985
mex,5.52,1986
mex,5.41,1987
mex,5.43,1988
mex,5.33,1989
mex,5.41,1990
mex,5.4,1991
mex,5.61,1992
mex,5.44,1993
mex,5.71,1994
mex,5.34,1995
mex,5.4,1996
mex,5.67,1997
mex,5.25,1998
mex,5.19,1999
mex,4.97,2000
mex,4.76,2001
mex,4.96,2002
mda,6.02,1981
mda,4.95,1982
mda,6.12,1985
mda,5.89,1986
mda,7.73,1987
mda,6.9,1988
mda,8.19,1989
mda,6.19,1990
mda,6.99,1991
mda,5.07,1992
mda,6.63,1993
mda,6.19,1994
mda,5.59,1995
mda,5.77,1996
mda,6.06,1997
mda,5.25,1998
mda,5.24,1999
mda,4.65,2000
mda,5.4,2001
mda,5.05,2002
mng,13.0,2002
mar,1.9,2002
moz,1.2,2002
mmr,11.8,2002
nam,2.2,2002
npl,2.2,2002
nld,3.05,1950
nld,3.69,1951
nld,2.8,1952
nld,3.09,1953
nld,3.23,1954
nld,2.79,1955
nld,3.29,1956
nld,3.14,1957
nld,2.96,1958
nld,3.14,1959
nld,3.24,1960
nld,3.66,1961
nld,3.24,1962
nld,3.45,1963
nld,3.46,1964
nld,3.43,1965
nld,3.3,1966
nld,3.67,1967
nld,3.97,1968
nld,3.3,1969
nld,3.69,1970
nld,3.86,1971
nld,4.15,1972
nld,3.81,1973
nld,4.43,1974
nld,4.3,1975
nld,4.6,1976
nld,5.06,1977
nld,5.39,1978
nld,5.41,1979
nld,6.13,1980
nld,6.45,1981
nld,6.97,1982
nld,7.14,1983
nld,8.1,1984
nld,8.22,1985
nld,8.78,1986
nld,8.79,1987
nld,9.87,1988
nld,10.46,1989
nld,10.31,1990
nld,10.75,1991
nld,11.73,1992
nld,12.61,1993
nld,13.36,1994
nld,13.82,1995
nld,13.86,1996
nld,14.75,1997
nld,14.95,1998
nld,15.99,1999
nld,16.85,2000
nld,17.04,2001
nld,18.1,2002
nzl,2.55,1950
nzl,3.22,1951
nzl,3.56,1952
nzl,2.99,1953
nzl,2.56,1954
nzl,3.04,1955
nzl,4.46,1956
nzl,3.39,1957
nzl,4.1,1958
nzl,3.89,1959
nzl,4.63,1960
nzl,5.32,1961
nzl,4.39,1962
nzl,5.59,1963
nzl,5.58,1964
nzl,4.78,1965
nzl,5.0,1966
nzl,5.91,1967
nzl,6.11,1968
nzl,7.31,1969
nzl,8.99,1970
nzl,8.06,1971
nzl,9.91,1972
nzl,10.85,1973
nzl,11.21,1974
nzl,10.96,1975
nzl,10.58,1976
nzl,11.81,1977
nzl,12.4,1978
nzl,12.66,1979
nzl,12.74,1980
nzl,14.03,1981
nzl,13.88,1982
nzl,13.54,1983
nzl,13.68,1984
nzl,15.16,1985
nzl,14.17,1986
nzl,17.11,1987
nzl,16.46,1988
nzl,17.61,1989
nzl,17.96,1990
nzl,17.56,1991
nzl,17.13,1992
nzl,17.17,1993
nzl,18.23,1994
nzl,18.6,1995
nzl,17.7,1996
nzl,18.96,1997
nzl,17.94,1998
nzl,19.1,1999
nzl,17.2,2000
nzl,19.16,2001
nzl,18.06,2002
nic,0.12,1961
nic,0.29,1962
nic,0.61,1963
nic,0.61,1964
nic,0.26,1965
nic,0.64,1968
nic,2.17,1969
nic,0.65,1973
nic,0.43,1974
nic,1.22,1975
nic,0.29,1976
nic,0.62,1977
nic,1.68,1988
nic,1.98,1989
nic,1.92,1990
nic,2.3,1991
nic,1.41,1992
nic,1.54,1993
nic,1.93,1994
nic,3.3,1996
nic,2.74,1997
nic,1.5,1998
nic,2.08,1999
nic,3.24,2000
nic,2.32,2001
nic,2.32,2002
ner,0.4,2002
nga,0.4,2002
nor,2.55,1951
nor,3.1,1952
nor,2.32,1953
nor,2.22,1954
nor,2.78,1955
nor,2.3,1956
nor,2.55,1957
nor,2.21,1958
nor,2.86,1959
nor,2.58,1960
nor,2.5,1961
nor,2.61,1962
nor,2.56,1963
nor,3.05,1964
nor,2.19,1965
nor,2.63,1966
nor,3.33,1967
nor,3.45,1968
nor,3.87,1969
nor,3.5,1970
nor,3.86,1971
nor,3.79,1972
nor,4.33,1973
nor,4.04,1974
nor,4.56,1975
nor,4.56,1976
nor,4.89,1977
nor,4.8,1978
nor,5.33,1979
nor,5.84,1980
nor,5.76,1981
nor,6.97,1982
nor,6.67,1983
nor,7.81,1984
nor,8.5,1985
nor,8.83,1986
nor,8.63,1987
nor,10.29,1988
nor,9.99,1989
nor,10.58,1990
nor,10.98,1991
nor,10.71,1992
nor,11.07,1993
nor,13.52,1994
nor,13.05,1995
nor,14.46,1996
nor,16.39,1997
nor,14.21,1998
nor,14.06,1999
nor,15.88,2000
nor,16.62,2001
nor,15.8,2002
omn,2.2,2002
pak,2.6,2002
pan,0.96,1955
pan,1.09,1956
pan,1.64,1957
pan,1.68,1958
pan,2.35,1959
pan,2.21,1960
pan,2.46,1961
pan,2.91,1962
pan,1.96,1963
pan,0.64,1964
pan,2.46,1965
pan,1.16,1966
pan,1.76,1967
pan,0.7,1968
pan,1.93,1969
pan,1.86,1970
pan,2.04,1971
pan,1.75,1972
pan,3.85,1973
pan,2.92,1974
pan,3.19,1975
pan,2.22,1976
pan,3.17,1977
pan,2.45,1978
pan,3.37,1979
pan,4.03,1980
pan,2.82,1981
pan,4.27,1982
pan,3.74,1983
pan,4.0,1984
pan,3.72,1985
pan,4.24,1986
pan,5.29,1987
pan,3.2,1988
pan,4.33,1989
pan,4.45,1996
pan,4.16,1997
pan,3.86,1998
pan,3.47,1999
pan,5.01,2000
pan,3.69,2001
pan,5.13,2002
png,1.3,2002
pry,4.8,2002
per,7.1,2002
phl,12.6,2002
pol,3.12,1959
pol,3.28,1960
pol,3.85,1961
pol,3.96,1962
pol,3.94,1963
pol,4.14,1964
pol,4.44,1965
pol,4.5,1966
pol,4.59,1967
pol,5.06,1968
pol,5.09,1969
pol,4.77,1970
pol,5.21,1971
pol,5.1,1972
pol,5.04,1973
pol,5.41,1974
pol,5.81,1975
pol,5.67,1976
pol,6.22,1977
pol,6.29,1978
pol,6.3,1979
pol,7.17,1980
pol,6.97,1981
pol,7.27,1982
pol,7.59,1983
pol,8.07,1984
pol,8.18,1985
pol,8.43,1986
pol,8.63,1987
pol,9.29,1988
pol,9.34,1989
pol,9.93,1990
pol,10.18,1991
pol,9.97,1992
pol,10.65,1993
pol,10.7,1994
pol,11.27,1995
pol,11.27,1996
pol,11.57,1999
pol,12.5,2000
pol,12.76,2001
pol,13.59,2002
prt,2.15,1955
prt,2.78,1956
prt,2.35,1957
prt,2.0,1958
prt,2.21,1959
prt,2.18,1960
prt,2.69,1961
prt,2.51,1962
prt,2.49,1963
prt,2.47,1964
prt,2.07,1965
prt,3.11,1966
prt,2.72,1967
prt,2.41,1968
prt,3.05,1969
prt,2.95,1970
prt,3.3,1971
prt,3.07,1972
prt,3.12,1973
prt,3.5,1974
prt,3.59,1975
prt,3.43,1976
prt,3.45,1977
prt,3.22,1978
prt,3.54,1979
prt,3.76,1980
prt,4.03,1981
prt,4.3,1982
prt,3.79,1983
prt,3.61,1984
prt,3.91,1985
prt,4.15,1986
prt,3.94,1987
prt,4.09,1988
prt,4.23,1989
prt,4.32,1990
prt,4.64,1991
prt,4.28,1992
prt,4.66,1993
prt,4.52,1994
prt,4.69,1995
prt,4.12,1996
prt,4.45,1997
prt,4.64,1998
prt,4.7,1999
prt,5.08,2000
prt,4.42,2001
prt,5.35,2002
pri,7.1,2002
qat,4.2,2002
rou,4.5,1959
rou,4.73,1960
rou,5.7,1961
rou,5.43,1962
rou,5.62,1963
rou,5.67,1964
rou,5.2,1965
rou,5.17,1966
rou,5.24,1967
rou,5.1,1968
rou,5.52,1969
rou,5.54,1970
rou,5.31,1971
rou,5.46,1972
rou,5.43,1973
rou,5.43,1974
rou,5.5,1975
rou,5.81,1976
rou,5.77,1977
rou,5.85,1978
rou,6.56,1980
rou,5.92,1981
rou,5.77,1982
rou,5.89,1983
rou,5.79,1984
rou,5.92,1985
rou,6.09,1986
rou,6.14,1987
rou,6.13,1988
rou,6.35,1989
rou,6.59,1990
rou,6.38,1991
rou,6.25,1992
rou,7.3,1993
rou,7.08,1994
rou,7.25,1995
rou,7.21,1996
rou,7.48,1997
rou,7.56,1998
rou,7.48,1999
rou,7.92,2000
rou,7.93,2001
rou,7.81,2002
rus,6.53,1980
rus,6.48,1981
rus,6.55,1982
rus,6.87,1983
rus,6.79,1984
rus,6.89,1985
rus,7.09,1986
rus,7.2,1987
rus,7.34,1988
rus,7.35,1989
rus,7.37,1990
rus,7.2,1991
rus,7.31,1992
rus,7.32,1993
rus,7.21,1994
rus,6.75,1995
rus,6.41,1996
rus,6.46,1997
rus,6.23,1998
rus,5.98,1999
rus,5.91,2000
rus,5.91,2001
rus,5.77,2002
rwa,0.9,2002
wsm,0.9,2002
sau,2.6,2002
sen,0.1,2002
scg,11.0,2002
sle,0.6,2002
sgp,11.25,1963
sgp,9.21,1964
sgp,10.69,1965
sgp,12.83,1966
sgp,11.91,1967
sgp,12.77,1968
sgp,10.16,1969
sgp,10.97,1970
sgp,13.39,1971
sgp,12.16,1972
sgp,12.88,1973
sgp,16.2,1974
sgp,12.8,1975
sgp,14.98,1976
sgp,16.76,1977
sgp,17.96,1978
sgp,15.47,1979
sgp,17.37,1980
sgp,18.15,1981
sgp,17.29,1982
sgp,17.63,1983
sgp,17.54,1984
sgp,18.09,1985
sgp,18.5,1986
sgp,17.78,1987
sgp,16.57,1988
sgp,18.51,1989
sgp,15.22,1990
sgp,14.53,1991
sgp,14.52,1992
sgp,16.49,1993
sgp,14.69,1994
sgp,14.23,1995
sgp,13.68,1996
sgp,14.3,1997
sgp,14.72,1998
sgp,11.51,1999
sgp,10.63,2000
sgp,12.78,2001
sgp,11.5,2002
svk,7.73,1992
svk,7.43,1993
svk,7.32,1994
svk,6.76,1995
svk,6.59,1996
svk,7.46,1997
svk,7.32,1998
svk,7.88,1999
svk,8.07,2000
svk,7.26,2001
svk,7.34,2002
svn,7.25,1985
svn,8.27,1986
svn,6.64,1987
svn,7.57,1988
svn,8.7,1989
svn,8.63,1990
svn,8.32,1991
svn,8.63,1992
svn,9.61,1993
svn,8.61,1994
svn,9.93,1995
svn,9.11,1996
svn,9.78,1997
svn,9.24,1998
svn,11.34,1999
svn,10.5,2000
svn,11.12,2001
svn,11.83,2002
slb,5.2,2002
som,2.1,2002
zaf,8.19,1993
zaf,8.83,1994
zaf,8.11,1995
zaf,8.66,1996
zaf,8.01,1997
zaf,8.33,1998
zaf,7.87,1999
zaf,7.61,2000
zaf,7.62,2001
zaf,7.09,2002
esp,2.22,1951
esp,2.35,1952
esp,2.33,1953
esp,2.76,1954
esp,2.75,1955
esp,3.12,1956
esp,3.51,1957
esp,3.24,1958
esp,3.3,1959
esp,3.91,1960
esp,3.47,1961
esp,3.66,1962
esp,3.71,1963
esp,3.55,1964
esp,3.71,1965
esp,3.84,1966
esp,4.15,1967
esp,3.98,1968
esp,3.88,1969
esp,4.09,1970
esp,4.09,1971
esp,3.9,1972
esp,3.97,1973
esp,4.06,1974
esp,4.0,1975
esp,3.63,1976
esp,4.01,1977
esp,3.85,1978
esp,3.82,1979
esp,3.84,1980
esp,3.79,1981
esp,3.63,1982
esp,3.85,1983
esp,3.42,1984
esp,3.62,1985
esp,3.57,1986
esp,3.68,1987
esp,3.42,1988
esp,3.42,1989
esp,3.46,1990
esp,3.71,1991
esp,3.63,1992
esp,3.63,1993
esp,3.8,1994
esp,3.93,1995
esp,3.91,1996
esp,4.17,1997
esp,4.3,1998
esp,4.36,1999
esp,4.65,2000
esp,4.77,2001
esp,5.08,2002
lka,1.6,2002
sdn,0.8,2002
sur,4.07,1963
sur,1.65,1964
sur,2.96,1965
sur,2.96,1966
sur,6.14,1971
sur,4.62,1972
sur,2.12,1973
sur,0.95,1975
sur,3.22,1976
sur,2.92,1977
sur,0.89,1978
sur,3.2,1979
sur,1.07,1980
sur,4.7,1981
sur,4.7,1982
sur,2.67,1984
sur,6.11,1985
sur,0.62,1986
sur,3.04,1987
sur,2.39,1988
sur,4.87,1989
sur,6.3,1990
sur,4.11,1991
sur,5.56,1992
sur,3.22,1995
sur,0.8,1996
sur,3.35,1997
sur,6.07,1998
sur,2.17,1999
sur,4.9,2000
sur,7.4,2002
swz,1.4,2002
swe,3.64,1951
swe,4.05,1952
swe,3.58,1953
swe,3.71,1954
swe,3.37,1955
swe,3.73,1956
swe,3.93,1957
swe,4.11,1958
swe,4.05,1959
swe,3.49,1960
swe,3.96,1961
swe,3.85,1962
swe,3.95,1963
swe,3.58,1964
swe,4.08,1965
swe,3.89,1966
swe,4.92,1967
swe,4.43,1968
swe,4.57,1969
swe,4.79,1970
swe,5.14,1971
swe,5.1,1972
swe,5.62,1973
swe,5.95,1974
swe,6.06,1975
swe,5.89,1976
swe,6.29,1977
swe,6.62,1978
swe,6.62,1979
swe,7.33,1980
swe,8.01,1981
swe,7.74,1982
swe,7.78,1983
swe,8.22,1984
swe,8.09,1985
swe,8.91,1986
swe,9.42,1987
swe,9.85,1988
swe,9.88,1989
swe,9.74,1990
swe,10.94,1991
swe,11.15,1992
swe,10.49,1993
swe,11.09,1994
swe,12.18,1995
swe,12.81,1996
swe,12.34,1997
swe,12.29,1998
swe,12.76,1999
swe,13.32,2000
swe,14.32,2001
swe,14.04,2002
che,3.38,1951
che,2.84,1952
che,3.15,1953
che,3.14,1954
che,2.94,1955
che,3.43,1956
che,3.08,1957
che,3.15,1958
che,3.06,1959
che,3.06,1960
che,3.11,1961
che,2.62,1962
che,3.13,1963
che,3.55,1964
che,3.27,1965
che,3.1,1966
che,3.79,1967
che,2.95,1968
che,3.19,1969
che,3.46,1970
che,3.77,1971
che,4.2,1972
che,4.29,1973
che,3.82,1974
che,4.46,1975
che,4.68,1976
che,4.65,1977
che,4.55,1978
che,4.64,1979
che,5.57,1980
che,5.32,1981
che,6.04,1982
che,6.24,1983
che,5.83,1984
che,6.57,1985
che,6.59,1986
che,6.88,1987
che,6.77,1988
che,7.08,1989
che,7.64,1990
che,7.38,1991
che,8.81,1992
che,9.69,1993
che,9.92,1994
che,9.38,1995
che,8.7,1996
che,8.9,1997
che,9.83,1998
che,10.34,1999
che,10.93,2000
che,10.4,2001
che,10.71,2002
syr,3.4,2002
tjk,4.52,1981
tjk,4.8,1982
tjk,6.17,1985
tjk,6.32,1986
tjk,5.85,1987
tjk,7.66,1988
tjk,6.67,1989
tjk,4.31,1990
tjk,4.46,1991
tjk,4.02,1992
tjk,2.55,1993
tjk,2.32,1994
tjk,2.17,1995
tjk,1.36,1996
tjk,2.29,1997
tjk,2.67,1998
tjk,2.46,1999
tjk,2.12,2000
tjk,2.47,2001
tjk,2.78,2002
tza,0.5,2002
tha,0.4,1957
tha,0.31,1958
tha,0.44,1959
tha,0.54,1960
tha,0.56,1961
tha,0.55,1962
tha,0.63,1963
tha,0.87,1964
tha,0.73,1965
tha,0.77,1966
tha,0.81,1967
tha,0.78,1968
tha,0.84,1969
tha,0.88,1970
tha,1.04,1971
tha,0.96,1972
tha,1.36,1973
tha,1.68,1974
tha,2.07,1975
tha,1.44,1976
tha,1.59,1977
tha,1.4,1978
tha,1.84,1979
tha,1.91,1980
tha,1.77,1981
tha,2.01,1982
tha,1.89,1983
tha,1.81,1984
tha,1.51,1985
tha,1.73,1986
tha,1.82,1987
tha,2.12,1990
tha,2.27,1991
tha,2.23,1992
tha,2.55,1994
tha,2.87,1995
tha,2.72,1996
tha,2.79,1997
tha,3.3,1998
tha,4.05,1999
tha,5.19,2000
tha,6.18,2002
tgo,0.6,2002
tto,2.35,1951
tto,2.22,1952
tto,0.95,1953
tto,3.32,1954
tto,1.63,1955
tto,1.59,1956
tto,1.91,1957
tto,1.65,1958
tto,4.13,1960
tto,2.15,1961
tto,4.07,1962
tto,4.46,1963
tto,4.95,1966
tto,3.51,1967
tto,3.61,1968
tto,3.53,1970
tto,2.61,1971
tto,2.53,1972
tto,4.78,1973
tto,4.99,1974
tto,5.2,1975
tto,2.26,1976
tto,3.58,1977
tto,4.82,1978
tto,1.84,1979
tto,5.21,1980
tto,3.17,1981
tto,3.34,1982
tto,2.71,1983
tto,4.22,1984
tto,3.51,1985
tto,5.25,1986
tto,3.47,1987
tto,3.67,1988
tto,3.49,1989
tto,2.52,1990
tto,5.62,1991
tto,4.47,1992
tto,4.73,1993
tto,3.66,1994
tto,4.76,1995
tto,3.4,1996
tto,4.78,1997
tto,4.45,1998
tto,3.94,1999
tto,2.91,2000
tto,4.13,2001
tto,4.27,2002
tun,1.8,2002
tur,4.9,2002
tkm,5.6,1981
tkm,5.27,1982
tkm,5.48,1985
tkm,4.13,1986
tkm,4.92,1987
tkm,5.6,1988
tkm,3.82,1989
tkm,3.46,1990
tkm,3.48,1991
tkm,4.15,1992
tkm,4.93,1993
tkm,3.38,1994
tkm,3.68,1995
tkm,4.63,1996
tkm,3.27,1997
tkm,3.03,1998
tkm,4.1,2002
uga,2.1,2002
ukr,6.52,1981
ukr,6.52,1982
ukr,6.51,1985
ukr,6.79,1986
ukr,6.94,1987
ukr,7.16,1988
ukr,7.28,1989
ukr,7.35,1990
ukr,7.38,1991
ukr,6.91,1992
ukr,6.77,1993
ukr,6.49,1994
ukr,6.46,1995
ukr,5.88,1996
ukr,5.9,1997
ukr,5.84,1998
ukr,5.85,1999
ukr,5.68,2000
ukr,5.3,2001
ukr,5.02,2002
are,4.8,2002
gbr,6.01,1950
gbr,6.1,1951
gbr,6.34,1952
gbr,6.43,1953
gbr,6.61,1954
gbr,6.73,1955
gbr,7.04,1956
gbr,7.15,1957
gbr,7.42,1958
gbr,7.71,1959
gbr,8.03,1960
gbr,8.49,1961
gbr,8.79,1962
gbr,9.18,1963
gbr,9.72,1964
gbr,10.3,1965
gbr,10.68,1966
gbr,11.28,1967
gbr,11.7,1968
gbr,11.94,1969
gbr,12.39,1970
gbr,12.99,1971
gbr,13.58,1972
gbr,13.88,1973
gbr,14.85,1974
gbr,15.01,1975
gbr,15.45,1976
gbr,16.08,1977
gbr,16.65,1978
gbr,17.25,1979
gbr,17.75,1980
gbr,17.95,1981
gbr,18.9,1982
gbr,18.75,1983
gbr,19.95,1984
gbr,19.85,1985
gbr,20.09,1986
gbr,20.51,1987
gbr,21.26,1988
gbr,21.09,1989
gbr,20.96,1990
gbr,21.1,1991
gbr,21.02,1992
gbr,20.87,1993
gbr,20.9,1994
gbr,20.65,1995
gbr,20.55,1996
gbr,19.87,1997
gbr,20.27,1998
gbr,20.11,1999
gbr,19.94,2000
gbr,19.53,2001
gbr,19.67,2002
usa,3.65,1950
usa,3.67,1951
usa,3.83,1952
usa,3.73,1953
usa,3.74,1954
usa,3.89,1955
usa,4.03,1956
usa,4.04,1957
usa,4.21,1958
usa,4.29,1959
usa,4.39,1960
usa,4.75,1961
usa,4.98,1962
usa,5.35,1963
usa,5.49,1964
usa,5.98,1965
usa,6.39,1966
usa,6.85,1967
usa,7.82,1968
usa,8.37,1969
usa,8.98,1970
usa,9.76,1971
usa,10.54,1972
usa,10.93,1973
usa,11.78,1974
usa,12.53,1975
usa,13.49,1976
usa,14.3,1977
usa,15.3,1978
usa,15.95,1979
usa,17.21,1980
usa,17.8,1981
usa,18.89,1982
usa,19.95,1983
usa,20.46,1984
usa,21.45,1985
usa,21.91,1986
usa,22.74,1987
usa,23.58,1988
usa,24.47,1989
usa,25.09,1990
usa,25.33,1991
usa,26.02,1992
usa,26.26,1993
usa,26.33,1994
usa,26.53,1995
usa,26.44,1996
usa,26.49,1997
usa,26.57,1998
usa,25.77,1999
usa,26.24,2000
usa,25.94,2001
usa,26.15,2002
ury,4.14,1955
ury,3.14,1956
ury,3.31,1957
ury,3.8,1958
ury,3.48,1959
ury,4.18,1960
ury,4.26,1963
ury,3.44,1964
ury,3.51,1965
ury,3.25,1966
ury,4.06,1967
ury,2.87,1968
ury,3.59,1969
ury,4.04,1970
ury,3.52,1971
ury,3.71,1972
ury,3.6,1973
ury,3.1,1974
ury,3.71,1975
ury,4.06,1976
ury,3.97,1977
ury,4.1,1978
ury,3.38,1980
ury,4.04,1981
ury,3.93,1982
ury,4.54,1983
ury,4.01,1984
ury,3.69,1985
ury,3.98,1986
ury,4.43,1987
ury,4.31,1988
ury,4.98,1989
ury,4.15,1990
ury,5.27,1993
ury,5.03,1994
ury,5.29,1995
ury,4.98,1996
ury,6.27,1997
ury,5.85,1998
ury,5.19,1999
ury,5.6,2000
ury,6.01,2001
ury,6.18,2002
uzb,4.68,1981
uzb,4.97,1982
uzb,4.89,1985
uzb,5.08,1986
uzb,6.03,1987
uzb,5.52,1988
uzb,4.84,1989
uzb,5.39,1990
uzb,4.77,1991
uzb,4.86,1992
uzb,4.78,1993
uzb,4.12,1994
uzb,3.9,1995
uzb,3.66,1996
uzb,3.65,1997
uzb,3.83,1998
uzb,3.26,1999
uzb,3.26,2000
uzb,3.12,2002
vut,5.8,2002
ven,4.02,1955
ven,5.05,1956
ven,5.57,1957
ven,5.38,1958
ven,5.41,1959
ven,5.41,1960
ven,5.78,1961
ven,4.89,1962
ven,5.67,1963
ven,5.83,1964
ven,7.1,1965
ven,6.44,1966
ven,5.4,1967
ven,6.92,1968
ven,6.03,1969
ven,5.99,1970
ven,5.97,1971
ven,6.47,1972
ven,6.58,1973
ven,6.6,1974
ven,6.54,1975
ven,7.51,1976
ven,6.46,1977
ven,5.79,1978
ven,6.54,1979
ven,6.96,1980
ven,6.99,1981
ven,6.7,1982
ven,7.29,1983
ven,7.04,1985
ven,6.41,1986
ven,7.52,1987
ven,7.79,1988
ven,7.83,1989
ven,9.02,1990
ven,8.63,1992
ven,8.41,1993
ven,9.18,1994
ven,8.41,1996
ven,8.81,1997
