life_expectancy_at_birth_data_from_ihme,geo,time
51.3,eth,1996
51.8,eth,1997
52.1,eth,1998
52.0,eth,1999
52.5,eth,2000
53.6,eth,2001
54.4,eth,2002
55.1,eth,2003
55.9,eth,2004
56.8,eth,2005
57.7,eth,2006
58.6,eth,2007
59.5,eth,2008
60.3,eth,2009
61.0,eth,2010
61.6,eth,2011
62.1,eth,2012
62.6,eth,2013
64.1,fji,1990
64.1,fji,1991
64.0,fji,1992
63.8,fji,1993
63.8,fji,1994
63.8,fji,1995
63.8,fji,1996
63.7,fji,1997
63.8,fji,1998
63.9,fji,1999
64.2,fji,2000
64.4,fji,2001
64.7,fji,2002
64.9,fji,2003
65.1,fji,2004
65.3,fji,2005
65.4,fji,2006
65.6,fji,2007
65.7,fji,2008
65.8,fji,2009
65.9,fji,2010
66.0,fji,2011
66.0,fji,2012
66.1,fji,2013
75.0,fin,1990
75.4,fin,1991
75.8,fin,1992
76.2,fin,1993
76.5,fin,1994
76.7,fin,1995
76.9,fin,1996
77.1,fin,1997
77.3,fin,1998
77.5,fin,1999
77.8,fin,2000
78.2,fin,2001
78.5,fin,2002
78.6,fin,2003
78.6,fin,2004
78.8,fin,2005
79.0,fin,2006
79.2,fin,2007
79.4,fin,2008
79.7,fin,2009
80.0,fin,2010
80.3,fin,2011
80.5,fin,2012
80.6,fin,2013
77.1,fra,1990
77.3,fra,1991
77.5,fra,1992
77.7,fra,1993
77.9,fra,1994
78.1,fra,1995
78.4,fra,1996
78.7,fra,1997
78.8,fra,1998
78.9,fra,1999
79.1,fra,2000
79.2,fra,2001
79.4,fra,2002
79.7,fra,2003
80.1,fra,2004
80.4,fra,2005
80.7,fra,2006
80.9,fra,2007
81.0,fra,2008
81.0,fra,2009
81.2,fra,2010
81.4,fra,2011
81.6,fra,2012
81.7,fra,2013
60.5,gab,1990
60.3,gab,1991
60.2,gab,1992
60.1,gab,1993
59.9,gab,1994
59.7,gab,1995
59.4,gab,1996
59.2,gab,1997
58.9,gab,1998
58.5,gab,1999
58.0,gab,2000
57.5,gab,2001
57.2,gab,2002
56.9,gab,2003
56.7,gab,2004
57.0,gab,2005
57.6,gab,2006
57.7,gab,2007
57.5,gab,2008
57.3,gab,2009
57.5,gab,2010
57.8,gab,2011
58.4,gab,2012
59.1,gab,2013
57.5,gmb,1990
57.7,gmb,1991
57.9,gmb,1992
58.1,gmb,1993
58.4,gmb,1994
58.6,gmb,1995
58.8,gmb,1996
59.1,gmb,1997
59.4,gmb,1998
59.6,gmb,1999
60.0,gmb,2000
60.3,gmb,2001
60.5,gmb,2002
60.7,gmb,2003
61.0,gmb,2004
61.3,gmb,2005
61.6,gmb,2006
61.9,gmb,2007
62.2,gmb,2008
62.6,gmb,2009
63.0,gmb,2010
63.5,gmb,2011
63.9,gmb,2012
64.3,gmb,2013
70.2,geo,1990
70.2,geo,1991
70.0,geo,1992
69.7,geo,1993
70.7,geo,1994
71.0,geo,1995
71.3,geo,1996
71.7,geo,1997
71.9,geo,1998
72.1,geo,1999
72.3,geo,2000
72.4,geo,2001
72.4,geo,2002
72.4,geo,2003
72.4,geo,2004
72.4,geo,2005
72.4,geo,2006
72.4,geo,2007
72.1,geo,2008
72.4,geo,2009
72.4,geo,2010
72.6,geo,2011
72.7,geo,2012
72.9,geo,2013
75.4,deu,1990
75.6,deu,1991
75.9,deu,1992
76.2,deu,1993
76.4,deu,1994
76.6,deu,1995
76.9,deu,1996
77.3,deu,1997
77.7,deu,1998
77.9,deu,1999
78.1,deu,2000
78.3,deu,2001
78.5,deu,2002
78.8,deu,2003
79.1,deu,2004
79.4,deu,2005
79.7,deu,2006
79.8,deu,2007
80.0,deu,2008
80.0,deu,2009
80.2,deu,2010
80.3,deu,2011
80.5,deu,2012
80.7,deu,2013
60.3,gha,1990
60.6,gha,1991
60.8,gha,1992
60.7,gha,1993
60.5,gha,1994
60.7,gha,1995
60.6,gha,1996
60.4,gha,1997
60.3,gha,1998
60.3,gha,1999
60.2,gha,2000
60.3,gha,2001
60.5,gha,2002
60.8,gha,2003
61.1,gha,2004
61.5,gha,2005
61.8,gha,2006
62.3,gha,2007
62.7,gha,2008
63.1,gha,2009
63.5,gha,2010
64.0,gha,2011
64.6,gha,2012
64.9,gha,2013
77.0,grc,1990
77.0,grc,1991
77.1,grc,1992
77.3,grc,1993
77.5,grc,1994
77.6,grc,1995
77.6,grc,1996
77.7,grc,1997
77.8,grc,1998
77.9,grc,1999
78.0,grc,2000
78.3,grc,2001
78.4,grc,2002
78.5,grc,2003
78.7,grc,2004
78.9,grc,2005
79.2,grc,2006
79.4,grc,2007
79.5,grc,2008
79.5,grc,2009
79.6,grc,2010
79.7,grc,2011
79.8,grc,2012
79.8,grc,2013
70.2,grd,1990
70.6,grd,1991
70.8,grd,1992
71.0,grd,1993
71.1,grd,1994
71.1,grd,1995
71.0,grd,1996
70.9,grd,1997
70.7,grd,1998
70.6,grd,1999
70.5,grd,2000
70.3,grd,2001
70.1,grd,2002
70.0,grd,2003
69.9,grd,2004
70.1,grd,2005
70.3,grd,2006
70.6,grd,2007
70.9,grd,2008
71.2,grd,2009
71.2,grd,2010
71.3,grd,2011
71.4,grd,2012
71.5,grd,2013
64.8,gtm,1990
64.4,gtm,1991
64.2,gtm,1992
64.3,gtm,1993
65.0,gtm,1994
66.6,gtm,1995
67.6,gtm,1996
67.6,gtm,1997
67.7,gtm,1998
68.2,gtm,1999
68.5,gtm,2000
68.8,gtm,2001
69.3,gtm,2002
69.5,gtm,2003
69.6,gtm,2004
69.5,gtm,2005
69.9,gtm,2006
70.6,gtm,2007
70.8,gtm,2008
70.7,gtm,2009
70.8,gtm,2010
71.4,gtm,2011
71.9,gtm,2012
72.3,gtm,2013
52.3,gin,1990
52.7,gin,1991
53.0,gin,1992
53.5,gin,1993
53.9,gin,1994
54.3,gin,1995
54.7,gin,1996
54.9,gin,1997
55.0,gin,1998
55.4,gin,1999
55.6,gin,2000
56.0,gin,2001
56.4,gin,2002
56.8,gin,2003
57.1,gin,2004
57.3,gin,2005
57.6,gin,2006
58.0,gin,2007
58.3,gin,2008
58.7,gin,2009
59.1,gin,2010
59.5,gin,2011
59.9,gin,2012
60.2,gin,2013
51.3,gnb,1990
51.4,gnb,1991
51.6,gnb,1992
51.7,gnb,1993
51.9,gnb,1994
52.0,gnb,1995
52.1,gnb,1996
52.2,gnb,1997
51.5,gnb,1998
51.7,gnb,1999
51.7,gnb,2000
51.5,gnb,2001
51.3,gnb,2002
51.1,gnb,2003
50.9,gnb,2004
50.9,gnb,2005
50.9,gnb,2006
51.1,gnb,2007
51.3,gnb,2008
51.7,gnb,2009
52.0,gnb,2010
52.2,gnb,2011
52.5,gnb,2012
52.8,gnb,2013
64.9,guy,1990
65.0,guy,1991
65.3,guy,1992
65.4,guy,1993
65.2,guy,1994
64.8,guy,1995
64.6,guy,1996
64.4,guy,1997
64.4,guy,1998
64.5,guy,1999
64.4,guy,2000
64.2,guy,2001
63.7,guy,2002
63.0,guy,2003
62.6,guy,2004
62.6,guy,2005
63.0,guy,2006
63.1,guy,2007
63.0,guy,2008
63.1,guy,2009
63.3,guy,2010
63.5,guy,2011
63.8,guy,2012
64.0,guy,2013
54.7,hti,1990
54.7,hti,1991
54.9,hti,1992
55.1,hti,1993
55.2,hti,1994
55.8,hti,1995
56.2,hti,1996
56.6,hti,1997
57.1,hti,1998
57.8,hti,1999
58.6,hti,2000
59.2,hti,2001
59.6,hti,2002
59.9,hti,2003
59.1,hti,2004
60.3,hti,2005
60.7,hti,2006
61.3,hti,2007
61.7,hti,2008
62.4,hti,2009
37.0,hti,2010
63.3,hti,2011
63.8,hti,2012
64.3,hti,2013
68.3,hnd,1990
68.3,hnd,1991
68.4,hnd,1992
68.2,hnd,1993
68.2,hnd,1994
68.3,hnd,1995
68.3,hnd,1996
68.4,hnd,1997
63.7,hnd,1998
68.6,hnd,1999
68.8,hnd,2000
69.0,hnd,2001
69.3,hnd,2002
69.5,hnd,2003
69.9,hnd,2004
70.1,hnd,2005
70.4,hnd,2006
70.6,hnd,2007
70.9,hnd,2008
71.1,hnd,2009
71.3,hnd,2010
71.6,hnd,2011
71.8,hnd,2012
72.0,hnd,2013
69.5,hun,1990
69.3,hun,1991
69.1,hun,1992
69.1,hun,1993
69.4,hun,1994
70.0,hun,1995
70.6,hun,1996
71.0,hun,1997
71.1,hun,1998
71.3,hun,1999
71.8,hun,2000
72.3,hun,2001
72.6,hun,2002
72.7,hun,2003
72.9,hun,2004
73.0,hun,2005
73.2,hun,2006
73.4,hun,2007
73.8,hun,2008
74.2,hun,2009
74.7,hun,2010
75.2,hun,2011
75.6,hun,2012
75.8,hun,2013
78.1,isl,1990
78.3,isl,1991
78.5,isl,1992
78.7,isl,1993
78.8,isl,1994
78.9,isl,1995
79.1,isl,1996
79.3,isl,1997
79.5,isl,1998
79.7,isl,1999
79.9,isl,2000
80.2,isl,2001
80.5,isl,2002
80.8,isl,2003
81.1,isl,2004
81.3,isl,2005
81.5,isl,2006
81.8,isl,2007
82.0,isl,2008
82.2,isl,2009
82.5,isl,2010
82.7,isl,2011
82.8,isl,2012
82.8,isl,2013
57.7,ind,1990
58.0,ind,1991
58.3,ind,1992
58.6,ind,1993
59.0,ind,1994
59.3,ind,1995
59.6,ind,1996
60.0,ind,1997
60.3,ind,1998
60.7,ind,1999
61.1,ind,2000
61.5,ind,2001
61.9,ind,2002
62.4,ind,2003
62.8,ind,2004
63.2,ind,2005
63.6,ind,2006
64.0,ind,2007
64.4,ind,2008
64.7,ind,2009
65.1,ind,2010
65.5,ind,2011
65.9,ind,2012
66.2,ind,2013
65.0,idn,1990
65.4,idn,1991
65.7,idn,1992
66.2,idn,1993
66.6,idn,1994
67.0,idn,1995
67.3,idn,1996
67.7,idn,1997
67.9,idn,1998
68.1,idn,1999
68.3,idn,2000
68.4,idn,2001
68.4,idn,2002
68.6,idn,2003
67.2,idn,2004
69.0,idn,2005
69.1,idn,2006
69.4,idn,2007
69.5,idn,2008
69.6,idn,2009
69.8,idn,2010
70.0,idn,2011
70.3,idn,2012
70.5,idn,2013
66.2,irn,1990
68.0,irn,1991
68.4,irn,1992
68.6,irn,1993
69.0,irn,1994
69.3,irn,1995
69.7,irn,1996
69.9,irn,1997
70.4,irn,1998
70.8,irn,1999
71.2,irn,2000
71.6,irn,2001
72.2,irn,2002
72.0,irn,2003
73.8,irn,2004
74.5,irn,2005
75.4,irn,2006
76.2,irn,2007
76.9,irn,2008
77.5,irn,2009
77.9,irn,2010
78.1,irn,2011
78.2,irn,2012
78.3,irn,2013
69.2,irq,1990
67.7,irq,1991
68.9,irq,1992
68.9,irq,1993
68.8,irq,1994
68.5,irq,1995
68.5,irq,1996
68.5,irq,1997
68.7,irq,1998
68.9,irq,1999
69.1,irq,2000
69.3,irq,2001
69.4,irq,2002
66.7,irq,2003
65.5,irq,2004
66.6,irq,2005
63.3,irq,2006
64.3,irq,2007
66.6,irq,2008
68.1,irq,2009
68.3,irq,2010
70.6,irq,2011
70.9,irq,2012
71.3,irq,2013
74.8,irl,1990
75.1,irl,1991
75.3,irl,1992
75.5,irl,1993
75.7,irl,1994
75.8,irl,1995
76.0,irl,1996
76.1,irl,1997
76.2,irl,1998
76.4,irl,1999
76.7,irl,2000
77.1,irl,2001
77.6,irl,2002
78.1,irl,2003
78.5,irl,2004
78.9,irl,2005
79.2,irl,2006
79.4,irl,2007
79.4,irl,2008
79.6,irl,2009
79.9,irl,2010
80.2,irl,2011
80.4,irl,2012
80.4,irl,2013
76.4,isr,1990
76.5,isr,1991
76.6,isr,1992
76.9,isr,1993
77.2,isr,1994
77.5,isr,1995
77.8,isr,1996
78.1,isr,1997
78.3,isr,1998
78.6,isr,1999
78.8,isr,2000
78.9,isr,2001
79.1,isr,2002
79.4,isr,2003
79.7,isr,2004
80.0,isr,2005
80.2,isr,2006
80.6,isr,2007
80.9,isr,2008
81.2,isr,2009
81.5,isr,2010
81.8,isr,2011
82.1,isr,2012
82.2,isr,2013
77.0,ita,1990
77.0,ita,1991
77.3,ita,1992
77.6,ita,1993
77.8,ita,1994
78.0,ita,1995
78.3,ita,1996
78.7,ita,1997
79.0,ita,1998
79.3,ita,1999
79.6,ita,2000
79.8,ita,2001
80.0,ita,2002
80.3,ita,2003
80.8,ita,2004
81.2,ita,2005
81.2,ita,2006
81.3,ita,2007
81.4,ita,2008
81.6,ita,2009
81.9,ita,2010
82.0,ita,2011
82.1,ita,2012
82.1,ita,2013
74.4,jam,1990
74.6,jam,1991
74.6,jam,1992
74.4,jam,1993
74.2,jam,1994
73.9,jam,1995
73.5,jam,1996
73.1,jam,1997
72.8,jam,1998
72.6,jam,1999
72.7,jam,2000
72.9,jam,2001
73.4,jam,2002
73.9,jam,2003
74.3,jam,2004
74.7,jam,2005
75.2,jam,2006
75.4,jam,2007
75.5,jam,2008
75.6,jam,2009
75.5,jam,2010
75.6,jam,2011
75.5,jam,2012
75.5,jam,2013
79.1,jpn,1990
79.2,jpn,1991
79.4,jpn,1992
79.6,jpn,1993
79.8,jpn,1994
79.9,jpn,1995
80.3,jpn,1996
80.6,jpn,1997
80.6,jpn,1998
80.7,jpn,1999
81.1,jpn,2000
81.4,jpn,2001
81.7,jpn,2002
81.8,jpn,2003
82.0,jpn,2004
82.2,jpn,2005
82.3,jpn,2006
82.5,jpn,2007
82.6,jpn,2008
82.8,jpn,2009
83.0,jpn,2010
82.8,jpn,2011
83.2,jpn,2012
83.3,jpn,2013
72.0,jor,1990
72.2,jor,1991
72.4,jor,1992
72.6,jor,1993
72.7,jor,1994
72.8,jor,1995
72.9,jor,1996
72.9,jor,1997
73.0,jor,1998
73.0,jor,1999
73.1,jor,2000
73.2,jor,2001
73.4,jor,2002
73.6,jor,2003
73.9,jor,2004
74.2,jor,2005
75.1,jor,2006
76.1,jor,2007
76.8,jor,2008
77.3,jor,2009
77.6,jor,2010
77.9,jor,2011
78.0,jor,2012
78.1,jor,2013
66.7,kaz,1990
66.2,kaz,1991
65.5,kaz,1992
64.7,kaz,1993
63.9,kaz,1994
63.3,kaz,1995
63.1,kaz,1996
63.0,kaz,1997
63.1,kaz,1998
63.4,kaz,1999
63.6,kaz,2000
63.9,kaz,2001
64.1,kaz,2002
64.3,kaz,2003
64.5,kaz,2004
64.7,kaz,2005
65.1,kaz,2006
65.5,kaz,2007
66.1,kaz,2008
66.6,kaz,2009
67.1,kaz,2010
67.4,kaz,2011
67.6,kaz,2012
67.8,kaz,2013
63.0,ken,1990
62.7,ken,1991
62.3,ken,1992
61.7,ken,1993
61.1,ken,1994
60.3,ken,1995
59.6,ken,1996
58.8,ken,1997
58.1,ken,1998
57.6,ken,1999
57.4,ken,2000
57.3,ken,2001
57.4,ken,2002
57.8,ken,2003
58.2,ken,2004
58.8,ken,2005
59.6,ken,2006
60.6,ken,2007
61.5,ken,2008
62.2,ken,2009
63.1,ken,2010
63.9,ken,2011
64.5,ken,2012
65.2,ken,2013
57.6,kir,1990
57.8,kir,1991
57.9,kir,1992
58.0,kir,1993
58.2,kir,1994
58.4,kir,1995
58.7,kir,1996
58.9,kir,1997
59.1,kir,1998
59.3,kir,1999
59.5,kir,2000
59.7,kir,2001
60.0,kir,2002
60.2,kir,2003
60.3,kir,2004
60.6,kir,2005
60.8,kir,2006
61.0,kir,2007
61.1,kir,2008
61.3,kir,2009
61.5,kir,2010
61.7,kir,2011
61.8,kir,2012
62.0,kir,2013
67.9,prk,1990
68.2,prk,1991
68.4,prk,1992
68.6,prk,1993
68.8,prk,1994
62.4,prk,1995
62.6,prk,1996
62.7,prk,1997
62.8,prk,1998
63.0,prk,1999
63.2,prk,2000
63.3,prk,2001
63.5,prk,2002
69.8,prk,2003
69.9,prk,2004
70.1,prk,2005
70.2,prk,2006
70.3,prk,2007
70.6,prk,2008
70.7,prk,2009
70.8,prk,2010
71.0,prk,2011
71.1,prk,2012
71.2,prk,2013
72.0,kor,1990
72.5,kor,1991
73.0,kor,1992
73.5,kor,1993
73.8,kor,1994
74.2,kor,1995
74.7,kor,1996
75.1,kor,1997
75.4,kor,1998
75.8,kor,1999
76.3,kor,2000
76.8,kor,2001
77.3,kor,2002
77.8,kor,2003
78.3,kor,2004
78.8,kor,2005
79.2,kor,2006
79.5,kor,2007
79.7,kor,2008
79.8,kor,2009
80.0,kor,2010
80.3,kor,2011
80.4,kor,2012
80.5,kor,2013
77.7,kwt,1990
78.4,kwt,1991
78.4,kwt,1992
78.0,kwt,1993
77.3,kwt,1994
76.7,kwt,1995
76.4,kwt,1996
76.4,kwt,1997
76.6,kwt,1998
77.0,kwt,1999
77.5,kwt,2000
78.0,kwt,2001
78.3,kwt,2002
78.5,kwt,2003
78.4,kwt,2004
78.2,kwt,2005
78.0,kwt,2006
78.0,kwt,2007
78.2,kwt,2008
78.6,kwt,2009
79.1,kwt,2010
79.7,kwt,2011
80.1,kwt,2012
80.3,kwt,2013
65.3,kgz,1990
65.1,kgz,1991
64.8,kgz,1992
64.5,kgz,1993
64.1,kgz,1994
64.1,kgz,1995
64.3,kgz,1996
64.7,kgz,1997
65.1,kgz,1998
65.5,kgz,1999
65.8,kgz,2000
66.1,kgz,2001
66.3,kgz,2002
66.3,kgz,2003
66.4,kgz,2004
66.4,kgz,2005
66.5,kgz,2006
66.7,kgz,2007
67.1,kgz,2008
67.5,kgz,2009
67.8,kgz,2010
68.2,kgz,2011
68.4,kgz,2012
68.6,kgz,2013
55.8,lao,1990
56.3,lao,1991
56.7,lao,1992
57.2,lao,1993
57.6,lao,1994
57.9,lao,1995
58.2,lao,1996
58.5,lao,1997
58.8,lao,1998
59.1,lao,1999
59.5,lao,2000
60.0,lao,2001
60.5,lao,2002
61.1,lao,2003
61.6,lao,2004
62.1,lao,2005
62.6,lao,2006
63.2,lao,2007
63.8,lao,2008
64.3,lao,2009
64.8,lao,2010
65.2,lao,2011
65.5,lao,2012
65.8,lao,2013
70.1,lva,1990
69.2,lva,1991
67.9,lva,1992
66.5,lva,1993
65.8,lva,1994
66.4,lva,1995
67.9,lva,1996
69.0,lva,1997
69.6,lva,1998
69.9,lva,1999
70.1,lva,2000
70.2,lva,2001
70.4,lva,2002
70.8,lva,2003
71.0,lva,2004
70.9,lva,2005
70.9,lva,2006
71.3,lva,2007
72.3,lva,2008
73.2,lva,2009
74.0,lva,2010
74.7,lva,2011
75.1,lva,2012
75.3,lva,2013
67.9,lbn,1990
73.1,lbn,1991
73.3,lbn,1992
73.6,lbn,1993
73.9,lbn,1994
74.3,lbn,1995
74.7,lbn,1996
75.1,lbn,1997
75.5,lbn,1998
75.9,lbn,1999
76.2,lbn,2000
76.5,lbn,2001
76.7,lbn,2002
76.9,lbn,2003
77.1,lbn,2004
77.3,lbn,2005
76.8,lbn,2006
77.2,lbn,2007
77.6,lbn,2008
77.8,lbn,2009
78.0,lbn,2010
76.2,lbn,2011
78.2,lbn,2012
78.3,lbn,2013
61.2,lso,1990
61.2,lso,1991
61.0,lso,1992
60.5,lso,1993
59.6,lso,1994
58.5,lso,1995
57.2,lso,1996
55.6,lso,1997
53.6,lso,1998
51.6,lso,1999
49.8,lso,2000
48.3,lso,2001
47.0,lso,2002
45.8,lso,2003
44.8,lso,2004
44.1,lso,2005
44.0,lso,2006
44.4,lso,2007
45.2,lso,2008
46.3,lso,2009
47.4,lso,2010
48.3,lso,2011
48.2,lso,2012
48.3,lso,2013
51.4,lbr,1990
53.4,lbr,1991
51.6,lbr,1992
52.1,lbr,1993
51.1,lbr,1994
52.1,lbr,1995
51.7,lbr,1996
54.1,lbr,1997
54.5,lbr,1998
55.1,lbr,1999
55.9,lbr,2000
56.5,lbr,2001
56.4,lbr,2002
56.5,lbr,2003
58.6,lbr,2004
59.3,lbr,2005
59.9,lbr,2006
60.5,lbr,2007
61.0,lbr,2008
61.3,lbr,2009
61.7,lbr,2010
62.2,lbr,2011
62.7,lbr,2012
63.1,lbr,2013
73.0,lby,1990
73.3,lby,1991
73.6,lby,1992
73.9,lby,1993
74.2,lby,1994
74.4,lby,1995
74.2,lby,1996
74.7,lby,1997
74.7,lby,1998
74.6,lby,1999
74.6,lby,2000
74.7,lby,2001
74.7,lby,2002
74.8,lby,2003
74.9,lby,2004
75.1,lby,2005
75.2,lby,2006
75.2,lby,2007
75.3,lby,2008
75.5,lby,2009
75.6,lby,2010
67.7,lby,2011
75.3,lby,2012
75.6,lby,2013
71.5,ltu,1990
70.7,ltu,1991
69.8,ltu,1992
69.0,ltu,1993
68.5,ltu,1994
68.9,ltu,1995
70.0,ltu,1996
71.0,ltu,1997
71.7,ltu,1998
72.0,ltu,1999
72.0,ltu,2000
71.9,ltu,2001
72.0,ltu,2002
72.1,ltu,2003
71.9,ltu,2004
71.5,ltu,2005
71.1,ltu,2006
71.2,ltu,2007
72.0,ltu,2008
73.1,ltu,2009
73.9,ltu,2010
74.5,ltu,2011
74.8,ltu,2012
75.0,ltu,2013
75.1,lux,1990
75.3,lux,1991
75.6,lux,1992
75.9,lux,1993
76.2,lux,1994
76.6,lux,1995
76.9,lux,1996
77.2,lux,1997
77.5,lux,1998
77.9,lux,1999
78.2,lux,2000
78.5,lux,2001
78.8,lux,2002
79.1,lux,2003
79.4,lux,2004
79.8,lux,2005
80.1,lux,2006
80.4,lux,2007
80.7,lux,2008
80.9,lux,2009
81.0,lux,2010
81.1,lux,2011
81.1,lux,2012
81.1,lux,2013
72.8,mkd,1990
72.9,mkd,1991
72.7,mkd,1992
72.9,mkd,1993
72.9,mkd,1994
73.0,mkd,1995
73.2,mkd,1996
73.2,mkd,1997
73.2,mkd,1998
73.5,mkd,1999
73.9,mkd,2000
74.2,mkd,2001
74.4,mkd,2002
74.7,mkd,2003
74.9,mkd,2004
75.1,mkd,2005
75.1,mkd,2006
75.2,mkd,2007
75.4,mkd,2008
75.6,mkd,2009
75.8,mkd,2010
76.1,mkd,2011
76.4,mkd,2012
76.6,mkd,2013
56.4,mdg,1990
56.7,mdg,1991
56.9,mdg,1992
57.1,mdg,1993
57.4,mdg,1994
57.9,mdg,1995
58.4,mdg,1996
59.0,mdg,1997
59.5,mdg,1998
60.0,mdg,1999
60.5,mdg,2000
60.9,mdg,2001
61.2,mdg,2002
61.5,mdg,2003
61.8,mdg,2004
62.3,mdg,2005
62.7,mdg,2006
63.1,mdg,2007
63.4,mdg,2008
63.6,mdg,2009
63.8,mdg,2010
63.9,mdg,2011
64.1,mdg,2012
64.3,mdg,2013
49.5,mwi,1990
49.1,mwi,1991
48.7,mwi,1992
48.3,mwi,1993
47.8,mwi,1994
47.3,mwi,1995
46.9,mwi,1996
46.5,mwi,1997
46.2,mwi,1998
46.2,mwi,1999
46.3,mwi,2000
46.6,mwi,2001
47.0,mwi,2002
47.4,mwi,2003
47.8,mwi,2004
48.4,mwi,2005
49.3,mwi,2006
50.3,mwi,2007
51.4,mwi,2008
52.6,mwi,2009
53.8,mwi,2010
54.8,mwi,2011
55.9,mwi,2012
57.3,mwi,2013
72.1,mys,1990
72.4,mys,1991
72.6,mys,1992
72.8,mys,1993
72.8,mys,1994
72.8,mys,1995
73.1,mys,1996
73.2,mys,1997
73.4,mys,1998
73.4,mys,1999
73.8,mys,2000
74.0,mys,2001
74.1,mys,2002
74.1,mys,2003
74.2,mys,2004
74.4,mys,2005
74.6,mys,2006
74.6,mys,2007
74.5,mys,2008
74.3,mys,2009
74.3,mys,2010
74.4,mys,2011
74.5,mys,2012
74.7,mys,2013
65.8,mdv,1990
66.6,mdv,1991
67.4,mdv,1992
68.2,mdv,1993
68.9,mdv,1994
69.6,mdv,1995
70.2,mdv,1996
70.9,mdv,1997
71.5,mdv,1998
72.1,mdv,1999
72.6,mdv,2000
73.3,mdv,2001
74.0,mdv,2002
74.9,mdv,2003
75.8,mdv,2004
76.7,mdv,2005
77.3,mdv,2006
77.8,mdv,2007
78.2,mdv,2008
78.6,mdv,2009
78.9,mdv,2010
79.1,mdv,2011
79.2,mdv,2012
79.3,mdv,2013
48.8,mli,1990
49.1,mli,1991
49.4,mli,1992
49.7,mli,1993
49.7,mli,1994
49.9,mli,1995
50.0,mli,1996
50.1,mli,1997
50.3,mli,1998
50.7,mli,1999
51.1,mli,2000
51.6,mli,2001
52.2,mli,2002
52.9,mli,2003
53.5,mli,2004
54.2,mli,2005
54.8,mli,2006
55.3,mli,2007
55.8,mli,2008
56.2,mli,2009
56.5,mli,2010
56.8,mli,2011
57.0,mli,2012
57.2,mli,2013
77.6,mlt,1990
77.9,mlt,1991
78.3,mlt,1992
78.6,mlt,1993
78.8,mlt,1994
79.0,mlt,1995
79.2,mlt,1996
79.3,mlt,1997
79.4,mlt,1998
79.5,mlt,1999
79.7,mlt,2000
79.9,mlt,2001
80.2,mlt,2002
80.4,mlt,2003
80.6,mlt,2004
80.9,mlt,2005
81.1,mlt,2006
81.2,mlt,2007
81.4,mlt,2008
81.6,mlt,2009
81.8,mlt,2010
82.0,mlt,2011
82.1,mlt,2012
82.1,mlt,2013
64.3,mhl,1990
64.3,mhl,1991
64.3,mhl,1992
64.3,mhl,1993
64.3,mhl,1994
64.3,mhl,1995
64.2,mhl,1996
64.1,mhl,1997
64.0,mhl,1998
63.9,mhl,1999
63.8,mhl,2000
63.7,mhl,2001
63.6,mhl,2002
63.6,mhl,2003
63.5,mhl,2004
63.5,mhl,2005
63.5,mhl,2006
63.6,mhl,2007
63.7,mhl,2008
63.9,mhl,2009
64.1,mhl,2010
64.3,mhl,2011
64.5,mhl,2012
64.7,mhl,2013
60.4,mrt,1990
60.5,mrt,1991
60.7,mrt,1992
60.9,mrt,1993
61.0,mrt,1994
61.2,mrt,1995
61.4,mrt,1996
61.5,mrt,1997
61.5,mrt,1998
61.6,mrt,1999
61.8,mrt,2000
61.9,mrt,2001
62.1,mrt,2002
62.3,mrt,2003
62.4,mrt,2004
62.7,mrt,2005
63.0,mrt,2006
63.3,mrt,2007
63.6,mrt,2008
63.9,mrt,2009
64.2,mrt,2010
64.5,mrt,2011
64.8,mrt,2012
65.1,mrt,2013
69.5,mus,1990
69.7,mus,1991
69.8,mus,1992
69.9,mus,1993
69.9,mus,1994
70.0,mus,1995
70.1,mus,1996
70.3,mus,1997
70.6,mus,1998
70.8,mus,1999
71.0,mus,2000
71.2,mus,2001
71.4,mus,2002
71.6,mus,2003
71.8,mus,2004
72.0,mus,2005
72.1,mus,2006
72.1,mus,2007
72.1,mus,2008
72.2,mus,2009
72.4,mus,2010
72.7,mus,2011
73.0,mus,2012
73.3,mus,2013
72.1,mex,1990
72.5,mex,1991
72.7,mex,1992
73.0,mex,1993
73.3,mex,1994
73.6,mex,1995
74.0,mex,1996
74.2,mex,1997
74.3,mex,1998
74.6,mex,1999
75.1,mex,2000
75.3,mex,2001
75.4,mex,2002
75.4,mex,2003
75.6,mex,2004
75.6,mex,2005
75.8,mex,2006
75.9,mex,2007
75.7,mex,2008
75.5,mex,2009
75.7,mex,2010
76.2,mex,2011
76.0,mex,2012
75.5,mex,2013
62.2,fsm,1990
62.4,fsm,1991
62.5,fsm,1992
62.7,fsm,1993
63.0,fsm,1994
63.2,fsm,1995
63.5,fsm,1996
63.7,fsm,1997
64.0,fsm,1998
64.3,fsm,1999
64.5,fsm,2000
64.8,fsm,2001
64.3,fsm,2002
65.3,fsm,2003
65.4,fsm,2004
65.6,fsm,2005
65.8,fsm,2006
65.9,fsm,2007
66.1,fsm,2008
66.2,fsm,2009
66.4,fsm,2010
66.5,fsm,2011
66.7,fsm,2012
66.8,fsm,2013
68.0,mda,1990
67.9,mda,1991
67.7,mda,1992
67.3,mda,1993
66.4,mda,1994
66.0,mda,1995
66.7,mda,1996
67.9,mda,1997
68.8,mda,1998
69.1,mda,1999
69.3,mda,2000
69.8,mda,2001
70.2,mda,2002
