life_expectancy_at_birth_data_from_ihme,geo,time
70.3,mda,2003
70.1,mda,2004
69.7,mda,2005
69.4,mda,2006
69.4,mda,2007
69.6,mda,2008
69.8,mda,2009
70.2,mda,2010
70.9,mda,2011
71.5,mda,2012
71.9,mda,2013
61.8,mng,1990
61.7,mng,1991
61.5,mng,1992
61.3,mng,1993
61.1,mng,1994
60.9,mng,1995
60.8,mng,1996
60.8,mng,1997
61.0,mng,1998
61.2,mng,1999
61.4,mng,2000
61.6,mng,2001
61.8,mng,2002
61.9,mng,2003
62.0,mng,2004
62.2,mng,2005
62.5,mng,2006
62.9,mng,2007
63.2,mng,2008
63.5,mng,2009
63.8,mng,2010
64.1,mng,2011
64.4,mng,2012
64.7,mng,2013
73.8,mne,1990
73.9,mne,1991
73.9,mne,1992
73.7,mne,1993
73.5,mne,1994
73.2,mne,1995
72.7,mne,1996
72.3,mne,1997
72.2,mne,1998
72.2,mne,1999
72.0,mne,2000
72.6,mne,2001
73.2,mne,2002
73.5,mne,2003
73.9,mne,2004
73.9,mne,2005
74.0,mne,2006
74.4,mne,2007
74.6,mne,2008
74.9,mne,2009
75.2,mne,2010
75.4,mne,2011
75.5,mne,2012
75.6,mne,2013
68.3,mar,1990
68.7,mar,1991
69.0,mar,1992
69.3,mar,1993
69.6,mar,1994
69.7,mar,1995
70.1,mar,1996
70.4,mar,1997
70.7,mar,1998
71.0,mar,1999
71.3,mar,2000
71.5,mar,2001
71.8,mar,2002
72.0,mar,2003
72.2,mar,2004
72.5,mar,2005
72.8,mar,2006
73.0,mar,2007
73.3,mar,2008
73.5,mar,2009
73.7,mar,2010
73.9,mar,2011
74.1,mar,2012
74.3,mar,2013
51.7,moz,1990
51.8,moz,1991
52.1,moz,1992
52.5,moz,1993
52.8,moz,1994
53.1,moz,1995
53.2,moz,1996
53.2,moz,1997
53.4,moz,1998
53.6,moz,1999
53.6,moz,2000
53.7,moz,2001
53.8,moz,2002
53.8,moz,2003
53.9,moz,2004
53.9,moz,2005
54.1,moz,2006
54.4,moz,2007
55.0,moz,2008
55.4,moz,2009
55.7,moz,2010
56.0,moz,2011
56.1,moz,2012
56.2,moz,2013
58.1,mmr,1990
58.4,mmr,1991
58.6,mmr,1992
59.0,mmr,1993
59.3,mmr,1994
59.6,mmr,1995
60.0,mmr,1996
60.4,mmr,1997
60.7,mmr,1998
61.1,mmr,1999
61.4,mmr,2000
61.8,mmr,2001
62.1,mmr,2002
62.6,mmr,2003
63.1,mmr,2004
63.5,mmr,2005
64.1,mmr,2006
64.7,mmr,2007
60.8,mmr,2008
65.6,mmr,2009
66.0,mmr,2010
66.4,mmr,2011
66.7,mmr,2012
67.1,mmr,2013
62.3,nam,1990
62.4,nam,1991
62.4,nam,1992
62.2,nam,1993
61.7,nam,1994
60.9,nam,1995
59.9,nam,1996
58.8,nam,1997
57.6,nam,1998
56.4,nam,1999
55.0,nam,2000
53.9,nam,2001
53.0,nam,2002
52.2,nam,2003
51.8,nam,2004
51.9,nam,2005
53.2,nam,2006
55.4,nam,2007
57.2,nam,2008
58.5,nam,2009
59.5,nam,2010
60.0,nam,2011
60.4,nam,2012
60.6,nam,2013
58.5,npl,1990
59.1,npl,1991
59.8,npl,1992
60.3,npl,1993
61.1,npl,1994
61.7,npl,1995
62.4,npl,1996
63.1,npl,1997
63.7,npl,1998
64.3,npl,1999
64.9,npl,2000
65.5,npl,2001
65.7,npl,2002
66.4,npl,2003
66.8,npl,2004
67.3,npl,2005
67.8,npl,2006
68.2,npl,2007
68.6,npl,2008
69.0,npl,2009
69.5,npl,2010
69.9,npl,2011
70.3,npl,2012
70.6,npl,2013
77.0,nld,1990
77.2,nld,1991
77.3,nld,1992
77.3,nld,1993
77.5,nld,1994
77.6,nld,1995
77.7,nld,1996
78.0,nld,1997
78.0,nld,1998
78.1,nld,1999
78.1,nld,2000
78.3,nld,2001
78.5,nld,2002
78.7,nld,2003
79.1,nld,2004
79.5,nld,2005
79.9,nld,2006
80.1,nld,2007
80.3,nld,2008
80.4,nld,2009
80.5,nld,2010
80.6,nld,2011
80.6,nld,2012
80.6,nld,2013
75.4,nzl,1990
75.8,nzl,1991
76.1,nzl,1992
76.5,nzl,1993
76.7,nzl,1994
76.9,nzl,1995
77.1,nzl,1996
77.4,nzl,1997
77.8,nzl,1998
78.1,nzl,1999
78.5,nzl,2000
78.8,nzl,2001
79.0,nzl,2002
79.3,nzl,2003
79.5,nzl,2004
79.8,nzl,2005
80.0,nzl,2006
80.1,nzl,2007
80.2,nzl,2008
80.3,nzl,2009
80.5,nzl,2010
80.6,nzl,2011
80.6,nzl,2012
80.6,nzl,2013
70.9,nic,1990
71.4,nic,1991
71.6,nic,1992
72.0,nic,1993
72.3,nic,1994
72.5,nic,1995
72.8,nic,1996
73.1,nic,1997
71.6,nic,1998
73.6,nic,1999
73.9,nic,2000
74.1,nic,2001
74.2,nic,2002
74.3,nic,2003
74.4,nic,2004
74.6,nic,2005
74.8,nic,2006
75.0,nic,2007
75.2,nic,2008
75.5,nic,2009
75.8,nic,2010
76.0,nic,2011
76.2,nic,2012
76.4,nic,2013
47.0,ner,1990
47.5,ner,1991
48.0,ner,1992
48.6,ner,1993
49.2,ner,1994
49.9,ner,1995
50.7,ner,1996
51.3,ner,1997
51.9,ner,1998
52.4,ner,1999
53.0,ner,2000
53.7,ner,2001
54.5,ner,2002
55.4,ner,2003
56.3,ner,2004
57.3,ner,2005
58.3,ner,2006
59.1,ner,2007
59.7,ner,2008
60.3,ner,2009
60.7,ner,2010
61.0,ner,2011
61.3,ner,2012
61.6,ner,2013
55.4,nga,1990
55.4,nga,1991
55.5,nga,1992
55.5,nga,1993
55.5,nga,1994
55.6,nga,1995
55.6,nga,1996
55.6,nga,1997
55.6,nga,1998
55.7,nga,1999
55.8,nga,2000
55.9,nga,2001
56.1,nga,2002
56.3,nga,2003
56.5,nga,2004
56.9,nga,2005
57.2,nga,2006
57.7,nga,2007
58.0,nga,2008
58.5,nga,2009
58.8,nga,2010
59.1,nga,2011
59.5,nga,2012
60.1,nga,2013
76.8,nor,1990
77.1,nor,1991
77.3,nor,1992
77.6,nor,1993
77.8,nor,1994
78.0,nor,1995
78.1,nor,1996
78.2,nor,1997
78.3,nor,1998
78.5,nor,1999
78.7,nor,2000
78.9,nor,2001
79.2,nor,2002
79.5,nor,2003
79.7,nor,2004
80.1,nor,2005
80.4,nor,2006
80.6,nor,2007
80.7,nor,2008
80.8,nor,2009
80.9,nor,2010
81.1,nor,2011
81.3,nor,2012
81.4,nor,2013
70.7,omn,1990
71.1,omn,1991
71.4,omn,1992
71.7,omn,1993
72.0,omn,1994
72.3,omn,1995
72.6,omn,1996
72.9,omn,1997
73.2,omn,1998
73.4,omn,1999
73.7,omn,2000
73.9,omn,2001
74.0,omn,2002
74.1,omn,2003
74.2,omn,2004
74.3,omn,2005
74.3,omn,2006
74.3,omn,2007
74.6,omn,2008
74.8,omn,2009
75.0,omn,2010
75.2,omn,2011
75.4,omn,2012
75.5,omn,2013
62.3,pak,1990
62.4,pak,1991
62.3,pak,1992
62.3,pak,1993
62.2,pak,1994
62.1,pak,1995
62.2,pak,1996
62.2,pak,1997
62.3,pak,1998
62.5,pak,1999
62.6,pak,2000
62.7,pak,2001
62.9,pak,2002
63.0,pak,2003
63.2,pak,2004
62.6,pak,2005
63.6,pak,2006
63.8,pak,2007
64.1,pak,2008
64.4,pak,2009
64.7,pak,2010
65.0,pak,2011
65.3,pak,2012
65.7,pak,2013
75.2,pan,1990
75.2,pan,1991
75.3,pan,1992
75.5,pan,1993
75.6,pan,1994
75.8,pan,1995
76.0,pan,1996
76.2,pan,1997
76.4,pan,1998
76.7,pan,1999
76.9,pan,2000
77.1,pan,2001
77.2,pan,2002
77.2,pan,2003
77.2,pan,2004
77.2,pan,2005
77.2,pan,2006
77.1,pan,2007
77.1,pan,2008
77.1,pan,2009
77.2,pan,2010
77.4,pan,2011
77.6,pan,2012
77.8,pan,2013
55.7,png,1990
55.7,png,1991
55.8,png,1992
56.0,png,1993
56.2,png,1994
56.3,png,1995
56.5,png,1996
56.6,png,1997
56.2,png,1998
56.8,png,1999
56.9,png,2000
56.9,png,2001
57.0,png,2002
57.1,png,2003
57.2,png,2004
57.3,png,2005
57.5,png,2006
57.8,png,2007
58.2,png,2008
58.4,png,2009
58.7,png,2010
59.1,png,2011
59.4,png,2012
59.8,png,2013
74.2,pry,1990
74.2,pry,1991
74.1,pry,1992
73.9,pry,1993
73.9,pry,1994
73.9,pry,1995
73.9,pry,1996
74.0,pry,1997
74.1,pry,1998
74.1,pry,1999
74.1,pry,2000
74.1,pry,2001
74.0,pry,2002
73.8,pry,2003
73.6,pry,2004
73.5,pry,2005
73.5,pry,2006
73.6,pry,2007
73.6,pry,2008
73.5,pry,2009
73.4,pry,2010
73.5,pry,2011
73.6,pry,2012
73.7,pry,2013
69.4,per,1990
69.7,per,1991
70.0,per,1992
70.3,per,1993
70.8,per,1994
71.2,per,1995
71.8,per,1996
72.3,per,1997
73.0,per,1998
73.6,per,1999
74.3,per,2000
74.7,per,2001
75.2,per,2002
75.6,per,2003
75.9,per,2004
76.2,per,2005
76.5,per,2006
76.6,per,2007
76.8,per,2008
76.7,per,2009
76.8,per,2010
76.8,per,2011
76.9,per,2012
77.1,per,2013
68.3,phl,1990
68.5,phl,1991
68.6,phl,1992
68.6,phl,1993
68.7,phl,1994
68.8,phl,1995
68.9,phl,1996
69.0,phl,1997
69.1,phl,1998
69.1,phl,1999
69.0,phl,2000
69.0,phl,2001
68.9,phl,2002
68.9,phl,2003
68.9,phl,2004
69.0,phl,2005
69.1,phl,2006
69.3,phl,2007
69.4,phl,2008
69.5,phl,2009
69.7,phl,2010
69.8,phl,2011
69.9,phl,2012
70.0,phl,2013
70.8,pol,1990
70.7,pol,1991
71.1,pol,1992
71.7,pol,1993
71.8,pol,1994
72.0,pol,1995
72.4,pol,1996
72.7,pol,1997
73.0,pol,1998
73.2,pol,1999
73.8,pol,2000
74.3,pol,2001
74.6,pol,2002
74.9,pol,2003
75.0,pol,2004
75.0,pol,2005
75.0,pol,2006
75.1,pol,2007
75.3,pol,2008
75.6,pol,2009
76.1,pol,2010
76.5,pol,2011
76.7,pol,2012
76.9,pol,2013
74.3,prt,1990
74.3,prt,1991
74.5,prt,1992
74.9,prt,1993
75.3,prt,1994
75.5,prt,1995
75.5,prt,1996
75.8,prt,1997
76.1,prt,1998
76.3,prt,1999
76.7,prt,2000
76.9,prt,2001
77.2,prt,2002
77.6,prt,2003
78.0,prt,2004
78.4,prt,2005
78.7,prt,2006
79.0,prt,2007
79.2,prt,2008
79.3,prt,2009
79.5,prt,2010
79.7,prt,2011
79.8,prt,2012
79.8,prt,2013
77.0,qat,1990
77.0,qat,1991
77.0,qat,1992
77.0,qat,1993
77.0,qat,1994
77.0,qat,1995
77.0,qat,1996
77.1,qat,1997
77.1,qat,1998
77.1,qat,1999
77.2,qat,2000
77.3,qat,2001
77.5,qat,2002
77.9,qat,2003
78.3,qat,2004
78.8,qat,2005
79.3,qat,2006
79.9,qat,2007
80.4,qat,2008
80.9,qat,2009
81.3,qat,2010
81.6,qat,2011
81.7,qat,2012
81.8,qat,2013
69.8,rou,1990
70.3,rou,1991
70.1,rou,1992
69.8,rou,1993
69.4,rou,1994
69.3,rou,1995
69.0,rou,1996
69.1,rou,1997
69.8,rou,1998
70.5,rou,1999
70.8,rou,2000
70.9,rou,2001
71.2,rou,2002
71.6,rou,2003
72.0,rou,2004
72.6,rou,2005
73.0,rou,2006
73.3,rou,2007
73.4,rou,2008
73.5,rou,2009
74.0,rou,2010
74.9,rou,2011
75.6,rou,2012
76.0,rou,2013
69.6,rus,1990
69.4,rus,1991
68.0,rus,1992
65.2,rus,1993
63.6,rus,1994
64.2,rus,1995
65.9,rus,1996
67.4,rus,1997
67.6,rus,1998
66.2,rus,1999
65.4,rus,2000
65.1,rus,2001
64.9,rus,2002
64.8,rus,2003
65.0,rus,2004
64.8,rus,2005
66.1,rus,2006
67.2,rus,2007
67.6,rus,2008
68.3,rus,2009
68.7,rus,2010
69.4,rus,2011
70.4,rus,2012
71.3,rus,2013
49.4,rwa,1990
48.9,rwa,1991
48.3,rwa,1992
47.6,rwa,1993
15.6,rwa,1994
42.0,rwa,1995
45.2,rwa,1996
36.3,rwa,1997
44.8,rwa,1998
48.1,rwa,1999
50.0,rwa,2000
51.2,rwa,2001
52.7,rwa,2002
54.2,rwa,2003
55.7,rwa,2004
57.3,rwa,2005
59.3,rwa,2006
61.0,rwa,2007
62.2,rwa,2008
62.9,rwa,2009
63.7,rwa,2010
64.3,rwa,2011
64.7,rwa,2012
65.3,rwa,2013
70.2,lca,1990
70.5,lca,1991
70.7,lca,1992
70.9,lca,1993
71.0,lca,1994
71.2,lca,1995
71.3,lca,1996
71.4,lca,1997
71.5,lca,1998
71.7,lca,1999
72.0,lca,2000
72.1,lca,2001
72.3,lca,2002
72.6,lca,2003
73.0,lca,2004
73.3,lca,2005
73.6,lca,2006
73.9,lca,2007
74.2,lca,2008
74.4,lca,2009
74.3,lca,2010
74.5,lca,2011
74.5,lca,2012
74.5,lca,2013
69.7,vct,1990
69.7,vct,1991
69.7,vct,1992
69.7,vct,1993
69.6,vct,1994
69.6,vct,1995
69.6,vct,1996
69.6,vct,1997
69.6,vct,1998
69.7,vct,1999
69.8,vct,2000
70.0,vct,2001
70.1,vct,2002
70.3,vct,2003
70.5,vct,2004
70.7,vct,2005
70.9,vct,2006
71.2,vct,2007
71.6,vct,2008
72.1,vct,2009
72.3,vct,2010
72.4,vct,2011
72.6,vct,2012
72.7,vct,2013
68.4,wsm,1990
68.5,wsm,1991
68.8,wsm,1992
68.9,wsm,1993
69.0,wsm,1994
69.2,wsm,1995
69.3,wsm,1996
69.5,wsm,1997
69.6,wsm,1998
69.7,wsm,1999
69.9,wsm,2000
70.1,wsm,2001
70.3,wsm,2002
70.5,wsm,2003
70.7,wsm,2004
70.8,wsm,2005
71.1,wsm,2006
71.3,wsm,2007
71.4,wsm,2008
69.9,wsm,2009
71.6,wsm,2010
71.6,wsm,2011
71.6,wsm,2012
71.8,wsm,2013
64.4,stp,1990
64.5,stp,1991
64.7,stp,1992
64.8,stp,1993
64.9,stp,1994
64.9,stp,1995
65.0,stp,1996
65.0,stp,1997
65.1,stp,1998
65.2,stp,1999
65.3,stp,2000
65.5,stp,2001
65.7,stp,2002
65.8,stp,2003
66.0,stp,2004
66.2,stp,2005
66.5,stp,2006
66.8,stp,2007
67.1,stp,2008
67.4,stp,2009
67.6,stp,2010
67.9,stp,2011
68.2,stp,2012
68.4,stp,2013
72.9,sau,1990
73.2,sau,1991
73.5,sau,1992
73.8,sau,1993
74.1,sau,1994
74.4,sau,1995
74.7,sau,1996
75.0,sau,1997
75.4,sau,1998
75.7,sau,1999
76.1,sau,2000
76.4,sau,2001
76.6,sau,2002
76.8,sau,2003
77.0,sau,2004
77.2,sau,2005
77.4,sau,2006
77.4,sau,2007
77.5,sau,2008
77.6,sau,2009
77.7,sau,2010
77.8,sau,2011
77.8,sau,2012
77.9,sau,2013
58.1,sen,1990
58.3,sen,1991
58.5,sen,1992
58.6,sen,1993
58.7,sen,1994
58.8,sen,1995
59.0,sen,1996
59.0,sen,1997
59.2,sen,1998
59.6,sen,1999
60.0,sen,2000
60.6,sen,2001
61.1,sen,2002
61.7,sen,2003
62.3,sen,2004
62.8,sen,2005
63.4,sen,2006
63.9,sen,2007
64.3,sen,2008
64.7,sen,2009
65.0,sen,2010
65.2,sen,2011
65.5,sen,2012
65.7,sen,2013
73.7,srb,1990
73.2,srb,1991
73.5,srb,1992
73.3,srb,1993
72.9,srb,1994
72.7,srb,1995
72.7,srb,1996
73.0,srb,1997
74.2,srb,1998
74.6,srb,1999
74.7,srb,2000
75.0,srb,2001
75.3,srb,2002
75.5,srb,2003
75.6,srb,2004
75.8,srb,2005
76.0,srb,2006
76.2,srb,2007
76.4,srb,2008
76.7,srb,2009
77.0,srb,2010
77.3,srb,2011
77.5,srb,2012
77.7,srb,2013
69.4,syc,1990
69.5,syc,1991
69.7,syc,1992
69.9,syc,1993
70.1,syc,1994
70.2,syc,1995
70.3,syc,1996
70.3,syc,1997
70.6,syc,1998
70.8,syc,1999
70.9,syc,2000
71.0,syc,2001
71.1,syc,2002
71.3,syc,2003
71.5,syc,2004
71.9,syc,2005
72.2,syc,2006
72.4,syc,2007
72.6,syc,2008
72.7,syc,2009
72.8,syc,2010
72.9,syc,2011
73.1,syc,2012
73.3,syc,2013
51.1,sle,1990
50.9,sle,1991
51.3,sle,1992
51.2,sle,1993
51.3,sle,1994
51.2,sle,1995
52.2,sle,1996
52.1,sle,1997
51.1,sle,1998
50.6,sle,1999
52.2,sle,2000
52.5,sle,2001
52.9,sle,2002
53.3,sle,2003
53.8,sle,2004
54.4,sle,2005
54.9,sle,2006
55.5,sle,2007
55.9,sle,2008
56.1,sle,2009
56.5,sle,2010
56.8,sle,2011
57.3,sle,2012
57.7,sle,2013
75.0,sgp,1990
75.8,sgp,1991
76.3,sgp,1992
76.5,sgp,1993
76.6,sgp,1994
76.7,sgp,1995
77.0,sgp,1996
77.4,sgp,1997
77.8,sgp,1998
78.2,sgp,1999
78.6,sgp,2000
78.8,sgp,2001
79.1,sgp,2002
79.5,sgp,2003
79.8,sgp,2004
80.2,sgp,2005
80.4,sgp,2006
80.7,sgp,2007
80.9,sgp,2008
81.2,sgp,2009
81.5,sgp,2010
81.8,sgp,2011
81.8,sgp,2012
81.9,sgp,2013
70.9,svk,1990
70.9,svk,1991
71.3,svk,1992
71.9,svk,1993
72.3,svk,1994
72.6,svk,1995
72.8,svk,1996
72.8,svk,1997
72.8,svk,1998
73.0,svk,1999
73.3,svk,2000
73.7,svk,2001
73.8,svk,2002
73.9,svk,2003
74.2,svk,2004
74.3,svk,2005
74.4,svk,2006
74.5,svk,2007
74.8,svk,2008
75.1,svk,2009
75.5,svk,2010
75.9,svk,2011
76.1,svk,2012
76.2,svk,2013
73.6,svn,1990
73.7,svn,1991
73.8,svn,1992
74.0,svn,1993
74.2,svn,1994
74.7,svn,1995
75.0,svn,1996
75.2,svn,1997
75.4,svn,1998
75.6,svn,1999
75.8,svn,2000
76.0,svn,2001
76.2,svn,2002
76.5,svn,2003
76.8,svn,2004
77.2,svn,2005
77.6,svn,2006
78.0,svn,2007
78.5,svn,2008
79.0,svn,2009
79.5,svn,2010
79.8,svn,2011
79.9,svn,2012
80.0,svn,2013
60.4,slb,1990
60.4,slb,1991
60.6,slb,1992
60.7,slb,1993
60.9,slb,1994
61.1,slb,1995
61.3,slb,1996
61.4,slb,1997
61.6,slb,1998
61.7,slb,1999
61.7,slb,2000
61.7,slb,2001
61.8,slb,2002
61.8,slb,2003
61.9,slb,2004
62.0,slb,2005
62.2,slb,2006
62.2,slb,2007
62.6,slb,2008
62.7,slb,2009
63.0,slb,2010
63.3,slb,2011
63.5,slb,2012
63.7,slb,2013
52.4,som,1990
51.1,som,1991
51.9,som,1992
52.9,som,1993
52.8,som,1994
52.9,som,1995
53.0,som,1996
52.8,som,1997
53.5,som,1998
53.8,som,1999
54.3,som,2000
54.6,som,2001
55.0,som,2002
55.4,som,2003
55.7,som,2004
56.2,som,2005
56.3,som,2006
56.4,som,2007
56.7,som,2008
56.8,som,2009
56.9,som,2010
57.1,som,2011
57.2,som,2012
57.7,som,2013
64.5,zaf,1990
64.9,zaf,1991
65.0,zaf,1992
64.9,zaf,1993
64.7,zaf,1994
64.1,zaf,1995
62.9,zaf,1996
61.6,zaf,1997
60.1,zaf,1998
58.6,zaf,1999
57.1,zaf,2000
55.7,zaf,2001
54.6,zaf,2002
53.7,zaf,2003
53.3,zaf,2004
53.1,zaf,2005
53.3,zaf,2006
54.1,zaf,2007
55.0,zaf,2008
55.8,zaf,2009
56.7,zaf,2010
57.5,zaf,2011
58.8,zaf,2012
60.4,zaf,2013
52.3,ssd,1990
52.6,ssd,1991
52.8,ssd,1992
53.0,ssd,1993
53.1,ssd,1994
53.3,ssd,1995
53.4,ssd,1996
53.5,ssd,1997
53.7,ssd,1998
53.9,ssd,1999
54.1,ssd,2000
54.3,ssd,2001
54.5,ssd,2002
54.8,ssd,2003
55.0,ssd,2004
55.2,ssd,2005
55.5,ssd,2006
55.7,ssd,2007
56.0,ssd,2008
56.2,ssd,2009
56.5,ssd,2010
56.7,ssd,2011
56.8,ssd,2012
57.2,ssd,2013
77.0,esp,1990
77.1,esp,1991
77.4,esp,1992
77.6,esp,1993
77.8,esp,1994
77.8,esp,1995
78.2,esp,1996
78.7,esp,1997
79.0,esp,1998
79.1,esp,1999
79.3,esp,2000
79.5,esp,2001
79.6,esp,2002
79.8,esp,2003
80.1,esp,2004
80.4,esp,2005
80.7,esp,2006
80.9,esp,2007
81.1,esp,2008
81.4,esp,2009
81.6,esp,2010
81.7,esp,2011
81.7,esp,2012
81.7,esp,2013
71.0,lka,1990
72.4,lka,1991
72.9,lka,1992
73.2,lka,1993
72.9,lka,1994
72.3,lka,1995
71.8,lka,1996
71.8,lka,1997
72.2,lka,1998
72.3,lka,1999
72.4,lka,2000
72.9,lka,2001
73.5,lka,2002
73.9,lka,2003
73.7,lka,2004
74.2,lka,2005
74.4,lka,2006
75.1,lka,2007
74.3,lka,2008
74.5,lka,2009
75.7,lka,2010
75.8,lka,2011
75.9,lka,2012
76.1,lka,2013
61.3,sdn,1990
61.6,sdn,1991
61.8,sdn,1992
62.0,sdn,1993
62.6,sdn,1994
62.8,sdn,1995
62.9,sdn,1996
63.2,sdn,1997
63.4,sdn,1998
64.1,sdn,1999
64.4,sdn,2000
64.7,sdn,2001
65.2,sdn,2002
65.3,sdn,2003
65.6,sdn,2004
66.3,sdn,2005
66.6,sdn,2006
67.0,sdn,2007
67.4,sdn,2008
67.6,sdn,2009
68.0,sdn,2010
68.2,sdn,2011
68.6,sdn,2012
68.9,sdn,2013
68.7,sur,1990
68.4,sur,1991
68.3,sur,1992
68.4,sur,1993
69.0,sur,1994
69.6,sur,1995
70.1,sur,1996
70.1,sur,1997
69.8,sur,1998
69.3,sur,1999
68.8,sur,2000
68.4,sur,2001
68.2,sur,2002
68.1,sur,2003
68.3,sur,2004
68.5,sur,2005
68.7,sur,2006
68.9,sur,2007
69.1,sur,2008
69.3,sur,2009
69.5,sur,2010
69.7,sur,2011
69.9,sur,2012
70.1,sur,2013
62.2,swz,1990
62.4,swz,1991
62.2,swz,1992
61.7,swz,1993
60.6,swz,1994
59.0,swz,1995
56.9,swz,1996
54.8,swz,1997
52.7,swz,1998
50.6,swz,1999
48.7,swz,2000
46.9,swz,2001
45.7,swz,2002
44.7,swz,2003
43.9,swz,2004
43.5,swz,2005
44.0,swz,2006
45.1,swz,2007
46.1,swz,2008
47.2,swz,2009
47.8,swz,2010
49.2,swz,2011
50.3,swz,2012
50.7,swz,2013
77.6,swe,1990
77.8,swe,1991
78.1,swe,1992
78.4,swe,1993
78.6,swe,1994
78.9,swe,1995
79.1,swe,1996
79.3,swe,1997
79.5,swe,1998
79.6,swe,1999
79.7,swe,2000
79.8,swe,2001
80.0,swe,2002
80.1,swe,2003
80.3,swe,2004
80.5,swe,2005
80.7,swe,2006
80.9,swe,2007
81.1,swe,2008
81.2,swe,2009
81.5,swe,2010
81.6,swe,2011
81.7,swe,2012
81.8,swe,2013
77.6,che,1990
77.7,che,1991
77.9,che,1992
78.1,che,1993
78.4,che,1994
78.6,che,1995
78.9,che,1996
79.3,che,1997
79.6,che,1998
79.8,che,1999
80.0,che,2000
80.2,che,2001
80.4,che,2002
80.7,che,2003
81.0,che,2004
81.2,che,2005
81.5,che,2006
81.7,che,2007
81.9,che,2008
82.1,che,2009
82.3,che,2010
82.5,che,2011
82.6,che,2012
82.7,che,2013
69.7,syr,1990
70.0,syr,1991
70.4,syr,1992
70.8,syr,1993
71.2,syr,1994
71.7,syr,1995
72.1,syr,1996
72.5,syr,1997
73.0,syr,1998
73.4,syr,1999
73.8,syr,2000
74.2,syr,2001
74.6,syr,2002
75.0,syr,2003
75.4,syr,2004
75.8,syr,2005
76.1,syr,2006
76.4,syr,2007
76.6,syr,2008
76.7,syr,2009
76.7,syr,2010
75.1,syr,2011
73.5,syr,2012
72.4,syr,2013
73.8,twn,1990
74.1,twn,1991
74.3,twn,1992
74.4,twn,1993
74.5,twn,1994
74.6,twn,1995
74.8,twn,1996
75.1,twn,1997
75.4,twn,1998
75.6,twn,1999
76.0,twn,2000
76.5,twn,2001
77.0,twn,2002
77.2,twn,2003
77.3,twn,2004
77.4,twn,2005
77.7,twn,2006
78.0,twn,2007
78.3,twn,2008
78.6,twn,2009
78.8,twn,2010
78.9,twn,2011
79.1,twn,2012
79.3,twn,2013
65.0,tjk,1990
64.8,tjk,1991
62.6,tjk,1992
58.8,tjk,1993
63.7,tjk,1994
63.6,tjk,1995
63.8,tjk,1996
64.5,tjk,1997
65.0,tjk,1998
65.7,tjk,1999
66.3,tjk,2000
66.9,tjk,2001
67.4,tjk,2002
68.0,tjk,2003
68.4,tjk,2004
68.8,tjk,2005
69.0,tjk,2006
69.2,tjk,2007
69.5,tjk,2008
69.7,tjk,2009
69.9,tjk,2010
70.2,tjk,2011
70.4,tjk,2012
70.6,tjk,2013
57.2,tza,1990
56.8,tza,1991
56.4,tza,1992
55.9,tza,1993
55.5,tza,1994
55.1,tza,1995
54.8,tza,1996
54.6,tza,1997
54.5,tza,1998
54.5,tza,1999
54.8,tza,2000
55.1,tza,2001
55.6,tza,2002
56.2,tza,2003
56.7,tza,2004
57.2,tza,2005
57.9,tza,2006
58.7,tza,2007
59.7,tza,2008
60.3,tza,2009
60.9,tza,2010
61.4,tza,2011
61.6,tza,2012
62.2,tza,2013
71.7,tha,1990
71.7,tha,1991
71.5,tha,1992
71.4,tha,1993
71.1,tha,1994
70.9,tha,1995
70.8,tha,1996
70.9,tha,1997
70.9,tha,1998
71.1,tha,1999
71.3,tha,2000
71.5,tha,2001
71.8,tha,2002
72.0,tha,2003
72.0,tha,2004
72.8,tha,2005
73.3,tha,2006
73.7,tha,2007
74.1,tha,2008
74.4,tha,2009
74.6,tha,2010
74.7,tha,2011
74.8,tha,2012
74.9,tha,2013
59.0,tls,1990
59.5,tls,1991
60.1,tls,1992
60.8,tls,1993
61.5,tls,1994
62.0,tls,1995
62.5,tls,1996
62.9,tls,1997
63.2,tls,1998
63.3,tls,1999
63.6,tls,2000
64.4,tls,2001
65.1,tls,2002
65.7,tls,2003
66.4,tls,2004
67.0,tls,2005
67.6,tls,2006
68.1,tls,2007
68.7,tls,2008
69.3,tls,2009
69.8,tls,2010
70.4,tls,2011
70.9,tls,2012
71.4,tls,2013
58.6,tgo,1990
58.6,tgo,1991
58.8,tgo,1992
58.7,tgo,1993
58.8,tgo,1994
58.9,tgo,1995
59.1,tgo,1996
59.2,tgo,1997
59.2,tgo,1998
59.1,tgo,1999
59.0,tgo,2000
58.9,tgo,2001
58.8,tgo,2002
58.8,tgo,2003
58.9,tgo,2004
59.0,tgo,2005
59.4,tgo,2006
59.7,tgo,2007
60.0,tgo,2008
60.5,tgo,2009
61.0,tgo,2010
61.7,tgo,2011
62.4,tgo,2012
63.0,tgo,2013
68.7,ton,1990
68.8,ton,1991
68.9,ton,1992
69.0,ton,1993
69.1,ton,1994
69.2,ton,1995
69.2,ton,1996
69.3,ton,1997
69.2,ton,1998
69.2,ton,1999
69.1,ton,2000
69.1,ton,2001
69.1,ton,2002
69.2,ton,2003
69.3,ton,2004
69.5,ton,2005
69.7,ton,2006
69.8,ton,2007
69.9,ton,2008
69.8,ton,2009
70.1,ton,2010
70.1,ton,2011
70.2,ton,2012
70.3,ton,2013
69.6,tto,1990
69.7,tto,1991
69.6,tto,1992
69.5,tto,1993
