income_per_person_long_series,geo,time
745.7,jpn,1097
746.3,jpn,1098
746.8,jpn,1099
747.4,jpn,1100
748.0,jpn,1101
748.5,jpn,1102
749.1,jpn,1103
749.7,jpn,1104
750.2,jpn,1105
750.8,jpn,1106
751.3,jpn,1107
751.9,jpn,1108
752.5,jpn,1109
753.1,jpn,1110
753.6,jpn,1111
754.2,jpn,1112
754.8,jpn,1113
755.3,jpn,1114
755.9,jpn,1115
756.5,jpn,1116
757.0,jpn,1117
757.6,jpn,1118
758.2,jpn,1119
758.8,jpn,1120
759.3,jpn,1121
759.9,jpn,1122
760.5,jpn,1123
761.0,jpn,1124
761.6,jpn,1125
762.2,jpn,1126
762.8,jpn,1127
763.3,jpn,1128
763.9,jpn,1129
764.5,jpn,1130
765.1,jpn,1131
765.7,jpn,1132
766.2,jpn,1133
766.8,jpn,1134
767.4,jpn,1135
768.0,jpn,1136
768.6,jpn,1137
769.1,jpn,1138
769.7,jpn,1139
770.3,jpn,1140
770.9,jpn,1141
771.5,jpn,1142
772.0,jpn,1143
772.6,jpn,1144
773.2,jpn,1145
773.8,jpn,1146
774.4,jpn,1147
775.0,jpn,1148
775.5,jpn,1149
776.1,jpn,1150
776.2,jpn,1151
776.3,jpn,1152
776.4,jpn,1153
776.5,jpn,1154
776.6,jpn,1155
776.7,jpn,1156
776.8,jpn,1157
776.9,jpn,1158
777.0,jpn,1159
777.1,jpn,1160
777.2,jpn,1161
777.2,jpn,1162
777.3,jpn,1163
777.4,jpn,1164
777.5,jpn,1165
777.6,jpn,1166
777.7,jpn,1167
777.8,jpn,1168
777.9,jpn,1169
778.0,jpn,1170
778.1,jpn,1171
778.2,jpn,1172
778.3,jpn,1173
778.4,jpn,1174
778.5,jpn,1175
778.6,jpn,1176
778.7,jpn,1177
778.7,jpn,1178
778.8,jpn,1179
778.9,jpn,1180
779.0,jpn,1181
779.1,jpn,1182
779.2,jpn,1183
779.3,jpn,1184
779.4,jpn,1185
779.5,jpn,1186
779.6,jpn,1187
779.7,jpn,1188
779.8,jpn,1189
779.9,jpn,1190
780.0,jpn,1191
780.1,jpn,1192
780.1,jpn,1193
780.2,jpn,1194
780.3,jpn,1195
780.4,jpn,1196
780.5,jpn,1197
780.6,jpn,1198
780.7,jpn,1199
780.8,jpn,1200
780.9,jpn,1201
781.0,jpn,1202
781.1,jpn,1203
781.2,jpn,1204
781.3,jpn,1205
781.4,jpn,1206
781.5,jpn,1207
781.6,jpn,1208
781.7,jpn,1209
781.7,jpn,1210
781.8,jpn,1211
781.9,jpn,1212
782.0,jpn,1213
782.1,jpn,1214
782.2,jpn,1215
782.3,jpn,1216
782.4,jpn,1217
782.5,jpn,1218
782.6,jpn,1219
782.7,jpn,1220
782.8,jpn,1221
782.9,jpn,1222
783.0,jpn,1223
783.1,jpn,1224
783.2,jpn,1225
783.2,jpn,1226
783.3,jpn,1227
783.4,jpn,1228
783.5,jpn,1229
783.6,jpn,1230
783.7,jpn,1231
783.8,jpn,1232
783.9,jpn,1233
784.0,jpn,1234
784.1,jpn,1235
784.2,jpn,1236
784.3,jpn,1237
784.4,jpn,1238
784.5,jpn,1239
784.6,jpn,1240
784.7,jpn,1241
784.8,jpn,1242
784.9,jpn,1243
784.9,jpn,1244
785.0,jpn,1245
785.1,jpn,1246
785.2,jpn,1247
785.3,jpn,1248
785.4,jpn,1249
785.5,jpn,1250
785.6,jpn,1251
785.7,jpn,1252
785.8,jpn,1253
785.9,jpn,1254
786.0,jpn,1255
786.1,jpn,1256
786.2,jpn,1257
786.3,jpn,1258
786.4,jpn,1259
786.5,jpn,1260
786.6,jpn,1261
786.6,jpn,1262
786.7,jpn,1263
786.8,jpn,1264
786.9,jpn,1265
787.0,jpn,1266
787.1,jpn,1267
787.2,jpn,1268
787.3,jpn,1269
787.4,jpn,1270
787.5,jpn,1271
787.6,jpn,1272
787.7,jpn,1273
787.8,jpn,1274
787.9,jpn,1275
788.0,jpn,1276
788.1,jpn,1277
788.2,jpn,1278
788.3,jpn,1279
788.3,jpn,1280
788.3,jpn,1281
788.3,jpn,1282
788.3,jpn,1283
788.3,jpn,1284
788.3,jpn,1285
788.3,jpn,1286
788.3,jpn,1287
788.3,jpn,1288
788.3,jpn,1289
788.3,jpn,1290
788.3,jpn,1291
788.3,jpn,1292
788.3,jpn,1293
788.3,jpn,1294
788.3,jpn,1295
788.3,jpn,1296
788.3,jpn,1297
788.3,jpn,1298
788.3,jpn,1299
788.3,jpn,1300
788.3,jpn,1301
788.3,jpn,1302
788.3,jpn,1303
788.3,jpn,1304
788.3,jpn,1305
788.3,jpn,1306
788.3,jpn,1307
788.3,jpn,1308
788.3,jpn,1309
788.3,jpn,1310
788.3,jpn,1311
788.3,jpn,1312
788.3,jpn,1313
788.3,jpn,1314
788.3,jpn,1315
788.3,jpn,1316
788.3,jpn,1317
788.3,jpn,1318
788.3,jpn,1319
788.3,jpn,1320
788.3,jpn,1321
788.3,jpn,1322
788.3,jpn,1323
788.3,jpn,1324
788.3,jpn,1325
788.3,jpn,1326
788.3,jpn,1327
788.3,jpn,1328
788.3,jpn,1329
788.3,jpn,1330
788.3,jpn,1331
788.3,jpn,1332
788.3,jpn,1333
788.3,jpn,1334
788.3,jpn,1335
788.3,jpn,1336
788.3,jpn,1337
788.3,jpn,1338
788.3,jpn,1339
788.3,jpn,1340
788.3,jpn,1341
788.3,jpn,1342
788.3,jpn,1343
788.3,jpn,1344
788.3,jpn,1345
788.3,jpn,1346
788.3,jpn,1347
788.3,jpn,1348
788.3,jpn,1349
788.3,jpn,1350
788.3,jpn,1351
788.3,jpn,1352
788.3,jpn,1353
788.3,jpn,1354
788.3,jpn,1355
788.3,jpn,1356
788.3,jpn,1357
788.3,jpn,1358
788.3,jpn,1359
788.3,jpn,1360
788.3,jpn,1361
788.3,jpn,1362
788.3,jpn,1363
788.3,jpn,1364
788.3,jpn,1365
788.3,jpn,1366
788.3,jpn,1367
788.3,jpn,1368
788.3,jpn,1369
788.3,jpn,1370
788.3,jpn,1371
788.3,jpn,1372
788.3,jpn,1373
788.3,jpn,1374
788.3,jpn,1375
788.3,jpn,1376
788.3,jpn,1377
788.3,jpn,1378
788.3,jpn,1379
788.3,jpn,1380
788.3,jpn,1381
788.3,jpn,1382
788.3,jpn,1383
788.3,jpn,1384
788.3,jpn,1385
788.3,jpn,1386
788.3,jpn,1387
788.3,jpn,1388
788.3,jpn,1389
788.3,jpn,1390
788.3,jpn,1391
788.3,jpn,1392
788.3,jpn,1393
788.3,jpn,1394
788.3,jpn,1395
788.3,jpn,1396
788.3,jpn,1397
788.3,jpn,1398
788.3,jpn,1399
788.3,jpn,1400
788.3,jpn,1401
788.3,jpn,1402
788.3,jpn,1403
788.3,jpn,1404
788.3,jpn,1405
788.3,jpn,1406
788.3,jpn,1407
788.3,jpn,1408
788.3,jpn,1409
788.3,jpn,1410
788.3,jpn,1411
788.3,jpn,1412
788.3,jpn,1413
788.3,jpn,1414
788.3,jpn,1415
788.3,jpn,1416
788.3,jpn,1417
788.3,jpn,1418
788.3,jpn,1419
788.3,jpn,1420
788.3,jpn,1421
788.3,jpn,1422
788.3,jpn,1423
788.3,jpn,1424
788.3,jpn,1425
788.3,jpn,1426
788.3,jpn,1427
788.3,jpn,1428
788.3,jpn,1429
788.3,jpn,1430
788.3,jpn,1431
788.3,jpn,1432
788.3,jpn,1433
788.3,jpn,1434
788.3,jpn,1435
788.3,jpn,1436
788.3,jpn,1437
788.3,jpn,1438
788.3,jpn,1439
788.3,jpn,1440
788.3,jpn,1441
788.3,jpn,1442
788.3,jpn,1443
788.3,jpn,1444
788.3,jpn,1445
788.3,jpn,1446
788.3,jpn,1447
788.3,jpn,1448
788.3,jpn,1449
788.3,jpn,1450
788.8,jpn,1451
789.2,jpn,1452
789.7,jpn,1453
790.1,jpn,1454
790.6,jpn,1455
791.0,jpn,1456
791.5,jpn,1457
791.9,jpn,1458
792.4,jpn,1459
792.9,jpn,1460
793.3,jpn,1461
793.8,jpn,1462
794.2,jpn,1463
794.7,jpn,1464
795.1,jpn,1465
795.6,jpn,1466
796.0,jpn,1467
796.5,jpn,1468
796.9,jpn,1469
797.4,jpn,1470
797.8,jpn,1471
798.3,jpn,1472
798.7,jpn,1473
799.2,jpn,1474
799.7,jpn,1475
800.1,jpn,1476
800.6,jpn,1477
801.0,jpn,1478
801.5,jpn,1479
801.9,jpn,1480
802.4,jpn,1481
802.8,jpn,1482
803.3,jpn,1483
803.8,jpn,1484
804.2,jpn,1485
804.7,jpn,1486
805.1,jpn,1487
805.6,jpn,1488
806.0,jpn,1489
806.5,jpn,1490
807.0,jpn,1491
807.4,jpn,1492
807.9,jpn,1493
808.3,jpn,1494
808.8,jpn,1495
809.3,jpn,1496
809.7,jpn,1497
810.2,jpn,1498
810.7,jpn,1499
811.1,jpn,1500
811.6,jpn,1501
812.0,jpn,1502
812.5,jpn,1503
813.0,jpn,1504
813.4,jpn,1505
813.9,jpn,1506
814.4,jpn,1507
814.8,jpn,1508
815.3,jpn,1509
815.7,jpn,1510
816.2,jpn,1511
816.7,jpn,1512
817.1,jpn,1513
817.6,jpn,1514
818.1,jpn,1515
818.5,jpn,1516
819.0,jpn,1517
819.5,jpn,1518
819.9,jpn,1519
820.4,jpn,1520
820.9,jpn,1521
821.3,jpn,1522
821.8,jpn,1523
822.3,jpn,1524
822.7,jpn,1525
823.2,jpn,1526
823.7,jpn,1527
824.1,jpn,1528
824.6,jpn,1529
825.1,jpn,1530
825.6,jpn,1531
826.0,jpn,1532
826.5,jpn,1533
827.0,jpn,1534
827.4,jpn,1535
827.9,jpn,1536
828.4,jpn,1537
828.9,jpn,1538
829.3,jpn,1539
829.8,jpn,1540
830.3,jpn,1541
830.7,jpn,1542
831.2,jpn,1543
831.7,jpn,1544
832.2,jpn,1545
832.6,jpn,1546
833.1,jpn,1547
833.6,jpn,1548
834.1,jpn,1549
834.5,jpn,1550
835.0,jpn,1551
835.5,jpn,1552
836.0,jpn,1553
836.4,jpn,1554
836.9,jpn,1555
837.4,jpn,1556
837.9,jpn,1557
838.3,jpn,1558
838.8,jpn,1559
839.3,jpn,1560
839.8,jpn,1561
840.3,jpn,1562
840.7,jpn,1563
841.2,jpn,1564
841.7,jpn,1565
842.2,jpn,1566
842.6,jpn,1567
843.1,jpn,1568
843.6,jpn,1569
844.1,jpn,1570
844.6,jpn,1571
845.1,jpn,1572
845.5,jpn,1573
846.0,jpn,1574
846.5,jpn,1575
847.0,jpn,1576
847.5,jpn,1577
847.9,jpn,1578
848.4,jpn,1579
848.9,jpn,1580
849.4,jpn,1581
849.9,jpn,1582
850.4,jpn,1583
850.8,jpn,1584
851.3,jpn,1585
851.8,jpn,1586
852.3,jpn,1587
852.8,jpn,1588
853.3,jpn,1589
853.8,jpn,1590
854.2,jpn,1591
854.7,jpn,1592
855.2,jpn,1593
855.7,jpn,1594
856.2,jpn,1595
856.7,jpn,1596
857.2,jpn,1597
857.7,jpn,1598
858.1,jpn,1599
858.6,jpn,1600
858.2,jpn,1601
857.7,jpn,1602
857.2,jpn,1603
856.7,jpn,1604
856.3,jpn,1605
855.8,jpn,1606
855.3,jpn,1607
854.8,jpn,1608
854.4,jpn,1609
853.9,jpn,1610
853.4,jpn,1611
852.9,jpn,1612
852.5,jpn,1613
852.0,jpn,1614
851.5,jpn,1615
851.1,jpn,1616
850.6,jpn,1617
850.1,jpn,1618
849.7,jpn,1619
849.2,jpn,1620
848.7,jpn,1621
848.2,jpn,1622
847.8,jpn,1623
847.3,jpn,1624
846.8,jpn,1625
846.4,jpn,1626
845.9,jpn,1627
845.4,jpn,1628
845.0,jpn,1629
844.5,jpn,1630
844.0,jpn,1631
843.6,jpn,1632
843.1,jpn,1633
842.6,jpn,1634
842.2,jpn,1635
841.7,jpn,1636
841.2,jpn,1637
840.8,jpn,1638
840.3,jpn,1639
839.8,jpn,1640
839.4,jpn,1641
838.9,jpn,1642
838.4,jpn,1643
838.0,jpn,1644
837.5,jpn,1645
837.1,jpn,1646
836.6,jpn,1647
836.1,jpn,1648
835.7,jpn,1649
835.2,jpn,1650
837.2,jpn,1651
839.2,jpn,1652
841.2,jpn,1653
843.1,jpn,1654
845.1,jpn,1655
847.1,jpn,1656
849.2,jpn,1657
851.2,jpn,1658
853.2,jpn,1659
855.2,jpn,1660
857.2,jpn,1661
859.3,jpn,1662
861.3,jpn,1663
863.3,jpn,1664
865.4,jpn,1665
867.4,jpn,1666
869.5,jpn,1667
871.5,jpn,1668
873.6,jpn,1669
875.7,jpn,1670
877.8,jpn,1671
879.8,jpn,1672
881.9,jpn,1673
884.0,jpn,1674
886.1,jpn,1675
888.2,jpn,1676
890.3,jpn,1677
892.4,jpn,1678
894.5,jpn,1679
896.7,jpn,1680
898.8,jpn,1681
900.9,jpn,1682
903.0,jpn,1683
905.2,jpn,1684
907.3,jpn,1685
909.5,jpn,1686
911.6,jpn,1687
913.8,jpn,1688
916.0,jpn,1689
918.1,jpn,1690
920.3,jpn,1691
922.5,jpn,1692
924.7,jpn,1693
926.9,jpn,1694
929.1,jpn,1695
931.3,jpn,1696
933.5,jpn,1697
935.7,jpn,1698
937.9,jpn,1699
940.1,jpn,1700
939.2,jpn,1701
938.4,jpn,1702
937.5,jpn,1703
936.6,jpn,1704
935.8,jpn,1705
934.9,jpn,1706
934.0,jpn,1707
933.1,jpn,1708
932.3,jpn,1709
931.4,jpn,1710
930.5,jpn,1711
929.7,jpn,1712
928.8,jpn,1713
928.0,jpn,1714
927.1,jpn,1715
926.2,jpn,1716
925.4,jpn,1717
924.5,jpn,1718
923.7,jpn,1719
922.8,jpn,1720
921.7,jpn,1721
920.5,jpn,1722
919.4,jpn,1723
918.3,jpn,1724
917.2,jpn,1725
916.1,jpn,1726
914.9,jpn,1727
913.8,jpn,1728
912.7,jpn,1729
911.6,jpn,1730
910.7,jpn,1731
909.7,jpn,1732
908.8,jpn,1733
907.9,jpn,1734
907.0,jpn,1735
906.1,jpn,1736
905.1,jpn,1737
904.2,jpn,1738
903.3,jpn,1739
902.4,jpn,1740
901.5,jpn,1741
900.5,jpn,1742
899.6,jpn,1743
898.7,jpn,1744
897.8,jpn,1745
896.9,jpn,1746
896.0,jpn,1747
895.1,jpn,1748
894.2,jpn,1749
893.3,jpn,1750
894.5,jpn,1751
895.7,jpn,1752
897.0,jpn,1753
898.2,jpn,1754
899.5,jpn,1755
900.7,jpn,1756
902.0,jpn,1757
903.2,jpn,1758
904.5,jpn,1759
905.7,jpn,1760
907.0,jpn,1761
908.3,jpn,1762
909.5,jpn,1763
910.8,jpn,1764
912.0,jpn,1765
913.3,jpn,1766
914.6,jpn,1767
915.8,jpn,1768
917.1,jpn,1769
918.4,jpn,1770
919.7,jpn,1771
920.9,jpn,1772
922.2,jpn,1773
923.5,jpn,1774
924.8,jpn,1775
926.1,jpn,1776
927.4,jpn,1777
928.6,jpn,1778
929.9,jpn,1779
931.2,jpn,1780
932.5,jpn,1781
933.8,jpn,1782
935.1,jpn,1783
936.4,jpn,1784
937.7,jpn,1785
939.0,jpn,1786
940.3,jpn,1787
941.6,jpn,1788
942.9,jpn,1789
944.2,jpn,1790
945.5,jpn,1791
946.9,jpn,1792
948.2,jpn,1793
949.5,jpn,1794
950.8,jpn,1795
952.1,jpn,1796
953.5,jpn,1797
954.8,jpn,1798
956.1,jpn,1799
957.4,jpn,1800
958.6,jpn,1801
959.8,jpn,1802
961.0,jpn,1803
962.2,jpn,1804
963.4,jpn,1805
964.6,jpn,1806
965.8,jpn,1807
967.0,jpn,1808
968.2,jpn,1809
969.3,jpn,1810
970.5,jpn,1811
971.8,jpn,1812
973.0,jpn,1813
974.2,jpn,1814
975.4,jpn,1815
976.6,jpn,1816
977.8,jpn,1817
979.0,jpn,1818
980.2,jpn,1819
981.4,jpn,1820
982.6,jpn,1821
983.9,jpn,1822
985.1,jpn,1823
986.3,jpn,1824
987.5,jpn,1825
988.7,jpn,1826
990.0,jpn,1827
991.2,jpn,1828
992.4,jpn,1829
993.6,jpn,1830
994.9,jpn,1831
996.1,jpn,1832
997.3,jpn,1833
998.6,jpn,1834
999.8,jpn,1835
1001.0,jpn,1836
1002.0,jpn,1837
1004.0,jpn,1838
1005.0,jpn,1839
1006.0,jpn,1840
1007.0,jpn,1841
1009.0,jpn,1842
1010.0,jpn,1843
1011.0,jpn,1844
1012.0,jpn,1845
1014.0,jpn,1846
1015.0,jpn,1847
1016.0,jpn,1848
1017.0,jpn,1849
1019.0,jpn,1850
1022.0,jpn,1851
1026.0,jpn,1852
1030.0,jpn,1853
1033.0,jpn,1854
1037.0,jpn,1855
1041.0,jpn,1856
1045.0,jpn,1857
1048.0,jpn,1858
1052.0,jpn,1859
1056.0,jpn,1860
1060.0,jpn,1861
1063.0,jpn,1862
1067.0,jpn,1863
1071.0,jpn,1864
1075.0,jpn,1865
1079.0,jpn,1866
1083.0,jpn,1867
1087.0,jpn,1868
1091.0,jpn,1869
1094.0,jpn,1870
1099.0,jpn,1871
1103.0,jpn,1872
1108.0,jpn,1873
1114.0,jpn,1874
1191.0,jpn,1875
1151.0,jpn,1876
1176.0,jpn,1877
1160.0,jpn,1878
1219.0,jpn,1879
1257.0,jpn,1880
1205.0,jpn,1881
1225.0,jpn,1882
1212.0,jpn,1883
1208.0,jpn,1884
1241.0,jpn,1885
1319.0,jpn,1886
1367.0,jpn,1887
1290.0,jpn,1888
1335.0,jpn,1889
1446.0,jpn,1890
1364.0,jpn,1891
1441.0,jpn,1892
1432.0,jpn,1893
1587.0,jpn,1894
1590.0,jpn,1895
1485.0,jpn,1896
1497.0,jpn,1897
1757.0,jpn,1898
1605.0,jpn,1899
1653.0,jpn,1900
1688.0,jpn,1901
1576.0,jpn,1902
1662.0,jpn,1903
1653.0,jpn,1904
1606.0,jpn,1905
1797.0,jpn,1906
1833.0,jpn,1907
1820.0,jpn,1908
1792.0,jpn,1909
1793.0,jpn,1910
1860.0,jpn,1911
1896.0,jpn,1912
1896.0,jpn,1913
1810.0,jpn,1914
1947.0,jpn,1915
2215.0,jpn,1916
2259.0,jpn,1917
2259.0,jpn,1918
2470.0,jpn,1919
2288.0,jpn,1920
2504.0,jpn,1921
2461.0,jpn,1922
2427.0,jpn,1923
2458.0,jpn,1924
2519.0,jpn,1925
2496.0,jpn,1926
2489.0,jpn,1927
2647.0,jpn,1928
2686.0,jpn,1929
2449.0,jpn,1930
2427.0,jpn,1931
2586.0,jpn,1932
2793.0,jpn,1933
2756.0,jpn,1934
2780.0,jpn,1935
2942.0,jpn,1936
3035.0,jpn,1937
3211.0,jpn,1938
3692.0,jpn,1939
3768.0,jpn,1940
3766.0,jpn,1941
3694.0,jpn,1942
3699.0,jpn,1943
3486.0,jpn,1944
1765.0,jpn,1945
1893.0,jpn,1946
2020.0,jpn,1947
2262.0,jpn,1948
2359.0,jpn,1949
2518.0,jpn,1950
2699.0,jpn,1951
2988.0,jpn,1952
3144.0,jpn,1953
3260.0,jpn,1954
3448.0,jpn,1955
3633.0,jpn,1956
3834.0,jpn,1957
3991.0,jpn,1958
4287.0,jpn,1959
4760.0,jpn,1960
5286.0,jpn,1961
5701.0,jpn,1962
6128.0,jpn,1963
6770.0,jpn,1964
7083.0,jpn,1965
7767.0,jpn,1966
8507.0,jpn,1967
9502.0,jpn,1968
10620.0,jpn,1969
14310.0,jpn,1970
14780.0,jpn,1971
15800.0,jpn,1972
16830.0,jpn,1973
16410.0,jpn,1974
16720.0,jpn,1975
17200.0,jpn,1976
17790.0,jpn,1977
18560.0,jpn,1978
19420.0,jpn,1979
19810.0,jpn,1980
20480.0,jpn,1981
21010.0,jpn,1982
21500.0,jpn,1983
22310.0,jpn,1984
23590.0,jpn,1985
24150.0,jpn,1986
25040.0,jpn,1987
26740.0,jpn,1988
28080.0,jpn,1989
29550.0,jpn,1990
30440.0,jpn,1991
30610.0,jpn,1992
30590.0,jpn,1993
30750.0,jpn,1994
31220.0,jpn,1995
31960.0,jpn,1996
32380.0,jpn,1997
31650.0,jpn,1998
31530.0,jpn,1999
32190.0,jpn,2000
32230.0,jpn,2001
32250.0,jpn,2002
32720.0,jpn,2003
33480.0,jpn,2004
33920.0,jpn,2005
34490.0,jpn,2006
35250.0,jpn,2007
34900.0,jpn,2008
33010.0,jpn,2009
34570.0,jpn,2010
34320.0,jpn,2011
34890.0,jpn,2012
35500.0,jpn,2013
36060.0,jpn,2014
36500.0,jpn,2015
36860.0,jpn,2016
37350.0,jpn,2017
37880.0,jpn,2018
38470.0,jpn,2019
1144.0,jor,1800
1144.0,jor,1801
1144.0,jor,1802
1144.0,jor,1803
1144.0,jor,1804
1144.0,jor,1805
1144.0,jor,1806
1144.0,jor,1807
1144.0,jor,1808
1144.0,jor,1809
1144.0,jor,1810
1144.0,jor,1811
1144.0,jor,1812
1144.0,jor,1813
1144.0,jor,1814
1144.0,jor,1815
1144.0,jor,1816
1144.0,jor,1817
1144.0,jor,1818
1144.0,jor,1819
1144.0,jor,1820
1149.0,jor,1821
1153.0,jor,1822
1158.0,jor,1823
1163.0,jor,1824
1167.0,jor,1825
1172.0,jor,1826
1176.0,jor,1827
1181.0,jor,1828
1186.0,jor,1829
1190.0,jor,1830
1195.0,jor,1831
1200.0,jor,1832
1204.0,jor,1833
1209.0,jor,1834
1214.0,jor,1835
1219.0,jor,1836
1224.0,jor,1837
1228.0,jor,1838
1233.0,jor,1839
1238.0,jor,1840
1243.0,jor,1841
1248.0,jor,1842
1253.0,jor,1843
1258.0,jor,1844
1263.0,jor,1845
1268.0,jor,1846
1273.0,jor,1847
1278.0,jor,1848
1283.0,jor,1849
1288.0,jor,1850
1293.0,jor,1851
1298.0,jor,1852
1303.0,jor,1853
1308.0,jor,1854
1313.0,jor,1855
1318.0,jor,1856
1324.0,jor,1857
1329.0,jor,1858
1334.0,jor,1859
1339.0,jor,1860
1345.0,jor,1861
1350.0,jor,1862
1355.0,jor,1863
1361.0,jor,1864
1366.0,jor,1865
1371.0,jor,1866
1377.0,jor,1867
1382.0,jor,1868
1388.0,jor,1869
1393.0,jor,1870
1404.0,jor,1871
1415.0,jor,1872
1426.0,jor,1873
1437.0,jor,1874
1448.0,jor,1875
1459.0,jor,1876
1470.0,jor,1877
1482.0,jor,1878
1493.0,jor,1879
1505.0,jor,1880
1516.0,jor,1881
1528.0,jor,1882
1540.0,jor,1883
1552.0,jor,1884
1564.0,jor,1885
1576.0,jor,1886
1588.0,jor,1887
1600.0,jor,1888
1613.0,jor,1889
1625.0,jor,1890
1638.0,jor,1891
1650.0,jor,1892
1663.0,jor,1893
1676.0,jor,1894
1689.0,jor,1895
1702.0,jor,1896
1715.0,jor,1897
1728.0,jor,1898
1742.0,jor,1899
1755.0,jor,1900
1769.0,jor,1901
1782.0,jor,1902
1796.0,jor,1903
1810.0,jor,1904
1824.0,jor,1905
1838.0,jor,1906
1852.0,jor,1907
1867.0,jor,1908
1881.0,jor,1909
1896.0,jor,1910
1910.0,jor,1911
1925.0,jor,1912
1940.0,jor,1913
1967.0,jor,1914
1994.0,jor,1915
2022.0,jor,1916
2050.0,jor,1917
2078.0,jor,1918
2107.0,jor,1919
2136.0,jor,1920
2166.0,jor,1921
2196.0,jor,1922
2226.0,jor,1923
2257.0,jor,1924
2288.0,jor,1925
2320.0,jor,1926
2352.0,jor,1927
2384.0,jor,1928
2417.0,jor,1929
2451.0,jor,1930
2485.0,jor,1931
2519.0,jor,1932
2554.0,jor,1933
2589.0,jor,1934
2625.0,jor,1935
2662.0,jor,1936
2699.0,jor,1937
2736.0,jor,1938
2774.0,jor,1939
2812.0,jor,1940
2851.0,jor,1941
2891.0,jor,1942
2931.0,jor,1943
2971.0,jor,1944
3012.0,jor,1945
3054.0,jor,1946
3096.0,jor,1947
3139.0,jor,1948
3183.0,jor,1949
3227.0,jor,1950
3289.0,jor,1951
3348.0,jor,1952
3408.0,jor,1953
3467.0,jor,1954
3153.0,jor,1955
4151.0,jor,1956
4083.0,jor,1957
4307.0,jor,1958
4437.0,jor,1959
4520.0,jor,1960
5210.0,jor,1961
5082.0,jor,1962
5140.0,jor,1963
5783.0,jor,1964
6176.0,jor,1965
6087.0,jor,1966
5935.0,jor,1967
5187.0,jor,1968
5380.0,jor,1969
4647.0,jor,1970
4590.0,jor,1971
4569.0,jor,1972
4634.0,jor,1973
4862.0,jor,1974
5011.0,jor,1975
6007.0,jor,1976
6174.0,jor,1977
7214.0,jor,1978
7603.0,jor,1979
8691.0,jor,1980
8735.0,jor,1981
9008.0,jor,1982
8839.0,jor,1983
9248.0,jor,1984
9224.0,jor,1985
9704.0,jor,1986
9629.0,jor,1987
9215.0,jor,1988
7960.0,jor,1989
7358.0,jor,1990
6763.0,jor,1991
7428.0,jor,1992
7628.0,jor,1993
7816.0,jor,1994
8078.0,jor,1995
7941.0,jor,1996
7891.0,jor,1997
7846.0,jor,1998
7850.0,jor,1999
7932.0,jor,2000
8102.0,jor,2001
8323.0,jor,2002
8429.0,jor,2003
8908.0,jor,2004
9295.0,jor,2005
9819.0,jor,2006
10390.0,jor,2007
10900.0,jor,2008
11250.0,jor,2009
11260.0,jor,2010
11290.0,jor,2011
11330.0,jor,2012
11440.0,jor,2013
11570.0,jor,2014
11760.0,jor,2015
12020.0,jor,2016
12280.0,jor,2017
12540.0,jor,2018
12810.0,jor,2019
1200.0,kaz,1800
1201.0,kaz,1801
1202.0,kaz,1802
1203.0,kaz,1803
1205.0,kaz,1804
1206.0,kaz,1805
1207.0,kaz,1806
1208.0,kaz,1807
1210.0,kaz,1808
1211.0,kaz,1809
1212.0,kaz,1810
1214.0,kaz,1811
1215.0,kaz,1812
1216.0,kaz,1813
1217.0,kaz,1814
1219.0,kaz,1815
1220.0,kaz,1816
1221.0,kaz,1817
1222.0,kaz,1818
1224.0,kaz,1819
1225.0,kaz,1820
1233.0,kaz,1821
1241.0,kaz,1822
1248.0,kaz,1823
1256.0,kaz,1824
1264.0,kaz,1825
1272.0,kaz,1826
1280.0,kaz,1827
1288.0,kaz,1828
1297.0,kaz,1829
1305.0,kaz,1830
1313.0,kaz,1831
1321.0,kaz,1832
1330.0,kaz,1833
1338.0,kaz,1834
1347.0,kaz,1835
1355.0,kaz,1836
1364.0,kaz,1837
1372.0,kaz,1838
1381.0,kaz,1839
1390.0,kaz,1840
1399.0,kaz,1841
1407.0,kaz,1842
1416.0,kaz,1843
1425.0,kaz,1844
1434.0,kaz,1845
1443.0,kaz,1846
1453.0,kaz,1847
1462.0,kaz,1848
1471.0,kaz,1849
1480.0,kaz,1850
1490.0,kaz,1851
1499.0,kaz,1852
1509.0,kaz,1853
1518.0,kaz,1854
1528.0,kaz,1855
1538.0,kaz,1856
1547.0,kaz,1857
1557.0,kaz,1858
1567.0,kaz,1859
1577.0,kaz,1860
1587.0,kaz,1861
1597.0,kaz,1862
1607.0,kaz,1863
1617.0,kaz,1864
1627.0,kaz,1865
1638.0,kaz,1866
1648.0,kaz,1867
1659.0,kaz,1868
1669.0,kaz,1869
1680.0,kaz,1870
1690.0,kaz,1871
1701.0,kaz,1872
1712.0,kaz,1873
1723.0,kaz,1874
1733.0,kaz,1875
1744.0,kaz,1876
1755.0,kaz,1877
1767.0,kaz,1878
1778.0,kaz,1879
1789.0,kaz,1880
1800.0,kaz,1881
1812.0,kaz,1882
1823.0,kaz,1883
1835.0,kaz,1884
1846.0,kaz,1885
1775.0,kaz,1886
2076.0,kaz,1887
1997.0,kaz,1888
1857.0,kaz,1889
1849.0,kaz,1890
1694.0,kaz,1891
1854.0,kaz,1892
2101.0,kaz,1893
2389.0,kaz,1894
2211.0,kaz,1895
2435.0,kaz,1896
2394.0,kaz,1897
2458.0,kaz,1898
2608.0,kaz,1899
2552.0,kaz,1900
2615.0,kaz,1901
