geo,colonandrectum_cancer_deaths_per_100000_women,time
chl,6.7,1994
chl,6.59,1995
chl,7.16,1996
chl,6.74,1997
chl,6.61,1998
chl,6.7,1999
chl,7.22,2000
chl,6.75,2001
chl,6.56,2002
chn,5.3,2002
col,4.0,1984
col,4.19,1985
col,3.98,1986
col,4.31,1987
col,3.94,1988
col,4.48,1989
col,4.28,1990
col,4.42,1991
col,4.38,1992
col,4.72,1993
col,4.65,1994
col,4.73,1995
col,5.22,1996
col,4.91,1997
col,4.95,1998
col,5.4,1999
col,5.37,2001
col,5.655,2002
com,3.8,2002
cod,2.9,2002
cog,2.5,2002
cri,4.87,1966
cri,4.11,1967
cri,5.22,1980
cri,4.57,1981
cri,6.43,1982
cri,5.91,1983
cri,4.2,1984
cri,4.87,1985
cri,6.82,1986
cri,5.77,1987
cri,6.3,1988
cri,4.92,1989
cri,5.25,1990
cri,7.46,1991
cri,7.5,1992
cri,6.34,1993
cri,6.32,1994
cri,6.45,1995
cri,7.46,1996
cri,7.3,1997
cri,7.27,1998
cri,7.56,1999
cri,7.57,2000
cri,6.54,2001
cri,6.62,2002
civ,2.3,2002
hrv,10.91,1985
hrv,9.97,1986
hrv,10.87,1987
hrv,11.89,1988
hrv,12.63,1989
hrv,11.66,1990
hrv,12.34,1991
hrv,11.3,1992
hrv,10.96,1993
hrv,11.01,1994
hrv,10.88,1995
hrv,10.81,1996
hrv,11.65,1997
hrv,11.75,1998
hrv,12.59,1999
hrv,12.65,2000
hrv,11.62,2001
hrv,12.48,2002
cub,9.54,1979
cub,10.65,1980
cub,9.78,1981
cub,10.05,1982
cub,8.98,1983
cub,10.25,1984
cub,10.75,1985
cub,9.39,1986
cub,10.21,1987
cub,10.45,1988
cub,10.8,1989
cub,10.8,1990
cub,11.03,1991
cub,10.94,1992
cub,10.97,1993
cub,10.93,1994
cub,11.14,1995
cub,11.37,1996
cub,10.64,1997
cub,11.07,1998
cub,10.99,1999
cub,10.87,2000
cub,10.96,2001
cub,11.12,2002
cyp,12.8,2002
cze,17.55,1986
cze,16.9,1987
cze,19.64,1988
cze,18.03,1989
cze,17.62,1990
cze,18.46,1991
cze,18.21,1992
cze,18.45,1993
cze,17.47,1994
cze,17.52,1995
cze,17.33,1996
cze,17.28,1997
cze,16.38,1998
cze,16.84,1999
cze,16.36,2000
cze,16.23,2001
cze,15.63,2002
cheslo,9.54,1955
cheslo,9.2,1956
cheslo,9.77,1957
cheslo,9.42,1958
cheslo,9.21,1959
cheslo,10.28,1960
cheslo,9.76,1961
cheslo,9.3,1962
cheslo,10.05,1963
cheslo,10.59,1964
cheslo,10.34,1965
cheslo,10.46,1966
cheslo,11.25,1967
cheslo,12.68,1968
cheslo,12.32,1969
cheslo,12.69,1970
cheslo,12.74,1971
cheslo,13.51,1972
cheslo,14.09,1973
cheslo,13.46,1974
cheslo,13.86,1975
cheslo,13.47,1976
cheslo,14.66,1977
cheslo,14.89,1978
cheslo,14.15,1979
cheslo,14.7,1980
cheslo,15.73,1981
cheslo,14.65,1982
cheslo,15.4,1983
cheslo,15.31,1984
cheslo,15.62,1985
cheslo,15.9,1986
cheslo,15.57,1987
cheslo,17.61,1988
cheslo,16.75,1989
cheslo,16.51,1990
cheslo,16.75,1991
dnk,19.01,1955
dnk,20.36,1956
dnk,20.67,1957
dnk,20.34,1958
dnk,21.84,1959
dnk,20.47,1960
dnk,20.13,1961
dnk,18.42,1962
dnk,19.5,1963
dnk,20.48,1964
dnk,19.93,1965
dnk,18.23,1966
dnk,19.21,1967
dnk,18.95,1968
dnk,18.98,1969
dnk,18.44,1970
dnk,18.55,1971
dnk,17.8,1972
dnk,18.27,1973
dnk,17.31,1974
dnk,17.43,1975
dnk,18.7,1976
dnk,17.88,1977
dnk,18.24,1978
dnk,18.81,1979
dnk,19.36,1980
dnk,17.07,1981
dnk,16.87,1982
dnk,18.28,1983
dnk,18.6,1984
dnk,17.34,1985
dnk,17.07,1986
dnk,16.98,1987
dnk,17.53,1988
dnk,17.49,1989
dnk,16.65,1990
dnk,17.11,1991
dnk,16.93,1992
dnk,16.86,1993
dnk,15.5,1994
dnk,15.44,1995
dnk,15.8,1996
dnk,17.37,1997
dnk,15.35,1998
dnk,16.5,1999
dnk,16.03,2000
dnk,15.3,2001
dnk,14.57,2002
dji,3.8,2002
dom,2.73,1980
dom,3.58,1981
dom,3.6,1982
dom,3.12,1983
dom,3.36,1984
dom,3.59,1985
dom,2.25,1986
dom,3.13,1987
dom,3.4,1988
dom,3.07,1989
dom,2.9,1990
dom,3.71,1991
dom,2.32,1992
dom,2.4,1994
dom,3.13,1995
dom,2.54,1996
dom,3.03,1997
dom,3.03,1998
dom,2.28,1999
dom,2.2,2000
dom,2.92,2001
dom,2.908,2002
ecu,2.46,1979
ecu,2.37,1980
ecu,2.38,1981
ecu,2.93,1982
ecu,2.12,1983
ecu,2.54,1984
ecu,2.69,1985
ecu,2.85,1986
ecu,2.83,1987
ecu,3.78,1988
ecu,3.11,1989
ecu,2.62,1990
ecu,2.65,1991
ecu,3.25,1992
ecu,3.34,1993
ecu,3.75,1994
ecu,3.81,1995
ecu,3.2,1996
ecu,3.06,1997
ecu,3.07,1998
ecu,3.26,1999
ecu,3.9,2000
ecu,3.52,2001
ecu,3.38,2002
egy,2.7,2002
slv,0.97,1981
slv,0.73,1982
slv,0.64,1983
slv,1.1,1984
slv,0.99,1990
slv,0.99,1991
slv,1.51,1992
slv,1.17,1993
slv,1.27,1995
slv,1.81,1996
slv,2.4,1997
slv,2.58,1998
slv,2.5,1999
slv,2.81,2000
slv,2.71,2001
slv,2.37,2002
gnq,3.0,2002
eri,3.8,2002
est,11.29,1981
est,12.33,1982
est,11.77,1985
est,10.44,1986
est,11.39,1987
est,11.44,1988
est,11.14,1989
est,12.03,1990
est,13.35,1991
est,11.53,1992
est,13.67,1993
est,14.01,1994
est,11.6,1995
est,11.68,1996
est,11.48,1997
est,11.1,1998
est,13.1,1999
est,11.52,2000
est,10.71,2001
est,12.36,2002
eth,3.8,2002
fji,1.9,2002
fin,8.05,1955
fin,8.59,1956
fin,7.9,1957
fin,8.31,1958
fin,8.12,1959
fin,9.92,1960
fin,8.67,1961
fin,9.44,1962
fin,11.07,1963
fin,10.26,1964
fin,9.21,1965
fin,9.23,1966
fin,9.3,1967
fin,10.38,1968
fin,9.58,1969
fin,9.44,1970
fin,10.35,1971
fin,10.3,1972
fin,10.11,1973
fin,9.92,1974
fin,9.48,1975
fin,9.93,1976
fin,10.13,1977
fin,9.15,1978
fin,9.53,1979
fin,8.9,1980
fin,9.18,1981
fin,9.68,1982
fin,10.23,1983
fin,9.23,1984
fin,8.53,1985
fin,9.29,1986
fin,8.8,1987
fin,8.66,1988
fin,8.38,1989
fin,8.29,1990
fin,8.99,1991
fin,8.51,1992
fin,8.55,1993
fin,8.16,1994
fin,8.87,1995
fin,7.69,1996
fin,8.14,1997
fin,8.0,1998
fin,7.7,1999
fin,8.41,2000
fin,7.21,2001
fin,7.27,2002
fra,14.92,1955
fra,14.66,1956
fra,14.85,1957
fra,14.93,1958
fra,14.79,1959
fra,15.04,1960
fra,14.09,1961
fra,14.37,1962
fra,14.47,1963
fra,14.14,1964
fra,14.09,1965
fra,14.06,1966
fra,13.61,1967
fra,14.14,1968
fra,13.76,1969
fra,13.28,1970
fra,13.31,1971
fra,13.83,1972
fra,13.5,1973
fra,13.52,1974
fra,13.76,1975
fra,13.37,1976
fra,12.84,1977
fra,12.84,1978
fra,11.62,1979
fra,11.54,1980
fra,11.38,1981
fra,11.32,1982
fra,11.31,1983
fra,10.97,1984
fra,10.68,1985
fra,10.95,1986
fra,10.86,1987
fra,10.74,1988
fra,10.61,1989
fra,10.41,1990
fra,10.22,1991
fra,10.24,1992
fra,10.18,1993
fra,9.69,1994
fra,9.5,1995
fra,9.46,1996
fra,9.29,1997
fra,9.6,1998
fra,9.37,1999
fra,9.16,2000
fra,8.94,2001
fra,8.76,2002
pyf,7.2,2002
gab,3.5,2002
gmb,2.3,2002
geo,5.4,2002
deu,17.13,1976
deu,16.13,1980
deu,15.84,1981
deu,15.79,1982
deu,16.2,1983
deu,15.64,1984
deu,15.95,1985
deu,15.69,1986
deu,15.69,1987
deu,15.47,1988
deu,15.38,1989
deu,14.91,1990
deu,15.04,1991
deu,15.29,1992
deu,15.09,1993
deu,14.46,1994
deu,14.3,1995
deu,13.89,1996
deu,13.3,1997
deu,12.93,1998
deu,12.73,1999
deu,12.06,2000
deu,11.75,2001
deu,11.4,2002
gha,3.3,2002
grc,4.96,1966
grc,4.99,1967
grc,5.3,1968
grc,4.66,1969
grc,5.44,1970
grc,5.31,1971
grc,5.14,1972
grc,5.45,1973
grc,5.78,1974
grc,6.34,1975
grc,6.85,1976
grc,6.65,1977
grc,6.83,1978
grc,4.5,1979
grc,4.72,1980
grc,4.99,1981
grc,4.77,1982
grc,5.02,1983
grc,5.08,1984
grc,5.41,1985
grc,5.29,1986
grc,5.58,1987
grc,5.44,1988
grc,5.88,1989
grc,5.59,1990
grc,5.74,1991
grc,5.49,1992
grc,5.82,1993
grc,6.54,1994
grc,5.98,1995
grc,6.18,1996
grc,6.04,1997
grc,6.44,1998
grc,7.67,1999
grc,6.25,2000
