geo,fixed_line_and_mobile_phone_subscribers_per_100_people,time
dom,6.996,1993
dom,7.326,1994
dom,7.969,1995
dom,8.593,1996
dom,10.19,1997
dom,11.61,1998
dom,14.55,1999
dom,18.29,2000
dom,25.03,2001
dom,28.88,2002
dom,33.02,2003
dom,37.22,2004
dom,47.73,2005
dom,57.23,2006
ecu,2.389,1975
ecu,2.476,1976
ecu,2.529,1977
ecu,2.657,1978
ecu,2.803,1979
ecu,2.851,1980
ecu,2.954,1981
ecu,3.089,1982
ecu,3.067,1983
ecu,2.978,1984
ecu,2.951,1985
ecu,3.069,1986
ecu,3.506,1987
ecu,3.913,1988
ecu,4.525,1989
ecu,4.775,1990
ecu,4.677,1991
ecu,4.948,1992
ecu,5.456,1993
ecu,6.053,1994
ecu,6.601,1995
ecu,7.421,1996
ecu,8.713,1997
ecu,10.31,1998
ecu,12.46,1999
ecu,13.87,2000
ecu,17.61,2001
ecu,23.67,2002
ecu,30.91,2003
ecu,39.94,2004
ecu,60.68,2005
ecu,77.56,2006
egy,0.8807,1975
egy,0.8821,1976
egy,0.8855,1977
egy,0.8954,1978
egy,0.9181,1979
egy,0.962,1981
egy,1.043,1982
egy,1.244,1983
egy,1.334,1984
egy,1.815,1985
egy,2.137,1986
egy,2.173,1987
egy,2.28,1988
egy,2.59,1989
egy,2.913,1990
egy,3.236,1991
egy,3.543,1992
egy,3.835,1993
egy,4.138,1994
egy,4.491,1995
egy,4.908,1996
egy,5.59,1997
egy,6.336,1998
egy,7.911,1999
egy,10.29,2000
egy,14.0,2001
egy,17.73,2002
egy,20.68,2003
egy,23.91,2004
egy,32.98,2005
egy,38.84,2006
slv,1.168,1975
slv,1.302,1976
slv,1.433,1977
slv,1.449,1978
slv,1.486,1979
slv,1.501,1980
slv,1.567,1981
slv,1.703,1982
slv,1.711,1983
slv,1.823,1984
slv,1.898,1985
slv,1.891,1986
slv,2.011,1987
slv,2.136,1988
slv,2.385,1989
slv,2.445,1990
slv,2.498,1991
slv,3.111,1992
slv,3.238,1993
slv,4.359,1994
slv,5.296,1995
slv,6.065,1996
slv,6.834,1997
slv,8.764,1998
slv,16.54,1999
slv,22.1,2000
slv,23.94,2001
slv,24.35,2002
slv,29.34,2003
slv,41.37,2004
slv,50.74,2005
slv,72.29,2006
gnq,0.2212,1981
gnq,0.2449,1982
gnq,0.2626,1983
gnq,0.2787,1984
gnq,0.2961,1985
gnq,0.3165,1986
gnq,0.3705,1987
gnq,0.395,1988
gnq,0.3894,1989
gnq,0.3827,1990
gnq,0.3747,1991
gnq,0.3662,1992
gnq,0.3573,1993
gnq,0.6744,1994
gnq,0.6583,1995
gnq,0.953,1996
gnq,1.023,1997
gnq,1.431,1998
gnq,1.522,1999
gnq,2.578,2000
gnq,4.968,2001
gnq,9.041,2002
gnq,11.06,2003
gnq,15.31,2004
gnq,22.08,2005
eri,0.4087,1992
eri,0.4194,1993
eri,0.4769,1994
eri,0.5459,1995
eri,0.5793,1996
eri,0.6579,1997
eri,0.7072,1998
eri,0.7706,1999
eri,0.8293,2000
eri,0.8152,2001
eri,0.8976,2002
eri,0.9119,2003
eri,1.361,2004
eri,1.726,2005
eri,2.121,2006
est,8.38,1975
est,9.013,1976
est,11.02,1977
est,11.65,1978
est,12.94,1979
est,13.54,1980
est,15.46,1981
est,16.02,1982
est,16.57,1983
est,17.12,1984
est,17.66,1985
est,18.18,1986
est,18.69,1987
est,19.08,1988
est,19.77,1989
est,20.4,1990
est,21.31,1991
est,22.3,1992
est,23.89,1993
est,26.77,1994
est,30.77,1995
est,35.9,1996
est,43.77,1997
est,53.78,1998
est,65.6,1999
est,78.85,2000
est,84.85,2001
est,99.81,2002
est,111.7,2003
est,126.0,2004
est,140.2,2005
est,163.9,2006
eth,0.1373,1975
eth,0.154,1976
eth,0.1645,1977
eth,0.1661,1978
eth,0.1667,1979
eth,0.1699,1980
eth,0.1774,1981
eth,0.187,1982
eth,0.2044,1983
eth,0.2131,1984
eth,0.2205,1985
eth,0.2311,1986
eth,0.2303,1987
eth,0.2225,1988
eth,0.2348,1989
eth,0.245,1990
eth,0.2513,1991
eth,0.2319,1992
eth,0.2486,1993
eth,0.2509,1994
eth,0.2517,1995
eth,0.255,1996
eth,0.2604,1997
eth,0.265,1998
eth,0.3153,1999
eth,0.3795,2000
eth,0.4595,2001
eth,0.5807,2002
eth,0.6386,2003
eth,0.874,2004
eth,1.358,2005
eth,2.063,2006
fro,129.8,2003
fro,135.1,2004
fro,136.3,2005
fro,151.2,2006
fji,2.808,1975
fji,2.959,1976
fji,3.098,1977
fji,3.224,1978
fji,3.441,1979
fji,3.775,1980
fji,3.773,1981
fji,3.867,1982
fji,3.884,1983
fji,4.131,1984
fji,4.209,1985
fji,4.646,1986
fji,4.735,1987
fji,4.961,1988
fji,5.441,1989
fji,5.863,1990
fji,6.246,1991
fji,6.717,1992
fji,7.212,1993
fji,7.983,1994
fji,8.721,1995
fji,9.5,1996
fji,9.831,1997
fji,10.76,1998
fji,13.18,1999
fji,17.65,2000
fji,21.45,2001
fji,23.06,2002
fji,25.91,2003
fji,30.04,2004
fji,38.34,2005
fin,28.72,1975
fin,30.26,1976
fin,31.5,1977
fin,32.84,1978
fin,34.54,1979
fin,36.89,1980
fin,38.88,1981
fin,40.64,1982
fin,42.49,1983
fin,44.16,1984
fin,46.05,1985
fin,47.93,1986
fin,50.09,1987
fin,52.68,1988
fin,55.87,1989
fin,58.72,1990
fin,60.57,1991
fin,62.04,1992
fin,64.2,1993
fin,68.32,1994
fin,75.35,1995
fin,84.76,1996
fin,97.74,1997
fin,110.4,1998
fin,118.6,1999
fin,127.1,2000
fin,134.6,2001
fin,139.3,2002
fin,140.3,2003
fin,140.7,2004
fin,140.9,2005
fin,144.1,2006
fra,13.47,1975
fra,15.96,1976
fra,18.93,1977
fra,22.5,1978
fra,26.04,1979
fra,29.51,1980
fra,32.75,1981
fra,35.75,1982
fra,38.27,1983
fra,40.2,1984
fra,41.74,1985
fra,43.18,1986
fra,44.66,1987
fra,46.39,1988
fra,48.06,1989
fra,50.0,1990
fra,51.73,1991
fra,53.35,1992
fra,54.76,1993
fra,56.51,1994
fra,58.26,1995
fra,60.94,1996
fra,67.89,1997
fra,77.59,1998
fra,94.37,1999
fra,107.0,2000
fra,120.1,2001
fra,122.0,2002
fra,125.7,2003
fra,129.3,2004
fra,134.4,2005
fra,139.7,2006
pyf,5.239,1975
pyf,5.976,1976
pyf,6.52,1977
pyf,7.028,1978
pyf,7.501,1979
pyf,8.273,1980
pyf,8.481,1981
pyf,9.797,1982
pyf,10.92,1983
pyf,12.08,1984
pyf,13.68,1985
pyf,15.02,1986
pyf,15.98,1987
pyf,16.93,1988
pyf,17.85,1989
pyf,19.54,1990
pyf,20.67,1991
pyf,21.38,1992
pyf,21.64,1993
pyf,22.23,1994
pyf,23.08,1995
pyf,24.54,1996
pyf,25.78,1997
pyf,28.13,1998
pyf,31.97,1999
pyf,39.64,2000
pyf,50.24,2001
pyf,43.18,2002
pyf,45.8,2003
pyf,59.26,2004
pyf,67.83,2005
pyf,79.33,2006
gab,1.489,1981
gab,1.456,1982
gab,1.478,1983
gab,1.439,1984
gab,1.524,1985
gab,1.601,1986
gab,1.672,1987
gab,1.968,1988
gab,2.12,1989
gab,2.261,1990
gab,2.78,1991
gab,2.867,1992
gab,3.1,1993
gab,3.303,1994
gab,3.409,1995
gab,3.861,1996
gab,4.217,1997
gab,4.268,1998
gab,4.046,1999
gab,13.45,2000
gab,15.53,2001
gab,25.36,2002
gab,27.09,2003
gab,41.57,2004
gab,53.57,2005
gab,61.12,2006
gmb,0.2579,1975
gmb,0.2716,1976
gmb,0.2793,1977
gmb,0.2863,1978
gmb,0.3049,1979
gmb,0.3205,1980
gmb,0.3318,1981
gmb,0.321,1982
gmb,0.3105,1983
gmb,0.3156,1984
gmb,0.3145,1985
gmb,0.3636,1986
gmb,0.4783,1987
gmb,0.5808,1988
gmb,0.6154,1989
gmb,0.6408,1990
gmb,1.003,1991
gmb,1.369,1992
gmb,1.554,1993
gmb,1.711,1994
gmb,1.781,1995
gmb,2.03,1996
gmb,2.372,1997
gmb,2.373,1998
gmb,2.58,1999
gmb,2.81,2000
gmb,6.299,2001
gmb,9.365,2002
gmb,12.55,2003
gmb,13.88,2004
gmb,18.03,2005
gmb,27.49,2006
geo,4.482,1975
geo,4.958,1976
geo,5.228,1977
geo,5.395,1978
geo,5.857,1979
geo,6.308,1980
geo,6.652,1981
geo,6.989,1982
geo,7.317,1983
geo,7.636,1984
geo,7.944,1985
geo,8.239,1986
geo,8.523,1987
geo,8.907,1988
geo,9.325,1989
geo,9.89,1990
geo,10.29,1991
geo,10.74,1992
geo,10.91,1993
geo,10.25,1994
geo,11.02,1995
geo,11.5,1996
geo,13.23,1997
geo,14.26,1998
geo,16.86,1999
geo,14.9,2000
geo,18.65,2001
geo,24.8,2002
geo,30.2,2003
geo,33.74,2004
geo,39.0,2005
geo,50.91,2006
deu,16.31,1975
deu,18.15,1976
deu,20.15,1977
deu,22.16,1978
deu,24.22,1979
deu,26.09,1980
deu,27.6,1981
deu,28.81,1982
deu,29.93,1983
deu,31.37,1984
deu,32.68,1985
deu,33.72,1986
deu,34.76,1987
deu,35.73,1988
deu,36.84,1989
deu,40.49,1990
deu,42.61,1991
deu,45.14,1992
deu,47.78,1993
deu,50.65,1994
deu,56.01,1995
deu,60.57,1996
deu,65.16,1997
deu,73.67,1998
deu,87.29,1999
deu,119.7,2000
deu,131.7,2001
deu,136.7,2002
deu,144.2,2003
deu,152.5,2004
deu,162.4,2005
deu,168.1,2006
gha,0.3029,1975
gha,0.3133,1976
gha,0.316,1977
gha,0.3249,1978
gha,0.3276,1979
gha,0.3309,1980
gha,0.3162,1981
gha,0.306,1982
gha,0.2951,1983
gha,0.2923,1984
gha,0.2837,1985
gha,0.2767,1986
gha,0.2766,1987
gha,0.2746,1988
gha,0.284,1989
gha,0.284,1990
gha,0.2908,1991
gha,0.2921,1992
gha,0.2974,1993
gha,0.3061,1994
gha,0.3872,1995
gha,0.4942,1996
gha,0.678,1997
gha,0.9106,1998
gha,1.172,1999
gha,1.7,2000
gha,2.369,2001
gha,3.137,2002
gha,5.036,2003
gha,9.105,2004
gha,14.18,2005
gha,24.18,2006
grc,18.65,1975
grc,19.7,1976
grc,20.46,1977
grc,21.48,1978
grc,22.58,1979
grc,23.54,1980
grc,24.68,1981
grc,25.89,1982
grc,27.57,1983
grc,29.58,1984
grc,31.38,1985
grc,33.04,1986
grc,34.65,1987
grc,36.05,1988
grc,37.54,1989
grc,38.86,1990
grc,40.84,1991
grc,43.36,1992
grc,45.79,1993
grc,48.6,1994
grc,51.12,1995
grc,54.73,1996
grc,59.09,1997
grc,69.98,1998
grc,87.43,1999
grc,106.2,2000
grc,123.9,2001
grc,142.1,2002
grc,138.2,2003
grc,141.7,2004
grc,149.2,2005
grc,155.0,2006
grl,9.421,1975
grl,10.97,1976
grl,12.13,1977
grl,14.46,1978
grl,16.81,1979
grl,19.04,1980
grl,19.81,1981
grl,20.82,1982
grl,21.23,1983
grl,22.33,1984
grl,23.17,1985
grl,24.86,1986
grl,27.23,1987
grl,28.75,1988
grl,29.95,1989
grl,29.87,1990
grl,30.22,1991
grl,30.8,1992
grl,32.6,1993
grl,35.03,1994
grl,38.8,1995
grl,45.15,1996
grl,53.29,1997
grl,60.37,1998
grl,69.76,1999
grl,75.01,2000
grl,76.24,2001
grl,79.95,2002
grd,3.315,1975
grd,3.356,1980
grd,3.371,1981
grd,3.361,1982
grd,3.498,1983
grd,4.007,1984
grd,4.338,1985
grd,5.513,1986
grd,7.66,1987
grd,9.773,1988
grd,12.93,1989
grd,16.4,1990
grd,17.31,1991
grd,19.62,1992
grd,21.2,1993
grd,22.0,1994
grd,24.08,1995
grd,24.92,1996
grd,27.61,1997
grd,28.87,1998
grd,31.22,1999
grd,35.16,2000
grd,38.16,2001
grd,39.71,2002
grd,71.63,2003
grd,71.89,2004
grd,69.75,2005
grd,68.33,2006
gum,13.02,1975
gum,11.74,1976
gum,11.85,1977
gum,12.1,1978
gum,21.08,1979
gum,23.49,1980
gum,25.12,1981
gum,26.06,1982
gum,26.78,1983
gum,27.57,1984
gum,27.56,1985
gum,22.41,1986
gum,23.15,1987
gum,24.95,1988
gum,27.11,1989
gum,29.15,1990
gum,32.29,1991
gum,34.24,1992
gum,47.94,1993
gum,47.17,1994
gum,50.95,1995
gum,51.34,1996
gum,51.45,1997
gum,58.18,1998
gum,63.8,1999
gum,65.46,2000
gum,71.44,2001
gtm,0.7669,1975
gtm,0.8293,1976
gtm,0.9889,1977
gtm,1.111,1978
gtm,1.149,1979
gtm,1.183,1980
gtm,1.232,1981
gtm,1.339,1982
gtm,1.404,1983
gtm,1.513,1984
gtm,1.615,1985
gtm,1.612,1986
gtm,1.596,1987
gtm,1.625,1988
gtm,1.825,1989
gtm,2.139,1990
gtm,2.231,1991
gtm,2.321,1992
gtm,2.451,1993
gtm,2.614,1994
gtm,3.162,1995
gtm,3.727,1996
gtm,4.717,1997
gtm,5.866,1998
gtm,8.649,1999
gtm,13.66,2000
gtm,16.54,2001
gtm,20.55,2002
gtm,24.64,2003
gtm,34.69,2004
gtm,45.31,2005
gtm,65.5,2006
gin,0.1614,1976
gin,0.1572,1977
gin,0.2211,1981
gin,0.2407,1982
gin,0.2648,1983
gin,0.2896,1984
gin,0.2797,1985
gin,0.2442,1986
gin,0.2212,1987
gin,0.1774,1988
gin,0.1898,1989
gin,0.1873,1990
gin,0.1841,1991
gin,0.165,1992
gin,0.1705,1993
gin,0.1429,1994
gin,0.1612,1995
gin,0.2277,1996
gin,0.2934,1997
gin,0.4662,1998
gin,0.5747,1999
gin,0.8098,2000
gin,0.971,2001
gin,1.371,2002
gin,1.588,2003
gin,2.05,2004
gin,2.392,2005
gnb,0.2279,1981
gnb,0.3755,1982
gnb,0.4518,1983
gnb,0.5661,1984
gnb,0.6164,1985
gnb,0.602,1986
gnb,0.5874,1987
gnb,0.5724,1988
gnb,0.5772,1989
gnb,0.5858,1990
gnb,0.589,1991
gnb,0.5934,1992
gnb,0.5957,1993
gnb,0.6003,1994
gnb,0.6181,1995
gnb,0.6464,1996
gnb,0.6055,1997
gnb,0.6237,1998
gnb,0.4579,1999
gnb,0.8116,2000
gnb,0.7012,2001
gnb,0.7691,2002
gnb,0.7879,2003
gnb,3.317,2004
gnb,6.587,2005
guy,1.935,1975
guy,2.069,1976
guy,2.131,1981
guy,2.165,1982
guy,2.236,1983
guy,2.31,1984
guy,2.388,1985
guy,2.67,1986
guy,2.152,1987
guy,2.169,1988
guy,2.182,1989
guy,2.19,1990
guy,2.191,1991
guy,3.991,1992
guy,5.759,1993
guy,6.145,1994
guy,6.206,1995
guy,6.954,1996
guy,7.657,1997
guy,8.334,1998
guy,9.096,1999
guy,14.74,2000
guy,21.12,2001
guy,21.71,2002
guy,31.22,2003
guy,37.12,2004
guy,52.94,2005
hti,0.3436,1981
hti,0.4029,1982
hti,0.4263,1983
hti,0.4485,1984
hti,0.4853,1985
hti,0.5205,1986
hti,0.5542,1987
hti,0.5865,1988
hti,0.6059,1989
hti,0.6329,1990
hti,0.6204,1991
hti,0.6083,1992
hti,0.5966,1993
hti,0.6502,1994
hti,0.7657,1995
hti,0.7516,1996
hti,0.7379,1997
hti,0.9059,1998
hti,1.127,1999
hti,1.487,2000
hti,1.967,2001
hti,3.047,2002
hti,5.109,2003
hti,5.902,2004
hti,6.944,2005
hnd,0.5474,1975
hnd,0.5351,1976
hnd,0.538,1977
hnd,0.5914,1978
hnd,0.7647,1979
hnd,0.7966,1980
hnd,0.8396,1981
hnd,0.853,1982
hnd,0.8877,1983
hnd,1.05,1984
hnd,1.085,1985
hnd,1.15,1986
hnd,1.209,1987
hnd,1.438,1988
hnd,1.655,1989
hnd,1.8,1990
hnd,1.878,1991
hnd,2.028,1992
hnd,2.209,1993
hnd,2.412,1994
hnd,2.887,1995
hnd,3.378,1996
hnd,4.258,1997
hnd,4.781,1998
hnd,5.893,1999
hnd,7.328,2000
hnd,8.66,2001
hnd,10.07,2002
hnd,10.86,2003
hnd,16.37,2004
hnd,25.98,2005
hnd,42.32,2006
hkg,18.76,1975
hkg,20.13,1976
hkg,21.68,1977
hkg,23.19,1978
hkg,23.79,1979
hkg,25.26,1980
hkg,26.69,1981
hkg,28.06,1982
hkg,29.44,1983
hkg,30.85,1984
hkg,32.42,1985
hkg,34.16,1986
hkg,36.66,1987
hkg,39.84,1988
hkg,42.81,1989
hkg,45.73,1990
hkg,49.24,1991
hkg,52.64,1992
hkg,55.63,1993
hkg,60.21,1994
hkg,66.21,1995
hkg,74.79,1996
hkg,90.55,1997
hkg,105.5,1998
hkg,123.3,1999
hkg,140.6,2000
hkg,144.1,2001
hkg,151.8,2002
hkg,164.9,2003
hkg,176.4,2004
hkg,183.3,2005
hkg,192.6,2006
hun,4.824,1975
hun,4.882,1976
hun,4.917,1977
hun,4.994,1978
hun,5.244,1979
hun,5.764,1980
hun,5.949,1981
hun,6.133,1982
hun,6.348,1983
hun,6.643,1984
hun,6.984,1985
hun,7.31,1986
hun,7.75,1987
hun,8.218,1988
hun,8.808,1989
hun,9.625,1990
hun,10.96,1991
hun,12.68,1992
hun,14.9,1993
hun,18.53,1994
hun,23.45,1995
hun,30.3,1996
hun,36.94,1997
hun,43.76,1998
hun,52.3,1999
hun,67.32,2000
hun,85.49,2001
hun,103.9,2002
hun,114.0,2003
hun,121.6,2004
hun,125.7,2005
hun,132.3,2006
isl,34.63,1975
isl,33.59,1976
isl,33.69,1977
isl,34.69,1978
isl,35.71,1979
isl,37.21,1980
isl,38.04,1981
isl,38.97,1982
isl,39.64,1983
isl,40.69,1984
isl,42.6,1985
isl,47.6,1986
isl,49.75,1987
isl,51.29,1988
isl,52.64,1989
isl,55.13,1990
isl,57.54,1991
isl,59.47,1992
isl,61.03,1993
isl,63.98,1994
isl,67.0,1995
isl,75.41,1996
isl,84.84,1997
isl,101.4,1998
isl,128.9,1999
isl,146.3,2000
isl,156.0,2001
isl,155.7,2002
isl,163.1,2003
isl,164.5,2004
isl,167.8,2005
isl,173.1,2006
ind,0.2389,1975
ind,0.2571,1976
ind,0.2689,1977
ind,0.2843,1978
ind,0.3,1979
ind,0.3127,1980
ind,0.3266,1981
ind,0.3433,1982
ind,0.3635,1983
ind,0.3865,1984
ind,0.4137,1985
ind,0.4461,1986
ind,0.4759,1987
ind,0.5118,1988
ind,0.5512,1989
ind,0.5974,1990
ind,0.6705,1991
ind,0.7699,1992
ind,0.8924,1993
ind,1.07,1994
ind,1.293,1995
ind,1.567,1996
ind,1.935,1997
ind,2.32,1998
ind,2.842,1999
ind,3.545,2000
ind,4.366,2001
ind,5.19,2002
ind,7.111,2003
ind,9.115,2004
ind,12.82,2005
ind,18.64,2006
idn,0.1565,1975
idn,0.1614,1976
idn,0.1733,1977
idn,0.1935,1978
idn,0.2183,1979
idn,0.2534,1980
idn,0.2823,1981
idn,0.3082,1982
idn,0.3202,1983
idn,0.336,1984
idn,0.3707,1985
idn,0.4107,1986
idn,0.453,1987
idn,0.4871,1988
idn,0.5008,1989
idn,0.6084,1990
idn,0.7277,1991
idn,0.9157,1992
idn,1.024,1993
idn,1.337,1994
idn,1.817,1995
idn,2.429,1996
idn,2.977,1997
idn,3.304,1998
idn,4.078,1999
idn,5.009,2000
idn,6.574,2001
idn,9.182,2002
idn,12.37,2003
idn,18.53,2004
idn,27.06,2005
idn,35.25,2006
irn,2.063,1975
irn,2.374,1976
irn,2.345,1977
irn,2.328,1978
irn,2.257,1979
irn,2.339,1980
irn,2.528,1981
irn,2.512,1982
irn,2.571,1983
irn,2.655,1984
irn,2.8,1985
irn,3.032,1986
irn,3.295,1987
irn,3.622,1988
irn,3.812,1989
irn,4.043,1990
irn,4.443,1991
irn,5.336,1992
irn,6.302,1993
irn,7.462,1994
irn,8.661,1995
irn,9.828,1996
irn,11.09,1997
irn,12.52,1998
irn,14.09,1999
irn,16.34,2000
irn,19.98,2001
irn,22.97,2002
irn,28.03,2003
irn,30.28,2004
irn,37.94,2005
irn,50.84,2006
irq,1.774,1980
irq,1.892,1981
irq,2.003,1982
irq,2.111,1983
irq,2.46,1984
irq,2.886,1985
irq,3.351,1986
irq,3.935,1987
irq,3.861,1988
irq,3.748,1989
irq,3.846,1990
irq,3.513,1991
irq,3.633,1992
irq,3.351,1993
irq,3.097,1994
irq,2.952,1995
irq,2.866,1996
irq,2.827,1997
irq,2.741,1998
irq,2.767,1999
irq,2.694,2000
irq,2.628,2001
irq,4.366,2002
irq,4.698,2003
irq,5.858,2004
irl,10.39,1975
irl,11.06,1976
irl,11.8,1977
irl,12.43,1978
irl,12.95,1979
irl,14.2,1980
irl,15.57,1981
irl,16.66,1982
irl,17.51,1983
irl,18.96,1984
irl,19.87,1985
irl,21.25,1986
irl,22.55,1987
irl,24.05,1988
irl,26.49,1989
irl,28.75,1990
irl,30.63,1991
irl,32.6,1992
irl,34.55,1993
irl,37.19,1994
irl,40.68,1995
irl,46.15,1996
irl,57.24,1997
irl,69.46,1998
irl,90.92,1999
irl,112.8,2000
irl,124.9,2001
irl,126.5,2002
irl,136.5,2003
irl,144.4,2004
irl,152.0,2005
irl,159.0,2006
isr,35.23,1990
isr,34.88,1991
isr,35.92,1992
isr,38.44,1993
isr,42.07,1994
isr,50.28,1995
isr,63.01,1996
isr,74.49,1997
isr,82.97,1998
isr,94.01,1999
isr,117.3,2000
isr,132.5,2001
isr,141.6,2002
isr,142.5,2003
isr,148.7,2004
isr,154.4,2005
isr,161.9,2006
ita,17.42,1975
ita,18.25,1976
ita,19.26,1977
ita,20.4,1978
ita,21.61,1979
ita,23.07,1980
ita,24.53,1981
ita,25.99,1982
ita,27.58,1983
ita,29.2,1984
ita,30.75,1985
ita,32.27,1986
ita,33.78,1987
ita,35.54,1988
ita,37.64,1989
ita,39.87,1990
ita,41.65,1991
ita,43.12,1992
ita,44.65,1993
ita,47.11,1994
ita,50.61,1995
ita,55.71,1996
ita,65.8,1997
ita,81.66,1998
ita,99.78,1999
ita,121.9,2000
ita,137.9,2001
ita,142.3,2002
ita,144.7,2003
ita,152.5,2004
ita,164.7,2005
jam,2.469,1975
jam,2.498,1976
jam,2.598,1977
jam,2.572,1978
jam,2.516,1979
jam,2.465,1980
jam,2.599,1981
jam,2.75,1982
jam,2.866,1983
jam,2.934,1984
jam,3.318,1985
jam,3.482,1986
jam,3.476,1987
jam,3.615,1988
jam,3.751,1989
jam,4.405,1990
jam,5.57,1991
jam,7.217,1992
jam,9.164,1993
jam,11.25,1994
jam,13.52,1995
jam,16.41,1996
jam,19.01,1997
jam,21.18,1998
jam,24.54,1999
jam,33.23,2000
jam,42.58,2001
jam,64.17,2002
jam,77.37,2003
jam,91.96,2004
jam,117.7,2005
jpn,28.92,1975
jpn,30.54,1976
jpn,31.47,1977
jpn,32.39,1978
jpn,33.32,1979
jpn,34.2,1980
jpn,34.25,1981
jpn,35.05,1982
jpn,35.98,1983
jpn,36.66,1984
jpn,37.57,1985
jpn,38.58,1986
jpn,39.78,1987
jpn,41.25,1988
jpn,43.0,1989
jpn,44.84,1990
jpn,46.51,1991
jpn,47.79,1992
jpn,48.95,1993
jpn,52.03,1994
jpn,59.0,1995
jpn,72.31,1996
jpn,82.47,1997
jpn,86.8,1998
jpn,93.88,1999
jpn,101.5,2000
jpn,107.1,2001
jpn,111.3,2002
jpn,115.0,2003
jpn,118.3,2004
jpn,120.9,2005
jpn,122.8,2006
jor,2.107,1977
jor,2.202,1978
jor,2.494,1979
jor,2.775,1980
jor,3.16,1981
jor,3.648,1982
jor,4.072,1983
jor,4.455,1984
jor,5.593,1985
jor,5.686,1986
jor,7.135,1987
jor,7.561,1988
jor,7.798,1989
jor,7.799,1990
jor,7.523,1991
jor,7.493,1992
jor,7.464,1993
jor,7.832,1994
jor,7.839,1995
jor,8.547,1996
jor,10.08,1997
jor,12.91,1998
jor,14.61,1999
jor,21.03,2000
jor,31.02,2001
jor,37.6,2002
jor,37.72,2003
jor,42.76,2004
jor,69.59,2005
jor,89.52,2006
kaz,3.325,1975
kaz,3.686,1976
kaz,3.881,1977
kaz,4.047,1978
kaz,4.21,1979
kaz,4.43,1980
kaz,4.628,1981
kaz,4.934,1982
kaz,5.259,1983
kaz,5.502,1984
kaz,5.763,1985
kaz,6.041,1986
kaz,6.394,1987
kaz,6.937,1988
kaz,7.542,1989
kaz,8.157,1990
kaz,8.664,1991
kaz,9.066,1992
kaz,12.1,1993
kaz,12.35,1994
kaz,12.44,1995
kaz,12.37,1996
kaz,11.85,1997
kaz,11.98,1998
kaz,12.12,1999
kaz,13.65,2000
kaz,16.97,2001
kaz,20.92,2002
kaz,23.87,2003
kaz,33.28,2004
kaz,53.52,2005
kaz,70.28,2006
ken,0.3922,1975
ken,0.4065,1976
ken,0.4289,1977
ken,0.4324,1978
ken,0.4446,1979
ken,0.4539,1980
ken,0.4741,1981
ken,0.5013,1982
ken,0.5242,1983
ken,0.5597,1984
ken,0.6016,1985
ken,0.6344,1986
ken,0.6501,1987
ken,0.6937,1988
ken,0.7185,1989
ken,0.7466,1990
ken,0.8254,1991
ken,0.8335,1992
ken,0.8365,1993
ken,0.8666,1994
ken,0.9449,1995
ken,0.9577,1996
ken,0.9635,1997
ken,1.007,1998
ken,1.03,1999
ken,1.341,2000
ken,2.835,2001
ken,4.584,2002
ken,5.681,2003
ken,8.206,2004
ken,13.75,2005
ken,18.54,2006
kir,0.852,1979
kir,0.771,1982
kir,0.8259,1983
kir,0.944,1984
kir,1.029,1985
kir,1.204,1986
kir,1.34,1987
kir,1.441,1988
kir,1.553,1989
kir,1.659,1990
kir,1.723,1991
kir,1.823,1992
kir,2.28,1993
kir,2.452,1994
kir,2.531,1995
kir,2.588,1996
kir,2.982,1997
kir,3.284,1998
kir,3.713,1999
kir,4.028,2000
kir,4.335,2001
kir,5.247,2002
prk,2.761,1983
prk,2.714,1984
prk,2.671,1985
prk,2.63,1986
prk,2.592,1987
prk,2.556,1988
prk,2.519,1989
prk,2.482,1990
prk,2.445,1991
prk,2.407,1992
prk,2.37,1993
prk,2.335,1994
prk,2.303,1995
prk,2.273,1996
prk,2.245,1997
prk,2.22,1998
prk,2.198,1999
prk,2.179,2000
prk,3.719,2001
prk,3.936,2002
kor,2.999,1975
kor,3.545,1976
kor,4.222,1977
kor,5.083,1978
kor,6.108,1979
kor,7.094,1980
kor,8.427,1981
kor,10.37,1982
kor,12.05,1983
kor,18.28,1986
kor,20.77,1987
kor,24.6,1988
kor,27.92,1989
kor,31.16,1990
kor,34.06,1991
kor,36.34,1992
kor,38.95,1993
kor,41.86,1994
kor,44.89,1995
kor,50.04,1996
kor,59.41,1997
kor,73.69,1998
kor,105.2,1999
kor,112.1,2000
kor,115.8,2001
kor,122.0,2002
kor,122.7,2003
kor,134.5,2004
kor,135.3,2005
kor,138.5,2006
kwt,8.838,1975
kwt,9.6,1976
kwt,9.969,1977
kwt,10.34,1978
kwt,10.73,1979
kwt,11.42,1980
kwt,11.73,1981
kwt,12.57,1982
kwt,12.81,1983
kwt,12.7,1984
kwt,12.96,1985
kwt,13.6,1986
kwt,14.37,1987
kwt,15.28,1988
kwt,16.28,1989
kwt,16.57,1990
kwt,26.77,1991
kwt,27.74,1995
kwt,28.66,1996
kwt,31.4,1997
kwt,33.41,1998
kwt,35.86,1999
kwt,43.06,2000
kwt,59.36,2001
kwt,73.19,2002
kwt,79.57,2003
kwt,101.5,2004
kwt,114.0,2005
kgz,2.335,1975
kgz,2.676,1976
kgz,2.917,1977
kgz,3.291,1978
kgz,3.648,1979
kgz,4.027,1980
kgz,4.297,1981
kgz,4.539,1982
kgz,4.717,1983
