geo,fixed_line_and_mobile_phone_subscribers_per_100_people,time
arg,6.338,1975
arg,6.341,1976
arg,6.298,1977
arg,6.337,1978
arg,6.493,1979
arg,6.688,1980
arg,7.71,1981
arg,8.154,1982
arg,7.725,1983
arg,8.708,1984
arg,8.945,1985
arg,9.296,1986
arg,9.503,1987
arg,10.03,1988
arg,9.608,1989
arg,9.327,1990
arg,9.553,1991
arg,10.87,1992
arg,12.06,1993
arg,15.2,1994
arg,17.57,1995
arg,19.65,1996
arg,24.76,1997
arg,27.05,1998
arg,30.33,1999
arg,38.98,2000
arg,39.9,2001
arg,37.92,2002
arg,43.27,2003
arg,58.05,2004
arg,81.55,2005
arg,104.7,2006
arm,6.724,1975
arm,7.285,1976
arm,8.509,1977
arm,9.024,1978
arm,9.525,1979
arm,9.689,1980
arm,10.81,1981
arm,11.27,1982
arm,11.73,1983
arm,12.17,1984
arm,12.58,1985
arm,12.95,1986
arm,13.6,1987
arm,14.27,1988
arm,14.96,1989
arm,15.8,1990
arm,16.29,1991
arm,16.76,1992
arm,17.3,1993
arm,17.83,1994
arm,18.06,1995
arm,18.24,1996
arm,18.22,1997
arm,18.1,1998
arm,17.82,1999
arm,17.87,2000
arm,18.17,2001
arm,20.14,2002
arm,22.32,2003
arm,25.84,2004
arm,30.24,2005
abw,108.4,2003
abw,137.8,2004
abw,146.0,2005
aus,25.47,1975
aus,26.37,1976
aus,27.53,1977
aus,29.01,1978
aus,30.66,1979
aus,32.28,1980
aus,33.96,1981
aus,35.29,1982
aus,36.38,1983
aus,37.64,1984
aus,39.26,1985
aus,40.59,1986
aus,41.94,1987
aus,43.09,1988
aus,44.69,1989
aus,46.71,1990
aus,48.24,1991
aus,50.04,1992
aus,52.24,1993
aus,56.4,1994
aus,61.65,1995
aus,71.87,1996
aus,75.22,1997
aus,77.27,1998
aus,84.94,1999
aus,97.18,2000
aus,109.2,2001
aus,117.4,2002
aus,124.7,2003
aus,133.4,2004
aus,139.9,2005
aus,143.5,2006
aut,19.92,1975
aut,21.49,1976
aut,23.11,1977
aut,24.96,1978
aut,26.93,1979
aut,29.01,1980
aut,30.71,1981
aut,32.2,1982
aut,33.74,1983
aut,34.97,1984
aut,36.26,1985
aut,37.51,1986
aut,38.73,1987
aut,40.0,1988
aut,41.32,1989
aut,42.76,1990
aut,44.36,1991
aut,46.76,1992
aut,47.94,1993
aut,50.07,1994
aut,52.56,1995
aut,56.5,1996
aut,64.35,1997
aut,78.93,1998
aut,102.3,1999
aut,126.2,2000
aut,131.0,2001
aut,131.4,2002
aut,137.4,2003
aut,144.5,2004
aut,150.5,2005
aut,154.8,2006
aze,3.691,1975
aze,3.975,1976
aze,4.59,1977
aze,4.852,1978
aze,5.267,1979
aze,5.514,1980
aze,6.225,1981
aze,6.445,1982
aze,6.655,1983
aze,6.857,1984
aze,7.048,1985
aze,7.376,1986
aze,7.689,1987
aze,7.981,1988
aze,8.327,1989
aze,8.66,1990
aze,8.529,1991
aze,8.403,1992
aze,8.277,1993
aze,8.368,1994
aze,8.4,1995
aze,8.529,1996
aze,8.909,1997
aze,9.417,1998
aze,13.78,1999
aze,15.18,2000
aze,19.66,2001
aze,21.02,2002
aze,24.27,2003
aze,29.74,2004
aze,39.76,2005
aze,53.18,2006
bhs,12.07,1975
bhs,13.69,1976
bhs,13.46,1977
bhs,14.51,1978
bhs,14.15,1979
bhs,14.79,1980
bhs,15.02,1981
bhs,18.1,1982
bhs,16.18,1983
bhs,16.96,1984
bhs,17.99,1985
bhs,20.37,1986
bhs,22.27,1987
bhs,23.72,1988
bhs,24.68,1989
bhs,28.14,1990
bhs,30.84,1991
bhs,29.96,1992
bhs,29.08,1993
bhs,31.32,1995
bhs,33.1,1996
bhs,35.99,1997
bhs,38.7,1998
bhs,42.53,1999
bhs,48.12,2000
bhs,59.82,2001
bhs,79.74,2002
bhs,80.56,2003
bhs,102.1,2004
bhs,111.6,2005
bhr,5.148,1975
bhr,5.491,1976
bhr,6.444,1977
bhr,7.029,1978
bhr,10.03,1979
bhr,11.88,1980
bhr,12.64,1981
bhr,13.51,1982
bhr,14.74,1983
bhr,16.1,1984
bhr,16.76,1985
bhr,17.17,1986
bhr,17.31,1987
bhr,18.68,1988
bhr,19.32,1989
bhr,20.11,1990
bhr,21.16,1991
bhr,23.18,1992
bhr,24.92,1993
bhr,27.33,1994
bhr,29.16,1995
bhr,31.11,1996
bhr,34.7,1997
bhr,40.17,1998
bhr,47.01,1999
bhr,57.95,2000
bhr,71.21,2001
bhr,83.01,2002
bhr,90.46,2003
bhr,118.5,2004
bhr,130.0,2005
bhr,147.8,2006
bgd,0.076,1975
bgd,0.0841,1976
bgd,0.0918,1977
bgd,0.1015,1978
bgd,0.1026,1979
bgd,0.1069,1980
bgd,0.1109,1981
bgd,0.1157,1982
bgd,0.1197,1983
bgd,0.1234,1984
bgd,0.1506,1985
bgd,0.1592,1986
bgd,0.1654,1987
bgd,0.1733,1988
bgd,0.1738,1989
bgd,0.1928,1990
bgd,0.1915,1991
bgd,0.1969,1992
bgd,0.2037,1993
bgd,0.213,1994
bgd,0.2289,1995
bgd,0.2483,1996
bgd,0.2996,1997
bgd,0.3635,1998
bgd,0.4255,1999
bgd,0.5524,2000
bgd,0.7631,2001
bgd,1.16,2002
bgd,1.426,2003
bgd,2.4,2004
bgd,6.57,2005
bgd,12.99,2006
brb,11.01,1975
brb,11.76,1976
brb,12.69,1977
brb,13.16,1978
brb,13.62,1979
brb,13.87,1980
brb,13.95,1981
brb,15.11,1982
brb,16.43,1983
brb,17.88,1984
brb,18.65,1985
brb,19.7,1986
brb,20.79,1987
brb,22.28,1988
brb,24.56,1989
brb,26.59,1990
brb,28.72,1991
brb,29.41,1992
brb,30.37,1993
brb,31.73,1994
brb,33.85,1995
brb,36.55,1996
brb,41.2,1997
brb,44.02,1998
brb,47.44,1999
brb,53.17,2000
brb,63.31,2001
brb,79.73,2002
brb,94.54,2003
brb,115.5,2004
brb,116.8,2005
blr,5.233,1975
blr,5.749,1976
blr,6.175,1977
blr,6.629,1978
blr,7.052,1979
blr,7.497,1980
blr,7.793,1981
blr,8.216,1982
blr,8.74,1983
blr,9.809,1984
blr,10.05,1985
blr,11.1,1986
blr,12.14,1987
blr,13.29,1988
blr,14.4,1989
blr,15.45,1990
blr,16.42,1991
blr,17.08,1992
blr,17.72,1993
blr,18.5,1994
blr,19.37,1995
blr,21.01,1996
blr,22.94,1997
blr,24.85,1998
blr,26.53,1999
blr,28.0,2000
blr,30.1,2001
blr,34.56,2002
blr,42.43,2003
blr,55.12,2004
blr,75.53,2005
blr,95.84,2006
bel,18.89,1975
bel,19.78,1976
bel,20.87,1977
bel,22.16,1978
bel,23.55,1979
bel,24.8,1980
bel,26.26,1981
bel,27.62,1982
bel,28.59,1983
bel,29.69,1984
bel,30.76,1985
bel,32.76,1986
bel,34.19,1987
bel,35.79,1988
bel,37.66,1989
bel,39.68,1990
bel,41.46,1991
bel,43.06,1992
bel,44.26,1993
bel,46.18,1994
bel,48.51,1995
bel,50.23,1996
bel,56.41,1997
bel,64.81,1998
bel,80.14,1999
bel,104.0,2000
bel,124.7,2001
bel,126.1,2002
bel,129.9,2003
bel,133.7,2004
bel,135.8,2005
bel,136.4,2006
blz,2.565,1975
blz,2.545,1976
blz,2.612,1977
blz,2.594,1978
blz,2.709,1979
blz,2.651,1980
blz,2.601,1981
blz,3.399,1982
blz,3.847,1983
blz,3.753,1984
blz,4.212,1985
blz,4.695,1986
blz,5.708,1987
blz,6.813,1988
blz,8.326,1989
blz,9.164,1990
blz,10.97,1991
blz,12.48,1992
blz,14.16,1993
blz,13.76,1994
blz,14.08,1995
blz,14.32,1996
blz,14.44,1997
blz,15.1,1998
blz,17.57,1999
blz,21.04,2000
blz,28.91,2001
blz,31.31,2002
blz,34.23,2003
blz,44.37,2004
blz,52.74,2005
blz,51.15,2006
ben,0.1654,1975
ben,0.1776,1976
ben,0.1878,1977
ben,0.2015,1978
ben,0.2139,1979
ben,0.2296,1980
ben,0.2455,1981
ben,0.2441,1982
ben,0.2424,1983
ben,0.249,1984
ben,0.2476,1985
ben,0.265,1986
ben,0.2812,1987
ben,0.2809,1988
ben,0.2845,1989
ben,0.2853,1990
ben,0.2795,1991
ben,0.2827,1992
ben,0.3526,1993
ben,0.3991,1994
ben,0.4712,1995
ben,0.552,1996
ben,0.6168,1997
ben,0.6561,1998
ben,0.7266,1999
ben,1.482,2000
ben,2.47,2001
ben,3.652,2002
ben,3.802,2003
ben,5.587,2004
ben,9.732,2005
ben,12.94,2006
bmu,33.02,1975
bmu,33.65,1976
bmu,36.3,1977
bmu,38.25,1978
bmu,39.96,1979
bmu,41.43,1980
bmu,43.2,1981
bmu,48.27,1982
bmu,49.78,1983
bmu,51.65,1984
bmu,53.26,1985
bmu,55.11,1986
bmu,62.15,1989
bmu,63.52,1990
bmu,66.28,1991
bmu,68.4,1992
bmu,74.54,1993
bmu,80.49,1994
bmu,85.46,1995
bmu,91.45,1996
bmu,100.4,1997
bmu,107.0,1998
bmu,109.2,1999
bmu,111.2,2000
bmu,111.2,2001
bmu,137.1,2002
bmu,162.4,2004
bmu,165.5,2005
bmu,184.6,2006
btn,0.1593,1975
btn,0.1807,1976
btn,0.1745,1977
btn,0.1687,1978
btn,0.2682,1979
btn,0.2816,1980
btn,0.2764,1981
btn,0.2922,1982
btn,0.3073,1983
btn,0.3104,1984
btn,0.3122,1985
btn,0.3225,1986
btn,0.3213,1987
btn,0.3207,1988
btn,0.339,1989
btn,0.3418,1990
btn,0.4592,1991
btn,0.5531,1992
btn,0.7291,1993
btn,0.8932,1994
btn,1.034,1995
btn,1.193,1996
btn,1.244,1997
btn,1.973,1998
btn,2.207,1999
btn,2.532,2000
btn,3.056,2001
btn,3.32,2002
btn,5.464,2003
btn,7.932,2004
btn,11.08,2005
btn,17.51,2006
bol,2.523,1980
bol,2.594,1981
bol,2.648,1982
bol,2.625,1983
bol,2.702,1984
bol,2.662,1985
bol,2.621,1986
bol,2.636,1987
bol,2.594,1988
bol,2.607,1989
bol,2.739,1990
bol,2.994,1991
bol,3.0,1992
bol,3.279,1993
bol,3.375,1994
bol,3.396,1995
bol,4.995,1996
bol,6.437,1997
bol,8.668,1998
bol,11.33,1999
bol,13.15,2000
bol,15.37,2001
bol,18.63,2002
bol,21.38,2003
bol,26.93,2004
bol,33.41,2005
bol,35.97,2006
bih,15.13,1992
bih,16.07,1993
bih,7.068,1994
bih,6.952,1995
bih,8.048,1996
bih,9.007,1997
bih,10.02,1998
bih,11.38,1999
bih,23.06,2000
bih,33.58,2001
bih,42.56,2002
bih,51.66,2003
bih,60.4,2004
bih,65.47,2005
bih,73.27,2006
bwa,0.5687,1975
bwa,0.5831,1976
bwa,0.6175,1977
bwa,0.6376,1978
bwa,0.6662,1979
bwa,0.7157,1980
bwa,0.7576,1981
bwa,0.796,1982
bwa,0.8589,1983
bwa,0.8863,1984
bwa,0.901,1985
bwa,0.9701,1986
bwa,1.168,1987
bwa,1.414,1988
bwa,1.672,1989
bwa,1.929,1990
bwa,2.317,1991
bwa,2.519,1992
bwa,2.921,1993
bwa,3.301,1994
bwa,3.81,1995
bwa,4.504,1996
bwa,5.226,1997
bwa,7.015,1998
bwa,12.69,1999
bwa,20.71,2000
bwa,27.4,2001
bwa,32.49,2002
bwa,36.46,2003
bwa,38.58,2004
bwa,52.02,2005
bwa,60.1,2006
bra,2.036,1975
bra,2.267,1976
bra,2.7,1977
bra,3.206,1978
bra,3.611,1979
bra,4.07,1980
bra,4.282,1981
bra,4.57,1982
bra,4.833,1983
bra,5.028,1984
bra,5.291,1985
bra,5.363,1986
bra,5.513,1987
bra,5.729,1988
bra,5.981,1989
bra,6.293,1990
bra,6.633,1991
bra,7.041,1992
bra,7.324,1993
bra,8.067,1994
bra,9.002,1995
bra,10.73,1996
bra,12.96,1997
bra,16.18,1998
bra,23.32,1999
bra,31.07,2000
bra,37.45,2001
bra,41.11,2002
bra,47.08,2003
bra,57.07,2004
bra,67.47,2005
bra,73.27,2006
brn,4.142,1977
brn,4.547,1978
brn,5.087,1979
brn,5.75,1980
brn,7.035,1981
brn,7.317,1982
brn,8.061,1983
brn,8.762,1984
brn,9.331,1985
brn,9.721,1986
brn,10.43,1987
brn,11.35,1988
brn,14.31,1990
brn,15.93,1991
brn,19.2,1992
brn,22.73,1993
brn,26.89,1994
brn,35.26,1995
brn,40.42,1996
brn,39.25,1997
brn,39.91,1998
brn,44.55,1999
brn,52.63,2000
brn,67.79,2001
brn,67.23,2002
brn,72.52,2003
brn,78.08,2004
brn,84.74,2005
brn,87.5,2006
bgr,9.121,1979
bgr,10.25,1980
bgr,12.89,1981
bgr,12.71,1982
bgr,15.18,1983
bgr,15.69,1984
bgr,16.78,1985
bgr,17.86,1986
bgr,19.45,1987
bgr,21.0,1988
bgr,22.46,1989
bgr,24.95,1990
bgr,25.55,1991
bgr,27.4,1992
bgr,28.46,1993
bgr,29.57,1994
bgr,30.76,1995
bgr,32.0,1996
bgr,33.1,1997
bgr,34.94,1998
bgr,38.78,1999
bgr,44.91,2000
bgr,56.09,2001
bgr,69.51,2002
bgr,80.77,2003
bgr,95.83,2004
bgr,112.9,2005
bgr,138.5,2006
bfa,0.0394,1975
bfa,0.0417,1976
bfa,0.0627,1977
bfa,0.0613,1978
bfa,0.0955,1981
bfa,0.1004,1982
bfa,0.1022,1983
bfa,0.1038,1984
bfa,0.1031,1985
bfa,0.121,1986
bfa,0.142,1987
bfa,0.1529,1988
bfa,0.1682,1989
bfa,0.1824,1990
bfa,0.1954,1991
bfa,0.2103,1992
bfa,0.2258,1993
bfa,0.2639,1994
bfa,0.2925,1995
bfa,0.3271,1996
bfa,0.3472,1997
bfa,0.3927,1998
bfa,0.4544,1999
bfa,0.6604,2000
bfa,1.095,2001
bfa,1.365,2002
bfa,2.329,2003
bfa,3.562,2004
bfa,5.202,2005
bfa,7.74,2006
bdi,0.0734,1975
bdi,0.0695,1976
bdi,0.0469,1981
bdi,0.04994,1982
bdi,0.0533,1983
bdi,0.0807,1984
bdi,0.1087,1985
bdi,0.1312,1986
bdi,0.1361,1987
bdi,0.1363,1988
bdi,0.1382,1989
bdi,0.1397,1990
bdi,0.1757,1991
bdi,0.2167,1992
bdi,0.2625,1993
bdi,0.2626,1994
bdi,0.2855,1995
bdi,0.2493,1996
bdi,0.2585,1997
bdi,0.2865,1998
bdi,0.3027,1999
bdi,0.5447,2000
bdi,0.789,2001
bdi,1.051,2002
bdi,1.205,2003
bdi,1.696,2004
bdi,2.343,2005
khm,0.0287,1987
khm,0.0295,1988
khm,0.0309,1989
khm,0.0321,1990
khm,0.0387,1991
khm,0.0392,1992
khm,0.0841,1993
khm,0.1552,1994
khm,0.1986,1995
khm,0.3297,1996
khm,0.4471,1997
khm,0.698,1998
khm,0.9326,1999
khm,1.263,2000
khm,1.973,2001
khm,3.133,2002
khm,3.927,2003
khm,6.514,2004
khm,7.846,2005
khm,8.261,2006
cmr,0.166,1975
cmr,0.168,1976
cmr,0.1701,1977
cmr,0.1772,1978
cmr,0.1881,1979
cmr,0.1895,1980
cmr,0.1958,1981
cmr,0.2215,1982
cmr,0.2532,1983
cmr,0.2755,1984
cmr,0.284,1985
cmr,0.2989,1986
cmr,0.3131,1987
cmr,0.3123,1988
cmr,0.3238,1989
cmr,0.3286,1990
cmr,0.3328,1991
cmr,0.4217,1992
cmr,0.4288,1993
cmr,0.4366,1994
cmr,0.4865,1995
cmr,0.5137,1996
cmr,0.5374,1997
cmr,0.6538,1998
cmr,0.6494,1999
cmr,1.25,2000
cmr,3.224,2001
cmr,4.886,2002
cmr,6.901,2003
cmr,9.397,2004
cmr,13.22,2005
can,35.67,1975
can,36.63,1976
can,37.49,1977
can,38.57,1978
can,39.52,1979
can,40.58,1980
can,41.34,1981
can,41.01,1982
can,41.12,1983
can,46.02,1984
can,48.16,1985
can,49.64,1986
can,51.01,1987
can,52.72,1988
can,54.76,1989
can,57.14,1990
can,58.89,1991
can,60.57,1992
can,62.6,1993
can,65.66,1994
can,68.67,1995
can,72.36,1996
can,76.22,1997
can,81.46,1998
can,89.48,1999
can,96.09,2000
can,102.2,2001
can,103.6,2002
can,107.2,2003
can,111.2,2004
can,117.0,2005
cpv,0.5363,1975
cpv,0.4975,1980
cpv,0.5327,1981
cpv,0.5679,1982
cpv,0.6183,1983
cpv,0.7012,1984
cpv,0.7151,1985
cpv,1.142,1986
cpv,1.687,1987
cpv,1.885,1988
cpv,1.958,1989
cpv,2.321,1990
cpv,2.5,1991
cpv,3.12,1992
cpv,3.992,1993
cpv,4.712,1994
cpv,5.363,1995
cpv,6.144,1996
cpv,7.912,1997
cpv,9.532,1998
cpv,12.48,1999
cpv,16.51,2000
cpv,20.73,2001
cpv,23.95,2002
cpv,25.86,2003
cpv,28.11,2004
cpv,30.22,2005
cpv,34.8,2006
caf,0.1157,1978
caf,0.1052,1979
caf,0.1124,1980
caf,0.1033,1981
caf,0.116,1982
caf,0.1104,1983
caf,0.1061,1984
caf,0.0971,1985
caf,0.1422,1986
caf,0.1461,1987
caf,0.1513,1988
caf,0.154,1989
caf,0.1665,1990
caf,0.1735,1991
caf,0.1918,1992
caf,0.2068,1993
caf,0.2195,1994
caf,0.2443,1995
caf,0.3045,1996
caf,0.3085,1997
caf,0.3019,1998
caf,0.3701,1999
caf,0.3736,2000
caf,0.5064,2001
caf,0.5403,2002
caf,1.219,2003
caf,1.698,2004
caf,2.624,2005
tcd,0.0578,1975
tcd,0.0565,1976
tcd,0.0554,1977
tcd,0.01166,1981
tcd,0.0139,1982
tcd,0.0234,1983
tcd,0.0313,1984
tcd,0.0402,1985
tcd,0.0425,1986
tcd,0.0436,1987
tcd,0.0579,1988
tcd,0.06145,1989
tcd,0.0659,1990
tcd,0.0653,1991
tcd,0.0646,1992
tcd,0.0681,1993
tcd,0.0683,1994
tcd,0.0746,1995
tcd,0.0813,1996
tcd,0.0979,1997
tcd,0.1094,1998
tcd,0.1187,1999
tcd,0.1862,2000
tcd,0.3722,2001
tcd,0.5048,2002
tcd,0.8183,2003
tcd,1.386,2004
tcd,2.198,2005
tcd,4.577,2006
chl,2.852,1975
chl,2.915,1976
chl,3.033,1977
chl,3.176,1978
chl,3.187,1979
chl,3.249,1980
chl,3.409,1981
chl,3.508,1982
chl,3.731,1983
chl,4.041,1984
chl,4.438,1985
chl,4.535,1986
chl,4.642,1987
chl,4.915,1988
chl,5.026,1989
chl,6.663,1990
chl,8.139,1991
chl,9.86,1992
chl,11.54,1993
chl,12.02,1994
chl,14.0,1995
chl,16.9,1996
chl,20.93,1997
chl,26.69,1998
chl,35.27,1999
chl,43.5,2000
chl,55.01,2001
chl,61.56,2002
chl,67.53,2003
chl,79.91,2004
chl,85.95,2005
chl,96.01,2006
chn,0.1846,1975
chn,0.1892,1976
chn,0.1943,1977
chn,0.2013,1978
chn,0.2098,1979
chn,0.2182,1980
chn,0.2235,1981
chn,0.2322,1982
chn,0.2451,1983
chn,0.2675,1984
chn,0.2968,1985
chn,0.3285,1986
chn,0.3605,1987
chn,0.4294,1988
chn,0.5087,1989
chn,0.6051,1990
chn,0.7385,1991
chn,0.9997,1992
chn,1.525,1993
chn,2.422,1994
chn,3.68,1995
chn,5.076,1996
chn,6.792,1997
chn,8.961,1998
chn,12.12,1999
chn,18.22,2000
chn,25.57,2001
chn,32.82,2002
chn,41.35,2003
chn,49.88,2004
chn,57.02,2005
chn,63.18,2006
col,3.31,1975
col,3.326,1976
col,3.535,1977
col,3.729,1978
col,3.687,1979
col,3.794,1980
col,3.914,1981
col,4.365,1982
col,4.291,1983
col,4.873,1984
col,5.393,1985
col,5.583,1986
col,5.835,1987
col,6.173,1988
col,6.363,1989
col,6.924,1990
col,7.408,1991
col,7.791,1992
col,8.509,1993
col,9.58,1994
col,10.84,1995
col,13.27,1996
col,16.8,1997
col,20.26,1998
col,21.05,1999
col,22.67,2000
col,25.11,2001
col,28.74,2002
col,32.13,2003
col,40.59,2004
col,65.7,2005
col,82.59,2006
com,0.2685,1980
com,0.2907,1981
com,0.3115,1982
com,0.331,1983
com,0.3762,1984
com,0.4173,1985
com,0.452,1986
com,0.5002,1987
com,0.5601,1988
com,0.6813,1989
com,0.7501,1990
com,0.8149,1991
com,0.8439,1992
com,0.8604,1993
com,0.8974,1994
com,0.9003,1995
com,1.003,1996
com,1.086,1997
com,1.202,1998
com,1.233,1999
com,1.253,2000
com,1.608,2001
com,1.82,2002
com,2.648,2003
com,4.16,2004
com,5.496,2005
cod,0.1122,1975
cod,0.1087,1976
cod,0.099,1977
cod,0.0959,1978
cod,0.0929,1979
cod,0.0948,1980
cod,0.0831,1981
cod,0.0839,1982
cod,0.0837,1983
cod,0.09099,1984
cod,0.0894,1985
cod,0.0868,1986
cod,0.0842,1987
cod,0.0822,1988
cod,0.0873,1989
cod,0.0896,1990
cod,0.0889,1991
cod,0.0981,1995
cod,0.0929,1996
cod,0.0379,1997
cod,0.0399,1998
cod,0.0435,1999
cod,0.0489,2000
cod,0.3074,2001
cod,1.065,2002
cod,2.276,2003
cod,3.516,2004
cod,4.693,2005
cod,7.297,2006
cog,0.3628,1975
cog,0.3956,1976
cog,0.3968,1977
cog,0.4093,1978
cog,0.4401,1979
cog,0.4711,1980
cog,0.4779,1981
cog,0.4678,1982
cog,0.4834,1983
cog,0.4792,1984
cog,0.4847,1985
cog,0.4774,1986
cog,0.4908,1987
cog,0.6564,1988
cog,0.67,1989
cog,0.6545,1990
cog,0.6782,1991
cog,0.6985,1992
cog,0.7267,1993
cog,0.757,1994
cog,0.7665,1995
cog,0.8005,1996
cog,0.836,1998
cog,0.8653,1999
cog,2.872,2000
cog,5.236,2001
cog,7.241,2002
cog,9.772,2003
cog,11.26,2004
cog,14.01,2005
cri,3.95,1975
cri,4.315,1976
cri,4.915,1977
cri,5.544,1978
cri,5.853,1979
cri,6.706,1980
cri,7.069,1981
cri,7.598,1982
cri,7.635,1983
cri,7.716,1984
cri,7.785,1985
cri,7.749,1986
cri,8.449,1987
cri,8.779,1988
cri,9.071,1989
cri,9.15,1990
cri,9.669,1991
cri,10.21,1992
cri,11.14,1993
cri,12.89,1994
cri,14.32,1995
cri,16.06,1996
cri,20.49,1997
cri,22.71,1998
cri,24.5,1999
cri,28.26,2000
cri,31.68,2001
cri,37.6,2002
cri,46.39,2003
cri,53.29,2004
cri,57.53,2005
cri,63.54,2006
civ,0.3644,1975
civ,0.3796,1976
civ,0.3829,1977
civ,0.4024,1978
civ,0.4105,1979
civ,0.449,1980
civ,0.4867,1981
civ,0.5126,1982
civ,0.5304,1983
civ,0.5145,1984
civ,0.5434,1985
civ,0.5576,1986
civ,0.5575,1987
civ,0.5616,1988
civ,0.5547,1989
civ,0.5693,1990
civ,0.6144,1991
civ,0.6134,1992
civ,0.6389,1993
civ,0.7097,1994
civ,0.7727,1995
civ,0.9296,1996
civ,1.125,1997
civ,1.605,1998
civ,2.856,1999
civ,4.321,2000
civ,5.879,2001
civ,7.642,2002
civ,8.446,2003
civ,10.57,2004
civ,14.03,2005
civ,22.87,2006
hrv,4.852,1975
hrv,5.406,1976
hrv,5.887,1977
hrv,6.639,1978
hrv,7.255,1979
hrv,7.89,1980
hrv,8.594,1981
hrv,9.558,1982
hrv,10.73,1983
hrv,11.54,1984
hrv,12.34,1985
hrv,13.13,1986
hrv,13.92,1987
hrv,14.81,1988
hrv,15.82,1989
hrv,17.22,1990
hrv,19.81,1991
hrv,21.5,1992
hrv,22.39,1993
hrv,26.38,1994
hrv,28.28,1995
hrv,32.38,1996
hrv,35.2,1997
hrv,38.68,1998
hrv,42.39,1999
hrv,61.17,2000
hrv,79.63,2001
hrv,93.74,2002
hrv,99.25,2003
hrv,106.3,2004
hrv,124.5,2005
hrv,141.9,2006
cub,2.066,1976
cub,2.047,1977
cub,2.021,1978
cub,2.161,1979
cub,2.351,1981
cub,2.46,1982
cub,2.56,1983
cub,2.561,1984
cub,2.663,1985
cub,2.829,1986
cub,3.603,1987
cub,3.399,1988
cub,2.895,1989
cub,3.174,1990
cub,3.172,1991
cub,3.134,1992
cub,3.23,1993
cub,3.223,1994
cub,3.249,1995
cub,3.266,1996
cub,3.39,1997
cub,3.539,1998
cub,3.952,1999
cub,4.444,2000
cub,5.217,2001
cub,6.101,2002
cub,6.766,2003
cub,7.504,2004
cub,8.806,2005
cub,9.991,2006
cyp,8.667,1975
cyp,9.56,1976
cyp,8.644,1977
cyp,10.57,1978
cyp,11.9,1979
cyp,13.02,1980
cyp,14.88,1981
cyp,16.27,1982
cyp,18.93,1983
cyp,22.33,1984
cyp,25.13,1985
cyp,28.47,1986
cyp,32.53,1987
cyp,36.17,1988
cyp,39.54,1989
cyp,42.96,1990
cyp,46.05,1991
cyp,49.18,1992
cyp,52.12,1993
cyp,55.28,1994
cyp,60.2,1995
cyp,66.1,1996
cyp,71.26,1997
cyp,76.75,1998
cyp,83.84,1999
cyp,94.87,2000
cyp,106.8,2001
cyp,119.0,2002
cyp,135.0,2003
cyp,143.1,2004
cyp,150.3,2005
cyp,153.8,2006
cze,11.27,1979
cze,11.52,1980
cze,11.74,1981
cze,11.96,1982
cze,12.31,1983
cze,12.61,1984
cze,12.89,1985
cze,13.35,1986
cze,13.89,1987
cze,14.44,1988
cze,15.03,1989
cze,15.67,1990
cze,16.57,1991
cze,17.67,1992
cze,19.23,1993
cze,21.37,1994
cze,24.13,1995
cze,29.25,1996
cze,36.94,1997
cze,45.72,1998
cze,55.92,1999
cze,79.99,2000
cze,105.7,2001
cze,120.4,2002
cze,130.7,2003
cze,139.2,2004
cze,146.5,2005
dnk,33.73,1975
dnk,36.18,1976
dnk,38.41,1977
dnk,40.27,1978
dnk,42.12,1979
dnk,43.45,1980
dnk,44.68,1981
dnk,46.09,1982
dnk,47.31,1983
dnk,48.84,1984
dnk,50.63,1985
dnk,52.45,1986
dnk,54.4,1987
dnk,56.4,1988
dnk,57.89,1989
dnk,59.52,1990
dnk,60.67,1991
dnk,62.21,1992
dnk,65.86,1993
dnk,69.67,1994
dnk,76.81,1995
dnk,86.81,1996
dnk,90.54,1997
dnk,102.4,1998
dnk,117.8,1999
dnk,134.9,2000
dnk,146.1,2001
dnk,152.2,2002
dnk,155.6,2003
dnk,160.3,2004
dnk,162.4,2005
dnk,164.4,2006
dji,0.6927,1975
dji,0.6666,1976
dji,0.6144,1977
dji,0.6481,1978
dji,0.7088,1979
dji,0.7717,1980
dji,0.8443,1981
dji,0.9403,1982
dji,0.9741,1983
dji,0.9559,1984
dji,1.006,1985
dji,1.001,1986
dji,0.9612,1987
dji,0.961,1988
dji,0.9011,1989
dji,1.019,1990
dji,1.075,1991
dji,1.146,1992
dji,1.222,1993
dji,1.23,1994
dji,1.211,1995
dji,1.287,1996
dji,1.279,1997
dji,1.187,1998
dji,1.284,1999
dji,1.361,2000
dji,1.73,2001
dji,3.294,2002
dji,4.27,2003
dji,5.768,2004
dji,6.818,2005
dma,3.075,1975
dma,3.565,1976
dma,4.086,1977
dma,4.352,1978
dma,0.5502,1979
dma,1.65,1980
dma,4.169,1982
dma,4.197,1983
dma,5.283,1984
dma,6.542,1985
dma,8.186,1986
dma,9.589,1987
dma,10.99,1988
dma,13.79,1989
dma,16.1,1990
dma,17.23,1991
dma,19.04,1992
dma,22.06,1993
dma,23.05,1994
dma,24.38,1995
dma,26.6,1996
dma,27.42,1997
dma,28.86,1998
dma,30.94,1999
dma,33.51,2000
dma,43.56,2001
dma,50.48,2002
dma,64.95,2003
dma,87.87,2004
dom,1.829,1980
dom,1.877,1981
dom,1.909,1982
dom,1.977,1983
dom,2.072,1984
dom,2.175,1985
dom,2.198,1986
dom,4.721,1990
dom,5.596,1991
dom,6.421,1992
