aid_received_total_us_inflation_adjusted,geo,time
944100000,sen,1991
926900000,sen,1992
723600000,sen,1993
886200000,sen,1994
814300000,sen,1995
746400000,sen,1996
604200000,sen,1997
724000000,sen,1998
788900000,sen,1999
676300000,sen,2000
688100000,sen,2001
670400000,sen,2002
597800000,sen,2003
1264000000,sen,2004
807800000,sen,2005
972000000,sen,2006
896300000,sen,2007
1036000000,sen,2008
1013000000,sen,2009
927700000,sen,2010
71540000,srb,1994
119400000,srb,1995
83820000,srb,1996
137500000,srb,1997
161300000,srb,1998
1166000000,srb,1999
1902000000,srb,2000
2159000000,srb,2001
2929000000,srb,2002
1728000000,srb,2003
1375000000,srb,2004
1228000000,srb,2005
1749000000,srb,2006
864200000,srb,2007
932500000,srb,2008
601600000,srb,2009
659900000,srb,2010
10580000,syc,1960
9360000,syc,1961
4400000,syc,1962
5680000,syc,1963
8090000,syc,1964
12520000,syc,1965
7180000,syc,1966
17170000,syc,1967
20850000,syc,1968
10330000,syc,1969
30110000,syc,1970
52080000,syc,1971
53120000,syc,1972
46070000,syc,1973
44760000,syc,1974
32580000,syc,1975
34000000,syc,1976
44350000,syc,1977
52370000,syc,1978
65130000,syc,1979
46930000,syc,1980
39200000,syc,1981
45010000,syc,1982
39470000,syc,1983
40910000,syc,1984
64510000,syc,1985
62620000,syc,1986
46160000,syc,1987
35910000,syc,1988
34590000,syc,1989
55340000,syc,1990
34360000,syc,1991
27460000,syc,1992
29460000,syc,1993
18320000,syc,1994
15020000,syc,1995
25120000,syc,1996
24540000,syc,1997
35660000,syc,1998
18630000,syc,1999
35530000,syc,2000
20200000,syc,2001
85290000,syc,2002
13240000,syc,2003
12670000,syc,2004
19420000,syc,2005
15570000,syc,2006
11720000,syc,2007
12380000,syc,2008
22560000,syc,2009
56040000,syc,2010
64230000,sle,1960
136500000,sle,1961
62410000,sle,1962
77310000,sle,1963
74260000,sle,1964
109800000,sle,1965
68940000,sle,1966
46850000,sle,1967
73280000,sle,1968
54520000,sle,1969
38420000,sle,1970
56820000,sle,1971
50720000,sle,1972
62500000,sle,1973
40520000,sle,1974
58300000,sle,1975
45880000,sle,1976
86330000,sle,1977
112500000,sle,1978
133100000,sle,1979
214000000,sle,1980
148000000,sle,1981
216000000,sle,1982
170900000,sle,1983
150000000,sle,1984
165700000,sle,1985
193900000,sle,1986
120300000,sle,1987
173400000,sle,1988
169400000,sle,1989
89650000,sle,1990
152600000,sle,1991
185800000,sle,1992
316900000,sle,1993
379100000,sle,1994
270400000,sle,1995
241000000,sle,1996
169200000,sle,1997
152200000,sle,1998
105700000,sle,1999
267800000,sle,2000
522200000,sle,2001
552700000,sle,2002
423000000,sle,2003
430900000,sle,2004
378900000,sle,2005
417000000,sle,2006
551800000,sle,2007
360600000,sle,2008
447400000,sle,2009
466800000,sle,2010
-2420000,sgp,1960
-240000,sgp,1961
8880000,sgp,1962
5340000,sgp,1963
4480000,sgp,1964
19400000,sgp,1965
15610000,sgp,1966
54880000,sgp,1967
37720000,sgp,1968
121800000,sgp,1969
219200000,sgp,1970
214800000,sgp,1971
182800000,sgp,1972
139000000,sgp,1973
98460000,sgp,1974
52380000,sgp,1975
47200000,sgp,1976
45160000,sgp,1977
17340000,sgp,1978
13160000,sgp,1979
33230000,sgp,1980
54640000,sgp,1981
54330000,sgp,1982
37940000,sgp,1983
106400000,sgp,1984
65300000,sgp,1985
61520000,sgp,1986
41820000,sgp,1987
35300000,sgp,1988
156000000,sgp,1989
-2850000,sgp,1990
12000000,sgp,1991
27060000,sgp,1992
28730000,sgp,1993
19200000,sgp,1994
17240000,sgp,1995
11040000,svn,1993
45290000,svn,1994
66350000,svn,1995
103500000,svn,1996
143000000,svn,1997
57390000,svn,1998
48160000,svn,1999
104600000,svn,2000
218000000,svn,2001
84660000,svn,2002
17730000,slb,1960
18730000,slb,1961
20720000,slb,1962
26140000,slb,1963
24970000,slb,1964
33810000,slb,1965
40610000,slb,1966
44930000,slb,1967
55410000,slb,1968
60110000,slb,1969
61440000,slb,1970
47430000,slb,1971
76390000,slb,1972
66650000,slb,1973
62560000,slb,1974
97330000,slb,1975
90670000,slb,1976
69460000,slb,1977
90610000,slb,1978
72990000,slb,1979
104400000,slb,1980
73780000,slb,1981
72310000,slb,1982
73580000,slb,1983
53060000,slb,1984
57800000,slb,1985
74600000,slb,1986
114800000,slb,1987
101500000,slb,1988
85870000,slb,1989
75030000,slb,1990
57670000,slb,1991
71110000,slb,1992
81060000,slb,1993
68730000,slb,1994
61780000,slb,1995
55800000,slb,1996
58380000,slb,1997
67440000,slb,1998
61630000,slb,1999
124600000,slb,2000
119600000,slb,2001
57190000,slb,2002
120700000,slb,2003
185700000,slb,2004
274400000,slb,2005
275600000,slb,2006
295600000,slb,2007
256800000,slb,2008
250800000,slb,2009
340500000,slb,2010
232200000,som,1960
252400000,som,1961
216600000,som,1962
288200000,som,1963
185200000,som,1964
240100000,som,1965
362800000,som,1966
104000000,som,1967
248900000,som,1968
236400000,som,1969
178400000,som,1970
196700000,som,1971
170300000,som,1972
260000000,som,1973
354200000,som,1974
622800000,som,1975
386600000,som,1976
791600000,som,1977
756800000,som,1978
705300000,som,1979
1137000000,som,1980
957700000,som,1981
1226000000,som,1982
883200000,som,1983
959100000,som,1984
916200000,som,1985
1080000000,som,1986
1085000000,som,1987
756100000,som,1988
737000000,som,1989
777000000,som,1990
270600000,som,1991
943800000,som,1992
1317000000,som,1993
764100000,som,1994
251700000,som,1995
118000000,som,1996
122600000,som,1997
124500000,som,1998
175700000,som,1999
172200000,som,2000
246500000,som,2001
233900000,som,2002
238700000,som,2003
243800000,som,2004
278400000,som,2005
432900000,som,2006
400300000,som,2007
745700000,som,2008
666400000,som,2009
497500000,som,2010
415500000,zaf,1993
438900000,zaf,1994
529100000,zaf,1995
489900000,zaf,1996
708300000,zaf,1997
742300000,zaf,1998
784500000,zaf,1999
755400000,zaf,2000
675100000,zaf,2001
771500000,zaf,2002
832100000,zaf,2003
726700000,zaf,2004
781700000,zaf,2005
799000000,zaf,2006
828700000,zaf,2007
1086000000,zaf,2008
1076000000,zaf,2009
1031000000,zaf,2010
73850000,lka,1960
72380000,lka,1961
91390000,lka,1962
84220000,lka,1963
66510000,lka,1964
113400000,lka,1965
238600000,lka,1966
330100000,lka,1967
374100000,lka,1968
331400000,lka,1969
323000000,lka,1970
333800000,lka,1971
299800000,lka,1972
262500000,lka,1973
327700000,lka,1974
552500000,lka,1975
583800000,lka,1976
600800000,lka,1977
914000000,lka,1978
813000000,lka,1979
907000000,lka,1980
921100000,lka,1981
1036000000,lka,1982
1184000000,lka,1983
1164000000,lka,1984
1184000000,lka,1985
1112000000,lka,1986
848500000,lka,1987
1026000000,lka,1988
1013000000,lka,1989
1113000000,lka,1990
1287000000,lka,1991
895100000,lka,1992
923100000,lka,1993
770500000,lka,1994
626600000,lka,1995
617300000,lka,1996
447900000,lka,1997
592400000,lka,1998
346000000,lka,1999
362100000,lka,2000
491900000,lka,2001
503700000,lka,2002
865800000,lka,2003
605800000,lka,2004
1369000000,lka,2005
916600000,lka,2006
641300000,lka,2007
731600000,lka,2008
726400000,lka,2009
579800000,lka,2010
213000000,sdn,1960
76920000,sdn,1961
49950000,sdn,1962
107200000,sdn,1963
141000000,sdn,1964
220000000,sdn,1965
257800000,sdn,1966
107100000,sdn,1967
240600000,sdn,1968
61990000,sdn,1969
54160000,sdn,1970
58330000,sdn,1971
333300000,sdn,1972
173400000,sdn,1973
863800000,sdn,1974
1076000000,sdn,1975
952800000,sdn,1976
1005000000,sdn,1977
1078000000,sdn,1978
1772000000,sdn,1979
1573000000,sdn,1980
1546000000,sdn,1981
1849000000,sdn,1982
2400000000,sdn,1983
1565000000,sdn,1984
2758000000,sdn,1985
1985000000,sdn,1986
1621000000,sdn,1987
1587000000,sdn,1988
1288000000,sdn,1989
1307000000,sdn,1990
1298000000,sdn,1991
759100000,sdn,1992
660600000,sdn,1993
577400000,sdn,1994
308800000,sdn,1995
291100000,sdn,1996
203200000,sdn,1997
318200000,sdn,1998
356600000,sdn,1999
353500000,sdn,2000
310800000,sdn,2001
435000000,sdn,2002
795400000,sdn,2003
1162000000,sdn,2004
2060000000,sdn,2005
2246000000,sdn,2006
2163000000,sdn,2007
2523000000,sdn,2008
2387000000,sdn,2009
2076000000,sdn,2010
129700000,sur,1960
142900000,sur,1961
118700000,sur,1962
170500000,sur,1963
134900000,sur,1964
168600000,sur,1965
31050000,sur,1966
32660000,sur,1967
164400000,sur,1968
155000000,sur,1969
210400000,sur,1970
203300000,sur,1971
223600000,sur,1972
154000000,sur,1973
217200000,sur,1974
202200000,sur,1975
381500000,sur,1976
289600000,sur,1977
176400000,sur,1978
225300000,sur,1979
184700000,sur,1980
257200000,sur,1981
274600000,sur,1982
11290000,sur,1983
16380000,sur,1984
29610000,sur,1985
29920000,sur,1986
41790000,sur,1987
40310000,sur,1988
100700000,sur,1989
101900000,sur,1990
70300000,sur,1991
120300000,sur,1992
124200000,sur,1993
90650000,sur,1994
101600000,sur,1995
149600000,sur,1996
116800000,sur,1997
88140000,sur,1998
54450000,sur,1999
52700000,sur,2000
38790000,sur,2001
18590000,sur,2002
14220000,sur,2003
28050000,sur,2004
50540000,sur,2005
71740000,sur,2006
151200000,sur,2007
95290000,sur,2008
151700000,sur,2009
103700000,sur,2010
81880000,swz,1960
107200000,swz,1961
58350000,swz,1962
56090000,swz,1963
109400000,swz,1964
123800000,swz,1965
82310000,swz,1966
73450000,swz,1967
65550000,swz,1968
77880000,swz,1969
40550000,swz,1970
10110000,swz,1971
47680000,swz,1972
54170000,swz,1973
66720000,swz,1974
53290000,swz,1975
49040000,swz,1976
104000000,swz,1977
129900000,swz,1978
124800000,swz,1979
110500000,swz,1980
82000000,swz,1981
63230000,swz,1982
78490000,swz,1983
75350000,swz,1984
57660000,swz,1985
69600000,swz,1986
81650000,swz,1987
67760000,swz,1988
54420000,swz,1989
83340000,swz,1990
79860000,swz,1991
79850000,swz,1992
79160000,swz,1993
78150000,swz,1994
72740000,swz,1995
40490000,swz,1996
38310000,swz,1997
47170000,swz,1998
39980000,swz,1999
19380000,swz,2000
47710000,swz,2001
33870000,swz,2002
51780000,swz,2003
29150000,swz,2004
56810000,swz,2005
40690000,swz,2006
53510000,swz,2007
68550000,swz,2008
56340000,swz,2009
91450000,swz,2010
119300000,syr,1960
105400000,syr,1961
181400000,syr,1962
26770000,syr,1963
32100000,syr,1964
25810000,syr,1965
140600000,syr,1966
41990000,syr,1967
35970000,syr,1968
71870000,syr,1969
140900000,syr,1970
127700000,syr,1971
287200000,syr,1972
1967000000,syr,1973
3208000000,syr,1974
3027000000,syr,1975
2799000000,syr,1976
3359000000,syr,1977
2607000000,syr,1978
5223000000,syr,1979
4472000000,syr,1980
4404000000,syr,1981
2847000000,syr,1982
2221000000,syr,1983
1641000000,syr,1984
1545000000,syr,1985
1517000000,syr,1986
1422000000,syr,1987
286000000,syr,1988
203200000,syr,1989
1344000000,syr,1990
771200000,syr,1991
272300000,syr,1992
344000000,syr,1993
899500000,syr,1994
410000000,syr,1995
269700000,syr,1996
262200000,syr,1997
214500000,syr,1998
287200000,syr,1999
216600000,syr,2000
253900000,syr,2001
94110000,syr,2002
161400000,syr,2003
126400000,syr,2004
80000000,syr,2005
16350000,syr,2006
72290000,syr,2007
138400000,syr,2008
201900000,syr,2009
135000000,syr,2010
17230000,tjk,1992
38010000,tjk,1993
96220000,tjk,1994
85710000,tjk,1995
135700000,tjk,1996
122000000,tjk,1997
227600000,tjk,1998
173700000,tjk,1999
181700000,tjk,2000
248300000,tjk,2001
226800000,tjk,2002
188700000,tjk,2003
301600000,tjk,2004
288900000,tjk,2005
270000000,tjk,2006
231900000,tjk,2007
283900000,tjk,2008
410900000,tjk,2009
436600000,tjk,2010
98280000,tza,1960
349200000,tza,1961
395800000,tza,1962
265600000,tza,1963
374900000,tza,1964
291400000,tza,1965
251700000,tza,1966
295300000,tza,1967
288800000,tza,1968
251500000,tza,1969
333200000,tza,1970
374600000,tza,1971
326800000,tza,1972
454500000,tza,1973
668400000,tza,1974
1065000000,tza,1975
919800000,tza,1976
1098000000,tza,1977
1212000000,tza,1978
1485000000,tza,1979
1571000000,tza,1980
1749000000,tza,1981
1782000000,tza,1982
1597000000,tza,1983
1566000000,tza,1984
1369000000,tza,1985
1503000000,tza,1986
1727000000,tza,1987
1754000000,tza,1988
1611000000,tza,1989
1803000000,tza,1990
1611000000,tza,1991
1911000000,tza,1992
1436000000,tza,1993
1382000000,tza,1994
1119000000,tza,1995
1148000000,tza,1996
1364000000,tza,1997
1433000000,tza,1998
1447000000,tza,1999
1559000000,tza,2000
1918000000,tza,2001
1928000000,tza,2002
2205000000,tza,2003
2063000000,tza,2004
1694000000,tza,2005
2073000000,tza,2006
3043000000,tza,2007
2252000000,tza,2008
2971000000,tza,2009
2958000000,tza,2010
265600000,tha,1960
179100000,tha,1961
253100000,tha,1962
241700000,tha,1963
236400000,tha,1964
368600000,tha,1965
311000000,tha,1966
380200000,tha,1967
432800000,tha,1968
441800000,tha,1969
472800000,tha,1970
365400000,tha,1971
294000000,tha,1972
286000000,tha,1973
309000000,tha,1974
347300000,tha,1975
627700000,tha,1976
453100000,tha,1977
731700000,tha,1978
1027000000,tha,1979
1036000000,tha,1980
1010000000,tha,1981
1019000000,tha,1982
1108000000,tha,1983
1196000000,tha,1984
1207000000,tha,1985
928000000,tha,1986
800600000,tha,1987
806500000,tha,1988
1058000000,tha,1989
1205000000,tha,1990
1028000000,tha,1991
990100000,tha,1992
744200000,tha,1993
678400000,tha,1994
859700000,tha,1995
939100000,tha,1996
786000000,tha,1997
926300000,tha,1998
1201000000,tha,1999
795700000,tha,2000
380500000,tha,2001
395400000,tha,2002
-1143000000,tha,2003
63000000,tha,2004
-200200000,tha,2005
-310400000,tha,2006
-445900000,tha,2007
-730800000,tha,2008
-81970000,tha,2009
-11400000,tha,2010
19690000,tls,1961
3260000,tls,1967
50000,tls,1974
940000,tls,1975
1700000,tls,1976
30000,tls,1978
1100000,tls,1979
940000,tls,1980
650000,tls,1981
600000,tls,1982
1130000,tls,1983
620000,tls,1986
40000,tls,1988
160000,tls,1990
1400000,tls,1991
210000,tls,1992
660000,tls,1993
340000,tls,1994
20000,tls,1995
110000,tls,1996
690000,tls,1997
2630000,tls,1998
284000000,tls,1999
425900000,tls,2000
359100000,tls,2001
366700000,tls,2002
245600000,tls,2003
204700000,tls,2004
226600000,tls,2005
249600000,tls,2006
301400000,tls,2007
286000000,tls,2008
231500000,tls,2009
291500000,tls,2010
950000,tgo,1960
24830000,tgo,1961
35850000,tgo,1962
55030000,tgo,1963
123900000,tgo,1964
108300000,tgo,1965
97660000,tgo,1966
109700000,tgo,1967
138600000,tgo,1968
124100000,tgo,1969
112000000,tgo,1970
115200000,tgo,1971
120100000,tgo,1972
122800000,tgo,1973
167500000,tgo,1974
154200000,tgo,1975
163300000,tgo,1976
208300000,tgo,1977
285000000,tgo,1978
276800000,tgo,1979
207200000,tgo,1980
155900000,tgo,1981
194200000,tgo,1982
293100000,tgo,1983
305200000,tgo,1984
294400000,tgo,1985
359000000,tgo,1986
217900000,tgo,1987
350400000,tgo,1988
339900000,tgo,1989
392200000,tgo,1990
297200000,tgo,1991
310100000,tgo,1992
137000000,tgo,1993
172900000,tgo,1994
243100000,tgo,1995
193200000,tgo,1996
171100000,tgo,1997
181800000,tgo,1998
99890000,tgo,1999
108400000,tgo,2000
73810000,tgo,2001
78220000,tgo,2002
64890000,tgo,2003
77660000,tgo,2004
95440000,tgo,2005
89590000,tgo,2006
124200000,tgo,2007
313300000,tgo,2008
500200000,tgo,2009
418900000,tgo,2010
80000,ton,1960
150000,ton,1961
520000,ton,1962
360000,ton,1963
420000,ton,1964
3570000,ton,1965
4300000,ton,1966
8750000,ton,1967
11100000,ton,1968
4700000,ton,1969
10140000,ton,1970
4850000,ton,1971
7220000,ton,1972
7080000,ton,1973
13010000,ton,1974
14720000,ton,1975
19670000,ton,1976
26950000,ton,1977
30960000,ton,1978
61460000,ton,1979
41610000,ton,1980
45470000,ton,1981
45950000,ton,1982
48910000,ton,1983
43560000,ton,1984
40120000,ton,1985
36360000,ton,1986
44190000,ton,1987
34950000,ton,1988
44590000,ton,1989
50030000,ton,1990
32750000,ton,1991
39930000,ton,1992
48610000,ton,1993
52360000,ton,1994
51090000,ton,1995
43850000,ton,1996
41200000,ton,1997
41320000,ton,1998
34780000,ton,1999
31420000,ton,2000
34650000,ton,2001
39760000,ton,2002
39850000,ton,2003
26360000,ton,2004
40130000,ton,2005
27650000,ton,2006
35330000,ton,2007
28550000,ton,2008
44470000,ton,2009
70450000,ton,2010
750000,tto,1961
4860000,tto,1962
74190000,tto,1963
79200000,tto,1964
88730000,tto,1965
56540000,tto,1966
11960000,tto,1967
53170000,tto,1968
50710000,tto,1969
38270000,tto,1970
37660000,tto,1971
23760000,tto,1972
19370000,tto,1973
24600000,tto,1974
20610000,tto,1975
17930000,tto,1976
18080000,tto,1977
13400000,tto,1978
10910000,tto,1979
8960000,tto,1980
-2700000,tto,1981
13670000,tto,1982
13750000,tto,1983
12060000,tto,1984
19590000,tto,1985
39210000,tto,1986
57790000,tto,1987
14450000,tto,1988
10510000,tto,1989
28110000,tto,1990
-2700000,tto,1991
11710000,tto,1992
2750000,tto,1993
30940000,tto,1994
33620000,tto,1995
22420000,tto,1996
48460000,tto,1997
20720000,tto,1998
39430000,tto,1999
-4560000,tto,2000
-5190000,tto,2001
-14730000,tto,2002
-3810000,tto,2003
-2000000,tto,2004
-1970000,tto,2005
15720000,tto,2006
21070000,tto,2007
8770000,tto,2008
7030000,tto,2009
4330000,tto,2010
311500000,tun,1960
608700000,tun,1961
460900000,tun,1962
639000000,tun,1963
460200000,tun,1964
604600000,tun,1965
537700000,tun,1966
615600000,tun,1967
431200000,tun,1968
718800000,tun,1969
664100000,tun,1970
594100000,tun,1971
566500000,tun,1972
618500000,tun,1973
730100000,tun,1974
768600000,tun,1975
791300000,tun,1976
782200000,tun,1977
870200000,tun,1978
506900000,tun,1979
514200000,tun,1980
599000000,tun,1981
538900000,tun,1982
547400000,tun,1983
496200000,tun,1984
462900000,tun,1985
479400000,tun,1986
524600000,tun,1987
547300000,tun,1988
488800000,tun,1989
593800000,tun,1990
525500000,tun,1991
540700000,tun,1992
368900000,tun,1993
160700000,tun,1994
102900000,tun,1995
172300000,tun,1996
285600000,tun,1997
220400000,tun,1998
379000000,tun,1999
343800000,tun,2000
603300000,tun,2001
347900000,tun,2002
391200000,tun,2003
414500000,tun,2004
417100000,tun,2005
484100000,tun,2006
327500000,tun,2007
362800000,tun,2008
486000000,tun,2009
550400000,tun,2010
972900000,tur,1960
1240000000,tur,1961
1414000000,tur,1962
1459000000,tur,1963
1022000000,tur,1964
1224000000,tur,1965
1322000000,tur,1966
1322000000,tur,1967
1197000000,tur,1968
1098000000,tur,1969
978000000,tur,1970
1086000000,tur,1971
1050000000,tur,1972
373600000,tur,1973
192900000,tur,1974
202200000,tur,1975
541800000,tur,1976
331100000,tur,1977
442200000,tur,1978
1394000000,tur,1979
2124000000,tur,1980
1777000000,tur,1981
1480000000,tur,1982
832300000,tur,1983
580200000,tur,1984
469000000,tur,1985
705700000,tur,1986
613900000,tur,1987
421400000,tur,1988
238700000,tur,1989
1941000000,tur,1990
2336000000,tur,1991
482500000,tur,1992
630600000,tur,1993
265800000,tur,1994
383600000,tur,1995
298800000,tur,1996
20500000,tur,1997
58470000,tur,1998
48390000,tur,1999
495800000,tur,2000
281200000,tur,2001
402000000,tur,2002
228900000,tur,2003
342300000,tur,2004
456100000,tur,2005
645200000,tur,2006
819200000,tur,2007
1103000000,tur,2008
1328000000,tur,2009
1047000000,tur,2010
9850000,tkm,1992
45800000,tkm,1993
39090000,tkm,1994
41280000,tkm,1995
31110000,tkm,1996
29000000,tkm,1997
40770000,tkm,1998
35160000,tkm,1999
51600000,tkm,2000
108000000,tkm,2001
61080000,tkm,2002
37150000,tkm,2003
69350000,tkm,2004
36750000,tkm,2005
48100000,tkm,2006
30190000,tkm,2007
17010000,tkm,2008
41080000,tkm,2009
44650000,tkm,2010
12620000,tca,1974
14190000,tca,1975
17510000,tca,1976
14580000,tca,1977
9560000,tca,1978
6310000,tca,1979
7180000,tca,1980
15400000,tca,1981
23950000,tca,1982
17070000,tca,1983
18610000,tca,1984
14830000,tca,1985
20130000,tca,1986
18560000,tca,1987
13290000,tca,1988
14970000,tca,1989
17330000,tca,1990
24430000,tca,1991
19810000,tca,1992
16480000,tca,1993
22450000,tca,1994
7670000,tca,1995
5630000,tca,1996
5280000,tca,1997
7590000,tca,1998
9570000,tca,1999
8930000,tca,2000
9380000,tca,2001
5530000,tca,2002
2700000,tca,2003
3510000,tca,2004
5820000,tca,2005
-480000,tca,2006
15570000,tca,2007
180000,tuv,1975
13710000,tuv,1976
10050000,tuv,1977
9640000,tuv,1978
11990000,tuv,1979
11570000,tuv,1980
12820000,tuv,1981
15720000,tuv,1982
11080000,tuv,1983
15290000,tuv,1984
9620000,tuv,1985
11100000,tuv,1986
56230000,tuv,1987
24480000,tuv,1988
11610000,tuv,1989
8740000,tuv,1990
8590000,tuv,1991
12880000,tuv,1992
7950000,tuv,1993
11380000,tuv,1994
12180000,tuv,1995
14160000,tuv,1996
13300000,tuv,1997
9430000,tuv,1998
11040000,tuv,1999
7790000,tuv,2000
15360000,tuv,2001
18080000,tuv,2002
9240000,tuv,2003
10820000,tuv,2004
11600000,tuv,2005
19440000,tuv,2006
13570000,tuv,2007
17980000,tuv,2008
19170000,tuv,2009
13330000,tuv,2010
197300000,uga,1960
198300000,uga,1961
249200000,uga,1962
169000000,uga,1963
183500000,uga,1964
152000000,uga,1965
181700000,uga,1966
159100000,uga,1967
166400000,uga,1968
194500000,uga,1969
222000000,uga,1970
192800000,uga,1971
228200000,uga,1972
103100000,uga,1973
70370000,uga,1974
190900000,uga,1975
76150000,uga,1976
59500000,uga,1977
113500000,uga,1978
125700000,uga,1979
268700000,uga,1980
336700000,uga,1981
334500000,uga,1982
358700000,uga,1983
443700000,uga,1984
478200000,uga,1985
420100000,uga,1986
553500000,uga,1987
675300000,uga,1988
897200000,uga,1989
1016000000,uga,1990
981900000,uga,1991
1026000000,uga,1992
895400000,uga,1993
1061000000,uga,1994
1077000000,uga,1995
890700000,uga,1996
1165000000,uga,1997
948200000,uga,1998
864100000,uga,1999
1287000000,uga,2000
1278000000,uga,2001
1064000000,uga,2002
1267000000,uga,2003
1411000000,uga,2004
1353000000,uga,2005
1724000000,uga,2006
1755000000,uga,2007
1592000000,uga,2008
1795000000,uga,2009
1723000000,uga,2010
473200000,ukr,2005
538000000,ukr,2006
429700000,ukr,2007
592700000,ukr,2008
664600000,ukr,2009
626400000,ukr,2010
3950000,are,1960
5060000,are,1961
3880000,are,1962
3480000,are,1963
4590000,are,1964
110000,are,1965
10160000,are,1966
12220000,are,1967
9630000,are,1968
6990000,are,1969
32360000,are,1970
32270000,are,1971
24360000,are,1972
3610000,are,1973
2510000,are,1974
14940000,are,1975
4040000,are,1976
114300000,are,1977
4740000,are,1978
15640000,are,1979
9880000,are,1980
1170000,are,1981
12300000,are,1982
11300000,are,1983
9280000,are,1984
10740000,are,1985
70140000,are,1986
192300000,are,1987
-19130000,are,1988
-9800000,are,1989
5280000,are,1990
-11220000,are,1991
-12260000,are,1992
-13420000,are,1993
-10170000,are,1994
5920000,are,1995
100600000,ury,1960
-7440000,ury,1961
10630000,ury,1962
76920000,ury,1963
32640000,ury,1964
2250000,ury,1965
36320000,ury,1966
36270000,ury,1967
305100000,ury,1968
108700000,ury,1969
77640000,ury,1970
58130000,ury,1971
105200000,ury,1972
92020000,ury,1973
46710000,ury,1974
44540000,ury,1975
44790000,ury,1976
24090000,ury,1977
27710000,ury,1978
34150000,ury,1979
22020000,ury,1980
17860000,ury,1981
11390000,ury,1982
9330000,ury,1983
14000000,ury,1984
17630000,ury,1985
52430000,ury,1986
31640000,ury,1987
68240000,ury,1988
66010000,ury,1989
79220000,ury,1990
70740000,ury,1991
94760000,ury,1992
168200000,ury,1993
109600000,ury,1994
84990000,ury,1995
43630000,ury,1996
45860000,ury,1997
33660000,ury,1998
30770000,ury,1999
25980000,ury,2000
23620000,ury,2001
20970000,ury,2002
31370000,ury,2003
34660000,ury,2004
17100000,ury,2005
23950000,ury,2006
38360000,ury,2007
31840000,ury,2008
48760000,ury,2009
46710000,ury,2010
1960000,uzb,1992
11800000,uzb,1993
39400000,uzb,1994
93640000,uzb,1995
103400000,uzb,1996
176100000,uzb,1997
211100000,uzb,1998
195600000,uzb,1999
235600000,uzb,2000
214700000,uzb,2001
257000000,uzb,2002
240400000,uzb,2003
287300000,uzb,2004
197100000,uzb,2005
167700000,uzb,2006
189700000,uzb,2007
190800000,uzb,2008
191800000,uzb,2009
230800000,uzb,2010
1450000,vut,1960
2620000,vut,1961
3700000,vut,1962
4540000,vut,1963
5590000,vut,1964
4730000,vut,1965
16950000,vut,1966
15530000,vut,1967
19730000,vut,1968
25680000,vut,1969
24080000,vut,1970
32070000,vut,1971
37350000,vut,1972
42380000,vut,1973
77580000,vut,1974
51400000,vut,1975
121900000,vut,1976
58570000,vut,1977
62610000,vut,1978
99240000,vut,1979
96020000,vut,1980
75290000,vut,1981
66740000,vut,1982
72030000,vut,1983
69180000,vut,1984
62550000,vut,1985
58440000,vut,1986
103400000,vut,1987
71390000,vut,1988
72590000,vut,1989
81370000,vut,1990
81610000,vut,1991
63460000,vut,1992
59860000,vut,1993
61190000,vut,1994
61950000,vut,1995
46250000,vut,1996
42430000,vut,1997
66690000,vut,1998
60770000,vut,1999
78080000,vut,2000
61330000,vut,2001
50730000,vut,2002
52450000,vut,2003
53720000,vut,2004
51780000,vut,2005
62190000,vut,2006
64670000,vut,2007
99030000,vut,2008
116000000,vut,2009
108300000,vut,2010
-74450000,ven,1960
-174700000,ven,1961
502100000,ven,1962
304100000,ven,1963
-335200000,ven,1964
-89180000,ven,1965
172600000,ven,1966
107900000,ven,1967
327600000,ven,1968
78740000,ven,1969
59390000,ven,1970
57250000,ven,1971
109200000,ven,1972
71900000,ven,1973
32960000,ven,1974
67640000,ven,1975
6970000,ven,1976
3870000,ven,1977
-41210000,ven,1978
14290000,ven,1979
32240000,ven,1980
35120000,ven,1981
33630000,ven,1982
27930000,ven,1983
41980000,ven,1984
33610000,ven,1985
34330000,ven,1986
32100000,ven,1987
40010000,ven,1988
115900000,ven,1989
108500000,ven,1990
40920000,ven,1991
44830000,ven,1992
56770000,ven,1993
35020000,ven,1994
54440000,ven,1995
49150000,ven,1996
5330000,ven,1997
61210000,ven,1998
67560000,ven,1999
129100000,ven,2000
71260000,ven,2001
87100000,ven,2002
108300000,ven,2003
52760000,ven,2004
57790000,ven,2005
70180000,ven,2006
79470000,ven,2007
56900000,ven,2008
65390000,ven,2009
52740000,ven,2010
265300000,pse,1993
681400000,pse,1994
688000000,pse,1995
758900000,pse,1996
890100000,pse,1997
908100000,pse,1998
829600000,pse,1999
1033000000,pse,2000
1559000000,pse,2001
1458000000,pse,2002
1347000000,pse,2003
1376000000,pse,2004
1177000000,pse,2005
1531000000,pse,2006
1767000000,pse,2007
2390000000,pse,2008
2829000000,pse,2009
2519000000,pse,2010
1174000000,vnm,1960
1123000000,vnm,1961
1168000000,vnm,1962
1385000000,vnm,1963
1480000000,vnm,1964
1786000000,vnm,1965
2824000000,vnm,1966
2439000000,vnm,1967
2300000000,vnm,1968
2272000000,vnm,1969
2030000000,vnm,1970
2103000000,vnm,1971
2473000000,vnm,1972
1942000000,vnm,1973
2665000000,vnm,1974
1234000000,vnm,1975
629100000,vnm,1976
759500000,vnm,1977
1053000000,vnm,1978
