gnipercapita_atlasmethod_current_us,geo,time
650,hnd,1993
630,hnd,1994
640,hnd,1995
660,hnd,1996
720,hnd,1997
750,hnd,1998
790,hnd,1999
920,hnd,2000
1030,hnd,2001
1130,hnd,2002
1200,hnd,2003
1290,hnd,2004
1390,hnd,2005
1470,hnd,2006
1620,hnd,2007
1780,hnd,2008
1840,hnd,2009
1920,hnd,2010
2090,hnd,2011
2090,hnd,2012
2190,hnd,2013
2280,hnd,2014
2374,hnd,2015
5470,hrv,1997
5440,hrv,1998
5110,hrv,1999
5290,hrv,2000
5190,hrv,2001
5470,hrv,2002
6490,hrv,2003
8270,hrv,2004
9870,hrv,2005
10990,hrv,2006
12350,hrv,2007
13960,hrv,2008
13810,hrv,2009
13740,hrv,2010
14050,hrv,2011
13460,hrv,2012
13470,hrv,2013
13020,hrv,2014
12580,hrv,2015
380,hti,2004
420,hti,2005
470,hti,2006
550,hti,2007
620,hti,2008
680,hti,2009
650,hti,2010
700,hti,2011
750,hti,2012
800,hti,2013
820,hti,2014
841,hti,2015
3690,hun,1993
4060,hun,1994
4290,hun,1995
4400,hun,1996
4440,hun,1997
4460,hun,1998
4530,hun,1999
4650,hun,2000
4800,hun,2001
5290,hun,2002
6650,hun,2003
8680,hun,2004
10410,hun,2005
11250,hun,2006
11780,hun,2007
13150,hun,2008
13220,hun,2009
13050,hun,2010
13020,hun,2011
12830,hun,2012
13260,hun,2013
13470,hun,2014
13680,hun,2015
80,idn,1969
90,idn,1970
90,idn,1971
100,idn,1972
120,idn,1973
170,idn,1974
230,idn,1975
280,idn,1976
330,idn,1977
390,idn,1978
420,idn,1979
500,idn,1980
570,idn,1981
590,idn,1982
570,idn,1983
550,idn,1984
520,idn,1985
520,idn,1986
510,idn,1987
530,idn,1988
560,idn,1989
610,idn,1990
610,idn,1991
670,idn,1992
800,idn,1993
880,idn,1994
990,idn,1995
1090,idn,1996
1100,idn,1997
660,idn,1998
570,idn,1999
560,idn,2000
670,idn,2001
720,idn,2002
900,idn,2003
1080,idn,2004
1220,idn,2005
1380,idn,2006
1600,idn,2007
1940,idn,2008
2150,idn,2009
2530,idn,2010
3010,idn,2011
3580,idn,2012
3740,idn,2013
3630,idn,2014
3523,idn,2015
17050,gbm,1997
18820,gbm,1998
21350,gbm,1999
21920,gbm,2000
22330,gbm,2001
23340,gbm,2002
27070,gbm,2003
33330,gbm,2004
38690,gbm,2005
43240,gbm,2006
48300,gbm,2007
90,ind,1962
100,ind,1963
110,ind,1964
110,ind,1965
110,ind,1966
110,ind,1967
100,ind,1968
110,ind,1969
120,ind,1970
120,ind,1971
130,ind,1972
150,ind,1973
170,ind,1974
190,ind,1975
180,ind,1976
190,ind,1977
210,ind,1978
230,ind,1979
280,ind,1980
300,ind,1981
290,ind,1982
290,ind,1983
290,ind,1984
300,ind,1985
320,ind,1986
360,ind,1987
400,ind,1988
400,ind,1989
390,ind,1990
350,ind,1991
350,ind,1992
330,ind,1993
350,ind,1994
380,ind,1995
410,ind,1996
420,ind,1997
420,ind,1998
450,ind,1999
450,ind,2000
460,ind,2001
470,ind,2002
530,ind,2003
620,ind,2004
730,ind,2005
810,ind,2006
950,ind,2007
1030,ind,2008
1150,ind,2009
1260,ind,2010
1410,ind,2011
1500,ind,2012
1530,ind,2013
1570,ind,2014
1611,ind,2015
2070,irl,1972
2540,irl,1973
2990,irl,1974
3390,irl,1975
3280,irl,1976
3580,irl,1977
4120,irl,1978
5120,irl,1979
6380,irl,1980
6780,irl,1981
6390,irl,1982
5720,irl,1983
5610,irl,1984
5630,irl,1985
6370,irl,1986
8220,irl,1987
10420,irl,1988
11100,irl,1989
12560,irl,1990
13130,irl,1991
14440,irl,1992
14600,irl,1993
15480,irl,1994
16920,irl,1995
19080,irl,1996
20750,irl,1997
21420,irl,1998
22540,irl,1999
23920,irl,2000
23930,irl,2001
24650,irl,2002
29680,irl,2003
36940,irl,2004
44070,irl,2005
47940,irl,2006
50440,irl,2007
51530,irl,2008
46570,irl,2009
44100,irl,2010
42450,irl,2011
41460,irl,2012
43080,irl,2013
44660,irl,2014
46300,irl,2015
280,irn,1967
310,irn,1968
340,irn,1969
370,irn,1970
420,irn,1971
530,irn,1972
690,irn,1973
1050,irn,1974
1480,irn,1975
1930,irn,1976
1970,irn,1977
1940,irn,1978
2210,irn,1979
2220,irn,1980
2350,irn,1981
2720,irn,1982
3060,irn,1983
3110,irn,1984
3310,irn,1985
3430,irn,1986
3270,irn,1987
2790,irn,1988
2400,irn,1989
2390,irn,1990
1240,irn,1995
1530,irn,1996
1720,irn,1997
1680,irn,1998
1610,irn,1999
1620,irn,2000
1660,irn,2001
1690,irn,2002
1910,irn,2003
2170,irn,2004
2530,irn,2005
3000,irn,2006
3650,irn,2007
4120,irn,2008
4420,irn,2009
6570,irn,2012
6840,irn,2013
7121,irn,2014
7414,irn,2015
2020,irq,2006
2510,irq,2007
3490,irq,2008
4060,irq,2009
4420,irq,2010
4870,irq,2011
6140,irq,2012
6920,irq,2013
6320,irq,2014
5772,irq,2015
1540,isl,1962
1740,isl,1963
2050,isl,1964
2440,isl,1965
2980,isl,1966
3110,isl,1967
2790,isl,1968
2490,isl,1969
2580,isl,1970
3030,isl,1971
3720,isl,1972
4930,isl,1973
6660,isl,1974
7450,isl,1975
7930,isl,1976
8970,isl,1977
10800,isl,1978
13110,isl,1979
15360,isl,1980
16160,isl,1981
15020,isl,1982
12510,isl,1983
11830,isl,1984
11870,isl,1985
14170,isl,1986
19000,isl,1987
23350,isl,1988
24080,isl,1989
24680,isl,1990
25130,isl,1991
26370,isl,1992
25960,isl,1993
25530,isl,1994
25350,isl,1995
27180,isl,1996
28300,isl,1997
29000,isl,1998
30220,isl,1999
31540,isl,2000
30450,isl,2001
30380,isl,2002
33130,isl,2003
41410,isl,2004
50730,isl,2005
53470,isl,2006
62220,isl,2007
50000,isl,2008
42250,isl,2009
36710,isl,2010
37720,isl,2011
40700,isl,2012
46650,isl,2013
47640,isl,2014
48650,isl,2015
1420,isr,1962
1390,isr,1963
1320,isr,1964
1440,isr,1965
1470,isr,1966
1460,isr,1967
1620,isr,1968
1700,isr,1969
1750,isr,1970
1920,isr,1971
2270,isr,1972
2570,isr,1973
3390,isr,1974
3910,isr,1975
3840,isr,1976
3740,isr,1977
3910,isr,1978
4510,isr,1979
5350,isr,1980
6070,isr,1981
6010,isr,1982
5990,isr,1983
5980,isr,1984
5980,isr,1985
6450,isr,1986
7610,isr,1987
9230,isr,1988
9770,isr,1989
10860,isr,1990
11490,isr,1991
12590,isr,1992
13070,isr,1993
13830,isr,1994
15660,isr,1995
17410,isr,1996
18020,isr,1997
17710,isr,1998
17400,isr,1999
18790,isr,2000
19040,isr,2001
18350,isr,2002
18390,isr,2003
19930,isr,2004
21230,isr,2005
22110,isr,2006
23780,isr,2007
25970,isr,2008
27210,isr,2009
29480,isr,2010
31170,isr,2011
32160,isr,2012
33930,isr,2013
34990,isr,2014
36080,isr,2015
960,ita,1962
1060,ita,1963
1160,ita,1964
1280,ita,1965
1410,ita,1966
1550,ita,1967
1700,ita,1968
1850,ita,1969
2100,ita,1970
2280,ita,1971
2610,ita,1972
3240,ita,1973
3920,ita,1974
4310,ita,1975
4500,ita,1976
4710,ita,1977
5250,ita,1978
6720,ita,1979
8410,ita,1980
8690,ita,1981
8190,ita,1982
7610,ita,1983
7740,ita,1984
8010,ita,1985
9350,ita,1986
12120,ita,1987
15910,ita,1988
17240,ita,1989
18610,ita,1990
20310,ita,1991
22890,ita,1992
21530,ita,1993
20800,ita,1994
20610,ita,1995
21770,ita,1996
22250,ita,1997
22140,ita,1998
21910,ita,1999
21820,ita,2000
21080,ita,2001
20640,ita,2002
23270,ita,2003
28220,ita,2004
32390,ita,2005
34210,ita,2006
35830,ita,2007
37770,ita,2008
37690,ita,2009
37700,ita,2010
37690,ita,2011
36020,ita,2012
35430,ita,2013
34280,ita,2014
33170,ita,2015
620,jam,1968
650,jam,1969
720,jam,1970
760,jam,1971
990,jam,1972
1030,jam,1973
1190,jam,1974
1380,jam,1975
1390,jam,1976
1460,jam,1977
1450,jam,1978
1320,jam,1979
1230,jam,1980
1310,jam,1981
1360,jam,1982
1350,jam,1983
1140,jam,1984
940,jam,1985
960,jam,1986
1180,jam,1987
1500,jam,1988
1710,jam,1989
1790,jam,1990
1770,jam,1991
1630,jam,1992
1810,jam,1993
1830,jam,1994
2130,jam,1995
2320,jam,1996
2540,jam,1997
2700,jam,1998
3040,jam,1999
3310,jam,2000
3300,jam,2001
4760,jam,2008
4510,jam,2009
4590,jam,2010
4800,jam,2011
5190,jam,2012
5220,jam,2013
5250,jam,2014
5281,jam,2015
1060,jor,1977
1330,jor,1978
1610,jor,1979
2000,jor,1980
2110,jor,1981
2080,jor,1982
1960,jor,1983
1970,jor,1984
1930,jor,1985
2120,jor,1986
2340,jor,1987
2340,jor,1988
1690,jor,1989
1430,jor,1990
1160,jor,1991
1360,jor,1992
1390,jor,1993
1450,jor,1994
1560,jor,1995
1560,jor,1996
1580,jor,1997
1600,jor,1998
1650,jor,1999
1790,jor,2000
1840,jor,2001
1880,jor,2002
2000,jor,2003
2280,jor,2004
2490,jor,2005
2720,jor,2006
3030,jor,2007
3530,jor,2008
3900,jor,2009
4120,jor,2010
4370,jor,2011
4660,jor,2012
4940,jor,2013
5160,jor,2014
5390,jor,2015
610,jpn,1962
690,jpn,1963
800,jpn,1964
890,jpn,1965
1030,jpn,1966
1200,jpn,1967
1430,jpn,1968
1660,jpn,1969
1810,jpn,1970
2090,jpn,1971
2680,jpn,1972
3570,jpn,1973
4350,jpn,1974
5060,jpn,1975
5310,jpn,1976
5840,jpn,1977
7320,jpn,1978
9280,jpn,1979
10670,jpn,1980
10940,jpn,1981
10380,jpn,1982
10060,jpn,1983
10310,jpn,1984
11360,jpn,1985
13650,jpn,1986
17800,jpn,1987
24470,jpn,1988
26640,jpn,1989
27560,jpn,1990
28290,jpn,1991
30190,jpn,1992
33170,jpn,1993
36590,jpn,1994
41270,jpn,1995
42030,jpn,1996
39230,jpn,1997
33480,jpn,1998
32830,jpn,1999
34980,jpn,2000
35600,jpn,2001
33750,jpn,2002
34010,jpn,2003
37150,jpn,2004
39140,jpn,2005
38570,jpn,2006
37590,jpn,2007
37760,jpn,2008
37470,jpn,2009
41980,jpn,2010
45190,jpn,2011
47830,jpn,2012
46330,jpn,2013
42000,jpn,2014
38080,jpn,2015
1430,kaz,1993
1310,kaz,1994
1280,kaz,1995
1340,kaz,1996
1390,kaz,1997
1390,kaz,1998
1290,kaz,1999
1260,kaz,2000
1350,kaz,2001
1520,kaz,2002
1800,kaz,2003
2300,kaz,2004
2950,kaz,2005
3860,kaz,2006
4980,kaz,2007
6150,kaz,2008
6780,kaz,2009
7440,kaz,2010
8190,kaz,2011
9780,kaz,2012
11560,kaz,2013
11670,kaz,2014
11780,kaz,2015
100,ken,1962
100,ken,1963
110,ken,1964
110,ken,1965
120,ken,1966
120,ken,1967
130,ken,1968
140,ken,1969
130,ken,1970
160,ken,1971
190,ken,1972
200,ken,1973
230,ken,1974
250,ken,1975
250,ken,1976
280,ken,1977
330,ken,1978
400,ken,1979
460,ken,1980
450,ken,1981
400,ken,1982
340,ken,1983
320,ken,1984
310,ken,1985
340,ken,1986
380,ken,1987
410,ken,1988
400,ken,1989
380,ken,1990
350,ken,1991
330,ken,1992
270,ken,1993
260,ken,1994
270,ken,1995
340,ken,1996
390,ken,1997
440,ken,1998
440,ken,1999
420,ken,2000
410,ken,2001
390,ken,2002
420,ken,2003
470,ken,2004
530,ken,2005
600,ken,2006
730,ken,2007
860,ken,2008
930,ken,2009
1000,ken,2010
1040,ken,2011
1090,ken,2012
1180,ken,2013
1290,ken,2014
1410,ken,2015
520,kgz,1992
450,kgz,1993
370,kgz,1994
360,kgz,1995
390,kgz,1996
390,kgz,1997
360,kgz,1998
300,kgz,1999
280,kgz,2000
280,kgz,2001
290,kgz,2002
340,kgz,2003
400,kgz,2004
450,kgz,2005
500,kgz,2006
610,kgz,2007
760,kgz,2008
860,kgz,2009
850,kgz,2010
880,kgz,2011
1040,kgz,2012
1220,kgz,2013
1250,kgz,2014
1281,kgz,2015
300,khm,1995
310,khm,1996
320,khm,1997
290,khm,1998
290,khm,1999
300,khm,2000
310,khm,2001
320,khm,2002
350,khm,2003
400,khm,2004
460,khm,2005
520,khm,2006
580,khm,2007
670,khm,2008
690,khm,2009
740,khm,2010
810,khm,2011
880,khm,2012
960,khm,2013
1020,khm,2014
1084,khm,2015
870,kir,1978
860,kir,1979
660,kir,1980
650,kir,1981
780,kir,1982
790,kir,1983
620,kir,1984
570,kir,1985
550,kir,1986
540,kir,1987
670,kir,1988
660,kir,1989
720,kir,1990
740,kir,1991
870,kir,1992
1030,kir,1993
1090,kir,1994
1160,kir,1995
1120,kir,1996
1390,kir,1997
1520,kir,1998
1340,kir,1999
1390,kir,2000
1390,kir,2001
1230,kir,2002
1310,kir,2003
1600,kir,2004
1760,kir,2005
1710,kir,2006
1810,kir,2007
1950,kir,2008
1870,kir,2009
1890,kir,2010
1940,kir,2011
2420,kir,2012
2720,kir,2013
2150,kir,2014
1699,kir,2015
940,kna,1979
1150,kna,1980
1310,kna,1981
1340,kna,1982
1370,kna,1983
1560,kna,1984
1720,kna,1985
2160,kna,1986
2660,kna,1987
3160,kna,1988
3370,kna,1989
3720,kna,1990
3820,kna,1991
4130,kna,1992
4470,kna,1993
4870,kna,1994
5220,kna,1995
5340,kna,1996
5700,kna,1997
5570,kna,1998
5940,kna,1999
6910,kna,2000
7980,kna,2001
9030,kna,2002
8950,kna,2003
9930,kna,2004
10970,kna,2005
11880,kna,2006
12540,kna,2007
13720,kna,2008
13100,kna,2009
12650,kna,2010
13010,kna,2011
13070,kna,2012
13730,kna,2013
14490,kna,2014
15290,kna,2015
110,kor,1962
120,kor,1963
130,kor,1964
130,kor,1965
130,kor,1966
140,kor,1967
180,kor,1968
230,kor,1969
260,kor,1970
310,kor,1971
340,kor,1972
420,kor,1973
540,kor,1974
640,kor,1975
790,kor,1976
950,kor,1977
1250,kor,1978
1640,kor,1979
1900,kor,1980
2070,kor,1981
2080,kor,1982
2200,kor,1983
2360,kor,1984
2510,kor,1985
2930,kor,1986
3600,kor,1987
4590,kor,1988
5440,kor,1989
6480,kor,1990
7550,kor,1991
8290,kor,1992
8980,kor,1993
10010,kor,1994
11650,kor,1995
13080,kor,1996
13300,kor,1997
10120,kor,1998
10160,kor,1999
10750,kor,2000
11630,kor,2001
12470,kor,2002
13360,kor,2003
15650,kor,2004
17800,kor,2005
19980,kor,2006
22460,kor,2007
22850,kor,2008
21090,kor,2009
21320,kor,2010
22620,kor,2011
24640,kor,2012
25870,kor,2013
27090,kor,2014
28370,kor,2015
2540,kos,2006
2790,kos,2007
3100,kos,2008
3280,kos,2009
3420,kos,2010
3640,kos,2011
3780,kos,2012
3960,kos,2013
4000,kos,2014
4040,kos,2015
3610,kwt,1967
3630,kwt,1968
3530,kwt,1969
3310,kwt,1970
3510,kwt,1971
3610,kwt,1972
4290,kwt,1973
6480,kwt,1974
9840,kwt,1975
14550,kwt,1976
13760,kwt,1977
15190,kwt,1978
19010,kwt,1979
19290,kwt,1980
21140,kwt,1981
18720,kwt,1982
17670,kwt,1983
16650,kwt,1984
14710,kwt,1985
16910,kwt,1986
15630,kwt,1987
14550,kwt,1988
17700,kwt,1989
20130,kwt,1995
20730,kwt,1996
21790,kwt,1997
20400,kwt,1998
17770,kwt,1999
19060,kwt,2000
19790,kwt,2001
19830,kwt,2002
23300,kwt,2003
28640,kwt,2004
34600,kwt,2005
41140,kwt,2006
46930,kwt,2007
50770,kwt,2008
45010,kwt,2009
41540,kwt,2010
42810,kwt,2011
48660,kwt,2012
52000,kwt,2013
55570,kwt,2014
59380,kwt,2015
550,lao,1986
430,lao,1987
250,lao,1988
210,lao,1989
190,lao,1990
210,lao,1991
250,lao,1992
280,lao,1993
310,lao,1994
350,lao,1995
380,lao,1996
370,lao,1997
310,lao,1998
290,lao,1999
280,lao,2000
310,lao,2001
320,lao,2002
340,lao,2003
390,lao,2004
460,lao,2005
510,lao,2006
620,lao,2007
750,lao,2008
890,lao,2009
1000,lao,2010
1120,lao,2011
1300,lao,2012
1490,lao,2013
1650,lao,2014
1827,lao,2015
1360,lbn,1990
1780,lbn,1991
1830,lbn,1992
2230,lbn,1993
2840,lbn,1994
3610,lbn,1995
4210,lbn,1996
4520,lbn,1997
4970,lbn,1998
5330,lbn,1999
5470,lbn,2000
5300,lbn,2001
4990,lbn,2002
4460,lbn,2003
5600,lbn,2004
5740,lbn,2005
5650,lbn,2006
6250,lbn,2007
6960,lbn,2008
7840,lbn,2009
8450,lbn,2010
9070,lbn,2011
9410,lbn,2012
9610,lbn,2013
9800,lbn,2014
9994,lbn,2015
160,lbr,1962
160,lbr,1963
190,lbr,1964
200,lbr,1965
210,lbr,1966
220,lbr,1967
230,lbr,1968
240,lbr,1969
250,lbr,1970
260,lbr,1971
280,lbr,1972
290,lbr,1973
340,lbr,1974
370,lbr,1975
410,lbr,1976
430,lbr,1977
470,lbr,1978
520,lbr,1979
520,lbr,1980
500,lbr,1981
440,lbr,1982
360,lbr,1983
360,lbr,1984
360,lbr,1985
350,lbr,1986
360,lbr,1987
390,lbr,1988
280,lbr,1989
120,lbr,1997
130,lbr,1998
120,lbr,1999
190,lbr,2000
130,lbr,2001
120,lbr,2002
80,lbr,2003
90,lbr,2004
120,lbr,2005
130,lbr,2006
160,lbr,2007
180,lbr,2008
220,lbr,2009
250,lbr,2010
320,lbr,2011
360,lbr,2012
370,lbr,2013
370,lbr,2014
370,lbr,2015
5180,lby,2002
5170,lby,2003
5150,lby,2004
6860,lby,2005
8570,lby,2006
10330,lby,2007
12070,lby,2008
11940,lby,2009
12250,lby,2010
4660,lby,2011
10860,lby,2012
10510,lby,2013
7910,lby,2014
5953,lby,2015
1150,lca,1982
1190,lca,1983
1490,lca,1984
1430,lca,1985
1730,lca,1986
1900,lca,1987
2170,lca,1988
2330,lca,1989
2730,lca,1990
2830,lca,1991
3180,lca,1992
3270,lca,1993
3370,lca,1994
3540,lca,1995
3720,lca,1996
3700,lca,1997
3800,lca,1998
4010,lca,1999
4400,lca,2000
4280,lca,2001
4370,lca,2002
4630,lca,2003
5170,lca,2004
5280,lca,2005
5940,lca,2006
6090,lca,2007
6460,lca,2008
6670,lca,2009
6580,lca,2010
6910,lca,2011
6920,lca,2012
7060,lca,2013
7080,lca,2014
7100,lca,2015
5120,lie,1972
6500,lie,1973
8210,lie,1974
10150,lie,1975
11190,lie,1976
12370,lie,1977
14760,lie,1978
18520,lie,1979
22620,lie,1980
22630,lie,1981
20340,lie,1982
18790,lie,1983
19030,lie,1984
19750,lie,1985
22890,lie,1986
31210,lie,1987
41550,lie,1988
43690,lie,1989
45550,lie,1990
47660,lie,1991
54440,lie,1992
56810,lie,1993
62120,lie,1994
70160,lie,1995
78640,lie,1996
80120,lie,1997
77530,lie,1998
78470,lie,1999
78630,lie,2000
68010,lie,2001
64840,lie,2002
68220,lie,2003
78410,lie,2004
92360,lie,2005
103600,lie,2006
111500,lie,2007
121000,lie,2008
115500,lie,2009
140,lka,1962
130,lka,1963
130,lka,1964
130,lka,1965
150,lka,1966
160,lka,1967
160,lka,1968
170,lka,1969
170,lka,1970
170,lka,1971
190,lka,1972
210,lka,1973
250,lka,1974
280,lka,1975
260,lka,1976
260,lka,1977
250,lka,1978
270,lka,1979
280,lka,1980
310,lka,1981
320,lka,1982
320,lka,1983
340,lka,1984
380,lka,1985
410,lka,1986
440,lka,1987
460,lka,1988
450,lka,1989
470,lka,1990
500,lka,1991
560,lka,1992
610,lka,1993
640,lka,1994
700,lka,1995
740,lka,1996
790,lka,1997
810,lka,1998
820,lka,1999
860,lka,2000
830,lka,2001
860,lka,2002
950,lka,2003
1070,lka,2004
1210,lka,2005
1350,lka,2006
1540,lka,2007
1770,lka,2008
1970,lka,2009
2260,lka,2010
2580,lka,2011
2910,lka,2012
3180,lka,2013
3400,lka,2014
3635,lka,2015
80,lso,1966
80,lso,1967
80,lso,1968
80,lso,1969
90,lso,1970
90,lso,1971
100,lso,1972
150,lso,1973
220,lso,1974
230,lso,1975
280,lso,1976
320,lso,1977
340,lso,1978
410,lso,1979
450,lso,1980
530,lso,1981
620,lso,1982
550,lso,1983
490,lso,1984
400,lso,1985
390,lso,1986
420,lso,1987
500,lso,1988
520,lso,1989
550,lso,1990
570,lso,1991
640,lso,1992
640,lso,1993
660,lso,1994
660,lso,1995
680,lso,1996
680,lso,1997
610,lso,1998
600,lso,1999
580,lso,2000
640,lso,2001
580,lso,2002
640,lso,2003
750,lso,2004
910,lso,2005
980,lso,2006
1020,lso,2007
1070,lso,2008
1090,lso,2009
1160,lso,2010
1370,lso,2011
1460,lso,2012
1580,lso,2013
1340,lso,2014
1136,lso,2015
10470,ltu,2007
12490,ltu,2008
12520,ltu,2009
12350,ltu,2010
13020,ltu,2011
13940,ltu,2012
15100,ltu,2013
15380,ltu,2014
15660,ltu,2015
1630,lux,1962
1680,lux,1963
1870,lux,1964
1920,lux,1965
2020,lux,1966
2070,lux,1967
2240,lux,1968
2560,lux,1969
2500,lux,1970
2790,lux,1971
3420,lux,1972
4390,lux,1973
5780,lux,1974
6660,lux,1975
7150,lux,1976
7620,lux,1977
8950,lux,1978
10870,lux,1979
13000,lux,1980
13000,lux,1981
12540,lux,1982
11320,lux,1983
10970,lux,1984
11020,lux,1985
13110,lux,1986
16870,lux,1987
21840,lux,1988
24100,lux,1989
26450,lux,1990
29690,lux,1991
32920,lux,1992
33820,lux,1993
34900,lux,1994
38640,lux,1995
41210,lux,1996
42970,lux,1997
39250,lux,1998
38920,lux,1999
39100,lux,2000
39170,lux,2001
40620,lux,2002
43840,lux,2003
55470,lux,2004
70340,lux,2005
63170,lux,2006
78300,lux,2007
83240,lux,2008
67320,lux,2009
69350,lux,2010
71070,lux,2011
69300,lux,2012
69880,lux,2013
70460,lux,2014
71060,lux,2015
3220,lva,1999
3740,lva,2000
4320,lva,2001
4860,lva,2002
5560,lva,2003
6600,lva,2004
7760,lva,2005
9060,lva,2006
11120,lva,2007
13360,lva,2008
13930,lva,2009
12720,lva,2010
13090,lva,2011
13910,lva,2012
15280,lva,2013
15660,lva,2014
16050,lva,2015
4540,mac,1984
4420,mac,1985
5010,mac,1986
6150,mac,1987
7120,mac,1988
7690,mac,1989
8530,mac,1990
9550,mac,1991
11960,mac,1992
13700,mac,1993
15490,mac,1994
16870,mac,1995
17070,mac,1996
16990,mac,1997
15470,mac,1998
14500,mac,1999
14640,mac,2000
13870,mac,2001
15500,mac,2002
17600,mac,2003
22110,mac,2004
24080,mac,2005
26610,mac,2006
34860,mac,2007
34420,mac,2008
36750,mac,2009
46510,mac,2010
55180,mac,2011
61990,mac,2012
71060,mac,2013
81460,mac,2014
93380,mac,2015
180,mar,1962
190,mar,1963
200,mar,1964
220,mar,1968
240,mar,1969
250,mar,1970
270,mar,1971
290,mar,1972
350,mar,1973
440,mar,1974
530,mar,1975
570,mar,1976
600,mar,1977
640,mar,1978
780,mar,1979
950,mar,1980
920,mar,1981
900,mar,1982
750,mar,1983
690,mar,1984
640,mar,1985
730,mar,1986
810,mar,1987
1020,mar,1988
1050,mar,1989
1100,mar,1990
1180,mar,1991
1200,mar,1992
1160,mar,1993
1270,mar,1994
1230,mar,1995
1430,mar,1996
1380,mar,1997
1380,mar,1998
1330,mar,1999
1310,mar,2000
1320,mar,2001
1300,mar,2002
1470,mar,2003
1740,mar,2004
1960,mar,2005
2130,mar,2006
2250,mar,2007
2540,mar,2008
2770,mar,2009
2830,mar,2010
2900,mar,2011
2880,mar,2012
2990,mar,2013
2980,mar,2014
2970,mar,2015
15850,mco,1972
20160,mco,1973
24700,mco,1974
28350,mco,1975
29870,mco,1976
32490,mco,1977
36450,mco,1978
44230,mco,1979
52790,mco,1980
52490,mco,1981
47400,mco,1982
40860,mco,1983
38120,mco,1984
37590,mco,1985
43370,mco,1986
55330,mco,1987
71190,mco,1988
75270,mco,1989
79560,mco,1990
82520,mco,1991
91310,mco,1992
89570,mco,1993
92240,mco,1994
97020,mco,1995
101100,mco,1996
99660,mco,1997
95040,mco,1998
92450,mco,1999
90840,mco,2000
86410,mco,2001
84050,mco,2002
94140,mco,2003
113000,mco,2004
128400,mco,2005
137500,mco,2006
161300,mco,2007
186700,mco,2008
630,mda,1992
640,mda,1993
460,mda,1994
470,mda,1995
480,mda,1996
500,mda,1997
460,mda,1998
400,mda,1999
370,mda,2000
400,mda,2001
460,mda,2002
570,mda,2003
730,mda,2004
890,mda,2005
1030,mda,2006
1160,mda,2007
1500,mda,2008
1570,mda,2009
1820,mda,2010
1980,mda,2011
2150,mda,2012
2470,mda,2013
2550,mda,2014
2633,mda,2015
130,mdg,1962
130,mdg,1963
140,mdg,1964
140,mdg,1965
150,mdg,1966
160,mdg,1967
170,mdg,1968
170,mdg,1969
180,mdg,1970
180,mdg,1971
190,mdg,1972
210,mdg,1973
260,mdg,1974
310,mdg,1975
300,mdg,1976
310,mdg,1977
310,mdg,1978
390,mdg,1979
460,mdg,1980
430,mdg,1981
390,mdg,1982
360,mdg,1983
320,mdg,1984
300,mdg,1985
300,mdg,1986
280,mdg,1987
260,mdg,1988
230,mdg,1989
240,mdg,1990
220,mdg,1991
230,mdg,1992
240,mdg,1993
240,mdg,1994
230,mdg,1995
240,mdg,1996
250,mdg,1997
250,mdg,1998
240,mdg,1999
250,mdg,2000
260,mdg,2001
230,mdg,2002
280,mdg,2003
290,mdg,2004
290,mdg,2005
280,mdg,2006
330,mdg,2007
400,mdg,2008
410,mdg,2009
420,mdg,2010
420,mdg,2011
430,mdg,2012
440,mdg,2013
440,mdg,2014
440,mdg,2015
3500,mdv,2003
4100,mdv,2004
3770,mdv,2005
4530,mdv,2006
4570,mdv,2007
5430,mdv,2008
5460,mdv,2009
5960,mdv,2010
6640,mdv,2011
6670,mdv,2012
6730,mdv,2013
7170,mdv,2014
7639,mdv,2015
360,mex,1962
390,mex,1963
440,mex,1964
470,mex,1965
510,mex,1966
550,mex,1967
610,mex,1968
630,mex,1969
680,mex,1970
720,mex,1971
810,mex,1972
970,mex,1973
1190,mex,1974
1430,mex,1975
1500,mex,1976
1440,mex,1977
1550,mex,1978
1850,mex,1979
2460,mex,1980
3090,mex,1981
2760,mex,1982
2220,mex,1983
2040,mex,1984
2130,mex,1985
1940,mex,1986
1910,mex,1987
2000,mex,1988
2300,mex,1989
2750,mex,1990
3200,mex,1991
3700,mex,1992
4460,mex,1993
5200,mex,1994
4570,mex,1995
4320,mex,1996
4310,mex,1997
4610,mex,1998
5080,mex,1999
5750,mex,2000
6240,mex,2001
6580,mex,2002
6860,mex,2003
7390,mex,2004
7720,mex,2005
8280,mex,2006
8850,mex,2007
9350,mex,2008
8470,mex,2009
8720,mex,2010
8890,mex,2011
9580,mex,2012
9770,mex,2013
9860,mex,2014
9951,mex,2015
3040,mhl,1995
2640,mhl,1996
2520,mhl,1997
2530,mhl,1998
2620,mhl,1999
2850,mhl,2000
2970,mhl,2001
2970,mhl,2002
3090,mhl,2003
3320,mhl,2004
3570,mhl,2005
3620,mhl,2006
3760,mhl,2007
3740,mhl,2008
3700,mhl,2009
3770,mhl,2010
3900,mhl,2011
3990,mhl,2012
4300,mhl,2013
4634,mhl,2014
4994,mhl,2015
1670,mkd,1992
1400,mkd,1993
1350,mkd,1994
1720,mkd,1995
2110,mkd,1996
2140,mkd,1997
1940,mkd,1998
1830,mkd,1999
1860,mkd,2000
1810,mkd,2001
1840,mkd,2002
2110,mkd,2003
2590,mkd,2004
3010,mkd,2005
3340,mkd,2006
3610,mkd,2007
4350,mkd,2008
4630,mkd,2009
