geo,population_aged_10_14_years_total_number,time
afg,951000,1950
afg,1048000,1955
afg,1185000,1960
afg,1249000,1965
afg,1410000,1970
afg,1610000,1975
afg,1710000,1980
afg,1519000,1985
afg,1559000,1990
afg,2266000,1995
afg,2602000,2000
afg,3165000,2005
afg,3809000,2010
afg,4415000,2015
afg,4922000,2020
afg,5578000,2025
afg,6265000,2030
afg,6881000,2035
afg,7340000,2040
afg,7640000,2045
afg,7853000,2050
alb,146000,1950
alb,153000,1955
alb,168000,1960
alb,213000,1965
alb,273000,1970
alb,307000,1975
alb,298000,1980
alb,317000,1985
alb,337000,1990
alb,315000,1995
alb,325000,2000
alb,315000,2005
alb,285000,2010
alb,218000,2015
alb,220000,2020
alb,235000,2025
alb,240000,2030
alb,226000,2035
alb,199000,2040
alb,181000,2045
alb,178000,2050
dza,1001000,1950
dza,1099000,1955
dza,1256000,1960
dza,1434000,1965
dza,1779000,1970
dza,2104000,1975
dza,2437000,1980
dza,2800000,1985
dza,3258000,1990
dza,3762000,1995
dza,3773000,2000
dza,3587000,2005
dza,2985000,2010
dza,3129000,2015
dza,3411000,2020
dza,3587000,2025
dza,3556000,2030
dza,3329000,2035
dza,3070000,2040
dza,2940000,2045
dza,2948000,2050
ago,467000,1950
ago,505000,1955
ago,548000,1960
ago,650000,1965
ago,737000,1970
ago,845000,1975
ago,972000,1980
ago,1141000,1985
ago,1333000,1990
ago,1584000,1995
ago,1844000,2000
ago,2164000,2005
ago,2398000,2010
ago,2784000,2015
ago,2978000,2020
ago,3333000,2025
ago,3621000,2030
ago,3830000,2035
ago,3961000,2040
ago,4059000,2045
ago,4156000,2050
arg,1579000,1950
arg,1726000,1955
arg,1939000,1960
arg,2121000,1965
arg,2247000,1970
arg,2340000,1975
arg,2447000,1980
arg,2747000,1985
arg,3290000,1990
arg,3222000,1995
arg,3339000,2000
arg,3426000,2005
arg,3404000,2010
arg,3315000,2015
arg,3395000,2020
arg,3410000,2025
arg,3356000,2030
arg,3261000,2035
arg,3153000,2040
arg,3044000,2045
arg,3041000,2050
arm,191000,1950
arm,113000,1955
arm,159000,1960
arm,249000,1965
arm,337000,1970
arm,364000,1975
arm,307000,1980
arm,305000,1985
arm,318000,1990
arm,317000,1995
arm,326000,2000
arm,270000,2005
arm,192000,2010
arm,205000,2015
arm,224000,2020
arm,230000,2025
arm,213000,2030
arm,188000,2035
arm,174000,2040
arm,171000,2045
arm,172000,2050
abw,4000,1950
abw,5000,1955
abw,6000,1960
abw,7000,1965
abw,7000,1970
abw,7000,1975
abw,6000,1980
abw,4000,1985
abw,5000,1990
abw,6000,1995
abw,6000,2000
abw,8000,2005
abw,8000,2010
abw,7000,2015
abw,6000,2020
abw,6000,2025
abw,6000,2030
abw,7000,2035
abw,6000,2040
abw,6000,2045
abw,6000,2050
aus,587000,1950
aus,740000,1955
aus,980000,1960
aus,1082000,1965
aus,1208000,1970
aus,1264000,1975
aus,1272000,1980
aus,1348000,1985
aus,1240000,1990
aus,1295000,1995
aus,1336000,2000
aus,1401000,2005
aus,1374000,2010
aus,1369000,2015
aus,1440000,2020
aus,1479000,2025
aus,1513000,2030
aus,1544000,2035
aus,1558000,2040
aus,1570000,2045
aus,1599000,2050
aut,502000,1950
aut,554000,1955
aut,504000,1960
aut,486000,1965
aut,574000,1970
aut,649000,1975
aut,616000,1980
aut,501000,1985
aut,441000,1990
aut,482000,1995
aut,472000,2000
aut,489000,2005
aut,438000,2010
aut,418000,2015
aut,401000,2020
aut,398000,2025
aut,407000,2030
aut,411000,2035
aut,407000,2040
aut,399000,2045
aut,397000,2050
aze,405000,1950
aze,239000,1955
aze,298000,1960
aze,471000,1965
aze,707000,1970
aze,820000,1975
aze,745000,1980
aze,679000,1985
aze,710000,1990
aze,814000,1995
aze,939000,2000
aze,886000,2005
aze,688000,2010
aze,661000,2015
aze,779000,2020
aze,816000,2025
aze,766000,2030
aze,676000,2035
aze,618000,2040
aze,612000,2045
aze,628000,2050
bhs,9000,1950
bhs,10000,1955
bhs,12000,1960
bhs,15000,1965
bhs,21000,1970
bhs,24000,1975
bhs,27000,1980
bhs,28000,1985
bhs,26000,1990
bhs,29000,1995
bhs,28000,2000
bhs,31000,2005
bhs,31000,2010
bhs,28000,2015
bhs,28000,2020
bhs,28000,2025
bhs,28000,2030
bhs,28000,2035
bhs,27000,2040
bhs,27000,2045
bhs,26000,2050
bhr,13000,1950
bhr,15000,1955
bhr,18000,1960
bhr,24000,1965
bhr,29000,1970
bhr,36000,1975
bhr,36000,1980
bhr,38000,1985
bhr,45000,1990
bhr,53000,1995
bhr,56000,2000
bhr,67000,2005
bhr,69000,2010
bhr,71000,2015
bhr,69000,2020
bhr,69000,2025
bhr,68000,2030
bhr,67000,2035
bhr,69000,2040
bhr,70000,2045
bhr,70000,2050
bgd,4883000,1950
bgd,5308000,1955
bgd,5926000,1960
bgd,7404000,1965
bgd,8444000,1970
bgd,9748000,1975
bgd,11240000,1980
bgd,13110000,1985
bgd,15150000,1990
bgd,16620000,1995
bgd,16960000,2000
bgd,16980000,2005
bgd,17240000,2010
bgd,17060000,2015
bgd,15960000,2020
bgd,15900000,2025
bgd,15840000,2030
bgd,15480000,2035
bgd,14830000,2040
bgd,14090000,2045
bgd,13630000,2050
brb,22000,1950
brb,22000,1955
brb,27000,1960
brb,28000,1965
brb,31000,1970
brb,31000,1975
brb,26000,1980
brb,26000,1985
brb,21000,1990
brb,21000,1995
brb,20000,2000
brb,18000,2005
brb,15000,2010
brb,14000,2015
brb,14000,2020
brb,14000,2025
brb,13000,2030
brb,13000,2035
brb,12000,2040
brb,12000,2045
brb,12000,2050
blr,815000,1950
blr,539000,1955
blr,606000,1960
blr,774000,1965
blr,958000,1970
blr,900000,1975
blr,733000,1980
blr,730000,1985
blr,745000,1990
blr,814000,1995
blr,803000,2000
blr,609000,2005
blr,472000,2010
blr,455000,2015
blr,477000,2020
blr,460000,2025
blr,424000,2030
blr,382000,2035
blr,345000,2040
blr,329000,2045
blr,329000,2050
bel,570000,1950
bel,543000,1955
bel,699000,1960
bel,714000,1965
bel,765000,1970
bel,800000,1975
bel,728000,1980
bel,663000,1985
bel,609000,1990
bel,604000,1995
bel,604000,2000
bel,624000,2005
bel,602000,2010
bel,593000,2015
bel,622000,2020
bel,622000,2025
bel,629000,2030
bel,625000,2035
bel,618000,2040
bel,613000,2045
bel,617000,2050
blz,8000,1950
blz,8000,1955
blz,10000,1960
blz,13000,1965
blz,18000,1970
blz,18000,1975
blz,20000,1980
blz,22000,1985
blz,23000,1990
blz,28000,1995
blz,31000,2000
blz,35000,2005
blz,36000,2010
blz,36000,2015
blz,36000,2020
blz,37000,2025
blz,37000,2030
blz,36000,2035
blz,34000,2040
blz,33000,2045
blz,32000,2050
ben,201000,1950
ben,232000,1955
ben,238000,1960
ben,263000,1965
ben,307000,1970
ben,366000,1975
ben,432000,1980
ben,503000,1985
ben,597000,1990
ben,706000,1995
ben,827000,2000
ben,977000,2005
ben,1127000,2010
ben,1290000,2015
ben,1488000,2020
ben,1655000,2025
ben,1770000,2030
ben,1859000,2035
ben,1933000,2040
ben,2002000,2045
ben,2057000,2050
btn,20000,1950
btn,23000,1955
btn,26000,1960
btn,28000,1965
btn,33000,1970
btn,39000,1975
btn,46000,1980
btn,55000,1985
btn,66000,1990
btn,64000,1995
btn,76000,2000
btn,78000,2005
btn,70000,2010
btn,72000,2015
btn,68000,2020
btn,72000,2025
btn,73000,2030
btn,69000,2035
btn,64000,2040
btn,62000,2045
btn,62000,2050
bol,314000,1950
bol,339000,1955
bol,396000,1960
bol,447000,1965
bol,508000,1970
bol,569000,1975
bol,648000,1980
bol,742000,1985
bol,793000,1990
bol,875000,1995
bol,979000,2000
bol,1100000,2005
bol,1136000,2010
bol,1187000,2015
bol,1194000,2020
bol,1191000,2025
bol,1173000,2030
bol,1146000,2035
bol,1110000,2040
bol,1066000,2045
bol,1019000,2050
bih,344000,1950
bih,270000,1955
bih,352000,1960
bih,400000,1965
bih,422000,1970
bih,412000,1975
bih,382000,1980
bih,348000,1985
bih,351000,1990
bih,268000,1995
bih,291000,2000
bih,227000,2005
bih,220000,2010
bih,181000,2015
bih,170000,2020
bih,165000,2025
bih,159000,2030
bih,148000,2035
bih,136000,2040
bih,126000,2045
bih,120000,2050
bwa,52000,1950
bwa,54000,1955
bwa,57000,1960
bwa,80000,1965
bwa,94000,1970
bwa,107000,1975
bwa,125000,1980
bwa,149000,1985
bwa,180000,1990
bwa,207000,1995
bwa,218000,2000
bwa,217000,2005
bwa,214000,2010
bwa,209000,2015
bwa,225000,2020
bwa,232000,2025
bwa,234000,2030
bwa,229000,2035
bwa,223000,2040
bwa,220000,2045
bwa,220000,2050
bra,6436000,1950
bra,6966000,1955
bra,8513000,1960
bra,10320000,1965
bra,11980000,1970
bra,13850000,1975
bra,14220000,1980
bra,15010000,1985
bra,16780000,1990
bra,18260000,1995
bra,17490000,2000
bra,16600000,2005
bra,17310000,2010
bra,17200000,2015
bra,15140000,2020
bra,13730000,2025
bra,13000000,2030
bra,12240000,2035
bra,11600000,2040
bra,11250000,2045
bra,10840000,2050
brn,5000,1950
brn,6000,1955
brn,7000,1960
brn,13000,1965
brn,16000,1970
brn,19000,1975
brn,21000,1980
brn,25000,1985
brn,26000,1990
brn,28000,1995
brn,31000,2000
brn,34000,2005
brn,35000,2010
brn,33000,2015
brn,35000,2020
brn,35000,2025
brn,35000,2030
brn,37000,2035
brn,37000,2040
brn,38000,2045
brn,38000,2050
bgr,599000,1950
bgr,591000,1955
bgr,703000,1960
bgr,686000,1965
bgr,659000,1970
bgr,617000,1975
bgr,625000,1980
bgr,656000,1985
bgr,650000,1990
bgr,555000,1995
bgr,514000,2000
bgr,403000,2005
bgr,324000,2010
bgr,329000,2015
bgr,353000,2020
bgr,346000,2025
bgr,317000,2030
bgr,284000,2035
bgr,259000,2040
bgr,255000,2045
bgr,261000,2050
bfa,470000,1950
bfa,518000,1955
bfa,535000,1960
bfa,576000,1965
bfa,670000,1970
bfa,766000,1975
bfa,873000,1980
bfa,994000,1985
bfa,1148000,1990
bfa,1328000,1995
