geo,population_aged_5_9_years_male_percent,time
deu,4.378,2050
gha,14.54,1950
gha,15.01,1955
gha,13.8,1960
gha,14.35,1965
gha,14.87,1970
gha,15.17,1975
gha,15.15,1980
gha,14.93,1985
gha,14.67,1990
gha,14.34,1995
gha,13.87,2000
gha,13.2,2005
gha,12.66,2010
gha,12.32,2015
gha,11.95,2020
gha,11.35,2025
gha,10.77,2030
gha,10.19,2035
gha,9.739,2040
gha,9.38,2045
gha,9.026,2050
grc,9.032,1950
grc,9.671,1955
grc,9.154,1960
grc,9.139,1965
grc,8.384,1970
grc,8.826,1975
grc,7.671,1980
grc,7.53,1985
grc,6.751,1990
grc,5.577,1995
grc,5.168,2000
grc,4.93,2005
grc,4.849,2010
grc,5.031,2015
grc,4.804,2020
grc,4.572,2025
grc,4.405,2030
grc,4.367,2035
grc,4.459,2040
grc,4.614,2045
grc,4.733,2050
grd,17.65,1950
grd,18.42,1955
grd,16.67,1960
grd,20.93,1965
grd,20.45,1970
grd,13.64,1975
grd,13.95,1980
grd,12.24,1985
grd,14.29,1990
grd,14.58,1995
grd,12.0,2000
grd,9.615,2005
grd,9.615,2010
grd,9.091,2015
grd,9.434,2020
grd,9.259,2025
grd,7.143,2030
grd,7.273,2035
grd,5.66,2040
grd,5.769,2045
grd,6.122,2050
glp,12.87,1950
glp,14.78,1955
glp,14.93,1960
glp,15.44,1965
glp,14.47,1970
glp,14.81,1975
glp,11.88,1980
glp,10.53,1985
glp,8.901,1990
glp,9.231,1995
glp,8.78,2000
glp,7.763,2005
glp,8.0,2010
glp,7.522,2015
glp,6.987,2020
glp,6.987,2025
glp,6.522,2030
glp,6.087,2035
glp,6.114,2040
glp,6.222,2045
glp,5.83,2050
gum,5.0,1950
gum,7.692,1955
gum,12.5,1960
gum,11.63,1965
gum,12.77,1970
gum,12.0,1975
gum,10.91,1980
gum,11.29,1985
gum,9.859,1990
gum,10.53,1995
gum,10.13,2000
gum,10.71,2005
gum,10.0,2010
gum,8.333,2015
gum,7.921,2020
gum,7.619,2025
gum,7.407,2030
gum,7.018,2035
gum,6.897,2040
gum,6.78,2045
gum,6.78,2050
gtm,13.78,1950
gtm,14.92,1955
gtm,15.1,1960
gtm,14.54,1965
gtm,14.61,1970
gtm,14.66,1975
gtm,15.0,1980
gtm,15.32,1985
gtm,15.39,1990
gtm,14.95,1995
gtm,15.21,2000
gtm,14.87,2005
gtm,14.52,2010
gtm,13.78,2015
gtm,12.95,2020
gtm,12.06,2025
gtm,11.13,2030
gtm,10.22,2035
gtm,9.374,2040
gtm,8.579,2045
gtm,7.876,2050
gin,12.8,1950
gin,12.55,1955
gin,13.43,1960
gin,13.65,1965
gin,13.85,1970
gin,13.9,1975
gin,14.12,1980
gin,14.38,1985
gin,14.62,1990
gin,14.71,1995
gin,14.59,2000
gin,14.29,2005
gin,14.11,2010
gin,14.01,2015
gin,13.57,2020
gin,12.92,2025
gin,12.15,2030
gin,11.4,2035
gin,10.74,2040
gin,10.14,2045
gin,9.541,2050
gnb,12.84,1950
gnb,12.23,1955
gnb,15.7,1960
gnb,12.24,1965
gnb,12.79,1970
gnb,10.14,1975
gnb,16.22,1980
gnb,14.13,1985
gnb,13.02,1990
gnb,13.19,1995
gnb,13.66,2000
gnb,14.09,2005
gnb,14.08,2010
gnb,13.94,2015
gnb,13.67,2020
gnb,13.26,2025
gnb,12.8,2030
gnb,12.24,2035
gnb,11.68,2040
gnb,11.12,2045
gnb,10.64,2050
guy,12.56,1950
guy,14.35,1955
guy,16.19,1960
guy,15.58,1965
guy,16.15,1970
guy,15.11,1975
guy,13.87,1980
guy,12.96,1985
guy,13.22,1990
guy,10.87,1995
guy,10.35,2000
guy,11.08,2005
guy,9.744,2010
guy,7.99,2015
guy,7.632,2020
guy,7.547,2025
guy,7.542,2030
guy,7.225,2035
guy,6.769,2040
guy,5.941,2045
guy,5.776,2050
hti,13.41,1950
hti,12.49,1955
hti,13.6,1960
hti,13.88,1965
hti,14.22,1970
hti,13.95,1975
hti,13.36,1980
hti,13.93,1985
hti,15.38,1990
hti,14.57,1995
hti,13.76,2000
hti,13.15,2005
hti,12.21,2010
hti,11.67,2015
hti,11.06,2020
hti,10.52,2025
hti,9.969,2030
hti,9.361,2035
hti,8.798,2040
hti,8.286,2045
hti,7.84,2050
hnd,13.24,1950
hnd,13.86,1955
hnd,15.18,1960
hnd,15.38,1965
hnd,15.64,1970
hnd,15.91,1975
hnd,15.34,1980
hnd,15.45,1985
hnd,15.42,1990
hnd,14.97,1995
hnd,14.65,2000
hnd,13.62,2005
hnd,12.42,2010
hnd,11.63,2015
hnd,10.84,2020
hnd,10.04,2025
hnd,9.21,2030
hnd,8.404,2035
hnd,7.676,2040
hnd,7.0,2045
hnd,6.62,2050
hkg,6.594,1950
hkg,13.45,1955
hkg,13.75,1960
hkg,14.51,1965
hkg,13.62,1970
hkg,9.333,1975
hkg,8.19,1980
hkg,7.703,1985
hkg,7.563,1990
hkg,6.507,1995
hkg,6.178,2000
hkg,4.983,2005
hkg,3.495,2010
hkg,3.835,2015
hkg,4.445,2020
hkg,4.397,2025
hkg,4.27,2030
hkg,4.009,2035
hkg,3.811,2040
hkg,3.933,2045
hkg,4.212,2050
hun,8.731,1950
hun,8.767,1955
hun,9.801,1960
hun,8.325,1965
hun,6.603,1970
hun,7.162,1975
hun,7.864,1980
hun,8.423,1985
hun,6.651,1990
hun,6.44,1995
hun,6.237,2000
hun,5.328,2005
hun,5.196,2010
hun,5.435,2015
hun,5.424,2020
hun,5.309,2025
hun,5.201,2030
hun,5.074,2035
hun,4.989,2040
hun,5.099,2045
hun,5.272,2050
isl,9.859,1950
isl,11.25,1955
isl,11.24,1960
isl,12.37,1965
isl,11.43,1970
isl,9.91,1975
isl,9.402,1980
isl,9.016,1985
isl,8.594,1990
isl,8.029,1995
isl,8.392,2000
isl,7.383,2005
isl,6.509,2010
isl,6.522,2015
isl,6.701,2020
isl,6.0,2025
isl,5.882,2030
isl,5.34,2035
isl,5.263,2040
isl,5.238,2045
isl,5.238,2050
ind,11.79,1950
ind,11.88,1955
ind,13.86,1960
ind,13.68,1965
ind,13.38,1970
ind,13.07,1975
ind,12.83,1980
ind,12.81,1985
ind,12.58,1990
ind,12.22,1995
ind,11.91,2000
ind,11.07,2005
ind,10.42,2010
ind,9.645,2015
ind,9.024,2020
ind,8.375,2025
ind,7.724,2030
ind,7.087,2035
ind,6.596,2040
ind,6.421,2045
ind,6.221,2050
idn,12.41,1950
idn,11.71,1955
idn,13.09,1960
idn,14.05,1965
idn,14.12,1970
idn,14.08,1975
idn,13.68,1980
idn,13.0,1985
idn,12.25,1990
idn,11.13,1995
idn,10.24,2000
idn,9.543,2005
idn,9.219,2010
idn,8.556,2015
idn,7.819,2020
idn,7.114,2025
idn,6.815,2030
idn,6.656,2035
idn,6.491,2040
idn,6.267,2045
idn,6.005,2050
irn,12.12,1950
irn,13.71,1955
irn,14.61,1960
irn,14.55,1965
irn,14.66,1970
irn,14.91,1975
irn,14.39,1980
irn,14.42,1985
irn,15.57,1990
irn,13.72,1995
irn,10.57,2000
irn,7.649,2005
irn,7.931,2010
irn,8.409,2015
irn,8.136,2020
irn,7.472,2025
irn,6.452,2030
irn,5.97,2035
irn,5.977,2040
irn,6.056,2045
irn,5.926,2050
irq,12.69,1950
irq,11.81,1955
irq,16.73,1960
irq,14.0,1965
irq,14.35,1970
irq,15.85,1975
irq,15.56,1980
irq,15.48,1985
irq,15.22,1990
irq,14.83,1995
irq,14.3,2000
irq,14.54,2005
irq,13.79,2010
irq,12.79,2015
irq,11.75,2020
irq,11.02,2025
irq,10.49,2030
irq,9.934,2035
irq,9.3,2040
irq,8.687,2045
irq,8.16,2050
irl,9.536,1950
irl,10.37,1955
irl,10.39,1960
irl,10.52,1965
irl,10.77,1970
irl,10.51,1975
irl,10.6,1980
irl,10.03,1985
irl,9.738,1990
irl,8.208,1995
irl,7.2,2000
irl,6.788,2005
irl,7.14,2010
irl,7.472,2015
irl,7.171,2020
irl,6.424,2025
irl,5.84,2030
irl,5.611,2035
irl,5.693,2040
irl,5.85,2045
irl,5.852,2050
isr,9.119,1950
isr,12.06,1955
isr,12.97,1960
isr,11.57,1965
isr,10.96,1970
isr,10.86,1975
isr,11.8,1980
isr,11.28,1985
isr,10.76,1990
isr,10.08,1995
isr,9.524,2000
isr,9.747,2005
isr,9.657,2010
isr,9.301,2015
isr,8.565,2020
isr,7.94,2025
isr,7.541,2030
isr,7.301,2035
isr,7.093,2040
isr,6.778,2045
isr,6.393,2050
ita,8.683,1950
ita,9.368,1955
ita,8.502,1960
ita,8.412,1965
ita,9.003,1970
ita,8.685,1975
ita,8.121,1980
ita,6.681,1985
ita,5.544,1990
ita,5.15,1995
ita,5.088,2000
ita,4.849,2005
ita,5.008,2010
ita,5.075,2015
ita,4.694,2020
ita,4.34,2025
ita,4.25,2030
ita,4.313,2035
ita,4.483,2040
ita,4.652,2045
ita,4.729,2050
jam,12.32,1950
jam,12.25,1955
jam,14.3,1960
jam,15.22,1965
jam,16.9,1970
jam,16.07,1975
jam,13.95,1980
jam,12.13,1985
jam,12.34,1990
jam,11.6,1995
jam,11.61,2000
jam,10.97,2005
jam,9.663,2010
jam,9.311,2015
jam,8.947,2020
jam,8.721,2025
jam,8.262,2030
jam,7.62,2035
jam,7.138,2040
jam,6.701,2045
jam,6.498,2050
jpn,11.79,1950
jpn,13.0,1955
jpn,10.36,1960
jpn,8.276,1965
jpn,8.211,1970
jpn,8.297,1975
jpn,9.023,1980
jpn,7.409,1985
jpn,6.366,1990
jpn,5.471,1995
jpn,4.979,2000
jpn,4.853,2005
jpn,4.696,2010
jpn,4.377,2015
jpn,4.067,2020
jpn,3.847,2025
jpn,3.804,2030
jpn,3.862,2035
jpn,3.949,2040
jpn,3.991,2045
jpn,3.99,2050
jor,14.63,1950
jor,15.32,1955
jor,14.44,1960
jor,14.19,1965
jor,14.89,1970
jor,15.14,1975
jor,16.65,1980
jor,15.28,1985
jor,15.23,1990
jor,13.37,1995
jor,12.78,2000
jor,12.51,2005
jor,11.06,2010
jor,10.99,2015
jor,10.26,2020
jor,9.214,2025
jor,8.396,2030
jor,7.771,2035
jor,7.248,2040
jor,6.8,2045
jor,6.6,2050
kaz,8.847,1950
kaz,10.66,1955
kaz,12.96,1960
kaz,14.19,1965
kaz,14.13,1970
kaz,11.42,1975
kaz,11.4,1980
kaz,11.01,1985
kaz,10.93,1990
kaz,11.37,1995
kaz,10.06,2000
kaz,7.769,2005
kaz,8.113,2010
kaz,9.739,2015
kaz,9.332,2020
kaz,8.478,2025
kaz,7.503,2030
kaz,6.949,2035
kaz,6.916,2040
kaz,7.059,2045
kaz,6.948,2050
ken,11.55,1950
ken,13.51,1955
ken,15.16,1960
ken,15.59,1965
ken,15.86,1970
ken,16.04,1975
ken,16.43,1980
ken,16.54,1985
ken,16.51,1990
ken,15.91,1995
ken,14.38,2000
ken,13.92,2005
ken,14.14,2010
ken,14.46,2015
ken,13.74,2020
ken,12.65,2025
ken,11.74,2030
ken,11.15,2035
ken,10.73,2040
ken,10.24,2045
ken,9.644,2050
prk,18.12,1950
prk,15.88,1955
prk,9.625,1960
prk,14.46,1965
prk,12.9,1970
prk,14.88,1975
prk,13.14,1980
prk,8.452,1985
prk,9.676,1990
prk,8.981,1995
prk,9.404,2000
prk,8.341,2005
prk,7.08,2010
prk,6.524,2015
prk,6.498,2020
prk,6.674,2025
prk,6.581,2030
prk,6.208,2035
prk,5.842,2040
prk,5.727,2045
prk,5.821,2050
kor,14.63,1950
kor,14.17,1955
kor,15.41,1960
kor,16.21,1965
kor,14.9,1970
kor,13.2,1975
kor,12.2,1980
kor,10.05,1985
kor,9.165,1990
kor,7.369,1995
kor,7.885,2000
kor,6.961,2005
kor,5.268,2010
kor,4.872,2015
kor,4.715,2020
kor,4.538,2025
kor,4.452,2030
kor,4.338,2035
kor,4.185,2040
kor,4.041,2045
kor,3.999,2050
kwt,9.783,1950
kwt,9.836,1955
kwt,9.249,1960
kwt,10.73,1965
kwt,13.24,1970
kwt,14.39,1975
kwt,12.04,1980
kwt,11.07,1985
kwt,11.01,1990
kwt,8.486,1995
kwt,7.301,2000
kwt,6.695,2005
kwt,6.575,2010
kwt,6.64,2015
kwt,6.221,2020
kwt,5.704,2025
kwt,5.368,2030
kwt,5.206,2035
kwt,5.213,2040
kwt,5.232,2045
kwt,5.187,2050
kgz,8.072,1950
kgz,8.686,1955
kgz,12.62,1960
kgz,15.35,1965
kgz,15.6,1970
kgz,13.12,1975
kgz,12.92,1980
kgz,12.3,1985
kgz,12.89,1990
kgz,13.51,1995
kgz,12.33,2000
kgz,10.68,2005
kgz,9.346,2010
kgz,10.03,2015
kgz,9.668,2020
kgz,8.762,2025
kgz,7.719,2030
kgz,6.95,2035
kgz,6.846,2040
kgz,6.799,2045
kgz,6.578,2050
lao,12.79,1950
lao,13.04,1955
lao,14.56,1960
lao,14.12,1965
lao,13.93,1970
lao,13.97,1975
lao,14.97,1980
lao,14.43,1985
lao,14.41,1990
lao,14.86,1995
lao,14.74,2000
lao,14.44,2005
lao,11.85,2010
lao,11.46,2015
lao,11.09,2020
lao,10.73,2025
lao,10.16,2030
lao,9.327,2035
lao,8.564,2040
lao,8.09,2045
lao,7.765,2050
lva,9.727,1950
lva,8.834,1955
lva,8.495,1960
lva,8.496,1965
lva,8.333,1970
lva,7.358,1975
lva,7.785,1980
lva,7.46,1985
lva,7.761,1990
lva,8.79,1995
lva,6.33,2000
lva,4.649,2005
lva,5.034,2010
lva,5.709,2015
lva,6.094,2020
lva,6.02,2025
lva,5.625,2030
lva,5.011,2035
lva,4.809,2040
lva,5.122,2045
lva,5.65,2050
lbn,10.18,1950
lbn,11.73,1955
lbn,13.77,1960
lbn,14.7,1965
lbn,14.39,1970
lbn,13.5,1975
lbn,13.31,1980
lbn,12.83,1985
lbn,12.65,1990
lbn,10.83,1995
lbn,10.67,2000
lbn,10.11,2005
lbn,8.209,2010
lbn,7.529,2015
lbn,7.487,2020
lbn,7.347,2025
lbn,7.11,2030
lbn,6.738,2035
lbn,6.253,2040
lbn,5.968,2045
lbn,5.913,2050
lso,13.58,1950
lso,14.59,1955
lso,14.86,1960
lso,15.31,1965
lso,15.55,1970
lso,15.69,1975
lso,15.91,1980
lso,16.08,1985
lso,16.31,1990
lso,15.99,1995
lso,14.84,2000
lso,14.55,2005
lso,13.5,2010
lso,12.84,2015
lso,12.42,2020
lso,11.94,2025
lso,11.34,2030
lso,10.87,2035
lso,10.34,2040
lso,9.959,2045
lso,9.614,2050
lbr,13.51,1950
lbr,13.25,1955
lbr,12.84,1960
lbr,14.97,1965
lbr,15.3,1970
lbr,15.01,1975
lbr,13.57,1980
lbr,14.63,1985
lbr,14.87,1990
lbr,14.69,1995
lbr,14.6,2000
lbr,14.59,2005
lbr,14.27,2010
lbr,13.82,2015
lbr,13.29,2020
lbr,12.6,2025
lbr,11.82,2030
lbr,11.09,2035
lbr,10.44,2040
lbr,9.869,2045
lbr,9.287,2050
lby,13.56,1950
lby,13.94,1955
lby,13.87,1960
lby,13.57,1965
lby,13.93,1970
lby,14.84,1975
lby,14.97,1980
lby,14.91,1985
lby,15.47,1990
lby,11.8,1995
lby,9.978,2000
lby,9.801,2005
lby,10.02,2010
lby,9.97,2015
lby,9.377,2020
lby,8.287,2025
lby,7.126,2030
lby,6.399,2035
lby,6.308,2040
lby,6.525,2045
lby,6.549,2050
ltu,10.0,1950
ltu,8.917,1955
ltu,9.875,1960
ltu,10.39,1965
ltu,10.25,1970
ltu,8.886,1975
ltu,8.587,1980
ltu,8.029,1985
ltu,8.176,1990
ltu,8.363,1995
ltu,7.434,2000
ltu,5.901,2005
ltu,4.924,2010
ltu,5.153,2015
ltu,5.49,2020
ltu,5.611,2025
ltu,5.535,2030
ltu,5.232,2035
ltu,4.857,2040
ltu,4.849,2045
ltu,5.224,2050
lux,6.803,1950
lux,6.579,1955
lux,7.097,1960
lux,7.975,1965
lux,7.784,1970
lux,7.263,1975
lux,6.215,1980
lux,6.145,1985
lux,5.882,1990
lux,6.0,1995
lux,6.604,2000
lux,6.522,2005
lux,6.148,2010
lux,5.837,2015
lux,5.861,2020
lux,5.862,2025
lux,5.863,2030
lux,6.192,2035
lux,5.882,2040
lux,5.698,2045
lux,5.738,2050
mac,8.0,1950
mac,12.9,1955
mac,15.29,1960
mac,14.29,1965
mac,12.98,1970
mac,8.527,1975
mac,7.874,1980
mac,6.623,1985
mac,9.341,1990
mac,10.55,1995
mac,8.531,2000
mac,5.603,2005
mac,3.831,2010
mac,4.461,2015
mac,4.643,2020
mac,4.594,2025
mac,4.211,2030
mac,3.873,2035
mac,3.534,2040
mac,3.597,2045
mac,3.704,2050
mkd,10.88,1950
mkd,12.59,1955
mkd,12.78,1960
mkd,12.12,1965
mkd,10.96,1970
mkd,10.24,1975
mkd,9.461,1980
mkd,9.457,1985
mkd,8.996,1990
mkd,8.461,1995
mkd,7.837,2000
mkd,6.798,2005
mkd,5.98,2010
mkd,5.485,2015
mkd,5.594,2020
mkd,5.517,2025
mkd,5.373,2030
mkd,5.162,2035
mkd,4.964,2040
mkd,4.852,2045
mkd,4.978,2050
mdg,11.29,1950
mdg,11.66,1955
mdg,13.9,1960
mdg,14.19,1965
mdg,14.34,1970
mdg,14.49,1975
mdg,14.94,1980
mdg,15.16,1985
mdg,13.77,1990
mdg,14.68,1995
mdg,15.01,2000
mdg,14.91,2005
mdg,14.18,2010
mdg,13.52,2015
mdg,12.89,2020
mdg,12.22,2025
mdg,11.53,2030
mdg,10.85,2035
mdg,10.22,2040
mdg,9.64,2045
mdg,9.111,2050
mwi,14.55,1950
mwi,15.04,1955
mwi,14.15,1960
mwi,14.64,1965
mwi,15.03,1970
mwi,15.26,1975
mwi,15.02,1980
mwi,16.26,1985
mwi,15.39,1990
mwi,14.27,1995
mwi,15.35,2000
mwi,15.98,2005
mwi,15.51,2010
mwi,14.75,2015
mwi,14.23,2020
mwi,13.75,2025
mwi,13.07,2030
mwi,12.22,2035
mwi,11.39,2040
mwi,10.7,2045
mwi,10.13,2050
mys,12.05,1950
mys,13.45,1955
mys,14.67,1960
mys,15.44,1965
mys,15.16,1970
mys,14.11,1975
mys,13.64,1980
mys,11.93,1985
mys,12.9,1990
mys,12.16,1995
mys,11.44,2000
mys,10.46,2005
mys,9.91,2010
mys,9.188,2015
mys,8.617,2020
mys,8.03,2025
mys,7.405,2030
mys,6.833,2035
mys,6.625,2040
mys,6.465,2045
mys,6.273,2050
mdv,11.63,1950
mdv,10.64,1955
mdv,13.46,1960
mdv,13.79,1965
mdv,14.06,1970
mdv,13.51,1975
mdv,13.58,1980
mdv,14.89,1985
mdv,16.36,1990
mdv,15.75,1995
mdv,14.39,2000
mdv,10.74,2005
mdv,8.228,2010
mdv,8.235,2015
mdv,8.333,2020
mdv,8.421,2025
mdv,7.426,2030
mdv,6.763,2035
mdv,6.019,2040
mdv,5.882,2045
mdv,6.25,2050
mli,12.91,1950
mli,12.43,1955
mli,12.04,1960
mli,13.0,1965
mli,13.28,1970
mli,13.74,1975
mli,13.96,1980
mli,13.96,1985
mli,14.78,1990
mli,15.15,1995
mli,15.14,2000
mli,14.66,2005
mli,14.6,2010
mli,14.78,2015
mli,14.41,2020
mli,13.68,2025
mli,12.87,2030
mli,12.04,2035
mli,11.43,2040
mli,10.94,2045
mli,10.42,2050
mlt,9.74,1950
mlt,14.47,1955
mlt,13.91,1960
mlt,12.42,1965
mlt,10.34,1970
mlt,8.163,1975
mlt,8.176,1980
mlt,8.876,1985
mlt,7.91,1990
mlt,7.527,1995
mlt,6.771,2000
mlt,6.0,2005
mlt,4.95,2010
mlt,4.762,2015
mlt,4.695,2020
mlt,4.695,2025
mlt,4.673,2030
mlt,4.673,2035
mlt,4.265,2040
mlt,4.327,2045
mlt,4.369,2050
mtq,11.43,1950
mtq,13.45,1955
mtq,15.11,1960
mtq,15.44,1965
mtq,13.75,1970
mtq,14.38,1975
mtq,10.19,1980
mtq,9.146,1985
mtq,8.621,1990
mtq,8.427,1995
mtq,8.333,2000
mtq,7.609,2005
mtq,7.368,2010
mtq,6.701,2015
mtq,6.154,2020
mtq,6.154,2025
mtq,6.122,2030
mtq,5.584,2035
mtq,5.67,2040
mtq,5.236,2045
mtq,5.376,2050
mrt,13.79,1950
mrt,13.9,1955
mrt,14.25,1960
mrt,15.06,1965
mrt,15.16,1970
mrt,15.08,1975
mrt,15.05,1980
mrt,15.13,1985
mrt,15.03,1990
mrt,14.72,1995
mrt,14.17,2000
mrt,13.63,2005
mrt,13.19,2010
mrt,12.78,2015
mrt,12.19,2020
mrt,11.28,2025
mrt,10.51,2030
mrt,9.965,2035
mrt,9.515,2040
mrt,9.088,2045
mrt,8.579,2050
mus,14.98,1950
mus,15.14,1955
mus,15.81,1960
mus,15.92,1965
mus,16.26,1970
mus,13.41,1975
mus,12.13,1980
mus,10.67,1985
mus,9.867,1990
mus,8.688,1995
mus,9.396,2000
mus,8.387,2005
mus,7.621,2010
mus,6.818,2015
mus,6.953,2020
mus,6.841,2025
mus,6.667,2030
mus,6.331,2035
mus,6.187,2040
mus,6.069,2045
mus,5.933,2050
myt,12.5,1950
myt,9.091,1955
myt,15.38,1960
myt,11.76,1965
myt,15.79,1970
myt,16.67,1975
myt,17.24,1980
myt,16.67,1985
myt,15.22,1990
myt,14.52,1995
myt,14.67,2000
myt,14.94,2005
myt,13.0,2010
myt,10.71,2015
myt,10.4,2020
myt,10.14,2025
myt,9.396,2030
myt,8.642,2035
myt,7.647,2040
myt,7.143,2045
myt,6.878,2050
mex,14.32,1950
mex,14.31,1955
mex,15.59,1960
mex,15.73,1965
mex,15.46,1970
mex,15.49,1975
mex,15.82,1980
mex,14.47,1985
mex,13.01,1990
mex,12.13,1995
mex,11.68,2000
mex,10.52,2005
mex,9.707,2010
mex,8.827,2015
mex,7.997,2020
mex,7.236,2025
mex,6.818,2030
mex,6.589,2035
mex,6.289,2040
mex,5.958,2045
mex,5.671,2050
fsm,12.5,1950
fsm,10.53,1955
fsm,18.18,1960
fsm,14.81,1965
fsm,15.62,1970
fsm,15.62,1975
fsm,15.79,1980
fsm,15.56,1985
fsm,16.0,1990
fsm,14.55,1995
fsm,13.21,2000
fsm,12.73,2005
fsm,12.96,2010
fsm,12.07,2015
fsm,9.836,2020
fsm,9.836,2025
fsm,9.231,2030
fsm,9.231,2035
fsm,7.692,2040
fsm,7.576,2045
fsm,5.97,2050
mda,9.515,1950
mda,8.713,1955
mda,12.11,1960
mda,13.27,1965
mda,12.08,1970
mda,9.474,1975
mda,9.604,1980
mda,9.545,1985
mda,10.14,1990
mda,10.27,1995
mda,8.27,2000
mda,6.103,2005
mda,5.248,2010
mda,6.459,2015
mda,6.737,2020
mda,6.526,2025
mda,5.851,2030
mda,5.299,2035
mda,5.222,2040
mda,5.613,2045
mda,5.914,2050
mng,13.75,1950
mng,13.88,1955
mng,14.14,1960
mng,14.39,1965
mng,14.56,1970
mng,14.68,1975
mng,14.63,1980
mng,14.08,1985
mng,13.65,1990
mng,14.29,1995
mng,11.81,2000
mng,9.58,2005
mng,8.234,2010
mng,8.511,2015
mng,8.361,2020
mng,8.016,2025
mng,7.577,2030
mng,6.806,2035
mng,6.22,2040
mng,6.075,2045
mng,6.198,2050
mne,12.57,1950
mne,12.62,1955
mne,13.27,1960
mne,12.6,1965
mne,11.42,1970
mne,10.37,1975
mne,9.507,1980
mne,9.441,1985
mne,9.31,1990
mne,8.626,1995
mne,6.845,2000
mne,7.143,2005
mne,6.885,2010
mne,6.129,2015
mne,6.431,2020
mne,6.109,2025
mne,6.09,2030
mne,6.07,2035
mne,5.788,2040
mne,5.519,2045
mne,5.537,2050
mar,14.39,1950
mar,14.53,1955
mar,14.59,1960
mar,15.95,1965
mar,16.29,1970
mar,15.3,1975
mar,14.41,1980
mar,13.83,1985
mar,14.02,1990
mar,12.88,1995
mar,11.55,2000
mar,10.32,2005
mar,9.38,2010
mar,9.329,2015
mar,9.118,2020
mar,8.605,2025
mar,7.911,2030
mar,7.28,2035
mar,6.881,2040
mar,6.67,2045
mar,6.574,2050
moz,13.37,1950
moz,13.42,1955
moz,13.58,1960
moz,13.94,1965
moz,14.17,1970
moz,14.3,1975
moz,14.3,1980
moz,14.99,1985
moz,16.15,1990
moz,14.97,1995
moz,14.71,2000
moz,14.77,2005
moz,15.37,2010
moz,14.58,2015
moz,13.63,2020
moz,12.84,2025
moz,12.21,2030
moz,11.66,2035
moz,11.06,2040
moz,10.42,2045
moz,9.807,2050
mmr,10.56,1950
mmr,11.25,1955
mmr,13.92,1960
mmr,13.89,1965
mmr,13.61,1970
mmr,13.52,1975
mmr,13.81,1980
mmr,13.02,1985
mmr,12.74,1990
mmr,11.35,1995
mmr,10.15,2000
mmr,9.262,2005
mmr,9.076,2010
mmr,8.782,2015
mmr,8.401,2020
mmr,7.821,2025
mmr,7.238,2030
mmr,6.806,2035
mmr,6.538,2040
mmr,6.369,2045
mmr,6.271,2050
nam,12.86,1950
nam,13.53,1955
nam,13.47,1960
nam,13.95,1965
nam,14.1,1970
nam,14.35,1975
nam,16.02,1980
nam,16.28,1985
nam,14.62,1990
nam,14.52,1995
nam,14.35,2000
nam,13.14,2005
nam,12.27,2010
nam,11.73,2015
nam,11.16,2020
nam,10.62,2025
nam,10.06,2030
nam,9.509,2035
nam,8.954,2040
nam,8.501,2045
nam,8.149,2050
npl,13.43,1950
npl,12.22,1955
npl,12.95,1960
npl,13.34,1965
npl,13.62,1970
npl,13.73,1975
npl,13.92,1980
npl,14.19,1985
npl,14.22,1990
npl,14.25,1995
npl,14.18,2000
npl,13.79,2005
npl,12.5,2010
npl,11.0,2015
npl,10.4,2020
npl,10.12,2025
npl,9.641,2030
npl,8.961,2035
npl,8.297,2040
npl,7.807,2045
npl,7.445,2050
nld,9.484,1950
nld,11.37,1955
nld,9.937,1960
nld,9.62,1965
nld,9.542,1970
nld,9.051,1975
nld,7.646,1980
nld,6.362,1985
nld,6.128,1990
nld,6.388,1995
nld,6.465,2000
nld,6.296,2005
nld,6.236,2010
nld,5.724,2015
nld,5.468,2020
nld,5.495,2025
nld,5.647,2030
nld,5.672,2035
nld,5.619,2040
nld,5.502,2045
nld,5.408,2050
ant,11.11,1950
ant,13.33,1955
ant,13.64,1960
ant,15.07,1965
ant,12.66,1970
ant,10.98,1975
ant,10.84,1980
ant,10.23,1985
ant,9.677,1990
ant,8.791,1995
ant,9.524,2000
ant,7.865,2005
ant,7.447,2010
ant,7.368,2015
ant,6.122,2020
ant,6.122,2025
ant,5.208,2030
ant,5.208,2035
ant,5.263,2040
ant,5.435,2045
ant,5.747,2050
ncl,11.76,1950
ncl,11.11,1955
ncl,12.2,1960
ncl,13.04,1965
ncl,13.21,1970
ncl,11.94,1975
ncl,12.33,1980
ncl,11.39,1985
ncl,10.47,1990
ncl,11.0,1995
ncl,10.0,2000
ncl,9.483,2005
ncl,8.661,2010
ncl,8.088,2015
ncl,7.692,2020
ncl,7.237,2025
ncl,6.962,2030
ncl,6.79,2035
ncl,6.548,2040
ncl,6.358,2045
ncl,6.18,2050
nzl,9.375,1950
nzl,10.97,1955
nzl,10.82,1960
nzl,11.31,1965
nzl,11.01,1970
nzl,10.08,1975
nzl,9.597,1980
nzl,7.99,1985
nzl,7.72,1990
nzl,8.081,1995
nzl,8.202,2000
nzl,7.298,2005
nzl,6.918,2010
nzl,6.841,2015
nzl,6.658,2020
nzl,6.427,2025
nzl,6.197,2030
nzl,5.938,2035
nzl,5.78,2040
nzl,5.723,2045
nzl,5.706,2050
nic,14.75,1950
nic,13.48,1955
nic,16.38,1960
nic,16.88,1965
nic,15.75,1970
nic,15.43,1975
