geo,exports_unit_value_index_2000100,time
deu,178.2,2005
deu,204.2,2006
deu,240.8,2007
deu,262.8,2008
deu,204.7,2009
gha,75.25,1980
gha,63.72,1981
gha,52.27,1982
gha,157.0,1983
gha,31.58,1984
gha,36.92,1985
gha,51.62,1986
gha,58.44,1987
gha,60.4,1988
gha,60.9,1989
gha,53.32,1990
gha,36.92,1991
gha,74.93,1992
gha,58.27,1993
gha,85.29,1994
gha,103.3,1995
gha,100.0,1996
gha,97.98,1997
gha,107.5,1998
gha,102.9,1999
gha,100.0,2000
gha,102.7,2001
gha,110.7,2002
gha,139.1,2003
gha,146.6,2004
gha,167.8,2005
gha,223.7,2006
gha,258.6,2007
gha,338.1,2008
gha,349.5,2009
grc,33.5,1980
grc,27.17,1981
grc,24.42,1982
grc,25.31,1983
grc,31.14,1984
grc,30.98,1985
grc,38.95,1986
grc,48.98,1987
grc,35.9,1988
grc,49.32,1989
grc,50.42,1990
grc,55.63,1991
grc,72.44,1992
grc,65.28,1993
grc,69.78,1994
grc,88.81,1995
grc,98.46,1996
grc,98.02,1997
grc,105.3,1998
grc,117.2,1999
grc,100.0,2000
grd,66.87,1980
grd,73.16,1981
grd,71.35,1982
grd,72.77,1983
grd,69.96,1984
grd,85.8,1985
grd,110.8,1986
grd,121.5,1987
grd,126.2,1988
grd,116.7,1989
grd,107.3,1990
grd,84.47,1991
grd,76.78,1992
grd,78.49,1993
grd,91.6,1994
grd,28.67,1995
grd,26.07,1996
grd,34.23,1997
grd,53.52,1998
grd,47.89,1999
grd,100.0,2000
grd,77.32,2001
grd,50.45,2002
grd,50.06,2003
grd,41.63,2004
grd,36.45,2005
grd,33.45,2006
grd,44.05,2007
grd,40.26,2008
grd,38.13,2009
gum,114.8,1995
gum,98.87,1996
gum,119.9,1997
gum,116.2,1998
gum,102.7,1999
gum,100.0,2000
gum,82.43,2001
gum,66.73,2002
gum,58.57,2003
gum,71.35,2004
gum,70.1,2005
gum,71.62,2006
gum,123.5,2007
gum,141.7,2008
gum,68.92,2009
gtm,56.38,1980
gtm,45.49,1981
gtm,41.54,1982
gtm,42.99,1983
gtm,41.86,1984
gtm,39.21,1985
gtm,38.72,1986
gtm,36.63,1987
gtm,37.9,1988
gtm,41.1,1989
gtm,43.14,1990
gtm,44.6,1991
gtm,48.05,1992
gtm,49.73,1993
gtm,56.44,1994
gtm,73.43,1995
gtm,75.84,1996
gtm,88.17,1997
gtm,94.52,1998
gtm,91.97,1999
gtm,100.0,2000
gtm,90.87,2001
gtm,153.5,2002
gtm,164.5,2003
gtm,185.8,2004
gtm,198.5,2005
gtm,221.8,2006
gtm,254.4,2007
gtm,285.4,2008
gtm,266.7,2009
gin,60.17,1980
gin,64.55,1981
gin,68.92,1982
gin,73.3,1983
gin,77.67,1984
gin,73.98,1985
gin,67.53,1986
gin,81.74,1987
gin,76.82,1988
gin,89.38,1989
gin,100.7,1990
gin,96.84,1991
gin,85.25,1992
gin,98.63,1993
gin,98.63,1994
gin,105.4,1995
gin,106.5,1996
gin,102.8,1997
gin,104.0,1998
gin,95.45,1999
gin,100.0,2000
gin,109.8,2001
gin,106.5,2002
gin,91.44,2003
gin,109.0,2004
gin,133.6,2005
gin,135.1,2006
gin,165.2,2007
gin,195.2,2008
gin,137.5,2009
gnb,38.41,1995
gnb,45.29,1996
gnb,77.93,1997
gnb,43.04,1998
gnb,82.23,1999
gnb,100.0,2000
gnb,101.1,2001
gnb,86.7,2002
gnb,104.8,2003
gnb,121.8,2004
gnb,143.8,2005
gnb,119.2,2006
gnb,172.0,2007
gnb,201.0,2008
gnb,185.8,2009
guy,78.18,1980
guy,69.5,1981
guy,48.48,1982
guy,37.93,1983
guy,42.19,1984
guy,33.41,1985
guy,44.68,1986
guy,53.57,1987
guy,46.12,1988
guy,45.68,1989
guy,51.58,1990
guy,49.51,1991
guy,58.67,1992
guy,83.14,1993
guy,91.66,1994
guy,93.2,1995
guy,115.9,1996
guy,118.2,1997
guy,108.9,1998
guy,104.2,1999
guy,100.0,2000
guy,97.66,2001
guy,98.78,2002
guy,102.3,2003
guy,118.2,2004
guy,110.3,2005
guy,117.2,2006
guy,135.3,2007
guy,158.4,2008
guy,152.1,2009
hti,71.21,1980
hti,47.69,1981
hti,55.93,1982
hti,52.26,1983
hti,56.41,1984
hti,53.01,1985
hti,58.06,1986
hti,67.22,1987
hti,56.44,1988
hti,45.35,1989
hti,50.45,1990
hti,52.44,1991
hti,23.11,1992
hti,25.27,1993
hti,25.89,1994
hti,34.72,1995
hti,28.35,1996
hti,66.86,1997
hti,100.7,1998
hti,105.2,1999
hti,100.0,2000
hti,86.34,2001
hti,88.28,2002
hti,109.1,2003
hti,123.2,2004
hti,148.0,2005
hti,155.6,2006
hti,164.2,2007
hti,149.9,2008
hti,181.4,2009
hnd,60.1,1980
hnd,55.12,1981
hnd,47.79,1982
hnd,48.68,1983
hnd,52.56,1984
hnd,56.52,1985
hnd,61.9,1986
hnd,57.35,1987
hnd,61.01,1988
hnd,62.21,1989
hnd,60.22,1990
hnd,57.42,1991
hnd,58.08,1992
hnd,58.98,1993
hnd,61.01,1994
hnd,52.9,1995
hnd,60.04,1996
hnd,72.97,1997
hnd,87.6,1998
hnd,83.05,1999
hnd,100.0,2000
hnd,102.4,2001
hnd,112.0,2002
hnd,112.3,2003
hnd,135.6,2004
hnd,151.0,2005
hnd,157.8,2006
hnd,173.0,2007
hnd,193.1,2008
hnd,119.6,2009
hkg,9.785,1980
hkg,10.81,1981
hkg,10.41,1982
hkg,10.88,1983
hkg,14.03,1984
hkg,14.95,1985
hkg,17.56,1986
hkg,24.01,1987
hkg,31.29,1988
hkg,36.23,1989
hkg,40.7,1990
hkg,48.83,1991
hkg,59.19,1992
hkg,67.0,1993
hkg,75.0,1994
hkg,86.07,1995
hkg,89.54,1996
hkg,93.16,1997
hkg,86.2,1998
hkg,86.14,1999
hkg,100.0,2000
hkg,94.07,2001
hkg,99.12,2002
hkg,110.8,2003
hkg,128.4,2004
hkg,143.3,2005
hkg,156.9,2006
hkg,170.7,2007
hkg,179.7,2008
hkg,157.8,2009
hun,35.78,1980
hun,36.12,1981
hun,35.28,1982
hun,34.0,1983
hun,33.86,1984
hun,35.09,1985
hun,37.98,1986
hun,39.49,1987
hun,41.86,1988
hun,41.44,1989
hun,40.92,1990
hun,42.97,1991
hun,44.92,1992
hun,37.47,1993
hun,45.12,1994
hun,54.81,1995
hun,55.7,1996
hun,67.86,1997
hun,81.8,1998
hun,88.99,1999
hun,100.0,2000
hun,108.5,2001
hun,121.3,2002
hun,151.6,2003
hun,195.4,2004
hun,219.5,2005
hun,261.3,2006
hun,331.2,2007
hun,369.9,2008
hun,284.8,2009
isl,44.68,1980
isl,43.69,1981
isl,34.33,1982
isl,36.6,1983
isl,35.17,1984
isl,39.76,1985
isl,54.38,1986
isl,68.81,1987
isl,69.45,1988
isl,66.81,1989
isl,78.97,1990
isl,83.18,1991
isl,81.98,1992
isl,75.86,1993
isl,85.84,1994
isl,95.12,1995
isl,99.32,1996
isl,96.09,1997
isl,102.3,1998
isl,103.5,1999
isl,100.0,2000
isl,106.5,2001
isl,118.8,2002
isl,127.7,2003
isl,154.7,2004
isl,157.8,2005
isl,173.6,2006
isl,214.8,2007
isl,266.7,2008
isl,207.9,2009
ind,72.28,1995
ind,78.12,1996
ind,82.61,1997
ind,78.9,1998
ind,84.16,1999
ind,100.0,2000
ind,102.3,2001
ind,118.9,2002
ind,139.1,2003
ind,180.9,2004
ind,235.1,2005
ind,287.4,2006
ind,353.8,2007
ind,459.0,2008
ind,383.7,2009
idn,38.55,1980
idn,40.51,1981
idn,35.94,1982
idn,34.04,1983
idn,35.23,1984
idn,29.92,1985
idn,23.83,1986
idn,27.58,1987
idn,30.94,1988
idn,35.67,1989
idn,41.33,1990
idn,46.91,1991
idn,54.68,1992
idn,59.27,1993
idn,64.47,1994
idn,73.11,1995
idn,80.18,1996
idn,86.03,1997
idn,78.63,1998
idn,78.34,1999
idn,100.0,2000
idn,87.7,2001
idn,90.46,2002
idn,98.02,2003
idn,109.8,2004
idn,131.8,2005
idn,158.2,2006
idn,181.5,2007
idn,225.7,2008
idn,182.7,2009
irn,43.49,1980
irn,41.7,1981
irn,72.15,1982
irn,75.88,1983
irn,60.28,1984
irn,50.01,1985
irn,25.3,1986
irn,42.04,1987
irn,37.78,1988
irn,46.15,1989
irn,68.11,1990
irn,65.84,1991
irn,70.09,1992
irn,63.79,1993
irn,68.56,1994
irn,64.77,1995
irn,78.99,1996
irn,64.85,1997
irn,46.28,1998
irn,74.19,1999
irn,100.0,2000
irn,84.33,2001
irn,99.44,2002
irn,119.9,2003
irn,156.7,2004
irn,227.1,2005
irn,268.3,2006
irn,343.6,2007
irn,354.8,2008
irn,249.1,2009
irq,2.43,1995
irq,3.59,1996
irq,22.58,1997
irq,26.99,1998
irq,64.12,1999
irq,100.0,2000
irq,81.01,2001
irq,65.01,2002
irq,39.21,2003
irq,90.73,2004
irq,116.3,2005
irq,149.8,2006
irq,193.9,2007
irq,312.7,2008
irq,217.7,2009
irl,10.9,1980
irl,10.02,1981
irl,10.45,1982
irl,11.14,1983
irl,12.49,1984
irl,13.35,1985
irl,16.38,1986
irl,20.66,1987
irl,24.27,1988
irl,26.8,1989
irl,30.71,1990
irl,31.34,1991
irl,36.96,1992
irl,38.0,1993
irl,44.16,1994
irl,57.9,1995
irl,63.13,1996
irl,69.54,1997
irl,83.42,1998
irl,92.58,1999
irl,100.0,2000
irl,107.3,2001
irl,114.4,2002
irl,120.3,2003
irl,136.0,2004
irl,140.0,2005
irl,141.4,2006
irl,157.7,2007
irl,164.0,2008
irl,150.0,2009
isr,17.4,1980
isr,17.8,1981
isr,16.53,1982
isr,16.27,1983
isr,18.43,1984
isr,19.87,1985
isr,22.73,1986
isr,26.85,1987
isr,31.6,1988
isr,35.15,1989
isr,38.27,1990
isr,37.67,1991
isr,41.59,1992
isr,46.96,1993
isr,53.48,1994
isr,60.25,1995
isr,64.65,1996
isr,70.6,1997
isr,72.73,1998
isr,79.6,1999
isr,100.0,2000
isr,92.52,2001
isr,93.41,2002
isr,100.7,2003
isr,122.8,2004
isr,136.1,2005
isr,148.1,2006
isr,172.9,2007
isr,196.0,2008
isr,157.9,2009
ita,32.69,1980
ita,32.27,1981
ita,30.86,1982
ita,30.48,1983
ita,31.18,1984
ita,32.01,1985
ita,40.58,1986
ita,48.69,1987
ita,53.49,1988
ita,58.8,1989
ita,71.15,1990
ita,70.81,1991
ita,74.49,1992
ita,70.75,1993
ita,79.95,1994
ita,98.02,1995
ita,105.5,1996
ita,100.7,1997
ita,102.8,1998
ita,98.21,1999
ita,100.0,2000
ita,102.1,2001
ita,105.8,2002
ita,124.5,2003
ita,147.0,2004
ita,155.1,2005
ita,173.5,2006
ita,208.2,2007
ita,225.5,2008
ita,168.6,2009
jam,74.35,1980
jam,75.22,1981
jam,59.26,1982
jam,55.46,1983
jam,54.42,1984
jam,43.71,1985
jam,45.48,1986
jam,54.52,1987
jam,67.97,1988
jam,77.05,1989
jam,89.44,1990
jam,85.34,1991
jam,80.86,1992
jam,82.73,1993
jam,93.63,1994
jam,110.2,1995
jam,106.8,1996
jam,106.8,1997
jam,101.3,1998
jam,95.79,1999
jam,100.0,2000
jam,94.23,2001
jam,86.0,2002
jam,91.09,2003
jam,107.4,2004
jam,115.8,2005
jam,144.7,2006
jam,159.8,2007
jam,188.3,2008
jam,101.6,2009
jpn,35.6,1980
jpn,40.95,1981
jpn,36.81,1982
jpn,39.45,1983
jpn,45.96,1984
jpn,47.34,1985
jpn,56.56,1986
jpn,62.81,1987
jpn,73.35,1988
jpn,74.2,1989
jpn,76.01,1990
jpn,79.23,1991
jpn,82.4,1992
jpn,84.25,1993
jpn,90.66,1994
jpn,99.51,1995
jpn,90.83,1996
jpn,93.02,1997
jpn,85.97,1998
jpn,90.78,1999
jpn,100.0,2000
jpn,82.12,2001
jpn,85.3,2002
jpn,92.89,2003
jpn,108.5,2004
jpn,109.4,2005
jpn,115.2,2006
jpn,123.2,2007
jpn,129.7,2008
jpn,94.29,2009
jor,30.23,1980
jor,38.62,1981
jor,39.6,1982
jor,30.52,1983
jor,39.59,1984
jor,41.52,1985
jor,38.58,1986
jor,49.17,1987
jor,53.66,1988
jor,58.28,1989
jor,56.01,1990
jor,59.48,1991
jor,64.2,1992
jor,65.59,1993
jor,74.99,1994
jor,93.17,1995
jor,95.66,1996
jor,96.62,1997
jor,94.45,1998
jor,96.46,1999
jor,100.0,2000
jor,120.8,2001
jor,145.8,2002
jor,162.3,2003
jor,206.5,2004
jor,226.5,2005
jor,272.5,2006
jor,301.5,2007
jor,410.1,2008
jor,343.9,2009
ken,71.82,1980
ken,65.67,1981
ken,59.1,1982
ken,50.13,1983
ken,61.95,1984
ken,55.22,1985
ken,69.18,1986
ken,55.4,1987
ken,61.53,1988
ken,54.85,1989
ken,59.53,1990
ken,63.89,1991
ken,77.24,1992
ken,79.27,1993
ken,91.52,1994
ken,108.3,1995
ken,119.2,1996
ken,118.4,1997
ken,115.8,1998
ken,100.8,1999
ken,100.0,2000
ken,112.1,2001
ken,122.0,2002
ken,139.1,2003
ken,154.8,2004
ken,189.9,2005
ken,198.2,2006
ken,235.3,2007
ken,286.8,2008
ken,257.4,2009
kir,200.2,1995
kir,135.3,1996
kir,142.3,1997
kir,154.3,1998
kir,234.0,1999
kir,100.0,2000
kir,125.7,2001
kir,95.66,2002
kir,80.81,2003
kir,68.74,2004
kir,119.9,2005
kir,175.3,2006
kir,272.2,2007
kir,417.6,2008
kir,417.6,2009
prk,135.4,1995
prk,128.4,1996
prk,155.1,1997
prk,91.95,1998
prk,89.97,1999
prk,100.0,2000
prk,116.7,2001
prk,142.4,2002
prk,150.6,2003
prk,180.5,2004
prk,189.0,2005
prk,206.9,2006
prk,238.0,2007
prk,291.0,2008
prk,218.9,2009
kor,10.17,1980
kor,12.35,1981
kor,12.69,1982
kor,14.19,1983
kor,16.98,1984
kor,17.58,1985
kor,20.15,1986
kor,27.45,1987
kor,35.23,1988
kor,36.21,1989
kor,37.74,1990
kor,41.72,1991
kor,44.48,1992
kor,47.74,1993
kor,55.74,1994
kor,72.6,1995
kor,75.3,1996
kor,79.04,1997
kor,76.81,1998
kor,83.41,1999
kor,100.0,2000
kor,87.33,2001
kor,94.31,2002
kor,112.5,2003
kor,147.3,2004
kor,165.1,2005
kor,188.9,2006
kor,215.7,2007
kor,245.0,2008
kor,209.9,2009
kwt,102.1,1980
kwt,83.86,1981
kwt,56.4,1982
kwt,59.55,1983
kwt,63.18,1984
kwt,54.52,1985
kwt,37.31,1986
kwt,42.52,1987
kwt,39.92,1988
kwt,59.05,1989
kwt,36.23,1990
kwt,5.598,1991
kwt,33.81,1992
kwt,52.72,1993
kwt,57.93,1994
kwt,65.78,1995
kwt,76.61,1996
kwt,73.17,1997
kwt,49.15,1998
kwt,62.58,1999
kwt,100.0,2000
kwt,83.41,2001
kwt,78.98,2002
kwt,106.4,2003
kwt,147.1,2004
kwt,230.8,2005
kwt,288.2,2006
kwt,321.5,2007
kwt,447.7,2008
kwt,258.5,2009
lao,8.477,1980
lao,6.963,1981
lao,12.11,1982
lao,12.41,1983
lao,13.32,1984
lao,16.35,1985
lao,16.68,1986
lao,19.41,1987
lao,17.56,1988
lao,19.16,1989
lao,23.83,1990
lao,29.25,1991
lao,40.14,1992
lao,72.96,1993
lao,90.98,1994
lao,94.15,1995
lao,97.73,1996
lao,108.7,1997
lao,111.9,1998
lao,94.09,1999
lao,100.0,2000
lao,96.73,2001
lao,91.01,2002
lao,101.6,2003
lao,110.0,2004
lao,167.4,2005
lao,267.0,2006
lao,279.3,2007
lao,328.4,2008
lao,312.0,2009
lva,50.17,1993
lva,47.28,1994
lva,66.23,1995
lva,72.85,1996
lva,93.04,1997
lva,92.59,1998
lva,91.69,1999
lva,100.0,2000
lva,101.5,2001
lva,116.0,2002
lva,146.8,2003
lbn,133.6,1980
lbn,128.7,1981
lbn,112.0,1982
lbn,106.4,1983
lbn,52.92,1984
lbn,40.3,1985
lbn,76.97,1986
lbn,90.96,1987
lbn,109.2,1988
lbn,67.91,1989
lbn,69.13,1990
lbn,75.44,1991
lbn,78.33,1992
lbn,63.23,1993
lbn,65.83,1994
lbn,115.5,1995
lbn,142.9,1996
lbn,100.4,1997
lbn,92.63,1998
lbn,94.72,1999
lbn,100.0,2000
lbn,153.0,2001
lbn,173.2,2002
lbn,253.7,2003
lbn,307.7,2004
lbn,327.1,2005
lbn,393.8,2006
lbn,500.2,2007
lbn,623.2,2008
lbn,586.0,2009
lso,26.36,1980
lso,22.85,1981
lso,16.32,1982
lso,13.5,1983
lso,12.4,1984
lso,10.15,1985
lso,11.58,1986
lso,21.16,1987
lso,29.18,1988
lso,30.15,1989
lso,28.03,1990
lso,30.54,1991
lso,49.67,1992
lso,60.12,1993
lso,65.2,1994
lso,72.56,1995
lso,84.69,1996
lso,88.46,1997
lso,87.74,1998
lso,78.11,1999
lso,100.0,2000
lso,126.7,2001
lso,162.2,2002
lso,215.5,2003
lso,320.8,2004
lso,294.8,2005
lso,314.9,2006
lso,367.3,2007
lso,407.8,2008
lso,294.5,2009
lbr,249.2,1995
lbr,191.5,1996
lbr,130.7,1997
lbr,129.2,1998
lbr,142.6,1999
lbr,100.0,2000
lbr,38.88,2001
lbr,53.53,2002
lbr,33.04,2003
lbr,31.55,2004
lbr,39.91,2005
lbr,47.96,2006
lbr,60.85,2007
lbr,73.68,2008
lbr,44.98,2009
lby,172.7,1980
lby,122.7,1981
lby,110.2,1982
lby,97.26,1983
lby,87.86,1984
lby,97.04,1985
lby,60.77,1986
lby,62.94,1987
lby,52.59,1988
lby,63.31,1989
lby,104.2,1990
lby,88.53,1991
lby,85.06,1992
lby,67.33,1993
lby,61.98,1994
lby,66.92,1995
lby,79.86,1996
lby,75.31,1997
lby,47.44,1998
lby,62.61,1999
lby,100.0,2000
lby,89.16,2001
lby,77.71,2002
lby,115.2,2003
lby,160.5,2004
lby,243.4,2005
lby,308.0,2006
lby,368.6,2007
lby,493.7,2008
lby,259.3,2009
mac,24.06,1980
mac,26.94,1981
mac,28.35,1982
mac,29.97,1983
mac,35.86,1984
mac,35.58,1985
mac,41.07,1986
mac,55.05,1987
mac,59.1,1988
mac,64.52,1989
mac,66.79,1990
mac,66.32,1991
mac,70.14,1992
mac,70.56,1993
mac,73.52,1994
mac,79.74,1995
mac,82.71,1996
mac,89.88,1997
mac,84.07,1998
mac,86.52,1999
mac,100.0,2000
mac,90.57,2001
mac,92.78,2002
mac,101.6,2003
mac,110.7,2004
mac,97.52,2005
mac,100.7,2006
mac,100.1,2007
mac,78.67,2008
mac,37.85,2009
mdg,48.74,1980
mdg,38.51,1981
mdg,37.79,1982
mdg,36.08,1983
mdg,40.34,1984
mdg,33.29,1985
mdg,38.04,1986
mdg,40.19,1987
mdg,33.75,1988
mdg,39.01,1989
mdg,38.56,1990
mdg,40.68,1991
mdg,39.66,1992
mdg,40.61,1993
mdg,54.64,1994
mdg,58.77,1995
mdg,59.09,1996
mdg,59.88,1997
mdg,62.44,1998
mdg,67.75,1999
mdg,100.0,2000
mdg,109.9,2001
mdg,77.44,2002
mdg,113.6,2003
mdg,112.7,2004
mdg,96.98,2005
mdg,117.0,2006
mdg,155.8,2007
mdg,193.3,2008
mdg,127.1,2009
mwi,77.85,1980
mwi,74.6,1981
mwi,62.88,1982
mwi,60.28,1983
mwi,82.89,1984
mwi,64.73,1985
mwi,64.78,1986
mwi,72.92,1987
mwi,75.93,1988
mwi,70.37,1989
mwi,109.9,1990
mwi,123.7,1991
mwi,104.4,1992
mwi,84.36,1993
mwi,90.19,1994
mwi,106.9,1995
mwi,126.7,1996
mwi,141.5,1997
mwi,113.7,1998
mwi,119.4,1999
mwi,100.0,2000
mwi,120.7,2001
mwi,106.7,2002
mwi,137.2,2003
mwi,127.4,2004
mwi,132.2,2005
mwi,175.7,2006
mwi,229.0,2007
mwi,231.8,2008
mwi,240.5,2009
mys,13.18,1980
mys,11.98,1981
mys,12.25,1982
mys,14.36,1983
mys,16.78,1984
mys,15.59,1985
mys,13.94,1986
mys,18.28,1987
mys,21.46,1988
mys,25.5,1989
mys,29.98,1990
mys,34.97,1991
mys,41.51,1992
mys,47.98,1993
mys,59.91,1994
mys,75.25,1995
mys,79.74,1996
mys,80.16,1997
mys,74.58,1998
mys,86.15,1999
mys,100.0,2000
mys,89.59,2001
mys,94.95,2002
mys,101.2,2003
mys,128.0,2004
mys,143.4,2005
mys,163.5,2006
mys,179.2,2007
mys,213.4,2008
mys,160.3,2009
mdv,7.155,1980
mdv,7.957,1981
mdv,9.014,1982
mdv,12.31,1983
mdv,16.21,1984
mdv,21.18,1985
mdv,28.7,1986
mdv,36.61,1987
mdv,49.95,1988
mdv,58.6,1989
mdv,71.76,1990
mdv,70.1,1991
mdv,59.89,1992
mdv,48.5,1993
mdv,69.37,1994
mdv,78.2,1995
mdv,73.51,1996
mdv,85.56,1997
mdv,87.95,1998
mdv,84.18,1999
mdv,100.0,2000
mdv,101.4,2001
mdv,121.8,2002
mdv,139.8,2003
mdv,166.5,2004
mdv,148.7,2005
mdv,207.2,2006
mdv,209.8,2007
mdv,304.6,2008
mdv,150.2,2009
mli,37.29,1980
mli,28.09,1981
mli,26.48,1982
mli,29.98,1983
mli,24.1,1984
mli,22.46,1985
mli,38.47,1986
mli,32.51,1987
mli,38.96,1988
mli,44.86,1989
mli,65.17,1990
mli,56.7,1991
mli,62.26,1992
mli,86.8,1993
mli,60.84,1994
mli,81.05,1995
mli,79.4,1996
mli,103.0,1997
mli,102.0,1998
mli,104.8,1999
mli,100.0,2000
mli,133.0,2001
mli,160.5,2002
mli,170.2,2003
mli,179.1,2004
mli,201.9,2005
mli,284.4,2006
mli,285.5,2007
mli,384.7,2008
mli,362.8,2009
mhl,252.9,1995
mhl,207.4,1996
mhl,172.9,1997
mhl,63.28,1998
mhl,83.98,1999
mhl,100.0,2000
mhl,139.9,2001
mhl,156.3,2002
mhl,166.7,2003
mhl,216.8,2004
mhl,277.9,2005
mhl,236.7,2006
mhl,241.1,2007
mhl,219.2,2008
mhl,230.2,2009
mrt,54.2,1980
mrt,72.77,1981
mrt,65.15,1982
mrt,81.26,1983
mrt,81.56,1984
mrt,104.5,1985
mrt,97.53,1986
mrt,119.4,1987
mrt,98.85,1988
mrt,122.1,1989
mrt,124.8,1990
mrt,122.5,1991
mrt,118.6,1992
mrt,118.1,1993
mrt,135.9,1994
mrt,137.7,1995
mrt,138.4,1996
mrt,121.0,1997
mrt,109.0,1998
mrt,100.9,1999
mrt,100.0,2000
mrt,100.2,2001
mrt,93.54,2002
mrt,89.76,2003
mrt,124.0,2004
mrt,176.3,2005
mrt,385.4,2006
mrt,413.4,2007
mrt,493.8,2008
mrt,386.4,2009
mus,27.92,1980
mus,21.31,1981
mus,23.53,1982
mus,23.52,1983
mus,23.91,1984
mus,28.25,1985
mus,43.39,1986
mus,56.5,1987
mus,64.02,1988
mus,63.29,1989
mus,76.65,1990
mus,76.66,1991
mus,83.63,1992
mus,83.4,1993
mus,86.47,1994
mus,84.98,1995
mus,99.55,1996
mus,87.97,1997
mus,90.9,1998
mus,87.75,1999
mus,100.0,2000
mus,89.94,2001
mus,99.53,2002
mus,104.9,2003
mus,110.1,2004
mus,118.1,2005
mus,128.7,2006
mus,123.6,2007
mus,132.6,2008
mus,107.2,2009
mex,10.84,1980
mex,14.01,1981
mex,14.46,1982
mex,15.6,1983
mex,17.49,1984
mex,16.08,1985
mex,13.11,1986
mex,16.59,1987
mex,18.45,1988
mex,21.14,1989
mex,24.47,1990
mex,25.66,1991
mex,27.77,1992
mex,31.19,1993
mex,36.6,1994
mex,47.81,1995
mex,57.7,1996
mex,66.38,1997
mex,70.6,1998
mex,81.98,1999
mex,100.0,2000
mex,95.3,2001
mex,96.58,2002
mex,99.42,2003
mex,113.7,2004
mex,128.6,2005
mex,150.5,2006
mex,163.5,2007
mex,175.4,2008
mex,138.1,2009
fsm,233.9,1995
fsm,63.62,1996
fsm,47.87,1997
fsm,19.85,1998
fsm,12.68,1999
fsm,100.0,2000
fsm,109.6,2001
fsm,86.01,2002
fsm,108.5,2003
fsm,83.41,2004
fsm,77.34,2005
fsm,105.4,2006
fsm,106.6,2007
fsm,101.3,2008
fsm,101.3,2009
mng,75.17,1980
mng,87.49,1981
mng,104.8,1982
mng,113.8,1983
mng,125.9,1984
mng,128.6,1985
mng,133.6,1986
mng,134.0,1987
mng,137.9,1988
mng,134.7,1989
mng,123.3,1990
mng,64.95,1991
mng,73.44,1992
mng,67.35,1993
mng,65.92,1994
mng,88.34,1995
mng,78.95,1996
mng,106.1,1997
mng,64.43,1998
mng,84.77,1999
mng,100.0,2000
mng,97.31,2001
mng,97.8,2002
mng,115.0,2003
mng,162.3,2004
mng,198.8,2005
mng,287.9,2006
mng,352.6,2007
mng,473.9,2008
mng,355.1,2009
mar,35.07,1980
mar,34.27,1981
mar,29.62,1982
mar,28.82,1983
mar,31.19,1984
mar,31.1,1985
mar,34.95,1986
mar,40.33,1987
mar,52.08,1988
mar,47.93,1989
mar,61.27,1990
mar,61.55,1991
mar,57.07,1992
mar,43.88,1993
mar,79.81,1994
mar,92.64,1995
mar,92.63,1996
mar,94.67,1997
mar,96.29,1998
mar,99.17,1999
mar,100.0,2000
mar,96.18,2001
mar,105.7,2002
mar,118.2,2003
mar,133.5,2004
mar,150.6,2005
mar,171.6,2006
mar,186.6,2007
mar,249.4,2008
mar,184.2,2009
moz,77.13,1980
moz,77.14,1981
moz,62.95,1982
moz,36.15,1983
moz,26.28,1984
moz,21.04,1985
moz,21.73,1986
moz,26.65,1987
moz,28.3,1988
moz,28.85,1989
moz,34.62,1990
moz,44.51,1991
moz,38.19,1992
moz,36.26,1993
moz,43.13,1994
moz,46.41,1995
moz,62.12,1996
moz,63.19,1997
moz,67.2,1998
moz,77.98,1999
moz,100.0,2000
moz,193.2,2001
moz,222.5,2002
moz,286.8,2003
moz,413.2,2004
moz,479.5,2005
moz,654.2,2006
moz,662.7,2007
moz,729.0,2008
moz,589.9,2009
mmr,28.96,1980
mmr,28.29,1981
mmr,24.01,1982
mmr,23.2,1983
mmr,18.45,1984
mmr,18.59,1985
mmr,17.66,1986
mmr,13.43,1987
mmr,10.16,1988
mmr,12.9,1989
mmr,19.94,1990
mmr,25.73,1991
mmr,32.62,1992
mmr,35.98,1993
mmr,48.77,1994
mmr,52.25,1995
mmr,45.79,1996
mmr,53.13,1997
mmr,65.46,1998
mmr,69.02,1999
mmr,100.0,2000
mmr,144.7,2001
mmr,185.1,2002
mmr,150.9,2003
mmr,144.6,2004
mmr,231.7,2005
mmr,278.6,2006
mmr,383.9,2007
mmr,422.3,2008
mmr,409.0,2009
nam,82.22,1990
nam,91.9,1991
nam,101.6,1992
nam,93.9,1993
nam,99.09,1994
nam,106.7,1995
nam,107.4,1996
nam,101.3,1997
nam,93.31,1998
nam,93.45,1999
nam,100.0,2000
nam,89.27,2001
nam,81.15,2002
nam,95.57,2003
nam,138.4,2004
nam,156.8,2005
nam,200.4,2006
nam,221.1,2007
nam,239.8,2008
nam,262.8,2009
npl,9.988,1980
npl,17.49,1981
npl,10.9,1982
npl,11.6,1983
npl,15.85,1984
npl,19.88,1985
npl,17.6,1986
npl,18.74,1987
npl,23.8,1988
npl,19.81,1989
npl,25.35,1990
npl,31.89,1991
npl,45.7,1992
npl,47.74,1993
npl,45.04,1994
npl,48.63,1995
npl,50.1,1996
npl,55.7,1997
npl,59.49,1998
npl,74.62,1999
npl,100.0,2000
npl,106.1,2001
npl,86.1,2002
npl,93.6,2003
npl,104.5,2004
npl,117.5,2005
npl,118.2,2006
