geo,aid_received_per_person_current_us,time
aze,26.83,2008
aze,25.9,2009
aze,17.57,2010
bhs,-0.3652,1960
bhs,0.1571,1963
bhs,0.4487,1964
bhs,0.4998,1965
bhs,0.3416,1966
bhs,4.521,1967
bhs,0.3152,1968
bhs,0.4261,1969
bhs,0.4723,1970
bhs,1.438,1971
bhs,6.86,1972
bhs,2.645,1973
bhs,2.809,1974
bhs,3.494,1975
bhs,3.059,1976
bhs,2.385,1977
bhs,5.807,1978
bhs,5.971,1979
bhs,9.544,1980
bhs,9.009,1981
bhs,8.493,1982
bhs,3.954,1983
bhs,46.54,1984
bhs,2.984,1985
bhs,23.43,1986
bhs,2.755,1987
bhs,17.14,1988
bhs,15.58,1989
bhs,12.3,1990
bhs,10.58,1991
bhs,10.16,1992
bhs,3.805,1993
bhs,2.578,1994
bhs,15.23,1995
bhr,0.2472,1960
bhr,5.623,1961
bhr,7.835,1962
bhr,3.612,1963
bhr,3.19,1964
bhr,4.722,1965
bhr,50.91,1966
bhr,0.2563,1967
bhr,1.001,1968
bhr,0.682,1969
bhr,4.484,1970
bhr,21.41,1971
bhr,12.44,1972
bhr,59.71,1973
bhr,150.3,1974
bhr,97.53,1975
bhr,578.1,1976
bhr,159.0,1977
bhr,260.9,1978
bhr,396.8,1979
bhr,577.0,1980
bhr,529.9,1981
bhr,406.5,1982
bhr,647.8,1983
bhr,521.8,1984
bhr,177.6,1985
bhr,231.0,1986
bhr,19.81,1987
bhr,-5.647,1988
bhr,-3.682,1989
bhr,279.0,1990
bhr,186.9,1991
bhr,154.1,1992
bhr,209.3,1993
bhr,175.7,1994
bhr,178.6,1995
bhr,230.2,1996
bhr,253.4,1997
bhr,326.7,1998
bhr,98.73,1999
bhr,94.69,2000
bhr,110.2,2001
bhr,95.91,2002
bhr,203.6,2003
bhr,86.67,2004
bgd,0.2264,1971
bgd,3.268,1972
bgd,6.114,1973
bgd,7.638,1974
bgd,15.18,1975
bgd,6.903,1976
bgd,10.6,1977
bgd,13.07,1978
bgd,14.84,1979
bgd,15.84,1980
bgd,13.26,1981
bgd,15.72,1982
bgd,11.93,1983
bgd,13.22,1984
bgd,12.22,1985
bgd,15.07,1986
bgd,18.41,1987
bgd,16.14,1988
bgd,17.53,1989
bgd,19.88,1990
bgd,17.45,1991
bgd,16.5,1992
bgd,12.28,1993
bgd,15.15,1994
bgd,10.91,1995
bgd,10.24,1996
bgd,8.272,1997
bgd,9.318,1998
bgd,9.586,1999
bgd,9.05,2000
bgd,7.91,2001
bgd,6.75,2002
bgd,10.22,2003
bgd,10.2,2004
bgd,9.381,2005
bgd,8.579,2006
bgd,10.53,2007
bgd,14.23,2008
bgd,8.337,2009
bgd,9.516,2010
brb,6.782,1966
brb,2.495,1967
brb,3.587,1968
brb,5.47,1969
brb,9.724,1970
brb,19.05,1971
brb,19.6,1972
brb,19.51,1973
brb,15.79,1974
brb,21.45,1975
brb,30.63,1976
brb,23.55,1977
brb,45.72,1978
brb,44.26,1979
brb,55.71,1980
brb,68.52,1981
brb,50.48,1982
brb,73.8,1983
brb,32.18,1984
brb,28.65,1985
brb,14.4,1986
brb,23.93,1987
brb,11.26,1988
brb,7.773,1989
brb,10.13,1990
brb,8.143,1991
brb,0.1149,1992
brb,13.75,1993
brb,-3.922,1994
brb,-4.404,1995
brb,16.01,1996
brb,16.3,1997
brb,58.89,1998
brb,-7.985,1999
brb,0.8972,2000
brb,-4.288,2001
brb,12.31,2002
brb,73.8,2003
brb,106.7,2004
brb,-6.691,2005
brb,-7.674,2006
brb,64.47,2007
brb,26.16,2008
brb,43.85,2009
brb,59.27,2010
blr,5.914,2005
blr,7.862,2006
blr,8.633,2007
blr,11.47,2008
blr,10.26,2009
blr,14.53,2010
blz,19.99,1960
blz,29.92,1961
blz,56.52,1962
blz,40.12,1963
blz,14.82,1964
blz,19.77,1965
blz,23.32,1966
blz,51.53,1967
blz,47.67,1968
blz,57.97,1969
blz,49.59,1970
blz,41.65,1971
blz,71.99,1972
blz,37.46,1973
blz,49.2,1974
blz,67.69,1975
blz,88.5,1976
blz,70.76,1977
blz,131.7,1978
blz,145.7,1979
blz,99.32,1980
blz,75.45,1981
blz,78.19,1982
blz,95.93,1983
blz,85.81,1984
blz,131.9,1985
blz,141.2,1986
blz,134.0,1987
blz,139.1,1988
blz,155.7,1989
blz,160.4,1990
blz,112.2,1991
blz,128.4,1992
blz,148.8,1993
blz,138.2,1994
blz,84.2,1995
blz,92.93,1996
blz,61.13,1997
blz,63.69,1998
blz,189.5,1999
blz,58.69,2000
blz,86.16,2001
blz,84.39,2002
blz,43.04,2003
blz,26.82,2004
blz,41.71,2005
blz,28.63,2006
blz,69.89,2007
blz,74.08,2008
blz,82.71,2009
blz,71.83,2010
ben,0.008266,1960
ben,0.6038,1961
ben,1.509,1962
ben,1.689,1963
ben,7.056,1964
ben,6.87,1965
ben,5.638,1966
ben,6.042,1967
ben,4.793,1968
ben,4.703,1969
ben,5.173,1970
ben,9.963,1971
ben,6.744,1972
ben,8.716,1973
ben,10.64,1974
ben,17.0,1975
ben,15.57,1976
ben,14.61,1977
ben,17.61,1978
ben,24.06,1979
ben,24.44,1980
ben,21.91,1981
ben,20.91,1982
ben,21.68,1983
ben,18.63,1984
ben,22.68,1985
ben,31.65,1986
ben,30.58,1987
ben,35.15,1988
ben,57.89,1989
ben,55.91,1990
ben,53.84,1991
ben,52.67,1992
ben,54.3,1993
ben,46.75,1994
ben,49.56,1995
ben,49.43,1996
ben,36.85,1997
ben,33.33,1998
ben,33.32,1999
ben,37.35,2000
ben,41.34,2001
ben,31.57,2002
ben,41.85,2003
ben,53.23,2004
ben,45.45,2005
ben,50.73,2006
ben,58.47,2007
ben,76.77,2008
ben,79.29,2009
ben,77.87,2010
bmu,0.2045,1964
bmu,0.998,1965
bmu,1.176,1966
bmu,1.154,1967
bmu,0.7547,1968
bmu,0.1852,1969
bmu,0.1818,1970
bmu,0.1845,1972
bmu,0.5618,1974
bmu,0.3774,1975
bmu,0.5639,1976
bmu,1.498,1977
bmu,2.985,1978
bmu,2.788,1979
bmu,5.185,1980
bmu,3.86,1981
bmu,1.277,1982
bmu,1.268,1983
bmu,1.439,1984
bmu,16.79,1985
bmu,1.582,1986
bmu,3.979,1987
bmu,0.6814,1988
bmu,1.678,1989
bmu,697.4,1990
bmu,-77.38,1991
bmu,-81.97,1992
bmu,-79.02,1993
bmu,-203.6,1994
bmu,-33.71,1995
bmu,-65.86,1996
btn,0.04087,1963
btn,0.03977,1964
btn,0.6188,1965
btn,0.1879,1966
btn,0.0365,1967
btn,0.4956,1968
btn,0.3428,1969
btn,0.6956,1970
btn,0.4474,1971
btn,0.5849,1972
btn,1.541,1973
btn,1.741,1974
btn,5.776,1975
btn,8.54,1976
btn,7.422,1977
btn,7.716,1978
btn,11.87,1979
btn,18.72,1980
btn,21.8,1981
btn,24.79,1982
btn,27.8,1983
btn,36.15,1984
btn,47.69,1985
btn,76.87,1986
btn,77.19,1987
btn,75.15,1988
btn,73.34,1989
btn,82.36,1990
btn,110.5,1991
btn,99.13,1992
btn,118.3,1993
btn,139.7,1994
btn,137.3,1995
btn,110.3,1996
btn,124.2,1997
btn,103.2,1998
btn,120.3,1999
btn,92.93,2000
btn,102.8,2001
btn,121.4,2002
btn,123.9,2003
btn,121.4,2004
btn,136.6,2005
btn,150.5,2006
btn,130.5,2007
btn,123.4,2008
btn,175.7,2009
btn,180.5,2010
bol,3.601,1960
bol,6.889,1961
bol,10.24,1962
bol,14.92,1963
bol,11.15,1964
bol,9.049,1965
bol,7.826,1966
bol,7.325,1967
bol,11.8,1968
bol,9.006,1969
bol,7.741,1970
bol,7.774,1971
bol,11.69,1972
bol,6.82,1973
bol,13.28,1974
bol,11.72,1975
bol,13.33,1976
bol,18.55,1977
bol,28.38,1978
bol,29.84,1979
bol,31.66,1980
bol,30.9,1981
bol,26.5,1982
bol,30.39,1983
bol,28.88,1984
bol,32.96,1985
bol,54.82,1986
bol,49.53,1987
bol,65.9,1988
bol,76.24,1989
bol,81.92,1990
bol,73.8,1991
bol,95.63,1992
bol,78.31,1993
bol,76.84,1994
bol,95.23,1995
bol,108.3,1996
bol,89.41,1997
bol,79.42,1998
bol,71.09,1999
bol,57.99,2000
bol,87.74,2001
bol,79.72,2002
bol,106.4,2003
bol,87.44,2004
bol,70.31,2005
bol,91.33,2006
bol,50.38,2007
bol,65.28,2008
bol,74.21,2009
bol,67.97,2010
bih,0.00229,1989
bih,0.002321,1990
bih,0.002405,1991
bih,3.991,1992
bih,19.1,1993
bih,118.0,1994
bih,289.8,1995
bih,257.7,1996
bih,256.1,1997
bih,262.9,1998
bih,357.1,1999
bih,199.8,2000
bih,170.8,2001
bih,147.2,2002
bih,143.3,2003
bih,181.5,2004
bih,145.1,2005
bih,141.5,2006
bih,158.7,2007
bih,123.7,2008
bih,110.0,2009
bih,135.7,2010
bwa,6.546,1960
bwa,10.18,1961
bwa,9.528,1962
bwa,9.446,1963
bwa,15.31,1964
bwa,17.29,1965
bwa,29.17,1966
bwa,28.93,1967
bwa,25.73,1968
bwa,19.9,1969
bwa,20.49,1970
bwa,24.66,1971
bwa,42.46,1972
bwa,47.14,1973
bwa,46.0,1974
bwa,61.98,1975
bwa,55.49,1976
bwa,53.23,1977
bwa,74.49,1978
bwa,103.6,1979
bwa,105.7,1980
bwa,93.4,1981
bwa,94.55,1982
bwa,93.17,1983
bwa,89.07,1984
bwa,80.84,1985
bwa,82.39,1986
bwa,122.8,1987
bwa,115.1,1988
bwa,117.7,1989
bwa,105.1,1990
bwa,92.07,1991
bwa,75.95,1992
bwa,86.25,1993
bwa,55.08,1994
bwa,56.47,1995
bwa,45.85,1996
bwa,73.17,1997
bwa,62.66,1998
bwa,35.23,1999
bwa,17.42,2000
bwa,16.35,2001
bwa,20.57,2002
bwa,15.22,2003
bwa,27.09,2004
bwa,25.58,2005
bwa,36.2,2006
bwa,55.86,2007
bwa,368.5,2008
bwa,140.9,2009
bwa,77.8,2010
bra,0.3314,1960
bra,3.555,1961
bra,2.155,1962
bra,2.477,1963
bra,3.036,1964
bra,2.797,1965
bra,3.994,1966
bra,2.642,1967
bra,2.896,1968
bra,2.047,1969
bra,1.958,1970
bra,1.6,1971
bra,1.46,1972
bra,1.097,1973
bra,1.584,1974
bra,1.524,1975
bra,0.995,1976
bra,0.6946,1977
bra,0.9711,1978
bra,0.8963,1979
bra,0.7012,1980
bra,1.884,1981
bra,1.628,1982
bra,0.7705,1983
bra,1.202,1984
bra,0.8982,1985
bra,1.28,1986
bra,2.032,1987
bra,1.446,1988
bra,1.373,1989
bra,1.009,1990
bra,1.062,1991
bra,-1.668,1992
bra,1.273,1993
bra,1.577,1994
bra,1.676,1995
bra,1.643,1996
bra,1.557,1997
bra,1.666,1998
bra,0.716,1999
bra,1.326,2000
bra,1.241,2001
bra,1.159,2002
bra,1.092,2003
bra,0.8396,2004
bra,1.307,2005
bra,0.6035,2006
bra,1.692,2007
bra,2.403,2008
bra,1.744,2009
bra,3.392,2010
brn,0.1252,1960
brn,5.751,1961
brn,8.372,1962
brn,0.4391,1963
brn,0.7354,1964
brn,0.8037,1965
brn,0.7683,1966
brn,0.6424,1967
brn,0.263,1968
brn,0.2512,1969
brn,0.07994,1970
brn,0.3817,1971
brn,0.1458,1972
brn,0.836,1973
brn,0.9997,1974
brn,0.894,1975
brn,0.674,1976
brn,0.471,1977
brn,0.5666,1978
brn,0.4918,1979
brn,0.1585,1980
brn,0.9724,1981
brn,1.341,1982
brn,2.124,1983
brn,3.803,1984
brn,6.391,1985
brn,11.27,1986
brn,13.98,1987
brn,18.97,1988
brn,18.6,1989
brn,15.39,1990
brn,13.96,1991
brn,20.13,1992
brn,18.48,1993
brn,18.65,1994
brn,14.81,1995
bfa,0.04097,1960
bfa,0.2723,1961
bfa,0.8801,1962
bfa,0.8098,1963
bfa,2.964,1964
bfa,3.268,1965
bfa,3.134,1966
bfa,3.581,1967
bfa,4.084,1968
bfa,4.215,1969
bfa,3.786,1970
bfa,4.86,1971
bfa,5.678,1972
bfa,9.223,1973
bfa,15.29,1974
bfa,13.75,1975
bfa,12.14,1976
bfa,16.22,1977
bfa,22.8,1978
bfa,27.85,1979
bfa,29.11,1980
bfa,29.08,1981
bfa,27.76,1982
bfa,23.33,1983
bfa,22.98,1984
bfa,23.07,1985
bfa,32.07,1986
bfa,31.16,1987
bfa,32.45,1988
bfa,29.23,1989
bfa,35.02,1990
bfa,43.8,1991
bfa,44.02,1992
bfa,46.3,1993
bfa,41.59,1994
bfa,45.82,1995
bfa,38.09,1996
bfa,32.6,1997
bfa,34.42,1998
bfa,33.35,1999
bfa,14.62,2000
bfa,32.09,2001
bfa,33.79,2002
bfa,40.38,2003
bfa,46.6,2004
bfa,48.83,2005
bfa,61.65,2006
bfa,63.16,2007
bfa,64.53,2008
bfa,67.74,2009
bfa,64.51,2010
bdi,2.561,1960
bdi,2.402,1961
bdi,3.635,1962
bdi,1.988,1963
bdi,2.565,1964
bdi,1.513,1965
bdi,2.726,1966
bdi,3.115,1967
bdi,3.807,1968
bdi,4.309,1969
bdi,5.029,1970
bdi,6.107,1971
bdi,7.201,1972
bdi,7.457,1973
bdi,10.28,1974
bdi,12.9,1975
bdi,11.7,1976
bdi,12.47,1977
bdi,18.9,1978
bdi,23.5,1979
bdi,28.08,1980
bdi,28.34,1981
bdi,28.53,1982
bdi,30.29,1983
bdi,29.32,1984
bdi,28.28,1985
bdi,38.2,1986
bdi,38.06,1987
bdi,37.68,1988
bdi,37.72,1989
bdi,46.87,1990
bdi,44.79,1991
bdi,53.0,1992
bdi,36.56,1993
bdi,51.7,1994
bdi,47.14,1995
bdi,18.0,1996
bdi,9.119,1997
bdi,11.05,1998
bdi,11.92,1999
bdi,14.61,2000
bdi,21.41,2001
bdi,25.84,2002
bdi,33.3,2003
bdi,51.71,2004
bdi,50.19,2005
bdi,57.65,2006
bdi,62.16,2007
bdi,65.75,2008
bdi,68.7,2009
bdi,75.15,2010
khm,5.023,1960
khm,4.524,1961
khm,3.889,1962
khm,4.069,1963
khm,2.124,1964
khm,1.584,1965
khm,1.795,1966
khm,2.149,1967
khm,1.537,1968
khm,1.864,1969
khm,2.714,1970
khm,5.716,1971
khm,9.434,1972
khm,20.34,1973
khm,42.99,1974
khm,11.53,1975
khm,0.1033,1976
khm,0.04414,1977
khm,0.04079,1978
khm,16.6,1979
khm,41.19,1980
khm,16.64,1981
khm,4.923,1982
khm,4.714,1983
khm,2.221,1984
khm,1.494,1985
khm,1.589,1986
khm,1.577,1987
khm,2.056,1988
khm,2.642,1989
khm,4.334,1990
khm,9.091,1991
khm,19.65,1992
khm,28.51,1993
khm,28.85,1994
khm,49.33,1995
khm,36.35,1996
khm,28.58,1997
khm,28.15,1998
khm,22.68,1999
khm,31.79,2000
khm,33.26,2001
khm,37.78,2002
khm,39.8,2003
khm,36.79,2004
khm,40.1,2005
khm,39.17,2006
khm,49.35,2007
khm,53.74,2008
khm,51.61,2009
khm,51.9,2010
cmr,0.07025,1960
cmr,1.289,1961
cmr,1.673,1962
cmr,1.541,1963
cmr,4.698,1964
cmr,5.337,1965
cmr,7.845,1966
cmr,5.967,1967
cmr,7.359,1968
cmr,5.631,1969
cmr,8.663,1970
cmr,6.863,1971
cmr,8.718,1972
cmr,8.218,1973
cmr,8.126,1974
cmr,13.99,1975
cmr,16.73,1976
cmr,21.56,1977
cmr,20.94,1978
cmr,31.31,1979
cmr,29.06,1980
cmr,21.14,1981
cmr,21.96,1982
cmr,12.86,1983
cmr,17.91,1984
cmr,14.5,1985
cmr,19.98,1986
cmr,18.2,1987
cmr,23.98,1988
cmr,38.25,1989
cmr,36.48,1990
cmr,41.2,1991
cmr,55.48,1992
cmr,41.08,1993
cmr,53.72,1994
cmr,31.76,1995
cmr,28.71,1996
cmr,34.09,1997
cmr,33.21,1998
cmr,28.34,1999
cmr,24.03,2000
cmr,28.54,2001
cmr,36.92,2002
cmr,52.79,2003
cmr,46.06,2004
cmr,23.58,2005
cmr,95.77,2006
cmr,105.0,2007
cmr,29.24,2008
cmr,33.81,2009
cmr,27.58,2010
cpv,12.6,1961
cpv,9.768,1966
cpv,2.805,1967
cpv,0.03751,1969
cpv,27.78,1975
cpv,76.97,1976
cpv,84.49,1977
cpv,115.3,1978
cpv,108.0,1979
cpv,206.1,1980
cpv,160.8,1981
cpv,166.7,1982
cpv,178.1,1983
cpv,187.9,1984
cpv,195.8,1985
cpv,312.8,1986
cpv,251.4,1987
cpv,243.1,1988
cpv,242.2,1989
cpv,302.4,1990
cpv,286.8,1991
cpv,319.4,1992
cpv,306.7,1993
cpv,310.7,1994
cpv,293.0,1995
cpv,288.1,1996
cpv,268.4,1997
cpv,307.7,1998
cpv,315.9,1999
cpv,214.3,2000
cpv,173.4,2001
cpv,202.1,2002
cpv,320.0,2003
cpv,306.4,2004
cpv,343.0,2005
cpv,289.5,2006
cpv,342.0,2007
cpv,455.1,2008
cpv,397.9,2009
cpv,661.1,2010
cym,140.1,1974
cym,124.6,1975
cym,154.7,1976
cym,103.2,1977
cym,211.9,1978
cym,45.93,1979
cym,88.37,1980
cym,56.49,1981
cym,31.46,1982
cym,20.32,1983
cym,18.07,1984
cym,3.47,1985
cym,93.18,1986
cym,98.41,1987
cym,515.0,1988
cym,49.69,1989
cym,114.8,1990
cym,-10.6,1991
cym,0.0,1992
cym,-15.3,1993
cym,-39.44,1994
cym,-17.38,1995
cym,-59.54,1996
caf,0.01995,1960
caf,0.2746,1961
caf,0.7323,1962
caf,1.249,1963
caf,10.39,1964
caf,9.57,1965
caf,9.305,1966
caf,11.97,1967
caf,9.85,1968
caf,11.05,1969
caf,7.863,1970
caf,8.339,1971
caf,13.49,1972
caf,13.21,1973
caf,18.51,1974
caf,27.14,1975
caf,18.77,1976
caf,21.29,1977
caf,23.6,1978
caf,37.66,1979
caf,48.43,1980
caf,43.25,1981
caf,37.1,1982
caf,37.17,1983
caf,51.49,1984
caf,39.54,1985
caf,50.23,1986
caf,65.47,1987
caf,72.9,1988
caf,65.8,1989
caf,84.81,1990
caf,57.67,1991
caf,57.59,1992
caf,54.25,1993
caf,51.6,1994
caf,50.42,1995
caf,49.5,1996
caf,26.14,1997
caf,33.7,1998
caf,32.51,1999
caf,20.34,2000
caf,20.28,2001
caf,15.73,2002
caf,13.17,2003
caf,27.79,2004
caf,22.13,2005
caf,32.7,2006
caf,42.52,2007
caf,60.71,2008
caf,56.05,2009
caf,59.31,2010
tcd,0.01016,1960
tcd,1.08,1961
tcd,1.79,1962
tcd,1.765,1963
tcd,5.141,1964
tcd,5.556,1965
tcd,5.661,1966
tcd,5.785,1967
tcd,6.206,1968
tcd,6.643,1969
tcd,6.113,1970
tcd,8.125,1971
tcd,8.03,1972
tcd,11.52,1973
tcd,19.51,1974
tcd,16.22,1975
tcd,14.49,1976
tcd,19.04,1977
tcd,28.18,1978
tcd,19.0,1979
tcd,7.683,1980
tcd,12.79,1981
tcd,13.46,1982
tcd,17.91,1983
tcd,22.23,1984
tcd,34.76,1985
tcd,30.22,1986
tcd,36.89,1987
tcd,46.17,1988
tcd,43.0,1989
tcd,51.67,1990
tcd,42.32,1991
tcd,37.05,1992
tcd,33.95,1993
tcd,31.28,1994
tcd,33.58,1995
tcd,40.97,1996
tcd,30.6,1997
tcd,22.68,1998
tcd,23.64,1999
tcd,15.97,2000
tcd,22.14,2001
tcd,25.99,2002
tcd,27.7,2003
tcd,35.64,2004
tcd,39.3,2005
tcd,28.68,2006
tcd,34.62,2007
tcd,39.58,2008
tcd,51.27,2009
tcd,43.29,2010
chl,1.7,1960
chl,14.91,1961
chl,16.51,1962
chl,17.19,1963
chl,15.6,1964
chl,13.04,1965
chl,15.26,1966
chl,11.32,1967
chl,9.204,1968
chl,10.12,1969
chl,7.555,1970
chl,4.911,1971
chl,5.007,1972
chl,4.827,1973
chl,2.3,1974
chl,12.18,1975
chl,0.6905,1976
chl,0.9888,1977
chl,0.6589,1978
chl,-2.531,1979
chl,-0.9437,1980
chl,-0.6389,1981
chl,-0.7669,1982
chl,0.008536,1983
chl,0.1889,1984
chl,3.305,1985
chl,-0.4183,1986
chl,1.702,1987
chl,3.481,1988
chl,4.761,1989
chl,7.851,1990
chl,9.0,1991
chl,9.598,1992
chl,12.47,1993
chl,10.59,1994
chl,10.86,1995
chl,13.35,1996
chl,8.687,1997
chl,7.07,1998
chl,4.589,1999
chl,3.17,2000
chl,4.824,2001
chl,-0.465,2002
chl,5.369,2003
chl,3.37,2004
chl,10.27,2005
chl,6.157,2006
chl,6.307,2007
chl,6.421,2008
chl,4.643,2009
chl,11.54,2010
chn,0.01739,1979
chn,0.06675,1980
chn,0.4788,1981
chn,0.5189,1982
chn,0.6536,1983
chn,0.7692,1984
chn,0.8932,1985
chn,1.027,1986
chn,1.271,1987
chn,1.742,1988
chn,1.851,1989
chn,1.79,1990
chn,1.679,1991
chn,2.57,1992
chn,2.721,1993
chn,2.633,1994
chn,2.881,1995
chn,2.168,1996
chn,1.664,1997
chn,1.964,1998
chn,1.899,1999
chn,1.356,2000
chn,1.218,2001
chn,1.169,2002
chn,1.054,2003
chn,1.324,2004
chn,1.392,2005
chn,0.9518,2006
chn,1.129,2007
chn,1.117,2008
chn,0.8483,2009
chn,0.483,2010
col,-0.7142,1960
col,2.76,1961
col,2.743,1962
