geo,aid_received_per_person_current_us,time
hnd,7.21,1969
hnd,7.57,1970
hnd,5.552,1971
hnd,5.859,1972
hnd,5.089,1973
hnd,8.758,1974
hnd,16.29,1975
hnd,12.2,1976
hnd,16.99,1977
hnd,26.97,1978
hnd,27.45,1979
hnd,28.25,1980
hnd,29.1,1981
hnd,40.86,1982
hnd,47.73,1983
hnd,69.62,1984
hnd,63.81,1985
hnd,64.18,1986
hnd,56.53,1987
hnd,69.56,1988
hnd,53.31,1989
hnd,91.73,1990
hnd,60.02,1991
hnd,72.29,1992
hnd,63.38,1993
hnd,53.75,1994
hnd,72.17,1995
hnd,62.39,1996
hnd,50.79,1997
hnd,53.06,1998
hnd,133.9,1999
hnd,72.09,2000
hnd,103.5,2001
hnd,65.01,2002
hnd,59.58,2003
hnd,97.57,2004
hnd,100.3,2005
hnd,84.69,2006
hnd,64.86,2007
hnd,77.28,2008
hnd,61.22,2009
hnd,75.55,2010
hkg,1.896,1960
hkg,1.616,1961
hkg,0.5779,1962
hkg,1.593,1963
hkg,0.07989,1964
hkg,1.181,1965
hkg,0.6805,1966
hkg,0.7118,1967
hkg,0.3471,1968
hkg,0.3339,1969
hkg,0.3562,1970
hkg,0.8973,1971
hkg,0.7008,1972
hkg,0.2145,1973
hkg,0.2376,1974
hkg,-0.2555,1975
hkg,0.5932,1976
hkg,0.4516,1977
hkg,0.5035,1978
hkg,2.416,1979
hkg,2.151,1980
hkg,1.837,1981
hkg,1.506,1982
hkg,1.643,1983
hkg,2.547,1984
hkg,3.754,1985
hkg,3.343,1986
hkg,3.468,1987
hkg,3.927,1988
hkg,7.144,1989
hkg,6.689,1990
hkg,6.271,1991
hkg,-6.724,1992
hkg,5.13,1993
hkg,4.452,1994
hkg,2.88,1995
hkg,2.051,1996
ind,1.629,1960
ind,1.349,1961
ind,1.452,1962
ind,2.053,1963
ind,2.502,1964
ind,2.587,1965
ind,2.446,1966
ind,2.649,1967
ind,1.745,1968
ind,1.672,1969
ind,1.489,1970
ind,1.769,1971
ind,1.059,1972
ind,1.312,1973
ind,2.025,1974
ind,2.574,1975
ind,2.731,1976
ind,1.508,1977
ind,1.691,1978
ind,1.993,1979
ind,3.127,1980
ind,2.758,1981
ind,2.235,1982
ind,2.445,1983
ind,2.174,1984
ind,2.024,1985
ind,2.482,1986
ind,2.069,1987
ind,2.326,1988
ind,2.068,1989
ind,1.601,1990
ind,3.068,1991
ind,2.662,1992
ind,1.575,1993
ind,2.449,1994
ind,1.793,1995
ind,1.926,1996
ind,1.64,1997
ind,1.575,1998
ind,1.432,1999
ind,1.303,2000
ind,1.617,2001
ind,1.615,2002
ind,0.6599,2003
ind,0.6892,2004
ind,1.645,2005
ind,1.196,2006
ind,1.185,2007
ind,1.778,2008
ind,2.07,2009
ind,2.292,2010
idn,0.9036,1960
idn,1.208,1961
idn,1.633,1962
idn,1.092,1963
idn,0.6589,1964
idn,0.4116,1965
idn,0.7762,1966
idn,2.093,1967
idn,2.899,1968
idn,2.849,1969
idn,3.929,1970
idn,4.821,1971
idn,4.007,1972
idn,4.8,1973
idn,5.048,1974
idn,5.12,1975
idn,4.852,1976
idn,3.646,1977
idn,4.382,1978
idn,4.877,1979
idn,6.272,1980
idn,6.3,1981
idn,5.716,1982
idn,4.603,1983
idn,4.072,1984
idn,3.578,1985
idn,4.135,1986
idn,7.119,1987
idn,9.158,1988
idn,10.13,1989
idn,9.308,1990
idn,9.733,1991
idn,10.34,1992
idn,9.982,1993
idn,7.88,1994
idn,6.526,1995
idn,5.293,1996
idn,3.928,1997
idn,6.034,1998
idn,10.08,1999
idn,7.746,2000
idn,6.775,2001
idn,5.957,2002
idn,7.986,2003
idn,0.5871,2004
idn,11.15,2005
idn,5.734,2006
idn,3.888,2007
idn,5.238,2008
idn,4.408,2009
idn,5.805,2010
irn,1.233,1960
irn,5.751,1961
irn,2.435,1962
irn,1.15,1963
irn,0.1749,1964
irn,0.8546,1965
irn,0.4405,1966
irn,1.215,1967
irn,0.3084,1968
irn,0.6105,1969
irn,0.7309,1970
irn,0.2566,1971
irn,0.2941,1972
irn,-0.1206,1973
irn,0.2849,1974
irn,-0.2281,1975
irn,-0.3984,1976
irn,0.981,1977
irn,6.613,1978
irn,0.1541,1979
irn,0.8,1980
irn,0.2184,1981
irn,0.0691,1982
irn,1.106,1983
irn,0.2858,1984
irn,0.3534,1985
irn,0.5556,1986
irn,1.416,1987
irn,1.57,1988
irn,1.708,1989
irn,1.94,1990
irn,3.449,1991
irn,1.852,1992
irn,2.418,1993
irn,2.204,1994
irn,3.122,1995
irn,2.698,1996
irn,3.23,1997
irn,2.603,1998
irn,2.509,1999
irn,1.988,2000
irn,1.742,2001
irn,1.704,2002
irn,1.915,2003
irn,2.769,2004
irn,1.563,2005
irn,1.641,2006
irn,1.433,2007
irn,1.361,2008
irn,1.26,2009
irn,1.638,2010
irq,0.1965,1960
irq,0.08983,1961
irq,0.2805,1962
irq,0.6457,1963
irq,1.565,1964
irq,1.264,1965
irq,0.4669,1966
irq,0.4506,1967
irq,0.2445,1968
irq,0.4427,1969
irq,0.8042,1970
irq,1.579,1971
irq,2.122,1972
irq,1.204,1973
irq,0.3707,1974
irq,8.302,1975
irq,0.5182,1976
irq,5.638,1977
irq,4.8,1978
irq,1.288,1979
irq,0.6628,1980
irq,18.3,1981
irq,0.4218,1982
irq,0.8642,1983
irq,0.263,1984
irq,1.651,1985
irq,2.06,1986
irq,5.489,1987
irq,0.5541,1988
irq,0.6154,1989
irq,3.468,1990
irq,29.53,1991
irq,7.18,1992
irq,8.531,1993
irq,12.47,1994
irq,15.92,1995
irq,16.23,1996
irq,9.994,1997
irq,5.145,1998
irq,3.255,1999
irq,4.188,2000
irq,4.92,2001
irq,4.433,2002
irq,87.2,2003
irq,172.8,2004
irq,799.2,2005
irq,312.6,2006
irq,314.2,2007
irq,327.5,2008
irq,89.77,2009
irq,68.42,2010
isr,49.79,1960
isr,49.13,1961
isr,46.4,1962
isr,47.77,1963
isr,38.77,1964
isr,47.92,1965
isr,42.26,1966
isr,25.74,1967
isr,22.12,1968
isr,19.17,1969
isr,21.24,1970
isr,23.53,1971
isr,27.12,1972
isr,56.75,1973
isr,34.82,1974
isr,135.3,1975
isr,182.1,1976
isr,220.7,1977
isr,243.8,1978
isr,312.9,1979
isr,230.1,1980
isr,195.3,1981
isr,212.7,1982
isr,327.6,1983
isr,302.0,1984
isr,467.4,1985
isr,450.6,1986
isr,286.3,1987
isr,279.4,1988
isr,263.8,1989
isr,294.4,1990
isr,353.5,1991
isr,403.2,1992
isr,240.7,1993
isr,229.1,1994
isr,60.52,1995
isr,389.5,1996
jam,6.108,1961
jam,7.507,1962
jam,2.021,1963
jam,2.306,1964
jam,5.608,1965
jam,5.732,1966
jam,5.411,1967
jam,8.806,1968
jam,7.193,1969
jam,5.618,1970
jam,11.7,1971
jam,8.804,1972
jam,9.672,1973
jam,13.02,1974
jam,11.98,1975
jam,12.68,1976
jam,16.03,1977
jam,58.58,1978
jam,58.11,1979
jam,58.72,1980
jam,71.2,1981
jam,81.59,1982
jam,80.46,1983
jam,74.59,1984
jam,72.94,1985
jam,75.85,1986
jam,71.05,1987
jam,81.52,1988
jam,110.1,1989
jam,113.2,1990
jam,66.26,1991
jam,48.81,1992
jam,40.86,1993
jam,44.25,1994
jam,43.44,1995
jam,23.01,1996
jam,28.1,1997
jam,7.263,1998
jam,-8.736,1999
jam,3.306,2000
jam,20.73,2001
jam,9.177,2002
jam,2.483,2003
jam,31.32,2004
jam,14.94,2005
jam,13.96,2006
jam,10.49,2007
jam,31.93,2008
jam,55.39,2009
jam,52.26,2010
jor,104.6,1960
jor,103.0,1961
jor,86.66,1962
jor,82.7,1963
jor,71.21,1964
jor,61.13,1965
jor,64.08,1966
jor,41.85,1967
jor,33.65,1968
jor,33.78,1969
jor,53.1,1970
jor,40.86,1971
jor,66.9,1972
jor,121.5,1973
jor,178.2,1974
jor,271.6,1975
jor,305.5,1976
jor,226.5,1977
jor,233.6,1978
jor,696.1,1979
jor,722.7,1980
jor,550.9,1981
jor,383.1,1982
jor,347.8,1983
jor,274.9,1984
jor,229.7,1985
jor,230.7,1986
jor,227.2,1987
jor,161.4,1988
jor,110.8,1989
jor,300.2,1990
jor,265.0,1991
jor,113.9,1992
jor,79.26,1993
jor,91.74,1994
jor,128.5,1995
jor,117.2,1996
jor,106.0,1997
jor,89.71,1998
jor,92.67,1999
jor,115.2,2000
jor,91.39,2001
jor,111.8,2002
jor,256.7,2003
jor,114.0,2004
jor,130.9,2005
jor,103.4,2006
jor,113.1,2007
jor,127.5,2008
jor,125.2,2009
jor,157.8,2010
kaz,6.778,1991
kaz,0.7342,1992
kaz,0.94,1993
kaz,3.31,1994
kaz,4.099,1995
kaz,7.989,1996
kaz,9.205,1997
kaz,14.81,1998
kaz,11.72,1999
kaz,12.71,2000
kaz,10.57,2001
kaz,12.61,2002
kaz,19.71,2003
kaz,17.84,2004
kaz,15.11,2005
kaz,11.39,2006
kaz,13.62,2007
kaz,21.4,2008
kaz,18.49,2009
kaz,13.72,2010
ken,2.604,1960
ken,7.562,1961
ken,5.692,1962
ken,6.24,1963
ken,6.164,1964
ken,7.589,1965
ken,5.641,1966
ken,3.615,1967
ken,5.781,1968
ken,5.135,1969
ken,5.097,1970
ken,5.735,1971
ken,5.947,1972
ken,7.58,1973
ken,8.97,1974
ken,9.255,1975
ken,11.05,1976
ken,11.07,1977
ken,16.29,1978
ken,22.24,1979
ken,24.27,1980
ken,26.52,1981
ken,27.6,1982
ken,21.72,1983
ken,21.57,1984
ken,21.71,1985
ken,21.73,1986
ken,26.37,1987
ken,38.0,1988
ken,46.75,1989
ken,50.38,1990
ken,37.81,1991
ken,35.27,1992
ken,35.38,1993
ken,25.4,1994
ken,26.68,1995
ken,21.11,1996
ken,15.5,1997
ken,13.98,1998
ken,10.19,1999
ken,16.41,2000
ken,14.69,2001
ken,11.93,2002
ken,15.47,2003
ken,19.03,2004
ken,21.32,2005
ken,25.91,2006
ken,35.39,2007
ken,35.52,2008
ken,45.01,2009
ken,40.2,2010
kir,0.4914,1960
kir,6.264,1961
kir,7.561,1962
kir,9.503,1963
kir,6.368,1964
kir,9.598,1965
kir,13.59,1966
kir,30.79,1967
kir,27.08,1968
kir,28.7,1969
kir,44.58,1970
kir,51.06,1971
kir,83.26,1972
kir,116.2,1973
kir,107.4,1974
kir,106.6,1975
kir,74.83,1976
kir,112.7,1977
kir,191.9,1978
kir,159.2,1979
kir,329.8,1980
kir,258.3,1981
kir,248.8,1982
kir,270.5,1983
kir,187.8,1984
kir,185.1,1985
kir,201.4,1986
kir,270.4,1987
kir,232.9,1988
kir,246.3,1989
kir,281.4,1990
kir,270.6,1991
kir,357.4,1992
kir,209.1,1993
kir,200.6,1994
kir,198.6,1995
kir,163.2,1996
kir,196.7,1997
kir,213.5,1998
kir,252.8,1999
kir,212.7,2000
kir,145.3,2001
kir,239.6,2002
kir,213.7,2003
kir,184.8,2004
kir,304.3,2005
kir,287.2,2006
kir,283.7,2007
kir,280.7,2008
kir,276.9,2009
kir,229.2,2010
prk,2.979,1978
prk,0.2943,1985
prk,0.2857,1986
prk,0.8505,1987
prk,0.4622,1988
prk,0.4188,1989
prk,0.3838,1990
prk,0.4212,1991
prk,0.509,1992
prk,0.6649,1993
prk,0.2636,1994
prk,0.6192,1995
prk,1.16,1996
prk,3.963,1997
prk,4.672,1998
prk,8.845,1999
prk,3.202,2000
prk,5.096,2001
prk,11.38,2002
prk,5.589,2003
prk,6.828,2004
prk,3.687,2005
prk,2.288,2006
prk,4.136,2007
prk,8.546,2008
prk,2.691,2009
prk,3.238,2010
kor,9.999,1960
kor,8.908,1961
kor,8.935,1962
kor,9.661,1963
kor,6.168,1964
kor,7.728,1965
kor,7.791,1966
kor,8.565,1967
kor,8.06,1968
kor,10.83,1969
kor,8.604,1970
kor,9.956,1971
kor,10.99,1972
kor,8.31,1973
kor,7.285,1974
kor,7.033,1975
kor,6.079,1976
kor,6.55,1977
kor,4.437,1978
kor,3.561,1979
kor,3.636,1980
kor,8.532,1981
kor,0.8615,1982
kor,0.1932,1983
kor,-0.9115,1984
kor,-0.2186,1985
kor,-0.4271,1986
kor,0.2586,1987
kor,0.223,1988
kor,1.213,1989
kor,1.213,1990
kor,1.251,1991
kor,-0.071,1992
kor,-0.7969,1993
kor,-2.57,1994
kor,1.264,1995
kor,-3.271,1996
kor,-3.474,1997
kor,-1.088,1998
kor,-1.182,1999
kos,443.6,2009
kos,349.1,2010
kwt,-0.5397,1961
kwt,-7.359,1962
kwt,-2.633,1963
kwt,-2.031,1964
kwt,-2.644,1965
kwt,-2.688,1966
kwt,-2.448,1967
kwt,0.01558,1968
kwt,0.4737,1969
kwt,0.4647,1970
kwt,0.6287,1971
kwt,0.6778,1972
kwt,0.419,1973
kwt,0.3831,1974
kwt,0.3132,1975
kwt,0.1702,1976
kwt,0.4326,1977
kwt,0.7563,1978
kwt,0.894,1979
kwt,7.444,1980
kwt,6.502,1981
kwt,3.871,1982
kwt,3.257,1983
kwt,2.693,1984
kwt,2.417,1985
kwt,2.702,1986
kwt,1.75,1987
kwt,2.929,1988
kwt,2.265,1989
kwt,6.16,1990
kwt,5.79,1991
kwt,2.598,1995
kgz,4.668,1992
kgz,21.04,1993
kgz,38.43,1994
kgz,62.42,1995
kgz,49.79,1996
kgz,51.02,1997
kgz,50.21,1998
kgz,58.49,1999
kgz,43.83,2000
kgz,38.01,2001
kgz,37.19,2002
kgz,39.68,2003
kgz,51.2,2004
kgz,51.89,2005
kgz,59.51,2006
kgz,52.11,2007
kgz,67.65,2008
kgz,58.21,2009
kgz,69.82,2010
lao,15.67,1960
lao,23.71,1961
lao,14.01,1962
lao,15.99,1963
lao,19.6,1964
lao,28.52,1965
lao,28.28,1966
lao,29.56,1967
lao,23.41,1968
lao,25.45,1969
lao,25.73,1970
lao,26.17,1971
lao,23.51,1972
lao,25.92,1973
lao,20.06,1974
lao,12.6,1975
lao,9.111,1976
lao,10.14,1977
lao,22.56,1978
lao,16.96,1979
lao,12.63,1980
lao,10.58,1981
lao,11.34,1982
lao,8.569,1983
lao,9.57,1984
lao,10.05,1985
lao,12.03,1986
lao,14.24,1987
lao,18.5,1988
lao,34.62,1989
lao,35.32,1990
lao,32.41,1991
lao,36.68,1992
lao,43.89,1993
lao,45.79,1994
lao,64.0,1995
lao,67.44,1996
lao,65.53,1997
lao,53.79,1998
lao,56.38,1999
lao,52.78,2000
lao,45.27,2001
lao,50.66,2002
lao,53.93,2003
lao,47.63,2004
lao,52.48,2005
lao,62.26,2006
lao,66.78,2007
lao,82.3,2008
lao,68.55,2009
lao,66.73,2010
lbn,7.03,1960
lbn,6.511,1961
lbn,4.536,1962
lbn,3.917,1963
lbn,1.378,1964
lbn,3.603,1965
lbn,3.731,1966
lbn,3.763,1967
lbn,8.088,1968
lbn,3.834,1969
lbn,8.108,1970
lbn,2.401,1971
lbn,5.782,1972
lbn,4.363,1973
lbn,51.11,1974
lbn,5.171,1975
lbn,14.04,1976
lbn,48.58,1977
lbn,83.38,1978
lbn,44.24,1979
lbn,106.6,1980
lbn,162.1,1981
lbn,66.13,1982
lbn,44.15,1983
lbn,26.87,1984
lbn,28.56,1985
lbn,21.58,1986
lbn,35.06,1987
lbn,49.98,1988
lbn,40.58,1989
lbn,96.89,1990
lbn,41.39,1991
lbn,35.19,1992
lbn,43.19,1993
lbn,67.77,1994
lbn,55.24,1995
lbn,66.3,1996
lbn,72.44,1997
lbn,93.35,1998
lbn,52.56,1999
lbn,53.45,2000
lbn,52.18,2001
lbn,52.54,2002
lbn,135.8,2003
lbn,66.47,2004
lbn,56.87,2005
lbn,199.9,2006
lbn,236.8,2007
lbn,256.8,2008
lbn,138.3,2009
lbn,106.0,2010
lso,1.832,1960
lso,4.778,1961
lso,6.722,1962
lso,6.276,1963
lso,6.18,1964
lso,10.16,1965
lso,13.17,1966
lso,14.18,1967
lso,13.29,1968
lso,12.91,1969
lso,9.419,1970
lso,15.72,1971
lso,12.86,1972
lso,12.68,1973
lso,18.36,1974
lso,24.77,1975
lso,24.2,1976
lso,30.32,1977
lso,39.79,1978
lso,50.74,1979
lso,71.12,1980
lso,76.74,1981
lso,66.85,1982
lso,74.89,1983
lso,67.76,1984
lso,61.99,1985
lso,56.19,1986
lso,67.64,1987
lso,68.93,1988
lso,83.58,1989
lso,84.88,1990
lso,73.87,1991
lso,84.25,1992
lso,82.7,1993
lso,65.64,1994
lso,62.77,1995
lso,56.42,1996
lso,49.11,1997
lso,32.18,1998
lso,16.04,1999
lso,18.67,2000
lso,27.71,2001
lso,38.2,2002
lso,38.87,2003
lso,47.89,2004
lso,32.67,2005
lso,33.86,2006
lso,61.15,2007
lso,67.59,2008
lso,56.95,2009
lso,118.0,2010
lbr,8.891,1960
lbr,23.51,1961
lbr,67.55,1962
lbr,28.41,1963
lbr,12.8,1964
lbr,27.99,1965
lbr,29.33,1966
lbr,19.31,1967
lbr,11.97,1968
lbr,11.68,1969
lbr,8.953,1970
lbr,8.616,1971
lbr,8.485,1972
lbr,6.575,1973
lbr,9.028,1974
lbr,12.07,1975
lbr,15.51,1976
lbr,18.58,1977
lbr,25.77,1978
lbr,43.16,1979
lbr,50.48,1980
lbr,54.4,1981
lbr,52.59,1982
lbr,55.14,1983
lbr,59.88,1984
lbr,40.92,1985
lbr,43.6,1986
lbr,35.3,1987
lbr,29.33,1988
lbr,27.85,1989
lbr,53.47,1990
lbr,75.37,1991
lbr,58.22,1992
lbr,60.24,1993
lbr,31.08,1994
lbr,58.77,1995
lbr,78.35,1996
lbr,32.09,1997
lbr,28.33,1998
lbr,34.66,1999
lbr,23.68,2000
lbr,13.09,2001
lbr,18.41,2002
lbr,35.21,2003
lbr,68.95,2004
lbr,69.91,2005
lbr,78.6,2006
lbr,201.7,2007
lbr,341.9,2008
lbr,133.6,2009
lbr,355.3,2010
lby,31.77,1960
lby,26.21,1961
lby,22.09,1962
lby,17.37,1963
lby,11.91,1964
lby,4.861,1965
lby,1.184,1966
lby,1.143,1967
lby,3.752,1968
lby,3.808,1969
lby,2.156,1970
lby,1.62,1971
lby,3.267,1972
lby,5.437,1973
lby,4.795,1974
lby,0.6285,1975
lby,2.71,1976
lby,2.357,1977
lby,1.848,1978
lby,1.173,1979
lby,3.96,1980
lby,1.458,1981
lby,31.83,1982
lby,1.479,1983
lby,1.251,1984
lby,1.359,1985
lby,2.705,1986
lby,1.505,1987
lby,1.321,1988
lby,2.302,1989
lby,1.924,1990
lby,1.694,1991
lby,0.7273,1992
lby,0.6241,1993
lby,0.8427,1994
lby,1.223,1995
lby,0.7753,1996
lby,0.8039,1997
lby,1.101,1998
lby,0.9154,1999
lby,4.12,2005
lby,6.364,2006
lby,3.223,2007
lby,12.07,2008
lby,6.556,2009
lby,1.344,2010
mac,10.38,1960
mac,6.852,1961
mac,5.405,1963
mac,1.568,1966
mac,0.616,1967
mac,0.7169,1968
mac,0.2854,1969
mac,0.8367,1970
mac,0.9453,1971
mac,0.3539,1972
mac,0.4746,1973
mac,0.1197,1974
mac,0.08058,1975
mac,0.08228,1979
mac,17.99,1980
mac,0.03964,1981
mac,2.76,1982
mac,2.061,1983
mac,1.586,1984
mac,1.418,1985
mac,1.164,1986
mac,0.4339,1987
mac,1.042,1988
mac,0.9471,1989
mac,0.6394,1990
mac,0.3248,1991
mac,0.344,1992
mac,0.4673,1993
mac,0.74,1994
mac,-10.06,1995
mac,0.7905,1996
mac,0.8758,1997
mac,1.198,1998
mac,0.7542,1999
mkd,1.708,1993
mkd,53.36,1994
mkd,40.13,1995
mkd,53.41,1996
mkd,49.57,1997
mkd,52.65,1998
mkd,138.3,1999
mkd,124.5,2000
mkd,122.6,2001
mkd,135.3,2002
mkd,131.0,2003
mkd,129.6,2004
mkd,111.5,2005
mkd,100.5,2006
mkd,98.11,2007
mkd,99.74,2008
mkd,93.58,2009
mkd,90.83,2010
mdg,0.5192,1960
mdg,0.2851,1961
mdg,0.9319,1962
mdg,1.511,1963
mdg,8.463,1964
mdg,8.816,1965
mdg,8.071,1966
mdg,7.201,1967
mdg,7.821,1968
mdg,7.143,1969
mdg,7.322,1970
mdg,6.97,1971
mdg,7.917,1972
mdg,7.394,1973
mdg,8.599,1974
mdg,10.96,1975
mdg,7.953,1976
mdg,7.636,1977
mdg,11.09,1978
mdg,16.35,1979
mdg,26.66,1980
mdg,26.37,1981
mdg,26.5,1982
mdg,19.5,1983
mdg,15.76,1984
mdg,18.87,1985
mdg,30.81,1986
mdg,31.97,1987
mdg,27.82,1988
mdg,31.7,1989
mdg,35.19,1990
mdg,39.16,1991
mdg,30.19,1992
mdg,29.26,1993
mdg,22.64,1994
mdg,22.8,1995
mdg,26.18,1996
mdg,59.58,1997
mdg,33.3,1998
mdg,24.05,1999
mdg,20.84,2000
mdg,23.36,2001
mdg,22.89,2002
mdg,32.44,2003
mdg,72.75,2004
mdg,51.05,2005
mdg,42.42,2006
mdg,47.1,2007
mdg,43.11,2008
mdg,22.06,2009
mdg,22.69,2010
mwi,1.18,1960
mwi,2.281,1961
mwi,3.143,1962
mwi,4.35,1963
mwi,8.396,1964
mwi,8.532,1965
mwi,7.782,1966
mwi,7.189,1967
mwi,10.95,1968
mwi,6.243,1969
mwi,8.115,1970
mwi,6.753,1971
mwi,7.513,1972
mwi,5.959,1973
mwi,8.065,1974
mwi,11.86,1975
mwi,11.25,1976
mwi,13.92,1977
mwi,16.75,1978
mwi,23.36,1979
mwi,22.63,1980
mwi,21.32,1981
mwi,18.31,1982
mwi,17.13,1983
mwi,26.02,1984
mwi,15.47,1985
mwi,25.39,1986
mwi,33.94,1987
mwi,43.59,1988
mwi,46.1,1989
mwi,53.34,1990
mwi,57.34,1991
mwi,59.6,1992
mwi,51.06,1993
mwi,48.11,1994
mwi,43.93,1995
mwi,48.81,1996
mwi,33.32,1997
mwi,40.94,1998
mwi,40.89,1999
mwi,39.73,2000
mwi,35.51,2001
mwi,31.96,2002
mwi,42.66,2003
mwi,40.54,2004
mwi,44.71,2005
mwi,54.78,2006
mwi,54.74,2007
mwi,65.95,2008
mwi,53.41,2009
mwi,68.64,2010
mys,1.627,1960
mys,2.244,1961
mys,2.505,1962
mys,1.415,1963
mys,1.85,1964
mys,2.318,1965
mys,2.86,1966
mys,2.087,1967
mys,3.168,1968
mys,2.896,1969
mys,2.416,1970
mys,3.773,1971
mys,4.37,1972
mys,3.835,1973
mys,5.752,1974
mys,8.04,1975
mys,4.993,1976
mys,5.483,1977
mys,6.051,1978
mys,9.215,1979
mys,9.73,1980
mys,10.08,1981
mys,9.263,1982
mys,11.79,1983
mys,21.26,1984
mys,14.51,1985
mys,11.81,1986
mys,21.73,1987
mys,6.013,1988
mys,7.893,1989
mys,25.73,1990
mys,15.46,1991
mys,10.61,1992
mys,4.833,1993
mys,3.273,1994
mys,5.217,1995
mys,-21.5,1996
mys,-11.04,1997
mys,9.037,1998
mys,6.317,1999
mys,1.95,2000
mys,1.281,2001
mys,3.539,2002
mys,4.257,2003
mys,11.95,2004
mys,1.002,2005
mys,8.979,2006
mys,7.398,2007
mys,5.618,2008
mys,5.115,2009
mys,0.07253,2010
mdv,0.3331,1960
mdv,2.81,1961
mdv,5.047,1962
mdv,3.069,1963
mdv,2.79,1964
mdv,1.166,1965
mdv,18.89,1966
mdv,3.437,1967
mdv,2.635,1968
mdv,1.508,1969
mdv,2.073,1970
mdv,7.124,1971
mdv,5.192,1972
mdv,4.549,1973
mdv,4.63,1974
mdv,23.92,1975
mdv,21.52,1976
mdv,25.4,1977
mdv,54.87,1978
mdv,41.35,1979
mdv,133.5,1980
mdv,78.24,1981
mdv,31.48,1982
mdv,61.14,1983
mdv,30.07,1984
mdv,47.08,1985
mdv,81.59,1986
mdv,84.89,1987
mdv,129.4,1988
mdv,130.1,1989
mdv,95.05,1990
mdv,142.7,1991
mdv,155.3,1992
mdv,123.5,1993
mdv,122.2,1994
mdv,232.2,1995
mdv,126.4,1996
mdv,100.0,1997
mdv,94.74,1998
mdv,114.2,1999
mdv,70.09,2000
mdv,89.17,2001
mdv,97.28,2002
mdv,81.07,2003
mdv,97.01,2004
mdv,256.8,2005
mdv,125.3,2006
mdv,123.4,2007
mdv,176.8,2008
mdv,106.5,2009
mdv,350.6,2010
mli,0.01524,1960
mli,0.4592,1961
mli,1.776,1962
mli,1.304,1963
mli,3.122,1964
mli,3.861,1965
mli,4.396,1966
mli,2.987,1967
mli,4.772,1968
mli,3.912,1969
mli,3.661,1970
mli,4.861,1971
mli,6.05,1972
mli,11.09,1973
mli,17.87,1974
mli,21.8,1975
mli,12.94,1976
mli,16.09,1977
mli,22.52,1978
mli,26.39,1979
mli,36.77,1980
mli,30.81,1981
mli,27.65,1982
mli,28.31,1983
mli,40.62,1984
mli,47.27,1985
mli,46.53,1986
mli,43.61,1987
mli,51.96,1988
mli,52.53,1989
mli,55.25,1990
mli,50.75,1991
mli,47.34,1992
mli,39.67,1993
mli,45.97,1994
mli,54.96,1995
mli,48.52,1996
mli,41.34,1997
mli,32.52,1998
mli,32.3,1999
mli,25.5,2000
mli,30.22,2001
mli,35.41,2002
mli,45.17,2003
mli,46.02,2004
mli,54.74,2005
mli,63.69,2006
mli,72.74,2007
mli,66.67,2008
mli,66.02,2009
mli,70.83,2010
mlt,37.76,1960
mlt,30.04,1961
mlt,27.29,1962
mlt,53.45,1963
mlt,61.01,1964
mlt,51.88,1965
mlt,55.33,1966
mlt,51.74,1967
mlt,54.73,1968
mlt,49.46,1969
mlt,64.63,1970
mlt,52.99,1971
mlt,49.73,1972
mlt,90.97,1973
mlt,71.29,1974
mlt,110.6,1975
mlt,99.16,1976
mlt,101.5,1977
mlt,127.4,1978
mlt,165.3,1979
mlt,50.31,1980
mlt,154.8,1981
mlt,76.96,1982
mlt,133.2,1983
mlt,34.51,1984
mlt,54.48,1985
mlt,19.96,1986
mlt,-4.151,1987
mlt,-8.148,1988
mlt,-14.86,1989
mlt,14.99,1990
mlt,60.94,1991
mlt,12.82,1992
mlt,84.64,1993
mlt,115.5,1994
mlt,24.86,1995
mlt,193.6,1996
mlt,59.67,1997
mlt,57.93,1998
mlt,66.16,1999
mlt,55.69,2000
mlt,4.325,2001
mlt,27.88,2002
mhl,5.777,1991
mhl,155.6,1992
mhl,644.5,1993
mhl,976.2,1994
mhl,762.2,1995
mhl,1419.0,1996
mhl,1217.0,1997
mhl,969.2,1998
mhl,1208.0,1999
mhl,1098.0,2000
mhl,1420.0,2001
mhl,1203.0,2002
mhl,1093.0,2003
mhl,983.1,2004
mhl,1091.0,2005
mhl,1054.0,2006
mhl,993.0,2007
mhl,1006.0,2008
mhl,1099.0,2009
mhl,1677.0,2010
mrt,0.04683,1960
mrt,1.15,1961
mrt,2.478,1962
mrt,1.742,1963
mrt,12.63,1964
mrt,9.453,1965
mrt,21.44,1966
mrt,12.0,1967
mrt,19.61,1968
mrt,10.73,1969
mrt,6.625,1970
mrt,12.52,1971
mrt,11.11,1972
mrt,24.96,1973
mrt,76.9,1974
mrt,63.39,1975
mrt,152.6,1976
mrt,127.9,1977
mrt,167.6,1978
mrt,115.4,1979
mrt,115.5,1980
mrt,142.8,1981
mrt,116.7,1982
mrt,108.6,1983
mrt,101.6,1984
mrt,118.8,1985
mrt,128.4,1986
mrt,105.2,1987
mrt,96.67,1988
mrt,129.1,1989
mrt,118.4,1990
mrt,106.0,1991
mrt,94.71,1992
mrt,155.7,1993
mrt,120.5,1994
mrt,100.3,1995
mrt,115.3,1996
mrt,98.41,1997
mrt,66.37,1998
mrt,86.63,1999
mrt,84.56,2000
mrt,104.0,2001
mrt,129.9,2002
mrt,90.44,2003
mrt,65.62,2004
mrt,61.92,2005
