geo,tb_with_hivplus_deaths_per_100000_estimated,time
vnm,0.0,1990
vnm,0.1,1991
vnm,0.1,1992
vnm,0.2,1993
vnm,0.3,1994
vnm,0.4,1995
vnm,0.6,1996
vnm,0.8,1997
vnm,1.1,1998
vnm,1.5,1999
vnm,1.9,2000
vnm,2.4,2001
vnm,2.7,2002
vnm,3.1,2003
vnm,3.2,2004
vnm,3.4,2005
vnm,3.5,2006
vnm,3.5,2007
yem,0.0,1990
yem,0.0,1991
yem,0.0,1992
yem,0.0,1993
yem,0.0,1994
yem,0.0,1995
yem,0.0,1996
yem,0.0,1997
yem,0.0,1998
yem,0.0,1999
yem,0.0,2000
yem,0.0,2001
yem,0.0,2002
yem,0.0,2003
yem,0.1,2004
yem,0.1,2005
zmb,88.5,1990
zmb,115.8,1991
zmb,143.7,1992
zmb,163.7,1993
zmb,177.6,1994
zmb,187.3,1995
zmb,194.6,1996
zmb,202.2,1997
zmb,204.9,1998
zmb,211.2,1999
zmb,208.2,2000
zmb,224.0,2001
zmb,121.7,2002
zmb,108.2,2003
zmb,107.0,2004
zmb,108.0,2005
zmb,99.5,2006
zmb,89.1,2007
zwe,106.0,1990
zwe,127.9,1991
zwe,145.5,1992
zwe,163.3,1993
zwe,179.8,1994
zwe,196.5,1995
zwe,210.5,1996
zwe,223.9,1997
zwe,121.4,1998
zwe,133.5,1999
zwe,159.3,2000
zwe,168.1,2001
zwe,184.1,2002
zwe,215.3,2003
zwe,211.9,2004
zwe,218.3,2005
zwe,219.6,2006
zwe,212.8,2007
