life_expectancy_male,geo,time
36.66,mdv,1960
37.31,mdv,1961
38.03,mdv,1962
38.83,mdv,1963
39.67,mdv,1964
40.56,mdv,1965
41.48,mdv,1966
42.39,mdv,1967
43.28,mdv,1968
44.16,mdv,1969
45.0,mdv,1970
45.81,mdv,1971
46.61,mdv,1972
47.4,mdv,1973
48.19,mdv,1974
49.0,mdv,1975
49.84,mdv,1976
50.71,mdv,1977
51.61,mdv,1978
52.54,mdv,1979
53.47,mdv,1980
54.41,mdv,1981
55.32,mdv,1982
56.19,mdv,1983
57.02,mdv,1984
57.79,mdv,1985
58.52,mdv,1986
59.2,mdv,1987
59.84,mdv,1988
60.47,mdv,1989
61.09,mdv,1990
61.72,mdv,1991
62.37,mdv,1992
63.03,mdv,1993
63.73,mdv,1994
64.47,mdv,1995
65.26,mdv,1996
66.08,mdv,1997
66.92,mdv,1998
67.79,mdv,1999
68.67,mdv,2000
69.55,mdv,2001
70.42,mdv,2002
71.28,mdv,2003
72.1,mdv,2004
72.87,mdv,2005
73.57,mdv,2006
74.22,mdv,2007
74.79,mdv,2008
75.3,mdv,2009
75.76,mdv,2010
76.17,mdv,2011
76.55,mdv,2012
76.91,mdv,2013
77.27,mdv,2014
77.62,mdv,2015
77.97,mdv,2016
78.32,mdv,2017
78.66,mdv,2018
78.99,mdv,2019
79.32,mdv,2020
79.64,mdv,2021
79.97,mdv,2022
80.28,mdv,2023
80.59,mdv,2024
80.9,mdv,2025
81.19,mdv,2026
81.48,mdv,2027
81.76,mdv,2028
82.03,mdv,2029
82.28,mdv,2030
82.52,mdv,2031
82.74,mdv,2032
82.96,mdv,2033
83.16,mdv,2034
83.35,mdv,2035
83.54,mdv,2036
83.71,mdv,2037
83.89,mdv,2038
84.05,mdv,2039
84.22,mdv,2040
84.38,mdv,2041
84.54,mdv,2042
84.69,mdv,2043
84.84,mdv,2044
84.99,mdv,2045
85.14,mdv,2046
85.28,mdv,2047
85.42,mdv,2048
85.56,mdv,2049
85.69,mdv,2050
85.83,mdv,2051
85.96,mdv,2052
86.09,mdv,2053
86.21,mdv,2054
86.34,mdv,2055
86.47,mdv,2056
86.59,mdv,2057
86.71,mdv,2058
86.83,mdv,2059
86.95,mdv,2060
87.07,mdv,2061
87.19,mdv,2062
87.31,mdv,2063
87.43,mdv,2064
87.55,mdv,2065
87.67,mdv,2066
87.78,mdv,2067
87.9,mdv,2068
88.01,mdv,2069
88.12,mdv,2070
88.23,mdv,2071
88.34,mdv,2072
88.45,mdv,2073
88.55,mdv,2074
88.66,mdv,2075
88.77,mdv,2076
88.88,mdv,2077
88.98,mdv,2078
89.09,mdv,2079
89.2,mdv,2080
89.3,mdv,2081
89.41,mdv,2082
89.51,mdv,2083
89.61,mdv,2084
89.71,mdv,2085
89.81,mdv,2086
89.91,mdv,2087
90.01,mdv,2088
90.11,mdv,2089
90.2,mdv,2090
90.3,mdv,2091
90.4,mdv,2092
90.5,mdv,2093
90.6,mdv,2094
90.7,mdv,2095
90.8,mdv,2096
90.9,mdv,2097
91.0,mdv,2098
91.1,mdv,2099
25.69,mli,1950
25.87,mli,1951
26.19,mli,1952
26.47,mli,1953
26.71,mli,1954
26.91,mli,1955
27.06,mli,1956
27.18,mli,1957
27.27,mli,1958
27.35,mli,1959
27.44,mli,1960
27.55,mli,1961
27.71,mli,1962
27.93,mli,1963
28.23,mli,1964
28.62,mli,1965
29.09,mli,1966
29.63,mli,1967
30.23,mli,1968
30.86,mli,1969
31.53,mli,1970
32.22,mli,1971
32.92,mli,1972
33.63,mli,1973
34.34,mli,1974
35.05,mli,1975
35.76,mli,1976
36.47,mli,1977
37.19,mli,1978
37.93,mli,1979
38.7,mli,1980
39.51,mli,1981
40.36,mli,1982
41.24,mli,1983
42.14,mli,1984
43.04,mli,1985
43.9,mli,1986
44.7,mli,1987
45.42,mli,1988
46.05,mli,1989
46.57,mli,1990
46.98,mli,1991
47.28,mli,1992
47.51,mli,1993
47.7,mli,1994
47.86,mli,1995
48.05,mli,1996
48.27,mli,1997
48.57,mli,1998
48.93,mli,1999
49.35,mli,2000
49.84,mli,2001
50.34,mli,2002
50.84,mli,2003
51.33,mli,2004
51.8,mli,2005
52.25,mli,2006
52.69,mli,2007
53.11,mli,2008
53.53,mli,2009
53.94,mli,2010
54.34,mli,2011
54.74,mli,2012
55.13,mli,2013
55.52,mli,2014
55.91,mli,2015
56.29,mli,2016
56.67,mli,2017
57.04,mli,2018
57.41,mli,2019
57.78,mli,2020
58.14,mli,2021
58.49,mli,2022
58.84,mli,2023
59.18,mli,2024
59.51,mli,2025
59.84,mli,2026
60.16,mli,2027
60.47,mli,2028
60.78,mli,2029
61.08,mli,2030
61.37,mli,2031
61.66,mli,2032
61.93,mli,2033
62.21,mli,2034
62.47,mli,2035
62.73,mli,2036
62.98,mli,2037
63.23,mli,2038
63.47,mli,2039
63.7,mli,2040
63.92,mli,2041
64.15,mli,2042
64.36,mli,2043
64.58,mli,2044
64.78,mli,2045
64.99,mli,2046
65.19,mli,2047
65.38,mli,2048
65.57,mli,2049
65.76,mli,2050
65.94,mli,2051
66.12,mli,2052
66.3,mli,2053
66.47,mli,2054
66.63,mli,2055
66.8,mli,2056
66.96,mli,2057
67.12,mli,2058
67.28,mli,2059
67.44,mli,2060
67.59,mli,2061
67.74,mli,2062
67.89,mli,2063
68.03,mli,2064
68.17,mli,2065
68.31,mli,2066
68.44,mli,2067
68.57,mli,2068
68.69,mli,2069
68.82,mli,2070
68.95,mli,2071
69.08,mli,2072
69.21,mli,2073
69.34,mli,2074
69.47,mli,2075
69.6,mli,2076
69.72,mli,2077
69.85,mli,2078
69.98,mli,2079
70.1,mli,2080
70.22,mli,2081
70.34,mli,2082
70.46,mli,2083
70.58,mli,2084
70.69,mli,2085
70.81,mli,2086
70.92,mli,2087
71.04,mli,2088
71.15,mli,2089
71.27,mli,2090
71.39,mli,2091
71.5,mli,2092
71.62,mli,2093
71.74,mli,2094
71.86,mli,2095
71.98,mli,2096
72.1,mli,2097
72.22,mli,2098
72.34,mli,2099
64.2,mlt,1950
64.17,mlt,1951
64.12,mlt,1952
64.13,mlt,1953
64.18,mlt,1954
64.27,mlt,1955
64.41,mlt,1956
64.6,mlt,1957
64.82,mlt,1958
65.07,mlt,1959
65.35,mlt,1960
65.65,mlt,1961
65.96,mlt,1962
66.26,mlt,1963
66.56,mlt,1964
66.84,mlt,1965
67.12,mlt,1966
67.39,mlt,1967
67.66,mlt,1968
67.92,mlt,1969
68.18,mlt,1970
68.43,mlt,1971
68.69,mlt,1972
68.94,mlt,1973
69.19,mlt,1974
69.44,mlt,1975
69.68,mlt,1976
69.92,mlt,1977
70.16,mlt,1978
70.4,mlt,1979
70.63,mlt,1980
70.86,mlt,1981
71.09,mlt,1982
71.32,mlt,1983
71.54,mlt,1984
71.76,mlt,1985
71.98,mlt,1986
72.2,mlt,1987
72.42,mlt,1988
72.63,mlt,1989
72.85,mlt,1990
73.06,mlt,1991
73.27,mlt,1992
73.47,mlt,1993
73.68,mlt,1994
73.89,mlt,1995
74.09,mlt,1996
74.29,mlt,1997
74.49,mlt,1998
74.69,mlt,1999
74.89,mlt,2000
75.09,mlt,2001
75.28,mlt,2002
75.47,mlt,2003
75.66,mlt,2004
75.86,mlt,2005
76.05,mlt,2006
76.25,mlt,2007
76.44,mlt,2008
76.65,mlt,2009
76.85,mlt,2010
77.06,mlt,2011
77.28,mlt,2012
77.49,mlt,2013
77.71,mlt,2014
77.92,mlt,2015
78.14,mlt,2016
78.35,mlt,2017
78.55,mlt,2018
78.75,mlt,2019
78.95,mlt,2020
79.14,mlt,2021
79.32,mlt,2022
79.5,mlt,2023
79.67,mlt,2024
79.83,mlt,2025
79.99,mlt,2026
80.15,mlt,2027
80.3,mlt,2028
80.44,mlt,2029
80.59,mlt,2030
80.73,mlt,2031
80.86,mlt,2032
81.0,mlt,2033
81.14,mlt,2034
81.28,mlt,2035
81.41,mlt,2036
81.54,mlt,2037
81.67,mlt,2038
81.81,mlt,2039
81.93,mlt,2040
82.06,mlt,2041
82.19,mlt,2042
82.32,mlt,2043
82.44,mlt,2044
82.57,mlt,2045
82.7,mlt,2046
82.83,mlt,2047
82.95,mlt,2048
83.08,mlt,2049
83.2,mlt,2050
83.33,mlt,2051
83.45,mlt,2052
83.57,mlt,2053
83.7,mlt,2054
83.82,mlt,2055
83.94,mlt,2056
84.07,mlt,2057
84.19,mlt,2058
84.31,mlt,2059
84.43,mlt,2060
84.55,mlt,2061
84.66,mlt,2062
84.78,mlt,2063
84.9,mlt,2064
85.02,mlt,2065
85.14,mlt,2066
85.26,mlt,2067
85.38,mlt,2068
85.5,mlt,2069
85.62,mlt,2070
85.73,mlt,2071
85.85,mlt,2072
85.97,mlt,2073
86.08,mlt,2074
86.2,mlt,2075
86.32,mlt,2076
86.43,mlt,2077
86.55,mlt,2078
86.66,mlt,2079
86.78,mlt,2080
86.89,mlt,2081
87.0,mlt,2082
87.12,mlt,2083
87.23,mlt,2084
87.34,mlt,2085
87.46,mlt,2086
87.57,mlt,2087
87.69,mlt,2088
87.8,mlt,2089
87.92,mlt,2090
88.03,mlt,2091
88.14,mlt,2092
88.26,mlt,2093
88.37,mlt,2094
88.48,mlt,2095
88.59,mlt,2096
88.7,mlt,2097
88.82,mlt,2098
88.93,mlt,2099
52.76,mtq,1950
53.12,mtq,1951
53.83,mtq,1952
54.53,mtq,1953
55.21,mtq,1954
55.89,mtq,1955
56.55,mtq,1956
57.2,mtq,1957
57.84,mtq,1958
58.47,mtq,1959
59.09,mtq,1960
59.7,mtq,1961
60.3,mtq,1962
60.89,mtq,1963
61.47,mtq,1964
62.03,mtq,1965
62.58,mtq,1966
63.1,mtq,1967
63.6,mtq,1968
64.08,mtq,1969
64.54,mtq,1970
64.97,mtq,1971
65.4,mtq,1972
65.82,mtq,1973
66.23,mtq,1974
66.63,mtq,1975
67.03,mtq,1976
67.42,mtq,1977
67.81,mtq,1978
68.18,mtq,1979
68.55,mtq,1980
68.91,mtq,1981
69.27,mtq,1982
69.62,mtq,1983
69.96,mtq,1984
70.3,mtq,1985
70.64,mtq,1986
70.96,mtq,1987
71.29,mtq,1988
71.61,mtq,1989
71.92,mtq,1990
72.23,mtq,1991
72.53,mtq,1992
72.83,mtq,1993
73.13,mtq,1994
73.42,mtq,1995
73.7,mtq,1996
73.99,mtq,1997
74.27,mtq,1998
74.54,mtq,1999
74.81,mtq,2000
75.08,mtq,2001
75.34,mtq,2002
75.6,mtq,2003
75.85,mtq,2004
76.1,mtq,2005
76.34,mtq,2006
76.59,mtq,2007
76.83,mtq,2008
77.07,mtq,2009
77.31,mtq,2010
77.55,mtq,2011
77.78,mtq,2012
78.02,mtq,2013
78.24,mtq,2014
78.47,mtq,2015
78.68,mtq,2016
78.9,mtq,2017
79.11,mtq,2018
79.31,mtq,2019
79.52,mtq,2020
79.72,mtq,2021
79.92,mtq,2022
80.11,mtq,2023
80.3,mtq,2024
80.48,mtq,2025
80.67,mtq,2026
80.85,mtq,2027
81.03,mtq,2028
81.21,mtq,2029
81.39,mtq,2030
81.56,mtq,2031
81.74,mtq,2032
81.91,mtq,2033
82.08,mtq,2034
82.24,mtq,2035
82.41,mtq,2036
82.57,mtq,2037
82.73,mtq,2038
82.89,mtq,2039
83.05,mtq,2040
83.2,mtq,2041
83.36,mtq,2042
83.51,mtq,2043
83.66,mtq,2044
83.81,mtq,2045
83.96,mtq,2046
84.11,mtq,2047
84.25,mtq,2048
84.4,mtq,2049
84.54,mtq,2050
84.69,mtq,2051
84.83,mtq,2052
84.97,mtq,2053
85.12,mtq,2054
85.26,mtq,2055
85.4,mtq,2056
85.54,mtq,2057
85.68,mtq,2058
85.82,mtq,2059
85.95,mtq,2060
86.09,mtq,2061
86.22,mtq,2062
86.36,mtq,2063
86.49,mtq,2064
86.62,mtq,2065
86.75,mtq,2066
86.89,mtq,2067
87.02,mtq,2068
87.14,mtq,2069
87.27,mtq,2070
87.4,mtq,2071
87.53,mtq,2072
87.66,mtq,2073
87.78,mtq,2074
87.91,mtq,2075
88.04,mtq,2076
88.17,mtq,2077
88.29,mtq,2078
88.42,mtq,2079
88.54,mtq,2080
88.66,mtq,2081
88.78,mtq,2082
88.9,mtq,2083
89.02,mtq,2084
89.15,mtq,2085
89.27,mtq,2086
89.39,mtq,2087
89.51,mtq,2088
89.63,mtq,2089
89.75,mtq,2090
89.87,mtq,2091
89.99,mtq,2092
90.11,mtq,2093
90.23,mtq,2094
90.35,mtq,2095
90.46,mtq,2096
90.58,mtq,2097
90.7,mtq,2098
90.81,mtq,2099
37.4,mrt,1950
37.67,mrt,1951
38.22,mrt,1952
38.78,mrt,1953
39.36,mrt,1954
39.95,mrt,1955
40.56,mrt,1956
41.18,mrt,1957
41.81,mrt,1958
42.44,mrt,1959
43.07,mrt,1960
43.68,mrt,1961
44.27,mrt,1962
44.84,mrt,1963
45.38,mrt,1964
45.88,mrt,1965
46.35,mrt,1966
46.8,mrt,1967
47.23,mrt,1968
47.65,mrt,1969
48.06,mrt,1970
48.47,mrt,1971
48.87,mrt,1972
49.28,mrt,1973
49.69,mrt,1974
50.12,mrt,1975
50.6,mrt,1976
51.12,mrt,1977
51.68,mrt,1978
52.27,mrt,1979
52.88,mrt,1980
53.49,mrt,1981
54.09,mrt,1982
54.65,mrt,1983
55.16,mrt,1984
55.61,mrt,1985
56.0,mrt,1986
56.34,mrt,1987
56.64,mrt,1988
56.89,mrt,1989
57.11,mrt,1990
57.3,mrt,1991
57.45,mrt,1992
57.59,mrt,1993
57.71,mrt,1994
57.82,mrt,1995
57.91,mrt,1996
57.99,mrt,1997
58.06,mrt,1998
58.13,mrt,1999
58.21,mrt,2000
58.29,mrt,2001
58.39,mrt,2002
58.5,mrt,2003
58.63,mrt,2004
58.77,mrt,2005
58.92,mrt,2006
59.08,mrt,2007
59.24,mrt,2008
59.4,mrt,2009
59.55,mrt,2010
59.7,mrt,2011
59.85,mrt,2012
60.0,mrt,2013
60.15,mrt,2014
60.29,mrt,2015
60.43,mrt,2016
60.56,mrt,2017
60.7,mrt,2018
60.83,mrt,2019
60.96,mrt,2020
61.09,mrt,2021
61.22,mrt,2022
61.34,mrt,2023
61.46,mrt,2024
61.58,mrt,2025
61.7,mrt,2026
61.81,mrt,2027
61.93,mrt,2028
62.04,mrt,2029
62.15,mrt,2030
62.26,mrt,2031
62.37,mrt,2032
62.48,mrt,2033
62.59,mrt,2034
62.7,mrt,2035
62.81,mrt,2036
62.91,mrt,2037
63.02,mrt,2038
63.12,mrt,2039
63.22,mrt,2040
63.32,mrt,2041
63.42,mrt,2042
63.52,mrt,2043
63.62,mrt,2044
63.72,mrt,2045
63.82,mrt,2046
63.92,mrt,2047
64.02,mrt,2048
64.11,mrt,2049
64.21,mrt,2050
64.3,mrt,2051
64.39,mrt,2052
64.49,mrt,2053
64.58,mrt,2054
64.67,mrt,2055
64.77,mrt,2056
64.86,mrt,2057
64.96,mrt,2058
65.05,mrt,2059
65.15,mrt,2060
65.24,mrt,2061
65.33,mrt,2062
65.43,mrt,2063
65.52,mrt,2064
65.61,mrt,2065
65.7,mrt,2066
65.8,mrt,2067
65.89,mrt,2068
65.98,mrt,2069
66.07,mrt,2070
66.16,mrt,2071
66.25,mrt,2072
66.34,mrt,2073
66.44,mrt,2074
66.53,mrt,2075
66.62,mrt,2076
66.7,mrt,2077
66.79,mrt,2078
66.88,mrt,2079
66.97,mrt,2080
67.06,mrt,2081
67.15,mrt,2082
67.24,mrt,2083
67.33,mrt,2084
67.42,mrt,2085
67.5,mrt,2086
67.59,mrt,2087
67.68,mrt,2088
67.77,mrt,2089
67.86,mrt,2090
67.95,mrt,2091
68.04,mrt,2092
68.12,mrt,2093
68.21,mrt,2094
68.3,mrt,2095
68.39,mrt,2096
68.48,mrt,2097
68.56,mrt,2098
68.65,mrt,2099
47.33,mus,1950
47.72,mus,1951
48.54,mus,1952
49.42,mus,1953
50.37,mus,1954
51.39,mus,1955
52.46,mus,1956
53.58,mus,1957
54.72,mus,1958
55.86,mus,1959
56.95,mus,1960
57.96,mus,1961
58.84,mus,1962
59.56,mus,1963
60.11,mus,1964
60.49,mus,1965
60.71,mus,1966
60.81,mus,1967
60.84,mus,1968
60.83,mus,1969
60.8,mus,1970
60.77,mus,1971
60.74,mus,1972
60.73,mus,1973
60.76,mus,1974
60.87,mus,1975
61.1,mus,1976
61.45,mus,1977
61.91,mus,1978
62.45,mus,1979
63.02,mus,1980
63.56,mus,1981
64.02,mus,1982
64.36,mus,1983
64.58,mus,1984
64.72,mus,1985
64.81,mus,1986
64.94,mus,1987
65.12,mus,1988
65.39,mus,1989
65.69,mus,1990
66.01,mus,1991
66.28,mus,1992
66.47,mus,1993
66.59,mus,1994
66.67,mus,1995
66.76,mus,1996
66.89,mus,1997
67.11,mus,1998
67.41,mus,1999
67.77,mus,2000
68.16,mus,2001
68.52,mus,2002
68.82,mus,2003
69.05,mus,2004
69.21,mus,2005
69.33,mus,2006
69.42,mus,2007
69.52,mus,2008
69.63,mus,2009
69.77,mus,2010
69.92,mus,2011
70.09,mus,2012
70.25,mus,2013
70.42,mus,2014
70.59,mus,2015
70.75,mus,2016
70.92,mus,2017
71.08,mus,2018
71.25,mus,2019
71.41,mus,2020
71.58,mus,2021
71.75,mus,2022
71.92,mus,2023
72.09,mus,2024
72.26,mus,2025
72.43,mus,2026
72.61,mus,2027
72.79,mus,2028
72.97,mus,2029
73.14,mus,2030
73.33,mus,2031
73.51,mus,2032
73.69,mus,2033
73.88,mus,2034
74.06,mus,2035
74.25,mus,2036
74.43,mus,2037
74.62,mus,2038
74.81,mus,2039
75.0,mus,2040
75.19,mus,2041
75.38,mus,2042
75.57,mus,2043
75.76,mus,2044
75.95,mus,2045
76.15,mus,2046
76.34,mus,2047
76.54,mus,2048
76.73,mus,2049
76.92,mus,2050
77.11,mus,2051
77.3,mus,2052
77.48,mus,2053
77.66,mus,2054
77.84,mus,2055
78.01,mus,2056
78.18,mus,2057
78.35,mus,2058
78.51,mus,2059
78.67,mus,2060
78.83,mus,2061
78.98,mus,2062
79.12,mus,2063
79.27,mus,2064
79.41,mus,2065
79.54,mus,2066
79.68,mus,2067
79.81,mus,2068
79.94,mus,2069
80.07,mus,2070
80.19,mus,2071
80.32,mus,2072
80.44,mus,2073
80.57,mus,2074
80.69,mus,2075
80.81,mus,2076
80.93,mus,2077
81.05,mus,2078
81.16,mus,2079
81.27,mus,2080
81.39,mus,2081
81.5,mus,2082
81.61,mus,2083
81.72,mus,2084
81.83,mus,2085
81.94,mus,2086
82.05,mus,2087
82.16,mus,2088
82.27,mus,2089
82.38,mus,2090
82.49,mus,2091
82.6,mus,2092
82.7,mus,2093
82.81,mus,2094
82.92,mus,2095
83.03,mus,2096
83.14,mus,2097
83.24,mus,2098
83.35,mus,2099
42.71,myt,1950
43.28,myt,1951
44.4,myt,1952
45.48,myt,1953
46.52,myt,1954
47.53,myt,1955
48.5,myt,1956
49.43,myt,1957
50.33,myt,1958
51.19,myt,1959
52.02,myt,1960
52.83,myt,1961
53.6,myt,1962
54.35,myt,1963
55.09,myt,1964
55.8,myt,1965
56.5,myt,1966
57.17,myt,1967
57.83,myt,1968
58.47,myt,1969
59.08,myt,1970
59.69,myt,1971
60.27,myt,1972
60.84,myt,1973
61.39,myt,1974
61.94,myt,1975
62.46,myt,1976
62.98,myt,1977
63.48,myt,1978
63.97,myt,1979
64.45,myt,1980
64.92,myt,1981
65.38,myt,1982
65.82,myt,1983
66.26,myt,1984
66.68,myt,1985
67.1,myt,1986
67.51,myt,1987
67.91,myt,1988
68.3,myt,1989
68.68,myt,1990
69.06,myt,1991
69.43,myt,1992
69.8,myt,1993
70.16,myt,1994
70.51,myt,1995
70.86,myt,1996
71.2,myt,1997
71.53,myt,1998
71.86,myt,1999
72.18,myt,2000
72.5,myt,2001
72.81,myt,2002
73.12,myt,2003
73.42,myt,2004
73.72,myt,2005
74.03,myt,2006
74.33,myt,2007
74.64,myt,2008
74.96,myt,2009
75.27,myt,2010
75.58,myt,2011
75.89,myt,2012
76.19,myt,2013
76.47,myt,2014
76.74,myt,2015
77.0,myt,2016
77.23,myt,2017
77.46,myt,2018
77.67,myt,2019
77.87,myt,2020
78.06,myt,2021
78.24,myt,2022
78.42,myt,2023
78.59,myt,2024
78.77,myt,2025
78.94,myt,2026
79.11,myt,2027
79.28,myt,2028
79.44,myt,2029
79.61,myt,2030
79.77,myt,2031
79.93,myt,2032
80.09,myt,2033
80.25,myt,2034
80.4,myt,2035
80.56,myt,2036
80.71,myt,2037
80.86,myt,2038
81.01,myt,2039
81.15,myt,2040
81.3,myt,2041
81.45,myt,2042
81.59,myt,2043
81.74,myt,2044
81.88,myt,2045
82.03,myt,2046
82.17,myt,2047
82.31,myt,2048
82.45,myt,2049
82.59,myt,2050
82.73,myt,2051
82.86,myt,2052
83.0,myt,2053
83.14,myt,2054
83.27,myt,2055
83.41,myt,2056
83.54,myt,2057
83.68,myt,2058
83.81,myt,2059
83.94,myt,2060
84.08,myt,2061
84.2,myt,2062
84.33,myt,2063
84.46,myt,2064
84.59,myt,2065
84.72,myt,2066
84.85,myt,2067
84.97,myt,2068
85.1,myt,2069
85.23,myt,2070
85.35,myt,2071
85.48,myt,2072
85.6,myt,2073
85.73,myt,2074
85.85,myt,2075
85.98,myt,2076
86.1,myt,2077
86.22,myt,2078
86.34,myt,2079
86.47,myt,2080
86.59,myt,2081
86.71,myt,2082
86.83,myt,2083
86.95,myt,2084
87.07,myt,2085
87.18,myt,2086
87.3,myt,2087
87.42,myt,2088
87.54,myt,2089
87.65,myt,2090
87.77,myt,2091
87.89,myt,2092
88.01,myt,2093
88.13,myt,2094
88.25,myt,2095
88.37,myt,2096
88.49,myt,2097
88.61,myt,2098
88.73,myt,2099
46.85,mex,1950
47.39,mex,1951
48.45,mex,1952
49.46,mex,1953
50.42,mex,1954
51.34,mex,1955
52.2,mex,1956
53.01,mex,1957
53.76,mex,1958
54.45,mex,1959
55.09,mex,1960
55.66,mex,1961
56.17,mex,1962
56.62,mex,1963
57.02,mex,1964
57.38,mex,1965
57.72,mex,1966
58.05,mex,1967
58.39,mex,1968
58.73,mex,1969
59.1,mex,1970
59.49,mex,1971
59.88,mex,1972
60.29,mex,1973
60.7,mex,1974
61.13,mex,1975
61.55,mex,1976
61.99,mex,1977
62.42,mex,1978
62.86,mex,1979
63.31,mex,1980
63.76,mex,1981
64.21,mex,1982
64.67,mex,1983
65.13,mex,1984
65.6,mex,1985
66.06,mex,1986
66.52,mex,1987
66.99,mex,1988
67.44,mex,1989
67.91,mex,1990
68.37,mex,1991
68.84,mex,1992
69.31,mex,1993
69.78,mex,1994
70.23,mex,1995
70.65,mex,1996
71.03,mex,1997
71.36,mex,1998
71.66,mex,1999
71.92,mex,2000
72.15,mex,2001
72.37,mex,2002
72.6,mex,2003
72.84,mex,2004
73.09,mex,2005
73.34,mex,2006
73.6,mex,2007
73.85,mex,2008
74.1,mex,2009
74.34,mex,2010
74.58,mex,2011
74.82,mex,2012
75.06,mex,2013
75.29,mex,2014
75.53,mex,2015
75.78,mex,2016
76.02,mex,2017
76.26,mex,2018
76.5,mex,2019
76.74,mex,2020
76.98,mex,2021
77.22,mex,2022
77.47,mex,2023
77.71,mex,2024
77.96,mex,2025
78.2,mex,2026
78.44,mex,2027
78.68,mex,2028
78.91,mex,2029
79.14,mex,2030
79.36,mex,2031
79.58,mex,2032
79.78,mex,2033
79.98,mex,2034
80.17,mex,2035
80.36,mex,2036
80.54,mex,2037
80.71,mex,2038
80.88,mex,2039
81.04,mex,2040
81.2,mex,2041
81.36,mex,2042
81.51,mex,2043
81.66,mex,2044
81.81,mex,2045
81.95,mex,2046
82.09,mex,2047
82.23,mex,2048
82.37,mex,2049
82.51,mex,2050
82.65,mex,2051
82.78,mex,2052
82.92,mex,2053
83.06,mex,2054
83.19,mex,2055
83.33,mex,2056
83.46,mex,2057
83.6,mex,2058
83.73,mex,2059
83.86,mex,2060
83.99,mex,2061
84.12,mex,2062
84.25,mex,2063
84.37,mex,2064
84.5,mex,2065
84.63,mex,2066
84.76,mex,2067
84.88,mex,2068
85.01,mex,2069
85.13,mex,2070
85.26,mex,2071
85.38,mex,2072
85.5,mex,2073
85.62,mex,2074
85.74,mex,2075
85.86,mex,2076
85.98,mex,2077
86.1,mex,2078
86.22,mex,2079
86.34,mex,2080
86.45,mex,2081
86.57,mex,2082
86.69,mex,2083
86.81,mex,2084
86.93,mex,2085
87.04,mex,2086
87.16,mex,2087
87.28,mex,2088
87.39,mex,2089
87.51,mex,2090
87.63,mex,2091
87.74,mex,2092
87.86,mex,2093
87.97,mex,2094
88.09,mex,2095
88.21,mex,2096
88.32,mex,2097
88.44,mex,2098
88.55,mex,2099
53.25,fsm,1950
53.45,fsm,1951
53.85,fsm,1952
54.25,fsm,1953
54.65,fsm,1954
55.05,fsm,1955
55.45,fsm,1956
55.85,fsm,1957
56.25,fsm,1958
56.65,fsm,1959
57.05,fsm,1960
57.45,fsm,1961
57.85,fsm,1962
58.24,fsm,1963
58.64,fsm,1964
59.04,fsm,1965
59.45,fsm,1966
59.85,fsm,1967
60.26,fsm,1968
60.67,fsm,1969
61.1,fsm,1970
61.53,fsm,1971
61.98,fsm,1972
62.44,fsm,1973
62.89,fsm,1974
63.32,fsm,1975
63.7,fsm,1976
64.03,fsm,1977
64.3,fsm,1978
64.5,fsm,1979
64.65,fsm,1980
64.75,fsm,1981
64.84,fsm,1982
64.92,fsm,1983
65.0,fsm,1984
65.1,fsm,1985
65.21,fsm,1986
65.32,fsm,1987
65.44,fsm,1988
65.55,fsm,1989
65.66,fsm,1990
65.78,fsm,1991
65.89,fsm,1992
66.0,fsm,1993
66.12,fsm,1994
66.23,fsm,1995
66.34,fsm,1996
66.44,fsm,1997
66.53,fsm,1998
66.62,fsm,1999
66.7,fsm,2000
66.8,fsm,2001
66.89,fsm,2002
67.0,fsm,2003
67.12,fsm,2004
67.24,fsm,2005
67.36,fsm,2006
67.48,fsm,2007
67.59,fsm,2008
67.7,fsm,2009
67.79,fsm,2010
67.88,fsm,2011
67.96,fsm,2012
68.04,fsm,2013
68.12,fsm,2014
68.2,fsm,2015
68.29,fsm,2016
68.37,fsm,2017
68.45,fsm,2018
68.53,fsm,2019
68.61,fsm,2020
68.69,fsm,2021
68.77,fsm,2022
68.85,fsm,2023
68.93,fsm,2024
69.0,fsm,2025
69.08,fsm,2026
69.15,fsm,2027
69.23,fsm,2028
69.3,fsm,2029
69.37,fsm,2030
69.44,fsm,2031
69.52,fsm,2032
69.59,fsm,2033
69.66,fsm,2034
69.74,fsm,2035
69.81,fsm,2036
69.88,fsm,2037
69.95,fsm,2038
70.03,fsm,2039
70.1,fsm,2040
70.17,fsm,2041
70.24,fsm,2042
70.31,fsm,2043
70.38,fsm,2044
70.45,fsm,2045
70.52,fsm,2046
70.59,fsm,2047
70.67,fsm,2048
70.74,fsm,2049
70.81,fsm,2050
70.89,fsm,2051
70.96,fsm,2052
71.04,fsm,2053
71.12,fsm,2054
71.2,fsm,2055
71.28,fsm,2056
71.36,fsm,2057
71.44,fsm,2058
71.52,fsm,2059
71.6,fsm,2060
71.68,fsm,2061
71.77,fsm,2062
71.85,fsm,2063
71.94,fsm,2064
72.03,fsm,2065
72.12,fsm,2066
72.21,fsm,2067
72.31,fsm,2068
72.41,fsm,2069
72.51,fsm,2070
72.61,fsm,2071
72.72,fsm,2072
72.82,fsm,2073
72.92,fsm,2074
73.03,fsm,2075
73.14,fsm,2076
73.25,fsm,2077
73.35,fsm,2078
73.47,fsm,2079
73.58,fsm,2080
73.69,fsm,2081
73.81,fsm,2082
73.93,fsm,2083
74.05,fsm,2084
74.17,fsm,2085
