murdered_30_44_per_100000_people,geo,time
1.878,aut,1982
2.223,aut,1983
1.951,aut,1984
2.135,aut,1985
1.604,aut,1986
1.773,aut,1987
2.258,aut,1988
1.582,aut,1989
2.009,aut,1990
1.823,aut,1991
1.728,aut,1992
1.13,aut,1993
2.328,aut,1994
1.323,aut,1995
1.678,aut,1996
0.9961,aut,1997
1.164,aut,1998
1.537,aut,1999
0.695,aut,2000
0.8223,aut,2001
0.7953,aut,2002
0.5436,aut,2003
0.6024,aut,2004
1.024,aut,2005
1.231,aut,2006
0.5892,aut,2007
0.4414,aut,2008
9.032,aze,1981
5.766,aze,1982
4.898,aze,1985
5.823,aze,1986
3.232,aze,1987
6.24,aze,1988
4.135,aze,1989
9.821,aze,1990
9.181,aze,1991
56.39,aze,1992
34.83,aze,1993
53.39,aze,1994
10.61,aze,1995
9.388,aze,1996
7.482,aze,1997
6.01,aze,1998
5.962,aze,1999
4.334,aze,2000
0.8999,bhr,1985
0.0,bhr,1987
0.0,bhr,1988
0.4967,bhr,1997
0.0,bhr,1998
0.5021,bhr,1999
2.145,bhr,2000
0.0,bhr,2001
8.446,blr,1981
9.225,blr,1982
8.533,blr,1985
6.09,blr,1986
7.636,blr,1987
8.637,blr,1988
11.48,blr,1989
11.09,blr,1990
10.05,blr,1991
14.64,blr,1992
17.07,blr,1993
17.24,blr,1994
18.22,blr,1995
18.27,blr,1997
18.3,blr,1998
17.24,blr,1999
16.5,blr,2000
17.71,blr,2001
16.33,blr,2002
14.58,blr,2003
10.05,blr,2007
0.5783,bel,1954
0.518,bel,1955
1.004,bel,1956
0.7238,bel,1957
0.6028,bel,1958
0.8049,bel,1959
0.9949,bel,1960
1.051,bel,1961
0.5927,bel,1962
0.9235,bel,1963
0.7128,bel,1964
1.025,bel,1965
0.9178,bel,1966
0.9283,bel,1967
1.03,bel,1968
1.039,bel,1969
1.213,bel,1970
1.414,bel,1971
1.827,bel,1972
1.225,bel,1973
1.571,bel,1974
0.9341,bel,1975
1.596,bel,1976
1.301,bel,1977
1.721,bel,1978
2.231,bel,1979
1.802,bel,1980
2.26,bel,1981
1.751,bel,1982
3.331,bel,1983
2.302,bel,1984
3.081,bel,1985
3.411,bel,1986
1.99,bel,1987
2.426,bel,1988
1.969,bel,1989
2.205,bel,1990
1.244,bel,1991
2.878,bel,1992
2.624,bel,1993
2.814,bel,1994
2.492,bel,1995
3.11,bel,1996
2.704,bel,1997
2.589,bel,1998
3.016,bel,1999
2.27,bel,2004
0.2071,bih,1985
0.1009,bih,1986
0.4837,bih,1987
0.0,bih,1988
0.1953,bih,1989
0.0,bih,1990
0.09209,bih,1991
24.11,bra,1982
24.21,bra,1983
26.17,bra,1984
25.2,bra,1985
25.04,bra,1986
27.28,bra,1987
27.26,bra,1988
31.48,bra,1989
33.5,bra,1990
31.72,bra,1991
28.67,bra,1992
29.78,bra,1993
30.19,bra,1994
33.46,bra,1995
35.26,bra,1996
35.02,bra,1997
34.25,bra,1998
34.69,bra,1999
35.0,bra,2000
36.66,bra,2001
36.24,bra,2002
36.69,bra,2003
34.17,bra,2004
33.12,bra,2005
3.147,bgr,1964
2.45,bgr,1965
3.919,bgr,1966
2.511,bgr,1967
2.972,bgr,1968
3.488,bgr,1969
2.569,bgr,1970
3.747,bgr,1971
3.488,bgr,1972
2.806,bgr,1973
3.87,bgr,1974
3.273,bgr,1975
2.488,bgr,1976
3.964,bgr,1977
3.468,bgr,1978
3.536,bgr,1979
2.782,bgr,1980
3.663,bgr,1981
3.399,bgr,1982
3.698,bgr,1983
3.635,bgr,1984
4.42,bgr,1985
4.313,bgr,1986
3.276,bgr,1987
3.325,bgr,1988
4.042,bgr,1989
4.844,bgr,1990
5.248,bgr,1991
6.698,bgr,1992
7.765,bgr,1993
8.432,bgr,1994
6.189,bgr,1995
7.826,bgr,1996
6.739,bgr,1997
5.695,bgr,1998
3.571,bgr,1999
4.562,bgr,2000
4.53,bgr,2001
4.273,bgr,2002
3.595,bgr,2003
4.156,bgr,2004
3.44,bgr,2005
2.634,bgr,2006
1.772,bgr,2007
1.887,bgr,2008
1.554,can,1950
1.313,can,1951
1.3,can,1952
1.408,can,1953
1.395,can,1954
1.525,can,1955
1.434,can,1956
1.336,can,1957
1.456,can,1958
1.151,can,1959
1.914,can,1960
1.868,can,1961
2.195,can,1962
1.915,can,1963
1.959,can,1964
1.876,can,1965
1.653,can,1966
2.465,can,1967
2.603,can,1968
2.804,can,1969
3.059,can,1970
3.455,can,1971
3.61,can,1972
3.898,can,1973
3.403,can,1974
3.751,can,1975
3.705,can,1976
3.497,can,1977
3.692,can,1978
2.941,can,1979
3.184,can,1980
3.173,can,1981
3.494,can,1982
3.452,can,1983
3.08,can,1984
2.899,can,1985
2.765,can,1986
3.003,can,1987
2.469,can,1988
2.494,can,1989
2.834,can,1990
3.138,can,1991
3.076,can,1992
2.755,can,1993
2.108,can,1994
2.458,can,1995
2.238,can,1996
1.643,can,1997
2.136,can,1998
2.201,can,1999
2.215,can,2000
2.051,can,2001
1.757,can,2002
1.71,can,2003
2.154,can,2004
7.078,chl,1955
9.479,chl,1956
9.067,chl,1957
9.237,chl,1958
7.698,chl,1959
9.842,chl,1960
9.975,chl,1961
3.525,chl,1962
3.19,chl,1963
3.944,chl,1964
3.14,chl,1965
12.81,chl,1966
3.558,chl,1967
12.62,chl,1968
9.822,chl,1969
6.167,chl,1970
7.716,chl,1971
9.72,chl,1972
9.347,chl,1973
3.769,chl,1974
3.35,chl,1975
3.035,chl,1976
3.268,chl,1977
3.248,chl,1978
3.544,chl,1979
4.237,chl,1980
4.1,chl,1981
4.908,chl,1982
4.462,chl,1983
4.879,chl,1984
4.382,chl,1985
4.345,chl,1986
4.319,chl,1987
4.128,chl,1988
4.469,chl,1989
4.135,chl,1990
4.715,chl,1991
4.125,chl,1992
3.612,chl,1993
4.287,chl,1994
4.594,chl,1995
3.535,chl,1996
3.763,chl,1997
4.17,chl,1998
3.983,chl,1999
6.827,chl,2000
7.493,chl,2001
6.912,chl,2002
7.03,chl,2003
7.763,chl,2004
8.812,chl,2005
56.29,col,1953
45.96,col,1954
58.28,col,1955
72.87,col,1956
74.41,col,1957
94.57,col,1958
75.15,col,1959
64.8,col,1960
68.01,col,1961
66.81,col,1962
62.31,col,1963
54.77,col,1964
53.65,col,1965
45.25,col,1966
47.65,col,1967
36.81,col,1968
31.73,col,1969
36.17,col,1972
42.61,col,1974
41.18,col,1975
42.87,col,1976
46.77,col,1977
62.63,col,1984
77.83,col,1985
91.72,col,1986
89.41,col,1987
104.1,col,1988
110.0,col,1989
116.7,col,1990
147.2,col,1991
147.7,col,1992
138.2,col,1993
123.0,col,1994
95.76,col,1995
100.6,col,1996
90.75,col,1997
93.23,col,1998
95.91,col,1999
103.6,col,2000
109.6,col,2001
111.3,col,2002
79.89,col,2004
65.51,col,2005
62.3,col,2006
7.984,cri,1962
7.882,cri,1963
7.325,cri,1964
8.053,cri,1965
9.83,cri,1966
4.086,cri,1967
6.292,cri,1968
3.469,cri,1969
10.23,cri,1970
7.946,cri,1971
6.466,cri,1972
6.518,cri,1973
8.274,cri,1974
8.428,cri,1975
8.334,cri,1976
5.662,cri,1977
5.45,cri,1978
8.103,cri,1979
7.387,cri,1980
8.725,cri,1981
6.633,cri,1982
5.908,cri,1983
5.711,cri,1984
5.931,cri,1985
6.529,cri,1986
7.739,cri,1987
7.273,cri,1988
7.647,cri,1989
8.718,cri,1990
7.31,cri,1991
9.638,cri,1992
8.29,cri,1993
10.68,cri,1994
9.343,cri,1995
9.361,cri,1996
9.916,cri,1997
8.77,cri,1998
10.18,cri,1999
7.185,cri,2000
9.674,cri,2001
10.35,cri,2002
9.257,cri,2003
9.655,cri,2004
10.66,cri,2005
12.44,cri,2006
3.42,hrv,1985
2.855,hrv,1986
3.087,hrv,1987
2.482,hrv,1988
2.173,hrv,1989
4.409,hrv,1990
4.749,hrv,1991
5.599,hrv,1992
6.609,hrv,1993
4.746,hrv,1994
4.521,hrv,1995
4.055,hrv,1996
3.868,hrv,1997
4.436,hrv,1998
3.89,hrv,1999
3.946,hrv,2000
2.351,hrv,2001
2.093,hrv,2002
2.154,hrv,2003
2.965,hrv,2004
2.49,hrv,2005
2.461,hrv,2006
1.823,hrv,2007
1.857,hrv,2008
10.24,cub,1964
4.547,cub,1968
6.148,cub,1969
7.533,cub,1970
7.433,cub,1971
5.508,cub,1972
6.34,cub,1973
6.293,cub,1974
7.145,cub,1975
5.927,cub,1976
5.955,cub,1977
7.618,cub,1992
9.564,cub,1993
11.93,cub,1994
10.57,cub,1995
9.326,cub,1996
9.498,cub,1997
11.4,cub,1998
8.429,cub,1999
7.831,cub,2000
8.408,cub,2001
10.04,cub,2002
9.416,cub,2003
10.31,cub,2004
9.941,cub,2005
8.825,cub,2006
8.865,cub,2007
0.0,cyp,1999
0.7243,cyp,2000
2.505,cyp,2004
3.063,cyp,2005
3.582,cyp,2006
2.696,cyp,2007
1.08,cze,1986
1.638,cze,1987
1.129,cze,1988
1.349,cze,1989
2.675,cze,1990
1.939,cze,1991
2.688,cze,1992
2.893,cze,1993
3.466,cze,1994
2.871,cze,1995
2.465,cze,1996
2.297,cze,1997
2.361,cze,1998
2.136,cze,1999
2.73,cze,2000
1.449,cze,2001
1.987,cze,2002
1.921,cze,2003
1.302,cze,2004
1.235,cze,2005
1.478,cze,2006
1.705,cze,2007
0.8369,cze,2008
0.5317,dnk,1951
0.6421,dnk,1952
1.514,dnk,1953
0.5301,dnk,1954
0.7574,dnk,1955
0.849,dnk,1956
0.102,dnk,1957
0.3132,dnk,1958
0.7005,dnk,1959
0.215,dnk,1960
0.5716,dnk,1961
0.664,dnk,1962
0.581,dnk,1963
0.3291,dnk,1964
0.4504,dnk,1965
0.2291,dnk,1966
0.4582,dnk,1967
0.5925,dnk,1968
1.06,dnk,1969
0.4622,dnk,1970
0.9351,dnk,1971
0.7989,dnk,1972
1.343,dnk,1973
0.9411,dnk,1974
0.9659,dnk,1975
1.108,dnk,1976
0.6434,dnk,1977
0.8773,dnk,1978
0.6661,dnk,1979
1.074,dnk,1980
2.397,dnk,1981
1.012,dnk,1982
1.987,dnk,1983
1.049,dnk,1984
1.99,dnk,1985
1.745,dnk,1986
1.453,dnk,1987
1.324,dnk,1988
1.791,dnk,1989
1.05,dnk,1990
1.807,dnk,1991
1.901,dnk,1992
1.346,dnk,1993
3.182,dnk,1994
1.996,dnk,1995
1.814,dnk,1996
2.135,dnk,1997
1.932,dnk,1998
2.103,dnk,1999
1.676,dnk,2000
1.503,dnk,2001
1.556,dnk,2002
1.477,dnk,2003
1.268,dnk,2004
0.8665,dnk,2005
1.061,dnk,2006
2.175,egy,1973
1.427,egy,1974
1.442,egy,1975
1.506,egy,1976
2.138,egy,1977
1.232,egy,1978
0.9327,egy,1979
2.07,egy,1980
1.071,egy,1987
0.1273,egy,2000
0.07969,egy,2008
66.76,slv,2005
63.72,slv,2006
11.57,est,1981
14.74,est,1982
12.92,est,1985
10.04,est,1986
8.731,est,1987
11.58,est,1988
14.32,est,1989
18.22,est,1990
18.28,est,1991
38.11,est,1992
46.26,est,1993
60.8,est,1994
41.67,est,1995
34.43,est,1996
27.2,est,1997
34.05,est,1998
26.7,est,1999
20.45,est,2000
30.4,est,2001
21.25,est,2002
20.89,est,2003
10.66,est,2004
12.58,est,2005
9.04,est,2006
8.401,est,2007
9.103,est,2008
4.481,fin,1952
3.417,fin,1953
4.003,fin,1954
3.104,fin,1955
2.977,fin,1956
3.325,fin,1957
3.175,fin,1958
2.946,fin,1959
3.531,fin,1960
4.768,fin,1961
4.282,fin,1962
4.297,fin,1963
3.242,fin,1964
3.074,fin,1965
4.232,fin,1966
3.504,fin,1967
2.667,fin,1968
3.439,fin,1969
2.797,fin,1970
3.984,fin,1971
3.456,fin,1972
3.876,fin,1973
4.301,fin,1974
5.524,fin,1975
3.607,fin,1976
4.209,fin,1977
5.105,fin,1978
3.538,fin,1979
5.214,fin,1980
3.93,fin,1981
3.565,fin,1982
4.547,fin,1983
3.924,fin,1984
4.212,fin,1985
4.83,fin,1986
4.093,fin,1987
4.355,fin,1988
5.851,fin,1989
4.627,fin,1990
5.298,fin,1991
5.891,fin,1992
5.478,fin,1993
6.12,fin,1994
5.04,fin,1995
5.576,fin,1996
3.861,fin,1997
4.39,fin,1998
4.555,fin,1999
4.978,fin,2000
3.915,fin,2001
3.849,fin,2002
3.046,fin,2003
3.602,fin,2004
4.025,fin,2005
2.515,fin,2006
3.292,fin,2007
2.617,fin,2008
1.177,fra,1950
0.9293,fra,1952
0.8848,fra,1953
0.7648,fra,1954
1.003,fra,1955
1.314,fra,1956
3.316,fra,1957
4.485,fra,1958
3.872,fra,1959
3.071,fra,1960
4.898,fra,1961
3.135,fra,1962
1.215,fra,1963
1.257,fra,1964
1.123,fra,1965
1.073,fra,1966
1.413,fra,1967
0.9965,fra,1968
1.271,fra,1969
1.155,fra,1970
1.41,fra,1971
1.451,fra,1972
1.259,fra,1973
1.671,fra,1974
1.655,fra,1975
1.354,fra,1976
1.623,fra,1977
1.622,fra,1978
1.67,fra,1979
1.411,fra,1980
1.433,fra,1981
1.67,fra,1982
1.989,fra,1983
2.048,fra,1984
2.231,fra,1985
1.758,fra,1986
1.447,fra,1987
1.356,fra,1988
1.548,fra,1989
1.661,fra,1990
1.901,fra,1991
1.413,fra,1992
1.421,fra,1993
1.712,fra,1994
1.539,fra,1995
1.36,fra,1996
1.252,fra,1997
0.9423,fra,1998
1.089,fra,1999
1.129,fra,2000
1.028,fra,2001
0.975,fra,2002
1.141,fra,2003
1.012,fra,2004
0.8242,fra,2005
0.8225,fra,2006
0.7444,fra,2007
4.571,geo,1981
3.585,geo,1982
4.026,geo,1985
3.942,geo,1986
5.019,geo,1987
5.162,geo,1988
7.07,geo,1989
5.042,geo,1990
2.439,geo,1991
0.4877,geo,1992
0.6018,geo,1994
0.1275,geo,1995
1.149,geo,1996
4.374,geo,1997
6.174,geo,1998
5.676,geo,1999
5.708,geo,2000
6.076,geo,2001
1.368,deu,1990
1.518,deu,1991
1.537,deu,1992
1.537,deu,1993
1.658,deu,1994
1.55,deu,1995
1.506,deu,1996
1.226,deu,1997
1.068,deu,1998
1.114,deu,1999
0.9058,deu,2000
0.7886,deu,2001
0.9765,deu,2002
0.8315,deu,2003
0.7473,deu,2004
0.72,deu,2005
0.738,deu,2006
1.806,grc,1961
1.723,grc,1962
1.8,grc,1963
1.685,grc,1964
1.38,grc,1965
1.184,grc,1966
0.9568,grc,1967
0.8996,grc,1968
0.9271,grc,1969
0.5513,grc,1970
0.8828,grc,1971
0.4794,grc,1972
1.13,grc,1973
0.8958,grc,1974
0.959,grc,1975
1.04,grc,1976
0.9229,grc,1977
0.9483,grc,1978
0.7679,grc,1979
1.178,grc,1980
0.9458,grc,1981
0.9757,grc,1982
0.8501,grc,1983
1.167,grc,1984
1.381,grc,1985
1.402,grc,1986
1.131,grc,1987
1.735,grc,1988
1.042,grc,1989
1.668,grc,1990
2.009,grc,1991
1.872,grc,1992
1.84,grc,1993
1.602,grc,1994
1.116,grc,1995
1.721,grc,1996
2.364,grc,1997
1.877,grc,1998
1.261,grc,1999
1.463,grc,2000
1.227,grc,2001
0.9279,grc,2002
1.525,grc,2003
1.115,grc,2004
1.725,grc,2005
1.008,grc,2006
1.594,grc,2007
2.174,grc,2008
24.35,gtm,1963
23.68,gtm,1964
24.25,gtm,1965
30.76,gtm,1966
58.42,gtm,1967
44.08,gtm,1968
28.89,gtm,1969
46.46,gtm,1970
42.8,gtm,1971
1.125,gtm,1974
1.14,gtm,1977
41.8,gtm,1979
87.24,gtm,1980
262.6,gtm,1981
6.019,gtm,1984
43.59,gtm,1986
47.67,gtm,1987
50.99,gtm,1988
41.75,gtm,1989
45.12,gtm,1990
41.26,gtm,1991
43.79,gtm,1992
41.16,gtm,1993
50.11,gtm,1994
47.35,gtm,1995
48.9,gtm,1996
62.72,gtm,1997
59.07,gtm,1998
38.82,gtm,1999
40.11,gtm,2000
39.11,gtm,2001
45.27,gtm,2002
49.25,gtm,2003
50.73,gtm,2004
65.43,gtm,2005
58.65,gtm,2006
2.375,hun,1955
2.548,hun,1956
5.599,hun,1957
3.392,hun,1958
3.191,hun,1959
1.635,hun,1960
2.634,hun,1961
2.436,hun,1962
2.172,hun,1963
1.986,hun,1964
1.53,hun,1965
2.282,hun,1966
2.635,hun,1967
2.855,hun,1968
2.811,hun,1969
2.123,hun,1970
2.893,hun,1971
2.248,hun,1972
3.022,hun,1973
2.181,hun,1974
3.382,hun,1975
2.775,hun,1976
2.336,hun,1977
2.758,hun,1978
2.432,hun,1979
3.499,hun,1980
3.783,hun,1981
2.645,hun,1982
3.773,hun,1983
3.371,hun,1984
3.485,hun,1985
3.894,hun,1986
3.311,hun,1987
3.417,hun,1988
3.903,hun,1989
4.593,hun,1990
6.258,hun,1991
6.004,hun,1992
6.083,hun,1993
5.456,hun,1994
5.033,hun,1995
4.501,hun,1996
4.728,hun,1997
4.882,hun,1998
4.327,hun,1999
3.647,hun,2000
3.129,hun,2001
4.327,hun,2002
2.249,hun,2003
2.326,hun,2004
2.19,hun,2005
1.919,hun,2006
2.145,hun,2007
2.502,hun,2008
0.1676,irl,1950
0.0,irl,1951
0.1697,irl,1952
0.0,irl,1953
0.1757,irl,1954
0.0,irl,1955
0.1841,irl,1956
0.0,irl,1957
0.1735,irl,1958
0.3699,irl,1959
0.0,irl,1960
0.1813,irl,1961
0.6746,irl,1962
0.1839,irl,1963
0.8139,irl,1964
0.213,irl,1965
0.189,irl,1966
0.4336,irl,1967
0.4154,irl,1968
0.0,irl,1969
0.4385,irl,1970
0.4711,irl,1971
0.6701,irl,1972
0.2045,irl,1973
1.066,irl,1974
1.887,irl,1975
0.1959,irl,1976
1.116,irl,1977
1.669,irl,1978
1.217,irl,1979
1.247,irl,1980
0.6527,irl,1981
1.117,irl,1982
1.575,irl,1983
0.4655,irl,1984
0.5941,irl,1985
0.7604,irl,1986
1.021,irl,1987
1.017,irl,1988
0.7266,irl,1989
0.7102,irl,1990
1.42,irl,1991
0.8375,irl,1992
0.957,irl,1993
1.635,irl,1994
0.9469,irl,1995
2.106,irl,1996
0.8942,irl,1997
1.497,irl,1998
1.647,irl,1999
1.475,irl,2000
1.065,irl,2001
1.384,irl,2002
1.243,irl,2003
1.214,irl,2004
1.077,irl,2005
0.9238,irl,2006
0.8006,irl,2007
2.054,irl,2008
1.901,isr,1975
2.055,isr,1976
1.749,isr,1977
1.526,isr,1978
1.756,isr,1979
2.514,isr,1980
1.927,isr,1981
2.723,isr,1982
3.041,isr,1983
1.927,isr,1984
3.869,isr,1985
3.878,isr,1986
1.878,isr,1987
1.82,isr,1988
2.227,isr,1989
2.455,isr,1990
1.886,isr,1991
1.853,isr,1992
3.252,isr,1993
4.089,isr,1994
2.762,isr,1995
1.75,isr,1996
1.0,isr,1997
0.7154,isr,1998
3.596,isr,1999
5.977,isr,2000
8.005,isr,2001
9.724,isr,2002
6.867,isr,2003
5.787,isr,2004
4.403,isr,2005
4.475,isr,2006
1.909,ita,1951
1.981,ita,1952
1.614,ita,1953
1.696,ita,1954
2.043,ita,1955
1.915,ita,1956
1.914,ita,1957
1.802,ita,1958
1.625,ita,1959
2.024,ita,1960
1.819,ita,1961
1.447,ita,1962
1.417,ita,1963
1.153,ita,1964
1.296,ita,1965
1.283,ita,1966
1.382,ita,1967
1.372,ita,1968
1.211,ita,1969
1.345,ita,1970
1.381,ita,1971
1.565,ita,1972
1.656,ita,1973
1.946,ita,1974
2.001,ita,1975
1.951,ita,1976
2.055,ita,1977
2.008,ita,1978
2.59,ita,1979
2.754,ita,1980
3.004,ita,1981
3.357,ita,1982
3.013,ita,1983
2.744,ita,1984
2.21,ita,1985
1.995,ita,1986
2.643,ita,1987
3.027,ita,1988
3.845,ita,1989
4.777,ita,1990
5.054,ita,1991
3.862,ita,1992
2.87,ita,1993
2.613,ita,1994
2.558,ita,1995
2.345,ita,1996
1.871,ita,1997
1.865,ita,1998
1.81,ita,1999
1.478,ita,2000
1.454,ita,2001
1.441,ita,2002
1.552,ita,2003
1.295,ita,2006
1.409,ita,2007
2.155,jpn,1950
1.887,jpn,1951
1.919,jpn,1952
1.693,jpn,1953
2.135,jpn,1954
2.319,jpn,1955
1.953,jpn,1956
1.953,jpn,1957
2.275,jpn,1958
1.992,jpn,1959
1.901,jpn,1960
1.822,jpn,1961
1.598,jpn,1962
1.697,jpn,1963
1.665,jpn,1964
1.554,jpn,1965
1.551,jpn,1966
1.628,jpn,1967
1.537,jpn,1968
1.643,jpn,1969
1.478,jpn,1970
1.725,jpn,1971
1.421,jpn,1972
1.424,jpn,1973
1.31,jpn,1974
1.355,jpn,1975
1.388,jpn,1976
1.217,jpn,1977
1.192,jpn,1978
1.115,jpn,1979
1.07,jpn,1980
1.214,jpn,1981
1.024,jpn,1982
0.9556,jpn,1983
1.009,jpn,1984
0.9399,jpn,1985
0.958,jpn,1986
0.7866,jpn,1987
0.6894,jpn,1988
0.5215,jpn,1989
0.5322,jpn,1990
0.466,jpn,1991
0.5034,jpn,1992
0.5385,jpn,1993
0.5256,jpn,1994
0.348,jpn,1995
0.5234,jpn,1996
0.4551,jpn,1997
0.4524,jpn,1998
0.5007,jpn,1999
0.471,jpn,2000
0.4723,jpn,2001
0.52,jpn,2002
0.4478,jpn,2003
0.4423,jpn,2004
0.4105,jpn,2005
0.3739,jpn,2006
0.3168,jpn,2007
0.3283,jpn,2008
17.27,kaz,1981
18.86,kaz,1982
16.42,kaz,1985
10.21,kaz,1986
11.19,kaz,1987
12.93,kaz,1988
19.31,kaz,1989
22.39,kaz,1990
22.44,kaz,1991
26.05,kaz,1992
32.38,kaz,1993
30.94,kaz,1994
33.11,kaz,1995
32.7,kaz,1996
29.07,kaz,1997
29.82,kaz,1998
27.93,kaz,1999
27.27,kaz,2000
24.54,kaz,2001
21.61,kaz,2002
22.43,kaz,2003
25.38,kaz,2004
22.3,kaz,2005
22.09,kaz,2006
20.7,kaz,2007
19.03,kaz,2008
1.186,kor,1985
1.296,kor,1986
1.325,kor,1987
1.227,kor,1988
1.906,kor,1989
2.011,kor,1990
2.131,kor,1991
1.822,kor,1992
2.652,kor,1993
2.297,kor,1994
2.745,kor,1995
2.782,kor,1996
3.135,kor,1997
2.815,kor,1998
2.564,kor,1999
2.435,kor,2000
2.335,kor,2001
2.218,kor,2002
2.027,kor,2003
2.19,kor,2004
1.912,kor,2005
1.855,kor,2006
6.739,kwt,1972
3.671,kwt,1975
1.504,kwt,1976
0.9799,kwt,1977
1.774,kwt,1978
0.7141,kwt,1979
1.632,kwt,1980
0.6659,kwt,1981
0.3346,kwt,1982
0.669,kwt,1983
1.624,kwt,1984
2.199,kwt,1985
1.953,kwt,1986
0.6894,kwt,1987
2.628,kwt,1993
1.937,kwt,1994
0.5586,kwt,1995
2.315,kwt,1996
0.9677,kwt,1997
0.8444,kwt,1998
2.579,kwt,1999
1.075,kwt,2000
1.551,kwt,2001
1.552,kwt,2002
1.127,kwt,2008
15.18,kgz,1981
16.73,kgz,1982
13.1,kgz,1985
5.644,kgz,1986
10.02,kgz,1987
11.99,kgz,1988
17.33,kgz,1989
31.15,kgz,1990
21.9,kgz,1991
23.6,kgz,1992
26.23,kgz,1993
30.83,kgz,1994
26.47,kgz,1995
24.24,kgz,1996
16.79,kgz,1997
14.15,kgz,1998
12.97,kgz,1999
15.26,kgz,2000
12.81,kgz,2001
14.33,kgz,2002
10.72,kgz,2003
13.01,kgz,2004
13.66,kgz,2005
13.4,kgz,2006
12.03,kgz,2007
9.233,lva,1980
11.13,lva,1981
12.77,lva,1982
10.45,lva,1983
10.62,lva,1984
7.297,lva,1985
8.601,lva,1986
5.507,lva,1987
12.27,lva,1988
14.05,lva,1989
15.06,lva,1990
21.89,lva,1991
31.3,lva,1992
42.0,lva,1993
42.48,lva,1994
29.29,lva,1995
24.56,lva,1996
21.23,lva,1997
20.87,lva,1998
18.52,lva,1999
18.77,lva,2000
22.1,lva,2001
17.4,lva,2002
15.85,lva,2003
15.5,lva,2004
14.86,lva,2005
12.11,lva,2006
12.78,lva,2007
8.923,lva,2008
11.34,ltu,1981
9.432,ltu,1982
10.36,ltu,1985
7.688,ltu,1986
6.742,ltu,1987
8.217,ltu,1988
9.624,ltu,1989
14.99,ltu,1990
13.56,ltu,1991
17.83,ltu,1992
21.09,ltu,1993
20.98,ltu,1994
20.76,ltu,1995
14.45,ltu,1996
13.16,ltu,1997
13.03,ltu,1998
11.71,ltu,1999
13.89,ltu,2000
13.95,ltu,2001
10.57,ltu,2002
13.18,ltu,2003
9.809,ltu,2004
11.5,ltu,2005
11.42,ltu,2006
11.48,ltu,2007
8.868,ltu,2008
1.647,mkd,1991
3.043,mkd,1992
3.033,mkd,1993
2.079,mkd,1994
2.505,mkd,1995
2.054,mkd,1996
5.426,mkd,1997
3.387,mkd,1998
4.062,mkd,1999
2.941,mkd,2000
10.99,mkd,2001
5.747,mkd,2002
4.284,mkd,2003
1.63,mus,1961
1.597,mus,1962
0.9256,mus,1963
6.972,mus,1964
4.826,mus,1965
2.509,mus,1966
6.305,mus,1967
14.58,mus,1968
6.489,mus,1969
4.029,mus,1970
3.299,mus,1971
3.381,mus,1972
3.304,mus,1973
4.11,mus,1974
