residential_energy_use_percent,geo,time
8.099,sgp,1977
8.564,sgp,1978
8.922,sgp,1979
9.041,sgp,1980
8.426,sgp,1981
8.229,sgp,1982
8.386,sgp,1983
7.487,sgp,1984
6.187,sgp,1985
6.847,sgp,1986
6.167,sgp,1987
6.39,sgp,1988
6.251,sgp,1989
5.569,sgp,1990
6.374,sgp,1991
5.821,sgp,1992
6.082,sgp,1993
6.206,sgp,1994
5.278,sgp,1995
5.375,sgp,1996
4.552,sgp,1997
5.32,sgp,1998
4.958,sgp,1999
5.619,sgp,2000
5.438,sgp,2001
5.729,sgp,2002
4.701,sgp,2003
4.089,sgp,2004
3.993,sgp,2005
3.743,sgp,2006
3.671,sgp,2007
3.495,sgp,2008
3.165,sgp,2009
2.851,sgp,2010
6.636,svk,1971
6.735,svk,1972
6.67,svk,1973
7.08,svk,1974
7.16,svk,1975
7.465,svk,1976
7.64,svk,1977
7.608,svk,1978
7.873,svk,1979
8.827,svk,1980
9.132,svk,1981
9.801,svk,1982
9.941,svk,1983
10.37,svk,1984
10.67,svk,1985
11.29,svk,1986
11.41,svk,1987
11.2,svk,1988
12.66,svk,1989
14.26,svk,1990
14.13,svk,1991
14.24,svk,1992
15.42,svk,1993
16.38,svk,1994
18.02,svk,1995
19.17,svk,1996
20.32,svk,1997
21.39,svk,1998
22.83,svk,1999
22.64,svk,2000
26.09,svk,2001
25.14,svk,2002
24.96,svk,2003
23.61,svk,2004
21.69,svk,2005
20.28,svk,2006
18.04,svk,2007
18.04,svk,2008
19.82,svk,2009
20.2,svk,2010
25.71,svn,1990
30.48,svn,1991
29.67,svn,1992
30.01,svn,1993
28.05,svn,1994
27.81,svn,1995
22.42,svn,1996
23.0,svn,1997
22.55,svn,1998
22.72,svn,1999
24.2,svn,2000
23.38,svn,2001
24.47,svn,2002
25.34,svn,2003
24.39,svn,2004
22.98,svn,2005
22.11,svn,2006
20.28,svn,2007
20.28,svn,2008
24.25,svn,2009
24.79,svn,2010
21.13,zaf,1971
20.9,zaf,1972
20.01,zaf,1973
20.71,zaf,1974
20.31,zaf,1975
19.31,zaf,1976
18.16,zaf,1977
18.41,zaf,1978
18.77,zaf,1979
17.6,zaf,1980
16.34,zaf,1981
17.08,zaf,1982
17.82,zaf,1983
17.99,zaf,1984
18.65,zaf,1985
18.67,zaf,1986
19.01,zaf,1987
18.7,zaf,1988
19.57,zaf,1989
20.32,zaf,1990
21.06,zaf,1991
21.54,zaf,1992
23.46,zaf,1993
22.94,zaf,1994
21.63,zaf,1995
21.07,zaf,1996
20.81,zaf,1997
20.13,zaf,1998
20.74,zaf,1999
20.44,zaf,2000
23.55,zaf,2001
22.78,zaf,2002
23.02,zaf,2003
23.79,zaf,2004
24.25,zaf,2005
25.38,zaf,2006
24.66,zaf,2007
24.69,zaf,2008
24.5,zaf,2009
23.99,zaf,2010
17.07,esp,1960
13.19,esp,1961
11.94,esp,1962
11.67,esp,1963
11.8,esp,1964
11.59,esp,1965
12.32,esp,1966
14.7,esp,1967
16.82,esp,1968
13.9,esp,1969
13.59,esp,1970
13.89,esp,1971
13.93,esp,1972
9.414,esp,1973
9.582,esp,1974
10.04,esp,1975
10.16,esp,1976
9.568,esp,1977
9.963,esp,1978
10.62,esp,1979
10.66,esp,1980
11.3,esp,1981
11.56,esp,1982
11.73,esp,1983
12.09,esp,1984
12.15,esp,1985
12.71,esp,1986
11.79,esp,1987
11.65,esp,1988
14.66,esp,1989
15.1,esp,1990
15.3,esp,1991
15.26,esp,1992
15.7,esp,1993
15.6,esp,1994
14.52,esp,1995
15.23,esp,1996
14.67,esp,1997
14.23,esp,1998
14.72,esp,1999
14.02,esp,2000
14.07,esp,2001
14.23,esp,2002
14.46,esp,2003
14.73,esp,2004
14.79,esp,2005
15.74,esp,2006
15.45,esp,2007
15.9,esp,2008
17.21,esp,2009
17.54,esp,2010
64.69,lka,1971
60.91,lka,1972
61.14,lka,1973
64.18,lka,1974
66.57,lka,1975
66.67,lka,1976
64.46,lka,1977
62.11,lka,1978
61.63,lka,1979
63.4,lka,1980
63.03,lka,1981
61.72,lka,1982
63.21,lka,1983
63.67,lka,1984
64.82,lka,1985
64.01,lka,1986
64.6,lka,1987
64.83,lka,1988
64.02,lka,1989
63.28,lka,1990
63.11,lka,1991
59.47,lka,1992
59.8,lka,1993
59.9,lka,1994
58.29,lka,1995
51.12,lka,1996
51.51,lka,1997
50.45,lka,1998
46.8,lka,1999
44.72,lka,2000
45.96,lka,2001
44.0,lka,2002
43.52,lka,2003
42.93,lka,2004
41.76,lka,2005
41.95,lka,2006
41.23,lka,2007
42.39,lka,2008
45.11,lka,2009
41.69,lka,2010
57.45,sdn,1971
55.64,sdn,1972
51.58,sdn,1973
51.85,sdn,1974
56.46,sdn,1975
56.8,sdn,1976
56.6,sdn,1977
58.27,sdn,1978
58.3,sdn,1979
56.82,sdn,1980
57.61,sdn,1981
57.34,sdn,1982
57.91,sdn,1983
58.78,sdn,1984
57.33,sdn,1985
58.13,sdn,1986
61.45,sdn,1987
56.92,sdn,1988
58.15,sdn,1989
54.54,sdn,1990
56.67,sdn,1991
57.56,sdn,1992
63.44,sdn,1993
59.2,sdn,1994
61.04,sdn,1995
60.38,sdn,1996
57.73,sdn,1997
58.21,sdn,1998
58.78,sdn,1999
58.18,sdn,2000
57.6,sdn,2001
57.45,sdn,2002
56.0,sdn,2003
54.61,sdn,2004
55.24,sdn,2005
51.59,sdn,2006
48.98,sdn,2007
48.26,sdn,2008
47.73,sdn,2009
47.69,sdn,2010
23.03,swe,1960
22.64,swe,1961
24.41,swe,1962
24.9,swe,1963
23.97,swe,1964
24.89,swe,1965
25.15,swe,1966
24.29,swe,1967
24.69,swe,1968
24.58,swe,1969
31.4,swe,1970
31.23,swe,1971
31.5,swe,1972
30.85,swe,1973
26.88,swe,1974
29.26,swe,1975
30.09,swe,1976
29.98,swe,1977
29.83,swe,1978
29.45,swe,1979
28.18,swe,1980
29.14,swe,1981
27.71,swe,1982
26.06,swe,1983
28.68,swe,1984
30.46,swe,1985
24.55,swe,1986
23.83,swe,1987
22.2,swe,1988
21.39,swe,1989
20.37,swe,1990
22.24,swe,1991
22.94,swe,1992
23.22,swe,1993
22.94,swe,1994
21.6,swe,1995
22.22,swe,1996
21.92,swe,1997
21.7,swe,1998
20.84,swe,1999
20.66,swe,2000
21.37,swe,2001
20.64,swe,2002
21.13,swe,2003
20.55,swe,2004
21.14,swe,2005
20.46,swe,2006
19.56,swe,2007
19.96,swe,2008
21.8,swe,2009
21.45,swe,2010
23.4,che,1960
20.5,che,1961
19.62,che,1962
18.58,che,1963
15.58,che,1964
14.34,che,1965
12.88,che,1966
11.81,che,1967
10.41,che,1968
9.168,che,1969
8.233,che,1970
8.022,che,1971
7.487,che,1972
7.609,che,1973
7.708,che,1974
8.093,che,1975
8.017,che,1976
7.834,che,1977
32.35,che,1978
32.42,che,1979
32.47,che,1980
32.07,che,1981
32.23,che,1982
30.36,che,1983
31.67,che,1984
29.68,che,1985
30.36,che,1986
30.33,che,1987
29.83,che,1988
29.13,che,1989
28.25,che,1990
28.62,che,1991
28.8,che,1992
31.32,che,1993
30.72,che,1994
32.02,che,1995
31.87,che,1996
30.44,che,1997
30.93,che,1998
29.58,che,1999
28.49,che,2000
29.25,che,2001
29.13,che,2002
29.82,che,2003
29.72,che,2004
30.1,che,2005
29.51,che,2006
28.12,che,2007
29.1,che,2008
29.6,che,2009
30.69,che,2010
18.5,syr,1971
20.81,syr,1972
19.45,syr,1973
10.9,syr,1974
13.32,syr,1975
12.71,syr,1976
13.52,syr,1977
11.15,syr,1978
11.09,syr,1979
12.53,syr,1980
13.93,syr,1981
12.71,syr,1982
11.78,syr,1983
11.28,syr,1984
11.54,syr,1985
11.97,syr,1986
10.58,syr,1987
11.3,syr,1988
19.21,syr,1989
15.28,syr,1990
14.61,syr,1991
16.19,syr,1992
16.46,syr,1993
17.34,syr,1994
17.15,syr,1995
18.0,syr,1996
17.8,syr,1997
15.81,syr,1998
17.45,syr,1999
18.76,syr,2000
20.22,syr,2001
19.61,syr,2002
16.87,syr,2003
20.01,syr,2004
21.36,syr,2005
21.9,syr,2006
20.87,syr,2007
21.44,syr,2008
23.05,syr,2009
21.22,syr,2010
7.248,twn,1971
7.675,twn,1972
8.277,twn,1973
9.139,twn,1974
9.488,twn,1975
9.221,twn,1976
9.112,twn,1977
8.868,twn,1978
8.788,twn,1979
8.527,twn,1980
9.317,twn,1981
9.606,twn,1982
9.66,twn,1983
10.19,twn,1984
10.66,twn,1985
10.51,twn,1986
10.33,twn,1987
10.36,twn,1988
10.66,twn,1989
10.32,twn,1990
10.21,twn,1991
10.09,twn,1992
10.08,twn,1993
9.974,twn,1994
10.1,twn,1995
10.29,twn,1996
10.16,twn,1997
10.77,twn,1998
10.68,twn,1999
10.38,twn,2000
9.609,twn,2001
9.38,twn,2002
9.158,twn,2003
8.919,twn,2004
9.303,twn,2005
9.101,twn,2006
8.615,twn,2007
8.837,twn,2008
8.922,twn,2009
8.338,twn,2010
2.388,tjk,1990
2.115,tjk,1991
2.853,tjk,1992
4.393,tjk,1993
7.125,tjk,1994
8.951,tjk,1995
9.258,tjk,1996
11.49,tjk,1997
13.21,tjk,1998
14.98,tjk,1999
15.53,tjk,2000
13.93,tjk,2001
15.73,tjk,2002
14.21,tjk,2003
13.5,tjk,2004
13.99,tjk,2005
13.6,tjk,2006
12.52,tjk,2007
12.64,tjk,2008
12.67,tjk,2009
12.92,tjk,2010
77.31,tza,1971
76.91,tza,1972
76.68,tza,1973
77.25,tza,1974
77.5,tza,1975
77.18,tza,1976
77.57,tza,1977
77.45,tza,1978
77.24,tza,1979
77.52,tza,1980
77.6,tza,1981
77.88,tza,1982
77.9,tza,1983
78.03,tza,1984
77.85,tza,1985
78.13,tza,1986
78.11,tza,1987
78.16,tza,1988
78.17,tza,1989
78.08,tza,1990
78.15,tza,1991
78.21,tza,1992
78.04,tza,1993
78.12,tza,1994
77.55,tza,1995
77.13,tza,1996
78.45,tza,1997
77.05,tza,1998
78.09,tza,1999
77.97,tza,2000
77.11,tza,2001
76.23,tza,2002
75.94,tza,2003
75.26,tza,2004
74.2,tza,2005
73.67,tza,2006
73.23,tza,2007
72.63,tza,2008
72.88,tza,2009
72.41,tza,2010
36.89,tha,1971
37.08,tha,1972
35.77,tha,1973
35.7,tha,1974
45.78,tha,1975
42.79,tha,1976
40.51,tha,1977
40.48,tha,1978
38.08,tha,1979
39.45,tha,1980
38.71,tha,1981
38.11,tha,1982
27.48,tha,1983
27.37,tha,1984
29.96,tha,1985
31.53,tha,1986
31.08,tha,1987
28.68,tha,1988
27.12,tha,1989
26.1,tha,1990
25.77,tha,1991
23.43,tha,1992
20.95,tha,1993
18.4,tha,1994
16.06,tha,1995
14.17,tha,1996
14.33,tha,1997
15.91,tha,1998
15.04,tha,1999
15.18,tha,2000
15.18,tha,2001
13.88,tha,2002
13.22,tha,2003
13.14,tha,2004
13.18,tha,2005
13.01,tha,2006
13.59,tha,2007
13.93,tha,2008
13.34,tha,2009
13.34,tha,2010
75.14,tgo,1971
74.91,tgo,1972
75.69,tgo,1973
76.13,tgo,1974
73.32,tgo,1975
76.1,tgo,1976
73.5,tgo,1977
73.96,tgo,1978
71.79,tgo,1979
71.83,tgo,1980
72.21,tgo,1981
70.78,tgo,1982
76.29,tgo,1983
78.31,tgo,1984
76.47,tgo,1985
70.84,tgo,1986
70.13,tgo,1987
71.41,tgo,1988
71.52,tgo,1989
70.32,tgo,1990
72.0,tgo,1991
74.83,tgo,1992
79.06,tgo,1993
71.73,tgo,1994
70.78,tgo,1995
63.81,tgo,1996
70.42,tgo,1997
69.7,tgo,1998
67.14,tgo,1999
71.12,tgo,2000
74.41,tgo,2001
71.5,tgo,2002
69.58,tgo,2003
70.13,tgo,2004
72.29,tgo,2005
73.31,tgo,2006
73.14,tgo,2007
69.44,tgo,2008
69.26,tgo,2009
69.14,tgo,2010
8.884,tto,1971
8.168,tto,1972
7.937,tto,1973
7.281,tto,1974
7.827,tto,1975
8.462,tto,1976
7.251,tto,1977
6.502,tto,1978
6.474,tto,1979
6.762,tto,1980
8.016,tto,1981
5.393,tto,1982
5.345,tto,1983
5.523,tto,1984
5.021,tto,1985
5.159,tto,1986
4.512,tto,1987
4.869,tto,1988
3.869,tto,1989
3.813,tto,1990
3.832,tto,1991
4.052,tto,1992
3.448,tto,1993
3.059,tto,1994
3.191,tto,1995
2.562,tto,1996
2.466,tto,1997
2.225,tto,1998
2.587,tto,1999
3.646,tto,2000
3.347,tto,2001
3.515,tto,2002
3.415,tto,2003
3.072,tto,2004
2.436,tto,2005
2.548,tto,2006
2.572,tto,2007
2.746,tto,2008
3.161,tto,2009
2.373,tto,2010
36.02,tun,1971
35.12,tun,1972
34.3,tun,1973
33.52,tun,1974
32.8,tun,1975
33.0,tun,1976
31.47,tun,1977
31.03,tun,1978
29.05,tun,1979
28.58,tun,1980
28.76,tun,1981
30.76,tun,1982
28.77,tun,1983
28.95,tun,1984
28.88,tun,1985
30.31,tun,1986
31.85,tun,1987
30.99,tun,1988
29.14,tun,1989
28.03,tun,1990
29.38,tun,1991
28.71,tun,1992
28.42,tun,1993
28.67,tun,1994
29.36,tun,1995
29.39,tun,1996
29.7,tun,1997
29.71,tun,1998
29.65,tun,1999
28.04,tun,2000
28.32,tun,2001
29.06,tun,2002
28.04,tun,2003
27.9,tun,2004
27.89,tun,2005
27.82,tun,2006
27.74,tun,2007
27.42,tun,2008
27.92,tun,2009
26.92,tun,2010
72.24,tur,1960
70.96,tur,1961
68.72,tur,1962
66.64,tur,1963
65.78,tur,1964
63.64,tur,1965
60.91,tur,1966
59.89,tur,1967
59.63,tur,1968
58.93,tur,1969
56.72,tur,1970
54.43,tur,1971
52.74,tur,1972
50.74,tur,1973
50.38,tur,1974
47.23,tur,1975
45.9,tur,1976
43.84,tur,1977
44.07,tur,1978
45.8,tur,1979
46.39,tur,1980
45.37,tur,1981
45.3,tur,1982
44.99,tur,1983
43.34,tur,1984
43.66,tur,1985
42.8,tur,1986
40.75,tur,1987
40.02,tur,1988
39.34,tur,1989
36.27,tur,1990
36.32,tur,1991
36.95,tur,1992
34.21,tur,1993
34.3,tur,1994
33.71,tur,1995
31.93,tur,1996
32.38,tur,1997
31.65,tur,1998
32.84,tur,1999
30.42,tur,2000
31.31,tur,2001
29.1,tur,2002
28.87,tur,2003
28.62,tur,2004
29.51,tur,2005
27.45,tur,2006
27.1,tur,2007
30.39,tur,2008
29.25,tur,2009
28.93,tur,2010
0.7115,tkm,1990
0.8381,tkm,1991
1.125,tkm,1992
1.511,tkm,1993
1.044,tkm,1994
1.03,tkm,1995
1.089,tkm,1996
0.8926,tkm,1997
1.217,tkm,1998
0.9684,tkm,1999
1.319,tkm,2000
1.386,tkm,2001
1.384,tkm,2002
1.18,tkm,2003
1.278,tkm,2004
1.337,tkm,2005
1.362,tkm,2006
1.209,tkm,2007
1.272,tkm,2008
1.437,tkm,2009
1.362,tkm,2010
22.07,ukr,1990
20.25,ukr,1991
24.53,ukr,1992
29.03,ukr,1993
32.85,ukr,1994
32.63,ukr,1995
36.11,ukr,1996
33.27,ukr,1997
32.5,ukr,1998
34.26,ukr,1999
33.8,ukr,2000
31.88,ukr,2001
32.13,ukr,2002
31.96,ukr,2003
29.04,ukr,2004
29.26,ukr,2005
30.92,ukr,2006
28.0,ukr,2007
29.68,ukr,2008
25.58,ukr,2009
34.18,ukr,2010
0.7943,are,1971
1.876,are,1972
2.406,are,1973
3.189,are,1974
3.214,are,1975
3.676,are,1976
3.321,are,1977
3.805,are,1978
4.408,are,1979
4.289,are,1980
3.895,are,1981
4.568,are,1982
6.168,are,1983
4.912,are,1984
4.772,are,1985
4.374,are,1986
4.146,are,1987
4.872,are,1988
4.183,are,1989
4.523,are,1990
3.826,are,1991
4.353,are,1992
4.816,are,1993
4.789,are,1994
4.717,are,1995
4.261,are,1996
4.655,are,1997
4.696,are,1998
4.882,are,1999
5.047,are,2000
5.745,are,2001
4.817,are,2002
5.318,are,2003
5.868,are,2004
6.296,are,2005
6.762,are,2006
6.294,are,2007
6.99,are,2008
6.696,are,2009
6.351,are,2010
36.67,gbr,1960
35.6,gbr,1961
36.0,gbr,1962
35.55,gbr,1963
32.65,gbr,1964
31.22,gbr,1965
29.06,gbr,1966
26.66,gbr,1967
25.81,gbr,1968
25.55,gbr,1969
25.14,gbr,1970
24.22,gbr,1971
24.03,gbr,1972
23.51,gbr,1973
24.86,gbr,1974
25.08,gbr,1975
24.55,gbr,1976
24.81,gbr,1977
25.18,gbr,1978
26.0,gbr,1979
27.36,gbr,1980
27.78,gbr,1981
27.61,gbr,1982
27.61,gbr,1983
26.92,gbr,1984
28.55,gbr,1985
28.9,gbr,1986
28.5,gbr,1987
27.18,gbr,1988
26.47,gbr,1989
27.05,gbr,1990
28.41,gbr,1991
28.37,gbr,1992
28.95,gbr,1993
27.93,gbr,1994
27.34,gbr,1995
29.19,gbr,1996
27.88,gbr,1997
28.56,gbr,1998
28.09,gbr,1999
28.59,gbr,2000
29.39,gbr,2001
29.33,gbr,2002
29.81,gbr,2003
30.3,gbr,2004
29.71,gbr,2005
29.5,gbr,2006
29.23,gbr,2007
29.61,gbr,2008
30.21,gbr,2009
32.33,gbr,2010
18.3,usa,1960
18.86,usa,1961
19.16,usa,1962
18.64,usa,1963
18.22,usa,1964
18.32,usa,1965
18.14,usa,1966
17.6,usa,1967
17.44,usa,1968
18.03,usa,1969
18.92,usa,1970
18.97,usa,1971
19.06,usa,1972
18.06,usa,1973
17.95,usa,1974
18.69,usa,1975
18.54,usa,1976
17.77,usa,1977
17.61,usa,1978
16.53,usa,1979
16.44,usa,1980
16.03,usa,1981
16.8,usa,1982
16.63,usa,1983
16.36,usa,1984
16.27,usa,1985
16.27,usa,1986
16.04,usa,1987
16.31,usa,1988
17.15,usa,1989
16.23,usa,1990
16.76,usa,1991
16.85,usa,1992
18.51,usa,1993
17.89,usa,1994
17.98,usa,1995
18.43,usa,1996
17.51,usa,1997
16.95,usa,1998
16.95,usa,1999
17.08,usa,2000
16.99,usa,2001
17.08,usa,2002
17.51,usa,2003
16.88,usa,2004
17.31,usa,2005
16.21,usa,2006
16.9,usa,2007
17.41,usa,2008
17.99,usa,2009
17.88,usa,2010
32.91,ury,1971
32.59,ury,1972
32.65,ury,1973
33.49,ury,1974
31.62,ury,1975
31.26,ury,1976
30.33,ury,1977
30.05,ury,1978
28.56,ury,1979
28.47,ury,1980
30.18,ury,1981
33.14,ury,1982
33.42,ury,1983
33.29,ury,1984
34.33,ury,1985
33.35,ury,1986
32.42,ury,1987
31.5,ury,1988
30.32,ury,1989
30.88,ury,1990
30.24,ury,1991
29.86,ury,1992
29.76,ury,1993
28.99,ury,1994
29.51,ury,1995
28.37,ury,1996
26.74,ury,1997
26.63,ury,1998
26.89,ury,1999
29.52,ury,2000
29.62,ury,2001
30.82,ury,2002
30.17,ury,2003
28.67,ury,2004
28.55,ury,2005
28.58,ury,2006
28.02,ury,2007
23.1,ury,2008
22.63,ury,2009
21.2,ury,2010
0.8714,uzb,1990
0.9907,uzb,1991
1.65,uzb,1992
1.862,uzb,1993
1.72,uzb,1994
33.69,uzb,1995
40.09,uzb,1996
40.09,uzb,1997
39.63,uzb,1998
39.62,uzb,1999
40.07,uzb,2000
40.31,uzb,2001
40.77,uzb,2002
40.39,uzb,2003
40.91,uzb,2004
42.44,uzb,2005
42.55,uzb,2006
43.16,uzb,2007
41.56,uzb,2008
39.21,uzb,2009
39.61,uzb,2010
14.26,ven,1971
13.09,ven,1972
12.62,ven,1973
11.91,ven,1974
12.03,ven,1975
11.28,ven,1976
10.64,ven,1977
11.21,ven,1978
10.57,ven,1979
10.08,ven,1980
11.72,ven,1981
11.47,ven,1982
12.52,ven,1983
12.01,ven,1984
12.95,ven,1985
10.67,ven,1986
10.47,ven,1987
10.66,ven,1988
11.38,ven,1989
9.871,ven,1990
8.268,ven,1991
9.757,ven,1992
8.964,ven,1993
8.525,ven,1994
8.397,ven,1995
8.434,ven,1996
8.144,ven,1997
8.02,ven,1998
10.84,ven,1999
10.59,ven,2000
10.47,ven,2001
10.42,ven,2002
10.25,ven,2003
10.82,ven,2004
10.91,ven,2005
9.689,ven,2006
12.25,ven,2007
11.8,ven,2008
11.69,ven,2009
10.35,ven,2010
48.58,vnm,1971
49.43,vnm,1972
48.38,vnm,1973
52.87,vnm,1974
51.08,vnm,1975
59.22,vnm,1976
58.68,vnm,1977
58.4,vnm,1978
57.52,vnm,1979
60.85,vnm,1980
61.41,vnm,1981
60.87,vnm,1982
59.5,vnm,1983
60.0,vnm,1984
60.56,vnm,1985
59.52,vnm,1986
58.25,vnm,1987
59.92,vnm,1988
61.27,vnm,1989
59.34,vnm,1990
59.52,vnm,1991
57.89,vnm,1992
55.72,vnm,1993
53.86,vnm,1994
51.42,vnm,1995
49.98,vnm,1996
49.27,vnm,1997
49.06,vnm,1998
48.63,vnm,1999
48.15,vnm,2000
46.8,vnm,2001
44.64,vnm,2002
44.44,vnm,2003
41.48,vnm,2004
40.44,vnm,2005
40.13,vnm,2006
37.92,vnm,2007
36.2,vnm,2008
34.49,vnm,2009
33.02,vnm,2010
17.94,yem,1971
14.54,yem,1972
11.12,yem,1973
12.64,yem,1974
24.54,yem,1975
12.99,yem,1976
14.44,yem,1977
15.46,yem,1978
14.89,yem,1979
16.77,yem,1980
15.54,yem,1981
19.65,yem,1982
18.67,yem,1983
19.84,yem,1984
22.3,yem,1985
16.88,yem,1986
17.36,yem,1987
18.57,yem,1988
20.23,yem,1989
16.63,yem,1990
17.24,yem,1991
19.53,yem,1992
24.44,yem,1993
26.51,yem,1994
24.42,yem,1995
25.28,yem,1996
26.1,yem,1997
24.73,yem,1998
21.23,yem,1999
21.9,yem,2000
21.9,yem,2001
23.82,yem,2002
22.4,yem,2003
21.77,yem,2004
19.75,yem,2005
20.18,yem,2006
20.27,yem,2007
19.35,yem,2008
20.11,yem,2009
19.49,yem,2010
48.59,zmb,1971
47.1,zmb,1972
46.08,zmb,1973
46.31,zmb,1974
46.42,zmb,1975
46.87,zmb,1976
49.67,zmb,1977
50.9,zmb,1978
52.6,zmb,1979
52.69,zmb,1980
53.93,zmb,1981
55.03,zmb,1982
55.88,zmb,1983
56.4,zmb,1984
57.31,zmb,1985
58.43,zmb,1986
58.9,zmb,1987
58.03,zmb,1988
58.75,zmb,1989
61.88,zmb,1990
61.54,zmb,1991
61.73,zmb,1992
63.72,zmb,1993
65.18,zmb,1994
65.96,zmb,1995
68.05,zmb,1996
67.16,zmb,1997
68.14,zmb,1998
69.48,zmb,1999
69.36,zmb,2000
69.01,zmb,2001
68.71,zmb,2002
68.33,zmb,2003
68.25,zmb,2004
67.86,zmb,2005
68.04,zmb,2006
71.13,zmb,2007
71.52,zmb,2008
72.13,zmb,2009
71.31,zmb,2010
59.39,zwe,1971
59.39,zwe,1972
56.49,zwe,1973
59.94,zwe,1974
57.96,zwe,1975
58.0,zwe,1976
59.6,zwe,1977
60.28,zwe,1978
60.61,zwe,1979
57.65,zwe,1980
57.15,zwe,1981
58.27,zwe,1982
58.32,zwe,1983
60.62,zwe,1984
60.65,zwe,1985
60.51,zwe,1986
60.2,zwe,1987
60.92,zwe,1988
61.62,zwe,1989
57.97,zwe,1990
58.77,zwe,1991
59.37,zwe,1992
60.39,zwe,1993
63.74,zwe,1994
61.95,zwe,1995
61.51,zwe,1996
62.19,zwe,1997
62.73,zwe,1998
58.73,zwe,1999
63.59,zwe,2000
68.3,zwe,2001
68.62,zwe,2002
68.26,zwe,2003
73.08,zwe,2004
71.31,zwe,2005
71.93,zwe,2006
72.16,zwe,2007
74.25,zwe,2008
73.86,zwe,2009
73.23,zwe,2010
