geo,residential_electricity_use_per_person,time
alb,219.7,1990
alb,160.6,1991
alb,175.3,1992
alb,226.5,1993
alb,230.9,1994
alb,259.7,1995
alb,344.2,1996
alb,322.4,1997
alb,436.0,1998
alb,642.5,1999
alb,709.1,2000
alb,689.2,2001
alb,875.2,2002
alb,853.9,2003
alb,787.5,2004
alb,767.2,2005
alb,552.1,2006
alb,575.0,2007
alb,636.3,2008
dza,27.0,1971
dza,29.54,1972
dza,33.63,1973
dza,36.74,1974
dza,39.35,1975
dza,45.4,1976
dza,48.69,1977
dza,55.08,1978
dza,59.75,1979
dza,56.43,1980
dza,59.83,1981
dza,74.19,1982
dza,79.46,1983
dza,95.61,1984
dza,104.4,1985
dza,168.7,1986
dza,180.4,1987
dza,192.7,1988
dza,213.5,1989
dza,241.4,1990
dza,250.0,1991
dza,270.7,1992
dza,264.8,1993
dza,276.5,1994
dza,283.7,1995
dza,295.1,1996
dza,293.8,1997
dza,324.8,1998
dza,352.8,1999
dza,372.7,2000
dza,390.1,2001
dza,409.8,2002
dza,451.5,2003
dza,465.5,2004
dza,532.7,2005
dza,504.2,2006
dza,531.6,2007
dza,590.5,2008
ago,67.63,1971
ago,74.65,1972
ago,85.81,1973
ago,107.9,1974
ago,116.6,1975
ago,51.84,1976
ago,49.99,1977
ago,49.01,1978
ago,51.16,1979
ago,52.52,1980
ago,51.48,1981
ago,53.88,1982
ago,56.65,1983
ago,47.19,1984
ago,55.67,1985
ago,54.5,1986
ago,53.98,1987
ago,53.38,1988
ago,52.78,1989
ago,52.11,1990
ago,51.24,1991
ago,50.03,1992
ago,49.0,1993
ago,48.1,1994
ago,47.03,1995
ago,49.08,1996
ago,67.25,1997
ago,72.0,1998
ago,71.63,1999
ago,76.14,2000
ago,84.92,2001
ago,89.38,2002
ago,98.35,2003
ago,107.1,2004
ago,122.6,2005
ago,134.4,2006
ago,147.2,2007
ago,173.0,2008
arg,216.7,1971
arg,225.8,1972
arg,232.9,1973
arg,237.7,1974
arg,255.4,1975
arg,280.7,1976
arg,282.8,1977
arg,291.7,1978
arg,303.9,1979
arg,312.4,1980
arg,310.5,1981
arg,294.4,1982
arg,302.7,1983
arg,316.8,1984
arg,317.8,1985
arg,338.4,1986
arg,372.3,1987
arg,346.9,1988
arg,324.8,1989
arg,336.7,1990
arg,358.8,1991
arg,393.6,1992
arg,426.9,1993
arg,456.7,1994
arg,484.2,1995
arg,493.2,1996
arg,511.5,1997
arg,523.5,1998
arg,555.0,1999
arg,570.2,2000
arg,578.0,2001
arg,554.4,2002
arg,557.1,2003
arg,575.1,2004
arg,614.7,2005
arg,653.5,2006
arg,708.6,2007
arg,768.4,2008
arm,606.3,1990
arm,699.8,1991
arm,717.3,1992
arm,420.0,1993
arm,310.3,1994
arm,208.9,1995
arm,353.9,1996
arm,794.8,1997
arm,578.6,1998
arm,531.0,1999
arm,512.2,2000
arm,487.9,2001
arm,496.5,2002
arm,533.5,2003
arm,549.7,2004
arm,577.7,2005
arm,574.3,2006
arm,594.7,2007
arm,603.8,2008
aus,653.7,1960
aus,712.0,1961
aus,745.9,1962
aus,799.0,1963
aus,854.7,1964
aus,904.6,1965
aus,963.0,1966
aus,1030.0,1967
aus,1078.0,1968
aus,1159.0,1969
aus,1211.0,1970
aus,1286.0,1971
aus,1363.0,1972
aus,1396.0,1973
aus,1452.0,1974
aus,1607.0,1975
aus,1669.0,1976
aus,1799.0,1977
aus,1862.0,1978
aus,1956.0,1979
aus,1982.0,1980
aus,2044.0,1981
aus,2108.0,1982
aus,2101.0,1983
aus,2136.0,1984
aus,2064.0,1985
aus,2152.0,1986
aus,2188.0,1987
aus,2189.0,1988
aus,2183.0,1989
aus,2265.0,1990
aus,2275.0,1991
aus,2249.0,1992
aus,2298.0,1993
aus,2267.0,1994
aus,2328.0,1995
aus,2355.0,1996
aus,2412.0,1997
aus,2461.0,1998
aus,2495.0,1999
aus,2545.0,2000
aus,2563.0,2001
aus,2622.0,2002
aus,2581.0,2003
aus,2675.0,2004
aus,2757.0,2005
aus,2768.0,2006
aus,2753.0,2007
aus,2825.0,2008
aut,245.2,1960
aut,267.3,1961
aut,300.5,1962
aut,327.8,1963
aut,360.3,1964
aut,389.3,1965
aut,415.3,1966
aut,450.5,1967
aut,489.2,1968
aut,535.2,1969
aut,591.2,1970
aut,651.4,1971
aut,729.4,1972
aut,800.3,1973
aut,842.6,1974
aut,895.7,1975
aut,975.4,1976
aut,1013.0,1977
aut,1078.0,1978
aut,1111.0,1979
aut,1162.0,1980
aut,982.4,1981
aut,968.3,1982
aut,993.6,1983
aut,1038.0,1984
aut,1101.0,1985
aut,1114.0,1986
aut,1456.0,1987
aut,1489.0,1988
aut,1511.0,1989
aut,1538.0,1990
aut,1612.0,1991
aut,1614.0,1992
aut,1645.0,1993
aut,1617.0,1994
aut,1689.0,1995
aut,1762.0,1996
aut,1721.0,1997
aut,1727.0,1998
aut,1735.0,1999
aut,1750.0,2000
aut,1883.0,2001
aut,1935.0,2002
aut,2070.0,2003
aut,2052.0,2004
aut,2086.0,2005
aut,2076.0,2006
aut,2052.0,2007
aut,2068.0,2008
aze,226.8,1993
aze,46.79,1997
aze,1025.0,1998
aze,1277.0,1999
aze,1456.0,2000
aze,1309.0,2001
aze,1335.0,2002
aze,1543.0,2003
aze,1513.0,2004
aze,1423.0,2005
aze,1733.0,2006
aze,1040.0,2007
aze,921.6,2008
bhr,2783.0,1984
bhr,3232.0,1985
bhr,3420.0,1986
bhr,3426.0,1987
bhr,3500.0,1988
bhr,3532.0,1989
bhr,3625.0,1990
bhr,3290.0,1991
bhr,3757.0,1992
bhr,3984.0,1993
bhr,4172.0,1994
bhr,4257.0,1995
bhr,4524.0,1996
bhr,4467.0,1997
bhr,4887.0,1998
bhr,4965.0,1999
bhr,4861.0,2000
bhr,5055.0,2001
bhr,5371.0,2002
bhr,5606.0,2003
bhr,5806.0,2004
bhr,6261.0,2005
bhr,7299.0,2006
bhr,8451.0,2007
bhr,7314.0,2008
bgd,1.893,1971
bgd,1.852,1972
bgd,1.877,1973
bgd,2.397,1974
bgd,2.033,1975
bgd,1.733,1976
bgd,1.828,1977
bgd,2.533,1978
bgd,2.667,1979
bgd,2.589,1980
bgd,3.276,1981
bgd,3.858,1982
bgd,4.855,1983
bgd,5.574,1984
bgd,6.587,1985
bgd,7.302,1986
bgd,8.212,1987
bgd,8.737,1988
bgd,10.18,1989
bgd,11.13,1990
bgd,12.8,1991
bgd,17.23,1992
bgd,20.03,1993
bgd,21.61,1994
bgd,23.53,1995
bgd,29.22,1996
bgd,29.99,1997
bgd,31.58,1998
bgd,34.73,1999
bgd,42.2,2000
bgd,46.53,2001
bgd,49.94,2002
bgd,52.43,2003
bgd,56.68,2004
bgd,59.11,2005
bgd,63.21,2006
bgd,62.56,2007
bgd,68.12,2008
blr,341.2,1990
blr,464.4,1991
blr,426.6,1992
blr,434.8,1993
blr,442.0,1994
blr,468.3,1995
blr,487.8,1996
blr,514.0,1997
blr,536.8,1998
blr,561.7,1999
blr,536.9,2000
blr,538.8,2001
blr,559.2,2002
blr,587.0,2003
blr,587.1,2004
blr,578.6,2005
blr,557.6,2006
blr,584.1,2007
blr,614.9,2008
bel,165.0,1960
bel,187.0,1961
bel,217.3,1962
bel,243.3,1963
bel,269.1,1964
bel,304.5,1965
bel,336.7,1966
bel,365.6,1967
bel,409.0,1968
bel,458.9,1969
bel,510.6,1970
bel,562.5,1971
bel,629.9,1972
bel,780.9,1973
bel,853.3,1974
bel,947.2,1975
bel,1037.0,1976
bel,1125.0,1977
bel,1219.0,1978
bel,1290.0,1979
bel,1332.0,1980
bel,1366.0,1981
bel,1391.0,1982
bel,1441.0,1983
bel,1486.0,1984
bel,1573.0,1985
bel,1620.0,1986
bel,1712.0,1987
bel,1726.0,1988
bel,1783.0,1989
bel,1847.0,1990
bel,1989.0,1991
bel,2016.0,1992
bel,2092.0,1993
bel,2110.0,1994
bel,2177.0,1995
bel,2282.0,1996
bel,2249.0,1997
bel,2290.0,1998
bel,2295.0,1999
bel,2313.0,2000
bel,2371.0,2001
bel,2514.0,2002
bel,2520.0,2003
bel,2565.0,2004
bel,2510.0,2005
bel,2190.0,2006
bel,2103.0,2007
bel,1921.0,2008
ben,1.86,1971
ben,2.173,1972
ben,2.468,1973
ben,2.745,1974
ben,2.671,1975
ben,2.922,1976
ben,1.894,1977
ben,25.47,1978
ben,12.22,1979
ben,13.65,1980
ben,15.54,1981
ben,8.514,1982
ben,17.88,1983
ben,15.8,1984
ben,16.83,1985
ben,16.79,1986
ben,18.15,1987
ben,18.49,1988
ben,18.12,1989
ben,17.54,1990
ben,16.98,1991
ben,16.26,1992
ben,18.99,1993
ben,20.05,1994
ben,20.88,1995
ben,14.27,1996
ben,16.98,1997
ben,16.81,1998
ben,24.24,1999
ben,24.3,2000
ben,25.35,2001
ben,33.6,2002
ben,28.49,2003
ben,30.25,2004
ben,36.87,2005
ben,36.76,2006
ben,37.39,2007
ben,38.22,2008
bol,42.43,1971
bol,41.62,1972
bol,41.67,1973
bol,43.79,1974
bol,45.59,1975
bol,48.24,1976
bol,50.8,1977
bol,55.54,1978
bol,61.4,1979
bol,65.99,1980
bol,71.43,1981
bol,70.55,1982
bol,73.91,1983
bol,79.89,1984
bol,84.94,1985
bol,92.21,1986
bol,100.1,1987
bol,106.0,1988
bol,108.7,1989
bol,109.8,1990
bol,112.2,1991
bol,116.4,1992
bol,121.5,1993
bol,131.8,1994
bol,140.5,1995
bol,143.7,1996
bol,152.2,1997
bol,159.4,1998
bol,165.1,1999
bol,170.5,2000
bol,168.8,2001
bol,171.4,2002
bol,173.2,2003
bol,177.7,2004
bol,185.9,2005
bol,194.0,2006
bol,201.0,2007
bol,213.1,2008
bih,681.5,1990
bih,619.1,1991
bih,578.1,1992
bih,502.7,1993
bih,637.6,1994
bih,682.3,1995
bih,736.5,1996
bih,885.1,1997
bih,977.2,1998
bih,976.5,1999
bih,907.6,2000
bih,908.4,2001
bih,908.1,2002
bih,910.8,2003
bih,888.0,2004
bih,920.2,2005
bih,915.5,2006
bih,903.7,2007
bih,927.1,2008
bwa,31.04,1981
bwa,34.01,1982
bwa,34.78,1983
bwa,38.37,1984
bwa,38.94,1985
bwa,38.57,1986
bwa,37.36,1987
bwa,48.82,1988
bwa,58.75,1989
bwa,62.53,1990
bwa,67.61,1991
bwa,72.26,1992
bwa,89.5,1993
bwa,104.4,1994
bwa,110.5,1995
bwa,115.7,1996
bwa,123.7,1997
bwa,111.2,1998
bwa,119.6,1999
bwa,128.2,2000
bwa,206.1,2001
bwa,225.1,2002
bwa,251.8,2003
bwa,327.7,2004
bwa,345.2,2005
bwa,349.5,2006
bwa,416.1,2007
bwa,454.8,2008
bra,93.94,1971
bra,98.51,1972
bra,105.8,1973
bra,113.3,1974
bra,121.4,1975
bra,133.4,1976
bra,149.9,1977
bra,161.8,1978
bra,175.1,1979
bra,189.2,1980
bra,199.0,1981
bra,210.0,1982
bra,225.5,1983
bra,229.8,1984
bra,237.7,1985
bra,255.2,1986
bra,268.5,1987
bra,278.1,1988
bra,294.4,1989
bra,322.2,1990
bra,332.5,1991
bra,332.6,1992
bra,338.5,1993
bra,347.6,1994
bra,388.8,1995
bra,415.9,1996
bra,439.5,1997
bra,464.4,1998
bra,469.2,1999
bra,475.7,2000
bra,415.1,2001
bra,404.4,2002
bra,418.4,2003
bra,426.9,2004
bra,447.1,2005
bra,456.3,2006
bra,478.4,2007
bra,498.2,2008
brn,519.8,1971
brn,501.9,1972
brn,482.3,1973
brn,470.3,1974
brn,454.6,1975
brn,439.4,1976
brn,424.7,1977
brn,410.5,1978
brn,396.9,1979
brn,529.2,1980
brn,700.2,1981
brn,812.3,1982
brn,946.1,1983
brn,1005.0,1984
brn,994.7,1985
brn,975.2,1986
brn,1266.0,1987
brn,1288.0,1988
brn,1289.0,1989
brn,1294.0,1990
brn,1279.0,1991
brn,1312.0,1992
brn,1378.0,1993
brn,1451.0,1994
brn,1553.0,1995
brn,1588.0,1996
brn,1710.0,1997
brn,1603.0,1998
brn,1520.0,1999
brn,1555.0,2000
brn,1391.0,2001
brn,1109.0,2002
brn,1271.0,2003
brn,1295.0,2004
brn,1058.0,2005
brn,817.1,2006
brn,874.6,2007
brn,3067.0,2008
bgr,331.2,1971
bgr,376.3,1972
bgr,423.1,1973
bgr,474.0,1974
bgr,526.2,1975
bgr,593.1,1976
bgr,629.1,1977
bgr,663.1,1978
bgr,738.8,1979
bgr,774.0,1980
bgr,789.4,1981
bgr,899.8,1982
bgr,954.1,1983
bgr,1058.0,1984
bgr,1068.0,1985
bgr,969.6,1986
bgr,1053.0,1987
bgr,1106.0,1988
bgr,1133.0,1989
bgr,1178.0,1990
bgr,1186.0,1991
bgr,1155.0,1992
bgr,1187.0,1993
bgr,1174.0,1994
bgr,1327.0,1995
bgr,1408.0,1996
bgr,1225.0,1997
bgr,1322.0,1998
bgr,1282.0,1999
bgr,1261.0,2000
bgr,1260.0,2001
bgr,1215.0,2002
bgr,1227.0,2003
bgr,1167.0,2004
bgr,1214.0,2005
bgr,1260.0,2006
bgr,1281.0,2007
bgr,1381.0,2008
khm,6.205,1995
khm,10.57,1996
khm,13.41,1997
khm,15.4,1998
khm,13.48,1999
khm,17.09,2000
khm,18.83,2001
khm,20.35,2002
khm,20.44,2003
khm,24.41,2004
khm,28.02,2005
khm,34.08,2006
khm,43.38,2007
khm,51.58,2008
cmr,6.406,1971
cmr,10.26,1972
cmr,11.01,1973
cmr,11.57,1974
cmr,12.63,1975
cmr,13.99,1976
cmr,15.33,1977
cmr,17.31,1978
cmr,19.41,1979
cmr,20.47,1980
cmr,21.39,1981
cmr,25.08,1982
cmr,26.16,1983
cmr,26.6,1984
cmr,30.61,1985
cmr,28.89,1986
cmr,30.62,1987
cmr,29.72,1988
cmr,29.2,1989
cmr,26.92,1990
cmr,26.32,1991
cmr,27.28,1992
cmr,27.16,1993
cmr,22.42,1994
cmr,21.4,1995
cmr,23.18,1996
cmr,24.66,1997
cmr,27.17,1998
cmr,26.87,1999
cmr,25.41,2000
cmr,24.85,2001
cmr,28.69,2002
cmr,30.46,2003
cmr,32.94,2004
cmr,30.5,2005
cmr,46.32,2006
cmr,43.97,2007
cmr,59.55,2008
can,902.3,1960
can,1006.0,1961
can,1004.0,1962
can,1038.0,1963
can,1155.0,1964
can,1271.0,1965
can,1469.0,1966
can,1534.0,1967
can,1634.0,1968
can,1794.0,1969
can,1969.0,1970
can,2231.0,1971
can,2152.0,1972
can,2303.0,1973
can,2593.0,1974
can,2764.0,1975
can,3012.0,1976
can,3220.0,1977
can,3284.0,1978
can,3304.0,1979
can,3450.0,1980
can,3504.0,1981
can,3607.0,1982
can,3766.0,1983
can,3910.0,1984
can,3999.0,1985
can,4163.0,1986
can,4204.0,1987
can,4486.0,1988
can,4744.0,1989
can,4673.0,1990
can,4602.0,1991
can,4637.0,1992
can,4579.0,1993
can,4542.0,1994
can,4444.0,1995
can,4512.0,1996
can,4439.0,1997
can,4223.0,1998
can,4306.0,1999
can,4420.0,2000
can,4440.0,2001
can,4472.0,2002
can,4596.0,2003
can,4645.0,2004
can,4603.0,2005
can,4442.0,2006
can,4579.0,2007
can,4772.0,2008
chl,89.32,1971
chl,108.4,1972
chl,119.1,1973
chl,118.7,1974
chl,124.4,1975
chl,122.4,1976
chl,135.7,1977
chl,145.5,1978
chl,152.7,1979
chl,161.0,1980
chl,169.3,1981
chl,170.4,1982
chl,154.5,1983
chl,138.2,1984
chl,165.4,1985
chl,190.1,1986
chl,200.7,1987
chl,198.3,1988
chl,191.6,1989
chl,330.0,1990
chl,340.4,1991
chl,364.7,1992
chl,390.0,1993
chl,419.0,1994
chl,443.7,1995
chl,489.0,1996
chl,360.2,1997
chl,387.5,1998
chl,399.0,1999
chl,408.0,2000
chl,450.7,2001
chl,462.2,2002
chl,468.7,2003
chl,495.2,2004
chl,518.5,2005
chl,529.8,2006
chl,546.7,2007
chl,532.5,2008
chn,5.754,1971
chn,6.183,1972
chn,6.614,1973
chn,6.556,1974
chn,7.474,1975
chn,7.633,1976
chn,8.282,1977
chn,9.384,1978
chn,10.18,1979
chn,10.72,1980
chn,11.88,1981
chn,12.05,1982
chn,13.42,1983
chn,15.35,1984
chn,11.66,1985
chn,13.86,1986
chn,14.97,1987
chn,17.65,1988
chn,20.13,1989
chn,42.36,1990
chn,47.25,1991
chn,54.95,1992
chn,62.56,1993
chn,72.76,1994
chn,83.48,1995
chn,93.08,1996
chn,101.9,1997
chn,106.7,1998
chn,118.2,1999
chn,132.4,2000
chn,144.6,2001
chn,156.3,2002
chn,173.7,2003
chn,190.2,2004
chn,216.8,2005
chn,248.1,2006
chn,274.8,2007
chn,331.4,2008
col,153.5,1971
col,158.7,1972
col,141.9,1973
col,132.1,1974
col,170.1,1975
col,184.2,1976
col,188.6,1977
col,216.1,1978
col,239.7,1979
col,257.8,1980
col,256.5,1981
col,285.2,1982
col,290.6,1983
col,303.9,1984
col,314.1,1985
col,325.3,1986
col,340.8,1987
col,348.3,1988
col,371.9,1989
col,382.5,1990
col,387.9,1991
col,350.4,1992
col,378.7,1993
col,396.1,1994
col,403.3,1995
col,398.9,1996
col,391.2,1997
col,315.6,1998
col,297.2,1999
col,280.5,2000
col,358.7,2001
col,351.3,2002
col,364.0,2003
col,373.3,2004
col,378.5,2005
col,387.8,2006
col,398.4,2007
col,404.6,2008
cod,28.56,1976
cod,30.22,1977
cod,29.29,1978
cod,31.67,1979
cod,29.86,1980
cod,31.88,1981
cod,31.0,1982
cod,33.84,1983
cod,43.11,1984
cod,49.62,1985
cod,49.44,1986
cod,48.2,1987
cod,46.14,1988
cod,41.76,1989
cod,24.5,1990
cod,29.12,1991
cod,31.42,1992
cod,35.17,1993
cod,23.62,1994
cod,22.75,1995
cod,21.37,1996
cod,21.18,1997
cod,20.77,1998
cod,21.15,1999
cod,23.69,2000
cod,22.75,2001
cod,22.18,2002
cod,23.16,2003
cod,25.45,2004
cod,25.71,2005
cod,42.0,2006
cod,31.81,2007
cod,30.71,2008
cog,28.34,1971
cog,29.1,1972
cog,31.25,1973
cog,33.24,1974
cog,35.78,1975
cog,38.82,1976
cog,37.75,1977
cog,37.96,1978
cog,38.74,1979
cog,40.03,1980
cog,24.96,1981
cog,58.05,1982
cog,39.39,1983
cog,78.06,1984
cog,46.89,1985
cog,119.4,1986
cog,83.83,1987
cog,68.59,1988
cog,65.58,1989
cog,62.27,1990
cog,72.78,1991
cog,68.5,1992
cog,57.5,1993
cog,54.9,1994
cog,56.27,1995
cog,59.72,1996
cog,47.85,1997
cog,36.14,1998
cog,22.56,1999
cog,37.72,2000
cog,40.77,2001
cog,42.67,2002
cog,42.5,2003
cog,44.27,2004
cog,49.7,2005
cog,51.87,2006
cog,56.05,2007
cog,56.37,2008
cri,368.0,1971
cri,394.1,1972
cri,404.6,1973
cri,429.5,1974
cri,446.5,1975
cri,474.1,1976
cri,466.8,1977
cri,486.3,1978
cri,457.2,1979
cri,527.7,1980
cri,557.5,1981
cri,599.9,1982
cri,595.1,1983
cri,614.7,1984
cri,644.6,1985
cri,680.2,1986
cri,720.2,1987
cri,724.9,1988
cri,496.1,1989
cri,515.8,1990
cri,520.9,1991
cri,523.9,1992
cri,552.5,1993
cri,579.4,1994
cri,580.8,1995
cri,592.0,1996
cri,602.4,1997
cri,634.5,1998
cri,652.9,1999
cri,677.6,2000
cri,691.9,2001
cri,717.0,2002
cri,734.5,2003
cri,740.2,2004
cri,761.8,2005
cri,781.7,2006
cri,794.8,2007
cri,798.3,2008
civ,13.48,1971
civ,15.81,1972
civ,19.53,1973
civ,19.64,1974
civ,23.96,1975
civ,26.22,1976
civ,30.97,1977
civ,35.72,1978
civ,47.89,1979
civ,54.69,1980
civ,55.2,1981
civ,60.28,1982
civ,60.91,1983
civ,47.73,1984
civ,47.28,1985
civ,46.82,1986
civ,46.38,1987
civ,45.95,1988
civ,45.55,1989
civ,44.66,1990
civ,43.9,1991
civ,43.77,1992
civ,43.46,1993
civ,42.93,1994
civ,42.9,1995
civ,46.04,1996
civ,63.39,1997
civ,57.68,1998
civ,59.22,1999
civ,60.34,2000
civ,58.03,2001
civ,56.19,2002
civ,55.51,2003
civ,59.73,2004
civ,55.8,2005
civ,61.35,2006
civ,69.35,2007
civ,70.39,2008
hrv,990.6,1990
hrv,982.6,1991
hrv,900.9,1992
hrv,924.4,1993
hrv,933.2,1994
hrv,1028.0,1995
hrv,1097.0,1996
hrv,1168.0,1997
hrv,1192.0,1998
hrv,1303.0,1999
hrv,1299.0,2000
hrv,1253.0,2001
hrv,1329.0,2002
hrv,1266.0,2003
hrv,1351.0,2004
hrv,1409.0,2005
hrv,1451.0,2006
hrv,1423.0,2007
hrv,1494.0,2008
cub,117.6,1971
cub,125.9,1972
cub,129.6,1973
cub,133.8,1974
cub,141.1,1975
cub,148.7,1976
cub,165.8,1977
cub,183.0,1978
cub,203.4,1979
cub,219.4,1980
cub,210.3,1981
cub,227.7,1982
cub,237.2,1983
cub,249.0,1984
cub,266.2,1985
cub,285.3,1986
cub,284.4,1987
cub,296.5,1988
cub,311.6,1989
cub,313.6,1990
cub,305.0,1991
cub,279.9,1992
cub,272.9,1993
cub,303.0,1994
cub,300.5,1995
cub,306.2,1996
cub,331.0,1997
cub,343.7,1998
cub,360.2,1999
cub,381.4,2000
cub,401.3,2001
cub,435.9,2002
cub,454.7,2003
cub,443.0,2004
cub,448.2,2005
cub,491.5,2006
cub,537.1,2007
cub,528.8,2008
cyp,248.5,1971
cyp,284.3,1972
cyp,310.8,1973
cyp,276.3,1974
cyp,222.8,1975
cyp,233.9,1976
cyp,262.4,1977
cyp,286.2,1978
cyp,289.3,1979
cyp,299.6,1980
cyp,310.8,1981
cyp,330.0,1982
cyp,360.9,1983
cyp,365.7,1984
cyp,392.5,1985
cyp,415.5,1986
cyp,473.2,1987
cyp,545.1,1988
cyp,606.7,1989
cyp,659.1,1990
cyp,680.3,1991
cyp,830.1,1992
cyp,905.9,1993
cyp,929.0,1994
cyp,1035.0,1995
cyp,1116.0,1996
cyp,1122.0,1997
cyp,1207.0,1998
cyp,1263.0,1999
cyp,1391.0,2000
cyp,1366.0,2001
cyp,1508.0,2002
cyp,1679.0,2003
cyp,1696.0,2004
cyp,1837.0,2005
cyp,1913.0,2006
cyp,2040.0,2007
cyp,2124.0,2008
cze,329.2,1971
cze,367.5,1972
cze,396.0,1973
cze,423.9,1974
cze,459.2,1975
cze,498.4,1976
cze,524.7,1977
cze,575.4,1978
cze,573.5,1979
cze,600.2,1980
cze,618.3,1981
cze,644.4,1982
cze,679.3,1983
cze,729.3,1984
cze,776.7,1985
cze,806.3,1986
cze,846.8,1987
cze,860.3,1988
cze,895.5,1989
cze,933.6,1990
cze,958.2,1991
cze,1003.0,1992
cze,1104.0,1993
cze,1276.0,1994
cze,1438.0,1995
cze,1553.0,1996
cze,1505.0,1997
cze,1410.0,1998
cze,1367.0,1999
cze,1346.0,2000
cze,1388.0,2001
cze,1377.0,2002
cze,1416.0,2003
cze,1418.0,2004
cze,1438.0,2005
cze,1485.0,2006
cze,1432.0,2007
cze,1439.0,2008
dnk,1314.0,1973
dnk,1242.0,1974
dnk,1299.0,1975
dnk,1321.0,1976
dnk,1356.0,1977
dnk,1425.0,1978
dnk,1501.0,1979
dnk,1453.0,1980
dnk,1440.0,1981
dnk,1450.0,1982
dnk,1572.0,1983
dnk,1656.0,1984
dnk,1787.0,1985
dnk,1871.0,1986
dnk,1944.0,1987
dnk,1939.0,1988
dnk,1929.0,1989
dnk,1881.0,1990
dnk,1967.0,1991
dnk,1974.0,1992
dnk,1992.0,1993
dnk,2004.0,1994
dnk,1968.0,1995
dnk,2014.0,1996
dnk,1953.0,1997
dnk,1936.0,1998
dnk,1933.0,1999
dnk,1914.0,2000
dnk,1897.0,2001
dnk,1896.0,2002
dnk,1903.0,2003
dnk,1909.0,2004
dnk,1924.0,2005
dnk,1940.0,2006
dnk,1893.0,2007
dnk,1884.0,2008
dom,169.4,1971
dom,224.6,1972
dom,235.2,1973
dom,222.1,1974
dom,246.5,1975
dom,231.5,1976
dom,254.4,1977
dom,244.0,1978
dom,284.5,1979
dom,265.5,1980
dom,269.3,1981
dom,200.8,1982
dom,202.0,1983
dom,219.9,1984
dom,264.6,1985
dom,257.1,1986
dom,278.0,1987
dom,275.5,1988
dom,241.3,1989
dom,351.6,1990
dom,377.3,1991
dom,404.9,1992
dom,381.8,1993
dom,395.9,1994
dom,374.2,1995
dom,458.1,1996
dom,454.4,1997
dom,470.5,1998
dom,473.9,1999
dom,510.5,2000
dom,333.4,2001
dom,366.5,2002
dom,505.5,2003
dom,509.3,2004
dom,466.1,2005
dom,453.9,2006
dom,468.3,2007
dom,457.6,2008
ecu,49.71,1971
ecu,54.15,1972
ecu,54.91,1973
ecu,59.93,1974
ecu,80.05,1975
ecu,84.85,1976
ecu,96.19,1977
ecu,106.8,1978
ecu,114.8,1979
ecu,130.7,1980
ecu,137.1,1981
ecu,144.5,1982
ecu,155.6,1983
ecu,151.5,1984
ecu,154.0,1985
ecu,152.6,1986
ecu,174.3,1987
ecu,172.2,1988
ecu,171.3,1989
ecu,181.3,1990
ecu,191.6,1991
ecu,198.8,1992
ecu,200.4,1993
ecu,216.6,1994
ecu,225.0,1995
ecu,247.9,1996
ecu,272.8,1997
ecu,280.3,1998
ecu,238.5,1999
ecu,223.5,2000
ecu,228.1,2001
ecu,239.6,2002
ecu,254.7,2003
ecu,267.4,2004
ecu,277.0,2005
ecu,287.6,2006
ecu,298.3,2007
ecu,314.8,2008
egy,59.4,1971
egy,58.76,1972
egy,57.93,1973
egy,65.04,1974
egy,72.27,1975
egy,79.99,1976
egy,90.44,1977
egy,91.47,1978
egy,97.58,1979
egy,107.0,1980
egy,115.1,1981
egy,120.1,1982
egy,144.8,1983
egy,159.9,1984
egy,176.8,1985
egy,190.1,1986
egy,205.1,1987
egy,211.8,1988
egy,223.6,1989
egy,235.4,1990
egy,243.3,1991
egy,242.8,1992
egy,250.1,1993
egy,257.3,1994
egy,265.8,1995
egy,264.4,1996
egy,271.0,1997
egy,294.4,1998
egy,316.0,1999
egy,334.1,2000
egy,357.1,2001
egy,378.1,2002
egy,399.2,2003
egy,411.4,2004
egy,437.5,2005
egy,464.0,2006
egy,501.8,2007
egy,536.8,2008
slv,69.28,1971
slv,68.07,1972
slv,80.72,1973
slv,84.61,1974
slv,90.16,1975
slv,96.07,1976
slv,104.6,1977
slv,114.9,1978
slv,122.5,1979
slv,84.11,1980
slv,84.84,1981
slv,89.4,1982
slv,96.67,1983
slv,100.5,1984
slv,102.3,1985
slv,107.6,1986
slv,114.0,1987
slv,120.1,1988
slv,123.6,1989
slv,127.7,1990
slv,136.4,1991
slv,142.2,1992
slv,156.3,1993
slv,166.9,1994
slv,180.5,1995
slv,186.5,1996
slv,198.7,1997
slv,203.4,1998
slv,227.2,1999
slv,215.0,2000
slv,214.2,2001
slv,216.1,2002
slv,204.4,2003
slv,265.5,2004
slv,229.0,2005
slv,232.5,2006
slv,234.1,2007
slv,256.1,2008
eri,9.815,1992
eri,8.282,1993
eri,8.388,1994
eri,9.331,1995
eri,10.7,1996
eri,12.08,1997
eri,13.63,1998
eri,14.13,1999
eri,14.0,2000
eri,15.83,2001
eri,17.67,2002
eri,19.02,2003
eri,20.2,2004
eri,20.99,2005
eri,19.64,2006
eri,20.38,2007
eri,20.29,2008
est,592.1,1990
est,724.7,1991
est,804.7,1992
est,734.3,1993
est,865.6,1994
est,737.8,1995
est,864.4,1996
est,852.7,1997
est,963.1,1998
est,980.9,1999
est,1063.0,2000
est,1157.0,2001
est,1165.0,2002
est,1180.0,2003
est,1206.0,2004
