geo,residential_electricity_use_per_person,time
usa,1904.0,1968
usa,2107.0,1969
usa,2273.0,1970
usa,2383.0,1971
usa,2677.0,1972
usa,2734.0,1973
usa,2704.0,1974
usa,2724.0,1975
usa,2782.0,1976
usa,2930.0,1977
usa,3031.0,1978
usa,3035.0,1979
usa,3151.0,1980
usa,3141.0,1981
usa,3143.0,1982
usa,3206.0,1983
usa,3291.0,1984
usa,3329.0,1985
usa,3398.0,1986
usa,3500.0,1987
usa,3642.0,1988
usa,3662.0,1989
usa,3695.0,1990
usa,3770.0,1991
usa,3644.0,1992
usa,3823.0,1993
usa,3829.0,1994
usa,3912.0,1995
usa,4015.0,1996
usa,3943.0,1997
usa,4085.0,1998
usa,4100.0,1999
usa,4224.0,2000
usa,4220.0,2001
usa,4399.0,2002
usa,4395.0,2003
usa,4410.0,2004
usa,4597.0,2005
usa,4529.0,2006
usa,4624.0,2007
usa,4543.0,2008
ury,320.6,1971
ury,300.8,1972
ury,307.4,1973
ury,292.5,1974
ury,306.2,1975
ury,326.2,1976
ury,348.1,1977
ury,370.4,1978
ury,364.6,1979
ury,398.7,1980
ury,440.5,1981
ury,460.5,1982
ury,470.7,1983
ury,461.3,1984
ury,469.5,1985
ury,479.4,1986
ury,518.0,1987
ury,558.6,1988
ury,504.9,1989
ury,512.7,1990
ury,565.7,1991
ury,605.6,1992
ury,679.1,1993
ury,691.9,1994
ury,720.7,1995
ury,740.3,1996
ury,754.4,1997
ury,789.5,1998
ury,841.8,1999
ury,871.1,2000
ury,864.7,2001
ury,831.8,2002
ury,772.0,2003
ury,773.0,2004
ury,789.1,2005
ury,792.7,2006
ury,846.3,2007
ury,823.8,2008
uzb,171.8,1990
uzb,197.4,1991
uzb,286.6,1992
uzb,321.1,1993
uzb,306.6,1994
uzb,295.6,1995
uzb,306.9,1996
uzb,299.7,1997
uzb,293.8,1998
uzb,286.7,1999
uzb,291.7,2000
uzb,286.2,2001
uzb,288.8,2002
uzb,284.6,2003
uzb,283.1,2004
uzb,274.3,2005
uzb,279.1,2006
uzb,263.7,2007
uzb,261.4,2008
ven,187.8,1971
ven,198.2,1972
ven,211.7,1973
ven,224.1,1974
ven,242.3,1975
ven,272.2,1976
ven,304.0,1977
ven,349.2,1978
ven,386.2,1979
ven,430.1,1980
ven,463.2,1981
ven,479.3,1982
ven,503.4,1983
ven,488.8,1984
ven,458.6,1985
ven,443.0,1986
ven,474.6,1987
ven,525.3,1988
ven,514.0,1989
ven,491.7,1990
ven,539.1,1991
ven,597.9,1992
ven,649.4,1993
ven,603.1,1994
ven,575.0,1995
ven,582.3,1996
ven,604.1,1997
ven,632.7,1998
ven,648.3,1999
ven,644.9,2000
ven,667.1,2001
ven,683.6,2002
ven,673.9,2003
ven,679.5,2004
ven,736.0,2005
ven,797.9,2006
ven,826.6,2007
ven,969.0,2008
vnm,17.39,1980
vnm,17.4,1981
vnm,18.35,1982
vnm,19.03,1983
vnm,21.11,1984
vnm,23.45,1985
vnm,25.77,1986
vnm,28.51,1987
vnm,30.48,1988
vnm,38.87,1989
vnm,34.25,1990
vnm,34.85,1991
vnm,36.34,1992
vnm,43.25,1993
vnm,54.66,1994
vnm,69.21,1995
vnm,83.79,1996
vnm,97.09,1997
vnm,116.8,1998
vnm,126.2,1999
vnm,141.0,2000
vnm,160.2,2001
vnm,180.0,2002
vnm,195.5,2003
vnm,220.5,2004
vnm,233.1,2005
vnm,256.5,2006
vnm,275.4,2007
vnm,302.7,2008
yem,10.73,1980
yem,12.46,1981
yem,14.91,1982
yem,15.7,1983
yem,17.8,1984
yem,22.87,1985
yem,26.22,1986
yem,26.57,1987
yem,32.96,1988
yem,41.22,1989
yem,48.82,1990
yem,55.74,1991
yem,62.1,1992
yem,67.85,1993
yem,73.23,1994
yem,77.2,1995
yem,74.46,1996
yem,78.05,1997
yem,80.92,1998
yem,81.59,1999
yem,84.8,2000
yem,88.52,2001
yem,94.45,2002
yem,100.8,2003
yem,104.5,2004
yem,96.51,2005
yem,115.7,2006
yem,122.7,2007
yem,130.1,2008
zmb,77.93,1971
zmb,81.23,1972
zmb,85.31,1973
zmb,88.63,1974
zmb,86.74,1975
zmb,88.23,1976
zmb,82.25,1977
zmb,79.7,1978
zmb,78.11,1979
zmb,76.68,1980
zmb,79.54,1981
zmb,76.89,1982
zmb,74.18,1983
zmb,70.25,1984
zmb,66.83,1985
zmb,70.93,1986
zmb,73.72,1987
zmb,93.06,1988
zmb,63.98,1989
zmb,73.05,1990
zmb,73.4,1991
zmb,73.39,1992
zmb,86.13,1993
zmb,93.31,1994
zmb,111.4,1995
zmb,114.5,1996
zmb,119.7,1997
zmb,109.6,1998
zmb,110.4,1999
zmb,113.0,2000
zmb,117.3,2001
zmb,122.9,2002
zmb,127.6,2003
zmb,132.5,2004
zmb,136.3,2005
zmb,144.3,2006
zmb,168.9,2007
zmb,168.6,2008
zwe,114.5,1971
zwe,118.8,1972
zwe,122.0,1973
zwe,125.9,1974
zwe,129.3,1975
zwe,131.0,1976
zwe,127.8,1977
zwe,129.0,1978
zwe,129.2,1979
zwe,129.5,1980
zwe,133.4,1981
zwe,129.4,1982
zwe,116.9,1983
zwe,112.4,1984
zwe,142.8,1985
zwe,144.0,1986
zwe,141.0,1987
zwe,142.6,1988
zwe,146.7,1989
zwe,150.1,1990
zwe,148.1,1991
zwe,146.9,1992
zwe,143.0,1993
zwe,145.6,1994
zwe,150.5,1995
zwe,162.6,1996
zwe,174.6,1997
zwe,181.9,1998
zwe,191.5,1999
zwe,197.1,2000
zwe,198.4,2001
zwe,208.6,2002
zwe,227.3,2003
zwe,238.7,2004
zwe,284.7,2005
zwe,282.8,2006
zwe,299.3,2007
zwe,297.9,2008
