geo,males_aged_15_64_labour_force_participation_rate_percent,time
swz,79.3,1991
swz,79.5,1992
swz,79.2,1993
swz,78.6,1994
swz,78.8,1995
swz,78.5,1996
swz,77.8,1997
swz,76.7,1998
swz,75.9,1999
swz,74.8,2000
swz,74.4,2001
swz,72.8,2002
swz,71.8,2003
swz,71.1,2004
swz,70.3,2005
swz,69.6,2006
swz,69.2,2007
swe,87.2,1980
swe,86.2,1981
swe,86.1,1982
swe,85.8,1983
swe,85.2,1984
swe,85.5,1985
swe,85.3,1986
swe,84.7,1987
swe,84.9,1988
swe,85.7,1989
swe,86.0,1990
swe,85.0,1991
swe,83.1,1992
swe,81.2,1993
swe,80.4,1994
swe,80.7,1995
swe,80.8,1996
swe,80.1,1997
swe,79.8,1998
swe,80.1,1999
swe,80.3,2000
swe,80.4,2001
swe,79.9,2002
swe,79.7,2003
swe,79.6,2004
swe,81.4,2005
swe,81.6,2006
swe,81.3,2007
che,89.9,1980
che,89.9,1981
che,89.9,1982
che,89.9,1983
che,89.9,1984
che,90.0,1985
che,90.1,1986
che,90.3,1987
che,90.4,1988
che,90.6,1989
che,90.7,1990
che,91.2,1991
che,91.1,1992
che,91.2,1993
che,90.2,1994
che,90.3,1995
che,90.0,1996
che,89.8,1997
che,90.1,1998
che,89.7,1999
che,89.5,2000
che,89.1,2001
che,88.7,2002
che,88.3,2003
che,87.8,2004
che,87.2,2005
che,87.5,2006
che,87.2,2007
syr,78.0,1980
syr,77.5,1981
syr,77.6,1982
syr,77.7,1983
syr,81.5,1984
syr,81.8,1985
syr,82.0,1986
syr,82.3,1987
syr,82.6,1988
syr,82.8,1989
syr,83.1,1990
syr,83.3,1991
syr,83.6,1992
syr,83.8,1993
syr,84.0,1994
syr,84.3,1995
syr,83.9,1996
syr,83.5,1997
syr,83.9,1998
syr,81.7,1999
syr,81.3,2000
syr,84.9,2001
syr,85.7,2002
syr,80.4,2003
syr,80.6,2004
syr,80.8,2005
syr,81.0,2006
syr,80.4,2007
tjk,90.8,1980
tjk,90.2,1981
tjk,90.1,1982
tjk,89.6,1983
tjk,88.9,1984
tjk,88.2,1985
tjk,88.0,1986
tjk,88.3,1987
tjk,86.7,1988
tjk,87.9,1989
tjk,88.3,1990
tjk,71.5,1991
tjk,68.1,1992
tjk,65.4,1993
tjk,60.7,1994
tjk,57.6,1995
tjk,53.0,1996
tjk,52.4,1997
tjk,53.4,1998
tjk,54.2,1999
tjk,55.4,2000
tjk,58.2,2001
tjk,59.4,2002
tjk,61.3,2003
tjk,62.5,2004
tjk,63.6,2005
tjk,64.6,2006
tjk,69.7,2007
tza,92.9,1980
tza,92.8,1981
tza,92.8,1982
tza,92.8,1983
tza,92.9,1984
tza,92.9,1985
tza,92.8,1986
tza,92.7,1987
tza,92.6,1988
tza,92.6,1989
tza,92.3,1990
tza,92.3,1991
tza,92.3,1992
tza,92.2,1993
tza,92.2,1994
tza,92.1,1995
tza,91.9,1996
tza,91.8,1997
tza,91.8,1998
tza,91.7,1999
tza,91.5,2000
tza,91.4,2001
tza,91.2,2002
tza,91.0,2003
tza,90.8,2004
tza,90.6,2005
tza,90.5,2006
tza,91.2,2007
tha,89.7,1980
tha,89.9,1981
tha,90.0,1982
tha,90.2,1983
tha,90.3,1984
tha,90.3,1985
tha,90.2,1986
tha,90.2,1987
tha,90.1,1988
tha,91.0,1989
tha,90.3,1990
tha,89.5,1991
tha,88.7,1992
tha,88.0,1993
tha,87.2,1994
tha,86.8,1995
tha,86.4,1996
tha,86.2,1997
tha,85.9,1998
tha,84.7,1999
tha,85.0,2000
tha,85.7,2001
tha,85.4,2002
tha,85.1,2003
tha,85.5,2004
tha,85.2,2005
tha,85.1,2006
tha,85.0,2007
mkd,80.0,1980
mkd,79.7,1981
mkd,79.5,1982
mkd,79.2,1983
mkd,78.9,1984
mkd,78.8,1985
mkd,78.6,1986
mkd,78.6,1987
mkd,78.6,1988
mkd,78.6,1989
mkd,78.6,1990
mkd,73.9,1991
mkd,75.8,1992
mkd,77.2,1993
mkd,78.5,1994
mkd,76.4,1995
mkd,73.8,1996
mkd,73.6,1997
mkd,73.4,1998
mkd,73.2,1999
mkd,73.1,2000
mkd,72.9,2001
mkd,72.7,2002
mkd,72.7,2003
mkd,70.7,2004
mkd,71.8,2005
mkd,74.9,2006
mkd,74.0,2007
tgo,88.0,1980
tgo,88.3,1981
tgo,88.7,1982
tgo,89.1,1983
tgo,89.1,1984
tgo,89.1,1985
tgo,89.2,1986
tgo,89.3,1987
tgo,89.2,1988
tgo,89.1,1989
tgo,89.2,1990
tgo,89.2,1991
tgo,89.4,1992
tgo,89.9,1993
tgo,89.2,1994
tgo,88.9,1995
tgo,88.6,1996
tgo,88.0,1997
tgo,88.1,1998
tgo,87.9,1999
tgo,88.0,2000
tgo,88.0,2001
tgo,87.9,2002
tgo,87.7,2003
tgo,87.6,2004
tgo,87.5,2005
tgo,87.4,2006
tgo,87.4,2007
ton,71.6,1980
ton,71.2,1981
ton,70.4,1982
ton,69.6,1983
ton,69.2,1984
ton,68.8,1985
ton,68.9,1986
ton,70.0,1987
ton,71.2,1988
ton,72.4,1989
ton,73.5,1990
ton,74.5,1991
ton,75.4,1992
ton,76.2,1993
ton,76.9,1994
ton,77.5,1995
ton,77.8,1996
ton,77.2,1997
ton,76.5,1998
ton,75.8,1999
ton,75.2,2000
ton,74.7,2001
ton,74.3,2002
ton,73.9,2003
ton,74.0,2004
ton,73.9,2005
ton,73.9,2006
ton,71.8,2007
tto,82.0,1980
tto,82.2,1981
tto,82.4,1982
tto,82.9,1983
tto,82.9,1984
tto,82.8,1985
tto,81.7,1986
tto,78.5,1987
tto,76.0,1988
tto,75.0,1989
tto,80.9,1990
tto,70.5,1991
tto,75.3,1992
tto,78.6,1993
tto,80.0,1994
tto,80.8,1995
tto,80.5,1996
tto,80.8,1997
tto,81.1,1998
tto,80.9,1999
tto,81.0,2000
tto,80.6,2001
tto,80.2,2002
tto,80.5,2003
tto,80.9,2004
tto,81.2,2005
tto,80.5,2006
tto,82.2,2007
tun,83.9,1980
tun,83.4,1981
tun,82.9,1982
tun,82.3,1983
tun,81.8,1984
tun,81.3,1985
tun,80.8,1986
tun,80.3,1987
tun,79.8,1988
tun,79.3,1989
tun,79.1,1990
tun,78.9,1991
tun,78.7,1992
tun,78.4,1993
tun,78.1,1994
tun,77.8,1995
tun,77.6,1996
tun,77.3,1997
tun,76.9,1998
tun,76.4,1999
tun,76.0,2000
tun,75.6,2001
tun,75.2,2002
tun,74.8,2003
tun,74.4,2004
tun,74.0,2005
tun,73.9,2006
tun,74.3,2007
tur,85.7,1980
tur,86.7,1981
tur,87.7,1982
tur,87.0,1983
tur,86.9,1984
tur,86.9,1985
tur,85.6,1986
tur,85.3,1987
tur,85.4,1988
tur,84.9,1989
tur,84.5,1990
tur,83.9,1991
tur,83.4,1992
tur,82.0,1993
tur,82.4,1994
tur,81.5,1995
tur,81.0,1996
tur,80.5,1997
tur,80.3,1998
tur,79.4,1999
tur,77.1,2000
tur,76.3,2001
tur,75.2,2002
tur,74.0,2003
tur,76.0,2004
tur,76.1,2005
tur,75.3,2006
tur,74.2,2007
tkm,77.1,1980
tkm,76.8,1981
tkm,76.9,1982
tkm,76.8,1983
tkm,76.6,1984
tkm,76.4,1985
tkm,76.9,1986
tkm,77.2,1987
tkm,76.7,1988
tkm,77.3,1989
tkm,77.6,1990
tkm,73.3,1991
tkm,73.7,1992
tkm,74.2,1993
tkm,74.4,1994
tkm,74.4,1995
tkm,74.3,1996
tkm,73.6,1997
tkm,74.0,1998
tkm,74.6,1999
tkm,74.9,2000
tkm,74.8,2001
tkm,74.7,2002
tkm,74.5,2003
tkm,74.3,2004
tkm,74.0,2005
tkm,73.7,2006
tkm,73.9,2007
uga,92.1,1980
uga,92.1,1981
uga,92.1,1982
uga,92.0,1983
uga,92.1,1984
uga,92.3,1985
uga,92.5,1986
uga,92.5,1987
uga,92.3,1988
uga,92.3,1989
uga,92.2,1990
uga,92.2,1991
uga,92.2,1992
uga,92.2,1993
uga,92.1,1994
uga,92.0,1995
uga,91.8,1996
uga,91.8,1997
uga,91.8,1998
uga,91.7,1999
uga,91.5,2000
uga,91.5,2001
uga,91.3,2002
uga,91.2,2003
uga,91.1,2004
uga,91.0,2005
uga,90.8,2006
uga,90.8,2007
ukr,79.7,1980
ukr,79.9,1981
ukr,80.1,1982
ukr,80.2,1983
ukr,80.2,1984
ukr,80.1,1985
ukr,79.8,1986
ukr,79.5,1987
ukr,79.1,1988
ukr,78.8,1989
ukr,78.3,1990
ukr,77.3,1991
ukr,77.0,1992
ukr,76.8,1993
ukr,76.5,1994
ukr,75.5,1995
ukr,75.9,1996
ukr,76.1,1997
ukr,76.3,1998
ukr,71.0,1999
ukr,71.9,2000
ukr,70.7,2001
ukr,70.6,2002
ukr,70.6,2003
ukr,70.8,2004
ukr,72.0,2005
ukr,72.0,2006
ukr,72.2,2007
are,94.9,1980
are,95.0,1981
are,95.0,1982
are,95.0,1983
are,94.9,1984
are,94.6,1985
are,94.2,1986
are,93.7,1987
are,93.1,1988
are,92.7,1989
are,92.4,1990
are,92.3,1991
are,92.3,1992
are,92.4,1993
are,92.4,1994
are,92.4,1995
are,92.4,1996
are,92.4,1997
are,92.6,1998
are,92.5,1999
are,92.7,2000
are,92.8,2001
are,93.0,2002
are,93.1,2003
are,93.3,2004
are,93.3,2005
are,93.2,2006
are,93.2,2007
gbr,90.0,1980
gbr,90.2,1981
gbr,89.5,1982
gbr,88.7,1983
gbr,87.7,1984
gbr,87.7,1985
gbr,87.2,1986
gbr,87.2,1987
gbr,87.8,1988
gbr,88.0,1989
gbr,87.9,1990
gbr,87.3,1991
gbr,85.9,1992
gbr,85.0,1993
gbr,84.6,1994
gbr,84.2,1995
gbr,84.1,1996
gbr,83.8,1997
gbr,83.3,1998
gbr,83.6,1999
gbr,83.7,2000
gbr,83.1,2001
gbr,82.9,2002
gbr,83.1,2003
gbr,82.7,2004
gbr,82.5,2005
gbr,82.7,2006
gbr,82.5,2007
usa,85.2,1980
usa,84.9,1981
usa,84.5,1982
usa,84.4,1983
usa,84.6,1984
usa,84.8,1985
usa,84.9,1986
usa,84.9,1987
usa,85.0,1988
usa,85.4,1989
usa,85.1,1990
usa,84.5,1991
usa,84.5,1992
usa,84.3,1993
usa,83.7,1994
usa,83.8,1995
usa,83.7,1996
usa,83.7,1997
usa,83.8,1998
usa,83.6,1999
usa,83.4,2000
usa,82.8,2001
usa,82.3,2002
usa,81.3,2003
usa,81.1,2004
usa,80.9,2005
usa,81.0,2006
usa,80.5,2007
vir,74.0,1980
vir,74.0,1981
vir,74.6,1982
vir,75.0,1983
vir,75.1,1984
vir,75.4,1985
vir,75.3,1986
vir,75.1,1987
vir,74.9,1988
vir,74.8,1989
vir,74.9,1990
vir,75.2,1991
vir,75.7,1992
vir,76.2,1993
vir,76.6,1994
vir,76.7,1995
vir,76.5,1996
vir,76.1,1997
vir,75.5,1998
vir,74.9,1999
vir,74.3,2000
vir,73.7,2001
vir,73.1,2002
vir,72.3,2003
vir,71.7,2004
vir,71.0,2005
vir,69.9,2006
vir,69.7,2007
ury,83.3,1980
ury,83.5,1981
ury,83.9,1982
ury,84.2,1983
ury,84.3,1984
ury,84.2,1985
ury,83.9,1986
ury,83.4,1987
ury,82.6,1988
ury,81.5,1989
ury,80.2,1990
ury,85.5,1991
ury,85.7,1992
ury,84.8,1993
ury,85.9,1994
ury,86.3,1995
ury,85.9,1996
ury,85.5,1997
ury,85.1,1998
ury,85.3,1999
ury,85.5,2000
ury,85.6,2001
ury,85.7,2002
ury,85.6,2003
ury,85.6,2004
ury,85.5,2005
ury,85.4,2006
ury,84.6,2007
uzb,91.8,1980
uzb,91.4,1981
uzb,91.2,1982
uzb,90.7,1983
uzb,90.1,1984
uzb,89.5,1985
uzb,89.8,1986
uzb,89.8,1987
uzb,88.8,1988
uzb,89.2,1989
uzb,89.6,1990
uzb,71.5,1991
uzb,69.5,1992
uzb,69.1,1993
uzb,68.2,1994
uzb,67.8,1995
uzb,67.9,1996
uzb,68.5,1997
uzb,68.7,1998
uzb,69.1,1999
uzb,69.5,2000
uzb,69.9,2001
uzb,70.2,2002
uzb,70.5,2003
uzb,71.2,2004
uzb,71.8,2005
uzb,72.4,2006
uzb,73.3,2007
vut,88.4,1980
vut,88.3,1981
vut,88.0,1982
vut,88.5,1983
vut,87.6,1984
vut,88.8,1985
vut,89.6,1986
vut,88.9,1987
vut,89.4,1988
vut,89.7,1989
vut,90.0,1990
vut,89.0,1991
vut,88.9,1992
vut,89.0,1993
vut,88.2,1994
vut,88.6,1995
vut,88.4,1996
vut,88.5,1997
vut,88.5,1998
vut,88.7,1999
vut,88.4,2000
vut,88.8,2001
vut,89.1,2002
vut,89.0,2003
vut,88.9,2004
vut,88.7,2005
vut,88.6,2006
vut,89.0,2007
ven,82.2,1980
ven,82.5,1981
ven,82.4,1982
ven,81.6,1983
ven,81.8,1984
ven,82.2,1985
ven,82.3,1986
ven,82.5,1987
ven,82.7,1988
ven,83.4,1989
ven,83.6,1990
ven,83.4,1991
ven,83.1,1992
ven,83.2,1993
ven,83.4,1994
ven,83.3,1995
ven,83.4,1996
ven,83.1,1997
ven,83.2,1998
ven,83.6,1999
ven,83.5,2000
ven,83.4,2001
ven,83.8,2002
ven,84.1,2003
ven,83.5,2004
ven,83.3,2005
ven,83.0,2006
ven,83.8,2007
vnm,86.3,1980
vnm,86.2,1981
vnm,86.2,1982
vnm,86.1,1983
vnm,86.1,1984
vnm,86.4,1985
vnm,86.4,1986
vnm,86.4,1987
vnm,86.3,1988
vnm,86.0,1989
vnm,85.8,1990
vnm,85.6,1991
vnm,85.4,1992
vnm,85.1,1993
vnm,84.8,1994
vnm,84.5,1995
vnm,84.2,1996
vnm,83.6,1997
vnm,83.0,1998
vnm,82.5,1999
vnm,81.7,2000
vnm,82.6,2001
vnm,82.1,2002
vnm,81.8,2003
vnm,81.4,2004
vnm,81.1,2005
vnm,80.9,2006
vnm,80.8,2007
pse,67.4,1980
pse,67.9,1981
pse,68.8,1982
pse,69.1,1983
pse,69.3,1984
pse,69.9,1985
pse,70.8,1986
pse,70.5,1987
pse,70.6,1988
pse,70.6,1989
pse,69.8,1990
pse,69.3,1991
pse,69.0,1992
pse,69.1,1993
pse,69.3,1994
pse,69.5,1995
pse,69.7,1996
pse,69.9,1997
pse,70.1,1998
pse,70.3,1999
pse,70.2,2000
pse,69.9,2001
pse,68.3,2002
pse,68.9,2003
pse,69.4,2004
pse,69.7,2005
pse,70.0,2006
pse,69.2,2007
yem,68.2,1980
yem,68.8,1981
yem,69.5,1982
yem,69.5,1983
yem,69.5,1984
yem,70.0,1985
yem,70.8,1986
yem,70.7,1987
yem,70.9,1988
yem,71.0,1989
yem,70.5,1990
yem,71.0,1991
yem,70.4,1992
yem,70.7,1993
yem,70.5,1994
yem,69.9,1995
yem,69.9,1996
yem,69.5,1997
yem,69.7,1998
yem,69.1,1999
yem,68.7,2000
yem,68.6,2001
yem,68.3,2002
yem,67.3,2003
yem,67.3,2004
yem,66.9,2005
yem,66.8,2006
yem,66.8,2007
zmb,84.6,1980
zmb,84.7,1981
zmb,85.2,1982
zmb,85.7,1983
zmb,86.1,1984
zmb,85.5,1985
zmb,84.7,1986
zmb,84.1,1987
zmb,83.4,1988
zmb,82.6,1989
zmb,81.6,1990
zmb,80.2,1991
zmb,80.5,1992
zmb,80.3,1993
zmb,80.9,1994
zmb,81.2,1995
zmb,81.0,1996
zmb,81.0,1997
zmb,81.1,1998
zmb,81.2,1999
zmb,81.2,2000
zmb,81.1,2001
zmb,81.0,2002
zmb,80.9,2003
zmb,80.4,2004
zmb,80.1,2005
zmb,79.8,2006
zmb,80.8,2007
zwe,79.4,1980
zwe,78.9,1981
zwe,78.8,1982
zwe,78.8,1983
zwe,79.0,1984
zwe,78.7,1985
zwe,78.6,1986
zwe,78.6,1987
zwe,79.1,1988
zwe,79.6,1989
zwe,80.0,1990
zwe,80.4,1991
zwe,80.7,1992
zwe,80.9,1993
zwe,81.0,1994
zwe,81.0,1995
zwe,80.9,1996
zwe,80.8,1997
zwe,80.2,1998
zwe,79.4,1999
zwe,79.6,2000
zwe,79.8,2001
zwe,80.1,2002
zwe,80.5,2003
zwe,80.4,2004
zwe,80.3,2005
zwe,80.4,2006
zwe,80.9,2007
