gdppercapita_growth_percent_per_year,geo,time
1.928,esp,2005
2.325,esp,2006
1.815,esp,2007
-0.6385,esp,2008
-4.463,esp,2009
-0.4958,esp,2010
1.907,lka,1961
1.52,lka,1962
0.2477,lka,1963
1.589,lka,1964
0.2241,lka,1965
2.627,lka,1966
4.001,lka,1967
3.403,lka,1968
5.344,lka,1969
1.652,lka,1970
-0.7317,lka,1971
-2.326,lka,1972
5.067,lka,1973
1.946,lka,1974
4.194,lka,1975
1.454,lka,1976
3.201,lka,1977
3.781,lka,1978
4.586,lka,1979
4.126,lka,1980
4.078,lka,1981
2.626,lka,1982
3.345,lka,1983
3.646,lka,1984
3.546,lka,1985
2.904,lka,1986
0.3175,lka,1987
1.081,lka,1988
0.9633,lka,1989
5.087,lka,1990
3.373,lka,1991
3.234,lka,1992
5.799,lka,1993
4.642,lka,1994
4.691,lka,1995
3.171,lka,1996
5.899,lka,1997
4.235,lka,1998
3.74,lka,1999
5.237,lka,2000
-2.465,lka,2001
2.811,lka,2002
4.651,lka,2003
4.151,lka,2004
5.0,lka,2005
6.489,lka,2006
5.69,lka,2007
4.907,lka,2008
2.56,lka,2009
7.023,lka,2010
-2.315,sdn,1961
4.412,sdn,1962
-5.127,sdn,1963
-3.448,sdn,1964
4.251,sdn,1965
-5.866,sdn,1966
-1.007,sdn,1967
-0.5346,sdn,1968
-1.186,sdn,1969
3.114,sdn,1970
-0.5851,sdn,1971
-7.797,sdn,1972
-2.339,sdn,1973
8.092,sdn,1974
12.19,sdn,1975
13.1,sdn,1976
2.963,sdn,1977
-8.845,sdn,1978
-8.01,sdn,1979
-1.731,sdn,1980
3.918,sdn,1981
2.453,sdn,1982
-1.247,sdn,1983
-7.917,sdn,1984
-8.919,sdn,1985
2.728,sdn,1986
11.55,sdn,1987
-2.544,sdn,1988
6.497,sdn,1989
-7.677,sdn,1990
4.876,sdn,1991
3.877,sdn,1992
1.865,sdn,1993
-1.613,sdn,1994
3.275,sdn,1995
3.221,sdn,1996
7.763,sdn,1997
1.695,sdn,1998
0.5724,sdn,1999
5.783,sdn,2000
3.695,sdn,2001
2.966,sdn,2002
4.726,sdn,2003
-0.5294,sdn,2004
3.816,sdn,2005
8.585,sdn,2006
7.42,sdn,2007
4.151,sdn,2008
1.361,sdn,2009
1.876,sdn,2010
-2.932,sur,1976
10.31,sur,1977
7.267,sur,1978
-6.13,sur,1979
-5.52,sur,1980
-0.1526,sur,1981
-2.173,sur,1982
-3.48,sur,1983
-4.512,sur,1984
-2.626,sur,1985
-4.568,sur,1986
-14.77,sur,1987
6.614,sur,1988
8.582,sur,1989
-2.086,sur,1990
1.258,sur,1991
-1.587,sur,1992
-8.485,sur,1993
1.893,sur,1994
-0.2481,sur,1995
-0.09879,sur,1996
4.306,sur,1997
0.171,sur,1998
-2.223,sur,1999
-1.438,sur,2000
3.096,sur,2001
3.365,sur,2002
4.551,sur,2003
7.284,sur,2004
3.287,sur,2005
2.637,sur,2006
4.088,sur,2007
3.658,sur,2008
2.114,sur,2009
10.55,swz,1971
2.383,swz,1972
5.809,swz,1973
2.591,swz,1974
10.49,swz,1975
-5.089,swz,1976
-2.091,swz,1977
-1.787,swz,1978
-0.02734,swz,1979
9.084,swz,1980
11.33,swz,1981
-1.682,swz,1982
-1.745,swz,1983
2.764,swz,1984
0.07658,swz,1985
7.785,swz,1986
9.731,swz,1987
2.054,swz,1988
8.517,swz,1989
16.96,swz,1990
-1.051,swz,1991
0.8744,swz,1992
1.074,swz,1993
0.4507,swz,1994
2.738,swz,1995
1.623,swz,1996
0.8303,swz,1997
2.47,swz,1998
2.816,swz,1999
1.627,swz,2000
1.026,swz,2001
1.644,swz,2002
2.106,swz,2003
2.772,swz,2004
2.329,swz,2005
3.167,swz,2006
3.367,swz,2007
1.202,swz,2008
0.0669,swz,2009
0.7935,swz,2010
5.185,swe,1961
3.685,swe,1962
4.736,swe,1963
6.026,swe,1964
2.848,swe,1965
1.124,swe,1966
2.575,swe,1967
3.057,swe,1968
4.274,swe,1969
5.057,swe,1970
0.2524,swe,1971
1.987,swe,1972
3.789,swe,1973
2.899,swe,1974
2.146,swe,1975
0.6912,swe,1976
-1.945,swe,1977
1.456,swe,1978
3.614,swe,1979
1.494,swe,1980
-0.3219,swe,1981
1.135,swe,1982
1.764,swe,1983
4.177,swe,1984
2.021,swe,1985
2.622,swe,1986
3.112,swe,1987
2.196,swe,1988
2.096,swe,1989
0.2329,swe,1990
-1.793,swe,1991
-1.781,swe,1992
-2.625,swe,1993
3.276,swe,1994
3.395,swe,1995
1.451,swe,1996
2.65,swe,1997
4.147,swe,1998
4.578,swe,1999
4.285,swe,2000
0.9908,swe,2001
2.15,swe,2002
1.956,swe,2003
3.826,swe,2004
2.749,swe,2005
3.712,swe,2006
2.551,swe,2007
-1.385,swe,2008
-5.977,swe,2009
4.715,swe,2010
1.047,che,1981
-1.884,che,1982
0.2085,che,1983
2.639,che,1984
3.217,che,1985
1.33,che,1986
0.9494,che,1987
2.521,che,1988
3.491,che,1989
2.615,che,1990
-2.176,che,1991
-0.9977,che,1992
-1.09,che,1993
0.3874,che,1994
-0.3181,che,1995
0.185,che,1996
1.83,che,1997
2.334,che,1998
0.8291,che,1999
3.002,che,2000
0.514,che,2001
-0.3138,che,2002
-0.9355,che,2003
1.83,che,2004
1.985,che,2005
2.982,che,2006
2.722,che,2007
0.8064,che,2008
-3.096,che,2009
1.636,che,2010
7.307,syr,1961
20.54,syr,1962
-11.59,syr,1963
5.734,syr,1964
-1.042,syr,1965
-10.7,syr,1966
4.673,syr,1967
0.2791,syr,1968
14.8,syr,1969
-7.024,syr,1970
6.231,syr,1971
20.83,syr,1972
-11.61,syr,1973
20.0,syr,1974
15.58,syr,1975
7.348,syr,1976
-4.457,syr,1977
5.22,syr,1978
0.2462,syr,1979
8.254,syr,1980
5.788,syr,1981
-1.386,syr,1982
-2.048,syr,1983
-7.3,syr,1984
2.647,syr,1985
-7.95,syr,1986
-1.217,syr,1987
9.879,syr,1988
-11.63,syr,1989
4.515,syr,1990
4.789,syr,1991
10.23,syr,1992
2.241,syr,1993
4.764,syr,1994
3.05,syr,1995
1.9,syr,1996
-0.5135,syr,1997
3.932,syr,1998
-5.861,syr,1999
0.07155,syr,2000
2.219,syr,2001
2.729,syr,2002
-2.432,syr,2003
3.844,syr,2004
3.446,syr,2005
2.902,syr,2006
3.588,syr,2007
2.412,syr,2008
3.882,syr,2009
1.136,syr,2010
0.2794,tjk,1986
-4.332,tjk,1987
10.38,tjk,1988
-9.163,tjk,1989
-3.09,tjk,1990
-9.082,tjk,1991
-30.29,tjk,1992
-17.73,tjk,1993
-22.46,tjk,1994
-13.67,tjk,1995
-17.91,tjk,1996
0.2486,tjk,1997
3.859,tjk,1998
2.399,tjk,1999
7.098,tjk,2000
9.143,tjk,2001
8.176,tjk,2002
9.315,tjk,2003
9.659,tjk,2004
9.422,tjk,2005
5.532,tjk,2006
5.707,tjk,2007
6.399,tjk,2008
6.437,tjk,2009
2.357,tjk,2010
0.6039,tza,1989
3.789,tza,1990
-1.265,tza,1991
-2.773,tza,1992
-2.147,tza,1993
-1.659,tza,1994
0.4889,tza,1995
1.657,tza,1996
0.8386,tza,1997
1.124,tza,1998
2.25,tza,1999
2.302,tza,2000
3.29,tza,2001
4.388,tza,2002
4.023,tza,2003
4.952,tza,2004
4.456,tza,2005
3.792,tza,2006
4.147,tza,2007
4.389,tza,2008
2.984,tza,2009
3.976,tza,2010
2.228,tha,1961
4.34,tha,1962
4.762,tha,1963
3.625,tha,1964
4.937,tha,1965
7.803,tha,1966
5.392,tha,1967
4.937,tha,1968
3.437,tha,1969
8.183,tha,1970
1.889,tha,1971
1.332,tha,1972
7.195,tha,1973
1.685,tha,1974
2.298,tha,1975
6.674,tha,1976
7.299,tha,1977
7.845,tha,1978
3.11,tha,1979
2.98,tha,1980
3.77,tha,1981
3.301,tha,1982
3.578,tha,1983
3.762,tha,1984
2.683,tha,1985
3.533,tha,1986
7.447,tha,1987
11.24,tha,1988
10.37,tha,1989
9.634,tha,1990
7.355,tha,1991
7.128,tha,1992
7.43,tha,1993
8.148,tha,1994
8.279,tha,1995
4.833,tha,1996
-2.465,tha,1997
-11.56,tha,1998
3.195,tha,1999
3.512,tha,2000
0.9779,tha,2001
4.105,tha,2002
5.948,tha,2003
5.233,tha,2004
3.604,tha,2005
4.19,tha,2006
4.239,tha,2007
1.776,tha,2008
-2.953,tha,2009
7.162,tha,2010
12.74,tls,2000
-14.73,tls,2001
-1.683,tls,2002
-4.54,tls,2003
-0.4097,tls,2004
2.402,tls,2005
-8.322,tls,2006
5.515,tls,2007
11.18,tls,2008
5.158,tls,2009
5.117,tls,2010
11.05,tgo,1961
2.865,tgo,1962
3.853,tgo,1963
12.29,tgo,1964
12.4,tgo,1965
5.451,tgo,1966
0.9397,tgo,1967
0.2128,tgo,1968
6.044,tgo,1969
-1.318,tgo,1970
-3.143,tgo,1971
4.737,tgo,1972
1.405,tgo,1973
2.557,tgo,1974
0.2589,tgo,1975
-4.086,tgo,1976
4.796,tgo,1977
8.704,tgo,1978
-7.404,tgo,1979
11.48,tgo,1980
-6.275,tgo,1981
-6.806,tgo,1982
-8.716,tgo,1983
1.887,tgo,1984
2.021,tgo,1985
-1.695,tgo,1986
-2.64,tgo,1987
3.47,tgo,1988
1.202,tgo,1989
-2.73,tgo,1990
-2.879,tgo,1991
-5.861,tgo,1992
-16.73,tgo,1993
12.52,tgo,1994
5.135,tgo,1995
5.649,tgo,1996
10.68,tgo,1997
-5.574,tgo,1998
-0.8364,tgo,1999
-3.738,tgo,2000
-2.867,tgo,2001
1.563,tgo,2002
0.3296,tgo,2003
0.7013,tgo,2004
-1.06,tgo,2005
1.759,tgo,2006
0.06649,tgo,2007
0.1812,tgo,2008
1.04,tgo,2009
1.205,tgo,2010
4.484,ton,1982
1.881,ton,1983
1.67,ton,1984
6.428,ton,1985
1.907,ton,1986
2.71,ton,1987
-2.174,ton,1988
0.1107,ton,1989
-2.262,ton,1990
6.242,ton,1991
0.1249,ton,1992
3.613,ton,1993
4.788,ton,1994
3.478,ton,1995
-0.2902,ton,1996
-0.4988,ton,1997
2.279,ton,1998
3.386,ton,1999
2.838,ton,2000
3.033,ton,2001
3.132,ton,2002
1.972,ton,2003
0.3997,ton,2004
-1.578,ton,2005
-0.5314,ton,2006
-1.604,ton,2007
2.033,ton,2008
-0.7221,ton,2009
-0.9395,ton,2010
12.03,tto,1961
1.478,tto,1962
4.624,tto,1963
6.615,tto,1964
-0.489,tto,1965
2.518,tto,1966
0.3175,tto,1967
3.37,tto,1968
1.078,tto,1969
2.155,tto,1970
0.004691,tto,1971
4.936,tto,1972
0.9598,tto,1973
3.049,tto,1974
0.5758,tto,1975
5.279,tto,1976
7.822,tto,1977
8.553,tto,1978
2.082,tto,1979
8.644,tto,1980
2.779,tto,1981
2.137,tto,1982
-10.84,tto,1983
-7.288,tto,1984
-5.417,tto,1985
-4.281,tto,1986
-5.293,tto,1987
-4.485,tto,1988
-1.378,tto,1989
0.8773,tto,1990
1.949,tto,1991
-2.406,tto,1992
-2.229,tto,1993
2.784,tto,1994
3.259,tto,1995
3.34,tto,1996
2.172,tto,1997
7.27,tto,1998
3.944,tto,1999
5.708,tto,2000
3.701,tto,2001
7.631,tto,2002
14.04,tto,2003
7.525,tto,2004
5.417,tto,2005
12.77,tto,2006
4.385,tto,2007
1.987,tto,2008
-3.883,tto,2009
-0.2472,tto,2010
3.042,tun,1962
9.857,tun,1963
2.724,tun,1964
0.4052,tun,1965
1.238,tun,1966
-1.942,tun,1967
8.167,tun,1968
2.706,tun,1969
2.714,tun,1970
8.837,tun,1971
15.83,tun,1972
-2.395,tun,1973
6.009,tun,1974
4.916,tun,1975
5.409,tun,1976
0.8238,tun,1977
3.628,tun,1978
3.719,tun,1979
4.587,tun,1980
2.759,tun,1981
-3.067,tun,1982
2.014,tun,1983
3.685,tun,1984
2.479,tun,1985
-4.502,tun,1986
4.034,tun,1987
-2.129,tun,1988
0.4545,tun,1989
5.359,tun,1990
1.858,tun,1991
5.625,tun,1992
0.2127,tun,1993
1.329,tun,1994
0.728,tun,1995
5.592,tun,1996
4.003,tun,1997
3.635,tun,1998
4.643,tun,1999
3.126,tun,2000
3.657,tun,2001
0.5744,tun,2002
4.85,tun,2003
4.971,tun,2004
2.998,tun,2005
4.623,tun,2006
5.249,tun,2007
3.47,tun,2008
2.004,tun,2009
2.625,tun,2010
-1.413,tur,1961
2.938,tur,1962
6.408,tur,1963
2.964,tur,1964
0.4718,tur,1965
8.759,tur,1966
2.492,tur,1967
4.534,tur,1968
1.895,tur,1969
1.042,tur,1970
3.29,tur,1971
5.082,tur,1972
0.9981,tur,1973
3.289,tur,1974
4.858,tur,1975
8.11,tur,1976
1.23,tur,1977
-0.6372,tur,1978
-2.759,tur,1979
-4.599,tur,1980
2.476,tur,1981
1.169,tur,1982
2.556,tur,1983
4.34,tur,1984
2.049,tur,1985
4.901,tur,1986
7.448,tur,1987
0.5018,tur,1988
-1.448,tur,1989
7.39,tur,1990
-0.9964,tur,1991
3.267,tur,1992
5.86,tur,1993
-6.234,tur,1994
6.131,tur,1995
5.661,tur,1996
5.876,tur,1997
0.7184,tur,1998
-4.83,tur,1999
5.205,tur,2000
-7.037,tur,2001
4.702,tur,2002
3.848,tur,2003
7.905,tur,2004
6.958,tur,2005
5.469,tur,2006
3.279,tur,2007
-0.6625,tur,2008
-6.048,tur,2009
7.648,tur,2010
8.271,tkm,1988
-6.708,tkm,1989
-1.935,tkm,1990
-7.336,tkm,1991
-7.974,tkm,1992
-12.48,tkm,1993
-19.39,tkm,1994
-9.25,tkm,1995
-8.442,tkm,1996
-12.7,tkm,1997
5.26,tkm,1998
15.04,tkm,1999
17.22,tkm,2000
19.1,tkm,2001
14.58,tkm,2002
15.9,tkm,2003
15.98,tkm,2004
11.78,tkm,2005
10.15,tkm,2006
10.49,tkm,2007
13.31,tkm,2008
4.794,tkm,2009
7.85,tkm,2010
3.014,tuv,1991
2.258,tuv,1992
3.599,tuv,1993
9.803,tuv,1994
-5.406,tuv,1995
-6.337,tuv,1996
9.601,tuv,1997
15.06,tuv,1998
-1.984,tuv,1999
-1.444,tuv,2000
12.55,tuv,2001
4.887,tuv,2002
-3.806,tuv,2003
-1.886,tuv,2004
-4.575,tuv,2005
6.182,tuv,2006
4.557,tuv,2007
1.032,tuv,2008
-0.7735,tuv,2009
-2.078,tuv,2010
2.553,uga,1983
-3.469,uga,1984
-6.482,uga,1985
-3.059,uga,1986
0.2759,uga,1987
4.384,uga,1988
2.59,uga,1989
2.797,uga,1990
2.01,uga,1991
0.0266,uga,1992
4.858,uga,1993
3.076,uga,1994
8.109,uga,1995
5.809,uga,1996
2.014,uga,1997
1.841,uga,1998
4.862,uga,1999
0.02979,uga,2000
1.937,uga,2001
5.317,uga,2002
3.087,uga,2003
3.392,uga,2004
2.931,uga,2005
7.243,uga,2006
4.948,uga,2007
5.242,uga,2008
3.84,uga,2009
1.858,uga,2010
2.113,ukr,1988
3.368,ukr,1989
-6.56,ukr,1990
-8.602,ukr,1991
-9.958,ukr,1992
-14.27,ukr,1993
-22.55,ukr,1994
-11.5,ukr,1995
-9.198,ukr,1996
-2.112,ukr,1997
-1.019,ukr,1998
0.7455,ukr,1999
6.971,ukr,2000
10.3,ukr,2001
6.251,ukr,2002
10.29,ukr,2003
12.95,ukr,2004
3.455,ukr,2005
8.028,ukr,2006
8.546,ukr,2007
2.855,ukr,2008
-14.42,ukr,2009
4.614,ukr,2010
-0.4254,are,1976
4.633,are,1977
-13.91,are,1978
8.011,are,1979
13.05,are,1980
-2.617,are,1981
-11.97,are,1982
-9.417,are,1983
-1.024,are,1984
-8.596,are,1985
-19.71,are,1986
-2.616,are,1987
-8.329,are,1988
5.899,are,1989
11.82,are,1990
-4.483,are,1991
-2.006,are,1992
-3.875,are,1993
1.569,are,1994
1.438,are,1995
0.4339,are,1996
2.489,are,1997
-4.945,are,1998
-2.125,are,1999
5.866,are,2000
-2.334,are,2001
-0.8791,are,2002
4.121,are,2003
1.866,are,2004
-5.743,are,2005
-4.08,are,2006
-10.97,are,2007
-10.04,are,2008
-11.99,are,2009
-6.307,are,2010
1.796,gbr,1961
0.4717,gbr,1962
3.181,gbr,1963
4.357,gbr,1964
2.131,gbr,1965
1.488,gbr,1966
1.761,gbr,1967
3.48,gbr,1968
1.629,gbr,1969
2.047,gbr,1970
1.599,gbr,1971
3.216,gbr,1972
6.921,gbr,1973
-1.422,gbr,1974
-0.6193,gbr,1975
2.669,gbr,1976
2.428,gbr,1977
3.236,gbr,1978
2.596,gbr,1979
-2.204,gbr,1980
-1.251,gbr,1981
2.239,gbr,1982
3.656,gbr,1983
2.529,gbr,1984
3.389,gbr,1985
3.774,gbr,1986
4.34,gbr,1987
4.799,gbr,1988
2.016,gbr,1989
0.4785,gbr,1990
-1.697,gbr,1991
-0.1238,gbr,1992
1.977,gbr,1993
4.015,gbr,1994
2.78,gbr,1995
2.624,gbr,1996
5.934,gbr,1997
3.537,gbr,1998
3.311,gbr,1999
4.085,gbr,2000
2.775,gbr,2001
2.281,gbr,2002
3.107,gbr,2003
2.437,gbr,2004
1.482,gbr,2005
1.978,gbr,2006
2.803,gbr,2007
-1.758,gbr,2008
-5.019,gbr,2009
1.402,gbr,2010
0.6181,usa,1961
4.481,usa,1962
2.908,usa,1963
4.341,usa,1964
5.078,usa,1965
5.277,usa,1966
1.39,usa,1967
3.759,usa,1968
2.097,usa,1969
-0.9606,usa,1970
2.158,usa,1971
4.398,usa,1972
4.905,usa,1973
-1.424,usa,1974
-1.175,usa,1975
4.422,usa,1976
3.591,usa,1977
4.513,usa,1978
2.016,usa,1979
-1.24,usa,1980
1.54,usa,1981
-2.91,usa,1982
3.565,usa,1983
6.271,usa,1984
3.194,usa,1985
2.476,usa,1986
2.249,usa,1987
3.159,usa,1988
2.592,usa,1989
0.7119,usa,1990
-1.585,usa,1991
1.981,usa,1992
1.525,usa,1993
2.846,usa,1994
1.335,usa,1995
2.586,usa,1996
3.255,usa,1997
3.279,usa,1998
3.672,usa,1999
3.021,usa,2000
0.0977,usa,2001
0.8869,usa,2002
1.625,usa,2003
2.631,usa,2004
2.114,usa,2005
1.689,usa,2006
0.9768,usa,2007
-0.9617,usa,2008
-4.342,usa,2009
2.142,usa,2010
1.176,ury,1961
-2.791,ury,1962
-1.017,ury,1963
1.278,ury,1964
-0.04707,ury,1965
1.99,ury,1966
-4.61,ury,1967
0.9829,ury,1968
5.097,ury,1969
1.796,ury,1970
-0.5512,ury,1971
-1.43,ury,1972
0.2527,ury,1973
2.824,ury,1974
5.869,ury,1975
3.525,ury,1976
0.9012,ury,1977
4.685,ury,1978
5.466,ury,1979
5.128,ury,1980
0.8942,ury,1981
-10.35,ury,1982
-10.85,ury,1983
-1.777,ury,1984
0.8165,ury,1985
8.121,ury,1986
7.32,ury,1987
0.8455,ury,1988
0.4509,ury,1989
-0.3805,ury,1990
2.811,ury,1991
7.154,ury,1992
1.909,ury,1993
6.5,ury,1994
-2.153,ury,1995
5.182,ury,1996
7.86,ury,1997
3.957,ury,1998
-2.388,ury,1999
-2.287,ury,2000
-4.062,ury,2001
-7.737,ury,2002
0.9575,ury,2003
5.062,ury,2004
7.33,ury,2005
3.824,ury,2006
6.239,ury,2007
6.85,ury,2008
2.597,ury,2009
8.088,ury,2010
6.541,uzb,1988
0.6587,uzb,1989
-0.7584,uzb,1990
-2.591,uzb,1991
-13.26,uzb,1992
-4.495,uzb,1993
-7.043,uzb,1994
-2.675,uzb,1995
-0.2267,uzb,1996
3.235,uzb,1997
2.635,uzb,1998
2.808,uzb,1999
2.745,uzb,2000
2.889,uzb,2001
2.735,uzb,2002
2.996,uzb,2003
6.465,uzb,2004
5.761,uzb,2005
5.998,uzb,2006
7.953,uzb,2007
7.265,uzb,2008
6.292,uzb,2009
6.728,uzb,2010
-13.74,vut,1980
1.614,vut,1981
8.098,vut,1982
11.26,vut,1983
7.133,vut,1984
-1.294,vut,1985
-2.392,vut,1986
-5.097,vut,1987
-3.996,vut,1988
-0.9429,vut,1989
8.824,vut,1990
0.2973,vut,1991
-0.3674,vut,1992
-2.14,vut,1993
6.137,vut,1994
-1.395,vut,1995
0.2316,vut,1996
3.031,vut,1997
2.528,vut,1998
-1.488,vut,1999
3.727,vut,2000
-5.765,vut,2001
-6.86,vut,2002
0.9273,vut,2003
1.643,vut,2004
2.452,vut,2005
4.592,vut,2006
3.816,vut,2007
3.536,vut,2008
0.9074,vut,2009
0.3818,vut,2010
-0.6259,ven,1961
4.567,ven,1962
0.174,ven,1963
7.246,ven,1964
0.6294,ven,1965
-1.826,ven,1966
-0.4618,ven,1967
3.934,ven,1968
-2.51,ven,1969
4.208,ven,1970
-1.877,ven,1971
-2.103,ven,1972
3.491,ven,1973
-1.413,ven,1974
-0.6378,ven,1975
3.998,ven,1976
2.584,ven,1977
-1.147,ven,1978
-2.547,ven,1979
-7.4,ven,1980
-3.78,ven,1981
-4.984,ven,1982
-6.529,ven,1983
-1.369,ven,1984
-2.486,ven,1985
3.759,ven,1986
0.9925,ven,1987
3.255,ven,1988
-10.73,ven,1989
4.013,ven,1990
7.301,ven,1991
3.689,ven,1992
-1.918,ven,1993
-4.44,ven,1994
1.782,ven,1995
-2.234,ven,1996
4.254,ven,1997
-1.651,ven,1998
-7.759,ven,1999
1.793,ven,2000
1.499,ven,2001
-10.5,ven,2002
-9.386,ven,2003
16.24,ven,2004
8.45,ven,2005
8.027,ven,2006
6.965,ven,2007
3.574,ven,2008
-4.734,ven,2009
-3.026,ven,2010
1.732,vnm,1985
0.4332,vnm,1986
1.066,vnm,1987
2.621,vnm,1988
4.86,vnm,1989
3.122,vnm,1990
4.029,vnm,1991
6.729,vnm,1992
6.219,vnm,1993
7.026,vnm,1994
7.759,vnm,1995
7.604,vnm,1996
6.478,vnm,1997
4.153,vnm,1998
3.214,vnm,1999
5.365,vnm,2000
5.549,vnm,2001
5.845,vnm,2002
6.101,vnm,2003
6.507,vnm,2004
7.184,vnm,2005
7.034,vnm,2006
7.287,vnm,2007
5.185,vnm,2008
4.218,vnm,2009
5.674,vnm,2010
-0.5505,vir,1971
7.123,vir,1972
-2.04,vir,1973
-3.661,vir,1974
-4.845,vir,1975
-4.358,vir,1976
2.125,vir,1977
0.2199,vir,1978
8.872,vir,1979
8.711,vir,1980
1.905,vir,1981
-8.504,vir,1982
3.955,vir,1983
-0.2556,vir,1984
-1.473,vir,1985
2.474,vir,1986
7.934,vir,1987
3.033,vir,1988
8.7,vir,1989
1.366,pse,1995
-1.606,pse,1996
7.718,pse,1997
8.227,pse,1998
5.053,pse,1999
-8.783,pse,2000
-17.7,pse,2001
-13.16,pse,2002
2.487,pse,2003
2.608,pse,2004
2.648,pse,2005
1.275,yem,1991
2.876,yem,1992
-1.079,yem,1993
1.855,yem,1994
1.359,yem,1995
0.8916,yem,1996
1.88,yem,1997
2.9,yem,1998
0.8107,yem,1999
3.098,yem,2000
0.7189,yem,2001
0.8124,yem,2002
0.6067,yem,2003
0.8243,yem,2004
2.408,yem,2005
0.07149,yem,2006
0.2359,yem,2007
0.5344,yem,2008
0.7425,yem,2009
4.761,yem,2010
-1.552,zmb,1961
-5.344,zmb,1962
0.2086,zmb,1963
8.855,zmb,1964
13.13,zmb,1965
-8.423,zmb,1966
4.642,zmb,1967
-1.862,zmb,1968
-3.554,zmb,1969
1.442,zmb,1970
-3.356,zmb,1971
5.576,zmb,1972
-4.281,zmb,1973
2.87,zmb,1974
-5.506,zmb,1975
2.745,zmb,1976
-7.654,zmb,1977
-2.681,zmb,1978
-6.141,zmb,1979
-0.2827,zmb,1980
2.746,zmb,1981
-5.935,zmb,1982
-5.091,zmb,1983
-3.472,zmb,1984
-1.527,zmb,1985
-2.343,zmb,1986
-0.4012,zmb,1987
3.174,zmb,1988
-3.815,zmb,1989
-3.173,zmb,1990
-2.612,zmb,1991
-4.16,zmb,1992
4.203,zmb,1993
-10.88,zmb,1994
-5.293,zmb,1995
4.115,zmb,1996
0.4889,zmb,1997
-4.534,zmb,1998
-0.4795,zmb,1999
0.975,zmb,2000
2.408,zmb,2001
0.9464,zmb,2002
2.748,zmb,2003
2.988,zmb,2004
2.861,zmb,2005
3.624,zmb,2006
3.504,zmb,2007
2.914,zmb,2008
3.525,zmb,2009
5.918,zmb,2010
2.909,zwe,1961
-1.847,zwe,1962
2.792,zwe,1963
-4.313,zwe,1964
1.528,zwe,1965
-1.725,zwe,1966
4.916,zwe,1967
-1.283,zwe,1968
8.807,zwe,1969
18.56,zwe,1970
5.297,zwe,1971
4.677,zwe,1972
-0.8646,zwe,1973
3.06,zwe,1974
-5.151,zwe,1975
-2.749,zwe,1976
-9.792,zwe,1977
-5.805,zwe,1978
-0.1432,zwe,1979
10.38,zwe,1980
8.335,zwe,1981
-1.317,zwe,1982
-2.376,zwe,1983
-5.693,zwe,1984
2.933,zwe,1985
-1.611,zwe,1986
-2.399,zwe,1987
3.962,zwe,1988
1.921,zwe,1989
3.923,zwe,1990
2.792,zwe,1991
-11.14,zwe,1992
-1.095,zwe,1993
7.089,zwe,1994
-1.683,zwe,1995
8.443,zwe,1996
1.022,zwe,1997
1.415,zwe,1998
-1.965,zwe,1999
-3.867,zwe,2000
0.9109,zwe,2001
-9.131,zwe,2002
-17.03,zwe,2003
-5.695,zwe,2004
-5.507,zwe,2005
-3.145,zwe,2006
-3.28,zwe,2007
-17.47,zwe,2008
5.794,zwe,2009
8.168,zwe,2010
