traffic_mortality_45_59_per_100000_people,geo,time
31.68,mus,1993
26.42,mus,1994
27.3,mus,1995
23.69,mus,1996
26.25,mus,1997
18.73,mus,1998
21.9,mus,1999
27.77,mus,2000
25.49,mus,2001
32.67,mus,2002
20.91,mus,2003
21.29,mus,2004
19.15,mus,2005
10.42,mus,2006
14.39,mus,2007
22.39,mus,2008
2.339,mex,1955
3.835,mex,1956
3.866,mex,1957
5.181,mex,1958
4.409,mex,1959
3.849,mex,1960
4.795,mex,1961
5.468,mex,1962
11.11,mex,1963
12.32,mex,1964
12.87,mex,1965
12.89,mex,1966
12.51,mex,1967
15.31,mex,1968
12.64,mex,1969
11.86,mex,1970
13.94,mex,1971
15.65,mex,1972
14.19,mex,1973
25.91,mex,1974
26.86,mex,1975
31.82,mex,1976
30.85,mex,1977
32.86,mex,1978
37.68,mex,1979
35.29,mex,1980
39.0,mex,1981
33.85,mex,1982
33.5,mex,1983
26.09,mex,1984
24.89,mex,1985
25.39,mex,1986
23.34,mex,1987
24.66,mex,1988
25.32,mex,1989
26.17,mex,1990
24.75,mex,1991
24.26,mex,1992
23.42,mex,1993
23.16,mex,1994
21.46,mex,1995
22.26,mex,1996
21.65,mex,1997
17.16,mex,1998
17.21,mex,1999
13.89,mex,2000
14.14,mex,2001
14.73,mex,2002
14.86,mex,2003
14.78,mex,2004
15.34,mex,2005
16.48,mex,2006
13.33,mex,2007
29.17,mda,1981
30.78,mda,1982
17.65,mda,1985
20.72,mda,1986
20.8,mda,1987
25.5,mda,1988
32.1,mda,1989
33.02,mda,1990
31.39,mda,1991
27.3,mda,1992
19.41,mda,1993
21.86,mda,1994
23.53,mda,1995
18.17,mda,1996
19.4,mda,1997
19.87,mda,1998
14.54,mda,1999
14.92,mda,2000
17.17,mda,2001
16.58,mda,2002
16.63,mda,2003
19.17,mda,2004
17.06,mda,2005
16.1,mda,2006
16.17,mda,2007
17.98,mda,2008
7.67,nld,1950
9.628,nld,1951
10.42,nld,1952
11.98,nld,1953
14.29,nld,1954
16.45,nld,1955
16.22,nld,1956
18.07,nld,1957
15.05,nld,1958
17.02,nld,1959
18.44,nld,1960
19.49,nld,1961
19.75,nld,1962
17.48,nld,1963
18.59,nld,1964
20.55,nld,1965
19.29,nld,1966
22.05,nld,1967
20.04,nld,1968
22.33,nld,1969
21.66,nld,1970
22.61,nld,1971
21.01,nld,1972
18.83,nld,1973
13.15,nld,1974
14.14,nld,1975
14.97,nld,1976
15.04,nld,1977
14.38,nld,1978
9.756,nld,1979
9.742,nld,1980
9.223,nld,1981
9.526,nld,1982
9.883,nld,1983
9.833,nld,1984
8.79,nld,1985
9.102,nld,1986
8.399,nld,1987
7.699,nld,1988
8.058,nld,1989
6.729,nld,1990
6.351,nld,1991
6.036,nld,1992
5.541,nld,1993
6.143,nld,1994
5.379,nld,1995
5.456,nld,1996
5.535,nld,1997
5.196,nld,1998
5.15,nld,1999
5.495,nld,2000
4.85,nld,2001
4.358,nld,2002
4.15,nld,2003
3.982,nld,2004
3.98,nld,2005
3.472,nld,2006
3.606,nld,2007
3.74,nld,2008
11.04,nzl,1950
10.63,nzl,1951
10.05,nzl,1952
12.05,nzl,1953
14.17,nzl,1954
12.93,nzl,1955
16.18,nzl,1956
20.98,nzl,1957
15.97,nzl,1958
12.79,nzl,1959
15.55,nzl,1960
13.64,nzl,1961
13.89,nzl,1962
15.7,nzl,1963
17.02,nzl,1964
22.11,nzl,1965
22.52,nzl,1966
23.32,nzl,1967
18.42,nzl,1968
16.09,nzl,1969
23.73,nzl,1970
19.3,nzl,1971
19.64,nzl,1972
23.52,nzl,1973
13.39,nzl,1974
17.13,nzl,1975
17.85,nzl,1976
21.49,nzl,1977
19.32,nzl,1978
15.65,nzl,1979
14.34,nzl,1980
14.81,nzl,1981
15.11,nzl,1982
13.24,nzl,1983
13.58,nzl,1984
13.86,nzl,1985
16.88,nzl,1986
14.18,nzl,1987
14.11,nzl,1988
16.33,nzl,1989
14.89,nzl,1990
10.06,nzl,1991
13.28,nzl,1992
8.756,nzl,1993
12.85,nzl,1994
13.61,nzl,1995
10.21,nzl,1996
9.531,nzl,1997
9.348,nzl,1998
9.435,nzl,1999
9.575,nzl,2000
10.38,nzl,2001
10.49,nzl,2002
9.762,nzl,2003
9.728,nzl,2004
9.044,nzl,2005
9.029,nzl,2006
4.575,nor,1951
4.514,nor,1952
4.608,nor,1953
5.469,nor,1954
3.732,nor,1955
7.487,nor,1956
8.396,nor,1957
8.216,nor,1958
6.208,nor,1959
8.442,nor,1960
8.908,nor,1961
9.461,nor,1962
10.0,nor,1963
10.5,nor,1964
11.82,nor,1965
11.81,nor,1966
10.0,nor,1967
9.563,nor,1968
9.789,nor,1969
11.29,nor,1970
10.68,nor,1971
8.231,nor,1972
9.714,nor,1973
9.424,nor,1974
10.16,nor,1975
8.561,nor,1976
8.642,nor,1977
7.699,nor,1978
7.786,nor,1979
5.161,nor,1980
9.347,nor,1981
7.211,nor,1982
6.585,nor,1983
6.866,nor,1984
7.301,nor,1985
5.7,nor,1986
5.262,nor,1987
5.753,nor,1988
8.439,nor,1989
7.226,nor,1990
5.942,nor,1991
4.977,nor,1992
4.509,nor,1993
5.676,nor,1994
5.511,nor,1995
4.374,nor,1996
5.877,nor,1997
5.017,nor,1998
5.137,nor,1999
5.561,nor,2000
4.704,nor,2001
6.291,nor,2002
4.361,nor,2003
4.409,nor,2004
4.348,nor,2005
4.006,nor,2006
4.453,nor,2007
30.52,pan,1984
29.89,pan,1985
24.56,pan,1986
27.94,pan,1987
19.39,pan,1988
26.95,pan,1989
21.46,pan,1996
24.98,pan,1997
31.22,pan,1998
29.42,pan,1999
17.31,pan,2000
17.86,pan,2001
22.22,pan,2002
19.62,pan,2003
15.76,pan,2004
22.35,pan,2006
13.76,pry,1994
15.06,pry,1995
14.56,pry,1996
14.04,pry,1997
11.4,pry,1998
9.629,pry,1999
9.271,pry,2000
12.9,pry,2001
10.2,pry,2002
12.68,pry,2003
14.31,pry,2004
16.67,pry,2005
16.46,pry,2006
9.0,phl,1992
9.325,phl,1993
11.39,phl,1997
12.32,phl,1998
10.61,phl,1999
11.43,phl,2000
10.51,phl,2001
12.0,phl,2002
12.19,phl,2003
4.244,pol,1959
4.033,pol,1960
5.417,pol,1961
6.042,pol,1962
6.526,pol,1963
6.78,pol,1964
7.96,pol,1965
9.196,pol,1966
9.413,pol,1967
11.43,pol,1968
11.29,pol,1969
11.81,pol,1970
12.52,pol,1971
19.08,pol,1983
18.58,pol,1984
17.19,pol,1985
18.29,pol,1986
18.38,pol,1987
18.51,pol,1988
25.26,pol,1989
28.43,pol,1990
27.86,pol,1991
23.94,pol,1992
21.47,pol,1993
23.27,pol,1994
22.63,pol,1995
21.87,pol,1996
20.7,pol,1999
20.25,pol,2000
17.53,pol,2001
16.82,pol,2002
16.63,pol,2003
18.26,pol,2004
15.91,pol,2005
15.11,pol,2006
15.68,pol,2007
16.32,pol,2008
8.29,prt,1955
8.817,prt,1956
8.84,prt,1957
10.5,prt,1958
11.92,prt,1959
11.76,prt,1960
12.22,prt,1961
11.69,prt,1962
15.19,prt,1963
18.1,prt,1964
16.5,prt,1965
22.19,prt,1966
20.94,prt,1967
24.8,prt,1968
24.62,prt,1969
27.23,prt,1970
34.59,prt,1971
31.84,prt,1972
34.72,prt,1973
33.43,prt,1974
40.75,prt,1975
40.75,prt,1976
32.52,prt,1977
35.3,prt,1978
38.82,prt,1979
32.28,prt,1980
40.06,prt,1981
36.2,prt,1982
34.66,prt,1983
31.73,prt,1984
29.31,prt,1985
29.02,prt,1986
29.65,prt,1987
29.75,prt,1988
29.04,prt,1989
25.05,prt,1990
26.58,prt,1991
23.25,prt,1992
21.89,prt,1993
19.39,prt,1994
21.22,prt,1995
21.66,prt,1996
17.81,prt,1997
16.99,prt,1998
12.78,prt,1999
11.69,prt,2000
14.49,prt,2001
17.88,prt,2002
16.94,prt,2003
17.37,rou,1989
33.4,rou,1990
25.82,rou,1991
25.61,rou,1992
24.06,rou,1993
27.93,rou,1994
29.32,rou,1995
29.0,rou,1996
25.71,rou,1997
24.14,rou,1998
14.9,rou,1999
15.34,rou,2000
16.04,rou,2001
14.79,rou,2002
14.35,rou,2003
13.9,rou,2004
15.42,rou,2005
15.14,rou,2006
15.04,rou,2007
17.9,rou,2008
20.37,rus,1980
21.04,rus,1981
21.21,rus,1982
19.14,rus,1983
18.43,rus,1984
15.54,rus,1985
13.23,rus,1986
14.22,rus,1987
19.64,rus,1988
24.75,rus,1989
27.08,rus,1990
29.62,rus,1991
28.2,rus,1992
29.15,rus,1993
26.44,rus,1994
24.56,rus,1995
21.19,rus,1996
19.02,rus,1997
21.25,rus,1998
30.08,rus,1999
31.03,rus,2000
32.49,rus,2001
32.13,rus,2002
32.67,rus,2003
30.9,rus,2004
29.82,rus,2005
27.63,rus,2006
13.46,srb,1998
12.18,srb,1999
10.46,srb,2000
12.79,srb,2001
9.041,srb,2002
8.571,srb,2003
8.116,srb,2004
10.27,srb,2005
11.58,srb,2006
12.65,srb,2007
12.17,srb,2008
20.4,sgp,1963
19.79,sgp,1964
11.98,sgp,1965
21.57,sgp,1966
19.54,sgp,1967
18.28,sgp,1968
18.54,sgp,1969
17.4,sgp,1970
26.62,sgp,1971
19.94,sgp,1972
29.26,sgp,1973
17.84,sgp,1974
16.12,sgp,1975
13.33,sgp,1976
13.33,sgp,1977
13.5,sgp,1978
13.77,sgp,1979
11.26,sgp,1980
16.1,sgp,1981
14.45,sgp,1982
16.39,sgp,1983
14.8,sgp,1984
14.26,sgp,1985
10.95,sgp,1986
7.662,sgp,1987
11.62,sgp,1988
8.421,sgp,1989
10.08,sgp,1990
8.381,sgp,1991
7.243,sgp,1992
6.582,sgp,1993
6.705,sgp,1994
6.569,sgp,1995
5.415,sgp,1996
6.203,sgp,1997
5.427,sgp,1998
3.799,sgp,1999
5.775,sgp,2000
4.005,sgp,2001
3.618,sgp,2002
5.437,sgp,2003
5.057,sgp,2004
4.702,sgp,2005
24.06,svk,1992
18.65,svk,1993
16.95,svk,1994
19.43,svk,1995
16.26,svk,1996
21.39,svk,1997
20.7,svk,1998
17.07,svk,1999
15.5,svk,2000
15.57,svk,2001
12.82,svk,2002
17.85,svk,2003
15.39,svk,2004
14.37,svk,2005
21.59,svn,1985
28.63,svn,1986
24.9,svn,1987
25.37,svn,1988
26.01,svn,1989
24.68,svn,1990
24.55,svn,1991
21.09,svn,1992
19.27,svn,1993
20.8,svn,1994
17.48,svn,1995
16.67,svn,1996
16.13,svn,1997
12.32,svn,1998
16.1,svn,1999
15.72,svn,2000
11.69,svn,2001
12.18,svn,2002
11.94,svn,2003
12.76,svn,2004
9.825,svn,2005
9.139,svn,2006
11.72,svn,2007
11.39,svn,2008
4.31,esp,1951
4.095,esp,1952
3.298,esp,1953
5.45,esp,1954
6.267,esp,1955
7.401,esp,1956
6.695,esp,1957
6.641,esp,1958
7.38,esp,1959
9.862,esp,1960
10.79,esp,1961
12.12,esp,1962
9.92,esp,1963
10.43,esp,1964
11.45,esp,1965
13.72,esp,1966
13.67,esp,1967
12.74,esp,1968
14.94,esp,1969
17.42,esp,1970
20.96,esp,1971
18.84,esp,1972
16.48,esp,1973
15.79,esp,1974
17.55,esp,1975
19.92,esp,1976
20.14,esp,1977
19.49,esp,1978
19.44,esp,1979
18.26,esp,1980
17.49,esp,1981
15.08,esp,1982
14.8,esp,1983
15.74,esp,1984
15.16,esp,1985
16.22,esp,1986
16.56,esp,1987
19.27,esp,1988
20.44,esp,1989
18.75,esp,1990
17.2,esp,1991
14.78,esp,1992
14.63,esp,1993
14.11,esp,1994
13.84,esp,1995
14.42,esp,1996
13.85,esp,1997
14.45,esp,1998
13.91,esp,1999
13.89,esp,2000
13.91,esp,2001
12.22,esp,2002
11.62,esp,2003
10.67,esp,2004
9.688,esp,2005
4.212,lka,1950
4.938,lka,1951
5.376,lka,1952
6.049,lka,1953
5.137,lka,1954
5.634,lka,1955
4.661,lka,1956
4.842,lka,1957
5.917,lka,1958
5.248,lka,1959
3.512,lka,1960
2.674,lka,1961
6.629,lka,1962
3.501,lka,1963
2.926,lka,1964
3.293,lka,1965
3.202,lka,1966
2.49,lka,1967
3.172,lka,1968
4.578,lka,1977
7.203,lka,1980
7.654,lka,1981
12.0,lka,1983
10.98,lka,1984
6.037,lka,1985
5.391,lka,1986
7.363,swe,1951
10.2,swe,1952
11.1,swe,1953
13.31,swe,1954
13.22,swe,1955
11.72,swe,1956
11.02,swe,1957
12.7,swe,1958
14.8,swe,1959
13.21,swe,1960
13.55,swe,1961
14.51,swe,1962
15.67,swe,1963
15.22,swe,1964
19.22,swe,1965
18.41,swe,1966
13.49,swe,1967
16.04,swe,1968
15.14,swe,1969
14.48,swe,1970
14.05,swe,1971
13.24,swe,1972
13.69,swe,1973
14.37,swe,1974
12.68,swe,1975
12.44,swe,1976
11.26,swe,1977
10.45,swe,1978
10.75,swe,1979
9.122,swe,1980
8.183,swe,1981
7.275,swe,1982
6.696,swe,1983
7.053,swe,1984
7.511,swe,1985
8.567,swe,1986
6.043,swe,1987
7.291,swe,1988
8.389,swe,1989
7.963,swe,1990
6.095,swe,1991
6.78,swe,1992
5.632,swe,1993
4.047,swe,1994
5.396,swe,1995
4.979,swe,1996
4.42,swe,1997
4.849,swe,1998
5.045,swe,1999
5.237,swe,2000
5.615,swe,2001
4.75,swe,2002
4.507,swe,2003
4.05,swe,2004
4.272,swe,2005
4.602,swe,2006
4.684,swe,2007
15.7,che,1951
16.97,che,1952
17.36,che,1953
18.56,che,1954
20.45,che,1955
21.54,che,1956
23.19,che,1957
23.22,che,1958
23.17,che,1959
26.42,che,1960
24.01,che,1961
25.36,che,1962
25.75,che,1963
27.7,che,1964
24.21,che,1965
23.85,che,1966
23.58,che,1967
23.58,che,1968
22.71,che,1969
25.13,che,1970
28.9,che,1971
24.95,che,1972
20.62,che,1973
20.17,che,1974
15.92,che,1975
16.24,che,1976
14.87,che,1977
17.09,che,1978
16.52,che,1979
16.96,che,1980
11.95,che,1981
16.46,che,1982
12.82,che,1983
14.92,che,1984
9.545,che,1985
12.24,che,1986
11.48,che,1987
8.756,che,1988
9.543,che,1989
9.901,che,1990
9.891,che,1991
7.629,che,1992
6.265,che,1993
5.922,che,1994
7.706,che,1995
6.93,che,1996
7.859,che,1997
6.518,che,1998
6.349,che,1999
8.289,che,2000
8.127,che,2001
5.863,che,2002
6.243,che,2003
6.095,che,2004
4.619,che,2005
4.674,che,2006
4.998,che,2007
0.0,tto,1951
0.0,tto,1952
17.28,tto,1953
20.44,tto,1954
19.33,tto,1955
20.97,tto,1956
20.19,tto,1957
23.86,tto,1958
34.25,tto,1960
32.36,tto,1961
16.87,tto,1962
17.02,tto,1963
23.1,tto,1967
22.8,tto,1968
24.99,tto,1970
28.98,tto,1971
37.32,tto,1972
34.29,tto,1973
35.13,tto,1974
23.73,tto,1975
36.16,tto,1976
34.57,tto,1977
28.76,tto,1978
27.86,tto,1979
19.79,tto,1980
20.52,tto,1981
26.81,tto,1982
23.81,tto,1983
29.07,tto,1984
25.89,tto,1985
16.58,tto,1986
21.23,tto,1987
21.66,tto,1988
21.93,tto,1989
10.35,tto,1990
12.44,tto,1991
17.87,tto,1992
20.24,tto,1993
12.4,tto,1994
14.58,tto,1995
18.62,tto,1996
11.23,tto,1997
14.01,tto,1998
22.89,tto,1999
18.6,tto,2000
18.29,tto,2001
20.64,tto,2002
17.9,tkm,1981
16.08,tkm,1982
18.17,tkm,1985
11.7,tkm,1986
18.91,tkm,1987
23.87,tkm,1988
23.2,tkm,1989
24.86,tkm,1990
25.73,tkm,1991
16.55,tkm,1992
27.08,tkm,1993
14.24,tkm,1994
11.62,tkm,1995
10.92,tkm,1996
13.52,tkm,1997
9.139,tkm,1998
16.71,ukr,1981
16.12,ukr,1982
12.71,ukr,1985
11.95,ukr,1986
12.94,ukr,1987
18.61,ukr,1988
23.4,ukr,1989
25.21,ukr,1990
24.9,ukr,1991
23.46,ukr,1992
19.42,ukr,1993
18.75,ukr,1994
19.59,ukr,1995
16.98,ukr,1996
14.08,ukr,1997
12.51,ukr,1998
11.97,ukr,1999
13.22,ukr,2000
16.76,ukr,2001
18.47,ukr,2002
19.15,ukr,2003
19.5,ukr,2004
24.16,ukr,2005
23.81,ukr,2006
7.121,gbr,1950
7.441,gbr,1951
6.931,gbr,1952
7.9,gbr,1953
8.519,gbr,1954
8.43,gbr,1955
9.362,gbr,1956
8.744,gbr,1957
9.985,gbr,1958
10.56,gbr,1959
12.31,gbr,1960
11.05,gbr,1961
11.33,gbr,1962
11.44,gbr,1963
12.23,gbr,1964
13.28,gbr,1965
13.16,gbr,1966
12.43,gbr,1967
10.32,gbr,1968
11.4,gbr,1969
11.91,gbr,1970
11.63,gbr,1971
11.5,gbr,1972
11.87,gbr,1973
10.06,gbr,1974
9.542,gbr,1975
9.639,gbr,1976
9.008,gbr,1977
10.35,gbr,1978
9.539,gbr,1979
8.749,gbr,1980
6.383,gbr,1981
8.117,gbr,1982
7.785,gbr,1983
6.907,gbr,1984
7.088,gbr,1985
7.28,gbr,1986
6.81,gbr,1987
6.607,gbr,1988
6.652,gbr,1989
6.913,gbr,1990
6.404,gbr,1991
5.876,gbr,1992
5.133,gbr,1993
4.411,gbr,1994
4.457,gbr,1995
4.636,gbr,1996
4.298,gbr,1997
4.622,gbr,1998
4.146,gbr,1999
4.204,gbr,2000
4.171,gbr,2001
4.254,gbr,2002
4.655,gbr,2003
4.034,gbr,2004
4.071,gbr,2005
4.271,gbr,2006
4.05,gbr,2007
23.56,usa,1950
25.04,usa,1951
25.46,usa,1952
24.54,usa,1953
22.82,usa,1954
23.76,usa,1955
24.34,usa,1956
23.52,usa,1957
21.82,usa,1958
22.41,usa,1959
22.21,usa,1960
21.67,usa,1961
22.63,usa,1962
24.51,usa,1963
25.45,usa,1964
26.19,usa,1965
27.19,usa,1966
26.28,usa,1967
26.41,usa,1968
26.01,usa,1969
25.87,usa,1970
24.15,usa,1971
24.94,usa,1972
23.19,usa,1973
18.47,usa,1974
17.3,usa,1975
17.39,usa,1976
17.8,usa,1977
17.99,usa,1978
17.97,usa,1979
18.16,usa,1980
17.56,usa,1981
15.38,usa,1982
14.71,usa,1983
15.16,usa,1984
14.96,usa,1985
14.88,usa,1986
15.12,usa,1987
15.51,usa,1988
15.43,usa,1989
15.43,usa,1990
13.9,usa,1991
13.45,usa,1992
13.07,usa,1993
13.73,usa,1994
13.82,usa,1995
13.97,usa,1996
14.27,usa,1997
14.29,usa,1998
14.18,usa,1999
14.16,usa,2000
14.08,usa,2001
14.47,usa,2002
14.76,usa,2003
14.79,usa,2004
15.04,usa,2005
10.31,ury,1955
9.125,ury,1956
6.196,ury,1957
7.137,ury,1958
9.244,ury,1959
6.311,ury,1960
8.936,ury,1963
7.692,ury,1964
10.49,ury,1965
9.281,ury,1966
9.223,ury,1967
7.821,ury,1968
8.896,ury,1969
8.866,ury,1970
10.69,ury,1971
5.775,ury,1972
8.531,ury,1973
7.119,ury,1974
8.424,ury,1975
8.111,ury,1976
5.639,ury,1977
8.448,ury,1978
11.73,ury,1980
14.9,ury,1981
10.54,ury,1982
11.3,ury,1983
9.225,ury,1984
9.348,ury,1985
8.043,ury,1986
12.45,ury,1987
16.25,ury,1988
18.56,ury,1989
13.51,ury,1990
16.56,ury,1993
20.2,ury,1994
16.68,ury,1995
18.03,ury,1996
18.35,ury,1997
15.96,ury,1998
15.0,ury,1999
12.05,ury,2000
15.05,ury,2001
17.04,ury,2004
14.11,uzb,1981
15.28,uzb,1982
18.59,uzb,1985
16.07,uzb,1986
18.21,uzb,1987
23.16,uzb,1988
24.33,uzb,1989
26.37,uzb,1990
23.42,uzb,1991
17.78,uzb,1992
12.47,uzb,1993
10.91,uzb,1994
10.53,uzb,1995
13.22,uzb,1996
11.11,uzb,1997
11.78,uzb,1998
12.63,uzb,1999
13.09,uzb,2000
13.15,uzb,2001
8.631,uzb,2002
11.65,uzb,2003
16.56,uzb,2004
14.69,uzb,2005
16.43,ven,1955
14.69,ven,1956
20.19,ven,1957
23.7,ven,1958
27.01,ven,1959
28.62,ven,1960
28.23,ven,1961
23.05,ven,1962
29.32,ven,1963
25.64,ven,1964
29.29,ven,1965
33.84,ven,1966
32.68,ven,1967
32.42,ven,1968
37.17,ven,1969
41.53,ven,1970
39.35,ven,1971
44.81,ven,1972
48.26,ven,1973
52.17,ven,1974
55.76,ven,1975
52.76,ven,1976
51.91,ven,1977
55.49,ven,1978
47.56,ven,1979
46.39,ven,1980
42.36,ven,1981
44.14,ven,1982
37.76,ven,1983
34.48,ven,1985
33.57,ven,1986
39.98,ven,1987
34.49,ven,1988
30.45,ven,1989
29.87,ven,1990
35.37,ven,1992
31.81,ven,1993
30.6,ven,1994
20.45,ven,1996
23.65,ven,1997
27.13,ven,1998
25.77,ven,1999
27.0,ven,2000
31.11,ven,2001
30.04,ven,2002
26.54,ven,2003
27.12,ven,2004
26.79,ven,2005
32.77,ven,2007
5.057,cheslo,1953
5.775,cheslo,1954
6.951,cheslo,1955
7.857,cheslo,1956
9.353,cheslo,1957
8.799,cheslo,1958
13.86,cheslo,1959
12.96,cheslo,1960
12.78,cheslo,1961
13.65,cheslo,1962
13.25,cheslo,1963
15.51,cheslo,1964
15.58,cheslo,1965
15.76,cheslo,1966
17.37,cheslo,1967
21.31,cheslo,1968
23.14,cheslo,1969
22.12,cheslo,1970
23.59,cheslo,1971
21.26,cheslo,1972
21.86,cheslo,1973
20.35,cheslo,1974
19.34,cheslo,1975
20.58,cheslo,1976
21.45,cheslo,1977
20.47,cheslo,1978
18.04,cheslo,1979
16.35,cheslo,1980
14.03,cheslo,1981
12.57,cheslo,1982
14.39,cheslo,1983
12.28,cheslo,1984
13.21,cheslo,1985
13.24,cheslo,1986
11.57,cheslo,1987
11.83,cheslo,1988
14.78,cheslo,1989
15.64,cheslo,1990
15.66,cheslo,1991
10.9,deu_east,1973
12.16,deu_east,1974
13.92,deu_east,1977
9.922,deu_east,1980
10.34,deu_east,1981
10.27,deu_east,1982
9.622,deu_east,1983
10.19,deu_east,1984
9.717,deu_east,1985
10.63,deu_east,1986
9.614,deu_east,1987
12.32,deu_east,1988
11.81,deu_east,1989
18.03,deu_east,1990
14.74,deu_west,1952
17.1,deu_west,1953
18.87,deu_west,1954
21.71,deu_west,1955
22.18,deu_west,1956
20.85,deu_west,1957
19.63,deu_west,1958
22.18,deu_west,1959
23.66,deu_west,1960
23.1,deu_west,1961
22.54,deu_west,1962
21.94,deu_west,1963
24.48,deu_west,1964
23.15,deu_west,1965
23.89,deu_west,1966
24.08,deu_west,1967
22.72,deu_west,1968
22.66,deu_west,1969
25.41,deu_west,1970
22.88,deu_west,1971
22.37,deu_west,1972
20.08,deu_west,1973
17.41,deu_west,1974
16.87,deu_west,1975
16.87,deu_west,1976
16.83,deu_west,1977
16.41,deu_west,1978
15.22,deu_west,1979
14.68,deu_west,1980
12.98,deu_west,1981
12.03,deu_west,1982
12.93,deu_west,1983
11.41,deu_west,1984
9.776,deu_west,1985
10.29,deu_west,1986
9.001,deu_west,1987
9.572,deu_west,1988
9.169,deu_west,1989
8.697,deu_west,1990
19.65,ussr,1982
18.16,ussr,1983
17.62,ussr,1984
15.14,ussr,1985
13.64,ussr,1986
14.38,ussr,1987
20.04,ussr,1988
24.97,ussr,1989
26.93,ussr,1990
16.55,yug,1968
19.74,yug,1969
32.55,yug,1978
33.01,yug,1979
28.62,yug,1980
29.02,yug,1981
27.89,yug,1982
26.38,yug,1983
26.75,yug,1984
22.48,yug,1985
25.84,yug,1986
21.03,yug,1987
20.24,yug,1988
20.69,yug,1989
21.43,yug,1990
13.34,scg,1997
12.43,scg,1998
11.59,scg,1999
10.09,scg,2000
12.8,scg,2001
8.587,scg,2002
