services_percent_of_gdp,geo,time
64.39,swe,1989
65.36,swe,1990
67.41,swe,1991
69.22,swe,1992
69.36,swe,1993
68.34,swe,1994
66.49,swe,1995
67.99,swe,1996
68.23,swe,1997
68.26,swe,1998
68.89,swe,1999
69.11,swe,2000
69.76,swe,2001
70.03,swe,2002
70.41,swe,2003
70.09,swe,2004
70.65,swe,2005
70.33,swe,2006
70.07,swe,2007
71.43,swe,2008
73.61,swe,2009
71.5,swe,2010
61.15,che,1980
62.02,che,1981
63.11,che,1982
63.52,che,1983
63.83,che,1984
63.77,che,1985
63.72,che,1986
63.61,che,1987
64.27,che,1988
64.68,che,1989
65.12,che,1990
65.7,che,1991
66.73,che,1992
67.72,che,1993
67.05,che,1994
67.62,che,1995
69.06,che,1996
69.76,che,1997
70.33,che,1998
70.48,che,1999
71.14,che,2000
70.8,che,2001
71.37,che,2002
71.83,che,2003
71.94,che,2004
71.56,che,2005
71.21,che,2006
71.2,che,2007
71.1,che,2008
72.4,che,2009
71.75,che,2010
54.77,syr,1985
51.39,syr,1986
52.76,syr,1987
46.81,syr,1988
49.96,syr,1989
44.73,syr,1990
43.85,syr,1991
46.72,syr,1992
47.74,syr,1993
48.86,syr,1994
48.15,syr,1995
42.45,syr,1996
41.21,syr,1997
41.84,syr,1998
41.18,syr,1999
38.31,syr,2000
39.73,syr,2001
40.99,syr,2002
44.95,syr,2003
42.98,syr,2004
44.31,syr,2005
45.5,syr,2006
49.09,syr,2007
49.35,syr,2008
46.47,syr,2009
25.02,tjk,1985
26.77,tjk,1986
26.53,tjk,1987
29.09,tjk,1988
31.75,tjk,1989
29.08,tjk,1990
26.45,tjk,1991
26.54,tjk,1992
30.18,tjk,1993
35.02,tjk,1994
22.23,tjk,1995
29.45,tjk,1996
35.93,tjk,1997
45.83,tjk,1998
43.0,tjk,1999
33.72,tjk,2000
33.77,tjk,2001
35.91,tjk,2002
35.45,tjk,2003
46.6,tjk,2004
44.74,tjk,2005
47.77,tjk,2006
50.37,tjk,2007
48.43,tjk,2008
53.91,tjk,2009
56.64,tjk,2010
36.39,tza,1990
34.97,tza,1991
35.8,tza,1992
36.32,tza,1993
39.88,tza,1994
38.36,tza,1995
37.75,tza,1996
38.92,tza,1997
46.15,tza,1998
46.39,tza,1999
47.34,tza,2000
47.83,tza,2001
46.48,tza,2002
44.96,tza,2003
44.32,tza,2004
45.52,tza,2005
46.71,tza,2006
46.7,tza,2007
47.15,tza,2008
46.93,tza,2009
46.47,tza,2010
45.04,tha,1960
45.0,tha,1961
45.05,tha,1962
45.91,tha,1963
47.67,tha,1964
45.19,tha,1965
44.09,tha,1966
45.8,tha,1967
46.41,tha,1968
46.38,tha,1969
48.78,tha,1970
49.02,tha,1971
47.38,tha,1972
45.52,tha,1973
46.35,tha,1974
47.35,tha,1975
45.69,tha,1976
45.87,tha,1977
45.94,tha,1978
45.66,tha,1979
48.08,tha,1980
48.54,tha,1981
51.94,tha,1982
49.36,tha,1983
50.45,tha,1984
52.35,tha,1985
51.25,tha,1986
50.92,tha,1987
49.24,tha,1988
48.67,tha,1989
50.28,tha,1990
48.69,tha,1991
49.65,tha,1992
50.88,tha,1993
50.31,tha,1994
49.75,tha,1995
49.68,tha,1996
50.39,tha,1997
49.59,tha,1998
49.68,tha,1999
48.99,tha,2000
48.72,tha,2001
48.13,tha,2002
45.96,tha,2003
46.3,tha,2004
45.77,tha,2005
44.88,tha,2006
44.59,tha,2007
44.39,tha,2008
45.2,tha,2009
42.96,tha,2010
40.1,tls,1999
55.72,tls,2000
29.63,tgo,1960
29.35,tgo,1961
32.41,tgo,1962
29.91,tgo,1963
31.94,tgo,1964
34.42,tgo,1965
34.09,tgo,1966
32.46,tgo,1967
33.56,tgo,1968
35.78,tgo,1969
45.16,tgo,1970
45.75,tgo,1971
48.94,tgo,1972
47.79,tgo,1973
42.25,tgo,1974
46.86,tgo,1975
47.23,tgo,1976
45.08,tgo,1977
53.12,tgo,1978
49.39,tgo,1979
47.73,tgo,1980
49.33,tgo,1981
49.67,tgo,1982
44.11,tgo,1983
46.34,tgo,1984
44.67,tgo,1985
45.37,tgo,1986
46.54,tgo,1987
44.88,tgo,1988
43.46,tgo,1989
43.72,tgo,1990
42.02,tgo,1991
40.96,tgo,1992
35.18,tgo,1993
43.85,tgo,1994
40.06,tgo,1995
38.1,tgo,1996
37.68,tgo,1997
48.17,tgo,1998
46.86,tgo,1999
47.93,tgo,2000
45.03,tgo,2001
43.34,tgo,2002
37.05,tgo,2003
36.03,tgo,2004
32.6,tgo,2005
39.52,ton,1975
43.65,ton,1976
44.75,ton,1977
44.23,ton,1978
43.15,ton,1979
47.05,ton,1980
48.01,ton,1981
49.44,ton,1982
48.03,ton,1983
46.03,ton,1984
47.32,ton,1985
46.52,ton,1986
48.64,ton,1987
49.08,ton,1988
48.94,ton,1989
50.48,ton,1990
51.58,ton,1991
49.13,ton,1992
47.17,ton,1993
53.71,ton,1994
54.64,ton,1995
53.84,ton,1996
56.16,ton,1997
55.79,ton,1998
54.2,ton,1999
55.88,ton,2000
57.22,ton,2001
57.21,ton,2002
56.4,ton,2003
56.64,ton,2004
58.79,ton,2005
62.15,ton,2006
60.39,ton,2007
61.61,ton,2008
61.49,ton,2009
61.86,ton,2010
52.04,tto,1984
53.09,tto,1985
57.95,tto,1986
55.77,tto,1987
56.74,tto,1988
53.72,tto,1989
50.2,tto,1990
50.97,tto,1991
53.61,tto,1992
53.69,tto,1993
48.98,tto,1994
50.64,tto,1995
50.76,tto,1996
52.96,tto,1997
57.0,tto,1998
55.42,tto,1999
49.1,tto,2000
51.59,tto,2001
53.72,tto,2002
46.05,tto,2003
43.88,tto,2004
39.18,tto,2005
38.16,tto,2006
39.87,tto,2007
36.79,tto,2008
46.32,tto,2009
47.03,tto,2010
54.32,tun,1965
57.05,tun,1966
57.92,tun,1967
56.93,tun,1968
56.64,tun,1969
56.49,tun,1970
54.12,tun,1971
52.38,tun,1972
52.46,tun,1973
47.66,tun,1974
49.65,tun,1975
50.6,tun,1976
51.26,tun,1977
51.56,tun,1978
50.54,tun,1979
47.72,tun,1980
47.78,tun,1981
49.75,tun,1982
47.4,tun,1983
45.28,tun,1984
44.4,tun,1985
50.12,tun,1986
47.56,tun,1987
51.44,tun,1988
50.36,tun,1989
48.66,tun,1990
47.79,tun,1991
48.56,tun,1992
50.62,tun,1993
51.94,tun,1994
53.24,tun,1995
51.7,tun,1996
57.66,tun,1997
58.94,tun,1998
58.58,tun,1999
58.3,tun,2000
59.36,tun,2001
60.81,tun,2002
61.06,tun,2003
60.55,tun,2004
60.68,tun,2005
60.1,tun,2006
59.32,tun,2007
58.37,tun,2008
59.52,tun,2009
59.72,tun,2010
26.45,tur,1960
29.64,tur,1961
28.73,tur,1962
28.27,tur,1963
30.06,tur,1964
32.57,tur,1965
31.21,tur,1966
33.05,tur,1967
35.03,tur,1968
35.35,tur,1969
37.3,tur,1970
38.12,tur,1971
40.1,tur,1972
40.54,tur,1973
39.68,tur,1974
40.22,tur,1975
41.7,tur,1976
43.5,tur,1977
43.8,tur,1978
45.17,tur,1979
49.68,tur,1980
48.4,tur,1981
49.12,tur,1982
51.45,tur,1983
52.1,tur,1984
52.61,tur,1985
47.97,tur,1986
48.98,tur,1987
48.22,tur,1988
48.9,tur,1989
49.75,tur,1990
51.5,tur,1991
52.05,tur,1992
52.83,tur,1993
50.73,tur,1994
50.47,tur,1995
51.01,tur,1996
53.18,tur,1997
50.87,tur,1998
55.14,tur,1999
57.21,tur,2000
59.82,tur,2001
59.62,tur,2002
59.99,tur,2003
60.56,tur,2004
60.69,tur,2005
61.8,tur,2006
63.07,tur,2007
63.71,tur,2008
64.71,tur,2009
63.75,tur,2010
33.86,tkm,1987
34.33,tkm,1988
37.32,tkm,1989
38.16,tkm,1990
36.73,tkm,1991
77.5,tkm,1992
16.56,tkm,1993
19.33,tkm,1994
20.2,tkm,1995
17.85,tkm,1996
30.4,tkm,1997
31.62,tkm,1998
27.79,tkm,1999
31.24,tkm,2000
31.38,tkm,2001
35.61,tkm,2002
38.44,tkm,2003
40.45,tkm,2004
43.58,tkm,2005
46.26,tkm,2006
34.0,tkm,2007
34.0,tkm,2008
34.0,tkm,2009
34.0,tkm,2010
34.95,uga,1960
34.95,uga,1961
36.18,uga,1962
34.99,uga,1963
34.65,uga,1964
34.23,uga,1965
35.5,uga,1966
36.4,uga,1967
36.48,uga,1968
35.07,uga,1969
32.52,uga,1970
30.87,uga,1971
31.86,uga,1972
29.45,uga,1973
26.56,uga,1974
19.66,uga,1975
19.21,uga,1976
18.99,uga,1977
20.57,uga,1978
30.27,uga,1979
23.48,uga,1980
34.83,uga,1981
34.82,uga,1982
32.98,uga,1983
34.32,uga,1984
37.38,uga,1985
33.16,uga,1986
33.17,uga,1987
33.1,uga,1988
32.51,uga,1989
32.36,uga,1990
34.82,uga,1991
35.67,uga,1992
35.36,uga,1993
36.21,uga,1994
36.32,uga,1995
38.68,uga,1996
40.46,uga,1997
39.85,uga,1998
41.81,uga,1999
47.72,uga,2000
47.74,uga,2001
50.74,uga,2002
49.66,uga,2003
55.02,uga,2004
48.26,uga,2005
50.17,uga,2006
49.77,uga,2007
49.86,uga,2008
49.54,uga,2009
50.28,uga,2010
31.24,ukr,1987
31.37,ukr,1988
28.69,ukr,1989
29.86,ukr,1990
26.73,ukr,1991
28.73,ukr,1992
40.65,ukr,1993
36.24,ukr,1994
41.92,ukr,1995
47.97,ukr,1996
50.48,ukr,1997
49.63,ukr,1998
47.21,ukr,1999
46.6,ukr,2000
48.93,ukr,2001
50.84,ukr,2002
53.31,ukr,2003
52.2,ukr,2004
57.26,ukr,2005
55.2,ukr,2006
55.81,ukr,2007
58.48,ukr,2008
62.13,ukr,2009
60.88,ukr,2010
48.09,are,2001
50.25,are,2002
48.95,are,2003
46.66,are,2004
42.96,are,2005
41.0,are,2006
44.23,are,2007
41.09,are,2008
45.65,are,2009
55.04,gbr,1970
55.7,gbr,1971
56.22,gbr,1972
56.65,gbr,1973
57.16,gbr,1974
58.33,gbr,1975
57.86,gbr,1976
57.77,gbr,1977
57.76,gbr,1978
57.55,gbr,1979
57.17,gbr,1980
57.74,gbr,1981
58.31,gbr,1982
58.88,gbr,1983
59.44,gbr,1984
60.0,gbr,1985
60.62,gbr,1986
61.25,gbr,1987
61.89,gbr,1988
62.56,gbr,1989
64.12,gbr,1990
66.11,gbr,1991
67.18,gbr,1992
67.83,gbr,1993
67.47,gbr,1994
67.16,gbr,1995
67.61,gbr,1996
68.73,gbr,1997
70.31,gbr,1998
71.44,gbr,1999
71.7,gbr,2000
72.79,gbr,2001
74.09,gbr,2002
75.16,gbr,2003
75.58,gbr,2004
75.86,gbr,2005
75.85,gbr,2006
76.31,gbr,2007
76.39,gbr,2008
78.07,gbr,2009
77.61,gbr,2010
61.22,usa,1970
61.97,usa,1971
61.86,usa,1972
60.77,usa,1973
61.62,usa,1974
62.69,usa,1975
62.66,usa,1976
62.49,usa,1977
62.63,usa,1978
62.86,usa,1979
63.57,usa,1980
62.74,usa,1981
64.19,usa,1982
66.33,usa,1983
65.54,usa,1984
66.7,usa,1985
68.32,usa,1986
68.54,usa,1987
68.34,usa,1988
69.27,usa,1989
70.05,usa,1990
71.41,usa,1991
72.21,usa,1992
72.44,usa,1993
71.98,usa,1994
72.08,usa,1995
72.37,usa,1996
72.95,usa,1997
74.6,usa,1998
74.73,usa,1999
75.37,usa,2000
76.52,usa,2001
77.19,usa,2002
77.24,usa,2003
76.64,usa,2004
76.65,usa,2005
76.74,usa,2006
76.95,usa,2007
77.45,usa,2008
78.94,usa,2009
53.46,ury,1983
50.96,ury,1984
50.46,ury,1985
51.12,ury,1986
50.46,ury,1987
53.76,ury,1988
55.43,ury,1989
56.15,ury,1990
55.95,ury,1991
58.4,ury,1992
62.97,ury,1993
64.08,ury,1994
62.46,ury,1995
63.44,ury,1996
65.92,ury,1997
65.78,ury,1998
67.27,ury,1999
68.53,ury,2000
68.95,ury,2001
66.99,ury,2002
62.8,ury,2003
61.51,ury,2004
62.5,ury,2005
62.88,ury,2006
62.63,ury,2007
63.29,ury,2008
65.34,ury,2009
64.89,ury,2010
34.13,uzb,1987
34.95,uzb,1988
36.3,uzb,1989
34.27,uzb,1990
26.46,uzb,1991
29.37,uzb,1992
35.08,uzb,1993
36.15,uzb,1994
39.91,uzb,1995
43.38,uzb,1996
41.71,uzb,1997
42.52,uzb,1998
42.17,uzb,1999
42.51,uzb,2000
43.36,uzb,2001
43.7,uzb,2002
43.42,uzb,2003
43.27,uzb,2004
48.87,uzb,2005
46.46,uzb,2006
44.04,uzb,2007
47.88,uzb,2008
47.3,uzb,2009
45.07,uzb,2010
66.05,vut,1983
65.36,vut,1984
62.73,vut,1985
65.84,vut,1986
66.29,vut,1987
66.79,vut,1988
66.8,vut,1989
65.04,vut,1990
70.72,vut,1991
72.9,vut,1992
71.88,vut,1993
71.02,vut,1994
71.32,vut,1995
71.81,vut,1996
74.19,vut,1997
65.73,vut,1998
66.83,vut,1999
65.81,vut,2000
67.42,vut,2001
67.01,vut,2002
69.22,vut,2003
69.03,vut,2004
70.16,vut,2005
71.31,vut,2006
71.58,vut,2007
70.76,vut,2008
70.4,vut,2009
52.7,ven,1968
55.24,ven,1969
54.56,ven,1970
54.14,ven,1971
55.25,ven,1972
51.56,ven,1973
41.61,ven,1974
48.53,ven,1975
49.56,ven,1976
50.48,ven,1977
52.11,ven,1978
48.97,ven,1979
48.82,ven,1980
50.7,ven,1981
53.23,ven,1982
55.76,ven,1983
41.97,ven,1984
42.87,ven,1985
44.07,ven,1986
43.14,ven,1987
41.97,ven,1988
36.62,ven,1989
33.97,ven,1990
38.02,ven,1991
40.18,ven,1992
42.93,ven,1993
50.65,ven,1994
53.2,ven,1995
46.36,ven,1996
44.24,ven,1997
50.16,ven,1998
49.72,ven,1999
46.12,ven,2000
49.37,ven,2001
46.13,ven,2002
43.86,ven,2003
40.47,ven,2004
38.18,ven,2005
39.54,ven,2006
41.6,ven,2007
32.48,vnm,1985
33.06,vnm,1986
31.08,vnm,1987
29.74,vnm,1988
34.99,vnm,1989
38.59,vnm,1990
35.72,vnm,1991
38.8,vnm,1992
41.23,vnm,1993
43.7,vnm,1994
44.06,vnm,1995
42.51,vnm,1996
42.15,vnm,1997
41.73,vnm,1998
40.07,vnm,1999
38.73,vnm,2000
38.63,vnm,2001
38.49,vnm,2002
37.99,vnm,2003
37.98,vnm,2004
38.01,vnm,2005
38.06,vnm,2006
38.18,vnm,2007
37.95,vnm,2008
38.85,vnm,2009
38.33,vnm,2010
41.28,yem,1990
46.22,yem,1991
48.19,yem,1992
52.07,yem,1993
49.89,yem,1994
48.9,yem,1995
43.02,yem,1996
41.94,yem,1997
48.39,yem,1998
42.96,yem,1999
39.81,yem,2000
43.45,yem,2001
44.57,yem,2002
44.11,yem,2003
43.11,yem,2004
40.46,yem,2005
40.61,yem,2006
53.28,yem,2007
56.66,yem,2008
52.44,yem,2009
63.14,yem,2010
25.59,zmb,1965
21.01,zmb,1966
29.04,zmb,1967
27.92,zmb,1968
21.29,zmb,1969
28.61,zmb,1970
35.29,zmb,1971
34.0,zmb,1972
29.09,zmb,1973
28.54,zmb,1974
40.19,zmb,1975
40.17,zmb,1976
40.24,zmb,1977
37.68,zmb,1978
37.51,zmb,1979
42.79,zmb,1980
41.53,zmb,1981
46.06,zmb,1982
36.08,zmb,1983
39.51,zmb,1984
38.61,zmb,1985
37.02,zmb,1986
42.42,zmb,1987
35.8,zmb,1988
26.27,zmb,1989
28.12,zmb,1990
31.57,zmb,1991
27.22,zmb,1992
24.01,zmb,1993
44.67,zmb,1994
45.84,zmb,1995
47.68,zmb,1996
47.13,zmb,1997
49.65,zmb,1998
51.03,zmb,1999
52.4,zmb,2000
52.3,zmb,2001
51.94,zmb,2002
50.88,zmb,2003
49.13,zmb,2004
45.08,zmb,2005
42.3,zmb,2006
39.78,zmb,2007
39.66,zmb,2008
44.35,zmb,2009
53.61,zmb,2010
50.07,zwe,1965
49.97,zwe,1966
47.74,zwe,1967
52.52,zwe,1968
49.87,zwe,1969
51.8,zwe,1970
50.23,zwe,1971
49.13,zwe,1972
49.61,zwe,1973
47.56,zwe,1974
48.3,zwe,1975
48.6,zwe,1976
50.75,zwe,1977
55.15,zwe,1978
53.5,zwe,1979
55.31,zwe,1980
55.33,zwe,1981
59.17,zwe,1982
59.73,zwe,1983
52.53,zwe,1984
49.28,zwe,1985
50.9,zwe,1986
53.14,zwe,1987
50.4,zwe,1988
49.98,zwe,1989
50.42,zwe,1990
47.32,zwe,1991
51.72,zwe,1992
51.61,zwe,1993
48.64,zwe,1994
55.69,zwe,1995
52.34,zwe,1996
55.51,zwe,1997
54.21,zwe,1998
57.14,zwe,1999
57.07,zwe,2000
60.35,zwe,2001
65.12,zwe,2002
62.12,zwe,2003
54.0,zwe,2004
52.74,zwe,2005
47.39,zwe,2006
45.33,zwe,2007
49.51,zwe,2008
54.96,zwe,2009
57.2,zwe,2010
