trade_balance_percent_of_gdp,geo,time
-18.13,plw,1991
-13.58,plw,1992
-32.28,plw,1993
-37.83,plw,1994
-48.9,plw,1995
-54.08,plw,1996
-53.95,plw,1997
-44.43,plw,1998
-61.93,plw,1999
-96.46,plw,2000
-28.41,plw,2001
-25.42,plw,2002
-9.447,plw,2003
-10.26,plw,2004
-3.594,plw,2005
-14.11,plw,2006
3.686,plw,2007
-19.47,plw,2008
9.432,pan,1980
6.562,pan,1981
12.32,pan,1982
14.84,pan,1983
9.185,pan,1984
9.069,pan,1985
9.625,pan,1986
8.774,pan,1987
16.59,pan,1988
8.685,pan,1989
8.18,pan,1990
3.863,pan,1991
3.805,pan,1992
4.426,pan,1993
4.791,pan,1994
2.627,pan,1995
1.254,pan,1996
4.4,pan,1997
-1.928,pan,1998
-1.198,pan,1999
2.756,pan,2000
6.797,pan,2001
5.174,pan,2002
5.055,pan,2003
3.701,pan,2004
6.432,pan,2005
7.237,pan,2006
7.256,pan,2007
5.79,pan,2008
15.93,pan,2009
-3.931,pan,2010
-12.03,png,1961
-11.71,png,1962
-13.56,png,1963
-15.99,png,1964
-19.95,png,1965
-23.35,png,1966
-22.26,png,1967
-21.21,png,1968
-26.98,png,1969
-35.46,png,1970
-36.87,png,1971
-17.04,png,1972
10.06,png,1973
7.043,png,1974
-6.185,png,1975
0.9928,png,1976
-1.294,png,1977
-3.483,png,1978
-0.1102,png,1979
-10.14,png,1980
-20.5,png,1981
-23.66,png,1982
-17.26,png,1983
-13.7,png,1984
-10.33,png,1985
-7.775,png,1986
-6.506,png,1987
-8.672,png,1988
-12.1,png,1989
-8.322,png,1990
-9.89,png,1991
2.148,png,1992
15.7,png,1993
13.77,png,1994
17.34,png,1995
11.01,png,1996
-0.8929,png,1997
5.222,png,1998
10.23,png,1999
16.93,png,2000
13.08,png,2001
2.913,png,2002
15.39,png,2003
13.25,png,2004
9.561,png,2005
16.29,png,2006
12.81,png,2007
12.73,png,2008
0.8037,png,2009
2.771,png,2010
-0.03466,pry,1960
-1.151,pry,1961
-2.048,pry,1962
-1.415,pry,1963
-2.08,pry,1964
-0.7947,pry,1965
-2.897,pry,1966
-3.409,pry,1967
-4.416,pry,1968
-4.624,pry,1969
-1.204,pry,1970
-2.568,pry,1971
-0.07224,pry,1972
0.6936,pry,1973
-2.269,pry,1974
-5.459,pry,1975
-3.378,pry,1976
-2.987,pry,1977
-3.694,pry,1978
-5.498,pry,1979
-13.39,pry,1980
-11.64,pry,1981
-7.61,pry,1982
-0.1467,pry,1983
-6.192,pry,1984
-4.224,pry,1985
-5.483,pry,1986
-8.567,pry,1987
-2.49,pry,1988
3.665,pry,1989
-6.246,pry,1990
-8.044,pry,1991
-10.51,pry,1992
-10.94,pry,1993
-13.36,pry,1994
-11.82,pry,1995
-11.87,pry,1996
-14.78,pry,1997
-9.487,pry,1998
-9.872,pry,1999
-10.74,pry,2000
-9.668,pry,2001
-4.933,pry,2002
-3.78,pry,2003
-4.037,pry,2004
-4.415,pry,2005
-4.539,pry,2006
-2.994,pry,2007
-5.182,pry,2008
-5.067,pry,2009
2.141,pry,2010
-0.06099,per,1960
-1.43,per,1961
-2.047,per,1962
-3.217,per,1963
-0.2941,per,1964
-3.412,per,1965
-3.699,per,1966
-4.879,per,1967
-0.7867,per,1968
0.6614,per,1969
1.893,per,1970
-0.9606,per,1971
-0.6644,per,1972
-2.076,per,1973
-7.432,per,1974
-11.09,per,1975
-8.177,per,1976
-6.825,per,1977
0.6732,per,1978
8.653,per,1979
2.982,per,1980
-3.604,per,1981
-3.015,per,1982
0.2118,per,1983
3.94,per,1984
6.511,per,1985
-1.383,per,1986
-1.749,per,1987
-3.771,per,1988
0.134,per,1989
1.929,per,1990
-1.841,per,1991
-2.843,per,1992
-3.826,per,1993
-3.448,per,1994
-5.658,per,1995
-4.855,per,1996
-4.223,per,1997
-5.396,per,1998
-2.423,per,1999
-2.155,per,2000
-2.142,per,2001
-1.231,per,2002
-0.07708,per,2003
3.639,per,2004
5.922,per,2005
8.675,per,2006
6.673,per,2007
0.182,per,2008
3.581,per,2009
2.86,per,2010
0.4722,phl,1960
-1.432,phl,1961
-2.287,phl,1962
1.663,phl,1963
-0.3062,phl,1964
0.4245,phl,1965
2.146,phl,1966
-0.64,phl,1967
-2.588,phl,1968
-3.049,phl,1969
0.5316,phl,1970
0.03988,phl,1971
0.2112,phl,1972
4.878,phl,1973
-2.331,phl,1974
-6.092,phl,1975
-5.922,phl,1976
-3.067,phl,1977
-4.27,phl,1978
-5.076,phl,1979
-4.898,phl,1980
-3.338,phl,1981
-5.801,phl,1982
-6.741,phl,1983
-1.049,phl,1984
2.122,phl,1985
3.954,phl,1986
0.4208,phl,1987
1.454,phl,1988
-2.156,phl,1989
-5.768,phl,1990
-2.99,phl,1991
-4.898,phl,1992
-8.447,phl,1993
-6.308,phl,1994
-7.824,phl,1995
-8.787,phl,1996
-10.34,phl,1997
-9.134,phl,1998
-3.931,phl,1999
-1.991,phl,2000
-6.855,phl,2001
-8.941,phl,2002
-7.535,phl,2003
-5.497,phl,2004
-5.605,phl,2005
-1.785,phl,2006
-0.09781,phl,2007
-2.458,phl,2008
-1.126,phl,2009
-1.813,phl,2010
6.534,pol,1990
-1.751,pol,1991
1.407,pol,1992
0.8956,pol,1993
1.966,pol,1994
2.153,pol,1995
-1.431,pol,1996
-3.927,pol,1997
-4.832,pol,1998
-5.912,pol,1999
-6.422,pol,2000
-3.665,pol,2001
-3.463,pol,2002
-2.691,pol,2003
-2.351,pol,2004
-0.7412,pol,2005
-1.807,pol,2006
-2.874,pol,2007
-3.97,pol,2008
0.07511,pol,2009
-1.208,pol,2010
-4.872,prt,1960
-9.109,prt,1961
-3.701,prt,1962
-4.006,prt,1963
-3.243,prt,1964
-3.464,prt,1965
-2.881,prt,1966
-1.502,prt,1967
-3.574,prt,1968
-3.099,prt,1969
-5.263,prt,1970
-5.651,prt,1971
-3.806,prt,1972
-5.643,prt,1973
-12.28,prt,1974
-9.911,prt,1975
-10.74,prt,1976
-12.04,prt,1977
-9.95,prt,1978
-8.697,prt,1979
-11.75,prt,1980
-15.41,prt,1981
-14.89,prt,1982
-10.24,prt,1983
-6.421,prt,1984
-3.331,prt,1985
-2.281,prt,1986
-5.226,prt,1987
-8.324,prt,1988
-6.306,prt,1989
-7.1,prt,1990
-7.646,prt,1991
-7.751,prt,1992
-7.32,prt,1993
-7.266,prt,1994
-6.731,prt,1995
-7.165,prt,1996
-8.149,prt,1997
-9.256,prt,1998
-10.33,prt,1999
-10.99,prt,2000
-10.25,prt,2001
-8.304,prt,2002
-6.801,prt,2003
-8.318,prt,2004
-9.413,prt,2005
-8.686,prt,2006
-8.001,prt,2007
-10.07,prt,2008
-7.407,prt,2009
-7.173,prt,2010
-19.86,pri,1960
-14.75,pri,1961
-18.28,pri,1962
-15.51,pri,1963
-18.92,pri,1964
-21.17,pri,1965
-17.95,pri,1966
-15.04,pri,1967
-15.04,pri,1968
-16.53,pri,1969
-18.45,pri,1970
-22.07,pri,1971
-21.26,pri,1972
-17.93,pri,1973
-15.84,pri,1974
-25.69,pri,1975
-23.5,pri,1976
-15.67,pri,1977
-12.94,pri,1978
-8.341,pri,1979
-7.447,pri,1980
-4.608,pri,1981
1.719,pri,1982
-1.942,pri,1983
-2.212,pri,1984
-1.646,pri,1985
3.32,pri,1986
1.552,pri,1987
1.416,pri,1988
1.524,pri,1989
-23.05,pri,1992
-23.56,pri,1993
-24.26,pri,1994
-24.88,pri,1995
-26.21,pri,1996
-28.07,pri,1997
-24.26,pri,1998
-26.75,pri,1999
-22.86,pri,2000
-19.4,pri,2001
-19.17,pri,2002
-18.5,pri,2003
-17.79,pri,2004
-18.23,pri,2005
-17.95,pri,2006
-16.89,pri,2007
-15.9,pri,2008
-14.59,pri,2009
-14.39,pri,2010
11.1,qat,1994
1.009,qat,1995
3.942,qat,1996
12.11,qat,1997
11.13,qat,1998
34.35,qat,1999
44.95,qat,2000
36.82,qat,2001
32.22,qat,2002
33.23,qat,2003
36.16,qat,2004
34.33,qat,2005
27.24,qat,2006
22.87,qat,2007
23.47,qat,2008
15.53,qat,2009
-9.453,rou,1990
-3.934,rou,1991
-8.407,rou,1992
-4.971,rou,1993
-2.064,rou,1994
-5.596,rou,1995
-8.428,rou,1996
-7.064,rou,1997
-8.027,rou,1998
-4.832,rou,1999
-5.209,rou,2000
-7.675,rou,2001
-5.678,rou,2002
-7.507,rou,2003
-9.108,rou,2004
-10.36,rou,2005
-9.079,rou,2006
-12.13,rou,2007
-12.79,rou,2008
-6.921,rou,2009
-6.271,rou,2010
0.8901,rus,1989
0.2173,rus,1990
0.286,rus,1991
14.07,rus,1992
7.711,rus,1993
4.563,rus,1994
3.395,rus,1995
4.224,rus,1996
2.203,rus,1997
6.67,rus,1998
17.05,rus,1999
20.03,rus,2000
12.68,rus,2001
10.79,rus,2002
11.37,rus,2003
12.25,rus,2004
13.69,rus,2005
12.73,rus,2006
8.622,rus,2007
9.237,rus,2008
7.586,rus,2009
8.341,rus,2010
2.353,rwa,1960
1.639,rwa,1961
-3.52,rwa,1962
-6.719,rwa,1963
-0.6154,rwa,1964
-4.839,rwa,1965
-8.719,rwa,1966
-4.901,rwa,1967
-6.4,rwa,1968
-6.677,rwa,1969
-3.729,rwa,1970
-6.658,rwa,1971
-7.974,rwa,1972
-1.844,rwa,1973
-9.17,rwa,1974
-8.528,rwa,1975
-4.817,rwa,1976
-3.392,rwa,1977
-9.019,rwa,1978
-1.705,rwa,1979
-11.95,rwa,1980
-11.93,rwa,1981
-12.6,rwa,1982
-9.177,rwa,1983
-7.033,rwa,1984
-9.105,rwa,1985
-7.57,rwa,1986
-11.69,rwa,1987
-10.98,rwa,1988
-11.15,rwa,1989
-8.455,rwa,1990
-10.74,rwa,1991
-12.69,rwa,1992
-15.33,rwa,1993
-58.49,rwa,1994
-20.67,rwa,1995
-20.17,rwa,1996
-17.87,rwa,1997
-17.62,rwa,1998
-17.27,rwa,1999
-16.96,rwa,2000
-16.1,rwa,2001
-18.15,rwa,2002
-17.57,rwa,2003
-13.64,rwa,2004
-13.79,rwa,2005
-14.23,rwa,2006
-14.57,rwa,2007
-15.76,rwa,2008
-17.38,rwa,2009
-16.48,kna,1977
-11.35,kna,1978
-24.05,kna,1979
-30.25,kna,1980
-29.08,kna,1981
-30.78,kna,1982
-44.44,kna,1983
-28.03,kna,1984
-22.51,kna,1985
-15.59,kna,1986
-20.54,kna,1987
-25.03,kna,1988
-28.06,kna,1989
-31.4,kna,1990
-21.51,kna,1991
-7.321,kna,1992
-12.78,kna,1993
-9.888,kna,1994
-23.4,kna,1995
-28.97,kna,1996
-17.7,kna,1997
-16.19,kna,1998
-19.93,kna,1999
-26.44,kna,2000
-22.17,kna,2001
-24.09,kna,2002
-21.47,kna,2003
-10.97,kna,2004
-11.51,kna,2005
-15.3,kna,2006
-18.0,kna,2007
-25.94,kna,2008
-25.43,kna,2009
-17.51,kna,2010
-38.78,lca,1979
-27.26,lca,1980
-33.66,lca,1981
-26.05,lca,1982
-7.386,lca,1983
-10.65,lca,1984
-9.574,lca,1985
-7.795,lca,1986
-11.46,lca,1987
-7.738,lca,1988
-21.96,lca,1989
-11.61,lca,1990
-13.47,lca,1991
-8.808,lca,1992
-5.935,lca,1993
-5.68,lca,1994
-1.765,lca,1995
-6.16,lca,1996
-9.203,lca,1997
-6.105,lca,1998
-9.119,lca,1999
-10.91,lca,2000
-12.42,lca,2001
-12.8,lca,2002
-15.76,lca,2003
-6.326,lca,2004
-10.73,lca,2005
-29.53,lca,2006
-29.68,lca,2007
-28.22,lca,2008
-11.12,lca,2009
-13.14,lca,2010
-43.87,vct,1977
-23.88,vct,1978
-43.34,vct,1979
-50.19,vct,1980
-31.1,vct,1981
-29.81,vct,1982
-24.31,vct,1983
-13.85,vct,1984
-5.722,vct,1985
-7.004,vct,1986
-15.7,vct,1987
-6.844,vct,1988
-17.35,vct,1989
-11.0,vct,1990
-27.01,vct,1991
-9.056,vct,1992
-17.85,vct,1993
-24.04,vct,1994
-14.33,vct,1995
-13.29,vct,1996
-27.5,vct,1997
-28.81,vct,1998
-18.92,vct,1999
-5.428,vct,2000
-7.867,vct,2001
-8.165,vct,2002
-14.51,vct,2003
-17.17,vct,2004
-16.8,vct,2005
-19.01,vct,2006
-28.22,vct,2007
-32.07,vct,2008
-28.33,vct,2009
-29.62,vct,2010
-25.75,wsm,1994
-25.23,wsm,1995
-21.21,wsm,1996
-20.66,wsm,1997
-19.98,wsm,1998
-26.49,wsm,1999
-23.38,wsm,2000
-44.57,wsm,2001
-42.66,wsm,2002
-22.68,wsm,2003
-18.5,wsm,2004
-23.54,wsm,2005
-26.52,wsm,2006
-26.63,wsm,2007
-21.33,wsm,2008
-23.67,wsm,2009
-26.83,wsm,2010
23.02,sau,1968
23.25,sau,1969
31.35,sau,1970
38.12,sau,1971
45.35,sau,1972
81.55,sau,1973
50.2,sau,1974
51.87,sau,1975
35.57,sau,1976
24.91,sau,1977
7.736,sau,1978
20.64,sau,1979
36.21,sau,1980
32.79,sau,1981
11.64,sau,1982
-9.23,sau,1983
-10.73,sau,1984
-6.571,sau,1985
-9.083,sau,1986
-6.271,sau,1987
-3.879,sau,1988
-4.332,sau,1989
9.027,sau,1990
1.93,sau,1991
3.14,sau,1992
0.9042,sau,1993
7.981,sau,1994
9.694,sau,1995
13.47,sau,1996
13.21,sau,1997
3.198,sau,1998
11.54,sau,1999
18.75,sau,2000
15.8,sau,2001
17.4,sau,2002
22.0,sau,2003
26.75,sau,2004
33.08,sau,2005
31.41,sau,2006
27.03,sau,2007
30.69,sau,2008
11.09,sau,2009
21.36,sau,2010
2.496,sen,1960
2.429,sen,1961
2.188,sen,1962
-0.3874,sen,1963
-0.7555,sen,1964
0.5637,sen,1965
0.4329,sen,1966
-1.286,sen,1967
-5.336,sen,1968
-6.094,sen,1969
-2.947,sen,1970
-5.315,sen,1971
-2.788,sen,1972
-7.728,sen,1973
-4.123,sen,1974
-3.601,sen,1975
-5.763,sen,1976
-6.199,sen,1977
-10.63,sen,1978
-7.695,sen,1979
-14.46,sen,1980
-19.79,sen,1981
-14.25,sen,1982
-16.6,sen,1983
-15.21,sen,1984
-11.4,sen,1985
-8.091,sen,1986
-7.708,sen,1987
-7.303,sen,1988
-6.445,sen,1989
-6.775,sen,1990
-7.825,sen,1991
-8.393,sen,1992
-9.108,sen,1993
-7.313,sen,1994
-6.461,sen,1995
-5.781,sen,1996
-6.237,sen,1997
-6.566,sen,1998
-6.998,sen,1999
-9.292,sen,2000
-9.038,sen,2001
-10.42,sen,2002
-12.12,sen,2003
-12.93,sen,2004
-15.58,sen,2005
-17.45,sen,2006
-22.34,sen,2007
-26.3,sen,2008
-18.64,sen,2009
-18.23,sen,2010
-7.403,srb,1997
-7.343,srb,1998
-10.36,srb,1999
-16.64,srb,2000
-18.05,srb,2001
-20.53,srb,2002
-19.54,srb,2003
-26.62,srb,2004
-20.99,srb,2005
-21.56,srb,2006
-24.21,srb,2007
-26.55,srb,2008
-17.66,srb,2009
-16.5,srb,2010
-16.0,syc,1976
-4.037,syc,1977
-1.244,syc,1978
-5.991,syc,1979
-11.18,syc,1980
-15.59,syc,1981
-23.51,syc,1982
-8.309,syc,1983
3.305,syc,1984
5.154,syc,1985
7.119,syc,1986
11.27,syc,1987
6.342,syc,1988
2.625,syc,1989
-4.26,syc,1990
-3.591,syc,1991
-3.597,syc,1992
-10.17,syc,1993
-2.932,syc,1994
-7.152,syc,1995
-9.407,syc,1996
-10.97,syc,1997
-15.86,syc,1998
-17.62,syc,1999
-3.273,syc,2000
-21.47,syc,2001
-1.209,syc,2002
11.15,syc,2003
1.977,syc,2004
-21.59,syc,2005
-18.02,syc,2006
-31.45,syc,2007
-19.54,syc,2008
-8.038,syc,2009
-0.4392,sle,1964
-2.415,sle,1965
-3.84,sle,1966
-4.236,sle,1967
-3.165,sle,1968
2.437,sle,1969
1.74,sle,1970
-1.119,sle,1971
-1.261,sle,1972
1.235,sle,1973
-2.037,sle,1974
-9.363,sle,1975
-7.386,sle,1976
-7.01,sle,1977
-4.185,sle,1978
-7.181,sle,1979
-15.35,sle,1980
-16.72,sle,1981
-10.18,sle,1982
-10.96,sle,1983
-1.781,sle,1984
-1.787,sle,1985
-3.093,sle,1986
8.775,sle,1987
14.33,sle,1988
6.247,sle,1989
-1.321,sle,1990
-0.8682,sle,1991
-0.9128,sle,1992
-0.3438,sle,1993
3.863,sle,1994
-7.865,sle,1995
-17.66,sle,1996
-1.213,sle,1997
-2.841,sle,1998
-15.54,sle,1999
-21.2,sle,2000
-18.24,sle,2001
-18.3,sle,2002
-17.59,sle,2003
-10.92,sle,2004
-12.92,sle,2005
-7.589,sle,2006
-7.02,sle,2007
-13.05,sle,2008
-13.08,sle,2009
-12.44,sle,2010
-11.07,sgp,1965
-7.225,sgp,1966
-7.352,sgp,1967
-5.483,sgp,1968
-9.451,sgp,1969
-19.02,sgp,1970
-20.38,sgp,1971
-15.58,sgp,1972
-9.062,sgp,1973
-15.04,sgp,1974
-9.332,sgp,1975
-6.945,sgp,1976
-1.468,sgp,1977
-3.733,sgp,1978
-5.667,sgp,1979
-6.945,sgp,1980
-3.423,sgp,1981
-1.84,sgp,1982
0.5866,sgp,1983
-0.1967,sgp,1984
0.3016,sgp,1985
2.642,sgp,1986
2.979,sgp,1987
9.587,sgp,1988
11.03,sgp,1989
10.07,sgp,1990
13.29,sgp,1991
12.17,sgp,1992
9.906,sgp,1993
16.27,sgp,1994
16.76,sgp,1995
16.65,sgp,1996
14.73,sgp,1997
21.71,sgp,1998
17.24,sgp,1999
12.85,sgp,2000
15.57,sgp,2001
17.46,sgp,2002
27.88,sgp,2003
25.66,sgp,2004
29.4,sgp,2005
29.8,sgp,2006
32.27,sgp,2007
20.94,sgp,2008
23.63,sgp,2009
28.06,sgp,2010
-3.714,svk,1987
-1.868,svk,1988
-3.292,svk,1989
-8.993,svk,1990
-2.972,svk,1991
-3.942,svk,1992
-4.566,svk,1993
5.315,svk,1994
2.213,svk,1995
-10.81,svk,1996
-9.677,svk,1997
-10.85,svk,1998
-4.492,svk,1999
-2.577,svk,2000
-8.085,svk,2001
-7.28,svk,2002
-1.912,svk,2003
-2.78,svk,2004
-4.665,svk,2005
-4.034,svk,2006
-1.104,svk,2007
-2.38,svk,2008
-0.8321,svk,2009
-1.302,svk,2010
12.23,svn,1990
9.286,svn,1991
6.957,svn,1992
1.088,svn,1993
2.586,svn,1994
-1.938,svn,1995
-0.9645,svn,1996
-0.8631,svn,1997
-1.493,svn,1998
-4.188,svn,1999
-3.47,svn,2000
-0.8247,svn,2001
1.168,svn,2002
-0.2292,svn,2003
-1.291,svn,2004
-0.4082,svn,2005
-0.5173,svn,2006
-1.722,svn,2007
-3.221,svn,2008
1.436,svn,2009
0.5647,svn,2010
-42.39,slb,1981
-26.56,slb,1982
-33.67,slb,1983
-17.95,slb,1984
-29.19,slb,1985
-38.17,slb,1986
-23.12,slb,1987
-27.48,slb,1988
-38.28,slb,1989
-34.64,slb,1990
-42.87,slb,1991
-28.37,slb,1992
-30.19,slb,1993
-32.02,slb,1994
-22.31,slb,1995
-21.39,slb,1996
-26.92,slb,1997
-16.48,slb,1998
-6.417,slb,1999
-14.54,slb,2000
-19.38,slb,2001
-10.41,slb,2002
-5.269,slb,2003
-11.44,slb,2004
-20.53,slb,2005
-21.1,slb,2006
-19.71,slb,2007
-20.46,slb,2008
-14.63,slb,2009
-30.43,slb,2010
-4.43,som,1960
-7.085,som,1961
-14.72,som,1962
-10.1,som,1963
-14.46,som,1964
-3.487,som,1965
-7.615,som,1966
-8.602,som,1967
-6.626,som,1968
-7.661,som,1969
-5.225,som,1970
-6.652,som,1971
-4.811,som,1972
-12.97,som,1973
-22.52,som,1974
-14.42,som,1975
-13.81,som,1976
-38.95,som,1977
-30.27,som,1978
-51.22,som,1979
-55.31,som,1980
-43.55,som,1981
-42.08,som,1982
-49.06,som,1983
-46.49,som,1984
-12.98,som,1985
-22.43,som,1986
-24.52,som,1987
-17.36,som,1988
-37.21,som,1989
-27.95,som,1990
5.325,zaf,1960
8.737,zaf,1961
9.194,zaf,1962
5.68,zaf,1963
2.083,zaf,1964
-1.107,zaf,1965
2.206,zaf,1966
0.3557,zaf,1967
3.104,zaf,1968
0.5492,zaf,1969
-3.534,zaf,1970
-4.195,zaf,1971
2.532,zaf,1972
2.599,zaf,1973
-0.5643,zaf,1974
-2.467,zaf,1975
-1.222,zaf,1976
5.012,zaf,1977
6.716,zaf,1978
9.444,zaf,1979
8.031,zaf,1980
-2.01,zaf,1981
-0.4147,zaf,1982
3.725,zaf,1983
1.817,zaf,1984
8.847,zaf,1985
8.804,zaf,1986
9.917,zaf,1987
6.489,zaf,1988
5.308,zaf,1989
5.475,zaf,1990
4.273,zaf,1991
4.041,zaf,1992
4.662,zaf,1993
2.243,zaf,1994
0.6793,zaf,1995
1.533,zaf,1996
1.158,zaf,1997
1.142,zaf,1998
2.594,zaf,1999
2.955,zaf,2000
4.049,zaf,2001
3.836,zaf,2002
2.338,zaf,2003
-0.2988,zaf,2004
-0.4704,zaf,2005
-2.447,zaf,2006
-2.934,zaf,2007
-3.029,zaf,2008
-0.8609,zaf,2009
-0.1979,zaf,2010
1.465,esp,1960
-0.6291,esp,1961
-1.815,esp,1962
-3.068,esp,1963
-2.572,esp,1964
-4.953,esp,1965
-4.663,esp,1966
-3.332,esp,1967
-2.032,esp,1968
-1.796,esp,1969
-0.9127,esp,1970
0.7826,esp,1971
0.1796,esp,1972
-0.7591,esp,1973
-4.533,esp,1974
-3.606,esp,1975
-4.191,esp,1976
-1.929,esp,1977
0.7299,esp,1978
0.271,esp,1979
-2.188,esp,1980
-1.926,esp,1981
-1.658,esp,1982
-0.6202,esp,1983
2.108,esp,1984
1.889,esp,1985
1.935,esp,1986
0.04119,esp,1987
-1.187,esp,1988
-3.243,esp,1989
-3.269,esp,1990
-3.068,esp,1991
-2.701,esp,1992
-0.6051,esp,1993
0.02287,esp,1994
0.00246,esp,1995
0.5343,esp,1996
0.8658,esp,1997
-0.2213,esp,1998
-1.851,esp,1999
-3.128,esp,2000
-2.526,esp,2001
-2.122,esp,2002
-2.375,esp,2003
-3.995,esp,2004
-5.281,esp,2005
-6.382,esp,2006
-6.719,esp,2007
-5.755,esp,2008
-2.15,esp,2009
-2.164,esp,2010
-2.939,lka,1960
-0.9479,lka,1961
-1.409,lka,1962
-1.736,lka,1963
-2.106,lka,1964
0.4082,lka,1965
-3.478,lka,1966
-2.844,lka,1967
-2.967,lka,1968
-6.225,lka,1969
-3.147,lka,1970
-2.0,lka,1971
-1.574,lka,1972
-1.212,lka,1973
-7.467,lka,1974
-7.469,lka,1975
-2.334,lka,1976
3.659,lka,1977
-4.774,lka,1978
-12.04,lka,1979
-22.58,lka,1980
-16.08,lka,1981
-18.9,lka,1982
-15.1,lka,1983
-5.94,lka,1984
-11.95,lka,1985
-11.61,lka,1986
-10.5,lka,1987
-10.76,lka,1988
-9.497,lka,1989
-7.882,lka,1990
-10.11,lka,1991
-9.263,lka,1992
-9.546,lka,1993
-11.81,lka,1994
-10.44,lka,1995
-8.927,lka,1996
-7.061,lka,1997
-6.007,lka,1998
-7.784,lka,1999
-10.61,lka,2000
-6.236,lka,2001
-6.508,lka,2002
-6.029,lka,2003
-8.821,lka,2004
-8.93,lka,2005
-11.0,lka,2006
-10.38,lka,2007
-13.69,lka,2008
-6.492,lka,2009
-9.135,lka,2010
1.547,sdn,1960
-1.034,sdn,1961
-0.4163,sdn,1962
-1.327,sdn,1963
-2.397,sdn,1964
-0.8237,sdn,1965
0.3676,sdn,1966
-0.4288,sdn,1967
-1.729,sdn,1968
0.2876,sdn,1969
-0.06153,sdn,1970
-1.544,sdn,1971
-0.6419,sdn,1972
-2.17,sdn,1973
-8.012,sdn,1974
-10.61,sdn,1975
-7.919,sdn,1976
-7.254,sdn,1977
-7.296,sdn,1978
-9.398,sdn,1979
-12.57,sdn,1980
-14.03,sdn,1981
-14.48,sdn,1982
-10.64,sdn,1983
-8.01,sdn,1984
-6.135,sdn,1985
-3.482,sdn,1986
-5.612,sdn,1987
-3.897,sdn,1988
-4.002,sdn,1989
-3.045,sdn,1990
-8.401,sdn,1991
-9.178,sdn,1992
-3.005,sdn,1993
-5.229,sdn,1994
-4.834,sdn,1995
-8.296,sdn,1996
-7.171,sdn,1997
-8.471,sdn,1998
-9.156,sdn,1999
-2.402,sdn,2000
-7.831,sdn,2001
-6.193,sdn,2002
-4.239,sdn,2003
-3.818,sdn,2004
-9.894,sdn,2005
-10.93,sdn,2006
-3.77,sdn,2007
0.7531,sdn,2008
-5.781,sdn,2009
0.8617,sdn,2010
-8.631,sur,1960
-10.62,sur,1961
-11.98,sur,1962
-11.55,sur,1963
-27.18,sur,1964
-24.59,sur,1965
-0.8182,sur,1966
1.335,sur,1967
6.12,sur,1968
8.139,sur,1969
5.887,sur,1970
8.757,sur,1971
5.859,sur,1972
4.094,sur,1973
1.221,sur,1974
-5.699,sur,1975
-0.1978,sur,1976
-6.864,sur,1977
-2.311,sur,1978
-0.3193,sur,1979
-5.409,sur,1980
-13.95,sur,1981
-15.41,sur,1982
-14.69,sur,1983
-5.422,sur,1984
-3.161,sur,1985
-0.1066,sur,1986
5.445,sur,1987
4.927,sur,1988
9.876,sur,1989
-2.398,sur,1990
-9.951,sur,1991
-5.108,sur,1992
-1.83,sur,1993
-3.462,sur,1994
-4.357,sur,1995
-7.411,sur,1996
-9.601,sur,1997
-21.38,sur,1998
-6.402,sur,1999
-13.47,sur,2000
-30.86,sur,2001
-20.8,sur,2002
-25.81,sur,2003
-22.01,sur,2004
-14.73,sur,2005
13.97,swz,1960
7.158,swz,1961
2.134,swz,1962
5.69,swz,1963
7.756,swz,1964
13.35,swz,1965
-0.5464,swz,1966
-10.67,swz,1967
3.509,swz,1968
10.76,swz,1969
9.488,swz,1970
12.91,swz,1971
8.422,swz,1972
14.22,swz,1973
22.27,swz,1974
16.04,swz,1975
8.101,swz,1976
-3.253,swz,1977
-23.73,swz,1978
-36.32,swz,1979
-39.44,swz,1980
-30.64,swz,1981
-35.26,swz,1982
-38.31,swz,1983
-37.24,swz,1984
-36.17,swz,1985
-11.0,swz,1986
-0.2607,swz,1987
-3.4,swz,1988
-2.779,swz,1989
-9.859,swz,1990
-11.38,swz,1991
-18.74,swz,1992
-19.09,swz,1993
-9.186,swz,1994
-13.73,swz,1995
-21.28,swz,1996
-14.8,swz,1997
-17.6,swz,1998
-16.27,swz,1999
-13.69,swz,2000
-13.04,swz,2001
-5.318,swz,2002
-0.9519,swz,2003
-2.54,swz,2004
-4.124,swz,2005
-2.393,swz,2006
-1.291,swz,2007
-9.319,swz,2008
-13.02,swz,2009
-13.4,swz,2010
-0.4254,swe,1960
0.6517,swe,1961
0.5124,swe,1962
0.4238,swe,1963
0.4302,swe,1964
-0.6873,swe,1965
-0.5188,swe,1966
0.1138,swe,1967
-0.01935,swe,1968
-0.1968,swe,1969
-0.07005,swe,1970
1.611,swe,1971
1.964,swe,1972
3.25,swe,1973
-0.09178,swe,1974
0.377,swe,1975
-1.081,swe,1976
-1.07,swe,1977
1.574,swe,1978
-0.3675,swe,1979
-1.249,swe,1980
0.4047,swe,1981
0.05332,swe,1982
2.614,swe,1983
4.144,swe,1984
2.105,swe,1985
3.576,swe,1986
2.285,swe,1987
2.053,swe,1988
0.9128,swe,1989
0.6871,swe,1990
1.771,swe,1991
1.817,swe,1992
3.719,swe,1993
4.443,swe,1994
6.784,swe,1995
6.614,swe,1996
7.491,swe,1997
6.687,swe,1998
6.501,swe,1999
6.354,swe,2000
6.709,swe,2001
6.75,swe,2002
