geo,population_aged_5_9_years_female_percent,time
arm,13.86,1965
arm,13.52,1970
arm,10.3,1975
arm,9.383,1980
arm,9.267,1985
arm,9.978,1990
arm,10.03,1995
arm,8.098,2000
arm,5.505,2005
arm,5.761,2010
arm,6.213,2015
arm,6.335,2020
arm,5.928,2025
arm,5.288,2030
arm,4.919,2035
arm,4.93,2040
arm,5.065,2045
arm,5.123,2050
abw,16.67,1950
abw,14.29,1955
abw,16.67,1960
abw,15.38,1965
abw,13.79,1970
abw,10.34,1975
abw,6.452,1980
abw,6.061,1985
abw,9.091,1990
abw,7.692,1995
abw,8.696,2000
abw,7.692,2005
abw,5.357,2010
abw,5.263,2015
abw,5.357,2020
abw,5.263,2025
abw,5.085,2030
abw,5.357,2035
abw,5.263,2040
abw,5.172,2045
abw,5.357,2050
aus,8.517,1950
aus,10.1,1955
aus,9.817,1960
aus,9.813,1965
aus,9.677,1970
aus,8.915,1975
aus,8.687,1980
aus,7.276,1985
aus,7.163,1990
aus,6.918,1995
aus,6.821,2000
aus,6.343,2005
aus,6.0,2010
aus,6.011,2015
aus,5.902,2020
aus,5.793,2025
aus,5.683,2030
aus,5.549,2035
aus,5.432,2040
aus,5.39,2045
aus,5.387,2050
aut,7.425,1950
aut,6.67,1955
aut,6.275,1960
aut,7.189,1965
aut,7.926,1970
aut,7.506,1975
aut,6.128,1980
aut,5.314,1985
aut,5.629,1990
aut,5.503,1995
aut,5.591,2000
aut,4.94,2005
aut,4.659,2010
aut,4.441,2015
aut,4.391,2020
aut,4.46,2025
aut,4.493,2030
aut,4.445,2035
aut,4.366,2040
aut,4.363,2045
aut,4.459,2050
aze,7.898,1950
aze,8.624,1955
aze,11.23,1960
aze,14.58,1965
aze,15.1,1970
aze,12.83,1975
aze,10.53,1980
aze,9.991,1985
aze,10.84,1990
aze,11.38,1995
aze,10.44,2000
aze,7.632,2005
aze,6.708,2010
aze,7.548,2015
aze,7.631,2020
aze,6.991,2025
aze,6.096,2030
aze,5.523,2035
aze,5.451,2040
aze,5.617,2045
aze,5.603,2050
bhs,11.9,1950
bhs,12.77,1955
bhs,14.29,1960
bhs,15.28,1965
bhs,15.29,1970
bhs,14.74,1975
bhs,13.21,1980
bhs,10.92,1985
bhs,10.85,1990
bhs,9.79,1995
bhs,9.677,2000
bhs,9.091,2005
bhs,7.91,2010
bhs,7.447,2015
bhs,7.035,2020
bhs,6.699,2025
bhs,6.047,2030
bhs,5.83,2035
bhs,5.652,2040
bhs,5.508,2045
bhs,5.439,2050
bhr,14.81,1950
bhr,14.52,1955
bhr,15.07,1960
bhr,17.53,1965
bhr,16.67,1970
bhr,16.26,1975
bhr,13.79,1980
bhr,12.5,1985
bhr,12.25,1990
bhr,11.16,1995
bhr,11.15,2000
bhr,10.32,2005
bhr,10.12,2010
bhr,8.971,2015
bhr,8.232,2020
bhr,7.399,2025
bhr,6.904,2030
bhr,6.693,2035
bhr,6.367,2040
bhr,6.071,2045
bhr,5.842,2050
bgd,13.55,1950
bgd,13.16,1955
bgd,14.4,1960
bgd,14.48,1965
bgd,14.65,1970
bgd,14.75,1975
bgd,14.97,1980
bgd,15.06,1985
bgd,14.62,1990
bgd,13.39,1995
bgd,12.14,2000
bgd,11.29,2005
bgd,10.41,2010
bgd,9.136,2015
bgd,8.596,2020
bgd,8.141,2025
bgd,7.624,2030
bgd,7.062,2035
bgd,6.526,2040
bgd,6.169,2045
bgd,5.982,2050
brb,9.649,1950
brb,10.83,1955
brb,11.54,1960
brb,12.7,1965
brb,12.6,1970
brb,9.375,1975
brb,10.0,1980
brb,7.634,1985
brb,7.463,1990
brb,7.519,1995
brb,6.977,2000
brb,6.061,2005
brb,5.263,2010
brb,5.303,2015
brb,5.224,2020
brb,5.224,2025
brb,4.511,2030
brb,4.58,2035
brb,4.651,2040
brb,4.724,2045
brb,4.918,2050
blr,6.662,1950
blr,7.153,1955
blr,8.549,1960
blr,9.957,1965
blr,9.167,1970
blr,7.265,1975
blr,6.937,1980
blr,6.839,1985
blr,7.338,1990
blr,7.195,1995
blr,5.537,2000
blr,4.389,2005
blr,4.307,2010
blr,4.627,2015
blr,4.581,2020
blr,4.334,2025
blr,4.04,2030
blr,3.782,2035
blr,3.746,2040
blr,3.913,2045
blr,4.076,2050
bel,6.081,1950
bel,7.569,1955
bel,7.397,1960
bel,7.689,1965
bel,7.774,1970
bel,7.119,1975
bel,6.387,1980
bel,5.894,1985
bel,5.726,1990
bel,5.644,1995
bel,5.705,2000
bel,5.395,2005
bel,5.241,2010
bel,5.405,2015
bel,5.322,2020
bel,5.327,2025
bel,5.235,2030
bel,5.124,2035
bel,5.04,2040
bel,5.054,2045
bel,5.111,2050
blz,11.76,1950
blz,12.82,1955
blz,14.89,1960
blz,16.67,1965
blz,14.29,1970
blz,14.93,1975
blz,15.71,1980
blz,13.92,1985
blz,15.22,1990
blz,13.89,1995
blz,13.71,2000
blz,12.77,2005
blz,11.54,2010
blz,10.4,2015
blz,9.626,2020
blz,9.045,2025
blz,8.411,2030
blz,7.589,2035
blz,6.751,2040
blz,6.584,2045
blz,6.324,2050
ben,11.6,1950
ben,11.58,1955
ben,11.18,1960
ben,11.97,1965
ben,12.86,1970
ben,13.46,1975
ben,13.79,1980
ben,14.17,1985
ben,14.37,1990
ben,14.29,1995
ben,14.44,2000
ben,14.21,2005
ben,13.95,2010
ben,13.93,2015
ben,13.54,2020
ben,12.83,2025
ben,12.03,2030
ben,11.28,2035
ben,10.63,2040
ben,10.03,2045
ben,9.429,2050
btn,13.75,1950
btn,13.54,1955
btn,12.96,1960
btn,13.39,1965
btn,13.7,1970
btn,13.45,1975
btn,13.66,1980
btn,14.29,1985
btn,14.13,1990
btn,15.2,1995
btn,14.03,2000
btn,11.36,2005
btn,10.48,2010
btn,9.392,2015
btn,9.231,2020
btn,8.696,2025
btn,7.834,2030
btn,7.08,2035
btn,6.568,2040
btn,6.379,2045
btn,6.188,2050
bol,12.79,1950
bol,13.48,1955
bol,13.65,1960
bol,13.83,1965
bol,13.74,1970
bol,13.74,1975
bol,14.08,1980
bol,13.42,1985
bol,13.17,1990
bol,13.09,1995
bol,13.18,2000
bol,12.33,2005
bol,11.79,2010
bol,10.96,2015
bol,10.19,2020
bol,9.436,2025
bol,8.736,2030
bol,8.08,2035
bol,7.472,2040
bol,6.933,2045
bol,6.471,2050
bih,10.15,1950
bih,11.87,1955
bih,12.68,1960
bih,12.14,1965
bih,11.39,1970
bih,9.659,1975
bih,8.56,1980
bih,7.7,1985
bih,7.844,1990
bih,7.585,1995
bih,5.596,2000
bih,5.448,2005
bih,4.459,2010
bih,4.238,2015
bih,4.191,2020
bih,4.109,2025
bih,3.941,2030
bih,3.729,2035
bih,3.582,2040
bih,3.552,2045
bih,3.67,2050
bwa,12.68,1950
bwa,12.08,1955
bwa,15.07,1960
bwa,15.38,1965
bwa,15.0,1970
bwa,14.96,1975
bwa,14.97,1980
bwa,15.23,1985
bwa,14.97,1990
bwa,13.79,1995
bwa,12.43,2000
bwa,11.59,2005
bwa,10.55,2010
bwa,10.71,2015
bwa,10.47,2020
bwa,10.1,2025
bwa,9.564,2030
bwa,8.943,2035
bwa,8.603,2040
bwa,8.346,2045
bwa,8.018,2050
bra,12.83,1950
bra,13.57,1955
bra,14.2,1960
bra,14.22,1965
bra,14.43,1970
bra,13.13,1975
bra,12.33,1980
bra,12.22,1985
bra,11.97,1990
bra,10.57,1995
bra,9.284,2000
bra,9.029,2005
bra,8.512,2010
bra,7.198,2015
bra,6.324,2020
bra,5.842,2025
bra,5.402,2030
bra,5.057,2035
bra,4.874,2040
bra,4.689,2045
bra,4.677,2050
brn,13.04,1950
brn,9.677,1955
brn,15.0,1960
brn,16.67,1965
brn,14.29,1970
brn,12.82,1975
brn,13.33,1980
brn,13.08,1985
brn,11.57,1990
brn,10.79,1995
brn,10.69,2000
brn,9.605,2005
brn,8.629,2010
brn,7.981,2015
brn,7.328,2020
brn,7.143,2025
brn,6.691,2030
brn,6.643,2035
brn,6.271,2040
brn,6.032,2045
brn,5.74,2050
bgr,8.244,1950
bgr,9.176,1955
bgr,8.553,1960
bgr,7.795,1965
bgr,7.254,1970
bgr,7.028,1975
bgr,7.218,1980
bgr,7.168,1985
bgr,6.352,1990
bgr,5.957,1995
bgr,4.847,2000
bgr,3.967,2005
bgr,4.157,2010
bgr,4.597,2015
bgr,4.642,2020
bgr,4.421,2025
bgr,4.139,2030
bgr,3.955,2035
bgr,4.042,2040
bgr,4.337,2045
bgr,4.554,2050
bfa,13.34,1950
bfa,12.74,1955
bfa,12.67,1960
bfa,13.4,1965
bfa,13.82,1970
bfa,14.21,1975
bfa,14.42,1980
bfa,14.71,1985
bfa,14.86,1990
bfa,14.8,1995
bfa,14.77,2000
bfa,14.48,2005
bfa,14.26,2010
bfa,15.62,2015
bfa,14.73,2020
bfa,13.72,2025
bfa,12.81,2030
bfa,12.11,2035
bfa,11.53,2040
bfa,10.87,2045
bfa,10.13,2050
bdi,12.87,1950
bdi,12.87,1955
bdi,14.28,1960
bdi,14.09,1965
bdi,13.93,1970
bdi,14.28,1975
bdi,13.77,1980
bdi,13.48,1985
bdi,14.42,1990
bdi,15.42,1995
bdi,14.91,2000
bdi,13.22,2005
bdi,11.91,2010
bdi,11.98,2015
bdi,11.99,2020
bdi,11.41,2025
bdi,10.4,2030
bdi,9.462,2035
bdi,8.884,2040
bdi,8.611,2045
bdi,8.352,2050
khm,13.52,1950
khm,13.6,1955
khm,13.58,1960
khm,13.79,1965
khm,13.94,1970
khm,14.21,1975
khm,12.76,1980
khm,10.76,1985
khm,15.72,1990
khm,14.54,1995
khm,14.05,2000
khm,11.73,2005
khm,9.831,2010
khm,9.704,2015
khm,9.793,2020
khm,9.586,2025
khm,8.856,2030
khm,8.0,2035
khm,7.424,2040
khm,7.153,2045
khm,6.944,2050
cmr,12.52,1950
cmr,12.56,1955
cmr,12.95,1960
cmr,12.99,1965
cmr,13.46,1970
cmr,13.86,1975
cmr,14.26,1980
cmr,14.57,1985
cmr,14.88,1990
cmr,14.57,1995
cmr,14.17,2000
cmr,13.24,2005
cmr,13.37,2010
cmr,13.4,2015
cmr,12.74,2020
cmr,11.84,2025
cmr,11.03,2030
cmr,10.45,2035
cmr,9.987,2040
cmr,9.503,2045
cmr,8.96,2050
can,9.53,1950
can,10.94,1955
can,11.26,1960
can,11.3,1965
can,10.62,1970
can,8.174,1975
can,7.166,1980
can,6.793,1985
can,6.709,1990
can,6.562,1995
can,6.435,2000
can,5.537,2005
can,5.127,2010
can,5.08,2015
can,5.136,2020
can,5.268,2025
can,5.289,2030
can,5.187,2035
can,5.075,2040
can,5.066,2045
can,5.113,2050
cpv,10.13,1950
cpv,11.83,1955
cpv,14.42,1960
cpv,15.7,1965
cpv,15.94,1970
cpv,14.77,1975
cpv,12.99,1980
cpv,14.62,1985
cpv,14.81,1990
cpv,14.9,1995
cpv,13.85,2000
cpv,12.4,2005
cpv,11.24,2010
cpv,10.18,2015
cpv,9.603,2020
cpv,9.119,2025
cpv,8.735,2030
cpv,7.849,2035
cpv,7.082,2040
cpv,6.685,2045
cpv,6.319,2050
caf,11.44,1950
caf,11.42,1955
caf,12.06,1960
caf,12.63,1965
caf,12.9,1970
caf,13.35,1975
caf,13.52,1980
caf,13.5,1985
caf,13.95,1990
caf,13.84,1995
caf,13.36,2000
caf,13.58,2005
caf,13.26,2010
caf,12.59,2015
caf,12.08,2020
caf,11.51,2025
caf,10.96,2030
caf,10.44,2035
caf,9.86,2040
caf,9.326,2045
caf,8.837,2050
tcd,11.77,1950
tcd,11.7,1955
tcd,13.21,1960
tcd,13.33,1965
tcd,13.35,1970
tcd,13.51,1975
tcd,13.97,1980
tcd,14.55,1985
tcd,14.73,1990
tcd,14.75,1995
tcd,14.7,2000
tcd,14.74,2005
tcd,14.85,2010
tcd,14.54,2015
tcd,14.21,2020
tcd,13.8,2025
tcd,13.27,2030
tcd,12.59,2035
tcd,11.82,2040
tcd,11.08,2045
tcd,10.42,2050
chanisl,5.769,1950
chanisl,5.357,1955
chanisl,6.78,1960
chanisl,6.452,1965
chanisl,7.812,1970
chanisl,6.061,1975
chanisl,6.061,1980
chanisl,5.634,1985
chanisl,5.405,1990
chanisl,5.479,1995
chanisl,5.405,2000
chanisl,5.195,2005
chanisl,5.263,2010
chanisl,3.846,2015
chanisl,3.846,2020
chanisl,3.896,2025
chanisl,3.947,2030
chanisl,3.947,2035
chanisl,4.054,2040
chanisl,4.0,2045
chanisl,4.0,2050
chl,12.05,1950
chl,12.15,1955
chl,12.44,1960
chl,13.44,1965
chl,13.59,1970
chl,11.91,1975
chl,10.89,1980
chl,9.405,1985
chl,9.694,1990
chl,9.857,1995
chl,9.381,2000
chl,7.917,2005
chl,7.007,2010
chl,6.761,2015
chl,6.56,2020
chl,6.278,2025
chl,6.032,2030
chl,5.749,2035
chl,5.5,2040
chl,5.351,2045
chl,5.27,2050
chn,10.1,1950
chn,11.23,1955
chn,14.23,1960
chn,12.12,1965
chn,13.13,1970
chn,14.03,1975
chn,12.46,1980
chn,9.146,1985
chn,8.985,1990
chn,10.08,1995
chn,8.099,2000
chn,6.847,2005
chn,6.005,2010
chn,5.887,2015
chn,6.057,2020
chn,5.892,2025
chn,5.366,2030
chn,4.98,2035
chn,4.877,2040
chn,4.963,2045
chn,5.018,2050
col,13.21,1950
col,14.46,1955
col,15.26,1960
col,15.07,1965
col,15.13,1970
col,14.69,1975
col,12.83,1980
col,12.56,1985
col,11.9,1990
col,11.25,1995
col,10.73,2000
col,9.901,2005
col,9.203,2010
col,8.734,2015
col,8.141,2020
col,7.655,2025
col,7.198,2030
col,6.778,2035
col,6.406,2040
col,6.062,2045
col,5.819,2050
com,12.66,1950
com,11.49,1955
com,14.43,1960
com,14.95,1965
com,15.13,1970
com,14.81,1975
com,14.63,1980
com,15.54,1985
com,16.36,1990
com,13.93,1995
com,12.64,2000
com,12.46,2005
com,12.5,2010
com,12.63,2015
com,11.67,2020
com,10.62,2025
com,9.651,2030
com,9.231,2035
com,9.009,2040
com,8.532,2045
com,7.967,2050
cod,13.53,1950
cod,13.59,1955
cod,13.42,1960
cod,13.62,1965
cod,13.84,1970
cod,14.07,1975
cod,14.28,1980
cod,14.51,1985
cod,14.93,1990
cod,15.3,1995
cod,15.47,2000
cod,15.32,2005
cod,15.22,2010
cod,14.47,2015
cod,14.03,2020
cod,13.49,2025
cod,12.72,2030
cod,11.84,2035
cod,10.98,2040
cod,10.23,2045
cod,9.532,2050
cog,12.65,1950
cog,12.83,1955
cog,13.11,1960
cog,13.53,1965
cog,13.97,1970
cog,14.34,1975
cog,14.57,1980
cog,14.76,1985
cog,14.41,1990
cog,13.99,1995
cog,13.98,2000
cog,13.14,2005
cog,13.35,2010
cog,12.69,2015
cog,11.79,2020
cog,11.27,2025
cog,10.56,2030
cog,9.921,2035
cog,9.352,2040
cog,8.866,2045
cog,8.401,2050
cri,12.26,1950
cri,13.18,1955
cri,15.11,1960
cri,15.44,1965
cri,15.8,1970
cri,13.75,1975
cri,11.7,1980
cri,11.86,1985
cri,11.98,1990
cri,11.89,1995
cri,10.51,2000
cri,9.3,2005
cri,8.446,2010
cri,7.45,2015
cri,7.375,2020
cri,6.85,2025
cri,6.482,2030
cri,6.107,2035
cri,5.828,2040
cri,5.623,2045
cri,5.495,2050
civ,13.68,1950
civ,13.01,1955
civ,13.72,1960
civ,14.15,1965
civ,14.64,1970
civ,14.96,1975
civ,15.34,1980
civ,15.82,1985
civ,15.42,1990
civ,14.58,1995
civ,14.07,2000
civ,13.82,2005
civ,13.71,2010
civ,13.11,2015
civ,12.5,2020
civ,11.73,2025
civ,11.0,2030
civ,10.35,2035
civ,9.76,2040
civ,9.195,2045
civ,8.64,2050
hrv,7.341,1950
hrv,9.06,1955
hrv,8.807,1960
hrv,7.86,1965
hrv,7.146,1970
hrv,6.582,1975
hrv,6.557,1980
hrv,6.678,1985
hrv,6.687,1990
hrv,5.831,1995
hrv,5.308,2000
hrv,5.08,2005
hrv,4.422,2010
hrv,4.515,2015
hrv,4.664,2020
hrv,4.601,2025
hrv,4.503,2030
hrv,4.362,2035
hrv,4.314,2040
hrv,4.421,2045
hrv,4.589,2050
cub,12.26,1950
cub,11.58,1955
cub,12.26,1960
cub,10.89,1965
cub,13.8,1970
cub,12.68,1975
cub,11.28,1980
cub,7.288,1985
cub,7.124,1990
cub,7.879,1995
cub,6.322,2000
cub,6.221,2005
cub,5.656,2010
cub,4.947,2015
cub,4.757,2020
cub,4.59,2025
cub,4.4,2030
cub,4.164,2035
cub,3.952,2040
cub,3.829,2045
cub,3.771,2050
cyp,10.4,1950
cyp,11.52,1955
cyp,11.42,1960
cyp,10.7,1965
cyp,10.42,1970
cyp,8.117,1975
cyp,7.19,1980
cyp,7.692,1985
cyp,8.504,1990
cyp,8.152,1995
cyp,7.519,2000
cyp,6.061,2005
cyp,5.322,2010
cyp,5.263,2015
cyp,5.231,2020
cyp,5.426,2025
cyp,5.41,2030
cyp,5.235,2035
cyp,4.93,2040
cyp,4.966,2045
cyp,5.034,2050
cze,7.738,1950
cze,9.028,1955
cze,8.383,1960
cze,6.997,1965
cze,6.626,1970
cze,6.49,1975
cze,7.791,1980
cze,8.03,1985
cze,6.355,1990
cze,5.957,1995
cze,5.485,2000
cze,4.116,2005
cze,4.325,2010
cze,5.022,2015
cze,5.146,2020
cze,4.887,2025
cze,4.574,2030
cze,4.347,2035
cze,4.399,2040
cze,4.726,2045
cze,5.019,2050
dnk,8.96,1950
dnk,9.164,1955
dnk,7.842,1960
dnk,7.506,1965
dnk,7.736,1970
dnk,7.394,1975
dnk,6.862,1980
dnk,5.894,1985
dnk,5.023,1990
dnk,5.442,1995
dnk,6.264,2000
dnk,6.097,2005
dnk,5.755,2010
dnk,5.544,2015
dnk,5.22,2020
dnk,5.19,2025
dnk,5.373,2030
dnk,5.479,2035
dnk,5.424,2040
dnk,5.28,2045
dnk,5.135,2050
dji,16.13,1950
dji,14.29,1955
dji,13.95,1960
dji,13.79,1965
dji,14.81,1970
dji,15.04,1975
dji,14.62,1980
dji,14.43,1985
dji,14.39,1990
dji,14.38,1995
dji,13.9,2000
dji,12.38,2005
dji,11.56,2010
dji,10.92,2015
dji,10.49,2020
dji,10.09,2025
dji,9.58,2030
dji,9.163,2035
dji,8.52,2040
dji,8.131,2045
dji,7.609,2050
dom,15.21,1950
dom,15.04,1955
dom,15.62,1960
dom,16.26,1965
dom,16.14,1970
dom,15.35,1975
dom,14.27,1980
dom,13.26,1985
dom,12.85,1990
dom,12.27,1995
dom,11.75,2000
dom,10.76,2005
dom,10.29,2010
dom,9.76,2015
dom,9.107,2020
dom,8.489,2025
dom,7.934,2030
dom,7.467,2035
dom,7.053,2040
dom,6.659,2045
dom,6.307,2050
ecu,12.41,1950
ecu,12.81,1955
ecu,14.51,1960
ecu,14.42,1965
ecu,14.42,1970
ecu,14.4,1975
ecu,14.07,1980
ecu,13.67,1985
ecu,12.96,1990
ecu,12.03,1995
ecu,11.24,2000
ecu,10.87,2005
ecu,10.08,2010
ecu,9.142,2015
ecu,8.481,2020
ecu,8.003,2025
ecu,7.509,2030
ecu,7.045,2035
ecu,6.6,2040
ecu,6.223,2045
ecu,5.892,2050
egy,11.25,1950
egy,13.94,1955
egy,13.99,1960
egy,14.32,1965
egy,13.96,1970
egy,13.74,1975
egy,13.3,1980
egy,13.76,1985
egy,13.81,1990
egy,14.19,1995
egy,11.47,2000
egy,10.82,2005
egy,10.51,2010
egy,10.28,2015
egy,9.801,2020
egy,8.985,2025
egy,8.235,2030
egy,7.741,2035
egy,7.417,2040
egy,7.083,2045
egy,6.667,2050
slv,13.63,1950
slv,13.36,1955
slv,14.45,1960
slv,14.85,1965
slv,15.18,1970
slv,14.81,1975
slv,14.73,1980
slv,14.3,1985
slv,13.08,1990
slv,12.25,1995
slv,12.07,2000
slv,11.48,2005
slv,9.185,2010
slv,8.515,2015
slv,8.357,2020
slv,8.064,2025
slv,7.753,2030
slv,7.083,2035
slv,6.517,2040
slv,6.103,2045
slv,5.828,2050
gnq,11.3,1950
gnq,10.92,1955
gnq,12.31,1960
gnq,12.41,1965
gnq,12.16,1970
gnq,15.57,1975
gnq,14.04,1980
gnq,9.375,1985
gnq,11.86,1990
gnq,14.72,1995
gnq,14.5,2000
gnq,13.77,2005
gnq,13.14,2010
gnq,12.91,2015
gnq,13.15,2020
gnq,12.86,2025
gnq,12.13,2030
gnq,11.32,2035
gnq,10.76,2040
gnq,10.31,2045
gnq,9.917,2050
eri,14.04,1950
eri,14.31,1955
eri,13.67,1960
eri,14.34,1965
eri,14.72,1970
eri,14.73,1975
eri,15.39,1980
eri,16.38,1985
eri,14.3,1990
eri,15.31,1995
eri,14.4,2000
eri,12.98,2005
eri,13.53,2010
eri,13.68,2015
eri,12.85,2020
eri,11.62,2025
eri,10.51,2030
eri,9.826,2035
eri,9.47,2040
eri,9.192,2045
eri,8.751,2050
est,6.836,1950
est,6.728,1955
est,6.745,1960
est,6.825,1965
est,6.766,1970
est,6.364,1975
est,6.835,1980
est,6.74,1985
est,6.835,1990
est,7.124,1995
est,5.027,2000
est,4.132,2005
est,4.438,2010
est,5.278,2015
est,5.734,2020
est,5.682,2025
est,5.202,2030
est,4.579,2035
est,4.518,2040
est,4.885,2045
est,5.28,2050
eth,13.78,1950
eth,14.04,1955
eth,13.75,1960
eth,13.71,1965
eth,14.15,1970
eth,14.31,1975
eth,14.26,1980
eth,14.09,1985
eth,14.28,1990
eth,14.78,1995
eth,15.16,2000
eth,14.7,2005
eth,13.98,2010
eth,13.69,2015
eth,13.09,2020
eth,12.39,2025
eth,11.61,2030
eth,10.8,2035
eth,10.02,2040
eth,9.344,2045
eth,8.709,2050
fji,15.94,1950
fji,15.76,1955
fji,16.23,1960
fji,16.37,1965
fji,14.84,1970
fji,12.98,1975
fji,12.78,1980
fji,13.11,1985
fji,12.75,1990
fji,11.41,1995
fji,11.14,2000
fji,11.0,2005
fji,10.21,2010
fji,9.302,2015
fji,8.716,2020
fji,8.296,2025
fji,7.912,2030
fji,7.609,2035
fji,7.237,2040
fji,6.608,2045
fji,6.236,2050
fin,8.743,1950
fin,10.98,1955
fin,9.451,1960
fin,8.429,1965
fin,7.899,1970
fin,7.064,1975
fin,5.921,1980
fin,6.252,1985
fin,6.231,1990
fin,5.878,1995
fin,6.08,2000
fin,5.421,2005
fin,5.174,2010
fin,5.276,2015
fin,5.333,2020
fin,5.293,2025
fin,5.239,2030
fin,5.105,2035
fin,4.988,2040
fin,4.989,2045
fin,5.056,2050
fra,6.146,1950
fra,8.697,1955
fra,8.26,1960
fra,8.032,1965
fra,8.069,1970
fra,7.57,1975
fra,7.345,1980
fra,6.338,1985
fra,6.459,1990
fra,6.224,1995
fra,5.814,2000
fra,5.764,2005
fra,5.999,2010
fra,5.891,2015
fra,5.555,2020
fra,5.395,2025
fra,5.271,2030
fra,5.231,2035
fra,5.287,2040
fra,5.32,2045
fra,5.268,2050
guf,8.333,1950
guf,14.29,1955
guf,12.5,1960
guf,15.79,1965
guf,13.64,1970
guf,14.81,1975
guf,12.12,1980
guf,11.63,1985
guf,12.73,1990
guf,11.94,1995
guf,12.5,2000
guf,11.88,2005
guf,11.3,2010
guf,9.924,2015
guf,9.655,2020
guf,9.146,2025
guf,8.427,2030
guf,8.205,2035
guf,7.767,2040
guf,7.306,2045
guf,6.897,2050
pyf,17.24,1950
pyf,15.62,1955
pyf,15.38,1960
pyf,15.22,1965
pyf,15.38,1970
pyf,14.52,1975
pyf,13.89,1980
pyf,12.2,1985
pyf,11.83,1990
pyf,12.62,1995
pyf,9.649,2000
pyf,9.677,2005
pyf,8.333,2010
pyf,8.392,2015
pyf,8.163,2020
pyf,7.051,2025
pyf,6.832,2030
pyf,6.548,2035
pyf,5.814,2040
pyf,5.747,2045
pyf,5.682,2050
gab,9.129,1950
gab,9.016,1955
gab,10.08,1960
gab,10.12,1965
gab,10.29,1970
gab,10.78,1975
gab,12.1,1980
gab,12.75,1985
gab,13.49,1990
gab,13.55,1995
gab,13.96,2000
gab,12.66,2005
gab,11.57,2010
gab,11.0,2015
gab,10.61,2020
gab,10.08,2025
gab,9.557,2030
gab,8.955,2035
gab,8.429,2040
gab,7.973,2045
gab,7.604,2050
gmb,12.59,1950
gmb,13.38,1955
gmb,10.98,1960
gmb,11.64,1965
gmb,12.84,1970
gmb,13.03,1975
gmb,13.5,1980
gmb,13.94,1985
gmb,13.91,1990
gmb,13.64,1995
gmb,14.02,2000
gmb,14.08,2005
gmb,13.83,2010
gmb,13.29,2015
gmb,12.77,2020
gmb,12.1,2025
gmb,11.51,2030
gmb,10.86,2035
gmb,10.22,2040
gmb,9.639,2045
gmb,9.057,2050
geo,7.526,1950
geo,7.327,1955
geo,8.858,1960
geo,10.07,1965
geo,10.18,1970
geo,8.413,1975
geo,7.987,1980
geo,7.668,1985
geo,7.786,1990
geo,7.892,1995
geo,7.04,2000
geo,4.841,2005
geo,4.604,2010
geo,5.263,2015
geo,5.261,2020
geo,5.109,2025
geo,4.755,2030
geo,4.498,2035
geo,4.511,2040
geo,4.693,2045
geo,4.795,2050
deu,6.811,1950
deu,5.798,1955
deu,6.575,1960
deu,6.875,1965
deu,7.639,1970
deu,7.119,1975
deu,5.198,1980
deu,4.755,1985
deu,5.058,1990
deu,5.406,1995
deu,4.842,2000
deu,4.565,2005
deu,4.253,2010
deu,3.964,2015
deu,3.892,2020
deu,3.991,2025
deu,4.01,2030
deu,3.957,2035
deu,3.899,2040
deu,3.889,2045
