geo,population_aged_0_4_years_male_percent,time
abw,5.66,2030
abw,5.882,2035
abw,5.66,2040
abw,5.66,2045
abw,6.0,2050
aus,10.93,1950
aus,10.8,1955
aus,10.78,1960
aus,10.45,1965
aus,9.654,1970
aus,9.387,1975
aus,7.904,1980
aus,7.762,1985
aus,7.583,1990
aus,7.39,1995
aus,6.877,2000
aus,6.504,2005
aus,6.498,2010
aus,6.36,2015
aus,6.223,2020
aus,6.094,2025
aus,5.925,2030
aus,5.79,2035
aus,5.727,2040
aus,5.713,2045
aus,5.699,2050
aut,8.201,1950
aut,7.683,1955
aut,8.816,1960
aut,9.615,1965
aut,8.871,1970
aut,7.149,1975
aut,6.194,1980
aut,6.44,1985
aut,6.1,1990
aut,6.141,1995
aut,5.474,2000
aut,5.099,2005
aut,4.84,2010
aut,4.754,2015
aut,4.797,2020
aut,4.798,2025
aut,4.728,2030
aut,4.633,2035
aut,4.625,2040
aut,4.721,2045
aut,4.891,2050
aze,10.86,1950
aze,15.93,1955
aze,19.97,1960
aze,19.32,1965
aze,15.24,1970
aze,12.83,1975
aze,12.01,1980
aze,12.77,1985
aze,13.77,1990
aze,12.09,1995
aze,9.199,2000
aze,8.744,2005
aze,9.652,2010
aze,9.501,2015
aze,8.466,2020
aze,7.213,2025
aze,6.424,2030
aze,6.257,2035
aze,6.31,2040
aze,6.168,2045
aze,5.817,2050
bhs,16.67,1950
bhs,17.07,1955
bhs,19.23,1960
bhs,18.84,1965
bhs,16.67,1970
bhs,15.22,1975
bhs,12.5,1980
bhs,12.93,1985
bhs,11.29,1990
bhs,11.51,1995
bhs,10.6,2000
bhs,8.75,2005
bhs,8.383,2010
bhs,7.91,2015
bhs,7.568,2020
bhs,7.179,2025
bhs,6.931,2030
bhs,6.731,2035
bhs,6.075,2040
bhs,6.019,2045
bhs,5.963,2050
bhr,16.13,1950
bhr,16.9,1955
bhr,16.87,1960
bhr,21.05,1965
bhr,15.97,1970
bhr,13.61,1975
bhr,10.95,1980
bhr,10.7,1985
bhr,10.45,1990
bhr,10.15,1995
bhr,8.533,2000
bhr,8.373,2005
bhr,7.759,2010
bhr,7.171,2015
bhr,6.494,2020
bhr,6.055,2025
bhr,5.911,2030
bhr,5.651,2035
bhr,5.414,2040
bhr,5.294,2045
bhr,5.187,2050
bgd,14.57,1950
bgd,16.57,1955
bgd,16.83,1960
bgd,17.18,1965
bgd,17.42,1970
bgd,17.69,1975
bgd,17.74,1980
bgd,16.97,1985
bgd,15.31,1990
bgd,13.75,1995
bgd,12.63,2000
bgd,11.45,2005
bgd,9.964,2010
bgd,9.292,2015
bgd,8.727,2020
bgd,8.11,2025
bgd,7.462,2030
bgd,6.875,2035
bgd,6.499,2040
bgd,6.299,2045
bgd,6.102,2050
brb,13.4,1950
brb,14.71,1955
brb,15.38,1960
brb,14.81,1965
brb,11.71,1970
brb,9.483,1975
brb,9.322,1980
brb,9.091,1985
brb,7.937,1990
brb,7.317,1995
brb,6.504,2000
brb,5.785,2005
brb,5.556,2010
brb,5.469,2015
brb,5.512,2020
brb,5.469,2025
brb,4.724,2030
brb,4.878,2035
brb,4.878,2040
brb,4.959,2045
brb,5.128,2050
blr,9.752,1950
blr,11.94,1955
blr,13.39,1960
blr,11.9,1965
blr,9.205,1970
blr,8.805,1975
blr,8.475,1980
blr,8.88,1985
blr,8.59,1990
blr,6.533,1995
blr,5.163,2000
blr,5.134,2005
blr,5.523,2010
blr,5.485,2015
blr,5.187,2020
blr,4.828,2025
blr,4.494,2030
blr,4.455,2035
blr,4.633,2040
blr,4.796,2045
blr,4.825,2050
bel,8.302,1950
bel,8.15,1955
bel,8.53,1960
bel,8.601,1965
bel,7.805,1970
bel,7.007,1975
bel,6.417,1980
bel,6.362,1985
bel,6.227,1990
bel,6.225,1995
bel,5.835,2000
bel,5.671,2005
bel,5.897,2010
bel,5.802,2015
bel,5.783,2020
bel,5.671,2025
bel,5.547,2030
bel,5.478,2035
bel,5.492,2040
bel,5.539,2045
bel,5.568,2050
blz,15.15,1950
blz,20.51,1955
blz,19.57,1960
blz,18.18,1965
blz,18.33,1970
blz,18.18,1975
blz,16.67,1980
blz,18.52,1985
blz,17.2,1990
blz,16.36,1995
blz,14.29,2000
blz,12.68,2005
blz,11.39,2010
blz,10.92,2015
blz,10.16,2020
blz,8.824,2025
blz,8.333,2030
blz,7.456,2035
blz,6.723,2040
blz,6.531,2045
blz,6.375,2050
ben,13.72,1950
ben,15.46,1955
ben,16.53,1960
ben,17.56,1965
ben,18.3,1970
ben,18.62,1975
ben,18.99,1980
ben,19.05,1985
ben,18.87,1990
ben,18.29,1995
ben,17.91,2000
ben,17.14,2005
ben,16.73,2010
ben,15.99,2015
ben,14.9,2020
ben,13.78,2025
ben,12.78,2030
ben,11.93,2035
ben,11.15,2040
ben,10.4,2045
ben,9.684,2050
btn,17.24,1950
btn,16.83,1955
btn,17.7,1960
btn,17.83,1965
btn,17.22,1970
btn,16.94,1975
btn,16.82,1980
btn,16.73,1985
btn,16.43,1990
btn,15.95,1995
btn,12.98,2000
btn,10.85,2005
btn,9.358,2010
btn,9.046,2015
btn,8.605,2020
btn,7.795,2025
btn,7.082,2030
btn,6.625,2035
btn,6.478,2040
btn,6.324,2045
btn,6.226,2050
bol,17.07,1950
bol,17.21,1955
bol,17.41,1960
bol,17.3,1965
bol,17.36,1970
bol,17.53,1975
bol,16.55,1980
bol,16.19,1985
bol,15.99,1990
bol,15.87,1995
bol,14.67,2000
bol,13.81,2005
bol,12.67,2010
bol,11.65,2015
bol,10.69,2020
bol,9.811,2025
bol,8.999,2030
bol,8.27,2035
bol,7.623,2040
bol,7.088,2045
bol,6.662,2050
bih,15.18,1950
bih,15.87,1955
bih,14.96,1960
bih,14.43,1965
bih,11.33,1970
bih,10.32,1975
bih,8.94,1980
bih,8.993,1985
bih,8.118,1990
bih,6.559,1995
bih,6.296,2000
bih,5.168,2005
bih,4.865,2010
bih,4.794,2015
bih,4.641,2020
bih,4.443,2025
bih,4.194,2030
bih,3.963,2035
bih,3.917,2040
bih,4.024,2045
bih,4.124,2050
bwa,15.66,1950
bwa,19.11,1955
bwa,19.84,1960
bwa,20.14,1965
bwa,19.58,1970
bwa,19.49,1975
bwa,19.33,1980
bwa,18.66,1985
bwa,16.72,1990
bwa,14.51,1995
bwa,13.0,2000
bwa,11.79,2005
bwa,11.54,2010
bwa,11.12,2015
bwa,10.49,2020
bwa,9.764,2025
bwa,9.098,2030
bwa,8.611,2035
bwa,8.333,2040
bwa,8.012,2045
bwa,7.654,2050
bra,16.93,1950
bra,17.52,1955
bra,17.46,1960
bra,17.34,1965
bra,15.54,1970
bra,14.39,1975
bra,14.15,1980
bra,13.89,1985
bra,12.11,1990
bra,10.64,1995
bra,10.32,2000
bra,9.62,2005
bra,8.077,2010
bra,7.073,2015
bra,6.511,2020
bra,6.003,2025
bra,5.614,2030
bra,5.402,2035
bra,5.196,2040
bra,5.176,2045
bra,5.061,2050
brn,12.5,1950
brn,18.18,1955
brn,19.51,1960
brn,18.18,1965
brn,16.67,1970
brn,15.29,1975
brn,14.42,1980
brn,13.56,1985
brn,13.33,1990
brn,12.42,1995
brn,10.98,2000
brn,9.896,2005
brn,9.135,2010
brn,8.261,2015
brn,8.13,2020
brn,7.692,2025
brn,7.554,2030
brn,7.241,2035
brn,6.908,2040
brn,6.667,2045
brn,6.748,2050
bgr,10.35,1950
bgr,9.521,1955
bgr,8.584,1960
bgr,8.049,1965
bgr,7.823,1970
bgr,7.926,1975
bgr,7.858,1980
bgr,6.785,1985
bgr,6.556,1990
bgr,5.252,1995
bgr,4.407,2000
bgr,4.556,2005
bgr,5.08,2010
bgr,5.138,2015
bgr,4.885,2020
bgr,4.558,2025
bgr,4.341,2030
bgr,4.475,2035
bgr,4.782,2040
bgr,4.989,2045
bgr,4.956,2050
bfa,15.79,1950
bfa,15.49,1955
bfa,16.42,1960
bfa,17.19,1965
bfa,17.87,1970
bfa,18.3,1975
bfa,19.24,1980
bfa,19.72,1985
bfa,19.62,1990
bfa,19.46,1995
bfa,19.15,2000
bfa,18.68,2005
bfa,19.94,2010
bfa,18.35,2015
bfa,16.73,2020
bfa,15.36,2025
bfa,14.33,2030
bfa,13.45,2035
bfa,12.51,2040
bfa,11.52,2045
bfa,10.59,2050
bdi,16.82,1950
bdi,18.96,1955
bdi,18.51,1960
bdi,18.25,1965
bdi,18.1,1970
bdi,18.32,1975
bdi,18.4,1980
bdi,19.15,1985
bdi,19.5,1990
bdi,18.19,1995
bdi,16.91,2000
bdi,15.13,2005
bdi,14.55,2010
bdi,14.32,2015
bdi,13.34,2020
bdi,11.95,2025
bdi,10.76,2030
bdi,10.03,2035
bdi,9.672,2040
bdi,9.317,2045
bdi,8.78,2050
khm,16.8,1950
khm,16.83,1955
khm,17.07,1960
khm,17.25,1965
khm,17.39,1970
khm,15.58,1975
khm,15.52,1980
khm,22.14,1985
khm,19.74,1990
khm,17.94,1995
khm,14.37,2000
khm,11.89,2005
khm,11.55,2010
khm,11.45,2015
khm,10.97,2020
khm,9.954,2025
khm,8.873,2030
khm,8.164,2035
khm,7.817,2040
khm,7.546,2045
khm,7.134,2050
cmr,16.08,1950
cmr,16.63,1955
cmr,16.71,1960
cmr,17.29,1965
cmr,17.78,1970
cmr,18.21,1975
cmr,18.47,1980
cmr,18.63,1985
cmr,18.06,1990
cmr,17.21,1995
cmr,15.98,2000
cmr,16.0,2005
cmr,15.74,2010
cmr,14.68,2015
cmr,13.42,2020
cmr,12.36,2025
cmr,11.58,2030
cmr,10.97,2035
cmr,10.35,2040
cmr,9.676,2045
cmr,9.036,2050
can,11.98,1950
can,12.45,1955
can,12.6,1960
can,11.73,1965
can,8.669,1970
can,7.842,1975
can,7.527,1980
can,7.388,1985
can,7.202,1990
can,7.013,1995
can,5.935,2000
can,5.469,2005
can,5.487,2010
can,5.523,2015
can,5.582,2020
can,5.554,2025
can,5.39,2030
can,5.231,2035
can,5.192,2040
can,5.219,2045
can,5.292,2050
cpv,11.94,1950
cpv,16.67,1955
cpv,20.65,1960
cpv,18.52,1965
cpv,16.54,1970
cpv,17.19,1975
cpv,18.05,1980
cpv,19.59,1985
cpv,19.39,1990
cpv,17.46,1995
cpv,15.46,2000
cpv,13.48,2005
cpv,11.79,2010
cpv,11.36,2015
cpv,10.68,2020
cpv,9.831,2025
cpv,8.974,2030
cpv,8.075,2035
cpv,7.553,2040
cpv,7.122,2045
cpv,6.471,2050
caf,14.53,1950
caf,15.26,1955
caf,16.1,1960
caf,16.52,1965
caf,16.82,1970
caf,17.07,1975
caf,17.11,1980
caf,17.33,1985
caf,17.37,1990
caf,16.61,1995
caf,16.54,2000
caf,16.04,2005
caf,14.96,2010
caf,14.11,2015
caf,13.25,2020
caf,12.43,2025
caf,11.71,2030
caf,10.95,2035
caf,10.26,2040
caf,9.639,2045
caf,9.105,2050
tcd,15.42,1950
tcd,16.69,1955
tcd,16.8,1960
tcd,16.91,1965
tcd,17.24,1970
tcd,18.04,1975
tcd,18.72,1980
tcd,18.95,1985
tcd,18.93,1990
tcd,18.85,1995
tcd,18.82,2000
tcd,18.74,2005
tcd,18.13,2010
tcd,17.46,2015
tcd,16.71,2020
tcd,15.8,2025
tcd,14.75,2030
tcd,13.66,2035
tcd,12.64,2040
tcd,11.76,2045
tcd,10.99,2050
chanisl,8.333,1950
chanisl,8.0,1955
chanisl,7.407,1960
chanisl,7.273,1965
chanisl,6.78,1970
chanisl,6.452,1975
chanisl,4.918,1980
chanisl,6.154,1985
chanisl,5.97,1990
chanisl,5.797,1995
chanisl,5.797,2000
chanisl,5.714,2005
chanisl,5.479,2010
chanisl,4.054,2015
chanisl,4.11,2020
chanisl,4.11,2025
chanisl,4.167,2030
chanisl,4.167,2035
chanisl,4.11,2040
chanisl,4.225,2045
chanisl,4.225,2050
chl,14.54,1950
chl,15.13,1955
chl,16.25,1960
chl,15.98,1965
chl,13.82,1970
chl,12.46,1975
chl,10.84,1980
chl,11.26,1985
chl,11.4,1990
chl,10.63,1995
chl,8.863,2000
chl,7.813,2005
chl,7.504,2010
chl,7.247,2015
chl,6.912,2020
chl,6.62,2025
chl,6.285,2030
chl,6.006,2035
chl,5.829,2040
chl,5.737,2045
chl,5.67,2050
chn,13.93,1950
chn,16.29,1955
chn,14.21,1960
chn,15.44,1965
chn,15.98,1970
chn,13.63,1975
chn,10.01,1980
chn,9.917,1985
chn,11.14,1990
chn,9.215,1995
chn,7.903,2000
chn,7.072,2005
chn,6.851,2010
chn,6.877,2015
chn,6.508,2020
chn,5.83,2025
chn,5.339,2030
chn,5.167,2035
chn,5.195,2040
chn,5.181,2045
chn,5.033,2050
col,18.28,1950
col,19.04,1955
col,18.77,1960
col,18.61,1965
col,17.61,1970
col,15.29,1975
col,14.86,1980
col,14.0,1985
col,13.2,1990
col,12.58,1995
col,11.55,2000
col,10.7,2005
col,10.09,2010
col,9.359,2015
col,8.75,2020
col,8.185,2025
col,7.662,2030
col,7.195,2035
col,6.767,2040
col,6.47,2045
col,6.288,2050
com,14.1,1950
com,17.24,1955
com,18.95,1960
com,19.05,1965
com,18.8,1970
com,18.38,1975
com,19.39,1980
com,19.79,1985
com,16.59,1990
com,15.38,1995
com,14.6,2000
com,14.84,2005
com,14.74,2010
com,13.58,2015
com,11.93,2020
com,11.04,2025
com,10.45,2030
com,9.905,2035
com,9.55,2040
com,8.889,2045
com,8.17,2050
cod,18.77,1950
cod,18.65,1955
cod,18.67,1960
cod,18.76,1965
cod,18.86,1970
cod,19.03,1975
cod,19.23,1980
cod,19.73,1985
cod,20.11,1990
cod,20.29,1995
cod,19.77,2000
cod,19.4,2005
cod,18.14,2010
cod,17.3,2015
cod,16.34,2020
cod,15.13,2025
cod,13.86,2030
cod,12.68,2035
cod,11.66,2040
cod,10.74,2045
cod,9.85,2050
cog,16.16,1950
cog,16.74,1955
cog,17.17,1960
cog,17.66,1965
cog,18.0,1970
cog,18.16,1975
cog,18.31,1980
cog,17.66,1985
cog,16.83,1990
cog,16.4,1995
cog,15.8,2000
cog,15.73,2005
cog,15.02,2010
cog,13.76,2015
cog,12.77,2020
cog,11.85,2025
cog,11.02,2030
cog,10.31,2035
cog,9.675,2040
cog,9.085,2045
cog,8.561,2050
cri,16.02,1950
cri,18.26,1955
cri,18.76,1960
cri,18.53,1965
cri,15.71,1970
cri,13.65,1975
cri,13.58,1980
cri,13.68,1985
cri,13.47,1990
cri,11.7,1995
cri,10.16,2000
cri,9.132,2005
cri,8.022,2010
cri,7.879,2015
cri,7.29,2020
cri,6.915,2025
cri,6.502,2030
cri,6.156,2035
cri,5.934,2040
cri,5.787,2045
cri,5.646,2050
civ,17.34,1950
civ,17.42,1955
civ,18.14,1960
civ,18.46,1965
civ,18.67,1970
civ,18.9,1975
civ,18.94,1980
civ,17.87,1985
civ,16.73,1990
civ,15.82,1995
civ,15.25,2000
civ,15.34,2005
civ,14.73,2010
civ,13.97,2015
civ,13.04,2020
civ,12.15,2025
civ,11.38,2030
civ,10.66,2035
civ,9.992,2040
civ,9.343,2045
civ,8.736,2050
hrv,10.72,1950
hrv,10.41,1955
hrv,9.26,1960
hrv,9.004,1965
hrv,7.448,1970
hrv,7.662,1975
hrv,7.645,1980
hrv,7.586,1985
hrv,6.816,1990
hrv,6.0,1995
hrv,5.53,2000
hrv,4.998,2005
hrv,5.08,2010
hrv,5.171,2015
hrv,5.125,2020
hrv,4.951,2025
hrv,4.792,2030
hrv,4.74,2035
hrv,4.838,2040
hrv,4.997,2045
hrv,5.102,2050
cub,12.98,1950
cub,13.49,1955
cub,12.41,1960
cub,15.52,1965
cub,14.1,1970
cub,12.14,1975
cub,8.276,1980
cub,7.942,1985
cub,8.487,1990
cub,7.247,1995
cub,6.596,2000
cub,6.129,2005
cub,5.342,2010
cub,5.129,2015
cub,4.964,2020
cub,4.688,2025
cub,4.425,2030
cub,4.202,2035
cub,4.055,2040
cub,3.967,2045
cub,3.922,2050
cyp,13.99,1950
cyp,12.84,1955
cyp,13.57,1960
cyp,12.59,1965
cyp,9.967,1970
cyp,7.869,1975
cyp,9.508,1980
cyp,10.0,1985
cyp,9.412,1990
cyp,8.743,1995
cyp,6.995,2000
cyp,6.143,2005
cyp,6.075,2010
cyp,6.222,2015
cyp,6.329,2020
cyp,6.061,2025
cyp,5.825,2030
cyp,5.461,2035
cyp,5.455,2040
cyp,5.664,2045
cyp,5.69,2050
cze,10.44,1950
cze,9.608,1955
cze,7.968,1960
cze,7.519,1965
cze,7.456,1970
cze,8.93,1975
cze,9.011,1980
cze,7.117,1985
cze,6.619,1990
cze,6.081,1995
cze,4.582,2000
cze,4.845,2005
cze,5.511,2010
cze,5.607,2015
cze,5.302,2020
cze,4.931,2025
cze,4.665,2030
cze,4.718,2035
cze,5.055,2040
cze,5.383,2045
cze,5.439,2050
dnk,10.06,1950
dnk,8.765,1955
dnk,8.319,1960
dnk,8.521,1965
dnk,8.139,1970
dnk,7.388,1975
dnk,6.364,1980
dnk,5.359,1985
dnk,5.919,1990
dnk,6.744,1995
dnk,6.558,2000
dnk,6.199,2005
dnk,5.956,2010
dnk,5.584,2015
dnk,5.541,2020
dnk,5.721,2025
dnk,5.838,2030
dnk,5.729,2035
dnk,5.564,2040
dnk,5.436,2045
dnk,5.383,2050
dji,19.35,1950
dji,17.14,1955
dji,18.6,1960
dji,19.3,1965
dji,18.75,1970
dji,17.7,1975
dji,17.96,1980
dji,17.5,1985
dji,17.56,1990
dji,16.5,1995
dji,14.6,2000
dji,13.5,2005
dji,12.56,2010
dji,11.79,2015
dji,11.09,2020
dji,10.57,2025
dji,9.883,2030
dji,9.134,2035
dji,8.618,2040
dji,8.227,2045
dji,7.87,2050
dom,18.8,1950
dom,19.6,1955
dom,20.07,1960
dom,19.51,1965
dom,18.11,1970
dom,16.51,1975
dom,15.23,1980
dom,14.62,1985
dom,13.88,1990
dom,13.16,1995
dom,11.99,2000
dom,11.42,2005
dom,10.79,2010
dom,10.02,2015
dom,9.326,2020
dom,8.7,2025
dom,8.154,2030
dom,7.679,2035
dom,7.238,2040
dom,6.837,2045
dom,6.49,2050
ecu,16.09,1950
ecu,18.07,1955
ecu,17.94,1960
ecu,17.83,1965
ecu,17.57,1970
ecu,16.99,1975
ecu,16.28,1980
ecu,15.19,1985
ecu,13.84,1990
ecu,12.59,1995
ecu,12.04,2000
ecu,11.1,2005
ecu,10.15,2010
ecu,9.384,2015
ecu,8.833,2020
ecu,8.261,2025
ecu,7.723,2030
ecu,7.207,2035
ecu,6.765,2040
ecu,6.403,2045
ecu,6.197,2050
egy,17.63,1950
egy,17.56,1955
egy,17.73,1960
egy,17.03,1965
egy,16.51,1970
egy,16.02,1975
egy,16.65,1980
egy,16.56,1985
egy,16.39,1990
egy,13.12,1995
egy,12.37,2000
egy,11.96,2005
egy,11.63,2010
egy,10.99,2015
egy,10.01,2020
egy,9.14,2025
egy,8.585,2030
egy,8.21,2035
egy,7.818,2040
egy,7.331,2045
egy,6.818,2050
slv,16.96,1950
slv,18.58,1955
slv,19.21,1960
slv,19.08,1965
slv,18.28,1970
slv,17.71,1975
slv,17.37,1980
slv,16.3,1985
slv,15.28,1990
slv,14.75,1995
slv,13.81,2000
slv,11.28,2005
slv,10.62,2010
slv,10.51,2015
slv,10.2,2020
slv,9.773,2025
slv,8.816,2030
slv,8.042,2035
slv,7.491,2040
slv,7.111,2045
slv,6.853,2050
gnq,13.76,1950
gnq,15.52,1955
gnq,15.57,1960
gnq,15.15,1965
gnq,15.49,1970
gnq,15.79,1975
gnq,14.15,1980
gnq,16.23,1985
gnq,19.35,1990
gnq,18.39,1995
gnq,17.37,2000
gnq,16.23,2005
gnq,15.99,2010
gnq,15.68,2015
gnq,15.14,2020
gnq,14.08,2025
gnq,13.02,2030
gnq,12.28,2035
gnq,11.5,2040
gnq,11.01,2045
gnq,10.29,2050
eri,19.29,1950
eri,18.34,1955
eri,18.79,1960
eri,18.68,1965
eri,18.59,1970
eri,18.63,1975
eri,20.85,1980
eri,17.59,1985
eri,17.42,1990
eri,17.93,1995
eri,16.83,2000
eri,16.91,2005
eri,16.72,2010
eri,15.24,2015
eri,13.5,2020
eri,12.04,2025
eri,11.18,2030
eri,10.7,2035
eri,10.31,2040
eri,9.711,2045
eri,8.96,2050
est,10.45,1950
est,9.145,1955
est,9.416,1960
est,8.757,1965
est,7.865,1970
est,8.623,1975
est,8.247,1980
est,8.298,1985
est,8.299,1990
est,6.147,1995
est,5.047,2000
est,5.484,2005
est,6.494,2010
est,6.935,2015
est,6.818,2020
est,6.149,2025
est,5.401,2030
est,5.324,2035
est,5.714,2040
est,6.091,2045
est,6.122,2050
eth,18.72,1950
eth,17.75,1955
eth,17.66,1960
eth,18.2,1965
eth,18.36,1970
eth,18.26,1975
eth,18.14,1980
eth,18.38,1985
eth,18.96,1990
eth,19.07,1995
eth,18.14,2000
eth,17.08,2005
eth,16.47,2010
eth,15.5,2015
eth,14.43,2020
eth,13.32,2025
eth,12.22,2030
eth,11.2,2035
eth,10.33,2040
eth,9.531,2045
eth,8.751,2050
fji,18.54,1950
fji,19.3,1955
fji,19.21,1960
fji,17.37,1965
fji,14.39,1970
fji,13.31,1975
fji,13.93,1980
fji,14.76,1985
fji,13.42,1990
fji,12.56,1995
fji,12.04,2000
fji,11.19,2005
fji,10.11,2010
fji,9.524,2015
fji,8.869,2020
fji,8.534,2025
fji,8.137,2030
fji,7.66,2035
fji,7.036,2040
fji,6.638,2045
fji,6.048,2050
fin,13.31,1950
fin,11.18,1955
fin,9.888,1960
fin,9.079,1965
fin,7.996,1970
fin,6.81,1975
fin,7.093,1980
fin,6.992,1985
fin,6.568,1990
fin,6.677,1995
fin,5.973,2000
fin,5.688,2005
fin,5.761,2010
fin,5.812,2015
fin,5.736,2020
fin,5.629,2025
fin,5.482,2030
fin,5.349,2035
fin,5.37,2040
fin,5.442,2045
fin,5.495,2050
fra,10.03,1950
fra,9.383,1955
fra,9.187,1960
fra,9.13,1965
fra,8.518,1970
fra,8.158,1975
fra,7.107,1980
fra,7.295,1985
fra,7.044,1990
fra,6.583,1995
fra,6.564,2000
fra,6.649,2005
fra,6.434,2010
fra,6.014,2015
fra,5.801,2020
fra,5.633,2025
fra,5.57,2030
fra,5.611,2035
fra,5.619,2040
fra,5.531,2045
fra,5.416,2050
guf,16.67,1950
guf,14.29,1955
guf,12.5,1960
guf,15.0,1965
guf,12.5,1970
guf,14.29,1975
guf,11.76,1980
guf,10.87,1985
guf,13.11,1990
guf,13.7,1995
guf,12.79,2000
guf,13.73,2005
guf,12.28,2010
guf,10.69,2015
guf,10.42,2020
guf,10.0,2025
guf,9.605,2030
guf,8.901,2035
guf,8.252,2040
guf,7.798,2045
guf,7.456,2050
pyf,16.67,1950
pyf,17.65,1955
pyf,17.07,1960
pyf,17.39,1965
pyf,17.54,1970
pyf,13.43,1975
pyf,13.92,1980
pyf,13.19,1985
pyf,12.5,1990
pyf,9.821,1995
pyf,9.756,2000
pyf,9.023,2005
pyf,8.696,2010
pyf,8.108,2015
pyf,7.792,2020
pyf,7.547,2025
pyf,6.587,2030
pyf,6.433,2035
pyf,6.358,2040
pyf,6.215,2045
pyf,5.618,2050
gab,10.82,1950
gab,12.07,1955
gab,12.18,1960
gab,12.55,1965
gab,13.62,1970
gab,14.83,1975
gab,15.87,1980
gab,16.62,1985
gab,16.81,1990
gab,16.82,1995
gab,14.87,2000
gab,13.34,2005
gab,12.42,2010
gab,11.8,2015
gab,11.09,2020
gab,10.38,2025
gab,9.612,2030
gab,8.983,2035
gab,8.442,2040
gab,8.0,2045
gab,7.532,2050
gmb,17.07,1950
gmb,14.6,1955
gmb,15.58,1960
gmb,16.39,1965
gmb,17.54,1970
gmb,17.72,1975
gmb,18.21,1980
gmb,18.01,1985
gmb,17.61,1990
gmb,17.81,1995
gmb,17.49,2000
gmb,16.78,2005
gmb,16.03,2010
gmb,15.11,2015
gmb,14.25,2020
gmb,13.34,2025
gmb,12.53,2030
gmb,11.7,2035
gmb,10.91,2040
gmb,10.22,2045
gmb,9.549,2050
geo,8.661,1950
geo,11.47,1955
geo,12.95,1960
geo,12.64,1965
geo,10.03,1970
geo,9.809,1975
geo,9.236,1980
geo,9.371,1985
geo,9.059,1990
geo,8.309,1995
geo,6.406,2000
geo,5.927,2005
geo,6.549,2010
geo,6.468,2015
geo,6.2,2020
geo,5.735,2025
geo,5.378,2030
geo,5.376,2035
geo,5.556,2040
geo,5.559,2045
geo,5.388,2050
deu,7.37,1950
deu,8.166,1955
deu,8.637,1960
deu,9.258,1965
deu,8.309,1970
deu,5.991,1975
deu,5.527,1980
deu,5.731,1985
deu,5.907,1990
deu,5.317,1995
deu,4.999,2000
deu,4.62,2005
deu,4.265,2010
deu,4.167,2015
deu,4.256,2020
deu,4.265,2025
deu,4.203,2030
deu,4.137,2035
deu,4.128,2040
deu,4.217,2045
