geo,population_aged_40_59_years_female_percent,time
deu,25.24,2030
deu,24.95,2035
deu,24.77,2040
deu,23.98,2045
deu,22.75,2050
gha,13.07,1950
gha,13.23,1955
gha,13.24,1960
gha,13.17,1965
gha,13.03,1970
gha,12.88,1975
gha,12.82,1980
gha,12.83,1985
gha,12.98,1990
gha,12.97,1995
gha,13.34,2000
gha,14.0,2005
gha,14.71,2010
gha,15.63,2015
gha,16.62,2020
gha,17.64,2025
gha,18.71,2030
gha,19.73,2035
gha,20.52,2040
gha,21.18,2045
gha,21.88,2050
grc,20.7,1950
grc,21.95,1955
grc,21.96,1960
grc,22.4,1965
grc,24.58,1970
grc,25.0,1975
grc,26.07,1980
grc,26.1,1985
grc,24.78,1990
grc,24.55,1995
grc,25.13,2000
grc,27.0,2005
grc,28.23,2010
grc,29.22,2015
grc,29.86,2020
grc,29.78,2025
grc,28.16,2030
grc,26.35,2035
grc,24.31,2040
grc,23.0,2045
grc,22.84,2050
grd,16.28,1950
grd,17.78,1955
grd,16.33,1960
grd,15.69,1965
grd,14.89,1970
grd,14.89,1975
grd,15.22,1980
grd,13.73,1985
grd,12.24,1990
grd,14.0,1995
grd,13.73,2000
grd,17.65,2005
grd,17.65,2010
grd,18.87,2015
grd,20.0,2020
grd,21.82,2025
grd,25.93,2030
grd,30.19,2035
grd,28.85,2040
grd,25.0,2045
grd,22.92,2050
glp,16.51,1950
glp,15.83,1955
glp,15.71,1960
glp,16.23,1965
glp,16.46,1970
glp,15.98,1975
glp,16.87,1980
glp,17.78,1985
glp,18.46,1990
glp,21.26,1995
glp,23.08,2000
glp,25.85,2005
glp,28.28,2010
glp,28.69,2015
glp,26.56,2020
glp,25.78,2025
glp,24.52,2030
glp,24.14,2035
glp,25.0,2040
glp,24.71,2045
glp,24.31,2050
gum,10.53,1950
gum,13.64,1955
gum,14.29,1960
gum,12.5,1965
gum,13.16,1970
gum,13.64,1975
gum,14.29,1980
gum,15.79,1985
gum,16.13,1990
gum,18.84,1995
gum,21.33,2000
gum,23.17,2005
gum,24.14,2010
gum,24.47,2015
gum,23.76,2020
gum,22.43,2025
gum,22.73,2030
gum,23.48,2035
gum,24.58,2040
gum,25.83,2045
gum,25.41,2050
gtm,12.97,1950
gtm,12.58,1955
gtm,12.29,1960
gtm,12.36,1965
gtm,12.96,1970
gtm,13.34,1975
gtm,13.27,1980
gtm,12.85,1985
gtm,12.79,1990
gtm,12.66,1995
gtm,12.6,2000
gtm,12.89,2005
gtm,13.26,2010
gtm,14.07,2015
gtm,15.37,2020
gtm,16.87,2025
gtm,18.34,2030
gtm,19.96,2035
gtm,21.52,2040
gtm,23.07,2045
gtm,24.54,2050
gin,15.08,1950
gin,15.35,1955
gin,15.62,1960
gin,15.6,1965
gin,15.34,1970
gin,14.65,1975
gin,14.06,1980
gin,13.99,1985
gin,13.71,1990
gin,13.63,1995
gin,13.6,2000
gin,13.43,2005
gin,13.42,2010
gin,13.53,2015
gin,13.93,2020
gin,14.62,2025
gin,15.63,2030
gin,16.82,2035
gin,18.07,2040
gin,19.4,2045
gin,20.82,2050
gnb,15.85,1950
gnb,15.73,1955
gnb,16.5,1960
gnb,16.5,1965
gnb,16.39,1970
gnb,15.06,1975
gnb,14.22,1980
gnb,14.44,1985
gnb,14.37,1990
gnb,15.42,1995
gnb,15.2,2000
gnb,14.56,2005
gnb,13.58,2010
gnb,14.03,2015
gnb,14.34,2020
gnb,14.71,2025
gnb,15.35,2030
gnb,15.42,2035
gnb,16.22,2040
gnb,17.58,2045
gnb,18.93,2050
guy,14.22,1950
guy,13.65,1955
guy,12.76,1960
guy,13.31,1965
guy,12.61,1970
guy,12.6,1975
guy,12.47,1980
guy,12.5,1985
guy,12.99,1990
guy,14.69,1995
guy,17.27,2000
guy,20.11,2005
guy,22.76,2010
guy,23.85,2015
guy,22.95,2020
guy,22.13,2025
guy,20.98,2030
guy,20.94,2035
guy,23.22,2040
guy,25.0,2045
guy,26.16,2050
hti,15.93,1950
hti,16.61,1955
hti,16.65,1960
hti,15.94,1965
hti,15.25,1970
hti,14.87,1975
hti,14.81,1980
hti,14.53,1985
hti,14.03,1990
hti,14.08,1995
hti,14.21,2000
hti,14.82,2005
hti,15.62,2010
hti,16.09,2015
hti,17.22,2020
hti,19.12,2025
hti,20.96,2030
hti,22.7,2035
hti,23.93,2040
hti,24.16,2045
hti,24.29,2050
hnd,14.71,1950
hnd,13.97,1955
hnd,12.89,1960
hnd,12.67,1965
hnd,12.41,1970
hnd,11.97,1975
hnd,11.56,1980
hnd,10.96,1985
hnd,10.81,1990
hnd,11.37,1995
hnd,12.19,2000
hnd,13.35,2005
hnd,14.65,2010
hnd,15.85,2015
hnd,17.47,2020
hnd,19.41,2025
hnd,21.41,2030
hnd,23.52,2035
hnd,25.03,2040
hnd,25.82,2045
hnd,26.25,2050
hkg,16.86,1950
hkg,18.41,1955
hkg,19.12,1960
hkg,19.33,1965
hkg,20.34,1970
hkg,20.36,1975
hkg,19.07,1980
hkg,17.95,1985
hkg,19.08,1990
hkg,21.75,1995
hkg,26.7,2000
hkg,33.05,2005
hkg,35.7,2010
hkg,36.11,2015
hkg,34.26,2020
hkg,31.43,2025
hkg,29.54,2030
hkg,28.44,2035
hkg,26.96,2040
hkg,24.51,2045
hkg,23.1,2050
hun,25.82,1950
hun,26.56,1955
hun,24.52,1960
hun,25.41,1965
hun,25.35,1970
hun,24.66,1975
hun,25.67,1980
hun,25.03,1985
hun,25.21,1990
hun,26.81,1995
hun,27.78,2000
hun,27.21,2005
hun,26.89,2010
hun,26.5,2015
hun,27.77,2020
hun,28.96,2025
hun,29.25,2030
hun,28.49,2035
hun,26.04,2040
hun,24.72,2045
hun,23.83,2050
isl,20.83,1950
isl,19.23,1955
isl,19.54,1960
isl,18.95,1965
isl,19.8,1970
isl,18.87,1975
isl,18.92,1980
isl,18.33,1985
isl,19.35,1990
isl,21.37,1995
isl,23.74,2000
isl,25.5,2005
isl,26.42,2010
isl,25.75,2015
isl,25.57,2020
isl,25.14,2025
isl,25.0,2030
isl,25.52,2035
isl,24.35,2040
isl,23.71,2045
isl,23.47,2050
ind,15.98,1950
ind,15.91,1955
ind,15.49,1960
ind,15.3,1965
ind,15.14,1970
ind,15.28,1975
ind,15.47,1980
ind,15.41,1985
ind,15.47,1990
ind,16.29,1995
ind,17.24,2000
ind,18.41,2005
ind,19.59,2010
ind,20.46,2015
ind,21.62,2020
ind,22.99,2025
ind,24.49,2030
ind,25.99,2035
ind,27.0,2040
ind,27.65,2045
ind,27.89,2050
idn,14.76,1950
idn,14.95,1955
idn,14.79,1960
idn,14.5,1965
idn,14.6,1970
idn,15.02,1975
idn,15.71,1980
idn,16.17,1985
idn,16.25,1990
idn,16.71,1995
idn,17.87,2000
idn,19.53,2005
idn,21.78,2010
idn,24.01,2015
idn,25.79,2020
idn,27.1,2025
idn,27.52,2030
idn,27.33,2035
idn,26.85,2040
idn,26.45,2045
idn,26.19,2050
irn,16.47,1950
irn,15.68,1955
irn,14.91,1960
irn,14.17,1965
irn,13.5,1970
irn,13.89,1975
irn,12.97,1980
irn,11.96,1985
irn,11.74,1990
irn,12.76,1995
irn,15.18,2000
irn,17.06,2005
irn,19.36,2010
irn,21.0,2015
irn,23.57,2020
irn,28.49,2025
irn,32.21,2030
irn,33.25,2035
irn,30.78,2040
irn,26.72,2045
irn,24.01,2050
irq,19.69,1950
irq,18.51,1955
irq,17.52,1960
irq,15.74,1965
irq,13.94,1970
irq,12.72,1975
irq,11.93,1980
irq,11.59,1985
irq,10.94,1990
irq,12.01,1995
irq,12.03,2000
irq,12.54,2005
irq,14.1,2010
irq,15.03,2015
irq,16.66,2020
irq,18.06,2025
irq,19.2,2030
irq,20.49,2035
irq,22.07,2040
irq,23.38,2045
irq,24.32,2050
irl,21.19,1950
irl,22.41,1955
irl,22.41,1960
irl,22.11,1965
irl,21.21,1970
irl,19.52,1975
irl,18.17,1980
irl,17.76,1985
irl,19.74,1990
irl,21.68,1995
irl,23.64,2000
irl,24.58,2005
irl,24.73,2010
irl,26.06,2015
irl,27.83,2020
irl,28.75,2025
irl,28.61,2030
irl,27.01,2035
irl,24.87,2040
irl,23.68,2045
irl,23.82,2050
isr,19.38,1950
isr,21.93,1955
isr,21.19,1960
isr,21.06,1965
isr,20.03,1970
isr,18.44,1975
isr,17.47,1980
isr,16.73,1985
isr,17.77,1990
isr,19.9,1995
isr,21.21,2000
isr,22.05,2005
isr,21.5,2010
isr,21.62,2015
isr,21.9,2020
isr,22.35,2025
isr,22.67,2030
isr,22.49,2035
isr,22.76,2040
isr,23.44,2045
isr,24.25,2050
ita,23.15,1950
ita,24.56,1955
ita,23.57,1960
ita,24.4,1965
ita,24.27,1970
ita,23.9,1975
ita,25.46,1980
ita,24.75,1985
ita,24.95,1990
ita,25.02,1995
ita,25.49,2000
ita,27.02,2005
ita,28.2,2010
ita,29.78,2015
ita,30.14,2020
ita,28.64,2025
ita,26.25,2030
ita,23.87,2035
ita,22.31,2040
ita,21.99,2045
ita,22.35,2050
jam,17.22,1950
jam,18.16,1955
jam,16.53,1960
jam,15.36,1965
jam,15.03,1970
jam,14.69,1975
jam,13.49,1980
jam,13.13,1985
jam,13.3,1990
jam,14.24,1995
jam,15.98,2000
jam,18.8,2005
jam,21.59,2010
jam,23.21,2015
jam,23.1,2020
jam,22.27,2025
jam,21.75,2030
jam,22.78,2035
jam,24.43,2040
jam,24.98,2045
jam,24.93,2050
jpn,17.2,1950
jpn,18.38,1955
jpn,19.5,1960
jpn,20.87,1965
jpn,22.41,1970
jpn,23.82,1975
jpn,25.16,1980
jpn,26.43,1985
jpn,28.46,1990
jpn,28.68,1995
jpn,27.86,2000
jpn,26.8,2005
jpn,25.32,2010
jpn,26.13,2015
jpn,26.99,2020
jpn,27.13,2025
jpn,26.16,2030
jpn,23.9,2035
jpn,22.68,2040
jpn,21.98,2045
jpn,21.67,2050
jor,13.16,1950
jor,12.46,1955
jor,12.04,1960
jor,12.13,1965
jor,11.94,1970
jor,12.17,1975
jor,12.13,1980
jor,11.76,1985
jor,11.24,1990
jor,11.5,1995
jor,12.38,2000
jor,13.02,2005
jor,14.96,2010
jor,17.64,2015
jor,20.12,2020
jor,22.54,2025
jor,23.84,2030
jor,24.64,2035
jor,25.37,2040
jor,25.43,2045
jor,26.14,2050
kaz,19.39,1950
kaz,20.66,1955
kaz,18.83,1960
kaz,17.37,1965
kaz,18.54,1970
kaz,17.75,1975
kaz,20.25,1980
kaz,18.64,1985
kaz,17.95,1990
kaz,20.01,1995
kaz,21.02,2000
kaz,24.16,2005
kaz,24.86,2010
kaz,24.74,2015
kaz,24.6,2020
kaz,25.06,2025
kaz,27.08,2030
kaz,27.52,2035
kaz,26.15,2040
kaz,24.86,2045
kaz,24.39,2050
ken,16.1,1950
ken,14.61,1955
ken,13.29,1960
ken,12.25,1965
ken,11.69,1970
ken,11.35,1975
ken,10.72,1980
ken,9.919,1985
ken,9.823,1990
ken,10.47,1995
ken,11.37,2000
ken,11.99,2005
ken,11.87,2010
ken,11.91,2015
ken,12.74,2020
ken,14.11,2025
ken,15.71,2030
ken,16.76,2035
ken,17.5,2040
ken,18.43,2045
ken,19.84,2050
prk,7.323,1950
prk,10.04,1955
prk,12.65,1960
prk,16.02,1965
prk,18.1,1970
prk,19.68,1975
prk,22.31,1980
prk,23.44,1985
prk,23.51,1990
prk,21.28,1995
prk,21.41,2000
prk,21.99,2005
prk,25.19,2010
prk,29.25,2015
prk,28.3,2020
prk,28.49,2025
prk,26.98,2030
prk,26.75,2035
prk,28.25,2040
prk,27.66,2045
prk,26.77,2050
kor,15.63,1950
kor,15.42,1955
kor,15.13,1960
kor,14.83,1965
kor,15.26,1970
kor,16.06,1975
kor,17.56,1980
kor,18.36,1985
kor,19.51,1990
kor,21.41,1995
kor,24.44,2000
kor,27.73,2005
kor,30.68,2010
kor,32.64,2015
kor,31.83,2020
kor,30.66,2025
kor,28.44,2030
kor,26.98,2035
kor,26.19,2040
kor,24.35,2045
kor,23.41,2050
kwt,11.29,1950
kwt,11.54,1955
kwt,9.524,1960
kwt,9.836,1965
kwt,8.308,1970
kwt,9.649,1975
kwt,10.09,1980
kwt,11.01,1985
kwt,11.03,1990
kwt,13.39,1995
kwt,15.56,2000
kwt,16.87,2005
kwt,19.64,2010
kwt,23.24,2015
kwt,26.14,2020
kwt,27.57,2025
kwt,27.47,2030
kwt,26.23,2035
kwt,24.98,2040
kwt,24.37,2045
kwt,24.66,2050
kgz,21.1,1950
kgz,21.38,1955
kgz,18.86,1960
kgz,16.78,1965
kgz,17.35,1970
kgz,17.33,1975
kgz,18.33,1980
kgz,15.79,1985
kgz,14.0,1990
kgz,14.07,1995
kgz,15.65,2000
kgz,19.15,2005
kgz,20.36,2010
kgz,21.33,2015
kgz,21.77,2020
kgz,22.81,2025
kgz,25.29,2030
kgz,26.78,2035
kgz,27.18,2040
kgz,26.44,2045
kgz,26.0,2050
lao,15.38,1950
lao,15.7,1955
lao,15.83,1960
lao,15.52,1965
lao,15.19,1970
lao,14.61,1975
lao,14.49,1980
lao,13.44,1985
lao,12.65,1990
lao,12.55,1995
lao,12.92,2000
lao,14.02,2005
lao,15.17,2010
lao,16.26,2015
lao,17.2,2020
lao,18.45,2025
lao,20.28,2030
lao,22.34,2035
lao,24.38,2040
lao,24.82,2045
lao,24.83,2050
lva,24.66,1950
lva,25.6,1955
lva,24.96,1960
lva,24.44,1965
lva,25.53,1970
lva,25.4,1975
lva,27.45,1980
lva,26.85,1985
lva,25.09,1990
lva,25.19,1995
lva,25.62,2000
lva,26.49,2005
lva,27.09,2010
lva,27.14,2015
lva,26.87,2020
lva,27.15,2025
lva,29.25,2030
lva,28.94,2035
lva,26.86,2040
lva,24.02,2045
lva,21.15,2050
lbn,17.57,1950
lbn,17.31,1955
lbn,15.28,1960
lbn,14.83,1965
lbn,14.69,1970
lbn,14.92,1975
lbn,15.61,1980
lbn,15.3,1985
lbn,15.14,1990
lbn,17.09,1995
lbn,18.91,2000
lbn,21.02,2005
lbn,23.47,2010
lbn,25.4,2015
lbn,26.53,2020
lbn,27.31,2025
lbn,27.62,2030
lbn,27.85,2035
lbn,27.96,2040
lbn,26.8,2045
lbn,25.61,2050
lso,16.2,1950
lso,15.24,1955
lso,14.95,1960
lso,15.31,1965
lso,14.77,1970
lso,14.38,1975
lso,13.77,1980
lso,13.56,1985
lso,13.72,1990
lso,13.57,1995
lso,14.31,2000
lso,14.64,2005
lso,13.56,2010
lso,12.04,2015
lso,11.41,2020
lso,12.26,2025
lso,14.0,2030
lso,16.17,2035
lso,17.93,2040
lso,19.06,2045
lso,19.84,2050
lbr,15.11,1950
lbr,15.18,1955
lbr,14.74,1960
lbr,14.24,1965
lbr,13.93,1970
lbr,13.77,1975
lbr,13.21,1980
lbr,13.0,1985
lbr,12.49,1990
lbr,12.31,1995
lbr,12.97,2000
lbr,13.57,2005
lbr,14.06,2010
lbr,14.14,2015
lbr,14.46,2020
lbr,15.09,2025
lbr,16.08,2030
lbr,17.48,2035
lbr,18.85,2040
lbr,20.14,2045
lbr,21.44,2050
lby,13.05,1950
lby,12.89,1955
lby,13.24,1960
lby,13.35,1965
lby,12.33,1970
lby,11.13,1975
lby,11.07,1980
lby,11.09,1985
lby,11.35,1990
lby,12.21,1995
lby,13.28,2000
lby,14.91,2005
lby,17.27,2010
lby,20.25,2015
lby,23.52,2020
lby,26.89,2025
lby,27.76,2030
lby,26.9,2035
lby,25.71,2040
lby,24.49,2045
lby,25.09,2050
ltu,22.66,1950
ltu,23.3,1955
ltu,21.57,1960
ltu,21.55,1965
ltu,22.76,1970
ltu,23.77,1975
ltu,25.91,1980
ltu,25.33,1985
ltu,23.95,1990
ltu,23.67,1995
ltu,24.6,2000
ltu,26.48,2005
ltu,27.99,2010
ltu,28.45,2015
ltu,26.99,2020
ltu,25.95,2025
ltu,26.68,2030
ltu,27.2,2035
ltu,27.1,2040
ltu,25.54,2045
ltu,23.09,2050
lux,27.7,1950
lux,28.95,1955
lux,27.04,1960
lux,25.75,1965
lux,25.58,1970
lux,24.44,1975
lux,25.13,1980
lux,25.13,1985
lux,24.23,1990
lux,24.04,1995
lux,25.11,2000
lux,27.66,2005
lux,29.55,2010
lux,29.77,2015
lux,29.35,2020
lux,27.93,2025
lux,26.38,2030
lux,26.32,2035
lux,26.41,2040
lux,26.0,2045
lux,25.41,2050
mac,20.45,1950
mac,20.69,1955
mac,19.32,1960
mac,18.1,1965
mac,16.94,1970
mac,18.4,1975
mac,16.39,1980
mac,14.38,1985
mac,14.66,1990
mac,18.57,1995
mac,25.22,2000
mac,31.37,2005
mac,35.31,2010
mac,37.79,2015
mac,35.92,2020
mac,33.54,2025
mac,32.11,2030
mac,30.7,2035
mac,29.48,2040
mac,26.3,2045
mac,22.67,2050
mkd,15.33,1950
mkd,16.02,1955
mkd,15.55,1960
mkd,16.49,1965
mkd,18.22,1970
mkd,19.54,1975
mkd,21.22,1980
mkd,21.87,1985
mkd,22.37,1990
mkd,23.24,1995
mkd,24.55,2000
mkd,25.93,2005
mkd,27.1,2010
mkd,27.32,2015
mkd,27.9,2020
mkd,28.6,2025
mkd,29.21,2030
mkd,29.42,2035
mkd,28.54,2040
mkd,26.7,2045
mkd,24.84,2050
mdg,18.11,1950
mdg,16.54,1955
mdg,14.58,1960
mdg,13.29,1965
mdg,12.4,1970
mdg,12.45,1975
mdg,12.5,1980
mdg,12.32,1985
mdg,11.9,1990
mdg,11.99,1995
mdg,12.26,2000
mdg,12.85,2005
mdg,13.57,2010
mdg,14.31,2015
mdg,15.13,2020
mdg,15.62,2025
mdg,16.69,2030
mdg,18.08,2035
mdg,19.65,2040
mdg,21.36,2045
mdg,22.62,2050
mwi,12.27,1950
mwi,12.17,1955
mwi,12.5,1960
mwi,12.49,1965
mwi,12.67,1970
mwi,12.41,1975
mwi,12.42,1980
mwi,12.45,1985
mwi,11.86,1990
mwi,11.73,1995
mwi,11.82,2000
mwi,12.15,2005
mwi,11.88,2010
mwi,11.39,2015
mwi,11.47,2020
mwi,11.72,2025
mwi,12.36,2030
mwi,13.86,2035
mwi,15.45,2040
mwi,17.02,2045
mwi,18.53,2050
mys,13.28,1950
mys,13.35,1955
mys,13.41,1960
mys,13.45,1965
mys,13.14,1970
mys,13.28,1975
mys,13.87,1980
mys,13.88,1985
mys,14.6,1990
mys,16.01,1995
mys,17.75,2000
mys,20.04,2005
mys,21.4,2010
mys,22.28,2015
mys,22.76,2020
mys,23.64,2025
mys,24.71,2030
mys,25.77,2035
mys,26.41,2040
mys,26.49,2045
mys,26.38,2050
mdv,18.92,1950
mdv,19.51,1955
mdv,17.39,1960
mdv,16.33,1965
mdv,16.07,1970
mdv,13.85,1975
mdv,13.16,1980
mdv,11.36,1985
mdv,11.43,1990
mdv,10.74,1995
mdv,11.85,2000
mdv,13.89,2005
mdv,17.2,2010
mdv,19.76,2015
mdv,22.22,2020
mdv,25.39,2025
mdv,28.86,2030
mdv,30.81,2035
mdv,30.73,2040
mdv,28.32,2045
mdv,25.76,2050
mli,15.76,1950
mli,15.51,1955
mli,15.22,1960
mli,14.89,1965
mli,14.5,1970
mli,14.12,1975
mli,13.78,1980
mli,13.58,1985
mli,13.16,1990
mli,12.59,1995
mli,12.43,2000
mli,12.38,2005
mli,12.65,2010
mli,13.16,2015
mli,13.59,2020
mli,14.44,2025
mli,15.45,2030
mli,16.49,2035
mli,17.51,2040
mli,18.57,2045
mli,19.9,2050
mlt,19.62,1950
mlt,18.52,1955
mlt,19.02,1960
mlt,20.25,1965
mlt,20.25,1970
mlt,21.52,1975
mlt,21.08,1980
mlt,22.86,1985
mlt,25.27,1990
mlt,26.18,1995
mlt,28.21,2000
mlt,28.08,2005
mlt,26.21,2010
mlt,26.09,2015
mlt,26.07,2020
mlt,27.36,2025
mlt,28.97,2030
mlt,29.44,2035
mlt,28.3,2040
mlt,27.14,2045
mlt,25.0,2050
mtq,16.52,1950
mtq,17.32,1955
mtq,16.33,1960
mtq,15.72,1965
mtq,16.57,1970
mtq,16.47,1975
mtq,17.86,1980
mtq,18.86,1985
mtq,19.89,1990
mtq,21.76,1995
mtq,23.76,2000
mtq,27.88,2005
mtq,29.44,2010
mtq,30.28,2015
mtq,28.31,2020
mtq,25.23,2025
mtq,23.08,2030
mtq,23.5,2035
mtq,23.5,2040
mtq,24.06,2045
mtq,23.79,2050
mrt,12.99,1950
mrt,13.56,1955
mrt,13.95,1960
mrt,14.03,1965
mrt,13.91,1970
mrt,14.05,1975
mrt,13.93,1980
mrt,13.66,1985
mrt,13.55,1990
mrt,13.22,1995
mrt,13.36,2000
mrt,13.97,2005
mrt,14.67,2010
mrt,15.89,2015
mrt,17.17,2020
mrt,18.39,2025
mrt,19.49,2030
mrt,20.46,2035
mrt,21.43,2040
mrt,22.59,2045
mrt,23.82,2050
mus,13.01,1950
mus,12.54,1955
mus,12.39,1960
mus,12.73,1965
mus,13.77,1970
mus,15.04,1975
mus,15.27,1980
mus,16.63,1985
mus,18.44,1990
mus,20.32,1995
mus,22.06,2000
mus,23.81,2005
mus,26.27,2010
mus,27.58,2015
mus,28.16,2020
mus,27.69,2025
mus,26.38,2030
mus,26.26,2035
mus,25.92,2040
mus,25.78,2045
mus,25.1,2050
myt,0.0,1950
myt,0.0,1955
myt,0.0,1960
myt,0.0,1965
myt,6.25,1970
myt,9.524,1975
myt,11.54,1980
myt,11.76,1985
myt,11.36,1990
myt,9.836,1995
myt,10.81,2000
myt,12.64,2005
myt,14.0,2010
myt,15.93,2015
myt,17.46,2020
myt,19.29,2025
myt,20.92,2030
myt,23.17,2035
myt,25.29,2040
myt,26.88,2045
myt,26.67,2050
mex,14.48,1950
mex,14.25,1955
mex,13.44,1960
mex,13.22,1965
mex,13.17,1970
mex,12.99,1975
mex,12.86,1980
mex,13.11,1985
mex,13.41,1990
mex,14.56,1995
mex,16.23,2000
mex,18.26,2005
mex,20.91,2010
mex,23.71,2015
mex,25.76,2020
mex,26.76,2025
mex,26.96,2030
mex,26.69,2035
mex,26.57,2040
mex,26.7,2045
mex,26.6,2050
fsm,20.0,1950
fsm,16.67,1955
fsm,20.0,1960
fsm,16.0,1965
fsm,14.29,1970
fsm,12.9,1975
fsm,11.11,1980
fsm,9.524,1985
fsm,10.87,1990
fsm,11.76,1995
fsm,14.81,2000
fsm,14.81,2005
fsm,16.36,2010
fsm,14.81,2015
fsm,14.29,2020
fsm,16.39,2025
fsm,19.35,2030
fsm,20.97,2035
fsm,25.4,2040
fsm,25.42,2045
fsm,26.23,2050
mda,20.1,1950
mda,21.93,1955
mda,20.4,1960
mda,20.82,1965
mda,22.01,1970
mda,22.21,1975
mda,24.11,1980
mda,22.22,1985
mda,21.13,1990
mda,22.8,1995
mda,24.91,2000
mda,27.61,2005
mda,28.29,2010
mda,27.02,2015
mda,25.75,2020
mda,26.29,2025
mda,30.15,2030
mda,32.14,2035
mda,30.98,2040
mda,27.66,2045
mda,23.81,2050
mng,14.73,1950
mng,14.58,1955
mng,14.26,1960
mng,14.03,1965
mng,13.95,1970
mng,13.67,1975
mng,13.75,1980
mng,13.89,1985
mng,11.5,1990
mng,11.81,1995
mng,14.34,2000
mng,17.42,2005
mng,20.5,2010
mng,23.36,2015
mng,25.33,2020
mng,26.92,2025
mng,29.61,2030
mng,30.38,2035
mng,29.53,2040
mng,27.55,2045
mng,25.26,2050
mne,17.79,1950
mne,17.94,1955
mne,16.18,1960
mne,16.86,1965
mne,18.11,1970
mne,19.06,1975
mne,22.07,1980
mne,22.15,1985
mne,22.97,1990
mne,23.87,1995
mne,25.0,2000
mne,26.42,2005
mne,26.73,2010
mne,26.1,2015
mne,26.25,2020
mne,26.48,2025
mne,27.64,2030
mne,27.27,2035
mne,26.81,2040
mne,25.71,2045
mne,24.36,2050
mar,13.23,1950
mar,13.23,1955
mar,13.12,1960
mar,12.47,1965
mar,12.14,1970
mar,13.11,1975
mar,14.02,1980
mar,13.92,1985
mar,13.54,1990
mar,14.48,1995
mar,16.18,2000
mar,18.47,2005
mar,20.36,2010
mar,22.13,2015
mar,23.33,2020
mar,25.18,2025
mar,26.74,2030
mar,27.33,2035
mar,27.1,2040
mar,25.86,2045
mar,25.11,2050
moz,15.06,1950
moz,15.01,1955
moz,14.94,1960
moz,14.75,1965
moz,14.57,1970
moz,14.34,1975
moz,13.98,1980
moz,13.85,1985
moz,13.68,1990
moz,12.85,1995
moz,12.88,2000
moz,13.01,2005
moz,13.37,2010
moz,13.55,2015
moz,13.25,2020
moz,12.96,2025
moz,13.18,2030
moz,13.92,2035
moz,15.3,2040
moz,17.26,2045
moz,19.01,2050
mmr,17.63,1950
mmr,17.28,1955
mmr,17.15,1960
mmr,16.76,1965
mmr,16.52,1970
mmr,15.94,1975
mmr,15.0,1980
mmr,14.11,1985
mmr,13.93,1990
mmr,15.55,1995
mmr,17.65,2000
mmr,19.97,2005
mmr,22.16,2010
mmr,23.78,2015
mmr,25.23,2020
mmr,26.78,2025
mmr,27.56,2030
mmr,27.41,2035
mmr,26.76,2040
mmr,25.98,2045
mmr,25.65,2050
nam,15.92,1950
nam,16.12,1955
nam,15.79,1960
nam,15.07,1965
nam,15.19,1970
nam,14.22,1975
nam,13.03,1980
nam,12.35,1985
nam,12.02,1990
nam,12.56,1995
nam,13.52,2000
nam,14.77,2005
nam,15.36,2010
nam,15.45,2015
nam,15.68,2020
nam,16.38,2025
nam,17.83,2030
nam,19.95,2035
nam,21.47,2040
nam,22.33,2045
nam,23.08,2050
npl,15.13,1950
npl,15.01,1955
npl,14.86,1960
npl,14.65,1965
npl,14.47,1970
npl,14.58,1975
npl,14.72,1980
npl,14.84,1985
npl,14.45,1990
npl,14.35,1995
npl,14.62,2000
npl,15.34,2005
npl,16.64,2010
npl,17.9,2015
npl,19.17,2020
npl,20.49,2025
npl,21.96,2030
npl,23.72,2035
npl,25.41,2040
npl,26.41,2045
npl,26.56,2050
nld,22.39,1950
nld,22.76,1955
nld,22.42,1960
nld,22.33,1965
nld,21.77,1970
nld,21.33,1975
nld,21.31,1980
nld,21.5,1985
nld,23.52,1990
nld,25.14,1995
nld,26.95,2000
nld,28.63,2005
nld,28.93,2010
nld,28.7,2015
nld,27.18,2020
nld,25.13,2025
nld,23.45,2030
nld,22.78,2035
nld,23.05,2040
nld,23.58,2045
nld,23.52,2050
ant,17.54,1950
ant,15.87,1955
ant,17.14,1960
ant,17.57,1965
ant,17.5,1970
ant,16.87,1975
ant,16.67,1980
ant,19.35,1985
ant,21.21,1990
ant,23.76,1995
ant,28.42,2000
ant,31.0,2005
ant,33.02,2010
ant,33.63,2015
ant,34.51,2020
ant,34.82,2025
ant,32.76,2030
ant,30.63,2035
ant,26.61,2040
ant,23.81,2045
ant,22.33,2050
ncl,16.67,1950
ncl,18.75,1955
ncl,16.67,1960
ncl,16.28,1965
ncl,17.65,1970
ncl,16.39,1975
ncl,15.94,1980
ncl,15.79,1985
ncl,18.07,1990
ncl,18.95,1995
ncl,20.75,2000
ncl,22.03,2005
ncl,23.02,2010
ncl,25.74,2015
ncl,25.69,2020
ncl,25.83,2025
ncl,25.47,2030
ncl,25.6,2035
ncl,26.01,2040
ncl,26.11,2045
ncl,25.95,2050
nzl,21.71,1950
nzl,21.87,1955
nzl,21.46,1960
nzl,21.15,1965
nzl,20.72,1970
nzl,19.47,1975
nzl,19.27,1980
nzl,19.49,1985
nzl,20.83,1990
nzl,22.44,1995
nzl,24.78,2000
nzl,26.8,2005
nzl,27.63,2010
nzl,27.43,2015
nzl,26.16,2020
nzl,24.71,2025
nzl,24.07,2030
nzl,24.27,2035
nzl,24.46,2040
nzl,24.34,2045
nzl,24.04,2050
nic,13.06,1950
nic,12.66,1955
