geo,gdpperemployee_us_inflation_adjusted,time
kwt,23390,1982
kwt,23850,1983
kwt,23620,1984
kwt,21510,1985
kwt,22060,1986
kwt,20070,1987
kwt,19690,1988
kwt,20400,1989
kwt,15380,1990
kwt,13580,1991
kwt,18380,1992
kwt,22100,1993
kwt,21570,1994
kwt,19650,1995
kwt,18210,1996
kwt,17480,1997
kwt,17530,1998
kwt,16490,1999
kwt,16500,2000
kwt,15810,2001
kwt,15780,2002
kwt,17850,2003
kwt,18920,2004
kwt,20070,2005
kgz,8662,1989
kgz,9031,1990
kgz,8288,1991
kgz,6825,1992
kgz,6306,1993
kgz,5132,1994
kgz,4868,1995
kgz,5159,1996
kgz,5604,1997
kgz,5640,1998
kgz,5644,1999
kgz,5953,2000
kgz,6206,2001
kgz,6139,2002
kgz,6156,2003
kgz,6389,2004
kgz,6106,2005
lva,17960,1989
lva,18750,1990
lva,16520,1991
lva,12110,1992
lva,11520,1993
lva,13110,1994
lva,14680,1995
lva,15530,1996
lva,16140,1997
lva,16930,1998
lva,17810,1999
lva,19630,2000
lva,20750,2001
lva,21750,2002
lva,22920,2003
lva,24640,2004
lva,26770,2005
lva,28650,2006
ltu,19750,1989
ltu,19180,1990
ltu,17660,1991
ltu,14220,1992
ltu,12440,1993
ltu,11910,1994
ltu,12730,1995
ltu,13260,1996
ltu,14300,1997
ltu,15500,1998
ltu,15620,1999
ltu,16930,2000
ltu,18760,2001
ltu,19360,2002
ltu,20890,2003
ltu,22440,2004
ltu,23540,2005
ltu,24880,2006
lux,36080,1980
lux,36330,1981
lux,36260,1982
lux,37460,1983
lux,39560,1984
lux,40110,1985
lux,42160,1986
lux,42120,1987
lux,44910,1988
lux,47700,1989
lux,46910,1990
lux,48880,1991
lux,48540,1992
lux,49590,1993
lux,50260,1994
lux,49560,1995
lux,49170,1996
lux,50500,1997
lux,51510,1998
lux,53170,1999
lux,54600,2000
lux,53160,2001
lux,53470,2002
lux,53260,2003
lux,53900,2004
lux,54580,2005
lux,55640,2006
mdg,2318,1980
mdg,2033,1981
mdg,1933,1982
mdg,1890,1983
mdg,1769,1984
mdg,1756,1985
mdg,1716,1986
mdg,1705,1987
mdg,1685,1988
mdg,1707,1989
mdg,1716,1990
mdg,1553,1991
mdg,1520,1992
mdg,1506,1993
mdg,1457,1994
mdg,1438,1995
mdg,1422,1996
mdg,1430,1997
mdg,1442,1998
mdg,1465,1999
mdg,1493,2000
mdg,1539,2001
mdg,1288,2002
mdg,1379,2003
mdg,1405,2004
mdg,1426,2005
mwi,1384,1980
mwi,1273,1981
mwi,1254,1982
mwi,1275,1983
mwi,1287,1984
mwi,1327,1985
mwi,1258,1986
mwi,1208,1987
mwi,1163,1988
mwi,1154,1989
mwi,1155,1990
mwi,1224,1991
mwi,1107,1992
mwi,1204,1993
mwi,1061,1994
mwi,1201,1995
mwi,1296,1996
mwi,1351,1997
mwi,1336,1998
mwi,1352,1999
mwi,1333,2000
mwi,1248,2001
mwi,1251,2002
mwi,1279,2003
mwi,1319,2004
mwi,1320,2005
mys,10410,1980
mys,10650,1981
mys,10880,1982
mys,11160,1983
mys,11730,1984
mys,11490,1985
mys,11470,1986
mys,11510,1987
mys,12140,1988
mys,12830,1989
mys,13430,1990
mys,14280,1991
mys,15100,1992
mys,15920,1993
mys,16910,1994
mys,18470,1995
mys,18500,1996
mys,19460,1997
mys,17960,1998
mys,18550,1999
mys,20120,2000
mys,20030,2001
mys,20700,2002
mys,21170,2003
mys,22360,2004
mys,23320,2005
mli,1672,1980
mli,1577,1981
mli,1447,1982
mli,1483,1983
mli,1515,1984
mli,1500,1985
mli,1564,1986
mli,1555,1987
mli,1515,1988
mli,1631,1989
mli,1605,1990
mli,1706,1991
mli,1618,1992
mli,1632,1993
mli,1645,1994
mli,1648,1995
mli,1725,1996
mli,1777,1997
mli,1882,1998
mli,1890,1999
mli,1779,2000
mli,1961,2001
mli,1989,2002
mli,2064,2003
mli,2067,2004
mli,2139,2005
mlt,15850,1980
mlt,16270,1981
mlt,16400,1982
mlt,17060,1983
mlt,17490,1984
mlt,18260,1985
mlt,18770,1986
mlt,19640,1987
mlt,20800,1988
mlt,22090,1989
mlt,22920,1990
mlt,23820,1991
mlt,25420,1992
mlt,26200,1993
mlt,27260,1994
mlt,28250,1995
mlt,28930,1996
mlt,30380,1997
mlt,31240,1998
mlt,32570,1999
mlt,31520,2000
mlt,30390,2001
mlt,30980,2002
mlt,30680,2003
mlt,30920,2004
mlt,31300,2005
mlt,32110,2006
mex,20520,1980
mex,21590,1981
mex,20740,1982
mex,19760,1983
mex,19640,1984
mex,19240,1985
mex,17940,1986
mex,17660,1987
mex,17270,1988
mex,17350,1989
mex,17600,1990
mex,17750,1991
mex,17970,1992
mex,18040,1993
mex,18320,1994
mex,17530,1995
mex,17690,1996
mex,17990,1997
mex,17940,1998
mex,17980,1999
mex,18820,2000
mex,18790,2001
mex,18480,2002
mex,18520,2003
mex,18570,2004
mex,19250,2005
mex,19760,2006
mar,8025,1980
mar,7553,1981
mar,7995,1982
mar,7769,1983
mar,7880,1984
mar,8123,1985
mar,8483,1986
mar,8052,1987
mar,8562,1988
mar,8476,1989
mar,8511,1990
mar,8768,1991
mar,8154,1992
mar,7803,1993
mar,8290,1994
mar,7564,1995
mar,8225,1996
mar,7819,1997
mar,8157,1998
mar,7932,1999
mar,8032,2000
mar,8562,2001
mar,8719,2002
mar,8865,2003
mar,8841,2004
mar,8823,2005
moz,2492,1980
moz,2485,1981
moz,2354,1982
moz,2126,1983
moz,2038,1984
moz,1846,1985
moz,1876,1986
moz,1982,1987
moz,2124,1988
moz,2226,1989
moz,2228,1990
moz,2287,1991
moz,2000,1992
moz,2044,1993
moz,2096,1994
moz,2087,1995
moz,2157,1996
moz,2343,1997
moz,2597,1998
moz,2741,1999
moz,2737,2000
moz,3058,2001
moz,3249,2002
moz,3447,2003
moz,3644,2004
moz,3863,2005
mmr,2025,1980
mmr,2098,1981
mmr,2149,1982
mmr,2195,1983
mmr,2258,1984
mmr,2270,1985
mmr,2205,1986
mmr,2118,1987
mmr,1910,1988
mmr,1970,1989
mmr,1959,1990
mmr,1913,1991
mmr,2040,1992
mmr,2118,1993
mmr,2222,1994
mmr,2328,1995
mmr,2427,1996
mmr,2509,1997
mmr,2576,1998
mmr,2754,1999
mmr,3017,2000
mmr,3229,2001
mmr,3478,2002
mmr,3819,2003
mmr,4174,2004
mmr,4543,2005
nld,34900,1980
nld,34530,1981
nld,34310,1982
nld,35540,1983
nld,36240,1984
nld,36300,1985
nld,36720,1986
nld,36900,1987
nld,37490,1988
nld,38130,1989
nld,38540,1990
nld,38740,1991
nld,38860,1992
nld,39180,1993
nld,40060,1994
nld,40400,1995
nld,40860,1996
nld,41340,1997
nld,41860,1998
nld,42730,1999
nld,43440,2000
nld,43380,2001
nld,43190,2002
nld,43550,2003
nld,44950,2004
nld,45610,2005
nld,46430,2006
nzl,25120,1980
nzl,26380,1981
nzl,26440,1982
nzl,27460,1983
nzl,28480,1984
nzl,27690,1985
nzl,28390,1986
nzl,28370,1987
nzl,29200,1988
nzl,30340,1989
nzl,30060,1990
nzl,30150,1991
nzl,30370,1992
nzl,31690,1993
nzl,32010,1994
nzl,31920,1995
nzl,31990,1996
nzl,32330,1997
nzl,32660,1998
nzl,33850,1999
nzl,34000,2000
nzl,34370,2001
nzl,34940,2002
nzl,35330,2003
nzl,35440,2004
nzl,35170,2005
nzl,35100,2006
ner,1918,1980
ner,1883,1981
ner,1802,1982
ner,1708,1983
ner,1361,1984
ner,1346,1985
ner,1366,1986
ner,1276,1987
ner,1309,1988
ner,1266,1989
ner,1203,1990
ner,1194,1991
ner,1075,1992
ner,1054,1993
ner,1061,1994
ner,1053,1995
ner,1052,1996
ner,1044,1997
ner,1118,1998
ner,1073,1999
ner,1021,2000
ner,1058,2001
ner,1054,2002
ner,1064,2003
ner,1021,2004
ner,1055,2005
nga,3928,1980
nga,3438,1981
nga,3313,1982
nga,2989,1983
nga,2798,1984
nga,2976,1985
nga,2964,1986
nga,2860,1987
nga,3054,1988
nga,3191,1989
nga,3285,1990
nga,3113,1991
nga,3094,1992
nga,3060,1993
nga,2947,1994
nga,2925,1995
nga,3039,1996
nga,3059,1997
nga,2998,1998
nga,2962,1999
nga,3056,2000
nga,3059,2001
nga,3054,2002
nga,3335,2003
nga,3418,2004
nga,3576,2005
nor,31600,1980
nor,31500,1981
nor,31550,1982
nor,32770,1983
nor,34440,1984
nor,35250,1985
nor,35360,1986
nor,35370,1987
nor,35550,1988
nor,36940,1989
nor,38040,1990
nor,39630,1991
nor,41110,1992
nor,41940,1993
nor,43470,1994
nor,44370,1995
nor,45700,1996
nor,46800,1997
nor,46820,1998
nor,47330,1999
nor,48580,2000
nor,49380,2001
nor,49920,2002
nor,50950,2003
nor,52690,2004
nor,53580,2005
nor,53450,2006
omn,14730,1980
omn,16150,1981
omn,16860,1982
omn,18530,1983
omn,20460,1984
omn,22140,1985
omn,21460,1986
omn,22010,1987
omn,21670,1988
omn,21440,1989
omn,20250,1990
omn,20100,1991
omn,20340,1992
omn,20210,1993
omn,19730,1994
omn,19610,1995
omn,19290,1996
omn,19740,1997
omn,19660,1998
omn,19110,1999
omn,19770,2000
omn,21080,2001
omn,21500,2002
omn,21880,2003
omn,22720,2004
omn,23620,2005
pak,4020,1980
pak,4209,1981
pak,4392,1982
pak,4705,1983
pak,4756,1984
pak,5129,1985
pak,5464,1986
pak,5468,1987
pak,5791,1988
pak,5912,1989
pak,5938,1990
pak,6509,1991
pak,6731,1992
pak,6682,1993
pak,6805,1994
pak,7123,1995
pak,7414,1996
pak,7105,1997
pak,6999,1998
pak,7129,1999
pak,7524,2000
pak,7533,2001
pak,7484,2002
pak,7682,2003
pak,7834,2004
pak,8378,2005
per,13940,1980
per,13980,1981
per,13270,1982
per,10860,1983
per,11070,1984
per,11250,1985
per,11850,1986
per,12000,1987
per,10220,1988
per,8530,1989
per,8036,1990
per,7959,1991
per,7911,1992
per,8672,1993
per,10440,1994
per,11430,1995
per,11500,1996
per,11670,1997
per,11280,1998
per,11080,1999
per,11600,2000
per,11700,2001
per,12200,2002
per,12640,2003
per,13030,2004
per,13320,2005
phl,7364,1980
phl,7171,1981
phl,7463,1982
phl,6877,1983
phl,6224,1984
phl,5732,1985
phl,5699,1986
phl,5888,1987
phl,6080,1988
phl,6353,1989
phl,6439,1990
phl,6206,1991
phl,6021,1992
phl,5976,1993
phl,6076,1994
phl,6200,1995
phl,6198,1996
phl,6723,1997
phl,6617,1998
phl,6569,1999
phl,7034,2000
phl,6739,2001
phl,6827,2002
phl,7029,2003
phl,7246,2004
phl,7383,2005
pol,11340,1980
pol,10680,1981
pol,10840,1982
pol,11410,1983
pol,11800,1984
pol,11820,1985
pol,12160,1986
pol,12040,1987
pol,12390,1988
pol,12210,1989
pol,11520,1990
pol,11380,1991
pol,12180,1992
pol,12940,1993
pol,13710,1994
pol,14540,1995
pol,15280,1996
pol,16130,1997
pol,16750,1998
pol,18230,1999
pol,19310,2000
pol,19980,2001
pol,20910,2002
pol,21960,2003
pol,22850,2004
pol,23140,2005
pol,23670,2006
prt,20130,1980
prt,20520,1981
prt,20960,1982
prt,19990,1983
prt,19870,1984
prt,20510,1985
prt,21320,1986
prt,22090,1987
prt,23170,1988
prt,23860,1989
prt,23440,1990
prt,23790,1991
prt,24450,1992
prt,24460,1993
prt,24950,1994
prt,26070,1995
prt,26590,1996
prt,27280,1997
prt,27830,1998
prt,28400,1999
prt,29000,2000
prt,29120,2001
prt,29190,2002
prt,29080,2003
prt,28820,2004
prt,28970,2005
prt,29140,2006
pri,34560,1980
pri,35770,1981
pri,36300,1982
pri,35370,1983
pri,35900,1984
pri,36490,1985
pri,36730,1986
pri,36520,1987
pri,36490,1988
pri,37730,1989
pri,38390,1990
pri,38950,1991
pri,40400,1992
pri,41560,1993
pri,42330,1994
pri,42320,1995
pri,42260,1996
pri,42850,1997
pri,44100,1998
pri,45720,1999
pri,46320,2000
pri,48510,2001
pri,47250,2002
pri,46770,2003
pri,46550,2004
pri,46890,2005
qat,64150,1980
qat,48360,1981
qat,34070,1982
qat,26760,1983
qat,23180,1984
qat,18750,1985
qat,14710,1986
qat,14130,1987
qat,13650,1988
qat,13260,1989
qat,12810,1990
qat,12260,1991
qat,13330,1992
qat,12890,1993
qat,12790,1994
qat,13300,1995
qat,13770,1996
qat,17930,1997
qat,19680,1998
qat,19890,1999
qat,20610,2000
qat,19630,2001
qat,19200,2002
qat,18100,2003
qat,20440,2004
qat,20500,2005
mda,17880,1989
mda,17420,1990
mda,14860,1991
mda,10620,1992
mda,10480,1993
mda,7350,1994
mda,7235,1995
mda,6830,1996
mda,6901,1997
mda,6436,1998
mda,6181,1999
mda,6227,2000
mda,6678,2001
mda,7170,2002
mda,8482,2003
mda,9388,2004
mda,10070,2005
rou,7063,1980
rou,6986,1981
rou,6968,1982
rou,6898,1983
rou,7142,1984
rou,7071,1985
rou,7133,1986
rou,6954,1987
rou,6881,1988
rou,6575,1989
rou,5852,1990
rou,5122,1991
rou,4818,1992
rou,5083,1993
rou,5308,1994
rou,5995,1995
rou,6305,1996
rou,6154,1997
rou,5998,1998
rou,6202,1999
rou,6182,2000
rou,6588,2001
rou,8031,2002
rou,8507,2003
rou,9366,2004
rou,9735,2005
rou,10200,2006
rus,15790,1989
rus,15280,1990
rus,14810,1991
rus,12970,1992
rus,12050,1993
rus,10880,1994
rus,10760,1995
rus,10440,1996
rus,10800,1997
rus,10360,1998
rus,10990,1999
rus,12030,2000
rus,12560,2001
rus,13030,2002
rus,13910,2003
rus,14740,2004
rus,15560,2005
lca,5558,1980
lca,5741,1981
lca,5780,1982
lca,5937,1983
lca,6237,1984
lca,6695,1985
lca,7541,1986
lca,7510,1987
lca,8319,1988
lca,8820,1989
lca,9385,1990
lca,9175,1991
lca,9627,1992
lca,9295,1993
lca,9506,1994
lca,8850,1995
lca,9653,1996
lca,9700,1997
lca,10220,1998
lca,9857,1999
lca,9277,2000
lca,8994,2001
lca,9838,2002
lca,9380,2003
lca,10160,2004
lca,11220,2005
sau,52480,1980
sau,52140,1981
sau,48340,1982
sau,39450,1983
sau,36340,1984
sau,31430,1985
sau,27610,1986
sau,27040,1987
sau,26390,1988
sau,25910,1989
sau,28350,1990
sau,29830,1991
sau,31020,1992
sau,29870,1993
sau,29100,1994
sau,28370,1995
sau,28650,1996
sau,28800,1997
sau,29060,1998
sau,28460,1999
sau,29260,2000
sau,28620,2001
sau,27840,2002
sau,29180,2003
sau,29840,2004
sau,30800,2005
sen,3128,1980
sen,3016,1981
sen,3414,1982
sen,3400,1983
sen,3138,1984
sen,3164,1985
sen,3226,1986
sen,3260,1987
sen,3336,1988
sen,3170,1989
sen,3217,1990
sen,3203,1991
sen,3153,1992
sen,3092,1993
sen,3016,1994
sen,3098,1995
sen,3079,1996
sen,3097,1997
sen,3197,1998
sen,3318,1999
sen,3337,2000
sen,3405,2001
sen,3339,2002
sen,3481,2003
sen,3598,2004
sen,3702,2005
scg,13650,1989
scg,12430,1990
scg,11660,1991
scg,8491,1992
scg,5845,1993
scg,5948,1994
scg,6230,1995
scg,6594,1996
scg,7318,1997
scg,7366,1998
scg,6625,1999
scg,7199,2000
scg,7684,2001
scg,8344,2002
scg,8887,2003
scg,9716,2004
scg,10520,2005
sgp,20300,1980
sgp,20760,1981
sgp,20970,1982
sgp,22140,1983
sgp,23630,1984
sgp,23850,1985
sgp,24670,1986
sgp,25900,1987
sgp,27380,1988
sgp,28590,1989
sgp,28190,1990
sgp,28070,1991
sgp,29020,1992
sgp,31870,1993
sgp,33980,1994
sgp,38890,1995
sgp,36090,1996
sgp,37230,1997
sgp,35700,1998
sgp,38350,1999
sgp,42890,2000
sgp,38680,2001
sgp,41080,2002
sgp,42650,2003
sgp,45790,2004
sgp,48200,2005
svk,15770,1989
svk,15500,1990
svk,14380,1991
svk,15250,1992
svk,15540,1993
svk,16810,1994
svk,17750,1995
svk,18560,1996
svk,19870,1997
svk,20690,1998
svk,21330,1999
svk,21880,2000
svk,22460,2001
svk,23510,2002
svk,24050,2003
svk,25440,2004
svk,26660,2005
svk,28210,2006
svn,22140,1989
svn,21160,1990
svn,20390,1991
svn,20180,1992
svn,21140,1993
svn,22350,1994
svn,23030,1995
svn,24370,1996
svn,26040,1997
svn,27110,1998
svn,28160,1999
svn,29090,2000
svn,29730,2001
svn,30320,2002
svn,31230,2003
svn,32460,2004
svn,33660,2005
svn,34990,2006
zaf,11930,1980
zaf,12320,1981
zaf,11850,1982
zaf,11210,1983
zaf,11500,1984
zaf,10960,1985
zaf,10620,1986
zaf,10550,1987
zaf,10710,1988
zaf,10660,1989
zaf,10270,1990
zaf,9867,1991
zaf,9351,1992
zaf,9205,1993
zaf,9269,1994
zaf,9328,1995
zaf,9511,1996
zaf,9515,1997
zaf,9322,1998
zaf,9304,1999
zaf,9482,2000
zaf,9574,2001
zaf,9847,2002
zaf,10060,2003
zaf,10480,2004
zaf,10930,2005
esp,28230,1980
esp,29100,1981
esp,29900,1982
esp,30790,1983
esp,32120,1984
esp,33210,1985
esp,33800,1986
esp,34100,1987
esp,34650,1988
esp,35250,1989
esp,35990,1990
esp,36640,1991
esp,37730,1992
esp,39030,1993
esp,40230,1994
esp,40340,1995
esp,40190,1996
esp,40300,1997
esp,40520,1998
esp,40190,1999
esp,40100,2000
esp,40030,2001
esp,40010,2002
esp,39640,2003
esp,39390,2004
esp,38630,2005
esp,38550,2006
lka,6346,1980
lka,7114,1981
lka,7247,1982
lka,7411,1983
lka,7574,1984
lka,7710,1985
lka,7939,1986
lka,7864,1987
lka,7921,1988
lka,7981,1989
lka,8339,1990
lka,8797,1991
lka,9281,1992
lka,9466,1993
lka,9850,1994
lka,10250,1995
lka,10290,1996
lka,10800,1997
lka,10560,1998
lka,10880,1999
lka,11120,2000
lka,11080,2001
lka,11020,2002
lka,10860,2003
lka,10860,2004
lka,11320,2005
sdn,2741,1980
sdn,2724,1981
sdn,2985,1982
sdn,2951,1983
sdn,2747,1984
sdn,2529,1985
sdn,2589,1986
sdn,2612,1987
sdn,2615,1988
sdn,2786,1989
sdn,2534,1990
sdn,2676,1991
sdn,2536,1992
sdn,2665,1993
sdn,2588,1994
sdn,2544,1995
sdn,2437,1996
sdn,2691,1997
sdn,2751,1998
sdn,2795,1999
sdn,3014,2000
sdn,3119,2001
sdn,3216,2002
sdn,3400,2003
sdn,3406,2004
sdn,3618,2005
swe,29180,1980
swe,29130,1981
swe,29480,1982
swe,29920,1983
swe,30880,1984
swe,31150,1985
swe,31670,1986
swe,32410,1987
swe,32690,1988
swe,32980,1989
swe,33130,1990
swe,33270,1991
swe,34400,1992
swe,35580,1993
swe,37310,1994
swe,38180,1995
swe,39020,1996
swe,40460,1997
swe,41300,1998
swe,42280,1999
swe,43070,2000
swe,42720,2001
swe,43500,2002
swe,44390,2003
swe,46500,2004
swe,47650,2005
swe,48770,2006
che,36160,1980
che,35890,1981
che,35200,1982
che,35370,1983
che,36090,1984
che,36590,1985
che,36360,1986
che,35750,1987
che,35920,1988
che,36500,1989
che,36710,1990
che,35740,1991
che,36290,1992
che,36520,1993
che,37150,1994
che,37280,1995
che,37470,1996
che,38160,1997
che,38690,1998
che,38890,1999
che,39870,2000
che,39650,2001
che,39590,2002
che,39590,2003
che,40390,2004
che,41120,2005
che,41310,2006
syr,24280,1980
syr,25620,1981
syr,25290,1982
syr,24770,1983
syr,22840,1984
syr,23070,1985
syr,20870,1986
syr,20230,1987
syr,21800,1988
syr,18870,1989
syr,19310,1990
syr,20310,1991
syr,21860,1992
syr,22300,1993
syr,22350,1994
syr,22370,1995
syr,21860,1996
syr,20530,1997
syr,20580,1998
syr,18920,1999
syr,18750,2000
syr,18430,2001
syr,18280,2002
syr,17690,2003
syr,17280,2004
syr,17090,2005
twn,16000,1980
twn,16970,1981
twn,17510,1982
twn,18720,1983
twn,20340,1984
twn,21120,1985
twn,22980,1986
twn,23750,1987
twn,23710,1988
twn,23650,1989
twn,24200,1990
twn,25560,1991
twn,26950,1992
twn,28430,1993
twn,29870,1994
twn,31440,1995
twn,33330,1996
twn,35110,1997
twn,36260,1998
twn,37950,1999
twn,39690,2000
twn,39280,2001
twn,40640,2002
twn,41510,2003
twn,43070,2004
twn,44110,2005
tjk,8851,1989
tjk,8192,1990
tjk,7396,1991
tjk,5187,1992
tjk,4468,1993
tjk,3517,1994
tjk,3310,1995
tjk,2746,1996
tjk,2701,1997
tjk,2836,1998
tjk,3041,1999
tjk,3278,2000
tjk,3427,2001
tjk,3739,2002
tjk,4093,2003
tjk,4075,2004
tjk,4548,2005
tza,1222,1980
tza,1168,1981
tza,1144,1982
tza,1100,1983
tza,1089,1984
tza,1050,1985
tza,1050,1986
tza,1068,1987
tza,1078,1988
tza,1078,1989
tza,1080,1990
tza,1063,1991
tza,1030,1992
tza,1005,1993
tza,986,1994
tza,988,1995
tza,1006,1996
tza,1014,1997
tza,1027,1998
tza,1038,1999
tza,1068,2000
tza,1110,2001
tza,1167,2002
tza,1208,2003
tza,1257,2004
tza,1312,2005
tha,5333,1980
tha,5221,1981
tha,5397,1982
tha,5619,1983
tha,5756,1984
tha,6057,1985
tha,6192,1986
tha,6549,1987
tha,6959,1988
tha,7514,1989
tha,8291,1990
tha,8916,1991
tha,9265,1992
tha,10100,1993
tha,11030,1994
tha,11870,1995
tha,12710,1996
tha,12180,1997
tha,11250,1998
tha,11770,1999
tha,11980,2000
tha,12070,2001
tha,12420,2002
tha,13150,2003
tha,13570,2004
tha,13950,2005
mkd,14790,1989
mkd,13150,1990
mkd,12440,1991
mkd,11710,1992
mkd,10940,1993
mkd,10840,1994
mkd,10780,1995
mkd,10970,1996
mkd,11680,1997
mkd,11460,1998
mkd,11830,1999
mkd,12270,2000
mkd,10740,2001
mkd,11570,2002
mkd,12250,2003
mkd,13290,2004
mkd,13270,2005
tto,34800,1980
tto,36180,1981
tto,33100,1982
tto,30620,1983
tto,31530,1984
tto,31120,1985
tto,30800,1986
tto,30820,1987
tto,29680,1988
tto,29910,1989
tto,29700,1990
tto,28450,1991
tto,27640,1992
tto,27340,1993
tto,27550,1994
tto,27590,1995
tto,28690,1996
tto,29840,1997
tto,30950,1998
tto,32750,1999
tto,34050,2000
tto,34710,2001
tto,36320,2002
tto,40210,2003
tto,40630,2004
tto,43350,2005
tun,10300,1980
tun,10560,1981
tun,10210,1982
tun,10360,1983
tun,10720,1984
tun,10960,1985
tun,10410,1986
tun,10810,1987
tun,10540,1988
tun,10760,1989
tun,11210,1990
tun,11310,1991
tun,11800,1992
tun,11670,1993
tun,11690,1994
tun,11610,1995
tun,12090,1996
tun,12390,1997
tun,12550,1998
tun,12890,1999
tun,13060,2000
tun,13300,2001
tun,13080,2002
tun,13450,2003
tun,13880,2004
tun,14040,2005
tur,11320,1980
tur,11710,1981
tur,12180,1982
tur,12500,1983
tur,13020,1984
tur,13470,1985
tur,14150,1986
tur,15050,1987
tur,15410,1988
tur,15200,1989
tur,16320,1990
tur,15850,1991
tur,16650,1992
tur,18900,1993
tur,16560,1994
tur,17260,1995
tur,17950,1996
tur,19290,1997
tur,19380,1998
tur,18240,1999
tur,19660,2000
tur,18230,2001
tur,19830,2002
tur,21180,2003
tur,22410,2004
tur,23790,2005
tur,24940,2006
tkm,8745,1989
tkm,9011,1990
tkm,8301,1991
tkm,6827,1992
tkm,6717,1993
tkm,5345,1994
tkm,4798,1995
tkm,5031,1996
tkm,4369,1997
tkm,4620,1998
tkm,5071,1999
tkm,5472,2000
tkm,5595,2001
tkm,5426,2002
tkm,5462,2003
tkm,5586,2004
tkm,5992,2005
uga,1298,1980
uga,1307,1981
uga,1371,1982
uga,1430,1983
uga,1242,1984
uga,1219,1985
uga,1179,1986
uga,1208,1987
uga,1251,1988
uga,1297,1989
uga,1306,1990
uga,1288,1991
uga,1286,1992
uga,1355,1993
uga,1406,1994
uga,1529,1995
uga,1630,1996
uga,1675,1997
uga,1690,1998
uga,1785,1999
uga,1830,2000
uga,1863,2001
uga,1932,2002
uga,1952,2003
uga,2001,2004
uga,2068,2005
ukr,12520,1989
ukr,12100,1990
ukr,11180,1991
ukr,10270,1992
ukr,9020,1993
ukr,7222,1994
ukr,6158,1995
ukr,5542,1996
ukr,5457,1997
ukr,5527,1998
ukr,6330,1999
ukr,6661,2000
ukr,7350,2001
ukr,7690,2002
ukr,8398,2003
ukr,9357,2004
ukr,9433,2005
are,49230,1980
are,49770,1981
are,43740,1982
are,39820,1983
are,39760,1984
are,35980,1985
are,27700,1986
are,27140,1987
are,25610,1988
are,26730,1989
are,28190,1990
are,27140,1991
are,26360,1992
are,25220,1993
are,25470,1994
are,24520,1995
are,24700,1996
are,24680,1997
are,22670,1998
are,21530,1999
are,22310,2000
are,20920,2001
are,19810,2002
are,20450,2003
are,20800,2004
are,21370,2005
gbr,28750,1980
gbr,29520,1981
gbr,30530,1982
gbr,31990,1983
gbr,32250,1984
gbr,32880,1985
gbr,34110,1986
gbr,35180,1987
gbr,35610,1988
gbr,35260,1989
gbr,35070,1990
gbr,35630,1991
gbr,36520,1992
gbr,37880,1993
gbr,39280,1994
gbr,40030,1995
gbr,40760,1996
gbr,41330,1997
gbr,42340,1998
gbr,43120,1999
gbr,44170,2000
gbr,44810,2001
gbr,45490,2002
gbr,46260,2003
gbr,47450,2004
gbr,48100,2005
gbr,49030,2006
usa,41650,1980
usa,42210,1981
usa,41760,1982
usa,42950,1983
usa,44280,1984
usa,45090,1985
usa,45620,1986
usa,46050,1987
usa,46970,1988
usa,47630,1989
usa,47910,1990
usa,48210,1991
usa,49510,1992
usa,50100,1993
usa,50950,1994
usa,51460,1995
usa,52600,1996
usa,53730,1997
usa,55130,1998
usa,56660,1999
usa,57910,2000
usa,58300,2001
usa,59390,2002
usa,60390,2003
usa,62080,2004
usa,62990,2005
usa,63890,2006
ury,22210,1980
ury,22180,1981
ury,19700,1982
ury,18200,1983
ury,17700,1984
ury,17140,1985
ury,17850,1986
ury,18040,1987
ury,17840,1988
ury,17570,1989
ury,17700,1990
ury,18450,1991
ury,19600,1992
ury,19950,1993
ury,20840,1994
ury,20220,1995
ury,21920,1996
ury,23070,1997
ury,25620,1998
ury,25380,1999
ury,25360,2000
ury,24300,2001
ury,22410,2002
ury,23040,2003
ury,24670,2004
ury,25420,2005
ussr,12970,1980
ussr,12980,1981
ussr,13200,1982
ussr,13530,1983
ussr,13630,1984
ussr,13680,1985
ussr,14160,1986
ussr,14270,1987
ussr,14510,1988
ussr,14670,1989
ussr,14270,1990
ussr,13400,1991
ussr,11730,1992
ussr,10830,1993
ussr,9634,1994
ussr,9250,1995
ussr,9006,1996
ussr,9292,1997
ussr,9213,1998
ussr,9871,1999
ussr,10650,2000
ussr,11250,2001
ussr,11760,2002
ussr,12570,2003
ussr,13440,2004
ussr,14260,2005
uzb,11560,1989
uzb,11020,1990
uzb,10540,1991
uzb,9354,1992
uzb,9153,1993
uzb,8552,1994
uzb,8405,1995
uzb,8436,1996
uzb,8753,1997
uzb,9014,1998
uzb,9320,1999
uzb,9587,2000
uzb,9851,2001
uzb,10050,2002
uzb,10210,2003
uzb,10640,2004
uzb,11060,2005
ven,32090,1980
ven,32250,1981
ven,30810,1982
ven,29890,1983
ven,30620,1984
ven,29370,1985
ven,28540,1986
ven,27770,1987
ven,27130,1988
ven,26440,1989
ven,26050,1990
ven,27690,1991
ven,28460,1992
ven,27720,1993
ven,26120,1994
ven,26290,1995
ven,25410,1996
ven,26440,1997
ven,25790,1998
ven,23520,1999
ven,23650,2000
ven,23840,2001
ven,21850,2002
ven,20010,2003
ven,23400,2004
ven,26150,2005
vnm,1767,1980
vnm,1787,1981
vnm,1886,1982
vnm,1945,1983
