geo,hydro_power_generation_per_person,time
lbn,0.02219,2005
lbn,0.01458,2006
lbn,0.01217,2007
lbn,0.007697,2008
lbn,0.01274,2009
lbn,0.01706,2010
ltu,0.009632,1990
ltu,0.007859,1991
ltu,0.007247,1992
ltu,0.009199,1993
ltu,0.01064,1994
ltu,0.008838,1995
ltu,0.007778,1996
ltu,0.007115,1997
ltu,0.0101,1998
ltu,0.01013,1999
ltu,0.008353,2000
ltu,0.008056,2001
ltu,0.008791,2002
ltu,0.008107,2003
ltu,0.01055,2004
ltu,0.01135,2005
ltu,0.01005,2006
ltu,0.01071,2007
ltu,0.01029,2008
ltu,0.01091,2009
ltu,0.01397,2010
lux,0.005477,1960
lux,0.01545,1961
lux,0.01205,1962
lux,0.0005292,1963
lux,0.01963,1964
lux,0.02568,1965
lux,0.02321,1966
lux,0.02492,1967
lux,0.02511,1968
lux,0.02169,1969
lux,0.02434,1970
lux,0.01381,1971
lux,0.01612,1972
lux,0.0115,1973
lux,0.02007,1974
lux,0.01701,1975
lux,0.01095,1976
lux,0.0192,1977
lux,0.01869,1978
lux,0.02151,1979
lux,0.02314,1980
lux,0.02548,1981
lux,0.0224,1982
lux,0.02168,1983
lux,0.02164,1984
lux,0.0204,1985
lux,0.02334,1986
lux,0.02574,1987
lux,0.02531,1988
lux,0.01938,1989
lux,0.01579,1990
lux,0.01872,1991
lux,0.0154,1992
lux,0.01454,1993
lux,0.0184,1994
lux,0.01857,1995
lux,0.01248,1996
lux,0.01702,1997
lux,0.02325,1998
lux,0.01697,1999
lux,0.02448,2000
lux,0.02309,2001
lux,0.01922,2002
lux,0.01522,2003
lux,0.01983,2004
lux,0.01768,2005
lux,0.0205,2006
lux,0.02115,2007
lux,0.02332,2008
lux,0.01832,2009
lux,0.0183,2010
lux,0.01017,2011
mkd,0.02211,1990
mkd,0.03792,1991
mkd,0.0377,1992
mkd,0.02308,1993
mkd,0.03059,1994
mkd,0.03508,1995
mkd,0.03704,1996
mkd,0.03902,1997
mkd,0.04674,1998
mkd,0.05968,1999
mkd,0.05007,2000
mkd,0.0267,2001
mkd,0.03219,2002
mkd,0.05826,2003
mkd,0.06268,2004
mkd,0.06295,2005
mkd,0.06944,2006
mkd,0.04241,2007
mkd,0.03519,2008
mkd,0.05309,2009
mkd,0.1014,2010
mys,0.008043,1971
mys,0.008658,1972
mys,0.008113,1973
mys,0.007192,1974
mys,0.007018,1975
mys,0.006469,1976
mys,0.005129,1977
mys,0.00584,1978
mys,0.00696,1979
mys,0.008678,1980
mys,0.009382,1981
mys,0.008804,1982
mys,0.009984,1983
mys,0.01917,1984
mys,0.02036,1985
mys,0.02164,1986
mys,0.02532,1987
mys,0.02837,1988
mys,0.02547,1989
mys,0.01884,1990
mys,0.02026,1991
mys,0.01953,1992
mys,0.02127,1993
mys,0.02776,1994
mys,0.02582,1995
mys,0.02099,1996
mys,0.01529,1997
mys,0.0187,1998
mys,0.02829,1999
mys,0.02558,2000
mys,0.02532,2001
mys,0.0186,2002
mys,0.01734,2003
mys,0.01959,2004
mys,0.0171,2005
mys,0.02083,2006
mys,0.02063,2007
mys,0.02333,2008
mys,0.02141,2009
mys,0.01959,2010
mex,0.02314,1971
mex,0.02397,1972
mex,0.02452,1973
mex,0.02456,1974
mex,0.0216,1975
mex,0.02386,1976
mex,0.0259,1977
mex,0.02135,1978
mex,0.02303,1979
mex,0.02111,1980
mex,0.03008,1981
mex,0.02741,1982
mex,0.02435,1983
mex,0.02717,1984
mex,0.02962,1985
mex,0.02214,1986
mex,0.01987,1987
mex,0.02213,1988
mex,0.02531,1989
mex,0.02395,1990
mex,0.02187,1991
mex,0.02571,1992
mex,0.02531,1993
mex,0.01901,1994
mex,0.02565,1995
mex,0.0288,1996
mex,0.02381,1997
mex,0.02183,1998
mex,0.02861,1999
mex,0.0285,2000
mex,0.02419,2001
mex,0.0209,2002
mex,0.01645,2003
mex,0.02061,2004
mex,0.02233,2005
mex,0.02424,2006
mex,0.02147,2007
mex,0.03045,2008
mex,0.0205,2009
mex,0.02814,2010
mex,0.02681,2011
mda,0.005064,1990
mda,0.006859,1991
mda,0.005086,1992
mda,0.007371,1993
mda,0.005481,1994
mda,0.006421,1995
mda,0.007306,1996
mda,0.007695,1997
mda,0.001711,1998
mda,0.001878,1999
mda,0.001214,2000
mda,0.001554,2001
mda,0.002621,2002
mda,0.001412,2003
mda,0.001325,2004
mda,0.001438,2005
mda,0.001782,2006
mda,0.0007728,2007
mda,0.00194,2008
mda,0.001313,2009
mda,0.001901,2010
mne,0.256,2005
mne,0.24,2006
mne,0.1758,2007
mne,0.2103,2008
mne,0.2825,2009
mne,0.3744,2010
mar,0.008321,1971
mar,0.008524,1972
mar,0.006214,1973
mar,0.006805,1974
mar,0.005048,1975
mar,0.004841,1976
mar,0.006464,1977
mar,0.006544,1978
mar,0.007132,1979
mar,0.006657,1980
mar,0.004383,1981
mar,0.002384,1982
mar,0.001952,1983
mar,0.001447,1984
mar,0.001875,1985
mar,0.002423,1986
mar,0.003041,1987
mar,0.003378,1988
mar,0.004092,1989
mar,0.004233,1990
mar,0.004177,1991
mar,0.003228,1992
mar,0.001459,1993
mar,0.002723,1994
mar,0.001951,1995
mar,0.006158,1996
mar,0.006464,1997
mar,0.005441,1998
mar,0.002494,1999
mar,0.002144,2000
mar,0.002571,2001
mar,0.002481,2002
mar,0.004205,2003
mar,0.004596,2004
mar,0.00277,2005
mar,0.002795,2006
mar,0.002537,2007
mar,0.00255,2008
mar,0.00698,2009
mar,0.009333,2010
moz,0.001993,1971
moz,0.001853,1972
moz,0.001625,1973
moz,0.005547,1974
moz,0.004226,1975
moz,0.004816,1976
moz,0.004777,1977
moz,0.005996,1978
moz,0.003086,1979
moz,0.002131,1980
moz,0.0003939,1981
moz,0.001715,1982
moz,0.001562,1983
moz,0.00159,1984
moz,0.002418,1985
moz,0.001111,1986
moz,0.001158,1987
moz,0.00107,1988
moz,0.001825,1989
moz,0.001803,1990
moz,0.002003,1991
moz,0.001952,1992
moz,0.001991,1993
moz,0.002042,1994
moz,0.002045,1995
moz,0.002352,1996
moz,0.004982,1997
moz,0.03399,1998
moz,0.03726,1999
moz,0.0456,2000
moz,0.05447,2001
moz,0.05676,2002
moz,0.04739,2003
moz,0.04955,2004
moz,0.05491,2005
moz,0.05944,2006
moz,0.06332,2007
moz,0.05819,2008
moz,0.06376,2009
moz,0.06119,2010
mmr,0.00153,1971
mmr,0.001709,1972
mmr,0.001759,1973
mmr,0.001693,1974
mmr,0.001651,1975
mmr,0.001819,1976
mmr,0.001996,1977
mmr,0.002006,1978
mmr,0.002056,1979
mmr,0.002083,1980
mmr,0.002206,1981
mmr,0.002332,1982
mmr,0.002451,1983
mmr,0.00245,1984
mmr,0.002387,1985
mmr,0.002437,1986
mmr,0.002354,1987
mmr,0.002113,1988
mmr,0.002758,1989
mmr,0.002612,1990
mmr,0.002675,1991
mmr,0.003229,1992
mmr,0.003577,1993
mmr,0.00334,1994
mmr,0.003314,1995
mmr,0.003322,1996
mmr,0.003344,1997
mmr,0.001857,1998
mmr,0.002006,1999
mmr,0.003619,2000
mmr,0.003457,2001
mmr,0.00398,2002
mmr,0.003892,2003
mmr,0.004494,2004
mmr,0.005563,2005
mmr,0.006134,2006
mmr,0.006633,2007
mmr,0.007408,2008
mmr,0.009494,2009
mmr,0.009152,2010
nam,0.07758,1991
nam,0.06532,1992
nam,0.05337,1993
nam,0.03603,1994
nam,0.05905,1995
nam,0.04317,1996
nam,0.02994,1997
nam,0.04732,1998
nam,0.0543,1999
nam,0.05987,2000
nam,0.06163,2001
nam,0.05995,2002
nam,0.06649,2003
nam,0.06678,2004
nam,0.06416,2005
nam,0.05621,2006
nam,0.06229,2007
nam,0.05529,2008
nam,0.0548,2009
nam,0.0476,2010
npl,0.0004726,1971
npl,0.0005791,1972
npl,0.0005457,1973
npl,0.0006318,1974
npl,0.0004822,1975
npl,0.0008102,1976
npl,0.0008527,1977
npl,0.0009167,1978
npl,0.0009948,1979
npl,0.00116,1980
npl,0.001356,1981
npl,0.001739,1982
npl,0.001895,1983
npl,0.001986,1984
npl,0.002168,1985
npl,0.002678,1986
npl,0.002702,1987
npl,0.002658,1988
npl,0.003301,1989
npl,0.003952,1990
npl,0.003958,1991
npl,0.003599,1992
npl,0.003645,1993
npl,0.003792,1994
npl,0.004615,1995
npl,0.004587,1996
npl,0.004024,1997
npl,0.004182,1998
npl,0.005092,1999
npl,0.005751,2000
npl,0.006364,2001
npl,0.007128,2002
npl,0.007443,2003
npl,0.007737,2004
npl,0.007933,2005
npl,0.008449,2006
npl,0.008434,2007
npl,0.008338,2008
npl,0.009062,2009
npl,0.009196,2010
nld,1.785e-05,1985
nld,1.775e-05,1986
nld,5.884e-06,1987
nld,1.17e-05,1988
nld,0.000215,1989
nld,0.0004908,1990
nld,0.0005964,1991
nld,0.0006832,1992
nld,0.00052,1993
nld,0.0005613,1994
nld,0.0004906,1995
nld,0.0004433,1996
nld,0.0005069,1997
nld,0.0006138,1998
nld,0.0004905,1999
nld,0.0007697,2000
nld,0.0006306,2001
nld,0.0005895,2002
nld,0.0003836,2003
nld,0.0005035,2004
nld,0.0004641,2005
nld,0.0005565,2006
nld,0.0005595,2007
nld,0.0005314,2008
nld,0.0005089,2009
nld,0.0005435,2010
nld,0.0002941,2011
nzl,0.2017,1960
nzl,0.2132,1961
nzl,0.2377,1962
nzl,0.2351,1963
nzl,0.2607,1964
nzl,0.2839,1965
nzl,0.3043,1966
nzl,0.3202,1967
nzl,0.3286,1968
nzl,0.3188,1969
nzl,0.3471,1970
nzl,0.3927,1971
nzl,0.4188,1972
nzl,0.4117,1973
nzl,0.4012,1974
nzl,0.4706,1975
nzl,0.4128,1976
nzl,0.4018,1977
nzl,0.4454,1978
nzl,0.5125,1979
nzl,0.5171,1980
nzl,0.5308,1981
nzl,0.485,1982
nzl,0.54,1983
nzl,0.533,1984
nzl,0.5184,1985
nzl,0.5693,1986
nzl,0.5734,1987
nzl,0.5976,1988
nzl,0.567,1989
nzl,0.5866,1990
nzl,0.5712,1991
nzl,0.5177,1992
nzl,0.5667,1993
nzl,0.613,1994
nzl,0.6442,1995
nzl,0.6056,1996
nzl,0.5329,1997
nzl,0.5753,1998
nzl,0.5162,1999
nzl,0.5445,2000
nzl,0.4771,2001
nzl,0.5398,2002
nzl,0.5051,2003
nzl,0.5676,2004
nzl,0.4851,2005
nzl,0.4843,2006
nzl,0.4802,2007
nzl,0.4489,2008
nzl,0.4818,2009
nzl,0.4865,2010
nzl,0.4885,2011
nic,0.00706,1971
nic,0.01241,1972
nic,0.01214,1973
nic,0.01295,1974
nic,0.01259,1975
nic,0.01313,1976
nic,0.007819,1977
nic,0.009134,1978
nic,0.01204,1979
nic,0.01363,1980
nic,0.01277,1981
nic,0.01066,1982
nic,0.006158,1983
nic,0.005599,1984
nic,0.006141,1985
nic,0.006663,1986
nic,0.008926,1987
nic,0.008436,1988
nic,0.01142,1989
nic,0.008409,1990
nic,0.006868,1991
nic,0.005111,1992
nic,0.009374,1993
nic,0.00726,1994
nic,0.007547,1995
nic,0.00783,1996
nic,0.007253,1997
nic,0.005182,1998
nic,0.006766,1999
nic,0.003559,2000
nic,0.00329,2001
nic,0.004991,2002
nic,0.004829,2003
nic,0.005153,2004
nic,0.006864,2005
nic,0.004821,2006
nic,0.004729,2007
nic,0.008147,2008
nic,0.004472,2009
nic,0.007487,2010
nga,0.002304,1971
nga,0.002067,1972
nga,0.002588,1973
nga,0.002699,1974
nga,0.003159,1975
nga,0.003727,1976
nga,0.003594,1977
nga,0.002804,1978
nga,0.00387,1979
nga,0.003168,1980
nga,0.002648,1981
nga,0.002671,1982
nga,0.002095,1983
nga,0.002741,1984
nga,0.003097,1985
nga,0.003545,1986
nga,0.003125,1987
nga,0.003716,1988
nga,0.003742,1989
nga,0.003867,1990
nga,0.0051,1991
nga,0.005085,1992
nga,0.004566,1993
nga,0.004451,1994
nga,0.004299,1995
nga,0.004199,1996
nga,0.004172,1997
nga,0.004209,1998
nga,0.004377,1999
nga,0.003912,2000
nga,0.00401,2001
nga,0.005453,2002
nga,0.004813,2003
nga,0.005111,2004
nga,0.004777,2005
nga,0.003757,2006
nga,0.003644,2007
nga,0.003265,2008
nga,0.002521,2009
nga,0.00346,2010
nor,0.7497,1960
nor,0.8032,1961
nor,0.8982,1962
nor,0.9327,1963
nor,1.031,1964
nor,1.142,1965
nor,1.117,1966
nor,1.211,1967
nor,1.357,1968
nor,1.282,1969
nor,1.282,1970
nor,1.392,1971
nor,1.473,1972
nor,1.582,1973
nor,1.653,1974
nor,1.659,1975
nor,1.75,1976
nor,1.532,1977
nor,1.71,1978
nor,1.873,1979
nor,1.76,1980
nor,1.948,1981
nor,1.934,1982
nor,2.203,1983
nor,2.201,1984
nor,2.12,1985
nor,1.985,1986
nor,2.122,1987
nor,2.227,1988
nor,2.412,1989
nor,2.456,1990
nor,2.221,1991
nor,2.341,1992
nor,2.379,1993
nor,2.215,1994
nor,2.397,1995
nor,2.037,1996
nor,2.139,1997
nor,2.241,1998
nor,2.339,1999
nor,2.715,2000
nor,2.295,2001
nor,2.453,2002
nor,1.99,2003
nor,2.039,2004
nor,2.524,2005
nor,2.198,2006
nor,2.434,2007
nor,2.502,2008
nor,2.228,2009
nor,2.07,2010
nor,2.109,2011
pak,0.005183,1971
pak,0.005041,1972
pak,0.005801,1973
pak,0.005363,1974
pak,0.005473,1975
pak,0.006618,1976
pak,0.006115,1977
pak,0.008498,1978
pak,0.009094,1979
pak,0.009309,1980
pak,0.009337,1981
pak,0.009503,1982
pak,0.01096,1983
pak,0.01195,1984
pak,0.01102,1985
pak,0.01202,1986
pak,0.01285,1987
pak,0.01362,1988
pak,0.01343,1989
pak,0.01301,1990
pak,0.01369,1991
pak,0.01538,1992
pak,0.01381,1993
pak,0.01583,1994
pak,0.01567,1995
pak,0.01372,1996
pak,0.01413,1997
pak,0.01401,1998
pak,0.01174,1999
pak,0.01023,2000
pak,0.01104,2001
pak,0.01278,2002
pak,0.01513,2003
pak,0.01416,2004
pak,0.01673,2005
pak,0.01701,2006
pak,0.01501,2007
pak,0.01427,2008
pak,0.01417,2009
pak,0.01576,2010
pan,0.004597,1971
pan,0.004474,1972
pan,0.005352,1973
pan,0.005417,1974
pan,0.00488,1975
pan,0.006698,1976
pan,0.01614,1977
pan,0.0332,1978
pan,0.03619,1979
pan,0.04244,1980
pan,0.0574,1981
pan,0.04519,1982
pan,0.03565,1983
pan,0.06012,1984
pan,0.0761,1985
pan,0.08098,1986
pan,0.0769,1987
pan,0.08153,1988
pan,0.07923,1989
pan,0.07876,1990
pan,0.07099,1991
pan,0.06459,1992
pan,0.07679,1993
pan,0.07838,1994
pan,0.07767,1995
pan,0.09452,1996
pan,0.08956,1997
pan,0.06472,1998
pan,0.09267,1999
pan,0.09942,2000
pan,0.07132,2001
pan,0.09528,2002
pan,0.07766,2003
pan,0.1021,2004
pan,0.09888,2005
pan,0.09343,2006
pan,0.09408,2007
pan,0.1003,2008
pan,0.09684,2009
pan,0.1025,2010
pry,0.005542,1971
pry,0.006334,1972
pry,0.009728,1973
pry,0.0139,1974
pry,0.01614,1975
pry,0.01586,1976
pry,0.01027,1977
pry,0.00705,1978
pry,0.01229,1979
pry,0.01774,1980
pry,0.01812,1981
pry,0.01641,1982
pry,0.01935,1983
pry,0.02453,1984
pry,0.09367,1985
pry,0.2675,1986
pry,0.4069,1987
pry,0.426,1988
pry,0.5056,1989
pry,0.5503,1990
pry,0.5791,1991
pry,0.5222,1992
pry,0.59,1993
pry,0.6679,1994
pry,0.7547,1995
pry,0.785,1996
pry,0.8713,1997
pry,0.8531,1998
pry,0.853,1999
pry,0.8608,2000
pry,0.7145,2001
pry,0.745,2002
pry,0.7843,2003
pry,0.7716,2004
pry,0.746,2005
pry,0.7697,2006
pry,0.7549,2007
pry,0.7655,2008
pry,0.7451,2009
pry,0.7202,2010
per,0.02718,1971
per,0.02735,1972
per,0.02861,1973
per,0.03044,1974
per,0.03104,1975
per,0.03201,1976
per,0.0324,1977
per,0.03243,1978
per,0.0342,1979
per,0.03487,1980
per,0.0388,1981
per,0.03977,1982
per,0.03751,1983
per,0.03934,1984
per,0.04145,1985
per,0.04346,1986
per,0.04596,1987
per,0.04309,1988
per,0.04253,1989
per,0.04151,1990
per,0.04467,1991
per,0.03694,1992
per,0.04415,1993
per,0.04683,1994
per,0.04627,1995
per,0.04724,1996
per,0.04602,1997
per,0.04732,1998
per,0.04905,1999
per,0.05375,2000
per,0.05772,2001
per,0.05836,2002
per,0.05921,2003
per,0.05531,2004
per,0.05641,2005
per,0.0608,2006
per,0.05968,2007
per,0.05784,2008
per,0.05862,2009
per,0.05925,2010
phl,0.004173,1973
phl,0.005105,1974
phl,0.004731,1975
phl,0.005711,1976
phl,0.004366,1977
phl,0.005422,1978
phl,0.005392,1979
phl,0.006435,1980
phl,0.006618,1981
phl,0.006519,1982
phl,0.006668,1983
phl,0.008628,1984
phl,0.008833,1985
phl,0.009316,1986
phl,0.007909,1987
phl,0.009196,1988
phl,0.009278,1989
phl,0.008458,1990
phl,0.007006,1991
phl,0.005904,1992
phl,0.006536,1993
phl,0.007445,1994
phl,0.007737,1995
phl,0.008534,1996
phl,0.007205,1997
phl,0.005883,1998
phl,0.008909,1999
phl,0.008674,2000
phl,0.007736,2001
phl,0.0075,2002
phl,0.008223,2003
phl,0.008803,2004
phl,0.00843,2005
phl,0.00981,2006
phl,0.008305,2007
phl,0.009386,2008
phl,0.009178,2009
phl,0.007194,2010
pol,0.001872,1960
pol,0.001764,1961
pol,0.00217,1962
pol,0.001835,1963
pol,0.001972,1964
pol,0.002476,1965
pol,0.002449,1966
pol,0.002592,1967
pol,0.0027,1968
pol,0.002159,1969
pol,0.004681,1970
pol,0.004113,1971
pol,0.003906,1972
pol,0.003751,1973
pol,0.005419,1974
pol,0.005037,1975
pol,0.004126,1976
pol,0.004864,1977
pol,0.004805,1978
pol,0.004409,1979
pol,0.005677,1980
pol,0.005115,1981
pol,0.003658,1982
pol,0.003934,1983
pol,0.003279,1984
pol,0.004281,1985
pol,0.003558,1986
pol,0.003795,1987
pol,0.004079,1988
pol,0.003647,1989
pol,0.003202,1990
pol,0.003211,1991
pol,0.003388,1992
pol,0.003339,1993
pol,0.003884,1994
pol,0.004226,1995
pol,0.004324,1996
pol,0.004392,1997
pol,0.005175,1998
pol,0.004833,1999
pol,0.004728,2000
pol,0.005224,2001
pol,0.005126,2002
pol,0.003761,2003
pol,0.004689,2004
pol,0.004959,2005
pol,0.0046,2006
pol,0.005296,2007
pol,0.004842,2008
pol,0.005339,2009
pol,0.006559,2010
pol,0.005233,2011
prt,0.03018,1960
prt,0.03322,1961
prt,0.03401,1962
prt,0.03876,1963
prt,0.04103,1964
prt,0.03841,1965
prt,0.05125,1966
prt,0.05364,1967
prt,0.05114,1968
prt,0.0625,1969
prt,0.05747,1970
prt,0.06076,1971
prt,0.06908,1972
prt,0.07046,1973
prt,0.0742,1974
prt,0.05989,1975
prt,0.0441,1976
prt,0.09055,1977
prt,0.09697,1978
prt,0.09945,1979
prt,0.07042,1980
prt,0.04379,1981
prt,0.06008,1982
prt,0.06945,1983
prt,0.08434,1984
prt,0.09229,1985
prt,0.07351,1986
prt,0.07913,1987
prt,0.1059,1988
prt,0.05043,1989
prt,0.07933,1990
prt,0.07818,1991
prt,0.04002,1992
prt,0.07321,1993
prt,0.09094,1994
prt,0.07085,1995
prt,0.1248,1996
prt,0.1104,1997
prt,0.1089,1998
prt,0.06086,1999
prt,0.09419,2000
prt,0.1163,2001
prt,0.06434,2002
prt,0.1292,2003
prt,0.08077,2004
prt,0.03858,2005
prt,0.08943,2006
prt,0.0818,2007
prt,0.05496,2008
prt,0.06684,2009
prt,0.1301,2010
prt,0.09286,2011
rou,0.01888,1971
rou,0.03054,1972
rou,0.0311,1973
rou,0.03462,1974
rou,0.03789,1975
rou,0.0325,1976
rou,0.03711,1977
rou,0.04176,1978
rou,0.04424,1979
rou,0.04894,1980
rou,0.04904,1981
rou,0.04542,1982
rou,0.03831,1983
rou,0.04305,1984
rou,0.0481,1985
rou,0.04069,1986
rou,0.04195,1987
rou,0.05501,1988
rou,0.05074,1989
rou,0.04228,1990
rou,0.05414,1991
rou,0.04359,1992
rou,0.04784,1993
rou,0.04918,1994
rou,0.06328,1995
rou,0.06003,1996
rou,0.06701,1997
rou,0.07256,1998
rou,0.07058,1999
rou,0.05726,2000
rou,0.05806,2001
rou,0.06268,2002
rou,0.052,2003
rou,0.065,2004
rou,0.0798,2005
rou,0.07272,2006
rou,0.06343,2007
rou,0.06848,2008
rou,0.06202,2009
rou,0.07813,2010
rus,0.09624,1990
rus,0.09692,1991
rus,0.09923,1992
rus,0.1001,1993
rus,0.1011,1994
rus,0.1014,1995
rus,0.08881,1996
rus,0.09089,1997
rus,0.09224,1998
rus,0.09369,1999
rus,0.09613,2000
rus,0.1023,2001
rus,0.09585,2002
rus,0.09244,2003
rus,0.1048,2004
rus,0.1032,2005
rus,0.1039,2006
rus,0.1062,2007
rus,0.09896,2008
rus,0.1047,2009
rus,0.1001,2010
sen,0.001664,2002
sen,0.002814,2003
sen,0.002381,2004
sen,0.002112,2005
sen,0.001801,2006
sen,0.001356,2007
sen,0.001671,2008
sen,0.001697,2009
sen,0.001722,2010
srb,0.08511,1990
srb,0.1012,1991
srb,0.09917,1992
srb,0.09042,1993
srb,0.08926,1994
srb,0.1027,1995
srb,0.1209,1996
srb,0.107,1997
srb,0.1084,1998
srb,0.1158,1999
srb,0.1018,2000
srb,0.1062,2001
srb,0.1009,2002
srb,0.08513,2003
srb,0.09663,2004
srb,0.105,2005
srb,0.09586,2006
srb,0.08777,2007
srb,0.08356,2008
srb,0.092,2009
srb,0.1037,2010
svk,0.02792,1971
svk,0.02899,1972
svk,0.02456,1973
svk,0.04091,1974
svk,0.03649,1975
svk,0.03642,1976
svk,0.04299,1977
svk,0.03991,1978
svk,0.03295,1979
svk,0.03911,1980
svk,0.03378,1981
svk,0.02943,1982
svk,0.03102,1983
svk,0.02616,1984
svk,0.0354,1985
svk,0.02785,1986
svk,0.03196,1987
svk,0.02889,1988
svk,0.03215,1989
svk,0.03067,1990
svk,0.02287,1991
svk,0.03134,1992
svk,0.05587,1993
svk,0.06994,1994
svk,0.07815,1995
svk,0.06755,1996
svk,0.06483,1997
svk,0.06799,1998
svk,0.07122,1999
svk,0.07342,2000
svk,0.07835,2001
svk,0.08376,2002
svk,0.05532,2003
svk,0.06515,2004
svk,0.07364,2005
svk,0.06976,2006
svk,0.07047,2007
svk,0.06383,2008
svk,0.06889,2009
svk,0.08272,2010
svk,0.05788,2011
svn,0.1317,1990
svn,0.1603,1991
svn,0.1514,1992
svn,0.1337,1993
svn,0.1491,1994
svn,0.1422,1995
svn,0.1602,1996
svn,0.1346,1997
svn,0.1498,1998
svn,0.1623,1999
svn,0.166,2000
svn,0.1642,2001
svn,0.143,2002
svn,0.1275,2003
svn,0.1762,2004
svn,0.1486,2005
svn,0.1539,2006
svn,0.1396,2007
svn,0.1712,2008
svn,0.2002,2009
svn,0.1911,2010
svn,0.1504,2011
zaf,0.0004168,1971
zaf,0.003021,1972
zaf,0.003473,1973
zaf,0.003887,1974
zaf,0.003747,1975
zaf,0.006121,1976
zaf,0.006189,1977
zaf,0.005925,1978
zaf,0.003468,1979
zaf,0.002933,1980
zaf,0.004765,1981
zaf,0.002854,1982
zaf,0.001629,1983
zaf,0.001495,1984
zaf,0.001627,1985
zaf,0.004137,1986
zaf,0.004034,1987
zaf,0.007725,1988
zaf,0.006596,1989
zaf,0.00236,1990
zaf,0.004517,1991
zaf,0.001673,1992
zaf,0.0003169,1993
zaf,0.002278,1994
zaf,0.001099,1995
zaf,0.002689,1996
zaf,0.004196,1997
zaf,0.003152,1998
zaf,0.001414,1999
zaf,0.002115,2000
zaf,0.00376,2001
zaf,0.004453,2002
zaf,0.001293,2003
zaf,0.00173,2004
zaf,0.002396,2005
zaf,0.005156,2006
zaf,0.001635,2007
zaf,0.002197,2008
zaf,0.002509,2009
zaf,0.003667,2010
esp,0.04417,1960
esp,0.04471,1961
esp,0.04448,1962
esp,0.05786,1963
esp,0.05589,1964
esp,0.05272,1965
esp,0.07224,1966
esp,0.05945,1967
esp,0.06336,1968
esp,0.0787,1969
esp,0.07067,1970
esp,0.08007,1971
esp,0.08826,1972
esp,0.07113,1973
esp,0.07436,1974
esp,0.06271,1975
esp,0.04982,1976
esp,0.09335,1977
esp,0.09389,1978
esp,0.1073,1979
esp,0.06776,1980
esp,0.04997,1981
esp,0.05961,1982
esp,0.06092,1983
esp,0.07061,1984
esp,0.06992,1985
esp,0.05904,1986
esp,0.06088,1987
esp,0.07822,1988
esp,0.04286,1989
esp,0.05619,1990
esp,0.06018,1991
esp,0.04162,1992
esp,0.05347,1993
esp,0.06163,1994
esp,0.0504,1995
esp,0.0866,1996
esp,0.0755,1997
esp,0.07359,1998
esp,0.04921,1999
esp,0.06311,2000
esp,0.08653,2001
esp,0.04764,2002
esp,0.08397,2003
esp,0.06374,2004
esp,0.03541,2005
esp,0.05057,2006
esp,0.0525,2007
esp,0.04482,2008
esp,0.04961,2009
esp,0.0789,2010
esp,0.05663,2011
lka,0.005597,1971
lka,0.005634,1972
lka,0.004573,1973
lka,0.006348,1974
lka,0.006861,1975
lka,0.006932,1976
lka,0.007443,1977
lka,0.008054,1978
lka,0.008467,1979
lka,0.008432,1980
lka,0.008824,1981
lka,0.008895,1982
lka,0.006638,1983
lka,0.01125,1984
lka,0.0127,1985
lka,0.01383,1986
lka,0.01123,1987
lka,0.01321,1988
lka,0.01407,1989
lka,0.0156,1990
lka,0.01527,1991
lka,0.01406,1992
lka,0.01821,1993
lka,0.01944,1994
lka,0.021,1995
lka,0.01525,1996
lka,0.01608,1997
lka,0.01819,1998
lka,0.01927,1999
lka,0.01466,2000
lka,0.01413,2001
lka,0.0121,2002
lka,0.01463,2003
lka,0.01298,2004
lka,0.01495,2005
lka,0.01986,2006
lka,0.01674,2007
lka,0.01734,2008
lka,0.01624,2009
lka,0.02322,2010
sdn,0.001744,1971
sdn,0.002524,1972
sdn,0.002865,1973
sdn,0.00302,1974
sdn,0.003161,1975
sdn,0.00345,1976
sdn,0.003142,1977
sdn,0.003131,1978
sdn,0.003311,1979
sdn,0.003081,1980
sdn,0.003068,1981
sdn,0.003178,1982
sdn,0.003183,1983
sdn,0.003284,1984
sdn,0.003384,1985
sdn,0.003902,1986
sdn,0.003929,1987
sdn,0.003812,1988
sdn,0.003739,1989
sdn,0.003909,1990
sdn,0.004131,1991
sdn,0.004225,1992
sdn,0.004123,1993
sdn,0.004126,1994
sdn,0.003486,1995
sdn,0.003754,1996
sdn,0.00359,1997
sdn,0.003464,1998
sdn,0.00392,1999
sdn,0.003741,2000
sdn,0.003916,2001
sdn,0.003884,2002
sdn,0.003431,2003
sdn,0.003191,2004
sdn,0.003549,2005
sdn,0.003762,2006
sdn,0.003885,2007
sdn,0.003819,2008
sdn,0.008276,2009
sdn,0.009677,2010
swe,0.3567,1960
swe,0.4178,1961
swe,0.4402,1962
swe,0.4271,1963
swe,0.4822,1964
swe,0.5161,1965
swe,0.5017,1966
swe,0.539,1967
swe,0.5285,1968
swe,0.4501,1969
swe,0.4436,1970
swe,0.5532,1971
swe,0.5692,1972
swe,0.6321,1973
swe,0.6028,1974
swe,0.605,1975
swe,0.5736,1976
swe,0.5578,1977
swe,0.6003,1978
swe,0.6332,1979
swe,0.6091,1980
swe,0.6176,1981
swe,0.5689,1982
swe,0.6563,1983
swe,0.7007,1984
swe,0.731,1985
swe,0.6253,1986
swe,0.7343,1987
swe,0.7105,1988
swe,0.7253,1989
