geo,population_aged_60plus_years_both_sexes_percent,time
deu,30.28,2020
deu,33.59,2025
deu,36.55,2030
deu,37.52,2035
deu,38.06,2040
deu,38.79,2045
deu,39.53,2050
gha,4.116,1950
gha,4.233,1955
gha,4.345,1960
gha,4.418,1965
gha,4.441,1970
gha,4.5,1975
gha,4.554,1980
gha,4.659,1985
gha,4.77,1990
gha,4.946,1995
gha,5.187,2000
gha,5.444,2005
gha,5.754,2010
gha,5.946,2015
gha,6.338,2020
gha,6.924,2025
gha,7.663,2030
gha,8.532,2035
gha,9.529,2040
gha,10.63,2045
gha,11.8,2050
grc,9.966,1950
grc,10.77,1955
grc,12.06,1960
grc,13.24,1965
grc,16.27,1970
grc,17.39,1975
grc,17.44,1980
grc,17.8,1985
grc,19.97,1990
grc,21.37,1995
grc,22.36,2000
grc,22.98,2005
grc,24.28,2010
grc,25.62,2015
grc,27.33,2020
grc,29.13,2025
grc,31.59,2030
grc,33.85,2035
grc,36.06,2040
grc,37.42,2045
grc,37.6,2050
grd,6.667,1950
grd,7.317,1955
grd,6.818,1960
grd,6.452,1965
grd,8.511,1970
grd,7.692,1975
grd,8.989,1980
grd,7.921,1985
grd,10.42,1990
grd,10.0,1995
grd,9.901,2000
grd,9.804,2005
grd,7.843,2010
grd,10.28,2015
grd,10.09,2020
grd,14.55,2025
grd,14.81,2030
grd,16.82,2035
grd,19.42,2040
grd,21.78,2045
grd,28.57,2050
glp,6.667,1950
glp,6.78,1955
glp,7.299,1960
glp,6.601,1965
glp,7.385,1970
glp,8.537,1975
glp,9.509,1980
glp,10.45,1985
glp,11.43,1990
glp,12.84,1995
glp,13.75,2000
glp,16.7,2005
glp,17.95,2010
glp,19.58,2015
glp,21.86,2020
glp,25.05,2025
glp,27.7,2030
glp,29.41,2035
glp,29.39,2040
glp,31.48,2045
glp,33.12,2050
gum,0.0,1950
gum,1.613,1955
gum,1.493,1960
gum,2.74,1965
gum,2.353,1970
gum,3.191,1975
gum,3.846,1980
gum,5.833,1985
gum,6.061,1990
gum,7.483,1995
gum,8.387,2000
gum,8.982,2005
gum,11.11,2010
gum,12.57,2015
gum,14.85,2020
gum,16.59,2025
gum,18.35,2030
gum,19.82,2035
gum,20.51,2040
gum,21.1,2045
gum,22.08,2050
gtm,4.258,1950
gtm,4.255,1955
gtm,4.395,1960
gtm,4.518,1965
gtm,4.466,1970
gtm,4.543,1975
gtm,4.647,1980
gtm,4.952,1985
gtm,5.354,1990
gtm,5.677,1995
gtm,5.914,2000
gtm,6.114,2005
gtm,6.448,2010
gtm,6.712,2015
gtm,6.921,2020
gtm,7.281,2025
gtm,7.846,2030
gtm,8.718,2035
gtm,9.949,2040
gtm,11.54,2045
gtm,13.34,2050
gin,8.101,1950
gin,6.875,1955
gin,6.052,1960
gin,5.615,1965
gin,5.414,1970
gin,5.403,1975
gin,5.426,1980
gin,5.335,1985
gin,5.173,1990
gin,4.908,1995
gin,4.856,2000
gin,5.064,2005
gin,5.154,2010
gin,5.387,2015
gin,5.674,2020
gin,6.023,2025
gin,6.428,2030
gin,6.952,2035
gin,7.663,2040
gin,8.566,2045
gin,9.693,2050
gnb,5.792,1950
gnb,5.124,1955
gnb,5.059,1960
gnb,5.175,1965
gnb,5.482,1970
gnb,5.755,1975
gnb,5.755,1980
gnb,5.658,1985
gnb,5.681,1990
gnb,5.575,1995
gnb,5.368,2000
gnb,5.435,2005
gnb,5.417,2010
gnb,6.051,2015
gnb,5.956,2020
gnb,5.926,2025
gnb,5.639,2030
gnb,6.504,2035
gnb,6.95,2040
gnb,7.347,2045
gnb,7.85,2050
guy,6.619,1950
guy,5.761,1955
guy,4.93,1960
guy,5.28,1965
guy,5.226,1970
guy,5.457,1975
guy,5.67,1980
guy,5.974,1985
guy,6.551,1990
guy,6.719,1995
guy,7.001,2000
guy,8.126,2005
guy,9.305,2010
guy,11.26,2015
guy,13.83,2020
guy,16.55,2025
guy,19.21,2030
guy,21.57,2035
guy,22.87,2040
guy,24.83,2045
guy,25.27,2050
hti,5.588,1950
hti,5.235,1955
hti,5.402,1960
hti,5.732,1965
hti,6.046,1970
hti,6.26,1975
hti,6.291,1980
hti,6.06,1985
hti,5.909,1990
hti,5.941,1995
hti,6.163,2000
hti,6.387,2005
hti,6.439,2010
hti,6.826,2015
hti,7.268,2020
hti,7.895,2025
hti,8.579,2030
hti,9.412,2035
hti,10.84,2040
hti,13.16,2045
hti,15.58,2050
hnd,6.187,1950
hnd,5.413,1955
hnd,5.142,1960
hnd,4.806,1965
hnd,4.831,1970
hnd,4.924,1975
hnd,4.761,1980
hnd,4.935,1985
hnd,5.06,1990
hnd,5.28,1995
hnd,5.605,2000
hnd,5.833,2005
hnd,6.208,2010
hnd,6.832,2015
hnd,7.597,2020
hnd,8.553,2025
hnd,9.722,2030
hnd,11.09,2035
hnd,12.93,2040
hnd,15.16,2045
hnd,17.65,2050
hkg,3.796,1950
hkg,4.173,1955
hkg,4.815,1960
hkg,5.662,1965
hkg,6.442,1970
hkg,8.828,1975
hkg,10.05,1980
hkg,11.27,1985
hkg,12.62,1990
hkg,13.87,1995
hkg,14.8,2000
hkg,15.69,2005
hkg,18.35,2010
hkg,21.73,2015
hkg,26.27,2020
hkg,30.76,2025
hkg,33.57,2030
hkg,35.81,2035
hkg,37.4,2040
hkg,38.71,2045
hkg,39.46,2050
hun,11.32,1950
hun,12.37,1955
hun,13.98,1960
hun,15.63,1965
hun,17.2,1970
hun,18.29,1975
hun,17.17,1980
hun,18.13,1985
hun,18.96,1990
hun,19.63,1995
hun,20.24,2000
hun,21.29,2005
hun,22.43,2010
hun,24.46,2015
hun,25.64,2020
hun,25.8,2025
hun,26.72,2030
hun,28.52,2035
hun,31.04,2040
hun,32.19,2045
hun,33.05,2050
isl,10.49,1950
isl,10.76,1955
isl,11.36,1960
isl,11.46,1965
isl,12.32,1970
isl,12.9,1975
isl,13.16,1980
isl,14.05,1985
isl,14.9,1990
isl,15.3,1995
isl,15.36,2000
isl,15.54,2005
isl,16.67,2010
isl,18.13,2015
isl,20.49,2020
isl,22.98,2025
isl,24.87,2030
isl,27.09,2035
isl,29.35,2040
isl,31.36,2045
isl,32.92,2050
ind,5.392,1950
ind,5.077,1955
ind,5.2,1960
ind,5.252,1965
ind,5.463,1970
ind,5.631,1975
ind,5.824,1980
ind,5.962,1985
ind,6.136,1990
ind,6.358,1995
ind,6.694,2000
ind,7.023,2005
ind,7.547,2010
ind,8.653,2015
ind,9.84,2020
ind,11.09,2025
ind,12.44,2030
ind,13.92,2035
ind,15.64,2040
ind,17.53,2045
ind,19.56,2050
idn,6.227,1950
idn,5.729,1955
idn,5.241,1960
idn,5.086,1965
idn,5.204,1970
idn,5.367,1975
idn,5.446,1980
idn,5.658,1985
idn,6.195,1990
idn,6.889,1995
idn,7.681,2000
idn,8.35,2005
idn,8.939,2010
idn,10.0,2015
idn,11.66,2020
idn,13.68,2025
idn,15.98,2030
idn,18.37,2035
idn,20.72,2040
idn,22.99,2045
idn,24.85,2050
irn,8.254,1950
irn,7.235,1955
irn,6.487,1960
irn,6.08,1965
irn,5.759,1970
irn,5.494,1975
irn,5.408,1980
irn,5.535,1985
irn,5.452,1990
irn,6.297,1995
irn,6.681,2000
irn,6.948,2005
irn,7.129,2010
irn,8.039,2015
irn,9.55,2020
irn,11.46,2025
irn,13.64,2030
irn,15.84,2035
irn,18.94,2040
irn,23.77,2045
irn,28.09,2050
irq,4.511,1950
irq,4.823,1955
irq,5.457,1960
irq,6.135,1965
irq,6.376,1970
irq,6.317,1975
irq,5.912,1980
irq,5.332,1985
irq,5.012,1990
irq,4.945,1995
irq,5.079,2000
irq,5.064,2005
irq,4.735,2010
irq,5.495,2015
irq,5.807,2020
irq,6.348,2025
irq,7.436,2030
irq,8.696,2035
irq,10.08,2040
irq,11.47,2045
irq,13.03,2050
irl,14.79,1950
irl,14.86,1955
irl,15.81,1960
irl,15.47,1965
irl,15.7,1970
irl,15.51,1975
irl,14.85,1980
irl,14.49,1985
irl,15.14,1990
irl,15.24,1995
irl,15.14,2000
irl,15.15,2005
irl,16.08,2010
irl,17.4,2015
irl,18.83,2020
irl,20.6,2025
irl,22.47,2030
irl,24.83,2035
irl,27.35,2040
irl,29.19,2045
irl,30.1,2050
isr,6.195,1950
isr,7.09,1955
isr,8.042,1960
isr,9.357,1965
isr,10.63,1970
isr,11.77,1975
isr,11.77,1980
isr,12.43,1985
isr,12.34,1990
isr,13.07,1995
isr,13.21,2000
isr,13.2,2005
isr,14.57,2010
isr,15.95,2015
isr,17.13,2020
isr,18.1,2025
isr,19.08,2030
isr,20.5,2035
isr,21.87,2040
isr,23.08,2045
isr,24.26,2050
ita,12.03,1950
ita,12.88,1955
ita,13.94,1960
ita,14.99,1965
ita,16.48,1970
ita,17.69,1975
ita,17.36,1980
ita,18.95,1985
ita,20.9,1990
ita,22.74,1995
ita,24.4,2000
ita,25.21,2005
ita,26.65,2010
ita,27.79,2015
ita,29.4,2020
ita,31.91,2025
ita,34.79,2030
ita,37.45,2035
ita,38.95,2040
ita,39.34,2045
ita,39.09,2050
jam,5.765,1950
jam,6.286,1955
jam,6.63,1960
jam,8.068,1965
jam,8.454,1970
jam,8.445,1975
jam,9.283,1980
jam,9.36,1985
jam,9.729,1990
jam,9.566,1995
jam,9.934,2000
jam,10.27,2005
jam,10.72,2010
jam,11.52,2015
jam,13.06,2020
jam,15.46,2025
jam,17.76,2030
jam,19.47,2035
jam,20.38,2040
jam,21.45,2045
jam,23.04,2050
jpn,7.696,1950
jpn,8.082,1955
jpn,8.824,1960
jpn,9.637,1965
jpn,10.58,1970
jpn,11.7,1975
jpn,12.84,1980
jpn,14.65,1985
jpn,17.42,1990
jpn,20.37,1995
jpn,23.31,2000
jpn,26.51,2005
jpn,30.48,2010
jpn,33.04,2015
jpn,34.5,2020
jpn,36.0,2025
jpn,37.89,2030
jpn,40.73,2035
jpn,42.52,2040
jpn,43.68,2045
jpn,44.18,2050
jor,7.415,1950
jor,6.637,1955
jor,6.132,1960
jor,5.42,1965
jor,4.744,1970
jor,4.287,1975
jor,4.627,1980
jor,5.137,1985
jor,4.734,1990
jor,4.112,1995
jor,4.719,2000
jor,5.392,2005
jor,5.548,2010
jor,5.879,2015
jor,6.542,2020
jor,7.801,2025
jor,9.646,2030
jor,11.9,2035
jor,14.29,2040
jor,16.94,2045
jor,19.08,2050
kaz,10.19,1950
kaz,9.158,1955
kaz,8.254,1960
kaz,8.053,1965
kaz,8.2,1970
kaz,8.539,1975
kaz,8.217,1980
kaz,8.308,1985
kaz,9.602,1990
kaz,10.02,1995
kaz,11.16,2000
kaz,10.28,2005
kaz,10.21,2010
kaz,11.33,2015
kaz,12.85,2020
kaz,14.47,2025
kaz,15.51,2030
kaz,16.81,2035
kaz,18.14,2040
kaz,19.89,2045
kaz,22.37,2050
ken,6.336,1950
ken,6.074,1955
ken,5.861,1960
ken,5.63,1965
ken,5.316,1970
ken,4.933,1975
ken,4.575,1980
ken,4.291,1985
ken,4.165,1990
ken,4.179,1995
ken,4.147,2000
ken,4.018,2005
ken,4.141,2010
ken,4.469,2015
ken,4.816,2020
ken,5.145,2025
ken,5.494,2030
ken,6.054,2035
ken,6.931,2040
ken,8.056,2045
ken,9.295,2050
prk,3.933,1950
prk,3.364,1955
prk,2.713,1960
prk,2.313,1965
prk,2.429,1970
prk,3.404,1975
prk,4.653,1980
prk,6.228,1985
prk,7.793,1990
prk,9.536,1995
prk,11.64,2000
prk,13.35,2005
prk,14.31,2010
prk,13.61,2015
prk,15.1,2020
prk,16.65,2025
prk,19.9,2030
prk,22.56,2035
prk,22.71,2040
prk,23.81,2045
prk,24.69,2050
kor,5.205,1950
kor,5.66,1955
kor,5.983,1960
kor,5.319,1965
kor,5.417,1970
kor,5.602,1975
kor,6.055,1980
kor,6.804,1985
kor,7.687,1990
kor,9.242,1995
kor,11.25,2000
kor,13.31,2005
kor,15.6,2010
kor,18.45,2015
kor,22.77,2020
kor,27.08,2025
kor,31.12,2030
kor,34.85,2035
kor,37.37,2040
kor,39.78,2045
kor,40.8,2050
kwt,3.922,1950
kwt,4.04,1955
kwt,3.597,1960
kwt,2.345,1965
kwt,2.55,1970
kwt,2.679,1975
kwt,2.324,1980
kwt,2.035,1985
kwt,2.055,1990
kwt,2.145,1995
kwt,2.648,2000
kwt,3.075,2005
kwt,4.063,2010
kwt,5.419,2015
kwt,7.669,2020
kwt,10.45,2025
kwt,14.11,2030
kwt,17.96,2035
kwt,21.46,2040
kwt,23.76,2045
kwt,24.94,2050
kgz,12.42,1950
kgz,11.31,1955
kgz,10.13,1960
kgz,9.526,1965
kgz,8.971,1970
kgz,8.485,1975
kgz,7.743,1980
kgz,7.7,1985
kgz,8.284,1990
kgz,7.93,1995
kgz,8.194,2000
kgz,7.315,2005
kgz,7.263,2010
kgz,8.17,2015
kgz,9.777,2020
kgz,11.6,2025
kgz,12.98,2030
kgz,14.68,2035
kgz,16.32,2040
kgz,18.43,2045
kgz,21.13,2050
lao,3.842,1950
lao,4.235,1955
lao,4.567,1960
lao,4.86,1965
lao,5.089,1970
lao,5.249,1975
lao,5.653,1980
lao,5.689,1985
lao,5.587,1990
lao,5.448,1995
lao,5.387,2000
lao,5.409,2005
lao,5.547,2010
lao,6.032,2015
lao,6.615,2020
lao,7.423,2025
lao,8.359,2030
lao,9.494,2035
lao,10.68,2040
lao,12.24,2045
lao,14.35,2050
lva,15.6,1950
lva,15.24,1955
lva,14.95,1960
lva,16.11,1965
lva,17.25,1970
lva,17.79,1975
lva,16.55,1980
lva,16.58,1985
lva,17.44,1990
lva,19.33,1995
lva,21.26,2000
lva,22.32,2005
lva,22.52,2010
lva,23.5,2015
lva,24.77,2020
lva,26.29,2025
lva,27.29,2030
lva,28.73,2035
lva,30.07,2040
lva,32.0,2045
lva,34.67,2050
lbn,10.33,1950
lbn,9.491,1955
lbn,8.466,1960
lbn,7.696,1965
lbn,7.365,1970
lbn,7.305,1975
lbn,7.181,1980
lbn,7.37,1985
lbn,7.904,1990
lbn,9.341,1995
lbn,10.05,2000
lbn,10.05,2005
lbn,10.42,2010
lbn,11.38,2015
lbn,12.97,2020
lbn,14.85,2025
lbn,16.9,2030
lbn,19.17,2035
lbn,21.45,2040
lbn,23.78,2045
lbn,25.76,2050
lso,6.958,1950
lso,6.752,1955
lso,6.682,1960
lso,6.631,1965
lso,6.499,1970
lso,6.435,1975
lso,6.332,1980
lso,6.441,1985
lso,6.617,1990
lso,6.911,1995
lso,6.992,2000
lso,6.814,2005
lso,7.05,2010
lso,7.199,2015
lso,7.521,2020
lso,7.322,2025
lso,6.78,2030
lso,6.495,2035
lso,6.888,2040
lso,7.901,2045
lso,9.321,2050
lbr,4.982,1950
lbr,4.934,1955
lbr,4.915,1960
lbr,4.789,1965
lbr,4.829,1970
lbr,5.015,1975
lbr,4.924,1980
lbr,4.919,1985
lbr,4.713,1990
lbr,4.725,1995
lbr,4.674,2000
lbr,4.772,2005
lbr,4.877,2010
lbr,5.015,2015
lbr,5.541,2020
lbr,6.146,2025
lbr,6.708,2030
lbr,7.114,2035
lbr,7.854,2040
lbr,8.797,2045
lbr,9.921,2050
lby,7.191,1950
lby,6.572,1955
lby,5.93,1960
lby,5.425,1965
lby,4.411,1970
lby,3.651,1975
lby,3.718,1980
lby,3.792,1985
lby,4.147,1990
lby,4.696,1995
lby,5.329,2000
lby,5.978,2005
lby,6.647,2010
lby,7.544,2015
lby,8.793,2020
lby,10.34,2025
lby,12.35,2030
lby,15.07,2035
lby,18.05,2040
lby,21.38,2045
lby,23.15,2050
ltu,13.25,1950
ltu,12.81,1955
ltu,11.84,1960
ltu,13.64,1965
ltu,14.96,1970
ltu,15.09,1975
ltu,14.33,1980
ltu,14.69,1985
ltu,16.14,1990
ltu,17.53,1995
ltu,19.15,2000
ltu,20.29,2005
ltu,21.51,2010
ltu,22.71,2015
ltu,24.75,2020
ltu,26.94,2025
ltu,28.53,2030
ltu,29.78,2035
ltu,30.44,2040
ltu,31.7,2045
ltu,33.75,2050
lux,14.24,1950
lux,15.13,1955
lux,15.97,1960
lux,17.66,1965
lux,18.4,1970
lux,18.61,1975
lux,17.86,1980
lux,17.93,1985
lux,18.9,1990
lux,19.12,1995
lux,18.85,2000
lux,18.66,2005
lux,19.11,2010
lux,19.69,2015
lux,20.99,2020
lux,23.02,2025
lux,24.43,2030
lux,25.35,2035
lux,25.93,2040
lux,26.28,2045
lux,26.77,2050
mac,4.737,1950
mac,6.145,1955
mac,8.671,1960
mac,7.212,1965
mac,7.059,1970
mac,8.3,1975
mac,11.07,1980
mac,9.508,1985
mac,9.409,1990
mac,9.443,1995
mac,9.729,2000
mac,9.856,2005
mac,11.86,2010
mac,15.99,2015
mac,21.67,2020
mac,26.91,2025
mac,31.75,2030
mac,36.05,2035
mac,38.66,2040
mac,40.77,2045
mac,43.6,2050
mkd,11.23,1950
mkd,8.789,1955
mkd,7.825,1960
mkd,7.76,1965
mkd,8.969,1970
mkd,9.243,1975
mkd,9.147,1980
mkd,10.29,1985
mkd,11.47,1990
mkd,13.28,1995
mkd,14.48,2000
mkd,15.52,2005
mkd,16.81,2010
mkd,18.89,2015
mkd,21.02,2020
mkd,22.95,2025
mkd,24.79,2030
mkd,26.61,2035
mkd,28.78,2040
mkd,31.0,2045
mkd,32.96,2050
mdg,5.366,1950
mdg,5.453,1955
mdg,5.508,1960
mdg,5.795,1965
mdg,6.094,1970
mdg,5.761,1975
mdg,5.323,1980
mdg,5.185,1985
mdg,5.003,1990
mdg,4.901,1995
mdg,4.759,2000
mdg,4.627,2005
mdg,4.626,2010
mdg,5.006,2015
mdg,5.501,2020
mdg,6.067,2025
mdg,6.734,2030
mdg,7.549,2035
mdg,8.451,2040
mdg,9.174,2045
mdg,10.31,2050
mwi,4.927,1950
mwi,4.577,1955
mwi,4.221,1960
mwi,3.999,1965
mwi,3.696,1970
mwi,4.265,1975
mwi,4.488,1980
mwi,4.198,1985
mwi,4.265,1990
mwi,4.821,1995
mwi,4.69,2000
mwi,4.709,2005
mwi,4.851,2010
mwi,4.917,2015
mwi,5.01,2020
mwi,5.126,2025
mwi,5.186,2030
mwi,5.257,2035
mwi,5.792,2040
mwi,6.442,2045
mwi,7.25,2050
mys,7.33,1950
mys,5.93,1955
mys,5.295,1960
mys,4.989,1965
mys,5.547,1970
mys,5.589,1975
mys,5.717,1980
mys,5.626,1985
mys,5.668,1990
mys,5.788,1995
mys,6.157,2000
mys,6.682,2005
mys,7.781,2010
mys,9.317,2015
mys,11.22,2020
mys,13.23,2025
mys,14.98,2030
mys,16.64,2035
mys,18.26,2040
mys,20.26,2045
mys,22.23,2050
mdv,8.642,1950
mdv,7.778,1955
mdv,7.216,1960
mdv,7.339,1965
mdv,6.667,1970
mdv,6.618,1975
mdv,6.962,1980
mdv,5.405,1985
mdv,5.069,1990
mdv,4.878,1995
mdv,5.495,2000
mdv,5.822,2005
mdv,5.751,2010
mdv,6.25,2015
mdv,7.479,2020
mdv,8.616,2025
mdv,10.92,2030
mdv,13.4,2035
mdv,16.47,2040
mdv,20.45,2045
mdv,24.56,2050
mli,4.945,1950
mli,5.149,1955
mli,5.197,1960
mli,5.157,1965
mli,5.07,1970
mli,5.047,1975
mli,4.984,1980
mli,4.874,1985
mli,4.668,1990
mli,4.462,1995
mli,4.297,2000
mli,4.032,2005
mli,3.783,2010
mli,3.575,2015
mli,3.692,2020
mli,3.945,2025
mli,4.373,2030
mli,4.915,2035
mli,5.505,2040
mli,6.346,2045
mli,7.339,2050
mlt,9.003,1950
mlt,9.873,1955
mlt,11.11,1960
mlt,11.48,1965
mlt,13.44,1970
mlt,13.16,1975
mlt,13.35,1980
mlt,13.95,1985
mlt,14.53,1990
mlt,15.87,1995
mlt,17.01,2000
mlt,18.41,2005
mlt,21.81,2010
mlt,24.52,2015
mlt,26.95,2020
mlt,28.4,2025
mlt,28.97,2030
mlt,30.35,2035
mlt,33.02,2040
mlt,35.08,2045
mlt,37.02,2050
mtq,7.24,1950
mtq,6.531,1955
mtq,7.042,1960
mtq,6.774,1965
mtq,7.927,1970
mtq,9.697,1975
mtq,11.31,1980
mtq,12.35,1985
mtq,13.37,1990
mtq,14.63,1995
mtq,15.89,2000
mtq,17.63,2005
mtq,19.21,2010
mtq,21.69,2015
mtq,24.34,2020
mtq,27.82,2025
mtq,30.46,2030
mtq,32.61,2035
mtq,32.93,2040
mtq,33.42,2045
mtq,34.78,2050
mrt,2.769,1950
mrt,3.495,1955
mrt,4.075,1960
mrt,4.133,1965
mrt,4.439,1970
mrt,4.456,1975
mrt,4.522,1980
mrt,4.571,1985
mrt,4.529,1990
mrt,4.493,1995
mrt,4.416,2000
mrt,4.323,2005
mrt,4.398,2010
mrt,4.611,2015
mrt,5.134,2020
mrt,5.831,2025
mrt,6.739,2030
mrt,7.787,2035
mrt,9.013,2040
mrt,10.24,2045
mrt,11.56,2050
mus,4.462,1950
mus,4.035,1955
mus,3.945,1960
mus,3.851,1965
mus,4.116,1970
mus,4.591,1975
mus,5.901,1980
mus,6.502,1985
mus,7.197,1990
mus,7.89,1995
mus,8.779,2000
mus,9.824,2005
mus,11.64,2010
mus,13.6,2015
mus,15.59,2020
mus,17.92,2025
mus,20.63,2030
mus,22.83,2035
mus,24.34,2040
mus,25.51,2045
mus,26.16,2050
myt,12.5,1950
myt,10.53,1955
myt,8.696,1960
myt,9.677,1965
myt,8.108,1970
myt,6.522,1975
myt,5.455,1980
myt,4.225,1985
myt,4.348,1990
myt,4.065,1995
myt,4.054,2000
myt,4.598,2005
myt,5.051,2010
myt,4.955,2015
myt,6.073,2020
myt,7.273,2025
myt,8.609,2030
myt,10.12,2035
myt,11.85,2040
myt,14.44,2045
myt,16.36,2050
mex,5.36,1950
mex,5.183,1955
mex,5.344,1960
mex,5.55,1965
mex,5.542,1970
mex,5.542,1975
mex,5.525,1980
mex,5.979,1985
mex,6.471,1990
mex,6.959,1995
mex,7.452,2000
mex,8.324,2005
mex,9.367,2010
mex,11.01,2015
mex,12.89,2020
mex,15.03,2025
mex,17.69,2030
mex,21.04,2035
mex,23.92,2040
mex,26.2,2045
mex,28.25,2050
fsm,6.25,1950
fsm,5.405,1955
fsm,4.545,1960
fsm,5.66,1965
fsm,4.918,1970
fsm,6.452,1975
fsm,4.167,1980
fsm,4.706,1985
fsm,5.263,1990
fsm,4.673,1995
fsm,5.607,2000
fsm,5.455,2005
fsm,5.405,2010
fsm,7.08,2015
fsm,8.475,2020
fsm,9.091,2025
fsm,9.6,2030
fsm,9.375,2035
fsm,10.77,2040
fsm,12.5,2045
fsm,15.62,2050
mda,11.23,1950
mda,9.863,1955
mda,9.027,1960
mda,9.235,1965
mda,9.738,1970
mda,10.81,1975
mda,10.83,1980
mda,11.79,1985
mda,12.79,1990
mda,13.09,1995
mda,14.32,2000
mda,14.85,2005
mda,15.97,2010
mda,18.28,2015
mda,20.69,2020
mda,22.71,2025
mda,23.3,2030
mda,23.77,2035
mda,24.75,2040
mda,27.13,2045
mda,31.19,2050
mng,5.402,1950
mng,5.3,1955
mng,5.203,1960
mng,4.941,1965
mng,4.709,1970
mng,4.633,1975
mng,4.75,1980
mng,4.869,1985
mng,5.861,1990
mng,5.685,1995
mng,5.235,2000
mng,5.721,2005
mng,5.965,2010
mng,6.695,2015
mng,8.394,2020
mng,10.65,2025
mng,12.86,2030
mng,15.38,2035
mng,18.05,2040
mng,20.85,2045
mng,24.28,2050
mne,10.33,1950
mne,10.07,1955
mne,10.06,1960
mne,10.45,1965
mne,10.79,1970
mne,11.29,1975
mne,10.75,1980
mne,11.13,1985
mne,12.97,1990
mne,13.5,1995
mne,14.42,2000
mne,16.83,2005
mne,17.6,2010
mne,19.52,2015
mne,21.52,2020
mne,22.63,2025
mne,23.78,2030
mne,24.68,2035
mne,26.03,2040
mne,27.64,2045
mne,29.47,2050
mar,4.59,1950
mar,4.352,1955
mar,4.326,1960
mar,5.283,1965
mar,6.205,1970
mar,5.195,1975
mar,6.312,1980
mar,5.785,1985
mar,6.256,1990
mar,6.574,1995
mar,7.184,2000
mar,7.474,2005
mar,8.063,2010
mar,9.187,2015
mar,11.02,2020
mar,12.65,2025
mar,14.27,2030
mar,16.09,2035
mar,18.03,2040
mar,20.55,2045
mar,22.93,2050
moz,4.704,1950
moz,4.705,1955
moz,4.735,1960
moz,4.804,1965
moz,4.888,1970
moz,4.937,1975
moz,4.935,1980
moz,4.984,1985
moz,5.176,1990
moz,4.961,1995
moz,4.959,2000
moz,4.972,2005
moz,5.096,2010
moz,5.297,2015
moz,5.549,2020
moz,5.781,2025
moz,5.969,2030
moz,6.192,2035
moz,6.485,2040
moz,6.97,2045
moz,7.722,2050
mmr,5.7,1950
mmr,5.895,1955
mmr,6.117,1960
mmr,6.399,1965
mmr,6.582,1970
mmr,6.693,1975
mmr,6.967,1980
mmr,7.165,1985
mmr,7.472,1990
mmr,7.678,1995
mmr,7.682,2000
mmr,7.769,2005
mmr,8.183,2010
mmr,9.611,2015
mmr,11.22,2020
mmr,12.96,2025
mmr,14.93,2030
mmr,17.26,2035
mmr,19.47,2040
mmr,21.77,2045
mmr,23.62,2050
nam,6.392,1950
nam,5.805,1955
nam,5.833,1960
nam,5.857,1965
nam,5.52,1970
nam,5.31,1975
nam,5.523,1980
nam,5.469,1985
nam,5.23,1990
nam,5.065,1995
nam,5.154,2000
nam,5.323,2005
nam,5.694,2010
nam,6.18,2015
nam,6.771,2020
nam,7.479,2025
nam,7.991,2030
nam,8.515,2035
nam,9.278,2040
nam,10.51,2045
nam,12.06,2050
npl,3.778,1950
npl,4.264,1955
npl,4.561,1960
npl,4.796,1965
npl,4.945,1970
npl,5.016,1975
npl,5.06,1980
npl,5.129,1985
npl,5.224,1990
npl,5.342,1995
npl,5.587,2000
npl,5.936,2005
npl,6.184,2010
npl,6.637,2015
npl,7.244,2020
npl,8.033,2025
npl,9.017,2030
npl,10.25,2035
npl,11.79,2040
npl,13.59,2045
npl,15.6,2050
nld,11.46,1950
nld,12.33,1955
nld,13.13,1960
nld,13.86,1965
nld,14.53,1970
nld,15.12,1975
nld,15.7,1980
nld,16.76,1985
nld,17.35,1990
nld,17.74,1995
nld,18.2,2000
nld,19.24,2005
nld,21.92,2010
nld,24.08,2015
nld,26.36,2020
nld,28.78,2025
nld,30.84,2030
nld,31.77,2035
nld,31.66,2040
nld,31.36,2045
nld,31.29,2050
ant,8.108,1950
ant,7.377,1955
ant,6.667,1960
ant,7.534,1965
ant,7.643,1970
ant,8.982,1975
ant,9.605,1980
ant,9.945,1985
ant,10.05,1990
ant,10.99,1995
ant,12.71,2000
ant,14.05,2005
ant,14.93,2010
ant,17.56,2015
ant,21.05,2020
ant,25.0,2025
ant,28.57,2030
ant,32.2,2035
ant,35.15,2040
ant,37.88,2045
ant,39.38,2050
ncl,4.762,1950
ncl,5.882,1955
ncl,5.195,1960
ncl,5.435,1965
ncl,5.607,1970
ncl,6.202,1975
ncl,5.674,1980
ncl,6.452,1985
ncl,7.018,1990
ncl,7.292,1995
ncl,8.333,2000
ncl,10.17,2005
ncl,11.37,2010
ncl,12.55,2015
ncl,14.48,2020
ncl,16.78,2025
ncl,19.06,2030
ncl,21.21,2035
ncl,22.9,2040
ncl,24.29,2045
ncl,25.9,2050
nzl,13.1,1950
nzl,12.64,1955
nzl,12.23,1960
nzl,11.83,1965
nzl,12.48,1970
nzl,12.75,1975
nzl,13.69,1980
nzl,14.39,1985
nzl,15.3,1990
nzl,15.44,1995
nzl,15.79,2000
nzl,16.5,2005
nzl,18.19,2010
nzl,19.88,2015
nzl,22.04,2020
nzl,24.5,2025
nzl,26.26,2030
nzl,27.22,2035
nzl,27.66,2040
nzl,28.3,2045
nzl,29.2,2050
